Orthogroup	Cochlearia_excelsa	Camelina_sativa
OG0000189	g18237	XP_010413444.1, XP_010467579.1
OG0000189	g23036	XP_010437541.1, XP_019086115.1, XP_010447010.1
OG0000189	g50117	XP_010471725.1, XP_010428632.1, XP_010477239.1, XP_010459691.1, XP_010498441.1
OG0000192	g44233, g25911	XP_010418264.1, XP_019082754.1
OG0000192	g17137	XP_010496748.1, XP_019102045.1, XP_010507196.1
OG0000193	g27763	XP_010480992.1, XP_010500264.1
OG0000193	g39564, g2101	XP_010418741.1
OG0000194	g32237, g28166, g50078, g23649, g51802	XP_010451522.1
OG0000196	g43806, g43821	XP_010447574.1, XP_010436101.1
OG0000196	g43783, g53971, g43782, g43797	XP_010447883.2
OG0000196	g53972	XP_010450584.1
OG0000197	g24122	XP_019087144.1, XP_019086321.1, XP_019088299.1, XP_010451361.1, XP_019086617.1, XP_010450534.2, XP_019089427.1, XP_010445272.1, XP_019087388.1, XP_019089102.1, XP_010431643.1
OG0000197	g17408	XP_019087473.1, XP_019086616.1, XP_010440884.1, XP_019100703.1
OG0000198	g25893	XP_010502132.1, XP_010513879.1, XP_010424925.1, XP_010513878.1
OG0000198	g31564	XP_010459011.1
OG0000198	g49926	XP_010496673.1, XP_010459012.1, XP_010476570.1
OG0000199	g47707	XP_010438269.1, XP_019097293.1, XP_010447760.1, XP_010438210.2, XP_010447759.1, XP_010433021.1
OG0000200	g40675	XP_010475251.1
OG0000200	g32383	XP_019091411.1
OG0000200	g40674	XP_019091373.1, XP_019094287.1
OG0000200	g27686	XP_010499535.1, XP_010460802.1, XP_019094639.1, XP_010499539.2
OG0000201	g53703	XP_010507468.1
OG0000201	g15624, g51845, g17762	XP_010426558.1, XP_010479803.1
OG0000201	g4655, g26600, g16293, g32898, g33199, g25229, g26102, g33200, g34779, g16144, g6202, g53346, g27732, g43307, g16269, g19533, g52369, g14957, g43031, g42816, g1483, g14787	XP_010431385.1, XP_010445316.1, XP_010418973.1, XP_010431280.1, XP_010496199.1, XP_010490366.1, XP_010445883.1, XP_010495661.1
OG0000202	g1023, g25454, g25477	XP_019084303.1, XP_010424466.2, XP_019085307.1
OG0000203	g1974, g1973	XP_010507510.1, XP_019085608.1
OG0000203	g18958	XP_010516473.1, XP_010427736.1, XP_010427735.1
OG0000203	g2360	XP_019101935.1, XP_010431453.2, XP_019099736.1, XP_019102066.1
OG0000204	g53714, g14389	XP_010441979.1
OG0000205	g43917	XP_010451832.1
OG0000205	g11567	XP_010445411.1, XP_010445422.1, XP_010423541.1, XP_010424125.1, XP_010419029.1, XP_010495883.1, XP_010490332.1, XP_010430923.1, XP_010431083.1, XP_010426201.1, XP_010424938.1, XP_010468594.1, XP_010441888.1, XP_019087565.1, XP_019087564.1, XP_010445501.1, XP_010496931.1, XP_010436713.1, XP_010496827.1
OG0000206	g35086, g33126, g42102, g34033, g35102, g34084, g34087, g20497, g34767, g3404, g42813, g4067, g33222, g35385, g35794, g25891, g34753, g19921, g30249, g32910, g22189, g33355, g21397, g52519, g34572, g4095, g4107, g34575, g43643, g9242, g16173, g33127, g10333, g20498, g42717, g41929, g42958, g42647	XP_019100804.1
OG0000206	g3612, g48979, g3617, g34594, g8693, g34396, g26693, g26442, g42223, g42237, g52660, g17013, g26014, g18657, g17536, g16355, g4493, g33202, g53588, g33173, g3985, g33137, g19788	XP_010436745.1, XP_019087486.1
OG0000207	g4415, g34528, g34521, g34531, g34408, g26139, g21458, g50767, g16541, g16549, g22184, g16534, g16525, g52564, g14561, g28252, g46615, g4420, g41677, g8219, g8721, g8233, g43323, g34357, g53803, g8234, g35311, g18815, g626, g4979, g26826, g4422, g52961, g43215, g52565, g34262, g35244, g15794, g15777, g52898, g41869, g33384, g35802, g22185, g34812, g43012, g14560, g4505, g53321, g52638, g30247, g35455, g4193, g18020, g26140, g3683, g35570, g48269, g41896, g46617, g15565, g14866, g3099, g26275, g36308, g14634, g4409, g34703, g24587, g28251, g682, g51819, g28955, g4066, g1725, g4423, g11714, g24891, g35033, g35914, g8221, g8723, g53432, g41674, g26043, g681, g43325, g11489, g53856, g24382, g14261, g36863, g36256, g22612, g35998, g35872, g51818, g35035, g14620, g14864, g15567, g36255, g53430, g35913, g35178, g8232, g8732, g43057, g22613, g53431, g4410, g28956, g16345, g4432, g15566, g14865, g11794, g4978, g35179, g36309, g26276, g34355, g35034, g26044, g43324, g36310, g680, g46616, g14635, g8220, g8722, g34704, g14621, g35180, g35310, g37815, g52806	XP_010507018.1
OG0000208	g33150	XP_019094575.1
OG0000208	g21459, g33511, g33550	XP_019089087.1
OG0000209	g2157	XP_019091709.1, XP_010462677.2, XP_019090981.1, XP_010493395.1, XP_019094391.1
OG0000209	g12731	XP_010432619.1, XP_010447293.1, XP_019088045.1
OG0000210	g26821	XP_010494398.1
OG0000211	g43500, g43665	XP_010484727.1, XP_010484865.1, XP_010501815.1, XP_010476022.1, XP_019101810.1, XP_010418802.1, XP_010412595.1, XP_019093239.1, XP_010436642.1, XP_010457015.1, XP_010468650.1, XP_010424168.2, XP_010474121.1, XP_019097521.1, XP_010474131.1, XP_010513145.1, XP_019089252.1, XP_010473952.1, XP_010463490.1, XP_010431414.1, XP_010518641.1, XP_019095377.1, XP_010419056.1, XP_010436719.1, XP_010507248.1, XP_010431086.1, XP_010451604.1
OG0000211	g6275, g26607, g6274, g36877, g6292, g12850, g53575, g26608, g4337, g3974, g3981, g5126, g32276	XP_010485235.1
OG0000211	g35582, g43666, g175, g43499, g33429, g53304, g17351, g17354, g41390, g35050, g53962, g51855, g22945, g53388, g15934	XP_010462971.1
OG0000214	g41308, g33055, g29003, g53538	XP_019082944.1
OG0000214	g53539	XP_010418984.1, XP_010489977.1
OG0000214	g1573, g22730, g23072, g45047, g16729, g17791, g52105, g36171	XP_010513552.1, XP_010513597.1, XP_019085232.1, XP_010507034.1, XP_019085451.1, XP_019099572.1
OG0000214	g37934	XP_019096461.1, XP_019091123.1, XP_010496117.1, XP_010518645.1, XP_019086090.1, XP_010471196.1, XP_019094447.1
OG0000214	g2449, g32347, g37022	XP_010480766.1, XP_010480765.1, XP_010481052.1, XP_019083824.1
OG0000214	g11812, g6223	XP_010412414.1, XP_010445779.1
OG0000214	g45095	XP_019086343.1, XP_010495376.1, XP_019085460.1, XP_010490457.1, XP_019082568.1
OG0000215	g449	XP_019093558.1, XP_019099846.1, XP_019088356.1, XP_019090447.1, XP_010450536.1, XP_019094548.1, XP_019097524.1, XP_019090955.1, XP_019101998.1, XP_010446234.1, XP_010436627.1, XP_010506945.1, XP_010440686.1, XP_019089529.1
OG0000216	g25664	XP_010468408.2
OG0000216	g41090, g41083, g41086	XP_010414804.1, XP_010511356.1
OG0000216	g41087	XP_010470315.1
OG0000219	g27764, g39817	XP_019086348.1, XP_010450693.1, XP_010441124.2, XP_019088411.1, XP_019089597.1
OG0000221	g25326, g22409, g22405, g22252	XP_010518614.1
OG0000221	g7032, g2311, g4264, g37418, g16017, g28616, g34276, g15805, g31881, g48923	XP_019085810.1
OG0000221	g4077, g32890	XP_019091079.1
OG0000221	g32889, g53047, g4078, g27354, g2143, g52809, g53046, g27482	XP_019092140.1
OG0000221	g32627	XP_019086206.1
OG0000221	g45157, g4236, g53404, g41761	XP_010501698.1
OG0000221	g48924	XP_010516220.1
OG0000222	g24943, g20945, g20027	XP_019098958.1
OG0000223	g12066, g21, g4747, g11830, g32169	XP_019092312.1, XP_019100833.1, XP_019092358.1, XP_019091092.1
OG0000223	g46938	XP_019087495.1
OG0000223	g53273	XP_019090161.1, XP_019099728.1, XP_019085469.1, XP_019087651.1, XP_019093222.1, XP_019084340.1, XP_019096456.1
OG0000223	g35999	XP_019101792.1
OG0000223	g2036, g10328, g1428, g24970	XP_019100085.1
OG0000223	g53274	XP_019091051.1
OG0000223	g46380	XP_019094505.1
OG0000223	g3129	XP_019095237.1
OG0000225	g4046	XP_010451553.1
OG0000225	g4045	XP_010429703.1
OG0000226	g17691, g17690, g17692	XP_019091078.1
OG0000229	g13978	XP_010430637.1, XP_019090985.1, XP_010424399.1, XP_010490380.1, XP_010461697.1, XP_010463156.1, XP_010495586.1, XP_010435527.1, XP_010478781.1, XP_010477332.1, XP_010497431.2
OG0000229	g26214	XP_010480990.1, XP_010496443.1, XP_010440973.1
OG0000229	g24726	XP_010480862.1, XP_019099580.1, XP_019099920.1, XP_019086558.1
OG0000230	g2000	XP_010504853.1, XP_010512106.1
OG0000233	g45483	XP_010497851.1, XP_010452722.1, XP_010452723.1, XP_010423194.1, XP_010491374.1, XP_010497197.1
OG0000233	g29622	XP_010452726.1, XP_010423193.1, XP_010491375.1, XP_010452724.1
OG0000233	g45482	XP_010452721.1, XP_010423195.1, XP_010491373.1
OG0000233	g29623	XP_010491379.1, XP_010452729.1, XP_010491370.1
OG0000234	g45347	XP_019084400.1, XP_019089978.1
OG0000235	g11302	XP_010462921.1, XP_010462920.1, XP_019095585.1, XP_019092385.1, XP_010425697.1, XP_010467889.1, XP_010416163.2, XP_010416263.1, XP_010416172.2, XP_019086364.1, XP_019087705.1, XP_010427759.1
OG0000236	g11672	XP_010512015.1
OG0000237	g11805	XP_010468380.1, XP_010421105.1, XP_019096687.1, XP_010490038.1
OG0000237	g36933	XP_010468344.2, XP_010468345.1, XP_010468343.2, XP_010490001.2, XP_010420571.2
OG0000241	g17320	XP_010448984.1, XP_010439415.1, XP_010434115.1, XP_010448986.1, XP_010448990.1, XP_010448988.1, XP_010439419.1, XP_010434119.1, XP_010448994.1, XP_010455784.1, XP_010422316.1, XP_010432250.1, XP_010455785.1, XP_010432240.1, XP_010422318.1, XP_010432232.1, XP_010422317.1, XP_010455786.1
OG0000242	g12521	XP_010464143.1, XP_019095548.1
OG0000242	g10112	XP_010456758.1, XP_010421525.1, XP_010421522.1, XP_010421527.1, XP_010456733.2, XP_010455018.1, XP_010455019.1, XP_010421526.1, XP_010497082.1
OG0000243	g27682	XP_010478318.1, XP_010499461.1, XP_010478305.1, XP_010478308.1
OG0000244	g25493	XP_010430556.1, XP_010422514.1, XP_010455956.1
OG0000244	g40712	XP_010456959.1, XP_010467191.1, XP_010424641.1
OG0000246	g51604	XP_019100767.1, XP_010507583.1
OG0000246	g37185	XP_010479272.1, XP_010461668.1, XP_010500378.1, XP_010505227.1, XP_019101281.1, XP_010516907.1, XP_019101282.1
OG0000246	g51603	XP_010509439.2, XP_010516903.2, XP_010505225.1, XP_010516904.1, XP_010509434.1
OG0000246	g43106	XP_010412902.1
OG0000249	g32697	XP_010461197.1, XP_019094719.1, XP_019099362.1
OG0000249	g35682, g42542	XP_010496007.1, XP_010495431.1, XP_010419316.1, XP_010472794.1, XP_010485158.1, XP_019097479.1, XP_010495903.1, XP_010418925.1, XP_010445543.1
OG0000249	g16095, g42905, g32698	XP_010500764.1
OG0000249	g16094, g26699, g24901	XP_010515604.1
OG0000250	g6508, g45178	XP_010447068.1, XP_010423137.1, XP_010455857.1
OG0000250	g40469	XP_010431529.1
OG0000251	g16641	XP_010425348.1, XP_010514290.1, XP_010502547.1, XP_019099595.1, XP_019102095.1
OG0000251	g39309	XP_010514271.1, XP_010430765.1
OG0000252	g40852	XP_010473547.1, XP_010430398.1, XP_010414749.1, XP_019093546.1, XP_019094840.1, XP_010430401.1, XP_010430399.1, XP_010418326.1
OG0000252	g46370	XP_010428832.1, XP_010416696.1, XP_010471946.1
OG0000253	g54073	XP_010456365.1
OG0000253	g12277	XP_010499184.1, XP_010465032.1, XP_010486980.1
OG0000253	g7492	XP_010486515.1, XP_010473075.1, XP_010464591.1
OG0000253	g5784, g45315	XP_010452091.1, XP_010445753.2, XP_010423853.1, XP_019097656.1, XP_010452093.1
OG0000254	g47116, g47114, g17643	XP_010434934.1, XP_010449911.1, XP_010440264.1
OG0000254	g47117	XP_010440259.1
OG0000254	g47115	XP_010445383.1, XP_010434935.1, XP_010449912.1, XP_010445385.1, XP_010434937.1, XP_010449913.1, XP_010440263.1, XP_010434932.1, XP_010449909.1, XP_010449908.1, XP_019087973.1, XP_010434931.1, XP_019087952.1, XP_010434933.1, XP_019098739.1, XP_010449910.1, XP_019098756.1, XP_010440261.1, XP_010440262.1, XP_010449907.1
OG0000256	g10880	XP_019092309.1, XP_019089334.1
OG0000257	g44426	XP_019082792.1, XP_019085704.1
OG0000259	g1607	XP_019099776.1, XP_010512841.1, XP_010412945.1, XP_010512962.1, XP_010436681.1, XP_010512946.1, XP_019101964.1, XP_010512937.1, XP_010512923.1, XP_010507666.1, XP_010412973.1, XP_010412974.1, XP_010512922.1, XP_019100907.1
OG0000259	g6897	XP_010463275.1, XP_019091075.1, XP_019096250.1, XP_010481014.1, XP_010481016.1, XP_010507665.1
OG0000260	g6207, g6217	XP_010432764.1, XP_010437945.1, XP_010447431.1
OG0000262	g24889	XP_010473429.1, XP_010430254.1, XP_010419499.2, XP_010430517.1, XP_010431731.1
OG0000263	g11496	XP_010424593.1
OG0000263	g910, g3712	XP_019092669.1
OG0000266	g28434, g45026	XP_019095624.1, XP_010496383.1, XP_010485101.1
OG0000267	g34874	XP_010421714.1
OG0000267	g15120	XP_019094880.1
OG0000267	g52730	XP_019086739.1
OG0000267	g42218, g42234	XP_010422636.1
OG0000268	g35054, g25240, g11530, g44991, g53121, g53878, g53859, g50734, g43650, g35558, g35553, g3065, g53597, g36626, g15959	XP_010473661.1
OG0000268	g17915	XP_019098403.1, XP_019099574.1
OG0000268	g5948, g4147, g53120, g22863	XP_019092310.1, XP_019085497.1
OG0000268	g32701	XP_019097427.1
OG0000268	g51641	XP_019094578.1
OG0000269	g28758	XP_010443747.1, XP_010483616.1, XP_010455424.1
OG0000269	g2910, g2936	XP_010503240.1, XP_010514953.1, XP_010426060.1
OG0000269	g39974	XP_010469948.1, XP_010510485.1, XP_010414380.1
OG0000270	g41044	XP_010451465.2, XP_019090832.1, XP_019090829.1, XP_019095239.1
OG0000270	g33428	XP_019082599.1
OG0000270	g40880	XP_019083665.1, XP_010474591.2, XP_010473576.1, XP_010418294.1, XP_019085678.1, XP_010431716.1, XP_010481645.1, XP_019093087.1, XP_019083085.1, XP_010418268.1
OG0000274	g47338, g33147, g14472, g44486, g21632, g42257, g21852, g21844, g36809, g10312	XP_010413090.2, XP_010489850.1, XP_010490403.1, XP_010412502.1, XP_010490206.1
OG0000274	g26301, g21338, g45298	XP_010507440.1, XP_019093235.1, XP_010501465.1
OG0000274	g14940	XP_010418979.1, XP_010481237.1, XP_010490333.1, XP_010451529.1
OG0000275	g22735	XP_010444903.1
OG0000276	g34448, g33115	XP_010477952.1
OG0000276	g15118, g44910	XP_019082481.1
OG0000277	g50111, g27445, g31888	XP_010477217.1, XP_010498416.1, XP_010459670.1
OG0000278	g14307	XP_010451690.2, XP_010436711.1, XP_010445556.1, XP_010451696.2, XP_010451708.1, XP_010436717.1
OG0000278	g46809, g46812, g46827	XP_010445561.2, XP_010435577.2, XP_010450499.1, XP_019086499.1, XP_010440854.1, XP_010445557.1, XP_010440850.1, XP_019086166.1, XP_019086698.1, XP_010440853.1
OG0000279	g40527, g40528, g40529	XP_019085294.1, XP_010417377.1
OG0000282	g47412	XP_010448924.1, XP_010445215.2, XP_010436448.1, XP_010445216.1
OG0000282	g53736	XP_010436445.1, XP_019088153.1, XP_010436446.1, XP_010451272.1, XP_010445219.1, XP_010451277.1, XP_019086574.1, XP_010451276.1, XP_010445218.1, XP_010451274.1, XP_019087364.1, XP_010436444.2
OG0000283	g10623, g22201, g30263, g20011, g19891, g2550, g43075, g53035, g26096, g3992, g52989, g16553, g53516	XP_010492499.1, XP_010513379.1
OG0000283	g53724	XP_019087059.1
OG0000283	g15621, g48271, g41887, g15633	XP_010518608.1, XP_019085790.1
OG0000283	g43830, g43329, g4284, g24671	XP_010446147.1, XP_010467192.1, XP_019091323.1
OG0000285	g47372	XP_010439485.1, XP_010434187.1, XP_010449073.1
OG0000285	g23645	XP_010445100.2, XP_010433385.1, XP_010448157.1
OG0000285	g17338	XP_010470984.1
OG0000285	g42046	XP_010415122.1
OG0000286	g44985, g44982, g44984	XP_019092169.1
OG0000286	g52037	XP_010484847.1
OG0000289	g39775	XP_010513095.1, XP_010418676.1
OG0000290	g40830	XP_010418479.2, XP_010473683.1, XP_010430547.1, XP_010430549.1, XP_010418481.1, XP_010430553.2, XP_010473685.2, XP_019082765.1
OG0000290	g32745	XP_019086603.1
OG0000290	g32744	XP_010442394.1
OG0000291	g6346	XP_010467072.1
OG0000291	g11641, g53214, g52576, g53200	XP_019084372.1, XP_010488762.1, XP_010488629.1, XP_019096466.1, XP_010412618.1, XP_010467069.1, XP_010488650.1, XP_010488759.1, XP_010466983.1
OG0000291	g51227	XP_010412643.1, XP_010467074.1, XP_010467081.1, XP_010426202.1, XP_010503361.1
OG0000291	g6349, g13574	XP_010467082.1, XP_010412652.1, XP_010488765.1
OG0000294	g25697	XP_010431719.1
OG0000295	g37063	XP_010462942.1, XP_019094893.1, XP_010501625.1
OG0000296	g1252, g28701, g28702	XP_010443667.1, XP_019095877.1, XP_019092906.1, XP_010443669.1, XP_010483537.1, XP_019095865.1, XP_010443671.1, XP_010454754.1
OG0000296	g28714	XP_010483490.1, XP_010483489.1
OG0000297	g25175	XP_010436155.1
OG0000297	g30421, g30418, g30424, g30425, g21279, g20461	XP_019096494.1, XP_010497237.1, XP_010496940.1, XP_010495182.1, XP_010451718.1, XP_010484769.1, XP_010463381.1, XP_010496022.1, XP_010451397.1, XP_010430810.1, XP_010418981.1, XP_010436589.1, XP_019093265.1, XP_019085538.1, XP_010495960.1, XP_010496965.1, XP_010468751.1
OG0000298	g41665	XP_010478785.1, XP_010461191.1
OG0000298	g50713	XP_010414755.1, XP_010511100.1
OG0000298	g32687	XP_010461190.1, XP_010478784.1
OG0000304	g51887	XP_010419329.1
OG0000304	g50556	XP_019097596.1
OG0000304	g51897	XP_019089412.1
OG0000305	g53520, g51878	XP_019098473.1, XP_010507659.1, XP_010412966.1, XP_010507661.2, XP_019101077.1
OG0000306	g13807, g46733	XP_010435780.1, XP_010450882.1, XP_010445621.1
OG0000307	g36491	XP_010500697.1, XP_010461956.1, XP_010500696.1
OG0000308	g39732	XP_019088257.1, XP_010481869.1, XP_010442030.1, XP_010494320.1, XP_010494321.1, XP_010442028.1, XP_010442027.1, XP_010494317.1, XP_010494318.1, XP_010494316.1, XP_019087972.1
OG0000308	g11113, g11114	XP_010442032.1, XP_010481871.1, XP_010494314.1
OG0000312	g14467, g35227	XP_019101054.1, XP_010469694.1, XP_010511411.1
OG0000312	g34486	XP_010415992.1
OG0000313	g23784	XP_010414662.1, XP_019102561.1, XP_010505751.1
OG0000314	g41968	XP_010507008.1
OG0000314	g49276	XP_019099647.1
OG0000314	g27333	XP_019086286.1, XP_010490162.1
OG0000316	g12167, g12172	XP_010470433.1
OG0000316	g7145, g7146, g12171, g12173, g12193	XP_010465355.1, XP_019096172.1
OG0000318	g43847	XP_010417636.1, XP_010489203.1, XP_010516829.1, XP_010474237.1, XP_010512027.1, XP_010415630.1, XP_010476723.1, XP_019096525.1
OG0000320	g39023, g15482, g22561	XP_010451789.1, XP_019085452.1, XP_010484756.1, XP_010430869.1
OG0000320	g11617	XP_019086518.1, XP_019094534.1
OG0000321	g54159	XP_010473400.1, XP_010418156.1, XP_010430201.1
OG0000321	g666	XP_010414865.1
OG0000322	g10751	XP_010425093.1, XP_010502319.1, XP_019086846.1, XP_010443563.1, XP_010485217.2
OG0000322	g26081, g26058	XP_010472883.1
OG0000323	g44591	XP_019083321.1, XP_019085082.1, XP_010471326.1
OG0000325	g26947, g49462	XP_010457533.1, XP_010484183.1, XP_010475139.1
OG0000325	g51329	XP_010413910.1, XP_010509926.1, XP_010469516.1
OG0000325	g30904	XP_010475140.1, XP_010457534.1
OG0000328	g13376	XP_010420444.1, XP_010466322.1, XP_010430747.1
OG0000328	g13375	XP_019085338.1
OG0000330	g17997, g17998	XP_010416065.1, XP_010428195.1, XP_010471337.1, XP_010416067.1, XP_010428196.1
OG0000330	g44587	XP_019093831.1, XP_019083323.1, XP_019082666.1, XP_010428194.1
OG0000330	g31719	XP_010476916.1, XP_010459361.1, XP_010498132.1
OG0000331	g25429, g39522	XP_010422683.1, XP_019088848.1, XP_010456120.1
OG0000331	g26892	XP_010457229.1
OG0000331	g6947	XP_010505371.1, XP_010465788.1, XP_010487618.1
OG0000332	g24568, g44176	XP_010418120.2, XP_019093651.1, XP_010430159.1, XP_010418111.1, XP_010430153.1, XP_019093644.1, XP_010430157.1, XP_010418118.1
OG0000334	g53580, g43677	XP_010474618.1, XP_010490116.1, XP_010506895.1, XP_010451521.1, XP_010456831.1, XP_019085410.1, XP_010451507.1, XP_019096503.1
OG0000335	g1956	XP_010445400.2, XP_019100984.1, XP_019100574.1, XP_010513740.1, XP_019093213.1, XP_010512225.1, XP_019101706.1, XP_010413664.1, XP_019093204.1, XP_010418632.1, XP_019093717.1, XP_010512271.1
OG0000336	g31190, g27091, g27095, g31209	XP_010470312.1, XP_010414799.1, XP_010511359.1, XP_010415037.1, XP_010511341.1, XP_010414800.1, XP_010480299.1, XP_010490237.1, XP_010458264.1, XP_010490163.1, XP_010475811.1, XP_010458251.1, XP_010475801.1
OG0000338	g3826	XP_010431113.1, XP_010513454.1
OG0000339	g17631	XP_019088231.1, XP_019086168.1, XP_019088984.1
OG0000339	g17712, g53651	XP_010421803.1
OG0000345	g29557, g39719	XP_010452942.1, XP_010422977.1, XP_010491580.1, XP_010442005.1, XP_010481843.1
OG0000345	g45514	XP_010491579.1, XP_010452941.1
OG0000345	g26927, g49447, g30863	XP_010457465.1, XP_010483343.1, XP_010452943.1
OG0000346	g2365	XP_019100308.1, XP_010515817.1, XP_010426966.1
OG0000347	g52289	XP_010508083.1, XP_010506589.1, XP_010518252.1
OG0000348	g50668	XP_019085430.1, XP_010412432.1, XP_010430835.1, XP_010430830.1, XP_010507087.2
OG0000349	g1282	XP_010443739.1
OG0000349	g1278	XP_010455320.1
OG0000350	g13403, g13402	XP_019102226.1, XP_019085963.1, XP_010466459.1, XP_010490015.1, XP_019092482.1, XP_010466462.1, XP_010466461.1, XP_019096821.1, XP_010466458.1, XP_010468358.1, XP_019082995.1
OG0000351	g12309	XP_019096769.1, XP_019087925.1
OG0000351	g36126	XP_010513278.1, XP_010474003.1, XP_010414495.1, XP_010451565.1, XP_010436630.1, XP_010445462.1
OG0000356	g51011	XP_010417230.1, XP_019094011.1, XP_010429453.1
OG0000356	g50999	XP_010472478.1
OG0000357	g32419, g32420, g50521	XP_010460768.1, XP_010478364.1, XP_019094634.1, XP_010460766.1, XP_010499505.1, XP_010499510.1, XP_010499509.1, XP_010460769.2, XP_010478366.1
OG0000358	g54187	XP_010439375.1, XP_010448948.1, XP_010434091.1, XP_019088731.1, XP_010448949.1
OG0000358	g11643	XP_010462121.1, XP_010479788.1, XP_010500723.1, XP_019091310.1, XP_010479629.1
OG0000362	g43613, g4131, g4234, g3255, g33492, g25276, g43263, g20304, g3787, g16102, g4130, g35341, g25266, g43262, g41821, g36457, g12619, g25261, g25259, g43259, g33494, g3251, g25071, g9678, g35281, g34308, g9679, g35248	XP_019085680.1, XP_019083618.1, XP_019093250.1, XP_019098445.1, XP_010434904.1, XP_010495579.2, XP_010484863.1, XP_010497389.1, XP_010445679.1, XP_010442704.1, XP_010475682.1
OG0000363	g53411, g29745	XP_010428976.1, XP_010472066.1
OG0000364	g37360, g37362, g37913, g17870	XP_010471603.1, XP_010443097.1, XP_010493426.1, XP_010445964.1, XP_010484956.1, XP_010468279.1, XP_019084234.1, XP_010471614.1, XP_019084641.1
OG0000365	g27592	XP_010477858.1, XP_010460314.1
OG0000365	g24049	XP_010439567.1, XP_010449160.1, XP_010434272.1, XP_019086521.1
OG0000365	g50367	XP_010477860.1, XP_010460312.1, XP_010499045.1, XP_010477856.1, XP_019099203.1, XP_010460315.1, XP_010477857.1, XP_019099204.1
OG0000367	g18012	XP_019089184.1, XP_019088100.1
OG0000368	g11421	XP_010426114.1, XP_010503291.2, XP_010514995.1
OG0000369	g4675, g4768, g6892, g51876	XP_010501998.1, XP_010471755.1, XP_019095599.1, XP_010484975.1, XP_010445968.1
OG0000370	g6467	XP_010513338.1, XP_010488517.1, XP_010466812.1, XP_010512008.2, XP_010468455.1, XP_010488518.1, XP_010513317.1, XP_010490099.1, XP_010466811.1, XP_010466809.1, XP_010424549.1, XP_010422145.1, XP_010468611.1, XP_010456879.2, XP_010490100.1, XP_010422078.1, XP_010468582.1, XP_010488560.1, XP_019092530.1, XP_010513538.1, XP_010513324.1, XP_010490101.1, XP_010422068.1
OG0000374	g7992, g10426, g47443, g1577, g48059, g53145, g36249, g41525, g50024	XP_019101784.1, XP_019089214.1, XP_010496845.1, XP_010423552.1, XP_010495735.1, XP_010463425.1
OG0000375	g24614, g4053, g42670, g42662, g25030, g4718, g35252, g22259, g19614, g24704, g25123, g26727, g11473, g34270, g3460, g26000, g26728, g48279, g35564, g42661, g14340, g53194, g35740, g25090, g26814, g49158, g24703, g25124, g34269, g53637, g22260, g48278, g25031, g26729, g4719, g35251, g24668, g42660, g42669	XP_010495377.1, XP_019097517.1, XP_010468538.1, XP_010448992.2, XP_010431300.1, XP_019097461.1, XP_010424303.1, XP_010462874.1, XP_010490047.1, XP_010424554.1, XP_010430905.1, XP_010513141.2, XP_010506932.2, XP_010451705.1, XP_019098182.1, XP_010445308.1, XP_010463333.1, XP_010474904.1, XP_010513076.1, XP_019089105.1
OG0000376	g41000	XP_019093904.1, XP_010418017.1, XP_010510916.1
OG0000377	g47983	XP_010437237.1, XP_010432066.1, XP_010446670.1
OG0000377	g47982	XP_010513554.1, XP_010470528.1, XP_010415197.1, XP_010511484.1, XP_010451019.1, XP_010432067.1
OG0000377	g16342	XP_010446673.1
OG0000378	g26534, g34215, g35390	XP_010501810.1
OG0000378	g33856, g21990, g8329, g8300, g38725, g33927, g21985, g21888, g15176, g20570, g33984, g20265, g34195, g49185, g8443, g34121, g49187, g9409, g34896, g20119, g21978, g26405, g26409, g38767, g21714, g21703, g21709, g21722, g15195, g15189, g48387, g21314, g48438, g48471, g8455, g8295, g22051, g20399, g21341, g7958, g9302, g30590, g30534, g34036, g22128, g38871, g21101, g48100	XP_019092370.1
OG0000379	g1514	XP_010424976.1, XP_010502212.1, XP_010513957.1
OG0000379	g19165	XP_010427083.1, XP_010515930.1, XP_010504206.1
OG0000380	g19547, g28753	XP_010477358.2, XP_010446197.2, XP_010485234.1, XP_019091027.1, XP_019098199.1
OG0000380	g28797, g28774, g28802	XP_010456085.1, XP_010443810.1, XP_010455978.1, XP_010446214.1, XP_010485252.1
OG0000381	g43972, g18058, g26185	XP_019093777.1, XP_019085883.1, XP_019093389.1, XP_019082724.1, XP_019085655.1, XP_019082722.1
OG0000381	g23603	XP_010424155.1, XP_010490240.1, XP_010513069.1, XP_010418699.1, XP_010513133.1, XP_010513071.1, XP_010418648.1, XP_019082518.1, XP_010513070.1, XP_010513068.1, XP_019082531.1, XP_010418700.1, XP_010517815.1, XP_010467265.1, XP_010468600.1, XP_010490239.1, XP_010468027.1, XP_010489677.1
OG0000382	g44023	XP_019090656.1, XP_010429638.1, XP_010456033.1, XP_010456035.1, XP_010456034.1, XP_010456037.2, XP_010429650.1, XP_010456038.1, XP_010438141.1, XP_010429626.1, XP_010422596.1, XP_019090657.1
OG0000382	g37230	XP_010509284.1, XP_019102506.1
OG0000383	g11293, g11292, g11294	XP_010514556.1, XP_010425633.1, XP_019102217.1, XP_010425632.1, XP_019100170.1, XP_010425975.1, XP_010514885.1, XP_019100115.1, XP_010502852.1
OG0000384	g10911	XP_010494899.1, XP_010481393.1, XP_010441521.1, XP_010495791.1, XP_010445776.1, XP_010494898.1, XP_010481397.1
