Orthogroup	Cochlearia_excelsa	Arabidopsis_arenosa
OG0003793	g45624	jg5173
OG0003794	g29424, g5343	jg25451, jg5026
OG0003795	g29484	jg4901
OG0003796	g29547	jg4790
OG0003798	g23817	jg9989
OG0003800	g39886	jg18141
OG0003801	g51263	jg28924
OG0003802	g39821, g51280	jg18265
OG0003803	g39741	jg18443
OG0003804	g17177	jg21814
OG0003805	g40244	jg7217, jg12555
OG0003806	g32528	jg31788
OG0003807	g50620, g27762	jg32420
OG0003808	g69	jg23666
OG0003808	g18678	jg23665
OG0003809	g14891, g275, g9809	jg23347
OG0003810	g2724	jg23286
OG0003811	g9850, g344	jg23214
OG0003812	g356, g9856	jg33427, jg2245
OG0003814	g9962	jg6192, jg5775
OG0003815	g29440, g615	jg4985
OG0003816	g28885	jg6011
OG0003817	g832	jg23009
OG0003818	g28676	jg22703
OG0003819	g23692	jg9800
OG0003820	g39371, g3761	jg22382
OG0003821	g993, g39385, g28500	jg22331
OG0003822	g28472, g950	jg22223
OG0003823	g45472	jg4543
OG0003824	g5610	jg4378
OG0003825	g11503	jg14032, jg14023
OG0003826	g4634	jg21541
OG0003829	g16795	jg12746
OG0003830	g44350	jg3574
OG0003833	g54361, g36735	jg33757
OG0003835	g2940	jg14351
OG0003836	g2944	jg14339
OG0003837	g46811, g46942	jg11675
OG0003838	g47104	jg11174
OG0003839	g47118	jg11126
OG0003840	g50045	jg30374
OG0003841	g45781	jg2504
OG0003842	g44729, g44728	jg31049
OG0003843	g54177	jg33189, jg33191
OG0003844	g13357	jg33207
OG0003845	g38353, g51031	jg17021, jg17009
OG0003846	g10378	jg13706
OG0003848	g2546	jg14936
OG0003849	g47470	jg10125
OG0003852	g54308	jg23934, jg30140
OG0003853	g1822	jg16235
OG0003854	g52223	jg32970, jg19923
OG0003855	g1642, g11201, g2011, g18899	jg15971
OG0003856	g18961	jg15833
OG0003857	g18969	jg15818
OG0003858	g37437	jg15817
OG0003860	g10798	jg12935
OG0003861	g11658	jg26940
OG0003862	g11399	jg26742
OG0003863	g41557	jg2401, jg1734
OG0003865	g37205	jg18879
OG0003867	g36931	jg16675
OG0003868	g28150, g53838	jg2288, jg32606
OG0003869	g32703	jg32035
OG0003870	g32690	jg32023
OG0003870	g40285	jg7343
OG0003872	g40371	jg7509
OG0003873	g13850	jg28270, jg18739
OG0003874	g37700, g50801	jg20092
OG0003875	g52125	jg19708
OG0003876	g52056	jg1585, jg19567
OG0003877	g52018	jg19489
OG0003878	g37392	jg19436, jg27089
OG0003879	g7838	jg24121
OG0003880	g12447, g7603	jg24680
OG0003881	g12431, g7565, g12983	jg24738
OG0003882	g13118	jg25093
OG0003883	g13708	jg27709, jg7825
OG0003884	g12109	jg25617
OG0003886	g1307	jg22534, jg21879
OG0003887	g19263	jg15139
OG0003890	g19592	jg14281
OG0003891	g27058	jg29252
OG0003892	g49640, g31156	jg29263, jg29262
OG0003894	g31189, g49624	jg29321, jg32982
OG0003895	g31385	jg29687
OG0003896	g50037	jg30350
OG0003897	g50051	jg30394
OG0003898	g50060	jg30424, jg30423
OG0003899	g31831	jg30452
OG0003900	g39510, g5079	jg8079
OG0003901	g40891	jg660, jg652, jg656, jg662
OG0003902	g36835, g40978	jg858
OG0003903	g41075	jg1209
OG0003905	g40718, g10846	jg20271
OG0003907	g2805	jg14505
OG0003908	g47969, g22919	jg8682
OG0003909	g47896	jg8866
OG0003910	g23103, g47876	jg8923, jg8924
OG0003911	g47768, g16962	jg9286
OG0003912	g27545	jg30889
OG0003913	g41283	jg22057
OG0003913	g23592	jg9652
OG0003914	g50636, g49506	jg16969
OG0003915	g19745	jg28911
OG0003915	g19746	jg28910
OG0003915	g20186, g8152	jg259
OG0003916	g27667	jg31391, jg3470, jg3468
OG0003919	g27420, g38400, g25573, g16569, g3615, g39614, g31505, g5092	jg8333
OG0003919	g24718	jg3831
OG0003921	g33208, g33179	jg12894
OG0003922	g10349	jg13808
OG0003923	g11406	jg14520
OG0003925	g452	jg23023
OG0003930	g18486, g18484	jg20649
OG0003931	g41166	jg21820
OG0003941	g5129	jg5348
OG0003943	g5249	jg5207
OG0003944	g5297	jg5106
OG0003945	g10094	jg6497
OG0003946	g45811	jg2560, jg27086
OG0003947	g41629	jg9200
OG0003948	g29448	jg4954
OG0003949	g10145	jg6653
OG0003950	g45496	jg4671
OG0003951	g464	jg6159
OG0003952	g5513, g29598	jg4663
OG0003953	g9897	jg23097
OG0003954	g13728, g13731	jg9987, jg24397
OG0003955	g23823	jg10007
OG0003957	g40098	jg17674
OG0003958	g5559, g37894, g39949	jg18046
OG0003959	g51358, g39743, g37955	jg18440
OG0003960	g30862	jg28742
OG0003961	g47531, g23790, g17181	jg9956
OG0003962	g32402	jg31485, jg31488, jg31493
OG0003964	g51847	jg15487
OG0003965	g25482	jg1448
OG0003966	g18666	jg24275, jg3402, jg29710, jg23569
OG0003967	g251, g9785	jg23403
OG0003968	g9810	jg23346
OG0003970	g416	jg23102
OG0003971	g44310	jg16861, jg1560
OG0003972	g41603, g18592	jg23061, jg23063
OG0003973	g441	jg23043
OG0003974	g494, g9971	jg16943, jg6203
OG0003975	g19440, g19452	jg14712
OG0003976	g10072	jg6450, jg6451
OG0003977	g10087	jg6486
OG0003978	g31329	jg29608
OG0003979	g850	jg14300
OG0003980	g853	jg22969
OG0003981	g10559	jg13351, jg13355
OG0003982	g39259, g1234	jg22819
OG0003983	g1222	jg22794
OG0003984	g1198	jg22768
OG0003986	g28551, g1058	jg22473
OG0003987	g2653	jg7191, jg14727
OG0003988	g954	jg22226
OG0003989	g5570, g5574, g2956	jg4526, jg4527
OG0003990	g912	jg22047, jg22046
OG0003992	g29756, g5649	jg4252
OG0003994	g45352, g5737	jg4076
OG0003995	g45313	jg3966
OG0003996	g29857	jg3964
OG0003997	g16803	jg12729
OG0003998	g13083	jg24971
OG0004001	g44404	jg3293
OG0004003	g11053	jg20721
OG0004004	g54379, g54375	jg33598
OG0004006	g36737	jg33764
OG0004009	g28172, g35943, g53793	jg32601
OG0004010	g36663, g54304	jg33600
OG0004011	g51579	jg18771
OG0004013	g17720, g24529, g41858, g1827	jg11329
OG0004014	g17716	jg11287, jg11285
OG0004015	g24426	jg11124
OG0004016	g44568	jg2985, jg2984
OG0004020	g10507	jg13449
OG0004021	g17851, g23989	jg10388
OG0004022	g18398	jg20535
OG0004023	g11949, g6775	jg26129
OG0004024	g11948	jg26130
OG0004025	g51487	jg24034, jg10765, jg18614
OG0004026	g51500	jg18628
OG0004027	g40629	jg20426
OG0004028	g49955, g31626, g27331	jg30085
OG0004029	g17289	jg7648
OG0004030	g6473	jg1912, jg32449, jg32458
OG0004031	g25771	jg21616
OG0004032	g24074	jg10563
OG0004033	g40500	jg10540
OG0004034	g47388	jg10396
OG0004036	g6903	jg10612, jg25931
OG0004037	g17585, g47159	jg11003
OG0004038	g24324, g17564	jg12326, jg10952
OG0004039	g19669, g54387	jg21502, jg23956
OG0004040	g31	jg23739, jg17130
OG0004041	g18728	jg16343
OG0004043	g38303	jg17239, jg9088
OG0004044	g1860, g1859	jg26976, jg16200
OG0004045	g1863	jg11134, jg16193
OG0004046	g2027, g18883	jg16003
OG0004047	g11242, g18988, g2091	jg15750
OG0004048	g10808	jg12921
OG0004051	g19163, g2305	jg15360
OG0004052	g2340	jg15291
OG0004053	g19192	jg15284
OG0004054	g11695, g13520	jg26820
OG0004055	g44769	jg33750, jg16198
OG0004056	g19479	jg2834
OG0004058	g51907	jg19311
OG0004060	g50992	jg16928
OG0004061	g23828, g17205	jg10019
OG0004062	g54119	jg33017
OG0004063	g27805, g32722	jg32068
OG0004064	g40289	jg7344
OG0004066	g41428	jg5792, jg24530
OG0004068	g18504	jg24400
OG0004069	g37727	jg20152
OG0004070	g50780, g37669	jg20052
OG0004071	g13689	jg27568, jg27569
OG0004073	g38218, g52124	jg19705
OG0004074	g49989	jg30228, jg19535
OG0004075	g20812, g30206	jg2895
OG0004076	g12660	jg24138
OG0004077	g17878, g12639	jg24183
OG0004078	g12615, g7800	jg5662, jg24258
OG0004080	g12816	jg24356
OG0004081	g7726	jg24388
OG0004082	g12837	jg24395
OG0004083	g7713, g12853	jg24421
OG0004084	g12516	jg24518
OG0004085	g12508	jg16606, jg24538
OG0004086	g12446, g7602	jg24681
OG0004087	g7273	jg25245
OG0004088	g13177, g7235	jg25328
OG0004089	g7175	jg25432
OG0004090	g13233	jg12085, jg12054, jg25561
OG0004091	g7045	jg25643
OG0004092	g6968, g12051	jg25800
OG0004093	g12026	jg25916
OG0004094	g13345, g11953	jg24862, jg26122
OG0004095	g10234	jg21504, jg21535
OG0004096	g10353	jg13788, jg13786
OG0004097	g47917	jg12537
OG0004098	g11753	jg26610
OG0004099	g13464, g6535, g11759	jg26591
OG0004100	g13441, g11787	jg26520
OG0004101	g11788, g25753, g6567	jg26519
OG0004102	g11866	jg26348
OG0004103	g47723	jg9418, jg2498
OG0004104	g1354, g46810, g4672	jg21592, jg21593, jg14640
OG0004105	g10181	jg6873, jg6871
OG0004106	g25350	jg8218
OG0004107	g3709, g30745, g44113, g36008, g35172, g49327	jg28490, jg33286
OG0004109	g49542	jg28984
OG0004110	g31074	jg29121, jg29138
OG0004111	g31153	jg1469, jg29258
OG0004113	g49762	jg29517
OG0004114	g44241	jg604, jg29690
OG0004115	g27283, g49920	jg29960
OG0004116	g31736, g27397	jg30311
OG0004117	g50028	jg30330
OG0004119	g26658	jg21621, jg21620
OG0004120	g45927	jg2777
OG0004122	g40854	jg29728, jg576
OG0004123	g10813	jg13516
OG0004125	g36283	jg7808, jg7816
OG0004126	g18413	jg27613
OG0004127	g11468, g3238, g51211	jg14139, jg14137
OG0004128	g25549	jg7764
OG0004129	g54052	jg32897
OG0004130	g22830	jg8586
OG0004131	g22939	jg8705
OG0004132	g22965, g47942	jg8745
OG0004133	g23156, g18182	jg8993
OG0004134	g13477	jg26654
OG0004136	g38232	jg8182
OG0004137	g28393	jg21991
OG0004138	g32078	jg30988
OG0004140	g34900, g43522	jg33629
OG0004140	g34875	jg32435, jg32437
OG0004141	g43881	jg1525, jg1529
OG0004142	g1053	jg26695
OG0004143	g5979, g42982, g13508	jg26763, jg26766
OG0004144	g6370	jg27146, jg27142, jg27151
OG0004146	g51115, g49572	jg17871
OG0004147	g4830, g3959, g6639	jg14010
OG0004148	g10809	jg12920
OG0004149	g10452	jg13547, jg13600
OG0004152	g25932, g40227	jg7121
OG0004153	g50103, g31546, g25051, g24456, g23643	jg9723
OG0004155	g18635	jg23295, jg23296
OG0004165	g23392	jg16853, jg9361
OG0004166	g47750, g16984	jg9357
OG0004167	g23386, g16982	jg9351
OG0004168	g9821	jg23290, jg14653
OG0004169	g45752, g29140	jg5568
OG0004170	g5016, g29159	jg5514
OG0004174	g29272, g5132	jg5341
OG0004175	g45683, g29274	jg5336
OG0004176	g5145	jg5322, jg5324
OG0004177	g32095	jg30928
OG0004178	g5221, g29327	jg5217
OG0004180	g29462	jg4937
OG0004181	g10372	jg13715
OG0004182	g5399	jg4911
OG0004182	g579	jg6376
OG0004183	g5465	jg1325, jg1328, jg4751
OG0004184	g29585	jg4693
OG0004185	g5503	jg4467, jg4482, jg4686, jg4471, jg4468
OG0004187	g40174	jg17473, jg17474
OG0004188	g40144	jg17560
OG0004189	g36766	jg17626
OG0004190	g40105	jg17661, jg20921
OG0004191	g40031	jg17812
OG0004192	g39924, g51204	jg18077
OG0004193	g39915	jg18082
OG0004194	g39911	jg18091
OG0004195	g51237, g39856	jg18178
OG0004196	g54094	jg32634
OG0004198	g37922	jg18291
OG0004199	g36266	jg32828
OG0004201	g53941, g28124	jg32743
OG0004202	g27652	jg31346
OG0004203	g50498	jg31426
OG0004204	g27687	jg31498
OG0004206	g32455, g50528	jg31571
OG0004207	g27702, g32469	jg31600
OG0004208	g32475, g50546	jg102, jg31616
OG0004209	g32497, g27719	jg31656
OG0004210	g27766, g32553	jg31838
OG0004211	g16695, g10685	jg13096
OG0004214	g63	jg23677
OG0004215	g9686	jg23616
OG0004217	g9813	jg23326
OG0004218	g332	jg23239
OG0004219	g45415	jg33439
OG0004219	g44800	jg28077
OG0004220	g9907	jg28668, jg28403, jg23077
OG0004221	g447	jg23029
OG0004222	g24328	jg10959
OG0004223	g39730	jg20883
OG0004223	g11111	jg20881
OG0004225	g570	jg6365
OG0004226	g28970, g669, g33107	jg17273
OG0004226	g41418	jg5843
OG0004227	g28923	jg5933
OG0004228	g786, g28879	jg6035
OG0004229	g1255	jg22854
OG0004230	g1237	jg22824
OG0004232	g120, g28565	jg22561
OG0004233	g23923	jg10228
OG0004234	g39362	jg22419
OG0004236	g39400, g973	jg22301
OG0004237	g39583	jg7980
OG0004238	g39604	jg7849
OG0004239	g5598	jg6594
OG0004241	g29803, g45387, g24741, g17943, g16343, g16338, g16335	jg4158
OG0004242	g5765, g45343	jg4022
OG0004243	g45285	jg3852
OG0004244	g16828	jg12693
OG0004245	g46817	jg12748
OG0004245	g16794	jg12749
OG0004246	g46556	jg3688
OG0004249	g13613	jg3440
OG0004250	g7542, g12415	jg24780
OG0004252	g50387	jg5834, jg2393, jg31181
OG0004253	g36614	jg33525
OG0004254	g24676, g24622, g24617, g24670	jg11510
OG0004255	g37562	jg19819
OG0004256	g44588	jg2929
OG0004257	g50313	jg21766
OG0004258	g49866	jg29774, jg7676
OG0004260	g22599, g28295, g1366	jg21742
OG0004261	g10461	jg13528, jg13529
OG0004262	g1584	jg13288, jg13289
OG0004263	g32138	jg31055
OG0004264	g44764, g45796	jg2525
OG0004265	g40608	jg20446
OG0004266	g10959, g40596	jg20474
OG0004267	g16723	jg20539
OG0004268	g40543	jg20582
OG0004268	g6261	jg20580
OG0004269	g38266	jg17376
OG0004272	g28028	jg33344
OG0004273	g54258	jg33415
OG0004274	g24177	jg10735
OG0004275	g24178, g47275	jg10739, jg10736
OG0004277	g17539, g24265	jg10876
OG0004278	g19330	jg14997, jg14996
OG0004279	g47469, g23879	jg10126
OG0004280	g23890, g47457	jg10157
OG0004281	g41171	jg21830
OG0004283	g13661, g37114	jg18611
OG0004285	g24076	jg10565
OG0004286	g17372, g24044, g24043	jg10486
OG0004287	g47363, g17394	jg10458
OG0004288	g47189	jg10925
OG0004289	g18346	jg23920
OG0004290	g18775	jg6509
OG0004291	g18753	jg16370
OG0004292	g1843	jg16208
OG0004293	g1877	jg16165
OG0004294	g2028	jg16008
OG0004295	g1987, g18944	jg15887
OG0004296	g18959, g11214	jg15843
OG0004297	g2034	jg15838
OG0004299	g2063, g19005	jg15162, jg15692
OG0004300	g2137	jg15630
OG0004302	g11284	jg15439
OG0004303	g28420, g918	jg22061
OG0004304	g6459	jg26735
OG0004305	g6035	jg27931
OG0004306	g13979, g6025	jg27963
OG0004307	g5999	jg28021, jg28026
OG0004308	g5956	jg28133
OG0004309	g16060, g1507	jg12991
OG0004310	g37381	jg19395
OG0004311	g37370, g51961	jg19357, jg19362
OG0004312	g37365	jg19340
OG0004313	g51861	jg19251
OG0004314	g51758	jg19134
OG0004315	g37288, g51730	jg19050
OG0004316	g51651	jg18917
OG0004317	g25671	jg7605
OG0004318	g38423	jg16833
OG0004319	g27615, g32221	jg31196
OG0004320	g49453, g26936	jg28763
OG0004321	g11436	jg14410, jg14406
OG0004322	g10108	jg6553
OG0004323	g10128, g51931, g51929, g51936, g4791	jg6613
OG0004324	g10132	jg6623
OG0004325	g10135, g4787	jg6637
OG0004326	g50812, g37709, g38255	jg20112
OG0004327	g50810	jg20110
OG0004327	g37708	jg20111
OG0004328	g50784	jg20059
OG0004330	g6695	jg20024, jg31102
OG0004331	g6676	jg26321
OG0004332	g52270	jg19964
OG0004333	g37518, g37520	jg19294
OG0004334	g52108, g37487	jg19639
OG0004334	g37488	jg19640
OG0004335	g37485, g38204	jg19633
OG0004336	g52088, g37468	jg19609
OG0004337	g40689, g10895	jg20330
OG0004338	g10897, g40687	jg20337
OG0004339	g10902, g40679	jg20352
OG0004340	g7687, g12527	jg24504
OG0004341	g7675	jg24527
OG0004342	g12479	jg24619
OG0004343	g12475, g12943	jg24625
OG0004345	g7448	jg24936
OG0004346	g12329	jg25070
OG0004347	g12307	jg25138
OG0004348	g7337	jg25156
OG0004349	g7301, g12275	jg25215
OG0004350	g12250	jg25282
OG0004351	g36716	jg33708, jg25327
OG0004352	g7208	jg25380
OG0004353	g13209	jg25416
OG0004354	g7182	jg25429
OG0004355	g7140	jg25501
OG0004356	g7089, g13234	jg25570
OG0004357	g7084	jg25581
OG0004358	g13236	jg25584
OG0004359	g7046	jg25640, jg25642
OG0004360	g13828	jg28295
OG0004362	g11994, g13316	jg26001
OG0004363	g13327	jg26037
OG0004364	g11956, g6789	jg26103
OG0004365	g13362, g13361, g6752	jg26173
OG0004366	g6720	jg26203
OG0004367	g11886	jg26260
OG0004368	g13378	jg26285
OG0004369	g13382	jg26311, jg26308
OG0004370	g46779	jg12240
OG0004371	g46833	jg12116
OG0004372	g10295	jg21297
OG0004373	g6505, g13475	jg26640
OG0004374	g13460, g6541	jg26574
OG0004375	g13422, g4678, g6590	jg26466
OG0004376	g11855	jg26391
OG0004377	g13396, g6629	jg26370
OG0004378	g11858, g6630	jg26369
OG0004379	g6670, g6669	jg26339
OG0004381	g41459	jg5712
OG0004382	g2463	jg15052
OG0004383	g19305, g2467	jg15041
OG0004384	g26886	jg28537
OG0004385	g30827	jg28663
OG0004387	g49525	jg28945
OG0004388	g27016, g31087, g49599	jg29146
OG0004391	g49700	jg29346
OG0004392	g49787, g31344	jg29628
OG0004393	g49824, g31390	jg29698
OG0004394	g31396	jg29703
OG0004395	g49847, g31402	jg29732
OG0004396	g31656	jg8011
OG0004397	g50193	jg30693
OG0004399	g27524	jg30824
OG0004400	g44642, g45934	jg2793
OG0004401	g45843	jg2637
OG0004402	g32932, g3164, g3155	jg16006
OG0004403	g40848	jg554
OG0004404	g41123	jg1438, jg1437
OG0004405	g40761	jg381
OG0004406	g40489	jg20731
OG0004407	g38277	jg15304
OG0004408	g22749	jg8492
OG0004409	g18260	jg8648
OG0004410	g23021	jg8833
OG0004411	g47839	jg9063
OG0004412	g25349	jg8222
OG0004413	g18165, g23162	jg9008, jg27457
OG0004414	g47859, g23150, g18183	jg8981
OG0004415	g23141, g47860	jg8968
OG0004416	g47802, g23291	jg9196
OG0004417	g23314, g47786	jg9241
OG0004418	g23331	jg9264
OG0004419	g13472	jg26615
OG0004420	g27904, g3186, g27886	jg32182, jg32190, jg32185
OG0004421	g25404	jg8142
OG0004422	g45262	jg8136
OG0004423	g24087, g23559	jg9605
OG0004427	g54096	jg32953, jg32952, jg20847, jg20846, jg32951
OG0004428	g36429	jg33143, jg33050, jg33141
OG0004429	g47056	jg11301, jg33479
OG0004432	g37920, g37919	jg18261
OG0004433	g1203	jg18398
OG0004434	g1622, g18681	jg9672, jg20103
OG0004436	g4683, g10152	jg6670, jg6669
OG0004437	g42167, g42131	jg8544
OG0004451	g47451, g23918	jg10219
OG0004452	g2804	jg14508
OG0004453	g37304	jg19078
OG0004454	g6500	jg20313
OG0004455	g10726	jg13033
OG0004457	g30883	jg28785
OG0004458	g5017, g29160	jg5513
OG0004459	g18693, g18694	jg16436
OG0004460	g45724	jg5450
OG0004461	g29216	jg5408
OG0004462	g45684, g5135	jg5337
OG0004463	g41470, g27881	jg5302
OG0004464	g14086	jg27761
OG0004465	g5248, g28125, g29338	jg5185
OG0004466	g5270, g29354	jg5158
OG0004468	g29379	jg5127
OG0004469	g45603, g29386	jg5067, jg5107
OG0004470	g5310	jg5081
OG0004471	g29410	jg5045
OG0004472	g5348	jg5016
OG0004473	g10055, g29458	jg4941
OG0004474	g50176	jg11677
OG0004474	g50175	jg1493, jg20682
OG0004476	g29494, g5408, g45543	jg4880
OG0004478	g45508, g29569	jg4734
OG0004479	g29601, g5518	jg4654
OG0004480	g25502	jg7910
OG0004481	g25513, g39638	jg7920
OG0004483	g47522, g23820	jg9995
OG0004484	g40109, g40110	jg17650
OG0004485	g53438, g40075	jg17739
OG0004486	g40064	jg17769
OG0004487	g37877	jg17977
OG0004488	g37881	jg17995
OG0004489	g39958, g51182	jg18032
OG0004490	g51195, g39926	jg18071
OG0004491	g51208	jg18085
OG0004492	g39913	jg18088
OG0004493	g37906, g51254, g39838	jg18214
OG0004494	g51307	jg18337
OG0004495	g37937	jg18353
OG0004496	g51325, g37953	jg18388
OG0004497	g51350	jg18436
OG0004498	g51359	jg12218, jg18442
OG0004499	g38309, g39725	jg20861, jg20862, jg20865
OG0004500	g49446	jg28743
OG0004502	g45193	jg7802
OG0004503	g53976	jg32700
OG0004504	g27643, g50447, g50444	jg31312
OG0004505	g32318	jg31333
OG0004507	g50457	jg31348
OG0004508	g50484, g32354	jg31376, jg31378
OG0004509	g32377	jg31417
OG0004510	g50507	jg31465, jg31464
OG0004511	g32405	jg31497
OG0004512	g32413	jg31518
OG0004513	g24483	jg31526
OG0004514	g16841	jg19849
OG0004515	g50526, g32445	jg31553
OG0004516	g32482	jg31628
OG0004517	g32520	jg31741
OG0004518	g10702, g1523	jg13070
OG0004519	g1528, g10676	jg13107
OG0004520	g10657	jg13172, jg13170
OG0004521	g53, g9659	jg23696
OG0004522	g149, g9711	jg23560
OG0004523	g9754	jg23466
OG0004524	g253	jg23401
OG0004525	g9789	jg23395
OG0004526	g36057, g36059	jg23349
OG0004527	g9824	jg23285
OG0004528	g2774	jg14535
OG0004529	g373	jg23168
OG0004530	g18593, g422	jg23087
OG0004531	g479	jg6175
OG0004532	g10666	jg13137
OG0004534	g10064, g610	jg6447
OG0004535	g611	jg6448
OG0004536	g10098, g18531	jg6531
OG0004537	g46845	jg12045
OG0004538	g28947, g41405	jg5884
OG0004539	g726	jg5928
OG0004540	g28913	jg5953
OG0004541	g741, g41384	jg5954
OG0004542	g41380	jg5964
OG0004543	g758, g28902	jg5978
OG0004544	g28890	jg5998
OG0004545	g43751, g789	jg6039
OG0004546	g28865, g808	jg6095
OG0004547	g28798	jg22953
OG0004548	g1287	jg22918
OG0004549	g1265	jg22868
OG0004550	g1259	jg11957, jg22856
OG0004551	g1209	jg22781
OG0004552	g1160	jg22738
OG0004553	g27096, g31214	jg29347
OG0004554	g39284	jg22710
OG0004555	g39285, g1142	jg22702
OG0004557	g1086, g28573, g39334	jg22571
OG0004558	g39341	jg22547
OG0004559	g30914	jg28853
OG0004560	g1056	jg22469
OG0004561	g28494	jg9746
OG0004562	g39402	jg22295
OG0004563	g19400	jg14779
OG0004564	g2632, g11381	jg14766
OG0004565	g5561	jg4557
OG0004566	g29773	jg4224
OG0004568	g45379	jg4146
OG0004569	g5727	jg4093
OG0004570	g45339, g5780	jg4008
OG0004572	g44279	jg12860, jg3745
OG0004573	g44284	jg3731
OG0004574	g46558	jg3690
OG0004575	g46532, g44315	jg3649
OG0004576	g46464	jg3539
OG0004578	g46432	jg3501
OG0004579	g46390	jg3454
OG0004580	g46387	jg3447
OG0004582	g13626	jg3295
OG0004583	g46212	jg3209
OG0004584	g44452, g46211	jg3208
OG0004585	g50369, g27598	jg31149
OG0004586	g54347, g36686	jg33647
OG0004587	g25108	jg12031
OG0004588	g36616	jg33529
OG0004589	g51562, g37146	jg18734
OG0004590	g52195	jg19843
OG0004593	g28395	jg21999
OG0004595	g17880	jg11515, jg11512, jg11513
OG0004597	g24530, g1828, g42722, g41859	jg11330
OG0004598	g24491	jg11241
OG0004599	g46020, g44592	jg2918
OG0004600	g23959, g47423	jg10295
OG0004601	g44517	jg3102
OG0004602	g44766, g45787	jg2509
OG0004603	g47173, g16408	jg9145
OG0004604	g47688, g23511	jg9531
OG0004606	g41158, g1365, g28297	jg21744
OG0004607	g10600, g1580	jg10943, jg13266
OG0004608	g45821, g18016	jg2587
OG0004609	g40601	jg20462
OG0004610	g10987	jg20556
OG0004611	g6714	jg27778, jg26223
OG0004612	g36492	jg33271, jg33269
OG0004613	g54186, g36508	jg33309
OG0004617	g54279, g36594	jg33495, jg33493
OG0004618	g36596, g54280	jg33496, jg32348
OG0004619	g51538	jg18701
OG0004620	g17462, g47279	jg10716
OG0004621	g47271, g17478	jg10750
OG0004622	g46998	jg11486, jg11497
OG0004623	g17480	jg10762
OG0004624	g47463	jg10142
OG0004625	g17269, g17266	jg10173
OG0004626	g14182, g14181, g14193	jg27705
OG0004627	g14047, g13721	jg27826
OG0004628	g23851	jg10077
OG0004629	g17232	jg10079
OG0004630	g47478, g23864	jg10102
OG0004631	g23874	jg10113
OG0004632	g13334	jg1916, jg26072
OG0004633	g17296, g47421, g23961	jg10298
OG0004635	g24057, g17379	jg10513, jg10510
OG0004636	g40845	jg23905, jg541
OG0004637	g18752	jg16369
OG0004637	g37769	jg20212
OG0004638	g18745	jg16362
OG0004641	g24221	jg16218
OG0004642	g18827, g1922	jg16093
OG0004643	g18881	jg16013
OG0004644	g23816, g17192	jg9988
OG0004645	g2043	jg15826
OG0004646	g18974, g2131	jg15807
OG0004647	g2104	jg15755
OG0004648	g18987	jg15751
OG0004650	g2076	jg15676
OG0004651	g2057	jg15705
OG0004652	g19015	jg15640
OG0004653	g2147, g19027	jg15611
OG0004654	g11266, g11270	jg15587
OG0004655	g4871, g2188	jg15513
OG0004656	g19078, g2190	jg15496
OG0004657	g19169, g11304	jg15343
OG0004658	g2320	jg15335
OG0004659	g28477	jg22232
OG0004660	g936, g36082	jg22149, jg930
OG0004661	g41602, g41623	jg2318
OG0004662	g44839	jg2413
OG0004664	g13923	jg28100
OG0004665	g33351, g33353	jg28126
OG0004666	g51914	jg19317
OG0004667	g38505	jg16654
OG0004668	g51871, g37350	jg19273, jg5900
OG0004669	g37345	jg19244
OG0004670	g51836	jg19226
OG0004671	g51801	jg19193
OG0004672	g51776	jg19165
OG0004673	g51775	jg19163
OG0004674	g15050	jg19092
OG0004674	g38115	jg19091
OG0004675	g38100	jg19049
OG0004676	g51686	jg18963
OG0004677	g40452	jg7731, jg20755
OG0004678	g40404	jg7637
OG0004679	g53920	jg32646
OG0004680	g40267	jg7282
OG0004681	g40351, g25741	jg7480
OG0004682	g25687	jg7561, jg7476, jg7567, jg27439, jg2204
OG0004683	g4851	jg6558
OG0004684	g10157	jg6717
OG0004685	g5911, g13858	jg28251
OG0004686	g22884	jg8643
OG0004687	g37619, g52266	jg19960
OG0004689	g52182	jg19818
OG0004690	g52117, g37502	jg19677
OG0004691	g10903	jg20356
OG0004692	g7924	jg23975
OG0004693	g12758, g12675	jg24097
OG0004695	g7806, g12803	jg24242
OG0004696	g4842	jg20792, jg24513
OG0004697	g12514	jg24523
OG0004699	g7661	jg24543
OG0004700	g7653, g12494	jg24568
OG0004701	g12483	jg24597
OG0004702	g12948, g7612, g12459	jg24655
OG0004703	g7582, g12975, g12437	jg24712
OG0004704	g12435, g7573	jg24726
OG0004705	g12986, g7539, g12413	jg24785
OG0004706	g7495, g13041	jg24860
OG0004707	g12308, g7349	jg25137
OG0004708	g7319, g12288	jg25185
OG0004710	g7289	jg25226
OG0004711	g7271	jg25250
OG0004712	g13182, g7234	jg25330
OG0004713	g12211, g7199	jg25400
OG0004714	g36688	jg33652
OG0004715	g10303	jg21276
OG0004716	g13235, g7085	jg25576, jg25580
OG0004717	g7081	jg25585
OG0004718	g7017	jg25684
OG0004719	g7003	jg25707
OG0004721	g6870, g13308	jg25980
OG0004722	g11998	jg25991
OG0004723	g11884, g6694	jg26262
OG0004724	g6691	jg26282
OG0004725	g6688	jg26291
OG0004726	g6683	jg26305
OG0004727	g13381	jg26306
OG0004728	g46912	jg12355
OG0004729	g6546	jg26566
OG0004730	g6573	jg26495
OG0004731	g11810, g11813, g41802	jg26488
OG0004732	g47737, g23424	jg9390
OG0004733	g29062	jg5706
OG0004734	g29051, g29055	jg5702
