Orthogroup	Cochlearia_excelsa	Cardamine_glauca
OG0003634	g45270	Cg004G1437400
OG0003636	g40017	Cg005G1642300
OG0003639	g1392	Cg003G0882100, Cg003G0832800
OG0003646	g28358	Cg003G0903300
OG0003647	g19758, g19705	Cg025G3077300, Cg040G3083800
OG0003656	g2715	Cg002G0543500
OG0003657	g19498	Cg002G0549300
OG0003659	g12747, g7905	Cg004G1082200
OG0003661	g29421	Cg008G2686300
OG0003662	g29433	Cg008G2683300
OG0003664	g29552	Cg008G2663300
OG0003665	g13107, g7412	Cg004G1167300
OG0003666	g37895, g5558	Cg005G1630700
OG0003668	g23752	Cg001G0147900
OG0003669	g27671	Cg006G1986900
OG0003670	g9974	Cg008G2792600
OG0003671	g554, g18567	Cg008G2802900
OG0003672	g614, g14925, g18555, g35651	Cg008G2813900
OG0003673	g745	Cg008G2774500
OG0003674	g11469	Cg002G0592900
OG0003675	g41324, g28818, g848	Cg003G0994800
OG0003676	g41313	Cg003G0991100
OG0003678	g28556	Cg003G0952000, Cg001G0139200
OG0003679	g1019	Cg003G0944400
OG0003680	g19394	Cg002G0532200
OG0003681	g11389	Cg002G0540900
OG0003682	g25467	Cg003G0721700, Cg014G3033600
OG0003683	g45292	Cg008G2590200
OG0003684	g10479	Cg002G0650300
OG0003685	g31081	Cg006G2185700
OG0003686	g16761	Cg001G0393300
OG0003686	g40740	Cg007G2257700
OG0003688	g44289	Cg007G2574700
OG0003690	g18505	Cg008G2831000, Cg008G2831100
OG0003692	g54373, g27977	Cg006G1782100
OG0003694	g26795, g1414	Cg003G0873000, Cg016G3059900
OG0003695	g24444, g17645	Cg001G0250600
OG0003696	g23547, g17039	Cg001G0116600
OG0003697	g23521	Cg001G0113000
OG0003699	g25394	Cg014G3048000, Cg003G0707500
OG0003700	g40606, g10950	Cg008G2970300
OG0003701	g13291	Cg004G1242300
OG0003702	g37513	Cg005G1493500
OG0003704	g28054	Cg006G1828400
OG0003705	g37174	Cg004G1408600
OG0003706	g31558	Cg006G2114800
OG0003707	g54228	Cg006G1817900
OG0003708	g54247	Cg004G1374800
OG0003709	g37964	Cg005G1596400
OG0003710	g51548	Cg005G1575000
OG0003711	g2250, g50609, g27924	Cg002G0477600
OG0003712	g9636	Cg003G1063500, Cg003G1063400
OG0003713	g36017	Cg002G0406700
OG0003714	g1809	Cg005G1462900
OG0003715	g1866	Cg002G0416500
OG0003716	g52275	Cg005G1471600
OG0003718	g2185	Cg002G0467400
OG0003719	g51811, g37331	Cg005G1534400
OG0003720	g45748	Cg008G2736800
OG0003721	g32248	Cg007G2444800
OG0003721	g27618	Cg006G2004900
OG0003722	g13953	Cg004G1421600
OG0003723	g18202	Cg001G0058300
OG0003724	g5981	Cg004G1427500, Cg004G1427700, Cg004G1427000, Cg004G1427300, Cg004G1427100, Cg004G1427600
OG0003725	g13925, g53828, g5975	Cg004G1428100
OG0003726	g16999	Cg001G0104300
OG0003727	g46828	Cg001G0329900, Cg003G0874700, Cg003G0832600, Cg003G0881600, Cg003G0881800
OG0003732	g37583	Cg005G1478600
OG0003733	g37527	Cg005G1489000
OG0003734	g38224	Cg005G1490200
OG0003735	g37521	Cg007G2324400, Cg005G1491600
OG0003736	g12926, g12927, g7652	Cg004G1126800
OG0003737	g12974, g12438	Cg004G1139700
OG0003738	g12421, g12422, g12423, g12424, g7551	Cg004G1144700
OG0003739	g13211	Cg004G1203300
OG0003740	g13219	Cg004G1207400
OG0003742	g13298	Cg004G1246800, Cg005G1768300
OG0003743	g12000	Cg004G1251500
OG0003744	g13397, g6625, g6613, g6624, g6627	Cg004G1285400
OG0003745	g2457	Cg002G0510800, Cg002G0563400
OG0003747	g30946	Cg006G2208900
OG0003749	g44301	Cg007G2569300
OG0003750	g31677	Cg006G2094900
OG0003751	g31696	Cg006G2091300
OG0003752	g44658	Cg007G2483100, Cg007G2483200
OG0003753	g44690, g45873	Cg007G2477000
OG0003755	g40758	Cg007G2259500
OG0003757	g54050, g54060	Cg006G1851300
OG0003758	g28099, g45806	Cg006G1846600
OG0003759	g36387, g54123	Cg006G1838800
OG0003760	g18353	Cg001G0004100
OG0003761	g25970, g22718	Cg001G0014300, Cg001G0333300
OG0003762	g41506, g22723	Cg001G0014900
OG0003763	g18300	Cg005G1764200
OG0003764	g47971	Cg001G0035100
OG0003765	g23728, g47564	Cg001G0144200
OG0003766	g39516, g45113	Cg003G0783400, Cg006G1920800, Cg008G2871000, Cg008G2855500
OG0003767	g25375	Cg003G0705800, Cg014G3049700
OG0003768	g17052, g23568	Cg001G0119700
OG0003769	g25929	Cg006G1969000
OG0003772	g45017	Cg007G2424200
OG0003772	g46794	Cg001G0335600
OG0003776	g17581, g2658, g24339, g2672	Cg001G0239900
OG0003777	g47124	Cg008G2930000, Cg008G2930200, Cg008G2929900, Cg008G2930300, Cg008G2930800, Cg008G2929800, Cg008G2930100
OG0003791	g4996	Cg008G2736500, Cg002G0584300
OG0003792	g3836, g45718	Cg008G2725400
OG0003793	g45624	Cg008G2878700, Cg008G2699900
OG0003794	g29424, g5343	Cg008G2685900
OG0003795	g29484	Cg008G2674400
OG0003796	g29547	Cg008G2664200
OG0003798	g23817	Cg001G0155500, Cg002G0638700
OG0003799	g53282	Cg005G1654800
OG0003800	g39886	Cg005G1624000, Cg005G1619300
OG0003802	g39821, g51280	Cg005G1612700
OG0003803	g39741	Cg005G1598200
OG0003804	g23782, g17177	Cg001G0151400
OG0003805	g40244	Cg001G0367700
OG0003806	g32528	Cg006G1957500
OG0003808	g69	Cg003G1057400
OG0003809	g14891, g275, g9809	Cg003G0844800, Cg003G0875900, Cg003G1027800
OG0003810	g2724	Cg003G1022500
OG0003811	g9850, g344	Cg003G1016600, Cg002G0548700
OG0003812	g356, g9856	Cg007G2439300, Cg001G0118500
OG0003814	g9962	Cg008G2791400
OG0003815	g29440, g615	Cg008G2682300
OG0003816	g28885	Cg008G2778700
OG0003817	g832	Cg003G0997300, Cg002G0577300
OG0003818	g28676	Cg002G0412300, Cg003G0969800
OG0003819	g23692	Cg001G0137800
OG0003820	g1016	Cg003G0943200
OG0003821	g39385	Cg003G0939200
OG0003822	g28472, g950	Cg003G0931900
OG0003824	g5610	Cg008G2633700
OG0003825	g11503	Cg002G0597700, Cg003G0924700
OG0003826	g4634	Cg008G2860500, Cg008G2845700
OG0003827	g29793	Cg008G2615300
OG0003830	g44350	Cg007G2560000
OG0003832	g47082	Cg002G0673000
OG0003833	g54361, g36735	Cg006G1784800
OG0003835	g2940	Cg002G0571400
OG0003836	g2944	Cg002G0572800, Cg002G0572400, Cg002G0572500
OG0003837	g46942	Cg001G0299200
OG0003838	g47104	Cg003G0914500
OG0003840	g50045	Cg006G2080500
OG0003841	g45781	Cg007G2463500
OG0003842	g44729, g44728	Cg006G2020200
OG0003843	g54177	Cg006G1828200
OG0003844	g13357	Cg004G1271200
OG0003845	g38353, g51031	Cg005G1736400, Cg006G1984500
OG0003846	g16887, g10378	Cg002G0643800
OG0003848	g19651	Cg003G1061900
OG0003849	g47470	Cg001G0167000
OG0003851	g12725	Cg004G1070900
OG0003852	g54308	Cg004G1075200, Cg006G2098800
OG0003854	g52223	Cg005G1476600
OG0003855	g11201, g2011, g18899	Cg002G0433700
OG0003856	g18961	Cg002G0443100
OG0003857	g18969	Cg002G0444700, Cg005G1509100
OG0003858	g37437	Cg002G0444800, Cg005G1509000
OG0003860	g10798	Cg003G0889300
OG0003861	g11658	Cg004G1327100
OG0003862	g11399	Cg004G1313800
OG0003863	g41557	Cg007G2452100, Cg007G2452300
OG0003864	g12354, g41910, g14420, g12351, g49339, g53473, g34941, g35746, g35757, g14421, g14062, g11985, g3091, g41911, g12352, g34940, g12353, g49340, g41909, g35756, g35745, g53474	Cg007G2367800, Cg007G2368000
OG0003865	g37205	Cg005G1560600
OG0003866	g37190	Cg003G0832400, Cg003G0881200
OG0003867	g36931	Cg005G1764100
OG0003868	g28150, g53838	Cg006G1875400
OG0003869	g32703	Cg006G1934300
OG0003870	g32690	Cg006G1934700
OG0003872	g40371	Cg003G0759200
OG0003873	g13850	Cg005G1572700
OG0003874	g37700, g50801	Cg005G1460500
OG0003875	g52125	Cg005G1492800
OG0003876	g52056	Cg007G2368400, Cg005G1506000
OG0003877	g52018	Cg005G1510900
OG0003877	g38192	Cg005G1505300
OG0003878	g37392	Cg005G1515200
OG0003879	g7838	Cg004G1091400
OG0003880	g12447, g7603	Cg004G1136700
OG0003881	g12431, g7565, g12983	Cg004G1142600
OG0003882	g13118	Cg004G1174000
OG0003883	g13708	Cg004G1400500
OG0003884	g12109	Cg004G1221900
OG0003886	g1307	Cg003G0902500
OG0003887	g19263	Cg002G0505200
OG0003889	g26955	Cg006G2213300
OG0003890	g19592	Cg002G0577900
OG0003891	g27058	Cg006G2174700
OG0003891	g31149, g49652	Cg008G2829800
OG0003892	g49640, g31156	Cg006G2173700
OG0003893	g27398	Cg006G2085200
OG0003894	g31189, g49624	Cg006G2168600
OG0003895	g31385	Cg007G2315500, Cg007G2315400, Cg007G2315200, Cg007G2274700
OG0003896	g50037	Cg006G2083000
OG0003897	g50051	Cg006G2078300
OG0003898	g50060	Cg006G2075500
OG0003899	g31831	Cg006G2073100
OG0003900	g39510, g5079	Cg003G0716400, Cg014G3039200
OG0003901	g40891	Cg007G2278300
OG0003902	g36835, g40978	Cg007G2293900
OG0003903	g41075	Cg007G2321300
OG0003905	g40718, g10846	Cg008G2986000
OG0003906	g18352	Cg005G1779300
OG0003907	g2805	Cg002G0556400
OG0003908	g47969, g22919	Cg001G0035800
OG0003909	g47896	Cg006G2213200
OG0003910	g23103, g47876	Cg001G0057900
OG0003911	g47768, g16962	Cg001G0091600
OG0003912	g27545	Cg006G2033700
OG0003913	g23592	Cg001G0124100
OG0003914	g50636, g49506	Cg006G2209400
OG0003915	g20186, g8152	Cg019G3066500, Cg019G3067000, Cg019G3068400
OG0003916	g27667	Cg006G1916800
OG0003922	g10349	Cg002G0620200
OG0003925	g452	Cg003G0998600
OG0003931	g1332, g28334, g41166	Cg003G0896700
OG0003941	g5129	Cg008G2716500
OG0003942	g45655	Cg008G2706400
OG0003943	g5249	Cg008G2701100
OG0003944	g5297	Cg008G2693100
OG0003945	g10094	Cg008G2817100
OG0003946	g45811	Cg007G2466900
OG0003948	g29448	Cg008G2679800
OG0003949	g10145	Cg008G2828600
OG0003950	g45496	Cg008G2654300
OG0003951	g464	Cg008G2788600
OG0003952	g5513, g29598	Cg008G2653500
OG0003953	g9897	Cg003G1005800
OG0003954	g13728, g13731	Cg001G0155300
OG0003955	g23823	Cg001G0157000
OG0003957	g40098	Cg005G1665400
OG0003958	g5559, g37894, g39949	Cg005G1632400
OG0003959	g51358, g39743, g37955	Cg005G1598600
OG0003960	g30862	Cg006G2224500
OG0003961	g23790, g17181	Cg001G0152500
OG0003962	g32402	Cg006G1979200
OG0003964	g51847	Cg002G0471100, Cg005G1531100
OG0003965	g25482	Cg007G2340700
OG0003966	g18666	Cg003G1047700
OG0003968	g9810	Cg003G0844700, Cg003G1027700, Cg003G0826900, Cg003G0827200, Cg003G0875800
OG0003970	g416	Cg003G1006300
OG0003972	g41603, g18592	Cg003G1002500
OG0003973	g9929	Cg003G1000500, Cg007G2276700
OG0003974	g494, g9971	Cg008G2792400
OG0003975	g19440, g19452	Cg002G0539000
OG0003976	g10072	Cg008G2813500
OG0003977	g10087	Cg008G2815200
OG0003978	g31329	Cg006G2146300
OG0003979	g850	Cg003G0994200
OG0003980	g853	Cg003G0993700
OG0003981	g10559	Cg002G0660900
OG0003982	g39259, g1234	Cg003G0979600
OG0003983	g1222	Cg003G0978000
OG0003984	g1198	Cg003G0975600
OG0003986	g28551, g1058	Cg003G0950800
OG0003987	g2653	Cg002G0537700
OG0003988	g954	Cg003G0932000
OG0003989	g5570, g5574, g2956	Cg008G2642100
OG0003992	g29756, g5649	Cg008G2622500
OG0003994	g45352	Cg008G2604900
OG0003995	g45313	Cg008G2595200
OG0003996	g29857	Cg008G2595100
OG0003997	g16803	Cg001G0383400
OG0003998	g13083	Cg004G1162900
OG0003999	g31314	Cg006G2149100
OG0004001	g31943	Cg006G2060600
OG0004001	g44404	Cg007G2534800
OG0004002	g17974	Cg007G2530500
OG0004003	g11053	Cg008G2945800
OG0004004	g54379, g54375	Cg006G1797600
OG0004005	g54372	Cg006G1782400
OG0004006	g36737	Cg006G1784300
OG0004007	g36713	Cg006G1787700
OG0004009	g28172, g35943, g53793	Cg006G1876900
OG0004010	g36663, g54304	Cg006G1797400
OG0004011	g51579	Cg005G1569600
OG0004013	g17720, g24529, g41858, g1827	Cg001G0266600
OG0004014	g17716	Cg001G0262700
OG0004015	g24426	Cg001G0248800
OG0004016	g44568	Cg007G2504400
OG0004020	g10507	Cg002G0654300
OG0004021	g17851, g23989	Cg001G0186900
OG0004023	g11949, g6775	Cg004G1264300
OG0004024	g11948	Cg004G1264400
OG0004025	g51487	Cg005G1583500
OG0004026	g51500	Cg008G2752400, Cg005G1582200
OG0004027	g40629	Cg008G2972800
OG0004027	g24210	Cg001G0220600
OG0004028	g27331	Cg006G2104300
OG0004029	g17289	Cg001G0178600, Cg003G0749200
OG0004030	g6473	Cg006G1891400
OG0004031	g25771	Cg003G0841700
OG0004032	g24074	Cg001G0200900
OG0004033	g40500	Cg008G2947700
OG0004034	g47388	Cg001G0187600
OG0004035	g23987	Cg001G0186200
OG0004036	g6903	Cg004G1246400
OG0004037	g17585, g47159	Cg001G0240600
OG0004038	g24324, g17564	Cg001G0237500
OG0004039	g19669, g54387	Cg004G1077700
OG0004040	g31	Cg005G1729100
OG0004041	g18728	Cg002G0403200
OG0004042	g37676	Cg002G0411400
OG0004043	g38303	Cg005G1715400
OG0004044	g1860, g1859	Cg002G0415900
OG0004045	g1863	Cg002G0416300
OG0004046	g2027, g18883	Cg002G0431300
OG0004047	g11242, g18988, g2091	Cg002G0450400
OG0004048	g10808	Cg002G0694900
OG0004051	g19163, g2305	Cg002G0484900, Cg002G0484800
OG0004052	g2340	Cg002G0490500
OG0004053	g19192	Cg002G0491300
OG0004054	g11695, g13520	Cg004G1319200
OG0004055	g44769	Cg006G1785300
OG0004056	g19479	Cg007G2489800
OG0004058	g51907	Cg005G1525900
OG0004060	g50992	Cg005G1746800
OG0004061	g23828, g17205	Cg008G2759000, Cg001G0157900
OG0004062	g54119	Cg006G1840300
OG0004063	g27805, g32722	Cg006G1927700
OG0004064	g40289	Cg003G0776700, Cg003G0776900
OG0004065	g23863	Cg003G0765500
OG0004066	g41428	Cg008G2758000
OG0004068	g18504	Cg008G2831400
OG0004069	g37727	Cg005G1455300
OG0004070	g50780, g37669	Cg005G1464400
OG0004071	g13689	Cg004G1381500, Cg004G1386200
OG0004073	g38218, g52124	Cg005G1493000
OG0004074	g49989	Cg006G2094000
OG0004076	g12660	Cg004G1092600
OG0004077	g17878, g12639	Cg004G1095400
OG0004078	g12615, g7800	Cg004G1100900
OG0004079	g10180	Cg008G2836500
OG0004080	g12816	Cg004G1107600
OG0004081	g7726	Cg004G1110500
OG0004082	g12837	Cg004G1111100
OG0004083	g7713, g12853	Cg004G1114100
OG0004084	g12516	Cg004G1121600
OG0004085	g12508	Cg004G1123800
OG0004086	g12446, g7602	Cg004G1136800
OG0004087	g7273	Cg004G1188100
OG0004088	g13177, g7235	Cg004G1194800
OG0004089	g7175	Cg004G1204200
OG0004090	g13233	Cg004G1216300
OG0004091	g7045	Cg004G1224200
OG0004092	g6968, g12051	Cg004G1236000
OG0004093	g12026	Cg004G1245100
OG0004094	g13345, g11953	Cg004G1263800
OG0004095	g10234	Cg008G2863000, Cg008G2848500
OG0004096	g10353	Cg002G0622300
OG0004099	g13464, g6535, g11759	Cg004G1302300
OG0004100	g13441, g11787	Cg004G1295400
OG0004101	g11788, g25753, g6567	Cg004G1295300
OG0004102	g11866	Cg004G1283200, Cg004G1283100
OG0004103	g47723	Cg001G0102600, Cg007G2461300, Cg007G2464100
OG0004104	g1354, g46810, g4672	Cg004G1406700, Cg008G2838900
OG0004105	g10181	Cg008G2836600
OG0004106	g25350	Cg003G0700900, Cg006G2250000
OG0004107	g3709, g30745, g44113, g36008, g35172, g49327	Cg006G2248000
OG0004108	g26924, g30850, g49444	Cg006G2226200
OG0004109	g49542	Cg006G2202000
OG0004110	g31074	Cg006G2185900
OG0004111	g31153	Cg007G2344400
OG0004112	g10832, g40729	Cg003G0860000, Cg003G0738000
OG0004113	g49762	Cg006G2152600
OG0004114	g44241	Cg007G2274400, Cg006G2138800
OG0004115	g27283, g49920	Cg006G2115800
OG0004116	g27397	Cg006G2086300
OG0004119	g26658	Cg003G0840600
OG0004120	g45927	Cg007G2484700
OG0004122	g40854	Cg006G2136700, Cg007G2272400
OG0004123	g10813	Cg002G0695700
OG0004125	g36283	Cg003G0863400, Cg003G0735000
OG0004126	g18413	Cg008G2946900
OG0004127	g11468, g3238, g51211	Cg005G1718100
OG0004128	g25549	Cg003G0859900, Cg003G0738100
OG0004129	g54052	Cg006G1850800
OG0004130	g22830	Cg001G0026800
OG0004131	g47964	Cg004G1417400
OG0004131	g22939	Cg001G0037800
OG0004132	g22965, g47942	Cg001G0041400
OG0004133	g23156, g18182	Cg001G0064000
OG0004134	g13477	Cg004G1307900
OG0004135	g6484	Cg004G1309600
OG0004136	g38232	Cg014G3051600, Cg003G0704000
OG0004137	g28393	Cg003G0910800, Cg001G0122900
OG0004138	g32078	Cg006G2025200
OG0004141	g43881	Cg007G2352200
OG0004146	g51115	Cg005G1645300
OG0004146	g49572	Cg006G2188300
OG0004147	g4830, g3959, g6639	Cg005G1639800, Cg005G1640100
OG0004148	g10809	Cg002G0695000
OG0004149	g10452	Cg002G0629600
OG0004152	g25932, g40227	Cg003G0799200
OG0004153	g50103, g31546, g25051, g24456, g23643	Cg001G0130200
OG0004155	g18635	Cg003G1023300, Cg003G1023400
OG0004157	g51470	Cg005G1585100
OG0004165	g23392	Cg005G1750800
OG0004166	g47750, g16984	Cg001G0097000
OG0004167	g23386, g16982	Cg001G0096600
OG0004168	g9821	Cg003G1022900
OG0004169	g45752, g29140	Cg008G2737200
OG0004170	g5016, g29159	Cg008G2732400
OG0004174	g29272, g5132	Cg008G2715900
OG0004175	g45683, g29274	Cg008G2715400
OG0004177	g32095	Cg006G2030700
OG0004178	g5221, g29327	Cg008G2704100
OG0004179	g44145	Cg004G1234200
OG0004180	g5391	Cg008G2678100
OG0004181	g10372	Cg002G0644800
OG0004182	g5399	Cg008G2675400
OG0004182	g579	Cg008G2806200
OG0004184	g29585	Cg008G2656300
OG0004185	g5503	Cg008G2655700
OG0004187	g40174	Cg003G0898900
OG0004188	g40144	Cg005G1681500
OG0004189	g36766	Cg005G1674400
OG0004190	g40105	Cg005G1667200
OG0004191	g40031	Cg005G1651300
OG0004192	g39924, g51204	Cg005G1629200
OG0004193	g39915	Cg005G1628500
OG0004194	g39911	Cg005G1627500
OG0004195	g51237, g39856	Cg005G1620000
OG0004198	g37922	Cg005G1610700
OG0004199	g36266	Cg008G2903600, Cg006G1853800
OG0004202	g27652	Cg006G1993200
OG0004203	g50498	Cg005G1591700, Cg006G1986000
OG0004204	g27687	Cg006G1978700, Cg006G1978600
OG0004206	g32455, g50528	Cg006G1971900
OG0004207	g32469	Cg006G1970000
OG0004208	g32475, g50546	Cg006G1968700
OG0004209	g32497, g27719	Cg006G1964900, Cg006G1964800
OG0004210	g27766, g32553	Cg006G1952900
OG0004211	g16695, g10685	Cg002G0682000
OG0004214	g63	Cg003G1058500
OG0004215	g9686	Cg003G1052100
OG0004217	g9813	Cg003G1025800
OG0004218	g332	Cg003G1019200
OG0004219	g45415	Cg006G1927000
OG0004219	g44800	Cg003G1016700
OG0004220	g9907	Cg003G1003900
OG0004221	g447	Cg003G0999200
OG0004222	g24328	Cg001G0238300
OG0004223	g39730	Cg008G2929400
OG0004223	g11111	Cg003G0796200
OG0004225	g570	Cg008G2805300
OG0004226	g41418	Cg008G2763300
OG0004227	g28923	Cg008G2771200
OG0004228	g786, g28879	Cg008G2780200
OG0004229	g1255	Cg003G0982500
OG0004230	g1237	Cg003G0980000
OG0004232	g120, g28565	Cg003G0956700
OG0004233	g23923	Cg001G0174500
OG0004234	g39362	Cg003G0946700
OG0004236	g39400, g973	Cg003G0936100
OG0004237	g39583	Cg003G0721500, Cg014G3033800
OG0004238	g39604	Cg014G3029000, Cg003G0725600
OG0004241	g29803, g45387, g24741, g17943, g16343, g16338, g16335	Cg008G2612500
OG0004242	g5765, g45343	Cg008G2600600
OG0004243	g45285	Cg008G2586700
OG0004244	g16828	Cg007G2435100, Cg001G0309800, Cg001G0379800
OG0004245	g16794	Cg002G0630300, Cg001G0385400
OG0004246	g46556	Cg007G2570900, Cg007G2574200
OG0004247	g46516	Cg007G2565200
OG0004248	g46478	Cg006G2095200
OG0004249	g13613	Cg007G2547800
OG0004250	g7542, g12415	Cg004G1146500
OG0004252	g50387	Cg006G2008800
OG0004253	g36614	Cg006G1803100
OG0004254	g24676, g24622, g24617, g24670	Cg001G0282700
OG0004255	g37562	Cg005G1483400
OG0004256	g44588	Cg007G2499200
OG0004257	g50313	Cg006G2026700
OG0004258	g49866	Cg006G2132100
OG0004259	g10414	Cg002G0636000
OG0004260	g22599, g28295, g1366	Cg003G0888200
OG0004261	g10461	Cg002G0648400
OG0004262	g1584	Cg002G0667100
OG0004263	g32138	Cg006G2019800
OG0004264	g44764, g45796	Cg007G2461500
OG0004265	g40608	Cg008G2970500
OG0004266	g10959, g40596	Cg008G2967300
OG0004267	g16723	Cg008G2961400
OG0004269	g38266	Cg005G1697400
OG0004271	g36493	Cg006G1821300
OG0004272	g28028	Cg006G1817100
OG0004273	g54258	Cg006G1812100
OG0004274	g24177	Cg001G0215500
OG0004275	g24178, g47275	Cg001G0216100
OG0004277	g17539, g24265	Cg001G0228500
OG0004278	g19330	Cg002G0517000
OG0004279	g47469, g23879	Cg001G0167100
OG0004280	g23890, g47457	Cg001G0169400
OG0004281	g41171	Cg003G0898000
OG0004283	g13661, g37114	Cg005G1583800
OG0004284	g17284, g23947	Cg003G0750600
OG0004285	g24076	Cg001G0201100
OG0004286	g17372, g24044, g24043	Cg001G0195700
OG0004287	g47363, g17394	Cg001G0193300
OG0004288	g47189	Cg001G0234900, Cg001G0234300, Cg001G0234500, Cg001G0234600, Cg001G0234000, Cg001G0235000
OG0004289	g18346	Cg008G2706900, Cg004G1074100
OG0004290	g18775	Cg003G0777700, Cg008G2817900
OG0004291	g18753	Cg002G0400700
OG0004292	g1843	Cg002G0415000
OG0004295	g1987, g18944	Cg002G0439400
OG0004296	g18959, g11214	Cg002G0442300
OG0004297	g2034	Cg002G0442600
OG0004299	g2063, g19005	Cg002G0455200
OG0004300	g2137	Cg002G0458100
OG0004302	g11284	Cg002G0476400
OG0004303	g28420, g918	Cg003G0917600
OG0004304	g6459	Cg004G1313000
OG0004305	g6035	Cg004G1415300
OG0004306	g13979, g6025	Cg004G1417700
OG0004307	g5999	Cg004G1402300
OG0004308	g5956	Cg004G1431900
OG0004310	g37381	Cg005G1518500
OG0004311	g37370, g51961	Cg005G1521100
OG0004312	g37365	Cg005G1523200
OG0004313	g51861	Cg005G1530400
OG0004314	g51758	Cg005G1540100
OG0004315	g37288, g51730	Cg005G1545800
OG0004316	g51651	Cg005G1557700
OG0004317	g25671	Cg003G0752800
OG0004318	g38423	Cg005G1753200
OG0004319	g27615, g32221	Cg006G2007400
OG0004320	g49453, g26936	Cg005G1718500, Cg006G2222400
OG0004322	g10108	Cg008G2820800
OG0004324	g10132	Cg008G2826400
OG0004325	g10135, g4787	Cg008G2827000
OG0004326	g50812, g37709, g38255	Cg005G1458600
OG0004327	g50810	Cg005G1458700
OG0004328	g50784	Cg008G2758700, Cg005G1463900, Cg005G1652700
OG0004329	g37658, g50778	Cg005G1465700
OG0004330	g6695	Cg005G1467100, Cg006G2015700
OG0004331	g6676	Cg004G1280900
OG0004332	g52270	Cg005G1472500
OG0004333	g37518, g37520	Cg005G1492200
OG0004334	g52108, g37487	Cg005G1498200
OG0004335	g37485, g38204	Cg005G1498700
OG0004336	g52088, g37468	Cg005G1501200
OG0004337	g40689, g10895	Cg008G2981300
OG0004338	g10897, g40687	Cg008G2980900
OG0004339	g10902, g40679	Cg008G2980100
OG0004340	g7687, g12527	Cg004G1120300
OG0004341	g7675	Cg004G1122800
OG0004341	g12512	Cg002G0484700
OG0004342	g12479	Cg004G1131100
OG0004343	g12943	Cg004G1131800
OG0004345	g7448	Cg004G1159700
OG0004346	g7390, g12329	Cg001G0369500, Cg004G1172400
OG0004347	g12307	Cg004G1178300
OG0004348	g7337	Cg004G1180100
OG0004349	g7301, g12275	Cg004G1185000
OG0004350	g12250, g13154	Cg004G1191000
OG0004351	g36716	Cg004G1194700
OG0004352	g7208	Cg004G1198700
OG0004353	g13209	Cg004G1202800
OG0004354	g7182	Cg004G1204000
OG0004355	g7140	Cg004G1210200
OG0004356	g7089, g13234	Cg004G1217100
OG0004357	g7084	Cg004G1217600
OG0004358	g13236	Cg004G1218000
OG0004359	g7046	Cg004G1224100
OG0004360	g13828	Cg004G1444300, Cg004G1444200
OG0004361	g6973	Cg004G1235900
OG0004362	g11994, g13316	Cg004G1252700
OG0004363	g13327	Cg004G1255800
OG0004364	g11956, g6789	Cg004G1261700
OG0004366	g6720	Cg004G1271700
OG0004367	g11886	Cg004G1276500
OG0004368	g13378	Cg004G1278200
OG0004369	g13382	Cg004G1280000
OG0004370	g46779	Cg001G0339400
OG0004371	g46833	Cg001G0327700, Cg007G2416900
OG0004372	g10295	Cg008G2884300, Cg016G3060200, Cg003G0873500
OG0004373	g6505, g13475	Cg004G1307100
OG0004374	g13460, g6541	Cg004G1300800
OG0004375	g13422, g4678, g6590	Cg004G1290800
OG0004376	g11855	Cg004G1286500
OG0004377	g13396, g6629	Cg004G1285000
OG0004378	g11858, g6630	Cg004G1284900
OG0004379	g6669	Cg004G1282500
OG0004380	g25098	Cg001G0321400
OG0004381	g41459	Cg008G2750600
OG0004382	g2463	Cg002G0512300
OG0004383	g19305, g2467	Cg002G0513400
OG0004385	g30827	Cg006G2231800
OG0004388	g27016, g31087, g49599	Cg006G2185200
OG0004390	g27081	Cg006G2169400
OG0004391	g31213, g49700	Cg006G2166200
OG0004392	g49787, g31344	Cg006G2144000
OG0004393	g49824, g31390	Cg006G2138200
OG0004394	g31396	Cg006G2137700
OG0004395	g49847, g31402	Cg006G2136300
OG0004396	g31656	Cg006G2098700
OG0004397	g50193	Cg006G2052200
OG0004399	g27524	Cg006G2040000
OG0004400	g44642, g45934	Cg007G2486200
OG0004401	g45843	Cg007G2472800
OG0004403	g40848	Cg007G2271600
OG0004404	g41123	Cg007G2338200
OG0004405	g40761	Cg007G2259800
OG0004408	g22749	Cg005G1766100, Cg001G0017200
OG0004409	g18260	Cg001G0032500
OG0004410	g23021	Cg001G0049200
OG0004411	g47839	Cg001G0069700
OG0004412	g25349	Cg003G0700500
OG0004413	g18165, g23162	Cg001G0065400
OG0004414	g47859, g23150, g18183	Cg001G0063100
OG0004415	g23141, g47860	Cg001G0061700
OG0004416	g47802, g23291	Cg001G0082600
OG0004417	g23314, g47786	Cg001G0087400
OG0004418	g23331	Cg001G0089500
OG0004419	g13472	Cg004G1305800
OG0004420	g27904, g3186, g27886	Cg006G1916200
OG0004421	g25404	Cg014G3045700, Cg003G0710000
OG0004422	g45262	Cg014G3046300, Cg003G0709500
OG0004423	g24087, g23559	Cg001G0118900
OG0004428	g36429	Cg006G1832100, Cg006G1831800
OG0004429	g47056	Cg001G0264400, Cg006G1806900
OG0004434	g1622, g18681	Cg005G1459300
OG0004436	g4683, g10152	Cg008G2830000, Cg008G2829900
OG0004440	g46493	Cg007G2560800
