Orthogroup	Cochlearia_excelsa	Noccaea_praecox
OG0000477	g353	Np001G0072300
OG0000477	g27266	Np004G2423100
OG0000478	g16066, g16061	Np002G0789100, Np002G1211200
OG0000479	g24849, g25499, g2998, g52035, g24976, g16387, g24629, g25212, g47577, g23795, g43423, g14584, g28936, g22990, g31196, g31195, g3319, g45108, g7090	Np002G1075900
OG0000480	g40981	Np002G1173500
OG0000480	g1517	Np001G0261000
OG0000481	g44045	Np002G1135600
OG0000481	g27100	Np004G2489000
OG0000481	g31232	Np004G2489100
OG0000483	g10980, g10092	Np001G0136200, Np001G0418700
OG0000483	g10089	Np001G0136100
OG0000484	g47740, g23416	Np005G2735000
OG0000484	g47741, g47742, g23417	Np005G2734900, Np005G2734800
OG0000485	g17267	Np005G2838000
OG0000486	g46992, g26157, g46989, g31807	Np004G2369400
OG0000491	g19467	Np001G0483800
OG0000491	g41553, g11391	Np001G0483700
OG0000492	g19139, g11288	Np001G0578400
OG0000492	g37303	Np006G3345900
OG0000493	g16860	Np005G3165700
OG0000494	g11331	Np001G0544600, Np001G0544300
OG0000495	g17535	Np001G0458400
OG0000495	g53091	Np002G0808800, Np002G0808900
OG0000496	g2744	Np001G0476000
OG0000497	g12212	Np002G0820000
OG0000497	g27989	Np007G4064600, Np004G1916400
OG0000501	g50671, g32646	Np004G2058300
OG0000501	g40318	Np003G1786100
OG0000502	g46703, g46704	Np005G3150100
OG0000502	g37779	Np005G3150200
OG0000503	g53150, g41815, g53151, g46567, g31147, g33131, g42117	Np004G2174100, Np003G1790000
OG0000506	g29645, g45471, g28728, g1183, g39280	Np003G1545600, Np003G1328500, Np006G3356700
OG0000507	g3111, g27067, g12541, g24850, g36336, g18639, g22861, g13024, g51671, g39956, g22859	Np003G1696700, Np005G2992500
OG0000507	g5290, g25139, g43154	Np002G1004300, Np007G4019100
OG0000509	g17576	Np005G2994600
OG0000509	g24334, g24335	Np005G2994800
OG0000510	g46683, g46681	Np005G3171300, Np005G3171200
OG0000510	g18100	Np005G3168500
OG0000511	g36452	Np002G1113900, Np005G2776000
OG0000511	g942, g943	Np003G1620600, Np003G1620400
OG0000513	g27109	Np004G2485700
OG0000516	g25999, g25125, g26730, g34268, g24702	Np002G0787500
OG0000516	g44889, g42659, g42668, g4054, g53638, g3459, g26813	Np001G0082200, Np002G0912600
OG0000518	g28418, g28417	Np003G1640600, Np003G1640900, Np003G1639400
OG0000518	g5308	Np003G1392900
OG0000519	g8	Np001G0000200
OG0000519	g51153, g51147, g51144, g51152, g51149, g51133	Np006G3605400
OG0000520	g49843	Np004G2450600
OG0000521	g185, g186	Np001G0036100
OG0000522	g37317	Np001G0587800, Np006G3338600
OG0000522	g12397, g7487	Np007G4133500
OG0000523	g51022, g51021	Np006G3651100, Np006G3652300
OG0000523	g54031	Np005G2714500
OG0000524	g32583	Np005G2847800, Np004G2187900, Np004G2195100
OG0000524	g45181, g45202	Np003G1813100
OG0000525	g37492, g37493	Np003G1847200, Np006G3272200
OG0000525	g52116, g37499, g50869	Np006G3261300
OG0000526	g29070	Np003G1465800
OG0000529	g51197, g37897	Np006G3527600, Np006G3479500
OG0000530	g890	Np003G1651600
OG0000531	g10042	Np003G1741700, Np003G1741600
OG0000531	g10041, g580	Np001G0124500
OG0000534	g38275	Np005G3036300
OG0000535	g2040	Np001G0629100
OG0000536	g46832	Np005G3112400
OG0000536	g46831	Np005G3112700
OG0000537	g12430	Np007G4149500, Np007G4149100
OG0000537	g37940, g37932, g12429	Np007G4149000, Np005G3093300
OG0000538	g10345	Np001G0187000
OG0000539	g51136	Np006G3605500
OG0000540	g39867	Np006G3543900, Np006G3486500
OG0000542	g31250	Np004G2483400
OG0000542	g44098	Np002G1149500
OG0000542	g49727	Np002G0860700
OG0000543	g18472	Np004G2364100
OG0000547	g52123, g37511	Np006G3267300
OG0000547	g51516	Np006G3406600
OG0000548	g36985	Np005G3166600
OG0000549	g51327	Np006G3576700
OG0000553	g11687	Np007G3875900
OG0000554	g14052, g40408, g25607, g25625, g25606, g25632, g25629, g25605, g25619, g25621	Np003G1825900, Np003G1826000
OG0000557	g28220	Np006G3680100, Np006G3680200
OG0000561	g16898	Np005G3150300
OG0000561	g7907	Np007G4240200
OG0000561	g5112, g45694	Np003G1424200
OG0000562	g40099	Np006G3579300
OG0000562	g797	Np003G1505300
OG0000563	g24348, g2664, g37712, g50813	Np001G0684900, Np006G3218900, Np004G2302400
OG0000564	g52272	Np006G3238900, Np001G0668600, Np001G0181600
OG0000565	g27159	Np004G2467800
OG0000566	g44024, g44018	Np002G1124500
OG0000566	g18132, g16748	Np004G2036600
OG0000567	g32338	Np005G3036500
OG0000569	g10717, g18677, g76	Np001G0019000
OG0000571	g47464	Np007G4131700, Np007G4129400
OG0000572	g18462	Np001G0429400
OG0000573	g40463	Np003G1846700
OG0000573	g25545	Np003G1846600
OG0000578	g3247	Np003G1710100
OG0000579	g7906	Np007G4239400
OG0000579	g9919	Np001G0095200
OG0000580	g39847	Np006G3550700
OG0000581	g41399	Np003G1488300
OG0000581	g720	Np003G1488200
OG0000582	g17977	Np003G1504900
OG0000582	g19605	Np001G0441600
OG0000583	g36635	Np004G1928600
OG0000583	g27359	Np004G2392200
OG0000583	g46461	Np002G0732700
OG0000584	g40964	Np002G1182300
OG0000584	g44179	Np001G0426700
OG0000587	g2580	Np001G0518000, Np001G0517900
OG0000588	g51164, g37885, g51163	Np006G3606400
OG0000589	g28961	Np003G1604100, Np003G1482400
OG0000590	g46709, g22602, g22608, g28292	Np005G3146900, Np001G0419100, Np005G3146800
OG0000591	g23678	Np005G2789100
OG0000592	g46462	Np002G0732600
OG0000592	g49988	Np004G2392300
OG0000592	g23624	Np005G2776300
OG0000593	g46398	Np002G0742300
OG0000593	g13318, g11992	Np004G2044200, Np007G3857500, Np007G3949200, Np006G3310100, Np007G3821200
OG0000595	g41726	Np005G3126300
OG0000595	g40992, g6247	Np002G1167500
OG0000595	g17988	Np002G0797100
OG0000595	g10088	Np001G0135900
OG0000596	g38393	Np006G3662700
OG0000597	g17740, g16321	Np005G3058600, Np005G3062900, Np005G3058700
OG0000597	g24549, g47041	Np005G3062800, Np005G3059100
OG0000598	g27801	Np007G3737900
OG0000598	g7814	Np005G2659900
OG0000599	g18305	Np005G2612600, Np006G3700000
OG0000600	g53288, g7700	Np001G0147200, Np001G0145100
OG0000602	g12937	Np007G4166500
OG0000604	g23738	Np003G1652500
OG0000605	g39480	Np003G1887800
OG0000605	g25435	Np003G1873600, Np003G1873700
OG0000609	g6101	Np007G3764000, Np007G3764100
OG0000613	g19206	Np001G0560000
OG0000613	g5741	Np003G1275500
OG0000614	g36969, g37007	Np004G2469000, Np007G4208600
OG0000615	g25928	Np001G0468100
OG0000615	g13347	Np006G3587000
OG0000617	g45438	Np003G1310400
OG0000617	g29704	Np003G1310500
OG0000618	g5854	Np003G1251700
OG0000618	g7358	Np007G4099500
OG0000619	g54384	Np004G1902100
OG0000621	g2125	Np007G3896300
OG0000622	g19196, g37198	Np006G3377100
OG0000623	g22949, g47953, g18248	Np005G2677600
OG0000625	g7245	Np007G4077000
OG0000625	g54314	Np004G1908000
OG0000626	g31431	Np004G2444200
OG0000627	g44133, g44132, g41019, g41018	Np002G1161300
OG0000628	g23152	Np005G2640500
OG0000628	g47857	Np005G2640600, Np002G0915700
OG0000630	g53738	Np007G3992100
OG0000633	g50324	Np004G2286200, Np007G4022000
OG0000635	g830	Np003G1514000
OG0000635	g31103, g31105	Np004G2512800
OG0000636	g1290	Np003G1525000
OG0000637	g2921	Np001G0457500
OG0000637	g19186	Np001G0564600
OG0000638	g1289	Np003G1525400
OG0000638	g2922	Np001G0457600
OG0000639	g1837	Np001G0674800
OG0000639	g52299, g37652	Np006G3230800
OG0000641	g23476	Np005G2752400
OG0000642	g37665, g37664	Np006G3229000
OG0000642	g38249	Np006G3229100
OG0000643	g7477, g12395, g29845	Np007G4005600, Np007G4131200, Np005G2734700
OG0000644	g17492	Np005G3185300
OG0000645	g31077	Np004G2517000
OG0000646	g19197, g2358	Np001G0562500
OG0000647	g35170	Np002G0763400
OG0000647	g26908	Np005G3189200
OG0000649	g27399, g31749, g50029	Np004G2378100
OG0000649	g6901	Np007G3937700
OG0000650	g6843	Np007G3955500
OG0000650	g23142	Np005G2641900
OG0000652	g12661	Np007G4226200
OG0000652	g5008, g5012	Np003G1441700
OG0000653	g11148, g37743	Np006G3210500
OG0000655	g51449, g37082, g7149	Np006G3420200
OG0000655	g32425	Np007G4029400, Np007G4052900
OG0000656	g10673	Np001G0248300
OG0000656	g31492	Np004G2427900
OG0000657	g12455	Np005G3048300
OG0000658	g485, g484	Np001G0104700, Np001G0104800
OG0000661	g37733, g50833	Np006G3211200
OG0000661	g30793	Np004G2576500
OG0000661	g39558	Np003G1868200
OG0000663	g31787	Np004G2372500
OG0000663	g46124, g44549	Np002G0798100
OG0000665	g36560	Np004G1946300
OG0000669	g32732, g40273	Np003G1773800, Np004G2083900
OG0000670	g1443	Np001G0219300
OG0000671	g25667	Np003G1820800
OG0000674	g13131	Np007G4095600
OG0000678	g5478, g5477, g5483, g5481	Np003G1351900
OG0000680	g32394	Np004G2123800
OG0000681	g36563, g54263	Np004G1944600
OG0000682	g37077, g37094, g6394, g45137, g37420	Np006G3524900, Np006G3531800, Np006G3476300
OG0000683	g10368	Np001G0190300
OG0000683	g12697	Np007G4241800
OG0000684	g18930, g1998	Np001G0636900
OG0000685	g12753	Np007G4233800
OG0000685	g18086	Np005G3141400
OG0000685	g932	Np003G1616700
OG0000687	g53790	Np004G2029600
OG0000690	g18149, g23193	Np005G2634100
OG0000691	g5081	Np003G1427800
OG0000691	g7879, g6216	Np007G4235100
OG0000692	g1550, g2440, g2441, g2438	Np001G0523800, Np001G0539000, Np001G0538900
OG0000693	g51261, g51258, g39834	Np006G3553600, Np002G1154500, Np005G3100400
OG0000694	g39803	Np006G3569700
OG0000695	g17578	Np005G2995100
OG0000695	g18804	Np006G3247100
OG0000696	g2629	Np001G0116900
OG0000696	g40738	Np002G1247700
OG0000696	g47643	Np005G2773300
OG0000697	g860, g862	Np003G1522000
OG0000697	g41317, g41316, g41315, g28789	Np004G2480500
OG0000699	g51991	Np002G1189600, Np006G3567600, Np006G3690100, Np006G3690200, Np006G3303000, Np006G3303400
OG0000700	g28045, g28051	Np004G1959700, Np006G3586400, Np004G1964100
OG0000701	g53817	Np001G0086700
OG0000702	g52005	Np006G3296300
OG0000703	g37337	Np006G3328800
OG0000703	g19065	Np001G0596800
OG0000704	g4789, g10133	Np001G0147900
OG0000705	g37342	Np006G3325900
OG0000705	g13022, g7512	Np007G4136700, Np007G4106000
OG0000706	g50800	Np006G3222800
OG0000706	g45222	Np003G1879300
OG0000707	g52160, g37530	Np006G3259900
OG0000707	g10812	Np001G0279700
OG0000708	g12089	Np007G3907600
OG0000708	g12085, g12088, g12084, g12086, g12087, g12083	Np007G3908400
OG0000709	g22655	Np002G0847800
OG0000713	g4632, g39532	Np003G1668700
OG0000714	g51082, g51084, g28179	Np004G2048400, Np006G3558500, Np001G0126300, Np006G3450000, Np009G4321800, Np006G3251200, Np001G0586100, Np006G3584800
OG0000715	g18570	Np001G0117700
OG0000716	g36715	Np004G1911000
OG0000716	g54319	Np007G4075100, Np003G1575700
OG0000717	g31518	Np004G2424100
OG0000717	g45812	Np002G0864500
OG0000718	g16643	Np001G0228900
OG0000719	g1309	Np003G1671500
OG0000719	g41199, g41183, g41184	Np003G1652800, Np003G1529700, Np003G1529600
OG0000719	g1310	Np003G1671800
OG0000720	g18725, g18726, g18727, g18724	Np002G1056400, Np001G0691500, Np006G3679800
OG0000721	g6096	Np001G0489800
OG0000723	g1518, g1520	Np001G0258400
OG0000724	g30842, g49434	Np004G2564900
OG0000726	g4059	Np003G1768000, Np005G2935900
OG0000726	g44626	Np005G2862200, Np003G1866600
OG0000728	g45753	Np003G1448800
OG0000729	g53541	Np006G3608100
OG0000730	g46550	Np002G0713800
OG0000730	g39816	Np006G3560700
OG0000730	g31624	Np004G2403500
OG0000732	g587	Np001G0126400, Np001G0126000
OG0000732	g9735	Np001G0038500
OG0000734	g28342, g1326, g41169	Np003G1684100
OG0000736	g50687, g39240	Np002G1148900, Np002G1148300, Np004G2310000, Np003G1532100, Np003G1532000
OG0000737	g39592	Np003G1864500
OG0000737	g49396	Np004G2312700, Np004G2574400
OG0000738	g29827	Np003G1281400
OG0000738	g19214	Np001G0551900
OG0000740	g46440	Np002G0735400
OG0000740	g32883, g27873	Np004G2041100
OG0000740	g40242	Np003G1762400
OG0000741	g46133, g44537	Np002G0794600
OG0000742	g36539	Np004G1950800
OG0000743	g37256	Np001G0673600, Np001G0676000
OG0000744	g18713	Np001G0670800
OG0000745	g47697	Np005G2750700, Np005G2750500
OG0000745	g23710	Np005G2796200
OG0000748	g17396, g44135, g44131	Np003G1376100
OG0000749	g4581	Np006G3680600
OG0000750	g23088, g23092	Np005G2745300, Np005G2762300
OG0000751	g16954, g25974	Np004G2030700
OG0000753	g4925	Np003G1458900
OG0000761	g6195	Np007G3790700
OG0000761	g19417	Np001G0500100
OG0000762	g12773	Np007G4222000
OG0000763	g5274	Np003G1401000
OG0000763	g45617, g29359	Np003G1401100
OG0000764	g38506	Np006G3692000
OG0000764	g22739	Np005G2620300
OG0000766	g3089	Np001G0444300, Np001G0444400
OG0000767	g5584	Np003G1325900
OG0000767	g5583, g1670	Np003G1325800
OG0000768	g50704	Np001G0006500
OG0000769	g38177, g9749	Np003G1647500, Np007G3849700, Np007G3758800
OG0000770	g31913, g50129	Np004G2352400
OG0000771	g19649	Np001G0010700
OG0000771	g11359, g19349	Np001G0522100
OG0000772	g41820	Np002G0937800
OG0000772	g46750	Np005G3131200
OG0000774	g6414	Np003G1258400
OG0000774	g47581	Np005G2794600
OG0000775	g27461	Np004G2350200, Np003G1716700
OG0000776	g31967	Np004G2342700
OG0000776	g27487	Np006G3630700
OG0000781	g37867, g37860, g37868	Np006G3603000, Np006G3603200
OG0000782	g24567	Np005G3061000
OG0000782	g49502	Np004G2544300
OG0000783	g51317, g51340, g51316	Np006G3576800, Np006G3573900, Np006G3573700
OG0000784	g50452, g50492	Np004G2110800, Np004G2110600
OG0000786	g706	Np003G1484000
OG0000787	g23718	Np005G2796900
OG0000787	g11321	Np001G0550700
OG0000788	g18150	Np005G2634300
OG0000788	g29776	Np003G1293500
OG0000789	g19178	Np001G0565700, Np006G3369700
OG0000790	g44868	Np002G0903000
OG0000790	g32229	Np004G2095700
OG0000790	g44869	Np002G0903100
OG0000791	g31729	Np002G0874700
OG0000793	g12159	Np007G4048900
OG0000793	g54285	Np004G1932200
OG0000793	g52074	Np006G3282700
OG0000794	g10410	Np001G0197900
OG0000795	g44749	Np001G0194400, Np002G0867300
OG0000796	g10608	Np001G0234300, Np004G2437800
OG0000796	g32196	Np004G2091100
OG0000797	g2808	Np001G0467800
OG0000797	g2807	Np001G0468200
OG0000799	g36524	Np004G1951400
OG0000800	g17612	Np005G2916900, Np005G3015800
OG0000801	g1754	Np001G0689800
OG0000801	g39542	Np003G1870400
OG0000802	g19102	Np001G0588800
OG0000803	g38223	Np006G3264300, Np006G3264000
OG0000803	g37478	Np004G2058700
OG0000803	g37524	Np006G3264200, Np006G3264100
OG0000804	g13025	Np007G3793300
OG0000806	g15637, g43875, g8561, g48226, g26151, g30397, g30479, g42632, g26283, g35062, g53999, g3838, g26128, g42557, g42911, g25383, g19899, g9182, g26689, g17793, g44043, g53116, g42934, g30082, g48061, g53585, g35480	Np007G4025100
OG0000809	g15720, g15438, g19865	Np004G2184100
OG0000813	g54336	Np002G0923400, Np002G0942000, Np004G1914600, Np005G3119900
OG0000814	g27166	Np004G2466900
OG0000816	g39401	Np005G2784400
OG0000817	g29708	Np003G1308000
OG0000817	g13113	Np007G4105500
OG0000821	g51076	Np006G3592700
OG0000824	g11934	Np007G3988100, Np007G3987900
OG0000825	g6958	Np007G3922100
OG0000826	g31014	Np004G2530900
OG0000827	g41060	Np002G1133800
OG0000827	g49716	Np004G2490300
OG0000827	g27098	Np001G0480100
OG0000828	g50360, g27587	Np004G2260900
OG0000828	g32151	Np004G2428900, Np002G0870800, Np003G1462700, Np007G3757000
OG0000829	g11006	Np002G1132100, Np001G0502500
OG0000832	g39999	Np006G3598600
OG0000832	g2880	Np001G0461300
OG0000832	g1260	Np003G1532400
OG0000834	g49354	Np004G2584500
OG0000835	g37905	Np006G3551900, Np006G3551800, Np001G0529300
OG0000836	g18547, g18546	Np001G0135600, Np003G1650000, Np001G0135500
OG0000837	g778	Np003G1502000
OG0000839	g29846, g5767	Np003G1270700
OG0000839	g7481	Np007G4132200
OG0000840	g54357, g54355, g54356	Np004G1921400
OG0000841	g26701	Np003G1748000, Np003G1747800, Np003G1747900
OG0000842	g36403, g36381	Np004G1979900, Np004G1979800, Np004G1979700
OG0000843	g1795	Np001G0680100
OG0000844	g51911	Np003G1741100
OG0000845	g40312	Np003G1784200
OG0000845	g27798, g32658	Np004G2060900
OG0000847	g28734	Np003G1316500
OG0000848	g13748, g13750	Np006G3640800
OG0000849	g14388, g34461	Np003G1775800
OG0000851	g38444	Np006G3677100, Np005G2616500
OG0000857	g46806	Np005G3103300, Np005G3103600, Np005G3104100
OG0000857	g29451	Np003G1377700
OG0000858	g37044	Np001G0419300
OG0000859	g28935	Np003G1486600
OG0000860	g13766	Np003G1513000, Np007G3744600, Np007G3744500
OG0000861	g828	Np003G1513800
OG0000861	g3012	Np001G0447500
OG0000862	g25381, g9895, g5011	Np003G1556000
OG0000863	g44317	Np002G0720500
OG0000863	g13146	Np007G4085500
OG0000865	g2943	Np001G0454200, Np001G0454100
OG0000865	g19586	Np001G0454000
OG0000866	g14335	Np007G3785600
OG0000867	g10891, g40691	Np001G0329100
OG0000868	g2592	Np001G0513200, Np001G0514400, Np001G0514000
OG0000869	g40440	Np005G2860700, Np005G2861000, Np005G2860000, Np005G2860300, Np005G2860600, Np005G2741200
OG0000870	g2161	Np001G0603700
OG0000870	g29778	Np003G1293200
OG0000870	g12365	Np007G4116200
OG0000871	g51643	Np006G3371300
OG0000871	g2336	Np001G0565200
OG0000872	g19425	Np001G0492000
OG0000872	g37548	Np006G3256800
OG0000873	g29149, g29151	Np003G1442900
OG0000873	g8800, g45530	Np003G1443100
OG0000873	g47995	Np004G2567000
OG0000874	g49875	Np004G2435400
OG0000874	g31459, g53611	Np004G2435500
OG0000876	g18479	Np002G1144800, Np002G1178200, Np002G1178300, Np002G1178900
OG0000882	g27747	Np004G2459900, Np006G3697300
OG0000882	g50590	Np004G2158000
OG0000884	g39398	Np003G1611500
OG0000885	g17702	Np007G3828400
OG0000887	g5006	Np004G2562300
OG0000888	g47313	Np005G2898000
OG0000889	g47385	Np005G2868500
OG0000890	g29042, g4923	Np003G1459400
OG0000891	g3462	Np003G1654900
OG0000894	g19373, g2597	Np001G0511900
OG0000895	g740	Np003G1491900
OG0000895	g35699	Np003G1576600
OG0000896	g11274, g11430, g26094, g37070, g37071, g37072	Np001G0595200
OG0000897	g29666	Np003G1322800
OG0000897	g13126, g7345, g12305	Np007G4096800
OG0000898	g29730, g5640	Np003G1304000
OG0000898	g12349	Np007G4111600
OG0000899	g46469	Np002G0731500
OG0000900	g36678	Np004G1921600
OG0000900	g36677	Np004G1921700
OG0000901	g2066	Np001G0614500
OG0000902	g42965, g42963	Np004G2093700
OG0000903	g23485	Np005G2753100, Np005G2753200
OG0000903	g17010	Np005G2753300
OG0000904	g6829, g11975	Np007G3957800
OG0000904	g36401	Np004G1980300
OG0000906	g17236	Np001G0408900, Np005G2830000, Np005G2829900, Np005G2830100
OG0000906	g23857	Np005G2829800
OG0000907	g7952	Np007G4252600
OG0000907	g37537	Np006G3258400
OG0000908	g11209, g1980, g18951	Np001G0633900
OG0000908	g52055	Np006G3283700
OG0000909	g19482, g46814, g46826	Np003G1787600, Np003G1787800
OG0000910	g38113, g37307	Np006G3345200, Np005G3113700
OG0000911	g22703	Np005G2614400
OG0000911	g36959, g50882, g54088	Np006G3701700
OG0000912	g7695	Np005G3078300
OG0000912	g12872, g12546	Np001G0146600
OG0000912	g4794, g10126	Np007G4185700
OG0000913	g18093	Np005G3135100
OG0000913	g7867	Np007G4233400
OG0000914	g25399	Np003G1884500
OG0000915	g49348, g25407	Np003G1881300
OG0000917	g27518	Np004G2322500, Np004G2322700
OG0000918	g34992, g34989, g53711, g53709, g48289, g35541, g2939, g4310, g43151	Np005G3196000
OG0000918	g53710, g4249, g29706, g53734, g33394, g52370, g27733, g6203, g43145, g26180, g14789, g48288, g1485, g4656, g26598, g3329, g15623, g51844, g11670	Np002G1139300
OG0000922	g29369	Np003G1399400, Np003G1399500, Np006G3618600
OG0000923	g2757	Np001G0479000
OG0000923	g340	Np001G0070500
OG0000924	g50312	Np005G3089100, Np004G2291300
OG0000924	g29200	Np003G1432400
OG0000925	g18564	Np001G0123000
OG0000925	g29481	Np003G1371400
OG0000926	g23312	Np005G3048200, Np005G2715200
OG0000926	g45532, g5417, g29502	Np003G1366800
OG0000927	g29713	Np006G3507200, Np001G0598400, Np003G1307300
OG0000928	g39900, g51220	Np006G3536600, Np006G3471600
OG0000928	g31022	Np004G2529800, Np007G3776300, Np008G4258900, Np003G1556200, Np005G2692400
OG0000929	g49550	Np004G2530400
OG0000930	g3079	Np001G0444600
OG0000931	g2212, g19095	Np001G0590400
OG0000932	g17066, g23580	Np005G2769000
OG0000932	g50244	Np004G2322400
OG0000933	g1115	Np003G1558300
OG0000934	g23730	Np005G2800400, Np005G2800900, Np005G2800500
OG0000934	g39310	Np003G1562400
OG0000936	g18231	Np005G2672100
OG0000939	g27912	Np004G2047800
OG0000939	g50234	Np004G2325800
OG0000940	g23591	Np005G2771400
OG0000941	g6533, g24536, g17723	Np005G3056800
OG0000944	g11378	Np001G0506500
OG0000944	g2591	Np001G0514500
OG0000946	g31012	Np004G2531000
OG0000947	g37763	Np006G3207700
OG0000947	g18748	Np001G0693500
OG0000948	g18992	Np001G0618400
OG0000949	g37318	Np001G0588600, Np006G3337300
OG0000950	g12941, g12477	Np007G4165700
OG0000951	g22969	Np005G2673800
OG0000951	g11622	Np007G3893100
OG0000952	g49628, g49629	Np004G2496800, Np001G0441000
OG0000953	g43874, g8560, g30081, g3774, g41940, g33095, g43229, g53644, g26852, g34233, g35481, g42935, g21524, g19900, g41933, g42910, g35061, g53117, g15713, g42281, g32800, g32803, g33186, g53998, g53586, g42558, g10449, g16291, g35520, g4358, g26245, g42182, g8554, g47351, g49118, g30398, g52514, g19821, g35479, g13241, g34960, g35104, g46894, g8576, g19825, g26285, g42287, g34232, g42633, g3839, g17794, g30478, g53034, g25384, g45371	Np001G0013200
OG0000954	g7801	Np007G4213300
OG0000955	g31477	Np004G2431100
OG0000955	g14015, g53182, g14019, g14375, g27771, g53183	Np005G3077400
OG0000957	g22720	Np005G2618000
OG0000958	g27596	Np004G2249000
OG0000962	g10642	Np001G0238700
OG0000963	g29281	Np003G1417500
OG0000963	g14070	Np007G3766400
OG0000964	g37911	Np006G3556600, Np006G3556700, Np006G3554800, Np006G3554900
OG0000965	g47552, g23748	Np005G2803900
OG0000966	g19445	Np001G0498600, Np003G1750400, Np003G1750500
OG0000967	g602	Np001G0200200, Np001G0130700, Np001G0356800, Np001G0130800, Np001G0356900
OG0000968	g41318	Np003G1521600
OG0000968	g28800	Np003G1521500
OG0000970	g10457	Np001G0203700, Np001G0203800
OG0000971	g43973	Np001G0365100, Np001G0365400, Np001G0365200
OG0000973	g40690, g10892, g17532, g47214, g24254	Np001G0329200
OG0000974	g12990	Np007G4144600
OG0000974	g12335	Np007G4108300
OG0000975	g2322	Np001G0568600, Np001G0568700
OG0000976	g3840, g28360, g4496	Np003G1669200
OG0000976	g26454	Np003G1669100
OG0000976	g37017, g37018	Np001G0424200
OG0000977	g3236, g3216, g28291, g36181, g50666, g36215, g36213, g36214	Np006G3659300
OG0000978	g47886	Np005G2652800, Np007G4199900
OG0000979	g41683, g41660, g41662, g41633, g36993, g36966, g36967	Np005G3120600
OG0000983	g45719, g5064	Np003G1431600
OG0000984	g5091	Np003G1425800
OG0000984	g7889	Np007G4237100
OG0000985	g40140	Np006G3615100
OG0000985	g6706, g11898	Np007G3804400
OG0000986	g51255	Np006G3552800
OG0000986	g30960	Np004G2538500
OG0000986	g49522	Np003G1384300
OG0000987	g28366, g41220	Np003G1660200
OG0000987	g17162	Np005G2805500, Np005G2804300
OG0000989	g38167, g37399	Np006G3299600
OG0000989	g7437	Np003G1287200, Np007G4119800
OG0000991	g22654	Np002G1218500, Np003G1738700
OG0000992	g5587	Np003G1325200
OG0000992	g1033	Np003G1587700
OG0000993	g45314, g5792	Np003G1265500
OG0000993	g7494	Np007G4134600
OG0000994	g49952	Np004G2405000
OG0000994	g46568	Np002G0711100
OG0000995	g27907	Np004G2042900
OG0000995	g44850	Np002G0896500
OG0000996	g2912, g2937, g2933	Np001G0455300, Np001G0455200, Np001G0457900
OG0000997	g32197	Np007G3758500
OG0000998	g6045	Np007G3754200
OG0000998	g22964, g47945	Np005G2674800
OG0001000	g19237	Np006G3395300, Np001G0547500
OG0001001	g37165	Np006G3391800
OG0001001	g2397	Np001G0551500
OG0001002	g6557	Np007G3839800
OG0001002	g47060	Np005G3049000, Np005G3048900, Np005G3048600
OG0001003	g25184	Np005G3125400
OG0001003	g16220	Np005G3125500
OG0001003	g46773	Np005G3125600, Np005G3125900
OG0001004	g10270	Np001G0177500
OG0001005	g10924	Np001G0344300
OG0001005	g47245	Np005G2932400
OG0001007	g17365, g24033	Np005G2875200
OG0001007	g25539	Np003G1848600
OG0001008	g3287	Np001G0439800
OG0001009	g2210	Np001G0591600
OG0001010	g17008, g23477	Np005G2752500
OG0001010	g13896	Np007G3729000
OG0001012	g47639	Np005G2774000
OG0001013	g29080, g41449	Np003G1468600
OG0001013	g7660, g12501	Np007G4174000
OG0001014	g24465	Np005G3031600
OG0001015	g5942	Np007G3726800
OG0001015	g5941	Np007G3726400, Np007G3727000
OG0001016	g31167	Np004G2499900
OG0001016	g27062	Np002G1078300, Np002G1078400
OG0001017	g32060	Np004G2307000
OG0001017	g44683	Np002G0846200
OG0001019	g37254	Np007G3977400, Np001G0673500
OG0001022	g53581	Np001G0278100, Np001G0417100
OG0001030	g37046	Np001G0070800
OG0001031	g45664	Np003G1415600
OG0001031	g13606	Np006G3665500
OG0001032	g29459	Np003G1376400
OG0001032	g10052	Np001G0126800
OG0001033	g39943	Np006G3524100, Np003G1752500
OG0001034	g39793	Np006G3566200
OG0001034	g26954	Np004G2547700
OG0001035	g14026, g38532	Np006G3706400
OG0001036	g32424	Np004G2131800
OG0001037	g36926	Np001G0366300, Np006G3684600
OG0001037	g22456, g3733, g22455	Np006G3408600
OG0001038	g10400	Np001G0195500
OG0001038	g16485	Np001G0195300
OG0001039	g523	Np001G0113400
OG0001039	g18572	Np010G4354600
OG0001040	g36956	Np006G3702600, Np006G3702500
OG0001042	g2682, g19439	Np001G0495300
OG0001042	g1352	Np003G1710700
OG0001043	g45573	Np003G1383400, Np006G3385300, Np002G0962500
OG0001043	g17845	Np003G1361100
OG0001044	g13098	Np007G4117900
OG0001044	g29792, g5691	Np003G1290000
OG0001045	g46369	Np002G0749000
OG0001045	g27495, g50209	Np004G2334000
OG0001046	g50165, g31961	Np004G2343400
OG0001046	g46291	Np002G0761600
OG0001047	g50115	Np004G2355100
OG0001047	g46230	Np002G0774800
OG0001048	g44964	Np006G3614200, Np006G3614900, Np006G3614100, Np006G3539500, Np006G3469100
OG0001049	g36667, g11243	Np004G1923400
OG0001050	g24719, g25061, g25043, g25034, g25068, g25041, g25066	Np005G3112100, Np005G3112200, Np002G1011200
