Orthogroup	Cochlearia_excelsa	Arabidopsis_lyrata_Rawat
OG0002381	g1013	AL8G30950
OG0002381	g17123	AL7G26140
OG0002382	g964	AL8G30080
OG0002382	g23651	AL7G25580
OG0002383	g17087	AL7G25330
OG0002385	g12324, g39747	AL3G22920, AL5G36330, nbis-gene-1475
OG0002386	g13101	AL3G22000
OG0002386	g29780	AL6G14280
OG0002387	g12375	AL3G21540
OG0002388	g40823	AL2G10820
OG0002390	g46375	AL142U10020, AL2G37820
OG0002391	g31999	AL1G34750
OG0002392	g46265	AL2G36350
OG0002392	g31939	AL1G33480
OG0002393	g22987	AL7G15590
OG0002394	g47952	AL7G14960
OG0002394	g13990	AL3G50950
OG0002395	g12252	AL3G24790
OG0002396	g13195, g12217	AL3G25820
OG0002397	g12209	AL3G26170
OG0002397	g54340	AL1G62920
OG0002399	g23080	AL7G16710
OG0002400	g54282, g36598	AL1G61360
OG0002401	g37161	AL4G32350
OG0002401	g19219	AL5G33520
OG0002402	g13523	AL3G41290
OG0002403	g11678, g11684	AL3G40640
OG0002404	g47004	AL7G43170
OG0002404	g13487	AL3G39590
OG0002405	g47035	AL7G42400
OG0002406	g24507, g17719	AL7G41250, AL7G41280
OG0002407	g13423	AL7G40920, nbis-gene-758
OG0002408	g31738	AL1G30250
OG0002408	g50020	AL2G33020
OG0002409	g44561	AL2G33490
OG0002409	g31746	AL1G30390
OG0002410	g46134	AL2G34170
OG0002411	g31801, g27417	AL1G31190
OG0002412	g44504	AL2G34650
OG0002413	g18017, g41516	AL5G20720, AL5G24630
OG0002415	g32184	AL1G39600
OG0002416	g44816	AL2G27620
OG0002416	g32187	AL1G39620
OG0002417	g32164	AL1G39400
OG0002417	g45780	AL2G28330
OG0002418	g50680	AL2G28030
OG0002418	g46930	AL2G28380
OG0002419	g13851	AL3G53420
OG0002420	g16790, g44966	AL7G48150
OG0002420	g40782	AL2G11600
OG0002421	g31172	AL1G19740
OG0002421	g41111	AL1G66150
OG0002422	g10444	AL5G17510
OG0002424	g25025	AL1G22620, AL3G53940
OG0002425	g43975	AL8G12600
OG0002425	g24183	AL7G35800
OG0002426	g10983	AL1G45720
OG0002426	g47299	AL7G34960
OG0002427	g51401	AL4G29620
OG0002428	g10853	AL8G10370
OG0002429	g47204	AL7G37310
OG0002429	g10869	AL8G10610
OG0002430	g40368	AL6G45790
OG0002430	g23892	AL7G30000
OG0002431	g22696	AL7G11210, AL3G16190
OG0002432	g40392	AL7G30710, AL6G46880
OG0002433	g23913	AL5G22020, AL4G16290, AL7G30360
OG0002434	g40405	AL6G47320
OG0002434	g47428	AL7G30990
OG0002435	g25652	AL6G47550
OG0002435	g47424	AL7G31210
OG0002436	g40417	AL6G47650
OG0002436	g17304, g47415	AL7G31330
OG0002437	g24077	AL7G33850
OG0002438	g24039	AL7G33230
OG0002438	g24040	AL7G33240
OG0002440	g47365	AL6G48990, AL7G32980
OG0002441	g24004, g47380	AL7G32480
OG0002442	g23996	AL7G32370, AL7G32360
OG0002443	g18712	AL5G23660
OG0002444	g12664, g10279	AL6G13330
OG0002446	g18688	AL5G43430
OG0002446	g52276	AL4G44950
OG0002447	g38217	AL4G42450
OG0002448	g36284, g42124	AL1G54750
OG0002449	g18973	AL5G39540
OG0002449	g36510	AL1G59460
OG0002449	g54215	AL4G34400
OG0002450	g37407	AL4G40080
OG0002453	g2302	AL5G35290
OG0002454	g2363	AL5G34250
OG0002454	g38055	AL4G33410
OG0002455	g19203	AL5G34220
OG0002456	g19239, g2411	AL5G33320
OG0002457	g6031	AL6G43540, AL3G51060
OG0002458	g22917	AL7G14460
OG0002459	g47976	AL7G14190
OG0002460	g23418	AL7G21890
OG0002460	g47738	AL3G53110
OG0002461	g23494	AL7G23260
OG0002461	g13893	AL3G48380
OG0002462	g51922	AL4G38460
OG0002463	g51717	AL4G35610, AL4G35600
OG0002464	g40383, g25681	AL6G46510
OG0002465	g22880	AL7G13880
OG0002466	g32733	AL1G48480
OG0002467	g40397	AL6G47010
OG0002467	g47436	AL7G30800
OG0002468	g10099	AL6G38260
OG0002468	g7678	AL3G16760
OG0002470	g37551	AL4G43490
OG0002470	g37550	AL4G43470
OG0002471	g38231	AL4G43350
OG0002472	g52120	AL4G42230
OG0002473	g7751	AL3G14620
OG0002474	g12813	AL3G14660
OG0002476	g12985	AL3G19720
OG0002477	g5828	AL6G10730
OG0002477	g7527	AL3G19910
OG0002478	g12336	AL6G15440
OG0002479	g50558, g7315	AL3G23900
OG0002480	g7200	AL795U10010, AL3G26140
OG0002481	g12201	AL3G26330
OG0002481	g36682	AL1G62780
OG0002482	g17662	AL5G19920, AL7G40230, AL7G41110
OG0002483	g47148	AL7G38770
OG0002484	g24365, g24374	AL7G38820
OG0002484	g12059	AL3G30030
OG0002485	g53265	AL7G50570
OG0002486	g44986	AL2G24180
OG0002487	g26194, g18056	AL2G22800
OG0002489	g7654	AL3G17240
OG0002489	g41455	AL6G30150
OG0002491	g49366	AL1G11760
OG0002491	g44667	AL2G30540
OG0002492	g44032	AL2G18190
OG0002492	g41055	AL1G20260
OG0002493	g31222	AL1G20440
OG0002494	g27111	AL1G21100
OG0002494	g27116	AL1G21110
OG0002495	g40850	AL2G12330
OG0002496	g10556	AL5G15490
OG0002496	g31414	AL1G24540
OG0002497	g49876	AL1G25320
OG0002498	g31490	AL1G25860
OG0002499	g49906	AL1G26340, AL5G11780
OG0002500	g31548	AL1G26730
OG0002500	g10747	AL5G10960
OG0002501	g31615, g49947	AL1G27800
OG0002502	g31691	AL1G29520, nbis-gene-1448, AL8G24650
OG0002503	g32025	AL1G35720
OG0002504	g32109	AL1G37170
OG0002505	g50300	AL1G37310
OG0002506	g45829	AL2G29410
OG0002506	g50321	AL1G37980
OG0002507	g31324	AL1G22670
OG0002507	g40940	AL2G14320
OG0002508	g18338	AL7G10570
OG0002510	g22822	AL7G13130
OG0002511	g47985	AL7G13440, AL2G17600
OG0002511	g38445	AL4G13030
OG0002512	g50951	AL4G13230
OG0002513	g23023	AL7G16050
OG0002514	g23119	AL3G47060
OG0002515	g16915	AL4G17710, AL4G17830
OG0002516	g38334	AL4G16660
OG0002516	g16934	AL7G19740
OG0002517	g23313	AL7G20370
OG0002518	g44707	AL2G29520
OG0002518	g32082, g50311	AL1G37810
OG0002519	g23623	AL7G25140
OG0002520	g41876	AL2G24660, AL2G24840
OG0002522	g28340, g28373	AL5G21870, AL5G21590, AL4G20910
OG0002526	g20007	AL2G21800, AL1G51280, AL9U12050
OG0002526	g48784, g8039, g20210	AL7G44060
OG0002526	g19768, g19695, g20008, g19984, g19742, g19720	nbis-gene-1033
OG0002530	g36887	AL4G14070
OG0002531	g18332, g18013, g53656, g22666	AL7G10640
OG0002532	g2870	AL5G25510
OG0002533	g19424	AL5G28040
OG0002533	g296	AL8G40530
OG0002534	g2753, g19492	AL5G27220, AL5G27230
OG0002535	g1509, g1511	AL5G11150
OG0002536	g12771	AL3G12970
OG0002537	g17970	AL2G36830, AL2G36840
OG0002538	g29196, g29197	AL6G27290
OG0002539	g45711	AL6G26780
OG0002540	g7894	AL3G11450
OG0002541	g5155	AL6G25670
OG0002542	g5184	AL6G25250
OG0002542	g7934	AL3G10560
OG0002543	g2348	AL5G34400
OG0002544	g5336	AL6G22720
OG0002545	g234	AL8G41760
OG0002545	g5452	nbis-gene-1496
OG0002546	g267	AL8G41110
OG0002546	g5471	AL6G19650
OG0002547	g39624, g25489	AL6G50000
OG0002548	g39645	AL6G49580
OG0002549	g49575	AL1G17820
OG0002549	g51113	AL4G23420
OG0002550	g51180	AL4G24450
OG0002550	g31053	AL1G17420
OG0002551	g51225	AL4G25730
OG0002551	g31016	AL1G16680
OG0002552	g39798	AL4G27820
OG0002552	g30912	AL1G14930
OG0002553	g51336	AL4G28870
OG0002553	g49459	AL1G14280
OG0002554	g30857	AL1G13740
OG0002555	g11076	AL8G15950
OG0002556	g32316	AL4G29200, AL1G41630
OG0002557	g32325, g50461	AL1G41840
OG0002558	g32594	AL1G46340
OG0002559	g2566	AL5G30640
OG0002560	g9718	AL8G42950
OG0002561	g29545	AL8G42080, AL6G20210
OG0002562	g19427	AL8G40560, AL5G28070
OG0002563	g360	AL8G39240
OG0002564	g5564	AL6G17440
OG0002565	g29627	AL6G17770
OG0002566	g534	AL6G35760
OG0002566	g19410	AL5G29020
OG0002567	g2988	AL5G23920
OG0002567	g28816	AL8G36970
OG0002568	g28806	AL8G36830
OG0002569	g1300	AL8G36600
OG0002569	g2913	AL5G24510
OG0002570	g2806	AL5G26300
OG0002570	g1227	AL3G40320, AL8G35200
OG0002571	g1161, g44298	AL8G34440
OG0002572	g54325, g46597	AL2G41470
OG0002573	g6537, g47044	AL7G41900, AL3G37970
OG0002574	g28642	AL8G33410
OG0002574	g17149	AL7G27190
OG0002575	g39328	AL4G43680, AL4G43060, AL4G43050
OG0002578	g17911, g17918, g17900, g17896	AL7G43740
OG0002579	g1474, g25462	AL6G50830
OG0002579	g45229	AL6G50820
OG0002580	g5581	AL6G17060
OG0002581	g18990	AL5G38880
OG0002582	g13104	AL3G22070
OG0002582	g5667	AL6G14430
OG0002583	g5700	AL6G13780
OG0002583	g12374	AL3G21610
OG0002584	g13008, g7526	AL3G19930
OG0002585	g10526	AL5G16050
OG0002586	g27306	AL1G27600
OG0002586	g46592	AL2G41230
OG0002587	g46480	AL2G39240, AL2G39250
OG0002588	g44395	AL2G36670
OG0002588	g31956, g27479	AL1G33960
OG0002589	g46270, g44400	AL2G36510
OG0002590	g46264	AL2G36340
OG0002590	g31924	AL1G33470
OG0002591	g31917	AL1G33170
OG0002591	g44413	AL2G36140
OG0002592	g50127	AL1G33040
OG0002592	g27452	AL2G36010
OG0002593	g10125	AL6G39050
OG0002594	g11152	AL5G44970
OG0002595	g27991	AL6G52570, AL1G64370
OG0002596	g36685	AL1G62850
OG0002596	g7192	AL3G26250
OG0002597	g36684	AL1G62830
OG0002597	g12202	AL3G26290
OG0002598	g54354, g27997, g36680	AL1G62710
OG0002600	g51576	AL5G33530
OG0002600	g37163	AL4G32410
OG0002601	g6510	AL3G38630
OG0002602	g47067, g17714	AL7G41200
OG0002603	g24438	AL7G39960
OG0002604	g46140	AL2G34210
OG0002605	g27606	AL1G39850
OG0002605	g44836, g41526	AL2G27430
OG0002606	g32191	AL1G39750
OG0002607	g40213, g25942	AL6G42110
OG0002608	g11021, g40519	AL8G14610, AL8G14640
OG0002609	g11972	AL3G32540
OG0002609	g6824	AL1G57020
OG0002610	g28061	AL1G57670
OG0002611	g11906	AL3G34360
OG0002611	g36468	AL1G58530
OG0002612	g13237	AL3G28040
OG0002613	g12140, g7079	AL3G28010
OG0002614	g7080	AL3G28000
OG0002616	g2514, g2515	AL5G31330, AL113U10020
OG0002617	g13683	AL3G46470
OG0002618	g14206	AL3G52360
OG0002618	g23081	AL7G16720
OG0002619	g14102	AL3G49320, AL3G29540
OG0002620	g23034	AL7G16170
OG0002621	g47904	AL7G16120
OG0002622	g25648, g25638	AL7G31160
OG0002623	g43177	AL6G45710, AL6G45720
OG0002624	g18758	AL5G45900, AL4G47740
OG0002625	g1861	AL5G43710
OG0002626	g1959	AL5G41930
OG0002626	g52133	AL4G42720
OG0002627	g37438	AL4G40540
OG0002628	g2126	AL5G39450
OG0002628	g37440	AL4G40670
OG0002629	g37398	AL4G39710
OG0002630	g2167	AL5G37460
OG0002630	g51882	AL4G38220
OG0002632	g11754	AL3G38210, AL3G38220
OG0002633	g51674	AL4G34790
OG0002633	g2324	AL5G34910
OG0002634	g23612	AL7G24930
OG0002635	g11650	AL3G42390
OG0002635	g46863	AL7G44580
OG0002636	g44918	AL2G25760
OG0002637	g23470	AL7G22960
OG0002637	g13899	AL3G48520
OG0002638	g41209	AL4G36950
OG0002638	g37321	AL4G36940
OG0002639	g32224	AL4G18740, AL5G11470, AL1G40150, AL5G19960, AL5G19970
OG0002641	g38544	AL2G17580, AL7G10790
OG0002642	g22693	AL7G11120
OG0002642	g50872	AL4G10730
OG0002643	g40315	AL6G44520
OG0002644	g13833	AL3G54170
OG0002644	g23576	AL7G24470
OG0002645	g11185, g18831	AL5G42590
OG0002647	g7802	AL6G29380, AL3G13810
OG0002649	g13037, g12404	AL3G20430
OG0002650	g13044	AL3G20600, AL3G20590
OG0002651	g12317, g7368	AL3G23180
OG0002652	g7260	AL3G24830
OG0002652	g7259	AL3G24840
OG0002653	g28101	AL1G55230
OG0002653	g12025	AL3G31140
OG0002654	g22810	AL4G12410, AL7G12920
OG0002655	g10370	AL5G19000
OG0002657	g47052	AL7G41480
OG0002658	g6593	AL3G36610
OG0002658	g11822, g13418	AL3G36580
OG0002659	g17741, g53751, g17751, g17748, g17753	AL4G26870, AL1G61270
OG0002660	g18119	AL7G46560
OG0002660	g45005	AL2G24000
OG0002662	g39513, g25421	AL6G51710
OG0002663	g26904	AL5G19010, AL1G12730
OG0002664	g49570	AL1G17730
OG0002665	g31205	AL1G20190
OG0002666	g31236	AL1G20780
OG0002666	g44057	AL2G17680
OG0002667	g41007	AL2G15720
OG0002668	g31310	AL1G22410
OG0002669	g27169	AL1G22960
OG0002670	g10662	AL5G13240
OG0002671	g31497	nbis-gene-83
OG0002672	g31563	AL1G26970
OG0002673	g27296, g27295	AL1G27220
OG0002674	g31681	AL7G51010
OG0002674	g46457	AL2G38910
OG0002675	g31698	AL1G29610
OG0002677	g18380	nbis-gene-1687
OG0002680	g22819	AL7G13100
OG0002681	g23076	AL7G16640
OG0002682	g23085	AL7G16780
OG0002683	g23117	AL7G17090
OG0002683	g14285	AL3G47050
OG0002684	g47816	AL7G19280
OG0002685	g53184	AL4G18020
OG0002685	g23220	AL7G18750
OG0002686	g18177, g18178, g18175, g18176, g18169, g18172, g18180, g18171, g18174	AL7G17740
OG0002687	g23153	AL3G46390, AL7G17650, AL7G17640
OG0002688	g38343	AL4G16210
OG0002688	g23298	AL7G20100
OG0002690	g27623	AL1G40840, AL1G40620
OG0002694	g41048, g44081, g44097, g44083	AL2G17180, AL2G16970, AL2G16990
OG0002695	g7564	AL3G26240, AL286U10020, AL3G19220
OG0002696	g22785	AL6G46670, AL6G46710, AL6G46690, AL6G46680, AL7G12560
OG0002697	g2630	AL5G28960, AL5G29030
OG0002699	g1314	AL8G26160, AL604U10010, AL8G26170
OG0002700	g41181, g41197, g11665	AL4G39720
OG0002705	g23646	AL7G25540
OG0002706	g29006	AL6G28840
OG0002707	g13706, g14198	AL3G52600
OG0002708	g45676	AL6G25760
OG0002708	g7925	AL3G10880
OG0002710	g29412, g45584	AL6G22810
OG0002710	g5332	AL6G22820
OG0002711	g216	AL8G42020
OG0002712	g11310	AL7G52750
OG0002712	g11364	nbis-gene-1341
OG0002713	g5485	AL6G19370
OG0002714	g18597	AL8G38150, AL6G18000
OG0002715	g37802	AL4G22800
OG0002715	g40095	AL1G18670
OG0002717	g30954	AL1G15740
OG0002718	g30875	AL1G14170
OG0002719	g39714	AL6G12230, AL8G16520, AL37U10030
OG0002720	g23761	AL7G27570, AL7G27580
OG0002721	g36243	AL1G53740
OG0002721	g28117	AL8G18490
OG0002722	g28133, g28132, g28131, g29183	AL1G53270
OG0002723	g51456	AL4G30570
OG0002724	g51497	AL4G31090
OG0002725	g1775, g1320	AL5G44840
OG0002726	g593, g18563	AL6G37090
OG0002727	g738	AL5G21270
OG0002727	g28915	AL6G32340
OG0002728	g834	AL5G23750
OG0002728	g28840	AL8G37270
OG0002729	g854	AL8G36840
OG0002730	g24508	AL7G41310
OG0002731	g23690	AL7G26370
OG0002732	g2635	AL5G28930
OG0002733	g45475	AL6G17400
OG0002733	g370	AL8G39050
OG0002734	g7367	AL6G16380
OG0002735	g51466	AL4G38080
OG0002736	g5653	AL6G14670
OG0002736	g12360	AL3G22180
OG0002737	g5721, g45364	AL6G13120
OG0002738	g23564	AL7G24320
OG0002739	g5802	AL6G11180, AL6G11190, AL1G33340
OG0002740	g7525, g13009	AL3G19940, AL6G10520
OG0002741	g27351	AL1G28990
OG0002742	g13734	nbis-gene-890
OG0002743	g23650	AL7G25560
OG0002743	g28479	AL8G29870
OG0002744	g7203	AL3G26080
OG0002744	g27988	AL1G63040
OG0002745	g13225	AL3G27140
OG0002746	g7108	AL3G27620
OG0002746	g36608	AL1G61540
OG0002747	g11464	AL5G22490
OG0002748	g47515, g23827	AL7G28600
OG0002749	g47706	AL1G21770
OG0002749	g24608	AL7G42740
OG0002750	g18055	AL2G23570
OG0002751	g47094	AL7G40320, AL9U11050, AL7G40350, AL7G40310
OG0002752	g6636	AL3G35770
OG0002753	g44975	AL2G24620
OG0002754	g24408	AL7G39390
OG0002754	g7001	AL3G29550
OG0002755	g46080	AL2G33420
OG0002756	g49865, g31434	AL4G20530
OG0002757	g23528	AL7G23730
OG0002757	g5922	AL3G47860
OG0002759	g40802	AL2G11230
OG0002760	g16812	AL7G48690
OG0002761	g44723	AL2G29140
OG0002761	g27574	AL1G38460
OG0002762	g22866	AL7G13700
OG0002762	g38429	AL4G13330
OG0002763	g11880	AL3G35060
OG0002764	g36516	AL1G59590, AL3G35270
OG0002766	g24796	AL9U11040
OG0002766	g11679	AL2G22880, AL2G24350, AL3G40740
OG0002767	g38008	AL4G31750
OG0002768	g17487, g24206	AL7G36190, AL7G36200
OG0002769	g17553	AL7G37300
OG0002770	g10867	AL8G10580
OG0002772	g51685	AL4G34930
OG0002772	g2314	AL5G35070
OG0002773	g17288	AL7G30950
OG0002775	g29293	AL6G25460
OG0002776	g37730	AL4G47000
OG0002776	g1757	AL5G45320
OG0002777	g37570	AL4G43920, AL5G42540
OG0002778	g38212, g37500	AL4G42150
OG0002779	g51945	AL4G38540
OG0002779	g2148	AL5G37710
OG0002780	g11285	AL5G36110
OG0002781	g7169	AL3G26550
OG0002782	g38063	AL4G33520
OG0002782	g19199	AL5G34300
OG0002784	g13572	AL3G42800
OG0002785	g6460	AL3G39720
OG0002786	g5994	AL3G52080
OG0002788	g1508	AL5G11000
OG0002790	g38126	AL4G36760
OG0002790	g51771	AL4G36780
OG0002791	g22683	AL7G11020, AL4G10610
OG0002792	g25875	AL6G41460
OG0002792	g40245	AL1G49950
OG0002793	g32748	AL1G48710
OG0002793	g44634	AL2G31410
OG0002795	g10117, g4826	AL6G38670
OG0002796	g7710	AL3G15740
OG0002797	g37522, g52132	AL4G42660, AL5G41840
OG0002798	g37505	AL4G42310
OG0002799	g40686	AL8G10960
OG0002799	g10898	AL7G37010
OG0002802	g7722	nbis-gene-1593
OG0002802	g12836	AL3G15380
OG0002803	g12923	AL3G17010, AL6G30440
OG0002804	g12500	AL3G17040
OG0002804	g12924	AL6G30380
OG0002805	g39535	AL6G51200
OG0002807	g6985	AL3G29930
OG0002807	g47138	AL7G38960
OG0002808	g13311	AL1G55770
OG0002808	g11999, g6865	AL3G31900
OG0002810	g47048	AL7G41690
OG0002811	g49868	AL1G24810
OG0002812	g44139	AL2G15780
OG0002813	g31317, g27156	AL1G22580
OG0002814	g31325	AL1G22720
OG0002815	g40886	AL2G13050
OG0002815	g31374	AL1G23580
OG0002816	g49819	AL1G23730
OG0002817	g45952	AL1G29560
OG0002818	g44599, g46011	AL2G32380
OG0002818	g50004	AL1G29790
OG0002819	g45889	AL2G30530
OG0002820	g13604	nbis-gene-1229, nbis-gene-1761
OG0002821	g40822	AL2G10830
OG0002822	g36385	AL1G56260, AL1G56180
OG0002823	g22874	AL7G13850, AL7G13840
OG0002824	g16705	AL5G11590, AL5G11570, AL8G13800, AL5G11580
OG0002825	g22979	AL7G15410
OG0002826	g51040	AL4G16980
OG0002826	g16922, g23274	AL7G19430
OG0002827	g23160	AL7G17780
OG0002828	g51026	AL7G20280
OG0002833	g5926	AL3G47880
OG0002833	g23441, g47729	nbis-gene-1749
OG0002835	g16489	AL5G18520
OG0002836	g18411, g40941	nbis-gene-1995
OG0002836	g47929	nbis-gene-1587
OG0002837	g28408	AL8G27810, nbis-gene-1768
OG0002839	g2993	nbis-gene-1959
OG0002844	g10684	AL6G52060
OG0002845	g28985	AL6G28600
OG0002846	g29325	AL6G24720
OG0002847	g5230	AL6G24580
OG0002848	g46257	AL3G39700
OG0002849	g27814, g27851	nbis-gene-1288
OG0002849	g10063, g4037	nbis-gene-1120, AL5G26040
OG0002850	g5379	AL6G21940
OG0002851	g29453, g5383	AL6G21830
OG0002852	g4815	AL6G38710
OG0002853	g482	AL6G34580
OG0002853	g5505	AL6G18770
OG0002854	g40134, g40132	AL4G20820, AL4G20790
OG0002855	g40083	AL4G22440
OG0002856	g26992, g31030	AL4G25340
OG0002856	g49556	AL1G16910
OG0002857	g30978	AL1G16070
OG0002857	g39846	AL4G26590
OG0002858	g39808	AL4G27980
OG0002858	g26953	AL1G14830
OG0002859	g30910	AL1G14910, AL4G27840
OG0002860	g49468	AL1G14580
OG0002861	g30880	AL1G14290
OG0002863	g17157	AL7G27410, AL7G27390
OG0002864	g50449	AL5G37210
OG0002865	g37138	AL4G31640
OG0002865	g27726	AL1G45830
OG0002866	g14176, g14116, g14163, g14135, g14125, g14184, g14155, g14132, g14170, g14149, g14157, g14152, g14187, g14142, g14137, g14166, g14178, g14172, g14145	nbis-gene-191
OG0002867	g32552	AL1G46120
OG0002868	g2604	AL5G29800, AL8G14300
OG0002869	g9697	AL8G43410
OG0002869	g11375	AL5G29520
OG0002870	g5488	AL6G19290
OG0002871	g9818	AL8G40430
OG0002872	g404	AL8G38490
OG0002873	g41372	AL6G32770
OG0002874	g23677	AL7G26110
OG0002875	g1008	AL8G30840, AL7G26130
OG0002877	g29752	AL5G33890
OG0002878	g32414, g29781	nbis-gene-1458
OG0002879	g13072	AL6G13720
OG0002879	g7441	AL3G21580
OG0002880	g46648	AL7G48090
OG0002880	g16788	AL2G11340
OG0002881	g28302, g14732	AL2G41290, AL4G18200
OG0002883	g31680	AL1G29220, AL7G51000
OG0002884	g19388	AL5G29710
OG0002887	g47505, g47506	AL7G28830
OG0002888	g25845, g18080	AL9U11880, AL9U11820
OG0002889	g6442	AL3G40290
OG0002889	g24730	AL9U10770
OG0002890	g24694	AL9U10300
OG0002891	g27478	AL1G33940
OG0002891	g7428	AL3G20830
OG0002892	g44527, g46141	AL2G34280
OG0002893	g40567	AL8G13120
OG0002894	g32645	AL4G14810
OG0002895	g54271	AL3G28250
OG0002896	g23742	AL8G26990, AL7G27440
OG0002897	g6160	AL3G47200, AL3G47210
OG0002898	g40688	AL4G42560, AL8G10940
OG0002899	g23058	AL7G16460
OG0002901	g11049	AL66U10020, AL8G15260
OG0002903	g2490	AL5G31600
OG0002904	g2487	AL5G31670
OG0002905	g19311	AL8G45600
OG0002905	g2472	AL5G31900
OG0002906	g50817	AL4G46820
OG0002906	g1762	AL5G45070, AL2G23490
OG0002907	g1772	nbis-gene-1410
OG0002907	g50808	AL4G46490
OG0002908	g50779	AL5G44160
OG0002909	g37656	AL4G45630
OG0002912	g11277	AL1G62820, AL6G40520, AL1G48760, AL5G36800
OG0002914	g921	AL8G28130
OG0002914	g23590	AL7G24720
OG0002915	g13588, g46878, g25245, g11580	AL3G43810
OG0002916	g22926	AL7G14630
OG0002916	g6024	AL3G51370
OG0002917	g13933	AL8G33340
OG0002919	g29100	AL6G30680, AL6G30700, AL6G30710
OG0002920	g52255	AL4G44690
OG0002921	g12768	AL3G12860
OG0002921	g4993	AL6G28390
OG0002922	g4679	AL6G39750
OG0002922	g12843	AL3G15500
OG0002923	g12535	AL88U10040, AL3G16400
OG0002924	g7555	AL3G19360
OG0002924	g12237	AL3G25440
OG0002925	g13010	AL3G19960, AL3G19950
OG0002926	g13597	AL3G21240
OG0002926	g7456	AL3G21250
OG0002927	g13164, g13163	AL3G25120, AL3G25110
OG0002928	g12156	AL1G61680
OG0002930	g7056	AL3G28490, AL3G28480
OG0002931	g6906	AL3G31240
OG0002932	g6893	AL3G31370
OG0002932	g13301	AL3G31360
OG0002933	g6801	AL3G32810
OG0002933	g6806	AL3G32800
OG0002935	g13398	AL3G35890
OG0002936	g11859	AL3G35810
OG0002937	g45098	AL7G45250
OG0002938	g25357	AL6G53070
OG0002938	g49311	AL1G10780
OG0002939	g45226	AL6G51630
OG0002940	g39862	AL4G26340, AL163U10030
OG0002940	g49537	AL1G16170
OG0002941	g27293	nbis-gene-88
OG0002942	g31877	AL1G32480
OG0002943	g44256	AL2G11670, AL2G11680
OG0002945	g41077	AL2G18630
OG0002946	g36913	AL4G13080
OG0002947	g17817	AL7G32210, AL7G31640, AL7G50070
OG0002947	g25564	AL6G48420
OG0002948	g22672	AL7G10890
OG0002949	g22698	AL5G17400
OG0002950	g47998	AL7G12800
OG0002950	g36927	AL4G12230
OG0002951	g22980	AL7G15480
OG0002952	g23275	AL7G19440
OG0002953	g38278	AL4G19200
OG0002953	g23196	AL7G18330
OG0002954	g47803	AL7G19730
OG0002955	g47799	AL7G19890
OG0002955	g38336	AL4G16490
OG0002956	g11732, g6483	AL3G39140, AL6G30340
OG0002957	g39531	AL6G51270
OG0002958	g23558	AL7G24280
OG0002961	g37949, g25033	AL1G64080, AL1G63810, AL1G64360
OG0002962	g18291, g22790	AL7G12610, AL2G20220
OG0002963	g13274	nbis-gene-715, AL3G29940, AL3G30060
OG0002971	g45427	AL6G15340
OG0002973	g12436	AL8G19000, AL3G18970
OG0002974	g42230, g42214, g26586	AL433U10020
OG0002975	g51027, g38358	AL6G38780, AL6G37640, AL6G39390
OG0002976	g29155	AL6G27890
OG0002977	g22287, g22468, g22507, g30097, g30090, g22343, g22274, g22486, g36091, g30096, g36092, g22485, g22467, g22271, g22286, g22506, g30089	AL6G26890
OG0002978	g5213, g45638	AL6G24790
OG0002979	g29360	AL6G23940
OG0002981	g163	AL6G20840
OG0002981	g9720	AL8G42820
OG0002982	g29542	AL6G20240, AL8G42110
OG0002983	g23896	AL6G43360, AL7G29850
OG0002985	g51183	AL4G24750
OG0002987	g39684	AL8G15960
OG0002988	g37039	AL8G18200
OG0002988	g32292	AL1G41170
OG0002989	g37103	AL4G30740
OG0002990	g27712	AL1G44790
OG0002990	g32490	AL1G44780
OG0002991	g32620	AL7G28140, AL4G31370
OG0002992	g19372, g9672, g86	AL8G43970
OG0002994	g104	AL8G43800
OG0002996	g810	AL6G47720, AL6G33770, AL6G33800
OG0002997	g28811	AL8G36860
OG0002999	g39281, g28682	AL8G34150, AL8G34270
OG0003000	g1055	AL8G31800
OG0003001	g30994	AL1G16360
OG0003002	g986	AL8G30440
OG0003002	g47612	AL7G25880
OG0003003	g17107	AL7G25840
OG0003004	g31203, g49620	AL1G20150, AL1G57770
OG0003006	g39607	AL6G50160
OG0003008	g18989	AL3G11670
OG0003009	g29848, g5781	AL6G11980
OG0003009	g13057	AL3G20770
OG0003010	g14376	AL7G48380, AL7G48430
OG0003011	g46394	AL2G38150
OG0003013	g46371	AL2G37750
OG0003014	g22983	AL7G15520
OG0003015	g22982	nbis-gene-1713
OG0003015	g6053	AL3G50600
OG0003018	g17884	AL9U10840
OG0003019	g52014	AL7G42750
OG0003020	g17813, g47020	AL7G42610, AL7G42580
OG0003021	g50041	AL1G30840
OG0003021	g46105	AL2G33730
OG0003022	g44804	AL2G27680
OG0003024	g31971	AL1G34230
OG0003025	g16854	AL7G49810
OG0003026	g10433	AL5G17690, AL7G49880
OG0003027	g18395, g16730	AL8G13230, AL8G13280
OG0003028	g6788	AL3G33020
OG0003028	g54153	AL1G57460
OG0003029	g28048	AL1G58480
OG0003030	g36389	AL1G56300
OG0003032	g12097	AL3G28860
OG0003033	g51705	AL4G35210, AL4G35220
OG0003034	g33	AL8G23360
OG0003035	g17382	AL7G46100
OG0003037	g40467	AL6G48790, AL7G32840
OG0003038	g18421	AL1G52730
OG0003039	g37607	AL4G44520
OG0003040	g18823	AL5G42670
