Orthogroup	Cochlearia_excelsa	Alyssum_gmelinii
OG0004086	g12446, g7602	Ag014G1867600
OG0004088	g13177, g7235	Ag014G1967400
OG0004089	g7175	Ag014G1988600
OG0004090	g13233, g12143	Ag014G2009300
OG0004091	g7045	Ag014G2023600
OG0004092	g6968	Ag014G2048900
OG0004093	g6912	Ag014G2070200
OG0004094	g13345, g11953	Ag014G2133800
OG0004095	g10234	Ag014G2136300
OG0004096	g10353	Ag014G2142900, Ag061G5020000
OG0004098	g6517, g6518, g11753	Ag027G3009800, Ag064G5094800, Ag027G3009700
OG0004099	g13464	Ag027G3014000
OG0004100	g13441, g11787	Ag027G3028500
OG0004101	g11788, g25753, g6567	Ag027G3028700
OG0004102	g11866	Ag027G3058500
OG0004103	g47723	Ag068G5228700
OG0004104	g1354, g46810, g4672	Ag043G4447400
OG0004105	g10181	Ag043G4450500
OG0004106	g25350	Ag034G3658000
OG0004107	g3709, g30745, g44113, g36008, g35172, g49327	Ag034G3660500, Ag034G3660600
OG0004108	g26924, g30850, g49444	Ag034G3694300
OG0004109	g49542	Ag034G3726500
OG0004110	g31074	Ag034G3745100, Ag034G3746800
OG0004111	g31153	Ag034G3763100
OG0004112	g40729	Ag034G3797700
OG0004113	g49762	Ag034G3799400
OG0004114	g44241	Ag002G0165400, Ag034G3824300
OG0004115	g49920	Ag034G3870700
OG0004116	g31736, g27397	Ag034G3934100, Ag034G3934000
OG0004117	g50028	Ag034G3938200
OG0004119	g26658	Ag034G3960200
OG0004120	g45927	Ag034G4045100
OG0004122	g40854	Ag002G0157600
OG0004123	g10813	Ag002G0160100
OG0004125	g36283	Ag024G2893000, Ag024G2887400, Ag016G2376800
OG0004126	g18413	Ag016G2352700, Ag016G2352600
OG0004126	g18418	Ag016G2352500
OG0004127	g11468, g3238, g51211	Ag016G2384200
OG0004128	g25549	Ag016G2390000
OG0004129	g54052	Ag025G2926400, Ag025G2925700
OG0004130	g22830	Ag011G1077900
OG0004131	g47964, g22939	Ag011G1101900
OG0004132	g47942	Ag011G1113600
OG0004133	g23156, g18182	Ag011G1213000
OG0004134	g13477	Ag064G5102700, Ag064G5103200, Ag064G5103900
OG0004135	g6484	Ag064G5107600
OG0004136	g38232	Ag019G2530300
OG0004137	g28393	Ag010G1019100
OG0004165	g23392	Ag047G4541400, Ag046G4530200, Ag027G3023800
OG0004166	g16984	Ag047G4542000, Ag046G4531100
OG0004167	g23386, g16982	Ag047G4545200, Ag046G4533300
OG0004168	g9821	Ag004G0471900, Ag055G4919900
OG0004169	g45752, g29140	Ag013G1365700
OG0004170	g5016, g29159	Ag013G1375300
OG0004172	g285	Ag004G0466000, Ag013G1391800, Ag004G0466200
OG0004173	g29205	Ag013G1398800
OG0004174	g29272, g5132	Ag013G1420700
OG0004175	g45683	Ag013G1422500
OG0004176	g5145	Ag013G1425200
OG0004177	g32095	Ag018G2454500, Ag013G1449200
OG0004178	g5221, g29327	Ag013G1453700
OG0004179	g44145	Ag027G3025100, Ag013G1509100
OG0004180	g29462	Ag013G1512500, Ag024G2893600
OG0004181	g10372	Ag013G1516400, Ag031G3362400
OG0004182	g5399	Ag013G1516500
OG0004182	g579	Ag004G0537900
OG0004183	g5465	Ag013G1547000, Ag013G1546900
OG0004184	g29585	Ag013G1554800
OG0004185	g5503	Ag013G1556500
OG0004187	g40174	Ag013G1585700, Ag013G1585800, Ag013G1586000, Ag013G1585900
OG0004188	g40144	Ag013G1588200
OG0004189	g36766	Ag013G1591900
OG0004190	g40105	Ag013G1594800
OG0004191	g40031	Ag013G1606400
OG0004192	g39924, g51204	Ag013G1633800
OG0004193	g39915	Ag013G1634500
OG0004194	g39911	Ag013G1635800
OG0004195	g51237, g39856	Ag013G1644300
OG0004196	g54094	Ag034G3790900, Ag034G3790800
OG0004197	g51270	Ag013G1654300
OG0004198	g37922	Ag013G1665900, Ag013G1665800, Ag013G1666000
OG0004199	g36266	Ag013G1701700
OG0004201	g53941, g28124	Ag013G1711900
OG0004202	g27652	Ag013G1718400
OG0004203	g50498	Ag013G1727400
OG0004204	g27687	Ag013G1734000
OG0004206	g50528	Ag002G0128200
OG0004207	g27702, g32469	Ag013G1745100
OG0004208	g32475, g50546	Ag013G1746800
OG0004209	g32497, g27719	Ag013G1752200
OG0004210	g27766, g32553	Ag013G1763800
OG0004211	g16695, g10685	Ag062G5055800
OG0004214	g63	Ag004G0421200
OG0004215	g9686	Ag004G0429000
OG0004217	g9813	Ag004G0466900
OG0004218	g332	Ag004G0477800, Ag016G2367600, Ag016G2367500, Ag016G2367300, Ag007G0872100, Ag007G0878500, Ag066G5150300
OG0004219	g45415, g44800	Ag004G0480900
OG0004220	g9907	Ag004G0499800
OG0004221	g447	Ag004G0507200
OG0004222	g24328	Ag031G3141200, Ag004G0507400, Ag004G0507300, Ag003G0379400, Ag063G5068100
OG0004223	g39730	Ag004G0520300
OG0004225	g570	Ag004G0536200
OG0004226	g28970, g669, g33107, g41418	Ag004G0557700
OG0004227	g28923	Ag004G0572400
OG0004228	g786, g28879	Ag004G0590600
OG0004229	g1255	Ag004G0647800
OG0004230	g1237	Ag004G0653700
OG0004233	g23923	Ag033G3505400, Ag004G0711900
OG0004234	g39362	Ag033G3522600, Ag033G3522500, Ag004G0734000
OG0004236	g39400, g973	Ag004G0755000
OG0004237	g39583	Ag022G2632800
OG0004238	g39604	Ag022G2644000
OG0004239	g6454, g11172, g5598	Ag022G2686200
OG0004241	g29803, g45387, g24741, g17943, g16343, g16338, g16335	Ag022G2739800
OG0004242	g5765, g45343	Ag022G2766600
OG0004243	g45285	Ag022G2790900, Ag002G0254400
OG0004244	g16828	Ag075G5286500
OG0004245	g46817	Ag075G5295900
OG0004246	g46556	Ag048G4574100
OG0004247	g46516	Ag048G4588100
OG0004248	g46478	Ag034G3908400
OG0004249	g13613	Ag048G4631200
OG0004252	g50387	Ag032G3459700
OG0004253	g36614	Ag032G3472100
OG0004254	g24676, g24622, g24617, g24670	Ag007G0882500
OG0004255	g37562	Ag025G2964400, Ag007G0896200, Ag033G3576900, Ag003G0339100
OG0004256	g44588	Ag078G5330300
OG0004257	g50313	Ag078G5340400, Ag018G2463900
OG0004258	g49866	Ag056G4947800, Ag034G3836900
OG0004260	g22599, g28295, g1366	Ag012G1272400
OG0004261	g10461	Ag012G1297600
OG0004262	g1584	Ag012G1328700
OG0004263	g32138	Ag018G2472900
OG0004264	g44764, g45796	Ag057G4965400
OG0004265	g40608	Ag006G0797400, Ag058G4989500
OG0004266	g10959, g40596	Ag058G4978400, Ag006G0804000
OG0004267	g16723	Ag006G0830000, Ag006G0829300
OG0004269	g38266	Ag001G0001900, Ag083G5410900, Ag083G5410500, Ag083G5411000
OG0004271	g36493	Ag001G0056300
OG0004272	g28028	Ag001G0064900
OG0004273	g54258	Ag001G0076800, Ag001G0077000, Ag001G0076600
OG0004274	g24177	Ag050G4768000
OG0004275	g24178, g47275	Ag050G4769100
OG0004276	g17484	Ag050G4776800
OG0004277	g17539, g24265	Ag050G4797100
OG0004278	g19330	Ag008G0936600, Ag008G0965800, Ag008G0965700
OG0004279	g47469, g23879	Ag033G3487000, Ag077G5315700
OG0004280	g23890, g47457	Ag033G3490200, Ag077G5319600
OG0004281	g41171	Ag051G4813200
OG0004282	g17229	Ag033G3535500
OG0004283	g37114	Ag033G3513800
OG0004284	g17284, g23947	Ag033G3515200, Ag033G3515300
OG0004285	g24076	Ag033G3568000
OG0004286	g24043	Ag033G3591000
OG0004287	g47363, g17394	Ag033G3598500
OG0004288	g47189	Ag031G3145100
OG0004289	g18346	Ag031G3152300
OG0004290	g18775	Ag003G0381400, Ag031G3171500
OG0004291	g18753	Ag031G3175100
OG0004292	g1843	Ag031G3205600
OG0004293	g11175, g1877	Ag014G1894600, Ag014G1894900, Ag014G1895300, Ag014G1895200, Ag031G3213300
OG0004294	g2028	Ag031G3237600
OG0004295	g1987, g18944	Ag031G3264600
OG0004296	g18959, g11214	Ag031G3275600
OG0004297	g2034	Ag031G3281400
OG0004298	g2121, g18978	Ag031G3291800
OG0004299	g19005	Ag031G3310000
OG0004300	g2137	Ag031G3317000
OG0004302	g11284	Ag031G3358100
OG0004303	g28420, g918	Ag016G2301200, Ag016G2302300, Ag020G2573100
OG0004304	g6459	Ag095G5469400, Ag064G5112800
OG0004305	g6035	Ag086G5422500, Ag042G4377400
OG0004306	g13979, g6025	Ag042G4380800
OG0004307	g5999	Ag042G4392900
OG0004308	g5956	Ag042G4421700
OG0004310	g37381	Ag039G4182400
OG0004311	g37370, g51961	Ag039G4191700
OG0004312	g37365	Ag039G4195000
OG0004313	g51861	Ag039G4217500
OG0004314	g51758	Ag039G4252900
OG0004316	g51651	Ag039G4308500
OG0004317	g25671	Ag030G3126900, Ag021G2628200
OG0004318	g38423	Ag015G2202700
OG0004319	g27615, g32221	Ag015G2234800
OG0004320	g49453, g26936	Ag015G2263500, Ag034G3698600
OG0004321	g11436	Ag021G2624100
OG0004322	g10108	Ag038G4157700
OG0004323	g10128, g51931, g51929, g51936, g4791	Ag038G4166700, Ag027G3036600
OG0004324	g10132	Ag038G4168600
OG0004325	g4787	Ag038G4169200
OG0004326	g50812, g37709, g38255	Ag003G0296500
OG0004327	g50810	Ag003G0296600
OG0004328	g50784	Ag003G0304500, Ag003G0308000
OG0004329	g37658, g50778	Ag003G0307200
OG0004330	g6695	Ag003G0309600
OG0004331	g6676	Ag003G0312300
OG0004332	g52270	Ag003G0317500
OG0004333	g37518, g37520	Ag003G0355500
OG0004333	g37519	Ag003G0354400
OG0004334	g52108, g37487	Ag003G0368800
OG0004335	g37485, g38204	Ag003G0370300
OG0004336	g52088, g37468	Ag003G0375000
OG0004337	g40689, g10895	Ag037G4130800, Ag016G2322000
OG0004338	g10897, g40687	Ag016G2318900, Ag037G4135200
OG0004339	g10902, g40679	Ag037G4136900, Ag016G2317200
OG0004340	g7687, g12527	Ag014G1843100
OG0004341	g7675	Ag014G1847700
OG0004341	g12512	Ag014G1847800
OG0004342	g12479	Ag014G1859500
OG0004343	g12943	Ag014G1861200
OG0004345	g7448	Ag014G1907100
OG0004346	g7390, g12329	Ag014G1929900
OG0004347	g12307	Ag014G1941000
OG0004348	g7337	Ag014G1943600
OG0004349	g7301	Ag014G1951900
OG0004350	g12250, g13154	Ag014G1960900, Ag014G1960800
OG0004351	g36716	Ag014G1967300
OG0004352	g7208	Ag014G1974500
OG0004353	g13209	Ag014G1981000
OG0004354	g7182	Ag014G1987900
OG0004355	g7140	Ag014G2001000, Ag014G2000700, Ag014G2000900, Ag014G2000600
OG0004356	g7089, g13234	Ag014G2010400
OG0004357	g7084	Ag014G2010900
OG0004358	g13236	Ag014G2011300
OG0004359	g7046	Ag014G2023500
OG0004360	g13828	Ag014G2038100, Ag014G2037900
OG0004362	g11994, g13316	Ag014G2093000
OG0004363	g13327	Ag014G2101500
OG0004364	g11956, g6789	Ag014G2129500
OG0004365	g13362, g13361, g6752	Ag014G2151300
OG0004366	g6720	Ag014G2156900
OG0004367	g11886	Ag027G3070700, Ag014G2170300
OG0004368	g13378	Ag014G2173300, Ag027G3068200
OG0004369	g13382	Ag014G2176600, Ag027G3064400
OG0004370	g46779	Ag061G5038400
OG0004371	g46833	Ag061G5043700
OG0004372	g10295	Ag061G5047100
OG0004373	g6505, g13475	Ag027G3005200, Ag064G5101600
OG0004374	g13460, g6541	Ag027G3016800
OG0004375	g13422, g4678, g6590	Ag027G3039400
OG0004376	g11855	Ag027G3052200
OG0004377	g13396, g6629	Ag027G3054700
OG0004378	g11858, g6630	Ag027G3055000
OG0004379	g6670, g6669	Ag027G3059800
OG0004381	g41459, g29066	Ag060G5005900, Ag034G3716700
OG0004382	g2463	Ag017G2425600
OG0004383	g19305, g2467	Ag017G2429500
OG0004384	g26886	Ag034G3667400
OG0004385	g30827	Ag034G3684700
OG0004387	g49525	Ag034G3722100
OG0004388	g27016, g31087	Ag034G3747700
OG0004390	g27081	Ag034G3772000
OG0004391	g31213	Ag034G3776400
OG0004392	g49787, g31344	Ag034G3815500
OG0004393	g49824	Ag034G3825600
OG0004394	g27192, g31396	Ag034G3827000
OG0004395	g49847, g31402	Ag034G3829500
OG0004396	g31656	Ag034G3903800
OG0004397	g50193	Ag034G4003400
OG0004399	g27524	Ag034G4023900
OG0004400	g44642, g45934	Ag034G4042400
OG0004401	g45843	Ag034G4067500
OG0004402	g32932, g3164, g3155, g41645, g41649	Ag024G2849900, Ag002G0101500
OG0004403	g40848	Ag002G0140700, Ag002G0140800, Ag002G0138400
OG0004404	g41123	Ag002G0272100
OG0004405	g40761	Ag024G2891800
OG0004406	g40489	Ag016G2358600, Ag016G2358700, Ag016G2358800, Ag016G2358400, Ag016G2358300
OG0004407	g38277	Ag011G1032400
OG0004408	g22749	Ag011G1059600
OG0004409	g22890	Ag011G1091400
OG0004410	g23021	Ag011G1135300
OG0004411	g47839, g23198	Ag011G1194600
OG0004412	g25349	Ag011G1198200, Ag019G2539300
OG0004413	g23162	Ag011G1206200
OG0004414	g47859, g23150, g18183	Ag011G1216500
OG0004415	g23141, g47860	Ag011G1219500, Ag011G1219400
OG0004416	g47802, g23291	Ag011G1230800
OG0004417	g23314, g47786	Ag011G1247700
OG0004418	g23331	Ag011G1256600
OG0004419	g13472	Ag064G5098400
OG0004420	g27904, g3186, g27886	Ag018G2451900
OG0004421	g25404	Ag019G2515400
OG0004422	g25402, g45262	Ag019G2516900, Ag019G2517000
OG0004423	g24087, g23559	Ag010G1024500
OG0004451	g47451, g23918	Ag093G5462400, Ag093G5463000, Ag033G3502900, Ag093G5462900, Ag025G2910600
OG0004453	g37304	Ag055G4918000, Ag066G5170600, Ag039G4261000, Ag025G2907900, Ag039G4261300
OG0004454	g6500	Ag064G5102000, Ag055G4927500
OG0004455	g10726	Ag074G5271600, Ag035G4074800
OG0004456	g41490, g29030	Ag013G1341400
OG0004457	g30883	Ag013G1370900, Ag034G3913400, Ag034G3700900, Ag034G3700800
OG0004458	g5017, g29160	Ag013G1376300
OG0004459	g18693, g18694	Ag013G1389900, Ag031G3169900
OG0004460	g45724, g5057	Ag013G1392900
OG0004461	g29216	Ag013G1404300
OG0004462	g5135	Ag013G1422200
OG0004463	g41470, g27881	Ag013G1433800
OG0004464	g14086	Ag013G1444100, Ag044G4495200
OG0004465	g5248, g28125, g29338	Ag013G1459900
OG0004466	g5270, g29354	Ag013G1466400
OG0004468	g29379	Ag052G4843600, Ag033G3480200, Ag033G3495000, Ag077G5323900, Ag033G3514600, Ag013G1476400
OG0004469	g45603, g29386	Ag013G1480000
OG0004470	g5310	Ag013G1486000
OG0004471	g29410	Ag013G1490800
OG0004472	g5348	Ag031G3237900, Ag031G3237800, Ag014G1783400, Ag031G3239200, Ag013G1496400
OG0004473	g10055	Ag004G0541400
OG0004473	g29458	Ag013G1511300
OG0004474	g50175	Ag013G1514600
OG0004475	g29480	Ag013G1516800
OG0004476	g29494, g5408, g45543	Ag013G1523200
OG0004478	g45508, g29569	Ag013G1548600
OG0004479	g29601, g5518	Ag013G1561400
OG0004480	g39635, g25502	Ag013G1574100, Ag039G4322400
OG0004481	g25513	Ag013G1575500
OG0004482	g23797	Ag025G2903900, Ag053G4872500, Ag013G1578200
OG0004483	g47522, g23820	Ag013G1581300
OG0004484	g40109, g40110	Ag013G1594200
OG0004485	g53438, g40075	Ag013G1600700
OG0004486	g40064	Ag013G1602500
OG0004487	g37877	Ag013G1621600
OG0004488	g37881	Ag013G1623000
OG0004489	g39958, g51182	Ag013G1624600
OG0004490	g51195, g39926	Ag013G1633300
OG0004491	g51208	Ag013G1634900, Ag013G1634700
OG0004492	g39913	Ag013G1635400
OG0004493	g37906, g51254	Ag013G1649100
OG0004494	g51307	Ag013G1659900, Ag013G1660100
OG0004495	g37937	Ag013G1667900
OG0004496	g51325, g37953	Ag013G1671300
OG0004497	g51350	Ag013G1675000
OG0004498	g51359	Ag013G1675700
OG0004499	g38309, g39725	Ag013G1678200
OG0004500	g49446	Ag034G3696200
OG0004502	g17155, g45193	Ag013G1700600
OG0004503	g53976	Ag013G1708900, Ag013G1709000
OG0004504	g27643, g50447, g50444	Ag013G1714800
OG0004505	g32318	Ag013G1717000
OG0004507	g50457	Ag013G1718800
OG0004508	g50484, g32354	Ag013G1722100
OG0004509	g32377	Ag013G1726500
OG0004510	g50507	Ag013G1730600
OG0004511	g32405	Ag013G1733800
OG0004512	g32413	Ag013G1735900
OG0004513	g24483	Ag013G1737000
OG0004514	g16841	Ag013G1737100
OG0004515	g50526, g32445	Ag013G1741400
OG0004516	g32482	Ag013G1748900, Ag013G1748500, Ag013G1748800
OG0004517	g32520	Ag013G1756200, Ag013G1756100, Ag013G1756000
OG0004518	g10702, g1523	Ag062G5052000
OG0004519	g1528, g10676	Ag062G5057900
OG0004520	g10657	Ag062G5065500, Ag011G1193300
OG0004521	g53, g9659	Ag004G0419900
OG0004522	g149, g9711	Ag029G3110200, Ag004G0435900
OG0004523	g9754	Ag004G0450200
OG0004524	g9787	Ag004G0457400
OG0004525	g9789	Ag004G0458800, Ag034G4063400, Ag004G0763300
OG0004526	g36057, g36059	Ag004G0462800
OG0004527	g9824	Ag004G0472400
OG0004528	g2774	Ag004G0484000, Ag001G0058800
OG0004529	g373	Ag004G0487600
OG0004530	g18593, g422	Ag004G0499000
OG0004531	g479	Ag004G0512400
OG0004532	g10666	Ag004G0515000
OG0004533	g18557	Ag004G0543800
OG0004534	g10064, g610	Ag004G0546400
OG0004535	g611	Ag004G0546600
OG0004536	g10098, g18531	Ag004G0552000, Ag014G2152800, Ag014G1962700
OG0004537	g46845	Ag004G0564500
OG0004538	g28947, g41405	Ag004G0565500
OG0004539	g28925	Ag004G0572000
OG0004540	g28913	Ag004G0577400
OG0004541	g741, g41384	Ag004G0577700
OG0004542	g41380	Ag004G0580700
OG0004543	g28902	Ag004G0582700
OG0004544	g28890	Ag004G0585000
OG0004545	g43751, g789	Ag004G0592700
OG0004546	g28865, g808	Ag004G0600600
OG0004547	g28798	Ag004G0624700
OG0004548	g1287, g10831	Ag004G0632600
OG0004549	g1265	Ag004G0644400
OG0004550	g1259	Ag004G0647600
OG0004551	g1209	Ag004G0662700
OG0004552	g1160	Ag004G0667600
OG0004553	g31214	Ag004G0668300, Ag034G3776500
OG0004554	g39284	Ag004G0672000
OG0004555	g39285, g1142	Ag004G0673100
OG0004556	g24114, g17402	Ag033G3641100, Ag004G0680700
OG0004557	g1086, g28573, g39334	Ag004G0707000
OG0004558	g39341	Ag004G0711100
OG0004559	g30914	Ag034G3709600
OG0004560	g1056	Ag004G0722300
OG0004561	g28494	Ag004G0752400
OG0004562	g41733, g39402	Ag004G0756200
OG0004563	g19400	Ag004G0760900
OG0004564	g2632, g11381	Ag004G0764200
OG0004565	g5561	Ag022G2662200
OG0004566	g29773	Ag022G2726800
OG0004567	g45400, g5688	Ag022G2733000
OG0004568	g45379	Ag022G2742000
OG0004569	g5727	Ag022G2752800
OG0004570	g45339, g5780	Ag022G2769100
OG0004572	g44279	Ag048G4562800, Ag075G5282100
OG0004573	g44284	Ag048G4564500
OG0004574	g46558	Ag048G4573900
OG0004575	g46532, g44315	Ag048G4583600
OG0004576	g46464	Ag048G4605600
OG0004577	g11092	Ag034G3811100
OG0004578	g46432	Ag048G4616600
OG0004579	g46390	Ag048G4624200
OG0004580	g46387	Ag048G4626800, Ag048G4626900
OG0004581	g46315	Ag048G4651800
OG0004582	g46266	Ag048G4668100
OG0004583	g46212	Ag048G4704800
OG0004584	g44452, g46211	Ag048G4704900
OG0004585	g50369, g27598	Ag048G4705400
OG0004586	g54347, g36686	Ag032G3447300, Ag040G4352500
OG0004588	g36616	Ag032G3471000
OG0004589	g51562, g37146	Ag054G4877200
OG0004590	g52195	Ag003G0332500, Ag054G4885400
OG0004592	g17888	Ag007G0876800, Ag041G4372500
OG0004593	g28395	Ag082G5404400
OG0004595	g17880	Ag007G0882400
OG0004596	g17771	Ag007G0892300
OG0004597	g24530, g1828, g42722, g41859	Ag007G0898400
OG0004598	g24491	Ag007G0912800, Ag057G4965000
OG0004599	g46020, g44592	Ag078G5328800
OG0004600	g23959, g47423	Ag078G5368300
OG0004601	g44517	Ag078G5384300
OG0004602	g44766, g45787	Ag056G4949900
OG0004603	g47173, g16408	Ag045G4504800, Ag287G5489100
OG0004604	g47688, g23511	Ag045G4518900
OG0004606	g41158, g1365, g28297	Ag012G1273800
OG0004607	g1580	Ag012G1332300
OG0004608	g45821, g18016	Ag057G4952800
OG0004611	g6714	Ag001G0050800, Ag042G4406000, Ag024G2871600, Ag014G2164500
OG0004612	g36492	Ag001G0054500
OG0004613	g54186, g36508	Ag001G0059700
OG0004614	g13478	Ag001G0061000
OG0004617	g54279, g36594	Ag001G0088700, Ag001G0088800
OG0004618	g36596, g54280	Ag001G0089000
OG0004619	g51538	Ag023G2844500
OG0004620	g17462, g47279	Ag050G4765600
OG0004621	g47271, g17478	Ag050G4772000
OG0004622	g46998	Ag050G4772700
OG0004623	g17480	Ag050G4775400
OG0004624	g47463	Ag033G3493500, Ag077G5322900
OG0004625	g17269, g17266	Ag033G3495800, Ag077G5324300
OG0004626	g14182, g14181, g14193	Ag044G4494100
OG0004627	g14047, g13721	Ag044G4500900
OG0004628	g23851	Ag033G3477300, Ag052G4846700
OG0004629	g17232	Ag033G3478500, Ag052G4845600
OG0004630	g47478, g23864	Ag033G3480300, Ag052G4843500
OG0004631	g23874	Ag033G3484500, Ag052G4838800
OG0004632	g13334	Ag014G2176300, Ag027G3064600, Ag033G3520000
OG0004633	g17296, g47421, g23961	Ag033G3524500
OG0004635	g24057, g17379	Ag033G3582400
OG0004636	g40845	Ag031G3151200
OG0004637	g18752	Ag031G3175200
OG0004637	g37769	Ag003G0279800
OG0004638	g18745	Ag031G3175900, Ag003G0280900
OG0004641	g24221	Ag031G3203900
OG0004642	g18827, g1922	Ag031G3223600
OG0004643	g18881	Ag031G3237300
OG0004644	g23816, g17192	Ag014G1948300, Ag031G3250400
OG0004645	g2043, g18965	Ag031G3283500
OG0004646	g18974, g2131	Ag031G3287300
OG0004647	g2104	Ag031G3296100
OG0004648	g18987	Ag031G3296700
OG0004649	g2083, g18998	Ag031G3303400
OG0004650	g2076	Ag031G3305100
OG0004651	g2057	Ag031G3311100
OG0004652	g19015	Ag031G3315100
OG0004653	g2147, g19027	Ag031G3321100
OG0004654	g11266, g11270	Ag031G3326100
OG0004655	g4871, g2188	Ag031G3340000
OG0004656	g19078, g2190	Ag031G3341400
OG0004657	g11304	Ag031G3379600
OG0004658	g2320	Ag031G3381200
OG0004659	g28477	Ag020G2554700
OG0004660	g36082	Ag020G2563000
OG0004661	g41602, g41623	Ag067G5192500
OG0004662	g44839	Ag067G5209300
OG0004664	g13923	Ag042G4410700
OG0004665	g33351, g33353	Ag042G4419700
OG0004666	g51914	Ag039G4199800
OG0004667	g38505	Ag014G1949700, Ag039G4206700, Ag015G2190200
OG0004668	g51871, g37350	Ag039G4212500
OG0004669	g37345	Ag039G4219100
OG0004670	g51836	Ag039G4224500
OG0004671	g51801	Ag039G4232800
OG0004672	g51776	Ag039G4243400
OG0004673	g51775	Ag039G4243900, Ag039G4244000, Ag039G4254700
OG0004674	g15050, g38115, g37308, g43581	Ag039G4255800, Ag039G4255400
OG0004675	g38100, g37289	Ag039G4272200
OG0004676	g51686	Ag039G4293600
OG0004677	g40452	Ag087G5425100, Ag066G5154400
OG0004678	g40404	Ag030G3133400
OG0004679	g53920	Ag002G0132600
OG0004680	g40267	Ag026G3000200, Ag021G2583300
OG0004681	g40351, g25741	Ag021G2613900
OG0004682	g25687	Ag021G2623900
OG0004683	g4851	Ag038G4158300
OG0004684	g10157	Ag038G4176900, Ag014G1793000
OG0004685	g5911, g13858	Ag088G5436400
OG0004686	g22884	Ag089G5449900, Ag011G1090300
OG0004687	g52266	Ag003G0317900
OG0004689	g52182	Ag003G0339200
OG0004690	g37502	Ag003G0363500
OG0004691	g10903	Ag037G4137800, Ag016G2316700
OG0004692	g7924	Ag014G1772400
OG0004693	g12758, g12675	Ag014G1790700
OG0004695	g12803	Ag014G1810700
OG0004696	g12904	Ag014G1844700
OG0004697	g12514	Ag014G1846700
OG0004698	g7665	Ag014G1848400
OG0004699	g7661	Ag014G1850000
OG0004700	g7653, g12494	Ag014G1853600
OG0004701	g12483	Ag014G1857200
OG0004702	g12948, g7612, g12459	Ag014G1864900
OG0004703	g12975, g12437	Ag014G1874500
OG0004704	g12435, g7573	Ag014G1876200
OG0004705	g12986, g7539, g12413	Ag014G1883400
OG0004706	g7495, g13041	Ag014G1894200
OG0004707	g12308, g7349	Ag014G1940900
OG0004708	g7319, g12288	Ag014G1947700
OG0004710	g7289	Ag014G1954100
OG0004711	g7271	Ag014G1957000
OG0004712	g13182, g7234	Ag014G1967600
OG0004713	g12211, g7199	Ag014G1977700
OG0004714	g36688	Ag014G1978200
OG0004715	g10303	Ag061G5048200, Ag014G1986900, Ag014G1987100
OG0004716	g13235, g7085	Ag014G2010800
OG0004717	g7081	Ag014G2011400
OG0004718	g7017	Ag014G2030000
OG0004719	g7003	Ag014G2033200
OG0004721	g6870, g13308	Ag014G2085000, Ag014G2085100
OG0004722	g11998	Ag014G2091800
OG0004723	g6694	Ag027G3070500, Ag014G2170700
OG0004724	g6691	Ag027G3068900, Ag027G3069000, Ag014G2172800
OG0004725	g6688	Ag027G3067700, Ag014G2174200
OG0004726	g6683	Ag014G2175800, Ag027G3065100
OG0004727	g13381	Ag014G2175900, Ag027G3065000
OG0004728	g46912	Ag061G5033100
OG0004729	g6546	Ag027G3018700
OG0004730	g6573	Ag027G3032800
OG0004731	g6578, g11810, g11813, g41802	Ag027G3034100
OG0004732	g47737, g23424	Ag068G5219600
OG0004733	g29062	Ag060G5006900
OG0004734	g29051, g29055	Ag060G5007500
OG0004735	g4038, g4919, g29043	Ag060G5012200
OG0004736	g19282	Ag017G2418300
OG0004737	g2442	Ag017G2419900
OG0004738	g1311	Ag017G2420800
OG0004739	g30727	Ag034G3651500
OG0004740	g25395, g39471	Ag019G2519400
OG0004741	g30801	Ag034G3675900
OG0004742	g10862	Ag016G2331900, Ag034G3688000
OG0004743	g49513	Ag034G3719500
OG0004744	g49530, g30971, g30966	Ag034G3723100
OG0004745	g19212, g49551	Ag034G3730400
OG0004746	g31045	Ag034G3734800
OG0004747	g31097	Ag034G3749800
OG0004749	g27019	Ag034G3750700
OG0004750	g27027, g49674, g31123	Ag034G3757300
OG0004751	g31155, g27060	Ag034G3763300
OG0004752	g31158	Ag034G3763800, Ag034G3763900
OG0004753	g49714	Ag034G3766400, Ag034G3779400
OG0004754	g31180	Ag034G3769500
OG0004755	g31210, g49697	Ag034G3775800
OG0004756	g49719	Ag034G3780000
OG0004757	g31708	Ag034G3780800, Ag034G3924000
OG0004758	g31235	Ag034G3781100
OG0004759	g49721	Ag034G3781600
OG0004760	g49724	Ag034G3783600
OG0004761	g31266	Ag034G3791600
OG0004762	g50318, g50320, g50319	Ag034G3807700, Ag034G3807800, Ag034G3807600
OG0004763	g31358	Ag034G3820300
OG0004764	g49825, g31391	Ag034G3826100
OG0004766	g31410, g49848	Ag034G3832000
OG0004767	g27222, g31454	Ag034G3842300
OG0004768	g49893	Ag034G3848000
OG0004769	g49936	Ag034G3882600
OG0004770	g49941, g27304, g31601	Ag034G3883700
OG0004771	g49964, g31641	Ag034G3899800
OG0004772	g31659, g49979	Ag034G3905500
OG0004773	g31716, g50008	Ag034G3925300
OG0004774	g50015, g31723, g27383	Ag034G3930100
OG0004776	g31786	Ag034G3946600
OG0004777	g27414	Ag034G3948300
OG0004778	g50108	Ag034G3970800, Ag034G3971400, Ag034G3971700
OG0004779	g27509	Ag034G4013100
OG0004781	g45929	Ag034G4043600
