Orthogroup	Cochlearia_excelsa	Brassica_oleracea
OG0000194	g47319, g16022	XP_013639626.1
OG0000196	g43806, g43821	XP_013590778.1
OG0000196	g53972	XP_013595078.1
OG0000197	g24122	XP_013615432.1
OG0000197	g17408	XP_013614095.1
OG0000198	g10793	XP_013609824.1, XP_013616568.1
OG0000198	g49926	XP_013601824.1
OG0000200	g40675	XP_013603884.1, XP_013600986.1
OG0000200	g32383	XP_013627439.1
OG0000200	g40674	XP_013603075.1, XP_013587514.1, XP_013584831.1
OG0000200	g27686	XP_013625101.1
OG0000201	g4655, g26600, g16293, g32898, g33199, g25229, g26102, g33200, g34779, g16144, g6202, g53346, g27732, g43307, g16269, g19533, g52369, g14957, g43031, g42816, g1483, g14787	XP_013617778.1
OG0000201	g15747, g33170, g33166, g16294, g26599, g48282, g34930, g35561, g53946, g3184, g41190, g25228	XP_013617196.1
OG0000201	g14788	XP_013601195.1
OG0000201	g1484, g43144, g53753, g27964, g15838	XP_013639250.1, XP_013614648.1
OG0000203	g18958	XP_013588854.1
OG0000203	g2360	XP_013589366.1, XP_013591322.1, XP_013632132.1, XP_013632130.1
OG0000205	g11567	XP_013624495.1, XP_013601133.1, XP_013615628.1, XP_013594966.1, XP_013632040.1, XP_013631066.1, XP_013617851.1, XP_013608335.1, XP_013617782.1, XP_013617509.1, XP_013613471.1, XP_013615485.1, XP_013628376.1, XP_013633176.1, XP_013614762.1, XP_013633240.1, XP_013632486.1, XP_013624014.1, XP_013613857.1, XP_013628317.1, XP_013614970.1, XP_013632966.1, XP_013639350.1, XP_013639489.1, XP_013633174.1
OG0000206	g35086, g33126, g42102, g34033, g35102, g34084, g34087, g20497, g34767, g3404, g42813, g4067, g33222, g35385, g35794, g25891, g34753, g19921, g30249, g32910, g22189, g33355, g21397, g52519, g34572, g4095, g4107, g34575, g43643, g9242, g16173, g33127, g10333, g20498, g42717, g41929, g42958, g42647	XP_013601901.1
OG0000206	g3612, g48979, g3617	XP_013594857.1, XP_013624916.1
OG0000206	g34594, g8693, g34396, g26693, g26442, g42223, g42237, g52660	XP_013594627.1
OG0000206	g17013, g26014, g18657, g17536, g16355, g4493	XP_013624913.1
OG0000209	g12731	XP_013594256.1
OG0000209	g49840, g49834, g49829	XP_013597375.1
OG0000210	g26821	XP_013616918.1
OG0000211	g49231, g16470, g20825, g43631, g26289, g14616, g6186, g53387, g17355, g35583, g26609, g15935	XP_013638242.1
OG0000211	g43500, g43665, g6275, g26607, g6274, g36877, g6292, g12850, g53575, g26608, g4337, g3974, g3981, g5126, g32276, g35582, g43666, g175, g43499, g33429, g53304, g17351, g17354, g41390, g35050, g53962, g51855, g22945, g53388, g15934	XP_013638238.1
OG0000214	g41308, g33055, g29003, g53538	XP_013614046.1
OG0000214	g9978, g14640	XP_013601200.1
OG0000214	g51222	XP_013639754.1
OG0000214	g1573, g22730, g23072, g45047, g16729, g17791, g52105, g36171	XP_013639631.1
OG0000214	g29004, g33054	XP_013632466.1, XP_013615493.1, XP_013601348.1, XP_013632827.1
OG0000214	g2449, g32347, g37022	XP_013589529.1, XP_013639328.1, XP_013594941.1, XP_013617307.1
OG0000214	g45095	XP_013594438.1
OG0000215	g449	XP_013632888.1, XP_013595226.1, XP_013616734.1
OG0000216	g25664	XP_013617487.1
OG0000216	g41090, g41083, g41086	XP_013620094.1
OG0000219	g40833, g27764, g39817	XP_013638627.1, XP_013584165.1, XP_013633401.1, XP_013639375.1
OG0000219	g18526, g7663	XP_013589013.1, XP_013614338.1
OG0000220	g11348	XP_013633534.1
OG0000220	g26314, g18518, g13342, g25651, g13763, g10009, g3059, g53788, g5671, g53558, g42177, g6280, g27925, g26744, g11346	XP_013614156.1
OG0000221	g25326, g22409, g22405, g22252	XP_013639690.1
OG0000221	g4264, g37418, g16017, g28616, g34276, g15805, g31881, g48923	XP_013614169.1, XP_013594803.1, XP_013639454.1
OG0000221	g4077, g32890	XP_013639287.1
OG0000221	g32889, g53047, g4078, g27354, g2143, g52809, g53046, g27482	XP_013595010.1, XP_013594478.1, XP_013607822.1, XP_013601146.1, XP_013601276.1, XP_013624143.1, XP_013589402.1
OG0000221	g32627, g45157, g4236, g53404, g41761, g48924	XP_013617992.1, XP_013601374.1
OG0000221	g17798, g2498, g23587, g32642, g45252, g40135, g50684, g41375, g4779	XP_013632672.1
OG0000222	g4529	XP_013632777.1
OG0000222	g35092, g8532, g36951, g38875, g35824, g36811, g35009, g15547, g19660, g9434	XP_013628848.1
OG0000223	g53274, g31873, g47026	XP_013594524.1
OG0000223	g7357, g22740, g3583, g41205, g3002	XP_013633308.1, XP_013639221.1
OG0000223	g42119	XP_013617953.1
OG0000223	g3129	XP_013583308.1
OG0000223	g46937	XP_013608084.1
OG0000226	g17691, g17690, g17692	XP_013632872.1
OG0000228	g26191, g9936, g16166, g33508, g29535, g19583, g20706, g33548, g2529, g52905, g4050, g43548, g53320, g16103, g35730, g34936, g35677, g29477, g6064, g32603, g19657, g33501, g26252, g51796, g39665, g3604, g18791, g3262, g2925, g42154, g45230, g52590, g24048, g7732, g37217, g25745, g25779, g7172, g15298, g39781, g42975, g29830, g6658, g18361, g4246, g4538, g16578, g35866, g26712, g34883, g15327, g5328, g7068, g5410, g35288, g21465, g26251, g35696, g3718, g53164, g26085, g43083, g14935, g15518, g16250, g43250, g53549, g26218, g49156, g43725, g35088, g21959, g20700, g4959, g52801, g18110, g49062, g1854, g33134, g47072, g6735, g35074, g14605, g27589, g4539, g21466, g19658, g53492, g16104, g35890, g29534, g33507, g26192, g49237, g42153, g10509, g6727, g45231, g45773, g34938, g36909, g1806, g39664, g28750, g19584, g2924, g9935, g27613, g51187, g10341, g15542, g14896, g28882, g39253, g48255, g35473, g18696, g18924, g17400, g7672, g15458, g35885, g35379, g36407, g39782, g4873, g26915, g41210, g39254, g28893, g39262, g13257, g18923, g10510, g7673, g7225, g6726	XP_013639586.1
OG0000229	g13978	XP_013603547.1
OG0000229	g26214	XP_013629088.1
OG0000229	g10490, g22460	XP_013601402.1
OG0000229	g24726	XP_013617888.1, XP_013635776.1, XP_013614577.1
OG0000230	g18915	XP_013614700.1, XP_013614702.1
OG0000233	g45483	XP_013610418.1
OG0000233	g29622	XP_013619195.1, XP_013616049.1, XP_013627166.1, XP_013626870.1
OG0000233	g45482	XP_013616047.1, XP_013610081.1
OG0000233	g29623	XP_013619712.1
OG0000234	g45347	XP_013601559.1
OG0000235	g11302	XP_013588197.1, XP_013589877.1
OG0000236	g13483	XP_013592345.1
OG0000237	g11805	XP_013627485.1
OG0000238	g44677	XP_013592340.1, XP_013620214.1
OG0000238	g32057	XP_013603021.1
OG0000241	g17320	XP_013593118.1, XP_013611429.1, XP_013607002.1, XP_013626139.1
OG0000242	g12521	XP_013619870.1
OG0000242	g10112	XP_013597142.1, XP_013619903.1
OG0000244	g25493	XP_013610658.1
OG0000246	g51604	XP_013627399.1
OG0000246	g37185	XP_013623426.1
OG0000246	g51605, g43105, g43113	XP_013636148.1, XP_013636145.1
OG0000246	g51603	XP_013631718.1, XP_013631294.1
OG0000247	g27759, g27721	XP_013585184.1
OG0000249	g32697	XP_013589198.1, XP_013615150.1
OG0000249	g16095, g42905	XP_013619823.1
OG0000249	g34924, g34773, g26678	XP_013588957.1
OG0000249	g16094, g26699, g24901	XP_013633181.1
OG0000250	g6508, g45178	XP_013608826.1
OG0000250	g40469	XP_013628057.1
OG0000251	g16641	XP_013618605.1
OG0000251	g39309	XP_013614872.1
OG0000252	g40852	XP_013613905.1
OG0000252	g46370	XP_013618016.1
OG0000253	g12277	XP_013628965.1, XP_013611399.1
OG0000253	g7492	XP_013616125.1
OG0000253	g5784, g45315	XP_013610944.1, XP_013632476.1
OG0000254	g47117	XP_013596367.1, XP_013615005.1
OG0000255	g52606, g16443	XP_013624613.1, XP_013614867.1, XP_013608463.1, XP_013633112.1, XP_013594728.1
OG0000256	g10880	XP_013589655.1
OG0000259	g1607	XP_013632446.1
OG0000259	g6897	XP_013613953.1, XP_013615249.1
OG0000260	g6207, g6217	XP_013598774.1
OG0000261	g27439, g32776, g32770, g32783, g27211	XP_013607933.1
OG0000261	g33024, g16512, g2016, g54006, g19601, g2848, g2831, g22889, g3698, g24204, g2864, g40878, g25185, g46830, g53056, g2687, g48307, g41286, g41287	XP_013630015.1
OG0000261	g24315, g43508, g28621, g49342, g36842, g13078	XP_013589025.1
OG0000261	g43857, g19051	XP_013594830.1, XP_013632616.1
OG0000261	g26827	XP_013617107.1
OG0000262	g24889	XP_013610529.1, XP_013610227.1
OG0000263	g3713	XP_013589283.1, XP_013617068.1, XP_013624738.1
OG0000263	g43268	XP_013589632.1
OG0000263	g910, g3712	XP_013624798.1, XP_013624417.1, XP_013624116.1, XP_013595119.1, XP_013624706.1
OG0000265	g30948, g25301, g11542, g43509, g3110, g32825, g14672	XP_013639635.1, XP_013632585.1, XP_013639156.1, XP_013614113.1
OG0000266	g28434, g45026	XP_013610430.1
OG0000267	g34899	XP_013611041.1
OG0000267	g52730	XP_013594484.1, XP_013615625.1, XP_013588806.1, XP_013600967.1, XP_013624836.1, XP_013617484.1, XP_013615775.1, XP_013600966.1
OG0000267	g42218, g42234	XP_013584525.1
OG0000268	g44991	XP_013632768.1
OG0000268	g43650, g35558, g35553, g3065, g53597, g36626, g15959	XP_013632191.1
OG0000268	g17915	XP_013601633.1, XP_013624833.1
OG0000268	g25628, g50735, g44198	XP_013614054.1
OG0000268	g32701	XP_013615595.1, XP_013594324.1, XP_013624323.1
OG0000268	g48936, g35463	XP_013607908.1
OG0000269	g28758	XP_013625891.1
OG0000269	g2910, g2936	XP_013629589.1
OG0000269	g39974	XP_013634861.1, XP_013637342.1, XP_013637340.1
OG0000270	g41044	XP_013608096.1, XP_013601842.1, XP_013604072.1, XP_013625151.1
OG0000270	g33428	XP_013633244.1
OG0000270	g40880	XP_013612868.1, XP_013624992.1, XP_013611661.1
OG0000274	g26301, g21338	XP_013601176.1, XP_013595091.1
OG0000274	g14940	XP_013613646.1, XP_013632530.1, XP_013627239.1, XP_013590108.1, XP_013623886.1
OG0000276	g34448, g33115	XP_013632842.1
OG0000278	g32189	XP_013624691.1
OG0000278	g38273, g38276	XP_013631768.1
OG0000278	g46809, g46812, g46827	XP_013628027.1
OG0000279	g11018, g11016, g11024	XP_013613451.1
OG0000283	g10623	XP_013585384.1
OG0000283	g22201, g30263, g20011, g19891, g2550, g43075, g53035, g26096, g3992, g52989, g16553, g53516	XP_013627872.1
OG0000283	g53724	XP_013627915.1, XP_013618985.1, XP_013630852.1
OG0000283	g15621, g48271, g41887, g15633	XP_013639335.1
OG0000285	g47372	XP_013598049.1
OG0000285	g49774	XP_013583493.1, XP_013601945.1
OG0000285	g23645	XP_013598493.1, XP_013604992.1
OG0000285	g45159	XP_013591187.1
OG0000285	g42046	XP_013629080.1, XP_013591327.1, XP_013591329.1, XP_013631137.1
OG0000286	g41270	XP_013633416.1, XP_013633415.1, XP_013633414.1
OG0000286	g44985, g44982, g44984	XP_013583416.1, XP_013586481.1, XP_013583423.1
OG0000286	g49458	XP_013597125.1
OG0000289	g39775	XP_013632591.1
OG0000289	g39783	XP_013635810.1
OG0000290	g32745	XP_013633180.1
OG0000290	g32744	XP_013601069.1
OG0000291	g6346	XP_013615822.1
OG0000291	g51227	XP_013635937.1
OG0000291	g6349, g13574	XP_013630824.1
OG0000292	g32988, g18507, g30203, g20814, g438, g12785, g49225, g30202, g473, g12784, g27889, g9642	XP_013624333.1, XP_013639386.1, XP_013632606.1, XP_013639423.1, XP_013639539.1, XP_013594984.1, XP_013589072.1, XP_013594814.1, XP_013601216.1, XP_013625423.1, XP_013601608.1, XP_013624244.1, XP_013608022.1
OG0000294	g25697	XP_013607677.1
OG0000295	g37063	XP_013592539.1
OG0000295	g27709	XP_013607804.1
OG0000296	g1252	XP_013609630.1
OG0000296	g28714	XP_013620395.1, XP_013620391.1, XP_013618644.1, XP_013620392.1, XP_013620394.1
OG0000297	g30421, g30418, g30424, g30425, g21279, g20461	XP_013639414.1, XP_013613702.1, XP_013617507.1, XP_013624819.1, XP_013615471.1, XP_013624710.1, XP_013639197.1, XP_013639389.1, XP_013601593.1, XP_013615252.1, XP_013607656.1, XP_013583299.1, XP_013607914.1, XP_013624632.1, XP_013624571.1, XP_013617604.1, XP_013614058.1, XP_013624307.1, XP_013639165.1, XP_013614060.1, XP_013632510.1, XP_013594470.1, XP_013624384.1, XP_013614083.1, XP_013589075.1
OG0000298	g32687	XP_013592782.1, XP_013592451.1
OG0000303	g53852, g33562, g32888, g26702	XP_013624856.1
OG0000304	g51887	XP_013632374.1
OG0000304	g50556	XP_013633331.1
OG0000305	g50458	XP_013596992.1
OG0000308	g39732	XP_013619016.1
OG0000308	g11113, g11114	XP_013609877.1, XP_013607782.1, XP_013594787.1, XP_013595949.1, XP_013619444.1, XP_013617606.1, XP_013609896.1
OG0000309	g28817	XP_013586115.1
OG0000314	g1672	XP_013625516.1, XP_013624823.1
OG0000314	g41968	XP_013585256.1
OG0000314	g28453, g9121, g30700	XP_013627633.1, XP_013634254.1
OG0000314	g27333	XP_013624782.1, XP_013624853.1, XP_013601162.1, XP_013594951.1
OG0000314	g46975	XP_013624554.1
OG0000316	g7145, g7146	XP_013637964.1, XP_013628842.1, XP_013628844.1, XP_013628845.1, XP_013628846.1
OG0000316	g12171	XP_013588112.1, XP_013587370.1
OG0000318	g43847	XP_013589432.1, XP_013588845.1, XP_013588656.1, XP_013584529.1
OG0000318	g49471	XP_013602632.1
OG0000320	g21631, g38950, g21782, g34586, g9355, g33680, g15407, g21660, g8315, g8357, g48435, g30183, g38569, g48098, g21770, g22560	XP_013601193.1, XP_013614006.1
OG0000321	g54159	XP_013628373.1
OG0000321	g666	XP_013621196.1
OG0000322	g26081, g26058	XP_013624759.1
OG0000322	g27502, g27505	XP_013636529.1, XP_013636533.1, XP_013636538.1, XP_013636536.1, XP_013632490.1
OG0000323	g44591	XP_013592591.1
OG0000325	g26947	XP_013638562.1, XP_013605539.1
OG0000325	g51329	XP_013636697.1, XP_013622603.1
OG0000327	g26940	XP_013624421.1
OG0000328	g13376	XP_013630581.1
OG0000329	g24516, g24521	XP_013605281.1, XP_013605279.1
OG0000329	g37784, g53311, g37787, g53330, g53326, g53348, g53328	XP_013635077.1, XP_013635170.1
OG0000330	g17997, g17998, g44586	XP_013590898.1, XP_013590516.1
OG0000330	g44587	XP_013588250.1, XP_013589502.1, XP_013590614.1, XP_013590374.1, XP_013590664.1, XP_013618931.1
OG0000330	g31719	XP_013585022.1
OG0000331	g25429, g39522	XP_013629475.1, XP_013611648.1
OG0000331	g6947	XP_013629139.1, XP_013613847.1
OG0000332	g24568, g44176	XP_013607236.1, XP_013606280.1, XP_013634004.1, XP_013606253.1, XP_013607362.1
OG0000334	g43888, g43360	XP_013633351.1, XP_013594364.1
OG0000334	g4402	XP_013624887.1, XP_013583336.1, XP_013608346.1, XP_013624321.1, XP_013601519.1, XP_013639093.1, XP_013616941.1, XP_013589256.1
OG0000335	g1956	XP_013588585.1, XP_013603685.1, XP_013602257.1, XP_013604195.1, XP_013615629.1, XP_013601716.1
OG0000336	g31190, g27091, g27095, g31209	XP_013586948.1, XP_013638713.1, XP_013600412.1, XP_013604193.1, XP_013599978.1, XP_013602056.1, XP_013608922.1
OG0000338	g50433, g35440	XP_013595355.1
OG0000338	g53104, g4369	XP_013617632.1
OG0000338	g3826	XP_013601166.1
OG0000339	g17631	XP_013586113.1
OG0000339	g17712, g53651	XP_013621481.1
OG0000345	g39719	XP_013625024.1, XP_013619486.1
OG0000345	g45514	XP_013619714.1
OG0000345	g26927, g49447, g30863	XP_013587167.1, XP_013602022.1, XP_013600499.1
OG0000346	g2365	XP_013590573.1, XP_013603249.1
OG0000346	g10579	XP_013613384.1, XP_013598778.1
OG0000347	g25359	XP_013600562.1, XP_013587671.1
OG0000348	g50668	XP_013594309.1, XP_013610709.1, XP_013635424.1, XP_013620031.1
OG0000349	g28754	XP_013623837.1
OG0000349	g1282	XP_013618276.1
OG0000349	g1278	XP_013618860.1
OG0000349	g28755, g1676	XP_013620734.1
OG0000350	g13403, g13402	XP_013626949.1, XP_013584917.1, XP_013584915.1, XP_013584959.1, XP_013584919.1, XP_013584886.1, XP_013584707.1, XP_013589790.1, XP_013591347.1
OG0000351	g12309	XP_013585077.1
OG0000356	g51011	XP_013622609.1
OG0000356	g50999	XP_013604125.1
OG0000357	g51445, g37083	XP_013635659.1, XP_013628557.1
OG0000358	g11643	XP_013584584.1
OG0000359	g23616	XP_013596204.1
OG0000362	g43613, g4131, g4234, g3255, g33492, g25276, g43263, g20304, g3787, g16102, g4130, g35341, g25266, g43262, g41821, g36457, g12619, g25261, g25259, g43259, g33494, g3251, g25071, g9678, g35281, g34308, g9679, g35248	XP_013615014.1, XP_013604362.1
OG0000363	g6206	XP_013603401.1
OG0000364	g37360, g37362, g37913, g17870	XP_013617644.1, XP_013613593.1, XP_013613595.1, XP_013632686.1
OG0000365	g27592	XP_013584210.1
OG0000365	g47348	XP_013614804.1
OG0000365	g24049	XP_013614801.1
OG0000365	g50367	XP_013638892.1
OG0000367	g18012	XP_013617185.1
OG0000368	g11422	XP_013622965.1
OG0000369	g4480, g4569, g4675, g4768, g6892, g51876, g6424	XP_013601023.1, XP_013601021.1, XP_013588993.1, XP_013588958.1, XP_013588961.1
OG0000370	g6467	XP_013593030.1
OG0000375	g24614, g4053, g42670, g42662, g25030, g4718, g35252, g22259, g19614, g24704, g25123, g26727, g11473, g34270	XP_013594547.1
OG0000377	g47983	XP_013598869.1
OG0000377	g47982	XP_013605587.1
OG0000377	g22842	XP_013599452.1, XP_013590187.1
OG0000378	g26534, g34215, g35390	XP_013624585.1
OG0000379	g1514	XP_013597635.1, XP_013607868.1
OG0000379	g19165	XP_013637011.1
OG0000380	g19547, g28753	XP_013610573.1, XP_013612483.1
OG0000380	g28797, g28774, g28802	XP_013613287.1, XP_013628418.1, XP_013610830.1, XP_013616929.1
OG0000381	g23603	XP_013637242.1, XP_013622576.1, XP_013635209.1
OG0000382	g37230	XP_013636573.1, XP_013630416.1
OG0000384	g10911	XP_013620026.1
OG0000388	g13288	XP_013638305.1
OG0000388	g6787	XP_013639835.1, XP_013593763.1
OG0000389	g43635, g1338, g1343	XP_013619465.1
OG0000390	g50242	XP_013600140.1
OG0000390	g27516	XP_013638777.1
OG0000391	g46059, g46056	XP_013591638.1, XP_013591683.1, XP_013591979.1
OG0000391	g7432	XP_013587607.1
OG0000392	g47536	XP_013593167.1, XP_013593168.1, XP_013599700.1, XP_013599691.1, XP_013599541.1
OG0000393	g46706	XP_013635118.1
OG0000393	g46707, g53730	XP_013634654.1
OG0000394	g12121	XP_013584295.1, XP_013585267.1
OG0000394	g7070, g7071, g7072	XP_013591595.1
OG0000395	g31494	XP_013603142.1, XP_013600895.1, XP_013584929.1
OG0000395	g6162, g14272	XP_013596468.1, XP_013610262.1
OG0000395	g49902	XP_013584474.1
OG0000396	g16098	XP_013589350.1, XP_013590914.1, XP_013624737.1, XP_013632479.1, XP_013617988.1, XP_013601227.1, XP_013608103.1, XP_013594597.1, XP_013632988.1
OG0000397	g6928	XP_013590495.1
OG0000398	g22154	XP_013607717.1, XP_013589000.1
OG0000398	g43755, g16088, g53768, g22207, g22155, g30226, g30270	XP_013614812.1, XP_013639534.1, XP_013632568.1, XP_013632567.1, XP_013617972.1, XP_013624030.1, XP_013594445.1, XP_013601243.1, XP_013628008.1, XP_013635729.1, XP_013628009.1, XP_013604785.1
OG0000399	g39537, g25452	XP_013606142.1, XP_013622500.1
OG0000399	g41120	XP_013613576.1
OG0000399	g31165	XP_013605289.1, XP_013587547.1
OG0000402	g9658	XP_013611362.1
OG0000402	g9656	XP_013611365.1, XP_013607432.1
OG0000404	g11863	XP_013615218.1
OG0000404	g38491	XP_013638800.1
OG0000405	g45239	XP_013607534.1
OG0000406	g49585, g1291, g2920	XP_013623048.1, XP_013603088.1, XP_013638648.1, XP_013608778.1
OG0000407	g36060, g14938, g43281, g11474, g7650	XP_013583454.1, XP_013639040.1
OG0000409	g50490	XP_013598010.1, XP_013638650.1
OG0000410	g23955	XP_013624763.1
OG0000410	g40411	XP_013626248.1
OG0000411	g38385	XP_013601761.1, XP_013633250.1
OG0000412	g45737	XP_013606449.1, XP_013614286.1
OG0000412	g46788	XP_013637496.1
OG0000412	g45009	XP_013621636.1
OG0000412	g6918, g13293	XP_013636878.1, XP_013587377.1, XP_013622724.1
OG0000413	g12223, g12228	XP_013583404.1
OG0000413	g54333, g27985	XP_013589867.1
OG0000414	g40900	XP_013611135.1
OG0000414	g13659	XP_013613085.1
OG0000414	g47091	XP_013602485.1, XP_013616157.1, XP_013614635.1
OG0000414	g13408	XP_013630486.1
OG0000415	g20406, g21339	XP_013629810.1, XP_013627540.1, XP_013634294.1, XP_013584864.1, XP_013620046.1, XP_013608371.1, XP_013601856.1, XP_013608439.1, XP_013617656.1, XP_013608065.1, XP_013601790.1, XP_013595186.1, XP_013615712.1
OG0000416	g41257, g44674	YP_004927507.1
OG0000421	g39358	XP_013611457.1
OG0000424	g28489	XP_013611781.1
OG0000424	g36484	XP_013613876.1
OG0000424	g11899	XP_013583993.1, XP_013625239.1, XP_013611607.1
OG0000426	g40973, g23602	XP_013608985.1, XP_013615876.1
OG0000427	g26002, g43669	XP_013617226.1
OG0000428	g41816, g34488	XP_013588979.1, XP_013624625.1, XP_013639392.1, XP_013594405.1, XP_013627267.1
OG0000428	g34499	XP_013594944.1, XP_013631393.1, XP_013624198.1, XP_013629910.1
OG0000429	g1975, g1976, g18956	XP_013632955.1, XP_013632958.1
OG0000429	g1977	XP_013591323.1, XP_013632957.1
OG0000429	g2032	XP_013601698.1, XP_013600273.1
OG0000430	g23976, g17311	XP_013598606.1, XP_013603143.1
OG0000432	g555	XP_013590994.1
OG0000432	g24067	XP_013597168.1
OG0000433	g17099, g17097, g17100, g17096	XP_013588759.1, XP_013589349.1, XP_013621452.1, XP_013623354.1, XP_013592507.1
OG0000434	g36218, g36226, g36221	XP_013635801.1, XP_013588020.1
OG0000434	g6231	XP_013624926.1, XP_013606745.1
OG0000436	g19572	XP_013625383.1
OG0000436	g41304	XP_013606356.1, XP_013618151.1, XP_013622845.1
OG0000436	g1293	XP_013622251.1
OG0000437	g39339, g1080, g28563	XP_013603841.1
OG0000439	g29695	XP_013609440.1, XP_013623414.1
OG0000440	g53832	XP_013634849.1
OG0000442	g37725	XP_013634403.1, XP_013636234.1, XP_013622298.1
OG0000443	g23276	XP_013604836.1
OG0000443	g45564, g29450	XP_013612830.1
OG0000443	g598	XP_013596454.1, XP_013619560.1
OG0000444	g51246	XP_013633507.1, XP_013625130.1, XP_013636348.1
OG0000444	g2023	XP_013600923.1, XP_013634024.1, XP_013590737.1
OG0000445	g502, g2678, g19442, g19454, g9989	XP_013636844.1, XP_013599526.1
OG0000446	g21423	XP_013623266.1
OG0000447	g51571	XP_013610233.1, XP_013634092.1, XP_013625255.1, XP_013583772.1, XP_013625723.1, XP_013634066.1, XP_013600607.1, XP_013637254.1
OG0000448	g4323	XP_013607480.1, XP_013594250.1
OG0000448	g10425	XP_013616436.1, XP_013598575.1
OG0000450	g2642	XP_013585748.1
OG0000451	g50836	XP_013589501.1, XP_013629014.1
OG0000454	g38794, g52438, g3440, g42651, g43653, g14994, g33625, g26850, g35387, g21875, g42915, g33232, g33466, g968, g22028, g30360, g8258, g8262, g39215, g48657, g32938, g24687, g21098, g34607, g8661, g42247, g48653, g29995, g48259, g42603, g42615, g3780, g50171, g19950, g48301, g20920, g38791, g20889, g22077, g14995, g4469, g53373, g8162, g51949, g42072, g14369, g51094, g50170, g3022, g21410, g9274, g16395, g18220, g43175, g26392, g4399, g35194, g20921, g21142, g14803, g33448, g39219, g26625, g4446, g8543, g30516, g30530, g48695, g48702, g17666, g30717, g52639, g26394, g3552, g3367, g48208, g14223, g52947, g52420, g52447, g38764, g22496, g10992, g52618, g3661, g9226	XP_013617078.1
OG0000456	g23745, g17060, g13942, g38419, g46073, g27471, g10753, g24541	XP_013594860.1
OG0000457	g7774, g12606, g30872, g12810, g7765	XP_013602165.1
OG0000458	g50497	XP_013584803.1
OG0000458	g50496, g32378	XP_013586344.1
OG0000459	g17375	XP_013626062.1
OG0000459	g54231, g33385	XP_013615006.1
OG0000460	g12238	XP_013619540.1, XP_013597959.1, XP_013594456.1, XP_013630406.1, XP_013590426.1, XP_013591592.1
OG0000462	g24037	XP_013614968.1, XP_013614741.1, XP_013594517.1, XP_013627684.1
OG0000462	g24036	XP_013597335.1, XP_013594711.1
OG0000463	g32899	XP_013637737.1
OG0000463	g2874	XP_013628249.1
OG0000463	g19563, g19561, g19560	XP_013615358.1
OG0000466	g25526, g25938, g25525, g44791, g44879, g17389	XP_013623643.1
OG0000467	g10073, g18559, g18561, g11106, g11105	XP_013601796.1, XP_013619649.1, XP_013610726.1, XP_013635425.1
OG0000470	g17411, g17424	XP_013615227.1, XP_013618084.1
OG0000472	g4134	XP_013614699.1, XP_013624110.1, XP_013620220.1
OG0000473	g30720, g1438	XP_013601033.1
OG0000474	g49450	XP_013604808.1, XP_013604640.1, XP_013586099.1
OG0000474	g39721	XP_013594193.1
OG0000474	g50694	XP_013584241.1
OG0000475	g40945	XP_013631626.1, XP_013613261.1
OG0000476	g37782, g4812, g4800, g4814	XP_013588208.1, XP_013589556.1, XP_013605329.1
OG0000477	g353	XP_013618718.1
OG0000477	g27266	XP_013638737.1, XP_013605186.1, XP_013604848.1
OG0000478	g16066, g16061	XP_013635435.1
OG0000479	g24849, g25499, g2998, g52035, g24976, g16387, g24629, g25212, g47577, g23795, g43423, g14584, g28936, g22990, g31196, g31195, g3319, g45108, g7090, g42161, g42133, g34859, g43936, g25684, g25447, g43540, g26327, g26330, g42151, g50231, g49521, g1895, g36541, g24329, g10347, g42998, g19047, g3572, g16313, g32395, g36363, g26168, g24977, g15524, g2395, g41069, g18829, g24412, g15888, g2738, g52034, g19920, g11627, g45891, g49767, g25497, g15606, g6487, g42065, g32854, g26798, g42185, g53221, g15905, g28876, g43169, g28037, g45464, g25498, g31197, g3320, g23794	XP_013624972.1
OG0000480	g40981	XP_013592398.1
OG0000480	g1517	XP_013609349.1
OG0000481	g44045	XP_013585423.1, XP_013635592.1, XP_013610786.1
OG0000481	g27100	XP_013586575.1
OG0000481	g31232	XP_013584815.1, XP_013584691.1, XP_013599620.1, XP_013601938.1, XP_013594035.1, XP_013599619.1
OG0000483	g10089	XP_013602611.1, XP_013603475.1, XP_013612895.1, XP_013620174.1, XP_013603159.1
OG0000484	g47741, g47742, g23417	XP_013607645.1, XP_013626294.1, XP_013593932.1, XP_013598574.1, XP_013626930.1, XP_013607653.1
OG0000485	g23902	XP_013595108.1
OG0000485	g23904	XP_013595107.1, XP_013598896.1, XP_013598837.1
OG0000485	g24586, g23899, g23901	XP_013597042.1
OG0000491	g19467	XP_013591150.1, XP_013587346.1
OG0000492	g19139, g11288	XP_013634650.1, XP_013603107.1
OG0000492	g37303	XP_013631441.1, XP_013636783.1, XP_013636785.1, XP_013615738.1, XP_013634716.1, XP_013627287.1
OG0000493	g16860	XP_013633147.1, XP_013633151.1, XP_013633153.1, XP_013633155.1
OG0000495	g17535	XP_013624651.1
OG0000495	g53091	XP_013590362.1, XP_013591096.1, XP_013587763.1
OG0000496	g2743	XP_013624681.1
OG0000496	g19502	XP_013596092.1
OG0000496	g2744	XP_013618410.1, XP_013630402.1
OG0000497	g12212	XP_013591298.1, XP_013614964.1
OG0000497	g27989	XP_013586404.1, XP_013630126.1, XP_013610739.1, XP_013592309.1, XP_013630650.1, XP_013590584.1
OG0000499	g6742	XP_013637416.1
OG0000501	g50671, g32646	XP_013587636.1
