Orthogroup	Cochlearia_excelsa	Capsella_rubella
OG0000740	g40242	XP_006288456.1
OG0000741	g46133, g44537	XP_023643444.1
OG0000743	g37256	XP_006291181.1, XP_023636131.1
OG0000744	g18713	XP_023638970.1
OG0000745	g47697	XP_006284769.1
OG0000745	g23710	XP_006284772.1
OG0000746	g18426	XP_006281652.1
OG0000747	g49388, g30789, g26898	XP_006304200.1
OG0000748	g17396, g44135, g44131	XP_006301654.2, XP_006300421.1, XP_006279132.2, XP_006300928.1
OG0000749	g4581	XP_006279892.1, XP_023635057.1, XP_006296000.1
OG0000750	g23088, g23092	XP_023645776.1, XP_023636090.1
OG0000751	g16954, g25974	XP_023643236.1
OG0000761	g14408, g6195	XP_006279456.2
OG0000763	g5274	XP_023636274.1
OG0000763	g29359	XP_023636275.1
OG0000764	g38506	XP_006294036.1
OG0000764	g29511	XP_006287541.1
OG0000764	g22739	XP_006283562.1
OG0000766	g28866, g807	XP_006286553.2
OG0000766	g3089	XP_023638513.1, XP_006279382.1
OG0000767	g5584	XP_006290158.1
OG0000767	g5583, g1670	XP_023635741.1, XP_006288159.1
OG0000769	g31589	XP_023645767.1
OG0000769	g38177, g9749	XP_006279357.1
OG0000770	g31913, g50129	XP_006285382.1
OG0000771	g19649	XP_006280565.1
OG0000771	g11359, g19349	XP_023638941.1, XP_006293338.2
OG0000772	g41820	XP_023642828.1
OG0000772	g46750	XP_023637821.1
OG0000774	g47581	XP_006283292.1
OG0000775	g27461	XP_006307164.1
OG0000777	g36973	XP_006292263.1, XP_006296769.2
OG0000777	g12736	XP_006299198.2
OG0000781	g37867, g37860, g37868	XP_006293632.1
OG0000782	g24567	XP_006283156.1
OG0000782	g49502	XP_006303716.1
OG0000783	g51317, g51340, g51316	XP_006295901.1
OG0000784	g50452, g50492	XP_006305203.1
OG0000786	g706	XP_006284759.1
OG0000787	g1090	XP_006280080.1
OG0000787	g23718	XP_006285652.1
OG0000787	g11321	XP_023638216.1
OG0000788	g18150	XP_006283125.1
OG0000788	g29776	XP_006287084.1
OG0000789	g19178	XP_006292075.1
OG0000789	g37224	XP_006295258.1
OG0000790	g44868	XP_023644171.1
OG0000790	g32229	XP_006304478.1
OG0000793	g12159	XP_006296907.1
OG0000793	g54285	XP_006306678.2
OG0000793	g52074	XP_006293629.1
OG0000794	g10410	XP_006290910.2, XP_006290856.1
OG0000795	g44749	XP_006303190.1, XP_006303006.1, XP_006291983.2
OG0000796	g10608	XP_023645504.1, XP_023641479.1, XP_006279157.2
OG0000796	g32196	XP_006307078.1
OG0000797	g2808	XP_006290760.1
OG0000797	g2807	XP_006293189.1
OG0000799	g36524	XP_006306715.1
OG0000800	g17612	XP_006282689.1
OG0000801	g1754	XP_023638630.1
OG0000801	g39542	XP_006288076.1
OG0000803	g38223, g37478	XP_006294206.1, XP_006295749.1
OG0000803	g37524	XP_006296149.1
OG0000804	g7507, g2527	XP_023641353.1
OG0000809	g22059, g42404, g15720, g15438, g19865	XP_023643044.1
OG0000813	g6899, g13299	XP_006300837.1, XP_006301009.1
OG0000813	g54336	XP_006300831.2
OG0000814	g27166	XP_006303667.2, XP_006304633.2
OG0000816	g39401	XP_006279715.1, XP_023634569.1
OG0000817	g29708	XP_006287730.1
OG0000817	g13113	XP_006299809.1, XP_006300172.1, XP_006297530.1
OG0000818	g5834	XP_006287180.2
OG0000818	g5833	XP_023637181.1
OG0000821	g51076	XP_006296209.1, XP_006296480.1
OG0000822	g24320, g47203	XP_006282719.1
OG0000824	g11934	XP_006298024.1, XP_006296781.1
OG0000825	g6958	XP_006289307.1, XP_006301672.1, XP_006301536.1
OG0000825	g13279	XP_023641927.1
OG0000826	g31014	XP_006305137.1, XP_023632862.1
OG0000827	g41060	XP_006300439.1
OG0000827	g49716	XP_006307214.1
OG0000827	g27098	XP_006294005.1
OG0000828	g50360, g27587	XP_006289980.1, XP_006304722.1
OG0000828	g32151	XP_006302945.1
OG0000829	g11006	XP_006302633.1, XP_023644270.1, XP_006301529.2, XP_023642896.1, XP_023642888.1, XP_023642897.1
OG0000832	g39999	XP_006294492.2
OG0000832	g2880	XP_006291434.1
OG0000832	g1260	XP_006280756.1
OG0000833	g46873	XP_006293434.1
OG0000834	g49354	XP_023632698.1
OG0000835	g37905	XP_006295649.1, XP_006292326.1, XP_006285348.1
OG0000836	g18547, g18546	XP_023636612.1, XP_023637103.1, XP_023635916.1, XP_006289252.2
OG0000836	g51023	XP_023635915.1, XP_023635778.1
OG0000837	g778	XP_023637551.1, XP_023635727.1, XP_023635726.1, XP_023635736.1, XP_023635735.1, XP_006289515.1, XP_023635705.1
OG0000839	g29846, g5767	XP_006287869.1
OG0000839	g7481	XP_006297818.1
OG0000840	g27998	XP_006304606.2
OG0000841	g26701	XP_023639014.1, XP_006279961.1, XP_023645803.1, XP_023641938.1, XP_023642310.1, XP_006282275.2, XP_023633583.1
OG0000842	g36403, g36381	XP_006305961.1, XP_006305974.1, XP_006304684.1
OG0000843	g1795	XP_006292049.1
OG0000845	g27798, g32658	XP_023632741.1, XP_023637312.1
OG0000846	g4864	XP_006288188.2
OG0000847	g28734	XP_006285048.1
OG0000849	g14388	XP_006299097.1
OG0000849	g34461	XP_006282299.1
OG0000851	g48007	XP_006285710.1
OG0000851	g38444	XP_006294031.1, XP_006283543.1
OG0000853	g50344	XP_006304912.1, XP_006306397.1
OG0000857	g46806	XP_006291585.1
OG0000857	g29451	XP_006286680.2
OG0000858	g37044	XP_006280580.1
OG0000859	g28935	XP_006288078.1, XP_006288083.1
OG0000860	g13766	XP_006289316.1, XP_006296780.1, XP_006295940.2, XP_006281471.2
OG0000861	g828	XP_006281631.1
OG0000861	g3011	XP_006292196.1
OG0000861	g3012	XP_006293136.1
OG0000862	g25381, g9895, g5011	XP_006284860.2
OG0000863	g44317	XP_006300324.1
OG0000863	g13146	XP_006297559.1
OG0000865	g2943	XP_023638704.1
OG0000865	g19586	XP_006292405.1, XP_006292911.1
OG0000867	g10891, g40691	XP_006280739.1
OG0000867	g24255	XP_006285507.1
OG0000868	g2592	XP_006290339.1, XP_006293039.1, XP_023638937.1
OG0000869	g40440	XP_006284924.2, XP_006305973.2
OG0000870	g2161	XP_006291912.2
OG0000870	g29778, g12365	XP_023643542.1
OG0000871	g51643	XP_006294877.1
OG0000871	g19181, g2336	XP_006291869.1
OG0000872	g19425	XP_006281780.1
OG0000872	g37548	XP_006294041.1
OG0000873	g29149, g29151	XP_006289373.1
OG0000874	g49875	XP_006305077.1
OG0000874	g31459, g53611	XP_023632871.1, XP_006303804.1
OG0000875	g32657	XP_006307307.1, XP_006307336.1, XP_023645573.1
OG0000876	g18479	XP_023644196.1
OG0000882	g50590	XP_006303385.1
OG0000884	g39398	XP_006281720.2
OG0000885	g17702	XP_006284734.1, XP_006298793.1, XP_006293395.1
OG0000887	g5006	XP_023633037.1, XP_023633051.1
OG0000888	g47313	XP_023634110.1
OG0000889	g47385	XP_023635390.1
OG0000890	g29042, g4923	XP_006284710.1, XP_006288853.1
OG0000894	g19373, g2597	XP_023638091.1
OG0000895	g740	XP_023637590.1
OG0000896	g11430, g26094	XP_006292814.1
OG0000896	g37070, g37071, g37072	XP_006292471.1
OG0000897	g29666	XP_006289281.1
OG0000897	g13126, g7345, g12305	XP_006299059.1
OG0000898	g29730, g5640	XP_006286608.2
OG0000898	g12349	XP_023642347.1
OG0000899	g46468	XP_006302531.2
OG0000899	g46469	XP_006301184.2
OG0000900	g36677	XP_023632693.1
OG0000901	g2066, g12613	XP_023639188.1
OG0000902	g42965, g42963	XP_006289387.1
OG0000903	g23485	XP_006284235.2
OG0000903	g17010	XP_006284398.1
OG0000904	g6829, g11975	XP_006297697.1
OG0000904	g36401	XP_006307519.1
OG0000905	g17414	XP_006285098.2
OG0000906	g23857	XP_006283205.1
OG0000907	g7952	XP_006299211.1
OG0000907	g37537	XP_006295574.1
OG0000908	g11209, g1980, g18951	XP_006291524.1
OG0000908	g52055	XP_006294640.1
OG0000910	g38113, g37307	XP_006296409.2, XP_006294114.1, XP_023640296.1, XP_006283626.1
OG0000911	g22703	XP_006286179.1
OG0000911	g36959, g50882, g54088	XP_006295928.1
OG0000912	g7695	XP_006288739.1
OG0000912	g4794, g10126	XP_006298640.1
OG0000913	g18093	XP_023633657.1
OG0000913	g7867	XP_006298337.1
OG0000914	g25399	XP_006290216.1
OG0000915	g49348, g25407	XP_006304319.1, XP_023643093.1
OG0000916	g27224	XP_006306358.1
OG0000917	g27518	XP_006305040.1
OG0000919	g16101	XP_023633660.1, XP_023638443.1
OG0000922	g29369	XP_006299602.1, XP_006299070.1, XP_006287229.1
OG0000923	g2757	XP_006290269.1
OG0000923	g340	XP_006282309.1
OG0000924	g50312	XP_006283494.1, XP_006307167.1
OG0000924	g29200	XP_006287553.1
OG0000925	g18564	XP_006289317.1
OG0000925	g29481	XP_006288316.1
OG0000926	g23312	XP_006284414.1
OG0000926	g45532, g5417, g29502	XP_006288531.1
OG0000927	g29713	XP_023639101.1, XP_006287444.2, XP_006287339.1
OG0000928	g39900, g51220	XP_023639350.1
OG0000928	g31022	XP_006305508.1
OG0000929	g31018, g49550	XP_006305151.1
OG0000930	g3079	XP_006286758.2, XP_006292841.2, XP_023638893.1
OG0000931	g2212, g19095	XP_023639240.1
OG0000932	g17066, g23580	XP_023634905.1
OG0000932	g50244	XP_006305630.1
OG0000933	g1115	XP_006282148.1, XP_006282143.1, XP_006281428.1
OG0000934	g23730	XP_023635615.1
OG0000934	g39310	XP_006281423.1
OG0000936	g18231	XP_006282910.1
OG0000939	g27912	XP_006305051.1
OG0000939	g50234	XP_006305055.1
OG0000944	g11378	XP_006292765.1
OG0000944	g2591	XP_023638263.1
OG0000947	g37763	XP_006295295.1
OG0000947	g18748	XP_006292102.1
OG0000948	g18992	XP_006291450.1
OG0000949	g37318	XP_023639802.1
OG0000951	g22969	XP_006285963.1
OG0000951	g11622	XP_006296904.1
OG0000952	g27082	XP_006304701.1
OG0000952	g49628, g49629	XP_006305357.1
OG0000954	g7801	XP_006296996.1
OG0000955	g31477, g14015, g53182, g14019, g14375, g27771, g53183	XP_006289902.1
OG0000957	g22720	XP_006283415.1
OG0000957	g22721	XP_006285909.1
OG0000962	g1560	XP_023639236.1
OG0000962	g10642, g16672	XP_023638627.1
OG0000963	g29281	XP_006289485.2
OG0000963	g14070	XP_006299980.1, XP_006297560.1, XP_006299982.2, XP_006297587.1
OG0000964	g37911	XP_023640386.1
OG0000965	g47552, g23748	XP_006284136.1
OG0000966	g19445	XP_006291856.1
OG0000967	g602	XP_006286799.1, XP_006289143.2
OG0000968	g41318	XP_023638315.1, XP_006282152.2
OG0000968	g28800	XP_006282242.2
OG0000969	g1171	XP_006279655.2
OG0000969	g5642	XP_006288218.1
OG0000970	g10456, g10455	XP_006291886.1
OG0000971	g43973	XP_006279599.2, XP_006279739.1
OG0000974	g12990	XP_023642709.1, XP_006306581.1
OG0000974	g12335	XP_006299090.1
OG0000975	g2322	XP_006290774.1, XP_006290772.1
OG0000976	g3840, g28360, g4496, g26454	XP_006280947.1
OG0000976	g37017, g37018	XP_023640224.1
OG0000977	g36181, g50666, g36215, g36213	XP_006299295.1, XP_006295856.2, XP_023640515.1
OG0000978	g12824, g12583, g7738	XP_006298355.1
OG0000978	g47886	XP_006284351.1
OG0000979	g41683, g41660, g41662, g41633, g36993, g36966, g36967	XP_006303744.2
OG0000980	g10340	XP_006291108.1, XP_023638690.1, XP_023638093.1, XP_023639277.1
OG0000982	g38543	XP_006305611.1
OG0000983	g45719, g5064	XP_006288729.1
OG0000984	g29237, g5091	XP_006288007.1
OG0000984	g7889	XP_006298006.1
OG0000985	g40140	XP_006293460.1
OG0000985	g11898	XP_006297205.1
OG0000986	g51255	XP_023639670.1
OG0000987	g28366, g41220	XP_006281622.1
OG0000988	g23707, g23706	XP_006283807.1
OG0000988	g6589	XP_006286005.1
OG0000989	g38167, g37399	XP_006294641.1
OG0000991	g22654	XP_006279310.2
OG0000992	g5587	XP_023636634.1
OG0000993	g7494	XP_006298898.1
OG0000994	g49952	XP_006304205.1
OG0000994	g46568	XP_006302834.1
OG0000995	g27907	XP_006305642.2
OG0000995	g44850	XP_006302859.1
OG0000996	g2912, g2937, g2933	XP_006292941.2, XP_006292246.2
OG0000997	g32197	XP_006302111.1, XP_006297373.2
OG0000998	g6045	XP_006299789.2
OG0000998	g22964, g47945	XP_023635352.1
OG0001001	g37165	XP_006296027.1
OG0001001	g2397	XP_006291235.2
OG0001002	g6557	XP_006297743.1
OG0001002	g47060	XP_006286054.2
OG0001003	g25184, g16220	XP_006285157.1
OG0001003	g46773	XP_006286127.2
OG0001004	g10270	XP_006279995.1, XP_006280000.1
OG0001005	g40644, g10924	XP_006281036.1
OG0001005	g47245	XP_006284352.2
OG0001007	g17365, g24033	XP_006284072.1
OG0001007	g25539	XP_006289871.1
OG0001009	g2210	XP_006291113.1
OG0001010	g23477	XP_006284736.1
OG0001010	g13896	XP_006299812.1
OG0001011	g10114, g4838, g18527	XP_006289570.1
OG0001011	g12522	XP_006299234.1
OG0001012	g47639	XP_006282851.1
OG0001013	g41449	XP_023636796.1
OG0001013	g7660, g12501	XP_006297810.1
OG0001014	g17661	XP_023638698.1
OG0001015	g5942	XP_023641475.1
OG0001015	g5941	XP_006296906.1
OG0001016	g31167	XP_023633143.1, XP_023633142.1
OG0001016	g27062	XP_023643750.1
OG0001017	g32060	XP_006306980.2
OG0001017	g44683	XP_023640625.1
OG0001018	g47909, g47910	XP_006285687.1, XP_006285097.1, XP_006286010.1
OG0001019	g37254	XP_006295437.1, XP_006279111.1, XP_006291233.1
OG0001031	g45664	XP_006287272.1
OG0001031	g13606	XP_006287274.1
OG0001032	g29459	XP_006288623.1
OG0001032	g10052	XP_023636918.1
OG0001033	g39943	XP_006294185.1
OG0001034	g39793	XP_023640447.1
OG0001034	g26954	XP_006304851.1
OG0001035	g14026, g38532	XP_006293578.1
OG0001036	g32424	XP_006289227.1, XP_006289244.1, XP_006306337.1, XP_006303496.1, XP_006305700.1, XP_006305697.1, XP_006300973.2, XP_006300349.1, XP_006303116.2, XP_006301671.1, XP_006301316.1, XP_006301053.1, XP_006305962.1
OG0001037	g36926	XP_006293363.1
OG0001037	g22456, g3733, g22455	XP_006293777.1
OG0001038	g10400	XP_023638846.1
OG0001038	g16485	XP_006292798.1
OG0001039	g18572	XP_006290055.2, XP_006287518.1
OG0001042	g2682, g19439	XP_006290259.2
OG0001042	g1352	XP_006279971.1
OG0001043	g45573, g17845	XP_006289385.1
OG0001043	g45421, g45419	XP_006289954.2
OG0001044	g13098	XP_006299831.1
OG0001044	g29792, g5691	XP_006289848.1
OG0001045	g46369	XP_006302119.2
OG0001045	g27495, g50209	XP_006307302.1
OG0001046	g50165, g31961	XP_023645685.1
OG0001046	g46291	XP_023643472.1
OG0001047	g50115	XP_006304096.1
OG0001047	g46230	XP_006302678.1
OG0001048	g44964, g37057	XP_006295443.1
OG0001049	g36667, g11243	XP_006307084.1
OG0001049	g12188, g7168	XP_006297279.1
OG0001050	g24719, g25061, g25043, g25034, g25068, g25041, g25066, g25048, g36889	XP_006295898.1
OG0001052	g10964	XP_006281481.1
OG0001052	g24176, g17469	XP_006284941.1
OG0001053	g12118	XP_006298673.1
OG0001054	g6121	XP_006298365.1
OG0001054	g23035	XP_006284366.1
OG0001055	g1972	XP_006306422.1
OG0001055	g2938	XP_006299485.1
OG0001056	g2194	XP_006291698.1
OG0001056	g37327, g51789	XP_006294843.1
OG0001057	g11661, g6390	XP_006284122.1, XP_006282684.1, XP_006296719.1
OG0001058	g17104, g23657	XP_006284740.1, XP_006281303.1
OG0001058	g5968	XP_023642062.1
OG0001059	g13128, g12299	XP_006298557.1
OG0001060	g44609, g45995	XP_006302619.1
OG0001061	g47040, g44040	XP_006296568.2, XP_006296573.2, XP_006295398.1
OG0001061	g7688	XP_023642507.1
OG0001062	g6955	XP_023641321.1, XP_023641322.1
OG0001063	g11856	XP_006297593.1, XP_006280385.1, XP_023642025.1, XP_006297568.1, XP_023638377.1, XP_006298967.2
OG0001064	g44988	XP_023643848.1, XP_006302744.1
OG0001064	g44989	XP_006302766.1
OG0001065	g25341	XP_006287814.1
OG0001065	g37594	XP_006295696.1
OG0001066	g25931, g31501	XP_006304041.1
OG0001066	g31500	XP_023645921.1
OG0001067	g50285, g44694	XP_006300563.1
OG0001069	g38261	XP_006300409.1
OG0001069	g44203	XP_006301036.1
OG0001069	g40938	XP_006302139.1
OG0001070	g40496	XP_023633533.1, XP_006281373.1
OG0001071	g54120, g54121	XP_006303349.1
OG0001073	g51081	XP_006289627.1
OG0001076	g13268	XP_023636904.1
OG0001077	g18113	XP_023638598.1, XP_023638604.1, XP_006290694.2
OG0001078	g25495	XP_006289716.1
OG0001079	g19149	XP_006290657.1
OG0001081	g46220	XP_006302946.1
OG0001081	g31883	XP_006303383.1
OG0001082	g49717	XP_023642032.1
OG0001085	g24168	XP_006285388.1
OG0001085	g11721	XP_006300268.2
OG0001086	g17809	XP_006283635.1
OG0001086	g6503	XP_006297468.2
OG0001087	g6997	XP_006298197.1
OG0001088	g50944	XP_006296304.2
OG0001088	g38442	XP_006295970.1
OG0001089	g45549	XP_006292778.2
OG0001090	g16608	XP_006290672.1, XP_023637777.1, XP_006290677.1
OG0001094	g13245	XP_006298659.1
OG0001094	g36579	XP_006305690.1
OG0001095	g47259	XP_023635674.1
OG0001095	g17489, g17488	XP_006284920.1
OG0001096	g31204, g49695, g27093	XP_006307657.1
OG0001096	g41079	XP_006302321.1
OG0001098	g38065, g51631	XP_006294745.1
OG0001098	g2349, g19195	XP_006291486.1
OG0001099	g13512	XP_006299531.1
OG0001099	g11711	XP_006297170.1
OG0001101	g51963	XP_023640925.1
OG0001102	g40451	XP_023635922.1
OG0001103	g4833	XP_006289925.1
OG0001103	g12903, g12524	XP_006299606.1
OG0001104	g7717	XP_006300056.2
OG0001104	g7727	XP_023642694.1
OG0001105	g7634	XP_006297037.1
OG0001106	g12371, g12372, g7430, g13099	XP_023641095.1, XP_023641098.1
OG0001107	g54107, g36368, g28089, g25571, g23449	XP_006306519.1
OG0001107	g6862	XP_006297119.1
OG0001108	g43687, g43860	XP_006305822.1, XP_023632798.1, XP_006304848.1, XP_006306282.1
OG0001111	g36304	XP_006303709.1
OG0001111	g6935	XP_006298905.1
OG0001112	g24289, g17556	XP_006284528.1
OG0001112	g47940, g22966	XP_006284526.1
OG0001113	g32072, g12625, g39324	XP_006299119.2
OG0001115	g24581, g35924, g40550, g45129, g2969, g46849	XP_006292962.1, XP_006282035.1
OG0001116	g39443, g41757, g39431, g41755	XP_006282184.1, XP_006281765.1, XP_023645204.1, XP_006281873.1
OG0001120	g51295	XP_006293566.1
OG0001120	g39786	XP_006294673.1
OG0001121	g5271, g29355, g45622, g5272	XP_006288427.1, XP_006288428.1
OG0001122	g144	XP_006281940.2
OG0001123	g45539, g29498	XP_006288536.1
OG0001123	g9715	XP_006280992.1
OG0001125	g37952	XP_023639452.1
OG0001127	g27668, g27669	XP_023644906.1, XP_023644901.1, XP_023644907.1
OG0001128	g44848	XP_006302944.1
OG0001129	g45025, g32527	XP_006303624.1
OG0001129	g51533	XP_006295691.1
OG0001131	g47606	XP_006284825.1
OG0001131	g1001	XP_006281365.1
OG0001132	g12368	XP_023641398.1
OG0001132	g5680	XP_023636388.1
OG0001133	g29819	XP_006289048.1
OG0001133	g45372	XP_006289347.2, XP_006289854.2
OG0001134	g5744, g45348	XP_023636164.1
OG0001136	g16772	XP_006283231.1
OG0001136	g32737, g52865	XP_006290701.1
OG0001137	g44303	XP_006300681.2
OG0001138	g44329	XP_023643910.1
OG0001139	g46483	XP_006302954.1
OG0001139	g49982	XP_006303394.1
OG0001140	g44389	XP_006301690.1
OG0001140	g44390	XP_006301226.1
OG0001141	g10732	XP_006290880.1
OG0001141	g31536	XP_006307394.2
OG0001142	g27544	XP_006304266.1
OG0001142	g45881	XP_006301188.1
OG0001143	g31862, g50091	XP_006305608.1
OG0001143	g46192	XP_006302820.1
OG0001144	g36717	XP_023645939.1
OG0001144	g7236	XP_006298592.1
OG0001145	g46054	XP_006300331.1
OG0001145	g50019, g31737	XP_006304270.1
OG0001146	g13849	XP_006298073.1
OG0001146	g51025	XP_006298246.1
OG0001146	g47674	XP_006284041.1
OG0001148	g10319	XP_006292775.1
OG0001148	g46920	XP_006282776.1
OG0001149	g24213, g17494	XP_006281294.2, XP_006284743.1, XP_023634670.1
OG0001150	g1835	XP_006291551.1
OG0001150	g37654	XP_006294723.1
OG0001151	g52233, g37585	XP_006294533.1
OG0001151	g1906	XP_006291511.1
OG0001153	g19032	XP_006292679.1
OG0001153	g51912	XP_006293844.1
OG0001154	g50876	XP_006305649.1
OG0001155	g24935	XP_023640325.1
OG0001156	g7735, g12579, g12582	XP_006298797.1
OG0001157	g37691	XP_006293869.1
OG0001157	g37690	XP_006293871.1
OG0001158	g2829, g2861, g2846, g2842, g53545, g2828, g2860, g2824	XP_006292716.1
OG0001160	g4934, g41480	XP_006287189.1
OG0001161	g31457	XP_006305287.1
OG0001161	g12610	XP_023641458.1
OG0001162	g31371, g49813	XP_023645485.1
OG0001162	g44235	XP_006300839.1
OG0001163	g27261	XP_006307338.1
OG0001163	g31511, g2886	XP_006307363.1
OG0001164	g46377	XP_023643591.1
OG0001164	g27506, g32015	XP_006307595.1
OG0001166	g36357	XP_006304814.1
OG0001168	g47885, g23067	XP_006283828.1
OG0001168	g18215	XP_006285747.1
OG0001169	g23182, g18153	XP_006285500.1
OG0001169	g6220	XP_006297239.1
OG0001170	g5760	XP_023637269.1
OG0001170	g36049, g3813, g25749	XP_006288353.1
OG0001171	g50765, g3256	XP_006295963.1, XP_006279734.1, XP_023635413.1
OG0001171	g47728	XP_006296148.1, XP_006285848.1
OG0001174	g40387, g25674	XP_006287663.1
OG0001174	g47447, g23931	XP_006286135.1
OG0001175	g45708, g29218	XP_006288512.1
OG0001175	g12687	XP_006298399.1
OG0001176	g7885	XP_006297456.1
OG0001176	g29235	XP_023636384.1
OG0001177	g45586	XP_006289327.1
OG0001177	g41427, g650	XP_006289743.1
OG0001178	g29536	XP_006288924.1, XP_006281334.1
OG0001179	g9755	XP_023637368.1
OG0001180	g51265	XP_006293974.1, XP_006289200.2, XP_006296207.2
OG0001183	g32401	XP_023644761.1
OG0001184	g51531	XP_006294716.2
OG0001184	g50616	XP_006305269.1
OG0001185	g123	XP_006280412.1
OG0001186	g499	XP_006288378.1
OG0001186	g19430, g2696	XP_006291603.1
OG0001189	g18038	XP_006301879.1, XP_023645967.1
OG0001190	g17081	XP_006283844.1
OG0001190	g28452	XP_006280563.1
OG0001191	g39433, g28457	XP_006280681.1
OG0001192	g46253	XP_006302110.1
OG0001193	g27975, g54383	XP_006307187.2
OG0001193	g10361, g7278	XP_006297501.1
OG0001194	g44509	XP_006302076.1
OG0001195	g10463	XP_006291684.1, XP_006291597.1
OG0001195	g13569	XP_006296728.1
OG0001197	g12253, g7266	XP_023641970.1
OG0001198	g45965	XP_006302205.1, XP_023643889.1
OG0001199	g47242	XP_006285152.1
OG0001199	g40650	XP_006281043.1
OG0001200	g47209, g47208, g47207	XP_006285186.1
OG0001200	g24263	XP_006285286.2
OG0001201	g23966	XP_006284645.1
OG0001201	g28050	XP_006296630.2
OG0001202	g24309	XP_006285541.1
OG0001202	g47180	XP_006284156.1, XP_006286180.1
OG0001203	g2491, g19321	XP_006293081.1
OG0001203	g19632	XP_006282371.1
OG0001204	g52282, g37630	XP_006295053.1
OG0001205	g18874	XP_006293880.1, XP_006290798.1
OG0001206	g18904	XP_006290908.1
OG0001207	g2037	XP_006291482.1
OG0001207	g38182	XP_006294608.1
OG0001208	g52024	XP_006294671.1
OG0001208	g2044	XP_006291542.1
OG0001209	g2054	XP_006292009.1
OG0001210	g37200	XP_006293523.1
OG0001210	g2350	XP_006292903.1
OG0001211	g13898	XP_023641161.1
OG0001214	g12476	XP_006298735.1
OG0001214	g10202	XP_006281220.1
OG0001215	g13040	XP_006297259.1, XP_023643028.1, XP_006302065.1
OG0001216	g11987, g6854	XP_006298561.1
OG0001216	g13325	XP_023645213.1
OG0001218	g50700, g50698	XP_006303471.1
OG0001219	g29571, g5476	XP_006290155.1
OG0001220	g47772	XP_006290941.1, XP_006283471.1
OG0001220	g23347	XP_023634491.1
OG0001221	g40707	XP_023634974.1
OG0001221	g10864	XP_023635305.1
OG0001222	g13993	XP_006299674.1
OG0001222	g22956	XP_006284661.1
OG0001223	g50357, g26757	XP_023633067.1
OG0001224	g44056, g41814, g44067, g27885	XP_006301689.1, XP_023640842.1, XP_006301957.1, XP_023643270.1
OG0001225	g23953, g23954	XP_006285231.1, XP_006285984.2, XP_006284790.1, XP_006282510.1
OG0001226	g15119, g44911	XP_023634227.1, XP_023635218.1
OG0001231	g12761	XP_006296882.1
OG0001231	g5005, g29153, g45745	XP_006286949.1
OG0001232	g45674	XP_006290223.1
OG0001232	g17976	XP_006300573.1
OG0001233	g23660	XP_006285104.1
OG0001234	g29474, g45552	XP_023636702.1
OG0001235	g29575	XP_006287542.1
OG0001235	g276	XP_006280327.1
OG0001236	g7578	XP_006298847.1
OG0001236	g25488	XP_006288913.1
OG0001237	g51129	XP_023639929.1
OG0001237	g29697	XP_006290197.1, XP_006288477.1
OG0001239	g46917	XP_006296493.1
OG0001239	g39777, g46916	XP_006296520.2
OG0001240	g30901	XP_023645130.1
OG0001240	g37930	XP_023639642.1
OG0001241	g39772	XP_006301254.1, XP_006293603.2
OG0001243	g10158	XP_023636558.1
OG0001243	g4717	XP_023636377.1
OG0001244	g9683	XP_023635129.1
OG0001244	g2601	XP_006291909.1
OG0001245	g9802	XP_006282353.1, XP_006280264.2
OG0001246	g41690, g44903	XP_006302876.2
OG0001246	g50412	XP_023644968.1
OG0001247	g9884	XP_006282301.1
OG0001247	g5551	XP_006286992.1
OG0001248	g772	XP_006287824.1
OG0001249	g28729, g1167	XP_006279537.1
OG0001249	g29646	XP_006289352.2
OG0001250	g41089, g41082, g41085	XP_023643298.1
OG0001251	g945	XP_006281475.1
OG0001252	g45235	XP_006286693.1
OG0001252	g25470	XP_006303888.2
OG0001253	g45219	XP_023636386.1
OG0001254	g7476	XP_006297659.1
OG0001254	g29844, g5762	XP_006287710.1
OG0001256	g46484	XP_006302220.1
OG0001256	g31671	XP_006307407.1
OG0001257	g46314	XP_006300652.1
OG0001258	g35970	XP_023643892.1, XP_023644037.1, XP_023643859.1
OG0001258	g44470	XP_006301452.2, XP_006300537.2
OG0001259	g44475, g46190	XP_006302187.1
OG0001260	g13735, g6092	XP_006297928.2
OG0001260	g23002	XP_006284044.1
OG0001261	g47934	XP_023634197.1
OG0001261	g14007	XP_006297376.1
OG0001262	g7243, g13174, g12242	XP_006299300.1
OG0001263	g2407	XP_006291925.1
OG0001263	g38034	XP_006295118.1
OG0001264	g46950, g26286	XP_006285603.1
OG0001265	g6574	XP_006298575.1
OG0001265	g11806	XP_006282717.1
OG0001266	g31810, g27419	XP_023632825.1
OG0001266	g46154	XP_006303044.1
OG0001267	g34447	XP_006283725.1
OG0001269	g10998	XP_023637102.1
OG0001270	g36442, g6759	XP_023642398.1
OG0001271	g13368	XP_006298107.1
OG0001272	g54171	XP_006306192.1
OG0001272	g4807, g3849, g43217, g11942	XP_023641677.1
OG0001273	g47466	XP_006288443.1
OG0001273	g23883	XP_023634587.1
OG0001274	g26925, g30860	XP_006307240.2
OG0001275	g40831	XP_006284975.1, XP_006286062.1, XP_006301484.2
OG0001276	g17315	XP_006283446.1
OG0001276	g25581	XP_006289661.1, XP_023636619.1
OG0001277	g40455	XP_023636874.1
OG0001277	g47399	XP_006285476.1
OG0001278	g37633	XP_023640459.1
