Orthogroup	Cochlearia_excelsa	Eutrema_salsugineum
OG0003620	g41045	XP_006392227.1
OG0003622	g31300, g49765	XP_006417388.1
OG0003623	g31369	XP_006417258.1
OG0003624	g27285	XP_006416967.1
OG0003625	g27347	XP_006416799.1
OG0003626	g31682, g27360, g52951	XP_024008059.1
OG0003627	g27467	XP_024007819.1
OG0003628	g40510, g40511	XP_006398096.1, XP_006398101.1
OG0003629	g18199, g23123	XP_006412263.1
OG0003630	g23211	XP_024005802.1, XP_006408846.1
OG0003631	g47856	XP_006412311.1
OG0003632	g23283, g16931	XP_006412506.1
OG0003633	g50323	XP_006390927.1
OG0003633	g32075	XP_006416018.1
OG0003634	g45270	XP_006396261.1
OG0003636	g40017	XP_006409958.1
OG0003638	g12463	XP_006401809.1
OG0003639	g1392	XP_006402087.1
OG0003641	g11015	XP_024011104.1
OG0003645	g23972	XP_006413692.1
OG0003646	g28358	XP_006401870.1
OG0003647	g19758, g19705	XP_006404491.1
OG0003656	g2715	XP_006404261.1
OG0003657	g19498	XP_006404332.1, XP_006394376.1
OG0003659	g7905	XP_006408449.1
OG0003661	g29421	XP_024012332.1
OG0003662	g29433	XP_006399671.2
OG0003663	g31623, g27329	XP_006416865.1
OG0003664	g29552	XP_006399443.1, XP_006399444.1, XP_006399445.1
OG0003665	g7412	XP_006407505.1
OG0003666	g37895, g5558	XP_006410137.1
OG0003668	g23757	XP_006401843.1
OG0003668	g23752	XP_006413294.1
OG0003670	g9974	XP_006394622.1
OG0003671	g554, g18567	XP_006394721.1
OG0003672	g614, g14925, g18555, g35651	XP_006394826.1
OG0003673	g745	XP_006400672.1
OG0003674	g11469	XP_006404481.1
OG0003675	g41324, g28818, g848	XP_006400852.1
OG0003676	g41313	XP_024011920.1
OG0003678	g28556	XP_006401343.1
OG0003679	g1019	XP_006401441.1
OG0003680	g19394	XP_024013793.1
OG0003681	g11389	XP_006404226.1
OG0003682	g35875	XP_006396447.1, XP_024012006.1
OG0003683	g45292	XP_006404962.1
OG0003684	g36019, g46669	XP_006405475.1
OG0003684	g10479	XP_006395425.1
OG0003685	g31081	XP_006417761.1, XP_024012576.1
OG0003686	g16761	XP_006405288.1
OG0003687	g46167	XP_024010606.1
OG0003688	g44289	XP_006389799.1
OG0003690	g18505	XP_024006686.1
OG0003692	g54373, g27977	XP_006392573.1
OG0003694	g26795	XP_006402168.1
OG0003695	g24444, g17645	XP_006414479.1
OG0003696	g23547, g17039	XP_006412945.1
OG0003697	g47684	XP_024005652.1
OG0003698	g10439	XP_006395377.1
OG0003700	g40606, g10950	XP_006398308.1
OG0003702	g37513	XP_006397534.1
OG0003702	g37512	XP_006397533.1
OG0003704	g28054	XP_006393144.2
OG0003706	g31558	XP_006416964.1
OG0003707	g54228	XP_024006177.1
OG0003708	g36526	XP_024006124.1
OG0003708	g54247	XP_006409027.1
OG0003709	g37964	XP_006410510.1
OG0003710	g51548	XP_006410753.1
OG0003712	g9636	XP_024006718.1
OG0003713	g36017	XP_024012965.1
OG0003714	g1809, g38251	XP_006397194.1
OG0003715	g1866	XP_006402488.1
OG0003718	g19049	XP_006402880.1, XP_006402879.2, XP_006394010.2
OG0003718	g2185	XP_006403417.2
OG0003719	g51811, g37331	XP_006411211.1
OG0003720	g45748	XP_006400265.1
OG0003721	g27618	XP_006415811.1
OG0003722	g13953	XP_006409142.1
OG0003723	g23107	XP_006409117.1
OG0003723	g18202	XP_006412245.1
OG0003724	g5981	XP_006409089.1
OG0003725	g13925, g53828, g5975	XP_006409084.2
OG0003726	g16999	XP_006412802.1
OG0003727	g46828	XP_024015879.1
OG0003728	g38443	XP_006396172.1, XP_024014079.1, XP_024014078.1, XP_024014080.1
OG0003730	g10129	XP_006394941.1
OG0003731	g52237, g37584	XP_024010891.1
OG0003732	g37583	XP_006403199.1, XP_006397690.1
OG0003733	g37527	XP_024010685.1
OG0003734	g38224	XP_024010894.1
OG0003735	g37521	XP_024010786.1
OG0003736	g12926, g12927, g7652	XP_006407957.1
OG0003737	g12974, g12438, g7583	XP_006407824.1
OG0003738	g12421, g12422, g12423, g12424, g7551	XP_006407769.1
OG0003739	g13211	XP_006407122.1
OG0003740	g13219	XP_024015372.1
OG0003742	g6900, g13298	XP_006406648.1
OG0003743	g6866, g12000	XP_006406591.1
OG0003744	g6625, g6613, g6624	XP_006406238.1
OG0003745	g2457	XP_006403880.1
OG0003746	g49404, g19346	XP_006418262.1
OG0003747	g30946	XP_006417998.2
OG0003748	g49563	XP_006417804.1
OG0003750	g31677	XP_006398470.1, XP_024014168.1
OG0003751	g31696	XP_006416717.1, XP_024008255.1
OG0003752	g44658	XP_006390789.1
OG0003753	g44690	XP_006390855.1
OG0003754	g46902	XP_024014072.1, XP_006403070.1
OG0003756	g40483	XP_006403109.1
OG0003757	g54050, g54060	XP_006393472.1
OG0003758	g28099, g45806	XP_006390999.1
OG0003759	g36387, g54123	XP_006393268.1
OG0003760	g18353	XP_006411647.1
OG0003761	g25970, g22718	XP_006405879.1
OG0003762	g22723	XP_006411760.1
OG0003763	g18300	XP_006411814.1
OG0003763	g50899	XP_006404704.1
OG0003764	g22913	XP_006411978.1
OG0003765	g23728	XP_006413255.2
OG0003765	g47564	XP_006413254.1
OG0003766	g39516, g45113	XP_006396369.1
OG0003767	g25375	XP_006396224.1
OG0003768	g17052, g23568	XP_006412980.1
OG0003769	g25929	XP_006415456.1
OG0003772	g45017	XP_006391353.1
OG0003772	g46794	XP_006405864.1
OG0003774	g17892	XP_006416022.1, XP_024008704.1, XP_006395777.1, XP_024009332.1
OG0003776	g17581, g2658, g24339, g2672	XP_006414340.1
OG0003777	g24424	XP_006414452.1
OG0003784	g35743, g14830, g32561, g42979, g43245, g32904, g8786, g15995, g43028, g8772, g25037, g53600, g25233, g20878, g16668, g43557, g8242, g43108, g26715, g22196, g30258, g18553, g52705, g14518, g44671, g25792, g19809, g14385, g25895, g26013, g53097	XP_024014910.1, XP_024009416.1
OG0003791	g29505, g4996	XP_006400259.1
OG0003792	g3836	XP_006400142.1
OG0003793	g45624	XP_006399856.1
OG0003794	g29424, g5343	XP_006399705.1
OG0003795	g29484	XP_006399569.1
OG0003796	g29547	XP_006399459.1
OG0003798	g23817	XP_006413379.1
OG0003799	g53282	XP_006409842.1
OG0003800	g39886	XP_006410190.2
OG0003802	g39821, g51280	XP_006410333.1
OG0003803	g39741	XP_006410489.1
OG0003804	g17177	XP_024005170.1
OG0003805	g40244	XP_006397221.1, XP_006405594.1
OG0003806	g32528	XP_024009205.1
OG0003807	g50620, g27762	XP_006415266.1, XP_006415267.1
OG0003808	g69, g18678	XP_006393914.1
OG0003809	g275, g9809	XP_006394246.2
OG0003810	g2724	XP_006394309.2
OG0003811	g9850, g344	XP_006394370.1
OG0003812	g356, g9856	XP_024006984.1
OG0003814	g9962	XP_006394608.1
OG0003815	g29440	XP_024012391.1
OG0003815	g615	XP_006394829.1
OG0003816	g28885	XP_006400714.1
OG0003817	g832	XP_006400821.1
OG0003819	g28537	XP_006401387.1
OG0003819	g23692	XP_024005124.1
OG0003820	g1016	XP_006401451.1
OG0003821	g39385	XP_006401497.1
OG0003822	g28472, g950	XP_024011846.1
OG0003823	g45472	XP_006399196.1
OG0003824	g5610	XP_006399084.1
OG0003825	g11503	XP_006391093.2, XP_024009465.1, XP_024015098.1, XP_024016538.1
OG0003826	g4634, g10208	XP_006395084.1
OG0003827	g29793	XP_006398893.1
OG0003830	g44350	XP_006389944.1
OG0003831	g46442	XP_006389993.2, XP_024008672.1
OG0003832	g47082	XP_006395652.1
OG0003833	g54361, g36735	XP_024006072.1
OG0003835	g2940	XP_024009401.1
OG0003836	g2944	XP_006419017.1
OG0003837	g46942	XP_006415003.1
OG0003838	g47104	XP_006414513.1
OG0003839	g47118	XP_006414465.1, XP_006414464.1
OG0003841	g45781	XP_006391039.1
OG0003842	g44729, g44728	XP_024012155.1
OG0003843	g54177	XP_006393140.1
OG0003845	g38353, g51031	XP_006405049.1, XP_006403321.1
OG0003846	g16887	XP_006405602.2
OG0003846	g10378	XP_006395314.1
OG0003848	g2546	XP_006404013.1
OG0003848	g19651	XP_006393869.1
OG0003849	g47470	XP_006413527.1
OG0003851	g12725	XP_024015443.1
OG0003852	g54308	XP_006404284.1
OG0003853	g1822	XP_006402450.1
OG0003854	g52223	XP_024010800.1
OG0003855	g2011, g18899	XP_006402703.1
OG0003856	g18961	XP_006408676.1, XP_006408587.1
OG0003857	g18969	XP_006402818.1
OG0003858	g37437	XP_006402819.1
OG0003859	g19171	XP_006403623.2
OG0003860	g10798	XP_006398538.2
OG0003861	g11658	XP_024009679.1
OG0003862	g11399	XP_006418756.1
OG0003863	g41557	XP_006391146.1, XP_006391145.1
OG0003865	g37205	XP_024003922.1
OG0003866	g37190	XP_006410866.1
OG0003867	g36931	XP_006404705.1, XP_006411816.1
OG0003868	g28150, g53838	XP_006393739.1
OG0003869	g32703	XP_006415065.1
OG0003870	g32690	XP_006415067.1
OG0003871	g44249	XP_006391750.2
OG0003872	g40371	XP_006396905.1
OG0003873	g13850	XP_006408974.1
OG0003874	g50801	XP_006397878.1
OG0003875	g52125	XP_006397539.1
OG0003876	g52056	XP_006411509.2
OG0003877	g52018	XP_006411462.2
OG0003878	g37392	XP_006398360.1, XP_006411417.1
OG0003879	g7838	XP_006408359.1
OG0003880	g7603	XP_006395159.1
OG0003881	g12431, g7565, g12983	XP_006407795.1
OG0003882	g13118	XP_006407449.1
OG0003883	g13708	XP_006409425.1, XP_006404927.1
OG0003884	g12109	XP_006406925.2
OG0003886	g1307	XP_006401882.1
OG0003887	g19263	XP_006403816.1
OG0003888	g30866	XP_006418138.1
OG0003889	g26955	XP_024008772.1
OG0003890	g19592	XP_024014685.1, XP_006419064.1
OG0003891	g31149, g49652	XP_006417632.1
OG0003892	g49640, g31156	XP_024008983.1
OG0003893	g27398	XP_006416647.2
OG0003894	g31189, g49624	XP_006417563.1
OG0003895	g31385	XP_006391804.1
OG0003896	g50037	XP_006416623.1
OG0003897	g50051	XP_006416574.1
OG0003898	g50060	XP_006416546.1
OG0003899	g31831	XP_006416524.1
OG0003900	g39510, g5079	XP_006392185.1, XP_024010057.1
OG0003901	g40891	XP_024004564.1, XP_024015398.1
OG0003902	g36835, g40978	XP_006392051.2
OG0003903	g41075	XP_006392346.1
OG0003905	g40718, g10846	XP_024010990.1
OG0003906	g18352	XP_006411646.1
OG0003907	g2805	XP_006404417.1, XP_006401030.1
OG0003908	g22919	XP_006411989.1
OG0003909	g47896	XP_006412176.2
OG0003910	g23103, g47876	XP_006412239.2
OG0003911	g47768, g16962	XP_006412629.1
OG0003912	g27545	XP_006416110.1
OG0003913	g23592	XP_006413017.1
OG0003914	g50636, g49506	XP_024008095.1
OG0003916	g27667	XP_024007992.1
OG0003919	g27420, g38400, g25573, g16569, g3615, g39614, g31505, g5092, g24718	XP_024011096.1, XP_024013104.1
OG0003921	g33208, g33179	XP_024011339.1
OG0003922	g10349	XP_006395274.1
OG0003925	g452	XP_024007374.1
OG0003930	g18486, g18484	XP_024011066.1
OG0003931	g28334	XP_006401969.2
OG0003941	g5129	XP_006402016.1, XP_006400039.1, XP_006398167.1
OG0003942	g45655	XP_006399935.1
OG0003943	g5249	XP_006399872.1
OG0003944	g5297	XP_006399780.1
OG0003945	g10094	XP_006394852.1
OG0003945	g5346, g45579	XP_006399697.1
OG0003946	g45811	XP_006390983.1
OG0003948	g29448	XP_006394793.1, XP_006399627.1
OG0003949	g10145	XP_024007203.1
OG0003950	g29594	XP_006399315.2
OG0003951	g464	XP_006394582.1
OG0003952	g5513, g29598	XP_006399302.1
OG0003953	g29617	XP_006399245.1
OG0003953	g9897	XP_006394498.1
OG0003954	g13728, g13731	XP_006413377.1
OG0003955	g23823	XP_006413398.1
OG0003957	g40098	XP_006409758.1
OG0003958	g5559, g37894, g39949	XP_006410077.1
OG0003959	g51358, g39743, g37955	XP_006410483.1
OG0003960	g30862	XP_006418150.1
OG0003961	g47531, g23790, g17181	XP_006413337.1
OG0003962	g32402	XP_006415563.1
OG0003964	g51847	XP_024003899.1
OG0003965	g25482	XP_024010137.1
OG0003966	g18666	XP_024006899.1
OG0003967	g251, g9785	XP_006394199.1
OG0003968	g9810	XP_006394247.1
OG0003970	g416	XP_006394493.2
OG0003971	g44310	XP_024014986.1
OG0003972	g41603, g18592	XP_024007200.1
OG0003973	g9929	XP_006394545.1
OG0003974	g494, g9971	XP_006394617.1
OG0003975	g2681	XP_006394635.2
OG0003975	g19440, g19452	XP_006404208.1
OG0003976	g10072	XP_006394820.2
OG0003977	g10087	XP_006394841.1
OG0003978	g31329	XP_006417327.1
OG0003979	g850	XP_006400858.1
OG0003980	g853	XP_006400866.1
OG0003981	g10559	XP_006401849.1, XP_006395539.1
OG0003982	g39259, g1234	XP_006401022.1
OG0003984	g1198	XP_006401067.1
OG0003986	g28551, g1058	XP_006401361.1
OG0003987	g2653	XP_006404191.1, XP_006403310.1
OG0003988	g39426, g954	XP_006401585.1
OG0003989	g5570, g5574, g2956	XP_006399179.2
OG0003990	g912	XP_006401725.1
OG0003992	g29756, g5649	XP_006398959.1
OG0003993	g7424, g12367	XP_006407541.1
OG0003994	g45352	XP_006398787.1
OG0003995	g45313	XP_024011415.1
OG0003996	g29857	XP_006398693.1
OG0003997	g16803	XP_024012937.1, XP_006405394.1
OG0003998	g13083	XP_006407577.1
OG0003999	g31314	XP_024008467.1, XP_006417360.1
OG0004001	g31943	XP_006416380.1
OG0004001	g44404	XP_006390208.1
OG0004002	g17974	XP_024010935.1
OG0004003	g11053	XP_006398056.1
OG0004004	g54379, g54375	XP_006392570.1
OG0004005	g54372	XP_006392576.2
OG0004006	g36737	XP_006392596.1, XP_024006030.1
OG0004009	g28172, g35943, g53793	XP_006393747.1
OG0004010	g36663, g54304	XP_006392756.1, XP_006409718.1
OG0004011	g51579	XP_006410813.1
OG0004013	g17720, g24529, g41858, g1827	XP_006414710.1
OG0004014	g17716	XP_006414654.1
OG0004015	g24426	XP_006414458.1
OG0004020	g10507	XP_006395469.1
OG0004021	g17851, g23989	XP_006413743.1
OG0004022	g18398	XP_006398225.1
OG0004023	g11949	XP_006406453.1
OG0004024	g11948	XP_006406452.1
OG0004025	g51487	XP_006410653.1
OG0004026	g51500	XP_006410669.1
OG0004027	g40629	XP_024010995.1
OG0004028	g49955, g31626	XP_006416861.1
OG0004030	g6473	XP_024006196.1
OG0004031	g25771	XP_006396998.1
OG0004032	g24074	XP_006413908.1
OG0004033	g40500	XP_006398083.1
OG0004034	g47388, g23992	XP_006413750.1
OG0004035	g23987	XP_006413736.1
OG0004036	g6903	XP_024015326.1
OG0004037	g17585, g47159	XP_006414349.1
OG0004038	g24324, g17564	XP_006414315.1
OG0004039	g19669, g54387	XP_006408501.1
OG0004040	g31	XP_006393850.1
OG0004041	g18728	XP_006402343.1
OG0004042	g37676	XP_024010749.1
OG0004043	g38303	XP_006408841.1
OG0004044	g1860	XP_006402480.1
OG0004045	g1863	XP_024012908.1
OG0004046	g2027, g18883	XP_006402677.1
OG0004047	g11242, g18988, g2091	XP_006402883.2
OG0004048	g10808	XP_006398518.1
OG0004051	g19163, g2305	XP_024013406.1
OG0004052	g2340	XP_006403672.1
OG0004053	g19192, g18737, g47905, g2345	XP_024013666.1
OG0004054	g11695, g13520	XP_006418693.1, XP_006418691.1
OG0004055	g44769	XP_024006308.1
OG0004056	g19479	XP_006390710.1
OG0004058	g51907	XP_006411311.1
OG0004060	g50992	XP_006404978.1
OG0004061	g23828, g17205	XP_024005791.1
OG0004063	g27805, g32722	XP_024008581.1
OG0004064	g40289	XP_006397105.1
OG0004065	g23863	XP_024009963.1
OG0004066	g41428	XP_024011454.1
OG0004068	g18504	XP_006408117.2, XP_006394991.1
OG0004069	g37727	XP_006397935.1
OG0004070	g50780, g37669	XP_024010766.1
OG0004071	g13689	XP_024016466.1, XP_006393120.1
OG0004073	g38218, g52124	XP_006397536.1
OG0004074	g49989	XP_006416746.1
OG0004075	g49227, g20816, g20819, g49230, g20813, g30205	XP_006409284.2, XP_006418111.1
OG0004076	g12660	XP_006408343.1
OG0004077	g17878, g12639	XP_006408305.1
OG0004078	g12615, g7800	XP_006408237.1
OG0004079	g10180	XP_006395036.1
OG0004081	g7726	XP_006408127.1
OG0004082	g7721, g12837	XP_006408119.1
OG0004083	g7713, g12853	XP_006408100.1
OG0004084	g12516	XP_006408011.1
OG0004085	g12508	XP_006407987.1
OG0004086	g12446	XP_006407851.1
OG0004087	g7273	XP_024015725.1
OG0004088	g13177, g7235	XP_024014851.1
OG0004089	g7175	XP_006407111.1, XP_006407110.1
OG0004090	g13233, g12143	XP_006406988.1
OG0004091	g7045	XP_006406890.1
OG0004092	g12051	XP_006406763.1
OG0004093	g12026	XP_006406668.1
OG0004094	g13345, g11953	XP_006406464.1
OG0004095	g10234	XP_006395104.1
OG0004096	g10353	XP_006395278.2
OG0004098	g6517, g6518	XP_006406009.1
OG0004099	g13464	XP_006406034.1
OG0004100	g11787	XP_006406122.1
OG0004102	g11866	XP_006406260.1
OG0004103	g47723	XP_006412778.1
OG0004104	g1354, g46810, g4672	XP_006395054.1
OG0004105	g10181	XP_006395038.1
OG0004106	g25350	XP_024009906.1
OG0004107	g3709, g30745, g44113, g36008, g35172, g49327	XP_006418417.1
OG0004108	g26924, g30850, g49444	XP_006403157.1
OG0004109	g49542	XP_006417935.2
OG0004110	g31074	XP_006417763.1
OG0004111	g31153	XP_006417623.1
OG0004113	g49762	XP_006417392.1
OG0004114	g44241	XP_006391802.1
OG0004115	g27283	XP_006416975.1
OG0004116	g31736, g27397	XP_006416660.1
OG0004119	g26658	XP_006402243.2
OG0004120	g45927	XP_006390770.1
OG0004122	g40854	XP_006391780.1
OG0004123	g10813	XP_006398508.1
OG0004124	g17145	XP_024004354.1
OG0004125	g36283	XP_006396599.2
OG0004126	g18418	XP_006398073.1
OG0004127	g11468, g3238, g51211	XP_024013612.1
OG0004129	g54052	XP_024006184.1
OG0004130	g22830	XP_006411882.1
OG0004131	g22939	XP_006412015.1
OG0004132	g22965, g47942	XP_006412048.1
OG0004134	g13477	XP_006418831.1
OG0004135	g6484	XP_006418807.1
OG0004136	g38232	XP_024010061.1, XP_006411842.1
OG0004137	g28393	XP_006401774.1, XP_006413005.1
OG0004141	g43881	XP_024004945.1, XP_006392505.1
OG0004143	g5979, g42982, g13508	XP_006418736.1, XP_006418734.1
OG0004144	g6370, g6369	XP_024009285.1
OG0004146	g51115	XP_024013276.1, XP_024016667.1
OG0004148	g10809	XP_006398517.1
OG0004149	g10452	XP_006395392.1
OG0004152	g25932, g40227	XP_006397274.1
OG0004153	g50103, g31546, g25051, g24456, g23643	XP_006413091.1
OG0004154	g820, g1256, g821, g819	XP_006400805.1
OG0004155	g18635	XP_006394296.1
OG0004156	g12506	XP_006396915.2, XP_006407984.1
OG0004157	g51470	XP_024003805.1
OG0004165	g23392	XP_006412699.1
OG0004166	g47750, g16984	XP_006412693.1
OG0004167	g23386, g16982	XP_006412687.1
OG0004168	g9821	XP_006394304.1
OG0004169	g45752, g29140	XP_024011418.1
OG0004172	g285	XP_006396300.1, XP_006394259.1
OG0004173	g29205	XP_006400130.1
OG0004174	g29272, g5132	XP_006400033.1
OG0004175	g45683, g29274	XP_024011793.1
OG0004176	g5145	XP_024012575.1
OG0004177	g32095	XP_006416072.1
OG0004178	g29327	XP_006399908.1
OG0004180	g5391, g29462	XP_006399607.1
OG0004181	g10372	XP_024006937.1
OG0004182	g5399	XP_024011900.1
OG0004182	g579	XP_006394750.1
OG0004183	g5465	XP_006399412.1, XP_024009664.1, XP_006418591.2
OG0004185	g5503	XP_024011640.1
OG0004187	g40174	XP_006397371.1
OG0004188	g40144	XP_006408588.1
OG0004189	g36766	XP_024016037.1
OG0004190	g40105	XP_006409759.1, XP_006409733.1
OG0004191	g40031	XP_006409872.2
OG0004192	g39924, g51204	XP_006410120.1
OG0004193	g39915	XP_006410100.1
OG0004194	g39911	XP_006410153.1
OG0004195	g51237, g39856	XP_006410255.1
OG0004197	g51270	XP_024003708.1
OG0004198	g37922	XP_024003657.1
OG0004199	g36266	XP_006403380.1, XP_006393518.1
OG0004201	g53941, g28124	XP_006393614.1
OG0004202	g27652	XP_006415681.1
OG0004203	g50498	XP_006415610.1
OG0004204	g32407, g27687	XP_006415558.1
OG0004206	g32455, g50528	XP_006415491.1
OG0004207	g32469	XP_006415470.1
OG0004208	g32475, g50546	XP_024008715.1
OG0004210	g27766, g32553, g50621	XP_006415259.1
OG0004211	g10685	XP_006395749.1
OG0004214	g63	XP_006393904.1
OG0004215	g9686	XP_006393970.1
OG0004217	g18642	XP_006394264.2
OG0004218	g332	XP_006394345.1
OG0004220	g9907	XP_006394518.1, XP_024014896.1
OG0004221	g447	XP_006394556.1
OG0004222	g24328	XP_024005549.1
OG0004223	g39730	XP_006403245.1
OG0004225	g570	XP_006394742.1, XP_006394743.1
OG0004226	g41418	XP_006400541.1
OG0004227	g28923	XP_006400636.1
OG0004228	g786, g28879	XP_024011534.1
OG0004229	g1255	XP_006400984.1
OG0004230	g1237	XP_006401015.1
OG0004232	g120, g28565	XP_006401287.2
OG0004233	g23923	XP_024005724.1
OG0004234	g39362	XP_024012101.1
OG0004236	g39400, g973	XP_006401539.1
OG0004237	g39583	XP_006396445.1
OG0004238	g39604	XP_006396487.1
OG0004239	g5598	XP_024012271.1
OG0004241	g29803, g45387, g24741, g17943, g16343, g16338, g16335	XP_024010317.1, XP_006397136.2
OG0004242	g5765, g45343	XP_006398747.1
OG0004243	g45285	XP_024011976.1, XP_006405906.2
OG0004244	g16828	XP_006405433.1
OG0004245	g46817	XP_006405382.2
OG0004245	g16794	XP_024014664.1
OG0004246	g46556	XP_006389829.1
OG0004247	g46516	XP_006389892.1
OG0004248	g46478	XP_006389954.1
OG0004249	g13613	XP_006390065.2
OG0004250	g7542, g12415	XP_006407753.1
OG0004252	g50387	XP_006415861.1
OG0004254	g24676, g24622, g24617, g24670	XP_006414912.1
OG0004255	g52183, g37562	XP_006397643.1
OG0004256	g44588	XP_006390611.1
OG0004257	g50313	XP_006416031.1
OG0004258	g49866	XP_024009162.1, XP_006398216.1
OG0004259	g10414	XP_006395363.1
OG0004260	g22599, g28295, g1366	XP_006402057.1
OG0004261	g10461	XP_006395406.1
OG0004262	g1584	XP_006395597.1
OG0004263	g44746, g32138	XP_006415972.1
OG0004264	g44764, g45796	XP_006391018.1
OG0004265	g40608	XP_006398313.1
OG0004266	g10959, g40596	XP_006398283.1
OG0004267	g16723	XP_006398219.1
OG0004268	g40543	XP_024011111.1
OG0004269	g38266	XP_006398019.1
OG0004271	g36493	XP_006393062.1
OG0004272	g28028	XP_006392993.1
OG0004273	g54258	XP_006392933.1
OG0004274	g24177	XP_006414088.1
OG0004275	g47275	XP_006414091.2
OG0004277	g24265	XP_024005431.1
OG0004278	g19330	XP_006403953.1
OG0004279	g47469, g23879	XP_006413528.1
OG0004280	g23890, g47457	XP_024005541.1
OG0004281	g41171	XP_006401935.1
OG0004282	g17229	XP_006414680.2
OG0004283	g13661, g37114	XP_006410650.1
OG0004284	g17284, g23947	XP_006413634.1
OG0004285	g24076	XP_006413909.1
OG0004286	g17372, g24044, g24043	XP_024004341.1
OG0004287	g47363, g17394	XP_006413821.1, XP_024010066.1
OG0004288	g47189	XP_006414291.1
OG0004289	g18346	XP_006399939.1, XP_006408542.1
OG0004290	g18775	XP_006394856.1
OG0004291	g18753	XP_006402318.2
OG0004292	g1843	XP_006397796.1
OG0004293	g11175, g1877	XP_006402517.1
OG0004294	g2028	XP_006402674.1
OG0004295	g1987, g18944	XP_006402768.1
OG0004296	g18959, g11214	XP_024012761.1
OG0004297	g2034	XP_024012863.1
OG0004299	g19005	XP_006402933.1
OG0004300	g2137	XP_006402969.1
OG0004302	g11284	XP_006403504.1
OG0004303	g28420, g918	XP_006401710.1
OG0004304	g6459	XP_006418765.2
OG0004305	g6035	XP_006409217.2
OG0004306	g13979, g6025	XP_006409191.1
OG0004307	g5999	XP_024016640.1
OG0004308	g5956	XP_006409050.1
OG0004310	g37381	XP_006411385.1
OG0004311	g37370, g51961	XP_006411356.1
OG0004312	g37365	XP_024003898.1
OG0004313	g38139, g51861	XP_024003858.1
OG0004314	g51758	XP_006411145.1
OG0004315	g51730	XP_006411081.1
OG0004317	g25671	XP_006396803.1
OG0004318	g38423	XP_006404856.1
OG0004319	g27615, g32221	XP_006415839.1
OG0004320	g49453, g26936	XP_006418127.1
OG0004321	g11436	XP_006418929.2
OG0004322	g10108	XP_006394892.1
OG0004323	g10128, g51931, g51929, g51936, g4791	XP_024014317.1, XP_024007390.1
OG0004325	g4787	XP_006394950.1
OG0004326	g50812, g37709, g38255	XP_006397895.1
OG0004327	g50810, g37708	XP_006397894.1
OG0004328	g50784	XP_006397844.1
OG0004329	g37658, g50778	XP_006397823.1
OG0004330	g6695	XP_006397809.1
OG0004331	g6676	XP_006406284.1
OG0004332	g52270	XP_006397750.1
OG0004333	g37518, g37520	XP_024010845.1
OG0004334	g52108, g37487	XP_024003770.1
OG0004335	g37485, g38204	XP_006411584.1
OG0004336	g52088, g37468	XP_006411559.1
OG0004337	g40689, g10895	XP_006398414.1
OG0004338	g10897, g40687	XP_006398409.1
OG0004339	g10902, g40679	XP_006398400.1
OG0004341	g7675	XP_006408003.1
OG0004343	g12475, g12943	XP_006407905.1
OG0004344	g7560	XP_006407784.2
OG0004345	g7448	XP_024015515.1
OG0004346	g7390, g12329	XP_006407463.1
OG0004347	g12307	XP_006407405.1
OG0004348	g7337	XP_006407379.1
OG0004349	g7301, g12275	XP_006407316.1
OG0004350	g12250, g13154	XP_006407260.1
OG0004351	g36716	XP_006392631.1, XP_006407215.1
OG0004352	g7208	XP_006407162.2
OG0004353	g13209	XP_006407130.1
OG0004354	g7182	XP_006407114.1
OG0004355	g7140	XP_006407039.1
OG0004356	g7089, g13234	XP_006406978.1
OG0004357	g7084	XP_024015115.1
OG0004358	g13236	XP_006406970.1
OG0004359	g7046	XP_024015774.1
OG0004360	g13828	XP_006409009.1
OG0004361	g6973	XP_006406764.1
OG0004362	g11994, g13316	XP_006406577.1
OG0004363	g13327	XP_006406544.1
OG0004364	g11956, g6789	XP_006406484.1
OG0004365	g13362, g13361, g6752	XP_006406410.1
OG0004366	g6720	XP_006406379.1
OG0004367	g11886	XP_006406334.1
OG0004368	g13378	XP_006406319.1
OG0004369	g13382	XP_006406295.1
OG0004370	g46779	XP_006405837.1
OG0004371	g46833	XP_006391521.1
OG0004372	g10295	XP_006395223.1
OG0004373	g6505, g13475	XP_006418839.1
OG0004374	g6541	XP_006406061.1
OG0004375	g13422, g4678, g6590	XP_024014954.1
OG0004376	g11855	XP_006406232.1
OG0004377	g13396	XP_006406240.1
OG0004378	g11858, g6630	XP_006406241.1
OG0004379	g6670	XP_006406268.1
OG0004379	g6669	XP_006406267.1
OG0004380	g25098	XP_024007065.1
OG0004381	g41459, g29066	XP_006400417.1
OG0004382	g2463	XP_006403894.1
OG0004383	g19305, g2467	XP_006403905.1
OG0004384	g26886	XP_006418358.1
OG0004385	g30827	XP_006418230.1
OG0004387	g49525	XP_024008183.1
OG0004388	g27016, g31087	XP_006417755.1
OG0004390	g27081	XP_006417568.1
OG0004391	g49700	XP_006417540.1
OG0004392	g49787, g31344	XP_006417294.1, XP_024016224.1
OG0004393	g49824, g31390	XP_006417223.1
OG0004394	g31396	XP_006417217.1
OG0004395	g49847, g31402	XP_006417201.1
OG0004396	g31656	XP_006416803.1
OG0004397	g50193	XP_006416299.1
OG0004399	g27524	XP_006416177.1
OG0004400	g44642	XP_024007615.1
OG0004401	g45843	XP_024009634.1, XP_006390904.1
