Orthogroup	Cochlearia_excelsa	Cardamine_hirsuta
OG0002379	g39246	CARHR285390
OG0002380	g23322	CARHR239370
OG0002380	g47784, g28603	CARHR270860
OG0002381	g1013	CARHR268740
OG0002381	g17123	CARHR234310
OG0002382	g964	CARHR267940
OG0002382	g23651	CARHR234880
OG0002383	g17087	CARHR235120
OG0002385	g12324, g39747	CARHR207200, CARHR085940
OG0002386	g13101	CARHR085090
OG0002386	g29780	CARHR208640
OG0002387	g12375	CARHR084690
OG0002388	g40823	CARHR046750
OG0002390	g46375, g44361	CARHR071120
OG0002391	g31999	CARHR021970
OG0002392	g46265	CARHR069830
OG0002392	g31939	CARHR021020
OG0002394	g47952	CARHR244480
OG0002394	g13990	CARHR108410
OG0002395	g12252	CARHR087630
OG0002396	g13195, g12217	CARHR088500
OG0002397	g54340	CARHR044580
OG0002399	g23080	CARHR242890
OG0002401	g37161	CARHR130520
OG0002401	g19219	CARHR162630
OG0002402	g13523	CARHR101720
OG0002403	g11678, g11684	CARHR101290
OG0002404	g47004	CARHR219200
OG0002404	g13487	CARHR100320
OG0002405	g47035	CARHR220040
OG0002406	g24507, g17719	CARHR221180
OG0002407	g13423	CARHR221500, CARHR221520, CARHR098330
OG0002408	g31738	CARHR018500, CARHR247960
OG0002408	g50020	CARHR066260
OG0002409	g44561	CARHR066760
OG0002409	g31746	CARHR018630
OG0002410	g46134	CARHR067570
OG0002412	g44504	CARHR068070
OG0002413	g18017, g41516	CARHR154320
OG0002414	g32193	CARHR025940
OG0002415	g32184	CARHR025760
OG0002416	g44816	CARHR061520
OG0002416	g32187	CARHR025770
OG0002417	g32164	CARHR025570
OG0002417	g45780	CARHR062120
OG0002418	g50680	CARHR061860
OG0002418	g46930	CARHR062160
OG0002419	g13851	CARHR110990
OG0002420	g16790, g44966	CARHR213020
OG0002420	g40782	CARHR047700
OG0002421	g31172	CARHR009220
OG0002421	g41111	CARHR055140
OG0002422	g10444	CARHR149630
OG0002424	g31322	CARHR011790
OG0002425	g43975	CARHR176000
OG0002425	g24183	CARHR225320
OG0002426	g10983	CARHR176670
OG0002427	g51401	CARHR127960
OG0002428	g10853	CARHR173750, CARHR173720
OG0002429	g47204	CARHR224010
OG0002429	g10869	CARHR173950
OG0002430	g40368	CARHR255190
OG0002430	g23892	CARHR230790
OG0002431	g22696	CARHR247460, CARHR079980
OG0002432	g40392	CARHR229840, CARHR254180
OG0002433	g23913	CARHR230190
OG0002434	g40405	CARHR253770
OG0002434	g47428	CARHR229480
OG0002435	g25652	CARHR253580
OG0002435	g47424	CARHR229320
OG0002436	g40417	CARHR253490
OG0002436	g17304, g47415	CARHR229190
OG0002437	g24077	CARHR226800
OG0002438	g24039	CARHR227480
OG0002438	g24040	CARHR227470
OG0002440	g47365	CARHR252180, CARHR227720
OG0002441	g24004, g47380	CARHR228210
OG0002442	g23996	CARHR228350, CARHR228360, CARHR228330
OG0002443	g18712	CARHR291400
OG0002444	g12664, g10279	CARHR209520, CARHR209510
OG0002446	g18688	CARHR171490
OG0002446	g52276	CARHR141030
OG0002447	g38217	CARHR138810
OG0002448	g36284, g42124	CARHR037820, CARHR290860
OG0002449	g18973	CARHR168190, CARHR043630
OG0002449	g36510	CARHR041720
OG0002450	g37407	CARHR136860
OG0002453	g2302	CARHR164170
OG0002454	g2363	CARHR163230
OG0002454	g38055	CARHR257780, CARHR131560
OG0002455	g19203	CARHR289330
OG0002456	g19239, g2411	CARHR162340
OG0002457	g6031	CARHR108480
OG0002458	g22917	CARHR244950
OG0002459	g47976	CARHR245170
OG0002460	g47738	CARHR109400, CARHR238170
OG0002461	g23494	CARHR236920
OG0002461	g13893	CARHR110270
OG0002462	g51922	CARHR135690
OG0002463	g51717	CARHR133010, CARHR133470, CARHR133460, CARHR133000
OG0002464	g40383, g25681	CARHR254510
OG0002465	g22880	CARHR245430
OG0002466	g32733	CARHR033440, CARHR033510
OG0002467	g40397	CARHR254070
OG0002467	g47436	CARHR229700
OG0002468	g10099	CARHR187120
OG0002468	g7678	CARHR080460
OG0002470	g37551	CARHR139630, CARHR150030
OG0002470	g37550	CARHR139620
OG0002471	g13749	CARHR108070, CARHR108060, CARHR116550
OG0002471	g38231	CARHR139530, CARHR139540
OG0002472	g52120	CARHR138570
OG0002473	g7751	CARHR078790
OG0002474	g12594	CARHR078830
OG0002474	g12813	CARHR185250
OG0002476	g12985	CARHR083020
OG0002477	g5828	CARHR211770
OG0002477	g7527	CARHR083240
OG0002478	g12336	CARHR207710
OG0002479	g50558, g7315	CARHR086790
OG0002481	g12201	CARHR088960
OG0002481	g36682	CARHR044410
OG0002482	g17662	CARHR222060
OG0002483	g47148	CARHR222650
OG0002484	g24365, g24374	CARHR222610
OG0002486	g44986	CARHR058370
OG0002487	g26194, g18056	CARHR057490
OG0002489	g7654	CARHR080830
OG0002489	g41455	CARHR194200
OG0002490	g2484	CARHR160940, CARHR160920
OG0002491	g49366	CARHR001730
OG0002491	g44667	CARHR064270
OG0002492	g44032	CARHR053790
OG0002492	g41055	CARHR009680
OG0002493	g31222	CARHR009860
OG0002494	g27111	CARHR010490
OG0002494	g27116	CARHR010500
OG0002495	g40850	CARHR048320
OG0002496	g10556	CARHR013250
OG0002496	g31414	CARHR013230
OG0002497	g49876	CARHR013900, CARHR013910
OG0002497	g10630	CARHR146450
OG0002498	g31490	CARHR014390
OG0002499	g49906	CARHR145070
OG0002500	g31548	CARHR015250
OG0002500	g10747	CARHR144410
OG0002501	g31615, g49947	CARHR016180
OG0002502	g31691	CARHR017860, CARHR257910, CARHR257920
OG0002503	g32025	CARHR022650
OG0002504	g32109	CARHR023820
OG0002505	g50300	CARHR023980
OG0002506	g45829	CARHR063230
OG0002506	g50321	CARHR024530
OG0002507	g31324	CARHR011840
OG0002507	g40940	CARHR050550
OG0002508	g18338	CARHR294400
OG0002510	g22822	CARHR246020
OG0002511	g47985	CARHR245770
OG0002511	g38445	CARHR114350
OG0002512	g50951	CARHR292970
OG0002513	g23023	CARHR243470, CARHR042980
OG0002514	g23119	CARHR105680
OG0002515	g16915	CARHR115330
OG0002516	g38334	CARHR116220
OG0002516	g16934	CARHR240030
OG0002517	g23313	CARHR239560, CARHR239510
OG0002518	g44707	CARHR063340
OG0002518	g32082, g50311	CARHR024350
OG0002519	g23623	CARHR056460
OG0002523	g25869	CARHR260160
OG0002526	g19768, g19695, g20008, g19984	CARHR189910
OG0002526	g19742, g19720	CARHR184360, CARHR292720, CARHR182900
OG0002530	g36887	CARHR184720
OG0002531	g18332, g18013, g53656, g22666	CARHR294460
OG0002532	g2870	CARHR155190
OG0002533	g19424	CARHR157380
OG0002533	g296	CARHR277320
OG0002534	g2753, g19492	CARHR156630, CARHR156620
OG0002535	g1509, g1511	CARHR144570, CARHR015170
OG0002537	g17970	CARHR070250
OG0002538	g29196, g29197	CARHR196890
OG0002539	g45711	CARHR197410
OG0002539	g5077	CARHR197430
OG0002540	g7894	CARHR076170
OG0002541	g5155	CARHR198450
OG0002542	g5184	CARHR198810
OG0002542	g7934	CARHR075330
OG0002543	g2348	CARHR163380
OG0002544	g5336	CARHR201180
OG0002545	g234	CARHR278350
OG0002546	g267	CARHR277780
OG0002546	g5471	CARHR204160
OG0002547	g39624, g25489	CARHR251300
OG0002548	g39645	CARHR251770
OG0002549	g49575	CARHR007420
OG0002549	g51113	CARHR122060
OG0002550	g51180	CARHR123010
OG0002550	g31053	CARHR006990
OG0002551	g51225	CARHR124270
OG0002551	g31016	CARHR006350
OG0002552	g39798	CARHR126250
OG0002552	g30912	CARHR004630
OG0002553	g49459	CARHR003950
OG0002554	g30857	CARHR003490
OG0002555	g11076	CARHR179170
OG0002556	g32316	CARHR127540, CARHR027580
OG0002557	g32325, g50461	CARHR027780
OG0002558	g32594	CARHR031580
OG0002559	g2566	CARHR160000
OG0002560	g9718	CARHR279350
OG0002561	g29545	CARHR278640, CARHR203600
OG0002562	g19427	CARHR277350, CARHR157410
OG0002563	g360	CARHR276190
OG0002564	g5564	CARHR205920
OG0002565	g29627	CARHR205670
OG0002566	g534	CARHR189190
OG0002567	g2988	CARHR150540
OG0002567	g28816	CARHR274030
OG0002568	g28806	CARHR273900
OG0002569	g1300	CARHR273640
OG0002569	g2913	CARHR154130
OG0002570	g2806	CARHR155660
OG0002570	g1227	CARHR272800
OG0002572	g54325, g46597	CARHR074430
OG0002573	g6537, g47044	CARHR099290
OG0002574	g28642	CARHR271230
OG0002574	g17149	CARHR233300
OG0002575	g39328	CARHR256740
OG0002577	g39375	CARHR268750
OG0002578	g17911, g17918, g17900, g17896	CARHR055380, CARHR055390, CARHR055370
OG0002579	g45229	CARHR250510
OG0002580	g5581	CARHR206240
OG0002581	g29712	CARHR207530
OG0002581	g18990	CARHR167530
OG0002582	g13104	CARHR085160
OG0002582	g5667	CARHR208510
OG0002583	g12374	CARHR084760
OG0002584	g13008, g7526	CARHR083260
OG0002585	g10526	CARHR148210
OG0002586	g46592	CARHR074220
OG0002587	g46480	CARHR072390, CARHR072410
OG0002588	g44395	CARHR070090
OG0002588	g31956, g27479	CARHR021400
OG0002589	g46270, g44400	CARHR069960
OG0002590	g46264	CARHR069820
OG0002591	g31917	CARHR020810
OG0002591	g44413	CARHR069640
OG0002592	g50127	CARHR020700
OG0002592	g27452	CARHR069530
OG0002593	g10125	CARHR182990, CARHR289360, CARHR292330, CARHR292220, CARHR266170, CARHR183000, CARHR182960, CARHR186360
OG0002594	g11152	CARHR117950
OG0002595	g27991	CARHR044320, CARHR045850, CARHR043880, CARHR045840, CARHR045830
OG0002596	g36685	CARHR044480
OG0002596	g7192	CARHR088880
OG0002597	g36684	CARHR044460
OG0002597	g12202	CARHR088920
OG0002598	g54354, g27997, g36680	CARHR044340
OG0002599	g36668	CARHR044180
OG0002600	g51576	CARHR162640
OG0002600	g37163	CARHR130570
OG0002601	g6510	CARHR099720
OG0002602	g47067, g17714	CARHR221220
OG0002603	g24438	CARHR222360, CARHR289110
OG0002604	g46140	CARHR067620
OG0002604	g46130	CARHR067440
OG0002604	g46129	CARHR289450
OG0002605	g27606	CARHR026010
OG0002605	g44836, g41526	CARHR061310
OG0002606	g32191	CARHR025900
OG0002607	g40213, g25942	CARHR259450
OG0002608	g11021, g40519	CARHR177950, CARHR226710
OG0002609	g11972	CARHR094570
OG0002609	g6824	CARHR039670
OG0002611	g11906	CARHR096300
OG0002611	g36468	CARHR040890
OG0002612	g54278	CARHR043140
OG0002613	g12140, g7079	CARHR090510
OG0002614	g7080	CARHR090500
OG0002616	g2514, g2515	CARHR184140, CARHR153680
OG0002618	g14206	CARHR106510
OG0002618	g23081	CARHR242910
OG0002619	g14102	CARHR106860, CARHR091860
OG0002620	g23034	CARHR243330
OG0002621	g23026, g47904	CARHR243380
OG0002622	g25648, g25638	CARHR253640
OG0002623	g43177	CARHR255270, CARHR255260
OG0002624	g18758	CARHR173380, CARHR143540
OG0002625	g1861	CARHR171760
OG0002626	g1959	CARHR170170
OG0002626	g52133	CARHR139030
OG0002628	g37440	CARHR137350
OG0002629	g37398	CARHR136710
OG0002630	g2167	CARHR166290
OG0002630	g51882	CARHR135480
OG0002632	g11754	CARHR099470, CARHR099450, CARHR099460, CARHR099480
OG0002633	g2324	CARHR163820
OG0002634	g23612	CARHR235450
OG0002635	g11650	CARHR102770
OG0002635	g46863	CARHR216910
OG0002636	g44918	CARHR059720
OG0002637	g23470	CARHR237250
OG0002637	g13899	CARHR110170
OG0002638	g37321	CARHR134410
OG0002639	g32224	CARHR026340, CARHR028690
OG0002642	g22693	CARHR247550
OG0002642	g50872	CARHR112480
OG0002643	g40315	CARHR032370, CARHR256160
OG0002644	g13833	CARHR111630
OG0002644	g23576	CARHR235840
OG0002645	g11185, g18831	CARHR170670
OG0002647	g7802	CARHR194880, CARHR078040
OG0002649	g13037, g12404	CARHR083660
OG0002650	g13044	CARHR083830
OG0002651	g12317, g7368	CARHR086180
OG0002652	g7260	CARHR087680
OG0002652	g7259	CARHR087690
OG0002653	g28101	CARHR038190
OG0002653	g12025	CARHR093300
OG0002654	g22810	CARHR114130, CARHR246150
OG0002655	g10370	CARHR152300
OG0002656	g11770	CARHR098970
OG0002657	g47052	CARHR220870
OG0002658	g6593	CARHR098230
OG0002658	g13418	CARHR098210
OG0002660	g18119	CARHR215120
OG0002660	g45005	CARHR058200
OG0002661	g10179	CARHR185360
OG0002662	g39513, g25421	CARHR250030, CARHR249780, CARHR001630
OG0002663	g26904	CARHR002340
OG0002664	g49570	CARHR007340
OG0002665	g31205	CARHR009620
OG0002666	g31236	CARHR010190
OG0002666	g44057	CARHR283920
OG0002667	g41007	CARHR051820
OG0002668	g31310	CARHR011580
OG0002669	g27169	CARHR012110
OG0002670	g10662	CARHR145830
OG0002671	g31497	CARHR014490, CARHR066560, CARHR066550, CARHR036430, CARHR014480
OG0002672	g31563	CARHR015460
OG0002673	g27296, g27295	CARHR015690
OG0002674	g31681	CARHR017580
OG0002674	g46457	CARHR072000
OG0002675	g44606	CARHR065320
OG0002675	g31698	CARHR017950
OG0002677	g18380	CARHR294000
OG0002680	g22819	CARHR246040
OG0002681	g23076	CARHR242830
OG0002682	g23085	CARHR242290
OG0002683	g23117	CARHR242570
OG0002683	g14285	CARHR105670
OG0002684	g47816	CARHR240460
OG0002685	g53184	CARHR286470
OG0002685	g23220	CARHR240950
OG0002686	g18177, g18178, g18175, g18176, g18169, g18172, g18180, g18171, g18174	CARHR156580
OG0002687	g23153	CARHR286410, CARHR106600, CARHR241900, CARHR146060
OG0002688	g38343	CARHR116630
OG0002690	g27623	CARHR026790, CARHR027020
OG0002694	g41048, g44081, g44097, g44083	CARHR053340, CARHR053280
OG0002695	g7564	CARHR258940, CARHR082590, CARHR082560, CARHR082550, CARHR219870
OG0002696	g22785	CARHR114330
OG0002697	g2630	CARHR158210
OG0002699	g1314	CARHR264770
OG0002700	g41181, g41197, g11665	CARHR265060
OG0002705	g23646	CARHR234940
OG0002706	g4918, g4965	CARHR195420
OG0002707	g13706, g14198	CARHR106670
OG0002708	g7925	CARHR075650
OG0002710	g5332	CARHR201100
OG0002711	g216	CARHR278580
OG0002712	g11310	CARHR214610
OG0002712	g11364	CARHR159770
OG0002713	g5485	CARHR204340
OG0002714	g18597	CARHR275220, CARHR205510
OG0002715	g37802	CARHR120220
OG0002715	g40095	CARHR008120
OG0002717	g30954	CARHR005340
OG0002718	g30875	CARHR003860
OG0002719	g39714	CARHR210350, CARHR179740
OG0002720	g23761	CARHR232930, CARHR232920
OG0002721	g36243	CARHR037070
OG0002721	g28117	CARHR181610
OG0002722	g28133, g28132, g28131, g29183	CARHR036650, CARHR036660, CARHR036630
OG0002723	g51456	CARHR128690
OG0002724	g51497	CARHR129230
OG0002725	g1775, g1320	CARHR172460
OG0002726	g10060	CARHR240250
OG0002726	g593, g18563	CARHR188080
OG0002727	g28915	CARHR192020
OG0002728	g834	CARHR150750
OG0002728	g28840	CARHR274360
OG0002731	g23690	CARHR234120
OG0002732	g2635	CARHR158070
OG0002733	g45475	CARHR205970
OG0002733	g370	CARHR276010
OG0002734	g7367	CARHR207070
OG0002735	g51466	CARHR135360, CARHR103760
OG0002736	g5653	CARHR208300
OG0002736	g12360	CARHR085290
OG0002737	g45364	CARHR209690
OG0002738	g23564	CARHR235990
OG0002739	g5802	CARHR211370
OG0002740	g7525, g13009	CARHR083270, CARHR211890
OG0002741	g27351	CARHR017290
OG0002742	g13734	CARHR107540
OG0002743	g23650	CARHR234900
OG0002743	g28479	CARHR267790
OG0002744	g7203	CARHR088710
OG0002744	g27988	CARHR044640
OG0002745	g13225	CARHR089770
OG0002746	g7108	CARHR090210
OG0002746	g36608	CARHR043390
OG0002747	g11464	CARHR104530
OG0002748	g47515, g23827	CARHR231990
OG0002749	g47706	CARHR219670
OG0002749	g24608	CARHR219660
OG0002750	g18055	CARHR057920
OG0002751	g47094	CARHR221990
OG0002753	g44975	CARHR058710
OG0002754	g24408	CARHR290410
OG0002754	g7001	CARHR091880
OG0002755	g46080	CARHR066700
OG0002757	g23528	CARHR236560
OG0002757	g5922	CARHR110720
OG0002759	g28238	CARHR047070
OG0002760	g37623	CARHR140940
OG0002760	g16812	CARHR213550
OG0002761	g44723	CARHR062930
OG0002761	g27574	CARHR025000, CARHR024880
OG0002762	g22866	CARHR245570
OG0002762	g38429	CARHR293030
OG0002763	g11880	CARHR096950
OG0002764	g36516	CARHR041840, CARHR103680, CARHR097140
OG0002766	g24796	CARHR218570
OG0002766	g11679	CARHR101310
OG0002767	g38008	CARHR129910
OG0002768	g24206	CARHR224970
OG0002769	g17553	CARHR224020
OG0002770	g10867	CARHR173920
OG0002772	g51685	CARHR132510
OG0002773	g17288	CARHR229510, CARHR229520
OG0002774	g18409	CARHR177960
OG0002774	g24081	CARHR178060
OG0002774	g24080	CARHR226730
OG0002775	g29293	CARHR198620
OG0002776	g37730	CARHR142830
OG0002776	g1757	CARHR172820
OG0002777	g37570	CARHR170640
OG0002778	g38212, g37500	CARHR138490
OG0002779	g51945	CARHR135780
OG0002780	g11285	CARHR165000
OG0002781	g7169	CARHR089170, CARHR089180
OG0002782	g38063	CARHR131670
OG0002782	g19199	CARHR163280
OG0002784	g13572	CARHR103060
OG0002784	g6356	CARHR216800
OG0002786	g5994	CARHR109270
OG0002788	g1508	CARHR144450
OG0002789	g17005	CARHR237490
OG0002789	g13806	CARHR110010
OG0002790	g38126	CARHR134260
OG0002790	g51771	CARHR134270
OG0002791	g22683	CARHR247660, CARHR112340
OG0002792	g25875	CARHR260090
OG0002792	g40245	CARHR286310
OG0002793	g32748	CARHR033720
OG0002793	g44634	CARHR290920
OG0002795	g10117, g4826	CARHR186760
OG0002796	g7710	CARHR079640
OG0002797	g37522, g52132	CARHR138970
OG0002798	g37505	CARHR138630
OG0002799	g40686	CARHR174270
OG0002799	g10898	CARHR224300, CARHR224290
OG0002801	g7724	CARHR079300
OG0002802	g7722	CARHR185810
OG0002802	g12836	CARHR079330
OG0002803	g12923	CARHR080670, CARHR193930
OG0002804	g12500	CARHR080700
OG0002804	g12924	CARHR193980
OG0002805	g39535	CARHR249630
OG0002807	g6985	CARHR092220
OG0002807	g47138	CARHR222520
OG0002808	g13311	CARHR038940
OG0002808	g11999, g6865	CARHR093960
OG0002810	g47048	CARHR220660
OG0002812	g44139	CARHR051790
OG0002813	g31317, g27156	CARHR255430, CARHR011740
OG0002814	g31325	CARHR011900
OG0002815	g40886	CARHR049100
OG0002815	g31374	CARHR012580
OG0002816	g49819	CARHR012690
OG0002817	g45952	CARHR065230
OG0002818	g44599, g46011	CARHR065620
OG0002818	g50004	CARHR018100
OG0002820	g13604	CARHR116300, CARHR034290, CARHR178680, CARHR034300, CARHR049960, CARHR236760
OG0002821	g40822	CARHR046740
OG0002822	g36385	CARHR039300
OG0002823	g22874	CARHR245450
OG0002824	g16705	CARHR144950, CARHR177060
OG0002826	g51040	CARHR115870
OG0002826	g16922, g23274	CARHR240330
OG0002827	g23160	CARHR241790
OG0002828	g38359	CARHR294510
OG0002828	g51026	CARHR239620
OG0002833	g5926, g23441, g47729	CARHR101110, CARHR101100, CARHR101090, CARHR164790
OG0002835	g16489	CARHR151780
OG0002836	g47929	CARHR244030
OG0002837	g28408	CARHR266230
OG0002839	g2993	CARHR179970, CARHR150620
OG0002844	g10684	CARHR212720
OG0002845	g28985	CARHR195680
OG0002846	g29325	CARHR199300
OG0002847	g5230, g45629, g45630	CARHR199500
OG0002848	g46257	CARHR100370
OG0002849	g10063, g4037	CARHR102960
OG0002850	g5379	CARHR201970
OG0002851	g29453, g5383	CARHR288960
OG0002852	g4815	CARHR186700
OG0002853	g482	CARHR190220
OG0002853	g5505	CARHR204740
OG0002854	g40134, g40132	CARHR119470
OG0002855	g49614	CARHR038390, CARHR008090, CARHR008080
OG0002855	g40083	CARHR120520
OG0002856	g26992, g31030	CARHR123900
OG0002857	g30978	CARHR005630
OG0002857	g39846	CARHR124980
OG0002858	g39808	CARHR126430
OG0002858	g26953	CARHR004540
OG0002859	g30910	CARHR004600, CARHR126280
OG0002860	g49468	CARHR004250
OG0002861	g30880	CARHR003960
OG0002863	g17157	CARHR233110, CARHR233150
OG0002865	g37138	CARHR129790
OG0002865	g27726	CARHR031060
OG0002866	g14176, g14116, g14163, g14135, g14125, g14184, g14155, g14132, g14170, g14149, g14157, g14152, g14187, g14142, g14137, g14166, g14178, g14172, g14145	CARHR031240
OG0002868	g2604	CARHR158880
OG0002869	g9697	CARHR279690
OG0002869	g11375	CARHR158740
OG0002870	g5488	CARHR204400
OG0002871	g9818	CARHR277200
OG0002871	g19420	CARHR157260
OG0002872	g404	CARHR275490
OG0002873	g41372	CARHR191720
OG0002874	g23677	CARHR234340
OG0002875	g1008	CARHR268650, CARHR234320, CARHR204420
OG0002876	g19363, g19364	CARHR285970, CARHR288020, CARHR159860, CARHR159870, CARHR036770
OG0002878	g32414, g29781	CARHR208650
OG0002879	g13072	CARHR209170
OG0002879	g7441	CARHR084730
OG0002880	g46648	CARHR212980
OG0002880	g16788	CARHR047400
OG0002881	g28302, g14732	CARHR118380, CARHR177910, CARHR177890
OG0002883	g31680	CARHR017570
OG0002884	g19388	CARHR158830
OG0002887	g47505, g47506	CARHR231800
OG0002888	g25845, g18080	CARHR218090
OG0002889	g6442	CARHR101010
OG0002890	g24694	CARHR218930
OG0002891	g27478	CARHR021350
OG0002891	g7428	CARHR084030, CARHR084020
OG0002892	g44527, g46141	CARHR067700
OG0002893	g40567	CARHR176470
OG0002894	g32645	CARHR176950
OG0002895	g54271	CARHR090700
OG0002896	g23742	CARHR233080, CARHR233070
OG0002898	g40688	CARHR174230
OG0002899	g23058	CARHR243040
OG0002901	g11049	CARHR178550
OG0002904	g2487	CARHR160840
OG0002905	g19311	CARHR281740
OG0002905	g2472	CARHR161040
OG0002906	g50817	CARHR142650
OG0002906	g1762	CARHR172650
OG0002907	g1772	CARHR172490
OG0002907	g50808	CARHR142370
OG0002908	g50779	CARHR054060
OG0002908	g37662	CARHR141690
OG0002909	g37656	CARHR141610
OG0002911	g1962	CARHR170140
OG0002912	g11277	CARHR165650, CARHR058330
OG0002914	g921	CARHR266550
OG0002914	g23590	CARHR235610
OG0002915	g25245	CARHR217560
OG0002915	g11580	CARHR103840
OG0002916	g22926	CARHR244780
OG0002916	g6024	CARHR108690
OG0002917	g13933	CARHR271160
OG0002919	g29100	CARHR193720, CARHR193710, CARHR193730
OG0002921	g12768	CARHR077270
OG0002922	g12843	CARHR079440
OG0002923	g12535	CARHR080160
OG0002924	g7555	CARHR082720
OG0002924	g12237	CARHR088200
OG0002925	g13010	CARHR083280
OG0002926	g13597	CARHR084470
OG0002926	g7456	CARHR084480
OG0002927	g13164, g13163	CARHR087910
OG0002928	g12156	CARHR089960
OG0002930	g7056	CARHR090920, CARHR090910
OG0002931	g6906	CARHR093400
OG0002932	g6893	CARHR093510
OG0002932	g13301	CARHR093500
OG0002933	g6801	CARHR094800
OG0002933	g6806	CARHR094790
OG0002934	g43358	CARHR058160
OG0002935	g13398	CARHR097710, CARHR097700
OG0002936	g11859	CARHR097630
OG0002937	g45098	CARHR056950
OG0002938	g49311	CARHR000750
OG0002939	g49362	CARHR001680
OG0002939	g45226	CARHR249970
OG0002940	g39862	CARHR124750
OG0002940	g49537	CARHR005720
OG0002941	g27293	CARHR015640
OG0002942	g31877	CARHR020280
OG0002943	g44256	CARHR047830, CARHR047840
OG0002946	g36913	CARHR114300
OG0002947	g17817	CARHR228460
OG0002947	g25564	CARHR252620
OG0002950	g47998	CARHR246270
OG0002950	g36927	CARHR113990
OG0002951	g22980	CARHR244000
OG0002952	g23275	CARHR240320
OG0002953	g23196	CARHR241270
OG0002954	g47803	CARHR240040
OG0002955	g47799	CARHR239900
OG0002955	g38336	CARHR116390
OG0002956	g11732, g6483	CARHR100070
OG0002958	g23558	CARHR236020
OG0002961	g37949, g25033	CARHR174360
OG0002962	g18291, g22790	CARHR246440, CARHR056820
OG0002963	g13274	CARHR092330
OG0002964	g25174	CARHR131070, CARHR131080
OG0002971	g45427	CARHR207810
OG0002972	g38409	CARHR184880
OG0002973	g12436	CARHR082310
OG0002975	g51027, g38358	CARHR294550
OG0002976	g5015, g29155	CARHR196280
OG0002977	g22287, g22468, g22507, g30097, g30090, g22343, g22274, g22486, g36091, g30096, g36092, g22485, g22467, g22271, g22286, g22506, g30089	CARHR197300
OG0002978	g5213, g45638	CARHR199220
OG0002979	g32466	CARHR023600
OG0002979	g29360	CARHR200120
OG0002981	g163	CARHR202950
OG0002981	g9720	CARHR279210
OG0002982	g29542	CARHR203570, CARHR278670
OG0002983	g23896	CARHR050230, CARHR230940
OG0002984	g10524	CARHR204660
OG0002985	g51183	CARHR123240
OG0002987	g39684	CARHR179190
OG0002988	g37039	CARHR181430
OG0002988	g32292	CARHR134160
OG0002989	g37103	CARHR128910
OG0002990	g27712	CARHR030190
OG0002990	g32490	CARHR030180
OG0002992	g19372, g9672, g86	CARHR280250
OG0002993	g94, g9680	CARHR280200
OG0002994	g104	CARHR280090
OG0002996	g810	CARHR190820, CARHR151250
OG0002997	g28811	CARHR273950, CARHR273940, CARHR273930
OG0002999	g39281, g28682	CARHR271860, CARHR271980
OG0003000	g1055	CARHR269570, CARHR269550, CARHR269540
OG0003002	g986	CARHR268310
OG0003002	g47612	CARHR234560
OG0003003	g17107	CARHR234600
OG0003004	g31203, g49620	CARHR040170, CARHR189180
OG0003005	g5588	CARHR206470
OG0003006	g39607	CARHR251140
OG0003007	g12799, g36097	CARHR078230, CARHR121590
OG0003008	g18989	CARHR167560
OG0003009	g29848, g5781	CARHR210650
OG0003009	g13057	CARHR084000
OG0003010	g14376	CARHR110430, CARHR213240, CARHR213250
OG0003011	g27510	CARHR022400
OG0003011	g46394	CARHR071360
OG0003013	g46371	CARHR071070
OG0003014	g22983	CARHR243980
OG0003015	g22982	CARHR243970
OG0003015	g6053	CARHR107840
OG0003016	g40218	CARHR253350, CARHR254210
OG0003017	g11682	CARHR101320
OG0003018	g17884	CARHR218660
OG0003020	g17813, g47020	CARHR179980, CARHR219820
OG0003021	g50041	CARHR019030
OG0003021	g46105	CARHR067010
OG0003022	g44804	CARHR061570
OG0003023	g23495	CARHR236910
OG0003024	g31971	CARHR021630
OG0003025	g10438	CARHR149790
OG0003025	g16854	CARHR261940
OG0003026	g10433	CARHR149810
OG0003027	g18395, g16730	CARHR176540
OG0003028	g6788	CARHR095040
OG0003029	g28048	CARHR040840
OG0003030	g36389	CARHR039330
OG0003031	g11875	CARHR097100
OG0003032	g12097	CARHR091340
OG0003033	g51705	CARHR132800, CARHR132790, CARHR132810
OG0003034	g33	CARHR281190
OG0003034	g2526	CARHR160400
OG0003037	g40467	CARHR252360, CARHR227850
OG0003038	g18421	CARHR181210, CARHR219580
OG0003040	g18823	CARHR170740
OG0003041	g18857, g1932	CARHR170440
OG0003042	g52111	CARHR169650
OG0003043	g11216	CARHR168450
OG0003044	g2343	CARHR163450
OG0003045	g12769, g7829	CARHR077280
OG0003046	g19220, g19221	CARHR162620
OG0003046	g6438	CARHR158240
OG0003047	g44902	CARHR059980
OG0003048	g32258	CARHR060100
OG0003049	g41604	CARHR060520
OG0003050	g18127	CARHR216500
OG0003051	g23819	CARHR232210
OG0003052	g18331	CARHR247940
OG0003053	g50744	CARHR117560, CARHR120210
OG0003054	g25748	CARHR255490
OG0003054	g47341	CARHR227160
OG0003055	g41438	CARHR193840
OG0003057	g4855	CARHR186960
OG0003058	g7739	CARHR079090
OG0003060	g37596	CARHR140540
OG0003061	g52140	CARHR139070
OG0003061	g52138	CARHR139060
OG0003062	g37525	CARHR199330, CARHR139040, CARHR199340, CARHR058880
OG0003063	g38169	CARHR025870
OG0003064	g12572	CARHR079530
