Orthogroup	Cochlearia_excelsa	Raphanus_sativus
OG0001365	g50667	XP_018492840.1, XP_018434167.1
OG0001365	g40320	XP_018452390.1, XP_018476383.1
OG0001366	g12863	XP_018490581.1, XP_018493486.1, XP_018433398.1, XP_018439571.1
OG0001368	g50799	XP_018484952.1, XP_018483149.1, XP_018484941.1, XP_018440551.1
OG0001371	g7791, g12800	XP_018485492.1, XP_018440913.1
OG0001372	g10167	XP_018483342.1, XP_018452508.1, XP_018488769.1, XP_018491434.1, XP_018439235.1
OG0001373	g12357	XP_018432714.1, XP_018461712.1, XP_018434691.1
OG0001374	g46720	XP_018459744.1, XP_018459840.1, XP_018483060.1, XP_018484666.1
OG0001374	g46715	XP_018483023.1, XP_018482718.1
OG0001375	g7141	XP_018492244.1, XP_018440629.1, XP_018486106.1, XP_018466455.1
OG0001376	g13232	XP_018466262.1, XP_018459439.1, XP_018434754.1
OG0001376	g36609	XP_018447839.1, XP_018469523.1
OG0001377	g28105	XP_018451488.1, XP_018448138.1
OG0001377	g6921	XP_018492854.1, XP_018485930.1, XP_018440208.1, XP_018489290.1, XP_018489289.1
OG0001378	g5296	XP_018474309.1, XP_018476766.1, XP_018445499.1
OG0001378	g11895, g6705	XP_018490671.1
OG0001379	g54189, g36494	XP_018448084.1, XP_018490190.1
OG0001379	g6511	XP_018440040.1
OG0001380	g41474	XP_018444426.1, XP_018444636.1
OG0001381	g49758	XP_018433529.1, XP_018466738.1
OG0001381	g27133, g31288	XP_018491713.1, XP_018483562.1
OG0001383	g50221	XP_018466780.1
OG0001385	g50955	XP_018481276.1
OG0001385	g22883	XP_018444192.1, XP_018444624.1
OG0001386	g50696, g50697	XP_018481622.1, XP_018481593.1, XP_018437493.1, XP_018437482.1, XP_018437462.1, XP_018437473.1, XP_018439303.1
OG0001387	g23148	XP_018461093.1, XP_018482685.1
OG0001389	g7008, g12090	XP_018490892.1, XP_018453912.1, XP_018440472.1
OG0001390	g46885	XP_018485392.1
OG0001391	g44144	XP_018482435.1
OG0001393	g50748	XP_018453719.1, XP_018435936.1, XP_018467126.1
OG0001396	g17095	XP_018448653.1
OG0001396	g28478	XP_018450944.1, XP_018476000.1
OG0001397	g17094	XP_018472306.1
OG0001397	g959	XP_018470416.1
OG0001399	g12792	XP_018492951.1
OG0001399	g4949, g41495, g29026	XP_018467995.1, XP_018445793.1, XP_018476134.1
OG0001400	g5130, g45688	XP_018472764.1, XP_018442437.1, XP_018474994.1, XP_018445389.1
OG0001401	g5312	XP_018446706.1, XP_018446699.1, XP_018471437.1
OG0001401	g29114	XP_018476275.1
OG0001402	g29463	XP_018452419.1
OG0001402	g585	XP_018459220.1
OG0001403	g5442	XP_018476016.1
OG0001403	g206	XP_018456336.1, XP_018439726.1, XP_018491235.1
OG0001404	g29591, g5508	XP_018446634.1, XP_018476832.1, XP_018471570.1
OG0001404	g472	XP_018477894.1, XP_018477901.1
OG0001405	g39988	XP_018481329.1, XP_018437421.1
OG0001405	g49588, g31076	XP_018489332.1, XP_018449554.1, XP_018442498.1
OG0001407	g39954	XP_018478805.1, XP_018476110.1
OG0001407	g7926	XP_018432732.1
OG0001408	g39891	XP_018434674.1, XP_018478057.1
OG0001408	g38172	XP_018480710.1
OG0001409	g39881	XP_018440080.1, XP_018440117.1
OG0001409	g49546, g30998	XP_018449064.1, XP_018492916.1
OG0001410	g30917, g36607	XP_018448099.1, XP_018447643.1
OG0001411	g53956	XP_018447688.1, XP_018459746.1, XP_018437305.1
OG0001411	g37042	XP_018484237.1, XP_018455083.1
OG0001412	g51437	XP_018436348.1, XP_018466586.1, XP_018478717.1
OG0001412	g50512	XP_018448707.1, XP_018488707.1
OG0001413	g27768	XP_018485840.1, XP_018485733.1
OG0001414	g2602	XP_018471448.1, XP_018481071.1, XP_018481056.1
OG0001414	g109	XP_018488954.1
OG0001415	g11370, g2610	XP_018452495.1, XP_018457015.1, XP_018432591.1, XP_018491204.1, XP_018452050.1, XP_018440293.1
OG0001416	g2698	XP_018433505.1
OG0001417	g1242	XP_018465905.1
OG0001419	g39359	XP_018470646.1
OG0001419	g47589	XP_018484223.1
OG0001420	g39589, g45243	XP_018472939.1, XP_018474706.1, XP_018465234.1, XP_018455003.1, XP_018456005.1
OG0001421	g29751	XP_018468543.1, XP_018469577.1, XP_018432966.1
OG0001422	g5844	XP_018442104.1
OG0001422	g7528	XP_018485708.1, XP_018491495.1
OG0001423	g10488	XP_018483868.1, XP_018434153.1, XP_018434849.1
OG0001424	g43438, g51479, g14481, g53452, g53134	XP_018467847.1
OG0001425	g13727	XP_018469731.1, XP_018470841.1, XP_018484219.1
OG0001425	g6114	XP_018439298.1, XP_018458027.1, XP_018492335.1
OG0001426	g7249	XP_018440120.1, XP_018488498.1
OG0001427	g12241, g13175, g7242	XP_018435100.1, XP_018489192.1, XP_018488495.1
OG0001428	g11318, g2386, g19210	XP_018442949.1, XP_018477933.1
OG0001428	g38043	XP_018474634.1, XP_018474643.1
OG0001429	g47647	XP_018478869.1
OG0001429	g41252	XP_018455783.1, XP_018457490.1, XP_018468412.1
OG0001430	g23844	XP_018483139.1, XP_018479116.1, XP_018445757.1
OG0001432	g32129	XP_018466799.1, XP_018449348.1
OG0001432	g44727, g45813	XP_018444135.1, XP_018454953.1, XP_018454957.1
OG0001433	g47287	XP_018480484.1, XP_018458629.1
OG0001433	g10970	XP_018463830.1, XP_018477512.1
OG0001434	g24120	XP_018451899.1
OG0001434	g11008	XP_018455897.1
OG0001435	g13365	XP_018487030.1, XP_018438436.1, XP_018440342.1, XP_018436655.1
OG0001435	g36451, g54175	XP_018469002.1, XP_018492635.1, XP_018463508.1
OG0001436	g13247	XP_018480677.1, XP_018486397.1
OG0001436	g7051	XP_018432709.1, XP_018438232.1
OG0001437	g10909, g40671	XP_018455341.1, XP_018438309.1, XP_018481758.1
OG0001437	g47233	XP_018461089.1
OG0001438	g24262	XP_018448538.1, XP_018484090.1, XP_018463745.1
OG0001438	g10884, g40692	XP_018464003.1, XP_018466246.1
OG0001439	g25734, g25735	XP_018462010.1, XP_018458957.1
OG0001440	g47915	XP_018477352.1, XP_018450921.1, XP_018471933.1
OG0001440	g13722	XP_018492394.1, XP_018440650.1
OG0001441	g40424	XP_018473099.1, XP_018456171.1, XP_018460795.1, XP_018453842.1
OG0001441	g23965	XP_018445616.1
OG0001442	g47406, g23975	XP_018471393.1, XP_018470398.1, XP_018477682.1, XP_018480644.1
OG0001443	g24038	XP_018450199.1, XP_018469697.1, XP_018482359.1
OG0001444	g17261	XP_018480590.1, XP_018460372.1, XP_018466229.1, XP_018465071.1
OG0001447	g18882	XP_018442478.1
OG0001447	g38213	XP_018434817.1, XP_018476896.1, XP_018477361.1
OG0001448	g38481	XP_018440419.1, XP_018435023.1
OG0001448	g22799, g18905	XP_018443616.1, XP_018459993.1
OG0001450	g37416	XP_018481383.1, XP_018436443.1
OG0001450	g2112	XP_018446465.1, XP_018459496.1
OG0001451	g51997	XP_018488658.1, XP_018488611.1, XP_018465278.1
OG0001451	g2084	XP_018458586.1, XP_018460288.1
OG0001452	g19071	XP_018481076.1, XP_018486001.1
OG0001452	g51822	XP_018481947.1, XP_018438670.1, XP_018466245.1
OG0001453	g18141	XP_018447481.1
OG0001454	g51683, g37238	XP_018477716.1, XP_018473219.1, XP_018437005.1
OG0001454	g2317	XP_018442677.1
OG0001455	g19180	XP_018441295.1, XP_018465954.1
OG0001456	g12065	XP_018463464.1
OG0001456	g24396	XP_018470027.1, XP_018483743.1
OG0001457	g39667, g39659	XP_018463139.1
OG0001458	g5970	XP_018438017.1, XP_018462518.1, XP_018437485.1, XP_018436231.1
OG0001459	g13914	XP_018436758.1, XP_018454974.1, XP_018454911.1
OG0001459	g16998	XP_018481075.1, XP_018481498.1
OG0001460	g13804	XP_018453978.1, XP_018433650.1, XP_018434013.1, XP_018456619.1, XP_018472290.1
OG0001462	g51720, g43710	XP_018473044.1, XP_018483369.1
OG0001462	g43709, g51721	XP_018474047.1, XP_018476023.1, XP_018436380.1, XP_018436381.1
OG0001463	g7340	XP_018491969.1
OG0001464	g40403	XP_018460338.1, XP_018472540.1, XP_018474626.1
OG0001465	g18320	XP_018454211.1, XP_018450574.1, XP_018483849.1
OG0001466	g50894	XP_018480772.1, XP_018467531.1
OG0001466	g22760	XP_018447230.1, XP_018459821.1, XP_018485051.1
OG0001467	g38428	XP_018433995.1
OG0001468	g18258	XP_018469078.1, XP_018462729.1, XP_018483061.1, XP_018484642.1
OG0001468	g38412	XP_018440908.1, XP_018436189.1
OG0001469	g50980	XP_018481749.1, XP_018437633.1
OG0001469	g23357	XP_018461182.1, XP_018480805.1, XP_018470890.1
OG0001470	g27809, g32746	XP_018447064.1, XP_018485609.1
OG0001471	g32990	XP_018434337.1
OG0001472	g7694, g12874	XP_018489561.1, XP_018490260.1, XP_018438852.1, XP_018433453.1
OG0001472	g4796	XP_018455378.1, XP_018479320.1
OG0001473	g4793	XP_018483796.1
OG0001473	g7697	XP_018491853.1, XP_018433454.1, XP_018438853.1, XP_018432523.1
OG0001474	g17029	XP_018452317.1, XP_018452315.1, XP_018438237.1
OG0001474	g5913	XP_018434968.1, XP_018462100.1
OG0001475	g37528, g52159	XP_018463228.1, XP_018478177.1, XP_018478166.1, XP_018437102.1
OG0001476	g40693	XP_018454930.1, XP_018464001.1, XP_018464000.1
OG0001477	g7644	XP_018490800.1
OG0001477	g10183	XP_018438539.1, XP_018481208.1
OG0001478	g54248	XP_018489899.1
OG0001479	g31244	XP_018493338.1, XP_018441398.1, XP_018436296.1
OG0001479	g44080, g41049	XP_018440599.1
OG0001480	g40871	XP_018453267.1
OG0001480	g31381	XP_018490311.1, XP_018488444.1, XP_018488448.1
OG0001481	g31637	XP_018436055.1, XP_018438757.1
OG0001482	g1456	XP_018473403.1, XP_018476312.1
OG0001482	g17218	XP_018445262.1, XP_018445113.1, XP_018484371.1
OG0001483	g50146	XP_018458482.1
OG0001483	g23030	XP_018477269.1, XP_018469163.1, XP_018447171.1
OG0001484	g50275	XP_018466127.1, XP_018449690.1
OG0001484	g45907	XP_018452899.1, XP_018444248.1
OG0001485	g40490	XP_018479507.1, XP_018479506.1
OG0001486	g47771	XP_018471939.1, XP_018465116.1, XP_018483241.1, XP_018450426.1, XP_018451238.1
OG0001486	g16960	XP_018465880.1
OG0001487	g50328, g50331	XP_018448046.1
OG0001488	g6174	XP_018463951.1, XP_018469338.1
OG0001490	g5386, g28104	XP_018437593.1, XP_018488279.1, XP_018490014.1, XP_018490153.1
OG0001493	g6492	XP_018435506.1
OG0001499	g41854	XP_018454925.1, XP_018444835.1, XP_018444601.1, XP_018443465.1
OG0001500	g27692, g50520	XP_018432742.1, XP_018462842.1, XP_018463616.1
OG0001501	g12623	XP_018489974.1, XP_018489742.1
OG0001501	g4981	XP_018446132.1
OG0001502	g12626	XP_018435101.1, XP_018490767.1
OG0001502	g41499	XP_018473138.1
OG0001503	g5139	XP_018444853.1, XP_018473469.1, XP_018473412.1, XP_018476881.1
OG0001503	g29275	XP_018432624.1, XP_018446705.1
OG0001504	g36419	XP_018438476.1
OG0001505	g7936	XP_018465728.1
OG0001505	g29306, g45660	XP_018467625.1, XP_018473697.1
OG0001506	g12282, g7311	XP_018490598.1, XP_018467152.1, XP_018490431.1, XP_018436639.1
OG0001507	g45567	XP_018472106.1, XP_018444826.1
OG0001507	g601	XP_018434536.1, XP_018485367.1
OG0001508	g5523	XP_018444025.1
OG0001508	g18591	XP_018486349.1, XP_018457006.1, XP_018433835.1
OG0001509	g45490	XP_018470402.1, XP_018456933.1, XP_018470118.1, XP_018476994.1
OG0001510	g32219	XP_018489487.1
OG0001510	g44855	XP_018435894.1, XP_018469247.1
OG0001511	g40081	XP_018483396.1
OG0001511	g27025	XP_018451604.1, XP_018486173.1, XP_018485456.1
OG0001512	g49598	XP_018447178.1, XP_018450796.1
OG0001512	g31085	XP_018435812.1, XP_018482210.1, XP_018471659.1
OG0001512	g40022	XP_018474985.1
OG0001513	g39987	XP_018481573.1, XP_018437760.1
OG0001514	g26999	XP_018469104.1, XP_018468854.1, XP_018489399.1, XP_018458416.1, XP_018447872.1
OG0001515	g49548, g31017	XP_018451143.1, XP_018472701.1, XP_018493467.1
OG0001516	g49536	XP_018437032.1, XP_018480610.1, XP_018440797.1, XP_018474624.1
OG0001517	g30913	XP_018447374.1, XP_018486205.1
OG0001518	g26938	XP_018489971.1, XP_018466533.1, XP_018487133.1
OG0001518	g37956	XP_018482441.1
OG0001519	g49452	XP_018447096.1, XP_018447965.1, XP_018461439.1, XP_018488135.1, XP_018488142.1
OG0001519	g39735	XP_018457485.1, XP_018457484.1
OG0001520	g30869	XP_018490322.1
OG0001520	g39729	XP_018455431.1, XP_018455430.1
OG0001521	g46537	XP_018456978.1, XP_018456980.1
OG0001521	g31638	XP_018439932.1
OG0001522	g32400	XP_018493013.1, XP_018460018.1, XP_018451132.1, XP_018451144.1, XP_018483692.1, XP_018459900.1
OG0001523	g51434	XP_018439863.1
OG0001523	g50510	XP_018490468.1, XP_018435413.1, XP_018451281.1, XP_018451273.1
OG0001524	g18886	XP_018442144.1, XP_018460713.1
OG0001524	g32505	XP_018449185.1, XP_018449599.1
OG0001525	g50608	XP_018459286.1
OG0001526	g2598, g19380	XP_018481058.1, XP_018434537.1, XP_018449507.1, XP_018481069.1
OG0001527	g131	XP_018488175.1, XP_018491828.1
OG0001527	g19093	XP_018446051.1, XP_018457029.1
OG0001528	g18637	XP_018481339.1, XP_018458463.1, XP_018466802.1, XP_018481340.1, XP_018435565.1, XP_018462780.1
OG0001529	g543	XP_018478688.1, XP_018457413.1
OG0001529	g19405	XP_018487043.1, XP_018436990.1
OG0001531	g28856	XP_018453364.1
OG0001532	g28748	XP_018475836.1, XP_018475835.1, XP_018452466.1, XP_018468651.1
OG0001533	g28744	XP_018473449.1, XP_018475553.1
OG0001534	g40605	XP_018435787.1
OG0001535	g17138	XP_018472181.1
OG0001535	g39342, g1077	XP_018452141.1
OG0001536	g16793	XP_018480455.1, XP_018457863.1
OG0001536	g40839	XP_018452304.1, XP_018456725.1
OG0001537	g39587	XP_018472993.1, XP_018453748.1, XP_018457184.1, XP_018465471.1
OG0001537	g30797, g49392	XP_018451072.1
OG0001538	g30806	XP_018439199.1
OG0001538	g39593	XP_018457095.1, XP_018473550.1, XP_018462142.1
OG0001540	g12338, g7396	XP_018489132.1, XP_018465740.1, XP_018485409.1
OG0001540	g5634, g29722	XP_018446941.1
OG0001541	g12364	XP_018488910.1
OG0001542	g5729, g45356	XP_018470958.1, XP_018470957.1
OG0001542	g7461, g13063	XP_018432536.1, XP_018490690.1
OG0001543	g44369	XP_018443096.1, XP_018444027.1, XP_018442979.1
OG0001543	g31990	XP_018459931.1
OG0001544	g44370	XP_018442497.1
OG0001544	g31988	XP_018436574.1, XP_018462733.1, XP_018447815.1, XP_018442014.1
OG0001545	g46290	XP_018442701.1
OG0001545	g31960	XP_018472412.1, XP_018450323.1
OG0001546	g46179	XP_018468742.1, XP_018468676.1
OG0001546	g44484	XP_018444261.1, XP_018444245.1, XP_018464651.1, XP_018464064.1
OG0001547	g13732	XP_018462541.1, XP_018471409.1
OG0001548	g47936, g22968	XP_018477379.1, XP_018455888.1
OG0001548	g6047	XP_018434904.1, XP_018434923.1
OG0001549	g24650	XP_018447143.1
OG0001549	g11730	XP_018441978.1, XP_018486911.1, XP_018486894.1
OG0001550	g44554	XP_018452643.1
OG0001550	g50044	XP_018435843.1, XP_018451520.1
OG0001552	g10974	XP_018461599.1, XP_018477836.1, XP_018455996.1
OG0001552	g17454	XP_018482647.1
OG0001553	g11920	XP_018439949.1, XP_018490777.1
OG0001553	g54201	XP_018459878.1
OG0001554	g54269	XP_018486913.1
OG0001554	g12116	XP_018437098.1, XP_018432974.1
OG0001555	g40682	XP_018434987.1, XP_018482024.1
OG0001555	g24245, g47225	XP_018482980.1
OG0001556	g47200	XP_018481981.1, XP_018481979.1
OG0001557	g19342	XP_018433093.1, XP_018457764.1, XP_018433511.1, XP_018449029.1
OG0001558	g37716	XP_018441472.1, XP_018477480.1, XP_018476608.1
OG0001558	g1765	XP_018485294.1
OG0001559	g23288, g16937	XP_018480238.1, XP_018480242.1, XP_018472156.1
OG0001559	g38335	XP_018437520.1, XP_018490436.1
OG0001560	g38225	XP_018475264.1, XP_018461825.1
OG0001560	g18875	XP_018462706.1, XP_018444728.1
OG0001561	g2051, g18970	XP_018482123.1
OG0001561	g11223, g2050	XP_018491994.1, XP_018463687.1
OG0001562	g2115	XP_018485832.1, XP_018459501.1, XP_018442717.1
OG0001562	g18983	XP_018459949.1
OG0001563	g38154	XP_018472823.1, XP_018440932.1
OG0001563	g19012	XP_018465800.1, XP_018461051.1, XP_018483567.1, XP_018477440.1, XP_018479967.1
OG0001564	g19062	XP_018485162.1, XP_018485885.1, XP_018485859.1
OG0001564	g51832	XP_018440570.1
OG0001565	g19068	XP_018489626.1
OG0001565	g2187	XP_018442951.1
OG0001566	g37239	XP_018474589.1, XP_018478814.1, XP_018482735.1, XP_018433241.1, XP_018475224.1
OG0001567	g44973	XP_018457951.1, XP_018470000.1, XP_018438630.1
OG0001568	g23443	XP_018470492.1, XP_018470494.1, XP_018483517.1
OG0001568	g5973	XP_018456660.1, XP_018441778.1
OG0001569	g50871	XP_018433856.1, XP_018474838.1, XP_018474635.1
OG0001569	g22691	XP_018471560.1
OG0001570	g45981	XP_018452212.1
OG0001571	g30813	XP_018486866.1
OG0001571	g29088	XP_018474543.1, XP_018445822.1, XP_018445819.1
OG0001572	g10143	XP_018477950.1, XP_018441549.1
OG0001573	g10162	XP_018461282.1, XP_018452580.1, XP_018477510.1
OG0001574	g17041, g47673	XP_018450515.1, XP_018471565.1, XP_018484254.1
OG0001575	g1629	XP_018455448.1, XP_018455490.1, XP_018455368.1, XP_018465980.1, XP_018454048.1
OG0001577	g12977	XP_018435120.1, XP_018485794.1, XP_018481487.1, XP_018481499.1, XP_018485663.1
OG0001578	g13282	XP_018485622.1
OG0001578	g54062	XP_018447382.1
OG0001578	g6946	XP_018486141.1
OG0001582	g39795, g37925	XP_018484754.1, XP_018437853.1
OG0001582	g30918	XP_018447753.1
OG0001583	g40989	XP_018452576.1, XP_018458645.1, XP_018434204.1
OG0001584	g31559	XP_018484725.1
OG0001584	g10770	XP_018477723.1, XP_018434166.1
OG0001585	g32040	XP_018433322.1
OG0001585	g27522	XP_018451343.1, XP_018447780.1
OG0001586	g6371, g16676, g16674	XP_018439442.1
OG0001587	g44691	XP_018468423.1, XP_018459397.1
OG0001588	g40779	XP_018457206.1
OG0001588	g46630	XP_018445162.1
OG0001590	g46971	XP_018448355.1
OG0001591	g22772	XP_018468125.1, XP_018468123.1
OG0001592	g47866	XP_018461192.1, XP_018469001.1
OG0001593	g10627, g31463	XP_018458391.1, XP_018478567.1, XP_018436927.1
OG0001595	g45073	XP_018484650.1
OG0001598	g9922	XP_018466703.1, XP_018489313.1
OG0001599	g47681, g17023	XP_018487570.1, XP_018465941.1, XP_018467782.1
OG0001603	g2709	XP_018458341.1, XP_018458343.1
OG0001603	g9820	XP_018458208.1, XP_018432865.1
OG0001604	g27427	XP_018455401.1, XP_018438168.1, XP_018447577.1
OG0001604	g19484	XP_018488682.1
OG0001606	g5002	XP_018459306.1
OG0001606	g12764	XP_018492964.1
OG0001606	g7831	XP_018492090.1
OG0001607	g12663	XP_018436796.1, XP_018436794.1, XP_018490656.1
OG0001607	g45742	XP_018471571.1, XP_018445140.1
OG0001608	g36124, g11901	XP_018466893.1, XP_018487608.1, XP_018441530.1
OG0001610	g32278, g32280, g50406	XP_018449250.1, XP_018437376.1, XP_018436105.1
OG0001611	g29393	XP_018444540.1, XP_018444577.1
OG0001611	g29116	XP_018443957.1, XP_018464060.1, XP_018471632.1
OG0001612	g645	XP_018442261.1
OG0001612	g29401, g5318	XP_018476665.1, XP_018446643.1
OG0001613	g29428	XP_018473166.1, XP_018444992.1
OG0001613	g18545, g5360	XP_018479309.1
OG0001614	g29506	XP_018441806.1, XP_018465325.1, XP_018467457.1, XP_018439354.1
OG0001615	g38503	XP_018438180.1, XP_018438868.1
OG0001615	g29507, g45529	XP_018446746.1, XP_018474549.1
OG0001616	g29549	XP_018444180.1
OG0001616	g219	XP_018492647.1, XP_018492630.1, XP_018440966.1, XP_018452174.1
OG0001617	g29567	XP_018442503.1, XP_018476199.1
OG0001617	g9798	XP_018436595.1, XP_018490910.1
OG0001618	g461	XP_018457260.1, XP_018455118.1
OG0001618	g5511	XP_018443876.1
OG0001619	g39630	XP_018452582.1, XP_018452583.1
OG0001619	g49416	XP_018465936.1, XP_018438622.1, XP_018440100.1
OG0001620	g49571	XP_018468568.1, XP_018493581.1
OG0001620	g40011	XP_018460859.1, XP_018436851.1
OG0001620	g37853	XP_018483578.1
OG0001621	g37884	XP_018473498.1
OG0001621	g31048, g27000	XP_018437399.1, XP_018450632.1
OG0001622	g31044	XP_018437191.1, XP_018488680.1
OG0001622	g39948	XP_018476026.1, XP_018482753.1
OG0001623	g51209	XP_018485195.1
OG0001623	g31029	XP_018440014.1, XP_018486892.1
OG0001624	g51229	XP_018480435.1
OG0001624	g31008, g26980	XP_018472757.1
OG0001625	g39829	XP_018433644.1
OG0001625	g30949, g49508	XP_018451572.1, XP_018451560.1
OG0001626	g30882	XP_018474656.1, XP_018447371.1, XP_018435550.1
OG0001627	g30874	XP_018447095.1, XP_018449448.1, XP_018476847.1
OG0001627	g51344	XP_018433484.1, XP_018484565.1
OG0001628	g30849	XP_018449457.1, XP_018449454.1
OG0001628	g39695	XP_018434246.1, XP_018453263.1
OG0001629	g25519, g39651	XP_018472965.1, XP_018452712.1, XP_018452722.1
OG0001630	g23739, g47556	XP_018458862.1, XP_018458546.1, XP_018462574.1, XP_018478035.1, XP_018478034.1
OG0001631	g11134	XP_018484718.1, XP_018441584.1
OG0001631	g50432	XP_018490454.1
OG0001633	g403	XP_018481679.1
OG0001634	g9911, g429	XP_018456468.1
OG0001635	g2686, g19435	XP_018493396.1, XP_018471385.1
OG0001636	g10022	XP_018483449.1, XP_018439025.1, XP_018469926.1, XP_018469903.1, XP_018488716.1
OG0001637	g29122	XP_018475160.1, XP_018490214.1, XP_018475829.1, XP_018444782.1, XP_018470481.1
OG0001637	g643	XP_018474773.1, XP_018455914.1
OG0001638	g692, g41413, g28962	XP_018446150.1
OG0001640	g23680	XP_018448011.1, XP_018448015.1, XP_018450358.1
OG0001640	g39370	XP_018474762.1, XP_018452892.1
OG0001641	g1002, g39381	XP_018470568.1
OG0001641	g46994	XP_018482651.1
OG0001642	g26849	XP_018462279.1
OG0001643	g23640	XP_018454236.1
OG0001643	g28469	XP_018481876.1, XP_018455298.1, XP_018468654.1
OG0001644	g7362	XP_018464406.1, XP_018485701.1, XP_018487038.1, XP_018436909.1, XP_018436911.1
OG0001646	g13112	XP_018445907.1
OG0001646	g7392	XP_018492561.1, XP_018488520.1, XP_018433038.1
OG0001647	g2082	XP_018445473.1
OG0001647	g29804	XP_018447329.1, XP_018476286.1, XP_018446336.1
OG0001648	g46660, g16826, g10503	XP_018477120.1
OG0001649	g16811	XP_018484621.1
OG0001649	g10515	XP_018478701.1, XP_018463699.1, XP_018462284.1
OG0001650	g46645	XP_018479688.1, XP_018481634.1
OG0001650	g40798	XP_018457421.1
OG0001651	g49963	XP_018493130.1
OG0001651	g44314	XP_018470833.1
OG0001652	g46520	XP_018456516.1, XP_018456518.1
OG0001652	g14331	XP_018455402.1
OG0001653	g49971	XP_018452353.1
OG0001653	g44330	XP_018442684.1, XP_018443797.1, XP_018452939.1
OG0001654	g32551	XP_018480181.1
OG0001654	g50619	XP_018475011.1
OG0001655	g45079	XP_018470278.1
OG0001655	g17383	XP_018445361.1
OG0001656	g46276	XP_018446755.1
OG0001656	g31952	XP_018448147.1, XP_018433387.1, XP_018442173.1
OG0001657	g23001	XP_018484637.1, XP_018451816.1, XP_018450118.1
OG0001657	g14031	XP_018493339.1
OG0001658	g13994	XP_018433873.1
OG0001658	g22958, g47950, g18243	XP_018477860.1, XP_018484588.1, XP_018482966.1
OG0001659	g27974	XP_018450469.1
OG0001659	g7287	XP_018492549.1, XP_018490886.1, XP_018490889.1
OG0001660	g12185	XP_018485452.1
OG0001660	g7167	XP_018461937.1, XP_018492695.1, XP_018433932.1, XP_018440779.1
OG0001661	g12141	XP_018466752.1, XP_018465935.1, XP_018439755.1
OG0001662	g51559	XP_018483557.1
OG0001662	g19243	XP_018477064.1, XP_018460294.1, XP_018436864.1, XP_018478109.1
OG0001664	g51590	XP_018438636.1, XP_018482291.1
OG0001665	g38040, g51591	XP_018472869.1, XP_018441658.1, XP_018484748.1
OG0001666	g24500	XP_018470222.1
OG0001666	g11803	XP_018439638.1, XP_018491535.1
OG0001667	g24419	XP_018478196.1
OG0001667	g7002	XP_018486964.1, XP_018432642.1
OG0001668	g12074, g6999	XP_018489121.1
OG0001668	g24406	XP_018484546.1
OG0001669	g17613	XP_018483687.1
OG0001669	g24402	XP_018484180.1
OG0001670	g46114, g44551	XP_018444838.1, XP_018468940.1
OG0001670	g44550	XP_018453084.1
OG0001671	g10411	XP_018462085.1, XP_018437494.1
OG0001672	g31416, g49856	XP_018451010.1, XP_018450996.1
OG0001673	g10595	XP_018441514.1, XP_018441513.1
OG0001673	g31458	XP_018482120.1, XP_018433351.1
OG0001674	g13343	XP_018440810.1, XP_018440809.1, XP_018432895.1
OG0001674	g6796	XP_018451468.1
OG0001675	g36438	XP_018457189.1, XP_018489066.1, XP_018464498.1, XP_018438313.1
OG0001676	g13377	XP_018448390.1, XP_018449363.1
OG0001677	g36534	XP_018451829.1, XP_018441879.1, XP_018485395.1
OG0001678	g28021	XP_018491604.1
OG0001678	g28024	XP_018491605.1
OG0001679	g54272	XP_018439615.1, XP_018451647.1, XP_018451645.1, XP_018492848.1
OG0001679	g36582	XP_018440694.1
OG0001681	g24248	XP_018471579.1, XP_018482983.1
OG0001681	g40683	XP_018452836.1, XP_018433871.1
OG0001682	g40685	XP_018437142.1, XP_018457557.1, XP_018452925.1, XP_018477328.1
OG0001683	g6125	XP_018493328.1, XP_018457645.1
OG0001683	g18224	XP_018447959.1, XP_018450704.1
OG0001684	g6122	XP_018489533.1, XP_018437489.1
OG0001684	g18225	XP_018482252.1, XP_018451563.1, XP_018471416.1
OG0001685	g17308	XP_018468430.1, XP_018478860.1, XP_018478751.1, XP_018450764.1
OG0001686	g23971	XP_018466539.1, XP_018468426.1, XP_018468428.1
OG0001686	g40432, g45153	XP_018476038.1
OG0001687	g23985	XP_018469540.1, XP_018461917.1, XP_018448101.1
OG0001687	g25579	XP_018452059.1
OG0001688	g6402	XP_018489697.1
OG0001689	g27908	XP_018432608.1, XP_018451925.1
OG0001689	g40261	XP_018476557.1
OG0001690	g18755	XP_018480551.1, XP_018486616.1
OG0001691	g1743	XP_018480983.1, XP_018485752.1, XP_018490739.1, XP_018460345.1
OG0001691	g37744	XP_018485318.1
OG0001692	g1751	XP_018490534.1
OG0001692	g37758	XP_018432614.1, XP_018433328.1
OG0001693	g50807	XP_018436468.1
OG0001693	g1779	XP_018493597.1, XP_018442860.1
OG0001694	g50741	XP_018479475.1, XP_018482317.1
OG0001695	g11186	XP_018492824.1, XP_018442745.1
OG0001695	g37565	XP_018483422.1, XP_018473386.1
OG0001696	g18839	XP_018487171.1, XP_018463553.1, XP_018442576.1
OG0001697	g38208	XP_018475902.1, XP_018477830.1
OG0001697	g2018	XP_018492134.1
OG0001698	g37465	XP_018483390.1
OG0001698	g52084, g18928	XP_018446598.1
OG0001699	g52051	XP_018436523.1
OG0001699	g2127	XP_018432699.1, XP_018462613.1, XP_018482285.1
