Orthogroup	Euclidium_syriacum	Cardamine_glauca
OG0002281	ESY6_g48973_DN3_SP1_c7.t1	Cg002G062530, Cg008G302680
OG0002283	ESY6_g50507_DN3_SP2_c6.t1	Cg003G113380
OG0002284	ESY5_g5497_DN3_SP8_c0.t1	Cg006G244780
OG0002284	ESY20_g13004_DN3_SP2_c0.t1	Cg014G332830, Cg003G076740
OG0002286	ESY5_g5151_DN3_SP0_c0.t1	Cg006G242590
OG0002286	ESY8_g58181_DN3_SP0_c0.t1	Cg008G320310
OG0002287	ESY5_g4797_DN3_SP5_c0.t1	Cg006G240730
OG0002287	ESY8_g58398_DN3_SP0_c0.t1	Cg005G174780
OG0002288	ESY8_g58528_DN3_SP6_c0.t1	Cg005G175520
OG0002288	ESY5_g4703_DN3_SP7_c0.t1	Cg006G240010
OG0002289	ESY5_g4514_DN3_SP3_c0.t1, ESY5_g4516_DN3_SP4_c0.t1	Cg006G238660, Cg006G238610
OG0002290	ESY8_g59068_DN3_SP7_c0.t1	Cg005G181600
OG0002290	ESY5_g3138_DN3_SP8_c0.t1	Cg006G237620
OG0002291	ESY4_g25994_DN3_SP8_c0.t1	Cg001G007260
OG0002291	ESY8_g59246_DN3_SP4_c0.t1	Cg005G186120
OG0002292	ESY7_g17583_DN3_SP0_c0.t1	Cg008G294830
OG0002292	ESY3_g32637_DN3_SP7_c0.t1	Cg004G116490
OG0002293	ESY3_g32552_DN3_SP7_c0.t1	Cg004G117150
OG0002293	ESY7_g17445_DN3_SP0_c0.t1	Cg008G295750
OG0002294	ESY7_g17330_DN2_SP0_c0.t1	Cg008G296540
OG0002294	ESY3_g32464_DN3_SP0_c0.t1	Cg004G117770
OG0002295	ESY7_g17302_DN3_SP8_c0.t1	Cg008G296710
OG0002295	ESY3_g32444_DN3_SP1_c0.t1	Cg004G117910
OG0002296	ESY7_g17259_DN3_SP0_c9.t1	Cg008G296990, Cg004G118120
OG0002297	ESY7_g17249_DN3_SP6_c0.t1	Cg008G297060
OG0002298	ESY7_g17152_DN3_SP6_c0.t1	Cg008G297840, Cg004G119140
OG0002299	ESY10_g15409_DN3_SP1_c0.t1	Cg008G306500
OG0002299	ESY3_g31662_DN3_SP1_c0.t1	Cg004G121530
OG0002300	ESY3_g31434_DN3_SP7_c0.t1	Cg004G122800, Cg008G308740, Cg008G308720, Cg008G308730
OG0002301	ESY3_g31455_DN3_SP8_c0.t1	Cg004G123040, Cg008G309130, Cg008G310830
OG0002302	ESY9_g44718_DN3_SP0_c0.t1	Cg005G169440
OG0002302	ESY1_g11124_DN3_SP0_c0.t1	Cg002G053210
OG0002303	ESY2_g36586_DN3_SP8_c0.t1	Cg007G280660
OG0002303	ESY5_g2958_DN3_SP8_c0.t1	Cg006G230170
OG0002304	ESY5_g3037_DN3_SP8_c0.t1	Cg006G229660
OG0002304	ESY2_g36686_DN3_SP8_c0.t1	Cg007G280170
OG0002305	ESY2_g36756_DN3_SP5_c0.t1	Cg007G279940
OG0002305	ESY5_g3052_DN3_SP2_c0.t1	Cg006G229530
OG0002306	ESY5_g4418_DN3_SP6_c0.t1	Cg006G229300
OG0002306	ESY2_g36797_DN3_SP8_c0.t1	Cg007G279720
OG0002307	ESY5_g4159_DN3_SP0_c0.t1	Cg006G227290
OG0002308	ESY5_g2550_DN3_SP8_c0.t1	Cg006G224920
OG0002308	ESY2_g34703_DN3_SP8_c0.t1	Cg007G277310
OG0002309	ESY2_g34600_DN3_SP8_c0.t1	Cg006G224140, Cg007G278240
OG0002310	ESY5_g2372_DN3_SP8_c11.t1	Cg006G224030
OG0002310	ESY2_g35087_DN3_SP8_c11.t1	Cg007G278380
OG0002311	ESY5_g1921_DN3_SP0_c0.t1	Cg006G221980
OG0002311	ESY2_g35535_DN3_SP8_c0.t1	Cg007G270730
OG0002312	ESY5_g1838_DN3_SP0_c0.t1	Cg006G221830, Cg007G270630
OG0002313	ESY2_g35367_DN3_SP8_c0.t1	Cg006G220620, Cg007G269410
OG0002314	ESY5_g801_DN3_SP8_c0.t1	Cg006G219460
OG0002314	ESY2_g37855_DN3_SP6_c0.t1	Cg007G267530
OG0002315	ESY8_g59523_DN3_SP0_c0.t1	Cg001G010060, Cg005G190930
OG0002316	ESY5_g3219_DN2_SP0_c0.t1	Cg006G237080
OG0002316	ESY2_g34248_DN2_SP0_c0.t1	Cg007G255860
OG0002317	ESY4_g26820_DN3_SP0_c0.t1	Cg006G238160, Cg003G086100
OG0002318	ESY2_g36403_DN3_SP0_c0.t1	Cg006G194290
OG0002319	ESY5_g5321_DN3_SP0_c0.t1, ESY5_g5322_DN3_SP0_c0.t1	Cg006G243620
OG0002320	ESY20_g13047_DN3_SP0_c0.t1, ESY3_g31345_DN3_SP0_c0.t1	Cg014G332530, Cg003G077100, Cg006G244570
OG0002321	ESY3_g30078_DN3_SP5_c0.t1	Cg004G128230
OG0002321	ESY7_g17733_DN3_SP8_c0.t1	Cg008G293680
OG0002322	ESY7_g18945_DN1_SP0_c0.t1, ESY17_g39835_DN3_SP0_c29.t1, ESY21_g55358_DN3_SP0_c29.t1, ESY1_g10644_DN3_SP0_c29.t1, ESY7_g19070_DN2_SP0_c29.t1	Cg008G286110
OG0002323	ESY5_g3634_DN3_SP0_c0.t1	Cg004G143400
OG0002324	ESY2_g35648_DN3_SP1_c0.t1	Cg007G271660
OG0002325	ESY3_g30167_DN3_SP0_c0.t1	Cg004G128970
OG0002325	ESY2_g36377_DN3_SP0_c0.t1	Cg006G194420
OG0002326	ESY3_g30206_DN3_SP0_c9.t1	Cg004G129220
OG0002326	ESY2_g36335_DN3_SP0_c10.t1	Cg006G194680
OG0002327	ESY2_g36830_DN3_SP0_c0.t1	Cg006G195870
OG0002327	ESY3_g30407_DN2_SP0_c0.t1	Cg004G130510
OG0002328	ESY3_g30612_DN3_SP0_c0.t1	Cg004G132100
OG0002328	ESY2_g37033_DN3_SP3_c0.t1	Cg006G197110
OG0002329	ESY3_g29689_DN3_SP0_c0.t1	Cg004G134960
OG0002329	ESY2_g37927_DN2_SP0_c0.t1	Cg006G201050
OG0002330	ESY2_g37822_DN1_SP4_c0.t1	Cg006G200510
OG0002330	ESY3_g29677_DN2_SP4_c0.t1	Cg004G135070
OG0002331	ESY3_g29126_DN3_SP8_c0.t1	Cg004G138020
OG0002331	ESY2_g37259_DN3_SP8_c8.t1	Cg006G198260
OG0002333	ESY4_g25631_DN3_SP7_c0.t1	Cg001G005820
OG0002333	ESY11_g53712_DN3_SP8_c0.t1	Cg004G151430
OG0002334	ESY11_g54966_DN3_SP0_c0.t1	Cg004G157080, Cg001G012310
OG0002335	ESY2_g37101_DN3_SP8_c0.t1	Cg006G197470
OG0002335	ESY3_g30003_DN3_SP4_c0.t1	Cg004G132490
OG0002336	ESY3_g30000_DN3_SP8_c0.t1	Cg004G132510
OG0002336	ESY2_g37103_DN3_SP8_c0.t1	Cg006G197490
OG0002337	ESY1_g10393_DN3_SP0_c0.t1	Cg002G054340, Cg005G170590
OG0002338	ESY1_g10578_DN3_SP8_c0.t1	Cg002G050230
OG0002338	ESY12_g50853_DN3_SP7_c0.t1	Cg005G165830
OG0002339	ESY12_g51126_DN3_SP7_c0.t1	Cg005G164610
OG0002339	ESY1_g11748_DN3_SP0_c0.t1, ESY77_g64221_DN3_SP0_c0.t1	Cg002G049160
OG0002340	ESY9_g43544_DN2_SP0_c0.t1	Cg002G061100
OG0002343	ESY23_g131_DN2_SP0_c0.t1, ESY9_g42475_DN1_SP0_c8.t1	Cg002G059850
OG0002348	ESY11_g54956_DN3_SP7_c0.t1	Cg004G157020, Cg001G012140
OG0002349	ESY11_g54913_DN3_SP7_c0.t1	Cg001G011970, Cg004G156820
OG0002350	ESY4_g24241_DN3_SP5_c0.t1	Cg001G011390
OG0002350	ESY11_g54721_DN3_SP0_c0.t1, ESY11_g54708_DN3_SP0_c0.t1, ESY11_g54719_DN3_SP0_c0.t1	Cg004G156170
OG0002351	ESY8_g59478_DN3_SP8_c0.t1	Cg005G190610
OG0002351	ESY4_g24718_DN3_SP5_c0.t1	Cg001G009800
OG0002352	ESY8_g59439_DN3_SP8_c12.t1	Cg005G190320
OG0002352	ESY4_g24848_DN3_SP1_c13.t1	Cg001G009300
OG0002353	ESY4_g25461_DN2_SP0_c0.t1	Cg001G005060
OG0002354	ESY16_g61923_DN3_SP6_c11.t1	Cg006G214780
OG0002355	ESY2_g34244_DN3_SP8_c0.t1	Cg007G255720
OG0002355	ESY3_g31788_DN3_SP3_c0.t1	Cg004G121050
OG0002356	ESY5_g3345_DN3_SP0_c0.t1	Cg006G236350
OG0002356	ESY2_g34106_DN3_SP0_c0.t1	Cg007G252150
OG0002357	ESY1_g11550_DN3_SP6_c0.t1	Cg002G048370
OG0002357	ESY5_g3489_DN3_SP6_c0.t1	Cg006G235550
OG0002358	ESY10_g14516_DN3_SP0_c0.t1	Cg002G074890
OG0002358	ESY5_g2834_DN3_SP0_c0.t1	Cg006G231210
OG0002359	ESY5_g2818_DN3_SP8_c0.t1	Cg006G231370
OG0002359	ESY10_g14433_DN3_SP8_c0.t1	Cg002G074620
OG0002360	ESY10_g14389_DN3_SP7_c0.t1	Cg002G074550
OG0002361	ESY8_g60233_DN3_SP0_c0.t1	Cg001G041440
OG0002362	ESY21_g55828_DN2_SP0_c36.t1	Cg002G070720
OG0002362	ESY8_g60295_DN2_SP0_c0.t1	Cg001G041110
OG0002363	ESY21_g55668_DN3_SP8_c0.t1	Cg002G068660
OG0002364	ESY3_g30088_DN3_SP0_c0.t1, ESY2_g35302_DN3_SP0_c0.t1, ESY2_g35301_DN3_SP0_c0.t1	Cg007G264550, Cg007G264610
OG0002364	ESY2_g35304_DN3_SP0_c0.t1	Cg007G264560
OG0002365	ESY2_g34366_DN2_SP0_c0.t1	Cg007G261530
OG0002365	ESY7_g19103_DN3_SP0_c0.t1	Cg007G261520, Cg001G034270
OG0002366	ESY5_g3836_DN3_SP8_c0.t1	Cg006G233310
OG0002366	ESY2_g33593_DN3_SP8_c0.t1	Cg007G247260
OG0002367	ESY6_g48262_DN3_SP0_c0.t1	Cg003G103990
OG0002367	ESY39_g61431_DN3_SP0_c0.t1	Cg001G014350
OG0002368	ESY12_g51040_DN2_SP0_c0.t1	Cg005G164950
OG0002368	ESY1_g8035_DN1_SP0_c0.t1, ESY1_g11785_DN3_SP0_c0.t1	Cg002G049460
OG0002370	ESY3_g30909_DN3_SP8_c0.t1	Cg008G282920, Cg004G124930
OG0002371	ESY3_g31024_DN3_SP8_c0.t1	Cg004G125510
OG0002371	ESY7_g19293_DN3_SP6_c0.t1	Cg008G284250
OG0002372	ESY3_g31186_DN2_SP0_c0.t1	Cg004G126750
OG0002372	ESY7_g18929_DN3_SP0_c3.t1	Cg008G286190
OG0002373	ESY3_g31342_DN1_SP0_c0.t1, ESY7_g18444_DN3_SP0_c0.t1	Cg008G287590
OG0002373	ESY3_g31341_DN3_SP7_c0.t1	Cg004G127900
OG0002374	ESY2_g33910_DN3_SP0_c0.t1	Cg001G016210
OG0002375	ESY23_g85_DN3_SP0_c0.t1	Cg001G017540
OG0002375	ESY6_g46142_DN3_SP0_c0.t1	Cg003G097800
OG0002376	ESY13_g56503_DN3_SP0_c0.t1	Cg001G015250
OG0002376	ESY6_g46729_DN3_SP1_c0.t1	Cg003G098850
OG0002377	ESY16_g62197_DN3_SP6_c0.t1	Cg001G013270
OG0002377	ESY6_g47615_DN3_SP5_c0.t1	Cg003G101390
OG0002378	ESY16_g62324_DN3_SP7_c0.t1	Cg001G013600
OG0002378	ESY6_g47934_DN3_SP8_c0.t1	Cg003G102040
OG0002379	ESY13_g56106_DN3_SP0_c0.t1	Cg001G014620
OG0002379	ESY6_g48357_DN3_SP8_c0.t1	Cg003G104460
OG0002380	ESY6_g50605_DN3_SP8_c0.t1	Cg003G112820
OG0002380	ESY7_g17938_DN3_SP0_c0.t1	Cg008G290320
OG0002381	ESY6_g49647_DN3_SP7_c0.t1	Cg003G111460
OG0002382	ESY7_g18604_DN3_SP0_c9.t1	Cg008G288630
OG0002382	ESY6_g49534_DN3_SP0_c0.t1	Cg003G108980
OG0002383	ESY10_g15259_DN3_SP6_c0.t1	Cg008G323140
OG0002383	ESY9_g42676_DN3_SP7_c0.t1	Cg001G022320
OG0002384	ESY9_g43289_DN3_SP1_c0.t1, ESY7_g16605_DN3_SP8_c0.t1	Cg008G320870
OG0002385	ESY7_g16523_DN3_SP5_c0.t1	Cg003G079790, Cg003G094230, Cg001G019940
OG0002386	ESY9_g43773_DN3_SP0_c0.t1	Cg001G018500
OG0002387	ESY4_g26463_DN3_SP0_c0.t1	Cg001G002950, Cg005G191390
OG0002388	ESY4_g26524_DN2_SP0_c0.t1	Cg001G002740, Cg005G191610
OG0002389	ESY7_g18103_DN3_SP0_c0.t1, ESY4_g25558_DN3_SP0_c0.t1	Cg001G000120
OG0002389	ESY7_g18998_DN3_SP0_c0.t1	Cg005G171150
OG0002390	ESY9_g43883_DN3_SP0_c0.t1	Cg005G171270
OG0002390	ESY16_g61668_DN3_SP0_c0.t1	Cg006G213390
OG0002391	ESY6_g48348_DN3_SP0_c0.t1	Cg003G083940
OG0002392	ESY9_g43412_DN3_SP6_c0.t1	Cg001G019930
OG0002392	ESY7_g16519_DN3_SP8_c0.t1	Cg003G079820, Cg003G094200
OG0002393	ESY3_g27571_DN3_SP0_c22.t1	Cg001G030440, Cg004G142800
OG0002394	ESY3_g27963_DN3_SP8_c0.t1	Cg001G029660, Cg004G142310
OG0002395	ESY3_g28044_DN3_SP0_c0.t1	Cg001G029410
OG0002395	ESY2_g34710_DN3_SP2_c0.t1	Cg004G142090
OG0002396	ESY3_g28483_DN3_SP8_c0.t1	Cg004G140800
OG0002396	ESY22_g40388_DN3_SP8_c0.t1	Cg001G027860
OG0002397	ESY8_g60274_DN3_SP0_c0.t1	Cg001G041300
OG0002398	ESY5_g4838_DN3_SP0_c0.t1	Cg005G157470
OG0002398	ESY1_g12545_DN3_SP8_c0.t1	Cg002G043630
OG0002399	ESY1_g12506_DN3_SP8_c0.t1	Cg002G043920
OG0002399	ESY12_g52263_DN3_SP5_c0.t1	Cg005G157930
OG0002400	ESY12_g51702_DN3_SP1_c0.t1	Cg005G159300
OG0002400	ESY1_g12346_DN3_SP1_c0.t1	Cg002G045020
OG0002401	ESY12_g51800_DN3_SP8_c0.t1	Cg005G159920
OG0002401	ESY1_g12257_DN3_SP8_c0.t1	Cg002G045500
OG0002402	ESY12_g51874_DN3_SP8_c6.t1	Cg005G160270
OG0002402	ESY1_g12207_DN3_SP0_c8.t1	Cg002G045700
OG0002403	ESY5_g4247_DN3_SP3_c0.t1	Cg007G274110, Cg006G227990
OG0002404	ESY12_g51465_DN3_SP0_c0.t1	Cg005G162380
OG0002404	ESY6_g50110_DN3_SP4_c0.t1	Cg008G303700
OG0002406	ESY6_g49195_DN3_SP3_c0.t1	Cg008G300950
OG0002407	ESY6_g49168_DN2_SP0_c0.t1	Cg008G301220, Cg002G066210
OG0002408	ESY2_g33932_DN3_SP0_c0.t1, ESY6_g48937_DN3_SP5_c0.t1	Cg002G062140, Cg003G108240
OG0002409	ESY6_g50597_DN3_SP0_c0.t1, ESY6_g50595_DN2_SP0_c0.t1, ESY6_g50596_DN2_SP0_c0.t1	Cg003G112880
OG0002409	ESY6_g50598_DN3_SP0_c0.t1	Cg003G112870
OG0002410	ESY1_g9803_DN3_SP0_c0.t1	Cg002G056980
OG0002410	ESY6_g50433_DN3_SP8_c0.t1	Cg003G114090
OG0002411	ESY2_g35857_DN3_SP6_c0.t1	Cg007G273300
OG0002412	ESY5_g5525_DN3_SP0_c0.t1	Cg006G245030
OG0002412	ESY20_g12985_DN3_SP8_c0.t1	Cg014G332960, Cg003G076610
OG0002413	ESY20_g12939_DN3_SP8_c0.t1	Cg003G076290, Cg014G333290, Cg006G244850
OG0002414	ESY5_g5176_DN3_SP0_c0.t1	Cg006G243030
OG0002414	ESY8_g58332_DN3_SP0_c0.t1	Cg003G079090, Cg003G094850
OG0002415	ESY8_g58589_DN3_SP0_c24.t1	Cg006G242290, Cg008G319800
OG0002416	ESY20_g12877_DN3_SP5_c0.t1	Cg008G319170
OG0002416	ESY5_g5035_DN3_SP0_c0.t1	Cg006G242140
OG0002417	ESY20_g12738_DN3_SP0_c0.t1	Cg005G173830
OG0002417	ESY5_g4916_DN3_SP1_c0.t1	Cg006G241450
OG0002418	ESY8_g58387_DN3_SP7_c7.t1	Cg005G174720
OG0002418	ESY5_g4803_DN3_SP8_c3.t1	Cg006G240760
OG0002419	ESY5_g4630_DN3_SP0_c0.t1	Cg006G239460
OG0002419	ESY8_g58600_DN3_SP0_c0.t1	Cg005G176120
OG0002420	ESY8_g58990_DN3_SP5_c0.t1	Cg005G179470, Cg008G309180, Cg008G310890, Cg008G310930
OG0002420	ESY8_g58989_DN3_SP7_c0.t1	Cg005G179460
OG0002421	ESY8_g59018_DN3_SP8_c0.t1	Cg005G180020
OG0002421	ESY5_g3107_DN3_SP4_c0.t1	Cg006G237780
OG0002422	ESY6_g47943_DN3_SP8_c0.t1	Cg003G102080
OG0002422	ESY16_g62334_DN3_SP0_c0.t1	Cg001G013630
OG0002423	ESY3_g32535_DN2_SP0_c0.t1	Cg004G117310
OG0002423	ESY7_g17429_DN2_SP0_c0.t1	Cg008G295870
OG0002424	ESY7_g17391_DN3_SP2_c0.t1	Cg008G296160
OG0002424	ESY3_g32493_DN3_SP3_c0.t1	Cg004G117530
OG0002425	ESY3_g32488_DN3_SP7_c0.t1	Cg004G117580
OG0002425	ESY7_g17383_DN3_SP7_c0.t1	Cg008G296230
OG0002426	ESY3_g32478_DN3_SP8_c14.t1	Cg004G117630
OG0002426	ESY7_g17369_DN3_SP8_c13.t1	Cg008G296330
OG0002428	ESY3_g32168_DN3_SP8_c0.t1	Cg004G119610
OG0002428	ESY7_g17072_DN3_SP8_c0.t1	Cg008G298510
OG0002430	ESY3_g30774_DN2_SP0_c0.t1	Cg004G124290
OG0002430	ESY3_g30772_DN3_SP0_c0.t1	Cg004G124280
OG0002431	ESY1_g10766_DN3_SP8_c0.t1	Cg002G051200
OG0002431	ESY9_g45533_DN3_SP8_c0.t1	Cg005G166770
OG0002432	ESY9_g45516_DN3_SP5_c0.t1	Cg005G166860, Cg005G166850
OG0002433	ESY5_g2979_DN3_SP8_c0.t1	Cg006G230020
OG0002434	ESY2_g36799_DN3_SP8_c0.t1	Cg006G229280, Cg007G279700
OG0002435	ESY2_g34860_DN3_SP8_c0.t1	Cg007G274020
OG0002435	ESY5_g4231_DN3_SP6_c0.t1	Cg006G227820
OG0002436	ESY5_g2398_DN3_SP2_c0.t1	Cg006G224240
OG0002436	ESY2_g34611_DN3_SP0_c0.t1	Cg007G278140
OG0002437	ESY2_g35050_DN3_SP5_c0.t1	Cg006G223780, Cg007G278680
OG0002438	ESY5_g2324_DN2_SP0_c0.t1	Cg006G223670
OG0002438	ESY2_g35031_DN3_SP0_c0.t1	Cg007G278830
OG0002439	ESY2_g35770_DN3_SP2_c0.t1	Cg007G272610
OG0002439	ESY5_g2278_DN3_SP3_c0.t1	Cg006G223420
OG0002441	ESY5_g2149_DN3_SP8_c7.t1	Cg006G222870
OG0002442	ESY2_g35550_DN3_SP0_c0.t1, ESY4_g26179_DN2_SP0_c0.t1	Cg007G270850
OG0002442	ESY5_g2020_DN3_SP0_c0.t1	Cg006G222310
OG0002443	ESY5_g1426_DN3_SP0_c0.t1	Cg006G220970
OG0002443	ESY2_g35410_DN3_SP1_c0.t1	Cg007G269800
OG0002445	ESY6_g46677_DN3_SP8_c0.t1	Cg003G098660
OG0002445	ESY13_g56726_DN3_SP5_c0.t1	Cg001G015290
OG0002446	ESY16_g62100_DN3_SP8_c0.t1	Cg001G012960
OG0002446	ESY6_g47450_DN3_SP0_c0.t1	Cg003G100460
OG0002447	ESY4_g25186_DN3_SP0_c0.t1	Cg001G007770
OG0002447	ESY8_g59294_DN3_SP1_c0.t1	Cg005G187390
OG0002448	ESY1_g9990_DN3_SP0_c0.t1	Cg002G056270
OG0002448	ESY7_g18824_DN2_SP0_c0.t1	Cg006G204870
OG0002449	ESY5_g3879_DN3_SP0_c0.t1	Cg006G232990
OG0002449	ESY10_g13833_DN3_SP0_c0.t1	Cg002G072040
OG0002450	ESY7_g17685_DN3_SP0_c0.t1	Cg008G308620
OG0002450	ESY11_g54685_DN3_SP0_c0.t1	Cg008G310320, Cg008G310280
OG0002450	ESY5_g3082_DN3_SP7_c0.t1	Cg006G237940
OG0002451	ESY5_g4433_DN3_SP5_c0.t1	Cg006G238070
OG0002451	ESY8_g58946_DN3_SP6_c0.t1	Cg005G179020
OG0002452	ESY5_g4540_DN3_SP3_c0.t1	Cg006G238780
OG0002452	ESY7_g18778_DN3_SP0_c9.t1	Cg005G177350
OG0002453	ESY20_g13293_DN3_SP3_c0.t1	Cg014G330790, Cg003G078750
OG0002453	ESY5_g5240_DN3_SP8_c0.t1	Cg006G243280
OG0002454	ESY5_g5241_DN3_SP8_c0.t1	Cg006G243290, Cg003G078720, Cg014G330830
OG0002455	ESY7_g17226_DN3_SP0_c0.t1	Cg008G297280, Cg008G297250, Cg008G297270
OG0002456	ESY7_g17096_DN3_SP0_c0.t1	Cg008G298340
OG0002456	ESY7_g17080_DN3_SP0_c0.t1	Cg008G298430
OG0002457	ESY9_g42763_DN2_SP0_c0.t1	Cg008G289150, Cg005G162270
OG0002458	ESY1_g10827_DN3_SP0_c0.t1, ESY1_g10867_DN2_SP0_c0.t1	Cg004G152160, Cg002G051820
OG0002459	ESY6_g49799_DN3_SP0_c0.t1	Cg003G110700
OG0002460	ESY7_g18494_DN3_SP2_c0.t1	Cg008G287930
OG0002460	ESY6_g48588_DN3_SP6_c0.t1	Cg003G106010
OG0002461	ESY1_g10145_DN3_SP0_c0.t1	Cg002G055490, Cg002G055500
OG0002462	ESY2_g34727_DN3_SP6_c0.t1	Cg007G277170
OG0002462	ESY5_g3898_DN3_SP0_c0.t1	Cg006G225080
OG0002463	ESY2_g34761_DN3_SP5_c0.t1	Cg007G276940
OG0002463	ESY5_g3932_DN3_SP8_c0.t1	Cg006G225430
OG0002464	ESY2_g34960_DN1_SP0_c11.t1	Cg007G274800
OG0002465	ESY5_g2915_DN2_SP0_c0.t1	Cg006G230470
OG0002465	ESY2_g36534_DN3_SP8_c0.t1	Cg007G281360
OG0002466	ESY3_g30311_DN3_SP6_c0.t1	Cg004G129960
OG0002466	ESY2_g36226_DN3_SP0_c0.t1	Cg006G195330
OG0002467	ESY3_g30382_DN3_SP8_c0.t1	Cg004G130420
OG0002468	ESY2_g36948_DN3_SP5_c0.t1	Cg006G196530
OG0002468	ESY3_g30539_DN3_SP2_c0.t1	Cg004G131520
OG0002469	ESY2_g38418_DN3_SP0_c0.t1	Cg001G025190
OG0002469	ESY3_g29883_DN3_SP0_c0.t1	Cg004G133330
OG0002470	ESY3_g29800_DN3_SP8_c11.t1	Cg004G133980
OG0002470	ESY2_g38078_DN3_SP7_c0.t1	Cg006G201640
OG0002471	ESY2_g38032_DN3_SP8_c0.t1	Cg004G134170, Cg006G201510
OG0002472	ESY3_g29756_DN3_SP8_c0.t1	Cg004G134300
OG0002472	ESY2_g38006_DN3_SP7_c0.t1	Cg006G201450
OG0002473	ESY3_g29730_DN3_SP8_c0.t1	Cg004G134540
OG0002473	ESY2_g37977_DN3_SP0_c0.t1	Cg006G201300
OG0002474	ESY22_g40903_DN3_SP0_c0.t1	Cg001G026970
OG0002474	ESY3_g28798_DN3_SP0_c0.t1	Cg004G139740
OG0002475	ESY22_g40695_DN3_SP8_c0.t1	Cg001G027500
OG0002475	ESY3_g28636_DN2_SP4_c0.t1	Cg004G140380
OG0002476	ESY13_g57052_DN2_SP0_c0.t1, ESY17_g40180_DN2_SP0_c45.t1, ESY19_g42108_DN1_SP0_c64.t1, ESY19_g42107_DN2_SP0_c26.t1, ESY2_g38395_DN1_SP0_c0.t1, ESY19_g42021_DN1_SP0_c16.t1	Cg011G329260
OG0002477	ESY11_g54911_DN3_SP0_c0.t1	Cg004G156810, Cg001G011960
OG0002478	ESY3_g30515_DN2_SP0_c0.t1	Cg004G131160
OG0002478	ESY2_g36934_DN3_SP8_c0.t1	Cg006G196430
OG0002479	ESY1_g5655_DN2_SP3_c0.t1	Cg005G171900
OG0002479	ESY10_g15064_DN3_SP0_c0.t1	Cg008G323960
OG0002480	ESY1_g10524_DN3_SP1_c0.t1	Cg002G049900, Cg005G165220
OG0002481	ESY1_g11488_DN3_SP0_c14.t1	Cg002G062760, Cg002G062770
OG0002482	ESY10_g14870_DN2_SP0_c0.t1, ESY2_g37824_DN2_SP0_c0.t1	Cg008G324740, Cg008G324730
OG0002484	ESY6_g48272_DN3_SP0_c0.t1	Cg003G104030
OG0002487	ESY2_g33505_DN3_SP0_c0.t1	Cg007G255910, Cg007G255920
OG0002489	ESY6_g46718_DN2_SP0_c0.t1	Cg003G098780
OG0002490	ESY11_g54518_DN2_SP0_c0.t1	Cg005G176410
OG0002494	ESY4_g23936_DN3_SP7_c0.t1	Cg004G157250, Cg001G012420
OG0002496	ESY8_g59810_DN3_SP2_c0.t1	Cg005G193120
OG0002496	ESY3_g31598_DN2_SP0_c0.t1, ESY4_g26771_DN3_SP2_c0.t1	Cg001G001140, Cg003G096030, Cg003G090480, Cg004G146490
OG0002497	ESY6_g48379_DN3_SP4_c0.t1	Cg003G104650
OG0002497	ESY4_g24903_DN3_SP8_c0.t1	Cg001G009060
OG0002498	ESY4_g24930_DN3_SP8_c0.t1	Cg001G008970
OG0002498	ESY8_g59411_DN3_SP8_c0.t1	Cg005G189750
OG0002499	ESY6_g49042_DN3_SP3_c0.t1	Cg008G302020
OG0002500	ESY4_g25723_DN3_SP8_c0.t1	Cg001G006070, Cg004G150810, Cg004G149920
OG0002501	ESY16_g61810_DN3_SP0_c0.t1, ESY8_g58157_DN3_SP0_c0.t1	Cg006G214280
OG0002502	ESY16_g61663_DN3_SP5_c0.t1	Cg006G213320, Cg005G171360
OG0002503	ESY5_g3208_DN3_SP2_c0.t1	Cg007G256090, Cg006G237150
OG0002504	ESY2_g34139_DN3_SP7_c0.t1	Cg007G252740, Cg007G252780, Cg007G252770
OG0002504	ESY5_g3374_DN3_SP8_c0.t1	Cg006G236150
OG0002505	ESY5_g3448_DN3_SP7_c0.t1	Cg006G235690
OG0002505	ESY2_g34057_DN3_SP7_c0.t1	Cg007G251380
OG0002506	ESY5_g3505_DN3_SP0_c67.t1	Cg007G250700
OG0002506	ESY5_g3504_DN3_SP0_c0.t1	Cg006G235430
OG0002507	ESY5_g2108_DN3_SP0_c0.t1	Cg006G231470
OG0002508	ESY10_g14273_DN3_SP0_c0.t1	Cg002G073970
OG0002508	ESY5_g2734_DN3_SP0_c0.t1	Cg006G231960
OG0002509	ESY10_g14191_DN3_SP1_c0.t1, ESY2_g36772_DN2_SP0_c0.t1	Cg002G073610
OG0002510	ESY5_g3877_DN3_SP8_c0.t1	Cg006G233010
OG0002511	ESY2_g36428_DN3_SP0_c0.t1, ESY2_g36429_DN3_SP0_c0.t1, ESY2_g36461_DN2_SP0_c0.t1, ESY2_g36460_DN3_SP0_c0.t1	Cg002G070090, Cg002G069640, Cg002G069630
OG0002512	ESY1_g11956_DN3_SP0_c0.t1	Cg002G046550
OG0002512	ESY2_g36337_DN2_SP0_c0.t1	Cg006G194660
OG0002514	ESY3_g31205_DN3_SP0_c0.t1	Cg004G126860, Cg008G286350
OG0002515	ESY7_g18772_DN3_SP5_c0.t1	Cg008G287130
OG0002515	ESY3_g31284_DN3_SP8_c0.t1	Cg004G127400
