Orthogroup	Euclidium_syriacum	Noccaea_praecox
OG0000601	ESY7_g17441_DN3_SP0_c0.t1	Np003G142410
OG0000601	ESY8_g60855_DN3_SP0_c23.t1	Np005G315020
OG0000602	ESY7_g19341_DN3_SP3_c0.t1	Np003G127540
OG0000602	ESY1_g11144_DN3_SP7_c0.t1	Np001G056000
OG0000605	ESY2_g34913_DN2_SP0_c0.t1	Np002G079930
OG0000605	ESY2_g34914_DN3_SP0_c0.t1	Np002G079860
OG0000606	ESY2_g36506_DN3_SP8_c0.t1	Np002G070400
OG0000606	ESY2_g37074_DN3_SP8_c0.t1	Np004G194450
OG0000607	ESY3_g29541_DN1_SP0_c0.t1	Np007G395540
OG0000607	ESY11_g53724_DN3_SP0_c0.t1	Np007G377870
OG0000607	ESY4_g25681_DN3_SP0_c0.t1	Np005G264180
OG0000608	ESY1_g11829_DN3_SP0_c32.t1	Np007G389620, Np001G062510, Np001G062520, Np001G062500
OG0000612	ESY12_g51240_DN3_SP7_c0.t1	Np002G113980, Np002G113610
OG0000612	ESY2_g34079_DN3_SP4_c0.t1, ESY2_g34091_DN3_SP1_c0.t1	Np006G329550
OG0000613	ESY3_g32484_DN3_SP3_c0.t1	Np007G423380
OG0000613	ESY8_g60972_DN3_SP7_c0.t1	Np005G314130
OG0000614	ESY7_g17788_DN3_SP7_c0.t1	Np003G135170
OG0000614	ESY7_g17787_DN3_SP2_c0.t1, ESY7_g17790_DN3_SP7_c0.t1	Np003G135180
OG0000615	ESY11_g54187_DN3_SP8_c0.t1	Np007G375040
OG0000615	ESY4_g26148_DN3_SP7_c0.t1	Np005G267750
OG0000615	ESY1_g10123_DN3_SP3_c0.t1	Np001G052920
OG0000617	ESY20_g13140_DN3_SP0_c28.t1	Np003G187360, Np003G187350
OG0000617	ESY20_g13138_DN3_SP0_c17.t1, ESY20_g13139_DN3_SP0_c16.t1	Np003G188770
OG0000618	ESY2_g36119_DN3_SP8_c0.t1	Np002G073260
OG0000618	ESY16_g62166_DN3_SP0_c0.t1	Np005G277620
OG0000619	ESY9_g44747_DN3_SP0_c0.t1, ESY9_g44746_DN3_SP8_c0.t1	Np006G337730, Np006G337710
OG0000619	ESY1_g11112_DN3_SP1_c0.t1, ESY1_g11113_DN3_SP8_c0.t1	Np001G056250
OG0000620	ESY5_g4190_DN3_SP5_c0.t1	Np004G237240
OG0000620	ESY2_g34921_DN3_SP1_c0.t1, ESY2_g34919_DN3_SP7_c0.t1	Np002G079810
OG0000621	ESY7_g16114_DN3_SP0_c3.t1	Np003G182900
OG0000621	ESY2_g37743_DN3_SP0_c0.t1	Np005G311230
OG0000622	ESY8_g59744_DN2_SP0_c0.t1, ESY8_g59742_DN2_SP0_c0.t1	Np002G118950
OG0000622	ESY9_g43245_DN1_SP0_c0.t1	Np006G369000, Np006G356750, Np006G369010
OG0000625	ESY3_g32531_DN2_SP7_c0.t1	Np007G423770
OG0000625	ESY4_g25046_DN2_SP3_c0.t1	Np001G044470, Np005G271050, Np006G364280, Np006G364290
OG0000626	ESY7_g19288_DN3_SP0_c0.t1, ESY2_g33465_DN3_SP0_c2.t1	Np002G122710, Np002G122720, Np002G122740
OG0000627	ESY6_g48038_DN3_SP0_c28.t1	Np005G278900, Np003G159680
OG0000628	ESY2_g35063_DN3_SP8_c0.t1	Np002G074230
OG0000628	ESY3_g29628_DN3_SP7_c0.t1, ESY14_g21111_DN3_SP1_c0.t1	Np004G204410, Np007G385740, Np007G394910, Np007G382110, Np006G331000
OG0000630	ESY20_g13070_DN2_SP0_c0.t1	Np005G313020, Np005G313030, Np005G313090
OG0000630	ESY1_g11709_DN3_SP0_c0.t1, ESY1_g11710_DN2_SP0_c0.t1	Np004G251690
OG0000630	ESY2_g34561_DN2_SP0_c0.t1	Np001G019080, Np001G019090
OG0000633	ESY4_g22902_DN1_SP0_c0.t1	Np004G241050, Np007G375870, Np003G164740, Np007G384960, Np002G070420
OG0000634	ESY9_g43625_DN2_SP0_c0.t1	Np002G114880, Np002G114820, Np003G153190, Np004G230990, Np003G153200
OG0000635	ESY8_g58445_DN3_SP0_c0.t1, ESY11_g53747_DN3_SP0_c0.t1	Np006G355290
OG0000639	ESY9_g42788_DN2_SP0_c0.t1, ESY9_g42645_DN2_SP0_c0.t1, ESY16_g61751_DN3_SP0_c0.t1, ESY9_g42790_DN3_SP0_c0.t1	Np005G271880
OG0000639	ESY2_g33316_DN2_SP0_c0.t1	Np004G229040
OG0000640	ESY7_g18098_DN1_SP0_c0.t1	Np001G051790, Np001G051800
OG0000641	ESY3_g28976_DN3_SP0_c0.t1	Np007G382170
OG0000641	ESY7_g18107_DN3_SP0_c0.t1	Np007G382190
OG0000642	ESY8_g60869_DN3_SP0_c0.t1	Np005G315010
OG0000645	ESY4_g25188_DN1_SP0_c0.t1, ESY4_g25078_DN3_SP0_c0.t1	Np005G305850, Np005G305860, Np005G306280
OG0000645	ESY6_g48287_DN2_SP0_c0.t1	Np005G305900
OG0000645	ESY2_g35620_DN3_SP0_c0.t1	Np005G306270
OG0000646	ESY2_g34566_DN3_SP8_c17.t1	Np001G019030
OG0000646	ESY3_g32566_DN3_SP0_c0.t1, ESY3_g32567_DN3_SP8_c0.t1	Np007G424180
OG0000647	ESY3_g30971_DN3_SP1_c0.t1	Np005G273460, Np007G400560, Np007G413120, Np007G401620, Np010G435200, Np010G435170, Np010G435210
OG0000647	ESY7_g19417_DN3_SP8_c0.t1	Np002G086910
OG0000648	ESY1_g12502_DN3_SP0_c0.t1, ESY1_g12500_DN3_SP0_c0.t1	Np001G069150, Np002G105630, Np006G367970
OG0000649	ESY5_g3951_DN3_SP0_c0.t1	Np004G235080
OG0000649	ESY2_g34781_DN3_SP8_c21.t1	Np002G076880
OG0000650	ESY10_g15226_DN3_SP0_c0.t1	Np001G036540
OG0000650	ESY10_g15225_DN3_SP8_c0.t1	Np001G036510
OG0000653	ESY17_g39862_DN1_SP0_c0.t1	Np005G277700, Np004G224960, Np007G400540, Np003G157650, Np003G172460, Np004G237430
OG0000654	ESY9_g42727_DN3_SP0_c0.t1, ESY6_g48698_DN1_SP0_c0.t1, ESY6_g48670_DN1_SP0_c0.t1, ESY4_g23826_DN2_SP0_c0.t1, ESY5_g1890_DN2_SP0_c0.t1, ESY6_g49080_DN2_SP0_c0.t1	Np003G153660, Np003G152780, Np003G153740
OG0000658	ESY21_g55873_DN3_SP8_c0.t1, ESY1_g11031_DN3_SP1_c0.t1, ESY1_g12001_DN3_SP2_c0.t1	Np001G014790, Np001G020800, Np001G056790
OG0000659	ESY11_g54679_DN3_SP3_c0.t1, ESY6_g48289_DN3_SP3_c0.t1	Np007G372940, Np005G289090, Np005G275190, Np003G157310
OG0000660	ESY5_g4525_DN3_SP8_c0.t1	Np004G252140
OG0000660	ESY1_g8235_DN3_SP8_c0.t1	Np001G046620
OG0000660	ESY6_g48683_DN3_SP8_c0.t1	Np003G153480
OG0000661	ESY8_g58443_DN3_SP2_c0.t1, ESY17_g40319_DN3_SP8_c0.t1	Np005G310030, Np002G115440, Np006G355350
OG0000662	ESY7_g17394_DN3_SP0_c0.t1	Np003G142770
OG0000662	ESY3_g32494_DN3_SP0_c0.t1	Np007G423510
OG0000662	ESY7_g17392_DN2_SP0_c0.t1	Np003G142780
OG0000663	ESY2_g34519_DN3_SP0_c0.t1	Np002G090300, Np004G209560
OG0000663	ESY2_g34522_DN3_SP0_c0.t1	Np002G090310
OG0000664	ESY4_g26586_DN2_SP0_c21.t1	Np001G064390, Np003G145320, Np007G408110
OG0000667	ESY1_g12132_DN3_SP0_c0.t1	Np001G044500, Np001G044550
OG0000669	ESY12_g52124_DN3_SP8_c0.t1	Np006G325980
OG0000669	ESY10_g14649_DN3_SP7_c0.t1	Np001G027970
OG0000671	ESY9_g42837_DN2_SP0_c0.t1, ESY9_g42840_DN3_SP0_c0.t1	Np005G314740, Np005G314720, Np005G314750, Np004G228880, Np005G314670, Np001G041910, Np005G314680
OG0000672	ESY11_g54591_DN3_SP8_c0.t1, ESY1_g5830_DN3_SP8_c0.t1	Np006G342630
OG0000672	ESY4_g23196_DN3_SP6_c0.t1	Np004G212370
OG0000673	ESY10_g14021_DN3_SP0_c0.t1	Np001G023400, Np001G023380
OG0000673	ESY11_g54919_DN3_SP0_c0.t1	Np006G366260
OG0000675	ESY8_g58352_DN3_SP3_c0.t1	Np006G356050
OG0000676	ESY5_g4583_DN3_SP6_c0.t1	Np004G252560
OG0000676	ESY1_g10679_DN3_SP6_c0.t1	Np001G059690
OG0000676	ESY2_g34953_DN3_SP7_c0.t1	Np002G079460
OG0000677	ESY12_g51386_DN3_SP0_c0.t1	Np004G227760
OG0000677	ESY5_g1656_DN3_SP0_c0.t1	Np004G227730
OG0000685	ESY34_g45725_DN3_SP8_c0.t1	Np005G275060, Np005G275040
OG0000685	ESY13_g56007_DN1_SP6_c0.t1	Np005G279610
OG0000686	ESY4_g25791_DN3_SP0_c0.t1, ESY4_g25790_DN3_SP0_c0.t1, ESY4_g25789_DN3_SP0_c0.t1	Np005G264040
OG0000686	ESY4_g25788_DN3_SP0_c0.t1	Np002G091570, Np005G264050
OG0000687	ESY16_g61485_DN3_SP8_c0.t1	Np005G299500
OG0000687	ESY12_g51948_DN3_SP7_c0.t1	Np006G324700
OG0000687	ESY1_g12135_DN3_SP0_c0.t1	Np001G066460
OG0000688	ESY10_g14422_DN3_SP0_c35.t1	Np001G025840
OG0000689	ESY14_g20144_DN3_SP0_c0.t1, ESY10_g14022_DN3_SP8_c0.t1, ESY2_g33614_DN3_SP1_c0.t1	Np004G208380, Np003G177370
OG0000691	ESY9_g45497_DN3_SP0_c0.t1, ESY9_g45481_DN3_SP0_c0.t1	Np006G333970, Np006G333980
OG0000692	ESY1_g11386_DN3_SP8_c0.t1	Np001G063690
OG0000692	ESY12_g51571_DN3_SP0_c0.t1	Np006G327970
OG0000693	ESY1_g10680_DN3_SP8_c0.t1	Np001G059680
OG0000695	ESY2_g34927_DN3_SP0_c0.t1	Np002G079710
OG0000695	ESY2_g34926_DN2_SP0_c0.t1, ESY2_g34925_DN2_SP0_c0.t1	Np005G312620, Np002G116740, Np002G113280
OG0000696	ESY2_g36484_DN3_SP1_c0.t1	Np004G241110, Np007G390340, Np004G194620
OG0000697	ESY2_g37486_DN2_SP0_c0.t1	Np004G199810
OG0000697	ESY2_g37386_DN2_SP0_c0.t1, ESY2_g37254_DN2_SP0_c0.t1	Np004G194590
OG0000698	ESY11_g54915_DN3_SP0_c26.t1	Np007G412940, Np007G413170
OG0000700	ESY8_g58761_DN3_SP0_c0.t1, ESY8_g58823_DN3_SP0_c0.t1, ESY8_g58821_DN3_SP0_c0.t1, ESY8_g58757_DN3_SP0_c0.t1	Np006G360290, Np006G360310, Np006G360270, Np006G360280, Np006G350630
OG0000702	ESY7_g17604_DN3_SP8_c0.t1	Np003G141400
OG0000702	ESY21_g55849_DN3_SP6_c0.t1	Np001G020650
OG0000702	ESY3_g32645_DN3_SP1_c0.t1	Np007G424940
OG0000703	ESY1_g10503_DN3_SP8_c0.t1, ESY1_g11933_DN3_SP5_c0.t1	Np003G128130, Np006G339110, Np001G055190
OG0000704	ESY9_g43062_DN3_SP0_c0.t1, ESY9_g43063_DN3_SP7_c0.t1	Np007G392710, Np005G289350
OG0000704	ESY7_g16728_DN3_SP5_c0.t1	Np001G038300
OG0000705	ESY12_g52179_DN2_SP0_c0.t1	Np006G326540
OG0000705	ESY12_g52177_DN1_SP0_c0.t1	Np006G326520
OG0000706	ESY6_g49981_DN3_SP8_c0.t1, ESY6_g49980_DN3_SP0_c0.t1	Np001G012600, Np001G012640
OG0000706	ESY16_g62079_DN2_SP0_c0.t1	Np001G003850
OG0000707	ESY3_g30927_DN3_SP0_c0.t1	Np007G413470
OG0000708	ESY5_g3683_DN3_SP0_c16.t1	Np004G246770
OG0000708	ESY1_g12223_DN3_SP0_c0.t1	Np004G246300
OG0000710	ESY2_g35099_DN3_SP0_c0.t1	Np004G243100, Np005G307730
OG0000711	ESY8_g59556_DN3_SP0_c0.t1, ESY8_g59559_DN3_SP0_c0.t1, ESY8_g59560_DN2_SP0_c0.t1, ESY8_g59564_DN3_SP0_c0.t1, ESY8_g59562_DN3_SP0_c0.t1	Np006G367030
OG0000711	ESY2_g35144_DN3_SP0_c0.t1, ESY10_g15187_DN3_SP0_c0.t1	Np005G316650
OG0000711	ESY8_g59557_DN3_SP0_c0.t1	Np006G366930, Np006G366940
OG0000712	ESY3_g31489_DN3_SP0_c0.t1, ESY8_g58302_DN3_SP0_c0.t1, ESY3_g30341_DN3_SP0_c0.t1, ESY3_g31491_DN3_SP0_c0.t1, ESY3_g31490_DN1_SP0_c0.t1	Np007G416650
OG0000714	ESY8_g61139_DN3_SP0_c0.t1, ESY8_g61136_DN3_SP0_c0.t1, ESY8_g61146_DN3_SP0_c0.t1	Np005G313110
OG0000715	ESY7_g17813_DN3_SP0_c0.t1, ESY7_g17815_DN3_SP0_c0.t1, ESY7_g17814_DN3_SP0_c0.t1, ESY6_g47594_DN3_SP0_c0.t1	Np003G182580, Np003G182590
OG0000716	ESY11_g54131_DN3_SP0_c0.t1, ESY1_g9191_DN2_SP0_c0.t1	Np003G178750, Np003G178770, Np005G305680
OG0000717	ESY12_g51328_DN3_SP1_c0.t1	Np004G234260, Np006G363060
OG0000718	ESY3_g31321_DN3_SP8_c35.t1	Np007G409950, Np003G125160
OG0000720	ESY1_g12487_DN2_SP0_c0.t1	Np001G068980
OG0000720	ESY20_g13190_DN2_SP0_c0.t1	Np003G187030
OG0000721	ESY5_g5326_DN3_SP8_c84.t1	Np004G257670, Np003G186900, Np007G391500
OG0000722	ESY2_g35452_DN3_SP7_c0.t1	Np002G086450
OG0000722	ESY5_g1618_DN3_SP4_c0.t1	Np004G227200
OG0000722	ESY5_g2781_DN3_SP7_c0.t1	Np004G242400
OG0000723	ESY7_g16863_DN3_SP0_c0.t1	Np001G013900
OG0000724	ESY6_g49780_DN3_SP0_c0.t1	Np001G058880
OG0000725	ESY7_g18333_DN3_SP0_c0.t1	Np006G342370
OG0000725	ESY10_g15730_DN3_SP0_c0.t1	Np003G137490
OG0000726	ESY12_g51329_DN1_SP0_c0.t1	Np001G036330, Np006G359260
OG0000727	ESY2_g33294_DN3_SP0_c18.t1	Np007G388410, Np007G388380, Np007G389000, Np004G248560, Np004G215920
OG0000728	ESY7_g16966_DN1_SP0_c23.t1	Np003G146610, Np003G146570, Np003G146590, Np003G146580
OG0000730	ESY10_g14284_DN3_SP0_c8.t1	Np001G024830
OG0000730	ESY5_g2741_DN3_SP0_c0.t1, ESY5_g2740_DN3_SP0_c0.t1	Np004G242780
OG0000732	ESY6_g48326_DN3_SP7_c0.t1	Np003G156910, Np005G279680, Np001G055070
OG0000734	ESY6_g46411_DN3_SP5_c0.t1	Np003G168400
OG0000735	ESY10_g14440_DN3_SP0_c0.t1	Np005G314100
OG0000735	ESY6_g48153_DN3_SP0_c0.t1	Np003G156630
OG0000736	ESY7_g17997_DN3_SP7_c0.t1, ESY2_g34853_DN3_SP0_c0.t1	Np003G136540, Np004G219250
OG0000736	ESY8_g59710_DN2_SP7_c0.t1	Np006G369110
OG0000736	ESY4_g26693_DN3_SP8_c0.t1	Np005G262120
OG0000739	ESY10_g14454_DN3_SP0_c0.t1	Np004G256480, Np005G305640
OG0000741	ESY3_g30220_DN3_SP8_c0.t1	Np007G407510
OG0000741	ESY2_g36293_DN3_SP8_c0.t1	Np004G191090
OG0000744	ESY7_g16957_DN3_SP0_c25.t1, ESY7_g17029_DN3_SP0_c0.t1	Np003G182790, Np003G182850
OG0000749	ESY5_g2626_DN3_SP7_c0.t1	Np004G243770
OG0000749	ESY5_g1201_DN3_SP8_c0.t1	Np004G209100
OG0000749	ESY10_g14026_DN3_SP7_c0.t1	Np001G023430
OG0000750	ESY7_g19439_DN1_SP0_c0.t1	Np005G319860, Np005G319800
OG0000750	ESY8_g60041_DN1_SP0_c0.t1, ESY2_g35058_DN2_SP0_c0.t1	Np005G319850, Np005G319920, Np005G300140
OG0000750	ESY1_g6177_DN2_SP0_c0.t1, ESY2_g33330_DN3_SP0_c0.t1	Np002G123990, Np002G123980
OG0000751	ESY7_g19214_DN3_SP0_c0.t1	Np003G128310, Np002G120940
OG0000752	ESY3_g31784_DN3_SP0_c0.t1, ESY3_g31785_DN3_SP0_c0.t1, ESY6_g50001_DN3_SP0_c0.t1, ESY6_g50002_DN3_SP0_c0.t1	Np001G012300
OG0000752	ESY7_g18083_DN3_SP0_c0.t1	Np003G137130
OG0000753	ESY7_g16513_DN3_SP0_c0.t1	Np004G202980, Np004G202960, Np004G202950, Np003G184860
OG0000754	ESY11_g54820_DN3_SP1_c0.t1	Np004G203100
OG0000754	ESY2_g33475_DN3_SP0_c0.t1	Np007G380060
OG0000756	ESY4_g25311_DN3_SP0_c0.t1, ESY4_g25314_DN3_SP0_c0.t1, ESY4_g25313_DN3_SP0_c0.t1	Np005G267090
OG0000757	ESY7_g19487_DN3_SP2_c0.t1	Np003G126650
OG0000757	ESY9_g44941_DN3_SP8_c0.t1	Np006G336960, Np001G056570
OG0000758	ESY2_g36629_DN1_SP0_c0.t1	Np002G071380
OG0000758	ESY8_g58351_DN3_SP0_c0.t1	Np006G356060
OG0000758	ESY5_g2991_DN3_SP0_c0.t1	Np004G240340
OG0000759	ESY6_g48610_DN3_SP6_c0.t1	Np003G154280
OG0000759	ESY8_g58711_DN3_SP6_c0.t1	Np006G351730
OG0000759	ESY5_g4575_DN3_SP0_c0.t1	Np004G252480
OG0000760	ESY3_g32152_DN3_SP3_c0.t1	Np006G331470, Np003G174100
OG0000761	ESY3_g30881_DN3_SP0_c0.t1, ESY3_g29261_DN2_SP0_c0.t1	Np007G398800
OG0000761	ESY3_g32257_DN2_SP0_c0.t1	Np007G398780
OG0000761	ESY3_g29273_DN3_SP0_c0.t1, ESY11_g54336_DN2_SP0_c0.t1	Np007G398760
OG0000762	ESY11_g54730_DN3_SP0_c15.t1	Np007G372630, Np007G372690
OG0000762	ESY11_g54728_DN3_SP0_c15.t1, ESY11_g54727_DN3_SP0_c16.t1	Np007G372670
OG0000763	ESY2_g36203_DN3_SP0_c0.t1, ESY2_g36205_DN3_SP0_c0.t1	Np004G192120, Np004G192100
OG0000763	ESY2_g36206_DN3_SP0_c0.t1	Np004G192090
OG0000764	ESY2_g37331_DN3_SP0_c0.t1	Np004G195960, Np006G358630, Np004G196400
OG0000765	ESY7_g19012_DN3_SP0_c32.t1	Np001G053900, Np001G052380, Np001G053890
OG0000768	ESY9_g43052_DN2_SP0_c0.t1	Np007G377030, Np003G180960, Np003G180950
OG0000772	ESY7_g18269_DN3_SP0_c0.t1	Np006G363870, Np001G019790
OG0000772	ESY3_g31392_DN3_SP0_c0.t1	Np001G019780
OG0000773	ESY5_g1604_DN3_SP8_c0.t1, ESY2_g35436_DN3_SP0_c0.t1, ESY2_g35437_DN3_SP0_c0.t1	Np002G086730, Np001G019440
OG0000774	ESY39_g61439_DN3_SP0_c0.t1	Np005G279450
OG0000774	ESY2_g36326_DN3_SP0_c0.t1	Np003G125830
OG0000774	ESY3_g30281_DN3_SP0_c0.t1, ESY6_g48270_DN3_SP0_c0.t1	Np007G406620
OG0000775	ESY3_g31102_DN3_SP0_c0.t1, ESY3_g31099_DN3_SP4_c0.t1	Np007G411740
OG0000776	ESY9_g45663_DN3_SP7_c0.t1	Np006G332580
OG0000776	ESY3_g30875_DN3_SP3_c0.t1, ESY3_g31227_DN3_SP7_c0.t1	Np007G410600, Np007G413670
OG0000777	ESY2_g36244_DN3_SP7_c0.t1	Np004G191610
OG0000779	ESY9_g43755_DN3_SP8_c0.t1	Np005G285590
OG0000779	ESY7_g16098_DN2_SP6_c0.t1	Np003G182860
OG0000780	ESY4_g26710_DN3_SP8_c0.t1	Np005G262020
OG0000780	ESY8_g59716_DN3_SP8_c0.t1	Np006G369190
OG0000781	ESY12_g52166_DN3_SP0_c18.t1	Np006G326390, Np006G326420
OG0000781	ESY8_g58290_DN3_SP0_c18.t1, ESY12_g52165_DN3_SP0_c30.t1	Np006G326400, Np006G326410
OG0000783	ESY6_g49068_DN3_SP0_c0.t1	Np003G150010
OG0000783	ESY1_g6882_DN3_SP8_c0.t1	Np005G285420, Np001G043770
OG0000784	ESY1_g7266_DN3_SP0_c0.t1	Np001G044430
OG0000784	ESY1_g7267_DN3_SP0_c0.t1	Np001G044440
OG0000784	ESY6_g49007_DN3_SP0_c0.t1	Np003G150760
OG0000785	ESY7_g19040_DN3_SP0_c23.t1	Np005G263420, Np003G129340
OG0000786	ESY6_g49545_DN1_SP0_c0.t1	Np005G271720, Np004G214860, Np004G214890
OG0000787	ESY3_g30072_DN3_SP0_c0.t1	Np002G107730, Np007G408970
OG0000787	ESY3_g30071_DN3_SP0_c0.t1	Np007G408990
OG0000788	ESY1_g7587_DN3_SP8_c0.t1	Np001G044750
OG0000788	ESY6_g48958_DN3_SP8_c0.t1	Np003G151370
OG0000789	ESY2_g36683_DN3_SP8_c0.t1, ESY8_g58815_DN3_SP0_c0.t1	Np002G072050
OG0000790	ESY2_g36201_DN3_SP0_c0.t1	Np004G192160, Np004G192150
OG0000791	ESY6_g48395_DN3_SP0_c0.t1, ESY6_g48329_DN3_SP0_c0.t1	Np001G060710, Np001G060720, Np001G060730, Np001G060700, Np001G060750
OG0000792	ESY6_g50489_DN2_SP0_c16.t1, ESY1_g11632_DN2_SP0_c15.t1	Np004G233400
OG0000792	ESY11_g52864_DN2_SP0_c0.t1	Np006G330850
OG0000793	ESY5_g2990_DN3_SP0_c0.t1	Np002G071320, Np002G071290
OG0000794	ESY9_g43408_DN1_SP0_c0.t1	Np006G325110, Np009G432170, Np006G344990, Np001G058610, Np006G358470, Np006G355840, Np001G012630, Np004G204830
OG0000795	ESY2_g34770_DN1_SP0_c0.t1	Np005G272780
OG0000796	ESY8_g59434_DN1_SP0_c0.t1, ESY8_g59460_DN2_SP0_c0.t1, ESY8_g59495_DN2_SP0_c0.t1	Np003G176790
OG0000796	ESY9_g42911_DN1_SP0_c0.t1	Np005G293580
OG0000796	ESY8_g59715_DN2_SP0_c0.t1	Np006G330380
OG0000798	ESY16_g61516_DN3_SP8_c0.t1	Np005G294720, Np005G298760, Np005G295420
OG0000800	ESY1_g9283_DN3_SP0_c0.t1	Np001G049280
OG0000801	ESY3_g31113_DN3_SP0_c18.t1	Np007G411650
OG0000801	ESY7_g19056_DN3_SP0_c0.t1	Np003G129290
OG0000801	ESY3_g31115_DN3_SP0_c18.t1, ESY3_g31116_DN3_SP0_c16.t1	Np007G411640
OG0000802	ESY10_g15145_DN2_SP0_c0.t1	Np001G035930
OG0000802	ESY4_g23546_DN3_SP0_c0.t1	Np004G213420
OG0000802	ESY9_g42647_DN2_SP0_c0.t1	Np007G403260, Np004G249950, Np005G291790
OG0000803	ESY9_g43135_DN3_SP3_c0.t1	Np005G289240
OG0000803	ESY11_g53661_DN3_SP0_c0.t1	Np005G289320, Np005G289310, Np005G289300
OG0000804	ESY3_g31427_DN1_SP0_c0.t1	Np001G008670
OG0000805	ESY3_g28912_DN3_SP0_c0.t1, ESY22_g40927_DN2_SP0_c0.t1	Np005G303760, Np007G382830
OG0000806	ESY12_g52088_DN3_SP0_c0.t1	Np006G325750
OG0000806	ESY10_g14288_DN2_SP0_c0.t1	Np005G301000
OG0000807	ESY2_g33437_DN2_SP0_c0.t1	Np006G325830, Np001G017730, Np007G425260
OG0000808	ESY8_g58876_DN3_SP8_c0.t1	Np006G359850
OG0000808	ESY1_g8082_DN3_SP5_c0.t1	Np001G046130
OG0000808	ESY6_g48701_DN3_SP8_c0.t1	Np003G153230
OG0000809	ESY5_g1416_DN3_SP8_c0.t1	Np004G226080
OG0000809	ESY8_g58566_DN3_SP0_c0.t1, ESY5_g2725_DN3_SP0_c0.t1	Np007G375690
OG0000811	ESY20_g12884_DN2_SP0_c50.t1	Np003G182060
OG0000812	ESY4_g25531_DN3_SP0_c0.t1	Np006G360800
OG0000812	ESY7_g17867_DN2_SP0_c0.t1	Np006G360790
OG0000813	ESY6_g49074_DN3_SP0_c0.t1	Np007G392340
OG0000813	ESY3_g29818_DN3_SP0_c0.t1, ESY6_g49077_DN2_SP0_c0.t1, ESY3_g29821_DN1_SP0_c0.t1	Np007G392330
OG0000814	ESY6_g48840_DN3_SP0_c0.t1, ESY6_g48868_DN3_SP0_c0.t1, ESY6_g48869_DN2_SP0_c0.t1	Np004G248040, Np003G152190
OG0000815	ESY9_g43283_DN2_SP0_c0.t1	Np003G153780
OG0000818	ESY6_g50069_DN3_SP7_c0.t1	Np001G011690
OG0000818	ESY2_g33249_DN3_SP7_c0.t1	Np002G124760
OG0000819	ESY3_g31123_DN3_SP8_c0.t1	Np007G411620
OG0000819	ESY7_g19054_DN3_SP3_c0.t1	Np003G129310
OG0000819	ESY1_g10552_DN3_SP5_c0.t1	Np001G060370
OG0000821	ESY6_g46659_DN3_SP3_c0.t1	Np003G167140
OG0000821	ESY16_g62085_DN3_SP0_c0.t1	Np003G167170
OG0000821	ESY16_g62464_DN3_SP0_c0.t1	Np005G314350, Np003G167190
OG0000821	ESY10_g15165_DN3_SP0_c0.t1	Np003G152950, Np003G165270, Np003G152960
OG0000822	ESY11_g54534_DN3_SP0_c0.t1	Np003G162100
OG0000822	ESY11_g54536_DN2_SP0_c0.t1, ESY11_g54535_DN3_SP0_c0.t1	Np003G162030, Np003G162050
OG0000823	ESY10_g14859_DN3_SP0_c0.t1	Np001G032910
OG0000824	ESY14_g19769_DN3_SP8_c0.t1, ESY11_g55005_DN3_SP0_c0.t1	Np004G206080
OG0000824	ESY18_g64119_DN3_SP7_c0.t1	Np003G178410
OG0000825	ESY1_g12331_DN3_SP8_c0.t1	Np001G067480
OG0000825	ESY12_g51727_DN3_SP8_c0.t1	Np006G323070
OG0000826	ESY9_g42644_DN3_SP1_c0.t1	Np001G049200
OG0000826	ESY12_g52080_DN3_SP3_c0.t1	Np006G325670
OG0000827	ESY6_g47970_DN3_SP0_c0.t1	Np003G160770
OG0000827	ESY4_g25988_DN3_SP8_c0.t1	Np003G125640
OG0000828	ESY20_g12782_DN1_SP0_c0.t1	Np006G357360, Np006G357380, Np006G357670, Np002G114920
OG0000829	ESY3_g32293_DN3_SP0_c0.t1, ESY3_g32292_DN3_SP0_c0.t1, ESY3_g32288_DN3_SP0_c0.t1	Np007G422090
OG0000829	ESY7_g17156_DN3_SP0_c0.t1, ESY2_g38202_DN2_SP0_c0.t1	Np003G144870
OG0000830	ESY4_g26926_DN3_SP4_c0.t1, ESY8_g59939_DN3_SP4_c0.t1	Np004G235230
OG0000830	ESY5_g3963_DN3_SP8_c0.t1	Np002G077080
OG0000831	ESY2_g36087_DN3_SP0_c0.t1	Np004G235010
OG0000834	ESY2_g37865_DN3_SP0_c0.t1	Np004G198720, Np004G198270
OG0000835	ESY3_g29493_DN3_SP0_c0.t1, ESY9_g42994_DN3_SP0_c19.t1	Np007G395770
OG0000835	ESY2_g37648_DN3_SP7_c0.t1	Np004G198020
OG0000836	ESY1_g11722_DN3_SP0_c0.t1, ESY1_g11720_DN3_SP0_c0.t1	Np007G379740, Np001G061840
OG0000837	ESY1_g10319_DN3_SP0_c0.t1	Np001G052330, Np004G246680
OG0000838	ESY1_g6968_DN3_SP0_c0.t1	Np003G171000
OG0000841	ESY12_g51663_DN3_SP0_c0.t1	Np003G179770
OG0000844	ESY3_g30966_DN3_SP8_c0.t1	Np007G413220
OG0000844	ESY7_g19423_DN3_SP8_c0.t1	Np003G127060
OG0000844	ESY8_g59403_DN3_SP1_c0.t1	Np006G365070
OG0000845	ESY13_g56900_DN3_SP8_c0.t1	Np003G172660, Np005G281480
