Orthogroup	Euclidium_syriacum	Cochlearia_excelsa
OG0002642	ESY2_g35174_DN3_SP2_c0.t1	g44918
OG0002643	ESY2_g35241_DN3_SP0_c0.t1	g46778, g44986
OG0002644	ESY2_g34356_DN3_SP0_c0.t1	g23623
OG0002645	ESY13_g56248_DN3_SP8_c0.t1	g28623, g23725
OG0002646	ESY7_g19165_DN3_SP0_c0.t1	g13072
OG0002646	ESY3_g31058_DN3_SP2_c0.t1	g7441
OG0002647	ESY13_g57597_DN3_SP3_c0.t1	g47515, g23827
OG0002648	ESY6_g47229_DN3_SP8_c0.t1	g28408
OG0002649	ESY6_g47500_DN2_SP0_c0.t1	g28437, g35039, g34359, g19663, g39221
OG0002650	ESY6_g47849_DN3_SP8_c0.t1	g28477
OG0002651	ESY6_g47906_DN3_SP8_c0.t1	g964
OG0002651	ESY16_g62293_DN3_SP0_c0.t1	g23651
OG0002652	ESY11_g54425_DN2_SP6_c0.t1	g13933
OG0002653	ESY7_g18108_DN3_SP0_c0.t1	g29472
OG0002653	ESY6_g49993_DN3_SP0_c0.t1	g10040
OG0002654	ESY7_g18058_DN3_SP0_c0.t1	g29493
OG0002655	ESY7_g17961_DN3_SP8_c0.t1	g5430, g29523
OG0002656	ESY6_g50656_DN3_SP8_c0.t1	g216
OG0002658	ESY9_g43363_DN3_SP0_c0.t1	g24040
OG0002658	ESY9_g43367_DN3_SP0_c0.t1	g24039
OG0002659	ESY9_g43751_DN3_SP7_c0.t1	g47415
OG0002659	ESY7_g16100_DN3_SP0_c0.t1	g40417
OG0002660	ESY2_g33493_DN2_SP0_c0.t1	g23951, g40405, g47428
OG0002661	ESY23_g127_DN3_SP2_c0.t1	g23892
OG0002661	ESY18_g63452_DN3_SP8_c0.t1	g40368
OG0002662	ESY14_g20839_DN3_SP8_c0.t1	g50771
OG0002662	ESY19_g41488_DN3_SP8_c0.t1	g25851
OG0002663	ESY4_g22631_DN3_SP8_c0.t1	g32316
OG0002664	ESY4_g25306_DN3_SP0_c0.t1, ESY4_g25308_DN3_SP0_c0.t1, ESY4_g25307_DN3_SP0_c0.t1	g22979
OG0002665	ESY4_g26144_DN3_SP0_c0.t1	g22952
OG0002665	ESY11_g54181_DN3_SP7_c0.t1	g6031
OG0002666	ESY4_g26242_DN3_SP0_c0.t1, ESY4_g26243_DN3_SP0_c0.t1, ESY4_g26245_DN2_SP0_c0.t1	g47968
OG0002666	ESY4_g26244_DN2_SP0_c0.t1	g22923
OG0002667	ESY4_g26257_DN3_SP2_c0.t1	g22917
OG0002667	ESY11_g54280_DN3_SP1_c0.t1	g6010
OG0002668	ESY4_g26406_DN3_SP0_c14.t1	g18266, g22874
OG0002669	ESY4_g26576_DN3_SP7_c0.t1	g22810
OG0002672	ESY5_g5280_DN3_SP0_c31.t1	g53265
OG0002673	ESY19_g41355_DN3_SP0_c0.t1, ESY5_g2833_DN2_SP0_c0.t1	g40246
OG0002674	ESY7_g16055_DN3_SP0_c0.t1, ESY7_g16017_DN3_SP0_c0.t1, ESY7_g16026_DN3_SP0_c0.t1, ESY7_g16048_DN3_SP0_c0.t1, ESY7_g16050_DN3_SP0_c0.t1, ESY7_g16054_DN3_SP0_c0.t1, ESY7_g16027_DN3_SP0_c0.t1	g25634, g25644, g25647, g25637, g25646
OG0002675	ESY9_g43423_DN3_SP0_c0.t1, ESY7_g16517_DN2_SP0_c0.t1	g47365
OG0002676	ESY3_g27487_DN3_SP0_c9.t1	g13523
OG0002678	ESY10_g14988_DN2_SP3_c0.t1	g46973
OG0002679	ESY3_g28647_DN3_SP1_c0.t1	g6554, g11770
OG0002680	ESY3_g28673_DN3_SP3_c0.t1	g47052, g13450
OG0002681	ESY12_g51704_DN2_SP8_c0.t1	g37662
OG0002681	ESY1_g12342_DN3_SP1_c0.t1, ESY7_g18465_DN2_SP0_c0.t1	g50779
OG0002683	ESY16_g62114_DN3_SP1_c0.t1	g18966
OG0002684	ESY12_g51181_DN3_SP8_c0.t1	g37398
OG0002685	ESY7_g16964_DN3_SP0_c0.t1	g5828
OG0002685	ESY3_g30813_DN3_SP8_c0.t1	g7527
OG0002687	ESY1_g7736_DN3_SP0_c0.t1, ESY4_g26883_DN3_SP0_c0.t1	g2988
OG0002687	ESY6_g48915_DN3_SP7_c0.t1	g28816
OG0002688	ESY1_g7888_DN3_SP1_c0.t1	g2913
OG0002688	ESY6_g48860_DN3_SP8_c0.t1	g1300
OG0002690	ESY6_g48740_DN3_SP0_c0.t1	g28747
OG0002691	ESY1_g9274_DN3_SP0_c0.t1	g19424
OG0002691	ESY6_g49681_DN2_SP0_c0.t1	g296
OG0002692	ESY20_g12949_DN3_SP8_c0.t1	g25364
OG0002692	ESY5_g5519_DN3_SP5_c0.t1	g49307, g49305
OG0002693	ESY8_g58342_DN3_SP8_c0.t1	g39624, g25489
OG0002694	ESY8_g58214_DN3_SP0_c0.t1	g39672, g11058
OG0002694	ESY5_g5140_DN3_SP0_c0.t1	g49428
OG0002695	ESY5_g4756_DN3_SP8_c0.t1	g30954
OG0002696	ESY5_g4489_DN2_SP0_c0.t1	g49584
OG0002697	ESY4_g23580_DN3_SP0_c0.t1	g12985
OG0002698	ESY3_g32339_DN3_SP1_c0.t1	g12649
OG0002698	ESY7_g17176_DN3_SP0_c0.t1	g29137
OG0002699	ESY3_g32329_DN3_SP4_c0.t1	g12771
OG0002699	ESY7_g17168_DN3_SP8_c0.t1	g4991
OG0002700	ESY3_g32167_DN3_SP2_c0.t1	g7802
OG0002701	ESY3_g31414_DN3_SP2_c0.t1	g7608
OG0002702	ESY1_g10567_DN3_SP8_c0.t1	g2167
OG0002702	ESY12_g50870_DN3_SP5_c0.t1	g51882
OG0002703	ESY11_g54204_DN3_SP8_c0.t1	g32449
OG0002704	ESY9_g44688_DN3_SP8_c0.t1	g38055
OG0002704	ESY1_g11123_DN3_SP2_c0.t1	g2363
OG0002705	ESY1_g10978_DN3_SP8_c0.t1	g2302
OG0002706	ESY2_g36691_DN3_SP8_c16.t1	g44321
OG0002706	ESY5_g3042_DN3_SP8_c16.t1	g49968
OG0002707	ESY2_g35928_DN3_SP8_c0.t1	g46062
OG0002707	ESY5_g4257_DN3_SP8_c0.t1, ESY25_g62817_DN3_SP0_c0.t1	g31741
OG0002708	ESY2_g36029_DN3_SP8_c0.t1	g46197
OG0002708	ESY5_g4042_DN3_SP0_c0.t1	g31869
OG0002709	ESY2_g34678_DN3_SP2_c0.t1	g44376
OG0002709	ESY5_g2478_DN3_SP1_c0.t1	g31984
OG0002710	ESY5_g2196_DN3_SP5_c0.t1	g50263
OG0002710	ESY2_g35668_DN3_SP6_c0.t1	g44654
OG0002711	ESY2_g35527_DN3_SP0_c0.t1	g44707
OG0002711	ESY5_g1882_DN3_SP8_c0.t1	g50311, g32082
OG0002712	ESY2_g34430_DN3_SP0_c0.t1	g32191, g44820
OG0002713	ESY2_g34432_DN3_SP8_c0.t1	g32193
OG0002714	ESY5_g2881_DN3_SP6_c0.t1	g27293
OG0002715	ESY10_g14598_DN3_SP0_c0.t1	g10776
OG0002716	ESY5_g3446_DN3_SP0_c16.t1	g27116
OG0002716	ESY5_g3447_DN3_SP0_c18.t1	g27111
OG0002717	ESY7_g17310_DN3_SP0_c0.t1	g29197, g29196
OG0002718	ESY7_g17184_DN3_SP0_c0.t1	g29141, g45751, g24561
OG0002719	ESY6_g50027_DN3_SP0_c0.t1	g18082, g18081
OG0002720	ESY1_g10091_DN3_SP0_c0.t1	g2515, g2514
OG0002721	ESY6_g50063_DN3_SP0_c0.t1	g18570
OG0002722	ESY2_g35383_DN2_SP0_c0.t1	g46930
OG0002722	ESY2_g35351_DN1_SP0_c0.t1	g50680
OG0002723	ESY2_g35045_DN3_SP2_c0.t1	g46417
OG0002724	ESY5_g3912_DN3_SP0_c0.t1	g44400
OG0002724	ESY2_g34744_DN3_SP6_c0.t1	g46270
OG0002725	ESY3_g30160_DN3_SP1_c0.t1	g7259
OG0002725	ESY3_g30159_DN3_SP0_c0.t1	g7260
OG0002726	ESY3_g30578_DN3_SP5_c0.t1	g7080
OG0002727	ESY3_g29987_DN3_SP8_c0.t1	g7028
OG0002728	ESY3_g29482_DN3_SP8_c0.t1	g6824, g11972
OG0002729	ESY3_g29212_DN3_SP1_c0.t1	g11906
OG0002729	ESY2_g37388_DN3_SP0_c0.t1	g36468
OG0002730	ESY3_g28993_DN3_SP8_c0.t1	g11859, g6631, g6632
OG0002731	ESY3_g28771_DN3_SP5_c0.t1, ESY22_g40910_DN3_SP7_c0.t1	g13423
OG0002733	ESY2_g37728_DN3_SP0_c0.t1	g36385
OG0002734	ESY4_g23545_DN3_SP0_c0.t1, ESY11_g53898_DN3_SP8_c0.t1	g32446, g51456
OG0002735	ESY3_g31398_DN3_SP0_c0.t1, ESY3_g31319_DN3_SP0_c0.t1	g19203
OG0002736	ESY9_g45157_DN3_SP8_c0.t1	g51687
OG0002736	ESY1_g10995_DN3_SP0_c0.t1	g2310
OG0002737	ESY1_g10523_DN3_SP7_c0.t1	g2145
OG0002738	ESY10_g14767_DN3_SP0_c0.t1, ESY1_g12290_DN3_SP0_c0.t1	g10853
OG0002739	ESY6_g50408_DN3_SP0_c0.t1	g9681
OG0002741	ESY2_g34449_DN3_SP5_c0.t1, ESY7_g18248_DN3_SP1_c0.t1, ESY7_g18247_DN3_SP0_c0.t1	g44835
OG0002742	ESY3_g27672_DN3_SP0_c0.t1	g33469, g33452, g4390, g43761, g44275, g3219, g27834, g24449
OG0002743	ESY4_g25848_DN2_SP0_c0.t1	g23166
OG0002745	ESY5_g3720_DN3_SP0_c0.t1	g27169
OG0002746	ESY10_g14202_DN3_SP8_c0.t1	g10662
OG0002748	ESY7_g17907_DN2_SP0_c0.t1	g29545
OG0002750	ESY8_g61147_DN1_SP0_c0.t1	g46751
OG0002753	ESY4_g23951_DN3_SP2_c0.t1	g23558
OG0002754	ESY11_g54824_DN3_SP7_c0.t1	g47690
OG0002755	ESY8_g59398_DN3_SP8_c0.t1	g38359, g51026
OG0002757	ESY4_g25620_DN3_SP3_c0.t1	g6141
OG0002758	ESY4_g25475_DN3_SP8_c0.t1	g23026, g47904
OG0002759	ESY16_g62008_DN3_SP0_c0.t1	g32514
OG0002760	ESY16_g61672_DN3_SP8_c0.t1	g32620, g51515, g25860
OG0002761	ESY11_g54897_DN3_SP0_c0.t1, ESY11_g54904_DN3_SP0_c0.t1	g41048, g44083, g44097, g44081
OG0002762	ESY5_g3694_DN3_SP7_c0.t1	g31325
OG0002763	ESY10_g14602_DN3_SP0_c0.t1	g31563, g10791
OG0002764	ESY5_g2697_DN3_SP0_c0.t1	g27247, g49890
OG0002766	ESY2_g35253_DN3_SP0_c0.t1	g45005, g18119
OG0002767	ESY5_g3856_DN3_SP8_c0.t1	g40850, g31403
OG0002768	ESY6_g48283_DN3_SP7_c32.t1	g1078
OG0002768	ESY13_g55958_DN3_SP7_p0.t1	g17139
OG0002769	ESY3_g30931_DN3_SP0_c0.t1	g13044
OG0002770	ESY3_g31635_DN3_SP0_c0.t1	g17187
OG0002771	ESY6_g50547_DN3_SP0_c9.t1	g183
OG0002772	ESY6_g49608_DN3_SP4_c0.t1	g267
OG0002772	ESY7_g17810_DN3_SP8_c0.t1	g5471
OG0002773	ESY7_g18546_DN3_SP5_c0.t1	g29627
OG0002773	ESY6_g49472_DN3_SP7_c0.t1	g407
OG0002774	ESY7_g16696_DN3_SP0_c0.t1	g11021, g40519
OG0002775	ESY9_g43228_DN3_SP0_c0.t1	g24077
OG0002776	ESY9_g43636_DN3_SP0_c0.t1	g24004, g47380
OG0002777	ESY9_g43542_DN3_SP0_c0.t1	g23980
OG0002779	ESY16_g61862_DN3_SP0_c0.t1	g32733
OG0002780	ESY14_g21119_DN3_SP8_c0.t1	g35931, g35932, g35930, g53697
OG0002781	ESY4_g26551_DN3_SP8_c0.t1	g22819
OG0002782	ESY8_g59707_DN3_SP3_c0.t1	g22750
OG0002782	ESY4_g26687_DN3_SP8_c19.t1	g18302
OG0002783	ESY8_g59886_DN3_SP0_c0.t1	g38544
OG0002784	ESY9_g42459_DN3_SP4_c0.t1, ESY9_g42460_DN3_SP5_c0.t1	g24251
OG0002785	ESY17_g39123_DN2_SP0_c0.t1	g46883
OG0002785	ESY11_g52792_DN3_SP0_c0.t1	g6326
OG0002786	ESY14_g20001_DN2_SP0_c0.t1, ESY11_g52923_DN2_SP0_c0.t1	g11580, g46878, g25245, g13588
OG0002787	ESY3_g28364_DN2_SP0_c0.t1	g46863, g11650
OG0002788	ESY3_g28567_DN2_SP0_c0.t1	g47048
OG0002789	ESY22_g40789_DN3_SP8_c0.t1	g47067, g17714
OG0002790	ESY3_g28750_DN3_SP0_c0.t1	g11822
OG0002790	ESY3_g28752_DN3_SP5_c0.t1	g6593
OG0002791	ESY2_g38874_DN3_SP6_c0.t1	g6636
OG0002792	ESY8_g60347_DN3_SP0_c0.t1	g46680
OG0002794	ESY1_g12156_DN3_SP8_c0.t1	g11184
OG0002795	ESY12_g52017_DN3_SP7_c0.t1	g37570
OG0002797	ESY1_g11574_DN3_SP0_c0.t1	g2126
OG0002797	ESY12_g51304_DN3_SP0_c0.t1	g37440
OG0002798	ESY12_g51222_DN3_SP8_c0.t1	g37407
OG0002799	ESY7_g19600_DN3_SP0_c0.t1	g5830, g45288, g51706
OG0002800	ESY7_g19261_DN3_SP3_c0.t1	g45364
OG0002801	ESY2_g33947_DN3_SP0_c0.t1, ESY6_g49164_DN3_SP8_c0.t1	g738, g28915
OG0002802	ESY6_g49134_DN3_SP8_c0.t1	g41374, g750, g28905
OG0002803	ESY1_g8305_DN3_SP6_c0.t1	g2806
OG0002803	ESY6_g48652_DN3_SP7_c0.t1	g1227
OG0002804	ESY1_g9904_DN2_SP0_c0.t1	g2584
OG0002805	ESY5_g4554_DN3_SP0_c0.t1	g31053
OG0002806	ESY5_g5384_DN3_SP4_c0.t1	g39513
OG0002806	ESY20_g13126_DN3_SP0_c0.t1, ESY20_g13125_DN3_SP6_c0.t1	g25421
OG0002807	ESY8_g58320_DN3_SP7_c0.t1	g39633
OG0002807	ESY5_g5169_DN3_SP0_c0.t1	g45204, g49417
OG0002808	ESY20_g12679_DN3_SP2_c0.t1	g51300
OG0002808	ESY5_g4869_DN3_SP8_c0.t1	g30911
OG0002809	ESY8_g58484_DN3_SP8_c0.t1	g39846
OG0002809	ESY5_g4714_DN3_SP5_c0.t1	g30978
OG0002810	ESY5_g4647_DN3_SP0_c0.t1	g31016
OG0002810	ESY8_g58572_DN3_SP7_c0.t1	g51225
OG0002811	ESY8_g58810_DN3_SP0_c0.t1	g40019
OG0002812	ESY5_g3127_DN3_SP3_c0.t1	g49693
OG0002813	ESY3_g32652_DN3_SP7_c0.t1, ESY7_g17620_DN3_SP8_c0.t1	g5190
OG0002814	ESY3_g32530_DN3_SP0_c0.t1	g7894
OG0002815	ESY7_g17165_DN1_SP0_c0.t1, ESY7_g17162_DN2_SP0_c0.t1	g29130
OG0002817	ESY3_g32043_DN3_SP2_c0.t1	g7770
OG0002817	ESY7_g17027_DN3_SP8_c0.t1	g41472
OG0002818	ESY3_g31826_DN3_SP8_c0.t1	g12836, g7722
OG0002819	ESY3_g31573_DN3_SP0_c0.t1	g12924, g12500
OG0002820	ESY3_g31525_DN3_SP0_c0.t1	g7646, g12486
OG0002822	ESY3_g31991_DN3_SP7_c0.t1	g7751
OG0002823	ESY1_g10458_DN3_SP5_c0.t1, ESY1_g10454_DN3_SP8_c0.t1	g19219, g37161
OG0002824	ESY1_g11028_DN3_SP1_c0.t1	g2324
OG0002824	ESY9_g45120_DN3_SP1_c0.t1	g51674
OG0002825	ESY2_g36548_DN3_SP0_c0.t1	g46592
OG0002825	ESY5_g2928_DN3_SP0_c0.t1	g27306
OG0002826	ESY2_g36649_DN3_SP0_c0.t1	g46542
OG0002826	ESY5_g3003_DN3_SP2_c0.t1	g31631
OG0002827	ESY5_g4320_DN3_SP8_c0.t1	g50002
OG0002829	ESY5_g4261_DN1_SP0_c0.t1	g50020
OG0002829	ESY2_g35909_DN2_SP0_c0.t1	g31738
OG0002830	ESY2_g34983_DN3_SP5_c0.t1	g44514
OG0002830	ESY5_g4154_DN3_SP6_c0.t1	g31809
OG0002831	ESY2_g35007_DN3_SP0_c0.t1	g44504
OG0002832	ESY5_g3936_DN3_SP8_c0.t1	g31924
OG0002832	ESY2_g34764_DN3_SP8_c0.t1	g46264
OG0002833	ESY5_g3935_DN3_SP8_c0.t1	g31939
OG0002833	ESY2_g34763_DN3_SP8_c0.t1	g46265
OG0002834	ESY5_g1924_DN3_SP8_c0.t1	g50304
OG0002834	ESY2_g35536_DN3_SP3_c0.t1	g32086
OG0002835	ESY2_g35378_DN3_SP8_c0.t1	g45780
OG0002835	ESY5_g1291_DN3_SP4_c0.t1	g32164
OG0002836	ESY2_g34403_DN3_SP0_c0.t1	g50375
OG0002837	ESY2_g34461_DN3_SP0_c0.t1	g41550, g50381
OG0002840	ESY4_g26824_DN3_SP2_c0.t1	g22693
OG0002840	ESY8_g59832_DN3_SP8_c0.t1	g50872
OG0002841	ESY20_g12682_DN3_SP0_c0.t1	g39799
OG0002841	ESY5_g4873_DN3_SP0_c0.t1	g49487
OG0002842	ESY5_g5210_DN3_SP0_c0.t1, ESY5_g5209_DN3_SP0_c0.t1, ESY5_g5212_DN3_SP0_c0.t1, ESY5_g5211_DN3_SP0_c0.t1	g26904
OG0002843	ESY6_g50159_DN3_SP8_c0.t1	g495
OG0002844	ESY7_g17538_DN3_SP0_c0.t1	g45675
OG0002845	ESY7_g16955_DN3_SP8_c0.t1	g41455
OG0002845	ESY3_g31550_DN3_SP5_c0.t1	g7654
OG0002846	ESY3_g32600_DN3_SP0_c0.t1, ESY10_g15887_DN3_SP0_c0.t1	g1354, g46810, g4672
OG0002847	ESY2_g36408_DN3_SP8_c0.t1	g27977, g54373
OG0002848	ESY6_g50058_DN3_SP0_c0.t1	g10014
OG0002848	ESY1_g9658_DN3_SP0_c0.t1	g11380
OG0002849	ESY1_g9624_DN2_SP3_c0.t1	g19410
OG0002849	ESY6_g50079_DN3_SP0_c0.t1	g534
OG0002850	ESY6_g49453_DN3_SP0_c0.t1, ESY2_g34122_DN3_SP0_c0.t1	g403
OG0002851	ESY6_g50143_DN3_SP0_c0.t1	g18583
OG0002851	ESY1_g9311_DN3_SP7_c0.t1	g2683
OG0002852	ESY6_g50154_DN3_SP4_c15.t1	g9974
OG0002853	ESY6_g49443_DN3_SP0_c0.t1, ESY6_g49438_DN3_SP0_c0.t1	g396
OG0002855	ESY3_g32626_DN3_SP0_c0.t1	g12732
OG0002855	ESY6_g48628_DN3_SP0_c0.t1	g1211
OG0002856	ESY6_g48621_DN3_SP0_c0.t1	g1208, g39273
OG0002857	ESY1_g12108_DN2_SP0_c0.t1, ESY1_g12100_DN3_SP0_c0.t1, ESY1_g9865_DN3_SP0_c0.t1, ESY1_g9864_DN3_SP0_c0.t1	g11366
OG0002858	ESY1_g9568_DN3_SP0_c0.t1, ESY20_g12667_DN3_SP0_c0.t1	g2635
OG0002859	ESY6_g48818_DN3_SP8_c0.t1	g28760
OG0002859	ESY1_g8026_DN3_SP7_c0.t1	g19567
OG0002860	ESY4_g25589_DN3_SP0_c0.t1	g23081
OG0002860	ESY29_g13597_DN3_SP0_c0.t1	g14206
OG0002861	ESY1_g10969_DN3_SP0_c0.t1	g49366
OG0002861	ESY2_g35628_DN1_SP0_c0.t1	g44667
OG0002862	ESY2_g34968_DN3_SP4_c15.t1, ESY2_g34967_DN2_SP1_c16.t1	g46141, g44527
OG0002863	ESY2_g36622_DN3_SP0_c0.t1	g46557
OG0002863	ESY5_g2980_DN3_SP0_c0.t1	g31622
OG0002864	ESY3_g30219_DN3_SP1_c0.t1	g13177, g7235
OG0002865	ESY3_g30270_DN3_SP8_c0.t1	g12217, g13195
OG0002866	ESY3_g30308_DN3_SP7_c0.t1	g12209
OG0002866	ESY2_g36234_DN3_SP7_c0.t1	g54340
OG0002867	ESY3_g30333_DN1_SP0_c0.t1	g12202
OG0002867	ESY2_g36218_DN3_SP0_c0.t1	g36684
OG0002868	ESY3_g30581_DN3_SP7_c0.t1	g7079, g12140
OG0002869	ESY2_g37381_DN3_SP1_c0.t1	g28048
OG0002870	ESY4_g26891_DN3_SP0_c0.t1	g25966
OG0002870	ESY5_g5260_DN3_SP0_c0.t1	g44368
OG0002872	ESY9_g43541_DN3_SP0_c0.t1	g23978, g14096
OG0002873	ESY4_g24569_DN3_SP8_c0.t1	g47738
OG0002874	ESY11_g55003_DN3_SP8_c0.t1	g13833
OG0002874	ESY4_g23918_DN3_SP0_c0.t1	g23576
OG0002876	ESY2_g37696_DN3_SP8_c0.t1	g36389
OG0002877	ESY1_g10801_DN3_SP6_c0.t1	g2240
OG0002877	ESY9_g45478_DN3_SP0_c0.t1	g37314
OG0002878	ESY12_g50957_DN3_SP6_c0.t1	g51945
OG0002878	ESY1_g10530_DN3_SP7_c0.t1	g2148
OG0002880	ESY1_g11706_DN3_SP0_c0.t1	g18990
OG0002880	ESY7_g18862_DN3_SP0_c0.t1	g29712
OG0002885	ESY3_g29870_DN3_SP0_c0.t1	g6981, g12061
OG0002886	ESY7_g17317_DN3_SP0_c0.t1	g5051
OG0002887	ESY7_g17074_DN2_SP0_c0.t1	g29032, g4935
OG0002890	ESY11_g54959_DN3_SP8_c5.t1	g13827
OG0002890	ESY4_g23988_DN3_SP3_c0.t1	g47665
OG0002891	ESY8_g59518_DN3_SP7_c0.t1	g38409
OG0002891	ESY4_g24637_DN3_SP8_c0.t1	g23397
OG0002892	ESY8_g59367_DN3_SP1_c0.t1	g38337, g51036
OG0002892	ESY4_g25045_DN3_SP0_c0.t1	g16940
OG0002893	ESY4_g25070_DN3_SP8_c0.t1	g16934
OG0002893	ESY8_g59355_DN3_SP3_c0.t1	g38334
OG0002894	ESY4_g25179_DN3_SP8_c0.t1	g11464, g23250
OG0002895	ESY8_g59262_DN3_SP7_c0.t1	g53184
OG0002895	ESY4_g25110_DN3_SP2_c0.t1	g23220
OG0002896	ESY4_g25824_DN3_SP8_c15.t1	g23160
OG0002897	ESY4_g25557_DN3_SP0_c0.t1	g23058
OG0002898	ESY11_g53860_DN1_SP0_c0.t1	g14102
OG0002899	ESY16_g61748_DN3_SP8_c0.t1	g32594
OG0002900	ESY9_g43993_DN2_SP0_c0.t1	g38008
OG0002901	ESY2_g33938_DN3_SP8_c0.t1	g41007
OG0002902	ESY2_g33803_DN3_SP0_c0.t1	g40940
OG0002902	ESY5_g3680_DN3_SP0_c0.t1	g31324
OG0002903	ESY5_g2887_DN3_SP0_c0.t1	g27296, g27295
OG0002904	ESY10_g14532_DN3_SP1_c0.t1	g1508
OG0002905	ESY21_g55504_DN3_SP0_c0.t1	g10433
OG0002906	ESY2_g33450_DN3_SP6_c0.t1	g40782
OG0002906	ESY8_g60112_DN3_SP0_c0.t1	g44966, g16790
OG0002907	ESY6_g48435_DN3_SP8_c0.t1	g28642
OG0002907	ESY8_g61239_DN1_SP0_c0.t1, ESY13_g56300_DN3_SP3_c0.t1	g17149
OG0002908	ESY5_g4643_DN1_SP0_c0.t1	g28676
OG0002909	ESY3_g31131_DN2_SP8_c0.t1	g13104
OG0002909	ESY7_g19024_DN3_SP7_c0.t1	g5667
OG0002910	ESY3_g31289_DN3_SP0_c0.t1	g7367
OG0002911	ESY3_g30070_DN2_SP0_c0.t1	g7310
OG0002911	ESY7_g17688_DN3_SP0_c0.t1	g29332
OG0002912	ESY6_g47504_DN3_SP8_c0.t1	g39444
OG0002913	ESY16_g62281_DN2_SP0_c0.t1	g23646
OG0002914	ESY6_g48149_DN3_SP5_c10.t1	g1042, g23690
OG0002916	ESY13_g57993_DN3_SP0_c0.t1, ESY13_g57991_DN3_SP0_c0.t1	g27623
OG0002917	ESY7_g18280_DN3_SP8_c0.t1	g5336
OG0002918	ESY6_g50192_DN3_SP0_c0.t1	g469
OG0002918	ESY7_g18665_DN3_SP0_c0.t1	g45497
OG0002919	ESY7_g18591_DN3_SP1_c0.t1	g5533
OG0002920	ESY7_g18508_DN3_SP2_c0.t1	g5564
OG0002921	ESY9_g42433_DN3_SP7_c0.t1	g24268
OG0002921	ESY10_g14808_DN3_SP8_c0.t1	g40703
OG0002922	ESY9_g42490_DN3_SP8_c0.t1	g47238, g24242
OG0002924	ESY18_g63004_DN3_SP8_c0.t1	g40397
OG0002924	ESY26_g42288_DN2_SP8_c0.t1	g47436
OG0002925	ESY26_g42346_DN3_SP7_c0.t1	g23930, g47448
OG0002926	ESY14_g19724_DN3_SP0_c0.t1, ESY14_g19728_DN3_SP0_c0.t1	g40315
OG0002927	ESY14_g20192_DN3_SP7_c0.t1	g40280, g50717
OG0002929	ESY5_g2322_DN3_SP8_c0.t1	g50241
OG0002930	ESY3_g32042_DN3_SP0_c0.t1	g51401
OG0002931	ESY4_g25344_DN3_SP0_c0.t1	g47925, g22984
OG0002932	ESY4_g26392_DN3_SP0_c0.t1	g22880
OG0002933	ESY4_g26502_DN3_SP8_c48.t1	g47985, g38445
OG0002934	ESY4_g26595_DN3_SP0_c14.t1	g47998
OG0002934	ESY8_g59659_DN2_SP0_c23.t1	g36927
OG0002935	ESY7_g19654_DN2_SP0_c0.t1, ESY4_g26822_DN3_SP0_c4.t1	g18307, g17604
OG0002936	ESY4_g26806_DN3_SP6_c0.t1, ESY4_g21766_DN2_SP0_c0.t1, ESY6_g48252_DN1_SP0_c0.t1, ESY8_g59856_DN3_SP2_c0.t1	g22683
OG0002937	ESY4_g26848_DN3_SP0_c0.t1	g18318
OG0002938	ESY4_g26920_DN3_SP0_c0.t1	g18349
OG0002938	ESY8_g59935_DN3_SP0_c0.t1	g50844
OG0002939	ESY19_g41757_DN3_SP0_c75.t1	g40218, g25941
OG0002940	ESY19_g41724_DN3_SP7_c0.t1	g40213, g25942
OG0002942	ESY3_g28280_DN3_SP8_c0.t1	g6510
OG0002943	ESY8_g60140_DN3_SP0_c37.t1	g14376
OG0002944	ESY1_g12468_DN3_SP0_c0.t1	g1757
OG0002944	ESY12_g52221_DN3_SP5_c0.t1	g37730
OG0002945	ESY6_g48577_DN3_SP0_c0.t1	g44298, g1161
OG0002946	ESY12_g51716_DN3_SP8_c0.t1	g37656
OG0002947	ESY1_g12045_DN3_SP2_c0.t1	g11185, g18831
OG0002948	ESY9_g45406_DN3_SP0_c0.t1, ESY12_g52075_DN3_SP0_c0.t1	g37552
OG0002949	ESY12_g52079_DN3_SP0_c0.t1	g37550
OG0002949	ESY12_g52078_DN3_SP0_c0.t1	g37551
OG0002950	ESY6_g50757_DN3_SP2_c0.t1	g19311
OG0002950	ESY1_g10158_DN3_SP8_c4.t1	g2472
OG0002951	ESY12_g52161_DN3_SP1_c0.t1	g52138
OG0002951	ESY12_g52155_DN3_SP0_c0.t1	g52140
OG0002952	ESY12_g52191_DN3_SP0_c0.t1	g38217
OG0002953	ESY12_g51464_DN3_SP6_c0.t1	g37504
OG0002954	ESY1_g11197_DN3_SP0_c0.t1	g38212
OG0002954	ESY12_g51474_DN3_SP0_c0.t1	g37500
OG0002955	ESY3_g30816_DN3_SP8_c0.t1	g13008, g7526
OG0002957	ESY6_g48897_DN3_SP0_c0.t1	g28806
OG0002958	ESY8_g60713_DN1_SP0_c0.t1	g819, g821, g1256, g820
OG0002959	ESY6_g50519_DN3_SP8_c0.t1	g9720, g163
OG0002960	ESY6_g50401_DN3_SP0_c31.t1	g19372, g9672, g86
OG0002961	ESY6_g50279_DN3_SP3_c0.t1, ESY1_g10074_DN3_SP0_c0.t1	g9633
OG0002962	ESY8_g58558_DN3_SP0_c0.t1	g37634, g18620, g54015
