Orthogroup	Euclidium_syriacum	Cardamine_hirsuta
OG0001786	ESY5_g5482_DN3_SP0_c0.t1	CARHR001000
OG0001786	ESY20_g13032_DN3_SP0_c0.t1	CARHR249200
OG0001787	ESY20_g13164_DN2_SP0_c0.t1	CARHR249720
OG0001787	ESY5_g5350_DN3_SP0_c0.t1	CARHR001700
OG0001788	ESY20_g13195_DN3_SP0_c0.t1	CARHR250350
OG0001788	ESY5_g5338_DN3_SP0_c0.t1	CARHR001970
OG0001789	ESY20_g13269_DN3_SP3_c0.t1	CARHR250820
OG0001790	ESY8_g58482_DN3_SP1_c0.t1	CARHR125000
OG0001790	ESY5_g4719_DN3_SP4_c0.t1	CARHR005590
OG0001791	ESY8_g58499_DN3_SP8_c0.t1	CARHR124470
OG0001792	ESY8_g58687_DN3_SP8_c0.t1	CARHR123480
OG0001792	ESY5_g4588_DN3_SP8_c0.t1	CARHR006720
OG0001793	ESY5_g4567_DN3_SP8_c0.t1	CARHR006910
OG0001793	ESY8_g58719_DN3_SP7_c0.t1	CARHR123230
OG0001794	ESY5_g4524_DN3_SP8_c0.t1	CARHR007160
OG0001794	ESY8_g58791_DN3_SP8_c0.t1	CARHR122670
OG0001795	ESY3_g32477_DN3_SP0_c0.t1	CARHR076530
OG0001795	ESY7_g17366_DN3_SP8_c0.t1	CARHR197240
OG0001796	ESY3_g32360_DN3_SP0_c0.t1	CARHR077180
OG0001796	ESY7_g17209_DN3_SP0_c0.t1	CARHR196020
OG0001797	ESY7_g17147_DN3_SP0_c0.t1	CARHR195580
OG0001797	ESY3_g32279_DN3_SP0_c0.t1	CARHR077560
OG0001799	ESY10_g15516_DN3_SP0_c0.t1	CARHR186130
OG0001799	ESY3_g31609_DN3_SP8_c0.t1	CARHR080470
OG0001800	ESY3_g31534_DN3_SP8_c0.t1	CARHR080930
OG0001800	ESY7_g17011_DN3_SP8_c0.t1	CARHR194400
OG0001801	ESY15_g64405_DN3_SP7_c0.t1	CARHR182810
OG0001801	ESY3_g31468_DN3_SP7_c0.t1	CARHR081600
OG0001803	ESY9_g44393_DN3_SP5_c0.t1	CARHR130710
OG0001803	ESY1_g10502_DN3_SP8_c0.t1	CARHR162800
OG0001804	ESY2_g36663_DN2_SP0_c0.t1	CARHR073400
OG0001804	ESY5_g3024_DN2_SP0_c0.t1	CARHR016650
OG0001805	ESY2_g36823_DN3_SP0_c0.t1	CARHR072470
OG0001805	ESY5_g4399_DN3_SP0_c0.t1	CARHR017310
OG0001806	ESY2_g35800_DN3_SP7_c0.t1	CARHR065240
OG0001806	ESY5_g4342_DN3_SP8_c0.t1	CARHR017890
OG0001808	ESY2_g34792_DN3_SP0_c0.t1	CARHR069630
OG0001808	ESY5_g3957_DN3_SP0_c0.t1	CARHR020800
OG0001809	ESY2_g35501_DN3_SP0_c0.t1	CARHR063180
OG0001809	ESY5_g1803_DN2_SP0_c0.t1	CARHR024550
OG0001810	ESY5_g1368_DN3_SP0_c0.t1	CARHR025370
OG0001810	ESY2_g35386_DN3_SP0_c0.t1	CARHR062200
OG0001811	ESY2_g34499_DN3_SP0_c0.t1	CARHR060850
OG0001811	ESY5_g4108_DN1_SP0_c0.t1, ESY5_g4107_DN3_SP0_c0.t1	CARHR026270
OG0001812	ESY2_g34512_DN3_SP8_c0.t1	CARHR060720, CARHR026370
OG0001814	ESY4_g26793_DN3_SP0_c0.t1	CARHR112640, CARHR247440
OG0001815	ESY7_g18791_DN3_SP0_c0.t1	CARHR194370
OG0001816	ESY3_g31808_DN3_SP0_c11.t1	CARHR079450
OG0001816	ESY10_g15631_DN3_SP0_c0.t1	CARHR185930
OG0001817	ESY7_g18887_DN3_SP7_c0.t1	CARHR207680
OG0001817	ESY3_g31220_DN3_SP0_c6.t1	CARHR085750
OG0001818	ESY1_g9654_DN3_SP8_c0.t1	CARHR158310
OG0001818	ESY6_g50061_DN3_SP8_c0.t1	CARHR188980
OG0001819	ESY6_g50268_DN3_SP0_c0.t1	CARHR281270
OG0001819	ESY1_g10082_DN3_SP3_c0.t1	CARHR160480
OG0001820	ESY6_g50147_DN3_SP7_c0.t1	CARHR157580, CARHR189870
OG0001821	ESY2_g37073_DN3_SP0_c0.t1	CARHR042530
OG0001821	ESY3_g30650_DN3_SP0_c0.t1	CARHR091100
OG0001822	ESY3_g29077_DN3_SP0_c0.t1	CARHR097280, CARHR097300
OG0001822	ESY2_g37171_DN3_SP0_c0.t1	CARHR042050, CARHR042060
OG0001823	ESY11_g54879_DN3_SP7_c0.t1, ESY11_g54823_DN3_SP0_c0.t1	CARHR110870
OG0001824	ESY1_g11066_DN3_SP5_c0.t1, ESY1_g11064_DN3_SP2_c0.t1	CARHR132060, CARHR163600
OG0001825	ESY9_g45618_DN2_SP2_c0.t1	CARHR134770
OG0001825	ESY1_g10692_DN3_SP0_c0.t1	CARHR165710
OG0001826	ESY12_g51051_DN3_SP8_c0.t1	CARHR136230
OG0001827	ESY1_g11766_DN3_SP1_c13.t1, ESY1_g11767_DN3_SP1_c0.t1	CARHR167130
OG0001827	ESY1_g11770_DN2_SP0_c0.t1	CARHR167120
OG0001828	ESY12_g52058_DN3_SP0_c0.t1	CARHR139810
OG0001828	ESY1_g12002_DN3_SP8_c0.t1	CARHR170510
OG0001830	ESY1_g11436_DN3_SP0_c0.t1	CARHR168830, CARHR168680, CARHR168760, CARHR168800, CARHR168880
OG0001831	ESY10_g14771_DN3_SP0_c0.t1, ESY10_g14764_DN3_SP0_c0.t1	CARHR173730, CARHR173760, CARHR173740, CARHR183270, CARHR174690
OG0001832	ESY2_g37895_DN1_SP0_c0.t1	CARHR129740, CARHR129750, CARHR129760
OG0001834	ESY5_g2968_DN2_SP0_c0.t1, ESY5_g2967_DN3_SP0_c0.t1, ESY2_g36307_DN3_SP0_c0.t1, ESY5_g2966_DN3_SP0_c0.t1	CARHR016280, CARHR016300, CARHR016290
OG0001835	ESY5_g3980_DN2_SP0_c0.t1	CARHR020620, CARHR020630
OG0001836	ESY2_g33724_DN3_SP0_c0.t1	CARHR049860
OG0001836	ESY2_g33722_DN3_SP0_c0.t1	CARHR049840
OG0001837	ESY7_g18984_DN3_SP0_c0.t1, ESY7_g18983_DN3_SP0_c0.t1	CARHR208050
OG0001837	ESY7_g18980_DN3_SP0_c0.t1	CARHR208210
OG0001838	ESY9_g42443_DN3_SP0_c0.t1	CARHR224100, CARHR224080, CARHR224120
OG0001839	ESY7_g19541_DN3_SP0_c0.t1	CARHR119510
OG0001840	ESY7_g16771_DN2_SP0_c0.t1	CARHR176870
OG0001844	ESY4_g24312_DN3_SP0_c0.t1	CARHR237000
OG0001844	ESY11_g54693_DN2_SP0_c0.t1	CARHR110240
OG0001845	ESY4_g24623_DN3_SP0_c0.t1	CARHR238320
OG0001846	ESY11_g53957_DN3_SP8_c0.t1	CARHR293450
OG0001846	ESY4_g25432_DN3_SP8_c0.t1	CARHR243580
OG0001847	ESY16_g61540_DN3_SP1_c0.t1	CARHR223370
OG0001847	ESY16_g61537_DN3_SP0_c0.t1	CARHR223350
OG0001848	ESY2_g34039_DN3_SP5_c0.t1	CARHR053100
OG0001848	ESY5_g3479_DN3_SP2_c0.t1	CARHR010610
OG0001850	ESY10_g13775_DN2_SP0_c0.t1	CARHR148300
OG0001850	ESY8_g60167_DN3_SP0_c0.t1	CARHR213480
OG0001851	ESY10_g13679_DN3_SP8_c0.t1, ESY8_g60245_DN3_SP7_c0.t1	CARHR261300, CARHR148700
OG0001852	ESY8_g60800_DN3_SP3_c0.t1	CARHR262680
OG0001852	ESY2_g34549_DN3_SP2_c0.t1	CARHR152150
OG0001853	ESY1_g10659_DN3_SP0_c31.t1, ESY1_g10417_DN3_SP0_c0.t1	CARHR151180
OG0001853	ESY2_g35225_DN3_SP0_c0.t1	CARHR058820
OG0001854	ESY2_g35295_DN3_SP0_c5.t1	CARHR057750
OG0001855	ESY2_g35340_DN3_SP3_c0.t1	CARHR057150, CARHR227200
OG0001856	ESY5_g3758_DN3_SP0_c19.t1	CARHR012400
OG0001857	ESY13_g56114_DN3_SP8_c0.t1	CARHR233620
OG0001857	ESY6_g48365_DN3_SP8_c9.t1	CARHR270760
OG0001858	ESY7_g19155_DN3_SP5_c0.t1	CARHR209090
OG0001858	ESY4_g22335_DN2_SP0_c0.t1, ESY3_g31066_DN3_SP7_c0.t1	CARHR084770
OG0001859	ESY3_g31109_DN3_SP8_c0.t1	CARHR085060
OG0001859	ESY7_g19078_DN3_SP8_c0.t1	CARHR208760
OG0001860	ESY3_g31222_DN3_SP8_c0.t1	CARHR207660, CARHR085760
OG0001862	ESY7_g18739_DN3_SP0_c0.t1	CARHR206640
OG0001862	ESY3_g31306_DN3_SP0_c0.t1	CARHR086410
OG0001863	ESY13_g56757_DN3_SP8_c0.t1	CARHR232650
OG0001863	ESY6_g46333_DN3_SP3_c0.t1	CARHR264220
OG0001864	ESY6_g47873_DN3_SP8_c0.t1	CARHR267780, CARHR234910, CARHR234920
OG0001865	ESY6_g47914_DN3_SP8_c0.t1	CARHR267980
OG0001865	ESY16_g62300_DN3_SP8_c0.t1	CARHR234820
OG0001866	ESY6_g47958_DN3_SP7_c0.t1	CARHR268210
OG0001866	ESY16_g62343_DN3_SP8_c0.t1	CARHR234680
OG0001867	ESY6_g48439_DN3_SP0_c0.t1	CARHR271260, CARHR233290
OG0001868	ESY6_g49890_DN3_SP0_c0.t1	CARHR193390
OG0001869	ESY6_g50474_DN3_SP7_c0.t1	CARHR217670, CARHR279570
OG0001869	ESY7_g18057_DN3_SP8_c0.t1	CARHR202760
OG0001870	ESY6_g50506_DN3_SP0_c0.t1	CARHR279360
OG0001871	ESY6_g50534_DN3_SP0_c0.t1	CARHR279130
OG0001871	ESY7_g17959_DN3_SP0_c0.t1, ESY7_g17958_DN2_SP0_c0.t1	CARHR203270, CARHR203260
OG0001872	ESY7_g17933_DN3_SP8_c0.t1	CARHR278750, CARHR203440
OG0001873	ESY7_g17864_DN3_SP0_c0.t1	CARHR203860
OG0001875	ESY7_g18652_DN3_SP8_c0.t1	CARHR204990
OG0001875	ESY6_g50205_DN3_SP8_c0.t1	CARHR190440
OG0001876	ESY6_g49567_DN3_SP4_c0.t1	CARHR274710
OG0001876	ESY7_g18632_DN3_SP0_c0.t1	CARHR205160
OG0001877	ESY6_g49462_DN3_SP0_c0.t1	CARHR205740, CARHR275480
OG0001878	ESY9_g42446_DN3_SP4_c0.t1	CARHR224140
OG0001878	ESY10_g14835_DN3_SP8_c0.t1	CARHR174080
OG0001879	ESY9_g42527_DN2_SP0_c0.t1	CARHR224650
OG0001879	ESY10_g15008_DN3_SP0_c0.t1	CARHR174820
OG0001880	ESY9_g42614_DN3_SP0_c23.t1	CARHR224970
OG0001881	ESY2_g37441_DN2_SP0_c0.t1, ESY9_g43386_DN3_SP0_c0.t1	CARHR227550, CARHR227540, CARHR221080
OG0001882	ESY7_g16427_DN2_SP0_c0.t1	CARHR215970, CARHR252530
OG0001882	ESY9_g43630_DN3_SP0_c0.t1	CARHR228240
OG0001883	ESY7_g16360_DN3_SP8_c0.t1	CARHR252710
OG0001883	ESY9_g43570_DN3_SP8_c0.t1	CARHR228540
OG0001885	ESY18_g64120_DN3_SP8_c43.t1	CARHR032510, CARHR256210
OG0001886	ESY14_g20780_DN3_SP8_c0.t1	CARHR034370
OG0001886	ESY19_g41454_DN3_SP8_c0.t1	CARHR260390
OG0001887	ESY19_g41765_DN3_SP0_c0.t1	CARHR259540
OG0001887	ESY14_g21401_DN3_SP0_c0.t1	CARHR034770
OG0001888	ESY4_g23055_DN3_SP0_c0.t1	CARHR028470, CARHR128230
OG0001889	ESY11_g54272_DN3_SP8_c0.t1	CARHR108920
OG0001889	ESY4_g26253_DN3_SP1_c0.t1	CARHR244880
OG0001890	ESY4_g26618_DN3_SP0_c0.t1	CARHR246400
OG0001890	ESY4_g26619_DN3_SP1_c0.t1, ESY4_g26620_DN3_SP0_c0.t1	CARHR246390
OG0001891	ESY13_g56259_DN3_SP8_c0.t1	CARHR233470
OG0001891	ESY5_g3527_DN3_SP0_c13.t1, ESY5_g3526_DN3_SP4_c6.t1	CARHR010860
OG0001892	ESY1_g5965_DN3_SP0_c0.t1	CARHR180850
OG0001892	ESY2_g35208_DN3_SP0_c0.t1	CARHR027230, CARHR027220
OG0001893	ESY18_g64077_DN3_SP0_c60.t1	CARHR256130, CARHR256140
OG0001894	ESY9_g45649_DN3_SP7_c0.t1	CARHR253320, CARHR134890
OG0001894	ESY7_g16175_DN3_SP2_c0.t1	CARHR134880, CARHR253310
OG0001895	ESY10_g14834_DN3_SP0_c0.t1	CARHR174050, CARHR174060
OG0001896	ESY3_g31376_DN2_SP0_c0.t1	CARHR078570, CARHR082080
OG0001897	ESY3_g28200_DN3_SP4_c0.t1	CARHR099830
OG0001897	ESY27_g13543_DN3_SP0_c0.t1	CARHR219760
OG0001898	ESY3_g28843_DN3_SP0_c0.t1	CARHR098630
OG0001898	ESY22_g40825_DN3_SP0_c0.t1	CARHR221290
OG0001899	ESY22_g41118_DN3_SP0_c0.t1	CARHR221900
OG0001899	ESY3_g28937_DN3_SP0_c0.t1	CARHR097990, CARHR097970
OG0001900	ESY2_g35323_DN2_SP0_c0.t1	CARHR160710
OG0001900	ESY8_g60034_DN3_SP8_c0.t1	CARHR212800
OG0001901	ESY10_g14221_DN3_SP6_c14.t1	CARHR143180
OG0001901	ESY1_g12494_DN3_SP5_c17.t1	CARHR172970
OG0001902	ESY1_g12415_DN3_SP0_c0.t1	CARHR172430
OG0001902	ESY12_g51374_DN3_SP0_c0.t1	CARHR142340
OG0001903	ESY1_g12133_DN3_SP0_c0.t1	CARHR171030
OG0001903	ESY12_g51946_DN3_SP0_c0.t1	CARHR140380
OG0001905	ESY1_g11928_DN3_SP8_c0.t1	CARHR170310
OG0001905	ESY12_g52114_DN3_SP4_c0.t1	CARHR139340
OG0001907	ESY1_g9190_DN3_SP0_c0.t1	CARHR157210
OG0001907	ESY6_g49708_DN3_SP0_c0.t1	CARHR277120
OG0001908	ESY6_g49676_DN3_SP0_c0.t1	CARHR277370
OG0001908	ESY4_g25456_DN2_SP0_c0.t1, ESY4_g25457_DN1_SP0_c70.t1	CARHR243480, CARHR042990
OG0001910	ESY8_g58230_DN3_SP0_c0.t1	CARHR251960
OG0001910	ESY5_g5123_DN3_SP2_c0.t1	CARHR003010
OG0001911	ESY20_g12869_DN2_SP0_c0.t1	CARHR180200, CARHR180210
OG0001911	ESY5_g5029_DN3_SP0_c0.t1	CARHR003700
OG0001912	ESY8_g58366_DN3_SP8_c0.t1	CARHR125780
OG0001912	ESY5_g4817_DN3_SP8_c5.t1	CARHR004960
OG0001913	ESY5_g4771_DN3_SP0_c0.t1	CARHR005230
OG0001913	ESY8_g58418_DN3_SP3_c0.t1	CARHR125420
OG0001915	ESY8_g58543_DN3_SP1_c0.t1	CARHR124820
OG0001915	ESY5_g4706_DN3_SP0_c0.t1	CARHR005700
OG0001916	ESY5_g4539_DN3_SP8_c0.t1	CARHR007080
OG0001916	ESY8_g58762_DN3_SP6_c0.t1	CARHR122910
OG0001917	ESY8_g58894_DN3_SP0_c0.t1	CARHR121780
OG0001917	ESY5_g4476_DN3_SP0_c0.t1	CARHR007540
OG0001919	ESY7_g17621_DN3_SP0_c0.t1	CARHR198940
OG0001920	ESY7_g17307_DN3_SP2_c0.t1	CARHR196860
OG0001920	ESY3_g32448_DN3_SP5_c0.t1	CARHR076740
OG0001921	ESY7_g17303_DN3_SP8_c0.t1	CARHR196820
OG0001921	ESY3_g32442_DN3_SP8_c0.t1	CARHR076790
OG0001922	ESY3_g31668_DN3_SP0_c0.t1	CARHR080090
OG0001922	ESY10_g15421_DN3_SP4_c0.t1	CARHR186500
OG0001923	ESY9_g45480_DN3_SP0_c0.t1	CARHR134050
OG0001923	ESY1_g10797_DN3_SP0_c0.t1	CARHR165080
OG0001925	ESY9_g45155_DN2_SP0_c0.t1	CARHR150630, CARHR132530
OG0001925	ESY1_g10997_DN3_SP0_c0.t1	CARHR163970
OG0001926	ESY9_g45244_DN3_SP6_c0.t1	CARHR132770
OG0001926	ESY1_g10257_DN3_SP8_c0.t1	CARHR161490
OG0001927	ESY2_g36581_DN3_SP7_c0.t1	CARHR073960
OG0001927	ESY5_g2952_DN3_SP8_c0.t1	CARHR016180
OG0001928	ESY2_g36101_DN3_SP0_c0.t1	CARHR071950
OG0001928	ESY5_g4365_DN3_SP0_c0.t1	CARHR017680
OG0001929	ESY5_g4279_DN3_SP0_c0.t1	CARHR018340
OG0001929	ESY2_g35879_DN3_SP8_c0.t1	CARHR066000
OG0001930	ESY2_g34962_DN3_SP0_c0.t1	CARHR067640
OG0001931	ESY2_g35004_DN3_SP8_c0.t1	CARHR068040
OG0001931	ESY5_g4143_DN3_SP8_c0.t1	CARHR019540
OG0001932	ESY5_g4078_DN3_SP5_c0.t1	CARHR019950
OG0001932	ESY2_g35979_DN3_SP0_c0.t1	CARHR068430
OG0001933	ESY2_g34689_DN3_SP8_c0.t1	CARHR021640, CARHR070370
OG0001934	ESY2_g35055_DN3_SP8_c0.t1	CARHR022500, CARHR071460
OG0001935	ESY5_g2128_DN3_SP1_c0.t1	CARHR023590
OG0001935	ESY2_g35605_DN3_SP6_c0.t1	CARHR064040
OG0001936	ESY2_g35504_DN1_SP0_c0.t1	CARHR063210, CARHR236790, CARHR063200
OG0001937	ESY2_g35424_DN3_SP8_c0.t1	CARHR025170, CARHR062490
OG0001938	ESY13_g57899_DN3_SP0_c0.t1, ESY13_g57895_DN3_SP0_c0.t1	CARHR026830, CARHR026840
OG0001939	ESY4_g26831_DN3_SP6_c0.t1	CARHR112320, CARHR247670
OG0001940	ESY5_g5565_DN3_SP0_c0.t1	CARHR272170, CARHR001320
OG0001940	ESY15_g64694_DN3_SP0_c0.t1	CARHR209510, CARHR209520
OG0001941	ESY6_g50693_DN3_SP0_c0.t1, ESY6_g50694_DN3_SP0_c0.t1, ESY6_g50625_DN3_SP0_c0.t1, ESY10_g14390_DN3_SP0_c1.t1	CARHR193880
OG0001941	ESY7_g17578_DN3_SP0_c0.t1, ESY7_g18273_DN3_SP0_c0.t1, ESY7_g18274_DN3_SP0_c0.t1	CARHR193870
OG0001943	ESY3_g31324_DN3_SP8_c0.t1	CARHR086260
OG0001944	ESY3_g31273_DN3_SP2_c0.t1	CARHR086120
OG0001944	ESY7_g18785_DN3_SP0_c0.t1	CARHR206930
OG0001945	ESY6_g50042_DN2_SP0_c0.t1	CARHR188840, CARHR158560
OG0001946	ESY1_g9306_DN3_SP0_c0.t1	CARHR157610
OG0001946	ESY6_g50146_DN3_SP0_c0.t1	CARHR189880
OG0001948	ESY6_g49046_DN3_SP0_c0.t1	CARHR191310, CARHR104630
OG0001949	ESY6_g49206_DN3_SP0_c0.t1	CARHR192380, CARHR034960, CARHR216540
OG0001949	ESY1_g12204_DN3_SP0_c0.t1	CARHR153700, CARHR153730, CARHR153740
OG0001950	ESY3_g30303_DN3_SP8_c0.t1	CARHR088740
OG0001950	ESY2_g36239_DN3_SP8_c0.t1	CARHR044610
OG0001951	ESY3_g30509_DN3_SP8_c0.t1	CARHR089900
OG0001951	ESY2_g36912_DN3_SP8_c0.t1	CARHR043520
OG0001952	ESY3_g29902_DN2_SP0_c0.t1	CARHR091970
OG0001953	ESY3_g29456_DN3_SP0_c0.t1	CARHR094720
OG0001953	ESY2_g37612_DN3_SP0_c0.t1	CARHR039800
OG0001954	ESY7_g18387_DN3_SP3_c0.t1	CARHR200480
OG0001954	ESY3_g29170_DN3_SP8_c0.t1	CARHR096640
OG0001955	ESY2_g37230_DN3_SP8_c0.t1	CARHR041850
OG0001955	ESY3_g29094_DN3_SP4_c0.t1	CARHR097170
OG0001956	ESY4_g25768_DN3_SP3_c0.t1	CARHR105810, CARHR242230
OG0001957	ESY9_g45599_DN3_SP8_c0.t1	CARHR128870, CARHR128830, CARHR029900, CARHR029860
OG0001958	ESY11_g53438_DN3_SP0_c0.t1, ESY11_g53426_DN1_SP0_c0.t1	CARHR105210
OG0001959	ESY1_g11874_DN3_SP0_c3.t1	CARHR170070
OG0001960	ESY2_g36974_DN3_SP0_c0.t1	CARHR043240
OG0001961	ESY3_g29315_DN3_SP8_c0.t1	CARHR095490
OG0001961	ESY2_g37478_DN3_SP7_c0.t1	CARHR040370
OG0001962	ESY5_g4537_DN3_SP0_c0.t1	CARHR007100
OG0001962	ESY5_g4530_DN3_SP0_c38.t1, ESY5_g4529_DN3_SP0_c40.t1	CARHR182190, CARHR185730, CARHR006900
OG0001963	ESY4_g21982_DN2_SP0_c24.t1	CARHR251080
OG0001965	ESY6_g50475_DN2_SP0_c0.t1, ESY2_g36223_DN3_SP0_c0.t1	CARHR098250, CARHR098240
OG0001968	ESY4_g25704_DN3_SP0_c98.t1, ESY4_g25705_DN3_SP0_c98.t1	CARHR267050, CARHR267040, CARHR154350
OG0001971	ESY4_g24300_DN3_SP8_c0.t1	CARHR236890
OG0001971	ESY11_g54705_DN3_SP0_c0.t1	CARHR110280
OG0001972	ESY4_g24603_DN3_SP7_c0.t1	CARHR238240
OG0001972	ESY11_g54354_DN3_SP8_c0.t1	CARHR109320
OG0001973	ESY8_g59471_DN3_SP0_c0.t1	CARHR117840
OG0001974	ESY8_g59432_DN3_SP0_c0.t1	CARHR117620
OG0001974	ESY4_g24872_DN3_SP0_c0.t1	CARHR239240
OG0001975	ESY4_g25833_DN3_SP8_c12.t1	CARHR105190, CARHR241750
OG0001977	ESY9_g44020_DN3_SP8_c0.t1	CARHR129950
OG0001977	ESY16_g61495_DN3_SP0_c0.t1	CARHR223100
OG0001978	ESY2_g33867_DN3_SP6_c0.t1	CARHR051320
OG0001978	ESY5_g3630_DN3_SP8_c0.t1	CARHR011480
OG0001979	ESY3_g27132_DN1_SP0_c0.t1	CARHR145010
OG0001979	ESY5_g2809_DN3_SP8_c0.t1	CARHR014960
OG0001980	ESY10_g14345_DN3_SP8_c0.t1	CARHR145250
OG0001980	ESY5_g2789_DN3_SP8_c0.t1	CARHR014800
OG0001981	ESY5_g2581_DN3_SP8_c0.t1, ESY10_g13949_DN2_SP0_c0.t1	CARHR013390
OG0001981	ESY10_g13946_DN3_SP5_c0.t1	CARHR147350
OG0001982	ESY10_g13840_DN3_SP3_c0.t1	CARHR147710
OG0001982	ESY5_g3875_DN3_SP3_c0.t1	CARHR013210
OG0001983	ESY10_g13759_DN3_SP8_c0.t1	CARHR148390
OG0001983	ESY8_g60170_DN3_SP8_c0.t1	CARHR213630
OG0001984	ESY10_g13720_DN3_SP8_c18.t1	CARHR148580
OG0001984	ESY8_g60227_DN3_SP8_c18.t1	CARHR213760
OG0001985	ESY9_g43844_DN2_SP0_c0.t1	CARHR229630
OG0001986	ESY12_g51054_DN3_SP3_c0.t1	CARHR136240
OG0001987	ESY7_g19160_DN3_SP0_c0.t1	CARHR209140
OG0001987	ESY3_g31060_DN3_SP8_c0.t1	CARHR084750
OG0001988	ESY3_g31229_DN3_SP5_c0.t1	CARHR085830
OG0001988	ESY7_g18859_DN3_SP8_c0.t1	CARHR207480
OG0001989	ESY3_g31253_DN3_SP0_c0.t1	CARHR086000
OG0001989	ESY3_g31255_DN3_SP0_c0.t1	CARHR206810
OG0001990	ESY6_g47623_DN3_SP8_c0.t1	CARHR267500
OG0001990	ESY16_g62246_DN3_SP0_c0.t1	CARHR235000
OG0001991	ESY6_g47984_DN3_SP0_c0.t1	CARHR268450
OG0001991	ESY16_g62387_DN3_SP0_c0.t1, ESY16_g62378_DN3_SP0_c0.t1	CARHR234490
OG0001992	ESY16_g62488_DN3_SP2_c0.t1	CARHR234180
OG0001992	ESY6_g48108_DN3_SP0_c0.t1	CARHR269290
OG0001993	ESY6_g48164_DN3_SP7_c0.t1	CARHR269510
OG0001993	ESY16_g62531_DN3_SP8_c0.t1	CARHR234060
OG0001994	ESY6_g48456_DN3_SP8_c0.t1	CARHR271330, CARHR233260
OG0001995	ESY7_g18321_DN3_SP5_c0.t1	CARHR200890
OG0001995	ESY6_g49885_DN3_SP5_c0.t1	CARHR193440
OG0001996	ESY7_g18234_DN3_SP4_c0.t1	CARHR201490
OG0001996	ESY6_g49915_DN2_SP0_c48.t1, ESY6_g49913_DN3_SP0_c0.t1	CARHR187230
OG0001997	ESY7_g17894_DN3_SP8_c0.t1	CARHR203730
OG0001997	ESY8_g59649_DN3_SP8_c0.t1	CARHR114060
OG0001998	ESY7_g17845_DN3_SP0_c0.t1	CARHR203960
OG0001998	ESY6_g50708_DN3_SP0_c0.t1	CARHR278170
OG0001999	ESY7_g18566_DN3_SP0_c0.t1	CARHR205540
OG0001999	ESY6_g49481_DN3_SP0_c0.t1	CARHR275340
OG0002000	ESY6_g49446_DN3_SP6_c0.t1	CARHR275550
OG0002000	ESY7_g18523_DN3_SP6_c0.t1	CARHR205810
OG0002001	ESY10_g14977_DN3_SP0_c0.t1	CARHR174740
OG0002001	ESY4_g25706_DN1_SP0_c0.t1, ESY9_g42511_DN3_SP0_c0.t1	CARHR224600
OG0002002	ESY7_g16693_DN3_SP6_c0.t1	CARHR226740, CARHR178050
OG0002003	ESY7_g16202_DN3_SP4_c0.t1	CARHR253100
OG0002004	ESY18_g63047_DN3_SP6_c0.t1	CARHR254200
OG0002004	ESY26_g42318_DN3_SP8_c0.t1	CARHR229870
OG0002005	ESY18_g63679_DN3_SP0_c0.t1	CARHR255440
OG0002005	ESY5_g1445_DN1_SP0_c0.t1, ESY23_g218_DN3_SP0_c0.t1	CARHR231150
OG0002006	ESY23_g286_DN3_SP8_c0.t1	CARHR231230
OG0002006	ESY18_g63815_DN3_SP6_c0.t1	CARHR255580
OG0002007	ESY18_g63864_DN3_SP0_c0.t1	CARHR255590
OG0002007	ESY23_g290_DN3_SP0_c0.t1	CARHR231250
OG0002008	ESY18_g64064_DN3_SP0_c0.t1	CARHR256010
OG0002008	ESY23_g519_DN3_SP0_c0.t1	CARHR032190
OG0002009	ESY4_g25013_DN1_SP0_c0.t1, ESY16_g61706_DN2_SP0_c0.t1, ESY16_g61709_DN2_SP0_c0.t1, ESY16_g61707_DN2_SP0_c0.t1, ESY16_g61710_DN2_SP0_c0.t1, ESY16_g61708_DN2_SP0_c0.t1, ESY16_g61711_DN2_SP0_c0.t1	CARHR036980, CARHR036960
OG0002010	ESY11_g53784_DN3_SP0_c0.t1	CARHR028220, CARHR028210
OG0002011	ESY4_g23222_DN3_SP0_c0.t1	CARHR028670, CARHR128350
OG0002012	ESY11_g54059_DN3_SP6_c0.t1	CARHR107700
OG0002012	ESY4_g25363_DN3_SP6_c0.t1	CARHR243830
OG0002013	ESY11_g54073_DN3_SP2_c0.t1	CARHR107810
OG0002013	ESY4_g25326_DN3_SP2_c0.t1	CARHR243960
OG0002014	ESY4_g26113_DN3_SP8_c0.t1	CARHR244320
OG0002014	ESY11_g54130_DN3_SP1_c0.t1	CARHR108170
OG0002015	ESY20_g12919_DN3_SP2_c0.t1, ESY11_g54324_DN3_SP0_c0.t1	CARHR109200
OG0002015	ESY4_g26314_DN3_SP8_c0.t1	CARHR245160
OG0002016	ESY8_g59634_DN3_SP0_c0.t1	CARHR114210
OG0002016	ESY4_g26570_DN2_SP0_c0.t1	CARHR246080
OG0002017	ESY4_g26649_DN3_SP0_c0.t1	CARHR246620
OG0002017	ESY8_g59697_DN2_SP0_c0.t1	CARHR113610
OG0002019	ESY16_g61934_DN3_SP7_c0.t1	CARHR030810, CARHR129860
OG0002021	ESY23_g308_DN3_SP8_c0.t1	CARHR231340
OG0002021	ESY18_g63903_DN3_SP8_c0.t1	CARHR255640
OG0002022	ESY5_g4311_DN3_SP0_c0.t1	CARHR018170
OG0002022	ESY10_g15146_DN3_SP1_c0.t1	CARHR175640
