Orthogroup	Arabidopsis_lyrata_NCBI	Alyssum_gmelinii
OG0003900	XP_020878958.1	Ag019G2507100, Ag034G4009300
OG0003901	XP_002888014.1, XP_020890186.1	Ag002G0176500
OG0003902	XP_002886559.2	Ag002G0215800
OG0003903	XP_002888226.2	Ag002G0261200
OG0003905	XP_020884227.1	Ag016G2333500
OG0003906	XP_002880351.1	Ag019G2550200, Ag011G1030400
OG0003907	XP_002877540.1	Ag011G1059200
OG0003908	XP_002867008.1	Ag011G1098000
OG0003909	XP_020874611.1	Ag011G1145500
OG0003910	XP_020875144.1	Ag011G1156600
OG0003911	XP_020873219.1	Ag011G1262900
OG0003912	XP_020866573.1, XP_020870490.1, XP_020870108.1	Ag018G2454000
OG0003913	XP_002869535.1	Ag010G1017000
OG0003941	XP_020879349.1	Ag048G4554800, Ag013G1419500
OG0003942	XP_002871609.1	Ag013G1449700
OG0003946	XP_002870395.1, XP_002887249.1	Ag013G1504200, Ag078G5342600, Ag057G4959300
OG0003947	XP_020872818.1	Ag011G1231900
OG0003947	XP_020879438.1	Ag013G1506200
OG0003948	XP_002873502.1	Ag013G1506500
OG0003949	XP_002874369.1	Ag038G4171800, Ag013G1536700
OG0003950	XP_002871313.1	Ag013G1559100
OG0003951	XP_002872039.1	Ag004G0511000
OG0003952	XP_020876800.1	Ag013G1560100
OG0003953	XP_020885606.1	Ag004G0496900
OG0003954	XP_020873291.1	Ag013G1580700
OG0003955	XP_020873331.1	Ag013G1582500
OG0003956	XP_002880924.1	Ag013G1595200
OG0003957	XP_002876387.1	Ag013G1596000
OG0003958	XP_002881085.1	Ag032G3444200, Ag013G1628300
OG0003959	XP_002879449.1	Ag013G1675400
OG0003960	XP_002889499.2	Ag034G3696000, Ag013G1681100
OG0003961	XP_020873774.1	Ag013G1692200
OG0003962	XP_020867238.1, XP_002890820.2	Ag013G1732800
OG0003963	XP_020866190.1, XP_020866265.1	Ag051G4809700, Ag062G5062100
OG0003964	XP_020880024.1	Ag004G0559800, Ag062G5065100
OG0003965	XP_020868311.1	Ag004G0431700
OG0003966	XP_002882332.1, XP_020865759.1, XP_002866679.1	Ag004G0434800
OG0003967	XP_002866596.1	Ag002G0144000, Ag004G0457200
OG0003968	XP_002866570.1	Ag004G0463100, Ag034G4054200
OG0003970	XP_020879178.1, XP_002862537.1	Ag004G0496500
OG0003972	XP_020883445.1	Ag004G0502200
OG0003974	XP_002872061.1, XP_020885205.1	Ag040G4334300, Ag004G0516300
OG0003975	XP_020880788.1	Ag004G0772300
OG0003976	XP_002874276.2, XP_020877871.1	Ag004G0546800
OG0003977	XP_020877840.1	Ag004G0548600
OG0003979	XP_002875729.1	Ag004G0621100
OG0003980	XP_020871667.1, XP_020871668.1, XP_020882538.1	Ag004G0621800
OG0003981	XP_002875328.1	Ag004G0624400
OG0003982	XP_002862816.1, XP_020871702.1	Ag004G0655700
OG0003983	XP_002866292.2	Ag004G0659300, Ag004G0659200, Ag057G4967500
OG0003984	XP_020871465.1	Ag004G0664300
OG0003985	XP_020880444.1	Ag004G0686600, Ag004G0686700
OG0003986	XP_020872419.1, XP_020886093.1	Ag004G0723200
OG0003987	XP_002872419.1, XP_002875937.1	Ag004G0769000, Ag031G3343200, Ag011G1241100
OG0003988	XP_020870642.1	Ag004G0783300, Ag020G2555100
OG0003989	XP_020878319.1	Ag022G2671200
OG0003990	XP_020871107.1, XP_002865960.2	Ag022G2714500
OG0003991	XP_002873202.1	Ag048G4672300, Ag048G4672200, Ag022G2716600, Ag022G2716500
OG0003992	XP_002871127.1	Ag022G2722600, Ag033G3524200
OG0003993	XP_002871103.1	Ag022G2731500
OG0003994	XP_002873089.1	Ag022G2754900
OG0003995	XP_020877057.1	Ag022G2776500
OG0003996	XP_020877060.1	Ag018G2458800, Ag022G2776600
OG0003997	XP_002878091.1, XP_002877033.1, XP_002870653.1	Ag075G5294600
OG0003998	XP_020888128.1, XP_020888767.1	Ag014G1910300
OG0003999	XP_020890063.1	Ag003G0286500, Ag048G4573500
OG0004000	XP_020890982.1	Ag048G4662300
OG0004001	XP_002889076.1	Ag048G4668400
OG0004002	XP_020891282.1	Ag048G4686000, Ag048G4685900
OG0004002	XP_020889883.1	Ag048G4685800
OG0004003	XP_020871749.1	Ag023G2803400, Ag014G1892000, Ag082G5405400, Ag048G4709900, Ag016G2356200
OG0004004	XP_020868679.1, XP_020866227.1	Ag037G4133700, Ag016G2319400, Ag016G2320800, Ag037G4131500, Ag032G3421200
OG0004005	XP_002894552.2, XP_002894551.1, XP_020866537.1	Ag025G2911200
OG0004006	XP_002891856.1	Ag032G3426300, Ag032G3426200
OG0004008	XP_002891824.1	Ag032G3438800
OG0004008	XP_002891823.1	Ag032G3439400
OG0004009	XP_020868447.1	Ag015G2241400, Ag032G3457500
OG0004010	XP_002894459.1	Ag032G3457800
OG0004011	XP_020884095.1, XP_020884568.1	Ag054G4886200
OG0004013	XP_002868284.1, XP_020872682.1	Ag007G0898500
OG0004014	XP_020875725.1, XP_002868257.1	Ag007G0905300
OG0004015	XP_020875154.1	Ag007G0927300, Ag007G0926400, Ag007G0927500
OG0004016	XP_020891415.1, XP_020891420.1	Ag078G5345100
OG0004017	XP_002887535.2	Ag078G5379200
OG0004018	XP_002886371.1	Ag002G0100000
OG0004018	XP_020891030.1, XP_020886281.1	Ag002G0100100, Ag024G2853100
OG0004020	XP_002875365.1	Ag012G1309000
OG0004021	XP_002867829.1	Ag057G4958600, Ag027G3025800, Ag033G3619000
OG0004022	XP_002865245.1	Ag006G0830400
OG0004023	XP_002885334.1	Ag014G2134900, Ag001G0025200
OG0004024	XP_020887206.1	Ag014G2135000
OG0004024	XP_002894239.1	Ag001G0025400
OG0004025	XP_002870056.1, XP_020882904.1	Ag023G2829700
OG0004026	XP_002881376.1	Ag023G2832400
OG0004027	XP_020881103.1	Ag016G2284400
OG0004027	XP_020875054.1	Ag050G4779700
OG0004028	XP_020867470.1	Ag044G4492700, Ag033G3625500, Ag034G3895600
OG0004030	XP_002888409.1, XP_020868207.1	Ag033G3556300
OG0004031	XP_020888428.1	Ag033G3560300
OG0004032	XP_020872854.1	Ag033G3568200
OG0004033	XP_002869941.1	Ag033G3578500
OG0004034	XP_002867835.1	Ag033G3615100
OG0004035	XP_002869865.1	Ag033G3620500
OG0004036	XP_002867927.1	Ag033G3642200
OG0004037	XP_002868133.1	Ag031G3138800
OG0004038	XP_002870859.1, XP_020874988.1	Ag031G3142600, Ag031G3142700
OG0004039	XP_002882184.1	Ag031G3156600, Ag031G3156300, Ag031G3156500, Ag031G3156200, Ag031G3156400
OG0004040	XP_002865059.1, XP_002880683.1	Ag031G3159100
OG0004041	XP_020881151.1	Ag031G3177500
OG0004042	XP_020880837.1, XP_020882709.1	Ag031G3197300
OG0004043	XP_002869231.1	Ag031G3199500
OG0004044	XP_020888392.1, XP_020881459.1	Ag031G3206700
OG0004046	XP_020879718.1	Ag031G3240700
OG0004047	XP_020882293.1	Ag031G3296800
OG0004048	XP_002876741.1	Ag031G3302300
OG0004049	XP_020884526.1	Ag003G0414500
OG0004049	XP_020881250.1	Ag031G3305200
OG0004050	XP_002876375.1, XP_002893825.1	Ag031G3316800
OG0004051	XP_020882247.1	Ag031G3374100
OG0004053	XP_020880622.1	Ag031G3389000
OG0004054	XP_002883562.1	Ag029G3100200
OG0004055	XP_002894525.1	Ag067G5204000
OG0004056	XP_020891257.1	Ag018G2448700, Ag042G4416900
OG0004057	XP_002881776.1	Ag039G4199300, Ag003G0410000, Ag003G0409800, Ag003G0410600
OG0004058	XP_002881725.2	Ag039G4202100
OG0004059	XP_002885663.1	Ag039G4223300, Ag039G4222700, Ag039G4224300, Ag039G4222800, Ag039G4230400, Ag039G4229300, Ag039G4230300, Ag039G4231000, Ag039G4221600, Ag039G4231300, Ag039G4222500, Ag039G4222200, Ag039G4222000, Ag039G4221000
OG0004061	XP_020873264.1	Ag015G2225500
OG0004062	XP_020869952.1	Ag052G4869000, Ag015G2266000, Ag025G2963800, Ag025G2964200
OG0004063	XP_020868494.1	Ag052G4864200, Ag015G2270500
OG0004064	XP_020878610.1	Ag021G2598800
OG0004065	XP_020878619.1	Ag021G2610800
OG0004066	XP_020878273.1	Ag038G4152600
OG0004069	XP_002880299.1	Ag003G0286600
OG0004070	XP_020885604.1, XP_020885654.1, XP_020885747.1, XP_020885745.1	Ag003G0305300
OG0004071	XP_002883894.2, XP_002883895.1	Ag003G0321100, Ag019G2516300
OG0004072	XP_020885806.1, XP_002881966.1	Ag003G0340600
OG0004073	XP_020883638.1	Ag003G0357700
OG0004074	XP_020883266.1	Ag003G0392900
OG0004075	XP_020882270.1	Ag014G1782600
OG0004075	XP_020886916.1	Ag014G1782700
OG0004076	XP_020888939.1	Ag014G1795900
OG0004077	XP_002884378.1	Ag014G1800800
OG0004078	XP_002871808.1, XP_020887014.1	Ag014G1811900
OG0004079	XP_002884444.1	Ag014G1818800
OG0004080	XP_002884463.1	Ag014G1823400
OG0004080	XP_002884462.1	Ag025G2957300
OG0004081	XP_002882388.1	Ag014G1826700
OG0004082	XP_020886365.1	Ag014G1828000
OG0004083	XP_020886543.1	Ag014G1831200
OG0004084	XP_002882441.1	Ag014G1846100, Ag014G1845400
OG0004085	XP_020887653.1	Ag014G1848800
OG0004086	XP_002884638.1	Ag014G1867600
OG0004088	XP_020888088.1	Ag014G1967400
OG0004089	XP_002882872.1	Ag014G1988600
OG0004090	XP_020875628.1, XP_020889272.1	Ag014G2009300
OG0004091	XP_020886107.1	Ag014G2023600
OG0004092	XP_002885187.1	Ag014G2048900
OG0004094	XP_002883201.1	Ag014G2133800
OG0004095	XP_002863946.1, XP_002863964.1	Ag014G2136300
OG0004096	XP_002877179.2, XP_002877187.2	Ag014G2142900, Ag061G5020000
OG0004097	XP_020867887.1, XP_020872980.1	Ag061G5021100
OG0004098	XP_020886035.1	Ag027G3009800, Ag064G5094800, Ag027G3009700
OG0004099	XP_020887664.1	Ag027G3014000
OG0004100	XP_020886932.1	Ag027G3028500
OG0004101	XP_002885526.1	Ag027G3028700
OG0004102	XP_002883310.1	Ag027G3058500
OG0004103	XP_020874301.1, XP_020865666.1	Ag068G5228700
OG0004104	XP_020866075.1	Ag043G4447400
OG0004105	XP_020876659.1	Ag043G4450500
OG0004106	XP_002892054.1	Ag034G3658000
OG0004107	XP_020870189.1, XP_002894314.1	Ag034G3660500, Ag034G3660600
OG0004108	XP_020867264.1	Ag034G3694300
OG0004109	XP_002889599.1	Ag034G3726500
OG0004110	XP_002892413.1, XP_020868701.1	Ag034G3745100, Ag034G3746800
OG0004111	XP_020867395.1	Ag034G3763100
OG0004112	XP_002874828.2	Ag016G2389300
OG0004113	XP_020866421.1	Ag034G3799400
OG0004114	XP_002886443.1	Ag002G0165400
OG0004114	XP_002892690.2	Ag034G3824300
OG0004115	XP_020866037.1	Ag034G3870700
OG0004116	XP_002890252.1	Ag034G3934100, Ag034G3934000
OG0004117	XP_020869036.1	Ag034G3938200
OG0004119	XP_002865755.1, XP_002865754.1	Ag034G3960200
OG0004120	XP_020891629.1	Ag034G4045100
OG0004121	XP_020865976.1, XP_020870280.1	Ag034G4067100
OG0004122	XP_020869515.1, XP_020891635.1	Ag002G0157600
OG0004123	XP_020882041.1, XP_020881202.1	Ag002G0160100
OG0004124	XP_020890826.1	Ag024G2880200
OG0004125	XP_002872757.2, XP_020876434.1	Ag024G2893000, Ag024G2887400, Ag016G2376800
OG0004126	XP_002865357.2, XP_020874191.1, XP_002883919.1	Ag016G2352700, Ag016G2352600
OG0004126	XP_002865355.1	Ag016G2352500
OG0004127	XP_020881506.1, XP_020881812.1	Ag016G2384200
OG0004128	XP_002872730.1	Ag016G2390000
OG0004129	XP_002894100.1, XP_002878342.1	Ag025G2926400, Ag025G2925700
OG0004130	XP_002866945.1	Ag011G1077900, Ag011G1077800
OG0004131	XP_020874272.1	Ag011G1101900
OG0004132	XP_002869052.1	Ag011G1113600
OG0004133	XP_002867160.1	Ag011G1213000
OG0004134	XP_002862408.1, XP_002883466.1	Ag064G5102700, Ag064G5103200, Ag064G5103900
OG0004136	XP_020875898.1	Ag019G2530300
OG0004137	XP_020889429.1, XP_020872084.1	Ag010G1019100
OG0004165	XP_002878710.1, XP_002869375.1	Ag047G4541400, Ag046G4530200, Ag027G3023800
OG0004166	XP_002869373.1	Ag047G4542000, Ag046G4531100
OG0004167	XP_002867338.1	Ag047G4545200, Ag046G4533300
OG0004168	XP_020891712.1	Ag004G0471900
OG0004168	XP_020880358.1	Ag055G4919900
OG0004169	XP_020879177.1	Ag013G1365700
OG0004170	XP_020878112.1	Ag013G1375300
OG0004172	XP_020871503.1	Ag004G0466000, Ag013G1391800, Ag004G0466200
OG0004173	XP_020876601.1	Ag013G1398900
OG0004174	XP_002873710.1	Ag013G1420700
OG0004175	XP_020879202.1	Ag013G1422500
OG0004176	XP_002871643.1, XP_020878839.1, XP_002886951.1	Ag013G1425200
OG0004177	XP_002893289.1	Ag018G2454500, Ag013G1449200
OG0004178	XP_002871597.1	Ag013G1453700
OG0004179	XP_002864153.2, XP_002884447.2	Ag014G1890900
OG0004179	XP_020889238.1	Ag027G3025100, Ag013G1509100
OG0004180	XP_020878772.1	Ag013G1512500, Ag024G2893600
OG0004181	XP_002877154.1	Ag013G1516400, Ag031G3362400
OG0004182	XP_020876712.1	Ag013G1516500
OG0004182	XP_002874237.1	Ag004G0537900
OG0004183	XP_020870829.1, XP_020878494.1	Ag013G1547000, Ag013G1546900
OG0004184	XP_002871325.1	Ag013G1554800
OG0004185	XP_020878593.1	Ag013G1556500
OG0004186	XP_020873239.1, XP_020890623.1	Ag013G1580600
OG0004187	XP_020883232.1	Ag013G1585900
OG0004188	XP_020885414.1	Ag013G1588200
OG0004189	XP_020885322.1	Ag013G1591900
OG0004190	XP_020883389.1	Ag013G1594800
OG0004191	XP_002879093.1	Ag013G1606400
OG0004192	XP_020884380.1	Ag013G1633800
OG0004193	XP_002862819.2, XP_002879263.2	Ag013G1634500
OG0004194	XP_002881115.1	Ag013G1635800
OG0004195	XP_020885637.1	Ag013G1644300
OG0004196	XP_020869371.1	Ag034G3790900, Ag034G3790800
OG0004197	XP_020884470.1	Ag013G1654300
OG0004198	XP_020883690.1	Ag013G1665900, Ag013G1665800, Ag013G1666000
OG0004199	XP_002894072.1	Ag013G1701700
OG0004200	XP_002874479.2, XP_020870368.1	Ag013G1710900
OG0004201	XP_020870773.1	Ag013G1711900
OG0004202	XP_020869210.1	Ag013G1718400
OG0004203	XP_020866905.1	Ag013G1727400
OG0004204	XP_002890824.2	Ag013G1734000
OG0004205	XP_020883002.1, XP_020868697.1	Ag013G1737400
OG0004206	XP_020870724.1	Ag013G1742800, Ag002G0128200
OG0004207	XP_020866843.1	Ag013G1745100
OG0004208	XP_002893634.1	Ag013G1746800
OG0004209	XP_020870687.1	Ag013G1752200
OG0004210	XP_002890967.1	Ag013G1763800
OG0004211	XP_002876852.1	Ag062G5055800
OG0004212	XP_020871493.1, XP_002862166.2, XP_002888458.1	Ag004G0420700
OG0004213	XP_020881969.1, XP_020872747.1	Ag004G0420800, Ag004G0544900
OG0004214	XP_020868006.1	Ag004G0421200
OG0004215	XP_002864989.1	Ag004G0429000
OG0004217	XP_002862512.2, XP_002864853.2	Ag004G0466900
OG0004218	XP_020878904.1	Ag004G0477800, Ag016G2367600, Ag016G2367500, Ag016G2367300, Ag007G0872100, Ag007G0878500, Ag066G5150300
OG0004219	XP_020870356.1, XP_020884486.1, XP_020866213.1	Ag004G0480900
OG0004220	XP_020866528.1, XP_002866428.1	Ag004G0499800
OG0004221	XP_020865777.1	Ag004G0507200
OG0004222	XP_002868111.1	Ag031G3141200, Ag004G0507400, Ag004G0507300, Ag003G0379400, Ag063G5068100
OG0004223	XP_020866335.1	Ag004G0520300
OG0004224	XP_002874163.1	Ag004G0523500
OG0004224	XP_002874162.1	Ag004G0523400
OG0004226	XP_002873965.1	Ag004G0557700
OG0004227	XP_002871953.1	Ag004G0572400
OG0004228	XP_020876662.1	Ag004G0590600
OG0004229	XP_020869627.1	Ag004G0647800
OG0004230	XP_020889568.1	Ag004G0653700
OG0004233	XP_020873223.1	Ag033G3505400, Ag004G0711900
OG0004234	XP_020877637.1	Ag033G3522600, Ag033G3522500, Ag004G0734000
OG0004235	XP_020881521.1, XP_020875339.1	Ag004G0743500
OG0004236	XP_002864354.1	Ag004G0755000
OG0004237	XP_020878946.1	Ag022G2632800
OG0004238	XP_020878169.1	Ag022G2644000
OG0004239	XP_002878993.1, XP_002874334.1, XP_020877978.1	Ag022G2686200
OG0004240	XP_020888889.1	Ag014G1910000
OG0004240	XP_002871081.1	Ag022G2737800
OG0004241	XP_020878425.1	Ag022G2739800
OG0004242	XP_002873068.1	Ag022G2766600
OG0004243	XP_020876630.1	Ag022G2790900, Ag002G0254400
OG0004244	XP_002868639.1	Ag075G5286500
OG0004246	XP_002887812.1	Ag048G4574100
OG0004247	XP_020890241.1	Ag048G4588200
OG0004248	XP_002889213.1	Ag048G4597500
OG0004249	XP_020890590.1	Ag048G4631200
OG0004250	XP_020887359.1	Ag017G2417500, Ag040G4352300, Ag025G2974300, Ag016G2283200, Ag014G1882800
OG0004251	XP_020867811.1	Ag032G3425300
OG0004252	XP_020877541.1, XP_020889911.1	Ag032G3459700
OG0004253	XP_020867150.1	Ag032G3472100
OG0004254	XP_002863129.1	Ag007G0882500
OG0004255	XP_002880126.1	Ag025G2964400, Ag007G0896200, Ag033G3576900, Ag003G0339100
OG0004256	XP_020890258.1	Ag078G5330300
OG0004257	XP_020868083.1, XP_002865841.2	Ag078G5340400, Ag018G2463900
OG0004258	XP_020870114.1, XP_020877192.1	Ag056G4947800, Ag034G3836900
OG0004260	XP_020880138.1	Ag012G1272400
OG0004261	XP_002875399.2, XP_020881926.1	Ag012G1297600
OG0004262	XP_020880288.1, XP_020880289.1	Ag012G1328700
OG0004263	XP_020866645.1	Ag018G2472900
OG0004264	XP_020890206.1	Ag057G4965400
OG0004265	XP_020890649.1	Ag006G0797400, Ag058G4989500
OG0004266	XP_002863434.1	Ag058G4978400, Ag006G0804000
OG0004267	XP_020886162.1	Ag006G0830000
OG0004268	XP_020887564.1	Ag006G0836400
OG0004269	XP_020882821.1	Ag001G0001900, Ag083G5410900, Ag083G5410500, Ag083G5411000
OG0004270	XP_002888835.1	Ag001G0054200
OG0004272	XP_020867999.1, XP_020870270.1	Ag001G0064900
OG0004273	XP_002891686.1	Ag001G0076800, Ag001G0077000, Ag001G0076600
OG0004274	XP_020873057.1	Ag050G4768000
OG0004275	XP_020872741.1	Ag050G4769100
OG0004277	XP_020875694.1	Ag050G4797100
OG0004278	XP_020880063.1	Ag008G0965700
OG0004279	XP_002867693.1	Ag033G3487000, Ag077G5315700
OG0004280	XP_002867708.1	Ag033G3490200, Ag077G5319600
OG0004281	XP_020871885.1	Ag051G4813200
OG0004282	XP_020873679.1	Ag033G3477200, Ag052G4847000
OG0004283	XP_002881366.1	Ag033G3513800
OG0004284	XP_002869812.2	Ag033G3515200, Ag033G3515300
OG0004285	XP_020872855.1	Ag033G3568000
OG0004286	XP_020874966.1	Ag033G3591000
OG0004287	XP_002869907.1	Ag033G3598500
OG0004288	XP_020875368.1	Ag031G3145100
OG0004289	XP_020879513.1, XP_002884262.1	Ag031G3152300
OG0004290	XP_020889823.1, XP_002886410.1	Ag003G0381400, Ag031G3171500
OG0004291	XP_020882207.1	Ag031G3175100
OG0004292	XP_002878388.1, XP_020884049.1	Ag031G3205600
OG0004293	XP_020880001.1	Ag014G1894600, Ag014G1894900, Ag014G1895300, Ag014G1895200, Ag031G3213300
OG0004294	XP_002876514.1	Ag031G3237600
OG0004295	XP_020880500.1	Ag031G3264600
OG0004296	XP_002878197.1	Ag031G3275600
OG0004297	XP_020880161.1	Ag031G3281400
OG0004298	XP_020882489.1	Ag031G3291800
OG0004299	XP_002878118.2	Ag031G3310000
OG0004300	XP_020880241.1	Ag031G3317000
OG0004301	XP_020881902.1	Ag031G3324600, Ag031G3324200
OG0004302	XP_002876282.1	Ag031G3358000, Ag031G3358100
OG0004303	XP_002864240.1	Ag016G2301200, Ag016G2302300, Ag020G2573100
OG0004304	XP_002862506.2, XP_002885636.1	Ag095G5469400, Ag064G5112800
OG0004305	XP_002886138.1	Ag086G5422500, Ag042G4377400
OG0004306	XP_020888357.1	Ag042G4380800
OG0004307	XP_020888731.1	Ag042G4392900
OG0004308	XP_020888347.1	Ag042G4421700
OG0004310	XP_002881760.1	Ag039G4182400
OG0004311	XP_002881744.1	Ag039G4191700
OG0004312	XP_002881736.1, XP_002881532.1	Ag039G4195000
OG0004313	XP_002879846.1	Ag039G4217500
OG0004314	XP_002881634.1	Ag039G4252900
OG0004315	XP_020885675.1	Ag039G4273100, Ag039G4272400
OG0004316	XP_020883394.1, XP_002879686.1	Ag039G4308500
OG0004317	XP_020877734.1	Ag030G3126900, Ag021G2628200
OG0004318	XP_020885400.1	Ag015G2202700
OG0004319	XP_020870652.1	Ag015G2234800
OG0004320	XP_020870674.1	Ag015G2263500, Ag034G3698600
OG0004321	XP_020881837.1, XP_020881838.1, XP_020881841.1, XP_002877470.1	Ag021G2624100
OG0004322	XP_002874314.1	Ag038G4157700
OG0004323	XP_002874345.1	Ag038G4166700, Ag027G3036600
OG0004324	XP_002874352.2	Ag038G4168600
OG0004325	XP_020876983.1	Ag038G4169200
OG0004326	XP_020885023.1	Ag003G0296500
OG0004327	XP_020885136.1	Ag003G0296600
OG0004328	XP_002880249.1	Ag003G0304500, Ag003G0308000
OG0004329	XP_020883483.1	Ag003G0307200
OG0004330	XP_002882055.2, XP_002893400.1	Ag003G0309600
OG0004331	XP_020888732.1	Ag003G0312300
OG0004332	XP_002878362.2, XP_020884252.1	Ag003G0317500
OG0004333	XP_002881925.1	Ag003G0354400
OG0004334	XP_020885701.1	Ag003G0368800
OG0004336	XP_002881876.1, XP_020879653.1	Ag003G0375000
OG0004337	XP_020868268.1	Ag037G4130800, Ag016G2322000
OG0004338	XP_002865139.1	Ag016G2318900, Ag037G4135200
OG0004339	XP_020885101.1	Ag037G4136900, Ag016G2317200
OG0004340	XP_002882436.1	Ag014G1843100
OG0004341	XP_002884549.1	Ag014G1847700
OG0004342	XP_020888040.1	Ag014G1859500
OG0004343	XP_002882492.1	Ag014G1861200
OG0004344	XP_002884671.1	Ag014G1878400
OG0004345	XP_002884774.1	Ag014G1907100
OG0004346	XP_020888328.1	Ag014G1929900
OG0004347	XP_002884868.2	Ag014G1941000
OG0004348	XP_020888316.1	Ag014G1943600
OG0004349	XP_020888320.1	Ag014G1951900
OG0004350	XP_002862157.2, XP_002884945.1	Ag014G1960900, Ag014G1960800
OG0004351	XP_020888089.1	Ag014G1967300
OG0004352	XP_020888057.1	Ag014G1974500
OG0004353	XP_020886614.1	Ag014G1981000
OG0004354	XP_020888657.1	Ag014G1987900
OG0004355	XP_020888819.1	Ag014G2001000, Ag014G2000700, Ag014G2000900, Ag014G2000600
OG0004356	XP_020887702.1	Ag014G2010400
OG0004357	XP_020872066.1, XP_020886367.1	Ag014G2010900
OG0004358	XP_002889275.1, XP_020886840.1	Ag014G2011300
OG0004359	XP_020886108.1	Ag014G2023500
OG0004360	XP_020889571.1	Ag014G2038100, Ag014G2037900
OG0004361	XP_020889218.1	Ag014G2048700
OG0004362	XP_002885273.1, XP_002885272.1	Ag014G2093000
OG0004363	XP_020888470.1	Ag014G2101500
OG0004364	XP_002885316.1	Ag014G2129500
OG0004365	XP_002883236.1	Ag014G2151300
OG0004366	XP_002862716.1, XP_020888356.1	Ag014G2156900
OG0004367	XP_020888044.1	Ag027G3070700, Ag014G2170300
OG0004368	XP_002885420.1	Ag014G2173300, Ag027G3068200
OG0004369	XP_020889377.1	Ag014G2176600, Ag027G3064400
OG0004370	XP_002868538.1	Ag061G5038400
OG0004371	XP_020873073.1	Ag061G5043700
OG0004372	XP_002865590.1	Ag061G5047100
OG0004373	XP_002883459.2	Ag027G3005200, Ag064G5101600
OG0004374	XP_020889427.1	Ag027G3016800
OG0004375	XP_020886684.1	Ag027G3039400
OG0004376	XP_002885473.1	Ag027G3052200
OG0004377	XP_020886166.1	Ag027G3054700
OG0004378	XP_020888915.1	Ag027G3055000
OG0004379	XP_002885441.2	Ag027G3059800
OG0004380	XP_020890939.1	Ag036G4116300
OG0004381	XP_002871827.1	Ag060G5005900, Ag034G3716700
OG0004382	XP_020881269.1	Ag017G2425600
OG0004384	XP_002889395.1, XP_002889394.1	Ag034G3667400
OG0004385	XP_002892163.1	Ag034G3684700
OG0004386	XP_002870720.1	Ag034G3707400, Ag034G3704300
OG0004387	XP_020867422.1	Ag034G3722100
OG0004388	XP_020867411.1	Ag034G3747700
OG0004389	XP_020879807.1, XP_002889735.2	Ag034G3765100, Ag034G3765200
OG0004390	XP_020870459.1	Ag034G3772000
OG0004392	XP_002889901.1	Ag034G3815500
OG0004393	XP_020869918.1	Ag034G3825600
OG0004394	XP_020870917.1	Ag034G3827000
OG0004395	XP_020869518.1	Ag034G3829500
OG0004396	XP_020870427.1, XP_020878024.1	Ag034G3903800
OG0004397	XP_002893163.1	Ag034G4003400
OG0004398	XP_020889720.1, XP_002893210.1	Ag034G4014700
OG0004399	XP_020867354.1	Ag034G4023900
OG0004400	XP_020889926.1	Ag034G4042400
OG0004401	XP_002888762.1	Ag034G4067500
OG0004403	XP_002887967.1	Ag002G0140700, Ag002G0140800, Ag002G0138400
OG0004404	XP_002894632.1	Ag002G0272100
OG0004405	XP_002868563.1, XP_020889978.1	Ag024G2891800
OG0004406	XP_002863582.2	Ag016G2358600, Ag016G2358700, Ag016G2358800, Ag016G2358400, Ag016G2358300
OG0004407	XP_002877935.1	Ag011G1032400
OG0004408	XP_002868935.1	Ag011G1059600
OG0004410	XP_002867086.1	Ag011G1135300
OG0004411	XP_002867194.1	Ag011G1194600
OG0004412	XP_020876853.1	Ag011G1198200, Ag019G2539300
OG0004413	XP_020874027.1	Ag011G1206200
OG0004414	XP_020875027.1	Ag011G1216500
OG0004415	XP_020874893.1	Ag011G1219500, Ag011G1219400
OG0004416	XP_002869297.1	Ag011G1230800
OG0004417	XP_020872302.1	Ag011G1247700
OG0004418	XP_020872240.1	Ag011G1256600
OG0004419	XP_020886878.1	Ag064G5098400
OG0004420	XP_020868819.1, XP_002893864.2, XP_002891171.1	Ag018G2451900
OG0004421	XP_020879251.1	Ag019G2515400
OG0004422	XP_020876520.1	Ag019G2516900, Ag019G2517000
OG0004423	XP_020875117.1	Ag010G1024500
OG0004451	XP_020873451.1	Ag093G5462400, Ag093G5463000, Ag033G3502900, Ag093G5462900, Ag025G2910600
OG0004452	XP_002864590.1	Ag004G0658300
OG0004453	XP_020883463.1	Ag039G4261300
OG0004454	XP_020871581.1	Ag064G5102000, Ag055G4927500
OG0004455	XP_002876802.1	Ag074G5271600, Ag035G4074800
OG0004456	XP_020877801.1	Ag013G1341400
OG0004457	XP_020867464.1	Ag013G1370900, Ag034G3913400, Ag034G3700900, Ag034G3700800
OG0004458	XP_002873796.1	Ag013G1376300
OG0004459	XP_020882120.1	Ag013G1389900, Ag031G3169900
OG0004460	XP_002871712.1	Ag013G1392900
OG0004461	XP_020876606.1	Ag013G1404300
OG0004462	XP_020878621.1	Ag013G1422200
OG0004463	XP_002871631.1	Ag013G1433800
OG0004464	XP_020888020.1	Ag013G1444100, Ag044G4495200
OG0004465	XP_020878537.1	Ag013G1459900
OG0004466	XP_020879151.1	Ag013G1466400
OG0004468	XP_020878740.1	Ag052G4843600, Ag033G3480200, Ag033G3495000, Ag077G5323900, Ag033G3514600, Ag013G1476400
OG0004469	XP_020879528.1, XP_002871538.1, XP_020879211.1	Ag013G1480000
