Orthogroup	Arabidopsis_lyrata_NCBI	Arabidopsis_thaliana
OG0002566	XP_020882639.1	AT3G49290.1
OG0002567	XP_020881728.1	AT3G45310.1
OG0002567	XP_020882561.1	AT5G60360.3
OG0002568	XP_002864674.1	AT5G60220.1
OG0002568	XP_002877422.1	AT3G45600.1
OG0002569	XP_002864663.1	AT5G60010.1
OG0002569	XP_002877437.1	AT3G45810.1
OG0002570	XP_020880187.1	AT3G47060.1
OG0002570	XP_020887973.1, XP_020891114.1	AT5G58870.1
OG0002571	XP_020868088.1	AT1G15720.1
OG0002571	XP_020867072.1	AT5G58340.1
OG0002572	XP_020890710.1	AT1G80070.1
OG0002572	XP_020873107.1	AT4G38780.1
OG0002573	XP_020874514.1	AT4G14342.2
OG0002574	XP_020883273.1	AT5G57440.1
OG0002574	XP_020873650.1	AT4G25840.1
OG0002575	XP_020889010.1	AT5G57020.1
OG0002577	XP_002864390.1	AT5G55410.2
OG0002577	XP_020871612.1	AT5G55460.1
OG0002578	XP_002870403.1	AT5G33340.1
OG0002579	XP_002872846.1	AT4G02300.1
OG0002579	XP_020876087.1	AT4G02320.1
OG0002580	XP_020879448.1	AT5G06910.1
OG0002580	XP_002882768.1	AT3G12170.2
OG0002581	XP_002876412.1	AT3G57340.1
OG0002582	XP_002882687.1	AT3G10600.1
OG0002582	XP_020875939.1	AT5G04770.1
OG0002583	XP_002873138.1	AT5G04160.1
OG0002583	XP_002884788.2	AT3G10290.1
OG0002584	XP_020886662.1	AT3G08930.1
OG0002584	XP_002873012.1	AT5G01460.1
OG0002585	XP_002877011.1	AT3G27020.1
OG0002585	XP_002870660.1	AT5G41000.1
OG0002586	XP_020868016.1	AT1G15480.1
OG0002586	XP_002889301.1	AT1G80270.1
OG0002587	XP_002889214.1	AT1G78820.1
OG0002587	XP_020890456.1	AT1G78830.1
OG0002588	XP_020890853.1	AT1G76540.1
OG0002588	XP_020870745.1	AT1G20930.1
OG0002589	XP_002890410.1	AT1G20816.1
OG0002589	XP_002887636.1	AT1G76405.2
OG0002590	XP_020890990.1	AT1G76260.1
OG0002590	XP_002890391.1	AT1G20540.1
OG0002591	XP_020867039.1	AT1G20340.1
OG0002591	XP_002889058.1	AT1G76100.2
OG0002592	XP_002893093.1	AT1G20200.1
OG0002592	XP_020891362.1	AT1G75990.1
OG0002593	XP_002874341.1	AT5G27880.1
OG0002594	XP_002876667.1	AT3G62230.1
OG0002595	XP_002872923.1	AT4G00872.1
OG0002596	XP_002891792.1	AT1G54130.1
OG0002596	XP_002885006.1	AT3G14050.1
OG0002597	XP_020866688.1	AT1G54115.1
OG0002597	XP_002885010.1	AT3G14070.1
OG0002598	XP_020869094.1	AT1G54000.1, AT1G54010.1
OG0002599	XP_020889074.1	AT3G14290.1
OG0002599	XP_020867403.1	AT1G53850.1
OG0002600	XP_020882261.1	AT3G52760.1
OG0002600	XP_020883183.1	AT2G36300.1
OG0002601	XP_020888506.1	AT3G23730.1
OG0002601	XP_002868312.1	AT4G14130.1
OG0002602	XP_020874619.1	AT4G14740.1
OG0002602	XP_002883378.1, XP_020872696.1	AT3G22810.1
OG0002603	XP_002868197.1	AT4G15550.1
OG0002604	XP_002887537.2	AT1G74360.1
OG0002605	XP_020870102.1	AT1G25450.1
OG0002605	XP_002888670.1	AT1G68530.1
OG0002606	XP_020891658.1	AT1G68670.1
OG0002606	XP_002893418.1	AT1G25550.1
OG0002607	XP_020885648.1	AT2G34210.1
OG0002607	XP_020877450.1	AT4G08350.1
OG0002608	XP_002863539.1, XP_002863540.1	AT5G44860.1
OG0002609	XP_020886580.1	AT3G19170.1
OG0002609	XP_002894203.1	AT1G49630.1
OG0002610	XP_020866727.1	AT1G50110.1
OG0002610	XP_002894230.1	AT1G50090.1
OG0002611	XP_002883254.1	AT3G20540.2
OG0002611	XP_020868237.1	AT1G50840.2
OG0002612	XP_002885090.1	AT3G15480.1
OG0002612	XP_002891720.1	AT1G52910.1
OG0002613	XP_020869201.1	AT1G52930.1
OG0002613	XP_002885088.1	AT3G15460.1
OG0002614	XP_020886298.1	AT3G15450.1
OG0002615	XP_020882252.1, XP_020882251.1, XP_020882253.1	AT3G28270.1
OG0002616	XP_020882151.1, XP_020873346.1	AT3G50930.1
OG0002617	XP_020887385.1	AT2G14720.1
OG0002617	XP_002883854.2	AT2G14740.1
OG0002618	XP_002884160.1	AT2G16280.1
OG0002618	XP_002869143.1	AT4G34510.1
OG0002619	XP_020887996.1	AT2G16640.1
OG0002619	XP_020889089.1	AT3G16620.1
OG0002620	XP_002886076.1	AT2G16780.1
OG0002620	XP_002867094.1	AT4G35050.1
OG0002621	XP_002884019.1	AT2G16850.1
OG0002621	XP_020873159.1	AT4G35100.1
OG0002622	XP_002867769.1	AT4G22460.1
OG0002623	XP_002872575.1	AT4G11310.1
OG0002623	XP_002872576.1	AT4G11320.1
OG0002624	XP_002876706.1	AT3G63080.1
OG0002624	XP_020883659.1	AT2G48150.1
OG0002625	XP_020881570.1	AT3G61415.1
OG0002625	XP_020885422.1	AT2G45950.2
OG0002626	XP_002878296.1	AT3G59830.1
OG0002626	XP_002881933.1	AT2G43850.1
OG0002627	XP_020879884.1	AT3G57950.1
OG0002627	XP_020884977.1	AT2G42180.1
OG0002628	XP_020881346.1	AT3G57785.1
OG0002628	XP_002879978.1	AT2G42310.1
OG0002629	XP_020881525.1	AT3G57350.1
OG0002629	XP_020883739.1	AT2G41620.1
OG0002630	XP_002876351.1	AT3G56140.1
OG0002630	XP_020883741.1	AT2G40400.1
OG0002631	XP_002876286.1	AT3G55180.1
OG0002631	XP_020884011.1	AT2G39400.1
OG0002632	XP_020886005.1	AT3G23550.1
OG0002632	XP_020889298.1	AT3G23560.1
OG0002633	XP_002879710.1	AT2G37840.1
OG0002633	XP_002876231.1	AT3G53930.2
OG0002634	XP_020872061.1	AT4G27730.1
OG0002634	XP_002864247.1	AT5G53510.1
OG0002635	XP_002883662.1	AT2G04795.1
OG0002635	XP_002868433.1	AT5G35732.2
OG0002636	XP_002868761.1	AT5G38650.1
OG0002636	XP_002888582.1	AT1G67250.1, AT1G62920.1
OG0002637	XP_020873134.1	AT4G29430.1
OG0002637	XP_002883974.1	AT2G19720.1
OG0002638	XP_002881662.1	AT2G39530.1
OG0002638	XP_002881661.2	AT2G39518.1
OG0002639	XP_002878947.1, XP_002876803.1	AT1G25220.2
OG0002639	XP_020869878.1	AT5G57890.1
OG0002640	XP_020866518.1	AT1G01170.1
OG0002640	XP_002872925.1	AT4G00860.1
OG0002641	XP_020875423.1	AT4G38905.1
OG0002641	XP_020885004.1	AT2G21237.1
OG0002642	XP_002868891.1	AT4G39180.1
OG0002642	XP_020884481.1	AT2G21540.1
OG0002643	XP_020878179.1	AT4G10480.1
OG0002643	XP_020866612.1	AT1G33040.1
OG0002644	XP_020886602.1	AT2G20900.1
OG0002644	XP_002869519.1	AT4G28130.1
OG0002645	XP_002878329.1	AT2G14635.1, AT3G60350.1
OG0002645	XP_002881988.1	AT2G44900.1
OG0002646	XP_002881911.1	AT2G43570.1
OG0002647	XP_002873875.1	AT5G18180.1
OG0002647	XP_002884418.1	AT3G03920.1
OG0002648	XP_002882495.1	AT3G06830.1
OG0002648	XP_002865716.1	AT5G49180.1
OG0002649	XP_020886598.1	AT3G09300.1
OG0002649	XP_020878516.1	AT5G02100.1
OG0002650	XP_002884736.1	AT3G09410.1
OG0002650	XP_020887255.1	AT3G09405.1
OG0002651	XP_002882740.1	AT3G11630.1
OG0002651	XP_002871210.2	AT5G06290.1
OG0002652	XP_002884942.1	AT3G13090.1
OG0002652	XP_002884943.1	AT3G13100.1
OG0002653	XP_002891444.1	AT1G48590.2
OG0002653	XP_020887875.1	AT3G17980.1
OG0002654	XP_002880464.2	AT2G22830.1
OG0002654	XP_020873927.1	AT4G37760.1
OG0002655	XP_002877155.1	AT3G29100.3
OG0002655	XP_020872983.1	AT5G39510.1
OG0002656	XP_020875312.1	AT4G14550.2
OG0002656	XP_002883395.1	AT3G23050.1
OG0002657	XP_020887853.1	AT3G22970.1
OG0002657	XP_002868272.1	AT4G14620.1
OG0002658	XP_020886695.1	AT3G22330.1
OG0002658	XP_020886696.1	AT3G22310.1
OG0002659	XP_020885967.1	AT3G21945.1
OG0002659	XP_020885038.1	AT2G31620.1
OG0002660	XP_020873886.1	AT5G37720.1
OG0002660	XP_020890184.1	AT1G66260.1
OG0002661	XP_020876658.1, XP_020876655.1	AT5G28900.1, AT5G28850.2
OG0002662	XP_002874967.1	AT4G01630.1
OG0002663	XP_020879812.1	AT1G03230.1
OG0002663	XP_020869288.1	AT1G03220.1
OG0002664	XP_020886019.1, XP_020886216.1	AT2G14510.2, AT2G14440.1
OG0002664	XP_020870904.1	AT1G07550.1
OG0002665	XP_002889763.1	AT1G09645.1
OG0002665	XP_020868778.1	AT1G57765.2
OG0002666	XP_020870947.1	AT1G10090.1
OG0002666	XP_002888209.1	AT1G58520.1
OG0002667	XP_020890085.1	AT1G60810.1
OG0002667	XP_020870795.1	AT1G10670.3
OG0002668	XP_020866044.1	AT1G11330.2
OG0002669	XP_020869394.1	AT1G01980.1
OG0002669	XP_002889895.2	AT1G11770.1
OG0002670	XP_020869223.1	AT1G13860.1
OG0002670	XP_002875206.1	AT2G03480.1
OG0002671	XP_020866788.1	AT1G14100.1
OG0002671	XP_002890039.2	AT1G14110.1
OG0002672	XP_020880046.1	AT2G01570.1
OG0002672	XP_020869342.1	AT1G14920.1
OG0002673	XP_002890092.1	AT1G15180.1
OG0002673	XP_020867013.1	AT1G15170.1
OG0002673	XP_002890090.1	AT1G15160.1, AT1G15150.1
OG0002674	XP_002868726.1	AT1G17050.1
OG0002674	XP_002889194.1	AT1G78510.1
OG0002675	XP_002888873.2	AT1G72420.1
OG0002675	XP_020867935.1	AT1G17350.2
OG0002677	XP_020872526.1	AT4G38220.2
OG0002678	XP_020885496.1	AT2G21130.1
OG0002678	XP_020874403.1	AT4G38740.1
OG0002679	XP_020874967.1	AT4G39910.1
OG0002679	XP_020883414.1	AT2G22310.1
OG0002680	XP_020874666.1	AT4G37670.2
OG0002681	XP_002867112.1	AT4G34570.1
OG0002681	XP_020888549.1	AT2G16370.1
OG0002682	XP_020875581.1	AT4G34450.1
OG0002683	XP_002867127.1	AT4G34220.1
OG0002683	XP_020889356.1	AT2G15300.1
OG0002684	XP_020885037.1	AT2G25610.2
OG0002684	XP_020872662.1	AT4G32530.2
OG0002685	XP_020883197.1	AT2G25940.1
OG0002685	XP_020874652.1	AT4G32940.1
OG0002686	XP_020872095.1	AT4G33720.1
OG0002687	XP_002885933.1	AT2G14690.1
OG0002687	XP_002867155.1	AT4G33810.2
OG0002687	XP_002867154.1	AT4G33820.1
OG0002688	XP_002878824.1	AT2G25080.1
OG0002688	XP_020872107.1	AT4G31870.1
OG0002689	XP_020876297.1, XP_020871194.1, XP_020882002.1, XP_020871812.1, XP_020871879.1, XP_002878780.2	AT1G66235.1
OG0002690	XP_020867292.1	AT1G27430.1
OG0002690	XP_020868725.1	AT1G24300.1
OG0002693	XP_020868873.1	AT4G00315.1, AT1G55660.1
OG0002693	XP_020873022.1, XP_020875231.1	AT4G15060.1
OG0002694	XP_020890336.1	AT1G59722.1
OG0002695	XP_020871509.1, XP_002885005.1, XP_002884670.1	AT3G14040.1, AT3G07850.1
OG0002696	XP_002872633.1, XP_020877187.1	AT4G11930.1
OG0002696	XP_020877712.1	AT4G11940.1
OG0002696	XP_002868949.1	AT4G38065.1
OG0002697	XP_020882517.1	AT3G49307.1
OG0002697	XP_002863952.2, XP_002877659.1	AT3G49270.3
OG0002697	XP_002877662.1	AT3G49300.1
OG0002698	XP_020875087.1	AT5G35926.2, AT5G41840.1
OG0002698	XP_020874992.1	AT5G41830.2, AT4G00320.1
OG0002698	XP_020875437.1, XP_020872052.1	AT5G41630.1
OG0002699	XP_002865878.1	AT5G51860.1
OG0002699	XP_002862377.1, XP_020872012.1	AT5G51870.3
OG0002700	XP_002865896.1	AT5G52140.1
OG0002700	XP_020880579.1	AT5G52130.1
OG0002700	XP_002865898.2	AT5G52155.1
OG0002705	XP_002867515.2	AT4G27280.1
OG0002705	XP_020870903.1	AT5G54490.1
OG0002706	XP_020877780.1	AT5G17740.1
OG0002706	XP_020877787.1	AT5G17730.1
OG0002706	XP_020877785.1	AT5G17750.1
OG0002707	XP_020888515.1	AT2G16430.2
OG0002708	XP_020878026.1	AT5G14960.1
OG0002708	XP_020885968.1	AT3G01330.1
OG0002710	XP_020879378.1	AT5G12020.1
OG0002710	XP_002873546.1	AT5G12030.1
OG0002711	XP_002873419.1	AT5G09740.1
OG0002711	XP_002866625.1	AT5G64610.1
OG0002712	XP_020874849.1	AT5G38130.1
OG0002712	XP_020879684.1	AT3G50300.1
OG0002713	XP_020877933.1	AT5G08640.1
OG0002714	XP_020884092.1	AT5G61460.1
OG0002714	XP_020877425.1	AT5G07660.1
OG0002715	XP_002880982.1	AT2G27600.1
OG0002716	XP_002880973.1, XP_020884688.1, XP_002880972.1	AT2G27720.2
OG0002717	XP_002881188.1	AT2G31680.1
OG0002717	XP_002889568.1	AT1G05810.2
OG0002718	XP_020868054.1	AT1G04520.1
OG0002718	XP_020883115.1	AT2G33330.1
OG0002719	XP_002873069.1	AT5G02940.2
OG0002719	XP_020871048.1, XP_020874921.1	AT5G43745.1
OG0002720	XP_020873315.1	AT4G25520.1
OG0002720	XP_002869669.1	AT4G25515.1
OG0002721	XP_020869274.1	AT1G47490.1
OG0002723	XP_020882792.1	AT2G34590.1
OG0002723	XP_020868055.1	AT1G30120.1
OG0002724	XP_020866098.1	AT1G31120.1
OG0002724	XP_020884508.1	AT2G35060.2
OG0002725	XP_002876662.1	AT3G62120.1
OG0002726	XP_020872451.1	AT4G32342.2
OG0002726	XP_020879032.1	AT5G25360.3
OG0002727	XP_020882355.1	AT3G43190.1
OG0002727	XP_002874016.1	AT5G20830.1
OG0002728	XP_020882415.1	AT3G45210.1
OG0002728	XP_002864697.1	AT5G60680.1
OG0002729	XP_020881742.1	AT3G45577.1, AT3G45590.1
OG0002729	XP_002866377.2	AT5G60230.2
OG0002730	XP_020875728.1	AT4G14690.1
OG0002731	XP_002864427.1	AT5G56040.2
OG0002731	XP_002867561.1	AT4G26540.1
OG0002732	XP_020881543.1	AT3G49200.1
OG0002732	XP_020882163.1	AT3G49210.1
OG0002733	XP_002873299.1	AT5G07180.1
OG0002733	XP_020871539.1	AT5G62230.1
OG0002734	XP_002873250.1	AT5G05657.1, AT5G06330.1
OG0002734	XP_020872156.1, XP_002884856.1	AT3G11660.1
OG0002735	XP_020883883.1	AT2G40290.1
OG0002735	XP_002871162.1	AT5G05470.1
OG0002736	XP_020875948.1	AT5G04960.1
OG0002736	XP_002882691.1	AT3G10710.1
OG0002737	XP_020879581.1	AT5G03610.1
OG0002738	XP_020875578.1	AT4G28280.2
OG0002738	XP_002886298.1	AT2G20700.1
OG0002739	XP_020876271.1	AT5G01050.1
OG0002739	XP_020878183.1	AT5G01040.1
OG0002740	XP_020886044.1	AT3G08940.2
OG0002740	XP_020877921.1	AT5G01530.1
OG0002741	XP_020868124.1	AT1G16825.1
OG0002741	XP_002889218.1	AT1G78895.1
OG0002742	XP_020889439.1	AT2G17380.1
OG0002743	XP_020873380.1	AT4G27260.1
OG0002743	XP_002866046.1	AT5G54510.1
OG0002744	XP_002882859.1	AT3G13900.1
OG0002744	XP_002894485.1	AT1G54280.1
OG0002745	XP_020867153.1	AT1G53450.1
OG0002745	XP_020888806.1	AT3G14830.1
OG0002746	XP_020887173.1	AT3G15220.1
OG0002746	XP_020867138.1	AT1G53165.3
OG0002747	XP_020881494.1	AT3G44340.1
OG0002747	XP_020872744.1	AT4G32640.1
OG0002748	XP_020879819.1	AT5G49710.3
OG0002748	XP_020873699.1	AT4G24590.4
OG0002749	XP_002868338.1	AT4G13780.1
OG0002750	XP_020891304.1	AT1G60740.1, AT1G65970.1
OG0002750	XP_020891303.1	AT1G65980.1
OG0002751	XP_002870248.1	AT4G15280.2
OG0002752	XP_002885457.1	AT3G21650.1
OG0002752	XP_020875504.1	AT4G15415.1
OG0002753	XP_002888526.1	AT1G66660.2
OG0002754	XP_020889103.1	AT3G16630.1
OG0002755	XP_020869046.1	AT1G18200.1
OG0002755	XP_002887496.1	AT1G73640.1
OG0002756	XP_002889988.1, XP_002862782.2	AT1G13110.1
OG0002757	XP_002867437.1	AT4G28770.2
OG0002757	XP_020887362.1	AT2G20230.1
OG0002758	XP_020887674.1	AT2G20140.1
OG0002758	XP_002869455.1	AT4G29040.1
OG0002759	XP_002888201.1	AT1G59560.1
OG0002759	XP_020891633.1	AT1G63900.1
OG0002760	XP_020872138.1	AT5G40880.1
OG0002761	XP_020890733.1	AT1G69850.1
OG0002761	XP_002890621.1	AT1G27040.1
OG0002762	XP_002866966.2	AT4G36940.1
OG0002762	XP_020884084.1	AT2G23420.1
OG0002763	XP_020869440.1	AT1G51540.1
OG0002764	XP_002894328.1	AT1G51680.1
OG0002764	XP_020889382.1	AT3G21240.1
OG0002765	XP_002889808.1	AT1G10455.1
OG0002765	XP_020880055.1	AT3G28853.1
OG0002765	XP_002894346.1, XP_002894345.1	AT1G51970.1
OG0002766	XP_002863174.1	AT4G13100.2
OG0002766	XP_020889367.1	AT3G25030.1
OG0002767	XP_002881407.1	AT2G35658.2
OG0002767	XP_020874280.1	AT4G16840.1
OG0002768	XP_020874373.1	AT4G18220.1
OG0002768	XP_020874372.1	AT4G18210.1
OG0002769	XP_020882622.1	AT5G47420.1
OG0002769	XP_020874564.1	AT4G17420.1
OG0002770	XP_020890829.1, XP_020871830.1	AT5G47450.1
OG0002770	XP_002870110.1	AT4G17340.1
OG0002771	XP_002877740.1	AT3G50340.1
OG0002771	XP_020871678.1	AT5G67020.1
OG0002772	XP_002881555.1	AT2G37960.1
OG0002772	XP_020880870.1	AT3G54060.1
OG0002773	XP_020873804.1	AT4G22640.2
OG0002773	XP_020872565.1	AT4G22650.1
OG0002774	XP_020873112.1	AT4G19970.1
OG0002775	XP_002873685.1	AT5G14690.1
OG0002775	XP_002884277.1	AT3G01516.1
OG0002776	XP_020882892.1	AT2G47440.1
OG0002776	XP_020879847.1	AT3G62570.1
OG0002777	XP_020880056.1	AT3G60320.1
OG0002778	XP_020884585.1	AT2G43410.2
OG0002779	XP_020883960.1	AT2G40670.2
OG0002779	XP_020879891.1	AT3G56380.2
OG0002780	XP_020881421.1	AT3G55000.1
OG0002780	XP_002876281.1	AT3G55005.1
OG0002781	XP_002885026.2	AT3G14250.1
OG0002782	XP_020883328.1	AT2G37160.2
OG0002782	XP_002876203.1	AT3G53390.1
OG0002783	XP_002876187.1	AT3G53080.1
OG0002784	XP_002885794.1	AT2G05250.1, AT2G05230.1
OG0002784	XP_020875293.1	AT5G35753.1
OG0002785	XP_002885634.1	AT3G24290.1
OG0002785	XP_020886077.1	AT3G24300.1
OG0002786	XP_002884151.2	AT2G18680.1
OG0002786	XP_020889462.1	AT2G18690.1
OG0002787	XP_002889482.1	AT1G03910.2
OG0002788	XP_020882336.1	AT2G01890.1
OG0002788	XP_020867673.1	AT1G14700.1
OG0002789	XP_020888120.1	AT2G19570.1
OG0002790	XP_002879794.1	AT2G39410.2
OG0002790	XP_020883748.1	AT2G39420.1
OG0002791	XP_020872666.1	AT4G39090.1
OG0002791	XP_002880378.1	AT2G21430.1
OG0002792	XP_002874493.1	AT4G09030.1
OG0002792	XP_020868820.1	AT1G35230.1
OG0002793	XP_020868482.1	AT1G34210.1
OG0002793	XP_002887392.1	AT1G71830.1
OG0002794	XP_020880650.1	AT2G05600.1
OG0002794	XP_002875106.1	AT2G02030.1
OG0002795	XP_020887894.1	AT3G05810.1
OG0002796	XP_020876972.1	AT5G28050.3
OG0002797	XP_002876524.1	AT3G59790.1
OG0002798	XP_002894052.1	AT1G47540.2
OG0002798	XP_020883601.1	AT2G43520.1
OG0002799	XP_020885625.1	AT5G47120.1
OG0002799	XP_002868049.1	AT5G47130.2
OG0002800	XP_020886513.1	AT3G04150.2
OG0002800	XP_020888587.1, XP_020887053.1	AT3G04170.1
OG0002800	XP_020887038.1	AT3G04180.1
OG0002800	XP_020887040.1	AT3G04190.1
OG0002801	XP_002863498.1, XP_002863495.1	AT4G03645.1
OG0002802	XP_020876961.1	AT5G27210.1
OG0002802	XP_020886363.1	AT3G05010.1
OG0002803	XP_020886537.1	AT3G06150.1
OG0002803	XP_020878820.1	AT5G19060.1
OG0002804	XP_002882453.2	AT3G06180.1
OG0002804	XP_020878390.1	AT5G19025.2
OG0002805	XP_002872859.1	AT4G02050.1
OG0002806	XP_020886991.1	AT3G15351.1
OG0002807	XP_020889126.1	AT3G16950.2
OG0002807	XP_002868156.1	AT4G16155.1
OG0002808	XP_002894150.1	AT1G48940.1
OG0002808	XP_020887272.1	AT3G18590.1
OG0002809	XP_002864707.1, XP_020867446.1	AT1G50900.1
OG0002810	XP_020888971.1	AT3G23170.1
OG0002810	XP_002870312.2	AT4G14450.1
OG0002811	XP_002892730.1	AT1G13150.1
OG0002811	XP_020869282.1	AT1G13140.1
OG0002812	XP_020870806.1	AT1G10690.1
OG0002812	XP_002888124.1	AT1G60783.1
OG0002813	XP_002888072.1	AT1G61700.1
OG0002813	XP_002889871.1	AT1G11475.1
OG0002814	XP_020890209.1	AT1G61800.2
OG0002815	XP_020890772.1	AT1G62740.1
OG0002815	XP_020867362.1	AT1G12270.1
OG0002816	XP_020868461.1	AT1G12400.3
OG0002816	XP_002888001.2	AT1G62886.1
OG0002817	XP_020868553.1	AT1G17285.2, AT1G17300.2
OG0002818	XP_002887447.1	AT1G72700.1
OG0002818	XP_002890230.1	AT1G17500.1
OG0002819	XP_002888810.1	AT1G70985.1
OG0002819	XP_020869405.1	AT1G23050.1
OG0002820	XP_002893883.1	AT1G35537.1
OG0002820	XP_002877073.2	AT3G27831.1, AT3G27835.1
OG0002820	XP_002867427.1	AT4G29033.1
OG0002821	XP_020872056.1	AT5G41650.1
OG0002821	XP_002887915.1	AT1G64185.1
OG0002822	XP_020866393.1, XP_002894168.1	AT1G49310.1
OG0002823	XP_020872106.1, XP_020872105.1	AT4G37070.2
OG0002824	XP_002876816.1	AT2G02360.1
OG0002824	XP_002876814.1	AT2G02350.2
OG0002825	XP_002869067.1	AT4G35710.1
OG0002825	XP_002869069.1	AT4G35690.1
OG0002826	XP_020884290.1	AT2G25540.1
OG0002826	XP_020874071.1	AT4G32410.1
OG0002827	XP_020872688.1	AT4G33700.1
OG0002827	XP_020888845.1	AT2G14520.1
OG0002828	XP_002878800.1	AT2G24765.1
OG0002829	XP_020876994.1	AT4G01550.1
OG0002830	XP_002891386.1	AT1G47780.1, AT1G47786.1
OG0002830	XP_002894395.1	AT1G52695.1
OG0002831	XP_020885811.1, XP_002879672.1	AT2G37435.1
OG0002832	XP_020889159.1	AT3G17560.1
OG0002832	XP_020871552.1	AT5G62830.1
OG0002833	XP_020888880.1	AT2G20208.1
OG0002833	XP_020875301.1	AT4G30067.1
OG0002833	XP_020872903.1, XP_020884697.1	AT2G29045.1
OG0002833	XP_002869398.1	AT4G30064.1
OG0002834	XP_020881568.1	AT3G61340.2
OG0002835	XP_020879711.1	AT3G28840.1
OG0002835	XP_002877131.1	AT3G28780.1
OG0002836	XP_002869071.1	AT4G35670.1
OG0002836	XP_020876248.1	AT5G27530.1
OG0002837	XP_002864227.1	AT5G53160.2
OG0002837	XP_002869531.1	AT4G27920.1
OG0002839	XP_002875726.1	AT3G45275.1
OG0002839	XP_002877339.1, XP_002868789.1	AT3G45285.1, AT2G25312.1, AT3G44428.1
OG0002839	XP_002875723.1	AT3G45245.1
OG0002839	XP_002875722.1	AT3G45243.1
OG0002844	XP_002875181.1	AT1G42615.1, AT2G02955.1
OG0002845	XP_002884381.2	AT3G03460.1
OG0002845	XP_002873833.1	AT5G17510.1
OG0002846	XP_002882151.1	AT3G02020.1
OG0002846	XP_020877912.1	AT5G14060.1
OG0002847	XP_002871591.1	AT5G13930.1
OG0002848	XP_020875733.1	AT4G13520.1
OG0002848	XP_002885633.1	AT3G24280.1
OG0002849	XP_020881854.1	AT2G39320.1
OG0002850	XP_002873505.1	AT5G11300.1
OG0002850	XP_002874258.1	AT5G25380.4
OG0002851	XP_002873500.1	AT5G11180.2
OG0002851	XP_002873499.1	AT5G11210.5
OG0002852	XP_002872240.1	AT5G26830.1
OG0002853	XP_002872051.2	AT5G23320.2
OG0002853	XP_020877032.1	AT5G08335.1
OG0002854	XP_020883136.1	AT2G27100.1
OG0002855	XP_002892450.2	AT1G08250.1
OG0002855	XP_002880966.1	AT2G27820.1
OG0002856	XP_002881111.1	AT2G30460.1
OG0002856	XP_020869368.1	AT1G06890.1
OG0002857	XP_020869886.1	AT1G06130.1
OG0002857	XP_002879322.1	AT2G31350.1
OG0002858	XP_002879399.1	AT2G32580.1
OG0002858	XP_020868787.1	AT1G05070.1
OG0002859	XP_002892269.1	AT1G05150.1
OG0002859	XP_020883155.1	AT2G32450.1
OG0002860	XP_002881240.1	AT2G32780.1
OG0002860	XP_020867334.1	AT1G04860.1
OG0002861	XP_002881269.1	AT2G33230.1
OG0002861	XP_020867463.1	AT1G04610.1
OG0002862	XP_020867784.1, XP_002868555.1, XP_020873082.1, XP_020879140.1	AT1G07910.2
OG0002863	XP_020873764.1	AT4G25670.1
OG0002863	XP_020873762.1	AT4G25690.1
OG0002864	XP_002890756.1	AT1G28060.1
OG0002865	XP_020883918.1	AT2G35605.1
OG0002865	XP_002893684.1	AT1G31760.1
OG0002866	XP_002890955.2	AT1G31885.1
OG0002867	XP_020870778.1	AT1G32050.1
OG0002868	XP_020871060.1	AT5G65920.1
OG0002868	XP_020882136.1, XP_020866231.1	AT3G49810.1
OG0002869	XP_020885977.1	AT5G65700.1
OG0002869	XP_002875982.1	AT3G49670.1
OG0002870	XP_002864861.1	AT5G63670.1
OG0002870	XP_002871347.1	AT5G08565.1
OG0002871	XP_020885664.1	AT5G63370.1
OG0002872	XP_020878763.1	AT5G61690.2
OG0002872	XP_002866451.1	AT5G61730.2
OG0002873	XP_020878616.1	AT5G21030.2
OG0002873	XP_020877222.1	AT5G21150.1
OG0002874	XP_002867545.1	AT4G26720.1
OG0002874	XP_020884696.1	AT5G55260.2
OG0002875	XP_020889874.1	AT5G55300.2
OG0002876	XP_020879858.1	AT5G51360.1, AT3G50373.1
OG0002877	XP_020881891.1	AT5G05050.1
OG0002878	XP_020880012.1, XP_020891752.1	AT1G46408.1
OG0002878	XP_020879779.1, XP_020879307.1	AT5G04640.1
OG0002879	XP_020878431.1	AT5G04090.6
OG0002879	XP_020886428.1	AT3G10250.1
OG0002880	XP_020875136.1	AT5G41340.1
OG0002880	XP_002886384.1	AT1G63800.1
OG0002881	XP_002889304.2	AT1G80220.1
OG0002881	XP_020885337.1	AT2G26050.1
OG0002882	XP_020865923.1, XP_020865712.1	AT1G66550.1
OG0002882	XP_020891616.1	AT1G66560.1
OG0002882	XP_020865634.1	AT1G66600.1
OG0002883	XP_020890440.1	AT1G78540.2
OG0002883	XP_020869601.1, XP_020872922.1	AT1G17040.2
OG0002884	XP_002877697.1	AT3G49750.1
OG0002885	XP_002883388.1	AT3G22961.1
OG0002885	XP_002883488.1, XP_002883486.1	AT3G24093.1
OG0002886	XP_002881460.1	AT2G36680.1
OG0002886	XP_002877902.1	AT3G53120.1
OG0002887	XP_020878835.1	AT5G49980.1
OG0002887	XP_020873381.1	AT4G24390.1
OG0002888	XP_020877035.1, XP_020875707.1	AT4G12770.1, AT4G12780.1
OG0002889	XP_002885665.1	AT3G24670.1
OG0002889	XP_020876391.1	AT4G13210.2
OG0002890	XP_002863244.2	AT4G13360.1
OG0002890	XP_020887639.1	AT3G24360.1
