Orthogroup	Arabidopsis_lyrata_NCBI	Cochlearia_excelsa
OG0002213	XP_020873480.1	g23671, g47607
OG0002214	XP_002888560.1	g13653
OG0002214	XP_020874197.1	g46751
OG0002216	XP_020872450.1	g47814
OG0002218	XP_020886880.1, XP_020867780.1, XP_020887743.1, XP_020883482.1	g53959, g35587, g53383, g51853, g25072, g173, g41392, g25073, g53280, g35586, g53384, g53960, g43662, g15802
OG0002221	XP_020870595.1, XP_002862198.1, XP_002881383.1	g27782
OG0002223	XP_002873830.1	g29130
OG0002224	XP_020871229.1	g41151
OG0002224	XP_002869709.1	g23824
OG0002225	XP_020878482.1, XP_020886217.1	g29301
OG0002226	XP_002873629.1	g45628, g5240
OG0002227	XP_002889692.1	g49688, g31120, g31121
OG0002228	XP_020869393.1	g49584
OG0002229	XP_020882956.1	g39822
OG0002229	XP_020869875.1	g49503
OG0002230	XP_020871105.1	g39724
OG0002231	XP_020871032.1	g39712
OG0002232	XP_002863599.1	g11058
OG0002232	XP_020869259.1	g39672, g49428
OG0002233	XP_020869569.1	g41344
OG0002233	XP_020866638.1	g45264
OG0002234	XP_002867623.1, XP_020882877.1	g1337
OG0002235	XP_020873436.1	g23785
OG0002235	XP_002890878.1	g50545
OG0002236	XP_002865901.1	g41207
OG0002238	XP_020867225.1	g27696
OG0002239	XP_002893647.1	g27717, g32495
OG0002240	XP_002893845.1	g50595
OG0002240	XP_002881406.1	g37140
OG0002241	XP_020869919.1	g32613
OG0002241	XP_002881394.1	g37134
OG0002242	XP_002866718.1	g9662
OG0002242	XP_002877738.1	g2586
OG0002243	XP_020878612.1	g29632
OG0002244	XP_020888623.1, XP_020871754.1, XP_002883607.1, XP_020886045.1, XP_002862645.1, XP_020871780.1, XP_020889025.1, XP_020872197.1, XP_002866397.1, XP_002862648.1, XP_002862646.1, XP_020871746.1	g451
OG0002247	XP_002877267.1	g11520
OG0002249	XP_002866345.1	g28760
OG0002249	XP_002877458.1	g19567
OG0002250	XP_002866284.1	g1211
OG0002250	XP_020886966.1	g12732
OG0002251	XP_020868444.1	g39303
OG0002251	XP_020873385.1	g47558
OG0002252	XP_002869617.1	g17139
OG0002252	XP_020880931.1	g1078
OG0002253	XP_002866062.1, XP_002869581.1	g23659, g47614
OG0002254	XP_020869078.1	g30809
OG0002254	XP_020877396.1	g39599
OG0002255	XP_020888008.1	g14096
OG0002255	XP_020873404.1	g23978
OG0002256	XP_020888291.1	g12325
OG0002256	XP_020876014.1	g5622
OG0002257	XP_020887854.1	g7400
OG0002257	XP_020875962.1	g45426
OG0002258	XP_002879747.1	g51723
OG0002259	XP_002870999.1	g5764
OG0002260	XP_002879732.1	g45288, g51706
OG0002261	XP_020872456.1	g46659
OG0002261	XP_002877027.1	g10512
OG0002262	XP_002890101.1	g49938
OG0002263	XP_020891379.1	g44281, g46590
OG0002264	XP_002889277.1	g46557
OG0002264	XP_002890132.1	g31622
OG0002265	XP_020869441.1	g50229
OG0002266	XP_020891016.1	g46385
OG0002266	XP_020867046.1	g50222
OG0002267	XP_002889109.1	g44376
OG0002267	XP_020869336.1	g31984
OG0002268	XP_002890389.1	g27459
OG0002268	XP_002887628.1	g46256
OG0002269	XP_020891357.1	g46205
OG0002269	XP_002890352.1	g50096
OG0002270	XP_020867332.1	g31869
OG0002270	XP_020891185.1	g46197
OG0002271	XP_002878314.1	g1940
OG0002271	XP_002894516.1	g54315
OG0002272	XP_002882822.2	g7239
OG0002272	XP_002894508.1	g54318
OG0002273	XP_020868902.1	g54321, g36711
OG0002274	XP_002868289.1	g47045
OG0002275	XP_002868281.1	g47047
OG0002275	XP_002868282.1	g47046
OG0002276	XP_002888928.1	g46062
OG0002276	XP_002892974.1	g31741
OG0002277	XP_020865978.1	g45777
OG0002279	XP_020872483.1	g17024, g23530
OG0002280	XP_020874720.1	g16842
OG0002280	XP_002877065.1	g10468
OG0002281	XP_020881211.1	g10496
OG0002282	XP_020867865.1	g49874
OG0002282	XP_002875297.1	g10592, g1582
OG0002283	XP_002891540.1	g36414
OG0002284	XP_020888096.1	g7043
OG0002285	XP_020885763.1	g37085
OG0002287	XP_020872208.1	g17570
OG0002287	XP_002881409.1	g51540
OG0002288	XP_020871588.1	g10926
OG0002288	XP_002868030.1	g17515
OG0002289	XP_002870109.1	g24269
OG0002290	XP_002884799.1, XP_002872443.2	g7422
OG0002291	XP_020879769.1	g19359, g2555
OG0002291	XP_020866548.1	g53842
OG0002292	XP_020879999.1	g11366
OG0002293	XP_002865853.1	g28329
OG0002294	XP_020891554.1	g40506
OG0002295	XP_002872359.1, XP_002890069.1	g40246
OG0002296	XP_020873153.1	g17561, g24313
OG0002297	XP_002876705.1	g18757
OG0002298	XP_020883116.1	g52281
OG0002298	XP_020881562.1	g11169
OG0002299	XP_002876402.2	g18994
OG0002299	XP_020883888.1	g51994
OG0002301	XP_020883942.1	g51865
OG0002301	XP_020880437.1	g2175
OG0002302	XP_020883744.1	g51779
OG0002302	XP_020880106.1	g37319
OG0002303	XP_020880443.1	g2240
OG0002303	XP_020883274.1	g37314
OG0002304	XP_002885714.1	g15801
OG0002305	XP_020875572.1	g18347
OG0002305	XP_020890543.1	g41582
OG0002306	XP_020870963.1	g30888
OG0002306	XP_002872675.1	g40422
OG0002307	XP_002878559.1	g22694
OG0002308	XP_002866900.1	g22763
OG0002308	XP_020883256.1	g38497
OG0002309	XP_020868907.1	g35932, g35931
OG0002309	XP_020868909.1	g35930, g53697
OG0002310	XP_002872519.1	g40316
OG0002312	XP_002870097.1, XP_020868257.1	g24251
OG0002313	XP_002865725.2	g10201
OG0002314	XP_020882086.1	g1403, g1404
OG0002315	XP_020889110.1	g12038
OG0002315	XP_002891428.1	g54074
OG0002316	XP_002885229.1	g12032
OG0002317	XP_020889084.1	g13295
OG0002318	XP_020888673.1	g6884
OG0002318	XP_002891453.1	g54097
OG0002320	XP_002892042.1	g49301
OG0002321	XP_020878512.1	g25370
OG0002322	XP_020878882.1	g25364
OG0002323	XP_002872874.1	g39520
OG0002323	XP_020868941.1, XP_020868942.1	g30775
OG0002324	XP_020870896.1, XP_020870898.1	g31068, g49564
OG0002325	XP_020866298.1, XP_002868724.1, XP_002892475.1	g31144
OG0002326	XP_002888188.1	g44090
OG0002327	XP_002892815.1	g27279
OG0002328	XP_020891604.1	g46536
OG0002329	XP_020869558.1	g31644
OG0002330	XP_020867522.1	g50002
OG0002331	XP_020866333.1	g27405
OG0002332	XP_020891472.1	g44514
OG0002332	XP_020870494.1	g31809
OG0002333	XP_002887419.1	g45962
OG0002333	XP_020869833.1	g27521
OG0002334	XP_002890598.1	g50304
OG0002334	XP_002888764.1	g32086
OG0002335	XP_020885979.1, XP_002890616.1	g50327
OG0002336	XP_020889834.1	g40927
OG0002336	XP_002886482.1	g44209
OG0002337	XP_020890650.1, XP_020891659.1	g44102
OG0002338	XP_020884987.1	g10859
OG0002338	XP_020888818.1	g40709
OG0002339	XP_020887615.1, XP_020887616.1	g14044
OG0002340	XP_002886234.1	g47892
OG0002340	XP_002867107.1	g23061
OG0002341	XP_002867169.1	g23166
OG0002342	XP_020887344.1	g6158
OG0002342	XP_020874463.1	g18193
OG0002343	XP_002867293.1	g23316
OG0002344	XP_020874498.1	g23318
OG0002344	XP_020885203.1	g38364
OG0002345	XP_020873046.1	g47763
OG0002346	XP_020871603.1	g39368
OG0002346	XP_020873466.1	g17125, g23682
OG0002352	XP_002869378.2	g47745
OG0002353	XP_002871764.1	g29137
OG0002353	XP_002882283.1	g12649
OG0002354	XP_020878395.1	g45746
OG0002354	XP_002882275.2	g7835
OG0002355	XP_020877818.1, XP_002873805.1, XP_002873808.1	g29152
OG0002356	XP_020878205.1, XP_020886852.1	g5029, g29180
OG0002357	XP_002871693.2	g29212
OG0002357	XP_020878429.1, XP_020884771.1	g5704
OG0002358	XP_020886903.1, XP_002871671.1	g29241
OG0002360	XP_020879300.1, XP_020870383.1	g29376
OG0002361	XP_020878484.1	g10040
OG0002361	XP_020876737.1	g29472
OG0002362	XP_020871117.1	g9741
OG0002362	XP_002873431.1	g202
OG0002363	XP_002871349.1	g29573
OG0002363	XP_002866567.1	g280
OG0002364	XP_020876252.1	g496
OG0002364	XP_020878155.1, XP_002871342.1	g5495
OG0002365	XP_020877019.1, XP_020877014.1	g5527, g5524
OG0002367	XP_002862602.1, XP_020885298.1, XP_020884931.1	g40019
OG0002368	XP_020868215.1	g30911
OG0002368	XP_020883156.1	g51300
OG0002369	XP_020871044.1	g39717
OG0002370	XP_020871730.1	g11089
OG0002370	XP_002889493.1	g30859
OG0002371	XP_020867815.1	g39675, g11063
OG0002372	XP_002869660.1, XP_002869661.1	g23740, g47555
OG0002374	XP_020875243.1	g17611
OG0002375	XP_020882378.1	g16678
OG0002377	XP_020881231.1	g41374
OG0002377	XP_020876823.1	g28905
OG0002378	XP_020881513.1	g28878
OG0002379	XP_020881660.1	g11418, g2820
OG0002379	XP_002866318.1	g39246
OG0002380	XP_020874806.1	g23322
OG0002380	XP_020877509.1	g47784, g28603
OG0002381	XP_002866095.1	g1013
OG0002381	XP_002869596.1	g17123
OG0002382	XP_002866053.1	g964
OG0002382	XP_002869573.1	g23651
OG0002383	XP_002869563.1	g17087
OG0002385	XP_020888294.1, XP_002878024.1, XP_020876016.1	g12324, g39747
OG0002386	XP_020888984.1	g13101
OG0002386	XP_020877225.1	g29780
OG0002387	XP_020886100.1	g12375
OG0002388	XP_002886358.1	g40823
OG0002390	XP_020872960.1, XP_020890630.1	g46375
OG0002391	XP_020867724.1	g31999
OG0002392	XP_020890989.1	g46265
OG0002392	XP_020868923.1	g31939
OG0002393	XP_002867066.1	g22987
OG0002394	XP_020874030.1	g47952
OG0002394	XP_020887365.1	g13990
OG0002395	XP_020889350.1	g12252
OG0002396	XP_020887389.1	g13195, g12217
OG0002397	XP_002885000.2	g12209
OG0002397	XP_002891796.1	g54340
OG0002399	XP_002869142.1	g23080
OG0002400	XP_020866217.1	g54282, g36598
OG0002401	XP_002881433.1	g37161
OG0002401	XP_020881338.1	g19219
OG0002402	XP_020888583.1	g13523
OG0002403	XP_020886113.1	g11678, g11684
OG0002404	XP_002870379.1	g47004
OG0002404	XP_020886177.1	g13487
OG0002405	XP_002868319.1	g47035
OG0002406	XP_002868258.1, XP_020875727.1	g24507, g17719
OG0002407	XP_002868242.1, XP_020886719.1	g13423
OG0002408	XP_020866828.1	g31738
OG0002408	XP_002888917.1	g50020
OG0002409	XP_020890527.1	g44561
OG0002409	XP_020869039.1	g31746
OG0002410	XP_020865590.1	g46134
OG0002411	XP_002893011.1	g31801, g27417
OG0002412	XP_002888990.1	g44504
OG0002413	XP_020881797.1, XP_020880013.1	g18017, g41516
OG0002415	XP_020870988.1	g32184
OG0002416	XP_020890218.1	g44816
OG0002416	XP_002893414.1	g32187
OG0002417	XP_002890665.1	g32164
OG0002417	XP_020865846.1	g45780
OG0002418	XP_002887217.1	g50680
OG0002418	XP_020890226.1	g46930
OG0002419	XP_002886279.1	g13851
OG0002420	XP_020874162.1	g16790, g44966
OG0002420	XP_020890229.1	g40782
OG0002421	XP_002889738.1	g31172
OG0002421	XP_020868301.1	g41111
OG0002422	XP_002875417.1	g10444
OG0002424	XP_002892648.2, XP_002884224.2	g25025
OG0002425	XP_002865216.1	g43975
OG0002425	XP_002867988.1	g24183
OG0002426	XP_020867528.1	g10983
OG0002426	XP_002867952.1	g47299
OG0002427	XP_020882696.1	g51401
OG0002428	XP_002863332.1	g10853
OG0002429	XP_002870106.1	g47204
OG0002429	XP_020885538.1	g10869
OG0002430	XP_020877827.1	g40368
OG0002430	XP_020873266.1	g23892
OG0002431	XP_020872548.1, XP_002884516.1	g22696
OG0002432	XP_020873622.1, XP_020877705.1	g40392
OG0002433	XP_002877312.1, XP_020883098.1, XP_020873853.1	g23913
OG0002434	XP_020877700.1	g40405
OG0002434	XP_020873564.1	g47428
OG0002435	XP_002874786.1	g25652
OG0002435	XP_002869826.1	g47424
OG0002436	XP_002872670.1	g40417
OG0002436	XP_002867778.1	g17304, g47415
OG0002437	XP_020872856.1	g24077
OG0002438	XP_020872102.1	g24039
OG0002438	XP_002867869.1	g24040
OG0002440	XP_020876457.1, XP_020873939.1	g47365
OG0002441	XP_020873449.1	g24004, g47380
OG0002442	XP_020873304.1, XP_020873298.1	g23996
OG0002443	XP_002875714.1	g18712
OG0002444	XP_020878252.1	g12664, g10279
OG0002446	XP_020881599.1	g18688
OG0002446	XP_002880197.1	g52276
OG0002447	XP_020883637.1	g38217
OG0002448	XP_002891415.1	g36284, g42124
OG0002449	XP_020882543.1	g18973
OG0002449	XP_020869437.1	g36510
OG0002450	XP_020883391.1	g37407
OG0002453	XP_002877963.1	g2302
OG0002454	XP_002877913.1	g2363
OG0002454	XP_020883881.1	g38055
OG0002455	XP_002877911.1	g19203
OG0002456	XP_002877873.1	g19239, g2411
OG0002457	XP_020887935.1	g6031
OG0002458	XP_002867006.1	g22917
OG0002459	XP_020873013.1	g47976
OG0002460	XP_020872692.1	g23418
OG0002460	XP_002886260.1	g47738
OG0002461	XP_020874204.1	g23494
OG0002461	XP_020888119.1	g13893
OG0002462	XP_020883642.1	g51922
OG0002463	XP_020884754.1, XP_002879742.1, XP_020882754.1	g51717
OG0002464	XP_020876839.1	g40383, g25681
OG0002465	XP_002869008.1	g22880
OG0002466	XP_002891072.1	g32733
OG0002467	XP_002872644.1	g40397
OG0002467	XP_020873600.1	g47436
OG0002468	XP_002872209.1	g10099
OG0002468	XP_002884547.1	g7678
OG0002470	XP_020884247.1	g37551
OG0002470	XP_002880115.1	g37550
OG0002471	XP_020886204.1	g37544, g13749
OG0002471	XP_020885436.1	g38231
OG0002472	XP_002880047.1	g52120
OG0002473	XP_020887958.1	g7751
OG0002474	XP_002884455.1	g12813
OG0002476	XP_020888566.1	g12985
OG0002477	XP_020878694.1	g5828
OG0002477	XP_002884704.1	g7527
OG0002478	XP_002873212.1	g12336
OG0002479	XP_002884894.1	g50558, g7315
OG0002481	XP_002882868.1	g12201
OG0002481	XP_002894477.1	g36682
OG0002482	XP_002875533.2, XP_002868208.1	g17662
OG0002483	XP_020873994.1	g47148
OG0002484	XP_002868149.1	g24365, g24374
OG0002484	XP_020889203.1	g12059
OG0002485	XP_020872993.1	g53265
OG0002486	XP_020890498.1	g44986
OG0002487	XP_002888443.1	g26194, g18056
OG0002489	XP_020888917.1	g7654
OG0002489	XP_020876669.1	g41455
OG0002491	XP_020869563.1	g49366
OG0002491	XP_020865997.1	g44667
OG0002492	XP_020890874.1	g44032
OG0002492	XP_020868169.1	g41055
OG0002493	XP_020868182.1	g31222
OG0002494	XP_002892562.1	g27111
OG0002494	XP_002892563.1	g27116
OG0002495	XP_002886429.1	g40850
OG0002496	XP_002875330.1	g10556
OG0002496	XP_002892719.1	g31414
OG0002497	XP_020866966.1	g49876
OG0002498	XP_020868416.1	g31490
OG0002499	XP_020870501.1, XP_020881111.1	g49906
OG0002500	XP_002892825.1	g31548
OG0002500	XP_020879995.1	g10747
OG0002501	XP_002890120.1	g31615, g49947
OG0002502	XP_002892943.1, XP_002865803.1	g31691
OG0002503	XP_020869193.1	g32025
OG0002504	XP_020870554.1	g32109
OG0002505	XP_002890588.1	g50300
OG0002506	XP_020865872.1	g45829
OG0002506	XP_002890610.1	g50321
OG0002507	XP_020868355.1	g31324
OG0002507	XP_002888069.1	g40940
OG0002508	XP_002868854.1	g18338
OG0002510	XP_020872539.1	g22822
OG0002511	XP_002868993.1, XP_002886679.1	g47985
OG0002511	XP_002880486.1	g38445
OG0002512	XP_002878679.1	g50951
OG0002513	XP_002867087.1	g23023
OG0002514	XP_002883891.1	g23119
OG0002515	XP_020885539.1, XP_002880716.1	g16915
OG0002516	XP_002880670.1	g38334
OG0002516	XP_020874367.1	g16934
OG0002517	XP_020872301.1	g23313
OG0002518	XP_020889747.1	g44707
OG0002518	XP_002890604.1	g32082, g50311
OG0002519	XP_020874014.1	g23623
OG0002520	XP_002887070.1	g41876
OG0002522	XP_020882147.1, XP_002877286.2, XP_020883850.1	g28340, g28373
OG0002530	XP_020884908.1	g36887
OG0002531	XP_020872879.1	g18332, g18013, g53656, g22666
OG0002532	XP_020880068.1	g2870
OG0002533	XP_020880104.1	g19424
OG0002533	XP_020882761.1	g296
OG0002534	XP_020881046.1, XP_020881044.1	g2753, g19492
OG0002535	XP_002876790.1	g1509, g1511
OG0002536	XP_020888664.1	g12771
OG0002536	XP_002871766.1	g4991
OG0002537	XP_020889646.1, XP_020889645.1	g17970
OG0002538	XP_020878647.1	g29196, g29197
OG0002539	XP_020876584.1	g45711
OG0002540	XP_002882213.1	g7894
OG0002541	XP_020877572.1	g5155
OG0002542	XP_002873671.1	g5184
OG0002542	XP_020888156.1	g7934
OG0002543	XP_020880619.1	g2348
OG0002544	XP_020876835.1	g5336
OG0002545	XP_020885073.1	g234
OG0002545	XP_020879187.1	g5452
OG0002546	XP_020881770.1	g267
OG0002546	XP_002871364.1	g5471
OG0002547	XP_020876401.1	g39624, g25489
OG0002548	XP_002872787.1	g39645
OG0002549	XP_020868755.1	g49575
OG0002549	XP_020885600.1	g51113
OG0002550	XP_020882797.1	g51180
OG0002550	XP_002892391.1	g31053
OG0002551	XP_002881133.1	g51225
OG0002551	XP_002889613.1	g31016
OG0002552	XP_002879388.1	g39798
OG0002552	XP_002892271.1	g30912
OG0002553	XP_020883271.1	g51336
OG0002553	XP_020870370.1	g49459
OG0002554	XP_020867549.1	g30857
OG0002555	XP_020886783.1	g11076
OG0002556	XP_020885082.1, XP_020867716.1	g32316
OG0002557	XP_020869819.1	g32325, g50461
OG0002558	XP_002893712.1	g32594
OG0002559	XP_020880626.1	g2566
OG0002560	XP_020883947.1	g9718
OG0002561	XP_020868974.1, XP_002871385.1	g29545
OG0002562	XP_002864849.1, XP_020880963.1	g19427
OG0002563	XP_020871074.1	g360
OG0002564	XP_002873301.1	g5564
OG0002565	XP_002873310.1	g29627
OG0002566	XP_020878264.1	g534
OG0002566	XP_020882639.1	g19410
OG0002567	XP_020881728.1	g2988
OG0002567	XP_020882561.1	g28816
OG0002568	XP_002864674.1	g28806
OG0002569	XP_002864663.1	g1300
OG0002569	XP_002877437.1	g2913
OG0002570	XP_020880187.1	g2806
OG0002570	XP_020887973.1, XP_020891114.1	g1227
OG0002571	XP_020867072.1	g1161, g44298
OG0002572	XP_020890710.1	g54325, g46597
OG0002573	XP_020874514.1, XP_020886954.1	g6537, g47044
OG0002574	XP_020883273.1	g28642
OG0002574	XP_020873650.1	g17149
OG0002575	XP_002881951.1, XP_020882987.1	g39328
OG0002578	XP_002870403.1	g17911, g17918, g17900, g17896
OG0002579	XP_002872846.1	g1474, g25462
OG0002579	XP_020876087.1	g45229
OG0002580	XP_020879448.1	g5581
OG0002581	XP_002876412.1	g18990
OG0002582	XP_002882687.1	g13104
OG0002582	XP_020875939.1	g5667
OG0002583	XP_002873138.1	g5700
OG0002583	XP_002884788.2	g12374
OG0002584	XP_020886662.1	g13008, g7526
OG0002585	XP_002877011.1	g10526
OG0002586	XP_020868016.1	g27306
OG0002586	XP_002889301.1	g46592
OG0002587	XP_002889214.1, XP_020890456.1	g46480
OG0002588	XP_020890853.1	g44395
OG0002588	XP_020870745.1	g31956, g27479
OG0002589	XP_002887636.1	g46270, g44400
OG0002590	XP_020890990.1	g46264
OG0002590	XP_002890391.1	g31924
OG0002591	XP_020867039.1	g31917
OG0002591	XP_002889058.1	g44413
OG0002592	XP_002893093.1	g50127
OG0002592	XP_020891362.1	g27452
OG0002593	XP_002874341.1	g10125
OG0002594	XP_002876667.1	g11152
OG0002595	XP_002872923.1, XP_020866799.1	g27991
OG0002596	XP_002891792.1	g36685
OG0002596	XP_002885006.1	g7192
OG0002597	XP_020866688.1	g36684
OG0002597	XP_002885010.1	g12202
OG0002598	XP_020869094.1	g54354, g27997, g36680
OG0002600	XP_020882261.1	g51576
OG0002600	XP_020883183.1	g37163
OG0002601	XP_020888506.1	g6510
OG0002602	XP_020874619.1	g47067, g17714
OG0002603	XP_002868197.1	g24438
OG0002604	XP_002887537.2	g46140
OG0002605	XP_020870102.1	g27606
OG0002605	XP_002888670.1	g44836, g41526
OG0002606	XP_002893418.1	g32191
OG0002607	XP_020877450.1	g40213, g25942
OG0002608	XP_002863539.1, XP_002863540.1	g11021, g40519
OG0002609	XP_020886580.1	g11972
OG0002609	XP_002894203.1	g6824
OG0002610	XP_002894230.1	g28061
OG0002611	XP_002883254.1	g11906
OG0002611	XP_020868237.1	g36468
OG0002612	XP_002885090.1	g13237
OG0002612	XP_002891720.1	g54278
OG0002613	XP_002885088.1	g12140, g7079
OG0002614	XP_020886298.1	g7080
OG0002616	XP_020882151.1, XP_020873346.1	g2514, g2515
OG0002617	XP_002883854.2	g13683
OG0002618	XP_002884160.1	g14206
OG0002618	XP_002869143.1	g23081
OG0002619	XP_020887996.1, XP_020889089.1	g14102
OG0002620	XP_002867094.1	g23034
OG0002621	XP_020873159.1	g47904
OG0002622	XP_002867769.1	g25648, g25638
OG0002623	XP_002872575.1, XP_002872576.1	g43177
OG0002624	XP_002876706.1, XP_020883659.1	g18758
OG0002625	XP_020881570.1	g1861
OG0002626	XP_002878296.1	g1959
OG0002626	XP_002881933.1	g52133
OG0002627	XP_020884977.1	g37438
OG0002628	XP_020881346.1	g2126
OG0002628	XP_002879978.1	g37440
OG0002629	XP_020883739.1	g37398
OG0002630	XP_002876351.1	g2167
OG0002630	XP_020883741.1	g51882
OG0002632	XP_020886005.1, XP_020889298.1	g11754
OG0002633	XP_002879710.1	g51674
OG0002633	XP_002876231.1	g2324
OG0002634	XP_020872061.1	g23612
OG0002635	XP_002883662.1	g11650
OG0002635	XP_002868433.1	g46863
OG0002636	XP_002888582.1	g44918
OG0002637	XP_020873134.1	g23470
OG0002637	XP_002883974.1	g13899
OG0002638	XP_002881662.1	g41209
OG0002638	XP_002881661.2	g37321
OG0002639	XP_002878947.1, XP_002876803.1, XP_020869878.1	g32224
OG0002641	XP_002886677.1, XP_020875423.1	g38544
OG0002642	XP_002868891.1	g22693
OG0002642	XP_020884481.1	g50872
OG0002643	XP_020878179.1	g40315
OG0002644	XP_020886602.1	g13833
OG0002644	XP_002869519.1	g23576
OG0002645	XP_002878329.1	g11185, g18831
OG0002647	XP_002873875.1, XP_002884418.1	g7802
OG0002649	XP_020886598.1	g13037, g12404
OG0002650	XP_002884736.1, XP_020887255.1, XP_020887256.1	g13044
OG0002651	XP_002882740.1	g12317, g7368
OG0002652	XP_002884942.1	g7260
OG0002652	XP_002884943.1	g7259
OG0002653	XP_002891444.1	g28101
OG0002653	XP_020887875.1	g12025
OG0002654	XP_002880464.2, XP_020873927.1	g22810
OG0002655	XP_002877155.1	g10370
OG0002657	XP_002868272.1	g47052
OG0002658	XP_020886695.1	g6593
OG0002658	XP_020886696.1	g11822, g13418
OG0002659	XP_020885967.1, XP_020885038.1, XP_002894412.2	g17741, g53751, g17751, g17748, g17753
OG0002660	XP_020873886.1	g18119
OG0002660	XP_020890184.1	g45005
OG0002662	XP_002874967.1	g39513, g25421
OG0002663	XP_020879812.1, XP_020869288.1	g26904
OG0002664	XP_020870904.1	g49570
OG0002665	XP_002889763.1	g31205
OG0002666	XP_020870947.1	g31236
OG0002666	XP_002888209.1	g44057
OG0002667	XP_020890085.1	g41007
OG0002668	XP_020866044.1	g31310
OG0002669	XP_002889895.2	g27169
OG0002670	XP_002875206.1	g10662
OG0002671	XP_020866788.1, XP_002890039.2	g31497
OG0002672	XP_020869342.1	g31563
OG0002673	XP_002890090.1	g27296, g27295
OG0002674	XP_020870605.1, XP_002868726.1	g31681
OG0002674	XP_002889194.1	g46457
OG0002675	XP_002888873.2	g44606
OG0002675	XP_020867935.1	g31698
OG0002677	XP_020872526.1	g18380
OG0002679	XP_020874967.1	g22750, g18302
OG0002680	XP_020874666.1	g22819
OG0002681	XP_002867112.1	g23076
OG0002682	XP_020875581.1	g23085
OG0002683	XP_002867127.1	g23117
OG0002683	XP_020889356.1	g14285
OG0002685	XP_020883197.1	g53184
OG0002685	XP_020874652.1	g23220
OG0002686	XP_020872095.1	g18177, g18178, g18175, g18176, g18169, g18172, g18180, g18171, g18174
OG0002687	XP_002885933.1, XP_002867155.1, XP_002867154.1	g23153
OG0002688	XP_002878824.1	g38343
OG0002688	XP_020872107.1	g23298
OG0002690	XP_020867292.1, XP_020868725.1	g27623
OG0002692	XP_020890809.1	g43991, g20073, g20743, g48517, g48668, g25250, g52502, g42147, g9071, g46155, g33582, g52440, g26384, g35532, g26379, g42799
OG0002694	XP_020890336.1, XP_002888172.1, XP_020890320.1	g41048, g44081, g44097, g44083
OG0002695	XP_020871509.1, XP_002885005.1, XP_002884670.1	g7564
OG0002696	XP_002872633.1, XP_020877187.1, XP_020877712.1, XP_002868949.1	g22785
OG0002697	XP_002863952.2, XP_002877659.1, XP_002877662.1	g2630
OG0002699	XP_002865878.1, XP_002862377.1, XP_020872012.1	g1314
OG0002700	XP_002865896.1	g41181, g41197, g11665
OG0002705	XP_002867515.2	g23646
OG0002706	XP_020877787.1	g29006
OG0002706	XP_020877785.1	g4918, g4965
OG0002707	XP_020888515.1	g13706, g14198
OG0002708	XP_020878026.1	g45676
OG0002708	XP_020885968.1	g7925
OG0002710	XP_020879378.1	g29412, g45584
OG0002710	XP_002873546.1	g5332
OG0002711	XP_002866625.1	g216
OG0002712	XP_020874849.1	g11310
OG0002712	XP_020879684.1	g11364
OG0002713	XP_020877933.1	g5485
OG0002714	XP_020884092.1, XP_020877425.1	g18597
OG0002715	XP_002880982.1	g37802
OG0002715	XP_020869182.1	g40095
OG0002717	XP_002889568.1	g30954
OG0002718	XP_020868054.1	g30875
OG0002719	XP_002873069.1, XP_020871048.1, XP_020874921.1	g39714
OG0002720	XP_020873315.1, XP_002869669.1	g23761
OG0002721	XP_020869274.1	g36243
OG0002721	XP_020870574.1	g28117
OG0002722	XP_020866162.1	g28133, g28132, g28131, g29183
OG0002723	XP_020882792.1	g51456
OG0002724	XP_020884508.1	g51497
OG0002725	XP_002876662.1	g1775, g1320
OG0002726	XP_020872451.1	g10060
OG0002726	XP_020879032.1	g593, g18563
OG0002727	XP_020882355.1	g738
OG0002727	XP_002874016.1	g28915
OG0002728	XP_020882415.1	g834
OG0002728	XP_002864697.1	g28840
OG0002729	XP_002866377.2	g854
OG0002730	XP_020875728.1	g24508
OG0002731	XP_002867561.1	g23690
OG0002732	XP_020882163.1	g2635
OG0002733	XP_002873299.1	g45475
OG0002733	XP_020871539.1	g370
OG0002734	XP_002873250.1	g7367
OG0002735	XP_020883883.1	g51466
OG0002736	XP_020875948.1	g5653
OG0002736	XP_002882691.1	g12360
OG0002737	XP_020879581.1	g5721, g45364
OG0002738	XP_020875578.1	g23564
OG0002739	XP_020876271.1, XP_020878183.1, XP_020869427.1	g5802
OG0002740	XP_020886044.1, XP_020877921.1	g7525, g13009
OG0002741	XP_020868124.1	g27351
OG0002742	XP_020889439.1	g13734
OG0002743	XP_020873380.1	g23650
OG0002743	XP_002866046.1	g28479
OG0002744	XP_002882859.1	g7203
OG0002744	XP_002894485.1	g27988
OG0002745	XP_020888806.1	g13225
OG0002746	XP_020887173.1	g7108
OG0002746	XP_020867138.1	g36608
OG0002747	XP_020881494.1	g11464
OG0002748	XP_020873699.1	g47515, g23827
OG0002749	XP_002892603.1	g47706
OG0002749	XP_002868338.1	g24608
OG0002750	XP_020891303.1	g18055
OG0002751	XP_020873071.1, XP_002870248.1	g47094
OG0002752	XP_002885457.1	g6636
OG0002753	XP_002888527.1, XP_002888526.1	g44975
OG0002754	XP_020872865.1	g24408
OG0002754	XP_020889103.1	g7001
OG0002755	XP_002887496.1	g46080
OG0002756	XP_002880872.1	g49865, g31434
