Orthogroup	Arabidopsis_lyrata_NCBI	Noccaea_praecox
OG0001410	XP_020870787.1	Np004G2548800
OG0001410	XP_002881221.1, XP_020885310.1	Np006G3566800, Np006G3566900
OG0001411	XP_020866872.1	Np004G2012000
OG0001411	XP_002863697.1	Np001G0418800
OG0001412	XP_020883218.1	Np006G3425700
OG0001412	XP_020867235.1	Np004G2126400
OG0001413	XP_020870367.1	Np006G3678700, Np004G2181700
OG0001414	XP_020881265.1	Np001G0509800
OG0001414	XP_002864993.1	Np001G0023800
OG0001415	XP_002866690.1	Np001G0025700
OG0001415	XP_020882194.1	Np001G0508100
OG0001416	XP_020867589.1	Np001G0058700
OG0001416	XP_002875918.1	Np001G0492700
OG0001418	XP_002885925.2, XP_002885924.1	Np007G3792600
OG0001419	XP_002864422.1	Np003G1585400
OG0001419	XP_020873710.1	Np005G2790700
OG0001421	XP_002873189.1	Np003G1298400, Np006G3486200
OG0001422	XP_020878642.1	Np003G1252900
OG0001422	XP_002882587.1	Np007G4140700
OG0001423	XP_002875387.1, XP_020889804.1, XP_002887065.1, XP_002862504.1	Np001G0208200
OG0001423	XP_002868646.1	Np005G3179600
OG0001425	XP_020873091.1	Np005G2662300
OG0001425	XP_020887871.1	Np007G3760600
OG0001426	XP_002882816.1	Np007G4077800
OG0001426	XP_002894521.1	Np004G1907500
OG0001427	XP_002894511.1	Np004G1909200
OG0001427	XP_002882820.1	Np007G4076600
OG0001428	XP_020884072.1	Np006G3387600
OG0001428	XP_002877898.2	Np001G0553600
OG0001429	XP_020874380.1	Np005G2771900
OG0001429	XP_002864212.1, XP_020868511.1	Np003G1647600
OG0001430	XP_002867672.1	Np005G2826000
OG0001430	XP_002865753.1	Np003G1748700
OG0001431	XP_020883106.1, XP_002878851.2	Np006G3640100
OG0001431	XP_020875616.1, XP_020884070.1, XP_020881736.1, XP_020881739.1	Np001G0451400
OG0001432	XP_020868643.1	Np004G2273300
OG0001432	XP_002888732.1	Np002G0864300
OG0001433	XP_020875078.1	Np005G2910000
OG0001433	XP_002865227.1	Np001G0367900
OG0001434	XP_020872411.1	Np005G2894900
OG0001434	XP_020882647.1	Np001G0382300
OG0001435	XP_020886279.1	Np007G3983600
OG0001435	XP_002894255.1	Np004G1966500
OG0001436	XP_002894383.1	Np004G1943400
OG0001436	XP_020889475.1	Np007G3901100
OG0001437	XP_002863376.1	Np001G0336900
OG0001437	XP_020872415.1	Np005G2937500
OG0001438	XP_020874209.1	Np005G2947400
OG0001438	XP_020871079.1	Np005G3039500
OG0001439	XP_002872556.1, XP_020879100.1, XP_002872559.1	Np003G1802100, Np003G1802000, Np003G1802500, Np003G1802600
OG0001440	XP_020874363.1	Np005G2661200
OG0001440	XP_002886100.1	Np007G3762500
OG0001441	XP_002867781.1	Np005G2857300
OG0001442	XP_002872701.1	Np003G1835500
OG0001442	XP_002867800.1	Np005G2862000
OG0001443	XP_002869915.2, XP_002869914.2	Np005G2872700, Np005G2872400, Np005G2872000
OG0001444	XP_020873832.1	Np005G2833200
OG0001445	XP_002891930.1, XP_020869848.1, XP_020879705.1	Np001G0690900
OG0001446	XP_002873422.1	Np007G3748400
OG0001447	XP_020882215.1	Np001G0648300
OG0001447	XP_020883767.1	Np006G3269300
OG0001448	XP_020884240.1	Np006G3686300
OG0001448	XP_020872683.1	Np005G2626700
OG0001449	XP_020874976.1, XP_020877286.1, XP_002863938.1, XP_002863069.1, XP_020871403.1	Np001G0171700, Np001G0168300
OG0001450	XP_002881805.1	Np006G3295300
OG0001450	XP_002878160.1	Np001G0622700
OG0001451	XP_020884024.1	Np006G3300900
OG0001451	XP_002876403.1	Np001G0617600
OG0001452	XP_020879648.1	Np001G0502300, Np001G0595300
OG0001452	XP_020885212.1	Np006G3329500
OG0001453	XP_002880432.1	Np006G3692700
OG0001453	XP_020874986.1	Np005G2619100
OG0001454	XP_020884800.1	Np006G3364100
OG0001454	XP_002876236.1	Np001G0570400
OG0001455	XP_020880037.1	Np001G0565500
OG0001455	XP_020883682.1	Np006G3370700
OG0001456	XP_020889225.1	Np007G3916700
OG0001456	XP_002868160.1	Np005G3012400
OG0001457	XP_002890805.1, XP_002890806.1, XP_002889803.1	Np001G0430900, Np001G0453300, Np003G1791700
OG0001459	XP_020889557.1	Np007G3735500
OG0001459	XP_020872511.1	Np005G2746200
OG0001460	XP_002886035.1	Np007G3732900
OG0001460	XP_020874593.1	Np005G2748000
OG0001461	XP_020882810.1, XP_020882811.1, XP_020881853.1	Np006G3339900, Np006G3339800
OG0001463	XP_020888268.1	Np007G4095500
OG0001464	XP_020877665.1	Np003G1821700
OG0001464	XP_002874761.1	Np003G1821600
OG0001465	XP_002880375.1	Np006G3707100
OG0001465	XP_020875228.1	Np005G2609300
OG0001466	XP_020883255.1	Np006G3690500
OG0001466	XP_020874696.1	Np005G2622100
OG0001467	XP_020884521.1, XP_002880516.1	Np006G3669200
OG0001468	XP_002869019.2	Np005G2685200
OG0001468	XP_002880527.1	Np006G3667100
OG0001469	XP_020885752.1	Np006G3659500
OG0001469	XP_002867317.1	Np005G2724400
OG0001470	XP_020868493.1	Np004G2085700
OG0001470	XP_020868491.1	Np004G2085600
OG0001471	XP_020888173.1, XP_020887890.1, XP_020878871.1	Np001G0143900
OG0001472	XP_020885877.1	Np007G4185500
OG0001473	XP_020876957.1	Np001G0146700
OG0001473	XP_002884517.1	Np007G4185800
OG0001474	XP_002884194.2	Np002G1211800, Np007G3721800
OG0001475	XP_020880398.1	Np001G0652000
OG0001475	XP_020883434.1	Np006G3260300
OG0001476	XP_020881600.1	Np005G3081100
OG0001476	XP_020866520.1	Np005G3081000
OG0001477	XP_002865745.1	Np001G0161600
OG0001477	XP_020889436.1	Np007G4169400
OG0001478	XP_020888980.1	Np007G3813900
OG0001478	XP_020870091.1, XP_002891670.1	Np004G1950600
OG0001479	XP_020867876.1	Np004G2483800, Np004G2485900
OG0001479	XP_002888198.1	Np002G1143300
OG0001480	XP_020865992.1	Np002G1210700
OG0001480	XP_002889932.1	Np004G2454900
OG0001481	XP_020867227.1	Np004G2401100
OG0001482	XP_020871825.1	Np003G1743900
OG0001482	XP_002867666.1	Np005G2824800
OG0001483	XP_020866686.1	Np004G2348800
OG0001483	XP_020872134.1	Np005G2658300
OG0001484	XP_020866096.1	Np004G2311500
OG0001484	XP_020865801.1	Np002G0839900
OG0001485	XP_002863584.1	Np001G0397900
OG0001485	XP_020869502.1	Np001G0397800
OG0001486	XP_002867311.1	Np005G2722800
OG0001486	XP_002880577.1	Np006G3658300
OG0001487	XP_020867488.1, XP_020869621.1, XP_020869623.1, XP_020867491.1	Np004G2284100, Np004G2283900, Np004G2283700
OG0001488	XP_002872074.1	Np003G1261500
OG0001489	XP_020889876.1	Np002G1161100
OG0001490	XP_020886133.1, XP_020865722.1, XP_002874712.2, XP_002874721.2	Np007G4181400, Np007G4182000
OG0001491	XP_020886256.1	Np007G3959800
OG0001492	XP_020886188.1, XP_002885398.1, XP_002885400.1, XP_002885399.2	Np007G3803800
OG0001493	XP_002883471.1	Np007G3856700, Np007G3856800
OG0001499	XP_020889878.1, XP_020871937.1	Np002G0940700
OG0001499	XP_020890000.1	Np005G3045000
OG0001500	XP_020868696.1	Np004G2131000
OG0001501	XP_002884399.1	Np007G4218400, Np007G4217900
OG0001501	XP_020877783.1	Np003G1450600
OG0001502	XP_020888864.1	Np007G4219900
OG0001502	XP_020877290.1	Np003G1449600
OG0001503	XP_002871647.1	Np003G1419500
OG0001503	XP_020887568.1	Np007G4245300
OG0001505	XP_002882170.1	Np007G4249400
OG0001505	XP_002871621.1	Np003G1414100
OG0001506	XP_002871590.1	Np003G1407200
OG0001506	XP_020888312.1	Np007G4090200
OG0001507	XP_020878517.1	Np003G1380400
OG0001507	XP_002872166.1	Np001G0130600
OG0001508	XP_002871299.1	Np003G1341600
OG0001508	XP_002866419.1	Np001G0095700
OG0001509	XP_020878450.1	Np003G1340200, Np003G1339100
OG0001509	XP_020878725.1	Np003G1340100, Np001G0507900, Np003G1339000
OG0001510	XP_020870038.1	Np004G2094300
OG0001510	XP_002887164.2	Np002G0898300
OG0001511	XP_020883807.1	Np006G3584600
OG0001511	XP_020869561.1	Np004G2511400
OG0001512	XP_020868705.1	Np004G2515200
OG0001512	XP_002879167.1	Np006G3595700
OG0001513	XP_020885139.1	Np006G3597700
OG0001513	XP_020870230.1	Np004G2517300
OG0001514	XP_020869020.1	Np004G2524900
OG0001514	XP_002879247.1	Np006G3517400
OG0001515	XP_020868609.1	Np004G2530600
OG0001515	XP_002881132.1	Np006G3539100, Np006G3469600, Np006G3538800
OG0001516	XP_020870498.1	Np004G2535900
OG0001516	XP_002881162.1	Np006G3481900, Np006G3547500
OG0001517	XP_020867624.1	Np004G2549200
OG0001517	XP_002879387.1	Np006G3567200
OG0001518	XP_002892219.1	Np004G2558400
OG0001518	XP_002879450.1	Np006G3452600, Np009G4319700
OG0001519	XP_020867548.1	Np004G2559000
OG0001519	XP_002865429.1	Np001G0414400
OG0001520	XP_002889501.1	Np004G2559300
OG0001520	XP_002863652.1, XP_020871770.1	Np001G0413300
OG0001521	XP_002887798.1	Np002G0717000
OG0001521	XP_020867602.1	Np004G2400900
OG0001522	XP_002890808.1, XP_002879489.1	Np004G2124100
OG0001523	XP_020883214.1	Np006G3425800
OG0001523	XP_020867499.1	Np004G2125500
OG0001524	XP_002876507.2	Np001G0647400
OG0001524	XP_020868658.1	Np004G2148000
OG0001526	XP_002876004.1	Np001G0510300
OG0001526	XP_020885115.1	Np001G0023100
OG0001527	XP_020871654.1	Np001G0026400, Np001G0026700
OG0001527	XP_002876300.1	Np001G0590900
OG0001528	XP_002864851.1	Np001G0189300, Np001G0189200
OG0001529	XP_002874198.1	Np001G0117800
OG0001529	XP_020882290.1	Np001G0503400
OG0001531	XP_002874097.1	Np003G1510400, Np005G3004300
OG0001532	XP_020880746.1, XP_002866339.1	Np003G1528200, Np003G1528300
OG0001533	XP_020884414.1	Np003G1528900
OG0001534	XP_002863418.1	Np001G0358800
OG0001534	XP_002868033.1	Np002G1130500
OG0001535	XP_020873445.1	Np005G2795000
OG0001535	XP_020867401.1	Np003G1573500
OG0001536	XP_020890194.1, XP_020865620.1	Np005G3190600, Np002G1225900
OG0001537	XP_020878261.1	Np003G1866300
OG0001538	XP_020867758.1	Np004G2573800
OG0001538	XP_020878315.1	Np003G1864300
OG0001539	XP_020879043.1	Np003G1320800
OG0001540	XP_002882713.1	Np007G4109000
OG0001540	XP_020875963.1	Np003G1305400
OG0001542	XP_020879352.1	Np003G1277700
OG0001542	XP_020888363.1	Np007G4127700
OG0001543	XP_020890848.1, XP_020867544.1	Np002G0755300
OG0001543	XP_002893161.1	Np004G2340500
OG0001544	XP_020890845.1	Np002G0760400, Np002G0755400
OG0001544	XP_020868042.1	Np004G2340700
OG0001545	XP_020865599.1	Np002G0761700
OG0001545	XP_002890421.1	Np004G2343800
OG0001546	XP_002887570.1	Np002G0785100
OG0001546	XP_002887572.1	Np002G0785000
OG0001547	XP_020887536.1, XP_002867075.1	Np005G2663300
OG0001548	XP_020875626.1	Np006G3274700, Np005G2673900
OG0001548	XP_002884081.1	Np007G3754900
OG0001549	XP_002870373.2	Np005G3072600
OG0001549	XP_020887700.1	Np007G3861800
OG0001550	XP_002888953.1	Np002G0800600, Np002G0807000, Np002G0807100
OG0001550	XP_020867086.1	Np004G2373500
OG0001551	XP_020879371.1, XP_020878737.1	Np003G1794700
OG0001552	XP_002865231.1	Np001G0369400
OG0001552	XP_002867968.1	Np005G2905300
OG0001553	XP_020887968.1	Np007G3993300
OG0001553	XP_020869093.1	Np004G1964500
OG0001554	XP_020870956.1	Np004G1941700
OG0001554	XP_002882956.1	Np007G4028700
OG0001555	XP_002863370.1	Np001G0332200
OG0001555	XP_020872604.1	Np005G2939200
OG0001556	XP_002863338.1	Np001G0318100
OG0001556	XP_020874753.1	Np005G2957900
OG0001557	XP_002866754.1	Np001G0008400
OG0001557	XP_002877774.1	Np001G0524500
OG0001558	XP_020884366.1	Np006G3217900
OG0001558	XP_020880147.1	Np001G0685200
OG0001559	XP_002867265.1	Np005G2709600
OG0001559	XP_002878844.2	Np006G3641600
OG0001560	XP_020883339.1	Np006G3259600
OG0001560	XP_020881931.1	Np001G0652500
OG0001561	XP_002876447.1	Np001G0627600
OG0001561	XP_020879683.1	Np001G0627700
OG0001562	XP_020881608.1, XP_002879955.1	Np001G0623100
OG0001563	XP_002879911.1	Np006G3306300
OG0001563	XP_002878106.1	Np001G0612400
OG0001564	XP_002876333.1	Np001G0597100
OG0001564	XP_020884182.1	Np006G3328600
OG0001565	XP_020882496.1, XP_020881536.1	Np001G0596100
OG0001565	XP_002876328.1	Np001G0596300
OG0001568	XP_020874024.1	Np005G2744200
OG0001568	XP_020886557.1	Np007G3737500
OG0001569	XP_020884488.1	Np006G3705100
OG0001569	XP_020874414.1	Np005G2611900
OG0001570	XP_020873508.1, XP_020865600.1	Np002G0832600
OG0001570	XP_020869387.1	Np004G2088400
OG0001571	XP_002892154.1	Np004G2571500
OG0001571	XP_020878974.1	Np003G1469500
OG0001572	XP_002882407.1	Np007G4190300
OG0001572	XP_020876892.1	Np001G0175500, Np001G0149400
OG0001573	XP_020876962.1	Np001G0155800
OG0001573	XP_020889000.1	Np007G4199800
OG0001574	XP_002867448.1	Np005G2763800
OG0001574	XP_020887163.1	Np007G3719000
OG0001575	XP_020886198.1	Np006G3586000
OG0001576	XP_002884489.1	Np007G4193800
OG0001577	XP_020880373.1	Np001G0178700
OG0001577	XP_002865298.1, XP_020888761.1	Np007G4152400
OG0001578	XP_020889180.1	Np007G3925600
OG0001578	XP_020868380.1	Np005G2615000
OG0001580	XP_020875102.1, XP_020875134.1	Np001G0399600
OG0001581	XP_002868714.1, XP_002868715.2, XP_002868717.2	Np005G3155300
OG0001581	XP_002870777.1	Np005G3155000
OG0001582	XP_020885307.1	Np006G3566700
OG0001582	XP_020870784.1	Np004G2548700
OG0001583	XP_002889843.1	Np004G2476400
OG0001583	XP_002888117.1	Np002G1171400
OG0001584	XP_020866504.1	Np004G2416100
OG0001584	XP_002876770.1	Np001G0268400
OG0001585	XP_020866448.1	Np004G2320400
OG0001585	XP_002893239.1	Np004G2320300
OG0001586	XP_020880423.1	Np001G0240500
OG0001587	XP_002893271.1	Np004G2305400
OG0001587	XP_020891529.1	Np002G0848300
OG0001588	XP_020890558.1	Np002G1241000
OG0001588	XP_020872577.1	Np005G3200300
OG0001589	XP_020880926.1, XP_002875424.1	Np001G0201100
OG0001589	XP_002875426.2	Np001G0201000
OG0001590	XP_020871189.1	Np005G2617500
OG0001591	XP_020884533.1	Np006G3689600
OG0001591	XP_020875252.1	Np005G2623500
OG0001592	XP_020875283.1	Np005G2643700
OG0001593	XP_020866963.1	Np004G2434400
OG0001593	XP_020882176.1, XP_020889432.1	Np001G0237200
OG0001594	XP_020865902.1, XP_020891468.1, XP_020891479.1, XP_020890945.1, XP_020889601.1	Np001G0141700
OG0001595	XP_002886944.1, XP_002886943.1, XP_002886946.1	Np002G0980400, Np002G0980500
OG0001597	XP_020866246.1	Np002G0913700
OG0001597	XP_020866271.1	Np005G3051500, Np005G3051400
OG0001598	XP_002871300.2	Np003G1341700
OG0001598	XP_002866415.1, XP_002866416.1	Np001G0096000
OG0001599	XP_020873904.1, XP_020873895.1, XP_020873893.1	Np005G2759000
OG0001603	XP_020880382.1	Np001G0485300
OG0001603	XP_002866545.1	Np001G0061400
OG0001604	XP_002890310.1	Np004G2366600
OG0001604	XP_002877600.1	Np001G0481200
OG0001606	XP_020878778.1	Np003G1443700
OG0001606	XP_002882276.1	Np007G4225800
OG0001607	XP_020887940.1	Np007G4226500
OG0001607	XP_020876289.1	Np003G1441100
OG0001608	XP_020887304.1, XP_020887306.1	Np007G3802400, Np007G3802300, Np007G3802000
OG0001609	XP_020887331.1	Np007G4233300
OG0001610	XP_002893461.1, XP_020868422.1	Np004G2100900, Np004G2100700
OG0001611	XP_020879418.1	Np003G1395100
OG0001611	XP_020879399.1	Np003G1474200
OG0001612	XP_020878198.1	Np003G1474500
OG0001612	XP_020878344.1	Np003G1390800
OG0001613	XP_002871492.1	Np003G1384400
OG0001613	XP_002872192.1, XP_002872191.1	Np001G0135800
OG0001614	XP_020879109.1	Np003G1365600
OG0001615	XP_002878607.1	Np006G3691200
OG0001616	XP_002866623.1	Np001G0042900
OG0001617	XP_020878761.1	Np003G1353100
OG0001617	XP_020885079.1	Np001G0053100
OG0001618	XP_020877088.1	Np001G0100900
OG0001618	XP_020875770.1	Np003G1343800
OG0001619	XP_002874882.1	Np003G1857300
OG0001619	XP_002889459.1	Np004G2570100
OG0001620	XP_020870891.1	Np004G2519300
OG0001621	XP_002881079.1	Np006G3521200
OG0001621	XP_002889635.1	Np004G2523800
OG0001622	XP_002892379.1	Np004G2525500
OG0001622	XP_002879250.1, XP_002862737.1	Np006G3523400
OG0001623	XP_002879265.1	Np006G3476400, Np006G3531700
OG0001623	XP_020869367.1	Np004G2527900
OG0001624	XP_002879287.1	Np006G3489200, Np006G3540900
OG0001624	XP_002892347.1	Np004G2531500
OG0001625	XP_020883447.1	Np006G3555200
OG0001625	XP_002889560.1	Np004G2541800
OG0001626	XP_020884055.1, XP_020867468.1	Np006G3578600, Np004G2556500
OG0001627	XP_002889510.1	Np004G2557800
OG0001628	XP_002892196.1	Np004G2562700
OG0001628	XP_020871881.1	Np001G0405300
OG0001629	XP_020876479.1	Np003G1851500
OG0001629	XP_020869615.1	Np004G2567500
OG0001630	XP_020873639.1	Np005G2802900
OG0001630	XP_020871706.1	Np003G1653500
OG0001631	XP_002863689.1	Np001G0417900
OG0001631	XP_020868007.1	Np004G2105500
OG0001632	XP_002881315.1	Np006G3431700
OG0001632	XP_002893535.1	Np004G2115400
OG0001633	XP_020877431.1, XP_002864750.1	Np001G0088000
OG0001633	XP_020870058.1	Np001G0087500, Np002G1106300, Np002G1102400
OG0001634	XP_020871208.1	Np001G0094500
OG0001634	XP_020869266.1	Np004G2429600
OG0001635	XP_020879951.1	Np001G0494400
OG0001636	XP_020880300.1	Np001G0505200
OG0001636	XP_002872121.1	Np001G0119400
OG0001637	XP_020878926.1	Np003G1475500
OG0001639	XP_020868419.1, XP_020885537.1	Np003G1571200
OG0001640	XP_002869598.1	Np005G2789400
OG0001640	XP_020871610.1	Np003G1595700
OG0001641	XP_020888483.1	Np003G1604400
OG0001641	XP_002867539.1	Np005G2787300
OG0001642	XP_002864371.1	Np003G1606600, Np003G1606700, Np003G1606800
OG0001643	XP_002866033.1	Np003G1624800
OG0001644	XP_020888230.1	Np007G4100200
OG0001644	XP_002878346.2	Np003G1319900
OG0001645	XP_020879359.1	Np003G1314000
OG0001646	XP_020876028.1	Np003G1306300
OG0001646	XP_020888302.1	Np007G4106600
OG0001647	XP_002878133.1	Np001G0616800
OG0001647	XP_020877580.1	Np003G1285200
OG0001648	XP_020874901.1	Np005G3182600
OG0001648	XP_020882217.1	Np001G0210300
OG0001649	XP_020872137.1	Np005G3184400
OG0001649	XP_020880804.1	Np001G0213400
OG0001650	XP_002870638.1	Np005G3193600
OG0001650	XP_002887935.1	Np002G1232600
OG0001651	XP_020868653.1	Np004G2400500
OG0001651	XP_020891648.1	Np002G0719700, Np002G0719100, Np002G0718100
OG0001652	XP_002887781.1	Np002G0723200
OG0001653	XP_020868957.1	Np002G1158000, Np004G2397500
OG0001653	XP_002887774.1	Np002G0724300
OG0001655	XP_002886920.1	Np002G0983700
OG0001655	XP_002867884.1	Np005G2883700
OG0001656	XP_020890552.1	Np002G0764100
OG0001656	XP_020870746.1	Np004G2345700
OG0001657	XP_020875126.1	Np005G2664900
OG0001657	XP_002884056.2	Np007G3759400
OG0001658	XP_020887826.1	Np007G3752700
OG0001658	XP_020874931.1	Np005G2676100
OG0001659	XP_002894565.1	Np004G1901200
OG0001659	XP_002882787.1	Np007G4086300
OG0001660	XP_020886846.1	Np007G4057600
OG0001661	XP_002894422.1	Np004G1936700
OG0001661	XP_002882932.1	Np007G4041700
OG0001662	XP_002879584.1	Np006G3397600
OG0001662	XP_020881979.1	Np001G0545900
OG0001663	XP_020883185.1	Np006G3393300
OG0001663	XP_020879706.1	Np001G0550000
OG0001664	XP_020883203.1	Np006G3390600, Np006G3389500
OG0001665	XP_002881452.1	Np006G3389000
OG0001665	XP_002877895.1	Np001G0552500
OG0001666	XP_020872372.1	Np005G3042900
OG0001666	XP_020886682.1	Np007G3836100
OG0001667	XP_002870208.1	Np005G3020500
OG0001667	XP_002883013.1	Np007G3913100
OG0001668	XP_020889213.1	Np007G3914400
OG0001668	XP_020875330.1	Np005G3016800
OG0001669	XP_020874651.1	Np005G3015900
OG0001669	XP_020874650.1	Np005G3015500
OG0001670	XP_020865686.1	Np002G0798600
OG0001670	XP_020891316.1	Np002G0798500
OG0001671	XP_002862551.1, XP_002875455.1	Np001G0198000
OG0001671	XP_002868676.2	Np005G3165100
OG0001672	XP_002875327.1	Np001G0223600
OG0001672	XP_002892721.1	Np004G2445700
OG0001673	XP_020880066.1	Np001G0230900
OG0001673	XP_002892750.1	Np004G2436600
OG0001674	XP_002883188.1	Np007G3964900
OG0001674	XP_002891536.1	Np004G1973400
OG0001675	XP_002883212.1	Np007G3977900
OG0001676	XP_002885417.1, XP_002862672.1	Np007G3808100
OG0001676	XP_002894313.1	Np004G1956800
OG0001677	XP_020889133.1	Np007G3910100
OG0001677	XP_020868345.1	Np004G1949500
OG0001679	XP_020867820.1	Np004G1941000
OG0001679	XP_002885097.1	Np007G4029600
OG0001681	XP_002870095.1	Np005G2940300
OG0001681	XP_002863361.1	Np001G0332000
OG0001682	XP_002863360.1	Np001G0331900
OG0001682	XP_002870096.1	Np005G2944800
OG0001683	XP_002886064.1	Np007G3770300
OG0001683	XP_020872748.1	Np005G2655900
OG0001684	XP_020887999.1	Np007G3769200
OG0001684	XP_002867095.1	Np005G2656900
OG0001685	XP_020877723.1	Np003G1832200
OG0001685	XP_002867787.2	Np005G2858400
OG0001686	XP_020873297.1	Np005G2858600
OG0001686	XP_002872689.1	Np003G1832700
OG0001687	XP_002867826.1	Np005G2864300
OG0001687	XP_020878399.1	Np003G1837800
OG0001688	XP_002883597.1	Np007G3879700, Np007G3899200
OG0001688	XP_002886617.1	Np002G1160600
OG0001688	XP_002883601.1, XP_002883600.1	Np007G3880000
OG0001689	XP_002893885.1	Np004G2045700
OG0001689	XP_020878840.1	Np003G1769400, Np003G1768600
OG0001690	XP_002876703.1	Np001G0694600
OG0001690	XP_020884784.1, XP_002867754.1	Np006G3205600
OG0001691	XP_002878482.1	Np001G0692500
OG0001691	XP_002880317.1	Np006G3210300
OG0001692	XP_002878472.1	Np001G0691100
OG0001692	XP_020882691.1	Np004G1996800
OG0001693	XP_002882098.1	Np006G3220600
OG0001693	XP_002876664.2, XP_020881998.1	Np001G0683000
OG0001694	XP_002876969.1, XP_002870807.1, XP_002881677.1	Np005G3146000
OG0001695	XP_020880879.1	Np001G0657500
OG0001696	XP_020880877.1	Np001G0657400
OG0001696	XP_002881976.1	Np006G3253900
OG0001697	XP_020883355.1	Np006G3272600
OG0001697	XP_020880169.1	Np001G0646400
OG0001698	XP_002880005.1	Np006G3279300
OG0001698	XP_020880598.1	Np001G0637300
OG0001699	XP_020885016.1	Np006G3287800
OG0001699	XP_020881292.1	Np001G0626200
OG0001700	XP_002878123.1	Np001G0614800
OG0001700	XP_020881758.1	Np001G0614700
OG0001701	XP_020880262.1	Np001G0576500
OG0001702	XP_020871443.1	Np003G1613600
OG0001703	XP_002885759.1	Np007G3886600
OG0001704	XP_020886184.1	Np007G3800700
OG0001705	XP_020877722.1	Np003G1832000
OG0001705	XP_002881686.1	Np006G3327600
OG0001706	XP_002868895.1	Np005G2613400
OG0001706	XP_002878564.2	Np006G3700800
OG0001707	XP_002874556.1	Np003G1759800
OG0001708	XP_020879136.1	Np003G1779000
OG0001708	XP_002890537.1	Np004G2313400
OG0001709	XP_002874626.1	Np003G1784000
OG0001709	XP_020869727.1	Np004G2061200
OG0001710	XP_020888768.1	Np007G4178900
OG0001710	XP_002872226.1	Np001G0141000
OG0001711	XP_020876899.1	Np001G0152100
OG0001711	XP_020886886.1	Np007G4193100
OG0001712	XP_020886362.1	Np007G4194100
OG0001712	XP_002874403.1	Np001G0153700
OG0001713	XP_002888546.1, XP_002880050.1	Np006G3269100
OG0001714	XP_020888154.1	Np007G4244800
OG0001715	XP_020885940.1	Np007G4224400
OG0001715	XP_020885939.1	Np007G4224700
OG0001716	XP_020866316.1	Np004G2506500
OG0001716	XP_002884450.1	Np007G4205000
OG0001717	XP_020889231.1	Np007G3914100
OG0001717	XP_020889016.1	Np007G4186500
OG0001719	XP_002882460.1	Np007G4173100
OG0001719	XP_020878602.1	Np003G1467400
OG0001720	XP_020886389.1	Np007G4171900
OG0001720	XP_020878545.1	Np003G1464500
OG0001721	XP_020887528.1	Np007G4170000
OG0001721	XP_020887527.1	Np007G4169700
OG0001723	XP_002884619.1	Np007G4161700
OG0001723	XP_020869482.1	Np001G0170200
OG0001724	XP_002872400.1	Np003G1757800
OG0001724	XP_020888377.1	Np007G4128600
OG0001725	XP_002878709.1	Np006G3666000
OG0001725	XP_020888334.1	Np007G4103000
OG0001726	XP_020888127.1	Np007G3935500
OG0001727	XP_020888674.1	Np007G3941400
OG0001727	XP_002891452.1	Np004G1990200
OG0001728	XP_020872083.1	Np005G2769800
OG0001728	XP_020890355.1	Np003G1649600
OG0001729	XP_002876086.1, XP_020880080.1, XP_020880078.1	Np001G0532100
OG0001730	XP_002889367.1	Np004G2588800
OG0001730	XP_020876230.1	Np003G1885400
OG0001731	XP_002874998.1	Np003G1884400
OG0001731	XP_002892067.1	Np004G2588000
OG0001732	XP_020879084.1	Np003G1873100
OG0001732	XP_002889398.1	Np004G2580900
OG0001733	XP_020869119.1	Np004G2577400
OG0001733	XP_020878372.1	Np003G1870200
OG0001734	XP_002888227.1, XP_002888230.1	Np002G1129900
OG0001734	XP_020868186.1	Np004G2492700
OG0001735	XP_002889842.1	Np004G2476500
OG0001736	XP_002888095.1	Np002G1177700
OG0001736	XP_002889854.1	Np004G2474100
OG0001737	XP_002893613.1	Np005G3018800
OG0001738	XP_020868224.1	Np004G2458100
OG0001739	XP_002889987.1	Np004G2443200, Np004G2443100, Np004G2443400
OG0001739	XP_020869012.1, XP_002875346.1	Np004G2443500, Np004G2306000
OG0001740	XP_002887338.1	Np004G2309900
OG0001741	XP_020873027.1	Np005G2627000
OG0001741	XP_020878899.1	Np002G0837800
OG0001742	XP_002887308.1	Np002G0851700
OG0001742	XP_002893280.1	Np004G2304200, Np004G2304400
OG0001743	XP_020865608.1	Np002G0855000
OG0001744	XP_002886530.1	Np002G1181600
OG0001744	XP_002886531.1, XP_020871093.1, XP_002886533.1	Np002G1181500
OG0001745	XP_020875633.1	Np005G2619900
OG0001745	XP_020885509.1	Np006G3692500
OG0001746	XP_020884255.1	Np006G3689400
OG0001746	XP_020874628.1	Np005G2623800
OG0001747	XP_020875663.1	Np005G2695200
OG0001747	XP_002880477.1	Np006G3679500
OG0001749	XP_020888019.1	Np007G3771500
OG0001749	XP_020874314.1	Np005G2654000
OG0001750	XP_020872458.1	Np005G2715900
OG0001750	XP_020872304.1	Np004G2042600
OG0001751	XP_020872516.1	Np005G2724900
OG0001752	XP_002893309.1	Np004G2297200
OG0001752	XP_002893310.1	Np004G2297300
OG0001752	XP_002893308.1	Np004G2297400
OG0001754	XP_002884156.1, XP_002886203.1	Np007G3776400, Np003G1624600
OG0001755	XP_002877374.1	Np001G0446500
OG0001755	XP_020881696.1	Np001G0446200
OG0001756	XP_020875008.1, XP_002870255.2	Np005G3034200
OG0001756	XP_002870253.1	Np005G3034100
