Orthogroup	Camelina_sativa	Brassica_napus
OG0000119	XP_010495812.1	XP_013694934.1
OG0000120	XP_010431665.1, XP_010474561.1, XP_019085269.1, XP_010418039.1, XP_019093056.1	XP_048595818.1, XP_048626059.1, XP_013700597.2, XP_048595780.1
OG0000120	XP_010501998.1, XP_019095599.1, XP_010484975.1, XP_010471755.1, XP_010445968.1	XP_048593515.1, XP_048621623.1, XP_013690264.1, XP_013739293.2, XP_048617643.1, XP_048617725.1, XP_048637971.1, XP_048617632.1
OG0000120	XP_010422875.1, XP_010514742.1, XP_010514729.1, XP_010490384.1, XP_010451268.1, XP_010468704.1, XP_010474146.1, XP_010513308.1, XP_010511682.1, XP_010415247.1, XP_019085137.1, XP_019085134.1, XP_010513620.1, XP_010507330.1, XP_010507331.1, XP_010507319.1, XP_010507311.1, XP_010431144.1, XP_010431146.1, XP_010431147.1, XP_010431165.1, XP_010431101.1, XP_019101879.1, XP_010412636.1, XP_010412640.1	XP_022548769.1, XP_048623248.1
OG0000121	XP_010468416.1, XP_010513634.1, XP_010480932.1, XP_010450989.1, XP_010436850.1, XP_010513130.1, XP_010495300.1, XP_010431190.1, XP_010445416.1, XP_010451691.1, XP_010412447.1, XP_019095620.1, XP_010507767.1, XP_010507290.1, XP_010463499.1, XP_010474382.1, XP_010445877.1, XP_019100881.1, XP_010462934.1, XP_010490426.1, XP_010444924.1, XP_010478404.1, XP_010445510.1, XP_010484841.1	XP_013695053.2, XP_013690266.1, XP_013668669.1, XP_022553136.2, XP_022563910.2, XP_022552395.2, XP_048631154.1, XP_013718588.1, XP_048624028.1, XP_013726245.1, XP_048605538.1, XP_022545100.2, XP_022573124.1, XP_048605920.1, XP_048591509.1, XP_048615713.1, XP_048596850.1, XP_048627720.1, XP_048634914.1, XP_048596457.1, XP_013656488.2, XP_048634150.1, XP_048596346.1, XP_048609702.1, XP_048611359.1, XP_022568572.1, XP_048609293.1, XP_048608012.1, XP_048605794.1, XP_013674466.2, XP_013688932.2, XP_022546232.1, XP_013650539.2, XP_013717358.1, XP_048615817.1, XP_013727202.2, XP_013731828.1, XP_048613109.1, XP_022552191.1, XP_013721690.2, XP_013719393.1, XP_013745160.1, XP_013721575.2, XP_013645381.2, XP_022550748.2, XP_013704361.1, XP_013746129.1, XP_022560081.1, XP_013694381.2, XP_048620143.1, XP_048637582.1, XP_013658312.2, XP_013679848.2, XP_048605772.1, XP_048622790.1, XP_048608746.1, XP_013724265.2, XP_022552461.1, XP_022570998.1, XP_048630551.1, XP_048598094.1, XP_013699659.2, XP_048613166.1, XP_048599660.1, XP_013694678.1, XP_048620850.1, XP_013688998.1, XP_013658407.2, XP_013648581.2, XP_013650410.1, XP_048624022.1, XP_013718388.1
OG0000122	XP_010485175.2	XP_013725365.1, XP_013714453.2
OG0000122	XP_019094537.1, XP_010463198.1	XP_048605308.1, XP_048629042.1, XP_048608260.1, XP_048621011.1
OG0000122	XP_010476450.1, XP_010485169.1	XP_048624005.1
OG0000122	XP_019094485.1	XP_048626415.1, XP_048632035.1
OG0000123	XP_010495498.1, XP_010458819.1, XP_010476380.1	XP_048598539.1
OG0000123	XP_010499321.1, XP_010460594.1, XP_010499319.1, XP_010478184.1, XP_010478181.1, XP_010499316.1	XP_013655114.1, XP_013681615.1
OG0000123	XP_019082754.1, XP_010418264.1	XP_013652310.2
OG0000123	XP_010476383.1, XP_010495506.1, XP_010458821.1	XP_022545315.2, XP_013655236.1, XP_013675212.2, XP_013655239.2, XP_013655240.1
OG0000123	XP_019091637.1	XP_048615718.1
OG0000124	XP_019099640.1	XP_048599877.1, XP_013680038.1, XP_013739146.1
OG0000124	XP_010456882.1, XP_019089170.1, XP_019087334.1, XP_019086307.1, XP_019092288.1	XP_013703401.2, XP_013710827.1, XP_048594892.1, XP_013645068.1, XP_048625440.1, XP_013694405.2
OG0000125	XP_010515863.1, XP_010504134.1, XP_010427020.1	XP_013678311.1, XP_013661166.1, XP_013742587.1, XP_013737891.1, XP_013651899.1
OG0000125	XP_010454568.1, XP_010421087.1, XP_010493386.1	XP_013724039.1, XP_048628026.1, XP_013680559.2, XP_013667165.1
OG0000125	XP_010503210.1, XP_010443777.1, XP_010455739.1, XP_010483639.1	XP_013714507.1, XP_013712083.2
OG0000126	XP_010484949.1, XP_010474075.2, XP_010430914.1, XP_010430913.1, XP_010430915.1, XP_010445836.1, XP_010495597.1, XP_010456817.1, XP_010485130.1, XP_010471591.1, XP_010474008.1, XP_010412424.1, XP_010418921.2, XP_010456635.1	XP_048599896.1, XP_048599677.1, XP_022564357.2, XP_013646056.1, XP_048615725.1, XP_013751182.1, XP_048611801.1, XP_013645680.1, XP_048613149.1, XP_048605174.1, XP_022570246.1
OG0000126	XP_010446067.1	XP_013662639.1, XP_013689270.2, XP_013728260.1, XP_013689902.1, XP_013704251.1, XP_022567855.1, XP_013654696.1
OG0000127	XP_010490603.1, XP_010452021.1	XP_048624384.1
OG0000127	XP_010494298.1, XP_010442052.1, XP_019095444.1	XP_013732255.2
OG0000127	XP_019085470.1	XP_048635996.1, XP_048615291.1
OG0000127	XP_010468073.1, XP_010418330.1	XP_048634173.1, XP_013650485.1
OG0000127	XP_010489722.1	XP_013746803.3, XP_048634084.1
OG0000127	XP_010501425.1, XP_010480428.1, XP_010462638.1	XP_022558142.1
OG0000128	XP_010430885.1	XP_048613218.1
OG0000128	XP_010446127.1, XP_010501797.1	XP_048625567.1
OG0000128	XP_010462906.1	XP_048608612.1
OG0000128	XP_010480709.1, XP_010430939.2, XP_010445162.1, XP_019087621.1, XP_010412575.1, XP_010484948.1, XP_019090160.1, XP_010474091.1, XP_010463085.1, XP_010472680.1, XP_010468738.1, XP_010424379.1, XP_010451648.1, XP_019094588.1, XP_010495553.1	XP_048621991.1
OG0000128	XP_010445253.1	XP_048619961.1
OG0000128	XP_010463443.1	XP_048605335.1
OG0000128	XP_010501899.1, XP_010513681.1	XP_048611509.1
OG0000128	XP_010474174.1, XP_010495521.1, XP_010431181.1, XP_010518625.1	XP_013650617.2
OG0000129	XP_019089980.1	XP_048605155.1
OG0000130	XP_019097474.1	XP_048598133.1
OG0000130	XP_010424525.1, XP_010507268.1, XP_010481078.1, XP_010496984.1, XP_010424606.1, XP_010451299.1, XP_019098355.1, XP_010495867.1, XP_010448680.1, XP_010451831.1, XP_010473967.1	XP_048631499.1, XP_048628581.1, XP_048628582.1, XP_048631476.1, XP_048627746.1, XP_048627967.1, XP_048627968.1, XP_048611550.1, XP_048604950.1, XP_048629103.1, XP_048628150.1, XP_048631316.1, XP_048621905.1, XP_048623603.1, XP_048599843.1, XP_048604262.1, XP_048622059.1, XP_048611404.1, XP_022552326.1, XP_022552089.1, XP_048605542.1, XP_048627568.1, XP_048617047.1, XP_048614025.1, XP_048628611.1, XP_022557135.2, XP_048606240.1
OG0000131	XP_019087455.1	XP_013704250.1, XP_022547453.2
OG0000132	XP_010503464.1	XP_048623346.1, XP_022552284.1, XP_013661403.1, XP_022560492.1, XP_013743839.2, XP_048612853.1, XP_048635355.1, XP_048595665.1, XP_022562918.2, XP_048603914.1, XP_048616654.1, XP_048634161.1, XP_048595664.1, XP_048619608.1
OG0000132	XP_010494460.1	XP_048592631.1, XP_048616656.1, XP_048596189.1, XP_013713021.2, XP_013644582.1, XP_048638584.1, XP_013733869.1, XP_048633159.1, XP_022570321.1, XP_048595243.1, XP_048627586.1, XP_022552664.1, XP_022558226.1, XP_022567202.1, XP_048621996.1, XP_048607190.1, XP_048627173.1, XP_048593587.1
OG0000132	XP_010511835.1	XP_048596919.1, XP_048610486.1, XP_022564239.1, XP_048610491.1, XP_013686718.1, XP_048616658.1, XP_048623345.1, XP_013708181.2
OG0000133	XP_010461147.1	XP_048605712.1, XP_013720988.1, XP_048603901.1, XP_048610560.1, XP_013677132.1
OG0000133	XP_010478935.1	XP_022561458.1, XP_048624232.1, XP_048617376.1
OG0000133	XP_010470593.1, XP_010511614.1	XP_048620020.1, XP_048605371.1, XP_013725686.2, XP_013719899.1, XP_048600424.1, XP_048608067.1, XP_048620019.1, XP_048612226.1, XP_048606196.1
OG0000133	XP_010451618.1	XP_013700850.2, XP_048606577.1, XP_048593307.1, XP_048638477.1, XP_048636877.1, XP_048623900.1, XP_048625819.1, XP_013694505.2, XP_048601493.1, XP_048601605.1, XP_048633105.1, XP_048610426.1, XP_048606779.1, XP_048595013.1, XP_048616767.1, XP_048630751.1
OG0000133	XP_010451835.1	XP_048611440.1, XP_048637518.1, XP_013725733.2, XP_022558112.2, XP_022549598.1, XP_013705736.1, XP_048615754.1, XP_013679739.1, XP_013642601.2, XP_048615616.1, XP_022553480.1, XP_048611892.1, XP_048599828.1, XP_048606740.1, XP_022557385.2, XP_048605021.1, XP_048601774.1, XP_022556311.2
OG0000135	XP_019098415.1	XP_013689648.1
OG0000135	XP_010496709.1, XP_019100863.1	XP_013709231.1, XP_048594886.1, XP_022553965.2
OG0000136	XP_010511492.1, XP_010415205.1	XP_013645964.1
OG0000136	XP_010445581.1, XP_010451914.1	XP_022575046.2
OG0000136	XP_010451724.1, XP_010445575.1	XP_013743506.2, XP_013672039.1
OG0000137	XP_010500816.1, XP_019097614.1, XP_019092896.1	XP_048623950.1, XP_048623949.1
OG0000137	XP_010493377.1, XP_010496376.1, XP_010492308.1, XP_019094054.1, XP_010489205.1	XP_048625125.1, XP_013713093.1, XP_048604869.1, XP_022570847.1, XP_048612488.1, XP_048622855.1, XP_048610170.1, XP_048599951.1, XP_022552119.1, XP_013672832.1, XP_013676966.2, XP_013641393.2, XP_013658059.2, XP_048634031.1, XP_048590805.1, XP_013724945.1, XP_048636952.1, XP_048631656.1, XP_048613388.1, XP_013709437.1, XP_048630338.1, XP_048630388.1, XP_048634920.1, XP_022546341.1, XP_013721216.1, XP_048612208.1, XP_013642218.1, XP_048633382.1, XP_022557441.1
OG0000137	XP_010448377.1, XP_010510251.1, XP_010509963.1, XP_019094713.1, XP_010494085.1, XP_010425610.1, XP_010459623.1, XP_019083232.1, XP_010479035.1, XP_010419006.1	XP_013652711.1
OG0000137	XP_019095454.1	XP_048626902.1
OG0000137	XP_019101568.1	XP_013698689.2, XP_048611545.1
OG0000137	XP_010450638.1, XP_010441211.1	XP_048612120.1
OG0000138	XP_010430892.1	XP_048615898.1
OG0000138	XP_010425760.1, XP_010502981.1	XP_013693477.2
OG0000138	XP_010502978.1, XP_010425759.1, XP_010425761.1, XP_010502982.1	XP_013644477.2, XP_013703822.2
OG0000139	XP_010496220.1, XP_010495869.1, XP_010490389.1, XP_010506889.1, XP_010456768.1, XP_010506862.1, XP_019087546.1	XP_048627494.1, XP_048628464.1, XP_048627285.1, XP_048627662.1, XP_048627660.1, XP_048608776.1, XP_048629572.1, XP_048627230.1, XP_048629903.1, XP_048629569.1, XP_048622676.1, XP_048629418.1, XP_048627546.1, XP_048627659.1, XP_048629977.1, XP_048611712.1
OG0000139	XP_010448853.1, XP_010451717.1	XP_048610802.1, XP_048627922.1
OG0000139	XP_010480941.1, XP_010468593.1, XP_010518599.2, XP_010468702.1, XP_010471048.1	XP_048601600.1, XP_022570285.1, XP_022553532.2, XP_022565185.1, XP_048623739.1, XP_048622624.1, XP_048593503.1, XP_048632966.1, XP_048615733.1, XP_048599548.1, XP_048609429.1, XP_048624636.1, XP_048599595.1, XP_022565122.1, XP_022553081.1, XP_048624571.1
OG0000139	XP_010431617.1	XP_048616877.1, XP_048626074.1, XP_048631197.1, XP_022574458.2, XP_048599700.1, XP_013652100.2, XP_048627238.1, XP_048599872.1, XP_048617772.1
OG0000140	XP_010454742.1, XP_019088267.1	XP_013740286.2, XP_013681326.3, XP_048608044.1, XP_048630919.1
OG0000140	XP_010483489.1, XP_010483490.1	XP_048606408.1, XP_013713879.2, XP_048604485.1, XP_048606386.1, XP_013674904.1, XP_013733786.2, XP_048604591.1, XP_022556278.2, XP_013743782.2
OG0000140	XP_010443667.1, XP_019095877.1, XP_019092906.1, XP_010443669.1, XP_010483537.1, XP_019095865.1, XP_010443671.1, XP_010454754.1	XP_013729602.1, XP_022549051.2
OG0000142	XP_019093759.1, XP_019083065.1, XP_010510508.1	XP_048630429.1, XP_013732593.2, XP_048636860.1, XP_013648742.2
OG0000142	XP_010414398.1	XP_013734925.2
OG0000142	XP_019093758.1, XP_019101445.1, XP_010469968.1	XP_013734924.2, XP_013742138.2, XP_013747160.2, XP_013747158.2, XP_013744248.1
OG0000142	XP_010414403.1, XP_010510507.1	XP_013734927.2, XP_013744626.2
OG0000142	XP_010510502.1, XP_010414426.1	XP_048630430.1, XP_022564993.1
OG0000142	XP_010510316.1, XP_010510310.1, XP_010469814.1, XP_010510309.1, XP_010480220.1, XP_010510314.1, XP_010469818.1	XP_013744231.2, XP_013744228.3
OG0000143	XP_010513454.1, XP_010431113.1	XP_048624065.1, XP_013713307.1, XP_013746133.2
OG0000143	XP_010462932.1	XP_048619964.1
OG0000143	XP_010481066.1, XP_010456739.1	XP_048596379.1, XP_048591981.1, XP_048593244.1, XP_048598142.1
OG0000143	XP_010431114.1, XP_010496991.1	XP_048601314.1
OG0000144	XP_010453170.1, XP_010497231.1	XP_048608091.1
OG0000144	XP_010436569.1, XP_010463024.1, XP_010481228.1, XP_010445159.1, XP_019090975.1	XP_048623651.1
OG0000144	XP_010431020.1, XP_010436526.1, XP_019087679.1	XP_048595688.1
OG0000144	XP_019086294.1, XP_019087453.1, XP_010471647.1	XP_022552373.1, XP_048611630.1
OG0000145	XP_010418979.1	XP_022552184.1
OG0000145	XP_010490333.1, XP_010481237.1, XP_010451529.1	XP_013669496.2, XP_048622999.1, XP_013645531.2, XP_048615538.1, XP_048605737.1, XP_013704319.2, XP_013719210.1, XP_048605867.1, XP_048609993.1, XP_022557814.2, XP_048622774.1, XP_048633157.1, XP_048634906.1, XP_048602089.1, XP_048602087.1, XP_048596945.1
OG0000145	XP_010506882.1, XP_010474153.1, XP_010445442.1, XP_010456812.1, XP_010423370.1, XP_010436399.1, XP_010490351.1	XP_048607526.1
OG0000145	XP_010501465.1, XP_019093235.1, XP_010507440.1	XP_013730850.1, XP_022548307.2, XP_048630104.1, XP_013649247.1, XP_048613514.1, XP_048613361.1, XP_022547756.1, XP_048630100.1, XP_013730280.1, XP_013750196.2, XP_048600399.1, XP_048619895.1, XP_013718679.2, XP_048609370.1, XP_048619379.1, XP_048616196.1, XP_048624982.1, XP_013671935.2, XP_022564568.2, XP_048630292.1, XP_048626780.1, XP_048628845.1, XP_013709538.1, XP_048599871.1
OG0000145	XP_010418595.1, XP_019082691.1, XP_010514307.1, XP_010424245.1, XP_010490073.1	XP_048591580.1, XP_048613494.1
OG0000146	XP_010443159.1, XP_010449511.1, XP_010482977.1	XP_022568478.2, XP_022573244.1, XP_048607276.1, XP_013681201.2
OG0000146	XP_010443165.1, XP_010443164.1, XP_010482979.1, XP_010449549.1	XP_048607272.1, XP_013680812.1, XP_013652138.1, XP_013665788.1
OG0000146	XP_010482974.1, XP_010449487.1, XP_010443156.1	XP_013705645.2, XP_013665791.2, XP_048629397.1
OG0000146	XP_010449529.1, XP_010443158.1, XP_010482976.2, XP_010449537.1	XP_013683699.1, XP_013665789.1, XP_013665790.1, XP_013651101.2
OG0000146	XP_010482975.1, XP_010443157.1	XP_013646341.2, XP_022573245.1
OG0000146	XP_010449475.1	XP_013718411.1, XP_013725782.1
OG0000146	XP_010485140.1	XP_013679462.1, XP_013704713.2
OG0000147	XP_010414912.1	XP_013652767.1, XP_013652756.1, XP_048625859.1, XP_013738909.2
OG0000147	XP_019096581.1	XP_048590962.1, XP_048606560.1
OG0000147	XP_010433017.1, XP_010451109.1, XP_010438207.1	XP_013656312.2
OG0000147	XP_010443420.1, XP_019095995.1, XP_010452018.1	XP_048606815.1, XP_048603056.1, XP_048624774.1, XP_048598891.1
OG0000147	XP_019093982.1, XP_010417678.1	XP_013726987.1, XP_013650334.2, XP_013648576.1
OG0000147	XP_010425792.1, XP_019102235.1	XP_013701019.2
OG0000147	XP_010496144.1, XP_010488815.1	XP_013681235.2, XP_048632582.1
OG0000147	XP_010429432.1, XP_019094158.1	XP_048620974.1, XP_013664071.2
OG0000149	XP_010455308.1, XP_019095493.1, XP_010443729.1, XP_010455299.1, XP_010443725.2, XP_010443735.1, XP_010443736.1	XP_048598964.1, XP_048602609.1, XP_013682314.2, XP_013682101.1, XP_022551617.2, XP_013682103.1, XP_013732617.1, XP_013681735.2
OG0000149	XP_010443739.1	XP_048602602.1, XP_048606211.1
OG0000149	XP_019095503.1	XP_048602607.1
OG0000149	XP_010426071.1, XP_010514962.1, XP_010503250.1	XP_048601079.1
OG0000150	XP_019085142.1	XP_048610496.1
OG0000150	XP_019089199.1	XP_013738578.3, XP_022558375.1
OG0000150	XP_019099657.1, XP_019085504.1	XP_022551264.2, XP_048615138.1
OG0000150	XP_010425976.1, XP_010431095.1, XP_010426257.1, XP_010507205.1, XP_010514886.1, XP_010507204.1, XP_010431008.1, XP_010412568.1	XP_022557713.2, XP_013745990.2
OG0000151	XP_010442887.1, XP_010482719.1, XP_010445686.1	XP_013666811.1, XP_013714744.1
OG0000151	XP_010448055.1	XP_013750324.1, XP_013671658.1
OG0000151	XP_010433285.1	XP_013712559.1, XP_013656387.1, XP_048626642.1
OG0000151	XP_010516221.1, XP_010496667.1, XP_010489253.1	XP_022555445.1, XP_013741197.1, XP_013690523.1, XP_048593192.1
OG0000151	XP_019087079.1, XP_010450714.1, XP_010483082.1	XP_013685382.1, XP_013680464.1, XP_048598833.1, XP_013733435.1
OG0000151	XP_010418477.1, XP_010473679.1, XP_010430541.1	XP_013684904.1, XP_013750266.2
OG0000152	XP_010490446.2	XP_048627744.1, XP_048627645.1, XP_048628764.1, XP_048611409.1, XP_013654390.1
OG0000152	XP_010414897.1, XP_019097809.1, XP_010456977.1, XP_010424836.1, XP_010501420.1, XP_019087424.1, XP_019087624.1, XP_010456808.1, XP_010412533.1	XP_022558237.1, XP_013680119.1, XP_048622801.1, XP_048611899.1, XP_022553260.1, XP_048604815.1, XP_048611415.1, XP_048623564.1, XP_022566227.2, XP_048601872.1, XP_048623645.1, XP_048609835.1, XP_048603127.1, XP_048609486.1, XP_048603122.1, XP_013684395.2, XP_048600462.1, XP_048600451.1, XP_048600538.1, XP_048604191.1, XP_048609038.1, XP_048609844.1, XP_048614714.1, XP_048614200.1, XP_013706323.1, XP_048612558.1, XP_022550713.1, XP_048604577.1, XP_048613034.1, XP_048618542.1, XP_048625770.1, XP_048612291.1, XP_048603571.1, XP_048613090.1, XP_048625013.1, XP_048626055.1, XP_048616617.1, XP_048616869.1, XP_048616543.1, XP_048618818.1, XP_048606691.1, XP_048626125.1, XP_048608938.1, XP_048610595.1, XP_048624702.1, XP_048601429.1, XP_022558865.2, XP_022565689.2, XP_022560790.2, XP_022554936.2, XP_048625850.1, XP_048602261.1, XP_048611203.1, XP_048625904.1, XP_048605452.1, XP_048625984.1, XP_048604589.1, XP_048608767.1, XP_048603702.1, XP_048630078.1, XP_048629704.1, XP_048603919.1, XP_048608148.1, XP_048605384.1, XP_048603742.1
OG0000154	XP_010497610.1, XP_010459142.1, XP_010476705.1	XP_013682918.2, XP_048622370.1, XP_013702845.1, XP_013692504.2, XP_013641680.1
OG0000154	XP_010465032.1, XP_010499184.1, XP_010486980.1	XP_013673168.1, XP_013646788.2
OG0000154	XP_010452091.1	XP_048609420.1, XP_048632626.1
OG0000154	XP_010423853.1, XP_019097656.1, XP_010452093.1	XP_048614596.1, XP_048596233.1, XP_013655775.2, XP_013685168.1, XP_013736813.2
OG0000154	XP_010495044.1, XP_010423858.1, XP_010484430.1, XP_010446275.1, XP_010463615.1, XP_010456365.1, XP_010490742.1, XP_010423825.2	XP_013661106.1, NP_001302519.1, XP_048624365.1, XP_013656843.2, XP_048598646.1
OG0000155	XP_010448157.1, XP_010433385.1, XP_010445100.2	XP_048598681.1, XP_048600242.1, XP_013705446.2, XP_013741574.2
OG0000155	XP_019085366.1, XP_010507381.1, XP_010456994.1, XP_010424665.1, XP_010429228.1, XP_010456978.1	XP_048634505.1
OG0000155	XP_010415122.1	XP_013724354.2, XP_013683763.2, XP_013722430.3, XP_022560648.2, XP_022544794.2, XP_022544795.2
OG0000155	XP_010439485.1, XP_010449073.1, XP_010434187.1	XP_013734858.2, XP_048601553.1
OG0000155	XP_010498398.2	XP_013695739.1
OG0000155	XP_010456921.1, XP_010467863.1, XP_010424597.2	XP_048591923.1, XP_013675630.1, XP_013701045.1, XP_048616734.1
OG0000156	XP_019082501.1, XP_019093195.1	XP_013689481.2, XP_013745192.3
OG0000156	XP_010506513.1, XP_010508155.1, XP_010508154.1, XP_010508153.1, XP_010518174.1, XP_010506515.1, XP_010508148.2, XP_010518175.2	XP_013691241.1
OG0000156	XP_010506519.1, XP_019082415.1, XP_010508143.1	XP_013749648.1, XP_013688285.1
OG0000156	XP_010478793.2, XP_010499912.1, XP_010478790.1, XP_010518179.1, XP_010506518.1, XP_010508144.1	XP_013688286.1, XP_013749646.1
OG0000156	XP_010413500.1	XP_013710705.2
OG0000157	XP_010481027.1, XP_010512980.1, XP_019085898.1, XP_010412930.1, XP_019099919.1, XP_019099769.1, XP_019099927.1, XP_010412931.1, XP_019087774.1, XP_019099768.1, XP_010509178.1, XP_010412927.1, XP_010469409.1, XP_019084299.1, XP_010512985.1, XP_019099766.1	XP_048596064.1, XP_048614930.1, XP_048596921.1, XP_013650950.1, XP_013739346.2
OG0000158	XP_019098380.1, XP_010474571.1	XP_013693413.1, XP_048591811.1
OG0000158	XP_019098381.1, XP_010445231.1, XP_010436460.1	XP_013673631.3, XP_048617259.1
OG0000160	XP_019082700.1	XP_013739955.2, XP_048590927.1, XP_048596314.1
OG0000160	XP_019099585.1, XP_010445958.1	XP_048609372.1, XP_048606939.1
OG0000160	XP_010422854.1	XP_022574359.1
OG0000160	XP_010424468.1	XP_048599619.1, XP_048615915.1, XP_048613260.1
OG0000160	XP_010462654.1	XP_022545617.1, XP_048604754.1, XP_022553522.1, XP_013717562.2
OG0000161	XP_010513305.1, XP_019083613.1, XP_010510750.1, XP_019093846.1	XP_048627955.1, XP_048603220.1, XP_048627950.1, XP_048603222.1, XP_048627949.1
OG0000161	XP_010463280.1, XP_019088340.1	XP_048604730.1, XP_013699317.2
OG0000161	XP_019098467.1	XP_048636143.1, XP_048614546.1
OG0000162	XP_010469182.1, XP_010512372.1, XP_010413555.1	XP_013701394.2, XP_048591524.1
OG0000162	XP_010494398.1	XP_013702986.2
OG0000162	XP_010414474.1	XP_013688834.1
OG0000164	XP_010447861.1, XP_010433102.1, XP_010480758.1	XP_022561173.2, XP_022573474.2
OG0000164	XP_010444903.1	XP_013723161.1
OG0000165	XP_010462647.1	XP_013654018.1
OG0000166	XP_010445342.1	XP_048596620.1, XP_048599588.1, XP_013668940.1
OG0000166	XP_019087380.1, XP_010480439.1, XP_019099895.1, XP_010501661.1	XP_013689431.1, XP_013751056.1, XP_013731011.1, XP_048620168.1, XP_048626837.1, XP_048613496.1, XP_013657968.1, XP_013728276.1, XP_022569929.1
OG0000167	XP_019098659.1, XP_010439682.1, XP_010434386.1, XP_010449327.1	XP_013672715.1, XP_013734245.1
OG0000167	XP_019100703.1, XP_019086616.1, XP_010440884.1, XP_019087473.1, XP_019087144.1, XP_019086617.1, XP_010450534.2, XP_019086321.1, XP_010445273.1, XP_010451364.1, XP_019086456.1	XP_013718480.1
OG0000167	XP_010449335.1, XP_010434389.1	XP_013674586.2, XP_013669834.2
OG0000168	XP_010419047.1, XP_019087294.1, XP_010456839.1	XP_013690279.2, XP_048624036.1
OG0000168	XP_019089220.1	XP_048624100.1
OG0000168	XP_010445568.1, XP_010431475.1, XP_010473894.1	XP_013745721.1
OG0000168	XP_010446092.1	XP_048599541.1, XP_048599540.1
OG0000169	XP_019093591.1, XP_019082673.1, XP_019085326.1, XP_019082668.1, XP_019093345.1	XP_013737883.3
OG0000169	XP_010472539.1, XP_010417315.1, XP_010429540.1	XP_022573898.2
OG0000169	XP_019083353.1, XP_010428402.2	XP_048592193.1, XP_022564424.1
OG0000169	XP_010417313.1, XP_010472547.1, XP_019085900.1	XP_048633706.1, XP_048612410.1
OG0000171	XP_010518410.1	XP_013688609.1, XP_013748359.1, XP_013691920.1, XP_013692945.1, XP_013732812.1, XP_048631826.1, XP_013677375.2, XP_013725328.1
OG0000171	XP_010415728.1, XP_010498859.1	XP_048596910.1
OG0000171	XP_010460136.1	XP_048614943.1
OG0000171	XP_010477643.1	XP_013702814.1
OG0000171	XP_010492280.1, XP_010453596.1, XP_010420114.1	XP_013712780.1, XP_022549246.1
OG0000172	XP_019100424.1, XP_010513714.1, XP_010507535.1, XP_010504862.1, XP_019102447.1, XP_010513709.1, XP_010513712.1, XP_019101673.1, XP_010413722.1, XP_019093914.1, XP_019100422.1, XP_010516554.1, XP_019100975.1	XP_013718167.3, XP_013646102.2
OG0000173	XP_019087367.1, XP_019087552.1, XP_010431369.1, XP_019092338.1	XP_048600381.1, XP_048612444.1, XP_048599290.1, XP_013745323.2
OG0000173	XP_019087433.1	XP_022544232.2, XP_048610054.1
OG0000173	XP_019086317.1, XP_019089182.1, XP_019094590.1, XP_010468079.1, XP_010431167.1, XP_019089257.1	XP_048605727.1, XP_048637484.1
OG0000173	XP_010463305.1	XP_048617357.1
OG0000173	XP_010430878.1, XP_019097507.1, XP_010430774.1, XP_010484985.1, XP_019098319.1	XP_048620631.1
OG0000173	XP_019089027.1	XP_013654994.3, XP_048629892.1, XP_022553448.2, XP_048602627.1
OG0000173	XP_019093410.1	XP_048622719.1, XP_048634947.1, XP_048596689.1, XP_048623985.1, XP_013723174.2, XP_048613898.1, XP_048613890.1
OG0000174	XP_010496827.1, XP_010430923.1, XP_010496931.1, XP_010436713.1, XP_019087565.1, XP_019087564.1, XP_010468594.1, XP_010441888.1, XP_010424938.1, XP_010426201.1, XP_010431083.1, XP_010445501.1, XP_010419029.1, XP_010424398.1, XP_010495504.1, XP_010417615.1, XP_010424125.1, XP_010445411.1, XP_010445422.1, XP_010423541.1, XP_010495883.1, XP_010490332.1	XP_013659739.2, XP_048613268.1, XP_048623662.1, XP_013700453.1, XP_048605528.1, XP_048601518.1, XP_048613197.1, XP_048604705.1, XP_048622670.1, XP_048611492.1, XP_048611734.1, XP_048593436.1, XP_048623561.1, XP_048613363.1, XP_048605754.1, XP_048605878.1, XP_048611840.1, XP_048624058.1, XP_048623562.1, XP_048604626.1, XP_048623631.1, XP_048623787.1, XP_048624055.1, XP_048604793.1, XP_048615850.1, XP_048605376.1, XP_048598072.1, XP_048611733.1, XP_048605499.1, XP_048622843.1, XP_048604760.1, XP_048620031.1, XP_048605508.1, XP_048623899.1, XP_048613999.1
OG0000175	XP_010446848.1	XP_022561753.1, XP_013748936.1, XP_013643011.1, XP_013665541.1
OG0000175	XP_010477239.1, XP_010459691.1, XP_010498441.1	XP_013727399.1, XP_013737935.2
OG0000175	XP_010416495.1	XP_048603674.1, XP_022558841.2
OG0000175	XP_010437541.1, XP_019086115.1, XP_010447010.1	XP_013731018.1, XP_013690548.1, XP_013719456.2
OG0000175	XP_010432207.1	XP_013661478.1, XP_048619516.1, XP_048607179.1, XP_048590981.1
OG0000176	XP_010481100.1, XP_019099460.1, XP_010480898.1, XP_010463049.1	XP_013727261.1, XP_013671130.2, XP_022545055.1
