Orthogroup	Eutrema_salsugineum	Cardamine_glauca
OG0004034	XP_006413750.1	Cg001G0187600
OG0004035	XP_006413736.1	Cg001G0186200
OG0004036	XP_024015326.1	Cg004G1246400
OG0004037	XP_006414349.1	Cg001G0240600
OG0004038	XP_006414315.1	Cg001G0237500
OG0004039	XP_006408501.1	Cg004G1077700
OG0004040	XP_006393850.1	Cg005G1729100
OG0004041	XP_006402343.1	Cg002G0403200
OG0004042	XP_024010749.1	Cg002G0411400
OG0004043	XP_006408841.1	Cg005G1715400
OG0004044	XP_006402480.1	Cg002G0415900
OG0004045	XP_024012908.1	Cg002G0416300
OG0004046	XP_006402677.1	Cg002G0431300
OG0004047	XP_006402883.2	Cg002G0450400
OG0004048	XP_006398518.1	Cg002G0694900
OG0004049	XP_024003949.1	Cg005G1517100
OG0004050	XP_006402968.1	Cg002G0458000
OG0004051	XP_024013406.1	Cg002G0484900, Cg002G0484800
OG0004052	XP_006403672.1	Cg002G0490500
OG0004053	XP_024013666.1	Cg002G0491300
OG0004054	XP_006418693.1, XP_006418691.1	Cg004G1319200
OG0004055	XP_024006308.1	Cg006G1785300
OG0004056	XP_006390710.1	Cg007G2489800
OG0004058	XP_006411311.1	Cg005G1525900
OG0004060	XP_006404978.1	Cg005G1746800
OG0004061	XP_024005791.1	Cg001G0157900
OG0004063	XP_024008581.1	Cg006G1927700
OG0004064	XP_006397105.1	Cg003G0776700, Cg003G0776900
OG0004065	XP_024009963.1	Cg003G0765500
OG0004066	XP_024011454.1	Cg008G2758000
OG0004068	XP_006394991.1	Cg008G2831400
OG0004069	XP_006397935.1	Cg005G1455300
OG0004070	XP_024010766.1	Cg005G1464400
OG0004071	XP_024016466.1, XP_006393120.1	Cg004G1381500, Cg004G1386200
OG0004072	XP_006397637.1	Cg005G1483900
OG0004073	XP_006397536.1	Cg005G1493000
OG0004074	XP_006416746.1	Cg006G2094000
OG0004076	XP_006408343.1	Cg004G1092600
OG0004077	XP_006408305.1	Cg004G1095400
OG0004078	XP_006408237.1	Cg004G1100900
OG0004079	XP_006395036.1	Cg008G2836500
OG0004080	XP_006408161.1	Cg004G1107600
OG0004081	XP_006408127.1	Cg004G1110500
OG0004081	XP_006394982.1	Cg008G2830400
OG0004082	XP_006408119.1	Cg004G1111100
OG0004083	XP_006408100.1	Cg004G1114100
OG0004084	XP_006408011.1	Cg004G1121600
OG0004085	XP_006407987.1	Cg004G1123800
OG0004086	XP_006407851.1	Cg004G1136800
OG0004087	XP_024015725.1	Cg004G1188100
OG0004088	XP_024014851.1	Cg004G1194800
OG0004089	XP_006407111.1, XP_006407110.1, XP_006407109.1	Cg004G1204200
OG0004090	XP_006406988.1	Cg004G1216300
OG0004091	XP_006406890.1	Cg004G1224200
OG0004092	XP_006406763.1	Cg004G1236000
OG0004093	XP_006406668.1	Cg004G1245100
OG0004094	XP_006406464.1	Cg004G1263800
OG0004095	XP_006395104.1	Cg008G2863000, Cg008G2848500
OG0004096	XP_006395278.2	Cg002G0622300
OG0004097	XP_006405607.1	Cg001G0365300
OG0004099	XP_006406034.1	Cg004G1302300
OG0004100	XP_006406122.1	Cg004G1295400
OG0004101	XP_006406123.1	Cg004G1295300
OG0004102	XP_006406260.1	Cg004G1283200, Cg004G1283100
OG0004103	XP_006412778.1	Cg001G0102600, Cg007G2461300, Cg007G2464100
OG0004104	XP_006395054.1	Cg004G1406700, Cg008G2838900
OG0004105	XP_006395038.1	Cg008G2836600
OG0004106	XP_024009906.1	Cg003G0700900
OG0004107	XP_006418417.1	Cg006G2248000
OG0004108	XP_006418169.1, XP_006403157.1	Cg006G2226200
OG0004109	XP_006417935.2	Cg006G2202000
OG0004110	XP_006417763.1	Cg006G2185900
OG0004111	XP_024005530.1, XP_006417623.1	Cg007G2344400
OG0004113	XP_006417392.1	Cg006G2152600
OG0004114	XP_006391802.1	Cg007G2274400
OG0004115	XP_006416975.1	Cg006G2115800
OG0004116	XP_006416660.1	Cg006G2086300
OG0004117	XP_006405722.1	Cg008G2931900
OG0004118	XP_024008548.1	Cg007G2491100
OG0004119	XP_006402243.2	Cg003G0840600
OG0004120	XP_006390770.1	Cg007G2484700
OG0004122	XP_006391780.1	Cg006G2136700, Cg007G2272400
OG0004124	XP_024015849.1	Cg007G2262200
OG0004125	XP_006396599.2	Cg003G0863400, Cg003G0735000
OG0004127	XP_024013612.1	Cg005G1718100
OG0004129	XP_024006184.1	Cg006G1850800
OG0004130	XP_006411882.1	Cg001G0026800
OG0004131	XP_006412015.1	Cg001G0037800
OG0004132	XP_006412048.1	Cg001G0041400
OG0004134	XP_006418831.1	Cg004G1307900
OG0004135	XP_006418822.1, XP_006418807.1	Cg004G1309600
OG0004136	XP_006411842.1	Cg014G3051600, Cg003G0704000
OG0004137	XP_006413005.1	Cg001G0122900
OG0004138	XP_006416024.1	Cg006G2025100
OG0004141	XP_024004945.1, XP_006392505.1	Cg007G2352200
OG0004146	XP_024013276.1, XP_024016667.1	Cg005G1645300
OG0004148	XP_006398517.1	Cg002G0695000
OG0004149	XP_006395392.1	Cg002G0629600
OG0004152	XP_006397274.1	Cg003G0799200
OG0004153	XP_006413091.1	Cg001G0130200
OG0004155	XP_006394296.1	Cg003G1023300, Cg003G1023400
OG0004157	XP_024003805.1	Cg005G1585100
OG0004165	XP_006412699.1	Cg005G1750800
OG0004166	XP_006412693.1	Cg001G0097000
OG0004167	XP_006412687.1	Cg001G0096600
OG0004168	XP_006394304.1	Cg003G1022900
OG0004169	XP_024011418.1	Cg008G2737200
OG0004170	XP_006400226.1	Cg008G2732400
OG0004171	XP_024012121.1	Cg008G2730900
OG0004174	XP_006400033.1	Cg008G2715900
OG0004175	XP_024011793.1	Cg008G2715400
OG0004177	XP_006416072.1	Cg006G2030700
OG0004178	XP_006399908.1	Cg008G2704100
OG0004180	XP_006399607.1	Cg008G2678100
OG0004181	XP_024006937.1	Cg002G0644800
OG0004182	XP_024011900.1	Cg008G2675400
OG0004182	XP_006394750.1	Cg008G2806200
OG0004184	XP_006399335.1	Cg008G2656300
OG0004185	XP_024011640.1	Cg008G2655700
OG0004186	XP_024005064.1, XP_024004712.1	Cg001G0155200
OG0004187	XP_006397371.1	Cg003G0898900
OG0004188	XP_006408588.1	Cg005G1681500
OG0004189	XP_024016037.1	Cg005G1674400
OG0004190	XP_006409759.1, XP_006409733.1	Cg005G1667200
OG0004191	XP_006409872.2	Cg005G1651300
OG0004192	XP_006410120.1	Cg005G1629200
OG0004193	XP_006410100.1	Cg005G1628500
OG0004194	XP_006410153.1	Cg005G1627500
OG0004195	XP_006410255.1	Cg005G1620000
OG0004198	XP_024003657.1	Cg005G1610700
OG0004199	XP_006403380.1	Cg008G2903600
OG0004199	XP_006393518.1	Cg006G1853800
OG0004200	XP_006397358.2	Cg003G0818800
OG0004201	XP_006393614.1	Cg006G1861700
OG0004202	XP_006415681.1	Cg006G1993200
OG0004203	XP_006415610.1	Cg005G1591700, Cg006G1986000
OG0004204	XP_006415558.1	Cg006G1978700, Cg006G1978600
OG0004205	XP_006410586.1	Cg005G1588900
OG0004206	XP_006415491.1	Cg006G1971900
OG0004207	XP_006415470.1	Cg006G1970000
OG0004208	XP_024008715.1	Cg006G1968700
OG0004209	XP_006415403.1	Cg006G1964900, Cg006G1964800
OG0004210	XP_006415259.1	Cg006G1952900
OG0004211	XP_006395749.1	Cg002G0682000
OG0004212	XP_024006783.1	Cg003G1059200
OG0004214	XP_006393904.1	Cg003G1058500
OG0004215	XP_006393970.1	Cg003G1052100
OG0004218	XP_006394345.1	Cg003G1019200
OG0004220	XP_006394518.1, XP_024014896.1	Cg003G1003900
OG0004221	XP_006394556.1	Cg003G0999200
OG0004222	XP_024005549.1	Cg001G0238300
OG0004223	XP_006403245.1	Cg008G2929400
OG0004225	XP_006394743.1	Cg008G2805300
OG0004226	XP_006400541.1	Cg008G2763300
OG0004227	XP_006400636.1	Cg008G2771200
OG0004228	XP_024011534.1	Cg008G2780200
OG0004229	XP_006400984.1	Cg003G0982500
OG0004230	XP_006401015.1	Cg003G0980000
OG0004232	XP_006401287.2	Cg003G0956700
OG0004233	XP_024005724.1	Cg001G0174500
OG0004234	XP_024012101.1	Cg003G0946700
OG0004235	XP_006404119.2, XP_006391484.1	Cg002G0531500
OG0004236	XP_006401539.1	Cg003G0936100
OG0004237	XP_006396445.1	Cg003G0721500, Cg014G3033800
OG0004238	XP_006396487.1	Cg014G3029000, Cg003G0725600
OG0004240	XP_006407580.1	Cg004G1162300
OG0004241	XP_024010317.1, XP_006397136.2	Cg008G2612500
OG0004242	XP_006398747.1	Cg008G2600600
OG0004243	XP_024011976.1, XP_006405906.2	Cg008G2586700
OG0004244	XP_006405433.1	Cg007G2435100, Cg001G0309800, Cg001G0379800
OG0004245	XP_024014664.1	Cg002G0630300, Cg001G0385400
OG0004246	XP_006389829.1	Cg007G2570900, Cg007G2574200
OG0004247	XP_006389892.1	Cg007G2565200
OG0004248	XP_006389954.1	Cg007G2559200, Cg006G2095200
OG0004249	XP_006390065.2	Cg007G2547800
OG0004250	XP_006407753.1	Cg004G1146500
OG0004251	XP_006392584.1	Cg006G1783300
OG0004252	XP_006415861.1	Cg006G2008800
OG0004253	XP_006392816.1, XP_006414715.2	Cg006G1803100
OG0004254	XP_006414912.1	Cg001G0282700
OG0004255	XP_006397643.1	Cg005G1483400
OG0004256	XP_006390611.1	Cg007G2499200
OG0004257	XP_006416031.1	Cg006G2026700
OG0004259	XP_006395363.1	Cg002G0636000
OG0004260	XP_006402057.1	Cg003G0888200
OG0004261	XP_006395406.1	Cg002G0648400
OG0004262	XP_006395597.1	Cg002G0667100
OG0004263	XP_006415972.1	Cg006G2019800
OG0004264	XP_006391018.1	Cg007G2461500
OG0004265	XP_006398313.1	Cg008G2970500
OG0004266	XP_006398283.1	Cg008G2967300
OG0004267	XP_006398219.1	Cg008G2961400
OG0004269	XP_006398019.1	Cg005G1697400
OG0004270	XP_006390775.1	Cg007G2484300
OG0004271	XP_006393062.1	Cg006G1821300
OG0004272	XP_006392993.1	Cg006G1817100
OG0004273	XP_006392933.1	Cg006G1812100
OG0004274	XP_006414088.1	Cg001G0215500
OG0004275	XP_006414091.2	Cg001G0216100
OG0004277	XP_024005431.1	Cg001G0228500
OG0004278	XP_006403953.1	Cg002G0517000
OG0004279	XP_006413528.1	Cg001G0167100
OG0004280	XP_024005541.1	Cg001G0169400
OG0004281	XP_006401935.1	Cg003G0898000
OG0004283	XP_006410650.1	Cg005G1583800
OG0004284	XP_006413634.1	Cg003G0750600
OG0004285	XP_006413909.1	Cg001G0201100
OG0004286	XP_024004341.1	Cg001G0195700
OG0004287	XP_006413821.1, XP_024010066.1	Cg001G0193300
OG0004288	XP_006414291.1	Cg001G0234900, Cg001G0234300, Cg001G0234500, Cg001G0234600, Cg001G0234000, Cg001G0235000
OG0004289	XP_006399939.1	Cg008G2706900
OG0004289	XP_006408542.1	Cg004G1074100
OG0004290	XP_006394856.1	Cg003G0777700, Cg008G2817900
OG0004291	XP_006402318.2	Cg002G0400700
OG0004293	XP_006402517.1	Cg002G0418900
OG0004295	XP_006402768.1	Cg002G0439400
OG0004296	XP_024012761.1	Cg002G0442300
OG0004297	XP_024012863.1	Cg002G0442600
OG0004299	XP_006402933.1	Cg002G0455200
OG0004300	XP_006402969.1	Cg002G0458100
OG0004301	XP_024012938.1	Cg002G0461700
OG0004302	XP_006391488.2	Cg002G0476200
OG0004302	XP_006403504.1	Cg002G0476400
OG0004303	XP_006401710.1	Cg003G0917600
OG0004304	XP_006418765.2	Cg004G1313000
OG0004305	XP_006409217.2	Cg004G1415300
OG0004306	XP_006409191.1	Cg004G1417700
OG0004307	XP_024016640.1	Cg004G1402300
OG0004308	XP_006409050.1	Cg004G1431900
OG0004310	XP_006411385.1	Cg005G1518500
OG0004311	XP_006411356.1	Cg005G1521100
OG0004312	XP_024003898.1	Cg005G1523200
OG0004313	XP_024003858.1	Cg005G1530400
OG0004314	XP_006411145.1	Cg005G1540100
OG0004315	XP_006411081.1	Cg005G1545800
OG0004316	XP_006410949.1	Cg005G1557700
OG0004317	XP_006396803.1	Cg003G0752800
OG0004318	XP_006404856.1	Cg005G1753200
OG0004319	XP_006415839.1	Cg006G2007400
OG0004320	XP_006418127.1	Cg005G1718500, Cg006G2222400
OG0004322	XP_006394892.1	Cg008G2820800
OG0004325	XP_006394950.1	Cg008G2827000
OG0004326	XP_006397895.1	Cg005G1458600
OG0004327	XP_006397894.1	Cg005G1458700
OG0004328	XP_006397844.1	Cg008G2758700, Cg005G1463900, Cg005G1652700
OG0004329	XP_006397823.1	Cg005G1465700
OG0004330	XP_006397809.1	Cg005G1467100, Cg006G2015700
OG0004331	XP_006406284.1	Cg004G1280900
OG0004332	XP_006397750.1	Cg005G1472500
OG0004333	XP_024010845.1	Cg005G1492200
OG0004334	XP_024003770.1	Cg005G1498200
OG0004335	XP_006411584.1	Cg005G1498700
OG0004336	XP_006411559.1	Cg005G1501200
OG0004337	XP_006398414.1	Cg008G2981300
OG0004338	XP_006398409.1	Cg008G2980900
OG0004339	XP_006398400.1	Cg008G2980100
OG0004340	XP_006408027.1	Cg004G1120300
OG0004341	XP_006408003.1	Cg004G1122800
OG0004342	XP_006407915.1	Cg004G1131100
OG0004343	XP_006407905.1	Cg004G1131800
OG0004345	XP_024015515.1	Cg004G1159700
OG0004346	XP_006407463.1	Cg001G0369500, Cg004G1172400
OG0004347	XP_006407405.1	Cg004G1178300
OG0004348	XP_006407379.1	Cg004G1180100
OG0004348	XP_006399139.1	Cg008G2638600
OG0004349	XP_006407316.1	Cg004G1185000
OG0004350	XP_006407260.1	Cg004G1191000
OG0004351	XP_006407215.1	Cg004G1194700
OG0004352	XP_006407162.2	Cg004G1198700
OG0004353	XP_006407130.1	Cg004G1202800
OG0004354	XP_006407114.1	Cg004G1204000
OG0004355	XP_006407039.1	Cg004G1210200
OG0004356	XP_006406978.1	Cg004G1217100
OG0004357	XP_024015115.1	Cg004G1217600
OG0004358	XP_006406970.1	Cg004G1218000
OG0004359	XP_024015774.1	Cg004G1224100
OG0004360	XP_006409009.1	Cg004G1444300, Cg004G1444200
OG0004361	XP_006406764.1	Cg004G1235900
OG0004362	XP_006406577.1	Cg004G1252700
OG0004363	XP_006406544.1	Cg004G1255800
OG0004364	XP_006406484.1	Cg004G1261700
OG0004366	XP_006406379.1	Cg004G1271700
OG0004367	XP_006406334.1	Cg004G1276500
OG0004368	XP_006406319.1	Cg004G1278200
OG0004369	XP_006406295.1	Cg004G1280000
OG0004370	XP_006405837.1	Cg001G0339400
OG0004371	XP_006391521.1	Cg007G2416900
OG0004373	XP_006418839.1	Cg004G1307100
OG0004374	XP_006406061.1	Cg004G1300800
OG0004375	XP_024014954.1	Cg004G1290800
OG0004376	XP_006406232.1	Cg004G1286500
OG0004377	XP_006406240.1	Cg004G1285000
OG0004378	XP_006406241.1	Cg004G1284900
OG0004379	XP_006406267.1	Cg004G1282500
OG0004380	XP_024007065.1	Cg001G0321400
OG0004380	XP_006391568.1	Cg007G2409500, Cg007G2399300
OG0004381	XP_006400417.1	Cg008G2750600
OG0004382	XP_006403894.1	Cg002G0512300
OG0004383	XP_006403905.1	Cg002G0513400
OG0004384	XP_006418358.1	Cg006G2243000, Cg006G2240900
OG0004385	XP_006418230.1	Cg006G2231800
OG0004387	XP_024008183.1	Cg006G2205200
OG0004388	XP_006417755.1	Cg006G2185200
OG0004390	XP_006417568.1	Cg006G2169400
OG0004391	XP_006417540.1	Cg006G2166200
OG0004392	XP_006417294.1, XP_024016224.1	Cg006G2144000
OG0004393	XP_006417223.1	Cg006G2138200
OG0004394	XP_006417217.1	Cg006G2137700
OG0004395	XP_006417201.1	Cg006G2136300
OG0004396	XP_006416803.1	Cg006G2098700
OG0004397	XP_006416299.1	Cg006G2052200
OG0004398	XP_006416232.1	Cg006G2045500
OG0004399	XP_006416177.1	Cg006G2040000
OG0004400	XP_024007615.1	Cg007G2486200
OG0004401	XP_024009634.1, XP_006390904.1	Cg007G2472800
OG0004403	XP_006391765.1	Cg007G2271600
OG0004404	XP_024003684.1	Cg007G2338200
OG0004405	XP_024003804.1	Cg007G2259800
OG0004408	XP_006411789.1	Cg001G0017200
OG0004409	XP_006411952.1	Cg001G0032500
OG0004410	XP_006412138.1	Cg001G0049200
OG0004411	XP_006412379.1	Cg001G0069700
OG0004412	XP_006413924.1	Cg003G0700500
OG0004413	XP_006412330.1	Cg001G0065400
OG0004414	XP_006412303.1	Cg001G0063100
OG0004415	XP_006412290.1	Cg001G0061700
OG0004416	XP_024005743.1	Cg001G0082600
OG0004417	XP_006412578.1	Cg001G0087400
OG0004418	XP_006412599.2	Cg001G0089500
OG0004419	XP_006406000.2	Cg004G1305800
OG0004421	XP_024010491.1	Cg014G3045700, Cg003G0710000
OG0004422	XP_006396316.1, XP_024010512.1	Cg014G3046300, Cg003G0709500
OG0004423	XP_006412971.1	Cg001G0118900
OG0004428	XP_006393183.1	Cg006G1832100, Cg006G1831800
OG0004429	XP_006414679.1	Cg001G0264400
OG0004429	XP_006392864.1	Cg006G1806900
OG0004434	XP_006395434.1	Cg005G1459300
OG0004436	XP_006394977.2	Cg008G2830000, Cg008G2829900
OG0004440	XP_006389937.1	Cg007G2560800
OG0004451	XP_006413583.1	Cg001G0173600
OG0004452	XP_006404411.1	Cg002G0555800
OG0004453	XP_024003878.1	Cg005G1542400
OG0004455	XP_006395803.2	Cg002G0685800
OG0004456	XP_006400354.1	Cg008G2745200
OG0004457	XP_006418105.1	Cg006G2220200
OG0004458	XP_006400224.1	Cg008G2732300
OG0004459	XP_006402280.1	Cg002G0396700
OG0004460	XP_006400164.1	Cg008G2727100
OG0004461	XP_006400109.1	Cg008G2722800
OG0004462	XP_006400029.1	Cg008G2715500
OG0004463	XP_006399995.1, XP_024005962.1	Cg008G2712100
OG0004464	XP_006409409.1	Cg004G1402100
OG0004465	XP_006399873.1, XP_006398836.1	Cg008G2701200
OG0004466	XP_006399836.1	Cg008G2698300
OG0004467	XP_024007744.1, XP_024007960.1	Cg004G1224600, Cg004G1224500
OG0004468	XP_024012229.1	Cg008G2695000
OG0004469	XP_006399781.1	Cg008G2693200
OG0004470	XP_006399757.1	Cg008G2691100
OG0004471	XP_006399722.1	Cg008G2687500
OG0004472	XP_006399695.1	Cg008G2685200
OG0004473	XP_006399612.2	Cg008G2678500
OG0004476	XP_006399549.1	Cg008G2672500
OG0004477	XP_024012132.1	Cg008G2666200
OG0004478	XP_006399391.1	Cg008G2659500
OG0004479	XP_006399295.1	Cg008G2652800
OG0004480	XP_006396542.1	Cg003G0868300, Cg003G0729900
OG0004481	XP_006396553.1	Cg003G0867300, Cg003G0731000
OG0004482	XP_006413344.1, XP_006413343.1	Cg001G0153000
OG0004483	XP_024005053.1, XP_024011683.1	Cg001G0156000
OG0004484	XP_006408717.1	Cg005G1669700
OG0004485	XP_006409816.2	Cg005G1657300
OG0004486	XP_006409837.1	Cg005G1655300
OG0004487	XP_006410016.1	Cg005G1637800
OG0004488	XP_024016681.1	Cg005G1636200
OG0004489	XP_006410048.1	Cg005G1634100
OG0004490	XP_006410134.1	Cg005G1629900
OG0004492	XP_006410148.1	Cg005G1627900
OG0004493	XP_006410285.1	Cg005G1617100
OG0004494	XP_006410395.1	Cg005G1606600
OG0004495	XP_006410406.1	Cg005G1605300
OG0004496	XP_006410442.1	Cg005G1602600
OG0004497	XP_006410478.1	Cg005G1599000
OG0004498	XP_006410488.2	Cg005G1598300
OG0004499	XP_006403236.1	Cg008G2929700
OG0004500	XP_006418148.1	Cg006G2224400
OG0004500	XP_006403209.1	Cg008G2933400
OG0004502	XP_006413278.1	Cg001G0146000
OG0004503	XP_006393657.1	Cg006G1866500, Cg006G1866400
OG0004504	XP_006415714.1	Cg006G1996900
OG0004505	XP_006415692.1	Cg006G1994800
OG0004507	XP_006415679.1	Cg006G1992900
OG0004508	XP_006415648.1	Cg006G1990200
OG0004509	XP_006415614.1	Cg006G1986800
OG0004510	XP_006415579.1	Cg006G1980700
OG0004511	XP_006415559.1	Cg006G1978800
OG0004512	XP_006415548.1	Cg006G1976400
OG0004513	XP_006415541.1	Cg006G1975700
OG0004514	XP_006405488.2, XP_024008840.1	Cg005G1480800
OG0004515	XP_006415512.1	Cg006G1973100
OG0004516	XP_006415434.1	Cg006G1967500
OG0004518	XP_024006669.1	Cg002G0683600
OG0004519	XP_006395737.1	Cg002G0680700
OG0004520	XP_006395682.2	Cg002G0675300
OG0004521	XP_006393891.1	Cg003G1060000
OG0004522	XP_006394025.1	Cg003G1046900
OG0004523	XP_006394132.1	Cg003G1037600, Cg003G1037700
OG0004524	XP_006394201.1	Cg003G1031700
OG0004525	XP_006394212.1	Cg003G1031100
OG0004526	XP_006391104.2, XP_006396932.1	Cg003G1028100
OG0004527	XP_006394310.1	Cg003G1022400
OG0004529	XP_006394424.1	Cg003G1012500
OG0004530	XP_006394507.1	Cg003G1005000
OG0004531	XP_024007382.1	Cg008G2789700
OG0004532	XP_024006887.1	Cg002G0677900
OG0004533	XP_006394794.1	Cg008G2810800
OG0004534	XP_006394816.2	Cg008G2813200
OG0004535	XP_006394817.1	Cg008G2813300
OG0004536	XP_006394865.1	Cg008G2818600
OG0004537	XP_006395903.1	Cg001G0321300
OG0004538	XP_006400587.1	Cg008G2767100
OG0004539	XP_024012311.1	Cg008G2770800
OG0004540	XP_006400653.1	Cg008G2773200
OG0004541	XP_006400655.1	Cg008G2773300
OG0004542	XP_006400669.1	Cg008G2774200
OG0004543	XP_006400683.1	Cg008G2775600
OG0004544	XP_006400703.2	Cg008G2777500
OG0004545	XP_006400736.1	Cg008G2780700
OG0004546	XP_006400777.1	Cg008G2784300
OG0004547	XP_006400879.1	Cg003G0992500
OG0004548	XP_006400913.1	Cg003G0988700
OG0004549	XP_006400971.1	Cg003G0983700
OG0004550	XP_006400981.1	Cg003G0982600
OG0004551	XP_006401055.1	Cg003G0976600
OG0004552	XP_006401103.1	Cg003G0973200
OG0004553	XP_006417538.1	Cg006G2166100
OG0004555	XP_006401143.1	Cg003G0969600
OG0004556	XP_024005902.1	Cg001G0203500
OG0004557	XP_006401276.1	Cg003G0957500
OG0004558	XP_006401299.1	Cg003G0955600
OG0004559	XP_006418054.1	Cg006G2214200
OG0004560	XP_006401365.1	Cg003G0950400
OG0004561	XP_006401518.1	Cg003G0937300
OG0004561	XP_006413112.1	Cg001G0132400
OG0004562	XP_024008884.1, XP_006401541.2	Cg003G0935400
OG0004563	XP_006404149.1	Cg002G0534000
OG0004565	XP_006399208.1	Cg008G2644500
OG0004566	XP_006398929.1	Cg008G2619700
OG0004567	XP_006398902.1	Cg008G2616500
OG0004569	XP_006398801.1	Cg008G2606300
OG0004570	XP_006398730.1	Cg008G2599100
OG0004571	XP_006392093.1, XP_006407746.1, XP_006398568.1	Cg004G1147200
OG0004572	XP_006389773.1	Cg007G2577000
OG0004573	XP_024007085.1	Cg007G2575900
OG0004574	XP_024012782.1	Cg007G2573900
OG0004575	XP_006389872.1	Cg007G2567100
OG0004576	XP_006389971.1	Cg007G2556900
OG0004578	XP_006390005.1	Cg007G2552900
OG0004579	XP_006390049.1, XP_006390048.1	Cg007G2549100
OG0004580	XP_006390058.1	Cg007G2548500
OG0004583	XP_006390296.2	Cg007G2526200
OG0004584	XP_006390297.1	Cg007G2526100
OG0004585	XP_006415893.1	Cg006G2012100
OG0004586	XP_006392711.1	Cg006G1792900
OG0004588	XP_006392808.2	Cg006G1802700
OG0004589	XP_006410774.1	Cg005G1573200
OG0004590	XP_024008755.1	Cg005G1633500, Cg005G1481300
OG0004591	XP_024004605.1	Cg001G0087000
OG0004593	XP_006401765.1	Cg003G0911800
OG0004595	XP_006414914.2	Cg001G0282900
OG0004597	XP_006414711.1	Cg001G0266900
OG0004598	XP_024005855.1	Cg001G0259600
OG0004599	XP_006390615.1	Cg007G2498500
OG0004600	XP_006413663.1	Cg001G0180200
OG0004601	XP_006390418.1	Cg007G2515700
OG0004602	XP_006391034.1	Cg007G2463000
OG0004603	XP_006412967.1	Cg001G0118400
OG0004604	XP_024005360.1	Cg001G0111700
OG0004606	XP_006402055.1	Cg003G0888400
OG0004607	XP_006395610.1	Cg002G0668600
OG0004608	XP_006390952.1	Cg007G2469100
OG0004609	XP_006398291.1, XP_024011153.1	Cg008G2968300
OG0004610	XP_006398207.1	Cg008G2960300
OG0004611	XP_006406364.2	Cg004G1273300
OG0004612	XP_024006283.1	Cg006G1821700
OG0004613	XP_006393046.1	Cg006G1819800
OG0004614	XP_024009230.1	Cg004G1310200
OG0004615	XP_024006210.1	Cg006G1813500
OG0004616	XP_006392923.1, XP_006392917.1	Cg006G1811300
OG0004617	XP_006392849.1	Cg004G1341300, Cg004G1341100, Cg004G1341200, Cg006G1805800
OG0004618	XP_006392848.1	Cg001G0221900, Cg006G1805700
OG0004619	XP_006410737.1	Cg005G1576500
OG0004620	XP_024004614.1	Cg001G0213800
OG0004621	XP_006414103.1	Cg001G0217400
OG0004622	XP_006414895.1	Cg001G0281900
OG0004623	XP_006414122.1	Cg001G0218700
OG0004624	XP_006413542.1	Cg001G0168300
OG0004625	XP_006413564.1	Cg001G0170500
OG0004626	XP_006408927.1, XP_006409811.1	Cg004G1399800
OG0004627	XP_024016607.1	Cg004G1405900
OG0004628	XP_006413480.1	Cg001G0163500
OG0004629	XP_006413482.1	Cg001G0163700
OG0004630	XP_006413504.1	Cg001G0165200
OG0004631	XP_024005672.1	Cg001G0166200
OG0004633	XP_006413666.1	Cg001G0180600
OG0004635	XP_006413866.1	Cg001G0197500
OG0004636	XP_006391754.1	Cg007G2270800
OG0004638	XP_006402325.1	Cg002G0401500
OG0004640	XP_006402451.1	Cg004G1275200, Cg002G0413000
OG0004641	XP_006402463.1	Cg002G0414100
OG0004642	XP_006402589.1	Cg002G0424600
OG0004643	XP_006402670.1	Cg002G0430900
OG0004644	XP_006413378.1	Cg001G0155400
OG0004645	XP_006402812.1	Cg002G0444000
OG0004646	XP_006402833.1	Cg002G0445800
OG0004647	XP_006402876.1	Cg002G0449900
OG0004648	XP_006402882.1	Cg002G0450300
OG0004649	XP_024009985.1, XP_006396764.1	Cg002G0452500
OG0004650	XP_006402914.1	Cg002G0453300
OG0004651	XP_006402947.2	Cg002G0456500
OG0004652	XP_006402958.1	Cg002G0457300
OG0004653	XP_006402991.1	Cg002G0460700
OG0004654	XP_006403014.1	Cg002G0462900
OG0004656	XP_006403446.1	Cg002G0470200
OG0004657	XP_006403620.1	Cg002G0486300
OG0004658	XP_006403631.1	Cg002G0487000
OG0004659	XP_006401581.1	Cg003G0932100
OG0004660	XP_006401407.1, XP_006401650.1, XP_006401651.1	Cg003G0922500
OG0004661	XP_024006394.1	Cg007G2444700
OG0004662	XP_006391134.1	Cg007G2453800
OG0004663	XP_006409127.1	Cg004G1422600
OG0004664	XP_006409081.1, XP_024014924.1	Cg004G1428400
OG0004665	XP_024016524.1	Cg004G1430900
OG0004666	XP_006411323.1	Cg005G1525000
OG0004667	XP_024014142.1	Cg005G1765700
OG0004668	XP_006411279.1	Cg005G1529200
OG0004669	XP_006411253.1	Cg005G1531200
OG0004670	XP_006411238.1	Cg005G1532600
OG0004671	XP_006411202.1	Cg005G1535000
OG0004672	XP_006411173.1	Cg005G1537600
OG0004673	XP_006392022.2	Cg005G1537700
OG0004674	XP_006411132.1	Cg005G1541200
OG0004676	XP_006410997.1	Cg005G1553400
OG0004677	XP_024009821.1	Cg003G0740500, Cg003G0857200
OG0004678	XP_006396776.1	Cg003G0750500
OG0004679	XP_006393703.1	Cg006G1869600
OG0004680	XP_006391339.1	Cg003G0784500
OG0004680	XP_006397158.1	Cg003G0784600
OG0004682	XP_006396864.1	Cg003G0756200
