Orthogroup	Eutrema_salsugineum	Noccaea_praecox
OG0001536	XP_006391740.2	Np002G1225900
OG0001537	XP_006396454.1	Np003G1866300
OG0001538	XP_006418274.1	Np004G2573800
OG0001538	XP_006396471.1	Np003G1864300
OG0001539	XP_006399123.1	Np003G1320800
OG0001540	XP_006407474.1	Np007G4109000
OG0001540	XP_006399013.1	Np003G1305400
OG0001542	XP_024011507.1	Np003G1277700
OG0001542	XP_006407628.1	Np007G4127700
OG0001543	XP_006390134.1	Np002G0755300
OG0001543	XP_006416308.1	Np004G2340500
OG0001544	XP_006390135.1	Np002G0760400, Np002G0755400
OG0001544	XP_006416309.1	Np004G2340700
OG0001545	XP_006390173.1	Np002G0761700
OG0001545	XP_006416340.1	Np004G2343800
OG0001546	XP_006390358.1	Np002G0785100
OG0001546	XP_006390357.1	Np002G0785000
OG0001547	XP_006412112.1	Np005G2663300
OG0001547	XP_006409325.1	Np007G3760400
OG0001548	XP_006412053.1	Np006G3274700, Np005G2673900
OG0001548	XP_006409253.1	Np007G3754900
OG0001549	XP_006414882.1	Np005G3072600
OG0001549	XP_006418792.2	Np007G3861800
OG0001550	XP_006390489.1	Np002G0807100
OG0001550	XP_006416601.1	Np004G2373500
OG0001551	XP_024010828.1	Np003G1799600, Np003G1799700
OG0001552	XP_006398248.1	Np001G0369400
OG0001552	XP_006414032.1	Np005G2905300
OG0001553	XP_024015685.1	Np007G3993300
OG0001553	XP_024006312.1	Np004G1964500
OG0001554	XP_006392878.1	Np004G1941700
OG0001554	XP_006406938.1	Np007G4028700
OG0001555	XP_006398403.1	Np001G0332200
OG0001555	XP_006414205.1	Np005G2939200
OG0001556	XP_006414247.1	Np005G2957900
OG0001557	XP_006393852.1	Np001G0008400
OG0001557	XP_006403995.1	Np001G0524500
OG0001558	XP_006397908.1	Np006G3217900
OG0001558	XP_006402392.1	Np001G0685200
OG0001559	XP_006412518.1	Np005G2709600
OG0001559	XP_006405148.1	Np006G3641600
OG0001560	XP_006397594.1	Np006G3259600
OG0001560	XP_024012774.1	Np001G0652500
OG0001561	XP_024012931.1	Np001G0627600
OG0001561	XP_024012927.1	Np001G0627700
OG0001562	XP_006402865.1, XP_006411459.1	Np001G0623100
OG0001563	XP_006411380.1	Np006G3306300
OG0001563	XP_006402951.1	Np001G0612400
OG0001564	XP_006403418.1	Np001G0597100
OG0001564	XP_006411234.1	Np006G3328600
OG0001565	XP_006403427.1	Np001G0596100
OG0001565	XP_006403426.1	Np001G0596300
OG0001567	XP_006391422.1	Np001G0211400
OG0001568	XP_006412776.1	Np005G2744200
OG0001568	XP_024016398.1	Np007G3737500
OG0001569	XP_024014328.1	Np006G3705100
OG0001569	XP_006411716.1	Np005G2611900
OG0001570	XP_006390729.1	Np002G0832600
OG0001571	XP_006418251.2	Np004G2571500
OG0001571	XP_006400462.1	Np003G1469500
OG0001572	XP_006408091.1	Np007G4190300
OG0001572	XP_006394958.1	Np001G0175500, Np001G0149400
OG0001573	XP_006395009.1	Np001G0155800
OG0001573	XP_006408140.1	Np007G4199800
OG0001574	XP_006412951.1	Np005G2763800
OG0001574	XP_006408987.1	Np007G3719000
OG0001575	XP_006403431.1	Np002G0961300
OG0001575	XP_006405253.1	Np006G3586000
OG0001576	XP_006408115.1	Np007G4193800
OG0001577	XP_024007162.1	Np001G0178700
OG0001577	XP_006407818.1	Np007G4152400
OG0001578	XP_006406734.1	Np007G3925600
OG0001578	XP_006393466.1	Np004G1997700
OG0001581	XP_024014613.1	Np005G3155000
OG0001582	XP_024003849.1	Np006G3566700
OG0001582	XP_006418050.1	Np004G2548700
OG0001583	XP_006417400.1	Np004G2476400
OG0001583	XP_006392090.1	Np002G1171400
OG0001584	XP_006416963.1	Np004G2416100
OG0001584	XP_006395863.1	Np001G0268400
OG0001585	XP_006416185.1	Np004G2320400
OG0001585	XP_006416184.1	Np004G2320300
OG0001586	XP_006395675.1	Np001G0240500
OG0001587	XP_006416107.1	Np004G2305400
OG0001587	XP_024012577.1	Np002G0848300
OG0001588	XP_024015728.1	Np002G1241000
OG0001588	XP_006405307.1	Np005G3200300
OG0001589	XP_006395378.1	Np001G0201100
OG0001590	XP_024005690.1	Np005G2617500
OG0001591	XP_024014202.1	Np006G3689600
OG0001591	XP_024015358.1	Np007G4055500
OG0001591	XP_024005595.1	Np005G2623500
OG0001592	XP_006412271.1	Np005G2643700
OG0001593	XP_006417116.1	Np004G2434400
OG0001593	XP_006395645.1	Np001G0237200
OG0001597	XP_024005856.1, XP_024004871.1, XP_024005775.1	Np005G3051500, Np005G3051400
OG0001598	XP_024012326.1	Np003G1341700
OG0001598	XP_024007597.1	Np001G0096100
OG0001599	XP_006412909.2	Np005G2759000
OG0001600	XP_024009284.1, XP_024004896.1, XP_024015951.1	Np005G2953600
OG0001600	XP_024015950.1, XP_024016285.1, XP_024010335.1	Np005G2953700
OG0001603	XP_006404257.1	Np001G0485300
OG0001603	XP_006394294.1	Np001G0061400
OG0001604	XP_006416541.1	Np004G2366600
OG0001604	XP_006404290.1	Np001G0481200
OG0001606	XP_006400249.1	Np003G1443700
OG0001606	XP_024015378.1	Np007G4225800
OG0001607	XP_006408348.1	Np007G4226500
OG0001607	XP_006400233.1	Np003G1441100
OG0001608	XP_006407630.2	Np007G3802400, Np007G3802300, Np007G3802000
OG0001609	XP_006408410.1	Np007G4233300
OG0001610	XP_006415776.1, XP_006415774.1	Np004G2100900, Np004G2100700
OG0001611	XP_024012406.1	Np003G1395100
OG0001611	XP_006400505.1	Np003G1474200
OG0001612	XP_024012221.1	Np003G1474500
OG0001612	XP_024011882.1	Np003G1390800
OG0001613	XP_006399687.1	Np003G1384400
OG0001613	XP_006394845.1	Np001G0135800
OG0001614	XP_024016068.1	Np001G0037300
OG0001614	XP_006399520.1	Np003G1365600
OG0001615	XP_006404685.1	Np006G3691200
OG0001615	XP_006399521.1	Np003G1365500, Np004G2192600
OG0001616	XP_006394136.1	Np001G0042900
OG0001617	XP_006399392.1	Np003G1353100
OG0001617	XP_006394236.1	Np001G0053100
OG0001618	XP_006394577.1	Np001G0100900
OG0001618	XP_006399306.1	Np003G1343800
OG0001619	XP_006396528.1	Np003G1857300
OG0001619	XP_006418235.1	Np004G2570100
OG0001620	XP_006417790.1	Np004G2519300
OG0001621	XP_006410049.1	Np006G3521200
OG0001621	XP_024008415.1	Np004G2523800
OG0001622	XP_006417846.1	Np004G2525500
OG0001622	XP_006410079.1	Np006G3523400
OG0001623	XP_006410093.1	Np006G3476400, Np006G3531700
OG0001623	XP_006417872.1	Np004G2527900
OG0001624	XP_006410192.1	Np006G3489200, Np006G3540900
OG0001624	XP_006417904.1	Np004G2531500
OG0001625	XP_024003772.1	Np006G3555200
OG0001625	XP_006417995.1	Np004G2541800
OG0001626	XP_006410462.1	Np006G3578600, Np004G2556500
OG0001627	XP_006418122.1	Np004G2557800
OG0001628	XP_006418171.1	Np004G2562700
OG0001628	XP_006403156.1	Np001G0405300
OG0001629	XP_006396580.1	Np003G1851500
OG0001629	XP_024008760.1	Np004G2567500
OG0001630	XP_006413280.1	Np005G2802900
OG0001630	XP_024011971.1	Np003G1653500
OG0001631	XP_006403295.1	Np001G0417900
OG0001631	XP_024008666.1	Np004G2105500
OG0001632	XP_006410540.1	Np006G3431700
OG0001632	XP_006415639.1	Np004G2115400
OG0001633	XP_024003915.1	Np001G0088000
OG0001633	XP_024007096.1	Np001G0087500, Np002G1106300, Np002G1102400
OG0001634	XP_006394525.1	Np001G0094500
OG0001634	XP_006417079.1	Np004G2429600
OG0001635	XP_006404217.1	Np001G0494400
OG0001636	XP_006404130.1	Np001G0505200
OG0001636	XP_006394717.1	Np001G0119400
OG0001637	XP_006400512.1	Np003G1475500
OG0001638	XP_006400566.1	Np001G0456300, Np003G1482300
OG0001640	XP_006413154.1	Np005G2789400
OG0001641	XP_006401482.1	Np003G1604400
OG0001641	XP_006413135.1	Np005G2787300
OG0001642	XP_024012617.1	Np003G1606600, Np003G1606700, Np003G1606800
OG0001643	XP_006413087.1	Np005G2781200
OG0001643	XP_006401599.1	Np003G1624800
OG0001644	XP_006407420.2	Np007G4100200
OG0001645	XP_006399072.1	Np003G1314000
OG0001646	XP_006399021.1	Np003G1306300
OG0001646	XP_006407466.1	Np007G4106600
OG0001647	XP_006402902.1	Np001G0616800
OG0001647	XP_006398863.1	Np003G1285200
OG0001648	XP_006405430.1	Np005G3182600
OG0001648	XP_006395460.1	Np001G0210300
OG0001649	XP_006405416.1	Np005G3184400
OG0001649	XP_006395477.1	Np001G0213400
OG0001650	XP_006405356.1	Np005G3193600
OG0001650	XP_006391707.1	Np002G1232600
OG0001651	XP_006416838.1	Np004G2400500
OG0001651	XP_006389871.1	Np002G0719700, Np002G0719100, Np002G0718100
OG0001652	XP_006389898.1	Np002G0723200
OG0001653	XP_006416816.1	Np002G1158000, Np004G2397500
OG0001653	XP_006389908.1	Np002G0724300
OG0001654	XP_006415265.1	Np004G2175500
OG0001655	XP_006391553.1	Np002G0983700
OG0001655	XP_006390144.1	Np002G0756700
OG0001655	XP_006413873.1	Np005G2883700
OG0001656	XP_006390192.1	Np002G0764100
OG0001656	XP_006416353.1	Np004G2345700
OG0001657	XP_006412100.1	Np005G2664900
OG0001657	XP_006409309.2	Np007G3759400
OG0001658	XP_006409225.1	Np007G3752700
OG0001658	XP_006412031.1	Np005G2676100
OG0001659	XP_006392556.1	Np004G1901200
OG0001659	XP_006407299.1	Np007G4086300
OG0001660	XP_006407094.1	Np007G4057600
OG0001661	XP_006392839.1	Np004G1936700
OG0001661	XP_006406983.1	Np007G4041700
OG0001662	XP_024004143.1	Np006G3397600
OG0001662	XP_006403801.1	Np001G0545900
OG0001663	XP_024003961.1	Np006G3393300
OG0001663	XP_024013476.1	Np001G0550000
OG0001664	XP_006410827.1	Np006G3390600, Np006G3389500
OG0001665	XP_024013436.1, XP_006403746.1	Np006G3389000, Np001G0552500
OG0001666	XP_024005685.1	Np005G3042900
OG0001666	XP_006406128.1	Np007G3836100
OG0001667	XP_006414444.1	Np005G3020500
OG0001667	XP_024015426.1	Np007G3913100
OG0001668	XP_006406815.1	Np007G3914400
OG0001668	XP_006414582.2, XP_024005411.1	Np005G3016800
OG0001669	XP_006414415.1, XP_006414584.2	Np005G3015900
OG0001669	XP_006414412.1, XP_006414587.1	Np005G3015500
OG0001670	XP_024008974.1	Np002G0798600
OG0001670	XP_006390477.1	Np002G0798500
OG0001671	XP_006395359.1	Np001G0198000
OG0001671	XP_006405561.1	Np005G3165100
OG0001672	XP_006395540.1	Np001G0223600
OG0001672	XP_006417174.1	Np004G2445700
OG0001673	XP_024006721.1	Np001G0230900
OG0001673	XP_024009039.1	Np004G2436600
OG0001674	XP_006406492.1	Np007G3964900
OG0001674	XP_006393210.1	Np004G1973400
OG0001675	XP_006406437.1	Np007G3977900
OG0001676	XP_006406329.1	Np007G3808100
OG0001676	XP_006393058.1	Np004G1956800
OG0001677	XP_006406832.1	Np007G3910100
OG0001677	XP_006392973.1	Np004G1949500
OG0001679	XP_006392875.1	Np004G1941000
OG0001679	XP_006406947.1	Np007G4029600
OG0001680	XP_006393379.2	Np005G3128600, Np005G3128300, Np005G3128400
OG0001681	XP_006414209.1	Np005G2940300
OG0001681	XP_006398405.1	Np001G0332000
OG0001682	XP_006398406.1	Np001G0331900
OG0001683	XP_006409413.1	Np007G3770300
OG0001683	XP_006412169.1	Np005G2655900
OG0001684	XP_006409401.1	Np007G3769200
OG0001684	XP_006412163.1	Np005G2656900
OG0001685	XP_006396706.1	Np003G1832200
OG0001685	XP_024005440.1	Np005G2858400
OG0001686	XP_006413690.1	Np005G2858600
OG0001686	XP_006396701.1	Np003G1832700
OG0001687	XP_006413729.1	Np005G2864300
OG0001687	XP_006396661.1	Np003G1837800
OG0001688	XP_006418636.2	Np007G3879700, Np007G3899200
OG0001688	XP_006392164.1	Np002G1160600
OG0001689	XP_006397461.1	Np004G2045700
OG0001689	XP_006397189.1	Np003G1769400, Np003G1768600
OG0001690	XP_006402316.1	Np001G0694600
OG0001690	XP_006397996.1	Np006G3205600
OG0001691	XP_006402334.1	Np001G0692500
OG0001691	XP_006397959.1	Np006G3210300
OG0001692	XP_006402352.1	Np001G0691100
OG0001692	XP_006393442.1	Np004G1996800
OG0001693	XP_006402414.2	Np001G0683000
OG0001694	XP_024013543.1	Np005G3146000
OG0001695	XP_006402600.1	Np001G0657500
OG0001695	XP_006397658.1	Np006G3252800
OG0001696	XP_006402602.1	Np001G0657400
OG0001696	XP_006397649.1	Np006G3253900
OG0001697	XP_006397489.1	Np006G3272600
OG0001697	XP_006402694.1	Np001G0646400
OG0001698	XP_006411553.1	Np006G3279300
OG0001698	XP_024012819.1	Np001G0637300
OG0001699	XP_006402839.1	Np001G0626200
OG0001700	XP_006402926.1, XP_006402925.1	Np001G0614800
OG0001700	XP_006402927.1	Np001G0614700
OG0001702	XP_024011216.1	Np003G1613600
OG0001703	XP_006418569.1, XP_006395950.1	Np005G3103200
OG0001705	XP_024010103.1	Np003G1832000
OG0001705	XP_024004254.1	Np006G3327600
OG0001706	XP_006411728.1	Np005G2613400
OG0001706	XP_006404620.1	Np006G3700800
OG0001707	XP_006397251.1	Np003G1759800
OG0001708	XP_006397109.1	Np003G1779000
OG0001708	XP_006416151.1	Np004G2313400
OG0001709	XP_006397067.2	Np003G1784000
OG0001709	XP_006415120.1	Np004G2061200
OG0001710	XP_006408012.1	Np007G4178900
OG0001710	XP_006394893.1	Np001G0141000
OG0001711	XP_006394978.1	Np001G0152100
OG0001712	XP_006408118.1	Np007G4194100
OG0001712	XP_006394990.1	Np001G0153700
OG0001714	XP_006408478.1	Np007G4244800
OG0001715	XP_006408326.1, XP_006409226.2	Np007G4224400
OG0001715	XP_006408327.2	Np007G4224700
OG0001716	XP_006417664.1	Np004G2506500
OG0001716	XP_006408182.1	Np007G4205000
OG0001717	XP_006406818.1	Np007G3914100
OG0001717	XP_006408060.2	Np007G4186500
OG0001718	XP_024015293.1	Np007G4181500, Np007G4182200
OG0001719	XP_006407963.1	Np007G4173100
OG0001719	XP_006400443.1	Np003G1467400
OG0001720	XP_006407951.1	Np007G4171900
OG0001720	XP_006400411.1	Np003G1464500
OG0001721	XP_006407943.1	Np007G4170000
OG0001723	XP_024015131.1	Np007G4161700
OG0001723	XP_006395133.2	Np001G0170200
OG0001724	XP_006397289.1	Np003G1757800
OG0001724	XP_006407636.1	Np007G4128600
OG0001725	XP_006407442.1	Np007G4103000
OG0001726	XP_006406666.1	Np007G3935500
OG0001726	XP_006393387.2	Np004G1992600
OG0001727	XP_006406620.1	Np007G3941400
OG0001727	XP_024006229.1	Np004G1990200
OG0001728	XP_006413006.1	Np005G2769800
OG0001728	XP_006401767.1	Np003G1649600
OG0001729	XP_024013489.1	Np001G0532100
OG0001730	XP_006418421.1	Np004G2588800
OG0001730	XP_006396302.1	Np003G1885400
OG0001731	XP_006396306.1	Np003G1884400
OG0001731	XP_006418418.1	Np004G2588000
OG0001732	XP_006396393.1	Np003G1873100
OG0001732	XP_006418349.1	Np004G2580900
OG0001733	XP_006396421.1	Np003G1870200
OG0001734	XP_006392338.1	Np002G1129900
OG0001734	XP_006417535.1	Np004G2492700
OG0001735	XP_006392092.1	Np002G1171300
OG0001735	XP_006417401.1	Np004G2476500
OG0001736	XP_006392026.1	Np002G1177700
OG0001736	XP_006417383.1	Np004G2474100
OG0001737	XP_024005319.1	Np005G3018800
OG0001738	XP_006391856.1	Np002G1202300
OG0001738	XP_006417266.1	Np004G2458100
OG0001739	XP_024008364.1	Np004G2443200, Np004G2443100, Np004G2443400
OG0001739	XP_006417155.1	Np004G2443500, Np004G2306000
OG0001740	XP_006390822.1	Np002G0843500
OG0001741	XP_006411834.1	Np005G2627000
OG0001741	XP_006390781.1	Np002G0837800
OG0001742	XP_006390872.2	Np002G0851700
OG0001742	XP_006416094.2	Np004G2304200, Np004G2304400
OG0001743	XP_006416052.2	Np004G2297500
OG0001744	XP_006391994.1	Np002G1181600
OG0001745	XP_006411773.1	Np005G2619900
OG0001745	XP_006404674.2	Np006G3692500
OG0001746	XP_006404700.1	Np006G3689400
OG0001746	XP_006411810.1	Np005G2623800
OG0001747	XP_006411873.1	Np005G2695200
OG0001747	XP_006404772.1	Np006G3679500
OG0001749	XP_006409422.1	Np007G3771500
OG0001750	XP_024004602.1	Np005G2715900
OG0001751	XP_024005882.1	Np005G2724900
OG0001751	XP_024007881.1	Np006G3331500
OG0001752	XP_024007686.1	Np004G2297200
OG0001752	XP_024008163.1	Np004G2297400
OG0001754	XP_006409469.1	Np007G3776400, Np003G1624600
OG0001755	XP_006404477.1, XP_006419088.1	Np001G0446300
OG0001755	XP_006419089.1	Np001G0446200
OG0001756	XP_024005153.1	Np005G3034200
OG0001756	XP_024005841.1	Np005G3034100
OG0001760	XP_024013217.1, XP_024014260.1, XP_024011344.1	Np006G3434000, Np002G1066200
OG0001760	XP_024009408.1, XP_024016522.1, XP_024005931.1, XP_024014483.1, XP_024005006.1, XP_024013921.1, XP_024013988.1, XP_024013998.1, XP_024011411.1, XP_024016523.1, XP_024010689.1, XP_024009968.1, XP_024009925.1, XP_024013170.1, XP_024010289.1, XP_024009321.1, XP_024009375.1, XP_006408802.2	Np006G3548700
OG0001763	XP_006400003.2	Np007G4220800
OG0001763	XP_006400295.1	Np003G1448900
OG0001764	XP_006400214.1	Np003G1438900
OG0001764	XP_006408361.1	Np007G4228400
OG0001765	XP_006400180.2	Np003G1435000
OG0001765	XP_024014833.1	Np007G4230400
OG0001766	XP_006400171.1	Np003G1434100, Np002G0736100
OG0001767	XP_024007712.1	Np004G2470900
OG0001767	XP_024007715.1	Np004G2469800
OG0001768	XP_006390898.1	Np002G0855200
OG0001768	XP_024011554.1	Np003G1417700
OG0001769	XP_006408539.1	Np007G4250300
OG0001769	XP_006399949.1	Np003G1412800
OG0001770	XP_006389810.1	Np002G0710200
OG0001771	XP_024009921.1	Np003G1858800
OG0001771	XP_006415318.1	Np004G2163100
OG0001772	XP_006399552.1	Np003G1368700
OG0001772	XP_006394007.1	Np001G0028600
OG0001773	XP_024007549.1	Np001G0031100
OG0001773	XP_024012423.1	Np003G1367700
OG0001774	XP_006399289.1	Np003G1341900
OG0001774	XP_006394544.1	Np001G0097100
OG0001775	XP_006399244.1	Np003G1335800
OG0001775	XP_006394491.1	Np001G0089400
OG0001776	XP_006418254.1	Np004G2571700
OG0001776	XP_006396512.1	Np003G1859500
OG0001777	XP_006417796.1	Np004G2520000
OG0001777	XP_006409951.1	Np006G3602500
OG0001778	XP_006409985.1	Np006G3605800
OG0001778	XP_006417806.1	Np004G2521400
OG0001779	XP_006410014.1	Np006G3501800, Np008G4281800
OG0001779	XP_006417809.1	Np004G2522000
OG0001780	XP_006417853.2	Np004G2526100
OG0001780	XP_006410089.1	Np006G3524700
OG0001781	XP_006417951.2	Np004G2536000
OG0001781	XP_024003913.1	Np006G3548100, Np006G3481100
OG0001782	XP_006410460.1, XP_006410461.1	Np006G3578500
OG0001783	XP_006403140.1	Np001G0403300
OG0001783	XP_006418189.1	Np004G2564700
OG0001784	XP_006413326.1	Np005G2810600
OG0001785	XP_006401881.1	Np003G1670900
OG0001785	XP_006413303.1	Np005G2807400
OG0001786	XP_006413301.1	Np005G2806900, Np005G2807000, Np005G2807200, Np005G2807100
OG0001787	XP_006403316.1	Np001G0419700
OG0001787	XP_006393674.1	Np004G2019700, Np004G2019600
OG0001788	XP_024008001.1	Np004G2104900
OG0001788	XP_024013175.1	Np001G0418300
OG0001789	XP_024008208.1	Np004G2137700
OG0001789	XP_006410614.2	Np006G3417700
OG0001790	XP_006394276.1	Np001G0059700
OG0001790	XP_024013763.1	Np001G0490200
OG0001791	XP_006407415.1	Np007G4099400
OG0001792	XP_024006916.1	Np001G0067400, Np001G0068300
OG0001793	XP_006415785.1	Np004G2101800
OG0001793	XP_006415784.1	Np004G2101700
OG0001794	XP_006393558.2, XP_024006326.1	Np001G0111100
OG0001795	XP_024007660.1	Np001G0136800
OG0001795	XP_024014998.1	Np007G3805600
OG0001796	XP_006400721.1	Np003G1501700
OG0001797	XP_006404478.1	Np001G0438900
OG0001797	XP_006400731.1	Np003G1502700
OG0001798	XP_006419045.1	Np001G0450100
OG0001798	XP_024011477.1	Np003G1518600
OG0001799	XP_006400900.1, XP_006400901.1	Np003G1524700, Np003G1524200
OG0001800	XP_006418854.1	Np001G0466100
OG0001800	XP_006400996.1	Np003G1535000
OG0001802	XP_006401400.1	Np003G1586700
OG0001802	XP_006413162.1	Np005G2790100
OG0001803	XP_006407412.1	Np007G4099200
OG0001803	XP_024011798.1	Np003G1320200
OG0001804	XP_006399024.1	Np003G1306800
OG0001804	XP_006409112.1	Np007G3741000
OG0001805	XP_006407548.1	Np007G4116900
OG0001805	XP_006398910.1	Np003G1291600
OG0001806	XP_006407586.1	Np007G4120200
OG0001806	XP_006398873.1	Np003G1286700
OG0001807	XP_006398869.1	Np003G1286200
OG0001807	XP_006407588.1	Np007G4120500
OG0001808	XP_006407640.1	Np007G4129100
OG0001809	XP_006395458.1	Np001G0210100
OG0001809	XP_006405432.1	Np005G3182500
OG0001810	XP_006412013.1	Np005G2679600, Np005G2679700
OG0001811	XP_006416740.1	Np004G2390400
OG0001811	XP_006389983.2	Np002G0734200, Np002G0734300
OG0001812	XP_006390141.2	Np002G0756500
OG0001813	XP_024010980.1	Np002G0757700, Np004G2342300
OG0001814	XP_006390163.2, XP_006390162.1	Np002G0759800
OG0001814	XP_006416333.1	Np004G2342900
OG0001815	XP_006390239.1	Np002G0769800
OG0001815	XP_006416412.1	Np004G2351900
OG0001816	XP_006390699.1, XP_024012363.1	Np002G0829400, Np002G0829300
OG0001816	XP_006390695.1	Np002G0829100, Np002G0829200
OG0001818	XP_006416512.1	Np004G2362300
OG0001818	XP_006390350.2	Np002G0784500
OG0001819	XP_024016621.1	Np007G3757700
OG0001819	XP_006412095.1	Np005G2665600
OG0001820	XP_006412032.1	Np005G2676000
OG0001820	XP_006409236.1	Np007G3752800
OG0001821	XP_006410819.1	Np006G3391600
OG0001821	XP_006403751.1	Np001G0551800
OG0001822	XP_006395549.1	Np001G0224700
OG0001822	XP_006410854.1	Np006G3383700
OG0001823	XP_006414469.2	Np005G3023500, Np007G4174300, Np007G4174400
OG0001824	XP_006390601.1	Np002G0816100
OG0001824	XP_006416670.1	Np004G2382800
OG0001825	XP_006401553.1	Np003G1632500, Np003G1633000
OG0001826	XP_006390433.1	Np002G0793300
OG0001826	XP_006416577.1	Np004G2370400
OG0001827	XP_006412871.1	Np005G2754500
OG0001827	XP_006408902.1	Np007G3727600
OG0001828	XP_006415956.1	Np004G2268700
OG0001828	XP_006391003.1	Np002G0868600
OG0001829	XP_006414111.1	Np004G2499600, Np007G4032600, Np005G2918000
OG0001829	XP_006398302.1	Np001G0359300
OG0001830	XP_006398217.1	Np001G0372600
OG0001830	XP_006414009.1	Np005G2903500
OG0001832	XP_024015460.1	Np007G3812100
OG0001832	XP_024006157.1	Np004G1953400
OG0001833	XP_006406874.1	Np007G3903900
OG0001833	XP_006392943.2	Np004G1946900
OG0001834	XP_006410581.1	Np006G3424800
OG0001834	XP_006401822.1	Np003G1658700
OG0001836	XP_006410015.1	Np006G3503700, Np008G4283100
OG0001837	XP_006409548.1	Np007G3781900
OG0001837	XP_006412275.1	Np005G2643300
OG0001838	XP_006409349.1	Np007G3762800
OG0001838	XP_024005546.1	Np005G2661100
OG0001839	XP_006413516.1	Np005G2832100
OG0001839	XP_006396959.1	Np003G1799300
OG0001840	XP_006413606.1	Np005G2846600
OG0001840	XP_024009981.1	Np003G1816100
OG0001842	XP_024005658.1, XP_006392521.1	Np005G2884200
OG0001843	XP_006396601.1	Np003G1849100
OG0001843	XP_006413823.1	Np005G2874500
OG0001844	XP_006396641.1	Np003G1840500
OG0001844	XP_006413761.1	Np005G2868800
OG0001845	XP_006417724.1	Np004G2512500
OG0001845	XP_024014436.1	Np001G0409300
OG0001846	XP_006402910.1	Np001G0616300
OG0001846	XP_006411402.1	Np006G3302700
OG0001847	XP_024012883.1, XP_006397962.1	Np006G3210200
OG0001848	XP_006397890.1	Np006G3220400
OG0001849	XP_006402563.1	Np001G0664400
OG0001849	XP_006397697.1	Np006G3247300
OG0001850	XP_006402598.1	Np001G0657800
OG0001851	XP_006402610.1	Np001G0656400
OG0001851	XP_006397639.1	Np006G3254900
OG0001852	XP_024012778.1	Np001G0654900
OG0001852	XP_024010714.1	Np006G3257800
OG0001853	XP_006402633.1	Np001G0652100
OG0001854	XP_006402663.1	Np001G0649600
OG0001855	XP_006411360.1	Np006G3308000
OG0001855	XP_006402962.1	Np001G0609200
OG0001856	XP_006411216.1	Np006G3330900
OG0001856	XP_006403439.1	Np001G0594300, Np001G0594400
OG0001857	XP_024013676.1, XP_006403541.1	Np001G0579300
OG0001858	XP_006403704.1	Np001G0561300
OG0001858	XP_006410887.1	Np006G3378700
OG0001859	XP_006411986.1	Np005G2682400
OG0001859	XP_006409165.1	Np007G3746500
OG0001860	XP_006411960.1	Np005G2685000
OG0001860	XP_006409130.1	Np007G3742700
OG0001861	XP_006391518.1	Np002G0972800
OG0001861	XP_024009613.1	Np002G0972100, Np002G0899100
OG0001862	XP_006396750.1	Np003G1826200, Np003G1572400
OG0001864	XP_006404744.1	Np006G3683500
OG0001865	XP_006396016.1	Np004G2049500
OG0001865	XP_006397292.1, XP_024010174.1	Np003G1756200
OG0001866	XP_006417539.1	Np004G2493000
OG0001866	XP_006407761.1	Np007G4144300
OG0001867	XP_006411515.1, XP_006411512.1	Np006G3283400
OG0001869	XP_024008125.1	Np004G2344800
OG0001869	XP_024003676.1	Np006G3288100, Np003G1734100, Np004G2271000
OG0001871	XP_006408403.1	Np007G4232300
OG0001871	XP_006408402.1, XP_006393135.1	Np007G4232200
OG0001872	XP_006407982.1	Np007G4175200
OG0001872	XP_006406005.2	Np007G3849900
OG0001873	XP_006417066.1	Np004G2428300
OG0001873	XP_006395722.1	Np001G0247800
OG0001874	XP_006405237.1	Np006G3636200
OG0001874	XP_024005798.1	Np005G2700200
OG0001875	XP_006414110.2, XP_006405609.1	Np005G3157400
OG0001875	XP_006395312.1	Np001G0191700
OG0001876	XP_006405621.1	Np005G3186800, Np005G3156300
OG0001876	XP_024014778.1	Np005G3186900, Np005G3155900
OG0001877	XP_006405777.1	Np005G3133700
OG0001877	XP_006391463.1	Np002G0934700
OG0001878	XP_006396240.1	Np003G1893900
OG0001878	XP_006418438.1	Np004G2591700
OG0001879	XP_006417431.1	Np004G2479800
OG0001879	XP_006413247.1	Np005G2799300
OG0001880	XP_006417426.1	Np004G2479200
OG0001880	XP_006392117.1	Np002G1166100
OG0001881	XP_006417277.1	Np004G2459400
OG0001881	XP_006391897.1	Np002G1199200
OG0001882	XP_006417273.1	Np004G2458700
OG0001882	XP_024004439.1	Np002G1200000
OG0001883	XP_006391782.1	Np002G1214800
OG0001883	XP_006417204.1	Np004G2449000
OG0001884	XP_024007058.1	Np001G0236700
OG0001884	XP_006417144.1	Np004G2441300
OG0001885	XP_006395784.1	Np001G0254600
OG0001885	XP_006417003.1	Np004G2422200
OG0001886	XP_006393335.1	Np004G1987600
OG0001887	XP_006416879.1	Np004G2405200
OG0001888	XP_024006656.1	Np002G0826000
OG0001888	XP_006416720.1	Np004G2388800
OG0001889	XP_024008360.1	Np004G2386000
OG0001889	XP_006390641.1	Np002G0821900
OG0001890	XP_006395791.1	Np001G0256400
OG0001890	XP_006395792.1	Np001G0256500
OG0001891	XP_006390926.2	Np002G0858300
OG0001891	XP_006416019.1	Np004G2287300
OG0001892	XP_024005099.1, XP_006411830.1	Np005G2626500
OG0001893	XP_024015766.1	Np006G3637400
