Orthogroup	Eutrema_salsugineum	Cochlearia_excelsa
OG0003009	XP_006407663.1	g13057
OG0003010	XP_024014747.1	g14376
OG0003011	XP_006416236.1	g27510
OG0003011	XP_006390044.1	g46394
OG0003013	XP_006390079.1	g46371
OG0003014	XP_006412081.2	g22983
OG0003015	XP_024004644.1	g22982
OG0003015	XP_006409273.1	g6053
OG0003016	XP_006397295.1	g25941
OG0003018	XP_006414962.1	g17884
OG0003020	XP_006414845.1	g17813, g47020
OG0003021	XP_006416606.1	g50041
OG0003021	XP_024007783.1	g46105
OG0003022	XP_006391101.1	g44804
OG0003023	XP_024005535.1	g23495
OG0003024	XP_006416325.2	g31971
OG0003025	XP_006395376.2	g10438
OG0003025	XP_024014383.1	g16854
OG0003026	XP_006395374.1	g10433
OG0003027	XP_006398221.1	g18395, g16730
OG0003028	XP_024015009.1	g6788
OG0003028	XP_006393203.1	g54153
OG0003029	XP_006393108.1	g28048
OG0003030	XP_024006391.1	g36389
OG0003031	XP_024014888.1	g11875
OG0003032	XP_006406867.1	g12097
OG0003032	XP_024006374.1	g28015
OG0003033	XP_024003933.1	g51705
OG0003034	XP_006414440.1	g33
OG0003034	XP_006403990.1	g2526
OG0003035	XP_024005729.1	g17382
OG0003035	XP_024011037.1	g47343
OG0003036	XP_024014284.1	g477, g478, g12782, g43406, g14418
OG0003037	XP_006396621.1	g40467
OG0003039	XP_006397719.1	g37607
OG0003040	XP_006402582.1	g18823
OG0003041	XP_006402621.1	g18857, g1932
OG0003042	XP_024004260.1	g52111
OG0003043	XP_006402809.1	g11216
OG0003044	XP_006403676.2	g2343
OG0003045	XP_006408322.1	g12769, g7829
OG0003046	XP_006391315.1	g19220, g19221, g6438
OG0003047	XP_006391279.2	g44902
OG0003048	XP_006391261.1	g41686
OG0003048	XP_006415794.1	g32258
OG0003049	XP_006391210.1	g41604
OG0003050	XP_006395906.1	g18127
OG0003051	XP_006413382.1	g23819
OG0003052	XP_024004343.1	g18331
OG0003053	XP_024010644.1, XP_024008980.1	g50744
OG0003054	XP_006413879.1	g47341
OG0003058	XP_006408144.1	g7739
OG0003058	XP_024007144.1	g10163
OG0003060	XP_024007891.1	g52245
OG0003061	XP_006397561.1	g52140
OG0003061	XP_006397560.1	g52138
OG0003062	XP_006397558.1	g37525
OG0003063	XP_006391400.1	g38169
OG0003064	XP_024015345.1	g12572
OG0003064	XP_024006949.1	g4691
OG0003065	XP_006408061.1	g12869, g7702
OG0003066	XP_024015630.1	g12532
OG0003068	XP_006407743.1	g7537
OG0003069	XP_006407494.1	g7407
OG0003070	XP_006407226.1	g13176, g7241
OG0003073	XP_006406623.1	g6887
OG0003074	XP_006405832.1	g44980, g46774
OG0003076	XP_024009080.1	g26866
OG0003077	XP_006410769.2, XP_024004205.1	g25165
OG0003078	XP_006418305.1	g26899, g30790, g49389
OG0003079	XP_006418241.1	g30819
OG0003080	XP_006417928.1	g30996
OG0003081	XP_006417410.1	g31281
OG0003082	XP_006395873.1	g10776
OG0003083	XP_006398539.1	g27287
OG0003083	XP_006416954.1	g49927
OG0003084	XP_006416903.1	g31602
OG0003085	XP_006416598.1	g31785
OG0003086	XP_006390221.1, XP_006416389.1	g17972
OG0003087	XP_024007860.1	g27466
OG0003089	XP_024008590.1	g31968, g50167
OG0003090	XP_006416192.1	g27520
OG0003091	XP_024011375.1	g27444, g53577
OG0003092	XP_024011079.1	g11044
OG0003093	XP_006411995.1	g22923, g47968
OG0003094	XP_006412173.1	g47899
OG0003095	XP_006412175.1	g47897
OG0003096	XP_006416041.1	g16936
OG0003096	XP_006412515.1	g23287
OG0003097	XP_006415970.1	g32139
OG0003098	XP_006396346.1	g39504
OG0003101	XP_024016603.1	g6023
OG0003103	XP_024003673.1	g37858
OG0003103	XP_024004064.1	g51119
OG0003104	XP_006394509.1	g39905
OG0003104	XP_024004245.1	g39906
OG0003116	XP_006412702.1	g47749, g23394
OG0003118	XP_006400128.1	g29211
OG0003119	XP_006400011.1	g45675
OG0003121	XP_006410424.1, XP_006410421.1	g18630, g18628
OG0003122	XP_024005322.1	g17178
OG0003123	XP_006412636.1	g47765
OG0003124	XP_006415619.1, XP_024003705.1	g51412
OG0003125	XP_006417490.1	g31237
OG0003127	XP_006404015.1	g2547
OG0003127	XP_006393872.1	g46
OG0003128	XP_006400754.1	g46818
OG0003129	XP_006394261.1	g287
OG0003129	XP_006404223.1	g2697
OG0003130	XP_006394326.2	g18617
OG0003131	XP_006394483.1	g406
OG0003132	XP_006394663.2	g520
OG0003133	XP_006392004.2, XP_024015694.1	g44174
OG0003134	XP_006400544.1	g28969
OG0003134	XP_006406183.1	g11823
OG0003136	XP_006400759.1	g801
OG0003136	XP_006400761.1	g14404
OG0003138	XP_006401837.2	g28365
OG0003138	XP_006401839.1	g41219
OG0003139	XP_024005325.1	g47563
OG0003140	XP_006416245.2	g27508, g32018
OG0003141	XP_024012244.1, XP_006406779.1	g12061
OG0003142	XP_024010002.1	g25468
OG0003143	XP_024010045.1	g45241
OG0003144	XP_006415630.1	g19113
OG0003145	XP_006398925.1	g29777
OG0003147	XP_006405428.1, XP_024007366.1	g16821
OG0003148	XP_006405374.1	g16792
OG0003148	XP_006391738.1	g40781
OG0003149	XP_024012421.1, XP_006392781.1	g36636
OG0003150	XP_006389777.1	g44280
OG0003151	XP_006416826.1	g49967
OG0003151	XP_006389882.1	g44319
OG0003152	XP_006389888.1	g44322
OG0003153	XP_006389952.1	g46482
OG0003155	XP_024004302.1	g46317
OG0003155	XP_024012894.1	g17964
OG0003156	XP_006416439.1, XP_024010931.1	g31897
OG0003157	XP_006416502.1	g31854
OG0003159	XP_006410782.1, XP_006410783.1	g38026, g51569
OG0003160	XP_006410815.1	g37164
OG0003161	XP_006419037.1	g2971
OG0003162	XP_024004731.1, XP_024009521.1	g47011
OG0003163	XP_006414653.1	g24504, g24502
OG0003163	XP_024015643.1	g11801
OG0003164	XP_024015504.1	g13391
OG0003164	XP_006414478.1	g24445
OG0003165	XP_006390549.1	g46063
OG0003166	XP_006416626.1	g31758, g50035
OG0003167	XP_006395393.1, XP_006405508.1	g10453
OG0003168	XP_006395298.1	g10367
OG0003169	XP_006405481.1	g16837
OG0003169	XP_006395419.1	g1625
OG0003171	XP_006404972.2	g32643
OG0003172	XP_024010541.1, XP_006391530.2	g45058
OG0003173	XP_006393223.2	g19112
OG0003175	XP_006403320.1	g36183
OG0003176	XP_006414220.1	g17533, g24258
OG0003177	XP_006401994.1	g1336, g41160
OG0003178	XP_006417005.1	g27273
OG0003179	XP_006414343.1	g47162
OG0003180	XP_006410676.2	g51503
OG0003181	XP_024013579.1	g2512
OG0003182	XP_006402576.1	g18818
OG0003183	XP_006402651.1	g1961
OG0003184	XP_006402788.1	g18955
OG0003186	XP_006404082.1	g36352, g19376
OG0003187	XP_024012853.1	g19045
OG0003188	XP_006411263.1	g2178
OG0003189	XP_006411149.1	g38121
OG0003189	XP_006403509.1	g2258
OG0003190	XP_006410939.1	g51645
OG0003191	XP_006415840.1	g27614, g50390
OG0003192	XP_006409213.1	g6032
OG0003193	XP_006402961.1	g19017
OG0003194	XP_006411146.1	g6279, g51761
OG0003195	XP_006411943.1	g18263
OG0003196	XP_006405114.1	g51034
OG0003196	XP_024004425.1	g23296
OG0003197	XP_006396874.1, XP_006396871.1	g25691
OG0003198	XP_006394962.1	g10144
OG0003199	XP_006408994.1	g17044
OG0003200	XP_006408164.1	g12814
OG0003200	XP_006395027.1	g10174
OG0003201	XP_006408092.1, XP_006394963.1	g12855, g7711
OG0003202	XP_006400450.1	g4897
OG0003202	XP_024014852.1	g12925
OG0003203	XP_006407855.1, XP_024006687.1	g12448, g12957
OG0003206	XP_006407289.1	g12268, g7280
OG0003207	XP_006407093.2	g7166
OG0003208	XP_006406581.1	g11997
OG0003210	XP_006405814.1	g46767
OG0003211	XP_024007816.1	g49461
OG0003213	XP_006417690.1	g49687
OG0003214	XP_006392193.1, XP_006417454.1	g44107
OG0003215	XP_024008488.1	g49846
OG0003216	XP_006394895.2	g17193
OG0003216	XP_006417149.1	g31435
OG0003217	XP_006395815.1, XP_006414755.1	g10734
OG0003219	XP_006416183.1	g27523, g50249
OG0003220	XP_006390718.2	g45973
OG0003220	XP_006416176.1	g27525
OG0003222	XP_006416142.1	g50270
OG0003223	XP_006392071.1	g40986
OG0003223	XP_006392074.1	g40987
OG0003224	XP_006392255.1	g1730
OG0003226	XP_006393503.1	g54028, g28110
OG0003227	XP_006412243.1	g18203
OG0003228	XP_006412320.1	g23159, g24361
OG0003229	XP_024009934.1, XP_006415951.1	g50351
OG0003230	XP_006413053.1	g23620
OG0003231	XP_006395678.1	g10652
OG0003233	XP_006414050.1	g22936
OG0003233	XP_006412012.2	g18251
OG0003236	XP_006404709.1	g36930
OG0003236	XP_006411818.1	g22784, g18297
OG0003239	XP_024009675.1	g2981
OG0003239	XP_006419042.1	g2985
OG0003246	XP_024009698.1, XP_024009519.1	g2867
OG0003248	XP_006404298.1	g19489, g50663, g2762
OG0003249	XP_024011145.1	g10940, g4628, g40634
OG0003250	XP_006400031.1	g5133
OG0003251	XP_006399909.1	g29326, g45635
OG0003253	XP_006414102.2	g47272
OG0003254	XP_006399518.1	g29508
OG0003255	XP_006399516.1	g5422
OG0003256	XP_006399505.1	g29515, g29517, g5427
OG0003257	XP_006399446.1	g5449
OG0003257	XP_006394147.1	g229
OG0003258	XP_006394168.1	g9772
OG0003259	XP_024012276.1	g29714
OG0003260	XP_006410151.1	g11581
OG0003261	XP_006417879.1	g26991
OG0003261	XP_006410160.1	g39904, g51218
OG0003262	XP_006410328.2	g51277
OG0003263	XP_006393272.1	g28081
OG0003264	XP_024003871.1	g39760
OG0003266	XP_006415987.1	g32127
OG0003269	XP_006394205.1	g256
OG0003270	XP_006394531.1	g431
OG0003274	XP_006409163.1	g13960
OG0003275	XP_006407263.1	g7261
OG0003276	XP_006401077.1	g28725
OG0003277	XP_006413168.1	g47586
OG0003278	XP_024013777.1	g11372
OG0003281	XP_006398673.1	g5799
OG0003282	XP_006416104.1	g50284
OG0003284	XP_006402135.1	g44283
OG0003285	XP_006414041.1	g17456
OG0003286	XP_006413939.1	g24115
OG0003287	XP_006390012.1	g46427
OG0003289	XP_006414628.1	g17708, g24495
OG0003290	XP_024014922.1	g11833, g13411
OG0003292	XP_024007889.1	g32130
OG0003295	XP_024004616.1	g24190
OG0003297	XP_006394298.1	g311
OG0003298	XP_006413952.1	g17406
OG0003299	XP_006414750.1	g24546
OG0003299	XP_006409296.1, XP_006401996.1	g28328
OG0003300	XP_006391231.1	g36500
OG0003302	XP_006402469.1	g1840
OG0003302	XP_006397802.2	g37648
OG0003303	XP_006411079.1	g38098
OG0003303	XP_006403608.1	g2307
OG0003304	XP_024004373.1	g47622
OG0003305	XP_006414982.1	g24890
OG0003306	XP_024009710.1	g13528
OG0003306	XP_006395200.1	g10280
OG0003308	XP_006412720.1	g5991
OG0003309	XP_006392672.1	g36701
OG0003309	XP_006407185.1	g54334
OG0003311	XP_006397918.1	g37720
OG0003313	XP_006412203.1	g23068
OG0003314	XP_006394996.1	g7718
OG0003316	XP_006400452.1	g29079
OG0003317	XP_006395148.1	g10240
OG0003318	XP_006406985.1	g7098
OG0003319	XP_006406802.1	g6990
OG0003320	XP_024015617.1	g6849
OG0003321	XP_006412965.1	g47664, g23556
OG0003322	XP_006405701.1, XP_006395248.1	g10315
OG0003323	XP_006406195.1	g11831, g11832
OG0003324	XP_006412738.1	g47731
OG0003325	XP_024007009.1	g4661
OG0003326	XP_006411032.1	g37263
OG0003326	XP_006403883.1	g2459
OG0003328	XP_006396313.1	g45260
OG0003330	XP_006417817.2	g27003
OG0003330	XP_024016746.1	g51176
OG0003331	XP_024008846.1	g31135
OG0003332	XP_006395762.1	g10700
OG0003333	XP_024008159.1	g27327
OG0003333	XP_006416869.1	g49953
OG0003334	XP_006416518.1	g31837
OG0003335	XP_024008146.1	g50136, g31919
OG0003335	XP_006416402.1	g27458
OG0003336	XP_006390777.1	g44654
OG0003337	XP_006416116.1	g32062
OG0003338	XP_006390928.1	g32074
OG0003340	XP_024011028.1	g40704
OG0003341	XP_006398084.1	g32557, g32567, g32566, g32576, g32556, g40502
OG0003342	XP_024009848.1, XP_006405930.1	g46829
OG0003343	XP_006412837.1	g47696, g23468
OG0003344	XP_006404721.1	g50923, g36928
OG0003345	XP_006405358.1	g16786
OG0003346	XP_024006068.1	g19737, g19690, g19772, g19724
OG0003347	XP_006412084.1	g22984
OG0003349	XP_006412261.1	g47871, g23120
OG0003350	XP_006412488.1	g16924
OG0003351	XP_024012361.1, XP_006390702.2	g44618
OG0003352	XP_006396275.1	g45248, g39489
OG0003353	XP_024005223.1, XP_024011998.1	g23630, g17083
OG0003354	XP_024006408.1	g49907
OG0003356	XP_006415721.1	g50439
OG0003360	XP_024016306.1	g46976
OG0003367	XP_024014921.1, XP_024015258.1	g12240
OG0003373	XP_006415715.1	g50440
OG0003374	XP_024008802.1	g50664
OG0003375	XP_006406449.1	g13348, g27395
OG0003376	XP_006396131.1	g13581
OG0003377	XP_024011575.1	g5050
OG0003378	XP_006400156.1	g29198
OG0003381	XP_006407374.1	g29402
OG0003381	XP_006399737.1	g5320
OG0003384	XP_006411868.2	g38454, g25572, g25574, g38477
OG0003385	XP_006399304.1	g29596
OG0003386	XP_024012093.1	g5533
OG0003387	XP_006413368.1	g23810
OG0003388	XP_006402109.2	g28264
OG0003388	XP_006413374.1	g23814
OG0003389	XP_006417291.1	g40156
OG0003390	XP_006410143.1	g51191
OG0003391	XP_024013339.1	g11118
OG0003392	XP_006403138.1	g11073, g11068, g11074
OG0003393	XP_006415442.1	g50548
OG0003394	XP_006415441.1	g50549
OG0003394	XP_006410637.1	g32478
OG0003395	XP_006393978.2, XP_006404104.2	g19387
OG0003396	XP_006399460.1	g9752, g214
OG0003397	XP_024007034.1	g9767
OG0003398	XP_006394305.1	g314, g9822, g15977
OG0003399	XP_006394332.1	g326
OG0003400	XP_024013487.1	g330
OG0003402	XP_006400657.1	g28910
OG0003403	XP_024012408.1	g779
OG0003404	XP_006401058.1, XP_006404397.2	g1207
OG0003405	XP_006401297.1	g1079
OG0003406	XP_006393089.2, XP_024006896.1	g1069
OG0003408	XP_006398950.1	g5657
OG0003410	XP_006398678.1	g13038
OG0003411	XP_024015410.1	g12412, g7529
OG0003412	XP_006407739.1, XP_006398582.1	g13005
OG0003413	XP_006405892.1	g5960, g25052, g25046, g25092
OG0003414	XP_006389940.1	g46489
OG0003415	XP_024005819.1	g18307, g17604
OG0003416	XP_006390184.1	g46286
OG0003417	XP_006392613.1	g54313
OG0003418	XP_006407080.1, XP_024006286.1	g13214
OG0003419	XP_006392789.1	g36631, g11532
OG0003420	XP_006414712.1	g37173
OG0003421	XP_006418852.1	g11751
OG0003421	XP_006414787.1	g17770
OG0003422	XP_006411908.1	g22848
OG0003423	XP_006396140.1	g46089
OG0003424	XP_006395360.1	g10412
OG0003425	XP_006415952.1	g32148
OG0003426	XP_024010946.1, XP_024005492.1	g10951
OG0003427	XP_006392998.1	g36522
OG0003428	XP_006406285.1	g6677
OG0003429	XP_006409014.1	g5877
OG0003430	XP_006395315.1	g10379
OG0003430	XP_006405603.1	g16888
OG0003431	XP_006414070.1, XP_006414069.1	g24165
OG0003432	XP_006403783.1	g19228
OG0003433	XP_006404007.1	g19347
OG0003433	XP_006404008.1	g19348
OG0003434	XP_006401985.1	g1334
OG0003435	XP_006402000.1	g28327
OG0003438	XP_006398060.1, XP_006413865.1	g24054, g17378
OG0003440	XP_006413719.1	g23980
OG0003441	XP_024008231.1	g38127, g874
OG0003442	XP_006402617.2, XP_006397633.1	g18844, g18855
OG0003443	XP_006411532.2, XP_006402762.1	g1991
OG0003444	XP_006411407.1	g37390
OG0003445	XP_006402922.1, XP_024013000.1	g11257
OG0003447	XP_006396166.1	g13571
OG0003448	XP_006418755.1	g11725
OG0003449	XP_006409139.1, XP_006411972.1	g22910, g18256
OG0003450	XP_006404696.1	g50896
OG0003452	XP_006397146.1	g40272
OG0003453	XP_024010862.1, XP_024004903.1	g39241, g28052
OG0003455	XP_006397758.1	g52277, g37628, g38246
OG0003456	XP_006397659.1	g16296, g52194
OG0003457	XP_006397568.1	g52144
OG0003458	XP_006397564.1	g52143
OG0003461	XP_006407920.1	g12936, g12481
OG0003462	XP_006407707.2	g12411
OG0003463	XP_024011007.1	g7379
OG0003464	XP_006407394.1, XP_024015563.1	g7344
OG0003464	XP_006407395.2	g13127
OG0003465	XP_006407193.1	g7223, g12236
OG0003466	XP_006407177.1	g12221, g7217
OG0003468	XP_006413442.1, XP_006413443.2	g47503
OG0003469	XP_006412649.1	g47760
OG0003470	XP_024008595.1	g31150
OG0003471	XP_024008896.1	g31099
OG0003472	XP_006417566.1	g27083, g31185
OG0003473	XP_006417512.1	g31228
OG0003475	XP_006391803.1	g40869
OG0003476	XP_006417175.1	g31415
OG0003476	XP_006395537.1	g10557
OG0003477	XP_006416992.1	g49911
OG0003478	XP_006392182.1	g41028
OG0003481	XP_006414262.1	g40726
OG0003482	XP_006406774.2	g6979
OG0003482	XP_006414374.1	g24364, g24373
OG0003483	XP_006395439.1	g1620, g10486
OG0003484	XP_006411628.1, XP_024012086.1	g18366
OG0003485	XP_006411874.1	g47991
OG0003486	XP_006412060.1, XP_024004395.1, XP_006409259.1	g47935
OG0003487	XP_006412206.1	g18213, g23071
OG0003488	XP_006404929.1	g50978
OG0003491	XP_006390989.1	g32132
OG0003494	XP_006392618.1	g36723
OG0003497	XP_006391509.1	g18039
OG0003501	XP_006394676.1	g10000
OG0003502	XP_006401789.2, XP_006401792.1, XP_024011234.1	g889
OG0003504	XP_024014899.1	g6526
OG0003505	XP_024007987.1	g50514
OG0003506	XP_024005890.1	g24644
OG0003506	XP_006405843.2	g25024
OG0003508	XP_024015861.1	g33034
OG0003508	XP_024011364.1	g8894, g39016, g29890, g34581, g9573, g9394, g8372, g34580, g34552, g8893, g21953, g39015, g33522, g38679, g8425, g42357, g29891, g33033, g15086, g42283, g14934, g26435, g15012, g8402, g48181, g42356, g42211, g21956, g8426, g26423, g21954, g38678
OG0003512	XP_006408594.1	g38265
OG0003514	XP_006408351.1	g45741
OG0003515	XP_006400113.1, XP_024006891.1	g5080
OG0003516	XP_024011169.1	g29444
OG0003517	XP_024015528.1	g6776
OG0003518	XP_006408891.2	g5492
OG0003519	XP_006399251.1	g5535
OG0003519	XP_006394511.1	g29612, g423
OG0003520	XP_006399246.1	g29616
OG0003521	XP_006408694.1	g40121
OG0003522	XP_006409749.1	g37804
OG0003523	XP_006409859.1	g37834, g40042
OG0003525	XP_006410098.2	g51207
OG0003526	XP_024003918.1	g51239
OG0003527	XP_024016819.1	g51247, g26965
OG0003527	XP_024016680.1	g51250
OG0003528	XP_024004216.1	g39832
OG0003529	XP_006410359.1	g51297
OG0003530	XP_006403204.1	g39715
OG0003532	XP_006415422.1	g32494
OG0003533	XP_006393908.1	g65
OG0003535	XP_024012156.1	g29497
OG0003535	XP_024007425.1	g9714
OG0003537	XP_024006837.1, XP_006394469.1	g396
OG0003538	XP_006394822.1, XP_006394821.1	g10074
OG0003540	XP_006400807.1, XP_006400806.1, XP_006400808.1	g826, g827
OG0003541	XP_006400842.1	g28823
OG0003543	XP_024011894.1	g28743
OG0003544	XP_006400967.1	g39238
OG0003545	XP_024014644.1, XP_006401107.1	g28697
OG0003546	XP_006401167.1	g39290, g1138, g28659
OG0003547	XP_006401345.1	g1067
OG0003547	XP_006417733.1	g31100
OG0003548	XP_006401431.1	g28524
OG0003549	XP_024012265.1	g5565, g45477
OG0003550	XP_006407453.1	g13116
OG0003550	XP_006399059.1	g5615
OG0003551	XP_006398979.1	g29741, g5645
OG0003552	XP_024016158.1	g5957
OG0003553	XP_006398731.1, XP_024007929.1	g11485, g24218
OG0003554	XP_024007079.1	g10485
OG0003555	XP_006389934.1	g44346
OG0003556	XP_006416202.1	g50243
OG0003557	XP_006409330.1	g6113
OG0003558	XP_006393216.2	g36409
OG0003559	XP_006414714.1	g17721
OG0003560	XP_006414693.2	g47061
OG0003561	XP_006402004.1	g1339, g28324
OG0003562	XP_024005386.1	g24418
OG0003563	XP_006390572.1	g32816
OG0003564	XP_006416549.1	g50059
OG0003566	XP_006391005.2	g44756
OG0003567	XP_024010965.1	g18399
OG0003568	XP_006403324.1	g37050
OG0003569	XP_006390536.1	g46077
OG0003570	XP_024010390.1	g25688, g7971, g34849, g28071, g9737, g7977, g42215, g48239, g36840, g3862, g52591, g54183, g49018, g25279, g30187, g42232, g3919, g39495, g35028, g35306, g31848, g46048, g31847, g34353, g39496
OG0003571	XP_006413847.1	g47353
OG0003574	XP_006402271.1, XP_024013560.1	g18474
OG0003577	XP_024010735.1	g37710
OG0003578	XP_006402461.1	g11165, g1834
OG0003579	XP_006402550.1	g18714
OG0003580	XP_006403017.1, XP_006402783.1	g18953
OG0003581	XP_024012854.1	g19943, g36158, g11215, g19942, g36157, g2038
OG0003582	XP_024003910.1	g52017
OG0003583	XP_006403490.1	g11281, g2234
OG0003584	XP_006403710.1, XP_024011049.1	g2367
OG0003585	XP_006401680.1	g929
OG0003586	XP_024014803.1	g46760
OG0003587	XP_006403033.2	g2173
OG0003589	XP_006411063.1	g37279
OG0003590	XP_006410969.1	g51666
OG0003591	XP_024016735.1	g37970
OG0003592	XP_006408784.2, XP_024013448.1	g38289
OG0003593	XP_006415048.1	g32731, g50730
OG0003594	XP_006396918.1	g40362
OG0003595	XP_006394891.1	g10107
OG0003596	XP_024007573.1	g18511, g18508
OG0003597	XP_006408953.1	g5912
OG0003597	XP_006418165.1	g30854
OG0003598	XP_006404878.1, XP_006404876.1, XP_006404863.2, XP_006404886.2	g54158, g27619, g18122
OG0003599	XP_024012306.1	g41477
OG0003601	XP_006407313.1	g7294, g13143, g12274
OG0003602	XP_006406963.1	g12139
OG0003603	XP_024015139.1	g7042
OG0003604	XP_006404933.1	g38390
OG0003605	XP_006406366.1	g6715
OG0003606	XP_006406362.1	g11900
OG0003608	XP_024004546.1, XP_006406048.1	g13463
OG0003609	XP_006395822.1, XP_024016052.1	g10737
OG0003611	XP_024003800.1	g43903
OG0003612	XP_024013452.1, XP_024013440.1	g19254
OG0003613	XP_006418436.1	g49312, g49315
OG0003614	XP_006418286.1	g49394
OG0003616	XP_024008258.1	g30975
OG0003617	XP_006417937.1	g30992
OG0003619	XP_006398045.1	g49722
OG0003620	XP_006392227.1	g41045
OG0003622	XP_006417388.1	g31300, g49765
OG0003623	XP_006417258.1	g31369
OG0003624	XP_006416967.1	g27285
OG0003625	XP_006416799.1	g27347
OG0003626	XP_024008059.1	g31682, g27360, g52951
OG0003627	XP_024007819.1	g27467
OG0003628	XP_006398096.1, XP_006398101.1	g40510, g40511
OG0003629	XP_006412263.1	g18199, g23123
OG0003630	XP_024005802.1, XP_006408846.1	g23211
OG0003631	XP_006412311.1	g47856
OG0003632	XP_006412506.1	g23283, g16931
OG0003633	XP_006390927.1	g50323
OG0003633	XP_006416018.1	g32075
OG0003634	XP_006396261.1	g45270
OG0003636	XP_006409958.1	g40017
OG0003638	XP_006401809.1	g12463
OG0003639	XP_006402087.1	g1392
OG0003641	XP_024011104.1	g11015
OG0003645	XP_006413692.1	g23972
OG0003646	XP_006401870.1	g28358
OG0003647	XP_006404491.1	g19758, g19705
OG0003656	XP_006404261.1	g2715
OG0003657	XP_006404332.1, XP_006394376.1	g19498
OG0003659	XP_006408449.1	g7905
OG0003661	XP_024012332.1	g29421
OG0003662	XP_006399671.2	g29433
OG0003663	XP_006416865.1	g31623, g27329
OG0003664	XP_006399443.1, XP_006399444.1, XP_006399445.1	g29552
OG0003665	XP_006407505.1	g7412
OG0003666	XP_006410137.1	g37895, g5558
OG0003668	XP_006401843.1	g23757
OG0003668	XP_006413294.1	g23752
OG0003670	XP_006394622.1	g9974
OG0003671	XP_006394721.1	g554, g18567
OG0003672	XP_006394826.1	g614, g14925, g18555, g35651
OG0003673	XP_006400672.1	g745
OG0003674	XP_006404481.1	g11469
OG0003675	XP_006400852.1	g41324, g28818, g848
OG0003676	XP_024011920.1	g41313
OG0003678	XP_006401343.1	g28556
OG0003679	XP_006401441.1	g1019
OG0003680	XP_024013793.1	g19394
OG0003681	XP_006404226.1	g11389
OG0003682	XP_006396447.1, XP_024012006.1	g35875
OG0003683	XP_006404962.1	g45292
OG0003684	XP_006405475.1	g36019, g46669
OG0003684	XP_006395425.1	g10479
OG0003685	XP_006417761.1, XP_024012576.1	g31081
OG0003686	XP_006405288.1	g16761
OG0003687	XP_024010606.1	g46167
OG0003688	XP_006389799.1	g44289
OG0003690	XP_024006686.1	g18505
OG0003692	XP_006392573.1	g54373, g27977
OG0003694	XP_006402168.1	g26795
OG0003695	XP_006414479.1	g24444, g17645
OG0003696	XP_006412945.1	g23547, g17039
OG0003697	XP_024005652.1	g47684
OG0003698	XP_006395377.1	g10439
OG0003700	XP_006398308.1	g40606, g10950
OG0003702	XP_006397534.1	g37513
OG0003702	XP_006397533.1	g37512
OG0003704	XP_006393144.2	g28054
OG0003706	XP_006416964.1	g31558
OG0003707	XP_024006177.1	g54228
OG0003708	XP_024006124.1	g36526
OG0003708	XP_006409027.1	g54247
OG0003709	XP_006410510.1	g37964
OG0003710	XP_006410753.1	g51548
OG0003712	XP_024006718.1	g9636
OG0003713	XP_024012965.1	g36017
OG0003714	XP_006397194.1	g1809, g38251
OG0003715	XP_006402488.1	g1866
OG0003718	XP_006402880.1, XP_006402879.2, XP_006394010.2	g19049
OG0003718	XP_006403417.2	g2185
OG0003719	XP_006411211.1	g51811, g37331
OG0003720	XP_006400265.1	g45748
OG0003721	XP_006415811.1	g27618
OG0003722	XP_006409142.1	g13953
OG0003723	XP_006409117.1	g23107
OG0003723	XP_006412245.1	g18202
OG0003724	XP_006409089.1	g5981
OG0003725	XP_006409084.2	g13925, g53828, g5975
OG0003726	XP_006412802.1	g16999
OG0003727	XP_024015879.1	g46828
OG0003728	XP_006396172.1, XP_024014079.1, XP_024014078.1, XP_024014080.1	g38443
OG0003730	XP_006394941.1	g10129
OG0003731	XP_024010891.1	g52237, g37584
OG0003732	XP_006403199.1, XP_006397690.1	g37583
OG0003733	XP_024010685.1	g37527
OG0003734	XP_024010894.1	g38224
OG0003735	XP_024010786.1	g37521
OG0003736	XP_006407957.1	g12926, g12927, g7652
OG0003737	XP_006407824.1	g12974, g12438, g7583
OG0003738	XP_006407769.1	g12421, g12422, g12423, g12424, g7551
OG0003739	XP_006407122.1	g13211
OG0003740	XP_024015372.1	g13219
OG0003742	XP_006406648.1	g6900, g13298
OG0003743	XP_006406591.1	g6866, g12000
OG0003744	XP_006406238.1	g6625, g6613, g6624
OG0003745	XP_006403880.1	g2457
OG0003746	XP_006418262.1	g49404, g19346
OG0003747	XP_006417998.2	g30946
OG0003748	XP_006417804.1	g49563
OG0003750	XP_006398470.1, XP_024014168.1	g31677
OG0003751	XP_006416717.1, XP_024008255.1	g31696
OG0003752	XP_006390789.1	g44658
OG0003753	XP_006390855.1	g44690
OG0003754	XP_024014072.1, XP_006403070.1	g46902
OG0003756	XP_006403109.1	g40483
OG0003757	XP_006393472.1	g54050, g54060
OG0003758	XP_006390999.1	g28099, g45806
OG0003759	XP_006393268.1	g36387, g54123
OG0003760	XP_006411647.1	g18353
OG0003761	XP_006405879.1	g25970, g22718
OG0003762	XP_006411760.1	g22723
OG0003763	XP_006411814.1	g18300
OG0003763	XP_006404704.1	g50899
OG0003764	XP_006411978.1	g22913
OG0003765	XP_006413255.2	g23728
OG0003765	XP_006413254.1	g47564
OG0003766	XP_006396369.1	g39516, g45113
OG0003767	XP_006396224.1	g25375
OG0003768	XP_006412980.1	g17052, g23568
