Orthogroup	Eutrema_salsugineum	Alyssum_gmelinii
OG0004027	XP_024010995.1	Ag016G2284400
OG0004030	XP_024006196.1	Ag033G3556300
OG0004031	XP_006396998.1	Ag033G3560300
OG0004031	XP_006415140.1	Ag031G3233500, Ag031G3233700, Ag002G0219200, Ag002G0220400
OG0004032	XP_006413908.1	Ag033G3568200
OG0004033	XP_006398083.1, XP_006413885.1	Ag033G3578500
OG0004034	XP_006413750.1	Ag033G3615100
OG0004035	XP_006413736.1	Ag033G3620500
OG0004037	XP_006414349.1	Ag031G3138800
OG0004038	XP_006414315.1	Ag031G3142600, Ag031G3142700
OG0004039	XP_006408501.1	Ag031G3156600, Ag031G3156300, Ag031G3156500, Ag031G3156200, Ag031G3156400
OG0004040	XP_006393850.1	Ag031G3159100
OG0004041	XP_006402343.1	Ag031G3177500
OG0004042	XP_024010749.1	Ag031G3197300
OG0004044	XP_006402480.1	Ag031G3206700
OG0004046	XP_006402677.1	Ag031G3240700
OG0004047	XP_006402883.2	Ag031G3296800
OG0004048	XP_006398518.1	Ag031G3302300
OG0004049	XP_024003949.1	Ag003G0414500
OG0004049	XP_024012875.1	Ag031G3305200
OG0004050	XP_006402968.1	Ag031G3316800
OG0004051	XP_024013406.1	Ag031G3374100
OG0004052	XP_006410926.1	Ag039G4313000
OG0004053	XP_024013666.1	Ag031G3389000
OG0004054	XP_006418693.1, XP_006418691.1	Ag029G3100200
OG0004055	XP_024006308.1	Ag067G5204000
OG0004056	XP_006390710.1	Ag018G2448700, Ag042G4416900
OG0004057	XP_024015247.1	Ag039G4199300, Ag003G0410000, Ag003G0409800, Ag003G0410600
OG0004058	XP_006411311.1	Ag039G4202100
OG0004061	XP_024005791.1	Ag015G2225500
OG0004063	XP_024008581.1	Ag052G4864200, Ag015G2270500
OG0004064	XP_006397105.1	Ag021G2598800
OG0004065	XP_024009963.1	Ag021G2610800
OG0004066	XP_024011454.1	Ag038G4152600
OG0004068	XP_006408117.2	Ag014G1828400
OG0004068	XP_006394991.1	Ag038G4175900
OG0004069	XP_006397935.1	Ag003G0286600
OG0004070	XP_024010766.1	Ag003G0305300
OG0004071	XP_024016466.1, XP_006393120.1	Ag003G0321100, Ag019G2516300
OG0004072	XP_006397637.1	Ag003G0340600
OG0004073	XP_006397536.1	Ag003G0357700
OG0004075	XP_006409284.2, XP_006418111.1	Ag014G1782300
OG0004076	XP_006408343.1	Ag014G1795900
OG0004077	XP_006393265.2, XP_006408305.1	Ag014G1800800
OG0004078	XP_006408237.1	Ag014G1811900
OG0004080	XP_006408161.1	Ag014G1823400
OG0004081	XP_006408127.1, XP_006394982.1	Ag014G1826700
OG0004082	XP_006408119.1	Ag014G1828000
OG0004083	XP_006408100.1	Ag014G1831200
OG0004084	XP_006408011.1	Ag014G1846100, Ag014G1845400
OG0004085	XP_006407987.1	Ag014G1848800
OG0004086	XP_006407851.1	Ag014G1867600
OG0004087	XP_024015725.1	Ag014G1956800
OG0004088	XP_024014851.1	Ag014G1967400
OG0004089	XP_006407111.1, XP_006407110.1, XP_006407109.1	Ag014G1988600
OG0004090	XP_006406988.1	Ag014G2009300
OG0004091	XP_006406890.1	Ag014G2023600
OG0004094	XP_006406464.1	Ag014G2133800
OG0004095	XP_006395104.1	Ag014G2136300
OG0004096	XP_006395278.2	Ag014G2142900, Ag061G5020000
OG0004097	XP_006405607.1	Ag061G5021100
OG0004098	XP_006406009.1	Ag027G3009800, Ag064G5094800, Ag027G3009700
OG0004099	XP_006406034.1	Ag027G3014000
OG0004100	XP_006406122.1	Ag027G3028500
OG0004101	XP_006406123.1	Ag027G3028700
OG0004102	XP_006406260.1	Ag027G3058500
OG0004103	XP_024006256.1, XP_006412778.1	Ag068G5228700
OG0004104	XP_006395054.1	Ag043G4447400
OG0004105	XP_006395038.1	Ag043G4450500
OG0004107	XP_006418417.1	Ag034G3660500, Ag034G3660600
OG0004108	XP_006418169.1, XP_006403157.1	Ag034G3694300
OG0004109	XP_006417935.2	Ag034G3726500
OG0004110	XP_006417763.1	Ag034G3745100, Ag034G3746800
OG0004111	XP_006417623.1	Ag034G3763100
OG0004113	XP_006417392.1	Ag034G3799400
OG0004114	XP_006391802.1	Ag002G0165400
OG0004116	XP_006416660.1	Ag034G3934100, Ag034G3934000
OG0004117	XP_006405722.1, XP_006416643.1	Ag034G3938200
OG0004119	XP_006402243.2	Ag034G3960200
OG0004120	XP_006390770.1	Ag034G4045100
OG0004121	XP_006390903.2	Ag034G4067100
OG0004122	XP_006391780.1	Ag002G0157600
OG0004123	XP_006398508.1	Ag002G0160100
OG0004124	XP_024015849.1	Ag024G2880200
OG0004125	XP_006396599.2	Ag024G2893000, Ag024G2887400, Ag016G2376800
OG0004126	XP_006398073.1	Ag016G2352500
OG0004127	XP_024013612.1	Ag016G2384200
OG0004129	XP_024006184.1	Ag025G2926400, Ag025G2925700
OG0004130	XP_006411882.1	Ag011G1077900, Ag011G1077800
OG0004131	XP_006412015.1	Ag011G1101900
OG0004132	XP_006412048.1	Ag011G1113600
OG0004134	XP_006418831.1	Ag064G5102700, Ag064G5103200, Ag064G5103900
OG0004135	XP_006418807.1	Ag064G5107600
OG0004136	XP_024010061.1, XP_006411842.1	Ag019G2530300
OG0004137	XP_006413005.1	Ag010G1019100
OG0004165	XP_006412699.1	Ag047G4541400, Ag046G4530200, Ag027G3023800
OG0004166	XP_006412693.1	Ag047G4542000, Ag046G4531100
OG0004167	XP_006412687.1	Ag047G4545200, Ag046G4533300
OG0004168	XP_006394304.1	Ag004G0471900
OG0004169	XP_024011418.1	Ag013G1365700
OG0004170	XP_006400226.1	Ag013G1375300
OG0004171	XP_024012121.1	Ag013G1382400
OG0004172	XP_006396300.1, XP_006394259.1	Ag004G0466000, Ag013G1391800, Ag004G0466200
OG0004173	XP_006400130.1	Ag013G1398800
OG0004174	XP_006400033.1	Ag013G1420700
OG0004175	XP_024011793.1	Ag013G1422500
OG0004176	XP_024012575.1	Ag013G1425200
OG0004177	XP_006416072.1	Ag018G2454500, Ag013G1449200
OG0004178	XP_006399908.1	Ag013G1453700
OG0004179	XP_006394922.2	Ag004G0520000, Ag001G0025500, Ag013G1508900
OG0004180	XP_006399607.1	Ag013G1512500, Ag024G2893600
OG0004181	XP_024006937.1	Ag013G1516400, Ag031G3362400
OG0004182	XP_024011900.1	Ag013G1516500
OG0004182	XP_006394750.1	Ag004G0537900
OG0004183	XP_006399412.1, XP_024009664.1, XP_006418591.2	Ag013G1547000, Ag013G1546900
OG0004185	XP_024011640.1	Ag013G1556500
OG0004186	XP_024005064.1, XP_024004712.1	Ag013G1580600
OG0004187	XP_006397371.1	Ag013G1585700, Ag013G1585800, Ag013G1586000, Ag013G1585900
OG0004188	XP_006408588.1	Ag013G1588200
OG0004189	XP_024016037.1	Ag013G1591900
OG0004190	XP_006409759.1, XP_006409733.1	Ag013G1594800
OG0004191	XP_006409872.2	Ag013G1606400
OG0004192	XP_006410120.1	Ag013G1633800
OG0004193	XP_006410100.1	Ag013G1634500
OG0004194	XP_006410153.1	Ag013G1635800
OG0004195	XP_006410255.1	Ag013G1644300
OG0004197	XP_024003708.1	Ag013G1654300
OG0004198	XP_024003657.1	Ag013G1665900, Ag013G1665800, Ag013G1666000
OG0004199	XP_006393518.1	Ag013G1701700
OG0004200	XP_006397358.2	Ag013G1710900
OG0004201	XP_006393614.1	Ag013G1711900
OG0004202	XP_006415681.1	Ag013G1718400
OG0004203	XP_006415610.1	Ag013G1727400
OG0004204	XP_006415558.1	Ag013G1734000
OG0004205	XP_006410586.1	Ag013G1737400
OG0004206	XP_006415491.1	Ag013G1742800, Ag002G0128200
OG0004207	XP_006415470.1	Ag013G1745100
OG0004208	XP_024008715.1	Ag013G1746800
OG0004210	XP_006415259.1	Ag013G1763800
OG0004211	XP_006395749.1	Ag062G5055800
OG0004212	XP_024006783.1	Ag004G0420700
OG0004213	XP_006415914.2	Ag004G0420800, Ag004G0544900
OG0004214	XP_006393904.1	Ag004G0421200
OG0004215	XP_006393970.1	Ag004G0429000
OG0004216	XP_024005644.1, XP_024006460.1, XP_024004780.1	Ag001G0074700, Ag001G0075800
OG0004218	XP_006394345.1	Ag004G0477800, Ag016G2367600, Ag016G2367500, Ag016G2367300, Ag007G0872100, Ag007G0878500, Ag066G5150300
OG0004220	XP_006394518.1, XP_024014896.1	Ag004G0499800
OG0004221	XP_006394556.1	Ag004G0507200
OG0004222	XP_024005549.1	Ag031G3141200, Ag004G0507400, Ag004G0507300, Ag003G0379400, Ag063G5068100
OG0004223	XP_006403245.1	Ag004G0520300
OG0004224	XP_006394662.1	Ag004G0523400
OG0004225	XP_006394743.1	Ag004G0536200
OG0004226	XP_006400541.1	Ag004G0557700
OG0004227	XP_006400636.1	Ag004G0572400
OG0004228	XP_024011534.1	Ag004G0590600
OG0004229	XP_006400984.1	Ag004G0647800
OG0004230	XP_006401015.1	Ag004G0653700
OG0004231	XP_006401184.1	Ag004G0682200
OG0004233	XP_024010223.1	Ag030G3131100, Ag011G1148300
OG0004233	XP_024005724.1	Ag033G3505400, Ag004G0711900
OG0004234	XP_024012101.1	Ag033G3522600, Ag033G3522500, Ag004G0734000
OG0004235	XP_006404119.2, XP_006391484.1	Ag004G0743500
OG0004236	XP_006401539.1	Ag004G0755000
OG0004237	XP_006396445.1	Ag022G2632800
OG0004238	XP_006396487.1	Ag022G2644000
OG0004239	XP_024012271.1	Ag022G2686200
OG0004240	XP_006407580.1	Ag014G1910000
OG0004241	XP_024010317.1, XP_006397136.2	Ag022G2739800
OG0004242	XP_006398747.1	Ag022G2766600
OG0004243	XP_024011976.1	Ag022G2790900, Ag002G0254400
OG0004244	XP_006405433.1	Ag075G5286500
OG0004245	XP_006405382.2	Ag075G5295900
OG0004246	XP_006389829.1	Ag048G4574100
OG0004247	XP_006389892.1	Ag048G4588100
OG0004248	XP_006389954.1	Ag048G4597500, Ag034G3908400
OG0004249	XP_006390065.2	Ag048G4631200
OG0004250	XP_006407753.1	Ag017G2417500, Ag040G4352300, Ag025G2974300, Ag016G2283200, Ag014G1882800
OG0004251	XP_006392584.1	Ag032G3425300
OG0004252	XP_006415861.1	Ag032G3459700
OG0004254	XP_006414912.1	Ag007G0882500
OG0004255	XP_006397643.1	Ag025G2964400, Ag007G0896200, Ag033G3576900, Ag003G0339100
OG0004256	XP_006390611.1	Ag078G5330300
OG0004257	XP_006416031.1	Ag078G5340400, Ag018G2463900
OG0004258	XP_024009162.1, XP_006398216.1	Ag056G4947800, Ag034G3836900
OG0004260	XP_006402057.1	Ag012G1272400
OG0004261	XP_006395406.1	Ag012G1297600
OG0004262	XP_006395597.1	Ag012G1328700
OG0004263	XP_006415972.1	Ag018G2472900
OG0004264	XP_006391018.1	Ag057G4965400
OG0004265	XP_006398313.1	Ag006G0797400, Ag058G4989500
OG0004266	XP_006398283.1	Ag058G4978400, Ag006G0804000
OG0004267	XP_006398219.1	Ag006G0830000, Ag006G0829300
OG0004268	XP_006398178.1	Ag006G0836400
OG0004269	XP_006398019.1	Ag001G0001900, Ag083G5410900, Ag083G5410500, Ag083G5411000
OG0004270	XP_006390775.1	Ag001G0054200, Ag034G4046300
OG0004271	XP_006393062.1	Ag001G0056300
OG0004272	XP_006392993.1	Ag001G0064900
OG0004273	XP_006392933.1	Ag001G0076800, Ag001G0077000, Ag001G0076600
OG0004274	XP_006414088.1	Ag050G4768000
OG0004275	XP_006414091.2	Ag050G4769100
OG0004277	XP_024005431.1	Ag050G4797100
OG0004278	XP_006403953.1	Ag008G0936600, Ag008G0965800, Ag008G0965700
OG0004279	XP_006413528.1	Ag033G3487000, Ag077G5315700
OG0004280	XP_024005541.1	Ag033G3490200, Ag077G5319600
OG0004281	XP_006401935.1	Ag051G4813200
OG0004282	XP_006414680.2	Ag033G3535500
OG0004283	XP_006410650.1	Ag033G3513800
OG0004284	XP_006413634.1	Ag033G3515200, Ag033G3515300
OG0004285	XP_006413909.1	Ag033G3568000
OG0004286	XP_024004341.1	Ag033G3591000
OG0004287	XP_006413821.1, XP_024010066.1	Ag033G3598500
OG0004288	XP_006414291.1	Ag031G3145100
OG0004289	XP_006399939.1, XP_006408542.1	Ag031G3152300
OG0004290	XP_006394856.1	Ag003G0381400, Ag031G3171500
OG0004291	XP_006402318.2	Ag031G3175100
OG0004292	XP_006397796.1	Ag031G3205600
OG0004293	XP_006402517.1	Ag014G1894600, Ag014G1894900, Ag014G1895300, Ag014G1895200, Ag031G3213300
OG0004294	XP_006402674.1	Ag031G3237600
OG0004295	XP_006402768.1	Ag031G3264600
OG0004296	XP_024012761.1	Ag031G3275600
OG0004297	XP_024012863.1	Ag031G3281400
OG0004298	XP_006402857.1	Ag031G3291800
OG0004299	XP_006402933.1	Ag031G3310000
OG0004300	XP_006402969.1	Ag031G3317000
OG0004301	XP_024012938.1	Ag031G3324600, Ag031G3324200
OG0004302	XP_006391488.2	Ag031G3358000
OG0004302	XP_006403504.1	Ag031G3358100
OG0004303	XP_006401710.1	Ag016G2301200, Ag016G2302300, Ag020G2573100
OG0004304	XP_006418765.2	Ag095G5469400, Ag064G5112800
OG0004305	XP_006409217.2	Ag086G5422500, Ag042G4377400
OG0004306	XP_006409191.1	Ag042G4380800
OG0004307	XP_024016640.1	Ag042G4392900
OG0004308	XP_006409050.1	Ag042G4421700
OG0004310	XP_006411385.1	Ag039G4182400
OG0004311	XP_006411356.1	Ag039G4191700
OG0004312	XP_024003898.1	Ag039G4195000
OG0004313	XP_024003858.1	Ag039G4217500
OG0004314	XP_006411145.1	Ag039G4252900
OG0004315	XP_006411081.1	Ag039G4273100, Ag039G4272400
OG0004317	XP_006396803.1	Ag030G3126900, Ag021G2628200
OG0004318	XP_006404856.1	Ag015G2202700
OG0004319	XP_006415839.1	Ag015G2234800
OG0004320	XP_006418127.1	Ag015G2263500, Ag034G3698600
OG0004321	XP_006418929.2	Ag021G2624100
OG0004322	XP_006394892.1	Ag038G4157700
OG0004323	XP_024014317.1, XP_024007390.1	Ag038G4166700, Ag027G3036600
OG0004324	XP_006408062.1	Ag014G1837600
OG0004325	XP_006394950.1	Ag038G4169200
OG0004326	XP_006397895.1	Ag003G0296500
OG0004327	XP_006397894.1	Ag003G0296600
OG0004328	XP_006397844.1	Ag003G0304500, Ag003G0308000
OG0004329	XP_006397823.1	Ag003G0307200
OG0004330	XP_006397809.1	Ag003G0309600
OG0004331	XP_006406284.1	Ag003G0312300
OG0004332	XP_006397750.1	Ag003G0317500
OG0004333	XP_024010845.1	Ag003G0355500
OG0004334	XP_024003770.1	Ag003G0368800
OG0004336	XP_006411559.1	Ag003G0375000
OG0004337	XP_006398414.1	Ag037G4130800, Ag016G2322000
OG0004338	XP_006398409.1	Ag016G2318900, Ag037G4135200
OG0004339	XP_006398400.1	Ag037G4136900, Ag016G2317200
OG0004340	XP_006408027.1	Ag014G1843100
OG0004341	XP_006408003.1	Ag014G1847700
OG0004342	XP_006407915.1	Ag014G1859500
OG0004343	XP_006407905.1	Ag014G1861200
OG0004345	XP_024015515.1	Ag014G1907100
OG0004346	XP_006407463.1	Ag014G1929900
OG0004347	XP_006407405.1	Ag014G1941000
OG0004348	XP_006407379.1	Ag014G1943600
OG0004349	XP_006407316.1	Ag014G1951900
OG0004350	XP_006407260.1	Ag014G1960900, Ag014G1960800
OG0004351	XP_006407215.1	Ag014G1967300
OG0004352	XP_006407162.2	Ag014G1974500
OG0004353	XP_006407130.1	Ag014G1981000
OG0004354	XP_006407114.1	Ag014G1987900
OG0004355	XP_006407039.1	Ag014G2001000, Ag014G2000700, Ag014G2000900, Ag014G2000600
OG0004356	XP_006406978.1	Ag014G2010400
OG0004357	XP_024015115.1	Ag014G2010900
OG0004358	XP_006406970.1	Ag014G2011300
OG0004359	XP_024015774.1	Ag014G2023500
OG0004360	XP_006409009.1	Ag014G2038100, Ag014G2037900
OG0004361	XP_006406764.1	Ag014G2048700
OG0004362	XP_006406577.1	Ag014G2093000
OG0004363	XP_006406544.1	Ag014G2101500
OG0004364	XP_006406484.1	Ag014G2129500
OG0004365	XP_006406410.1	Ag014G2151300
OG0004366	XP_006406379.1	Ag014G2156900
OG0004366	XP_006406380.1	Ag014G2156600
OG0004367	XP_006406334.1	Ag027G3070700, Ag014G2170300
OG0004368	XP_006406319.1	Ag014G2173300, Ag027G3068200
OG0004369	XP_006406295.1	Ag014G2176600, Ag027G3064400
OG0004370	XP_006405837.1	Ag061G5038400
OG0004373	XP_006418839.1	Ag027G3005200, Ag064G5101600
OG0004374	XP_006406061.1	Ag027G3016800
OG0004375	XP_024014954.1	Ag027G3039400
OG0004376	XP_006406232.1	Ag027G3052200
OG0004377	XP_006406240.1	Ag027G3054700
OG0004378	XP_006406241.1	Ag027G3055000
OG0004379	XP_006406268.1, XP_006406267.1	Ag027G3059800
OG0004380	XP_006391568.1	Ag036G4116300
OG0004381	XP_006400417.1	Ag060G5005900, Ag034G3716700
OG0004382	XP_006403894.1	Ag017G2425600
OG0004383	XP_006403905.1	Ag017G2429500
OG0004384	XP_006418358.1	Ag034G3667400
OG0004385	XP_006418230.1	Ag034G3684700
OG0004387	XP_024008183.1	Ag034G3722100
OG0004388	XP_006417755.1	Ag034G3747700
OG0004389	XP_006417600.1	Ag034G3765100, Ag034G3765200
OG0004390	XP_006417568.1	Ag034G3772000
OG0004392	XP_006417294.1, XP_024016224.1	Ag034G3815500
OG0004393	XP_006417223.1	Ag034G3825600
OG0004394	XP_006417217.1	Ag034G3827000
OG0004395	XP_006417201.1	Ag034G3829500
OG0004396	XP_006416803.1	Ag034G3903800
OG0004398	XP_006416232.1	Ag034G4014700
OG0004399	XP_006416177.1	Ag034G4023900
OG0004400	XP_024007615.1	Ag034G4042400
OG0004401	XP_024009634.1, XP_006390904.1	Ag034G4067500
OG0004402	XP_006390967.2, XP_006390969.1, XP_024012915.1	Ag024G2849900, Ag002G0101500
OG0004403	XP_006391765.1	Ag002G0140700, Ag002G0140800, Ag002G0138400
OG0004404	XP_024003684.1	Ag002G0272100
OG0004405	XP_024003804.1	Ag024G2891800
OG0004406	XP_006398044.2, XP_024011017.1	Ag016G2358600, Ag016G2358700, Ag016G2358800, Ag016G2358400, Ag016G2358300
OG0004407	XP_006398530.1	Ag011G1032400
OG0004408	XP_006411789.1	Ag011G1059600
OG0004410	XP_006412138.1	Ag011G1135300
OG0004411	XP_006412379.1	Ag011G1194600
OG0004412	XP_006413924.1	Ag011G1198200, Ag019G2539300
OG0004413	XP_006412330.1	Ag011G1206200
OG0004414	XP_006412303.1	Ag011G1216500
OG0004415	XP_006412290.1	Ag011G1219500, Ag011G1219400
OG0004416	XP_024005743.1	Ag011G1230800
OG0004417	XP_006412578.1	Ag011G1247700
OG0004418	XP_006412599.2	Ag011G1256600
OG0004419	XP_006406000.2	Ag064G5098400
OG0004421	XP_024010491.1	Ag019G2515400
OG0004422	XP_006396316.1, XP_024010512.1	Ag019G2516900, Ag019G2517000
OG0004423	XP_006412971.1	Ag010G1024500
OG0004451	XP_006413583.1	Ag093G5462400, Ag093G5463000, Ag033G3502900, Ag093G5462900, Ag025G2910600
OG0004453	XP_024003878.1	Ag039G4261300
OG0004454	XP_006418834.1	Ag064G5102000, Ag055G4927500
OG0004455	XP_006395803.2	Ag074G5271600, Ag035G4074800
OG0004456	XP_006400354.1	Ag013G1341400
OG0004457	XP_006418105.1	Ag013G1370900, Ag034G3913400
OG0004458	XP_006400224.1	Ag013G1376300
OG0004459	XP_006402280.1	Ag013G1389900, Ag031G3169900
OG0004460	XP_006400164.1	Ag013G1392900
OG0004461	XP_006400109.1	Ag013G1404300
OG0004462	XP_006400029.1	Ag013G1422200
OG0004463	XP_024005962.1	Ag013G1433800
OG0004464	XP_006409409.1	Ag013G1444100, Ag044G4495200
OG0004465	XP_006399873.1, XP_006398836.1	Ag013G1459900
OG0004466	XP_006399836.1	Ag013G1466400
OG0004467	XP_024007744.1, XP_024007960.1	Ag034G3672600, Ag014G2023900, Ag013G1469500
OG0004468	XP_024012229.1	Ag052G4843600, Ag033G3480200, Ag033G3495000, Ag077G5323900, Ag033G3514600, Ag013G1476400
OG0004469	XP_006399781.1	Ag013G1480000
OG0004470	XP_006399757.1	Ag013G1486000
OG0004471	XP_006399722.1	Ag013G1490800
OG0004472	XP_006399695.1	Ag031G3237900, Ag031G3237800, Ag014G1783400, Ag031G3239200, Ag013G1496400
OG0004473	XP_006399612.2	Ag004G0541400
OG0004475	XP_006399574.1	Ag013G1516800
OG0004476	XP_006399549.1	Ag013G1523200
OG0004477	XP_024004152.1	Ag039G4313100
OG0004477	XP_024012132.1	Ag013G1534500
OG0004478	XP_006399391.1	Ag013G1548600
OG0004479	XP_006399295.1	Ag013G1561400
OG0004480	XP_006396542.1	Ag013G1574100, Ag039G4322400
OG0004481	XP_006396553.1	Ag013G1575500
OG0004482	XP_006413344.1, XP_006413343.1	Ag025G2903900, Ag053G4872500, Ag013G1578200
OG0004483	XP_024005053.1, XP_024011683.1	Ag013G1581300
OG0004484	XP_006408717.1	Ag013G1594200
OG0004485	XP_006409816.2	Ag013G1600700
OG0004486	XP_006409837.1	Ag013G1602500
OG0004487	XP_006410016.1	Ag013G1621600
OG0004488	XP_024016681.1	Ag013G1623000
OG0004489	XP_006410048.1	Ag013G1624600
OG0004490	XP_006410134.1	Ag013G1633300
OG0004491	XP_006410097.1	Ag013G1634700
OG0004492	XP_006410148.1	Ag013G1635400
OG0004493	XP_006410285.1	Ag013G1649100
OG0004494	XP_006410395.1	Ag013G1659900, Ag013G1660100
OG0004495	XP_006410406.1	Ag013G1667900
OG0004496	XP_006410442.1	Ag013G1671300
OG0004497	XP_006410478.1	Ag013G1675000
OG0004498	XP_006410488.2	Ag013G1675700
OG0004499	XP_006403236.1	Ag013G1678200
OG0004500	XP_006418148.1	Ag034G3696200
OG0004500	XP_006403209.1	Ag013G1680800
OG0004501	XP_006413306.1	Ag013G1696400
OG0004502	XP_006413278.1	Ag013G1700600
OG0004503	XP_006393657.1	Ag013G1708900, Ag013G1709000
OG0004504	XP_006415714.1	Ag013G1714800
OG0004505	XP_006415692.1	Ag013G1717000
OG0004507	XP_006415679.1	Ag013G1718800
OG0004508	XP_006415648.1	Ag013G1722100
OG0004509	XP_006415614.1	Ag013G1726500
OG0004510	XP_006415579.1	Ag013G1730600
OG0004511	XP_006415559.1	Ag013G1733800
OG0004512	XP_006415548.1	Ag013G1735900
OG0004514	XP_006405488.2, XP_024008840.1	Ag013G1737100
OG0004515	XP_006415512.1	Ag013G1741400
OG0004516	XP_006415434.1	Ag013G1748900, Ag013G1748500, Ag013G1748800
OG0004518	XP_024006669.1	Ag062G5052000
OG0004519	XP_006395737.1	Ag062G5057900
OG0004520	XP_006395682.2	Ag062G5065500, Ag011G1193300
OG0004521	XP_006393891.1	Ag004G0419900
OG0004522	XP_006394025.1	Ag029G3110200, Ag004G0435900
OG0004523	XP_006394132.1	Ag004G0450200
OG0004524	XP_006394201.1	Ag004G0457400
OG0004525	XP_006394212.1	Ag004G0458800, Ag034G4063400, Ag004G0763300
OG0004526	XP_006391104.2, XP_006396932.1	Ag004G0462800
OG0004527	XP_006394310.1	Ag004G0472400
OG0004529	XP_006394424.1	Ag004G0487600
OG0004530	XP_006394507.1	Ag004G0499000
OG0004531	XP_024007382.1	Ag004G0512400
OG0004532	XP_024006887.1	Ag004G0515000
OG0004533	XP_006394794.1	Ag004G0543800
OG0004534	XP_006394816.2	Ag004G0546400
OG0004535	XP_006394817.1	Ag004G0546600
OG0004536	XP_006394865.1	Ag004G0552000, Ag014G2152800, Ag014G1962700
OG0004537	XP_006395903.1	Ag004G0564500
OG0004538	XP_006400587.1	Ag004G0565500
OG0004539	XP_024012311.1	Ag004G0572000
OG0004540	XP_006400653.1	Ag004G0577400
OG0004541	XP_006400655.1	Ag004G0577700
OG0004542	XP_006400669.1	Ag004G0580700
OG0004543	XP_006400683.1	Ag004G0582700
OG0004544	XP_006400703.2	Ag004G0585000
OG0004545	XP_006400736.1	Ag004G0592700
OG0004546	XP_006400777.1	Ag004G0600600
OG0004547	XP_006400879.1	Ag004G0624700
OG0004548	XP_006400913.1, XP_006398487.1	Ag004G0632600
OG0004549	XP_006400971.1	Ag004G0644400
OG0004550	XP_006400981.1	Ag004G0647600
OG0004551	XP_006401055.1	Ag004G0662700
OG0004552	XP_006401103.1	Ag004G0667600
OG0004553	XP_006417538.1	Ag004G0668300, Ag034G3776500
OG0004555	XP_006401143.1	Ag004G0673100
OG0004557	XP_006401276.1	Ag004G0707000
OG0004558	XP_006401299.1	Ag004G0711100
OG0004559	XP_006418054.1	Ag034G3709600, Ag004G0717600
OG0004560	XP_006401365.1	Ag004G0722300
OG0004561	XP_006401518.1	Ag004G0752400
OG0004562	XP_024008884.1, XP_006401541.2	Ag004G0756200
OG0004563	XP_006404149.1	Ag004G0760900
OG0004564	XP_006404162.2	Ag004G0764200
OG0004565	XP_006399208.1	Ag022G2662200
OG0004566	XP_006398929.1	Ag022G2726800
OG0004567	XP_006398902.1	Ag022G2733000
OG0004568	XP_024005907.1, XP_006414719.1, XP_006398860.1, XP_006402019.1, XP_006409429.2	Ag022G2742000
OG0004569	XP_006398801.1	Ag022G2752800
OG0004570	XP_006398730.1	Ag022G2769100
OG0004571	XP_006392093.1, XP_006407746.1	Ag014G1883800
OG0004571	XP_006398568.1	Ag022G2794800
OG0004572	XP_006389773.1	Ag048G4562800, Ag075G5282100
OG0004573	XP_024007085.1	Ag048G4564500
OG0004574	XP_024012782.1	Ag048G4573900
OG0004575	XP_006389872.1	Ag048G4583600
OG0004576	XP_006389971.1	Ag048G4605600
OG0004578	XP_006390005.1	Ag048G4616600
OG0004579	XP_006390049.1, XP_006390048.1	Ag048G4624200
OG0004580	XP_006390058.1	Ag048G4626800, Ag048G4626900
OG0004581	XP_006390155.1	Ag048G4651800
OG0004582	XP_006390207.1	Ag048G4668100
OG0004583	XP_006390296.2	Ag048G4704800
OG0004584	XP_006390297.1	Ag048G4704900
OG0004585	XP_006415893.1	Ag048G4705400
OG0004586	XP_006392711.1	Ag032G3447300, Ag040G4352500
OG0004588	XP_006392808.2	Ag032G3471000
OG0004589	XP_006410774.1	Ag054G4877200
OG0004590	XP_024008755.1	Ag003G0332500, Ag054G4885400
OG0004592	XP_024010592.1	Ag007G0876800, Ag041G4372500
OG0004593	XP_006401765.1	Ag082G5404400
OG0004595	XP_006414914.2	Ag007G0882400
OG0004596	XP_006414797.1	Ag007G0892300
OG0004597	XP_006414711.1	Ag007G0898400
OG0004598	XP_024005855.1	Ag007G0912800, Ag057G4965000
OG0004599	XP_006390615.1	Ag078G5328800
OG0004600	XP_006413663.1	Ag078G5368300
OG0004601	XP_006390418.1	Ag078G5384300
OG0004602	XP_006391034.1	Ag056G4949900
OG0004603	XP_006412967.1	Ag045G4504800, Ag287G5489100
OG0004604	XP_024005360.1	Ag045G4518900
OG0004606	XP_006402055.1	Ag012G1273800
OG0004607	XP_006395610.1	Ag012G1332300
OG0004608	XP_006390952.1	Ag057G4952800
OG0004609	XP_024011153.1	Ag058G4980800, Ag006G0802100
OG0004611	XP_006406364.2	Ag001G0050800, Ag042G4406000, Ag024G2871600, Ag014G2164500
OG0004613	XP_006393046.1	Ag001G0059700
OG0004614	XP_024009230.1	Ag001G0061000
OG0004615	XP_024006210.1	Ag001G0071500, Ag001G0072700
OG0004616	XP_006392923.1, XP_006392917.1	Ag001G0079000
OG0004617	XP_006392849.1	Ag001G0088700, Ag001G0088800
OG0004618	XP_006392848.1	Ag001G0089000
OG0004619	XP_006410737.1	Ag023G2844500
OG0004620	XP_024004614.1	Ag050G4765600
OG0004621	XP_006414103.1	Ag050G4772000
OG0004622	XP_006414895.1	Ag050G4772700
OG0004623	XP_006414122.1	Ag050G4775400
