Orthogroup	Cardamine_hirsuta	Camelina_sativa
OG0002787	CARHR003250	XP_010482740.1, XP_019091539.1, XP_010475023.1
OG0002787	CARHR131200, CARHR131270	XP_010507585.1, XP_010513012.1, XP_010412904.1
OG0002788	CARHR144450	XP_010424966.1, XP_010513921.1, XP_010502184.1
OG0002788	CARHR015230	XP_010458982.1, XP_010476538.1, XP_010496442.1
OG0002789	CARHR237490	XP_010433078.1
OG0002790	CARHR134260	XP_010517285.1, XP_019099775.1, XP_019101044.1
OG0002790	CARHR134270	XP_010505611.1, XP_010517292.1, XP_010509018.1
OG0002791	CARHR247660	XP_010446443.1, XP_010431862.1, XP_010437007.1
OG0002792	CARHR260090	XP_010455317.1, XP_010436023.1, XP_010421827.1
OG0002792	CARHR286310	XP_010500018.1, XP_010461297.1, XP_010478923.1
OG0002793	CARHR033720	XP_010478854.1
OG0002793	CARHR290920	XP_010471192.1, XP_010415894.1, XP_010428030.1
OG0002794	CARHR144650	XP_010506910.1
OG0002795	CARHR080260	XP_010432302.1, XP_010464134.1, XP_010486056.1
OG0002795	CARHR186760	XP_010421536.1, XP_010455039.1
OG0002796	CARHR184990	XP_010494074.1, XP_010455164.1, XP_010421673.1
OG0002796	CARHR079640	XP_010485965.1, XP_010464050.1, XP_010425447.1
OG0002797	CARHR138970	XP_010506280.1, XP_019082374.1, XP_010508373.1
OG0002798	CARHR138630	XP_010508416.1, XP_019102027.1, XP_010506235.1
OG0002799	CARHR224300, CARHR224290	XP_010434644.1, XP_010439982.1
OG0002800	CARHR078310	XP_010463902.1, XP_019092913.1, XP_019096266.1
OG0002800	CARHR078340, CARHR078330, CARHR078320	XP_019092925.1, XP_010463901.1, XP_019096265.1
OG0002801	CARHR079300	XP_010478309.1, XP_019091521.1, XP_010485892.1, XP_010421475.1
OG0002802	CARHR185810	XP_019090027.1, XP_010494038.1
OG0002802	CARHR079330	XP_010421835.1, XP_010485900.1, XP_010464001.1
OG0002803	CARHR080670	XP_019100229.1, XP_010464183.1, XP_010486106.1
OG0002803	CARHR193930	XP_010492946.1
OG0002804	CARHR080700	XP_010464185.1, XP_010486108.1, XP_010436636.1
OG0002804	CARHR193980	XP_010454164.1, XP_010420687.1, XP_010492939.1
OG0002805	CARHR249630	XP_010456090.1, XP_010429078.1, XP_010422647.1
OG0002805	CARHR103990	XP_019084474.1, XP_010467141.1
OG0002806	CARHR090340	XP_010502818.1, XP_010502799.1, XP_010465494.1, XP_010487357.1, XP_010465491.1
OG0002807	CARHR092220	XP_010504843.1
OG0002807	CARHR222520	XP_010434871.1, XP_010449841.1
OG0002808	CARHR038940	XP_010479319.1, XP_010500434.1
OG0002808	CARHR093960	XP_010487783.1, XP_010507015.1, XP_010465967.1, XP_010465968.1
OG0002809	CARHR040940, CARHR096330, CARHR040950, CARHR096310	XP_010461933.1, XP_010500665.1, XP_010479551.1, XP_010509075.1, XP_010466254.1, XP_010488039.1
OG0002810	CARHR099110	XP_010466630.1, XP_010512137.1, XP_010488361.1
OG0002810	CARHR220660	XP_010435121.1, XP_010440461.1, XP_010450037.1
OG0002811	CARHR013520	XP_010458758.1, XP_010495026.1, XP_010476305.1
OG0002812	CARHR010870	XP_010458430.1, XP_010475948.1, XP_010491767.1
OG0002812	CARHR051790	XP_010510909.1, XP_010418021.1, XP_010513359.1
OG0002813	CARHR255430, CARHR011740	XP_010458544.1, XP_010476070.1, XP_010492868.1
OG0002814	CARHR011900	XP_010493043.1, XP_010476089.1, XP_010458564.1
OG0002814	CARHR050530	XP_019085221.1, XP_010473399.1, XP_010418155.1
OG0002815	CARHR049100	XP_019093490.1, XP_010430348.1, XP_010418273.1
OG0002816	CARHR012690	XP_019090853.1, XP_019098963.1, XP_019095294.1
OG0002816	CARHR048860	XP_019085692.1, XP_019093627.1
OG0002817	CARHR065230	XP_019099049.1
OG0002818	CARHR065620	XP_010471301.1, XP_010428162.1, XP_010416032.1
OG0002818	CARHR018100	XP_010498106.1
OG0002819	CARHR023430	XP_010477587.1, XP_010460081.1, XP_010498807.1
OG0002820	CARHR034300	XP_019094527.1, XP_019089110.1
OG0002820	CARHR049960	XP_019089452.1
OG0002820	CARHR236760	XP_019088138.1
OG0002821	CARHR212880	XP_010441330.1
OG0002821	CARHR046740	XP_010418472.1, XP_010473674.1, XP_010430538.1
OG0002822	CARHR039300	XP_019094292.1, XP_019094291.1, XP_019097540.1, XP_019091355.1, XP_019091409.1, XP_019097542.1, XP_010479364.1
OG0002823	CARHR245450	XP_010446708.1, XP_019087240.1, XP_010432097.1
OG0002824	CARHR177060	XP_010514004.1
OG0002825	CARHR244040	XP_010432243.1, XP_010436248.1, XP_010437440.1, XP_010446892.1
OG0002826	CARHR115870	XP_019085136.1, XP_010472554.2
OG0002826	CARHR240330	XP_019088170.1, XP_010432725.1, XP_010447394.1
OG0002827	CARHR241790	XP_010432525.1, XP_010437728.1, XP_010447205.1
OG0002827	CARHR105250	XP_010517533.1, XP_010467235.1, XP_010488893.1
OG0002828	CARHR239620	XP_010447538.1, XP_010432822.1, XP_010438000.1
OG0002829	CARHR250120, CARHR250150, CARHR250130	XP_010428417.1, XP_010428489.1, XP_010422710.1, XP_010456147.1
OG0002830	CARHR042830, CARHR179860, CARHR107260	XP_010463424.1
OG0002833	CARHR101110, CARHR101100, CARHR101090, CARHR164790	XP_010489086.1, XP_019098799.1, XP_010414450.1, XP_019093537.1, XP_019101013.1
OG0002834	CARHR171670, CARHR219290	XP_010418592.1, XP_010473806.1, XP_010513764.1
OG0002834	CARHR127720	XP_010513302.1, XP_010473972.2
OG0002835	CARHR151830	XP_010502883.1, XP_019102063.1, XP_010425664.1
OG0002835	CARHR151780	XP_010514594.1, XP_010430857.1, XP_010502877.1
OG0002836	CARHR244020	XP_019087279.1, XP_010436249.1, XP_010451040.1
OG0002836	CARHR244030	XP_019090110.1, XP_019097452.1
OG0002837	CARHR266230	XP_010442871.1, XP_010445584.1
OG0002839	CARHR150670	XP_010430999.1, XP_010507203.1, XP_010412560.1, XP_010412558.1, XP_010430998.1
OG0002844	CARHR145370	XP_010425070.1, XP_010514064.1, XP_010502307.1
OG0002844	CARHR212720	XP_010445524.1, XP_010419542.1, XP_010426572.1
OG0002845	CARHR077490	XP_010511040.1, XP_010485687.2, XP_010463796.1
OG0002845	CARHR195680	XP_010492707.1, XP_010420477.1, XP_010453949.1
OG0002846	CARHR074940	XP_010496416.1, XP_010435684.1
OG0002846	CARHR199300	XP_010453516.1, XP_010420027.1, XP_010492197.1
OG0002847	CARHR199500	XP_010453497.1, XP_010492176.1, XP_010420005.1
OG0002848	CARHR219150	XP_019087724.1, XP_019089309.1, XP_019086414.1
OG0002849	CARHR102960	XP_019101776.1
OG0002850	CARHR201970	XP_010491850.1, XP_010419687.1, XP_010453174.1
OG0002850	CARHR188120	XP_010493797.1, XP_010421392.1, XP_019090251.1
OG0002851	CARHR288960	XP_010495028.1, XP_019090321.1, XP_019084175.1, XP_010453163.1, XP_010491836.1, XP_010453158.1, XP_019083761.1
OG0002852	CARHR018670	XP_019095066.1
OG0002852	CARHR186700	XP_010455043.1, XP_010493938.1
OG0002853	CARHR190220	XP_010493452.1, XP_010421132.1, XP_010454613.1
OG0002853	CARHR204740	XP_010423106.1, XP_010423104.1, XP_010491464.1, XP_010424727.1
OG0002854	CARHR119470	XP_010510813.1, XP_010417858.1, XP_010473102.1
OG0002855	CARHR008080	XP_010458057.1, XP_010475615.1
OG0002855	CARHR120520	XP_010473180.1, XP_010510722.1, XP_010417933.1
OG0002856	CARHR006560	XP_010457839.1, XP_010486826.1
OG0002857	CARHR005630	XP_010485710.1, XP_010457728.1, XP_010475333.1
OG0002857	CARHR124980	XP_010510207.1, XP_010469698.1
OG0002858	CARHR126430	XP_010509995.1, XP_010413975.1, XP_010469569.1
OG0002858	CARHR004540	XP_010475180.1, XP_010484651.1
OG0002859	CARHR004600	XP_010484720.1, XP_010475186.1, XP_010457589.1
OG0002859	CARHR126280	XP_010413992.1, XP_010510014.1, XP_010469583.1
OG0002860	CARHR126680	XP_010513106.1, XP_010418669.1
OG0002860	CARHR004250	XP_010475153.1, XP_019091856.1, XP_010484338.1
OG0002861	CARHR127240	XP_010509914.1
OG0002861	CARHR003960	XP_010457515.1, XP_010475123.1
OG0002862	CARHR249550	XP_010458004.1, XP_010475570.1, XP_010488136.1
OG0002863	CARHR233110	XP_010448392.1, XP_010438840.2, XP_010433601.1
OG0002863	CARHR233150	XP_010448387.1, XP_010433599.1, XP_010438842.1
OG0002864	CARHR027510	XP_010460577.1, XP_010478161.1, XP_010499299.1
OG0002865	CARHR129790	XP_010505072.1, XP_010516740.1, XP_010509591.1
OG0002865	CARHR031060	XP_010460996.1, XP_010478590.1, XP_010499717.1
OG0002866	CARHR031240	XP_010499739.1, XP_010461016.1, XP_010478611.1
OG0002868	CARHR279930	XP_019095687.1, XP_010444614.1, XP_010463781.1
OG0002868	CARHR158880	XP_010426507.1, XP_010515345.1, XP_010503648.1
OG0002869	CARHR279690	XP_010444585.1, XP_010484412.1, XP_010463501.1
OG0002869	CARHR158740	XP_010503631.1, XP_010515326.1, XP_010426489.1
OG0002870	CARHR278210	XP_019093955.1, XP_019095471.1
OG0002870	CARHR204400	XP_010452868.1, XP_010491501.1
OG0002871	CARHR277200	XP_010444220.1, XP_010460157.1, XP_010484067.1
OG0002871	CARHR157260	XP_010515170.1, XP_010431133.1, XP_010503484.1
OG0002872	CARHR275490	XP_010457652.1, XP_010483850.1
OG0002873	CARHR118920	XP_010497367.1
OG0002873	CARHR191720	XP_010493235.1, XP_010420963.1
OG0002874	CARHR234340	XP_010438705.1, XP_010433444.1, XP_010448217.1
OG0002874	CARHR268620	XP_010482962.1, XP_010443149.1, XP_010449330.1
OG0002875	CARHR268650	XP_010449383.1, XP_010443153.1, XP_010482967.1
OG0002875	CARHR234320, CARHR204420	XP_019087333.1, XP_010448222.1, XP_019086217.1
OG0002876	CARHR285970, CARHR288020, CARHR159860, CARHR159870, CARHR036770	XP_010431210.1, XP_010412693.1, XP_010495284.1
OG0002877	CARHR048300	XP_010474593.1, XP_019082757.1
OG0002877	CARHR284450	XP_010506912.1
OG0002878	CARHR208650	XP_010511682.1, XP_010415247.1, XP_010513308.1, XP_010514729.1, XP_010422875.1, XP_010514742.1, XP_010490384.1, XP_010451268.1, XP_010468704.1
OG0002879	CARHR209170	XP_010490905.1, XP_010423626.1, XP_010452302.1
OG0002879	CARHR084730	XP_010486625.1, XP_010481811.1, XP_010464694.1
OG0002880	CARHR212980	XP_010441297.1
OG0002880	CARHR047400	XP_010418415.1, XP_010430489.1, XP_010473625.1
OG0002881	CARHR118380, CARHR177910, CARHR177890	XP_010472630.1, XP_010472629.1, XP_010472631.1, XP_019083053.1, XP_010429617.1
OG0002883	CARHR072030	XP_010417450.1, XP_010472686.1, XP_010429680.1
OG0002883	CARHR017570	XP_010476838.1, XP_010498042.1, XP_019090864.1
OG0002884	CARHR279830	XP_010463652.1, XP_010484431.1
OG0002884	CARHR158830	XP_010503642.1, XP_010515339.1, XP_010515338.1, XP_010426501.1
OG0002885	CARHR156370	XP_010468396.2, XP_010488331.1
OG0002885	CARHR100120, CARHR252650	XP_010468450.1, XP_010421995.1
OG0002886	CARHR130970	XP_010509448.1, XP_010516891.1, XP_010505216.1
OG0002886	CARHR162970	XP_010426942.1, XP_010504069.1, XP_010515799.1
OG0002887	CARHR231800	XP_010433773.1, XP_010439045.1, XP_010448570.1
OG0002888	CARHR218090	XP_010440618.1, XP_010440616.1, XP_019089736.1, XP_010435338.1, XP_010435356.1, XP_010450239.1
OG0002889	CARHR101010	XP_010466894.1, XP_010488576.1, XP_010513666.1
OG0002890	CARHR218930	XP_010450216.1, XP_010440591.1, XP_010435273.1
OG0002890	CARHR100460	XP_010466840.1, XP_010513404.1
OG0002891	CARHR021350	XP_010477348.1
OG0002891	CARHR084030	XP_010474699.1, XP_019096340.1
OG0002892	CARHR067700	XP_010428427.1, XP_010471533.1, XP_019098655.1, XP_010416298.1, XP_010487946.1, XP_010464813.1, XP_019101180.1
OG0002893	CARHR176470	XP_010441701.1, XP_010494666.1
OG0002895	CARHR090700	XP_010465533.1, XP_010503217.1, XP_010487393.1
OG0002895	CARHR042870	XP_010462123.1, XP_010479792.1, XP_010500889.1
OG0002896	CARHR233080, CARHR233070	XP_019086689.1, XP_010438846.1, XP_010448396.1
OG0002898	CARHR174230	XP_010441494.1, XP_010481357.1, XP_010494938.1
OG0002899	CARHR243040	XP_010447037.1, XP_010432379.1, XP_010437569.1
OG0002899	CARHR106760	XP_010467385.1
OG0002900	CARHR230050	XP_010433957.1, XP_010448791.1, XP_010439244.1
OG0002900	CARHR254500	XP_010455596.1, XP_019084738.1
OG0002901	CARHR178550	XP_010494486.1, XP_010441871.1, XP_010481692.1
OG0002902	CARHR252810	XP_010455775.1, XP_010432384.1
OG0002902	CARHR228690	XP_010434106.1, XP_010439404.1, XP_010448970.1
OG0002903	CARHR281440	XP_010446300.1, XP_010465719.1, XP_010484668.1
OG0002904	CARHR160840	XP_010503812.1, XP_010426673.1, XP_010515524.1
OG0002905	CARHR281740	XP_010466136.1
OG0002905	CARHR161040	XP_010426701.1, XP_010496955.1
OG0002906	CARHR172650	XP_010512619.1, XP_010468967.1, XP_010413288.1
OG0002907	CARHR142370	XP_010518387.1, XP_010507941.1
OG0002908	CARHR054060	XP_010512529.1, XP_010413367.1
OG0002908	CARHR141690	XP_010518313.1, XP_010508027.1, XP_010506642.1
OG0002909	CARHR141610	XP_010508036.2, XP_010518305.2
OG0002910	CARHR171140	XP_019101725.1, XP_010469147.1, XP_019082902.1
OG0002911	CARHR138980	XP_010508374.1, XP_019082375.1, XP_019100612.1
OG0002911	CARHR170140	XP_010413643.1
OG0002912	CARHR165650	XP_010496143.1, XP_010448326.1
OG0002912	CARHR058330	XP_019085596.1
OG0002913	CARHR164420	XP_010515985.1, XP_019085769.1, XP_010504263.1
OG0002914	CARHR266550	XP_010482735.1, XP_010442906.1
OG0002914	CARHR235610	XP_010438533.1, XP_010448062.1, XP_010433292.1
OG0002915	CARHR217560, CARHR103840	XP_010467126.1, XP_010412952.1, XP_010412938.1, XP_010488797.1
OG0002916	CARHR108690	XP_010489515.1, XP_010467623.1, XP_010413989.1
OG0002917	CARHR271160	XP_010452029.1, XP_019088453.1, XP_010483248.1
OG0002919	CARHR193720, CARHR193710	XP_010492978.1, XP_010420720.1, XP_010454192.1
OG0002919	CARHR193730	XP_010454194.1, XP_010424180.2, XP_010492980.1
OG0002920	CARHR140700	XP_010506505.1, XP_010508159.1, XP_010518171.1, XP_010518137.1, XP_010508196.1, XP_010506464.1
OG0002921	CARHR077270	XP_010467981.2
OG0002922	CARHR079440	XP_010464023.1, XP_010423638.1, XP_010485914.1
OG0002923	CARHR080160	XP_010464117.1, XP_010486043.1, XP_010431230.1
OG0002923	CARHR186560	XP_010493953.1, XP_010421557.1, XP_010455067.1
OG0002924	CARHR082720	XP_010486375.1, XP_010460575.1, XP_010464444.1
OG0002924	CARHR088200	XP_010465194.1
OG0002925	CARHR083280	XP_010464516.1, XP_010486444.1, XP_010466909.1, XP_010464517.1, XP_010486445.1, XP_010467071.1
OG0002926	CARHR084470	XP_010464656.1, XP_010479310.1, XP_010486578.1
OG0002926	CARHR084480	XP_010486577.1, XP_010464657.1, XP_010479209.1
OG0002927	CARHR087910	XP_010487081.1, XP_019100108.1, XP_010465157.1, XP_010500304.1, XP_019096367.1, XP_010465155.1
OG0002928	CARHR089960	XP_010487314.1, XP_010502420.1, XP_019096800.1, XP_010465436.1, XP_010489836.1, XP_010463450.1
OG0002929	CARHR090170	XP_010465463.1, XP_010465602.1, XP_010419262.1, XP_019096377.1
OG0002930	CARHR090920	XP_010465575.1, XP_010487423.1, XP_010503503.1
OG0002930	CARHR090910	XP_010503493.1, XP_010487422.1, XP_010465574.1
OG0002931	CARHR093390	XP_010487721.1
OG0002931	CARHR093400	XP_010487722.1, XP_010465882.1, XP_010506359.1
OG0002932	CARHR093500	XP_010506511.1, XP_010487729.1, XP_010465900.1
OG0002933	CARHR094800	XP_010466086.1, XP_010487883.1
OG0002933	CARHR094790	XP_010466084.1, XP_010507701.1
OG0002935	CARHR097710	XP_010466436.1, XP_010420739.1
OG0002935	CARHR097700	XP_010466433.1, XP_010510572.1, XP_010488197.1
OG0002936	CARHR097630	XP_010466422.1
OG0002937	CARHR056940, CARHR056960	XP_010511422.1, XP_010470432.1, XP_010415071.1
OG0002939	CARHR001680	XP_010480909.1, XP_010474649.1
OG0002939	CARHR249970	XP_010428660.1, XP_010456130.1
OG0002940	CARHR005720	XP_010457746.2, XP_010485841.1, XP_010475347.1
OG0002941	CARHR015640	XP_019091680.1, XP_010496855.1, XP_019095113.1
OG0002942	CARHR020290	XP_010501527.1, XP_010498400.1, XP_010459653.1, XP_010477200.1
OG0002942	CARHR020280	XP_019095112.1, XP_010459652.1, XP_010498399.1
OG0002943	CARHR047830, CARHR047840	XP_010418381.1, XP_010474602.1, XP_010430457.1, XP_010430456.1, XP_010418377.1
OG0002944	CARHR051570	XP_010474566.1, XP_019085664.1
OG0002944	CARHR051590	XP_019082746.1
OG0002944	CARHR051610	XP_010418060.1
OG0002945	CARHR054250	XP_010414796.1, XP_010470306.1, XP_010511366.1
OG0002945	CARHR054240	XP_010414795.1, XP_010511367.1, XP_010470305.1
OG0002946	CARHR114260	XP_010417076.1
OG0002946	CARHR114300	XP_010472323.1, XP_010417077.1, XP_010429269.1
OG0002947	CARHR228460	XP_010439434.1
OG0002947	CARHR252620	XP_010432036.1, XP_010455807.1, XP_010422334.1
OG0002948	CARHR247770	XP_010446419.1, XP_010431848.1, XP_010436996.1
OG0002949	CARHR247450	XP_010437039.1, XP_010446461.1, XP_010431893.1
OG0002950	CARHR246270	XP_019088875.1, XP_010432020.1, XP_010437172.1
OG0002950	CARHR113990	XP_010472262.1, XP_010417027.1, XP_010429198.1
OG0002951	CARHR244000	XP_019088054.1, XP_019089474.1, XP_019086527.1
OG0002951	CARHR107890	XP_019083708.1, XP_019096600.1, XP_019092020.1
OG0002952	CARHR240320	XP_010447395.1, XP_010432726.1, XP_010437915.1
OG0002952	CARHR115880	XP_010472553.1, XP_010417321.1, XP_010429547.1
OG0002953	CARHR241270	XP_010447267.1, XP_010432595.1, XP_010437784.1
OG0002954	CARHR116210	XP_010417300.1, XP_010429526.1, XP_010472533.1
OG0002954	CARHR240040	XP_010437951.1, XP_010432769.1, XP_010447436.1
OG0002955	CARHR239900	XP_010447455.1, XP_010432787.1, XP_010437970.1
OG0002955	CARHR116390	XP_019085315.1
OG0002956	CARHR100070	XP_010496740.1, XP_010454157.1, XP_010420685.1, XP_010424174.1, XP_010424175.1, XP_010454162.1
OG0002958	CARHR111320	XP_019098427.1
OG0002958	CARHR236020	XP_010433238.1, XP_010438480.1, XP_010447999.1
OG0002961	CARHR174360	XP_010462462.1, XP_010463508.1, XP_010463496.1, XP_010463504.1
OG0002962	CARHR246440	XP_010446599.1, XP_010437156.1, XP_010432002.1
OG0002962	CARHR056820	XP_010496219.1
OG0002963	CARHR092330	XP_010468221.1, XP_010419454.1
OG0002964	CARHR131070, CARHR131080	XP_010507582.1, XP_010516897.1
OG0002971	CARHR207810	XP_010452447.1, XP_010491077.1, XP_010423471.1
OG0002972	CARHR184880	XP_010429343.1, XP_010472384.1, XP_010417131.1
OG0002972	CARHR238360	XP_010438175.1
OG0002973	CARHR082310	XP_019082396.1, XP_010508274.1, XP_019092080.1, XP_010486327.1
OG0002975	CARHR294550	XP_010493833.1, XP_010421590.1, XP_010455107.1
OG0002976	CARHR196280	XP_010492622.1, XP_010420395.1, XP_010453865.1
OG0002977	CARHR197300	XP_010420280.1, XP_010456548.1, XP_010495212.1
OG0002978	CARHR075030	XP_010485347.1, XP_010496426.1
OG0002978	CARHR199220	XP_010420035.1, XP_010453528.1, XP_010495184.1
OG0002979	CARHR023600	XP_010480613.1
OG0002979	CARHR200120	XP_010492080.1, XP_010453394.1, XP_010419906.1
OG0002980	CARHR147800	XP_010446451.1
OG0002980	CARHR147780, CARHR220790, CARHR156510, CARHR147790	XP_019086491.1, XP_019089463.1, XP_019087260.1
OG0002981	CARHR202950	XP_010453061.1, XP_010491699.1, XP_010422853.1
OG0002981	CARHR279210	XP_010463257.1
OG0002982	CARHR203570	XP_010422935.1, XP_010452985.1, XP_010491626.1
OG0002982	CARHR278670	XP_010484256.1
OG0002983	CARHR050230, CARHR230940	XP_010448686.1, XP_010445170.1, XP_010433888.1, XP_010448714.2, XP_010433913.1, XP_010439178.1
OG0002984	CARHR204660	XP_010423099.1, XP_010491472.1, XP_010425441.1, XP_010514387.1, XP_010502664.1
OG0002985	CARHR006890	XP_019097859.1, XP_019094886.1
OG0002985	CARHR123240	XP_019083048.1, XP_019101419.1, XP_019093129.1
OG0002986	CARHR168010	XP_019101931.1
OG0002987	CARHR179190	XP_010481779.1, XP_010441946.1, XP_010494408.1
OG0002988	CARHR134160	XP_010460520.1, XP_010499248.1, XP_010478108.1
OG0002989	CARHR128910	XP_010516632.1, XP_010504951.1, XP_010509710.1
OG0002990	CARHR030190	XP_010501670.1, XP_010463012.1, XP_010478506.1
OG0002990	CARHR030180	XP_010478505.1, XP_010499617.1, XP_010460880.1
OG0002991	CARHR031940	XP_010461072.1, XP_010499796.1, XP_019095019.1
OG0002992	CARHR280250	XP_010444660.1, XP_010484513.1, XP_010464171.1
OG0002993	CARHR159040	XP_010515362.1, XP_010426527.1, XP_010503665.1
OG0002994	CARHR280090	XP_010463972.1, XP_010444638.1, XP_010484488.1
OG0002995	CARHR113110	XP_010456820.1
OG0002996	CARHR190820	XP_019084751.1, XP_010454540.1, XP_010493370.1, XP_010421069.1, XP_010493371.1
OG0002997	CARHR273950, CARHR273940, CARHR273930	XP_010443819.1, XP_010483670.1, XP_019093112.1
OG0002998	CARHR272700	XP_010443628.1, XP_010454255.1, XP_010483482.1
OG0002999	CARHR271860, CARHR271980	XP_010453117.1, XP_010453288.1, XP_010483370.1
OG0003000	CARHR269570	XP_010450737.1, XP_010443262.1, XP_010483085.1
OG0003000	CARHR269550, CARHR269540	XP_010497893.1
OG0003001	CARHR005980	XP_010486028.2, XP_010457762.2
OG0003002	CARHR268310	XP_010443096.1, XP_010448890.1
OG0003002	CARHR234560	XP_010438677.1, XP_019086124.1
OG0003003	CARHR234600	XP_010448187.1, XP_010438673.1, XP_010433419.1
OG0003003	CARHR268260	XP_010448847.1, XP_010443081.1, XP_010482901.1
OG0003004	CARHR040170, CARHR189180	XP_010458258.1, XP_010490186.1
OG0003005	CARHR206470	XP_010491253.1, XP_010452613.1
OG0003005	CARHR206480	XP_010423310.1, XP_010491252.1
OG0003006	CARHR002480	XP_010474926.1
OG0003006	CARHR251140	XP_019084359.1, XP_010424650.1, XP_010456951.1, XP_010422538.1, XP_010430302.1
OG0003007	CARHR078230, CARHR121590	XP_010463884.1, XP_010489666.1, XP_010417570.1
OG0003008	CARHR167560	XP_010516352.1, XP_019085362.1, XP_010504661.1, XP_010427602.1
OG0003009	CARHR210650	XP_010452118.2, XP_010424808.1, XP_010490733.2
OG0003009	CARHR084000	XP_010468081.1, XP_010489727.1, XP_010418443.1
OG0003010	CARHR110430, CARHR213240	XP_019089571.1, XP_010436054.1, XP_010441278.1
OG0003010	CARHR213250	XP_010450562.1, XP_010436056.1, XP_010441276.1
OG0003011	CARHR022400	XP_010498665.1, XP_010480593.1, XP_010459929.1
OG0003012	CARHR056620	XP_010470391.1, XP_010511951.1, XP_010415051.1, XP_010511399.1
OG0003013	CARHR071070	XP_010497909.1, XP_010471947.1, XP_010416698.1, XP_010428833.1
OG0003014	CARHR243980	XP_010432252.1, XP_010437444.1, XP_010446900.1
OG0003015	CARHR243970	XP_010432253.1, XP_010437445.1, XP_010446901.1
OG0003015	CARHR107840	XP_019096591.1, XP_010467539.1, XP_010514770.1
OG0003016	CARHR259530	XP_010455273.1, XP_019084014.1, XP_010436585.1
OG0003016	CARHR253350, CARHR254210	XP_019090597.1
OG0003017	CARHR101320	XP_010450282.1, XP_010496003.1
OG0003018	CARHR101140	XP_019098069.1, XP_010490123.2, XP_010468471.1
OG0003018	CARHR218660	XP_019088067.1, XP_019086545.1, XP_010451605.1
OG0003019	CARHR219650, CARHR219550, CARHR219630, CARHR219620	XP_010450163.1, XP_010496963.1, XP_010495830.1, XP_010435226.1
OG0003020	CARHR179980	XP_010450152.1, XP_010450151.1, XP_010450150.1, XP_010435218.1, XP_019098105.1
OG0003020	CARHR219820	XP_010450149.1, XP_010450147.1, XP_010450148.1, XP_010435213.1, XP_010450126.1
OG0003021	CARHR019030	XP_010480527.1
OG0003021	CARHR067010	XP_010416216.1, XP_019094038.1
OG0003022	CARHR025810	XP_010477918.1, XP_010499082.1
OG0003022	CARHR061570	XP_019093581.1, XP_010470857.1, XP_010511891.1
OG0003023	CARHR236910	XP_010438331.1, XP_010433126.1
OG0003023	CARHR237270	XP_010447852.1, XP_019086207.1, XP_010438298.1
OG0003024	CARHR021630	XP_010477378.1, XP_010498566.1
OG0003025	CARHR149790	XP_010425598.1, XP_010502816.1, XP_010514526.1
OG0003025	CARHR261940	XP_019087513.1, XP_010496786.1, XP_010436825.1
OG0003026	CARHR149810	XP_010514527.1, XP_010502820.1, XP_010425601.1
OG0003028	CARHR095040	XP_010466109.1, XP_010507823.1, XP_010487904.1
OG0003029	CARHR096270	XP_010509023.1, XP_010488032.1, XP_010466248.1
OG0003030	CARHR039330	XP_010479367.1, XP_019096314.1
OG0003031	CARHR097100, CARHR041810	XP_010479656.1, XP_010461998.1
OG0003032	CARHR091340	XP_010487467.1, XP_010503894.1, XP_010465630.1
OG0003033	CARHR132800, CARHR132790, CARHR132810	XP_010509210.1, XP_019102518.1, XP_010505435.1, XP_010517109.1, XP_010509207.1, XP_010507607.1, XP_010509208.1, XP_010505439.1, XP_010517110.2
OG0003034	CARHR281190	XP_019087702.1, XP_010465297.2, XP_010484626.1
OG0003034	CARHR160400	XP_010515463.1, XP_010503759.1
OG0003035	CARHR227210	XP_019087095.1, XP_010449175.1, XP_010434285.1
OG0003037	CARHR252360	XP_010431590.1, XP_019090165.1
OG0003037	CARHR227850	XP_010434203.1, XP_010439497.1, XP_010449096.1
OG0003038	CARHR181210, CARHR219580	XP_010453168.1
OG0003038	CARHR151570	XP_010489663.1
OG0003039	CARHR171190	XP_019101726.1, XP_010469144.1, XP_010413516.1
OG0003040	CARHR170740	XP_010512366.1, XP_010469186.1, XP_010413561.1
OG0003041	CARHR170440	XP_010469230.1, XP_010413600.1, XP_010512320.1
OG0003042	CARHR138220	XP_010413029.1, XP_010507717.1
OG0003042	CARHR169650	XP_010512883.1
OG0003043	CARHR168450	XP_010412833.1, XP_010427717.1, XP_010516457.1, XP_010504760.1
OG0003044	CARHR163450	XP_010515848.1, XP_010504118.1, XP_010427005.1
OG0003045	CARHR077280	XP_010463776.1, XP_010463774.1, XP_010450732.1, XP_010485661.1, XP_010507998.1, XP_019092960.1
OG0003046	CARHR057640, CARHR057720	XP_010511509.1
OG0003047	CARHR068030	XP_019082634.1, XP_019093603.1, XP_019101028.1
OG0003047	CARHR059980	XP_010470649.1, XP_010511675.1, XP_019083221.1
OG0003049	CARHR060520	XP_010415382.1, XP_010470719.1, XP_010511754.1, XP_010511755.1, XP_010470720.1, XP_010415383.1, XP_010415385.1, XP_010511756.1, XP_010470721.1, XP_010474193.1
OG0003050	CARHR056830	XP_010511414.1, XP_010415061.1, XP_019098177.1
OG0003050	CARHR216500	XP_010435501.1, XP_019089819.1, XP_010440787.1
OG0003051	CARHR026650	XP_010460454.1, XP_010478010.1, XP_010478011.1
OG0003051	CARHR232210	XP_019089610.1, XP_010433720.1, XP_010438964.1
