Orthogroup	Cardamine_hirsuta	Conringia_planisiliqua
OG0001435	CARHR040490	CP1_g38067_DN3_SP8_c.t1
OG0001436	CARHR042640	CP1_g37873_DN3_SP2_c.t1
OG0001436	CARHR091000	CP12_g29935_DN3_SP2_c.t1
OG0001437	CARHR174470	CP13_g19798_DN3_SP0_c.t1
OG0001438	CARHR224140	CP6_g7084_DN3_SP7_c.t1
OG0001438	CARHR174080	CP13_g19765_DN3_SP8_c.t1
OG0001439	CARHR255390, CARHR255370	CP20_g4321_DN1_SP0_c.t1, CP20_g4320_DN3_SP0_c.t1
OG0001440	CARHR243590	CP5_g482_DN3_SP3_c.t1
OG0001440	CARHR293470	CP10_g43837_DN3_SP2_c.t1
OG0001441	CARHR253420, CARHR287870	CP16_g55502_DN3_SP0_c.t1
OG0001441	CARHR229130	CP19_g18454_DN3_SP6_c.t1
OG0001442	CARHR252940	CP11_g31857_DN3_SP8_c.t1
OG0001442	CARHR228800	CP19_g18473_DN3_SP8_c.t1
OG0001443	CARHR227540	CP6_g6760_DN3_SP0_c.t1
OG0001444	CARHR231100	CP19_g18284_DN3_SP7_c.t1
OG0001444	CARHR075580	CP10_g42160_DN3_SP8_c.t1
OG0001445	CARHR172950	CP3_g13134_DN3_SP1_c.t1
OG0001447	CARHR169970	CP3_g13429_DN3_SP0_c.t1
OG0001447	CARHR138590	CP4_g24379_DN3_SP0_c.t1
OG0001448	CARHR113840	CP16_g54894_DN3_SP6_c.t1
OG0001448	CARHR246370	CP20_g4113_DN3_SP0_c.t1
OG0001450	CARHR136950	CP4_g24535_DN3_SP5_c.t1
OG0001450	CARHR167750	CP3_g13594_DN3_SP8_c.t1
OG0001451	CARHR136610	CP4_g24571_DN3_SP8_c.t1
OG0001451	CARHR167400	CP3_g13625_DN3_SP8_c.t1
OG0001452	CARHR165710	CP3_g13782_DN3_SP1_c.t1
OG0001452	CARHR134770	CP4_g24740_DN2_SP2_c.t1
OG0001454	CARHR132490	CP4_g24932_DN3_SP8_c.t1
OG0001454	CARHR163920	CP3_g13958_DN3_SP8_c.t1
OG0001456	CARHR092140	CP12_g30032_DN3_SP4_c.t1
OG0001456	CARHR222430	CP6_g7257_DN3_SP4_c.t1
OG0001458	CARHR109690	CP10_g43608_DN3_SP0_c.t1
OG0001459	CARHR109800	CP10_g43589_DN3_SP8_c.t1
OG0001459	CARHR237750	CP5_g1023_DN1_SP8_c.t1
OG0001460	CARHR109950	CP10_g43575_DN3_SP8_c.t1
OG0001461	CARHR134070, CARHR101960	CP4_g24792_DN3_SP0_c.t1, CP4_g24790_DN3_SP0_c.t1, CP4_g24791_DN3_SP0_c.t1
OG0001462	CARHR133090, CARHR133100	CP4_g24881_DN3_SP0_c.t1
OG0001462	CARHR133110	CP4_g24880_DN3_SP0_c.t1
OG0001463	CARHR164960	CP11_g32105_DN1_SP0_c.t1
OG0001465	CARHR112210	CP16_g54759_DN3_SP6_c.t1
OG0001465	CARHR247800	CP5_g80_DN3_SP8_c.t1
OG0001466	CARHR113560	CP16_g54860_DN3_SP7_c.t1
OG0001467	CARHR114720	CP16_g55013_DN3_SP0_c.t1
OG0001468	CARHR245180	CP5_g331_DN3_SP0_c.t1
OG0001468	CARHR184820	CP16_g55029_DN3_SP4_c.t1
OG0001469	CARHR238940	CP5_g892_DN3_SP8_c.t1
OG0001470	CARHR033700	CP7_g44481_DN3_SP0_c.t1
OG0001470	CARHR033690	CP7_g44482_DN3_SP0_c.t1
OG0001472	CARHR186350	CP2_g48576_DN2_SP0_c.t1
OG0001473	CARHR080010	CP10_g42548_DN3_SP8_c.t1
OG0001474	CARHR110870	CP12_g29865_DN3_SP8_c.t1
OG0001475	CARHR170230	CP3_g13401_DN1_SP0_c.t1
OG0001475	CARHR139250	CP4_g24320_DN1_SP0_c.t1
OG0001476	CARHR174050, CARHR174060	CP13_g19764_DN3_SP0_c.t1, CP13_g19762_DN3_SP0_c.t1
OG0001477	CARHR185560	CP2_g48675_DN3_SP0_c.t1
OG0001477	CARHR081020	CP10_g42654_DN3_SP7_c.t1
OG0001479	CARHR010390	CP1_g37313_DN3_SP8_c.t1
OG0001479	CARHR283780	CP2_g49385_DN3_SP8_c.t1
OG0001480	CARHR048870	CP2_g48991_DN3_SP6_c.t1
OG0001480	CARHR012680	CP1_g37541_DN3_SP8_c.t1
OG0001481	CARHR016610	CP7_g46125_DN3_SP0_c.t1
OG0001482	CARHR216310, CARHR258770	CP8_g52222_DN3_SP1_c.t1
OG0001482	CARHR231760	CP19_g18216_DN3_SP6_c.t1
OG0001483	CARHR021090	CP7_g45703_DN3_SP8_c.t1
OG0001483	CARHR243370	CP5_g503_DN3_SP8_c.t1
OG0001484	CARHR023360	CP7_g45485_DN1_SP0_c.t1
OG0001484	CARHR064420	CP9_g28740_DN3_SP0_c.t1
OG0001487	CARHR024660	CP7_g45364_DN3_SP0_c.t1, CP7_g45366_DN3_SP0_c.t1, CP7_g45365_DN3_SP0_c.t1
OG0001488	CARHR119510	CP4_g25965_DN3_SP0_c.t1, CP11_g33672_DN3_SP0_c.t1
OG0001489	CARHR073990	CP2_g49262_DN3_SP0_c.t1
OG0001491	CARHR094100, CARHR094110, CARHR036030	CP17_g5066_DN3_SP0_c.t1, CP17_g5069_DN3_SP0_c.t1
OG0001499	CARHR058920	CP9_g28220_DN3_SP2_c.t1, CP9_g28221_DN3_SP1_c.t1
OG0001500	CARHR029560	CP7_g44909_DN3_SP8_c.t1
OG0001501	CARHR077670	CP10_g42355_DN3_SP7_c.t1
OG0001501	CARHR195480	CP11_g32201_DN3_SP5_c.t1
OG0001502	CARHR077560	CP4_g25872_DN2_SP0_c.t1, CP21_g11035_DN2_SP0_c.t1, CP10_g42347_DN3_SP0_c.t1
OG0001502	CARHR195580	CP11_g32211_DN3_SP0_c.t1
OG0001503	CARHR198240	CP11_g32462_DN3_SP8_c.t1
OG0001503	CARHR075730	CP10_g42169_DN3_SP8_c.t1
OG0001504	CARHR040090	CP2_g49328_DN3_SP0_c.t1, CP1_g38106_DN2_SP0_c.t1
OG0001505	CARHR075300	CP10_g42133_DN3_SP2_c.t1
OG0001505	CARHR198830	CP11_g32519_DN3_SP8_c.t1
OG0001506	CARHR199580	CP11_g32585_DN3_SP7_c.t1
OG0001506	CARHR086920	CP10_g43200_DN3_SP6_c.t1
OG0001507	CARHR201810	CP11_g32792_DN3_SP8_c.t1
OG0001507	CARHR187990	CP2_g48454_DN3_SP8_c.t1
OG0001508	CARHR205190	CP11_g33093_DN3_SP5_c.t1
OG0001510	CARHR026270	CP7_g45210_DN3_SP0_c.t1
OG0001510	CARHR060850	CP9_g28390_DN3_SP1_c.t1
OG0001511	CARHR120550	CP4_g25978_DN3_SP7_c.t1
OG0001511	CARHR008030	CP1_g37101_DN3_SP7_c.t1
OG0001513	CARHR121780	CP4_g25875_DN3_SP0_c.t1
OG0001513	CARHR007540	CP1_g37057_DN3_SP0_c.t1
OG0001514	CARHR221130, CARHR006850	CP1_g36999_DN3_SP7_c.t1
OG0001514	CARHR123360	CP4_g25758_DN3_SP5_c.t1
OG0001515	CARHR006360	CP1_g36950_DN3_SP8_c.t1
OG0001515	CARHR124260	CP4_g25682_DN3_SP7_c.t1
OG0001516	CARHR005710	CP1_g36908_DN3_SP0_c.t1
OG0001516	CARHR124780	CP4_g25633_DN3_SP5_c.t1
OG0001517	CARHR004640	CP1_g36557_DN3_SP7_c.t1
OG0001517	CARHR126230	CP4_g25517_DN3_SP2_c.t1
OG0001518	CARHR003810	CP1_g36630_DN3_SP8_c.t1
OG0001518	CARHR127430	CP4_g25406_DN3_SP8_c.t1
OG0001519	CARHR003000	CP1_g36637_DN3_SP8_c.t1
OG0001519	CARHR180350	CP13_g20314_DN3_SP3_c.t1
OG0001520	CARHR003700	CP1_g36641_DN3_SP0_c.t1
OG0001520	CARHR180210, CARHR180200	CP13_g20290_DN3_SP0_c.t1
OG0001521	CARHR073400	CP9_g29604_DN2_SP0_c.t1
OG0001521	CARHR016650	CP7_g46122_DN2_SP0_c.t1
OG0001522	CARHR128350	CP7_g44978_DN3_SP0_c.t1, CP4_g25321_DN2_SP0_c.t1, CP4_g25318_DN3_SP0_c.t1, CP4_g25322_DN2_SP0_c.t1
OG0001523	CARHR128370	CP4_g25314_DN3_SP8_c.t1
OG0001523	CARHR028840	CP7_g44964_DN3_SP8_c.t1
OG0001524	CARHR169880	CP3_g13439_DN3_SP8_c.t1
OG0001524	CARHR030380	CP7_g44804_DN3_SP8_c.t1
OG0001526	CARHR159000	CP3_g14385_DN3_SP0_c.t1
OG0001526	CARHR280080	CP2_g47684_DN3_SP0_c.t1
OG0001527	CARHR279750	CP2_g47717_DN3_SP8_c.t1
OG0001527	CARHR165430	CP3_g13808_DN3_SP8_c.t1
OG0001529	CARHR188980	CP2_g48369_DN3_SP8_c.t1
OG0001529	CARHR158310	CP3_g14435_DN3_SP8_c.t1
OG0001534	CARHR175590	CP13_g19894_DN3_SP0_c.t1, CP13_g19895_DN3_SP0_c.t1, CP13_g19896_DN1_SP0_c.t1
OG0001535	CARHR233820	CP19_g18012_DN3_SP8_c.t1
OG0001535	CARHR270320	CP8_g53657_DN3_SP8_c.t1
OG0001536	CARHR213080	CP19_g17900_DN3_SP0_c.t1
OG0001536	CARHR047890	CP2_g48932_DN3_SP5_c.t1
OG0001537	CARHR250720	CP11_g32062_DN3_SP3_c.t1
OG0001537	CARHR002220	CP1_g36781_DN3_SP4_c.t1
OG0001538	CARHR002380	CP1_g36764_DN3_SP8_c.t1
OG0001538	CARHR250880	CP11_g32047_DN3_SP8_c.t1
OG0001540	CARHR085650	CP10_g43075_DN3_SP3_c.t1
OG0001540	CARHR207750	CP11_g33347_DN3_SP0_c.t1
OG0001541	CARHR208480	CP11_g33416_DN3_SP0_c.t1
OG0001541	CARHR085190	CP10_g43026_DN3_SP0_c.t1
OG0001543	CARHR070490	CP9_g29343_DN1_SP0_c.t1
OG0001543	CARHR021780	CP7_g45640_DN3_SP0_c.t1
OG0001544	CARHR070480	CP9_g29341_DN3_SP3_c.t1
OG0001544	CARHR021770	CP7_g45641_DN3_SP4_c.t1
OG0001545	CARHR070140	CP9_g29303_DN3_SP8_c.t1
OG0001546	CARHR068380	CP9_g29141_DN3_SP2_c.t1
OG0001548	CARHR244210	CP5_g426_DN3_SP7_c.t1
OG0001548	CARHR108050	CP10_g43756_DN3_SP8_c.t1
OG0001549	CARHR219210	CP6_g7713_DN3_SP0_c.t1
OG0001549	CARHR100210	CP12_g30776_DN2_SP0_c.t1
OG0001550	CARHR067060	CP9_g29032_DN3_SP7_c.t1
OG0001550	CARHR019080	CP7_g45910_DN3_SP8_c.t1
OG0001552	CARHR176310	CP13_g19950_DN3_SP8_c.t1
OG0001552	CARHR225890	CP6_g6911_DN3_SP8_c.t1
OG0001553	CARHR095960	CP12_g30383_DN2_SP0_c.t1
OG0001553	CARHR040690	CP1_g38053_DN3_SP0_c.t1
OG0001554	CARHR042840	CP1_g37858_DN3_SP7_c.t1
OG0001554	CARHR090740	CP12_g29906_DN3_SP8_c.t1
OG0001555	CARHR174310	CP13_g19784_DN3_SP8_c.t1
OG0001555	CARHR224360	CP6_g7066_DN3_SP8_c.t1
OG0001556	CARHR223900	CP6_g7107_DN3_SP7_c.t1
OG0001557	CARHR281170	CP2_g47580_DN3_SP8_c.t1
OG0001557	CARHR160360	CP3_g14294_DN3_SP8_c.t1
OG0001558	CARHR142550	CP4_g24006_DN3_SP8_c.t1
OG0001558	CARHR172600	CP3_g13161_DN3_SP8_c.t1
OG0001559	CARHR239980	CP5_g795_DN3_SP6_c.t1
OG0001559	CARHR116250	CP16_g55281_DN3_SP8_c.t1
OG0001560	CARHR139320	CP4_g24313_DN3_SP5_c.t1
OG0001560	CARHR170280	CP3_g13392_DN3_SP1_c.t1
OG0001561	CARHR168270	CP3_g13553_DN3_SP0_c.t1
OG0001561	CARHR168280	CP3_g13552_DN3_SP0_c.t1
OG0001563	CARHR136230	CP4_g24606_DN3_SP8_c.t1
OG0001563	CARHR166910	CP3_g13677_DN3_SP8_c.t1
OG0001564	CARHR165880	CP3_g13771_DN3_SP8_c.t1
OG0001564	CARHR134820	CP4_g24735_DN3_SP8_c.t1
OG0001565	CARHR165800	CP3_g13779_DN3_SP0_c.t1
OG0001567	CARHR151180	CP3_g14973_DN3_SP0_c.t1, CP3_g14974_DN3_SP0_c.t1
OG0001567	CARHR058820	CP9_g28210_DN3_SP3_c.t1
OG0001568	CARHR237940	CP5_g1005_DN3_SP8_c.t1
OG0001569	CARHR112430	CP16_g54779_DN3_SP8_c.t1
OG0001569	CARHR247600	CP5_g97_DN3_SP5_c.t1
OG0001570	CARHR064720	CP9_g28809_DN3_SP7_c.t1
OG0001570	CARHR033870	CP7_g44452_DN3_SP6_c.t1
OG0001571	CARHR002560	CP1_g36742_DN3_SP8_c.t1
OG0001571	CARHR193920	CP8_g54431_DN3_SP8_c.t1
OG0001572	CARHR079650	CP10_g42520_DN3_SP0_c.t1
OG0001572	CARHR186100	CP2_g48600_DN3_SP8_c.t1
OG0001573	CARHR185020	CP2_g48644_DN3_SP0_c.t1
OG0001573	CARHR079130	CP10_g42473_DN3_SP0_c.t1
OG0001574	CARHR236240	CP5_g1151_DN3_SP7_c.t1
OG0001574	CARHR111150	CP12_g29839_DN3_SP8_c.t1
OG0001575	CARHR078500	CP2_g47509_DN1_SP0_c.t1
OG0001576	CARHR185770	CP2_g48630_DN3_SP6_c.t1
OG0001576	CARHR079390	CP10_g42493_DN3_SP6_c.t1
OG0001577	CARHR184000	CP2_g48801_DN3_SP0_c.t1
OG0001581	CARHR262900	CP5_g1531_DN3_SP0_c.t1
OG0001582	CARHR126190	CP4_g25513_DN3_SP0_c.t1
OG0001582	CARHR004700	CP1_g36552_DN3_SP8_c.t1
OG0001583	CARHR011190	CP1_g37394_DN3_SP0_c.t1
OG0001583	CARHR051980	CP2_g49201_DN3_SP0_c.t1
OG0001584	CARHR015400	CP1_g37795_DN3_SP6_c.t1
OG0001584	CARHR144240	CP13_g19646_DN3_SP5_c.t1
OG0001585	CARHR022920, CARHR022930, CARHR022940, CARHR022950	CP17_g5096_DN3_SP0_c.t1
OG0001586	CARHR146510	CP28_g33902_DN3_SP0_c.t1, CP13_g19476_DN3_SP0_c.t1
OG0001587	CARHR063910	CP9_g28688_DN3_SP6_c.t1
OG0001588	CARHR046630	CP13_g19088_DN3_SP0_c.t1
OG0001588	CARHR212780	CP19_g17845_DN2_SP1_c.t1
OG0001589	CARHR149700	CP13_g19210_DN3_SP2_c.t1
OG0001591	CARHR246620	CP5_g193_DN3_SP0_c.t1
OG0001593	CARHR013880	CP1_g37653_DN3_SP8_c.t1
OG0001593	CARHR146560	CP13_g19451_DN3_SP8_c.t1
OG0001595	CARHR057190	CP9_g27794_DN2_SP0_c.t1
OG0001598	CARHR205180	CP11_g33092_DN3_SP0_c.t1
OG0001599	CARHR236590, CARHR236600, CARHR236580	CP5_g1113_DN3_SP0_c.t1
OG0001600	CARHR280650	CP21_g11133_DN1_SP0_c.t1
OG0001603	CARHR277120	CP2_g47980_DN3_SP3_c.t1
OG0001604	CARHR019640	CP7_g45851_DN2_SP0_c.t1
OG0001605	CARHR214730	CP5_g1372_DN3_SP0_c.t1, CP2_g49407_DN3_SP0_c.t1, CP5_g3190_DN3_SP0_c.t1, CP5_g3176_DN2_SP0_c.t1, CP5_g2188_DN3_SP0_c.t1, CP5_g2201_DN1_SP0_c.t1, CP5_g2168_DN3_SP0_c.t1, CP5_g2157_DN2_SP0_c.t1, CP5_g2189_DN1_SP0_c.t1, CP5_g2202_DN1_SP0_c.t1, CP5_g2169_DN1_SP0_c.t1, CP5_g2178_DN3_SP0_c.t1, CP27_g41662_DN1_SP0_c.t1
OG0001606	CARHR196020	CP11_g32256_DN3_SP0_c.t1
OG0001606	CARHR077180	CP10_g42310_DN3_SP0_c.t1
OG0001607	CARHR077060	CP10_g42300_DN3_SP8_c.t1
OG0001607	CARHR196250	CP11_g32272_DN3_SP8_c.t1
OG0001609	CARHR197240	CP11_g32366_DN3_SP7_c.t1
OG0001609	CARHR076530	CP10_g42247_DN3_SP8_c.t1
OG0001610	CARHR026930	CP7_g45148_DN2_SP7_c.t1, CP7_g45150_DN2_SP1_c.t1
OG0001611	CARHR200620	CP11_g32682_DN3_SP8_c.t1
OG0001611	CARHR193480	CP8_g54389_DN3_SP8_c.t1
OG0001612	CARHR193440	CP8_g54386_DN3_SP2_c.t1
OG0001612	CARHR200890	CP11_g32710_DN3_SP6_c.t1
OG0001614	CARHR293810	CP2_g47801_DN3_SP7_c.t1
OG0001614	CARHR203030	CP11_g32902_DN3_SP8_c.t1
OG0001615	CARHR113510	CP16_g54856_DN3_SP7_c.t1
OG0001615	CARHR149410	CP11_g32903_DN3_SP7_c.t1
OG0001617	CARHR204210	CP11_g33005_DN3_SP8_c.t1
OG0001617	CARHR277750	CP2_g47924_DN3_SP8_c.t1
OG0001618	CARHR190440	CP2_g48241_DN3_SP8_c.t1
OG0001618	CARHR204990	CP11_g33072_DN3_SP8_c.t1
OG0001619	CARHR251400	CP11_g31993_DN3_SP0_c.t1
OG0001619	CARHR002790	CP1_g36727_DN3_SP0_c.t1
OG0001621	CARHR123230	CP4_g25765_DN3_SP7_c.t1
OG0001621	CARHR006910	CP1_g37002_DN3_SP8_c.t1
OG0001622	CARHR006790	CP1_g36994_DN3_SP0_c.t1
OG0001622	CARHR123430	CP4_g25750_DN3_SP0_c.t1
OG0001623	CARHR123880	CP4_g25713_DN3_SP2_c.t1
OG0001623	CARHR006550	CP1_g36974_DN3_SP1_c.t1
OG0001624	CARHR124430	CP4_g25667_DN3_SP0_c.t1, CP4_g25668_DN3_SP0_c.t1
OG0001625	CARHR125420	CP4_g25579_DN3_SP4_c.t1
OG0001626	CARHR003980	CP1_g36613_DN3_SP8_c.t1
OG0001627	CARHR003850	CP1_g36626_DN3_SP8_c.t1
OG0001627	CARHR127340	CP4_g25415_DN3_SP8_c.t1
OG0001628	CARHR179430	CP13_g20215_DN3_SP0_c.t1
OG0001629	CARHR251960	CP11_g31931_DN3_SP3_c.t1
OG0001629	CARHR003010	CP1_g36708_DN3_SP2_c.t1
OG0001630	CARHR233160	CP19_g18072_DN3_SP8_c.t1
OG0001630	CARHR265570	CP8_g53210_DN3_SP0_c.t1
OG0001631	CARHR180850	CP13_g20362_DN3_SP5_c.t1
OG0001631	CARHR027230	CP7_g45111_DN3_SP0_c.t1
OG0001632	CARHR128030	CP4_g25348_DN3_SP8_c.t1
OG0001632	CARHR028030	CP7_g45032_DN3_SP7_c.t1
OG0001633	CARHR275500	CP2_g48130_DN3_SP0_c.t1
OG0001634	CARHR274990	CP2_g48179_DN3_SP8_c.t1
OG0001634	CARHR014280	CP1_g37693_DN3_SP2_c.t1
OG0001636	CARHR158560	CP3_g14421_DN1_SP0_c.t1
OG0001637	CARHR193380	CP8_g54381_DN3_SP1_c.t1, CP8_g54380_DN3_SP0_c.t1
OG0001638	CARHR192840, CARHR193470	CP8_g54324_DN3_SP5_c.t1, CP8_g54325_DN3_SP8_c.t1
OG0001640	CARHR234270	CP19_g17970_DN3_SP7_c.t1
OG0001640	CARHR268820	CP8_g53532_DN3_SP2_c.t1
OG0001641	CARHR268540	CP8_g53494_DN2_SP8_c.t1
OG0001642	CARHR268390, CARHR268370, CARHR268380	CP8_g53479_DN2_SP0_c.t1, CP8_g53477_DN3_SP0_c.t1, CP8_g53478_DN3_SP0_c.t1
OG0001643	CARHR235000	CP5_g1278_DN3_SP3_c.t1
OG0001643	CARHR267500	CP8_g53400_DN3_SP8_c.t1
OG0001644	CARHR086260	CP10_g43133_DN3_SP8_c.t1
OG0001645	CARHR086000	CP10_g43104_DN3_SP0_c.t1
OG0001645	CARHR206810	CP11_g33199_DN3_SP0_c.t1
OG0001646	CARHR207660	CP11_g33340_DN3_SP7_c.t1
OG0001646	CARHR085760	CP10_g43085_DN3_SP8_c.t1
OG0001647	CARHR167320	CP3_g13632_DN3_SP5_c.t1
OG0001647	CARHR209240	CP11_g33489_DN3_SP8_c.t1
OG0001648	CARHR213750	CP5_g1334_DN3_SP8_c.t1
OG0001648	CARHR148550	CP13_g19280_DN3_SP8_c.t1
OG0001649	CARHR213540	CP19_g17945_DN3_SP8_c.t1
OG0001649	CARHR148370	CP13_g19294_DN3_SP8_c.t1
OG0001650	CARHR047370	CP2_g48899_DN3_SP8_c.t1
OG0001651	CARHR016710	CP7_g46117_DN3_SP3_c.t1
OG0001651	CARHR073320	CP9_g29596_DN3_SP8_c.t1
OG0001652	CARHR073000, CARHR072980	CP9_g29572_DN3_SP8_c.t1
OG0001653	CARHR072860	CP9_g29561_DN3_SP4_c.t1
OG0001654	CARHR214140	CP9_g28124_DN3_SP0_c.t1
OG0001654	CARHR031370, CARHR031390	CP7_g44699_DN3_SP0_c.t1, CP7_g44708_DN3_SP0_c.t1, CP7_g44704_DN3_SP0_c.t1
OG0001655	CARHR057150	CP9_g27789_DN3_SP3_c.t1
OG0001655	CARHR227200	CP6_g6794_DN3_SP4_c.t1
OG0001656	CARHR070020	CP9_g29290_DN3_SP8_c.t1
OG0001656	CARHR021310	CP7_g45680_DN3_SP6_c.t1
OG0001657	CARHR243770	CP5_g465_DN3_SP7_c.t1
OG0001657	CARHR107590	CP10_g43802_DN3_SP6_c.t1
OG0001658	CARHR108370	CP10_g43735_DN3_SP0_c.t1
OG0001658	CARHR244420	CP5_g407_DN3_SP0_c.t1
OG0001659	CARHR045990	CP7_g46474_DN3_SP8_c.t1
OG0001659	CARHR087260	CP10_g43232_DN3_SP0_c.t1
OG0001660	CARHR089480	CP10_g43405_DN3_SP8_c.t1
OG0001661	CARHR043260	CP7_g46224_DN2_SP0_c.t1
OG0001661	CARHR215330, CARHR090360	CP10_g43505_DN1_SP0_c.t1
OG0001662	CARHR162240	CP3_g14123_DN3_SP0_c.t1
OG0001663	CARHR130590	CP4_g25113_DN2_SP0_c.t1
OG0001663	CARHR162650	CP3_g14084_DN3_SP0_c.t1
OG0001664	CARHR130810	CP4_g25089_DN3_SP0_c.t1
OG0001664	CARHR162830	CP3_g14067_DN3_SP0_c.t1
OG0001665	CARHR130820	CP4_g25088_DN3_SP7_c.t1
OG0001665	CARHR162840	CP17_g5469_DN3_SP0_c.t1
OG0001666	CARHR221290	CP6_g7447_DN3_SP0_c.t1
OG0001666	CARHR098630	CP12_g30638_DN3_SP3_c.t1
OG0001667	CARHR091780	CP12_g30008_DN2_SP0_c.t1
OG0001668	CARHR000070	CP12_g30016_DN3_SP5_c.t1
OG0001668	CARHR290460	CP6_g7279_DN3_SP7_c.t1
OG0001669	CARHR290560	CP6_g7276_DN3_SP3_c.t1
OG0001669	CARHR290570, CARHR290590	CP6_g7274_DN3_SP2_c.t1
OG0001670	CARHR067150	CP9_g29042_DN3_SP3_c.t1
OG0001670	CARHR067160	CP9_g29043_DN3_SP8_c.t1
OG0001671	CARHR286820	CP13_g19189_DN3_SP0_c.t1, CP13_g19188_DN3_SP0_c.t1
OG0001672	CARHR147640	CP13_g19351_DN3_SP0_c.t1
OG0001672	CARHR013260	CP1_g37594_DN3_SP0_c.t1
OG0001673	CARHR146980	CP13_g19408_DN3_SP4_c.t1
OG0001673	CARHR013800	CP1_g37646_DN3_SP8_c.t1
OG0001674	CARHR094960	CP12_g30297_DN3_SP8_c.t1
OG0001674	CARHR039890	CP1_g38119_DN3_SP3_c.t1
OG0001675	CARHR040360, CARHR095470	CP1_g38081_DN3_SP8_c.t1
OG0001676	CARHR096900	CP12_g30455_DN3_SP0_c.t1
OG0001676	CARHR041550	CP1_g37985_DN3_SP0_c.t1
OG0001677	CARHR091690	CP12_g30001_DN3_SP0_c.t1
OG0001677	CARHR042150	CP1_g37925_DN3_SP8_c.t1
OG0001678	CARHR042200	CP1_g37914_DN3_SP1_c.t1
OG0001679	CARHR042880	CP1_g37854_DN3_SP7_c.t1
OG0001679	CARHR090690	CP12_g29901_DN3_SP5_c.t1
OG0001682	CARHR174280	CP13_g19781_DN3_SP4_c.t1
OG0001682	CARHR224320	CP6_g7072_DN3_SP3_c.t1
OG0001683	CARHR287470	CP10_g43912_DN3_SP8_c.t1
OG0001683	CARHR243230	CP5_g516_DN3_SP6_c.t1
OG0001684	CARHR106990	CP10_g43895_DN3_SP8_c.t1
OG0001684	CARHR243290	CP5_g510_DN3_SP8_c.t1
OG0001686	CARHR253100	CP11_g31827_DN3_SP7_c.t1
OG0001687	CARHR228540	CP19_g18506_DN3_SP8_c.t1
OG0001687	CARHR252710	CP11_g31876_DN3_SP8_c.t1
OG0001688	CARHR101680	CP12_g30923_DN3_SP0_c.t1
OG0001689	CARHR034370	CP7_g44178_DN3_SP8_c.t1
OG0001689	CARHR260390	CP20_g4039_DN3_SP8_c.t1
OG0001690	CARHR173320	CP3_g13099_DN2_SP0_c.t1
OG0001691	CARHR173120	CP3_g13117_DN3_SP8_c.t1
OG0001691	CARHR143030	CP4_g23958_DN3_SP4_c.t1
OG0001692	CARHR172970	CP3_g13132_DN3_SP8_c.t1
OG0001692	CARHR143180	CP1_g38301_DN3_SP6_c.t1
OG0001693	CARHR142340	CP4_g24024_DN3_SP0_c.t1
OG0001693	CARHR172430	CP3_g13182_DN3_SP0_c.t1
OG0001694	CARHR263470, CARHR134660	CP5_g1582_DN2_SP0_c.t1, CP5_g1575_DN1_SP0_c.t1
OG0001695	CARHR170580	CP3_g13363_DN3_SP8_c.t1
OG0001695	CARHR139990	CP4_g24250_DN3_SP8_c.t1
OG0001696	CARHR170570	CP3_g13364_DN3_SP8_c.t1
OG0001696	CARHR139890	CP4_g24261_DN3_SP8_c.t1
OG0001697	CARHR138320	CP4_g24403_DN3_SP8_c.t1
OG0001697	CARHR169740	CP3_g13450_DN3_SP8_c.t1
OG0001698	CARHR137910	CP4_g24446_DN3_SP8_c.t1
OG0001698	CARHR169170	CP3_g13478_DN3_SP8_c.t1
OG0001699	CARHR137340	CP4_g24495_DN3_SP2_c.t1
OG0001699	CARHR168130	CP3_g13568_DN3_SP3_c.t1
OG0001700	CARHR167130	CP3_g13651_DN3_SP0_c.t1, CP3_g13653_DN3_SP0_c.t1
OG0001700	CARHR167120	CP3_g13650_DN3_SP1_c.t1
OG0001701	CARHR164470	CP3_g13902_DN3_SP8_c.t1
OG0001701	CARHR133520	CP4_g24841_DN3_SP7_c.t1
OG0001702	CARHR266830, CARHR201820, CARHR266850	CP8_g53338_DN2_SP0_c.t1
OG0001703	CARHR102410	CP12_g31066_DN3_SP0_c.t1, CP5_g2133_DN3_SP0_c.t1
OG0001705	CARHR134880, CARHR253310	CP11_g31822_DN3_SP1_c.t1
OG0001705	CARHR253320, CARHR134890	CP4_g24729_DN3_SP7_c.t1
OG0001707	CARHR259810	CP29_g22009_DN2_SP0_c.t1, CP29_g22000_DN2_SP0_c.t1
OG0001708	CARHR261040	CP20_g4156_DN3_SP8_c.t1
OG0001708	CARHR023200	CP7_g45501_DN3_SP8_c.t1
OG0001709	CARHR256220	CP20_g4218_DN3_SP6_c.t1
OG0001709	CARHR032530	CP7_g44573_DN3_SP8_c.t1
OG0001710	CARHR080380	CP10_g42591_DN3_SP3_c.t1
OG0001710	CARHR186920	CP2_g48539_DN3_SP0_c.t1
OG0001711	CARHR079450	CP10_g42501_DN3_SP0_c.t1
OG0001712	CARHR079350	CP10_g42491_DN3_SP8_c.t1
OG0001712	CARHR185790	CP2_g48627_DN3_SP8_c.t1
OG0001715	CARHR077260	CP10_g42318_DN3_SP2_c.t1
OG0001715	CARHR077250	CP10_g42317_DN3_SP2_c.t1, CP16_g54866_DN2_SP0_c.t1
OG0001716	CARHR008540	CP1_g37145_DN3_SP8_c.t1
