Orthogroup	Cardamine_hirsuta	Noccaea_praecox
OG0003656	CARHR157190	Np001G0485100
OG0003657	CARHR156530	Np001G0476900
OG0003659	CARHR076050	Np007G4239300
OG0003660	CARHR229260	Np005G2854900
OG0003661	CARHR216280	Np003G1386300
OG0003662	CARHR187590	Np001G0134700
OG0003662	CARHR201590	Np003G1383100
OG0003663	CARHR038490	Np004G2403600
OG0003665	CARHR085350	Np007G4112600, Np007G4112700
OG0003666	CARHR006630	Np004G2527100
OG0003666	CARHR123580	Np006G3526000
OG0003667	CARHR228040, CARHR254860, CARHR230260, CARHR230380, CARHR254900	Np005G2838600, Np005G2840400
OG0003668	CARHR265250	Np003G1561800
OG0003668	CARHR232990	Np005G2805700
OG0003669	CARHR028280	Np004G2118500
OG0003670	CARHR189970	Np001G0107400
OG0003671	CARHR188800	Np001G0119800
OG0003672	CARHR187640	Np001G0133600
OG0003673	CARHR191840	Np003G1493900
OG0003674	CARHR152680	Np001G0438700
OG0003675	CARHR274070	Np003G1518800
OG0003676	CARHR068680	Np001G0455400
OG0003677	CARHR128330, CARHR128320	Np003G1331900, Np006G3426500
OG0003678	CARHR269790, CARHR233940	Np005G2793100
OG0003679	CARHR268870	Np003G1595200
OG0003680	CARHR158580	Np001G0505600
OG0003681	CARHR157450	Np001G0492800
OG0003683	CARHR211640	Np003G1256900
OG0003684	CARHR148890	Np001G0206800
OG0003685	CARHR007640	Np004G2515600
OG0003686	CARHR212570	Np005G3202100
OG0003686	CARHR046270	Np002G1247500
OG0003688	CARHR074110	Np002G0709300
OG0003689	CARHR074020	Np002G0709600, Np001G0391400
OG0003690	CARHR185820	Np001G0153200
OG0003691	CARHR288980, CARHR068370, CARHR288990	Np002G0785600
OG0003693	CARHR043350	Np004G1934900
OG0003694	CARHR258420	Np003G1736800
OG0003695	CARHR290030	Np005G3024800
OG0003696	CARHR236290	Np005G2763400
OG0003697	CARHR236660	Np005G2758400
OG0003698	CARHR149780	Np001G0200900
OG0003698	CARHR261950	Np005G3167800
OG0003699	CARHR249130	Np003G1887100
OG0003700	CARHR175580	Np001G0358700, Np005G2919400
OG0003701	CARHR093050	Np007G3929300
OG0003703	CARHR177730	Np001G0384800
OG0003703	CARHR177710	Np001G0384600
OG0003704	CARHR041020, CARHR040530	Np004G1969300
OG0003706	CARHR015390, CARHR227050	Np004G2416200
OG0003707	CARHR041870	Np004G1952700
OG0003709	CARHR127670, CARHR035200	Np006G3438900
OG0003710	CARHR130090, CARHR130080	Np006G3399400
OG0003711	CARHR164890	Np001G0583600, Np001G0375500, Np005G3086200, Np001G0375400
OG0003713	CARHR172640	Np001G0685800
OG0003714	CARHR172200	Np001G0679400
OG0003714	CARHR141950	Np006G3226100
OG0003715	CARHR171710	Np001G0672200
OG0003716	CARHR171450	Np001G0669200
OG0003716	CARHR141020	Np006G3237100
OG0003719	CARHR134630	Np006G3331000
OG0003720	CARHR195900	Np003G1445600
OG0003721	CARHR026610	Np004G2097700
OG0003722	CARHR109120	Np007G3744300
OG0003723	CARHR242500	Np005G2645700
OG0003724	CARHR109570	Np007G3738800
OG0003725	CARHR109620	Np007G3738300, Np007G3738200, Np007G3738100
OG0003726	CARHR237740	Np005G2746300
OG0003727	CARHR215860	Np005G3175100
OG0003728	CARHR114320	Np006G3676900
OG0003729	CARHR187010	Np001G0139900
OG0003730	CARHR186270	Np001G0147300
OG0003731	CARHR115520, CARHR135440	Np006G3247900
OG0003732	CARHR058290, CARHR058340	Np001G0409000
OG0003733	CARHR114110	Np006G3260500, Np006G3570200
OG0003734	CARHR139110	Np006G3262700, Np006G3262500
OG0003735	CARHR138960	Np006G3265100, Np006G3264600
OG0003736	CARHR080870	Np007G4172500
OG0003737	CARHR082240, CARHR082220	Np007G4153000
OG0003738	CARHR082780	Np007G4145600
OG0003739	CARHR088990, CARHR089010	Np007G4060000
OG0003740	CARHR089250	Np007G4053900
OG0003741	CARHR015790	Np004G2411000
OG0003741	CARHR091200	Np007G3903000
OG0003742	CARHR093440, CARHR113170	Np007G3937800
OG0003743	CARHR093950	Np007G3945800
OG0003744	CARHR097690	Np007G3820800
OG0003745	CARHR161430, CARHR159310	Np001G0536500
OG0003746	CARHR182160	Np001G0523400
OG0003747	CARHR005200	Np004G2542000
OG0003748	CARHR007180	Np006G3640700
OG0003749	CARHR016510	Np004G2402500
OG0003750	CARHR017440	Np004G2392700
OG0003751	CARHR017930	Np004G2388300
OG0003752	CARHR064570, CARHR064550	Np002G0838700, Np007G3894300
OG0003753	CARHR063920, CARHR063940	Np002G0848100
OG0003754	CARHR217350	Np005G3099200
OG0003755	CARHR046430	Np002G1244200
OG0003756	CARHR227530	Np005G2871900
OG0003756	CARHR178810	Np001G0399500
OG0003757	CARHR037790	Np002G0886400, Np002G0886600, Np002G0886500, Np002G0886300, Np002G0885200, Np004G1998600
OG0003758	CARHR038270	Np002G0868000
OG0003759	CARHR039310	Np004G1983700
OG0003760	CARHR294270	Np005G2603900
OG0003761	CARHR247100, CARHR215520	Np005G2617900, Np005G2650400
OG0003762	CARHR247060	Np002G0888900, Np005G2618400
OG0003763	CARHR113670	Np005G2624800
OG0003764	CARHR244980	Np005G2683100
OG0003765	CARHR233370	Np005G2799900, Np005G2799800
OG0003768	CARHR235950	Np005G2767000
OG0003769	CARHR030000	Np004G2140100
OG0003769	CARHR029960	Np004G2140000
OG0003770	CARHR268020, CARHR268030, CARHR268010	Np003G1611400
OG0003772	CARHR292270	Np002G0959400
OG0003772	CARHR215360	Np005G3121500
OG0003776	CARHR222900	Np005G2996300
OG0003778	CARHR124660, CARHR124670	Np006G3546000, Np006G3483900
OG0003780	CARHR072250	Np005G2860200, Np005G2860500, Np005G2859900, Np005G2861300, Np005G2860900
OG0003790	CARHR195890	Np002G1225700, Np001G0357800, Np003G1445700
OG0003791	CARHR195930, CARHR154520, CARHR154530	Np003G1444700
OG0003792	CARHR197210, CARHR197200	Np003G1431200
OG0003793	CARHR184010, CARHR199820	Np003G1404500
OG0003794	CARHR201280	Np003G1385800
OG0003795	CARHR202600	Np003G1370800
OG0003796	CARHR203640	Np003G1359900
OG0003798	CARHR232220	Np005G2816000, Np005G2804500
OG0003799	CARHR121100	Np006G3589900
OG0003800	CARHR124910, CARHR124390	Np006G3489500, Np006G3540600
OG0003801	CARHR125350	Np006G3554500
OG0003802	CARHR125730	Np006G3559200
OG0003803	CARHR127460	Np009G4320000, Np006G3452300
OG0003804	CARHR232640	Np005G2810700
OG0003805	CARHR262430	Np006G3328300, Np005G3160000
OG0003806	CARHR286960	Np004G2162900
OG0003808	CARHR280490, CARHR280470	Np002G1114000
OG0003809	CARHR277610	Np007G3894400, Np001G0054700, Np001G0055100
OG0003810	CARHR276990	Np001G0064900
OG0003811	CARHR276400, CARHR156570	Np001G0071500
OG0003812	CARHR060900, CARHR236070	Np001G0073000
OG0003813	CARHR248040	Np001G0032500
OG0003814	CARHR190090	Np001G0105300
OG0003815	CARHR201690	Np003G1381700, Np001G0134000
OG0003816	CARHR191440	Np003G1500600
OG0003817	CARHR274370	Np003G1514900
OG0003817	CARHR150760	Np001G0448600
OG0003818	CARHR271800	Np003G1550700
OG0003819	CARHR234100	Np005G2791400
OG0003820	CARHR268800	Np003G1596400
OG0003821	CARHR268420	Np003G1606300
OG0003822	CARHR267600	Np003G1625400
OG0003824	CARHR206870	Np003G1314800
OG0003825	CARHR287360, CARHR267130	Np001G0435500
OG0003826	CARHR182460	Np001G0166600
OG0003828	CARHR244560	Np005G2677800
OG0003829	CARHR213190	Np005G2976100, Np005G3190200, Np005G2975700
OG0003830	CARHR072490	Np002G0728600
OG0003832	CARHR146420	Np001G0237700
OG0003833	CARHR045500	Np004G1906800
OG0003834	CARHR044670	Np004G1915900
OG0003835	CARHR149910	Np001G0454700
OG0003836	CARHR149980	Np001G0453600
OG0003837	CARHR085170, CARHR218080	Np005G3075100
OG0003838	CARHR058610, CARHR058620, CARHR187980, CARHR222160	Np005G3030400
OG0003841	CARHR062130	Np002G0873500
OG0003842	CARHR062820	Np002G0864400
OG0003843	CARHR040560	Np005G2961600
OG0003844	CARHR096120, CARHR050370, CARHR287710	Np007G4001600
OG0003845	CARHR116820	Np006G3648000, Np006G3647800
OG0003846	CARHR152110	Np005G3158800, Np001G0192300
OG0003847	CARHR050120	Np006G3412900
OG0003847	CARHR050070	Np002G1190100, Np002G1190400, Np002G1190900
OG0003848	CARHR280960	Np001G0521800, Np001G0011400
OG0003849	CARHR231090	Np005G2833400
OG0003851	CARHR074890	Np007G4254700
OG0003852	CARHR075310, CARHR017030	Np007G4249300
OG0003853	CARHR172040	Np001G0677200
OG0003853	CARHR172050	Np001G0677300
OG0003854	CARHR140500	Np006G3245800
OG0003854	CARHR171150	Np001G0665800
OG0003855	CARHR169660	Np001G0645600
OG0003856	CARHR168490	Np001G0629700, Np002G0843900
OG0003857	CARHR168310, CARHR137210	Np001G0627900
OG0003858	CARHR168290, CARHR168300, CARHR137220	Np001G0627800
OG0003859	CARHR163940	Np001G0571000
OG0003860	CARHR143990, CARHR257330	Np001G0274900
OG0003861	CARHR102120	Np007G3885500
OG0003862	CARHR100440	Np007G3868800
OG0003863	CARHR061120	Np002G0895100
OG0003865	CARHR132290	Np006G3375700
OG0003866	CARHR257860	Np006G3382000
OG0003867	CARHR113680	Np006G3688800
OG0003868	CARHR035840	Np004G2028100
OG0003869	CARHR033130	Np004G2068200
OG0003870	CARHR194380	Np004G2067800
OG0003871	CARHR047990	Np002G1224200
OG0003872	CARHR255150	Np003G1805500
OG0003873	CARHR130310	Np007G3719900
OG0003874	CARHR142220, CARHR034190	Np006G3222600
OG0003876	CARHR137580	Np006G3283600
OG0003877	CARHR137030	Np006G3291700
OG0003878	CARHR136620	Np006G3300800
OG0003879	CARHR196370	Np003G1439600
OG0003879	CARHR076980	Np007G4228100
OG0003880	CARHR081920	Np007G4157900, Np001G0174200
OG0003881	CARHR082520	Np007G4149700
OG0003882	CARHR085970	Np002G0896400, Np007G4104000, Np007G4104100
OG0003883	CARHR106750	Np007G3772000, Np007G3771800
OG0003884	CARHR090830, CARHR090820	Np010G4350700, Np007G4015900, Np007G3982100
OG0003885	CARHR001500	Np004G2583800
OG0003886	CARHR264900	Np003G1661300, Np003G1671100
OG0003889	CARHR004750	Np004G2547600
OG0003890	CARHR150790	Np001G0448200
OG0003891	CARHR185950	Np004G2503200
OG0003892	CARHR008940	Np004G2501700
OG0003893	CARHR009360	Np004G2032300
OG0003894	CARHR009530	Np004G2496100
OG0003895	CARHR048720	Np002G1212100
OG0003896	CARHR018840	Np004G2376200
OG0003897	CARHR019330	Np004G2370000
OG0003898	CARHR019600	Np004G2367000
OG0003899	CARHR019850	Np004G2364300
OG0003900	CARHR250080	Np003G1877700
OG0003901	CARHR049390	Np002G1202700
OG0003902	CARHR051560	Np002G1174700
OG0003903	CARHR054040	Np002G1128900
OG0003905	CARHR173660	Np001G0321300
OG0003906	CARHR174210	Np006G3713300
OG0003907	CARHR272810	Np003G1539000
OG0003908	CARHR244860, CARHR244540, CARHR289510	Np005G2682100
OG0003909	CARHR004760	Np005G2655100
OG0003910	CARHR242460	Np005G2646300
OG0003911	CARHR117730	Np006G3659000
OG0003911	CARHR239040	Np005G2723300
OG0003912	CARHR023680	Np004G2305700
OG0003913	CARHR235580	Np005G2771500
OG0003917	CARHR260240	Np003G1764100
OG0003917	CARHR034200	Np004G2043200
OG0003920	CARHR113730	Np006G3687800
OG0003922	CARHR153100	Np001G0187100
OG0003927	CARHR196490	Np003G1438500
OG0003928	CARHR195180	Np003G1453700
OG0003929	CARHR259730	Np003G1759200
OG0003941	CARHR198090	Np003G1421200
OG0003942	CARHR199090	Np003G1411400
OG0003943	CARHR199480, CARHR199700	Np003G1405800
OG0003944	CARHR200510	Np003G1396100
OG0003945	CARHR187310, CARHR187330	Np001G0136600
OG0003946	CARHR062670	Np002G0865300, Np002G0865200
OG0003948	CARHR202000, CARHR202040	Np003G1378500
OG0003949	CARHR289470	Np001G0149700
OG0003951	CARHR190390	Np001G0101800
OG0003952	CARHR205020	Np003G1343400
OG0003953	CARHR275270	Np001G0091000
OG0003954	CARHR232260	Np005G2815700
OG0003955	CARHR232070	Np005G2818700
OG0003956	CARHR120170	Np006G3579200
OG0003957	CARHR121450	Np006G3579900
OG0003958	CARHR123420	Np006G3514100, Np006G3443300, Np006G3446500
OG0003959	CARHR127420	Np009G4317700, Np006G3455700
OG0003960	CARHR003580	Np004G2560400
OG0003961	CARHR232530	Np005G2811700
OG0003962	CARHR028940	Np004G2126700
OG0003964	CARHR165540	Np001G0592500
OG0003965	CARHR289760, CARHR002160	Np002G1067900
OG0003966	CARHR279540	Np001G0029000
OG0003967	CARHR148630, CARHR217800, CARHR278030	Np001G0049200
OG0003968	CARHR277600	Np001G0054800, Np001G0055200, Np001G0054900
OG0003970	CARHR275320	Np001G0089800
OG0003972	CARHR274930	Np001G0095000
OG0003973	CARHR274700	Np001G0097200
OG0003973	CARHR289630	Np003G1261000
OG0003974	CARHR189990	Np001G0106700
OG0003975	CARHR157690	Np001G0495500
OG0003976	CARHR187680	Np001G0133200
OG0003977	CARHR187510	Np001G0135300
OG0003978	CARHR100170, CARHR011990	Np004G2465700
OG0003979	CARHR273990	Np003G1519500, Np001G0450400
OG0003980	CARHR273920	Np003G1520100
OG0003982	CARHR272890	Np003G1537600
OG0003983	CARHR272720	Np005G3135900, Np003G1540200
OG0003984	CARHR272390	Np003G1543500
OG0003985	CARHR271310	Np003G1558600
OG0003986	CARHR269640	Np003G1581900
OG0003987	CARHR157820	Np003G1750600, Np001G0498400
OG0003988	CARHR267620	Np003G1625500
OG0003989	CARHR206140	Np003G1327200
OG0003990	CARHR266310	Np003G1642800
OG0003991	CARHR065770, CARHR065760	Np003G1301400
OG0003992	CARHR277810, CARHR208250	Np003G1297600
OG0003993	CARHR208700	Np003G1292200
OG0003994	CARHR209950	Np003G1276100
OG0003995	CARHR211070	Np003G1265200
OG0003996	CARHR211080	Np003G1265000
OG0003997	CARHR213280	Np005G3188200
OG0003998	CARHR084850	Np007G4119400
OG0004000	CARHR069990	Np002G0764400
OG0004001	CARHR021070	Np004G2349000
OG0004001	CARHR069890	Np002G0765600
OG0004002	CARHR069460	Np002G0771700
OG0004003	CARHR114890, CARHR178630	Np001G0397400
OG0004004	CARHR044020, CARHR248660	Np004G1902700
OG0004005	CARHR045760	Np004G1903500
OG0004006	CARHR045550	Np004G1906100
OG0004007	CARHR045130	Np004G1911300
OG0004008	CARHR123320, CARHR044890, CARHR123330	Np004G1913600
OG0004008	CARHR044880	Np004G1913400
OG0004009	CARHR035780	Np004G2029100
OG0004010	CARHR044050	Np004G1924700
OG0004011	CARHR130660	Np006G3392300
OG0004012	CARHR266060	Np003G1646300, Np006G3434500
OG0004013	CARHR220630	Np005G3053800
OG0004014	CARHR221190	Np005G3044500
OG0004015	CARHR290190	Np005G3022700
OG0004016	CARHR066490	Np002G0811000
OG0004018	CARHR051510	Np002G1211500
OG0004020	CARHR148490	Np001G0211500
OG0004021	CARHR228440	Np005G2867200
OG0004022	CARHR176510, CARHR176610	Np001G0371300
OG0004023	CARHR095330	Np007G3975500, Np004G1968800
OG0004025	CARHR178030, CARHR129130	Np006G3410600
OG0004026	CARHR129280	Np006G3409200
OG0004027	CARHR175360	Np001G0353300
OG0004027	CARHR224880	Np005G2924200
OG0004028	CARHR016450	Np004G2403300
OG0004030	CARHR292410	Np004G1976300
OG0004031	CARHR259150	Np003G1795400
OG0004032	CARHR226840	Np005G2887300
OG0004033	CARHR178340	Np001G0393800
OG0004034	CARHR228380	Np001G0471800, Np005G2867900
OG0004035	CARHR228500	Np005G2865000, Np005G2864700, Np005G2865600, Np005G2865800, Np005G2865900
OG0004036	CARHR093410	Np007G3937500
OG0004037	CARHR222810	Np005G3000500
OG0004038	CARHR223210	Np005G2988800
OG0004040	CARHR115920	Np001G0007900
OG0004041	CARHR173040	Np001G0691600
OG0004042	CARHR172190	Np006G3226200
OG0004043	CARHR114770, CARHR262780, CARHR241000	Np006G3630800
OG0004044	CARHR171780	Np001G0672800
OG0004046	CARHR169950	Np001G0648100
OG0004047	CARHR167590	Np001G0620000
OG0004048	CARHR143830	Np001G0279000
OG0004049	CARHR167260	Np001G0615800
OG0004050	CARHR166740	Np001G0608400
OG0004051	CARHR164100, CARHR164120	Np001G0572800
OG0004054	CARHR101150	Np007G3875400
OG0004055	CARHR045410	Np004G1907300
OG0004056	CARHR064870	Np002G0830600
OG0004058	CARHR135590	Np006G3315600
OG0004060	CARHR117610	Np006G3657100
OG0004061	CARHR231980	Np005G2820400
OG0004062	CARHR039200, CARHR286730, CARHR039190	Np004G1985000
OG0004063	CARHR033360	Np004G2083200
OG0004064	CARHR261100, CARHR261120	Np003G1779200
OG0004065	CARHR255610, CARHR231310	Np003G1798100
OG0004066	CARHR193630	Np003G1472900, Np007G4177300
OG0004068	CARHR185780	Np001G0153800
OG0004069	CARHR142790	Np006G3214000
OG0004070	CARHR141790	Np006G3228300
OG0004071	CARHR105780	Np007G3782600
OG0004072	CARHR139780	Np006G3255100
OG0004073	CARHR119270, CARHR138820	Np006G3266400
OG0004074	CARHR017600	Np004G2391100
OG0004074	CARHR137380	Np006G3287500
OG0004076	CARHR077110	Np007G4226100
OG0004077	CARHR077430	Np007G4221600
OG0004078	CARHR078090	Np007G4212900
OG0004079	CARHR078610	Np007G4205400
OG0004080	CARHR078960	Np007G4202000
OG0004081	CARHR079280	Np007G4195200
OG0004081	CARHR185900	Np001G0152400
OG0004082	CARHR079340	Np007G4194300
OG0004084	CARHR080390	Np007G4178800
OG0004085	CARHR080570	Np007G4176300
OG0004086	CARHR081930	Np007G4157700, Np007G4157800
OG0004087	CARHR087420	Np007G4084300
OG0004088	CARHR088120	Np007G4075200
OG0004090	CARHR090300	Np007G4042600
OG0004091	CARHR091130	Np007G3902600
OG0004092	CARHR092380	Np007G3920500
OG0004093	CARHR093290, CARHR292250	Np007G3935300
OG0004094	CARHR095270	Np007G3975000
OG0004095	CARHR056790, CARHR182700, CARHR287810	Np001G0168400
OG0004097	CARHR262660, CARHR017530	Np005G3158300
OG0004098	CARHR099520	Np007G3849500
OG0004099	CARHR099350	Np007G3846300
OG0004100	CARHR098730	Np007G3837600
OG0004101	CARHR098700	Np007G3837200
OG0004102	CARHR097460, CARHR097450	Np007G3816500
OG0004103	CARHR237920	Np005G2744400
OG0004104	CARHR287960, CARHR050710	Np001G0162500
OG0004105	CARHR185420	Np001G0158900
OG0004106	CARHR248370	Np003G1895600
OG0004107	CARHR001070	Np004G2587900
OG0004108	CARHR003420	Np004G2562600
OG0004109	CARHR005880	Np004G2534000
OG0004110	CARHR007620	Np004G2518100, Np004G2515800
OG0004111	CARHR284470	Np002G1066300, Np004G2502400
OG0004112	CARHR252500	Np001G0328200
OG0004113	CARHR011270	Np004G2475500
OG0004114	CARHR048700	Np002G1212300
OG0004114	CARHR012760	Np004G2453900
OG0004115	CARHR015280	Np004G2417200, Np001G0266100
OG0004116	CARHR018480	Np004G2381200, Np004G2381000
OG0004117	CARHR180060, CARHR018650	Np004G2378500
OG0004118	CARHR064990	Np002G0828700, Np002G0828500
OG0004119	CARHR259040	Np003G1748500
OG0004120	CARHR291230	Np002G0836600
OG0004121	CARHR063390	Np002G0855700
OG0004122	CARHR013020, CARHR048400	Np002G1215300
OG0004123	CARHR148990	Np001G0281500
OG0004125	CARHR252140	Np003G1849300
OG0004126	CARHR178510	Np001G0394300
OG0004126	CARHR179640	Np001G0394900
OG0004126	CARHR178490	Np001G0395000
OG0004127	CARHR283570	Np001G0431800
OG0004128	CARHR252510	Np003G1841400
OG0004129	CARHR037830	Np005G2614900, Np004G1997800
OG0004130	CARHR245870	Np005G2694300, Np005G2694200
OG0004131	CARHR244650	Np005G2679400
OG0004132	CARHR244280	Np005G2674700
OG0004134	CARHR099840	Np007G3856100
OG0004135	CARHR100060	Np007G3859900
OG0004136	CARHR248750	Np003G1891800, Np005G2627700
OG0004137	CARHR265770	Np005G2769700, Np003G1650700
OG0004144	CARHR103700	Np007G3883500
OG0004146	CARHR122090	Np006G3600300
OG0004146	CARHR007370	Np004G2519200
OG0004147	CARHR267110	Np003G1800400
OG0004148	CARHR143820	Np001G0279200
OG0004149	CARHR149400	Np001G0203000, Np001G0182100
OG0004150	CARHR171180	Np001G0666200, Np001G0666100
OG0004152	CARHR259650	Np003G1758500
OG0004153	CARHR234960	Np005G2781800
OG0004154	CARHR190570	Np003G1512900, Np003G1512200
OG0004155	CARHR277090, CARHR277100	Np001G0061600
OG0004156	CARHR255170	Np006G3381900
OG0004156	CARHR080600	Np007G4176000, Np007G4175600
OG0004157	CARHR128930	Np006G3415600
OG0004158	CARHR152820	Np001G0238500
OG0004165	CARHR184610	Np005G2732200
OG0004167	CARHR238460	Np005G2731200
OG0004168	CARHR043640, CARHR277040	Np001G0063700
OG0004169	CARHR195860	Np003G1446700
OG0004170	CARHR196320	Np003G1440300
OG0004171	CARHR196500	Np003G1438300
OG0004174	CARHR198150	Np003G1420500
OG0004175	CARHR198210	Np003G1419800
OG0004177	CARHR023990	Np004G2300800, Np004G2301100
OG0004178	CARHR199350	Np003G1409100
OG0004180	CARHR202220	Np003G1375900
OG0004181	CARHR152260	Np001G0191400
OG0004182	CARHR188430	Np001G0123200
OG0004183	CARHR204040	Np003G1354800
OG0004184	CARHR204600	Np003G1348000, Np003G1347900
OG0004186	CARHR232270	Np005G2815600
OG0004187	CARHR264560	Np006G3620100
OG0004188	CARHR119280	Np006G3615600
OG0004189	CARHR119770	Np006G3610700
OG0004190	CARHR120140	Np006G3579800, Np006G3607000
OG0004191	CARHR121430	Np006G3593700
OG0004193	CARHR289390, CARHR123770	Np006G3531000
OG0004194	CARHR123950	Np006G3533900, Np006G3473500
OG0004195	CARHR124830	Np006G3548200, Np006G3481000
OG0004196	CARHR038720, CARHR289200	Np004G1990900
OG0004197	CARHR125550, CARHR125360	Np006G3556800
OG0004198	CARHR125980	Np006G3561800
OG0004199	CARHR037430	Np004G2003000
OG0004200	CARHR036620	Np004G2013200
OG0004201	CARHR036760, CARHR036750	Np004G2010200
OG0004202	CARHR027730	Np004G2110900
OG0004203	CARHR128220, CARHR028450	Np004G2119400
OG0004204	CARHR028990, CARHR028970, CARHR029000	Np004G2128200
OG0004205	CARHR128490	Np006G3421200
OG0004206	CARHR029660	Np004G2135600
OG0004207	CARHR029870	Np004G2138700
OG0004208	CARHR030030	Np004G2140600
OG0004209	CARHR030310, CARHR030320	Np004G2147000
OG0004210	CARHR031410	Np004G2179100
OG0004211	CARHR145350	Np001G0250400
OG0004212	CARHR280690	Np001G0015600
OG0004214	CARHR280590	Np001G0016300
OG0004215	CARHR279960	Np001G0024300
OG0004217	CARHR277390	Np001G0058100
OG0004218	CARHR276630	Np001G0068700
OG0004219	CARHR042570, CARHR172770, CARHR172780, CARHR042590, CARHR042580	Np004G1943600
OG0004220	CARHR275090	Np001G0093400
OG0004221	CARHR274570	Np001G0098800
OG0004222	CARHR223120	Np005G2992300
OG0004223	CARHR180220	Np001G0413400
OG0004225	CARHR188530	Np001G0122300
OG0004225	CARHR188540	Np001G0122200
OG0004226	CARHR193070	Np003G1479000
OG0004227	CARHR192130	Np003G1489800
OG0004228	CARHR191290	Np003G1502900
OG0004229	CARHR285570	Np003G1533100
OG0004230	CARHR285220	Np003G1537200
OG0004231	CARHR145560	Np001G0248400
OG0004232	CARHR270530	Np003G1571500
OG0004233	CARHR222380, CARHR230010	Np005G2845700
OG0004234	CARHR269180, CARHR269130	Np003G1587600
OG0004235	CARHR158680	Np001G0506700, Np004G2033500
OG0004236	CARHR268120	Np003G1634400
OG0004237	CARHR250570	Np003G1867600
OG0004238	CARHR251050	Np003G1862000
OG0004240	CARHR084820	Np007G4119700
OG0004241	CARHR209160	Np003G1286000
OG0004242	CARHR210430	Np003G1270900, Np003G1271000
OG0004244	CARHR213770	Np005G3182300
OG0004245	CARHR213170	Np005G3190400, Np005G2975200
OG0004245	CARHR149510, CARHR213160	Np005G3190500
OG0004246	CARHR073760	Np002G0712600
OG0004248	CARHR072380, CARHR017410	Np002G0729700
OG0004249	CARHR071210	Np002G0745600
OG0004250	CARHR082970	Np007G4156800, Np007G4143400
OG0004251	CARHR045640	Np004G1904800
OG0004252	CARHR026140	Np004G2093000
OG0004253	CARHR043440	Np004G1933300
OG0004254	CARHR219070	Np005G3091100
OG0004255	CARHR139840, CARHR107290, CARHR119960	Np006G3254500
OG0004256	CARHR065870, CARHR065840	Np002G0817300
OG0004257	CARHR024370	Np004G2291200
OG0004260	CARHR257420	Np003G1718400
OG0004261	CARHR149180	Np001G0204700
OG0004262	CARHR147060	Np001G0230300
OG0004263	CARHR025060	Np004G2270100
OG0004263	CARHR062650	Np002G0865700
OG0004264	CARHR062300	Np002G0870600
OG0004265	CARHR175560	Np001G0357900
OG0004266	CARHR175920	Np001G0364400
OG0004267	CARHR176580, CARHR176560	Np001G0371700
OG0004269	CARHR050650	Np006G3623900, Np006G3623800
OG0004271	CARHR041430	Np004G1957200
OG0004272	CARHR041950	Np004G1951800
OG0004273	CARHR042430	Np004G1945300
OG0004274	CARHR225410	Np005G2914100
OG0004275	CARHR225380	Np005G2914900
OG0004277	CARHR224050	Np005G2949100
OG0004278	CARHR160720	Np007G4098200
OG0004279	CARHR231080	Np005G2833500
OG0004280	CARHR230780	Np005G2835200
OG0004281	CARHR264390	Np003G1680900
OG0004283	CARHR129100, CARHR135500	Np006G3411200, Np006G3410900
OG0004285	CARHR226810	Np006G3347700, Np005G2887500
OG0004286	CARHR227440	Np005G2871100
OG0004287	CARHR227700	Np005G2874800
OG0004288	CARHR223490	Np005G2977800
OG0004289	CARHR199040, CARHR266370, CARHR105740, CARHR075180	Np007G4251000
OG0004290	CARHR187390	Np001G0136900
OG0004291	CARHR173300	Np001G0694200
OG0004292	CARHR107270	Np001G0674000
OG0004293	CARHR257760, CARHR171420	Np001G0669000
OG0004294	CARHR044620	Np004G1916600
OG0004295	CARHR169000	Np001G0635100
OG0004296	CARHR168610, CARHR168250	Np001G0631200, Np001G0630900
OG0004297	CARHR168550	Np001G0630200
OG0004298	CARHR167890	Np001G0624500
OG0004299	CARHR167060	Np001G0613800
OG0004300	CARHR166730	Np001G0597300, Np001G0608300
OG0004302	CARHR165020	Np001G0585200
OG0004303	CARHR266530	Np003G1639100
OG0004304	CARHR100390	Np007G3867500
OG0004305	CARHR108430	Np005G3180400, Np007G3751700
OG0004306	CARHR108640	Np007G3749000
OG0004307	CARHR109170, CARHR106980	Np007G3743200
OG0004308	CARHR109920	Np007G3733300
OG0004309	CARHR144440	Np001G0264400
OG0004310	CARHR136280	Np006G3305700
OG0004311	CARHR136000	Np006G3309200
OG0004312	CARHR135840	Np006G3311300
OG0004313	CARHR135100	Np006G3323600
OG0004314	CARHR133950	Np006G3341500
OG0004315	CARHR133310	Np006G3351300
OG0004316	CARHR131980	Np006G3369800
OG0004317	CARHR254190	Np003G1817600, Np002G0917400
OG0004318	CARHR114630	Np006G3667800
OG0004319	CARHR026300	Np004G2094500
OG0004320	CARHR115370, CARHR003790	Np002G1159300, Np004G2558600
OG0004321	CARHR034000	Np004G2007000
OG0004322	CARHR186930	Np001G0140900
OG0004323	CARHR186300	Np001G0146900
OG0004324	CARHR196040, CARHR186240	Np001G0147600
OG0004325	CARHR186190	Np001G0148300
OG0004326	CARHR142410	Np006G3219400
OG0004327	CARHR142400	Np006G3219500
OG0004328	CARHR141850, CARHR193560, CARHR195690	Np006G3227600, Np006G3255700
OG0004329	CARHR141640	Np006G3230000
OG0004330	CARHR025440	Np006G3231100
OG0004331	CARHR099560, CARHR097240	Np007G3813000
OG0004332	CARHR140920	Np006G3239100
