Orthogroup	Cardamine_hirsuta	Arabidopsis_lyrata_Rawat
OG0001879	CARHR233470	AL7G27040
OG0001880	CARHR010920	AL1G21650
OG0001880	CARHR051770	AL2G15800
OG0001881	CARHR012350	AL1G23220
OG0001881	CARHR049540	AL2G13510
OG0001882	CARHR012400	AL1G23280
OG0001883	CARHR048420	AL2G12450
OG0001883	CARHR013010	AL1G24310
OG0001884	CARHR146590	AL5G14130
OG0001884	CARHR013590	AL1G24900
OG0001885	CARHR145010	AL5G11740
OG0001885	CARHR014960	AL1G26400
OG0001886	CARHR015840	AL1G27400
OG0001886	CARHR038890	AL1G55720, AL1G55710
OG0001887	CARHR016290	AL1G27940
OG0001888	CARHR065240	AL2G32010
OG0001888	CARHR017890	AL1G29550
OG0001889	CARHR018050	AL1G29740
OG0001889	CARHR065550	AL2G32300
OG0001890	CARHR144970	AL5G11620
OG0001891	CARHR063180	AL2G29340
OG0001891	CARHR024550	AL1G38000
OG0001892	CARHR246400	AL7G12650
OG0001892	CARHR246390	AL7G12670
OG0001893	CARHR115740	AL4G17050
OG0001893	CARHR240360	AL7G19400
OG0001894	CARHR284860	AL3G46630
OG0001894	CARHR241980	AL7G17540
OG0001895	CARHR239240	AL7G20710
OG0001895	CARHR117620	AL4G14870
OG0001896	CARHR117640	AL4G14850
OG0001896	CARHR239220	AL7G20740
OG0001897	CARHR238810	AL7G21180, AL7G21170
OG0001897	CARHR117960	AL4G14400
OG0001900	CARHR262370	AL7G50380
OG0001900	CARHR151860	AL5G18620
OG0001901	CARHR225690	nbis-gene-1817
OG0001901	CARHR193650	AL6G30800
OG0001902	CARHR264730	AL8G26140
OG0001902	CARHR248460	AL6G53080
OG0001910	CARHR238440	AL7G21580
OG0001910	CARHR184680	AL4G14010
OG0001911	CARHR118290	AL4G14110
OG0001911	CARHR238570	AL7G21430
OG0001912	CARHR196860	AL6G27330
OG0001912	CARHR076740	AL3G12140
OG0001913	CARHR078570	AL7G24650
OG0001913	CARHR082080	nbis-gene-674
OG0001914	CARHR076320	AL3G11640
OG0001914	CARHR197500	AL6G26690
OG0001915	CARHR199950	AL6G24110
OG0001915	CARHR082880	AL3G19540
OG0001916	CARHR193510	AL6G30920
OG0001916	CARHR200800	AL6G23110
OG0001917	CARHR193390	AL6G31020
OG0001918	CARHR188500	AL6G36610
OG0001918	CARHR202580	AL6G21290
OG0001919	CARHR188590	AL6G36530
OG0001919	CARHR202680	AL6G21160
OG0001920	CARHR279130	AL8G42740
OG0001920	CARHR203260	AL6G20490
OG0001921	CARHR203300	AL6G20450
OG0001922	CARHR114060	AL4G12310
OG0001922	CARHR203730	AL6G20090
OG0001923	CARHR203960	AL6G19830
OG0001923	CARHR278170	AL8G41610, AL8G41620
OG0001924	CARHR205320	AL6G18210
OG0001924	CARHR274960	AL8G37870
OG0001925	CARHR006460	AL1G16780
OG0001925	CARHR124050	AL4G25470
OG0001926	CARHR124110	AL4G25520
OG0001926	CARHR006430	AL1G16760
OG0001927	CARHR005730	AL1G16180
OG0001927	CARHR124740	AL4G26330
OG0001928	CARHR105610	AL3G46920
OG0001929	CARHR004100	AL1G14430
OG0001929	CARHR127130	AL4G28710
OG0001930	CARHR179130	AL8G15880
OG0001930	CARHR003190	AL1G13440
OG0001931	CARHR264980	AL8G26390
OG0001932	CARHR141810, CARHR141800, CARHR027490	AL4G45900
OG0001933	CARHR127520	AL4G29180
OG0001934	CARHR030580	AL1G45460
OG0001934	CARHR129180	AL4G31040
OG0001935	CARHR129530	AL4G31420
OG0001935	CARHR031920	AL1G46720
OG0001936	CARHR129480, CARHR230030	AL4G31360
OG0001936	CARHR031980	AL1G46780
OG0001937	CARHR159150	AL5G30200
OG0001937	CARHR280380	AL8G44090
OG0001938	CARHR090020	AL3G27410
OG0001938	CARHR274540	AL8G37480
OG0001939	CARHR189850	AL6G34970
OG0001939	CARHR157670	AL5G28370
OG0001940	CARHR240390	AL7G19340
OG0001940	CARHR187770	AL6G37230
OG0001941	CARHR192540	AL6G31840
OG0001941	CARHR285300	AL8G35450
OG0001942	CARHR151110	AL5G23360
OG0001942	CARHR190630	AL6G34040
OG0001943	CARHR274210	AL8G37140
OG0001943	CARHR150700	AL5G23810
OG0001944	CARHR273120, CARHR154850	AL5G25260
OG0001945	CARHR052350	AL2G15980
OG0001945	CARHR051870	AL2G15670
OG0001946	CARHR206020	AL6G17300
OG0001947	CARHR233260	AL7G27230
OG0001948	CARHR233290	AL7G27200
OG0001949	CARHR107320	AL3G49790
OG0001949	CARHR107330	AL3G49800
OG0001950	CARHR263500	AL7G51450
OG0001950	CARHR153250	AL5G19860
OG0001951	CARHR234060	AL7G26460
OG0001952	CARHR268240	AL8G30360
OG0001952	CARHR234620	AL7G25830
OG0001953	CARHR267980	AL8G30120
OG0001953	CARHR234820	AL7G25620
OG0001954	CARHR086800	AL3G23910
OG0001954	CARHR206200	AL6G17100
OG0001955	CARHR206640	AL6G16650
OG0001955	CARHR086410	AL3G23420
OG0001956	CARHR085220	AL3G22110
OG0001956	CARHR208430	AL6G14520
OG0001957	CARHR084410	AL3G21140
OG0001957	CARHR209830	AL6G12960
OG0001958	CARHR210040	AL6G12620, AL1G29620
OG0001958	CARHR084270	AL3G21050
OG0001959	CARHR241090	AL7G18510
OG0001960	CARHR148700	AL5G16710
OG0001960	CARHR261300	AL7G49090
OG0001961	CARHR016260	AL1G27880
OG0001961	CARHR074040	AL2G40950
OG0001962	CARHR073640	AL2G40560
OG0001963	CARHR016500	AL1G28170
OG0001963	CARHR073570	AL2G40480
OG0001964	CARHR016770	AL1G28420
OG0001964	CARHR073200	AL2G40170
OG0001965	CARHR021410	AL1G33980
OG0001965	CARHR070100	AL2G36690
OG0001966	CARHR243950	AL7G15540, AL7G15420
OG0001967	CARHR021050	AL1G33520
OG0001967	CARHR069850	AL2G36390
OG0001968	CARHR069430	AL2G35890
OG0001968	CARHR069440	AL2G35900
OG0001969	CARHR293600	AL3G50120
OG0001969	CARHR243610	AL7G15880
OG0001970	CARHR107700	AL3G50490
OG0001970	CARHR243830	AL7G15670
OG0001971	CARHR108010	AL3G50720
OG0001972	CARHR108170	AL3G50800
OG0001972	CARHR244320	AL7G15120
OG0001973	CARHR088810	AL3G26200
OG0001973	CARHR044530	AL1G62900
OG0001974	CARHR089900	AL3G27290
OG0001974	CARHR043520	AL1G61720
OG0001975	CARHR162880	AL5G33800
OG0001975	CARHR130870	AL4G32750
OG0001977	CARHR219300	AL7G42970
OG0001977	CARHR100100	AL3G39170
OG0001978	CARHR076370	AL3G11690
OG0001979	CARHR220770	AL7G41580
OG0001979	CARHR098960	AL3G37470
OG0001980	CARHR221060	AL7G41330
OG0001980	CARHR098830	AL3G37240
OG0001981	CARHR091900	AL3G29570
OG0001981	CARHR290440	AL7G39370
OG0001982	CARHR166170	AL5G37410
OG0001982	CARHR135380	AL4G38110
OG0001983	CARHR154830	AL5G25240
OG0001983	CARHR154820, CARHR154790	AL5G25250
OG0001984	CARHR147710	AL5G15530
OG0001984	CARHR013210	AL1G24520
OG0001985	CARHR176460	AL8G13110
OG0001985	CARHR225940	AL7G35070
OG0001986	CARHR039740	AL1G57120, AL1G57150
OG0001986	CARHR094680	AL3G32680
OG0001987	CARHR040990	AL1G58680
OG0001987	CARHR096350	AL3G34420
OG0001988	CARHR041750	AL1G59510
OG0001988	CARHR097040	AL3G35170
OG0001989	CARHR091280	AL3G28800
OG0001989	CARHR042380	AL1G60420
OG0001992	CARHR224600	AL7G36650
OG0001992	CARHR174740	AL8G11580
OG0001993	CARHR250170	AL6G51830
OG0001993	CARHR001490	AL1G11510
OG0001994	CARHR254360	AL6G46650
OG0001994	CARHR229960	AL7G30600
OG0001995	CARHR229200	AL7G31320, AL8G44690
OG0001995	CARHR229210	AL7G31310
OG0001996	CARHR228700	AL7G31930
OG0001997	CARHR252370	AL6G48780
OG0001997	CARHR227860	AL7G32830
OG0001998	CARHR173280	AL5G45770
OG0001998	CARHR143340	AL4G47540
OG0001999	CARHR140630	AL4G44610
OG0001999	CARHR171280	AL5G43200
OG0002000	CARHR140330	AL4G44170
OG0002000	CARHR170950	AL5G42870
OG0002001	CARHR170940	AL5G42840
OG0002001	CARHR140320	AL4G44160
OG0002002	CARHR170380	AL5G42260
OG0002002	CARHR139460	AL4G43240
OG0002003	CARHR010630	AL1G21290, AL3G43770
OG0002003	CARHR168240	AL5G39590
OG0002004	CARHR136690	AL4G39660
OG0002004	CARHR167520, CARHR051780	AL5G38870
OG0002005	CARHR235420	AL7G24970
OG0002005	CARHR266670	AL8G28260
OG0002007	CARHR133600	AL4G36170
OG0002007	CARHR133590	AL4G36210
OG0002008	CARHR133220	AL4G35810
OG0002009	CARHR161490	AL5G32320
OG0002009	CARHR132770	AL4G35190
OG0002010	CARHR183270, CARHR174690, CARHR173760, CARHR173730, CARHR173740	AL8G10360, AL8G10380
OG0002011	CARHR112090	AL4G10340
OG0002011	CARHR247880	AL7G10740
OG0002012	CARHR260890	AL6G43620
OG0002012	CARHR033370	AL1G48430
OG0002013	CARHR080090	AL3G16290
OG0002013	CARHR186500	AL6G38980
OG0002014	CARHR173100	AL5G45610
OG0002014	CARHR143050	AL4G47230
OG0002015	CARHR142970	AL4G47140
OG0002015	CARHR172960	AL5G45440
OG0002016	CARHR088540, CARHR088530, CARHR268400, CARHR092390	AL3G30120
OG0002017	CARHR137160	AL4G40440
OG0002017	CARHR168340	AL5G39680
OG0002018	CARHR079600	AL3G15700
OG0002019	CARHR080840	AL6G30140, AL3G17250
OG0002020	CARHR092420, CARHR092410	AL3G30140
OG0002020	CARHR092400	nbis-gene-717
OG0002021	CARHR092510	AL3G30280
OG0002021	CARHR037670	AL1G54550
OG0002022	CARHR092750	AL3G30510
OG0002022	CARHR037860	AL1G54820
OG0002023	CARHR154050	AL5G19430
OG0002023	CARHR263060	AL7G51130
OG0002024	CARHR058010	AL2G23680
OG0002024	CARHR215550	AL7G46180
OG0002025	CARHR098170	AL3G36530
OG0002025	CARHR221680	AL7G40840
OG0002026	CARHR194390, CARHR194370	AL6G29910
OG0002028	CARHR249310	nbis-gene-1674
OG0002028	CARHR001080	AL1G59300
OG0002029	CARHR249320	nbis-gene-1675
OG0002029	CARHR001090	AL1G11100
OG0002030	CARHR001970	AL1G12020
OG0002030	CARHR250350	AL6G50980
OG0002031	CARHR005030	AL1G15430
OG0002031	CARHR005010	AL1G15380
OG0002032	CARHR054910	AL1G66490
OG0002032	CARHR009320	AL1G19860
OG0002033	CARHR010730	AL1G21390
OG0002033	CARHR052740	AL2G16440
OG0002034	CARHR011480	AL1G22270
OG0002034	CARHR051320	AL2G15020
OG0002035	CARHR011980	AL1G22810
OG0002035	CARHR050420	AL2G14160
OG0002036	CARHR048570	AL2G12540
OG0002036	CARHR012930	AL1G23990, AL1G24100
OG0002037	CARHR147350	AL5G15110
OG0002037	CARHR013390	AL1G24710
OG0002038	CARHR015190	AL1G26660
OG0002038	CARHR144540	AL5G11070
OG0002039	CARHR016150	AL1G27740, AL1G27730
OG0002039	CARHR016140	AL1G27720
OG0002041	CARHR023670	AL1G36950
OG0002041	CARHR063970	AL2G30140
OG0002042	CARHR272940	AL7G47610
OG0002042	CARHR046660	AL2G10640
OG0002043	CARHR154330	AL5G24660, AL5G24680, AL7G10270
OG0002044	CARHR243280	AL7G16220
OG0002044	CARHR106960	AL3G49420
OG0002045	CARHR241060	AL7G18530
OG0002045	CARHR114990	AL4G18660
OG0002046	CARHR126530, CARHR123860	AL4G22500, AL4G22510
OG0002047	CARHR159980	AL5G30610
OG0002048	CARHR260920	AL6G43640
OG0002048	CARHR260900	AL6G43630
OG0002056	CARHR272730	AL8G35080
OG0002056	CARHR155850	AL5G26420
OG0002057	CARHR156800	AL5G27400
OG0002057	CARHR276720	AL8G39930
OG0002058	CARHR194890	AL6G29370
OG0002058	CARHR078030	AL3G13800
OG0002059	CARHR194910	AL6G29350
OG0002059	CARHR198710	AL6G25370
OG0002060	CARHR194980	AL6G29290
OG0002060	CARHR195070	AL6G29100
OG0002061	CARHR077450	AL3G13100
OG0002061	CARHR195720	AL6G28560
OG0002062	CARHR196360	AL6G27820
OG0002063	CARHR076780	AL3G12180
OG0002063	CARHR196810	AL6G27380
OG0002064	CARHR197070	AL6G27130
OG0002064	CARHR076630	AL3G12000
OG0002065	CARHR076510	AL3G11870
OG0002065	CARHR197270	AL6G26920
OG0002066	CARHR076430	AL3G11770
OG0002066	CARHR197380	AL6G26810
OG0002067	CARHR198930	AL6G25100
OG0002067	CARHR075230	AL3G10460
OG0002068	CARHR087010	AL3G24150
OG0002069	CARHR200360	AL6G23710
OG0002069	CARHR026800	AL1G40640
OG0002070	CARHR201550	AL6G22390
OG0002072	CARHR203440	AL6G20320
OG0002072	CARHR278750	AL8G42220
OG0002073	CARHR203860	AL6G19930
OG0002074	CARHR275000	AL8G37910, AL665U10010
OG0002074	CARHR205350	AL6G18170
OG0002075	CARHR251390	AL6G49930
OG0002075	CARHR002740	AL1G12890
OG0002076	CARHR120670	AL4G22250
OG0002076	CARHR120680	AL4G22230
OG0002077	CARHR121230	AL4G21790
OG0002077	CARHR007820	AL1G18380
OG0002078	CARHR004990	AL1G15350
OG0002078	CARHR125760	AL4G27350
OG0002079	CARHR004790	AL1G15100
OG0002080	CARHR003200	AL1G13450
OG0002080	CARHR179140	AL8G15890
OG0002081	CARHR181760	AL8G18280
OG0002081	CARHR036800	AL1G53390
OG0002082	CARHR014800	AL1G26250
OG0002082	CARHR145250	AL5G12020
OG0002083	CARHR280940	AL8G44700
OG0002083	CARHR109040	AL3G51730
OG0002084	CARHR159030	AL5G29980
OG0002084	CARHR280180	AL8G43900
OG0002085	CARHR278900	AL8G35260, AL139U10010, AL8G42380
OG0002086	CARHR205810	AL6G17610
OG0002087	CARHR158570	AL5G29400
OG0002087	CARHR188810	AL6G36250
OG0002088	CARHR188710, CARHR188720, CARHR188750	AL6G36360, AL6G36400
OG0002089	CARHR153750	AL5G20980
OG0002089	CARHR192300	AL6G32040
OG0002090	CARHR190600	AL6G34070
OG0002090	CARHR151020	AL5G23410
OG0002091	CARHR154760	AL5G25190
OG0002091	CARHR273270	AL8G36220
OG0002092	CARHR233480	AL7G27030
OG0002092	CARHR270980	AL8G33120
OG0002093	CARHR233630	AL7G26870
OG0002093	CARHR270690	AL8G32810
OG0002094	CARHR233990	AL7G26520
OG0002094	CARHR269680	AL8G31910
OG0002095	CARHR234330	AL7G26120
OG0002096	CARHR268210	AL8G30330
OG0002096	CARHR234680	AL7G25810
OG0002097	CARHR250990	AL6G50340
OG0002097	CARHR002420	AL1G12530
OG0002098	CARHR242370	AL7G16870
OG0002099	CARHR207480	nbis-gene-1471
OG0002100	CARHR211560	AL6G10960
OG0002100	CARHR083380	AL3G20070
OG0002101	CARHR077200	AL3G12790
OG0002101	CARHR211810, CARHR258990	AL6G10660
OG0002102	CARHR148390	AL5G16310
OG0002102	CARHR213630	AL7G48700
OG0002103	CARHR053210	AL2G16880
OG0002103	CARHR015730	AL1G27290
OG0002104	CARHR016240	AL1G27860
OG0002104	CARHR074010	AL2G40980
OG0002105	CARHR016670	AL1G28320
OG0002105	CARHR073380	AL2G40340
OG0002106	CARHR016910	nbis-gene-93
OG0002106	CARHR072920	AL2G39850
OG0002108	CARHR072810	AL2G39640
OG0002108	CARHR016970	AL1G28660
OG0002109	CARHR022500	AL1G35590
OG0002109	CARHR071460	AL2G38290
OG0002110	CARHR021800	AL1G34520
OG0002111	CARHR021520	AL1G34120
OG0002111	CARHR070230	AL2G36810
OG0002112	CARHR045310	AL1G63680
OG0002112	CARHR087990	AL3G25230
OG0002113	CARHR045220	AL1G63560
OG0002113	CARHR088030, CARHR152870	AL3G25290
OG0002114	CARHR088240	AL3G25480
OG0002114	CARHR088250	AL1G63350
OG0002115	CARHR060250	AL2G26310
OG0002115	CARHR026730	AL1G40540
OG0002116	CARHR219760	AL7G42640
OG0002116	CARHR099830	AL3G38820
OG0002117	CARHR220590	AL7G41850
OG0002118	CARHR220720	AL7G41630
OG0002118	CARHR098990	AL3G37520
OG0002119	CARHR221900	AL7G40520
OG0002119	CARHR097990	AL3G36310
OG0002120	CARHR234640, CARHR229800	AL1G52050, AL1G51930
OG0002120	CARHR229820	AL7G25820
OG0002121	CARHR224820	AL7G36380
OG0002121	CARHR222130	AL7G40180
OG0002122	CARHR289970	AL7G39950
OG0002123	CARHR247410	AL7G11270
OG0002124	CARHR018130	AL1G29830
OG0002124	CARHR065670	AL2G32430
OG0002125	CARHR110290	AL3G48360
OG0002125	CARHR236860	AL7G23310
OG0002126	CARHR151640	AL5G18390
OG0002127	CARHR213700	AL7G48910
OG0002128	CARHR176400	AL8G13060
OG0002128	CARHR225910	AL7G35140
OG0002129	CARHR041660	AL1G59390
OG0002129	CARHR096920	AL3G35030
OG0002130	CARHR090780	AL3G28350
OG0002130	CARHR042790, CARHR054610	AL1G60940
OG0002131	CARHR059410, CARHR128820	AL4G30680
OG0002132	CARHR152080	AL5G18540, AL5G18840
OG0002133	CARHR231040, CARHR231050	AL7G29690
OG0002134	CARHR242330	AL7G16810
OG0002134	CARHR106080	AL3G47480
OG0002135	CARHR106810	AL3G49230
OG0002135	CARHR243160	AL7G16340
OG0002136	CARHR255640	AL6G45060
OG0002137	CARHR231250	AL7G29490
OG0002138	CARHR240420	AL7G19310
OG0002138	CARHR115720	AL4G17060
OG0002139	CARHR215910	AL1G48290, AL1G48270, AL7G30890
OG0002140	CARHR226720	AL7G33950
OG0002141	CARHR226740	AL7G33940
OG0002141	CARHR178050	AL8G14690
OG0002142	CARHR227180	AL7G33530
OG0002143	CARHR227670	AL7G33040
OG0002143	CARHR252120	AL6G49040
OG0002144	CARHR260440	AL6G43150
OG0002144	CARHR034460	AL1G50560
OG0002145	CARHR143080	AL4G47260
OG0002146	CARHR141700	AL4G45720
OG0002146	CARHR172010	AL5G44210
OG0002147	CARHR171880	AL5G43930
OG0002147	CARHR141450	AL4G45420
OG0002148	CARHR171290	AL5G43220
OG0002148	CARHR140660	AL4G44640
OG0002149	CARHR170600	AL5G42500
OG0002149	CARHR170590	AL5G42490
OG0002150	CARHR168370	AL5G39720
OG0002150	CARHR137060	AL4G40320
OG0002151	CARHR136170	AL4G39030
OG0002151	CARHR167010	AL5G38250
OG0002152	CARHR136240	AL4G39120
OG0002153	CARHR166560	AL5G37760
OG0002153	CARHR135900	AL4G38690
OG0002154	CARHR133300	AL4G35900
OG0002154	CARHR164090	AL5G35230
OG0002155	CARHR163250	AL5G34280
OG0002156	CARHR266680	AL8G28270
OG0002156	CARHR235410	AL7G24980
OG0002157	CARHR092130	AL3G29830
OG0002157	CARHR290750	AL7G39050
OG0002158	CARHR218890	AL9U10320
OG0002158	CARHR100550	AL3G39890
OG0002159	CARHR155820, CARHR150870	AL4G20430
OG0002159	CARHR155790	AL5G25950
OG0002160	CARHR060180	AL2G26270
OG0002160	CARHR026750	AL1G40570
OG0002161	CARHR060720	AL2G26850
OG0002161	CARHR026370	AL1G40210
OG0002162	CARHR109320	AL3G52120
OG0002162	CARHR238240	AL7G21810
OG0002164	CARHR134980	AL1G53000, AL4G37660
OG0002165	CARHR132140	AL4G33890
OG0002167	CARHR112110	AL4G10380
OG0002167	CARHR247850	AL7G10800
OG0002168	CARHR112320	AL4G10600
OG0002168	CARHR247670	AL7G11010
OG0002169	CARHR247640	AL7G11050
OG0002169	CARHR112400	AL4G10660
OG0002170	CARHR113310	AL4G11490
OG0002170	CARHR112840	AL4G11110
OG0002171	CARHR256360	AL6G44160
OG0002172	CARHR184980	AL6G40350
OG0002172	CARHR079210	AL3G15240
OG0002174	CARHR140990	AL825U10020, AL4G44930
OG0002175	CARHR185540, CARHR285620	AL7G26710, AL6G35060
OG0002176	CARHR080150	AL88U10030, AL3G16390
OG0002176	CARHR186550	AL6G38920
OG0002177	CARHR081540	AL3G18100
OG0002177	CARHR286220	AL8G22390
OG0002178	CARHR183220	AL8G21740
OG0002178	CARHR081810	AL3G18420
OG0002179	CARHR082940	AL3G19640
OG0002179	CARHR082930	AL3G19620
OG0002180	CARHR086690	AL3G23760
OG0002180	CARHR206410	AL6G16880
OG0002181	CARHR037870	AL1G54830
OG0002181	CARHR092760	AL3G30520
OG0002182	CARHR093480	AL3G31330
OG0002182	CARHR038280	AL1G55300
OG0002183	CARHR093770	AL3G31700
OG0002184	CARHR094720	AL3G32720
OG0002184	CARHR039800	AL1G57200
OG0002185	CARHR151960	AL5G18710
OG0002185	CARHR262460	AL7G50540
OG0002186	CARHR098420	AL3G36840, AL3G32630
OG0002186	CARHR221410	AL7G41020, AL1G56850
OG0002187	CARHR216660	nbis-gene-1894
OG0002187	CARHR056580	AL2G19730
OG0002188	CARHR008870	AL1G19400
OG0002188	CARHR056010	AL1G65290
OG0002189	CARHR162130	AL5G33020
OG0002189	CARHR130120	AL4G31970
OG0002190	CARHR135200	AL4G37890
OG0002190	CARHR112240	nbis-gene-1351
OG0002191	CARHR005080	AL1G15470
OG0002191	CARHR125620	AL4G27210
OG0002192	CARHR010460	AL1G21080
OG0002193	CARHR053550	AL2G17280
OG0002193	CARHR010530	AL1G21160
OG0002194	CARHR053100	AL2G16810
OG0002194	CARHR010610	AL1G21260
OG0002195	CARHR051950	AL2G15560
OG0002195	CARHR011150	AL1G21910
OG0002196	CARHR229630, CARHR012610	AL1G23640
OG0002197	CARHR015570	AL1G27100
OG0002197	CARHR143790	AL5G10210, AL5G10330
OG0002198	CARHR064340	AL2G30620
OG0002199	CARHR064310	AL2G30590
OG0002199	CARHR023410	AL1G36600
OG0002200	CARHR063030, CARHR064440, CARHR064430	AL2G30720, nbis-gene-593, nbis-gene-594
OG0002201	CARHR057740	AL2G13310, AL2G13320
OG0002202	CARHR046400	AL2G10250
OG0002203	CARHR237340	AL7G22890
OG0002203	CARHR110120	AL3G48570
OG0002205	CARHR057750	AL2G23720
OG0002206	CARHR019860	AL1G31840
OG0002207	CARHR112810	AL4G11070
OG0002208	CARHR245850	AL7G13340
OG0002208	CARHR114380	AL4G12970
OG0002209	CARHR242030	AL7G16970, AL7G17490
OG0002210	CARHR242520	AL7G17010
OG0002211	CARHR219690	AL7G42720
OG0002211	CARHR099870	AL3G38840
OG0002212	CARHR026950	AL1G40770
OG0002212	CARHR026940	AL1G40760
OG0002213	CARHR234470	AL7G25990
OG0002213	CARHR268460	AL8G30620
OG0002214	CARHR059340	AL2G25110
OG0002214	CARHR059190	AL2G25220
OG0002214	CARHR214370, CARHR214460	AL7G52650
OG0002216	CARHR240300	AL7G19460
OG0002216	CARHR240290	AL7G19470
OG0002221	CARHR032020	AL1G46820
OG0002221	CARHR129390	AL941U10010, AL4G31280
OG0002222	CARHR028140	AL1G42330, AL1G42320
OG0002223	CARHR195740	AL6G28540
OG0002223	CARHR077390	AL3G12980, AL288U10020
OG0002224	CARHR258640	AL8G24020
OG0002224	CARHR232020	AL7G28570
OG0002225	CARHR198700	AL6G25380
OG0002225	CARHR075380	AL3G10610
OG0002226	CARHR199610, CARHR107240, CARHR107230, CARHR260670	AL6G24450
OG0002227	CARHR119710	AL4G21120
OG0002227	CARHR008300	AL1G18830
OG0002228	CARHR121860	nbis-gene-1031
OG0002228	CARHR007610	AL1G18080
OG0002229	CARHR125700	AL4G27310
OG0002229	CARHR005040	AL1G15440
OG0002230	CARHR003660	AL1G13940
OG0002230	CARHR180130	AL349U10010
OG0002231	CARHR003550	AL1G13820
OG0002232	CARHR178920	AL8G15720
OG0002232	CARHR003100	AL1G13320
OG0002234	CARHR232540	AL7G28000
OG0002235	CARHR232620	AL7G27930
OG0002235	CARHR030010	AL1G44600
OG0002236	CARHR265120	AL8G26580
OG0002237	CARHR128230	AL4G30030
OG0002238	CARHR108590	AL3G51290
OG0002239	CARHR129030	nbis-gene-1081
OG0002239	CARHR030280	AL1G44980
OG0002240	CARHR030910	AL1G49630
OG0002240	CARHR129840	AL4G31690
OG0002241	CARHR031800	AL1G46580
OG0002241	CARHR129550	AL4G31440
OG0002242	CARHR280570	AL8G44290
OG0002242	CARHR159780	AL5G30440
OG0002243	CARHR205830	AL6G17570
OG0002243	CARHR275570	AL8G38570
OG0002244	CARHR274520	AL269U10020, AL3G41370, AL3G41380, AL3G41390, AL215U10060, AL269U10010, AL3G41400, AL8G37440, AL269U10050, AL269U10030, AL269U10040
OG0002245	CARHR202860	AL6G36130
OG0002246	CARHR192230	AL6G32110
OG0002247	CARHR192060	AL6G32310
OG0002247	CARHR152530	AL5G21230
OG0002248	CARHR218520	AL9U11100, AL9U11080
OG0002248	CARHR218500	AL9U11120
OG0002249	CARHR273320	AL8G36260
OG0002249	CARHR154570	AL5G24910
OG0002250	CARHR272590	nbis-gene-2169
OG0002250	CARHR075570	AL3G10800
OG0002251	CARHR271350	AL8G33610
OG0002251	CARHR233250	AL7G27240
OG0002252	CARHR233810	AL7G26690
OG0002252	CARHR270330	AL8G32460
OG0002253	CARHR268150	AL8G30240
OG0002253	CARHR234720	AL7G25730
OG0002254	CARHR002410	AL1G12520
OG0002254	CARHR250960	AL6G50380
OG0002255	CARHR106880	AL3G49330
OG0002255	CARHR228680	AL7G31960
OG0002256	CARHR085860	AL3G22830
OG0002257	CARHR085560	AL3G22520
OG0002257	CARHR207900	AL6G15220
OG0002258	CARHR133140	AL4G35730
OG0002258	CARHR209750	AL6G13070
OG0002259	CARHR210420	AL6G12190
OG0002259	CARHR210380	AL6G12220, nbis-gene-1441
OG0002259	CARHR210400	nbis-gene-1440
OG0002260	CARHR132820	AL4G35230
OG0002261	CARHR213660	AL7G48710
OG0002261	CARHR148420	AL5G16340
OG0002262	CARHR074320	AL2G41360
OG0002262	CARHR015910	AL1G27480
OG0002263	CARHR016050, CARHR016060	AL1G27620
OG0002264	CARHR073770	AL2G40710
OG0002264	CARHR016390	AL1G28030
OG0002265	CARHR022520	AL1G35620
OG0002265	CARHR071500	AL2G38340
OG0002266	CARHR071250	AL2G37970
OG0002266	CARHR022340	AL1G35380, AL1G35190
OG0002267	CARHR070440	AL2G37070
OG0002268	CARHR020910, CARHR069740	AL1G33390
OG0002269	CARHR068870	AL2G35430
OG0002269	CARHR020270	AL1G32470
OG0002270	CARHR020180	AL1G32380
OG0002270	CARHR068740	AL2G35310
OG0002271	CARHR170360	AL5G42240
OG0002271	CARHR045330	AL1G63710
OG0002272	CARHR088040	AL3G25300
OG0002272	CARHR045210	AL1G63550
OG0002273	CARHR088180	AL3G25420
OG0002273	CARHR045020	AL1G63410
OG0002274	CARHR099280	AL3G37960
OG0002274	CARHR220560	AL7G41880
OG0002275	CARHR220650	AL7G41700
OG0002275	CARHR220640	AL7G41710
OG0002276	CARHR018560	AL1G30290
OG0002277	CARHR062020	AL2G28180
OG0002277	CARHR025610	AL1G39440
OG0002278	CARHR236170	AL7G24170
OG0002278	CARHR111280	AL3G53710
OG0002279	CARHR236540	AL7G23750
OG0002279	CARHR110760	AL3G47830
OG0002280	CARHR261560	AL7G49370
OG0002280	CARHR149050	AL5G17050
OG0002281	CARHR148650	AL5G16650
OG0002281	CARHR213790	AL7G49020
OG0002282	CARHR013810	AL1G25220
OG0002282	CARHR147010	AL5G14700
OG0002283	CARHR095020	AL3G33000
OG0002283	CARHR039950	AL1G57430
OG0002284	CARHR042390	AL1G60440
OG0002285	CARHR128410, CARHR128420	AL4G30300
OG0002285	CARHR128430	AL4G30310
OG0002286	CARHR129750, CARHR129760	AL4G19090
OG0002287	CARHR223100	AL7G38160
OG0002287	CARHR129950	AL4G31800
OG0002288	CARHR174820	AL8G11670
OG0002288	CARHR224650	AL7G36590
OG0002289	CARHR223960	AL7G37360
OG0002289	CARHR173930	AL8G10590
OG0002290	CARHR085150, CARHR085130	AL3G22040, AL6G43000
