Orthogroup	Cardamine_hirsuta	Rorippa_islandica
OG0000484	CARHR238200	Roisl.0003s0038.1.p
OG0000484	CARHR238190	Roisl.0003s0037.1.p
OG0000485	CARHR230730	Roisl.0008s0138.1.p
OG0000485	CARHR230700	Roisl.0008s0137.1.p
OG0000486	CARHR019430	Roisl.0189s0195.1.p
OG0000486	CARHR019400, CARHR019410, CARHR189080	Roisl.0007s0254.1.p, Roisl.0189s0196.1.p
OG0000491	CARHR056050	Roisl.0046s0751.1.p
OG0000491	CARHR157060	Roisl.0046s0750.1.p
OG0000491	CARHR157050	Roisl.0046s0749.1.p
OG0000491	CARHR157080	Roisl.0046s0753.1.p
OG0000491	CARHR157040	Roisl.0046s0748.1.p
OG0000491	CARHR157030, CARHR157090, CARHR157100	Roisl.0046s0746.1.p
OG0000492	CARHR164620	Roisl.0046s1455.1.p
OG0000492	CARHR126780	Roisl.0028s0671.1.p
OG0000492	CARHR133660	Roisl.0017s0263.1.p
OG0000493	CARHR058360, CARHR279290	Roisl.0024s0426.1.p
OG0000494	CARHR162100	Roisl.0046s1201.1.p
OG0000495	CARHR065150, CARHR056910	Roisl.0019s0280.1.p
OG0000495	CARHR262730, CARHR066640	Roisl.0019s0119.1.p
OG0000496	CARHR156440	Roisl.0046s0680.1.p
OG0000496	CARHR156430	Roisl.0046s0679.1.p
OG0000496	CARHR156450	Roisl.0046s0681.1.p
OG0000496	CARHR156460	Roisl.0046s0682.1.p
OG0000497	CARHR065650	Roisl.0019s0222.1.p
OG0000497	CARHR088730	Roisl.0074s0585.1.p
OG0000497	CARHR044630	Roisl.0006s0506.1.p
OG0000498	CARHR085920	Roisl.0074s0872.1.p
OG0000498	CARHR195160	Roisl.0210s1497.1.p
OG0000498	CARHR107780, CARHR107790	Roisl.0066s0182.1.p
OG0000499	CARHR096070	Roisl.0115s0361.1.p
OG0000500	CARHR059540, CARHR214170	Roisl.0024s0094.1.p
OG0000501	CARHR032270	Roisl.0209s0136.1.p
OG0000501	CARHR032280	Roisl.0209s0135.1.p, Roisl.0209s0134.1.p
OG0000501	CARHR256050	Roisl.0057s0011.1.p
OG0000502	CARHR262940, CARHR263150, CARHR263140	Roisl.0022s0079.1.p
OG0000502	CARHR263120	Roisl.0022s0080.1.p, Roisl.0022s0081.1.p
OG0000506	CARHR206050	Roisl.0210s0444.1.p
OG0000508	CARHR044660	Roisl.0006s0512.1.p, Roisl.0006s0510.1.p, Roisl.0006s0511.1.p
OG0000509	CARHR215530	Roisl.0082s0087.1.p
OG0000509	CARHR223020	Roisl.0082s0088.1.p
OG0000510	CARHR261860, CARHR261870	Roisl.0009s0229.1.p
OG0000510	CARHR261890, CARHR261880	Roisl.0009s0230.1.p
OG0000511	CARHR267150	Roisl.0052s0064.1.p
OG0000511	CARHR056320	Roisl.0195s0038.1.p
OG0000511	CARHR056330	Roisl.0195s0019.1.p
OG0000512	CARHR152700, CARHR270390	Roisl.0037s0065.1.p
OG0000512	CARHR146100, CARHR187460	Roisl.0008s0334.1.p
OG0000513	CARHR010420	Roisl.0021s0169.1.p
OG0000513	CARHR183400	Roisl.0014s0075.1.p, Roisl.0014s0120.1.p, Roisl.0014s0112.1.p, Roisl.0014s0115.1.p
OG0000513	CARHR290720	Roisl.0002s0067.1.p
OG0000514	CARHR052930, CARHR154020, CARHR216890, CARHR121700, CARHR104360	Roisl.0184s0208.1.p
OG0000514	CARHR216850, CARHR214560, CARHR289460	Roisl.0027s0055.1.p
OG0000514	CARHR260560	Roisl.0022s0072.1.p
OG0000516	CARHR060200	Roisl.0019s0807.1.p
OG0000517	CARHR196080	Roisl.0082s0161.1.p
OG0000517	CARHR196090	Roisl.0210s1409.1.p
OG0000518	CARHR266510	Roisl.0031s0111.1.p
OG0000518	CARHR200680	Roisl.0210s0966.1.p
OG0000519	CARHR053020	Roisl.0214s0641.1.p
OG0000519	CARHR124120, CARHR124130	Roisl.0033s0086.1.p
OG0000519	CARHR124150	Roisl.0033s0088.1.p
OG0000520	CARHR035980	Roisl.0021s0354.1.p
OG0000520	CARHR012980	Roisl.0021s0358.1.p
OG0000522	CARHR134240	Roisl.0017s0312.1.p
OG0000522	CARHR083900	Roisl.0079s0306.1.p
OG0000523	CARHR117080, CARHR117060	Roisl.0214s0046.1.p
OG0000523	CARHR239580	Roisl.0003s0184.1.p
OG0000524	CARHR254550	Roisl.0213s0545.1.p
OG0000524	CARHR254600	Roisl.0213s0546.1.p
OG0000524	CARHR254540	Roisl.0213s0544.1.p
OG0000525	CARHR224500	Roisl.0091s0550.1.p
OG0000526	CARHR194270	Roisl.0210s1585.1.p
OG0000527	CARHR022330	Roisl.0191s0029.1.p
OG0000527	CARHR031850	Roisl.0191s0008.1.p, Roisl.0191s0007.1.p, Roisl.0046s0401.1.p
OG0000527	CARHR022300, CARHR022290	Roisl.0191s0020.1.p
OG0000527	CARHR022850, CARHR213610, CARHR022280	Roisl.0191s0019.1.p
OG0000529	CARHR283970	Roisl.0214s0715.1.p
OG0000529	CARHR125180	Roisl.0017s0504.1.p
OG0000529	CARHR123630	Roisl.0033s0046.1.p
OG0000530	CARHR265700, CARHR265680	Roisl.0031s0035.1.p
OG0000530	CARHR265710	Roisl.0031s0036.1.p
OG0000531	CARHR188310	Roisl.0046s0196.1.p
OG0000531	CARHR188350	Roisl.0046s0191.1.p
OG0000533	CARHR286630	Roisl.0025s0098.1.p, Roisl.0025s0096.1.p
OG0000535	CARHR023280	Roisl.0191s0126.1.p
OG0000535	CARHR023260	Roisl.0191s0125.1.p
OG0000535	CARHR168410, CARHR168430	Roisl.0026s0078.1.p
OG0000535	CARHR168400, CARHR168420	Roisl.0026s0080.1.p
OG0000536	CARHR215920, CARHR215900	Roisl.0082s0169.1.p
OG0000537	CARHR082530	Roisl.0079s0183.1.p
OG0000537	CARHR184200	Roisl.0014s0002.1.p
OG0000537	CARHR082540	Roisl.0079s0184.1.p
OG0000538	CARHR274860, CARHR274880, CARHR274890	Roisl.0080s0145.1.p, Roisl.0080s0144.1.p
OG0000539	CARHR122630, CARHR122640	Roisl.0082s0722.1.p
OG0000540	CARHR124720	Roisl.0033s0164.1.p, Roisl.0033s0128.1.p
OG0000540	CARHR124400, CARHR124580	Roisl.0033s0127.1.p
OG0000540	CARHR124730	Roisl.0033s0144.1.p
OG0000542	CARHR010580	Roisl.0021s0107.1.p
OG0000542	CARHR053260	Roisl.0214s0658.1.p
OG0000542	CARHR024780	Roisl.0191s0287.1.p
OG0000542	CARHR063060	Roisl.0019s0537.1.p
OG0000543	CARHR177550, CARHR177600	Roisl.0012s0383.1.p
OG0000543	CARHR177540	Roisl.0012s0151.1.p, Roisl.0012s0384.1.p
OG0000543	CARHR177670	Roisl.0012s0375.1.p
OG0000543	CARHR177610, CARHR177580	Roisl.0012s0381.1.p, Roisl.0012s0149.1.p
OG0000543	CARHR177590	Roisl.0012s0380.1.p
OG0000544	CARHR200550	Roisl.0091s0317.1.p
OG0000544	CARHR152800, CARHR226650, CARHR225340	Roisl.0091s0318.1.p
OG0000546	CARHR283630	Roisl.0074s1038.1.p, Roisl.0074s1039.1.p, Roisl.0019s0648.1.p
OG0000546	CARHR140230	Roisl.0115s0632.1.p
OG0000547	CARHR138760	Roisl.0028s0243.1.p, Roisl.0028s0242.1.p
OG0000547	CARHR138740	Roisl.0028s0244.1.p
OG0000548	CARHR001950	Roisl.0009s0293.1.p
OG0000548	CARHR217760	Roisl.0058s0080.1.p
OG0000549	CARHR126770	Roisl.0028s0670.1.p, Roisl.0012s0094.1.p
OG0000549	CARHR127300	Roisl.0028s0726.1.p, Roisl.0082s0653.1.p
OG0000549	CARHR126970	Roisl.0028s0697.1.p, Roisl.0028s0698.1.p
OG0000552	CARHR151270, CARHR151320, CARHR151300, CARHR151260, CARHR151280	Roisl.0027s0072.1.p
OG0000553	CARHR101180	Roisl.0053s0180.1.p
OG0000554	CARHR253710, CARHR253700	Roisl.0019s0014.1.p
OG0000554	CARHR253730	Roisl.0209s0248.1.p, Roisl.0209s0247.1.p
OG0000554	CARHR253720	Roisl.0209s0249.1.p
OG0000555	CARHR221510	Roisl.0002s0229.1.p, Roisl.0034s0057.1.p
OG0000555	CARHR159840	Roisl.0046s0976.1.p
OG0000555	CARHR039930, CARHR148610	Roisl.0011s0527.1.p, Roisl.0209s0253.1.p
OG0000555	CARHR097090	Roisl.0115s0459.1.p
OG0000556	CARHR049900	Roisl.0209s0587.1.p
OG0000557	CARHR292760, CARHR285920	Roisl.0046s0526.1.p
OG0000557	CARHR257100, CARHR292750	Roisl.0046s0528.1.p, Roisl.0046s0527.1.p
OG0000561	CARHR263090	Roisl.0022s0082.1.p
OG0000561	CARHR154070	Roisl.0184s0207.1.p
OG0000561	CARHR197820	Roisl.0210s1249.1.p
OG0000562	CARHR191090, CARHR155630	Roisl.0210s1908.1.p
OG0000563	CARHR124610, CARHR023850	Roisl.0191s0181.1.p
OG0000564	CARHR184330	Roisl.0041s0005.1.p
OG0000564	CARHR171400	Roisl.0018s0222.1.p
OG0000564	CARHR140950	Roisl.0035s0179.1.p
OG0000565	CARHR011880	Roisl.0021s0239.1.p
OG0000565	CARHR011870	Roisl.0021s0237.1.p
OG0000566	CARHR292650, CARHR181100, CARHR181080	Roisl.0194s0042.1.p
OG0000567	CARHR221740	Roisl.0002s0214.1.p, Roisl.0184s0059.1.p
OG0000567	CARHR054030	Roisl.0002s0213.1.p, Roisl.0002s0215.1.p
OG0000567	CARHR145790, CARHR145270	Roisl.0011s0180.1.p
OG0000567	CARHR215390	Roisl.0064s0009.1.p
OG0000567	CARHR146690	Roisl.0011s0181.1.p
OG0000568	CARHR139380	Roisl.0028s0167.1.p
OG0000568	CARHR139410	Roisl.0028s0165.1.p
OG0000569	CARHR280390	Roisl.0024s0542.1.p
OG0000569	CARHR239210	Roisl.0003s0146.1.p
OG0000569	CARHR207730	Roisl.0042s0112.1.p
OG0000570	CARHR273100	Roisl.0080s0358.1.p, Roisl.0080s0384.1.p, Roisl.0080s0393.1.p, Roisl.0080s0317.1.p
OG0000571	CARHR163670	Roisl.0046s1340.1.p
OG0000571	CARHR228310, CARHR254090, CARHR083760	Roisl.0058s0074.1.p
OG0000572	CARHR107280	Roisl.0066s0251.1.p
OG0000572	CARHR180450	Roisl.0075s0032.1.p
OG0000573	CARHR252430	Roisl.0082s0271.1.p
OG0000573	CARHR252440	Roisl.0082s0270.1.p
OG0000573	CARHR252450	Roisl.0082s0269.1.p
OG0000579	CARHR076040	Roisl.0016s0129.1.p
OG0000579	CARHR274900	Roisl.0210s0534.1.p, Roisl.0080s0143.1.p
OG0000580	CARHR005640	Roisl.0091s0880.1.p
OG0000580	CARHR124950, CARHR214280	Roisl.0017s0511.1.p, Roisl.0033s0169.1.p
OG0000580	CARHR005650	Roisl.0091s0881.1.p
OG0000581	CARHR192260	Roisl.0210s1781.1.p
OG0000581	CARHR192500	Roisl.0210s1761.1.p
OG0000581	CARHR192270	Roisl.0210s1780.1.p
OG0000582	CARHR117250	Roisl.0051s0051.1.p
OG0000582	CARHR191110	Roisl.0210s1906.1.p
OG0000582	CARHR151600	Roisl.0027s0016.1.p
OG0000582	CARHR151610	Roisl.0027s0018.1.p
OG0000583	CARHR043730	Roisl.0006s0423.1.p
OG0000583	CARHR017500	Roisl.0007s0430.1.p
OG0000583	CARHR072060	Roisl.0004s0039.1.p
OG0000583	CARHR089730	Roisl.0074s0487.1.p
OG0000584	CARHR050810	Roisl.0209s0687.1.p
OG0000584	CARHR035310	Roisl.0185s0030.1.p
OG0000584	CARHR181990	Roisl.0189s0023.1.p
OG0000585	CARHR166660	Roisl.0046s1656.1.p, Roisl.0046s1657.1.p
OG0000588	CARHR122770	Roisl.0082s0741.1.p
OG0000588	CARHR122810	Roisl.0082s0742.1.p
OG0000588	CARHR122760	Roisl.0082s0740.1.p
OG0000588	CARHR122750	Roisl.0082s0739.1.p
OG0000589	CARHR268550	Roisl.0080s0813.1.p
OG0000589	CARHR192830	Roisl.0210s1725.1.p, Roisl.0210s1724.1.p
OG0000590	CARHR263610, CARHR263330	Roisl.0213s0856.1.p
OG0000590	CARHR263380, CARHR263360, CARHR263370	Roisl.0213s0855.1.p, Roisl.0015s0159.1.p
OG0000591	CARHR059300	Roisl.0024s0074.1.p, Roisl.0024s0083.1.p, Roisl.0024s0081.1.p, Roisl.0024s0075.1.p
OG0000591	CARHR234300	Roisl.0022s0332.1.p
OG0000591	CARHR268790	Roisl.0080s0788.1.p
OG0000592	CARHR072070	Roisl.0004s0038.1.p
OG0000592	CARHR017490	Roisl.0007s0432.1.p
OG0000592	CARHR235230	Roisl.0022s0416.1.p
OG0000593	CARHR071420	Roisl.0004s0101.1.p
OG0000593	CARHR094130, CARHR034950	Roisl.0074s0059.1.p
OG0000594	CARHR237180, CARHR237160	Roisl.0044s0091.1.p
OG0000595	CARHR051860	Roisl.0214s0554.1.p, Roisl.0214s0541.1.p, Roisl.0214s0553.1.p, Roisl.0214s0556.1.p
OG0000595	CARHR067250	Roisl.0004s0494.1.p
OG0000596	CARHR117940	Roisl.0021s0621.1.p
OG0000596	CARHR146780	Roisl.0011s0347.1.p
OG0000597	CARHR220380	Roisl.0075s0161.1.p
OG0000597	CARHR152270, CARHR220390	Roisl.0075s0162.1.p
OG0000597	CARHR220370	Roisl.0075s0160.1.p
OG0000598	CARHR243420	Roisl.0001s0122.1.p
OG0000598	CARHR245210	Roisl.0001s0327.1.p
OG0000599	CARHR112530, CARHR247520	Roisl.0082s0122.1.p, Roisl.0115s0676.1.p
OG0000600	CARHR079960	Roisl.0039s0083.1.p
OG0000600	CARHR002150	Roisl.0210s0211.1.p
OG0000600	CARHR186280	Roisl.0046s0377.1.p
OG0000601	CARHR283890	Roisl.0214s0700.1.p
OG0000601	CARHR136930	Roisl.0028s0434.1.p
OG0000602	CARHR081240	Roisl.0079s0051.1.p
OG0000602	CARHR081300	Roisl.0079s0058.1.p
OG0000602	CARHR240650	Roisl.0003s0288.1.p
OG0000603	CARHR081900, CARHR221320	Roisl.0022s0074.1.p
OG0000604	CARHR283550	Roisl.0074s0188.1.p
OG0000605	CARHR249080	Roisl.0191s0532.1.p
OG0000605	CARHR249940	Roisl.0191s0617.1.p, Roisl.0191s0616.1.p
OG0000606	CARHR177030, CARHR177100	Roisl.0012s0165.1.p
OG0000606	CARHR244550	Roisl.0001s0240.1.p
OG0000609	CARHR293370	Roisl.0066s0238.1.p
OG0000609	CARHR293380	Roisl.0066s0237.1.p
OG0000610	CARHR117280	Roisl.0214s0041.1.p
OG0000610	CARHR116950	Roisl.0017s0157.1.p
OG0000610	CARHR118600	Roisl.0214s0036.1.p
OG0000610	CARHR116900	Roisl.0214s0032.1.p
OG0000610	CARHR118610	Roisl.0023s0026.1.p
OG0000613	CARHR163070	Roisl.0046s1299.1.p
OG0000613	CARHR272090	Roisl.0030s0055.1.p
OG0000614	CARHR064250	Roisl.0019s0388.1.p, Roisl.0019s0387.1.p, Roisl.0019s0386.1.p, Roisl.0019s0433.1.p, Roisl.0019s0392.1.p, Roisl.0019s0389.1.p, Roisl.0019s0429.1.p, Roisl.0019s0430.1.p, Roisl.0019s0432.1.p, Roisl.0019s0431.1.p
OG0000615	CARHR071980	Roisl.0214s0171.1.p
OG0000616	CARHR018530	Roisl.0007s0340.1.p
OG0000617	CARHR207350	Roisl.0042s0080.1.p
OG0000617	CARHR207330	Roisl.0042s0078.1.p
OG0000617	CARHR207340	Roisl.0042s0079.1.p
OG0000618	CARHR212110	Roisl.0034s0030.1.p
OG0000618	CARHR258060, CARHR258070, CARHR113120, CARHR113130	Roisl.0064s0001.1.p, Roisl.0046s0639.1.p
OG0000618	CARHR086290	Roisl.0074s0830.1.p
OG0000619	CARHR045880	Roisl.0007s0793.1.p, Roisl.0007s0790.1.p
OG0000619	CARHR045870	Roisl.0007s0784.1.p, Roisl.0007s0783.1.p, Roisl.0007s0785.1.p
OG0000620	CARHR218840	Roisl.0058s0005.1.p
OG0000620	CARHR178290	Roisl.0012s0322.1.p
OG0000620	CARHR178270	Roisl.0012s0320.1.p
OG0000621	CARHR167820	Roisl.0026s0122.1.p
OG0000621	CARHR167840	Roisl.0026s0123.1.p
OG0000621	CARHR167990	Roisl.0026s0125.1.p
OG0000621	CARHR167960	Roisl.0026s0120.1.p
OG0000622	CARHR131700	Roisl.0017s0057.1.p
OG0000622	CARHR163330	Roisl.0046s1320.1.p
OG0000622	CARHR274350	Roisl.0080s0204.1.p
OG0000623	CARHR108510	Roisl.0066s0116.1.p
OG0000623	CARHR160780	Roisl.0046s1070.1.p
OG0000624	CARHR099620	Roisl.0028s0220.1.p
OG0000625	CARHR087960	Roisl.0074s0657.1.p
OG0000626	CARHR013440, CARHR013430	Roisl.0021s0404.1.p, Roisl.0057s0042.1.p
OG0000626	CARHR013410, CARHR013420	Roisl.0021s0403.1.p
OG0000626	CARHR239390	Roisl.0003s0165.1.p
OG0000627	CARHR288930	Roisl.0214s0591.1.p
OG0000627	CARHR289000, CARHR288820	Roisl.0214s0592.1.p
OG0000627	CARHR052480, CARHR288790, CARHR288780, CARHR052490	Roisl.0214s0593.1.p
OG0000628	CARHR183040	Roisl.0008s0329.1.p
OG0000633	CARHR024620	Roisl.0191s0273.1.p, Roisl.0191s0272.1.p
OG0000635	CARHR274450	Roisl.0080s0192.1.p
OG0000635	CARHR007910	Roisl.0091s1091.1.p
OG0000636	CARHR273430	Roisl.0080s0288.1.p
OG0000636	CARHR219360, CARHR219410	Roisl.0075s0076.1.p
OG0000636	CARHR010760	Roisl.0021s0126.1.p
OG0000637	CARHR154420	Roisl.0209s0306.1.p
OG0000637	CARHR273420	Roisl.0080s0289.1.p
OG0000637	CARHR163540	Roisl.0046s1339.1.p
OG0000638	CARHR273400	Roisl.0080s0291.1.p
OG0000638	CARHR154430	Roisl.0209s0307.1.p
OG0000638	CARHR154440	Roisl.0209s0308.1.p
OG0000639	CARHR171910	Roisl.0018s0283.1.p
OG0000639	CARHR249120	Roisl.0191s0536.1.p
OG0000639	CARHR141530	Roisl.0035s0123.1.p
OG0000640	CARHR237070, CARHR237080	Roisl.0053s0059.1.p
OG0000640	CARHR237090, CARHR237060	Roisl.0044s0082.1.p
OG0000640	CARHR237050	Roisl.0044s0081.1.p
OG0000641	CARHR270290	Roisl.0080s0656.1.p
OG0000641	CARHR237140	Roisl.0044s0088.1.p
OG0000641	CARHR110200	Roisl.0214s0379.1.p
OG0000642	CARHR107710	Roisl.0035s0099.1.p, Roisl.0035s0103.1.p
OG0000642	CARHR141740	Roisl.0035s0104.1.p
OG0000642	CARHR141750	Roisl.0035s0100.1.p
OG0000642	CARHR141710	Roisl.0035s0105.1.p
OG0000643	CARHR210330	Roisl.0079s0323.1.p
OG0000644	CARHR220240, CARHR220250	Roisl.0075s0147.1.p
OG0000644	CARHR220260	Roisl.0009s0163.1.p
OG0000645	CARHR007570	Roisl.0091s1055.1.p
OG0000645	CARHR007560	Roisl.0091s1053.1.p, Roisl.0179s0017.1.p
OG0000646	CARHR163320	Roisl.0046s1319.1.p
OG0000646	CARHR131690	Roisl.0017s0056.1.p
OG0000647	CARHR061100	Roisl.0019s0720.1.p
OG0000648	CARHR083490	Roisl.0079s0272.1.p
OG0000648	CARHR107070, CARHR107060, CARHR107080, CARHR107090, CARHR107100, CARHR107050	Roisl.0066s0274.1.p
OG0000649	CARHR018660	Roisl.0007s0328.1.p
OG0000649	CARHR038260	Roisl.0013s0086.1.p
OG0000649	CARHR093430	Roisl.0074s0125.1.p
OG0000650	CARHR094440	Roisl.0074s0031.1.p
OG0000650	CARHR242100	Roisl.0008s0350.1.p
OG0000652	CARHR196180	Roisl.0210s1401.1.p
OG0000653	CARHR143010, CARHR232350	Roisl.0022s0139.1.p
OG0000653	CARHR173130	Roisl.0018s0422.1.p
OG0000654	CARHR166240, CARHR166160	Roisl.0046s1612.1.p
OG0000655	CARHR089580	Roisl.0028s0853.1.p
OG0000655	CARHR029430	Roisl.0213s0262.1.p
OG0000656	CARHR145570	Roisl.0011s0210.1.p
OG0000656	CARHR014420	Roisl.0007s0752.1.p
OG0000656	CARHR014410	Roisl.0007s0753.1.p
OG0000657	CARHR256250, CARHR146520	Roisl.0046s0020.1.p
OG0000659	CARHR117400	Roisl.0036s0067.1.p, Roisl.0005s0255.1.p, Roisl.0003s0207.1.p, Roisl.0006s0155.1.p, Roisl.0214s0268.1.p, Roisl.0027s0053.1.p, Roisl.0046s0193.1.p, Roisl.0017s0480.1.p, Roisl.0019s0597.1.p, Roisl.0074s0151.1.p, Roisl.0022s0027.1.p, Roisl.0080s0337.1.p, Roisl.0066s0395.1.p, Roisl.0064s0019.1.p, Roisl.0213s0191.1.p, Roisl.0011s0356.1.p, Roisl.0065s0013.1.p, Roisl.0213s0701.1.p, Roisl.0013s0149.1.p, Roisl.0006s0600.1.p, Roisl.0011s0318.1.p, Roisl.0191s0332.1.p, Roisl.0019s0814.1.p, Roisl.0080s0525.1.p, Roisl.0204s0117.1.p, Roisl.0008s0367.1.p, Roisl.0213s0028.1.p, Roisl.0044s0059.1.p, Roisl.0007s0261.1.p, Roisl.0033s0140.1.p, Roisl.0209s0211.1.p, Roisl.0189s0111.1.p, Roisl.0179s0041.1.p, Roisl.0191s0622.1.p, Roisl.0012s0134.1.p, Roisl.0047s0011.1.p, Roisl.0015s0129.1.p, Roisl.0206s0035.1.p, Roisl.0185s0007.1.p, Roisl.0074s0866.1.p, Roisl.0058s0012.1.p, Roisl.0210s1835.1.p, Roisl.0046s0997.1.p, Roisl.0038s0022.1.p, Roisl.0019s0305.1.p, Roisl.0191s0335.1.p, Roisl.0033s0017.1.p, Roisl.0006s0168.1.p, Roisl.0078s0006.1.p, Roisl.0025s0038.1.p, Roisl.0082s0259.1.p, Roisl.0209s0502.1.p, Roisl.0021s0475.1.p, Roisl.0198s0044.1.p, Roisl.0213s0609.1.p, Roisl.0007s0070.1.p, Roisl.0213s0436.1.p, Roisl.0011s0396.1.p
OG0000660	CARHR269450	Roisl.0080s0723.1.p
OG0000660	CARHR220840	Roisl.0075s0217.1.p
OG0000660	CARHR269440	Roisl.0080s0724.1.p
OG0000661	CARHR142960	Roisl.0067s0061.1.p
OG0000661	CARHR002110	Roisl.0210s0207.1.p
OG0000661	CARHR250520	Roisl.0082s0449.1.p
OG0000662	CARHR024990	Roisl.0191s0326.1.p, Roisl.0191s0325.1.p
OG0000663	CARHR019160	Roisl.0007s0281.1.p
OG0000663	CARHR067220, CARHR067200	Roisl.0004s0499.1.p, Roisl.0004s0497.1.p
OG0000664	CARHR047770	Roisl.0010s0182.1.p
OG0000664	CARHR047750	Roisl.0010s0184.1.p
OG0000664	CARHR047800	Roisl.0010s0180.1.p
OG0000664	CARHR047820	Roisl.0010s0179.1.p
OG0000664	CARHR047810	Roisl.0010s0178.1.p
OG0000665	CARHR042410	Roisl.0007s0608.1.p
OG0000666	CARHR230960	Roisl.0008s0164.1.p
OG0000666	CARHR230970	Roisl.0008s0167.1.p
OG0000667	CARHR171160	Roisl.0018s0200.1.p
OG0000667	CARHR248140	Roisl.0015s0021.1.p
OG0000668	CARHR095890	Roisl.0115s0346.1.p
OG0000668	CARHR056870, CARHR056890	Roisl.0022s0015.1.p
OG0000668	CARHR056880	Roisl.0022s0016.1.p
OG0000669	CARHR023140	Roisl.0193s0016.1.p
OG0000669	CARHR260800	Roisl.0053s0028.1.p
OG0000670	CARHR147930	Roisl.0011s0469.1.p, Roisl.0111s0034.1.p
OG0000670	CARHR147950, CARHR147940	Roisl.0011s0470.1.p
OG0000671	CARHR254040, CARHR255750, CARHR254030, CARHR256630	Roisl.0209s0219.1.p, Roisl.0209s0220.1.p
OG0000672	CARHR254820	Roisl.0213s0597.1.p
OG0000673	CARHR004720	Roisl.0091s0775.1.p
OG0000673	CARHR004710	Roisl.0091s0776.1.p
OG0000674	CARHR086550, CARHR179580	Roisl.0074s0805.1.p
OG0000678	CARHR204310	Roisl.0210s0619.1.p
OG0000679	CARHR125860	Roisl.0017s0441.1.p
OG0000679	CARHR016440	Roisl.0007s0539.1.p
OG0000679	CARHR073680	Roisl.0074s0713.1.p, Roisl.0115s0129.1.p
OG0000680	CARHR128340	Roisl.0028s0828.1.p
OG0000680	CARHR243530	Roisl.0001s0135.1.p
OG0000680	CARHR072260	Roisl.0115s0261.1.p
OG0000680	CARHR028630	Roisl.0213s0180.1.p
OG0000681	CARHR074490	Roisl.0115s0036.1.p
OG0000681	CARHR091110	Roisl.0074s0349.1.p
OG0000681	CARHR042500	Roisl.0006s0274.1.p
OG0000682	CARHR137020	Roisl.0028s0425.1.p
OG0000682	CARHR102980	Roisl.0213s0726.1.p
OG0000683	CARHR152320	Roisl.0188s0055.1.p
OG0000683	CARHR075950	Roisl.0016s0114.1.p
OG0000684	CARHR137870	Roisl.0028s0336.1.p
OG0000684	CARHR169120	Roisl.0026s0012.1.p
OG0000684	CARHR169130	Roisl.0026s0011.1.p
OG0000684	CARHR169140	Roisl.0026s0010.1.p
OG0000685	CARHR076460	Roisl.0016s0178.1.p
OG0000685	CARHR288730	Roisl.0213s0816.1.p
OG0000685	CARHR266960	Roisl.0184s0105.1.p
OG0000686	CARHR024890	Roisl.0191s0297.1.p
OG0000686	CARHR024900	Roisl.0191s0302.1.p
OG0000687	CARHR035720	Roisl.0179s0090.1.p
OG0000687	CARHR035730, CARHR053320	Roisl.0179s0094.1.p, Roisl.0179s0093.1.p, Roisl.0179s0098.1.p
OG0000687	CARHR252210	Roisl.0082s0297.1.p
OG0000690	CARHR193410	Roisl.0210s1668.1.p
OG0000691	CARHR197480	Roisl.0210s1281.1.p
OG0000691	CARHR197470	Roisl.0210s1283.1.p
OG0000691	CARHR076360	Roisl.0016s0165.1.p
OG0000693	CARHR217570	Roisl.0015s0182.1.p
OG0000695	CARHR222930	Roisl.0002s0009.1.p
OG0000695	CARHR140390	Roisl.0028s0067.1.p
OG0000696	CARHR158250	Roisl.0046s0862.1.p
OG0000696	CARHR046260	Roisl.0050s0013.1.p
OG0000696	CARHR235440	Roisl.0022s0442.1.p
OG0000697	CARHR259980, CARHR273710	Roisl.0080s0261.1.p
OG0000697	CARHR273700	Roisl.0080s0262.1.p
OG0000698	CARHR237200	Roisl.0080s0650.1.p
OG0000698	CARHR270360	Roisl.0044s0093.1.p
OG0000699	CARHR113180	Roisl.0046s0635.1.p, Roisl.0046s0632.1.p, Roisl.0046s0634.1.p
OG0000700	CARHR041140	Roisl.0006s0172.1.p
OG0000700	CARHR040730, CARHR040740	Roisl.0006s0127.1.p
OG0000701	CARHR261780	Roisl.0009s0219.1.p
OG0000702	CARHR136870	Roisl.0028s0440.1.p
OG0000702	CARHR167690	Roisl.0026s0146.1.p
OG0000702	CARHR167670	Roisl.0026s0148.1.p
OG0000703	CARHR134810	Roisl.0017s0372.1.p
OG0000703	CARHR165850	Roisl.0046s1567.1.p
OG0000704	CARHR148820	Roisl.0046s1365.1.p, Roisl.0011s0545.1.p
OG0000704	CARHR186220	Roisl.0046s0387.1.p
OG0000705	CARHR134970	Roisl.0017s0389.1.p, Roisl.0017s0387.1.p
OG0000705	CARHR083540	Roisl.0079s0276.1.p
OG0000705	CARHR085810	Roisl.0074s0882.1.p
OG0000705	CARHR207500	Roisl.0042s0091.1.p
OG0000706	CARHR142210	Roisl.0035s0053.1.p
OG0000706	CARHR250190	Roisl.0191s0640.1.p
OG0000706	CARHR001430	Roisl.0210s0135.1.p
OG0000707	CARHR139290	Roisl.0028s0178.1.p
OG0000707	CARHR143780	Roisl.0011s0019.1.p
OG0000708	CARHR091640	Roisl.0074s0300.1.p
OG0000708	CARHR091630	Roisl.0074s0301.1.p
OG0000708	CARHR091670	Roisl.0074s0297.1.p
