Orthogroup	Cardamine_hirsuta	Euclidium_syriacum
OG0000740	CARHR034110	ESY14_g20657_DN3_SP8_c0.t1
OG0000741	CARHR006760	ESY5_g4583_DN3_SP6_c0.t1
OG0000741	CARHR165860	ESY1_g10679_DN3_SP6_c0.t1
OG0000742	CARHR042180	ESY2_g37150_DN3_SP0_c0.t1
OG0000744	CARHR171590	ESY1_g12266_DN3_SP1_c0.t1, ESY1_g12268_DN3_SP0_c0.t1
OG0000744	CARHR171580	ESY12_g51796_DN3_SP0_c0.t1
OG0000744	CARHR171600	ESY1_g12269_DN3_SP0_c0.t1
OG0000745	CARHR237310	ESY34_g45725_DN3_SP8_c0.t1
OG0000745	CARHR233760	ESY13_g56007_DN1_SP6_c0.t1
OG0000745	CARHR110130	ESY11_g54667_DN3_SP4_c0.t1
OG0000746	CARHR180110	ESY12_g52089_DN3_SP0_c0.t1
OG0000746	CARHR121190	ESY12_g52090_DN3_SP0_c0.t1
OG0000746	CARHR139550	ESY12_g52088_DN3_SP0_c0.t1
OG0000747	CARHR092030, CARHR250450, CARHR002060	ESY5_g5326_DN3_SP8_c84.t1
OG0000748	CARHR052680, CARHR052690	ESY2_g33996_DN2_SP0_c0.t1
OG0000749	CARHR287780, CARHR293620, CARHR058410, CARHR185450, CARHR287790, CARHR070510	ESY10_g14615_DN3_SP0_c0.t1
OG0000749	CARHR182500	ESY2_g33668_DN3_SP0_c7.t1
OG0000750	CARHR289130, CARHR237650	ESY4_g24826_DN3_SP0_c0.t1
OG0000751	CARHR050880	ESY4_g26075_DN1_SP0_c0.t1, ESY4_g26076_DN3_SP0_c23.t1
OG0000751	CARHR050890, CARHR050910	ESY16_g61696_DN2_SP0_c0.t1, ESY16_g61700_DN2_SP0_c0.t1, ESY16_g61697_DN2_SP0_c0.t1
OG0000752	CARHR076160	ESY3_g32531_DN2_SP7_c0.t1
OG0000752	CARHR021550	ESY8_g59365_DN2_SP5_c0.t1
OG0000753	CARHR195250, CARHR194730, CARHR179460, CARHR194670, CARHR194700, CARHR180380, CARHR255090	ESY17_g39108_DN3_SP0_c0.t1
OG0000761	CARHR157940, CARHR153870, CARHR157970	ESY1_g9457_DN3_SP5_c0.t1
OG0000762	CARHR195730	ESY7_g17161_DN3_SP0_c19.t1, ESY16_g62420_DN3_SP0_c0.t1
OG0000764	CARHR113440	ESY8_g59716_DN3_SP8_c0.t1
OG0000764	CARHR203120	ESY7_g17983_DN3_SP8_c0.t1
OG0000764	CARHR246900	ESY4_g26710_DN3_SP8_c0.t1
OG0000766	CARHR190930	ESY6_g49007_DN3_SP0_c0.t1
OG0000766	CARHR151390	ESY1_g7267_DN3_SP0_c0.t1
OG0000767	CARHR206280, CARHR206290	ESY7_g17840_DN3_SP0_c0.t1, ESY7_g18459_DN3_SP0_c0.t1, ESY7_g18458_DN3_SP0_c0.t1, ESY7_g18460_DN2_SP0_c0.t1
OG0000767	CARHR206310	ESY7_g18457_DN3_SP0_c0.t1
OG0000767	CARHR206300	ESY16_g61688_DN3_SP0_c0.t1, ESY7_g17841_DN3_SP0_c0.t1
OG0000768	CARHR099850	ESY10_g15493_DN2_SP0_c0.t1, ESY7_g19097_DN3_SP0_c0.t1
OG0000769	CARHR015830, CARHR074460, CARHR262170	ESY4_g22902_DN1_SP0_c0.t1
OG0000770	CARHR020750	ESY5_g3963_DN3_SP8_c0.t1
OG0000770	CARHR294240	ESY4_g26926_DN3_SP4_c0.t1
OG0000771	CARHR184510, CARHR281010	ESY6_g50319_DN3_SP1_c0.t1
OG0000771	CARHR160230	ESY1_g10243_DN3_SP0_c0.t1
OG0000772	CARHR059020	ESY2_g35204_DN3_SP0_c0.t1
OG0000772	CARHR284420	ESY8_g61146_DN3_SP0_c0.t1, ESY8_g61136_DN3_SP0_c0.t1, ESY8_g61139_DN3_SP0_c0.t1
OG0000773	CARHR112960	ESY8_g59756_DN1_SP0_c0.t1
OG0000773	CARHR186290, CARHR049440	ESY20_g12886_DN3_SP0_c0.t1, ESY8_g58165_DN3_SP0_c0.t1
OG0000773	CARHR053110, CARHR112980	ESY8_g59755_DN2_SP0_c0.t1
OG0000774	CARHR039700	ESY2_g36326_DN3_SP0_c0.t1
OG0000774	CARHR233870, CARHR270200	ESY39_g61439_DN3_SP0_c0.t1
OG0000775	CARHR020970	ESY5_g3940_DN3_SP0_c0.t1
OG0000775	CARHR020940	ESY2_g36087_DN3_SP0_c0.t1
OG0000776	CARHR021580	ESY12_g51328_DN3_SP1_c0.t1
OG0000781	CARHR122410, CARHR122400, CARHR122380, CARHR122390	ESY8_g58821_DN3_SP0_c0.t1, ESY8_g58823_DN3_SP0_c0.t1, ESY8_g58761_DN3_SP0_c0.t1, ESY8_g58757_DN3_SP0_c0.t1
OG0000782	CARHR220190	ESY15_g65508_DN3_SP8_c0.t1
OG0000782	CARHR005000	ESY5_g4809_DN3_SP8_c0.t1
OG0000783	CARHR120790	ESY20_g12782_DN1_SP0_c0.t1
OG0000784	CARHR127820, CARHR127780, CARHR127790, CARHR127800, CARHR024080, CARHR024060, CARHR127770, CARHR127810	ESY8_g58113_DN3_SP0_c0.t1
OG0000784	CARHR027720	ESY2_g36020_DN3_SP0_c0.t1
OG0000785	CARHR190510, CARHR190520	ESY2_g34942_DN3_SP0_c0.t1, ESY2_g33571_DN3_SP0_c0.t1, ESY6_g50212_DN3_SP0_c0.t1
OG0000786	CARHR192670, CARHR229290	ESY9_g43765_DN3_SP4_c0.t1
OG0000787	CARHR270610, CARHR233660, CARHR162710	ESY6_g48326_DN3_SP7_c0.t1
OG0000788	CARHR033020	ESY7_g19042_DN3_SP0_c5.t1
OG0000788	CARHR241370, CARHR208570	ESY7_g19040_DN3_SP0_c23.t1
OG0000789	CARHR163640	ESY1_g11056_DN3_SP2_c0.t1
OG0000789	CARHR210930	ESY7_g19487_DN3_SP2_c0.t1
OG0000790	CARHR060630	ESY2_g34519_DN3_SP0_c0.t1
OG0000791	CARHR018380	ESY5_g4272_DN3_SP0_c0.t1, ESY5_g1908_DN3_SP0_c0.t1, ESY8_g58938_DN3_SP0_c0.t1, ESY10_g13951_DN3_SP0_c0.t1
OG0000792	CARHR041530, CARHR043700, CARHR219450, CARHR043710, CARHR044030, CARHR288800	ESY7_g18151_DN2_SP0_c0.t1
OG0000793	CARHR089880	ESY3_g30507_DN3_SP8_c1.t1
OG0000793	CARHR043540	ESY2_g36910_DN3_SP8_c4.t1
OG0000793	CARHR137740	ESY12_g51362_DN3_SP8_c0.t1
OG0000794	CARHR286770	ESY1_g11280_DN3_SP0_c0.t1, ESY16_g61913_DN3_SP0_c0.t1
OG0000794	CARHR286780	ESY7_g18269_DN3_SP0_c0.t1
OG0000795	CARHR025100, CARHR062570, CARHR151920	ESY5_g1604_DN3_SP8_c0.t1, ESY2_g35436_DN3_SP0_c0.t1, ESY2_g35437_DN3_SP0_c0.t1
OG0000796	CARHR146710	ESY10_g14026_DN3_SP7_c0.t1
OG0000796	CARHR013700	ESY5_g2626_DN3_SP7_c0.t1
OG0000796	CARHR025970	ESY5_g1201_DN3_SP8_c0.t1
OG0000797	CARHR155650	ESY1_g8304_DN3_SP1_c0.t1
OG0000797	CARHR155670	ESY7_g19380_DN3_SP0_c0.t1
OG0000798	CARHR223630	ESY16_g61633_DN3_SP0_c0.t1
OG0000798	CARHR255620	ESY16_g62576_DN1_SP0_c0.t1, ESY12_g51663_DN3_SP0_c0.t1
OG0000799	CARHR042010	ESY2_g37179_DN3_SP0_c7.t1
OG0000799	CARHR042000	ESY2_g37180_DN3_SP0_c7.t1
OG0000799	CARHR041990	ESY2_g37182_DN3_SP0_c7.t1, ESY2_g37181_DN3_SP0_c7.t1
OG0000800	CARHR102380	ESY12_g51326_DN3_SP0_c0.t1
OG0000800	CARHR102300	ESY1_g12031_DN3_SP0_c0.t1
OG0000801	CARHR172930	ESY1_g12487_DN2_SP0_c0.t1
OG0000801	CARHR250310	ESY20_g13190_DN2_SP0_c0.t1
OG0000802	CARHR220170, CARHR165290, CARHR060750	ESY6_g49780_DN3_SP0_c0.t1
OG0000803	CARHR139000, CARHR139010	ESY12_g52166_DN3_SP0_c18.t1
OG0000803	CARHR139020	ESY12_g52165_DN3_SP0_c30.t1, ESY8_g58290_DN3_SP0_c18.t1
OG0000804	CARHR083620, CARHR083610	ESY3_g30883_DN3_SP2_c0.t1
OG0000805	CARHR086970	ESY3_g30072_DN3_SP0_c0.t1
OG0000805	CARHR086950, CARHR086960	ESY3_g30071_DN3_SP0_c0.t1
OG0000808	CARHR265940, CARHR265960, CARHR266380, CARHR119910	ESY6_g49669_DN2_SP0_c60.t1, ESY6_g49672_DN2_SP0_c0.t1
OG0000812	CARHR232320	ESY13_g56900_DN3_SP8_c0.t1
OG0000812	CARHR157370	ESY1_g9258_DN3_SP8_c0.t1
OG0000813	CARHR058000, CARHR069520	ESY2_g36256_DN3_SP0_c0.t1, ESY2_g33547_DN3_SP0_c0.t1, ESY2_g36257_DN1_SP0_c0.t1
OG0000814	CARHR011920	ESY1_g10319_DN3_SP0_c0.t1
OG0000815	CARHR264760, CARHR276420, CARHR276430, CARHR276200, CARHR049150, CARHR257640, CARHR276410	ESY6_g49354_DN1_SP0_c0.t1, ESY6_g49349_DN2_SP0_c0.t1
OG0000816	CARHR268100, CARHR234780	ESY16_g62318_DN3_SP8_c0.t1
OG0000816	CARHR044650	ESY2_g36244_DN3_SP7_c0.t1
OG0000817	CARHR207460, CARHR085850	ESY4_g23240_DN3_SP0_c0.t1
OG0000818	CARHR211910	ESY7_g19619_DN3_SP0_c16.t1
OG0000818	CARHR211900	ESY7_g19618_DN3_SP0_c28.t1, ESY7_g19617_DN3_SP0_c19.t1
OG0000822	CARHR224000	ESY9_g42435_DN3_SP0_c0.t1
OG0000823	CARHR171480	ESY3_g32009_DN2_SP0_c0.t1
OG0000823	CARHR096870, CARHR101820, CARHR096880	ESY1_g12248_DN2_SP0_c0.t1
OG0000824	CARHR095720	ESY3_g30881_DN3_SP0_c0.t1, ESY3_g29261_DN2_SP0_c0.t1
OG0000824	CARHR095740, CARHR284770	ESY3_g31346_DN3_SP0_c0.t1
OG0000825	CARHR092500	ESY3_g29825_DN2_SP0_c0.t1
OG0000827	CARHR053630	ESY2_g34102_DN3_SP8_c0.t1
OG0000827	CARHR010060	ESY5_g3392_DN3_SP0_c0.t1
OG0000828	CARHR025340	ESY5_g1416_DN3_SP8_c0.t1
OG0000828	CARHR062290	ESY8_g58566_DN3_SP0_c0.t1, ESY5_g2725_DN3_SP0_c0.t1
OG0000829	CARHR056650, CARHR056660	ESY6_g49275_DN3_SP0_c0.t1, ESY6_g49096_DN3_SP0_c0.t1
OG0000832	CARHR121890	ESY8_g58876_DN3_SP8_c0.t1
OG0000832	CARHR154860	ESY1_g8082_DN3_SP5_c0.t1
OG0000832	CARHR285630	ESY6_g48701_DN3_SP8_c0.t1
OG0000833	CARHR123060	ESY4_g25332_DN3_SP0_c0.t1
OG0000833	CARHR123080, CARHR185220, CARHR185210, CARHR233800	ESY10_g14879_DN3_SP0_c0.t1, ESY3_g31957_DN3_SP0_c0.t1, ESY2_g35210_DN1_SP0_c0.t1, ESY2_g35211_DN1_SP0_c0.t1
OG0000834	CARHR250240, CARHR250250, CARHR001410, CARHR001400, CARHR001390	ESY20_g13090_DN3_SP0_c0.t1
OG0000835	CARHR125080	ESY8_g58463_DN3_SP0_c0.t1
OG0000835	CARHR125060, CARHR125050	ESY1_g12136_DN2_SP0_c0.t1
OG0000836	CARHR187220	ESY6_g49916_DN3_SP0_c0.t1, ESY6_g49914_DN3_SP0_c0.t1
OG0000836	CARHR187210, CARHR187200	ESY6_g49919_DN3_SP0_c0.t1
OG0000837	CARHR191380	ESY6_g49058_DN1_SP0_c0.t1
OG0000839	CARHR210450	ESY7_g19423_DN3_SP8_c0.t1
OG0000839	CARHR084040	ESY3_g30966_DN3_SP8_c0.t1
OG0000840	CARHR044330	ESY2_g36202_DN3_SP0_c0.t1
OG0000841	CARHR259030, CARHR259000, CARHR259020	ESY15_g65142_DN3_SP0_c0.t1
OG0000842	CARHR039690	ESY2_g37638_DN3_SP0_c0.t1
OG0000842	CARHR039710	ESY2_g37637_DN3_SP0_c0.t1
OG0000843	CARHR142040, CARHR249450, CARHR172260	ESY12_g51647_DN2_SP0_c0.t1
OG0000844	CARHR166490, CARHR135680	ESY3_g32152_DN3_SP3_c0.t1
OG0000845	CARHR256200	ESY18_g64119_DN3_SP7_c0.t1
OG0000845	CARHR032480, CARHR032490	ESY14_g19769_DN3_SP8_c0.t1
OG0000846	CARHR187110	ESY7_g16863_DN3_SP0_c0.t1
OG0000846	CARHR187090, CARHR187100, CARHR178000, CARHR147410	ESY10_g15272_DN2_SP0_c0.t1, ESY10_g15279_DN3_SP0_c0.t1, ESY10_g15278_DN3_SP0_c0.t1
OG0000850	CARHR052090	ESY1_g9661_DN1_SP0_c0.t1, ESY2_g33879_DN2_SP0_c0.t1, ESY2_g33904_DN2_SP0_c0.t1, ESY10_g14055_DN1_SP0_c0.t1, ESY2_g33433_DN1_SP0_c0.t1
OG0000850	CARHR052120	ESY2_g33434_DN2_SP0_c0.t1
OG0000851	CARHR247240	ESY4_g26758_DN3_SP0_c0.t1
OG0000851	CARHR114340, CARHR247250	ESY4_g26759_DN3_SP0_c0.t1
OG0000852	CARHR194210, CARHR253510, CARHR253520	ESY7_g17029_DN3_SP0_c0.t1, ESY7_g16957_DN3_SP0_c25.t1
OG0000853	CARHR122300, CARHR057650, CARHR025140	ESY2_g33845_DN2_SP0_c0.t1
OG0000857	CARHR128090, CARHR118190, CARHR288970	ESY2_g33830_DN3_SP0_c0.t1, ESY2_g33832_DN3_SP0_c0.t1, ESY7_g18148_DN2_SP0_c0.t1, ESY3_g32482_DN1_SP0_c0.t1
OG0000858	CARHR068820	ESY2_g36039_DN3_SP0_c0.t1
OG0000858	CARHR036180, CARHR180990	ESY2_g36040_DN3_SP0_c0.t1
OG0000859	CARHR267180, CARHR267200, CARHR267190, CARHR267170, CARHR267160	ESY7_g16481_DN3_SP0_c0.t1
OG0000859	CARHR192440	ESY6_g49212_DN3_SP4_c0.t1
OG0000860	CARHR190540, CARHR039750, CARHR109100	ESY11_g54313_DN2_SP0_c0.t1, ESY11_g54312_DN2_SP0_c0.t1, ESY11_g54221_DN1_SP0_c0.t1, ESY11_g54314_DN1_SP0_c0.t1
OG0000861	CARHR274460	ESY6_g48958_DN3_SP8_c0.t1
OG0000861	CARHR150910	ESY1_g7587_DN3_SP8_c0.t1
OG0000862	CARHR061650	ESY8_g59915_DN3_SP0_c0.t1
OG0000863	CARHR073210	ESY8_g58815_DN3_SP0_c0.t1, ESY2_g36683_DN3_SP8_c0.t1
OG0000863	CARHR045960	ESY2_g36432_DN3_SP8_c0.t1
OG0000864	CARHR219470	ESY16_g61715_DN3_SP0_c0.t1
OG0000865	CARHR149950	ESY5_g3253_DN3_SP0_c0.t1
OG0000865	CARHR149960	ESY2_g34113_DN3_SP0_c11.t1
OG0000866	CARHR259800	ESY16_g61902_DN3_SP0_c0.t1, ESY16_g61901_DN3_SP0_c9.t1
OG0000866	CARHR042230	ESY2_g34350_DN3_SP0_c9.t1
OG0000867	CARHR174150	ESY10_g14859_DN3_SP0_c0.t1
OG0000867	CARHR224220	ESY9_g42454_DN3_SP0_c0.t1
OG0000868	CARHR159180	ESY1_g9863_DN3_SP7_c0.t1
OG0000868	CARHR159210	ESY1_g12327_DN3_SP0_c0.t1
OG0000870	CARHR166400	ESY1_g10552_DN3_SP5_c0.t1
OG0000870	CARHR208620	ESY7_g19054_DN3_SP3_c0.t1
OG0000870	CARHR085120	ESY3_g31123_DN3_SP8_c0.t1
OG0000871	CARHR132130	ESY9_g44844_DN3_SP0_c0.t1
OG0000871	CARHR163580	ESY1_g11077_DN2_SP0_c0.t1, ESY1_g11075_DN3_SP0_c0.t1
OG0000872	CARHR178250	ESY9_g42644_DN3_SP1_c0.t1
OG0000872	CARHR139610	ESY12_g52080_DN3_SP3_c0.t1
OG0000874	CARHR013820	ESY5_g2653_DN3_SP0_c0.t1, ESY5_g2650_DN3_SP0_c0.t1, ESY5_g2642_DN3_SP0_c0.t1
OG0000874	CARHR013840	ESY5_g2646_DN3_SP0_c0.t1, ESY5_g2645_DN3_SP0_c0.t1
OG0000875	CARHR032470, CARHR032400, CARHR032430	ESY14_g19768_DN3_SP8_c0.t1
OG0000876	CARHR053380, CARHR051310, CARHR053390	ESY2_g33866_DN2_SP0_c0.t1, ESY10_g14077_DN3_SP0_c0.t1, ESY13_g56978_DN3_SP0_c0.t1, ESY10_g14087_DN3_SP0_c0.t1
OG0000877	CARHR053960, CARHR053970, CARHR035150, CARHR106540	ESY29_g13596_DN3_SP0_c0.t1
OG0000883	CARHR101990, CARHR102000, CARHR102010, CARHR101980	ESY7_g17469_DN3_SP0_c0.t1, ESY8_g58261_DN3_SP0_c0.t1
OG0000885	CARHR098120	ESY22_g40927_DN2_SP0_c0.t1, ESY3_g28912_DN3_SP0_c0.t1
OG0000885	CARHR221690	ESY20_g13328_DN3_SP0_c0.t1
OG0000886	CARHR142510	ESY12_g51385_DN3_SP0_c0.t1, ESY4_g23985_DN2_SP0_c0.t1
OG0000886	CARHR142530	ESY12_g51383_DN3_SP0_c0.t1
OG0000886	CARHR142500	ESY4_g24651_DN2_SP0_c0.t1
OG0000888	CARHR288060	ESY9_g42987_DN3_SP0_c22.t1, ESY9_g42985_DN3_SP0_c21.t1
OG0000888	CARHR176970	ESY9_g42979_DN3_SP0_c18.t1
OG0000889	CARHR228290	ESY9_g43620_DN3_SP0_c0.t1
OG0000890	CARHR194690, CARHR078380, CARHR194650	ESY7_g17043_DN3_SP0_c0.t1, ESY3_g32060_DN3_SP0_c0.t1, ESY12_g50825_DN3_SP0_c0.t1
OG0000891	CARHR179050, CARHR263280, CARHR118410, CARHR149850, CARHR055460	ESY5_g659_DN1_SP0_c0.t1, ESY21_g55841_DN2_SP0_c0.t1
OG0000891	CARHR055470	ESY6_g47578_DN3_SP0_c0.t1, ESY8_g60847_DN3_SP0_c0.t1, ESY13_g56077_DN3_SP0_c0.t1
OG0000893	CARHR201840	ESY7_g18179_DN3_SP0_c0.t1
OG0000893	CARHR201890, CARHR201860	ESY11_g53372_DN3_SP0_c0.t1
OG0000893	CARHR201830	ESY7_g18176_DN3_SP0_c0.t1, ESY7_g18177_DN3_SP0_c0.t1, ESY7_g18175_DN3_SP0_c0.t1
OG0000894	CARHR114480	ESY8_g59610_DN3_SP7_c0.t1
OG0000894	CARHR280230	ESY6_g50403_DN3_SP7_c0.t1
OG0000894	CARHR159070	ESY1_g9832_DN3_SP8_c0.t1
OG0000895	CARHR053150, CARHR263960	ESY17_g39862_DN1_SP0_c0.t1
OG0000896	CARHR165750, CARHR165740, CARHR165760, CARHR165770, CARHR165780	ESY1_g10690_DN3_SP0_c0.t1
OG0000897	CARHR206600	ESY7_g18730_DN3_SP8_c0.t1
OG0000897	CARHR086440	ESY3_g31301_DN3_SP8_c4.t1
OG0000898	CARHR207860	ESY7_g18926_DN2_SP8_c0.t1
OG0000898	CARHR085430	ESY3_g31169_DN2_SP6_c0.t1
OG0000899	CARHR072190	ESY2_g36134_DN3_SP2_c0.t1, ESY2_g36135_DN3_SP5_c0.t1
OG0000899	CARHR072210, CARHR072200	ESY2_g38241_DN3_SP0_c0.t1
OG0000900	CARHR044280, CARHR044270, CARHR044250, CARHR044260	ESY2_g36201_DN3_SP0_c0.t1
OG0000901	CARHR040380, CARHR165920	ESY1_g10664_DN3_SP1_c0.t1
OG0000901	CARHR078170, CARHR056080	ESY3_g32114_DN3_SP2_c0.t1
OG0000902	CARHR136500, CARHR026210, CARHR026190	ESY12_g51135_DN3_SP0_c0.t1, ESY3_g30625_DN2_SP0_c0.t1
OG0000903	CARHR237020	ESY1_g11998_DN3_SP0_c0.t1
OG0000903	CARHR237010	ESY4_g24311_DN3_SP2_c0.t1
OG0000904	CARHR094540	ESY3_g29493_DN3_SP0_c0.t1, ESY9_g42994_DN3_SP0_c19.t1
OG0000904	CARHR039650	ESY2_g37648_DN3_SP7_c0.t1
OG0000906	CARHR231400, CARHR231390, CARHR259700, CARHR231410	ESY23_g324_DN3_SP0_c0.t1
OG0000907	CARHR075060, CARHR139430	ESY2_g33437_DN2_SP0_c0.t1
OG0000908	CARHR168900	ESY1_g11425_DN3_SP8_c0.t1
OG0000908	CARHR137570	ESY12_g51342_DN3_SP8_c0.t1
OG0000909	CARHR215830, CARHR036130	ESY11_g54131_DN3_SP0_c0.t1, ESY1_g9191_DN2_SP0_c0.t1
OG0000910	CARHR133740	ESY12_g51174_DN3_SP0_c0.t1, ESY7_g17703_DN3_SP0_c0.t1
OG0000910	CARHR215790	ESY5_g4935_DN3_SP0_c0.t1, ESY5_g4936_DN3_SP0_c0.t1
OG0000911	CARHR247370	ESY4_g26775_DN3_SP0_c0.t1
OG0000911	CARHR112820	ESY8_g59797_DN3_SP0_c0.t1
OG0000912	CARHR186330, CARHR080020	ESY3_g31679_DN3_SP8_c0.t1, ESY10_g15462_DN3_SP0_c0.t1
OG0000913	CARHR213900	ESY8_g61040_DN3_SP8_c0.t1
OG0000913	CARHR197260	ESY7_g17368_DN3_SP8_c0.t1
OG0000915	CARHR218130, CARHR001360, CARHR216960	ESY5_g5445_DN3_SP0_c0.t1, ESY20_g13080_DN3_SP7_c0.t1
OG0000916	CARHR013200, CARHR102530	ESY5_g3874_DN3_SP0_c0.t1
OG0000917	CARHR022780, CARHR022770, CARHR228910	ESY9_g43733_DN3_SP0_c0.t1
OG0000920	CARHR290770	ESY9_g43430_DN1_SP0_c0.t1, ESY9_g43439_DN3_SP0_c0.t1
OG0000920	CARHR147000	ESY9_g43434_DN2_SP0_c0.t1
OG0000922	CARHR148470, CARHR200260, CARHR257630, CARHR183050, CARHR200250	ESY7_g18418_DN3_SP0_c0.t1
OG0000923	CARHR156680	ESY11_g53422_DN2_SP0_c0.t1, ESY1_g8875_DN3_SP0_c0.t1
OG0000923	CARHR276480	ESY6_g49840_DN3_SP7_c0.t1
OG0000924	CARHR218990, CARHR024360, CARHR197110	ESY7_g17343_DN3_SP6_c0.t1
OG0000925	CARHR188450	ESY3_g31785_DN3_SP0_c0.t1, ESY3_g31784_DN3_SP0_c0.t1, ESY6_g50002_DN3_SP0_c0.t1, ESY6_g50001_DN3_SP0_c0.t1
OG0000925	CARHR202560	ESY7_g18083_DN3_SP0_c0.t1
OG0000926	CARHR239570	ESY4_g24967_DN3_SP6_c0.t1
OG0000926	CARHR202940	ESY7_g18013_DN3_SP8_c0.t1
OG0000927	CARHR123030	ESY8_g58737_DN3_SP7_c0.t1
OG0000927	CARHR165970	ESY1_g10649_DN3_SP6_c0.t1
OG0000927	CARHR207540	ESY7_g18864_DN3_SP8_c0.t1
OG0000928	CARHR124100	ESY8_g58597_DN3_SP0_c0.t1
OG0000928	CARHR006450	ESY5_g4631_DN3_SP2_c0.t1
OG0000929	CARHR006380, CARHR124230	ESY8_g58577_DN3_SP8_c24.t1
OG0000931	CARHR155370	ESY1_g8084_DN3_SP8_c0.t1
OG0000932	CARHR235760	ESY4_g23882_DN3_SP6_c0.t1
OG0000932	CARHR022790	ESY5_g2304_DN3_SP3_c0.t1
OG0000933	CARHR028740	ESY6_g48459_DN1_SP0_c0.t1, ESY11_g54908_DN1_SP0_c0.t1, ESY11_g54901_DN2_SP0_c0.t1, ESY4_g23390_DN2_SP0_c0.t1
OG0000933	CARHR214820	ESY6_g48465_DN1_SP0_c0.t1
OG0000933	CARHR280620, CARHR280610	ESY6_g48466_DN3_SP0_c0.t1
OG0000934	CARHR233330	ESY13_g56284_DN3_SP0_c0.t1
OG0000934	CARHR233320, CARHR271040	ESY6_g48413_DN3_SP1_c0.t1
OG0000935	CARHR268760, CARHR268770	ESY5_g4892_DN2_SP0_c0.t1
OG0000936	CARHR244070	ESY4_g26012_DN2_SP0_c0.t1
OG0000936	CARHR122780, CARHR122800, CARHR112570, CARHR037360	ESY4_g26009_DN1_SP0_c0.t1, ESY4_g26007_DN2_SP0_c7.t1, ESY4_g26295_DN3_SP0_c0.t1, ESY4_g26011_DN2_SP0_c0.t1
OG0000938	CARHR089360, CARHR071890, CARHR089350	ESY9_g42638_DN3_SP0_c48.t1
OG0000939	CARHR034660	ESY14_g20850_DN2_SP8_c0.t1
OG0000940	CARHR027440	ESY4_g23852_DN2_SP0_c0.t1, ESY4_g25279_DN2_SP0_c0.t1
OG0000940	CARHR235590	ESY1_g11203_DN2_SP0_c0.t1, ESY4_g25292_DN3_SP0_c0.t1
OG0000941	CARHR220520, CARHR099360, CARHR138880	ESY12_g52187_DN3_SP3_c0.t1
OG0000942	CARHR240000, CARHR240020, CARHR240010	ESY4_g25066_DN1_SP0_c0.t1
OG0000944	CARHR158650	ESY11_g54653_DN3_SP0_c0.t1
OG0000944	CARHR159540	ESY1_g9878_DN3_SP6_c0.t1
OG0000946	CARHR006210, CARHR171740	ESY1_g12284_DN3_SP0_c37.t1, ESY9_g43240_DN3_SP0_c79.t1
OG0000947	CARHR143270	ESY12_g52301_DN3_SP0_c0.t1
OG0000947	CARHR173250	ESY1_g12526_DN3_SP0_c0.t1
OG0000948	CARHR167450	ESY1_g11720_DN3_SP0_c0.t1, ESY1_g11722_DN3_SP0_c0.t1
OG0000948	CARHR167460	ESY1_g11719_DN3_SP0_c0.t1
OG0000949	CARHR134330, CARHR165280	ESY1_g10768_DN3_SP0_c0.t1
OG0000950	CARHR222440	ESY2_g38407_DN3_SP8_c28.t1
OG0000950	CARHR261070	ESY3_g28901_DN3_SP0_c0.t1
OG0000951	CARHR103330	ESY4_g26036_DN3_SP8_c8.t1
OG0000951	CARHR217770, CARHR103300	ESY24_g32821_DN3_SP8_c0.t1
OG0000952	CARHR009480	ESY5_g3311_DN3_SP0_c17.t1
OG0000952	CARHR009470	ESY5_g3310_DN3_SP0_c17.t1, ESY5_g3308_DN3_SP0_c10.t1, ESY5_g3309_DN3_SP0_c17.t1
OG0000954	CARHR253360, CARHR253250, CARHR253290, CARHR078050, CARHR253220, CARHR253180, CARHR253240, CARHR253280, CARHR253370, CARHR253200, CARHR283600	ESY3_g32166_DN3_SP0_c0.t1
OG0000955	CARHR014170	ESY5_g2709_DN1_SP0_c0.t1
OG0000956	CARHR063220	ESY2_g35513_DN3_SP0_c0.t1
OG0000956	CARHR063200	ESY2_g35504_DN1_SP0_c0.t1
OG0000958	CARHR025660, CARHR025670	ESY2_g33541_DN1_SP0_c0.t1
OG0000962	CARHR146380, CARHR146310	ESY10_g14115_DN3_SP0_c0.t1
OG0000963	CARHR198490, CARHR107160	ESY11_g53922_DN3_SP0_c20.t1
OG0000964	CARHR125380, CARHR125400	ESY8_g58421_DN3_SP0_c0.t1, ESY8_g58422_DN2_SP0_c0.t1, ESY8_g58404_DN2_SP0_c0.t1, ESY8_g58425_DN3_SP0_c0.t1
OG0000965	CARHR233050	ESY13_g56678_DN3_SP8_c0.t1
OG0000965	CARHR265460	ESY2_g35223_DN3_SP0_c0.t1, ESY7_g18440_DN3_SP0_c0.t1, ESY11_g54700_DN3_SP0_c0.t1, ESY6_g46815_DN3_SP6_c0.t1
OG0000966	CARHR157760, CARHR157830	ESY1_g9420_DN3_SP8_c0.t1
OG0000966	CARHR189660	ESY6_g50127_DN3_SP3_c0.t1
OG0000967	CARHR187920, CARHR000030, CARHR187960, CARHR292350	ESY6_g49957_DN3_SP0_c0.t1
OG0000968	CARHR273770	ESY6_g48884_DN3_SP0_c0.t1, ESY6_g48875_DN3_SP0_c0.t1
OG0000968	CARHR273790	ESY6_g48885_DN3_SP0_c0.t1
