Orthogroup	Cardamine_hirsuta	Brassica_oleracea
OG0003266	CARHR024910	XP_013584161.1, XP_013601991.1
OG0003267	CARHR029800	XP_013638641.1
OG0003267	CARHR029790	XP_013598069.1
OG0003268	CARHR032520	XP_013595030.1, XP_013588798.1
OG0003269	CARHR277980	XP_013628721.1, XP_013618320.1
OG0003270	CARHR099960, CARHR274970	XP_013620443.1, XP_013603998.1, XP_013620012.1, XP_013628049.1, XP_013599160.1, XP_013601746.1
OG0003272	CARHR146470	XP_013620119.1
OG0003273	CARHR190580	XP_013630610.1
OG0003274	CARHR244900	XP_013624808.1
OG0003274	CARHR108930	XP_013596191.1
OG0003275	CARHR087670	XP_013629035.1, XP_013629003.1, XP_013611055.1
OG0003276	CARHR272290	XP_013616950.1, XP_013623849.1, XP_013608263.1
OG0003277	CARHR234130	XP_013637852.1, XP_013598721.1
OG0003278	CARHR158750	XP_013600017.1, XP_013601415.1
OG0003279	CARHR158730, CARHR279680	XP_013629284.1
OG0003280	CARHR040500, CARHR210130	XP_013618798.1
OG0003281	CARHR012640	XP_013606293.1, XP_013620134.1
OG0003282	CARHR023720	XP_013625686.1, XP_013618927.1, XP_013589991.1, XP_013586686.1
OG0003283	CARHR115540	XP_013618150.1
OG0003285	CARHR225790	XP_013595287.1, XP_013597144.1
OG0003286	CARHR226510	XP_013590315.1, XP_013587751.1, XP_013596550.1
OG0003287	CARHR022660, CARHR022600, CARHR022630	XP_013588203.1, XP_013588687.1
OG0003288	CARHR172830	XP_013632808.1
OG0003289	CARHR098370	XP_013601899.1
OG0003289	CARHR221460	XP_013599760.1
OG0003290	CARHR098110	XP_013585579.1
OG0003290	CARHR221720	XP_013602618.1
OG0003291	CARHR047760	XP_013610417.1
OG0003292	CARHR025090	XP_013603948.1, XP_013585218.1
OG0003293	CARHR042080	XP_013589141.1
OG0003294	CARHR090600	XP_013584644.1, XP_013590010.1
OG0003295	CARHR225150	XP_013596396.1, XP_013593683.1
OG0003297	CARHR277080	XP_013627992.1
OG0003298	CARHR226400	XP_013597444.1
OG0003299	CARHR264060	XP_013628653.1
OG0003300	CARHR040310	XP_013591583.1
OG0003301	CARHR281670	XP_013606872.1
OG0003301	CARHR160970	XP_013604985.1
OG0003303	CARHR133290	XP_013625096.1
OG0003303	CARHR164080	XP_013637094.1
OG0003304	CARHR234860	XP_013624053.1
OG0003305	CARHR218290	XP_013605021.1, XP_013609024.1
OG0003306	CARHR102050	XP_013599181.1
OG0003306	CARHR183990	XP_013597997.1
OG0003307	CARHR060430	XP_013588345.1
OG0003308	CARHR109330	XP_013596115.1
OG0003309	CARHR044840	XP_013627449.1, XP_013588108.1
OG0003310	CARHR036040	XP_013587823.1
OG0003311	CARHR142630	XP_013636455.1, XP_013623399.1, XP_013637098.1
OG0003312	CARHR069720	XP_013591778.1
OG0003312	CARHR139440	XP_013633862.1
OG0003313	CARHR242940	XP_013617435.1
OG0003314	CARHR185710	XP_013597363.1
OG0003315	CARHR187050, CARHR080450	XP_013624312.1
OG0003316	CARHR194020	XP_013612414.1
OG0003317	CARHR183250	XP_013618091.1, XP_013594178.1
OG0003318	CARHR090330	XP_013638705.1, XP_013617790.1
OG0003319	CARHR092090	XP_013586220.1, XP_013609528.1
OG0003320	CARHR039400	XP_013599854.1
OG0003321	CARHR240410	XP_013603993.1, XP_013592610.1
OG0003322	CARHR264020	XP_013635149.1
OG0003323	CARHR098150	XP_013615501.1
OG0003324	CARHR238070	XP_013596126.1
OG0003324	CARHR146550	XP_013583986.1
OG0003325	CARHR182030	XP_013612669.1
OG0003326	CARHR161400	XP_013603048.1, XP_013598609.1
OG0003327	CARHR249030	XP_013608711.1
OG0003328	CARHR249330	XP_013629961.1
OG0003329	CARHR238520	XP_013627651.1
OG0003330	CARHR007020	XP_013605553.1, XP_013585960.1
OG0003330	CARHR122980	XP_013610583.1
OG0003331	CARHR214520	XP_013586543.1
OG0003332	CARHR014850	XP_013602028.1, XP_013594619.1
OG0003332	CARHR145170	XP_013595615.1
OG0003333	CARHR016380	XP_013601816.1, XP_013583790.1
OG0003334	CARHR019910	XP_013584344.1, XP_013584274.1, XP_013600307.1, XP_013603207.1
OG0003335	CARHR020900	XP_013593319.1, XP_013587156.1
OG0003336	CARHR023230	XP_013592978.1
OG0003336	CARHR064650	XP_013587762.1
OG0003337	CARHR063990	XP_013587289.1
OG0003337	CARHR023640	XP_013605807.1
OG0003338	CARHR063160	XP_013591291.1, XP_013591580.1
OG0003339	CARHR281090, CARHR281080	XP_013617944.1
OG0003339	CARHR281100	XP_013609647.1, XP_013609452.1
OG0003340	CARHR173910	XP_013615958.1, XP_013595774.1
OG0003342	CARHR057680	XP_013618506.1
OG0003342	CARHR215890	XP_013636454.1
OG0003343	CARHR237300	XP_013594086.1
OG0003345	CARHR183180	XP_013636237.1
OG0003346	CARHR287250, CARHR283240	YP_004927471.1
OG0003347	CARHR243940	XP_013630706.1, XP_013593542.1, XP_013637586.1, XP_013594202.1
OG0003348	CARHR243920, CARHR193120	XP_013627999.1, XP_013596503.1, XP_013594692.1, XP_013591373.1, XP_013627866.1
OG0003349	CARHR242630	XP_013598221.1
OG0003350	CARHR240230	XP_013599173.1, XP_013604699.1, XP_013621886.1
OG0003351	CARHR064940	XP_013589975.1, XP_013620859.1
OG0003352	CARHR000800	XP_013623337.1
OG0003352	CARHR248970	XP_013630085.1
OG0003353	CARHR235180	XP_013604996.1, XP_013597203.1
OG0003356	CARHR152810	XP_013614712.1
OG0003362	CARHR273140	XP_013609366.1
OG0003364	CARHR148240	XP_013618566.1
OG0003364	CARHR213400	XP_013632284.1, XP_013590301.1
OG0003366	CARHR089420	XP_013627943.1
OG0003369	CARHR101350	XP_013593042.1, XP_013599070.1
OG0003372	CARHR156710	XP_013616779.1, XP_013604323.1
OG0003373	CARHR027370	XP_013585733.1
OG0003374	CARHR032160	XP_013584260.1
OG0003375	CARHR257230, CARHR257250	XP_013637877.1, XP_013617073.1
OG0003376	CARHR103470	XP_013625258.1, XP_013593096.1
OG0003377	CARHR196900, CARHR196920, CARHR062790, CARHR196930, CARHR196950, CARHR289010	XP_013616806.1, XP_013615821.1, XP_013628658.1, XP_013628657.1
OG0003378	CARHR197080	XP_013606169.1
OG0003381	CARHR200910	XP_013612647.1
OG0003384	CARHR245990	XP_013629811.1, XP_013592943.1
OG0003385	CARHR205000	XP_013618361.1, XP_013626460.1, XP_013602446.1, XP_013609416.1
OG0003386	CARHR205400	XP_013610254.1
OG0003386	CARHR205410	XP_013629401.1
OG0003387	CARHR232340	XP_013618742.1
OG0003388	CARHR232290	XP_013616979.1
OG0003389	CARHR126420	XP_013604312.1, XP_013585438.1
OG0003390	CARHR123520	XP_013634405.1, XP_013634327.1
OG0003392	CARHR179150	XP_013620882.1, XP_013596349.1
OG0003393	CARHR030100	XP_013638487.1
OG0003394	CARHR030110	XP_013638283.1, XP_013625692.1, XP_013631824.1
OG0003395	CARHR279860	XP_013619717.1
OG0003395	CARHR158850	XP_013629467.1, XP_013603752.1
OG0003396	CARHR278620	XP_013610910.1
OG0003397	CARHR241680	XP_013625288.1, XP_013636914.1, XP_013595981.1, XP_013629305.1
OG0003398	CARHR277020	XP_013620013.1
OG0003399	CARHR276760	XP_013618921.1, XP_013590630.1, XP_013610352.1
OG0003400	CARHR276670	XP_013618338.1
OG0003401	CARHR189580	XP_013619754.1
OG0003402	CARHR191930	XP_013620479.1, XP_013608983.1
OG0003404	CARHR272500	XP_013606559.1
OG0003405	CARHR270370, CARHR000660	XP_013628295.1, XP_013612471.1
OG0003406	CARHR037090, CARHR039020	XP_013597665.1
OG0003408	CARHR208320	XP_013628260.1, XP_013616351.1, XP_013611032.1, XP_013612406.1
OG0003409	CARHR209780	XP_013623743.1
OG0003410	CARHR083690	XP_013638731.1
OG0003410	CARHR211240	XP_013625554.1
OG0003411	CARHR083200	XP_013617637.1
OG0003412	CARHR083160	XP_013628808.1, XP_013586333.1
OG0003413	CARHR086870	XP_013633915.1
OG0003414	CARHR072520, CARHR017240	XP_013620374.1, XP_013592071.1
OG0003415	CARHR112440, CARHR106820, CARHR247590, CARHR106830	XP_013593978.1, XP_013614669.1, XP_013622789.1
OG0003416	CARHR070070, CARHR070080	XP_013591903.1, XP_013614461.1
OG0003418	CARHR089370	XP_013586057.1
OG0003418	CARHR043950	XP_013620397.1
OG0003419	CARHR043660	XP_013613493.1
OG0003420	CARHR130840	XP_013632523.1
OG0003421	CARHR099650	XP_013606752.1, XP_013598938.1
OG0003422	CARHR292870	XP_013600634.1
OG0003422	CARHR245650	XP_013595810.1
OG0003424	CARHR292470	XP_013608843.1, XP_013593982.1
OG0003425	CARHR025220	XP_013597600.1
OG0003426	CARHR225160	XP_013598581.1, XP_013620913.1
OG0003427	CARHR041920	XP_013592589.1, XP_013588555.1
OG0003428	CARHR041930	XP_013592882.1
OG0003429	CARHR043130	XP_013592805.1
OG0003429	CARHR111440	XP_013593461.1
OG0003430	CARHR152100	XP_013593002.1
OG0003430	CARHR262560	XP_013613544.1
OG0003431	CARHR225550, CARHR225540	XP_013624282.1, XP_013597102.1
OG0003433	CARHR160250	XP_013596481.1
OG0003434	CARHR264100	XP_013607205.1, XP_013622636.1
OG0003435	CARHR256790	XP_013615015.1
OG0003437	CARHR177980	XP_013606074.1
OG0003438	CARHR227270	XP_013622370.1, XP_013600913.1, XP_013596195.1
OG0003440	CARHR228660	XP_013627337.1, XP_013586482.1, XP_013589293.1, XP_013588853.1
OG0003441	CARHR033890	XP_013604864.1, XP_013589812.1
OG0003442	CARHR139740	XP_013633988.1
OG0003443	CARHR169060	XP_013599889.1, XP_013631297.1, XP_013591648.1
OG0003444	CARHR136540	XP_013603905.1
OG0003445	CARHR167160, CARHR163700	XP_013614082.1, XP_013614084.1
OG0003446	CARHR135290	XP_013635181.1
OG0003447	CARHR103030	XP_013626784.1, XP_013594223.1
OG0003448	CARHR100450	XP_013616644.1, XP_013625697.1, XP_013593497.1
OG0003449	CARHR245030	XP_013611335.1, XP_013629705.1, XP_013622715.1
OG0003452	CARHR033540	XP_013588160.1
OG0003453	CARHR142820	XP_013635095.1, XP_013635744.1
OG0003454	CARHR142750	XP_013632171.1, XP_013634235.1
OG0003455	CARHR141040	XP_013627673.1, XP_013637319.1, XP_013634901.1
OG0003456	CARHR140000	XP_013635007.1
OG0003457	CARHR139120	XP_013628877.1
OG0003458	CARHR139100	XP_013636708.1, XP_013633857.1, XP_013632410.1
OG0003459	CARHR194010	XP_013614318.1
OG0003461	CARHR213130, CARHR176030, CARHR176040, CARHR213100, CARHR213110, CARHR213090, CARHR213140, CARHR081210	XP_013623370.1
OG0003462	CARHR083390, CARHR083530	XP_013629775.1, XP_013586893.1
OG0003463	CARHR145210, CARHR086010	XP_013638201.1
OG0003464	CARHR086460, CARHR086470	XP_013611705.1, XP_013587225.1, XP_013630809.1
OG0003465	CARHR088310	XP_013619976.1, XP_013627979.1, XP_013638036.1, XP_013583374.1
OG0003466	CARHR105710, CARHR088450	XP_013637068.1, XP_013638762.1
OG0003467	CARHR090980	XP_013627162.1
OG0003468	CARHR231770	XP_013599457.1, XP_013614065.1
OG0003469	CARHR238770	XP_013607016.1
OG0003470	CARHR008840	XP_013602435.1, XP_013604975.1, XP_013586292.1
OG0003471	CARHR007850, CARHR007840	XP_013600001.1
OG0003472	CARHR009490	XP_013603167.1, XP_013615692.1, XP_013583798.1
OG0003473	CARHR010070	XP_013602918.1, XP_013584456.1
OG0003474	CARHR010310	XP_013637925.1
OG0003474	CARHR283810	XP_013618818.1
OG0003475	CARHR012750	XP_013637905.1
OG0003477	CARHR015140	XP_013586480.1, XP_013604177.1
OG0003478	CARHR223680	XP_013609828.1, XP_013630865.1
OG0003479	CARHR262030	XP_013635175.1
OG0003480	CARHR264880	XP_013612788.1
OG0003481	CARHR173550, CARHR223760	XP_013595275.1, XP_013618156.1
OG0003482	CARHR092300	XP_013585553.1, XP_013628810.1
OG0003483	CARHR141560	XP_013616143.1, XP_013597830.1
OG0003484	CARHR294150	XP_013593320.1
OG0003485	CARHR245950	XP_013600752.1
OG0003485	CARHR245960	XP_013600744.1
OG0003486	CARHR244150	XP_013617943.1, XP_013622572.1, XP_013595465.1
OG0003487	CARHR242800	XP_013589231.1, XP_013627112.1, XP_013599000.1
OG0003488	CARHR117900	XP_013599825.1
OG0003494	CARHR045300	XP_013591013.1, XP_013627577.1, XP_013590971.1, XP_013614725.1, XP_013624968.1
OG0003496	CARHR058980	XP_013624366.1
OG0003497	CARHR220460, CARHR056340, CARHR059750	XP_013589939.1, XP_013618673.1
OG0003503	CARHR146290	XP_013635766.1
OG0003505	CARHR223000	XP_013597427.1, XP_013595834.1, XP_013639475.1
OG0003514	CARHR196270	XP_013620312.1
OG0003515	CARHR197440	XP_013612153.1
OG0003515	CARHR018880	XP_013619394.1, XP_013639270.1
OG0003516	CARHR201750	XP_013626846.1, XP_013606187.1
OG0003516	CARHR201760	XP_013607518.1
OG0003517	CARHR204070	XP_013611569.1
OG0003517	CARHR095280	XP_013638480.1
OG0003518	CARHR204450	XP_013604078.1, XP_013609731.1
OG0003519	CARHR275170	XP_013597932.1
OG0003521	CARHR119810	XP_013631783.1
OG0003522	CARHR120330	XP_013631710.1
OG0003523	CARHR121270	XP_013636763.1, XP_013630850.1
OG0003525	CARHR123850	XP_013634151.1
OG0003527	CARHR125030	XP_013633494.1
OG0003528	CARHR125230, CARHR008820	XP_013623909.1, XP_013632043.1
OG0003529	CARHR126050	XP_013630914.1, XP_013622580.1
OG0003530	CARHR179900, CARHR003560	XP_013593741.1
OG0003532	CARHR030270	XP_013600250.1, XP_013603555.1
OG0003533	CARHR066690	XP_013619376.1
OG0003534	CARHR181420, CARHR280300, CARHR053680, CARHR181410	XP_013598571.1, XP_013596844.1, XP_013632221.1, XP_013597184.1
OG0003535	CARHR279420	XP_013630182.1
OG0003536	CARHR205950	XP_013627093.1
OG0003537	CARHR275580	XP_013618900.1, XP_013630819.1
OG0003538	CARHR289290	XP_013598863.1
OG0003540	CARHR190550	XP_013618910.1
OG0003541	CARHR274170	XP_013610454.1, XP_013610467.1
OG0003542	CARHR066880, CARHR260420	XP_013590588.1
OG0003543	CARHR285860	XP_013609766.1, XP_013616581.1
OG0003544	CARHR285750	XP_013608293.1, XP_013618245.1, XP_013626860.1
OG0003545	CARHR272100	XP_013606110.1, XP_013622006.1, XP_013621673.1
OG0003546	CARHR271540	XP_013621098.1, XP_013612747.1, XP_013627379.1, XP_013623851.1
OG0003547	CARHR007870	XP_013584860.1
OG0003548	CARHR268940, CARHR268950	XP_013628849.1, XP_013621649.1, XP_013613197.1
OG0003549	CARHR205930	XP_013627368.1, XP_013610469.1
OG0003550	CARHR207240	XP_013606366.1
OG0003551	CARHR208090	XP_013628598.1, XP_013620142.1
OG0003552	CARHR109910	XP_013606829.1
OG0003554	CARHR148830	XP_013595321.1
OG0003555	CARHR072650	XP_013590548.1, XP_013590839.1
OG0003556	CARHR071730	XP_013588000.1
OG0003558	CARHR039830, CARHR039820, CARHR039840	XP_013584887.1, XP_013591155.1
OG0003559	CARHR220600	XP_013634816.1
OG0003559	CARHR099230	XP_013596834.1
OG0003560	CARHR220780	XP_013605143.1, XP_013592537.1, XP_013624955.1
OG0003561	CARHR256820, CARHR102080, CARHR256830	XP_013607145.1
OG0003563	CARHR066270, CARHR066280	XP_013591685.1
OG0003564	CARHR068100	XP_013587162.1
OG0003564	CARHR019580	XP_013605693.1, XP_013599567.1
OG0003565	CARHR146670	XP_013596872.1, XP_013596353.1, XP_013610180.1
OG0003566	CARHR062460	XP_013592484.1
OG0003567	CARHR176340	XP_013612248.1
OG0003568	CARHR181160	XP_013609974.1, XP_013634652.1
OG0003569	CARHR023920, CARHR023930	XP_013638006.1, XP_013594689.1
OG0003571	CARHR227430, CARHR227410	XP_013619811.1, XP_013586964.1
OG0003573	CARHR222920	XP_013600801.1, XP_013590072.1, XP_013596713.1
OG0003574	CARHR161610	XP_013600206.1, XP_013603738.1
OG0003575	CARHR173240	XP_013603303.1, XP_013634760.1
OG0003577	CARHR142420	XP_013635981.1
OG0003578	CARHR078640	XP_013605040.1
OG0003579	CARHR171130	XP_013636937.1
OG0003580	CARHR166300	XP_013614443.1, XP_013604005.1
OG0003581	CARHR168460	XP_013591821.1
OG0003582	CARHR167870	XP_013635388.1
OG0003582	CARHR137000	XP_013627257.1
OG0003583	CARHR165140, CARHR165150	XP_013589883.1, XP_013602014.1
OG0003584	CARHR163170	XP_013590118.1
OG0003585	CARHR266800	XP_013617033.1, XP_013630569.1
OG0003586	CARHR214630	XP_013590763.1
OG0003586	CARHR058840	XP_013616542.1
OG0003587	CARHR166100	XP_013604692.1
OG0003588	CARHR158020	XP_013623991.1
OG0003589	CARHR161250	XP_013615266.1, XP_013604832.1
OG0003590	CARHR131760	XP_013635925.1, XP_013635930.1, XP_013626547.1
OG0003591	CARHR209850	XP_013626837.1
OG0003592	CARHR115110	XP_013636842.1
OG0003594	CARHR255210	XP_013626269.1, XP_013634284.1, XP_013609245.1
OG0003595	CARHR186940	XP_013591645.1, XP_013620998.1, XP_013608672.1
OG0003596	CARHR185830	XP_013598819.1
OG0003596	CARHR054200	XP_013607033.1, XP_013607229.1, XP_013607501.1
OG0003597	CARHR003460	XP_013612015.1
OG0003597	CARHR003470	XP_013585462.1
OG0003598	CARHR112950, CARHR041480, CARHR040260	XP_013585374.1
OG0003599	CARHR194810	XP_013609487.1
OG0003601	CARHR087140	XP_013638131.1, XP_013607998.1, XP_013635474.1, XP_013624444.1, XP_013622469.1, XP_013597489.1
OG0003602	CARHR090530	XP_013583338.1
OG0003603	CARHR091270	XP_013603855.1
OG0003604	CARHR117820	XP_013631150.1
OG0003604	CARHR238900	XP_013627824.1
OG0003605	CARHR096380	XP_013626042.1, XP_013583483.1
OG0003606	CARHR096460	XP_013611596.1, XP_013583653.1
OG0003607	CARHR099410	XP_013607060.1
OG0003608	CARHR099270	XP_013597580.1, XP_013630337.1
OG0003609	CARHR144620	XP_013610030.1, XP_013618859.1
OG0003610	CARHR055610	XP_013605107.1
OG0003612	CARHR162200	XP_013598976.1, XP_013637181.1, XP_013602511.1, XP_013604318.1
OG0003613	CARHR023400, CARHR000760	XP_013604165.1
OG0003614	CARHR002270	XP_013584553.1
OG0003615	CARHR005170	XP_013600991.1
OG0003616	CARHR005610	XP_013602940.1, XP_013600685.1, XP_013584038.1
OG0003617	CARHR005870	XP_013586587.1
OG0003618	CARHR008170, CARHR008190	XP_013601017.1
OG0003619	CARHR010210	XP_013615233.1, XP_013607794.1
OG0003620	CARHR053270	XP_013605347.1
OG0003621	CARHR010750	XP_013604055.1, XP_013585283.1, XP_013601431.1, XP_013603852.1, XP_013585235.1
OG0003622	CARHR011320	XP_013584533.1
OG0003623	CARHR012510	XP_013600472.1, XP_013638591.1
OG0003624	CARHR015360	XP_013603520.1
OG0003625	CARHR017080	XP_013604940.1
OG0003626	CARHR058770	XP_013615507.1
OG0003627	CARHR021170	XP_013587712.1
OG0003628	CARHR178180	XP_013613594.1
OG0003629	CARHR242660, CARHR242670	XP_013625053.1, XP_013598220.1, XP_013603797.1
OG0003630	CARHR241020	XP_013595314.1
OG0003631	CARHR241880	XP_013622617.1, XP_013596623.1
OG0003632	CARHR059710, CARHR240100	XP_013614217.1
OG0003633	CARHR024560	XP_013585806.1, XP_013593011.1
OG0003634	CARHR248770, CARHR248240	XP_013612641.1
OG0003635	CARHR005760	XP_013585246.1
OG0003635	CARHR124630	XP_013635762.1
OG0003636	CARHR122420	XP_013634367.1
OG0003636	CARHR007270	XP_013603587.1, XP_013603029.1, XP_013584856.1
OG0003637	CARHR024020, CARHR024030	XP_013596633.1, XP_013596253.1
OG0003641	CARHR177810, CARHR152180	XP_013639150.1
OG0003642	CARHR261700	XP_013624477.1
OG0003642	CARHR158400	XP_013601575.1, XP_013604085.1
OG0003644	CARHR031330, CARHR255740, CARHR031340	XP_013610765.1
OG0003646	CARHR264990	XP_013591232.1, XP_013623470.1, XP_013619049.1
OG0003648	CARHR241170	XP_013623039.1, XP_013623051.1, XP_013623028.1, XP_013603281.1
OG0003656	CARHR157180	XP_013604507.1
OG0003657	CARHR156530, CARHR276360	XP_013601515.1, XP_013623263.1, XP_013626416.1
OG0003659	CARHR076050	XP_013586970.1, XP_013635644.1
OG0003661	CARHR216280	XP_013609485.1, XP_013623782.1
OG0003661	CARHR201230	XP_013627072.1
OG0003662	CARHR201590	XP_013607287.1, XP_013618889.1
OG0003663	CARHR038490	XP_013585749.1
OG0003665	CARHR085350	XP_013614517.1, XP_013594842.1, XP_013585083.1
OG0003666	CARHR123580	XP_013631143.1
OG0003668	CARHR265250	XP_013617064.1
OG0003668	CARHR232990	XP_013593006.1
OG0003670	CARHR189970	XP_013621648.1, XP_013617938.1, XP_013608353.1, XP_013620722.1, XP_013597530.1, XP_013611205.1
OG0003671	CARHR188800	XP_013619320.1
OG0003672	CARHR187640	XP_013620804.1, XP_013620803.1, XP_013616728.1, XP_013611518.1
OG0003673	CARHR191840	XP_013622649.1
OG0003674	CARHR152680	XP_013625378.1
OG0003675	CARHR274070	XP_013611418.1, XP_013619122.1, XP_013628787.1
OG0003676	CARHR068680	XP_013616923.1, XP_013625907.1
OG0003677	CARHR128330, CARHR128320	XP_013635010.1
OG0003679	CARHR268870	XP_013626382.1, XP_013591270.1, XP_013616601.1, XP_013609448.1
OG0003680	CARHR158580	XP_013594998.1
OG0003681	CARHR157450	XP_013621718.1, XP_013586777.1
OG0003683	CARHR211640, CARHR211650	XP_013630675.1
OG0003684	CARHR148890	XP_013609276.1, XP_013595664.1
OG0003685	CARHR007640	XP_013605167.1, XP_013584052.1
OG0003686	CARHR212570	XP_013592163.1
OG0003687	CARHR067420, CARHR067320, CARHR067360, CARHR183930, CARHR218490	XP_013589487.1
OG0003689	CARHR074020	XP_013635166.1
OG0003693	CARHR043350	XP_013590926.1
OG0003694	CARHR258420	XP_013610010.1, XP_013618933.1, XP_013626070.1, XP_013591547.1
OG0003695	CARHR290030	XP_013595435.1, XP_013600776.1
OG0003696	CARHR236290	XP_013609960.1
OG0003697	CARHR236660	XP_013599064.1
OG0003697	CARHR236650	XP_013600517.1
OG0003698	CARHR149780	XP_013593179.1
OG0003699	CARHR249130	XP_013622593.1, XP_013606793.1, XP_013585300.1, XP_013618311.1
OG0003700	CARHR175580	XP_013612527.1, XP_013621438.1, XP_013599040.1
OG0003701	CARHR093050	XP_013637704.1, XP_013639387.1, XP_013591102.1
OG0003702	CARHR138770	XP_013627231.1
OG0003703	CARHR177710	XP_013613463.1, XP_013621608.1
OG0003704	CARHR041020, CARHR040530	XP_013586821.1, XP_013624954.1
OG0003706	CARHR227050	XP_013586062.1, XP_013604682.1
OG0003707	CARHR041870	XP_013628707.1, XP_013588234.1
OG0003708	CARHR042020	XP_013589033.1
OG0003709	CARHR127670, CARHR035200	XP_013634866.1
OG0003710	CARHR130090, CARHR130080	XP_013631767.1
OG0003711	CARHR164890	XP_013588258.1, XP_013605312.1
OG0003713	CARHR172640	XP_013636366.1, XP_013604904.1
OG0003714	CARHR172200	XP_013600519.1
OG0003714	CARHR141950	XP_013636778.1
OG0003715	CARHR171710	XP_013639672.1, XP_013605471.1, XP_013636669.1
OG0003716	CARHR171450	XP_013588573.1, XP_013600176.1
OG0003718	CARHR165890	XP_013603606.1
OG0003719	CARHR134630	XP_013637531.1, XP_013630299.1, XP_013636228.1
OG0003720	CARHR195900	XP_013619236.1, XP_013590801.1, XP_013610327.1
OG0003721	CARHR026610	XP_013628539.1, XP_013597933.1, XP_013586161.1
OG0003722	CARHR109120	XP_013595348.1, XP_013611338.1
OG0003723	CARHR242500	XP_013637220.1
OG0003724	CARHR109570	XP_013627309.1
OG0003725	CARHR109620	XP_013629796.1, XP_013615462.1
OG0003726	CARHR237740	XP_013629158.1, XP_013596457.1
OG0003727	CARHR215860	XP_013596008.1, XP_013613906.1
OG0003728	CARHR114320	XP_013603739.1
OG0003729	CARHR187010	XP_013608678.1, XP_013614666.1
OG0003730	CARHR186270	XP_013595743.1
OG0003731	CARHR115520, CARHR135440	XP_013622943.1, XP_013637524.1
OG0003732	CARHR058290, CARHR058340	XP_013619958.1
OG0003733	CARHR114110	XP_013623531.1, XP_013623547.1, XP_013633719.1
OG0003734	CARHR139110	XP_013634421.1
OG0003735	CARHR138960	XP_013633779.1, XP_013625786.1
OG0003736	CARHR080870	XP_013624051.1, XP_013638851.1, XP_013629268.1
OG0003738	CARHR082780	XP_013585018.1, XP_013628389.1, XP_013628386.1, XP_013638112.1
OG0003739	CARHR088990, CARHR089010	XP_013610644.1, XP_013583367.1, XP_013625305.1
OG0003740	CARHR089250	XP_013627625.1, XP_013584807.1
OG0003741	CARHR015790	XP_013585904.1, XP_013602813.1
OG0003742	CARHR093440, CARHR113170	XP_013613955.1
OG0003743	CARHR093950	XP_013584077.1, XP_013627615.1
OG0003744	CARHR097690	XP_013584195.1, XP_013584832.1
OG0003745	CARHR161430, CARHR159310	XP_013595325.1, XP_013617029.1, XP_013604395.1
OG0003746	CARHR002470, CARHR182160	XP_013604417.1, XP_013605002.1
OG0003747	CARHR005200	XP_013614797.1, XP_013586746.1, XP_013614788.1, XP_013614790.1
OG0003748	CARHR007180	XP_013638216.1
OG0003749	CARHR016510	XP_013590308.1
OG0003751	CARHR017930	XP_013601808.1, XP_013599597.1, XP_013587400.1, XP_013600838.1, XP_013600850.1
OG0003752	CARHR064570, CARHR064550	XP_013590036.1, XP_013591533.1
OG0003753	CARHR063920, CARHR063940	XP_013590535.1, XP_013590143.1, XP_013618717.1
OG0003754	CARHR103910, CARHR217350	XP_013625387.1
OG0003756	CARHR178810	XP_013612174.1, XP_013598669.1
OG0003757	CARHR037790	XP_013590100.1
OG0003758	CARHR038270	XP_013615701.1, XP_013588311.1
OG0003759	CARHR039310	XP_013603197.1, XP_013590120.1
OG0003760	CARHR294270	XP_013597982.1
OG0003761	CARHR247100, CARHR215520	XP_013634012.1
OG0003762	CARHR247060	XP_013590749.1, XP_013627833.1, XP_013596993.1
OG0003763	CARHR113670	XP_013634806.1
OG0003764	CARHR244980	XP_013626450.1
OG0003765	CARHR233370	XP_013584137.1, XP_013600073.1, XP_013600060.1
OG0003768	CARHR235950	XP_013600740.1, XP_013584235.1, XP_013598044.1
OG0003769	CARHR030000	XP_013593784.1, XP_013593786.1
OG0003769	CARHR029990	XP_013639500.1
OG0003770	CARHR268020, CARHR268030, CARHR268010	XP_013623876.1, XP_013622039.1
OG0003772	CARHR215360	XP_013637343.1
OG0003773	CARHR112990	XP_013605576.1, XP_013605577.1, XP_013590649.1, XP_013583676.1, XP_013636621.1, XP_013633208.1, XP_013595193.1
OG0003774	CARHR124280	XP_013585155.1, XP_013638114.1
OG0003776	CARHR222900	XP_013591334.1, XP_013600587.1
OG0003778	CARHR124660, CARHR124670	XP_013635621.1, XP_013635568.1, XP_013627544.1
OG0003780	CARHR072250	XP_013627856.1, XP_013603933.1, XP_013627747.1
OG0003790	CARHR195890	XP_013623179.1, XP_013606744.1, XP_013618412.1, XP_013627326.1
OG0003791	CARHR195930, CARHR154520, CARHR154530	XP_013612089.1, XP_013621793.1
OG0003792	CARHR197200	XP_013619485.1, XP_013610478.1
OG0003793	CARHR184010, CARHR199820	XP_013610749.1, XP_013610321.1, XP_013619877.1, XP_013616788.1
OG0003794	CARHR201280	XP_013630678.1, XP_013613141.1
OG0003795	CARHR202600	XP_013611863.1, XP_013622686.1, XP_013620805.1
OG0003796	CARHR203640	XP_013609610.1, XP_013610147.1, XP_013629548.1, XP_013613170.1, XP_013612860.1
OG0003797	CARHR204710	XP_013610924.1
OG0003798	CARHR232220	XP_013593838.1, XP_013600407.1, XP_013605916.1
