Orthogroup	Cardamine_hirsuta	Arabis_alpina
OG0004043	CARHR241000	Aa_G496000.h1.t1
OG0004044	CARHR171780	Aa_G129220.h1.t1, Aa_G81030.h1.t1
OG0004046	CARHR169950	Aa_G41950.h1.t1
OG0004047	CARHR167590	Aa_G461180.h1.t1
OG0004048	CARHR143830	Aa_G251440.h1.t1
OG0004049	CARHR167260	Aa_G238670.h1.t1
OG0004050	CARHR166740	Aa_G608280.h1.t1
OG0004051	CARHR164100, CARHR164120	Aa_G277100.h1.t1
OG0004053	CARHR163420	Aa_G69250.h1.t1
OG0004054	CARHR101150	Aa_G178800.h1.t1, Aa_G78500.h1.t1
OG0004055	CARHR045410	Aa_G278660.h1.t1
OG0004055	CARHR219980	Aa_G585520.h1.t1
OG0004056	CARHR064870	Aa_G721790.h3.t1, Aa_G721790.h1.t1, Aa_G721790.h2.t1, Aa_G861930.h1.t1
OG0004058	CARHR135590	Aa_G518430.h1.t1
OG0004060	CARHR117610	Aa_G309990.h1.t1
OG0004061	CARHR231980	Aa_G92190.h1.t1
OG0004062	CARHR039200, CARHR286730, CARHR039190	Aa_G133500.h1.t1
OG0004063	CARHR033360	Aa_G57210.h1.t1
OG0004064	CARHR261100, CARHR261120	Aa_G660750.h1.t1, Aa_G294790.h1.t1
OG0004065	CARHR255610, CARHR231310	Aa_G275320.h1.t1
OG0004066	CARHR193630	Aa_G95660.h1.t1, Aa_G205900.h1.t1, Aa_G60530.h1.t1
OG0004068	CARHR185780, CARHR079360	Aa_G4820.h1.t1
OG0004069	CARHR142790	Aa_G226160.h1.t1
OG0004070	CARHR141790	Aa_G196940.h1.t1
OG0004071	CARHR105780	Aa_G405230.h1.t1
OG0004073	CARHR119270, CARHR138820	Aa_G284470.h1.t1
OG0004074	CARHR017600	Aa_G274960.h1.t1
OG0004074	CARHR137380	Aa_G210140.h1.t1
OG0004076	CARHR077110	Aa_G111730.h1.t1
OG0004078	CARHR078090	Aa_G185650.h1.t1
OG0004079	CARHR078610	Aa_G304910.h1.t1
OG0004079	CARHR185410	Aa_G90320.h1.t1
OG0004080	CARHR078960	Aa_G4400.h1.t1
OG0004080	CARHR078950	Aa_G4390.h1.t1
OG0004081	CARHR079280	Aa_G4670.h1.t1
OG0004082	CARHR079340	Aa_G4760.h1.t1
OG0004083	CARHR079560	Aa_G5030.h1.t1
OG0004084	CARHR080390	Aa_G205790.h1.t1
OG0004085	CARHR080570	Aa_G163160.h1.t1
OG0004086	CARHR081930	Aa_G174770.h1.t1
OG0004087	CARHR087420	Aa_G39960.h1.t1
OG0004088	CARHR088120	Aa_G176120.h1.t1
OG0004089	CARHR089110	Aa_G519430.h1.t1, Aa_G76590.h1.t1
OG0004090	CARHR090300	Aa_G443910.h1.t1
OG0004091	CARHR091130	Aa_G242030.h1.t1
OG0004092	CARHR092380	Aa_G71180.h1.t1
OG0004093	CARHR093290, CARHR292250	Aa_G501320.h1.t1
OG0004094	CARHR095270	Aa_G164610.h1.t1
OG0004095	CARHR056790, CARHR182700, CARHR287810	Aa_G311470.h1.t1
OG0004097	CARHR262660, CARHR017530	Aa_G169360.h1.t1
OG0004099	CARHR099350	Aa_G71980.h1.t1
OG0004100	CARHR098730	Aa_G413620.h1.t1
OG0004101	CARHR098700	Aa_G413630.h1.t1
OG0004102	CARHR097460, CARHR097450	Aa_G388630.h1.t1
OG0004103	CARHR237920	Aa_G506650.h1.t1
OG0004104	CARHR287960, CARHR050710	Aa_G500500.h1.t1
OG0004105	CARHR185420	Aa_G90330.h1.t1
OG0004106	CARHR248370	Aa_G242240.h1.t1
OG0004106	CARHR000780	Aa_G105730.h1.t1
OG0004107	CARHR001070	Aa_G105920.h1.t1
OG0004108	CARHR003420	Aa_G400370.h1.t1, Aa_G303920.h1.t1
OG0004109	CARHR005880	Aa_G22940.h1.t1
OG0004110	CARHR007620	Aa_G638130.h1.t1
OG0004111	CARHR284470	Aa_G19290.h1.t1
OG0004112	CARHR252500	Aa_G63560.h1.t1
OG0004113	CARHR011270	Aa_G457680.h1.t1
OG0004114	CARHR048700	Aa_G487440.h1.t1
OG0004114	CARHR012760	Aa_G10830.h1.t1
OG0004115	CARHR015280	Aa_G676330.h1.t1, Aa_G606460.h1.t1
OG0004116	CARHR018480	Aa_G139710.h1.t1, Aa_G535570.h1.t1, Aa_G535590.h1.t1, Aa_G535600.h1.t1
OG0004117	CARHR180060	Aa_G559160.h1.t1
OG0004118	CARHR064990	Aa_G383780.h1.t1, Aa_G642360.h4.t1, Aa_G642360.h3.t1, Aa_G642360.h2.t1, Aa_G642360.h1.t1, Aa_G629590.h1.t1
OG0004119	CARHR259040	Aa_G898440.h1.t1, Aa_G693630.h1.t1, Aa_G1051480.h1.t1
OG0004120	CARHR291230	Aa_G319520.h1.t1
OG0004121	CARHR063390	Aa_G189600.h1.t1
OG0004122	CARHR013020, CARHR048400	Aa_G433390.h1.t1
OG0004123	CARHR143760, CARHR148990	Aa_G251370.h1.t1
OG0004124	CARHR047720, CARHR046670	Aa_G135650.h1.t1
OG0004125	CARHR252140	Aa_G42010.h1.t1
OG0004126	CARHR178490	Aa_G655010.h1.t1
OG0004128	CARHR252510	Aa_G137360.h1.t1
OG0004129	CARHR037830	Aa_G57620.h1.t1
OG0004130	CARHR245870	Aa_G153310.h1.t1
OG0004131	CARHR244650	Aa_G179390.h1.t1
OG0004132	CARHR244280	Aa_G514720.h1.t1
OG0004133	CARHR241860	Aa_G214590.h1.t1
OG0004134	CARHR099840	Aa_G179080.h1.t1, Aa_G179110.h1.t1
OG0004135	CARHR100060	Aa_G358550.h1.t1
OG0004136	CARHR248750	Aa_G237390.h1.t1
OG0004137	CARHR265770	Aa_G116570.h1.t1
OG0004141	CARHR055730	Aa_G256320.h1.t1, Aa_G256320.h2.t1
OG0004144	CARHR103700	Aa_G204490.h1.t1
OG0004146	CARHR122090	Aa_G485650.h1.t1
OG0004147	CARHR267110	Aa_G98200.h1.t1
OG0004148	CARHR143820	Aa_G251430.h1.t1
OG0004149	CARHR149400	Aa_G34190.h1.t1
OG0004152	CARHR259650	Aa_G97440.h1.t1
OG0004153	CARHR234960	Aa_G107310.h1.t1
OG0004156	CARHR080600	Aa_G163130.h1.t1
OG0004157	CARHR128930	Aa_G496490.h1.t1
OG0004158	CARHR152820	Aa_G442300.h1.t1, Aa_G73730.h1.t1, Aa_G619390.h1.t1, Aa_G637490.h1.t1, Aa_G453500.h1.t1, Aa_G224580.h1.t1, Aa_G300920.h1.t1, Aa_G637500.h1.t1, Aa_G727900.h1.t1, Aa_G949370.h1.t1
OG0004165	CARHR184610	Aa_G489440.h1.t1
OG0004166	CARHR238420	Aa_G603250.h1.t1
OG0004167	CARHR238460	Aa_G607110.h1.t1
OG0004168	CARHR043640, CARHR277040	Aa_G325770.h1.t1
OG0004169	CARHR195860	Aa_G264810.h1.t1
OG0004170	CARHR196320	Aa_G162300.h1.t1
OG0004173	CARHR197310	Aa_G379120.h1.t1
OG0004174	CARHR198150	Aa_G240270.h1.t1
OG0004175	CARHR198210	Aa_G304380.h1.t1
OG0004177	CARHR023990	Aa_G62250.h1.t1
OG0004178	CARHR199350	Aa_G354710.h1.t1
OG0004181	CARHR152260	Aa_G247580.h1.t1
OG0004182	CARHR188430	Aa_G398150.h1.t1
OG0004183	CARHR204040	Aa_G130550.h1.t1
OG0004184	CARHR204600	Aa_G210700.h1.t1
OG0004185	CARHR204670	Aa_G210620.h1.t1
OG0004186	CARHR232270	Aa_G130100.h1.t1
OG0004187	CARHR264560	Aa_G535750.h1.t1, Aa_G703860.h1.t1
OG0004188	CARHR119280	Aa_G90680.h1.t1, Aa_G512720.h1.t1
OG0004189	CARHR119770	Aa_G272250.h1.t1, Aa_G180170.h1.t1
OG0004190	CARHR120140	Aa_G455030.h1.t1
OG0004191	CARHR121430	Aa_G1029590.h2.t1, Aa_G1029590.h1.t1, Aa_G988780.h1.t1, Aa_G988780.h2.t1
OG0004192	CARHR123680	Aa_G648850.h1.t1
OG0004193	CARHR289390, CARHR123770	Aa_G120490.h1.t1
OG0004194	CARHR123950	Aa_G159310.h1.t1
OG0004195	CARHR124830	Aa_G343130.h1.t1
OG0004196	CARHR038600, CARHR038340, CARHR038580	Aa_G94180.h1.t1, Aa_G353550.h1.t1
OG0004196	CARHR038720, CARHR289200	Aa_G566890.h1.t1, Aa_G237920.h1.t1, Aa_G31300.h1.t1
OG0004197	CARHR125550, CARHR125360	Aa_G637630.h1.t1, Aa_G154760.h1.t1
OG0004198	CARHR125980	Aa_G700840.h1.t1
OG0004199	CARHR181810	Aa_G39620.h1.t1
OG0004199	CARHR037430	Aa_G29470.h1.t1
OG0004200	CARHR288460, CARHR036620	Aa_G171160.h1.t1
OG0004201	CARHR036760, CARHR036750	Aa_G171120.h1.t1
OG0004202	CARHR027730	Aa_G329810.h1.t1
OG0004203	CARHR128220, CARHR028450	Aa_G366290.h1.t1
OG0004204	CARHR028990, CARHR028970, CARHR029000	Aa_G108460.h1.t1
OG0004205	CARHR128490, CARHR029550	Aa_G248950.h1.t1
OG0004206	CARHR029660	Aa_G416990.h1.t1
OG0004207	CARHR029870	Aa_G138700.h1.t1
OG0004208	CARHR030030	Aa_G138830.h1.t1
OG0004209	CARHR030310, CARHR030320	Aa_G476250.h1.t1, Aa_G791510.h1.t1
OG0004210	CARHR031410	Aa_G302490.h1.t1
OG0004211	CARHR145350	Aa_G146370.h1.t1, Aa_G146380.h1.t1
OG0004214	CARHR280590	Aa_G482360.h1.t1
OG0004215	CARHR279960, CARHR158900	Aa_G23490.h1.t1
OG0004217	CARHR277390	Aa_G75090.h1.t1
OG0004218	CARHR276630	Aa_G406180.h1.t1
OG0004220	CARHR275090	Aa_G448790.h1.t1
OG0004221	CARHR274570	Aa_G693340.h1.t1
OG0004222	CARHR223120	Aa_G49230.h1.t1
OG0004225	CARHR188530	Aa_G168990.h1.t1
OG0004225	CARHR188540	Aa_G169000.h1.t1
OG0004226	CARHR193070	Aa_G478040.h1.t1
OG0004227	CARHR192130	Aa_G15380.h1.t1
OG0004228	CARHR191290	Aa_G8660.h1.t1
OG0004229	CARHR285570	Aa_G297090.h1.t1
OG0004230	CARHR285220	Aa_G814940.h1.t1, Aa_G814940.h2.t1, Aa_G814940.h3.t1, Aa_G345600.h1.t1
OG0004232	CARHR270530	Aa_G21990.h1.t1
OG0004233	CARHR222380, CARHR230010	Aa_G20050.h1.t1
OG0004234	CARHR269180	Aa_G470070.h1.t1, Aa_G571580.h1.t1
OG0004235	CARHR158680	Aa_G62550.h1.t1
OG0004236	CARHR268120	Aa_G439450.h1.t1
OG0004237	CARHR250570	Aa_G99690.h1.t1
OG0004238	CARHR251050	Aa_G188780.h1.t1
OG0004240	CARHR084820	Aa_G338680.h1.t1
OG0004241	CARHR209160	Aa_G140790.h1.t1
OG0004242	CARHR210430	Aa_G260830.h1.t1
OG0004243	CARHR211980	Aa_G170940.h1.t1, Aa_G626130.h1.t1
OG0004246	CARHR073760	Aa_G21670.h1.t1
OG0004247	CARHR073070	Aa_G145320.h1.t1, Aa_G145330.h1.t1, Aa_G145310.h1.t1
OG0004248	CARHR017410	Aa_G457910.h1.t1
OG0004249	CARHR071210	Aa_G121510.h1.t1
OG0004251	CARHR045640	Aa_G108980.h1.t1
OG0004252	CARHR026140	Aa_G636970.h1.t1
OG0004253	CARHR043440	Aa_G675000.h1.t1
OG0004254	CARHR219070	Aa_G66620.h1.t1, Aa_G326530.h1.t1
OG0004255	CARHR139840, CARHR107290, CARHR119960	Aa_G265090.h1.t1
OG0004256	CARHR065870, CARHR065840	Aa_G10220.h1.t1
OG0004257	CARHR024370	Aa_G314040.h1.t1, Aa_G274030.h1.t1
OG0004259	CARHR292510	Aa_G185320.h1.t1
OG0004260	CARHR257420	Aa_G124280.h1.t1
OG0004261	CARHR149180	Aa_G264240.h1.t1
OG0004262	CARHR147060	Aa_G83340.h1.t1
OG0004263	CARHR025060	Aa_G632480.h1.t1
OG0004263	CARHR062650	Aa_G133870.h1.t1
OG0004264	CARHR062300	Aa_G468530.h1.t1, Aa_G553990.h1.t1
OG0004265	CARHR175560	Aa_G58310.h1.t1
OG0004266	CARHR175920	Aa_G590350.h1.t1
OG0004268	CARHR177070, CARHR177270, CARHR177260	Aa_G366870.h1.t1
OG0004269	CARHR050650	Aa_G768420.h1.t1, Aa_G428290.h1.t1, Aa_G234340.h1.t1
OG0004270	CARHR291270, CARHR291300	Aa_G319550.h1.t1
OG0004271	CARHR041430	Aa_G582060.h1.t1
OG0004272	CARHR041950	Aa_G166380.h1.t1
OG0004272	CARHR109280	Aa_G230500.h1.t1
OG0004273	CARHR042430	Aa_G256040.h1.t1
OG0004274	CARHR225410	Aa_G345160.h1.t1
OG0004275	CARHR225380	Aa_G339950.h1.t1
OG0004276	CARHR214310	Aa_G431360.h1.t1
OG0004277	CARHR224050	Aa_G697070.h1.t1
OG0004278	CARHR160720	Aa_G326310.h1.t1
OG0004279	CARHR231080	Aa_G222130.h1.t1
OG0004280	CARHR230780	Aa_G537930.h1.t1
OG0004281	CARHR264390	Aa_G101920.h1.t1
OG0004283	CARHR129100	Aa_G264070.h1.t1
OG0004284	CARHR229620	Aa_G292470.h1.t1
OG0004285	CARHR226810, CARHR140040	Aa_G204040.h1.t1
OG0004286	CARHR227440	Aa_G580370.h1.t1
OG0004287	CARHR227700	Aa_G586770.h1.t1
OG0004288	CARHR223490	Aa_G295960.h1.t1
OG0004289	CARHR199040, CARHR266370, CARHR105740, CARHR075180	Aa_G52650.h1.t1
OG0004290	CARHR187390	Aa_G272950.h1.t1
OG0004291	CARHR173300	Aa_G163570.h1.t1
OG0004292	CARHR107270	Aa_G16850.h1.t1
OG0004293	CARHR257760, CARHR171420	Aa_G57940.h1.t1
OG0004295	CARHR169000	Aa_G114080.h1.t1
OG0004296	CARHR168610, CARHR168250	Aa_G677310.h1.t1
OG0004297	CARHR168560	Aa_G98490.h1.t1
OG0004297	CARHR168550	Aa_G98500.h1.t1
OG0004299	CARHR167060	Aa_G483500.h1.t1
OG0004300	CARHR166730	Aa_G774480.h1.t1
OG0004301	CARHR166440	Aa_G467650.h1.t1, Aa_G467670.h1.t1, Aa_G467630.h1.t1
OG0004302	CARHR165020	Aa_G650990.h1.t1
OG0004303	CARHR266530	Aa_G505380.h1.t1
OG0004304	CARHR100390	Aa_G26850.h1.t1
OG0004305	CARHR108430	Aa_G197460.h1.t1
OG0004306	CARHR108640	Aa_G606690.h1.t1
OG0004307	CARHR109170, CARHR106980	Aa_G92110.h1.t1, Aa_G426680.h1.t1
OG0004308	CARHR109920	Aa_G143470.h1.t1
OG0004310	CARHR136280	Aa_G88450.h1.t1
OG0004311	CARHR136000	Aa_G144150.h1.t1
OG0004312	CARHR135840	Aa_G281250.h1.t1
OG0004313	CARHR135100	Aa_G224180.h1.t1
OG0004314	CARHR133950	Aa_G202490.h1.t1
OG0004316	CARHR131980	Aa_G197180.h1.t1
OG0004317	CARHR254190	Aa_G35160.h1.t1
OG0004318	CARHR114630	Aa_G11860.h1.t1
OG0004319	CARHR026300	Aa_G233450.h1.t1
OG0004320	CARHR115370, CARHR003790	Aa_G38760.h1.t1
OG0004322	CARHR186930	Aa_G40950.h1.t1
OG0004323	CARHR186300	Aa_G159560.h1.t1
OG0004324	CARHR186240	Aa_G26040.h1.t1
OG0004325	CARHR186190	Aa_G26100.h1.t1
OG0004326	CARHR142410	Aa_G593430.h1.t1
OG0004327	CARHR142400	Aa_G593440.h1.t1
OG0004328	CARHR141850, CARHR193560, CARHR195690	Aa_G196980.h1.t1
OG0004329	CARHR141640	Aa_G196810.h1.t1
OG0004330	CARHR025440	Aa_G381060.h1.t1
OG0004331	CARHR099560, CARHR097240	Aa_G434050.h1.t1
OG0004332	CARHR140920	Aa_G15930.h1.t1
OG0004334	CARHR138210	Aa_G401530.h1.t1
OG0004335	CARHR138160, CARHR169410	Aa_G401580.h1.t1
OG0004336	CARHR137940	Aa_G200010.h1.t1
OG0004337	CARHR174180	Aa_G352380.h1.t1
OG0004338	CARHR174260	Aa_G712430.h1.t1
OG0004339	CARHR174340	Aa_G213930.h1.t1
OG0004340	CARHR080250	Aa_G269280.h1.t1
OG0004341	CARHR164130	Aa_G277090.h1.t1
OG0004342	CARHR081270	Aa_G47240.h1.t1
OG0004343	CARHR081380	Aa_G47130.h1.t1
OG0004344	CARHR082620	Aa_G258570.h1.t1
OG0004345	CARHR084550	Aa_G569360.h1.t1
OG0004346	CARHR085790	Aa_G195530.h1.t1
OG0004347	CARHR086390, CARHR086400	Aa_G5590.h1.t1
OG0004348	CARHR086590	Aa_G5370.h1.t1
OG0004349	CARHR087110	Aa_G40260.h1.t1
OG0004350	CARHR087710	Aa_G716800.h1.t1
OG0004351	CARHR088110	Aa_G176110.h1.t1
OG0004352	CARHR088580	Aa_G614360.h1.t1
OG0004353	CARHR088940	Aa_G974250.h1.t1, Aa_G237580.h1.t1
OG0004354	CARHR089080	Aa_G483840.h1.t1
OG0004355	CARHR089790	Aa_G1490.h1.t1
OG0004356	CARHR090390	Aa_G234950.h1.t1
OG0004357	CARHR090430	Aa_G235000.h1.t1
OG0004358	CARHR090470	Aa_G235040.h1.t1
OG0004359	CARHR091120	Aa_G242040.h1.t1
OG0004360	CARHR111380, CARHR111360	Aa_G627400.h1.t1
OG0004361	CARHR092370	Aa_G71170.h1.t1
OG0004362	CARHR094070	Aa_G522270.h1.t1
OG0004363	CARHR094420	Aa_G108130.h1.t1
OG0004364	CARHR095030	Aa_G164420.h1.t1
OG0004365	CARHR095810, CARHR095800, CARHR095820	Aa_G152550.h1.t1
OG0004366	CARHR096200	Aa_G250530.h1.t1
OG0004367	CARHR096780	Aa_G136640.h1.t1
OG0004368	CARHR096940	Aa_G161980.h1.t1
OG0004369	CARHR097150	Aa_G497620.h1.t1, Aa_G497630.h1.t1
OG0004370	CARHR215080	Aa_G505920.h1.t1
OG0004371	CARHR057570	Aa_G359620.h1.t1
OG0004373	CARHR099760	Aa_G178970.h1.t1
OG0004374	CARHR099200	Aa_G252860.h1.t1
OG0004375	CARHR098270	Aa_G326730.h1.t1
OG0004376	CARHR097820	Aa_G455800.h1.t1
OG0004377	CARHR097660	Aa_G171650.h1.t1
OG0004378	CARHR097640	Aa_G171660.h1.t1
OG0004380	CARHR216460	Aa_G65080.h1.t1
OG0004380	CARHR056920	Aa_G474660.h1.t1
OG0004382	CARHR161270, CARHR159560, CARHR054620, CARHR159570	Aa_G178610.h1.t1
OG0004383	CARHR161140	Aa_G122900.h1.t1
OG0004384	CARHR001830, CARHR001610	Aa_G325280.h1.t1
OG0004385	CARHR002850	Aa_G134930.h1.t1
OG0004388	CARHR007700	Aa_G481490.h1.t1
OG0004389	CARHR165900, CARHR009110	Aa_G19120.h1.t1
OG0004390	CARHR222090, CARHR009450	Aa_G194070.h1.t1
OG0004391	CARHR009720	Aa_G160880.h1.t1
OG0004392	CARHR012210	Aa_G77460.h1.t1
OG0004393	CARHR012830	Aa_G10760.h1.t1, Aa_G10740.h1.t1, Aa_G10730.h1.t1
OG0004394	CARHR012880	Aa_G319730.h1.t1
OG0004395	CARHR013050	Aa_G291940.h1.t1, Aa_G291940.h2.t1
OG0004396	CARHR017040	Aa_G103890.h1.t1
OG0004397	CARHR021840	Aa_G215600.h1.t1, Aa_G374410.h1.t1
OG0004398	CARHR022450	Aa_G166150.h1.t1
OG0004399	CARHR023010	Aa_G372750.h1.t1
OG0004400	CARHR291080	Aa_G149370.h1.t1
OG0004401	CARHR063380	Aa_G189590.h1.t1
OG0004403	CARHR048260	Aa_G72420.h1.t1
OG0004404	CARHR289790, CARHR289800	Aa_G667120.h1.t1, Aa_G230000.h1.t1
OG0004405	CARHR212510	Aa_G488460.h1.t1
OG0004406	CARHR178710	Aa_G103120.h1.t1
OG0004408	CARHR113520	Aa_G91680.h1.t1
OG0004408	CARHR246800	Aa_G702340.h1.t1
OG0004409	CARHR245260	Aa_G363180.h1.t1
OG0004410	CARHR243500	Aa_G395530.h1.t1
OG0004411	CARHR241240	Aa_G288310.h1.t1
OG0004412	CARHR248310	Aa_G242320.h1.t1
OG0004413	CARHR241750	Aa_G258370.h1.t1
OG0004414	CARHR241970	Aa_G434210.h1.t1
OG0004415	CARHR242110	Aa_G616700.h1.t1
OG0004416	CARHR239930	Aa_G324910.h1.t1
OG0004417	CARHR239490	Aa_G241480.h1.t1, Aa_G241460.h1.t1
OG0004419	CARHR000110	Aa_G388020.h1.t1
OG0004419	CARHR099600	Aa_G388010.h1.t1
OG0004420	CARHR286270	Aa_G397300.h1.t1
OG0004421	CARHR249410	Aa_G67780.h1.t1
OG0004422	CARHR249370	Aa_G67830.h1.t1
OG0004423	CARHR236030	Aa_G18400.h1.t1
OG0004427	CARHR038650, CARHR038660	Aa_G728610.h1.t1
OG0004428	CARHR040150	Aa_G181030.h1.t1
OG0004429	CARHR220860, CARHR043050	Aa_G408690.h1.t1
OG0004434	CARHR256930, CARHR256920	Aa_G133090.h1.t1, Aa_G571280.h1.t1
OG0004436	CARHR185940	Aa_G251060.h1.t1
OG0004438	CARHR101040, CARHR219910	Aa_G15200.h1.t1
OG0004440	CARHR072570	Aa_G293110.h1.t1
OG0004440	CARHR072560	Aa_G293090.h1.t1, Aa_G293100.h1.t1
OG0004451	CARHR230120	Aa_G360270.h1.t1
OG0004453	CARHR133690	Aa_G216890.h1.t1
OG0004454	CARHR174070	Aa_G179030.h1.t1, Aa_G712200.h1.t1
OG0004455	CARHR144840	Aa_G323280.h1.t1
OG0004456	CARHR194960	Aa_G396220.h1.t1
OG0004457	CARHR004000	Aa_G38980.h1.t1
OG0004458	CARHR196330	Aa_G162320.h1.t1
OG0004459	CARHR291550	Aa_G273100.h1.t1
OG0004460	CARHR197040	Aa_G96820.h1.t1
OG0004462	CARHR198200	Aa_G304410.h1.t1
OG0004463	CARHR198530	Aa_G7960.h1.t1, Aa_G561670.h1.t1
OG0004464	CARHR106940	Aa_G323500.h1.t1
OG0004465	CARHR199690	Aa_G209540.h1.t1
OG0004466	CARHR199980	Aa_G19740.h1.t1
OG0004467	CARHR102450	Aa_G458860.h1.t1
OG0004468	CARHR200340	Aa_G385360.h1.t1
OG0004469	CARHR200500	Aa_G155160.h1.t1
OG0004470	CARHR200700	Aa_G138300.h1.t1
OG0004471	CARHR201080	Aa_G233090.h1.t1
OG0004472	CARHR201350	Aa_G267690.h1.t1
OG0004473	CARHR149000, CARHR202190	Aa_G70580.h1.t1, Aa_G259200.h1.t1, Aa_G259220.h1.t1
OG0004475	CARHR202530	Aa_G312630.h1.t1, Aa_G168670.h1.t1
OG0004476	CARHR202780	Aa_G98260.h1.t1
OG0004477	CARHR203390	Aa_G195910.h1.t1
OG0004478	CARHR204220	Aa_G130400.h1.t1
OG0004479	CARHR205100	Aa_G392840.h1.t1
OG0004480	CARHR251560	Aa_G187630.h1.t1
OG0004481	CARHR152490	Aa_G187730.h1.t1
OG0004482	CARHR232480	Aa_G353720.h1.t1
OG0004483	CARHR232160	Aa_G130140.h1.t1
OG0004484	CARHR120020	Aa_G633830.h1.t1
OG0004485	CARHR120720	Aa_G277900.h1.t1, Aa_G277900.h2.t1
OG0004486	CARHR121010, CARHR121040, CARHR121030	Aa_G422110.h1.t1
OG0004487	CARHR122930	Aa_G199790.h1.t1, Aa_G880.h1.t1
OG0004488	CARHR123050	Aa_G391910.h1.t1
OG0004489	CARHR123220	Aa_G330010.h1.t1
OG0004490	CARHR123620	Aa_G119400.h1.t1
OG0004491	CARHR123870	Aa_G645450.h1.t1
OG0004492	CARHR123910	Aa_G552360.h1.t1
OG0004493	CARHR125150	Aa_G584280.h1.t1
OG0004494	CARHR126500	Aa_G346440.h1.t1
OG0004495	CARHR126660	Aa_G257870.h1.t1
OG0004496	CARHR126960, CARHR126980	Aa_G183760.h1.t1
OG0004497	CARHR127380	Aa_G208680.h1.t1
OG0004498	CARHR127450	Aa_G208590.h1.t1
OG0004499	CARHR180160, CARHR180140	Aa_G519820.h1.t1
OG0004500	CARHR179960	Aa_G203790.h1.t1
OG0004502	CARHR233180	Aa_G29570.h1.t1
OG0004503	CARHR036280, CARHR036330	Aa_G128460.h1.t1
OG0004504	CARHR027380	Aa_G130680.h1.t1
OG0004505	CARHR027600	Aa_G48110.h1.t1
OG0004507	CARHR027750	Aa_G329830.h1.t1
OG0004508	CARHR027980	Aa_G498730.h1.t1
OG0004509	CARHR028290	Aa_G456680.h1.t1
OG0004510	CARHR028720	Aa_G223760.h1.t1
OG0004511	CARHR028960	Aa_G108480.h1.t1
OG0004512	CARHR029140	Aa_G108320.h1.t1
OG0004513	CARHR029600	Aa_G657770.h1.t1
OG0004514	CARHR140120	Aa_G378320.h1.t1, Aa_G245080.h1.t1
OG0004515	CARHR029300	Aa_G538660.h1.t1
OG0004516	CARHR030170	Aa_G279770.h1.t1
OG0004517	CARHR030740	Aa_G299270.h1.t1
OG0004518	CARHR145150	Aa_G344880.h1.t1
OG0004519	CARHR145460	Aa_G171920.h1.t1
OG0004520	CARHR146010	Aa_G281880.h1.t1
OG0004521	CARHR280770	Aa_G180810.h1.t1
OG0004522	CARHR279460	Aa_G527010.h1.t1
OG0004523	CARHR278590, CARHR287460	Aa_G21070.h1.t1
OG0004525	CARHR277950	Aa_G268280.h1.t1
OG0004526	CARHR098770, CARHR277640	Aa_G102450.h1.t1
OG0004527	CARHR276980	Aa_G320880.h1.t1, Aa_G320870.h1.t1
OG0004528	CARHR276220	Aa_G13500.h1.t1
OG0004529	CARHR275970	Aa_G131030.h1.t1, Aa_G131020.h1.t1
OG0004530	CARHR275180	Aa_G606850.h1.t1
OG0004531	CARHR190280	Aa_G104890.h1.t1
OG0004532	CARHR145710	Aa_G480350.h1.t1
OG0004533	CARHR188030	Aa_G517860.h1.t1
OG0004534	CARHR187720, CARHR187730	Aa_G539240.h1.t1
OG0004535	CARHR187700, CARHR187710	Aa_G539250.h1.t1
OG0004536	CARHR187160	Aa_G112860.h1.t1
OG0004537	CARHR216480	Aa_G463760.h1.t1, Aa_G463790.h1.t1
OG0004538	CARHR192630	Aa_G68140.h1.t1
OG0004539	CARHR192170	Aa_G15420.h1.t1
OG0004540	CARHR191970	Aa_G501630.h1.t1
OG0004541	CARHR191960	Aa_G672110.h1.t1
OG0004542	CARHR191870	Aa_G404800.h1.t1
OG0004543	CARHR191740	Aa_G444260.h1.t1
OG0004544	CARHR191550	Aa_G8920.h1.t1
OG0004545	CARHR191240	Aa_G459190.h1.t1
OG0004546	CARHR190850	Aa_G173810.h1.t1
OG0004547	CARHR273760	Aa_G234670.h1.t1
OG0004548	CARHR273390	Aa_G33760.h1.t1
OG0004549	CARHR285710	Aa_G27940.h1.t1
OG0004550	CARHR285590	Aa_G297120.h1.t1
OG0004551	CARHR099100, CARHR272520	Aa_G147850.h1.t1
OG0004552	CARHR272140	Aa_G344290.h1.t1
OG0004553	CARHR009740	Aa_G460500.h1.t1, Aa_G160870.h1.t1
OG0004554	CARHR271870	Aa_G31590.h1.t1
OG0004555	CARHR271780	Aa_G482040.h1.t1, Aa_G182560.h1.t1
OG0004556	CARHR226520	Aa_G148220.h1.t1
OG0004557	CARHR270600	Aa_G629700.h1.t1
OG0004558	CARHR270340, CARHR270350	Aa_G22090.h1.t1
OG0004559	CARHR004660	Aa_G235390.h1.t1
OG0004560	CARHR269600	Aa_G216650.h1.t1
OG0004562	CARHR268040	Aa_G439470.h1.t1
OG0004563	CARHR158360	Aa_G97800.h1.t1, Aa_G355450.h1.t1, Aa_G102530.h1.t1
OG0004564	CARHR181380, CARHR218460, CARHR158090	Aa_G102550.h1.t1
OG0004565	CARHR205890	Aa_G365250.h1.t1, Aa_G564930.h1.t1, Aa_G564940.h1.t1
