Orthogroup	Cardamine_hirsuta	Alyssum_gmelinii
OG0003299	CARHR009940	Ag090G5452900, Ag033G3649400
OG0003300	CARHR284880, CARHR040310	Ag028G3081100, Ag026G2981300
OG0003301	CARHR281670	Ag031G3166100
OG0003301	CARHR160970	Ag017G2432500
OG0003302	CARHR141460	Ag003G0310200
OG0003303	CARHR133290	Ag039G4274100
OG0003303	CARHR164080	Ag031G3374500
OG0003304	CARHR234860	Ag031G3402800
OG0003305	CARHR218290	Ag029G3106300
OG0003306	CARHR102050	Ag029G3108600
OG0003307	CARHR060430	Ag067G5193600
OG0003308	CARHR109330	Ag042G4399800, Ag068G5215700
OG0003309	CARHR088390	Ag014G1972000, Ag014G1966000, Ag039G4319900
OG0003310	CARHR036040	Ag015G2244500
OG0003311	CARHR142630	Ag003G0292600
OG0003312	CARHR139440	Ag003G0345500
OG0003313	CARHR242940	Ag037G4133200, Ag011G1149300
OG0003314	CARHR079420, CARHR185710	Ag014G1829200
OG0003315	CARHR187050, CARHR080450	Ag014G1847100
OG0003316	CARHR194020	Ag060G4998900
OG0003317	CARHR081830	Ag014G1866600
OG0003318	CARHR090330	Ag014G2009700
OG0003319	CARHR092090	Ag014G2042200
OG0003321	CARHR236100	Ag287G5488500
OG0003322	CARHR264020	Ag061G5029200
OG0003323	CARHR098150	Ag027G3043000
OG0003324	CARHR238070	Ag068G5222700
OG0003325	CARHR182030	Ag043G4444400
OG0003326	CARHR161400	Ag017G2424400
OG0003327	CARHR249030	Ag019G2525200
OG0003328	CARHR001110	Ag034G3661000
OG0003330	CARHR007020	Ag034G3739700
OG0003331	CARHR214520	Ag034G3760000
OG0003332	CARHR014850	Ag034G3862900
OG0003333	CARHR016380	Ag034G3892800
OG0003334	CARHR019910	Ag034G3961900
OG0003335	CARHR020900	Ag034G3980900
OG0003336	CARHR023230	Ag034G4030400
OG0003336	CARHR064650	Ag034G4046400
OG0003337	CARHR063990	Ag034G4056500
OG0003338	CARHR063160	Ag034G4071700
OG0003339	CARHR281100	Ag002G0165900
OG0003340	CARHR173910	Ag016G2330900
OG0003341	CARHR178310, CARHR178300	Ag016G2347500
OG0003342	CARHR215890	Ag016G2382100
OG0003343	CARHR237300	Ag065G5121000
OG0003344	CARHR113770, CARHR113800, CARHR113790, CARHR113780	Ag025G2944300
OG0003345	CARHR183180	Ag011G1057700
OG0003346	CARHR282350	Ag011G1067900
OG0003347	CARHR243940	Ag011G1121300
OG0003348	CARHR243920, CARHR193120	Ag011G1122100, Ag011G1122200
OG0003349	CARHR242630	Ag011G1162200, Ag011G1161600
OG0003350	CARHR240230	Ag011G1171500
OG0003351	CARHR064940	Ag018G2447700
OG0003352	CARHR000800	Ag019G2526600
OG0003372	CARHR156710	Ag055G4924600
OG0003372	CARHR276610	Ag004G0478200
OG0003373	CARHR027460	Ag013G1714500, Ag005G0786700
OG0003374	CARHR032160	Ag050G4744300, Ag050G4744500, Ag050G4743900, Ag050G4744000, Ag033G3570500, Ag002G0184400, Ag033G3491700, Ag077G5320400, Ag013G1343500, Ag011G1258700, Ag024G2856700, Ag024G2857000, Ag002G0094200
OG0003375	CARHR257230, CARHR257250	Ag014G2135700, Ag066G5143600
OG0003376	CARHR103470	Ag029G3119900, Ag013G1365400, Ag039G4332700
OG0003377	CARHR196900, CARHR196920, CARHR062790, CARHR196930, CARHR196950, CARHR289010	Ag013G1390700, Ag013G1391400
OG0003378	CARHR197080	Ag013G1393600
OG0003379	CARHR213050, CARHR213040	Ag013G1410900, Ag075G5296300
OG0003383	CARHR202570	Ag013G1518700
OG0003384	CARHR245990	Ag011G1075000, Ag013G1538700
OG0003385	CARHR067100	Ag078G5364800
OG0003385	CARHR205000	Ag013G1559900
OG0003386	CARHR205410	Ag013G1566400
OG0003387	CARHR232340	Ag013G1580000
OG0003389	CARHR126420	Ag013G1586900
OG0003390	CARHR006690, CARHR123520	Ag013G1631800
OG0003392	CARHR179150	Ag013G1687600, Ag013G1687700
OG0003393	CARHR030100	Ag013G1747600
OG0003394	CARHR030110	Ag013G1747700
OG0003395	CARHR279860	Ag004G0430300
OG0003395	CARHR158850	Ag049G4729400
OG0003396	CARHR278620	Ag004G0449900
OG0003397	CARHR241680	Ag011G1203000, Ag004G0454200
OG0003398	CARHR277020	Ag011G1228500, Ag011G1229300, Ag011G1228800, Ag039G4185300, Ag004G0472100, Ag006G0840400, Ag011G1229100, Ag011G1228900, Ag011G1229000, Ag011G1229200, Ag011G1228400, Ag011G1228700
OG0003399	CARHR276760	Ag004G0476100, Ag002G0243800
OG0003400	CARHR276670	Ag004G0477100
OG0003401	CARHR189580	Ag004G0522900, Ag004G0522700, Ag004G0522600
OG0003402	CARHR191930	Ag004G0579200, Ag014G2149600, Ag075G5286300, Ag022G2666000
OG0003405	CARHR270370, CARHR000660	Ag004G0710900
OG0003406	CARHR037090, CARHR039020	Ag014G2071800, Ag034G3987000, Ag004G0746800
OG0003408	CARHR208320	Ag022G2723900
OG0003409	CARHR209780	Ag011G1173500, Ag022G2752200
OG0003410	CARHR211240	Ag022G2778500
OG0003411	CARHR083200	Ag014G1885400
OG0003412	CARHR083160	Ag014G1885000
OG0003412	CARHR212130	Ag022G2794500
OG0003414	CARHR017240	Ag034G3906200
OG0003415	CARHR112440, CARHR106820, CARHR247590, CARHR106830	Ag034G3928900, Ag048G4627100, Ag011G1042400
OG0003416	CARHR070070, CARHR070080	Ag048G4659500
OG0003417	CARHR087970	Ag032G3428900
OG0003418	CARHR043950	Ag032G3460600
OG0003419	CARHR043660	Ag032G3468100
OG0003421	CARHR099650	Ag007G0892600, Ag007G0892700
OG0003422	CARHR292870	Ag007G0930200
OG0003422	CARHR245650	Ag011G1080900
OG0003424	CARHR292470	Ag012G1291000
OG0003425	CARHR025220	Ag057G4964200
OG0003426	CARHR175600, CARHR225160	Ag058G4985200, Ag006G0798200
OG0003427	CARHR041920	Ag001G0064600
OG0003428	CARHR041930	Ag001G0064700
OG0003429	CARHR043130	Ag001G0088100
OG0003430	CARHR262560	Ag061G5020700, Ag023G2820500
OG0003431	CARHR225550, CARHR225540	Ag050G4765800
OG0003432	CARHR162450	Ag031G3416300
OG0003433	CARHR160250	Ag008G0946700
OG0003434	CARHR264100	Ag051G4817300
OG0003435	CARHR256790, CARHR256780	Ag051G4835500
OG0003437	CARHR158190	Ag033G3553200, Ag033G3552000, Ag033G3554700, Ag033G3554400
OG0003438	CARHR227270	Ag033G3582600
OG0003440	CARHR228660	Ag033G3625100
OG0003441	CARHR033890	Ag039G4241800, Ag014G1969400, Ag031G3147200
OG0003442	CARHR139740	Ag031G3227300
OG0003443	CARHR169060	Ag031G3261000
OG0003444	CARHR136540	Ag003G0411300
OG0003445	CARHR167160, CARHR163700	Ag031G3306600, Ag031G3306700
OG0003446	CARHR135290	Ag031G3370700, Ag031G3371100, Ag031G3371200, Ag031G3370600, Ag031G3370900, Ag027G3019000, Ag039G4291900, Ag039G4201500, Ag039G4201700, Ag039G4212200, Ag039G4212300
OG0003447	CARHR103030	Ag029G3117200
OG0003448	CARHR100450	Ag095G5471100, Ag064G5114200
OG0003449	CARHR245030	Ag042G4392200, Ag011G1094700
OG0003450	CARHR053880, CARHR246670	Ag011G1062100
OG0003450	CARHR113600	Ag015G2192100
OG0003452	CARHR033540	Ag052G4865700, Ag015G2268500
OG0003453	CARHR142820	Ag003G0286200
OG0003454	CARHR142750	Ag003G0286800
OG0003455	CARHR141040	Ag003G0314600, Ag003G0314700
OG0003456	CARHR140000	Ag003G0334300
OG0003457	CARHR139120	Ag003G0350300
OG0003458	CARHR139100	Ag003G0350500, Ag003G0350600
OG0003459	CARHR194010	Ag060G4998800
OG0003460	CARHR080820, CARHR080810	Ag014G1852700, Ag014G1852800, Ag014G1853200
OG0003461	CARHR213130, CARHR176030, CARHR176040, CARHR213100, CARHR213110, CARHR213090, CARHR213140, CARHR081210	Ag014G1858700
OG0003462	CARHR083390, CARHR083530	Ag014G1887700
OG0003463	CARHR145210, CARHR086010	Ag014G1935100
OG0003464	CARHR086460, CARHR086470	Ag014G1941600
OG0003465	CARHR088310	Ag014G1969200
OG0003466	CARHR105710, CARHR088450	Ag014G1972800
OG0003467	CARHR090980	Ag014G2022100, Ag014G2022200
OG0003468	CARHR231770	Ag027G3039500
OG0003469	CARHR238770	Ag011G1270000, Ag068G5223400
OG0003470	CARHR008840	Ag034G3762300
OG0003471	CARHR007850, CARHR007840	Ag034G3750400, Ag034G3750300, Ag034G3750500
OG0003472	CARHR009490	Ag034G3773200, Ag034G3773400, Ag034G3773100
OG0003473	CARHR010070	Ag034G3779800
OG0003474	CARHR010310	Ag034G3783500
OG0003474	CARHR283810	Ag002G0251200
OG0003475	CARHR048710	Ag002G0166200
OG0003475	CARHR012750	Ag034G3824200
OG0003477	CARHR015140	Ag034G3867300
OG0003478	CARHR292010	Ag002G0239800
OG0003478	CARHR223680	Ag034G3881600
OG0003480	CARHR264880	Ag034G3934900
OG0003481	CARHR223760	Ag016G2334600
OG0003482	CARHR092300	Ag025G2912700
OG0003483	CARHR141560	Ag011G1087300, Ag025G2915000
OG0003485	CARHR245950	Ag011G1076100
OG0003485	CARHR245960	Ag011G1074700
OG0003486	CARHR244150	Ag011G1115600, Ag064G5105500
OG0003488	CARHR238840	Ag011G1268400
OG0003513	CARHR254120	Ag031G3383700, Ag013G1353600
OG0003514	CARHR196270	Ag013G1374800
OG0003515	CARHR197440	Ag013G1403500
OG0003516	CARHR201750	Ag013G1502500
OG0003516	CARHR201760	Ag004G0546300
OG0003517	CARHR204070	Ag013G1547300
OG0003519	CARHR275170	Ag004G0499100
OG0003520	CARHR205520	Ag013G1567500
OG0003521	CARHR119810	Ag013G1592900
OG0003522	CARHR120330	Ag013G1596800
OG0003522	CARHR120370, CARHR120340	Ag017G2419400, Ag013G1597000, Ag013G1596900
OG0003523	CARHR121270	Ag013G1604800, Ag013G1604700
OG0003525	CARHR123850	Ag013G1634600
OG0003526	CARHR068770	Ag013G1645700
OG0003527	CARHR125030	Ag013G1647000
OG0003528	CARHR125230	Ag013G1649800
OG0003529	CARHR126050	Ag013G1664800
OG0003530	CARHR003560	Ag034G3695800
OG0003531	CARHR029110	Ag013G1735600, Ag031G3412700, Ag031G3412200, Ag013G1735500
OG0003532	CARHR030270	Ag013G1751500
OG0003533	CARHR066690, CARHR280550	Ag004G0421800
OG0003534	CARHR181420, CARHR280300, CARHR053680, CARHR181410	Ag004G0424500, Ag004G0424400, Ag004G0662300
OG0003535	CARHR279420	Ag004G0436300
OG0003536	CARHR205950	Ag022G2664200
OG0003537	CARHR275580	Ag004G0492300
OG0003538	CARHR289290	Ag004G0546900, Ag004G0547000
OG0003539	CARHR097530	Ag034G3898800
OG0003539	CARHR191260	Ag004G0591000, Ag004G0592100, Ag004G0593200, Ag004G0591600
OG0003540	CARHR190550	Ag004G0609500, Ag004G0609200, Ag004G0608700, Ag004G0608900, Ag004G0608400, Ag006G0813400, Ag006G0812700
OG0003541	CARHR274170	Ag004G0615600
OG0003542	CARHR066880	Ag078G5359300, Ag078G5359600, Ag004G0623200
OG0003543	CARHR285860	Ag004G0641500
OG0003544	CARHR285750	Ag004G0643500
OG0003545	CARHR272100	Ag039G4205000, Ag032G3461800, Ag004G0668700
OG0003546	CARHR271540	Ag058G4981200, Ag006G0801200, Ag006G0836900, Ag004G0678800
OG0003547	CARHR269770	Ag004G0720600
OG0003547	CARHR007870	Ag034G3751200
OG0003548	CARHR268940, CARHR268950	Ag004G0736200
OG0003549	CARHR205930	Ag022G2662600
OG0003550	CARHR207240	Ag022G2703100, Ag003G0388900, Ag078G5367900, Ag048G4710600
OG0003551	CARHR208090	Ag022G2719000
OG0003551	CARHR085440	Ag014G1922400
OG0003552	CARHR109910	Ag022G2753100, Ag042G4421500
OG0003554	CARHR261430	Ag075G5281800
OG0003555	CARHR072650	Ag048G4593800, Ag048G4593900
OG0003556	CARHR071730	Ag048G4616300
OG0003557	CARHR293610	Ag040G4334700
OG0003558	CARHR039830, CARHR039820, CARHR039840	Ag001G0009500, Ag001G0009700, Ag040G4347500, Ag017G2413800
OG0003559	CARHR220600	Ag007G0897800
OG0003559	CARHR099230	Ag027G3016200
OG0003560	CARHR220780	Ag007G0900300
OG0003561	CARHR256820, CARHR102080, CARHR256830	Ag007G0921000
OG0003563	CARHR066270, CARHR066280	Ag078G5341500, Ag078G5341400
OG0003564	CARHR068100	Ag078G5394100
OG0003564	CARHR019580	Ag014G2094100, Ag034G3957400
OG0003565	CARHR146670	Ag012G1337300
OG0003566	CARHR062460	Ag057G4963400
OG0003567	CARHR176340	Ag006G0823500
OG0003569	CARHR023920, CARHR023930	Ag050G4771500
OG0003571	CARHR227430, CARHR227410	Ag033G3589700, Ag033G3588900, Ag033G3588800, Ag033G3589600, Ag033G3589500
OG0003573	CARHR222920	Ag031G3139800
OG0003575	CARHR173240	Ag031G3175700
OG0003576	CARHR241110	Ag014G2122300
OG0003577	CARHR142420	Ag003G0296400
OG0003577	CARHR172560	Ag031G3189100
OG0003578	CARHR078640, CARHR004860	Ag031G3203400
OG0003579	CARHR171130	Ag031G3216800
OG0003580	CARHR166300	Ag031G3327300
OG0003581	CARHR168460	Ag031G3282400
OG0003582	CARHR167870	Ag031G3291600
OG0003582	CARHR137000	Ag003G0405300
OG0003583	CARHR165140, CARHR165150	Ag031G3355400
OG0003584	CARHR163170	Ag031G3395900
OG0003585	CARHR266770	Ag020G2567100
OG0003585	CARHR266800	Ag020G2567000
OG0003586	CARHR058840	Ag067G5172400
OG0003587	CARHR166100, CARHR135280	Ag039G4212400
OG0003589	CARHR161250, CARHR133180	Ag039G4279100
OG0003590	CARHR131760	Ag039G4299500
OG0003592	CARHR115110	Ag015G2218000
OG0003594	CARHR255210	Ag021G2617700
OG0003595	CARHR186940	Ag038G4157600
OG0003596	CARHR185830	Ag038G4174200
OG0003597	CARHR003460	Ag088G5436100
OG0003597	CARHR003470	Ag034G3694700
OG0003598	CARHR112950, CARHR041480, CARHR040260	Ag003G0350800, Ag003G0350900, Ag003G0351100, Ag003G0351200
OG0003599	CARHR194810	Ag060G5015100
OG0003600	CARHR080730, CARHR080680	Ag014G1851500, Ag014G1851700
OG0003601	CARHR087140	Ag014G1952200
OG0003602	CARHR090530	Ag014G2013900
OG0003603	CARHR091270	Ag014G2026600
OG0003604	CARHR117820	Ag014G2040200
OG0003605	CARHR096380	Ag014G2162900
OG0003606	CARHR096460	Ag014G2165500
OG0003607	CARHR099410	Ag064G5092100, Ag027G3012600
OG0003609	CARHR144620	Ag068G5230000, Ag068G5229100
OG0003610	CARHR055610	Ag036G4119900
OG0003612	CARHR162200	Ag017G2407600, Ag017G2407500
OG0003613	CARHR023400	Ag034G3657700
OG0003614	CARHR002270	Ag034G3675800
OG0003615	CARHR005170	Ag034G3717800
OG0003616	CARHR005610	Ag034G3723800
OG0003617	CARHR005870	Ag034G3726300
OG0003618	CARHR008170	Ag034G3754500, Ag034G3754600
OG0003619	CARHR010210	Ag034G3781800
OG0003620	CARHR010570	Ag034G3787900
OG0003621	CARHR010750	Ag034G3791100
OG0003622	CARHR011320	Ag034G3799900
OG0003623	CARHR012510	Ag034G3820600
OG0003624	CARHR015360	Ag034G3871700, Ag034G3871800, Ag034G3871600
OG0003625	CARHR017080	Ag034G3904300
OG0003626	CARHR115800, CARHR058770, CARHR017590	Ag034G3913100
OG0003627	CARHR021170	Ag034G3987100
OG0003628	CARHR178180	Ag016G2343600
OG0003629	CARHR242660, CARHR242670	Ag011G1163700
OG0003630	CARHR241020, CARHR114810	Ag011G1188900
OG0003631	CARHR241880	Ag011G1213600
OG0003632	CARHR240100	Ag011G1223900
OG0003633	CARHR024560	Ag018G2465600
OG0003634	CARHR248770, CARHR248240	Ag019G2530100
OG0003656	CARHR157180	Ag055G4919500
OG0003657	CARHR156530	Ag055G4930900
OG0003657	CARHR276360	Ag004G0481900
OG0003658	CARHR176620	Ag006G0830600
OG0003659	CARHR076050	Ag014G1776600, Ag013G1411800
OG0003660	CARHR229260	Ag013G1431300, Ag013G1431200, Ag033G3523300
OG0003661	CARHR216280, CARHR201230, CARHR201240	Ag013G1494900
OG0003662	CARHR187590	Ag004G0547900
OG0003662	CARHR201590	Ag013G1499500
OG0003663	CARHR038490	Ag034G3895300
OG0003663	CARHR016420, CARHR216550	Ag013G1518300
OG0003665	CARHR085350	Ag014G1921500, Ag013G1623300, Ag014G1921600, Ag014G1921700
OG0003666	CARHR006630	Ag034G3733000
OG0003666	CARHR123580	Ag013G1632900
OG0003667	CARHR230550, CARHR230600, CARHR230610	Ag013G1662100
OG0003667	CARHR230260	Ag002G0263500
OG0003668	CARHR265250, CARHR232990	Ag013G1699100
OG0003669	CARHR028280	Ag013G1726400
OG0003670	CARHR189970	Ag004G0516900
OG0003671	CARHR188800	Ag004G0533200
OG0003672	CARHR187640	Ag004G0547200
OG0003673	CARHR191840	Ag004G0581000
OG0003674	CARHR191350	Ag004G0590000
OG0003675	CARHR274070	Ag018G2458000, Ag004G0619300
OG0003676	CARHR068680	Ag004G0629000
OG0003677	CARHR128330, CARHR128320	Ag004G0687900
OG0003678	CARHR269790, CARHR233940	Ag004G0720200
OG0003679	CARHR268870	Ag004G0737500
OG0003680	CARHR158580	Ag004G0759500, Ag004G0759300
OG0003681	CARHR157450	Ag004G0777000
OG0003682	CARHR250590	Ag022G2633600
OG0003683	CARHR211640	Ag022G2786100
OG0003683	CARHR211650	Ag022G2783700
OG0003685	CARHR007640	Ag039G4301200, Ag075G5283900, Ag075G5284400, Ag075G5284300, Ag075G5284200
OG0003686	CARHR212570	Ag075G5307400
OG0003686	CARHR046270	Ag024G2897300
OG0003687	CARHR059850	Ag048G4566800, Ag048G4565800, Ag048G4567100, Ag048G4566600, Ag048G4566000, Ag048G4683500
OG0003687	CARHR067430, CARHR067420, CARHR067320, CARHR067360, CARHR183930, CARHR218490	Ag048G4684000
OG0003689	CARHR074020	Ag048G4568600
OG0003690	CARHR185820	Ag038G4174300
OG0003691	CARHR288980, CARHR068370, CARHR288990	Ag048G4721200, Ag048G4721400, Ag048G4721500
OG0003692	CARHR045790	Ag032G3421400
OG0003693	CARHR043350	Ag032G3474200
OG0003694	CARHR258420	Ag041G4376000, Ag007G0874000
OG0003695	CARHR290030	Ag007G0924800
OG0003696	CARHR236290	Ag045G4507700
OG0003696	CARHR111080	Ag088G5438700
OG0003697	CARHR236660	Ag045G4517000, Ag015G2251000
OG0003698	CARHR149780	Ag012G1284800
OG0003699	CARHR249130	Ag019G2522400, Ag064G5112600, Ag006G0797600
OG0003700	CARHR175580	Ag058G4989100, Ag006G0797800, Ag050G4775300
OG0003701	CARHR093050	Ag014G2064000, Ag006G0818300
OG0003702	CARHR138770	Ag003G0359100, Ag006G0833900, Ag003G0358500
OG0003703	CARHR177730	Ag006G0842900
OG0003703	CARHR177710	Ag006G0842600
OG0003704	CARHR041020, CARHR040530	Ag001G0033800
OG0003705	CARHR222480, CARHR100830	Ag001G0044400
OG0003705	CARHR092080	Ag014G2041800
OG0003706	CARHR015390, CARHR227050	Ag001G0046300, Ag034G3872000
OG0003707	CARHR041870	Ag001G0063000
OG0003708	CARHR042020	Ag001G0066900, Ag001G0076300
OG0003708	CARHR284810	Ag011G1131800
OG0003709	CARHR127670, CARHR035200	Ag023G2807700
OG0003710	CARHR130090, CARHR130080	Ag023G2847300
OG0003711	CARHR164890	Ag033G3505700, Ag031G3360300
OG0003713	CARHR172640	Ag031G3186100
OG0003714	CARHR172200	Ag031G3197200
OG0003714	CARHR141950	Ag003G0303400
OG0003715	CARHR171710	Ag031G3209000
OG0003716	CARHR171450	Ag031G3213100
OG0003716	CARHR141020	Ag003G0315500
OG0003717	CARHR150810, CARHR169560	Ag031G3250000, Ag031G3349700, Ag002G0205800, Ag002G0205700, Ag031G3250100, Ag031G3249800, Ag011G1106800
OG0003718	CARHR165890	Ag031G3335700
OG0003719	CARHR134630	Ag039G4227500
OG0003720	CARHR195900	Ag031G3410000, Ag031G3410100, Ag030G3134700
OG0003722	CARHR109120	Ag042G4392100
OG0003723	CARHR146540	Ag042G4399700
OG0003724	CARHR109570	Ag042G4408000
OG0003725	CARHR109620	Ag042G4409400
OG0003726	CARHR237740	Ag065G5127100
OG0003727	CARHR215860	Ag060G4999700, Ag039G4255900
OG0003729	CARHR187010	Ag011G1173000, Ag038G4156100
OG0003730	CARHR079950	Ag014G1838000
OG0003730	CARHR186270	Ag038G4167800
OG0003731	CARHR135440	Ag003G0327100
OG0003732	CARHR058290, CARHR058340	Ag003G0327600, Ag003G0327400, Ag003G0327500
OG0003733	CARHR114110	Ag003G0349200, Ag003G0349100
OG0003734	CARHR139110	Ag003G0350400
OG0003735	CARHR138960	Ag003G0353900
OG0003736	CARHR080870	Ag014G1853800
OG0003737	CARHR082220	Ag014G1874400
OG0003738	CARHR082780	Ag014G1880700
OG0003739	CARHR088990, CARHR089010	Ag014G1981500
OG0003740	CARHR089250	Ag014G1995600
OG0003741	CARHR015790	Ag034G3881500
OG0003741	CARHR091200	Ag014G2025900
OG0003742	CARHR093440, CARHR113170	Ag014G2072300
OG0003743	CARHR093950	Ag014G2091500
OG0003744	CARHR097690	Ag027G3053700
OG0003745	CARHR161430, CARHR159310	Ag017G2424000
OG0003746	CARHR002470, CARHR182160	Ag034G3679600, Ag016G2308100
OG0003747	CARHR005200	Ag034G3718000
OG0003748	CARHR007180	Ag034G3741900
OG0003749	CARHR016510	Ag034G3896900
OG0003750	CARHR017440	Ag034G3910000
OG0003751	CARHR017930	Ag034G3920100, Ag034G3920000
OG0003752	CARHR064570, CARHR064550	Ag034G4048200, Ag034G4047500, Ag034G4047900, Ag034G4047800
OG0003753	CARHR063920, CARHR063940	Ag034G4058200
OG0003754	CARHR103910, CARHR217350	Ag002G0228200
OG0003755	CARHR046430	Ag024G2892100
OG0003756	CARHR178810	Ag016G2361500
OG0003757	CARHR037790	Ag025G2926100
OG0003758	CARHR038270	Ag025G2941300
OG0003759	CARHR039310	Ag025G2967700
OG0003760	CARHR294270	Ag011G1030300, Ag011G1030100, Ag011G1030200
OG0003761	CARHR247100, CARHR215520	Ag011G1052600
OG0003762	CARHR247060	Ag011G1053000
OG0003763	CARHR113670	Ag011G1064200
OG0003765	CARHR233370	Ag018G2482300
OG0003768	CARHR235950	Ag010G1023800
OG0003790	CARHR195890	Ag013G1367000, Ag013G1366900, Ag013G1366700
OG0003791	CARHR195930, CARHR154520, CARHR154530	Ag013G1368600
OG0003792	CARHR197200	Ag013G1396600
OG0003793	CARHR184010, CARHR199820	Ag013G1463200
OG0003794	CARHR201280	Ag013G1495400
OG0003795	CARHR155340, CARHR202600	Ag013G1519000
OG0003796	CARHR203640	Ag013G1539000
OG0003797	CARHR204710	Ag013G1556700
OG0003798	CARHR232220	Ag013G1580900
OG0003799	CARHR121100	Ag013G1603200, Ag013G1603300
OG0003800	CARHR124910, CARHR124390	Ag013G1640000, Ag013G1645600
OG0003801	CARHR125350	Ag013G1651100
OG0003802	CARHR125730	Ag013G1656300
OG0003803	CARHR127460	Ag013G1675800
OG0003804	CARHR232640	Ag013G1693800
OG0003805	CARHR262430	Ag013G1744600
OG0003806	CARHR286960	Ag013G1759600
OG0003808	CARHR280480, CARHR280490, CARHR280470	Ag004G0422700
OG0003809	CARHR277610	Ag004G0463000
OG0003810	CARHR276990	Ag004G0472300
OG0003811	CARHR156570	Ag004G0481000
OG0003812	CARHR060900, CARHR236070	Ag004G0483200
OG0003813	CARHR248040	Ag004G0513000
OG0003814	CARHR190090	Ag004G0514900
OG0003815	CARHR201690	Ag004G0547500
OG0003816	CARHR191440	Ag004G0586300
OG0003817	CARHR274370	Ag004G0612500
OG0003818	CARHR271800	Ag004G0672400
OG0003821	CARHR268420	Ag004G0748600
OG0003822	CARHR267590, CARHR267600	Ag004G0783100, Ag020G2555200
OG0003825	CARHR267130	Ag023G2823600, Ag022G2707300
OG0003826	CARHR182460	Ag049G4736800, Ag022G2715300
OG0003827	CARHR208940	Ag022G2734400
OG0003829	CARHR213190	Ag075G5295500
OG0003830	CARHR072490	Ag048G4595900
OG0003831	CARHR071850	Ag048G4613400, Ag048G4613500
OG0003832	CARHR146430	Ag048G4624800, Ag048G4618700
OG0003833	CARHR045500	Ag032G3427100
OG0003834	CARHR044670	Ag032G3442500
OG0003835	CARHR149910	Ag041G4353400, Ag009G0982100
OG0003836	CARHR149980	Ag019G2526400, Ag041G4353700, Ag009G0981800
OG0003837	CARHR085170, CARHR218080	Ag007G0866500
OG0003838	CARHR058610, CARHR058620, CARHR187980, CARHR222160	Ag007G0919100
OG0003840	CARHR067190	Ag078G5368000
OG0003841	CARHR062130	Ag056G4948800
OG0003842	CARHR062820	Ag057G4958000, Ag018G2435300
OG0003843	CARHR040560	Ag001G0034300, Ag001G0034000
OG0003844	CARHR050370, CARHR287710	Ag001G0041600
OG0003845	CARHR116820	Ag001G0065000
OG0003846	CARHR152110	Ag061G5020600, Ag023G2820400
OG0003847	CARHR050070	Ag011G1149500, Ag009G0981400, Ag011G1180600, Ag011G1181200
OG0003848	CARHR280960	Ag008G0949100
OG0003849	CARHR231090	Ag077G5315600, Ag033G3486900
OG0003850	CARHR230760	Ag077G5323400, Ag033G3493700
OG0003851	CARHR074890	Ag031G3148900
OG0003852	CARHR075310, CARHR017030	Ag034G3949600, Ag031G3153800
OG0003853	CARHR172040	Ag031G3200600, Ag031G3200900
OG0003854	CARHR140500, CARHR171150	Ag031G3216500
OG0003855	CARHR169660	Ag031G3245000
OG0003856	CARHR168490	Ag031G3282100
OG0003857	CARHR168310, CARHR137210	Ag031G3284900
OG0003858	CARHR137220	Ag003G0394900
OG0003859	CARHR163940	Ag031G3380000
OG0003860	CARHR143990, CARHR257330	Ag031G3395800
OG0003861	CARHR217960, CARHR102120	Ag029G3110000
OG0003862	CARHR100440	Ag014G1991400, Ag064G5114000, Ag095G5470400
OG0003863	CARHR061090	Ag067G5205300
OG0003865	CARHR132290	Ag039G4315800
OG0003866	CARHR131380, CARHR257860	Ag039G4330000
OG0003867	CARHR113680	Ag015G2192800
OG0003868	CARHR035840	Ag015G2242600
OG0003869	CARHR033130	Ag015G2271400, Ag052G4863300
OG0003870	CARHR194380, CARHR261080	Ag021G2598700
OG0003871	CARHR047990	Ag021G2608000
OG0003872	CARHR255150	Ag021G2618600
OG0003873	CARHR130310	Ag088G5438400
OG0003874	CARHR142220, CARHR034190	Ag003G0298900
OG0003875	CARHR138860	Ag003G0357500
OG0003876	CARHR055450, CARHR137590, CARHR137580	Ag003G0383100
OG0003877	CARHR137030	Ag003G0398200
OG0003878	CARHR136620	Ag003G0408600
OG0003879	CARHR196370, CARHR076980	Ag014G1793500
OG0003880	CARHR081920	Ag014G1867500
OG0003881	CARHR082520	Ag014G1877600
OG0003882	CARHR085970	Ag014G1933800
OG0003883	CARHR106750	Ag014G1968600
OG0003884	CARHR090830, CARHR090820	Ag014G2020500
OG0003885	CARHR001500	Ag034G3665000
OG0003886	CARHR264900	Ag034G3755200, Ag061G5016800
OG0003887	CARHR162070	Ag017G2412700
OG0003889	CARHR004750	Ag034G3711200
OG0003890	CARHR284900, CARHR150790	Ag034G3730100, Ag034G3942500, Ag034G4047600
OG0003891	CARHR008830, CARHR185950	Ag034G3762200
OG0003892	CARHR008940	Ag034G3763600
OG0003893	CARHR018610	Ag034G3769800, Ag034G3769700
OG0003894	CARHR009530	Ag034G3774200
OG0003895	CARHR048720, CARHR012730	Ag034G3823700
OG0003896	CARHR018840	Ag034G3941800
OG0003897	CARHR019330	Ag034G3949800
OG0003898	CARHR019600	Ag034G3957600
OG0003899	CARHR019850	Ag034G3961300
OG0003900	CARHR250080	Ag019G2507100, Ag034G4009300
OG0003901	CARHR049390	Ag002G0176500
