Orthogroup	Cardamine_hirsuta	Arabidopsis_lyrata_NCBI
OG0004248	CARHR072380	XP_002889213.1
OG0004249	CARHR071210	XP_020890590.1
OG0004250	CARHR082970	XP_020887359.1
OG0004251	CARHR045640	XP_020867811.1
OG0004252	CARHR026140	XP_020867902.1
OG0004253	CARHR043440	XP_020867150.1
OG0004254	CARHR219070	XP_002863129.1
OG0004255	CARHR139840, CARHR107290, CARHR119960	XP_002880126.1
OG0004256	CARHR065870, CARHR065840	XP_020890258.1
OG0004257	CARHR024370	XP_020868083.1, XP_002865841.2
OG0004258	CARHR013490	XP_020870114.1
OG0004259	CARHR292510	XP_002877108.1
OG0004260	CARHR257420	XP_020880138.1
OG0004261	CARHR149180	XP_002875399.2, XP_020881926.1
OG0004262	CARHR147060	XP_020880288.1, XP_020880289.1
OG0004263	CARHR025060	XP_020866645.1
OG0004264	CARHR062300	XP_020890206.1
OG0004265	CARHR175560	XP_020890649.1
OG0004266	CARHR175920	XP_002863434.1
OG0004267	CARHR176560	XP_020886162.1
OG0004268	CARHR177070, CARHR177270, CARHR177260	XP_020871882.1
OG0004268	CARHR177220	XP_002863506.1
OG0004269	CARHR050650	XP_020882821.1
OG0004270	CARHR291300	XP_002888835.1
OG0004271	CARHR041430	XP_020869213.1
OG0004272	CARHR041950	XP_020867999.1, XP_020870270.1
OG0004272	CARHR109280	XP_020866210.1
OG0004273	CARHR042430	XP_002891686.1
OG0004274	CARHR225410	XP_020873057.1
OG0004275	CARHR225380	XP_020872741.1
OG0004277	CARHR224050	XP_020875694.1
OG0004278	CARHR160720	XP_020880063.1
OG0004279	CARHR231080	XP_002867693.1
OG0004280	CARHR230780	XP_002867708.1
OG0004281	CARHR264390	XP_020871885.1
OG0004283	CARHR129100, CARHR135500	XP_002881366.1
OG0004284	CARHR229620	XP_002869812.2
OG0004285	CARHR226810, CARHR140040	XP_020872855.1
OG0004286	CARHR227440	XP_020874966.1
OG0004287	CARHR227700	XP_002869907.1
OG0004288	CARHR223490	XP_020875368.1
OG0004289	CARHR199040	XP_020879513.1
OG0004289	CARHR266370, CARHR105740, CARHR075180	XP_002884262.1
OG0004290	CARHR187390	XP_020889823.1, XP_002886410.1
OG0004291	CARHR173300	XP_020882207.1
OG0004292	CARHR107270	XP_002878388.1, XP_020884049.1
OG0004293	CARHR257760, CARHR171420	XP_020880001.1
OG0004294	CARHR044620	XP_002891800.1
OG0004295	CARHR169000	XP_020880500.1
OG0004296	CARHR168610, CARHR168250	XP_002878197.1
OG0004297	CARHR168550	XP_020880161.1
OG0004298	CARHR167890	XP_020882489.1
OG0004299	CARHR167060	XP_002878118.2
OG0004300	CARHR166730	XP_020880241.1
OG0004301	CARHR166440	XP_020881902.1
OG0004302	CARHR165020	XP_002876282.1
OG0004303	CARHR266530	XP_002864240.1
OG0004304	CARHR100390	XP_002862506.2, XP_002885636.1
OG0004305	CARHR108430	XP_002886138.1
OG0004306	CARHR108640	XP_020888357.1
OG0004307	CARHR106980	XP_020888731.1
OG0004308	CARHR109920	XP_020888347.1
OG0004310	CARHR136280	XP_002881760.1
OG0004311	CARHR136000	XP_002881744.1
OG0004312	CARHR135840	XP_002881736.1, XP_002881532.1
OG0004313	CARHR135100	XP_002879846.1
OG0004314	CARHR133950	XP_002881634.1
OG0004315	CARHR133310	XP_020885675.1
OG0004316	CARHR131980	XP_020883394.1, XP_002879686.1
OG0004317	CARHR254190	XP_020877734.1
OG0004318	CARHR114630	XP_020885400.1
OG0004319	CARHR026300	XP_020870652.1
OG0004320	CARHR115370, CARHR003790	XP_020870674.1
OG0004321	CARHR034000	XP_020881837.1
OG0004322	CARHR186930	XP_002874314.1
OG0004323	CARHR186300	XP_002874345.1
OG0004324	CARHR186240	XP_002874352.2
OG0004325	CARHR186190	XP_020876983.1
OG0004326	CARHR142410	XP_020885023.1
OG0004327	CARHR142400	XP_020885136.1
OG0004328	CARHR141850, CARHR193560, CARHR195690	XP_002880249.1
OG0004329	CARHR141640	XP_020883483.1
OG0004330	CARHR025440	XP_002893400.1
OG0004331	CARHR099560, CARHR097240	XP_020888732.1
OG0004332	CARHR140920	XP_020884252.1
OG0004334	CARHR138210	XP_020885701.1
OG0004335	CARHR138160	XP_020885394.1
OG0004336	CARHR137940	XP_002881876.1, XP_020879653.1
OG0004337	CARHR174180	XP_020868268.1
OG0004338	CARHR174260	XP_002865139.1
OG0004339	CARHR174340	XP_020885101.1
OG0004340	CARHR080250	XP_002882436.1
OG0004341	CARHR080480	XP_002884549.1
OG0004342	CARHR081270	XP_020888040.1
OG0004343	CARHR081380	XP_002882492.1
OG0004344	CARHR082620	XP_002884671.1
OG0004345	CARHR084550	XP_002884774.1
OG0004346	CARHR085790	XP_020888328.1
OG0004347	CARHR086390	XP_002884868.2
OG0004348	CARHR086590	XP_020888316.1
OG0004348	CARHR206550	XP_002871226.1
OG0004349	CARHR087110	XP_020888320.1
OG0004350	CARHR087710	XP_002884945.1
OG0004351	CARHR088110	XP_020888089.1
OG0004352	CARHR088580	XP_020888057.1
OG0004353	CARHR088940	XP_020886614.1
OG0004354	CARHR089080	XP_020888657.1
OG0004355	CARHR089790	XP_020888819.1
OG0004356	CARHR090390	XP_020887702.1
OG0004357	CARHR090430	XP_020872066.1, XP_020886367.1
OG0004358	CARHR090470	XP_002889275.1, XP_020886840.1
OG0004359	CARHR091120	XP_020886108.1
OG0004360	CARHR111380, CARHR111360	XP_020889571.1
OG0004361	CARHR092370	XP_020889218.1
OG0004362	CARHR094070	XP_002885273.1, XP_002885272.1
OG0004363	CARHR094420	XP_020888470.1
OG0004364	CARHR095030	XP_002885316.1
OG0004365	CARHR095810, CARHR095800, CARHR095820	XP_002883236.1
OG0004366	CARHR096200	XP_002862716.1, XP_020888356.1
OG0004367	CARHR096780	XP_020888044.1
OG0004368	CARHR096940	XP_002885420.1
OG0004369	CARHR097150	XP_020889377.1
OG0004370	CARHR215080	XP_002868538.1
OG0004371	CARHR215950	XP_020873073.1
OG0004372	CARHR184280, CARHR258390	XP_002865590.1
OG0004373	CARHR099760	XP_002883459.2
OG0004374	CARHR099200	XP_020889427.1
OG0004375	CARHR098270	XP_020886684.1
OG0004376	CARHR097820	XP_002885473.1
OG0004377	CARHR097660	XP_020886166.1
OG0004378	CARHR097640	XP_020888915.1
OG0004379	CARHR097410	XP_002885441.2
OG0004380	CARHR056920	XP_020890939.1
OG0004381	CARHR194350	XP_002871827.1
OG0004382	CARHR161270, CARHR159560, CARHR054620, CARHR159570	XP_020881269.1
OG0004383	CARHR161130, CARHR161120	XP_002877809.1
OG0004384	CARHR001830, CARHR001610	XP_002889395.1
OG0004385	CARHR002850	XP_002892163.1
OG0004386	CARHR004470	XP_002870720.1
OG0004387	CARHR005490, CARHR038450	XP_020867422.1
OG0004388	CARHR007700	XP_020867411.1
OG0004389	CARHR165900	XP_020879807.1
OG0004389	CARHR009110	XP_002889735.2
OG0004390	CARHR222090, CARHR009450	XP_020870459.1
OG0004391	CARHR009720	XP_020868193.1
OG0004392	CARHR012210	XP_002889901.1
OG0004393	CARHR012830	XP_020869918.1
OG0004394	CARHR012880	XP_020870917.1
OG0004395	CARHR013050	XP_020869518.1
OG0004396	CARHR017040	XP_020870427.1, XP_020878024.1
OG0004397	CARHR021840	XP_020870587.1, XP_002893163.1
OG0004398	CARHR022450	XP_020889720.1, XP_002893210.1
OG0004399	CARHR023010	XP_020867354.1
OG0004400	CARHR291080	XP_020889926.1
OG0004401	CARHR063380	XP_002888762.1
OG0004403	CARHR048260	XP_002887967.1
OG0004404	CARHR289790, CARHR289800	XP_002894632.1
OG0004405	CARHR212510	XP_002868563.1
OG0004406	CARHR178710	XP_002863582.2
OG0004407	CARHR184780	XP_020884647.1
OG0004408	CARHR246800	XP_002868935.1
OG0004409	CARHR245260	XP_020872146.1
OG0004410	CARHR243500	XP_002867086.1
OG0004411	CARHR241240	XP_002867194.1
OG0004412	CARHR248310	XP_020876853.1
OG0004413	CARHR241750	XP_020874027.1
OG0004414	CARHR241970	XP_020875027.1
OG0004415	CARHR242110	XP_020874893.1
OG0004416	CARHR239930	XP_002869297.1
OG0004417	CARHR239490	XP_020872302.1
OG0004418	CARHR239260	XP_020872240.1
OG0004419	CARHR099600	XP_020886878.1
OG0004420	CARHR286270	XP_002893864.2, XP_002891171.1
OG0004421	CARHR249410	XP_020879251.1
OG0004422	CARHR249370	XP_020876520.1
OG0004423	CARHR236030	XP_020875117.1
OG0004425	CARHR026720	XP_020870916.1
OG0004427	CARHR038650, CARHR038660	XP_020866377.1, XP_020871037.1, XP_020866569.1
OG0004428	CARHR040150	XP_002891554.1
OG0004429	CARHR043050	XP_002894402.1
OG0004431	CARHR076480	XP_020889057.1
OG0004431	CARHR093890	XP_020889317.1
OG0004432	CARHR125680	XP_002879354.1, XP_002862935.1
OG0004433	CARHR127570, CARHR127120	XP_020885396.1
OG0004434	CARHR256930, CARHR256920	XP_002869546.1
OG0004435	CARHR108310	XP_020883956.1
OG0004436	CARHR185940	XP_002874379.2
OG0004438	CARHR101040, CARHR219910	XP_002870347.1
OG0004439	CARHR180930	XP_020871228.1, XP_002865462.1, XP_002865461.1
OG0004440	CARHR072570	XP_020890425.1
OG0004440	CARHR072560	XP_020890431.1
OG0004451	CARHR230120	XP_020873451.1
OG0004452	CARHR155770	XP_002877547.1
OG0004453	CARHR133690	XP_020883463.1
OG0004454	CARHR174070	XP_020871581.1
OG0004455	CARHR144840	XP_002876802.1
OG0004456	CARHR194960	XP_020877801.1
OG0004457	CARHR004000	XP_020867464.1
OG0004458	CARHR196330	XP_002873796.1
OG0004459	CARHR291550	XP_020882120.1
OG0004460	CARHR197040	XP_002871712.1
OG0004461	CARHR197490	XP_020876606.1
OG0004462	CARHR198200	XP_020878621.1
OG0004463	CARHR198530	XP_002871631.1
OG0004464	CARHR106940	XP_020888020.1
OG0004465	CARHR199690	XP_020878537.1
OG0004466	CARHR199980	XP_020879151.1
OG0004468	CARHR200340	XP_020878740.1
OG0004469	CARHR200500	XP_020879528.1, XP_002871538.1, XP_020879211.1
OG0004470	CARHR200700	XP_020876256.1
OG0004471	CARHR201080	XP_020878936.1
OG0004472	CARHR201350	XP_020878852.1
OG0004473	CARHR149000, CARHR202190	XP_020875893.1
OG0004475	CARHR202530	XP_002873476.1
OG0004476	CARHR202780	XP_020876725.1
OG0004477	CARHR203390	XP_002871393.2
OG0004478	CARHR204220	XP_002873383.1
OG0004479	CARHR205100	XP_002871307.1
OG0004480	CARHR251560	XP_002874880.1
OG0004481	CARHR251690, CARHR152490	XP_002872789.1
OG0004482	CARHR232480	XP_020891489.1, XP_020875060.1, XP_002867627.1
OG0004483	CARHR232160	XP_020873521.1
OG0004484	CARHR120020	XP_002880914.1
OG0004485	CARHR120720	XP_002880957.1
OG0004486	CARHR121010, CARHR121040, CARHR121030	XP_002880946.1
OG0004487	CARHR122930	XP_020884870.1
OG0004488	CARHR123050	XP_002879230.1, XP_002879231.1, XP_020871652.1
OG0004489	CARHR123220	XP_020884550.1
OG0004490	CARHR123620	XP_020882817.1
OG0004491	CARHR123870	XP_002881109.1
OG0004492	CARHR123910	XP_002881112.1
OG0004493	CARHR125150	XP_002879331.1
OG0004494	CARHR126500	XP_020883687.1
OG0004495	CARHR126660	XP_002879413.1
OG0004496	CARHR126980	XP_002881258.1
OG0004497	CARHR127380	XP_020883152.1
OG0004498	CARHR127450	XP_020874596.1, XP_020874597.1, XP_020884389.1
OG0004499	CARHR180160, CARHR180140	XP_002863651.1
OG0004500	CARHR003590	XP_020867605.1
OG0004502	CARHR233180	XP_002867594.1, XP_002872753.1
OG0004503	CARHR036280, CARHR036330	XP_020869882.1
OG0004504	CARHR027380	XP_002890752.1
OG0004505	CARHR027600	XP_020870372.1
OG0004506	CARHR027650, CARHR027660, CARHR027640, CARHR024520	XP_002890763.1
OG0004507	CARHR027750	XP_020868226.1, XP_020884687.1
OG0004508	CARHR027980	XP_020869994.1
OG0004509	CARHR028330, CARHR028290	XP_002890790.1
OG0004510	CARHR028720	XP_020868264.1, XP_020868263.1
OG0004511	CARHR028960	XP_002893572.1
OG0004512	CARHR029140	XP_020866681.1
OG0004513	CARHR029600	XP_020870731.1
OG0004514	CARHR140120	XP_020885092.1
OG0004515	CARHR029300	XP_020868056.1
OG0004516	CARHR030170	XP_002890889.2
OG0004517	CARHR030740	XP_002891116.1
OG0004518	CARHR145150	XP_002875142.1
OG0004519	CARHR145460	XP_002875188.1
OG0004520	CARHR146010	XP_002876891.1, XP_002875224.1
OG0004521	CARHR280770	XP_002866726.1
OG0004522	CARHR279460	XP_002864959.1
OG0004525	CARHR277950	XP_002866588.1
OG0004526	CARHR098770, CARHR277640	XP_020869820.1, XP_020869792.1
OG0004527	CARHR276980	XP_002864839.1
OG0004528	CARHR276220, CARHR156110	XP_002877563.1
OG0004529	CARHR275970	XP_002866476.1
OG0004530	CARHR275180	XP_002866434.1
OG0004531	CARHR190280	XP_020876103.1
OG0004532	CARHR145710	XP_020879741.1
OG0004533	CARHR188030	XP_002888423.1, XP_002874259.1
OG0004534	CARHR187720, CARHR187730	XP_002874271.1
OG0004535	CARHR187700, CARHR187710	XP_002874274.1
OG0004536	CARHR187160	XP_002874304.1
OG0004537	CARHR216480	XP_002870475.1
OG0004538	CARHR192630	XP_002871927.1
OG0004539	CARHR192170	XP_002874008.1
OG0004540	CARHR191970	XP_002874020.1
OG0004541	CARHR191960	XP_002874021.1
OG0004542	CARHR191870	XP_020878925.1
OG0004543	CARHR191740	XP_020878625.1
OG0004544	CARHR191550	XP_020878558.1
OG0004545	CARHR191240	XP_020879173.1
OG0004546	CARHR190850	XP_020878199.1
OG0004547	CARHR273760	XP_020888744.1, XP_020874048.1
OG0004548	CARHR273390	XP_002866352.1
OG0004549	CARHR285710	XP_020871648.1
OG0004550	CARHR285590	XP_020865935.1
OG0004551	CARHR099100, CARHR272520	XP_020878744.1
OG0004552	CARHR272140	XP_020867112.1
OG0004553	CARHR009740	XP_020868167.1
OG0004554	CARHR271870	XP_020886343.1
OG0004555	CARHR271780	XP_020884322.1
OG0004556	CARHR226520	XP_002867924.1
OG0004557	CARHR270600	XP_002866169.1
OG0004558	CARHR270340, CARHR270350	XP_020891543.1
OG0004560	CARHR269600	XP_020879471.1
OG0004561	CARHR234690	XP_002867527.1
OG0004562	CARHR268040	XP_020866575.1
OG0004563	CARHR158360	XP_020881691.1
OG0004564	CARHR181380, CARHR218460, CARHR158090	XP_020881003.1
OG0004565	CARHR205890	XP_002873304.1
OG0004566	CARHR208530	XP_002873168.1
OG0004567	CARHR208830	XP_020876664.1
OG0004568	CARHR209270	XP_002873130.2
OG0004569	CARHR209840	XP_002871040.1
OG0004570	CARHR210620	XP_002870988.1
OG0004571	CARHR083040	XP_002884693.1
OG0004572	CARHR074240	XP_020874919.1, XP_002889303.1
OG0004573	CARHR074130	XP_020890748.1
OG0004574	CARHR073790	XP_020891055.1
OG0004574	CARHR073800	XP_020891057.1
OG0004575	CARHR073310	XP_002889255.1
OG0004576	CARHR072090	XP_020890470.1
OG0004578	CARHR071700	XP_002889181.1
OG0004579	CARHR071320	XP_020891220.1
OG0004580	CARHR071270	XP_002889158.1
OG0004581	CARHR070340	XP_020889523.1, XP_020890640.1
OG0004582	CARHR069910	XP_020889935.1
OG0004583	CARHR068920	XP_002889030.1
OG0004584	CARHR068910	XP_002889029.1
OG0004585	CARHR025820	XP_002890678.1
OG0004586	CARHR044500	XP_002891793.1
OG0004587	CARHR216580, CARHR111180	XP_020875022.1
OG0004588	CARHR043490	XP_020867170.1
OG0004589	CARHR130270	XP_002879589.1
OG0004590	CARHR140030	XP_002870392.2, XP_020882671.1
OG0004591	CARHR239520	XP_020872309.1
OG0004592	CARHR055420	XP_020890906.1, XP_020890607.1
OG0004593	CARHR265860	XP_020871196.1
OG0004594	CARHR237500	XP_020872538.1
OG0004595	CARHR219060	XP_002863133.1, XP_020875823.1, XP_020876424.1
OG0004596	CARHR220160	XP_002868309.1
OG0004597	CARHR220620	XP_020872681.1, XP_020872680.1
OG0004598	CARHR221630	XP_020874500.1
OG0004599	CARHR065750	XP_002888894.2
OG0004600	CARHR229270	XP_020873546.1
OG0004601	CARHR067770	XP_002888980.1
OG0004602	CARHR062170	XP_002888713.1
OG0004603	CARHR240400, CARHR236080	XP_002869270.1
OG0004604	CARHR236750	XP_020872045.1
OG0004606	CARHR257400	XP_002864080.1
OG0004607	CARHR146900	XP_002875291.1
OG0004608	CARHR062960	XP_002863112.1
OG0004609	CARHR175760	XP_002865206.1
OG0004610	CARHR176720	XP_020882050.1
OG0004611	CARHR096430	XP_002885390.1
OG0004612	CARHR041370	XP_020868772.1, XP_020869450.1
OG0004613	CARHR041670	XP_002894321.1
OG0004614	CARHR100150	XP_002865600.2, XP_020871382.1, XP_020887265.1
OG0004616	CARHR042540	XP_020867123.1
OG0004617	CARHR103140, CARHR043170	XP_002894415.1
OG0004618	CARHR224670, CARHR149100, CARHR043180	XP_002891723.1
OG0004619	CARHR129920	XP_002881408.1
OG0004620	CARHR225570	XP_002870026.1
OG0004621	CARHR225260	XP_020872296.1
OG0004622	CARHR219140	XP_020874261.1, XP_020881255.1, XP_002868352.1
OG0004623	CARHR225110	XP_020875399.1
OG0004624	CARHR230930	XP_002869775.2
OG0004625	CARHR230670	XP_020873793.1
OG0004626	CARHR106710	XP_002886232.2
OG0004627	CARHR293390	XP_002886095.1
OG0004628	CARHR231460	XP_002869742.1
OG0004629	CARHR231440	XP_002869744.2
OG0004630	CARHR231260	XP_002867686.2
OG0004631	CARHR231160	XP_002869764.2
OG0004631	CARHR255470	XP_020878811.1
OG0004632	CARHR094750	XP_002883174.1
OG0004633	CARHR229240	XP_020873683.1
OG0004635	CARHR227250	XP_002869929.1, XP_002869931.1
OG0004636	CARHR048130, CARHR075080	XP_020890370.1, XP_002886411.1
OG0004637	CARHR173290	XP_020881336.1
OG0004638	CARHR173220	XP_020879777.1
OG0004639	CARHR172400	XP_002876658.2
OG0004640	CARHR096630, CARHR172030	XP_002878404.1
OG0004641	CARHR171930	XP_020882197.1
OG0004642	CARHR170680	XP_020879637.1
OG0004643	CARHR099320, CARHR170020	XP_020880265.1
OG0004644	CARHR232250	XP_002867641.1
OG0004645	CARHR168380	XP_002878183.1
OG0004646	CARHR168180	XP_002878176.1
OG0004647	CARHR167640	XP_002876421.1
OG0004648	CARHR167600	XP_020881414.1
OG0004650	CARHR167270	XP_020881678.1
OG0004651	CARHR166960	XP_020880088.1
OG0004652	CARHR166850	XP_002878104.1
OG0004653	CARHR166530	XP_020881682.1
OG0004654	CARHR166330	XP_020880894.1
OG0004655	CARHR165680	XP_002876316.1
OG0004656	CARHR165620	XP_002878039.1
OG0004657	CARHR163960	XP_020880254.1
OG0004658	CARHR163890	XP_002877951.1
OG0004659	CARHR267630	XP_020870694.1
OG0004660	CARHR267000	XP_020870403.1
OG0004661	CARHR060370	XP_002887143.1
OG0004662	CARHR061270	XP_002887183.1
OG0004663	CARHR109230	XP_002886186.1, XP_020886265.1
OG0004664	CARHR109640	XP_020886559.1
OG0004665	CARHR109860	XP_020886097.1, XP_020886099.1
OG0004666	CARHR135640	XP_020884500.1
OG0004667	CARHR113480	XP_002880438.1
OG0004668	CARHR135260	XP_020885529.1
OG0004669	CARHR135020	XP_002881694.1, XP_020871378.1
OG0004670	CARHR134860	XP_020883141.1
OG0004671	CARHR134560	XP_002881672.1
OG0004672	CARHR134320	XP_020883747.1, XP_020890462.1
OG0004673	CARHR134310	XP_020883753.1
OG0004674	CARHR133840	XP_020885797.1
OG0004675	CARHR133320	XP_020882887.1
OG0004676	CARHR132520	XP_002879719.2
OG0004677	CARHR252770	XP_002874814.1
OG0004677	CARHR107510	XP_020871122.1
OG0004678	CARHR253930, CARHR253910	XP_020877736.1
OG0004679	CARHR036070	XP_020869581.1, XP_020869500.1
OG0004680	CARHR260610	XP_002874584.1
OG0004681	CARHR255420	XP_020878536.1
OG0004682	CARHR254670	XP_002872610.1, XP_020877949.1, XP_002887091.1
OG0004683	CARHR186890	XP_020876239.1
OG0004684	CARHR185680	XP_020876973.1
OG0004685	CARHR110880	XP_002884196.1
OG0004686	CARHR245330	XP_020872897.1
OG0004687	CARHR140880	XP_002882024.1
OG0004688	CARHR140340	XP_020885373.1
OG0004689	CARHR139830	XP_002881970.1
OG0004690	CARHR138520	XP_002881904.1
OG0004691	CARHR174420	XP_020887051.1, XP_020871144.1
OG0004692	CARHR075750	XP_020887570.1
OG0004693	CARHR076760	XP_020889328.1
OG0004694	CARHR077550	XP_002884392.2
OG0004694	CARHR077540	XP_002884391.1
OG0004695	CARHR077980	XP_020887036.1
OG0004696	CARHR080330	XP_002882440.1, XP_020871987.1
OG0004697	CARHR080440	XP_020887157.1
OG0004698	CARHR080530	XP_002884553.1
OG0004699	CARHR080630	XP_002882450.1
OG0004700	CARHR080850	XP_020887549.1
OG0004701	CARHR081080	XP_020886771.1
OG0004702	CARHR081630	XP_002884623.1
OG0004703	CARHR082250	XP_020889563.1
OG0004704	CARHR082390	XP_020889308.1
OG0004705	CARHR083010	XP_002882582.1
OG0004706	CARHR083740	XP_020887312.1
OG0004707	CARHR086380	XP_002882748.1
OG0004708	CARHR086830	XP_020888205.1
OG0004709	CARHR087170	XP_002882785.1
OG0004710	CARHR087220	XP_020887929.1
OG0004711	CARHR087440	XP_002884932.1
OG0004712	CARHR088140	XP_020887110.1
OG0004713	CARHR088770	XP_020885865.1
OG0004715	CARHR184460	XP_002863829.1
OG0004716	CARHR090420	XP_020886366.1
OG0004717	CARHR090480	XP_020886837.1
OG0004718	CARHR091540	XP_020888628.1
OG0004719	CARHR091730	XP_020889144.1
OG0004720	CARHR095100	XP_002883195.1
OG0004721	CARHR093850	XP_002885261.1
OG0004722	CARHR093980, CARHR093970	XP_020887270.1
OG0004723	CARHR096800	XP_002885412.1
OG0004724	CARHR096910	XP_002885418.2
OG0004725	CARHR097000	XP_020888988.1
OG0004726	CARHR097120	XP_020886547.1
OG0004727	CARHR097130	XP_002885429.1
OG0004728	CARHR214230	XP_002862327.2, XP_020874576.1, XP_020874584.1, XP_002868787.2
OG0004729	CARHR099130	XP_002883409.1
OG0004730	CARHR098520, CARHR098510	XP_002885515.1
OG0004731	CARHR098460, CARHR079230, CARHR098470	XP_002885512.1
OG0004732	CARHR238120	XP_002869386.1
OG0004733	CARHR194420	XP_002873906.1
OG0004734	CARHR194460	XP_002873902.2
OG0004735	CARHR194600	XP_020876827.1
OG0004736	CARHR161580	XP_020882550.1
OG0004737	CARHR161540	XP_002876110.2
OG0004738	CARHR264810	XP_002865880.1
OG0004739	CARHR000240, CARHR248010	XP_020868851.1
OG0004740	CARHR249190	XP_020877361.1
OG0004741	CARHR002280	XP_002892139.1
OG0004742	CARHR173830	XP_020871218.1
OG0004743	CARHR005260	XP_020870212.1
OG0004744	CARHR005560	XP_020867848.1
OG0004745	CARHR006400	XP_020868590.1
OG0004746	CARHR006800	XP_020867492.1
OG0004747	CARHR007780	XP_002889677.1
OG0004748	CARHR007790	XP_020866855.1, XP_020866856.1
OG0004749	CARHR007860	XP_020866601.1
OG0004750	CARHR008410	XP_002892461.1
OG0004751	CARHR008910	XP_020868612.1
OG0004752	CARHR008960	XP_002889732.2
OG0004753	CARHR009990	XP_002892536.1
OG0004754	CARHR009340	XP_002892502.1
OG0004755	CARHR009670	XP_020868188.1
OG0004756	CARHR010090	XP_020869104.1
OG0004757	CARHR018040	XP_002892952.1
OG0004758	CARHR010170, CARHR291800	XP_002889788.1
OG0004759	CARHR010180	XP_002889789.1
OG0004760	CARHR010340	XP_020867588.1
OG0004761	CARHR010790	XP_002892584.1, XP_002887301.1
OG0004763	CARHR012490	XP_002889917.1
OG0004764	CARHR012840	XP_002889941.1
OG0004765	CARHR259690	XP_020877475.1, XP_020877478.1
OG0004766	CARHR013160	XP_020870522.1
OG0004767	CARHR013760	XP_020870551.1
OG0004769	CARHR015880	XP_020866765.1
OG0004770	CARHR015990	XP_020867320.1
OG0004772	CARHR017170	XP_020867776.1
OG0004773	CARHR018160	XP_002890234.1
OG0004773	CARHR018150	XP_002890233.1
OG0004774	CARHR018330	XP_020867479.1
OG0004775	CARHR230170	XP_002875199.1, XP_002867731.1
OG0004776	CARHR019140	XP_002890283.2
OG0004777	CARHR019270	XP_020867621.1
OG0004778	CARHR020390	XP_020869349.1
OG0004779	CARHR071220	XP_002887696.1
OG0004780	CARHR064730	XP_020891270.1, XP_002862882.2
OG0004781	CARHR291150	XP_020891535.1
OG0004781	CARHR262510, CARHR262490	XP_020874180.1
OG0004782	CARHR064040	XP_002888795.1
OG0004783	CARHR064000	XP_020890255.1
OG0004784	CARHR067290	XP_002887527.1
OG0004785	CARHR054590, CARHR054650	XP_002891999.2
OG0004786	CARHR038220	XP_020870677.1
OG0004787	CARHR038230	XP_020866185.1, XP_020868410.1
OG0004788	CARHR246690	XP_020872888.1
OG0004789	CARHR245020	XP_020872399.1
OG0004790	CARHR244790	XP_002867013.1
OG0004790	CARHR108700	XP_020886164.1
OG0004791	CARHR244160	XP_020873011.1
OG0004792	CARHR243890	XP_002867068.1
OG0004793	CARHR242390	XP_020874007.1
OG0004794	CARHR240870	XP_020874462.1
OG0004795	CARHR241010	XP_020872444.1
OG0004796	CARHR241180	XP_002867198.1
OG0004797	CARHR241780	XP_002867163.1
OG0004798	CARHR239710	XP_020872893.1
OG0004799	CARHR100040	XP_002885613.1
OG0004800	CARHR100130	XP_020888451.1
OG0004801	CARHR065360	XP_002888874.1
OG0004802	CARHR065260	XP_002888870.1
OG0004803	CARHR065070	XP_002887422.1
OG0004804	CARHR064840	XP_002888857.1
OG0004805	CARHR023970	XP_020869258.1
OG0004806	CARHR025300	XP_020870507.1
OG0004806	CARHR212640	XP_020875584.1
OG0004807	CARHR025360	XP_020867941.1
OG0004808	CARHR231600	XP_002867677.1
OG0004809	CARHR235670	XP_002867476.1
OG0004810	CARHR235980	XP_020875278.1
OG0004811	CARHR003300	XP_020868952.1
OG0004812	CARHR006120	XP_020867817.1
OG0004812	CARHR124460	XP_020882829.1, XP_002879289.1
OG0004815	CARHR173200	XP_020882439.1
OG0004815	CARHR021600	XP_020868901.1
OG0004817	CARHR054350	XP_002888276.1
OG0004818	CARHR082440	XP_020886957.1
OG0004819	CARHR144690	XP_020882402.1
OG0004820	CARHR151930	XP_020882233.1
OG0004823	CARHR185180	XP_002872317.2, XP_020878634.1
OG0004826	CARHR233590	XP_020873492.1
OG0004827	CARHR231920, CARHR231910	XP_020873336.1
OG0004829	CARHR222250	XP_002868202.1
OG0004830	CARHR265810	XP_002865934.1, XP_020891450.1
OG0004831	CARHR282400	XP_002870749.1, YP_009357313.1
OG0004831	CARHR282770	XP_002875550.1
OG0004833	CARHR176330, CARHR022210	XP_002890468.1
OG0004847	CARHR155580	XP_002877532.2
OG0004848	CARHR155920	XP_002877554.1
OG0004849	CARHR267760, CARHR267750	XP_002864335.1
OG0004850	CARHR144090	XP_020881006.1
OG0004851	CARHR144890	XP_020881087.1
OG0004852	CARHR195370	XP_020877793.1
OG0004853	CARHR195400	XP_002873852.1
OG0004854	CARHR195670	XP_020878410.1
OG0004855	CARHR195910	XP_020879303.1
OG0004856	CARHR195980	XP_002873817.1
OG0004857	CARHR196690	XP_020878079.1
OG0004858	CARHR091850, CARHR091840	XP_020889120.1
OG0004859	CARHR197010	XP_002871714.2
OG0004860	CARHR199660	XP_020879553.1
OG0004861	CARHR197750	XP_020876586.1
OG0004862	CARHR198160	XP_002873709.1
OG0004863	CARHR198230	XP_002873707.1
OG0004864	CARHR007460	XP_020870238.1
OG0004865	CARHR108840, CARHR183410, CARHR019760	XP_002893031.1, XP_002865923.1
OG0004866	CARHR198640	XP_020879027.1
