Orthogroup	Cardamine_hirsuta	Arabidopsis_arenosa
OG0001215	CARHR083720	jg24859
OG0001215	CARHR248300	jg3551
OG0001216	CARHR094230	jg26016
OG0001216	CARHR039290	jg33029, jg33033
OG0001217	CARHR233520, CARHR233530	jg32108, jg9856, jg9858, jg9857
OG0001218	CARHR256510	jg7369
OG0001219	CARHR035670, CARHR204280	jg4729
OG0001220	CARHR239090	jg9281
OG0001221	CARHR173870	jg20296
OG0001222	CARHR108380	jg27924
OG0001222	CARHR244440	jg8730
OG0001223	CARHR025280	jg31088
OG0001225	CARHR229410	jg10281
OG0001231	CARHR077130	jg24142
OG0001231	CARHR196150	jg5531
OG0001232	CARHR198420	jg5313
OG0001232	CARHR069150	jg3231
OG0001233	CARHR049940	jg16728, jg717
OG0001233	CARHR234700	jg9747
OG0001234	CARHR188400	jg6380
OG0001234	CARHR202440	jg4915
OG0001235	CARHR204390	jg4714
OG0001235	CARHR277590	jg23344
OG0001236	CARHR082290	jg24716
OG0001236	CARHR251210	jg7869
OG0001237	CARHR122520	jg17926
OG0001237	CARHR207170	jg4366
OG0001238	CARHR057170	jg1754
OG0001238	CARHR056310	jg1760, jg1756
OG0001239	CARHR126950, CARHR116000	jg27122
OG0001239	CARHR127070, CARHR127020, CARHR127050	jg26836
OG0001240	CARHR004190	jg28802
OG0001240	CARHR126580	jg18345
OG0001241	CARHR004200, CARHR004210	jg28803
OG0001241	CARHR126620	jg1216, jg18349
OG0001242	CARHR028220, CARHR028210	jg31407
OG0001242	CARHR128110	jg18506
OG0001243	CARHR184970	jg6725
OG0001243	CARHR185660, CARHR185650, CARHR185640	jg6722, jg6724
OG0001244	CARHR280030	jg23623
OG0001244	CARHR158950	jg14847
OG0001245	CARHR277670	jg23352, jg23353
OG0001245	CARHR277660	jg23350
OG0001246	CARHR059970	jg2271
OG0001247	CARHR275540	jg23126
OG0001247	CARHR205800	jg4575, jg4444
OG0001248	CARHR191470	jg6008
OG0001248	CARHR152900	jg14112
OG0001249	CARHR206080	jg4534
OG0001250	CARHR055100, CARHR055080	jg1398
OG0001250	CARHR055110	jg1400
OG0001251	CARHR267290	jg22189
OG0001252	CARHR250770	jg7969
OG0001252	CARHR002240	jg28603
OG0001253	CARHR251080	jg7854
OG0001254	CARHR084130	jg24897
OG0001254	CARHR210280	jg4038
OG0001255	CARHR210490	jg4017
OG0001255	CARHR084010	jg24887
OG0001256	CARHR072460	jg3569
OG0001256	CARHR017330	jg30192, jg30204
OG0001257	CARHR070350	jg3343
OG0001257	CARHR021610	jg30658
OG0001258	CARHR068630	jg3183
OG0001258	CARHR068620	jg3182
OG0001259	CARHR068550	jg3174
OG0001259	CARHR020030	jg30473
OG0001260	CARHR107550	jg27866
OG0001260	CARHR243760	jg8802
OG0001261	CARHR107970	jg27903
OG0001262	CARHR045270	jg33718
OG0001262	CARHR088000	jg25318
OG0001263	CARHR130610	jg18765
OG0001264	CARHR218190	jg11657
OG0001264	CARHR082140	jg24704
OG0001265	CARHR098490	jg26493
OG0001265	CARHR221350	jg11263
OG0001266	CARHR019470	jg30410
OG0001266	CARHR067950	jg3115
OG0001267	CARHR237560, CARHR237550	jg9458
OG0001267	CARHR237540	jg9459
OG0001268	CARHR061770	jg2473
OG0001268	CARHR061760	jg2472
OG0001269	CARHR177010, CARHR177150	jg20581
OG0001270	CARHR040390	jg33175
OG0001271	CARHR040410	jg33177
OG0001272	CARHR040420	jg33178
OG0001272	CARHR095540	jg26149
OG0001273	CARHR255360	jg7488
OG0001273	CARHR231000	jg10132
OG0001275	CARHR290110	jg411
OG0001276	CARHR228740	jg10354
OG0001276	CARHR252820	jg7727, jg7725
OG0001277	CARHR252660	jg7745
OG0001277	CARHR228490	jg10383
OG0001278	CARHR141180	jg19988
OG0001278	CARHR171720	jg16192
OG0001279	CARHR170250	jg16043
OG0001279	CARHR181850, CARHR139260	jg19757
OG0001280	CARHR137600	jg19568
OG0001280	CARHR168910	jg15878
OG0001281	CARHR168630	jg15850
OG0001282	CARHR168200	jg15809
OG0001282	CARHR137270	jg19524
OG0001283	CARHR082830	jg24767
OG0001283	CARHR166020	jg15557
OG0001284	CARHR165670	jg15507
OG0001284	CARHR134680	jg19207
OG0001285	CARHR266110	jg22032
OG0001285	CARHR235490	jg9666
OG0001286	CARHR131540	jg18849
OG0001286	CARHR289320	jg15258
OG0001287	CARHR108560	jg27953
OG0001287	CARHR244600	jg8711, jg8710
OG0001288	CARHR117510	jg16946
OG0001288	CARHR239320	jg9258
OG0001289	CARHR139770	jg19812
OG0001289	CARHR139760	jg19811, jg19810
OG0001290	CARHR082120	jg24702
OG0001291	CARHR208060	jg25619
OG0001292	CARHR091910	jg25735
OG0001292	CARHR091920, CARHR150150, CARHR150160, CARHR091930	jg25736
OG0001294	CARHR014990, CARHR014980	jg29931
OG0001295	CARHR018120	jg30277
OG0001295	CARHR065660	jg2909
OG0001296	CARHR214580	jg12315
OG0001297	CARHR152000	jg13688, jg13692
OG0001298	CARHR026470	jg31215
OG0001298	CARHR060560	jg2351
OG0001299	CARHR128590	jg18551
OG0001299	CARHR122010	jg17865
OG0001299	CARHR128580	jg18550
OG0001300	CARHR083870	jg3986
OG0001303	CARHR154240	jg14395
OG0001303	CARHR154250, CARHR156690	jg14397
OG0001304	CARHR289810, CARHR102250	jg2223, jg11588, jg11586
OG0001305	CARHR015450	jg29977
OG0001305	CARHR144150	jg12960
OG0001306	CARHR076030	jg24005
OG0001306	CARHR197850	jg5372
OG0001307	CARHR075720	jg23972
OG0001307	CARHR198250	jg5329
OG0001309	CARHR215540, CARHR204980	jg4667
OG0001309	CARHR190400	jg6158
OG0001310	CARHR007710	jg29150
OG0001310	CARHR121500	jg17815
OG0001311	CARHR005410	jg28936
OG0001311	CARHR125210	jg18219
OG0001312	CARHR128250	jg18517
OG0001312	CARHR028520	jg31442
OG0001313	CARHR292130	jg26213
OG0001313	CARHR038380	jg14213
OG0001314	CARHR014820	jg29913
OG0001315	CARHR014220	jg29852
OG0001315	CARHR145850	jg13151
OG0001316	CARHR275600	jg23131
OG0001316	CARHR027040	jg31272
OG0001317	CARHR189880	jg6215
OG0001317	CARHR157610	jg14704
OG0001318	CARHR273970	jg22973
OG0001319	CARHR273360	jg22915
OG0001319	CARHR154470	jg14392
OG0001320	CARHR270570	jg22567
OG0001321	CARHR268980	jg22402
OG0001321	CARHR234220	jg9787
OG0001322	CARHR171520	jg16174
OG0001322	CARHR000520	jg28440
OG0001322	CARHR118010, CARHR118000	jg16890
OG0001323	CARHR206710	jg4427
OG0001323	CARHR086340	jg25133
OG0001324	CARHR206930	jg4384
OG0001324	CARHR086120	jg25109
OG0001325	CARHR206900	jg4381
OG0001325	CARHR086100	jg25107
OG0001326	CARHR208410	jg4235
OG0001326	CARHR085240	jg25006
OG0001327	CARHR272970	jg12791
OG0001328	CARHR060070	jg2281, jg3527
OG0001328	CARHR072600, CARHR072630	jg3583
OG0001329	CARHR022090	jg30724
OG0001330	CARHR021910	jg30702
OG0001330	CARHR070710	jg3390
OG0001331	CARHR234030, CARHR045360	jg33741
OG0001331	CARHR087950	jg25311
OG0001332	CARHR044570	jg33653
OG0001332	CARHR088800	jg25403
OG0001334	CARHR220360	jg11359
OG0001334	CARHR220350	jg11360
OG0001335	CARHR221000, CARHR098870	jg26529
OG0001336	CARHR221020	jg11295, jg11294
OG0001336	CARHR098850, CARHR098840	jg26526
OG0001337	CARHR221370	jg11261
OG0001338	CARHR066120	jg2955
OG0001338	CARHR018400	jg30304
OG0001339	CARHR013640	jg29788
OG0001339	CARHR146650	jg13235
OG0001340	CARHR176140	jg20497
OG0001341	CARHR176530	jg20536
OG0001342	CARHR176730	jg20557
OG0001342	CARHR226140	jg10653
OG0001343	CARHR177350	jg20595
OG0001344	CARHR041600	jg33288
OG0001344	CARHR130100	jg18717
OG0001345	CARHR042700	jg33449
OG0001345	CARHR090840	jg25618
OG0001346	CARHR043100	jg33483
OG0001346	CARHR090560	jg25596
OG0001347	CARHR225780	jg10699
OG0001347	CARHR243680	jg8809
OG0001348	CARHR160490	jg14969
OG0001348	CARHR281300	jg23750
OG0001349	CARHR255440	jg7479
OG0001349	CARHR231150	jg10115
OG0001350	CARHR229740	jg10250
OG0001350	CARHR254140, CARHR184900, CARHR229750, CARHR254150	jg7609
OG0001351	CARHR227380	jg10490
OG0001351	CARHR227370	jg10491
OG0001352	CARHR101510	jg26855
OG0001352	CARHR109540, CARHR105300	jg28086
OG0001353	CARHR172920	jg16331
OG0001353	CARHR142880	jg20161
OG0001354	CARHR172670	jg16304
OG0001355	CARHR085530, CARHR129340	jg25041
OG0001356	CARHR170430	jg16068
OG0001357	CARHR137790	jg19583
OG0001358	CARHR167110	jg15688
OG0001358	CARHR136290	jg19397
OG0001359	CARHR159440, CARHR166820, CARHR159430, CARHR166840	jg15638
OG0001359	CARHR166830	jg15639
OG0001360	CARHR263790	jg12424
OG0001361	CARHR247990	jg32200
OG0001362	CARHR183280	jg21429
OG0001362	CARHR081850	jg24672
OG0001364	CARHR034010	jg32162
OG0001364	CARHR022680	jg30793
OG0001365	CARHR032190	jg31935
OG0001365	CARHR256010	jg7406
OG0001366	CARHR186160	jg6641
OG0001368	CARHR169240	jg15910
OG0001368	CARHR142140	jg20086
OG0001371	CARHR078210	jg24271
OG0001371	CARHR194770	jg5672
OG0001372	CARHR078700	jg24328
OG0001373	CARHR208230	jg6511
OG0001373	CARHR085320	jg25014
OG0001374	CARHR263480	jg12457
OG0001375	CARHR089780, CARHR105580	jg25500
OG0001376	CARHR090200	jg25545
OG0001376	CARHR043400	jg33521
OG0001377	CARHR038060	jg32925
OG0001377	CARHR093130	jg25888
OG0001378	CARHR200480	jg5109
OG0001378	CARHR096640	jg26249
OG0001379	CARHR041440	jg33279
OG0001379	CARHR125300	jg18228
OG0001380	CARHR194740	jg5678, jg5677, jg5679, jg5675
OG0001381	CARHR051960	jg887
OG0001382	CARHR014950	jg29929
OG0001384	CARHR063790, CARHR287090	jg2673
OG0001384	CARHR023760	jg30903
OG0001385	CARHR245360	jg8640
OG0001385	CARHR245370	jg8639
OG0001387	CARHR241990	jg8977
OG0001387	CARHR284870	jg27524
OG0001389	CARHR091610	jg25693, jg25691
OG0001390	CARHR105500	jg26539
OG0001390	CARHR118120	jg26554
OG0001392	CARHR193880	jg5762
OG0001392	CARHR193870	jg5761
OG0001396	CARHR267780	jg22254
OG0001397	CARHR234970	jg9722
OG0001397	CARHR267720	jg22246
OG0001398	CARHR249710, CARHR249700	jg8040
OG0001398	CARHR261630	jg12651
OG0001399	CARHR077850	jg24228
OG0001399	CARHR195200	jg5628, jg32476
OG0001400	CARHR262380	jg12560
OG0001400	CARHR198110	jg5346
OG0001401	CARHR200760	jg5077
OG0001401	CARHR193530	jg5801
OG0001402	CARHR202230	jg4936
OG0001402	CARHR188260	jg6394
OG0001403	CARHR203480	jg4806
OG0001403	CARHR278730	jg23481
OG0001404	CARHR204830	jg4675
OG0001404	CARHR190290	jg6171
OG0001405	CARHR121790	jg17845
OG0001405	CARHR007580	jg29134
OG0001406	CARHR123250	jg18035
OG0001407	CARHR123350	jg18039
OG0001407	CARHR075640	jg23963
OG0001408	CARHR124300	jg18135
OG0001409	CARHR124470	jg18147
OG0001409	CARHR006040	jg28993
OG0001410	CARHR004690	jg28856
OG0001410	CARHR126200	jg18307, jg18308
OG0001411	CARHR036680	jg32739
OG0001411	CARHR180940	jg20950
OG0001412	CARHR128380	jg18530
OG0001412	CARHR028920	jg31482
OG0001413	CARHR031450	jg31842
OG0001413	CARHR219430	jg11449
OG0001414	CARHR158940	jg14845
OG0001414	CARHR280010	jg23621
OG0001415	CARHR279820	jg23602
OG0001416	CARHR277360	jg23321
OG0001416	CARHR157440	jg14683
OG0001417	CARHR285270	jg32591
OG0001417	CARHR285260, CARHR285280	jg22831
OG0001417	CARHR059810	jg2257
OG0001418	CARHR105210	jg27484
OG0001419	CARHR234150	jg9793
OG0001421	CARHR208210	jg4256
OG0001421	CARHR208050	jg4255
OG0001422	CARHR211960	jg3854
OG0001422	CARHR083220	jg24803
OG0001423	CARHR148800	jg13489
OG0001423	CARHR261400	jg12672
OG0001425	CARHR243640	jg8815
OG0001425	CARHR107400	jg27854
OG0001426	CARHR087930	jg25309
OG0001426	CARHR045380	jg33746
OG0001427	CARHR045260	jg33717
OG0001427	CARHR088010	jg25319
OG0001428	CARHR162910	jg15228
OG0001429	CARHR235550	jg9657
OG0001429	CARHR265980	jg22016, jg22023
OG0001430	CARHR231680	jg10055
OG0001430	CARHR259060	jg21619
OG0001431	CARHR116080	jg17108
OG0001431	CARHR112330	jg12209, jg16559
OG0001432	CARHR025020	jg31048
OG0001432	CARHR062830	jg2568
OG0001433	CARHR225650	jg10709
OG0001434	CARHR177440	jg20601
OG0001435	CARHR040490	jg33185
OG0001436	CARHR042640	jg33443
OG0001436	CARHR091000	jg25633
OG0001437	CARHR174470	jg20362
OG0001437	CARHR224410	jg10847
OG0001438	CARHR224140	jg10871
OG0001438	CARHR174080	jg20314
OG0001439	CARHR255390	jg7484
OG0001439	CARHR255370	jg7486, jg7485
OG0001440	CARHR243590	jg8820
OG0001440	CARHR293470	jg27836
OG0001441	CARHR253420	jg7683
OG0001441	CARHR229130	jg10309
OG0001442	CARHR252940	jg7711
OG0001442	CARHR228800	jg10341
OG0001443	CARHR227540	jg10474
OG0001444	CARHR231100	jg10124
OG0001446	CARHR106010	jg18652
OG0001446	CARHR037480, CARHR291980	jg4792
OG0001447	CARHR169970	jg16005
OG0001447	CARHR138590	jg19686
OG0001448	CARHR113840	jg16689
OG0001448	CARHR246370	jg8536
OG0001449	CARHR169490	jg21495, jg21488, jg21481, jg21446, jg32662, jg21450, jg15947, jg16892
OG0001450	CARHR136950	jg19480
OG0001450	CARHR167750	jg15765
OG0001451	CARHR136610	jg19435
OG0001451	CARHR167400	jg15724, jg15657
OG0001452	CARHR165710	jg15517
OG0001452	CARHR134770	jg19217
OG0001453	CARHR113320	jg16647
OG0001453	CARHR246990	jg8469
OG0001454	CARHR132490	jg18958
OG0001454	CARHR163920	jg15338
OG0001455	CARHR163600	jg15306
OG0001455	CARHR132060	jg18912
OG0001456	CARHR092140	jg25765
OG0001458	CARHR109670	jg28103
OG0001458	CARHR109690	jg28108
OG0001459	CARHR109800	jg28119
OG0001459	CARHR237750	jg9434
OG0001460	CARHR028680	jg28136, jg28139
OG0001460	CARHR237580	jg9456
OG0001461	CARHR134070	jg14485
OG0001461	CARHR101960	jg19121
OG0001462	CARHR133090, CARHR133100	jg19025
OG0001462	CARHR133110	jg19022
OG0001463	CARHR086560	jg25152
OG0001464	CARHR253940	jg7635
OG0001464	CARHR253950	jg7634
OG0001465	CARHR112210	jg16546
OG0001465	CARHR247800	jg8365
OG0001466	CARHR113560	jg16662
OG0001466	CARHR246750	jg8497
OG0001467	CARHR063890, CARHR263830	jg16820
OG0001467	CARHR263840, CARHR114730	jg16825
OG0001467	CARHR114720	jg16822
OG0001468	CARHR245180	jg8655
OG0001468	CARHR184820	jg16842
OG0001469	CARHR238940	jg9294
OG0001470	CARHR033700	jg32097
OG0001470	CARHR033690	jg32096
OG0001471	CARHR186670	jg6584
OG0001472	CARHR080040	jg24473
OG0001472	CARHR186350	jg6608
OG0001473	CARHR080010	jg24470
OG0001474	CARHR110870	jg28249
OG0001475	CARHR170230	jg16040
OG0001475	CARHR139250	jg19755
OG0001476	CARHR174050, CARHR174060	jg13762
OG0001477	CARHR185560	jg21605
OG0001477	CARHR081020	jg24593
OG0001478	CARHR097300, CARHR097280	jg26325
OG0001478	CARHR042050	jg33363
OG0001479	CARHR010390	jg29412
OG0001479	CARHR283780	jg1099
OG0001480	CARHR048870	jg620
OG0001481	CARHR016610	jg30101
OG0001482	CARHR216310, CARHR258770	jg21645
OG0001482	CARHR231760	jg10045
OG0001483	CARHR021090	jg30602
OG0001483	CARHR243370	jg8847
OG0001484	CARHR023360	jg30858
OG0001484	CARHR064420	jg2734
OG0001485	CARHR178720	jg20733, jg20734
OG0001485	CARHR178670	jg20730
OG0001486	CARHR239080	jg9282
OG0001486	CARHR117710	jg16917
OG0001488	CARHR119510	jg17587
OG0001489	CARHR053720, CARHR052660	jg811, jg3721, jg969, jg964, jg911, jg968, jg963
OG0001489	CARHR073990	jg3720, jg1222
OG0001491	CARHR094100, CARHR094110, CARHR036030	jg26004
OG0001492	CARHR096510, CARHR096530, CARHR096500	jg26238
OG0001499	CARHR058920	jg2169, jg2168, jg2170
OG0001500	CARHR029560	jg32351, jg32353, jg31529
OG0001501	CARHR077670	jg24209
OG0001501	CARHR195480	jg5604
OG0001502	CARHR077560	jg24200
OG0001502	CARHR195580	jg5594
OG0001503	CARHR198240	jg5333
OG0001503	CARHR075730	jg23973
OG0001504	CARHR040090	jg14807, jg33131, jg33130
OG0001505	CARHR075300	jg23933
OG0001505	CARHR198830	jg5269
OG0001506	CARHR199580	jg5196
OG0001506	CARHR086920	jg25195
OG0001507	CARHR201810	jg4974
OG0001507	CARHR187990	jg6430
OG0001508	CARHR205190	jg4639
OG0001508	CARHR274820	jg23055
OG0001509	CARHR205330	jg4628, jg4627
OG0001510	CARHR026270	jg31195
OG0001510	CARHR060850	jg2378
OG0001511	CARHR120550	jg17723
OG0001511	CARHR008030	jg29182
OG0001512	CARHR007680	jg29144
OG0001512	CARHR121610	jg17830
OG0001513	CARHR121780	jg17843
OG0001513	CARHR007540	jg29129
OG0001514	CARHR123360	jg18040
OG0001515	CARHR006360	jg29016
OG0001515	CARHR124260	jg18129
OG0001516	CARHR005710	jg28967
OG0001516	CARHR124780	jg18171
OG0001517	CARHR004640	jg28852
OG0001517	CARHR126230	jg18312
OG0001518	CARHR003810	jg28765
OG0001518	CARHR127430	jg18441
OG0001519	CARHR003000	jg28759
OG0001519	CARHR180350	jg20901
OG0001520	CARHR003700	jg28753
OG0001520	CARHR180200	jg20875
OG0001521	CARHR073400	jg3657
OG0001521	CARHR016650	jg30106
OG0001522	CARHR028670	jg31460
OG0001522	CARHR128350	jg18526
OG0001523	CARHR128370	jg18529
OG0001523	CARHR028840	jg31474
OG0001524	CARHR030380	jg31662
OG0001526	CARHR159000	jg14851
OG0001526	CARHR280080	jg23627
OG0001527	CARHR279750	jg23596
OG0001527	CARHR165430	jg15480
OG0001528	CARHR277370	jg23323
OG0001528	CARHR243480, CARHR042990	jg8835
OG0001529	CARHR188980	jg6307
OG0001529	CARHR158310	jg14777
OG0001531	CARHR190680	jg6121
OG0001531	CARHR190700, CARHR190710	jg6119
OG0001532	CARHR273070, CARHR273040	jg22893, jg22892
OG0001532	CARHR273060	jg22894
OG0001533	CARHR273000	jg22886
OG0001533	CARHR273010	jg22887
OG0001534	CARHR175590	jg20450
OG0001534	CARHR224580	jg10826
OG0001535	CARHR233820	jg9827
OG0001535	CARHR270320	jg22545
OG0001536	CARHR213080, CARHR047890	jg528, jg527
OG0001537	CARHR250720	jg7971
OG0001537	CARHR002220	jg28600
OG0001538	CARHR002380	jg28618
OG0001538	CARHR250880	jg7956
OG0001540	CARHR085650	jg25055
OG0001540	CARHR207750	jg4308
OG0001541	CARHR208480	jg4227
OG0001541	CARHR085190	jg25001
OG0001542	CARHR209860	jg4085
OG0001542	CARHR084390	jg24914
OG0001543	CARHR070490	jg3365
OG0001543	CARHR021780	jg30685
OG0001544	CARHR070480	jg3364
OG0001544	CARHR021770	jg30684
OG0001545	CARHR070140	jg3320
OG0001545	CARHR021470	jg30645
OG0001546	CARHR068340	jg3154
OG0001546	CARHR068380	jg3158
OG0001547	CARHR243690, CARHR284160, CARHR119570	jg8810
OG0001547	CARHR107450	jg27861
OG0001548	CARHR244210	jg8754
OG0001548	CARHR108050	jg27908
OG0001549	CARHR219210	jg11464
OG0001549	CARHR100210	jg26712
OG0001550	CARHR067060	jg3039
OG0001550	CARHR019080	jg30369
OG0001552	CARHR176310	jg20517
OG0001552	CARHR225890	jg10692
OG0001553	CARHR095960	jg26186
OG0001553	CARHR040690	jg33200
OG0001554	CARHR042840	jg33464
OG0001554	CARHR090740	jg25611
OG0001555	CARHR174310	jg20349
OG0001555	CARHR224360	jg10852
OG0001556	CARHR223900	jg10891
OG0001557	CARHR281170	jg23737
OG0001557	CARHR160360	jg14957
OG0001558	CARHR142550	jg20124
OG0001558	CARHR172600	jg16297
OG0001559	CARHR239980	jg9192
OG0001559	CARHR116250	jg17088
OG0001560	CARHR139320	jg19762
OG0001560	CARHR170280	jg16048
OG0001561	CARHR168270	jg15815
OG0001561	CARHR168280	jg15816
OG0001562	CARHR033340	jg1692, jg1419
OG0001562	CARHR136970	jg19482
OG0001563	CARHR136230	jg19390
OG0001563	CARHR166910	jg15645, jg15715
OG0001564	CARHR165880	jg15533
OG0001564	CARHR134820	jg19221
OG0001565	CARHR165800	jg15521
OG0001565	CARHR165810	jg15522
OG0001566	CARHR150630, CARHR132530, CARHR163970	jg33000
OG0001567	CARHR151170, CARHR151180	jg14239
OG0001567	CARHR058820	jg14237
OG0001568	CARHR237940	jg9416
OG0001568	CARHR109650	jg28101
OG0001569	CARHR112430	jg16568
OG0001569	CARHR247600	jg8385
OG0001570	CARHR064720	jg2818
OG0001570	CARHR260500	jg7274
OG0001570	CARHR033870	jg32123
OG0001571	CARHR002560	jg28641
OG0001571	CARHR193920	jg5758
OG0001572	CARHR079650	jg24430
OG0001572	CARHR186100	jg6648
OG0001573	CARHR185020	jg6760
OG0001573	CARHR079130	jg24374
OG0001574	CARHR236240	jg9586
OG0001574	CARHR111150	jg28279
OG0001575	CARHR078500	jg24312, jg24311
OG0001576	CARHR185770	jg6705
OG0001576	CARHR079390	jg24402
OG0001577	CARHR184000	jg21361
OG0001577	CARHR082300	jg24717
OG0001578	CARHR092730	jg25845
OG0001578	CARHR037840	jg32898
OG0001580	CARHR233410	jg9868
OG0001580	CARHR233420	jg9867
OG0001580	CARHR178850, CARHR178820	jg11355, jg11354
OG0001581	CARHR262880, CARHR258220	jg12515, jg12516
OG0001582	CARHR126190	jg18306
OG0001582	CARHR004700	jg28858
OG0001583	CARHR011190	jg29506
OG0001583	CARHR051980	jg886
OG0001584	CARHR015400	jg29971
OG0001584	CARHR144240	jg12968
OG0001585	CARHR022920	jg30817
OG0001585	CARHR022930, CARHR022940, CARHR022950	jg30818
OG0001586	CARHR146510, CARHR146170, CARHR038810	jg13179
OG0001587	CARHR023700	jg30892
OG0001587	CARHR063910	jg2680
OG0001588	CARHR046630	jg403
OG0001588	CARHR212780	jg12823
OG0001589	CARHR149700	jg13568
OG0001589	CARHR149770, CARHR149760	jg13573
OG0001590	CARHR247130, CARHR117970, CARHR103850	jg1440, jg1475
OG0001591	CARHR246620	jg8509
OG0001592	CARHR156230	jg8953
OG0001592	CARHR121600, CARHR109350	jg8954
OG0001593	CARHR146560	jg13218, jg29817
OG0001594	CARHR063490, CARHR063550, CARHR063570, CARHR063470	jg2103, jg2642, jg1877, jg1882, jg1881, jg1870
OG0001595	CARHR057190	jg1926, jg1929
OG0001595	CARHR057200	jg1925
OG0001596	CARHR264480	jg11893
OG0001597	CARHR200710, CARHR028430	jg22524, jg22522
OG0001597	CARHR270080	jg22521
OG0001597	CARHR270090	jg22525
OG0001598	CARHR205180	jg4640
OG0001598	CARHR274790	jg23052
OG0001598	CARHR274800	jg23053
OG0001599	CARHR236600	jg9550, jg9551
OG0001603	CARHR157210	jg14661
OG0001603	CARHR277120	jg23301
OG0001604	CARHR019640	jg30428
OG0001604	CARHR156900	jg14625
OG0001605	CARHR214730	jg12655
OG0001606	CARHR196020	jg5545
OG0001606	CARHR077180	jg24147
OG0001607	CARHR077060	jg24133
OG0001607	CARHR196250	jg5520
OG0001608	CARHR096420	jg26221, jg26222
OG0001609	CARHR197240	jg5432
OG0001609	CARHR076530	jg24071
OG0001610	CARHR026930	jg31260, jg31262
OG0001611	CARHR200620	jg5092
OG0001611	CARHR193480	jg5804
OG0001612	CARHR193440	jg5808
OG0001612	CARHR200890	jg5064
OG0001613	CARHR201490	jg5005
OG0001613	CARHR187230	jg6490
OG0001614	CARHR293810	jg23504
OG0001614	CARHR203030	jg4857
OG0001615	CARHR203040	jg4856
OG0001616	CARHR278540	jg23461
OG0001617	CARHR204210	jg4736
OG0001617	CARHR277750	jg23370
OG0001618	CARHR190440	jg6147
OG0001618	CARHR204990	jg4666
OG0001619	CARHR251400	jg7901
OG0001619	CARHR002790	jg28658
OG0001620	CARHR007360	jg29112
OG0001620	CARHR122100	jg17872
OG0001621	CARHR123230	jg18033
OG0001621	CARHR006910	jg29072
OG0001622	CARHR006790	jg29061
OG0001622	CARHR123430	jg18047
OG0001623	CARHR123880	jg18087
OG0001623	CARHR006550	jg29037
OG0001624	CARHR124430	jg18143
OG0001625	CARHR125420	jg18237
OG0001625	CARHR005230	jg28916
OG0001626	CARHR003980	jg28784
OG0001627	CARHR003850	jg28769
OG0001627	CARHR127340	jg18432
OG0001628	CARHR003410	jg28726
OG0001628	CARHR179430	jg20801
OG0001629	CARHR251960	jg7838
OG0001629	CARHR003010	jg28681
OG0001630	CARHR233160	jg9895
OG0001630	CARHR265570	jg21956
OG0001631	CARHR180850	jg20932
OG0001631	CARHR027230	jg31295
OG0001632	CARHR128030	jg18497
OG0001632	CARHR028030	jg31384
OG0001633	CARHR275500	jg23122
OG0001634	CARHR274990	jg23069
OG0001634	CARHR014280	jg29860
OG0001635	CARHR189870	jg6214
OG0001636	CARHR158560	jg14808
OG0001637	CARHR193380	jg5813
OG0001638	CARHR192840	jg5863
OG0001638	CARHR192860	jg5862
OG0001640	CARHR234270	jg9783
OG0001640	CARHR268820	jg22385
OG0001641	CARHR268540	jg22344
OG0001641	CARHR234450	jg9767
OG0001642	CARHR268390, CARHR268370, CARHR268380	jg22329
OG0001643	CARHR235000	jg9718
OG0001643	CARHR267500	jg22215
OG0001644	CARHR086260	jg25124
OG0001645	CARHR086000	jg25096
OG0001645	CARHR206810	jg4372
OG0001646	CARHR207660	jg4318
OG0001646	CARHR085760	jg25067
OG0001647	CARHR167320	jg15667
OG0001647	CARHR209240	jg4149
OG0001648	CARHR213750	jg12696
OG0001648	CARHR148550	jg13455
OG0001649	CARHR213540	jg12709
OG0001649	CARHR148370	jg13419
OG0001650	CARHR212940	jg12764
OG0001650	CARHR047370	jg482
OG0001651	CARHR016710	jg30111
OG0001651	CARHR073320	jg3650
OG0001652	CARHR073000	jg3621
OG0001652	CARHR072980	jg3620
OG0001653	CARHR016930	jg30131
OG0001653	CARHR072860	jg3609
OG0001654	CARHR214140	jg31836
OG0001655	CARHR057150	jg1915
OG0001655	CARHR227200	jg10518, jg10523, jg10530
OG0001656	CARHR070020	jg3309
OG0001656	CARHR021310	jg30633
OG0001657	CARHR243770	jg8801
OG0001658	CARHR108370	jg27923
OG0001658	CARHR244420	jg8732
OG0001659	CARHR045990	jg33819
OG0001659	CARHR087260	jg25230
OG0001660	CARHR044160, CARHR044150	jg33611
OG0001660	CARHR089480	jg25444
OG0001662	CARHR130220	jg18730
OG0001662	CARHR162240	jg15157
OG0001664	CARHR130810	jg18787
OG0001664	CARHR162830	jg15220
OG0001665	CARHR130820	jg18788
OG0001665	CARHR162840	jg15221, jg10973
OG0001666	CARHR221290	jg11277
OG0001666	CARHR098630	jg26514
OG0001667	CARHR091780	jg25721
OG0001668	CARHR290470	jg25835
OG0001668	CARHR000070	jg25738
OG0001668	CARHR290460	jg11091
OG0001669	CARHR290560	jg11083
OG0001669	CARHR290570, CARHR290590	jg11082
OG0001670	CARHR067150	jg3047
OG0001670	CARHR067160	jg3048
OG0001671	CARHR286820	jg13620
OG0001671	CARHR262060	jg12607
OG0001672	CARHR147640	jg13350
OG0001672	CARHR013260	jg29750
OG0001673	CARHR146980	jg13276
