Orthogroup	Cardamine_hirsuta	Capsella_rubella
OG0001384	CARHR023760	XP_006307377.1
OG0001385	CARHR245360	XP_006285239.1
OG0001385	CARHR245370	XP_006285859.2
OG0001386	CARHR032800	XP_006305934.1
OG0001387	CARHR241990	XP_006285322.1
OG0001387	CARHR284870	XP_006299560.1, XP_006298370.1
OG0001389	CARHR091610	XP_006297484.2, XP_006297485.1
OG0001390	CARHR105500, CARHR118120, CARHR099030, CARHR099020	XP_006299852.1
OG0001392	CARHR193880	XP_006289574.1
OG0001396	CARHR267780	XP_006281120.1
OG0001397	CARHR234970	XP_023634521.1
OG0001397	CARHR267720	XP_006281006.1
OG0001398	CARHR249710, CARHR249700	XP_006287033.2
OG0001398	CARHR261630	XP_006283152.1
OG0001399	CARHR077850	XP_006297040.1
OG0001399	CARHR195200	XP_006286451.1
OG0001400	CARHR262380	XP_006282728.1
OG0001400	CARHR198110	XP_006288701.1
OG0001401	CARHR200760	XP_006286948.1
OG0001401	CARHR193530	XP_006286943.1
OG0001402	CARHR202230	XP_006287910.1
OG0001402	CARHR188260	XP_006287805.1
OG0001403	CARHR203480	XP_006286951.1
OG0001403	CARHR278730	XP_006279743.1
OG0001404	CARHR204830	XP_006288079.1
OG0001404	CARHR190290	XP_006288023.2
OG0001405	CARHR121790	XP_006294419.2
OG0001405	CARHR007580	XP_006305197.1
OG0001407	CARHR123350	XP_006294683.1
OG0001407	CARHR075640	XP_006298213.1
OG0001408	CARHR124300	XP_006294352.2
OG0001409	CARHR124470	XP_006293369.1
OG0001409	CARHR006040	XP_006304954.1
OG0001410	CARHR004690	XP_006304256.1
OG0001410	CARHR126200	XP_006295112.1
OG0001411	CARHR036680	XP_006307278.2
OG0001411	CARHR180940	XP_006280322.2
OG0001412	CARHR128380	XP_006294835.1
OG0001412	CARHR028920	XP_006303318.1
OG0001413	CARHR031450	XP_006305386.1, XP_006305387.1
OG0001413	CARHR219430	XP_006285396.1
OG0001414	CARHR158940	XP_006291568.1
OG0001414	CARHR280010	XP_006280882.1
OG0001415	CARHR279820	XP_006281630.1
OG0001415	CARHR158790	XP_006293213.1
OG0001416	CARHR277360	XP_006280903.2
OG0001416	CARHR157440	XP_006291610.2
OG0001418	CARHR105210	XP_006299028.1
OG0001419	CARHR269360	XP_023638053.1
OG0001419	CARHR234150	XP_006284484.1
OG0001420	CARHR250820	XP_006288647.1
OG0001421	CARHR208210	XP_023637319.1
OG0001422	CARHR211960	XP_006288787.1
OG0001422	CARHR083220	XP_006296628.1
OG0001423	CARHR148800	XP_006291663.1
OG0001423	CARHR261400	XP_006284302.1
OG0001425	CARHR243640	XP_006283444.1
OG0001425	CARHR107400	XP_006297360.1
OG0001426	CARHR087930	XP_023642397.1
OG0001426	CARHR045380	XP_023645707.1
OG0001427	CARHR045260	XP_006303856.1
OG0001427	CARHR088010	XP_006299973.1
OG0001428	CARHR162910	XP_006291962.1
OG0001429	CARHR235550	XP_023634164.1
OG0001429	CARHR265980	XP_006280943.1
OG0001430	CARHR231680	XP_006283336.1
OG0001430	CARHR259060	XP_006281810.1
OG0001431	CARHR116080	XP_023640775.1, XP_023639578.1
OG0001431	CARHR116090	XP_023639579.1
OG0001431	CARHR112330	XP_006285936.2
OG0001432	CARHR025020	XP_006303361.1
OG0001432	CARHR062830	XP_006302877.1
OG0001433	CARHR225650	XP_006284518.1
OG0001433	CARHR176230	XP_006281087.1
OG0001434	CARHR226440	XP_006284552.1
OG0001434	CARHR177440	XP_006281129.1
OG0001435	CARHR095590	XP_006298339.2
OG0001435	CARHR040490	XP_006303537.1
OG0001436	CARHR042640	XP_006305213.1
OG0001436	CARHR091000	XP_006297987.1
OG0001437	CARHR174470	XP_006281584.2
OG0001437	CARHR224410	XP_006286032.1
OG0001438	CARHR224140	XP_006284491.1
OG0001438	CARHR174080	XP_023633064.1
OG0001439	CARHR255370	XP_006286574.1, XP_006289266.1
OG0001440	CARHR243590	XP_006283076.1
OG0001440	CARHR293470	XP_006296934.1
OG0001441	CARHR253420	XP_006288225.1
OG0001441	CARHR229130	XP_006284145.1
OG0001442	CARHR252940	XP_006287678.1
OG0001442	CARHR228800	XP_023633998.1
OG0001443	CARHR227540	XP_006292541.1, XP_023633821.1
OG0001443	CARHR227550	XP_023644262.1, XP_023633820.1
OG0001444	CARHR231100	XP_023634664.1
OG0001444	CARHR075580	XP_006298854.1
OG0001446	CARHR037480, CARHR291980	XP_006288334.1
OG0001447	CARHR169970	XP_023638784.1
OG0001447	CARHR138590	XP_023639705.1
OG0001448	CARHR113840	XP_006293793.1
OG0001448	CARHR246370	XP_006285725.1
OG0001449	CARHR169490	XP_006282012.1, XP_006290302.2
OG0001450	CARHR136950	XP_006295937.1
OG0001450	CARHR167750	XP_023638556.1
OG0001451	CARHR136610	XP_006294271.1
OG0001451	CARHR167400	XP_006291106.2
OG0001452	CARHR165710	XP_006291993.1
OG0001452	CARHR134770	XP_006295744.1
OG0001453	CARHR113320	XP_006295067.1
OG0001453	CARHR246990	XP_006284584.2
OG0001454	CARHR132490	XP_006294669.1
OG0001454	CARHR163920	XP_006292744.1
OG0001455	CARHR163600	XP_023639299.1
OG0001455	CARHR132060	XP_006294028.2
OG0001456	CARHR092140	XP_023642276.1
OG0001456	CARHR222430	XP_006284629.1
OG0001458	CARHR109690	XP_023642469.1
OG0001459	CARHR109800	XP_006298861.1
OG0001459	CARHR237750	XP_006295293.1
OG0001460	CARHR028680	XP_006300000.1
OG0001460	CARHR237580	XP_006283576.2
OG0001461	CARHR101960	XP_006295593.1
OG0001462	CARHR133090, CARHR133100	XP_023640924.1
OG0001463	CARHR086560	XP_006300024.2
OG0001463	CARHR164960	XP_023640442.1
OG0001464	CARHR253940	XP_006289973.1, XP_006287511.1, XP_006289075.1, XP_006289361.1
OG0001464	CARHR253950	XP_006287522.1
OG0001465	CARHR112210	XP_006294260.2
OG0001465	CARHR247800	XP_006283861.1
OG0001466	CARHR113560	XP_006296223.1
OG0001466	CARHR246750	XP_006283476.1
OG0001467	CARHR263840, CARHR114730	XP_006295962.2
OG0001467	CARHR114720	XP_006294757.2, XP_006294809.1
OG0001468	CARHR245180	XP_006283895.2
OG0001468	CARHR184820	XP_006294451.2
OG0001469	CARHR238940	XP_006282685.1
OG0001470	CARHR033700	XP_006307171.1
OG0001470	CARHR033690	XP_006307120.1
OG0001471	CARHR186670	XP_006286818.2
OG0001472	CARHR080040	XP_006299753.1
OG0001472	CARHR186350	XP_006290150.1
OG0001473	CARHR080010	XP_006298162.1
OG0001474	CARHR110870	XP_006299702.2, XP_006299006.2, XP_023642162.1
OG0001475	CARHR170230	XP_006292699.1
OG0001475	CARHR139250	XP_006295189.1
OG0001477	CARHR185560	XP_023645806.1
OG0001477	CARHR081020	XP_006298146.1
OG0001478	CARHR042050	XP_006305947.1
OG0001479	CARHR010390	XP_023645993.1
OG0001479	CARHR283780	XP_006300698.1
OG0001480	CARHR048870	XP_006302977.1
OG0001480	CARHR012680	XP_006304732.1
OG0001481	CARHR016610	XP_006306876.1
OG0001482	CARHR216310, CARHR258770	XP_006282073.1
OG0001482	CARHR231760	XP_006286123.1
OG0001483	CARHR021090	XP_023645467.1
OG0001483	CARHR243370	XP_006283612.1
OG0001484	CARHR023360	XP_006304240.1
OG0001484	CARHR064420	XP_006300566.1
OG0001485	CARHR178720	XP_006279601.2
OG0001485	CARHR178670	XP_006280276.1
OG0001486	CARHR239080	XP_006285418.1
OG0001486	CARHR117710	XP_006294309.1
OG0001488	CARHR119510	XP_006295093.2
OG0001489	CARHR053720, CARHR052660	XP_006302300.1, XP_006300344.1
OG0001491	CARHR139790	XP_006293381.1
OG0001491	CARHR094100, CARHR094110, CARHR036030	XP_006297828.1
OG0001492	CARHR096510, CARHR096530, CARHR096500	XP_006299565.1
OG0001499	CARHR058920	XP_006301721.1
OG0001500	CARHR029560	XP_023645172.1
OG0001501	CARHR077670	XP_006297506.1
OG0001501	CARHR195480	XP_006287454.2
OG0001502	CARHR077560	XP_006299622.1
OG0001502	CARHR195580	XP_006287967.1
OG0001503	CARHR198240	XP_006286494.1
OG0001503	CARHR075730	XP_006297525.1
OG0001504	CARHR040090	XP_006279141.1
OG0001505	CARHR075300	XP_006299113.2
OG0001505	CARHR198830	XP_006287919.1
OG0001506	CARHR199580	XP_006288684.1
OG0001506	CARHR086920	XP_006298580.1
OG0001507	CARHR201810	XP_006287989.1
OG0001507	CARHR187990	XP_006287976.1
OG0001508	CARHR205190	XP_006288700.1
OG0001508	CARHR274820	XP_006281136.1
OG0001509	CARHR205330	XP_006287610.2
OG0001510	CARHR026270	XP_006306551.1
OG0001510	CARHR060850	XP_006301709.2
OG0001511	CARHR120550	XP_006294376.1
OG0001511	CARHR008030	XP_006305035.1
OG0001512	CARHR007680	XP_006307105.2
OG0001512	CARHR121610	XP_006294153.2
OG0001513	CARHR121780	XP_006296346.2
OG0001514	CARHR221130, CARHR006850	XP_006303347.1
OG0001514	CARHR123360	XP_006294814.2
OG0001515	CARHR006360	XP_006303580.1
OG0001515	CARHR124260	XP_006296023.1
OG0001516	CARHR005710	XP_006303456.2
OG0001516	CARHR124780	XP_006294854.1
OG0001517	CARHR004640	XP_006307127.2
OG0001517	CARHR126230	XP_023639728.1
OG0001518	CARHR003810	XP_006306347.1
OG0001518	CARHR127430	XP_006296322.1
OG0001519	CARHR003000	XP_023645479.1
OG0001519	CARHR180350	XP_006280788.1
OG0001520	CARHR003700	XP_006305893.1
OG0001520	CARHR180200	XP_006282000.1
OG0001521	CARHR073400	XP_006300906.1
OG0001521	CARHR016650	XP_006305808.1
OG0001522	CARHR028670	XP_006306891.1
OG0001522	CARHR128350	XP_006296011.1
OG0001523	CARHR128370	XP_006295874.1
OG0001523	CARHR028840	XP_023644852.1
OG0001524	CARHR169880	XP_006291680.1
OG0001524	CARHR030380	XP_006305529.1
OG0001525	CARHR031040	XP_023645966.1
OG0001526	CARHR159000	XP_006291932.2
OG0001526	CARHR280080	XP_006281275.1
OG0001527	CARHR279750	XP_006279568.1
OG0001527	CARHR165430	XP_006290542.1
OG0001528	CARHR243480, CARHR042990	XP_006285502.1
OG0001529	CARHR188980	XP_006286479.1
OG0001529	CARHR158310	XP_006290782.1
OG0001531	CARHR190700, CARHR190710	XP_006287572.1
OG0001532	CARHR273070, CARHR273040	XP_006280452.1
OG0001532	CARHR273060	XP_006279520.1
OG0001533	CARHR273000	XP_006282023.1
OG0001533	CARHR273010	XP_006279819.1, XP_006294467.1
OG0001534	CARHR175590	XP_006279755.2
OG0001534	CARHR224580	XP_006285483.1, XP_006281834.2, XP_006301900.1
OG0001535	CARHR233820	XP_006285534.1
OG0001535	CARHR270320	XP_006280374.1
OG0001536	CARHR213080, CARHR047890	XP_006302401.1, XP_006302676.2
OG0001537	CARHR250720	XP_006288563.1
OG0001538	CARHR002380	XP_006305432.1
OG0001538	CARHR250880	XP_023637045.1
OG0001540	CARHR085650	XP_006297404.2
OG0001540	CARHR207750	XP_006287509.1
OG0001541	CARHR208480	XP_006286800.1
OG0001541	CARHR085190	XP_006298787.1
OG0001542	CARHR209860	XP_006287591.1
OG0001542	CARHR084390	XP_023642237.1, XP_006297503.1
OG0001543	CARHR070490	XP_006302726.1
OG0001543	CARHR021780	XP_006305527.2
OG0001544	CARHR070480	XP_006301355.1
OG0001544	CARHR021770	XP_006304594.1
OG0001545	CARHR070140	XP_006302740.1
OG0001545	CARHR021470	XP_006305316.2
OG0001546	CARHR068340	XP_023642834.1
OG0001546	CARHR068380	XP_006301180.1
OG0001547	CARHR243690, CARHR284160, CARHR119570	XP_006283971.1
OG0001547	CARHR107450	XP_006299387.1
OG0001548	CARHR244210	XP_023634733.1
OG0001548	CARHR108050	XP_006298413.1
OG0001549	CARHR219210	XP_006285077.1
OG0001549	CARHR100210	XP_006300155.1
OG0001550	CARHR067060	XP_006302222.1
OG0001550	CARHR019080	XP_023644651.1
OG0001552	CARHR176310	XP_006280692.1
OG0001552	CARHR225890	XP_023634086.1
OG0001553	CARHR095960	XP_006298403.1
OG0001553	CARHR040690	XP_006304201.1
OG0001554	CARHR042840	XP_006305405.2
OG0001554	CARHR090740	XP_006298382.1
OG0001555	CARHR174310	XP_023637498.1
OG0001555	CARHR224360	XP_006284309.1
OG0001556	CARHR173810	XP_006280749.1
OG0001556	CARHR223900	XP_006284050.1
OG0001557	CARHR281170	XP_006280785.1
OG0001557	CARHR160360	XP_006291313.2
OG0001558	CARHR142550	XP_006293775.1
OG0001558	CARHR172600	XP_006290670.1
OG0001559	CARHR239980	XP_023635599.1
OG0001559	CARHR116250	XP_006293733.1
OG0001560	CARHR139320	XP_006294482.1
OG0001560	CARHR170280	XP_023639075.1
OG0001561	CARHR168270	XP_023637843.1
OG0001561	CARHR168280	XP_023638960.1
OG0001562	CARHR136970	XP_023639714.1
OG0001563	CARHR136230	XP_006293901.1
OG0001563	CARHR166910	XP_023638756.1
OG0001564	CARHR165880	XP_023638094.1
OG0001564	CARHR134820	XP_006295906.1
OG0001565	CARHR165800	XP_006291044.2, XP_006293164.1
OG0001565	CARHR165810	XP_006291099.1, XP_006293139.1
OG0001566	CARHR150630, CARHR132530	XP_006295789.1
OG0001566	CARHR163970	XP_006292134.1
OG0001567	CARHR151170, CARHR151180	XP_006291387.2
OG0001568	CARHR237940	XP_006283123.1
OG0001568	CARHR109650	XP_006297002.1
OG0001569	CARHR112430	XP_006294333.2
OG0001569	CARHR247600	XP_006282656.1
OG0001570	CARHR064720	XP_006302494.1
OG0001570	CARHR260500	XP_006287918.1
OG0001571	CARHR002560	XP_006304093.1
OG0001571	CARHR193920	XP_006286535.1
OG0001572	CARHR079650	XP_006298991.2
OG0001572	CARHR186100	XP_023636813.1
OG0001573	CARHR185020	XP_006288375.1
OG0001573	CARHR079130	XP_006298244.1
OG0001574	CARHR236240	XP_006285481.1
OG0001574	CARHR111150	XP_006299966.1
OG0001575	CARHR078500	XP_006298574.1
OG0001576	CARHR185770	XP_006287421.2
OG0001576	CARHR079390	XP_023642433.1
OG0001577	CARHR184000	XP_023641754.1
OG0001577	CARHR082300	XP_006299450.2
OG0001578	CARHR092730	XP_006297985.1
OG0001578	CARHR037840	XP_006303675.1
OG0001580	CARHR233420	XP_023633791.1
OG0001580	CARHR178850, CARHR178820	XP_006282637.2, XP_023634246.1
OG0001581	CARHR262900	XP_023634420.1
OG0001582	CARHR126190	XP_006296541.1
OG0001582	CARHR004700	XP_023632762.1
OG0001583	CARHR051980	XP_006302971.1
OG0001584	CARHR015400	XP_006305701.1
OG0001584	CARHR144240	XP_006290383.1
OG0001585	CARHR022920	XP_006306225.1
OG0001585	CARHR022930, CARHR022940, CARHR022950	XP_006304654.1
OG0001586	CARHR146510, CARHR146170, CARHR038810	XP_006292601.1, XP_006292654.1
OG0001587	CARHR023700	XP_006303369.1
OG0001587	CARHR063910	XP_006302004.1
OG0001588	CARHR046630	XP_023643653.1
OG0001588	CARHR212780	XP_006282431.1
OG0001589	CARHR149700	XP_023638614.1, XP_023639202.1, XP_006291278.2
OG0001589	CARHR149770, CARHR149760	XP_006291401.1
OG0001590	CARHR117970	XP_023640998.1
OG0001590	CARHR103850	XP_023644449.1
OG0001591	CARHR113610	XP_006295324.1
OG0001591	CARHR089330	XP_006298877.1
OG0001591	CARHR246620	XP_006284843.1
OG0001592	CARHR156230	XP_006283647.1
OG0001592	CARHR121600, CARHR109350	XP_006286265.1
OG0001593	CARHR013880	XP_023645150.1
OG0001593	CARHR146560	XP_023638197.1
OG0001594	CARHR063490, CARHR063550, CARHR063570, CARHR063470	XP_006302784.1, XP_023637087.1
OG0001595	CARHR057190	XP_006303060.1, XP_006303065.1
OG0001595	CARHR057200	XP_006301924.2
OG0001598	CARHR205180	XP_023637517.1
OG0001598	CARHR274790	XP_006281754.1
OG0001599	CARHR236600	XP_006282937.2, XP_006285560.2
OG0001600	CARHR280650	XP_023633848.1
OG0001603	CARHR157210	XP_006290391.1
OG0001603	CARHR277120	XP_023643539.1
OG0001604	CARHR019640	XP_006303470.1
OG0001604	CARHR156900	XP_006292140.1
OG0001605	CARHR214730	XP_006285855.2, XP_023632649.1
OG0001606	CARHR196020	XP_006286604.1, XP_006295715.1
OG0001606	CARHR077180	XP_006298811.1
OG0001607	CARHR077060	XP_006296860.1
OG0001607	CARHR196250	XP_006286350.1
OG0001608	CARHR096420	XP_006297877.1, XP_023642466.1
OG0001609	CARHR197240	XP_023637071.1
OG0001609	CARHR076530	XP_006297400.1
OG0001610	CARHR026930	XP_023645055.1, XP_006303492.1
OG0001611	CARHR200620	XP_006289217.1
OG0001611	CARHR193480	XP_006287466.1
OG0001612	CARHR193440	XP_023636646.1
OG0001612	CARHR200890	XP_023636375.1
OG0001613	CARHR201490	XP_006286517.1
OG0001613	CARHR187230	XP_006286838.1
OG0001614	CARHR293810	XP_023637298.1
OG0001614	CARHR203030	XP_006286676.1
OG0001615	CARHR113510	XP_023640773.1
OG0001615	CARHR203040	XP_006288665.1
OG0001616	CARHR278540	XP_006280038.1
OG0001617	CARHR204210	XP_006287587.1
OG0001617	CARHR277750	XP_006279782.1
OG0001618	CARHR190440	XP_023635732.1
OG0001618	CARHR204990	XP_006288817.1
OG0001619	CARHR251400	XP_006290096.1
OG0001619	CARHR002790	XP_006305009.1
OG0001620	CARHR007360	XP_006307675.1
OG0001620	CARHR122100	XP_023639512.1
OG0001621	CARHR123230	XP_006294046.1
OG0001621	CARHR006910	XP_006307292.1
OG0001622	CARHR006790	XP_006303356.1
OG0001622	CARHR123430	XP_006295008.1
OG0001623	CARHR123880	XP_006294509.1
OG0001623	CARHR006550	XP_006305147.1
OG0001624	CARHR124430	XP_023640159.1
OG0001625	CARHR125420	XP_023640042.1
OG0001625	CARHR005230	XP_023645715.1
OG0001626	CARHR127230	XP_006304294.1
OG0001626	CARHR003980	XP_006295192.1
OG0001627	CARHR003850	XP_006307243.1
OG0001627	CARHR127340	XP_006294009.1
OG0001628	CARHR003410	XP_006306368.1
OG0001628	CARHR179430	XP_006281990.1
OG0001629	CARHR251960	XP_006286575.1
OG0001629	CARHR003010	XP_006305692.1
OG0001630	CARHR233160	XP_006284181.1
OG0001630	CARHR265570	XP_006280857.1
OG0001631	CARHR180850	XP_006280020.1
OG0001631	CARHR027230	XP_023633095.1
OG0001632	CARHR128030	XP_006295560.1
OG0001632	CARHR028030	XP_006306466.1
OG0001633	CARHR275500	XP_023633569.1
OG0001634	CARHR274990	XP_006280810.1
OG0001634	CARHR014280	XP_023633157.1
OG0001635	CARHR189870	XP_006287613.1
OG0001636	CARHR158560	XP_023638018.1
OG0001637	CARHR193380	XP_006287126.1
OG0001638	CARHR192860	XP_006293475.1, XP_023636156.1
OG0001640	CARHR234270	XP_023633677.1
OG0001640	CARHR268820	XP_006281082.2
OG0001641	CARHR268540	XP_006280442.1
OG0001641	CARHR234450	XP_023635146.1
OG0001642	CARHR268390, CARHR268370, CARHR268380	XP_006280637.1
OG0001643	CARHR235000	XP_023634672.1
OG0001643	CARHR267500	XP_023643854.1
OG0001644	CARHR086260	XP_006297206.1
OG0001645	CARHR086000	XP_006297179.1
OG0001645	CARHR206810	XP_006287223.1
OG0001646	CARHR207660	XP_006288553.1
OG0001646	CARHR085760	XP_006298418.1
OG0001647	CARHR167320	XP_006292243.1
OG0001647	CARHR209240	XP_006287072.1
OG0001648	CARHR213750	XP_023635217.1
OG0001648	CARHR148550	XP_006291641.1
OG0001649	CARHR213540	XP_006285462.1
OG0001649	CARHR148370	XP_006290621.1
OG0001650	CARHR047340, CARHR212940	XP_023635388.1
OG0001650	CARHR047370	XP_006302755.1
OG0001651	CARHR016710	XP_006304162.1
OG0001651	CARHR073320	XP_006302763.1
OG0001652	CARHR073000	XP_006302314.1
OG0001652	CARHR072980	XP_006301048.1
OG0001653	CARHR016930	XP_023645760.1
OG0001653	CARHR072860	XP_023643156.1
OG0001654	CARHR214140	XP_023644422.1, XP_023632746.1
OG0001655	CARHR057150	XP_006300555.1
OG0001655	CARHR227200	XP_006285929.1
OG0001656	CARHR070020	XP_006302646.1
OG0001656	CARHR021310	XP_006305520.1
OG0001657	CARHR243770	XP_006282621.2
OG0001657	CARHR107590	XP_006297849.2
OG0001658	CARHR108370	XP_006299191.1
OG0001658	CARHR244420	XP_006284948.1
OG0001659	CARHR045990	XP_023645061.1
OG0001659	CARHR087260	XP_006298037.1
OG0001660	CARHR044160, CARHR044150	XP_006307088.1
OG0001660	CARHR089480	XP_006297218.2
OG0001661	CARHR043260	XP_023632742.1
OG0001661	CARHR215330, CARHR090360	XP_023641765.1
OG0001662	CARHR130220	XP_006294991.1
OG0001662	CARHR162240	XP_006291851.1
OG0001663	CARHR130590	XP_023639506.1
OG0001663	CARHR162650	XP_006292114.2
OG0001664	CARHR130810	XP_006293975.1
OG0001664	CARHR162830	XP_006290839.1
OG0001665	CARHR130820	XP_006294225.1
OG0001665	CARHR162840	XP_006291136.1
OG0001666	CARHR221290	XP_023635256.1
OG0001666	CARHR098630	XP_006300270.2
OG0001667	CARHR091780	XP_006299574.1
OG0001668	CARHR000070	XP_006298433.2
OG0001668	CARHR290460	XP_006285439.2
OG0001669	CARHR290560	XP_023635488.1
OG0001669	CARHR290570, CARHR290590	XP_023635487.1
OG0001670	CARHR067150	XP_023643609.1
OG0001670	CARHR067160	XP_023644101.1
OG0001671	CARHR286820	XP_006292070.1
OG0001671	CARHR262060	XP_006284631.2
OG0001672	CARHR147640	XP_006291168.1
OG0001672	CARHR013260	XP_006307561.1
OG0001673	CARHR146980	XP_023638392.1
OG0001673	CARHR013800	XP_006307687.1
OG0001674	CARHR094960	XP_006297544.1
OG0001674	CARHR039890	XP_006307361.1
OG0001675	CARHR095470	XP_006300082.1
OG0001676	CARHR096900	XP_006300186.1
OG0001676	CARHR041550	XP_006304787.1
OG0001677	CARHR091690	XP_006299456.1
OG0001677	CARHR042150	XP_006307303.1
OG0001678	CARHR042220	XP_006304601.2, XP_006303855.1
OG0001679	CARHR042880	XP_006304271.2
OG0001679	CARHR090690	XP_006298794.1
OG0001680	CARHR036080	XP_023643320.1, XP_023643312.1, XP_023643314.1, XP_006301246.1
OG0001681	CARHR224330	XP_006284521.1
OG0001681	CARHR174290	XP_006281094.1
OG0001682	CARHR174280	XP_006280965.1
OG0001682	CARHR224320	XP_006284364.1
OG0001683	CARHR287470	XP_006296698.1
OG0001683	CARHR243230	XP_023635078.1
OG0001684	CARHR106990	XP_006299920.1
OG0001684	CARHR243290	XP_006285214.1
OG0001685	CARHR253170	XP_006288602.1
OG0001685	CARHR228970	XP_006282894.2
OG0001686	CARHR253100	XP_006287117.1
OG0001687	CARHR228540	XP_006284435.1
OG0001687	CARHR252710	XP_006288545.1
OG0001688	CARHR101680	XP_006299071.1
OG0001689	CARHR034370	XP_006304719.1
OG0001689	CARHR260390	XP_006287300.2
OG0001690	CARHR173320	XP_006291908.1
OG0001690	CARHR143430	XP_006284563.2, XP_006285908.1
OG0001691	CARHR173120	XP_006291395.1
OG0001691	CARHR143030	XP_023639788.1
OG0001692	CARHR172970	XP_006292696.1
OG0001692	CARHR143180	XP_006293559.1
OG0001693	CARHR142340	XP_006294290.1
OG0001693	CARHR172430	XP_023638997.1
OG0001694	CARHR263470	XP_006286211.1
OG0001694	CARHR134660	XP_006285950.1
OG0001695	CARHR170580	XP_006291683.1
OG0001695	CARHR139990	XP_006294803.1
OG0001696	CARHR170570	XP_006291654.1
OG0001696	CARHR139890	XP_006294752.1
OG0001697	CARHR138320	XP_006294325.1
OG0001697	CARHR169740	XP_006290307.1
OG0001698	CARHR137910	XP_006295872.1
OG0001698	CARHR169170	XP_023637931.1
OG0001699	CARHR137340	XP_023640740.1
OG0001699	CARHR168130	XP_006292285.1
OG0001700	CARHR167130	XP_006291619.2
OG0001700	CARHR167120	XP_006292870.1
OG0001701	CARHR164470	XP_006291960.2
OG0001701	CARHR133520	XP_006295217.1
OG0001702	CARHR266830, CARHR201820	XP_006290247.2
OG0001703	CARHR102410	XP_006298759.1
OG0001703	CARHR217040	XP_023634838.1
OG0001704	CARHR184500	XP_006280410.1
OG0001705	CARHR134880, CARHR253310	XP_023636505.1
OG0001705	CARHR253320, CARHR134890	XP_006295052.1
OG0001706	CARHR247440	XP_006284830.1
OG0001706	CARHR112640	XP_006295299.1
OG0001707	CARHR259810	XP_006286977.1
OG0001707	CARHR034540	XP_023633171.1, XP_023640371.1, XP_023633172.1, XP_006306657.1
OG0001708	CARHR261040	XP_006288926.1
OG0001708	CARHR023200	XP_006305741.2
OG0001709	CARHR256220	XP_006289036.1
OG0001709	CARHR032530	XP_006306309.1
OG0001710	CARHR080380	XP_006298830.2
OG0001710	CARHR186920	XP_006289501.1
OG0001711	CARHR185930	XP_006287284.1
OG0001711	CARHR079450	XP_023642548.1
OG0001712	CARHR079350	XP_023642104.1
OG0001712	CARHR185790	XP_006287445.1
OG0001713	CARHR138610	XP_006295770.1
OG0001714	CARHR075800	XP_006299222.1
OG0001715	CARHR077260	XP_006298029.2
OG0001715	CARHR077250	XP_006299641.1
OG0001716	CARHR008540	XP_006305180.1
OG0001716	CARHR078710	XP_006298023.1
OG0001717	CARHR091890	XP_006298694.1
OG0001717	CARHR079930	XP_006300231.1
OG0001719	CARHR080800	XP_006298105.2
OG0001719	CARHR194120	XP_006288327.1
OG0001720	CARHR080930	XP_023642731.1
OG0001720	CARHR194400	XP_023637379.1
OG0001721	CARHR080980	XP_006299360.1
OG0001721	CARHR081000	XP_006299233.1
OG0001722	CARHR081290, CARHR081280	XP_006298920.1, XP_023642611.1
OG0001723	CARHR081600	XP_006297767.1
OG0001723	CARHR182810	XP_006280540.1
OG0001724	CARHR259560	XP_006286389.2
OG0001724	CARHR084250	XP_023641152.1
OG0001726	CARHR093310	XP_006297517.1
OG0001726	CARHR038200	XP_023633159.1, XP_006303561.2, XP_006303987.1
OG0001727	CARHR093660	XP_023641548.1
OG0001727	CARHR038740	XP_006305620.2
OG0001728	CARHR235690	XP_023634581.1
OG0001728	CARHR265830	XP_006282408.2
OG0001729	CARHR161020	XP_006291226.2
OG0001729	CARHR161030	XP_006293238.1
OG0001730	CARHR001000	XP_006303927.1
OG0001730	CARHR249200	XP_023636465.1
OG0001731	CARHR249240	XP_023636327.1
OG0001731	CARHR001060	XP_006306065.1
OG0001732	CARHR249720	XP_006288569.1
OG0001732	CARHR001700	XP_006304164.1
OG0001733	CARHR001990	XP_006307204.1
OG0001733	CARHR250330	XP_006289883.1
OG0001734	CARHR053980	XP_023643602.1
OG0001734	CARHR009780	XP_006306171.1
OG0001735	CARHR011170	XP_006304923.1
OG0001736	CARHR051380	XP_006302611.1
OG0001736	CARHR011400	XP_006305476.1
OG0001737	CARHR029730, CARHR029740	XP_006285121.1
OG0001737	CARHR012260	XP_006303602.1
OG0001738	CARHR049410	XP_023643501.1
OG0001738	CARHR012450	XP_006304906.1
OG0001739	CARHR013450	XP_006306033.1, XP_023637779.1
OG0001740	CARHR023460	XP_006307013.1
OG0001740	CARHR064200, CARHR149440	XP_006300840.1
OG0001741	CARHR246350	XP_023634102.1
OG0001741	CARHR186780	XP_006289490.1
OG0001742	CARHR063760	XP_006300462.1
OG0001742	CARHR023790	XP_006307677.2
OG0001743	CARHR024220	XP_006305089.2
OG0001743	CARHR063450	XP_006302420.2
OG0001745	CARHR246940	XP_023634882.1
OG0001745	CARHR113360	XP_023640268.1
OG0001746	CARHR113620	XP_006294645.1
OG0001746	CARHR246580	XP_006284193.1
OG0001747	CARHR245970	XP_006283849.1
OG0001747	CARHR114500	XP_006295487.1
OG0001748	CARHR095490	XP_023641459.1
OG0001748	CARHR040370	XP_023645131.1
OG0001749	CARHR106780	XP_006299025.1
OG0001749	CARHR243060	XP_006284811.1
