Orthogroup	Cardamine_hirsuta	Cochlearia_excelsa
OG0004146	CARHR122090	g51115
OG0004146	CARHR007370	g49572
OG0004147	CARHR267110	g4830, g3959, g6639
OG0004148	CARHR143820	g10809
OG0004149	CARHR149400	g10452
OG0004152	CARHR259650	g25932, g40227
OG0004153	CARHR234960	g50103, g31546, g25051, g24456, g23643
OG0004154	CARHR190570	g820, g1256, g821, g819
OG0004155	CARHR277090, CARHR277100	g18635
OG0004156	CARHR255170, CARHR080600	g12506
OG0004157	CARHR128930	g51470
OG0004158	CARHR152820	g18610, g43854, g16312, g52918, g6696, g18425, g43859, g25868, g28986, g16310
OG0004165	CARHR184610	g23392
OG0004166	CARHR238420	g47750
OG0004167	CARHR238460	g23386, g16982
OG0004168	CARHR043640, CARHR277040	g9821
OG0004169	CARHR195860	g45752, g29140
OG0004170	CARHR196320	g5016, g29159
OG0004174	CARHR198150	g29272, g5132
OG0004175	CARHR198210	g45683, g29274
OG0004176	CARHR198310	g5145
OG0004177	CARHR023990	g32095
OG0004178	CARHR199350	g5221, g29327
OG0004180	CARHR202220	g5391
OG0004181	CARHR152260	g10372
OG0004182	CARHR202490	g5399
OG0004182	CARHR188430	g579
OG0004183	CARHR204040	g5465
OG0004184	CARHR204600	g29585
OG0004185	CARHR204670	g5503
OG0004187	CARHR264560	g40174
OG0004188	CARHR119280	g40144
OG0004189	CARHR119770	g36766
OG0004190	CARHR120140	g40105
OG0004191	CARHR121430	g40031
OG0004192	CARHR123680	g39924, g51204
OG0004193	CARHR289390, CARHR123770	g39915
OG0004194	CARHR123950	g39911
OG0004195	CARHR124830	g51237, g39856
OG0004196	CARHR038600, CARHR038340, CARHR038580	g54094
OG0004197	CARHR125550, CARHR125360	g51270
OG0004198	CARHR125980	g37922
OG0004199	CARHR181810, CARHR037430	g36266
OG0004201	CARHR036760	g53941, g28124
OG0004202	CARHR027730	g27652
OG0004203	CARHR128220, CARHR028450	g50498
OG0004204	CARHR028990, CARHR028970, CARHR029000	g27687
OG0004206	CARHR029660	g32455, g50528
OG0004207	CARHR029870	g32469
OG0004208	CARHR030030	g32475, g50546
OG0004209	CARHR030310, CARHR030320	g32497, g27719
OG0004210	CARHR031410	g27766, g32553
OG0004211	CARHR145350	g16695, g10685
OG0004212	CARHR280670	g18680
OG0004214	CARHR280590	g63
OG0004215	CARHR279960	g9686
OG0004217	CARHR277390	g18642, g9813
OG0004218	CARHR276630	g332
OG0004219	CARHR042570, CARHR172770, CARHR172780, CARHR042590, CARHR042580	g45415
OG0004219	CARHR145310	g44800
OG0004220	CARHR275090	g9907
OG0004221	CARHR274570	g447
OG0004222	CARHR223120	g24328
OG0004223	CARHR180220	g39730
OG0004225	CARHR188530	g570
OG0004226	CARHR193070	g41418
OG0004227	CARHR192130	g28923
OG0004228	CARHR191290	g786, g28879
OG0004229	CARHR285570	g1255
OG0004230	CARHR285220	g1237
OG0004232	CARHR270530	g120, g28565
OG0004233	CARHR222380, CARHR230010	g23923
OG0004234	CARHR269180, CARHR269130	g39362
OG0004236	CARHR268120	g39400, g973
OG0004237	CARHR250570	g39583
OG0004238	CARHR251050	g39604
OG0004241	CARHR209160	g29803, g45387, g24741, g17943, g16343, g16338, g16335
OG0004242	CARHR210430	g5765, g45343
OG0004243	CARHR211980	g45285
OG0004244	CARHR213770	g16828
OG0004245	CARHR213170	g46817
OG0004245	CARHR149510, CARHR213160	g16794
OG0004246	CARHR073760	g46556
OG0004247	CARHR073070	g46516
OG0004248	CARHR017410	g46478
OG0004249	CARHR071210	g13613
OG0004250	CARHR082970	g7542, g12415
OG0004252	CARHR026140	g50387
OG0004253	CARHR043440	g36614
OG0004254	CARHR219070	g24676, g24622, g24617, g24670
OG0004255	CARHR139840, CARHR107290, CARHR119960	g37562
OG0004256	CARHR065870, CARHR065840	g44588
OG0004257	CARHR024370	g50313
OG0004258	CARHR013490	g49866
OG0004259	CARHR292510	g10414
OG0004260	CARHR257420	g22599, g28295, g1366
OG0004261	CARHR149180	g10461
OG0004262	CARHR147060	g1584
OG0004263	CARHR025060	g32138
OG0004264	CARHR062300	g44764, g45796
OG0004265	CARHR175560	g40608
OG0004266	CARHR175920	g10959, g40596
OG0004267	CARHR176580, CARHR176560	g16723
OG0004268	CARHR177070, CARHR177270, CARHR177260, CARHR177220	g6261
OG0004269	CARHR050650	g38266
OG0004271	CARHR041430	g36493
OG0004272	CARHR041950	g28028
OG0004273	CARHR042430	g54258
OG0004274	CARHR225410	g24177
OG0004275	CARHR225380	g24178, g47275
OG0004277	CARHR224050	g17539, g24265
OG0004278	CARHR160720	g19330
OG0004279	CARHR231080	g47469, g23879
OG0004280	CARHR230780	g23890, g47457
OG0004281	CARHR264390	g41171
OG0004283	CARHR129100	g13661, g37114
OG0004285	CARHR226810	g24076
OG0004286	CARHR227440	g17372, g24044, g24043
OG0004287	CARHR227700	g47363, g17394
OG0004288	CARHR223490	g47189
OG0004289	CARHR199040, CARHR266370, CARHR105740, CARHR075180	g18346
OG0004290	CARHR187390	g18775
OG0004291	CARHR173300	g18753
OG0004292	CARHR107270	g1843
OG0004293	CARHR257760	g1877
OG0004295	CARHR169000	g1987, g18944
OG0004296	CARHR168610, CARHR168250	g18959, g11214
OG0004297	CARHR168560, CARHR168550	g2034
OG0004299	CARHR167060	g2063, g19005
OG0004300	CARHR166730	g2137
OG0004302	CARHR165020	g11284
OG0004303	CARHR266530	g28420, g918
OG0004304	CARHR100390	g6459
OG0004305	CARHR108430	g6035
OG0004306	CARHR108640	g13979, g6025
OG0004307	CARHR109170, CARHR106980	g5999
OG0004308	CARHR109920	g5956
OG0004310	CARHR136280	g37381
OG0004311	CARHR136000	g37370, g51961
OG0004312	CARHR135840	g37365
OG0004313	CARHR135100	g51861
OG0004314	CARHR133950	g51758
OG0004315	CARHR133310	g37288, g51730
OG0004316	CARHR131980	g51651
OG0004317	CARHR254190	g25671
OG0004318	CARHR114630, CARHR245250	g38423
OG0004319	CARHR026300	g27615, g32221
OG0004320	CARHR115370, CARHR003790	g49453, g26936
OG0004321	CARHR034000, CARHR154690	g11436
OG0004322	CARHR186930	g10108
OG0004323	CARHR186300	g10128, g51931, g51929, g51936, g4791
OG0004324	CARHR186240	g10132
OG0004325	CARHR186190	g10135, g4787
OG0004326	CARHR142410	g50812, g37709, g38255
OG0004327	CARHR142400	g50810
OG0004328	CARHR141850, CARHR193560, CARHR195690	g50784
OG0004329	CARHR141640	g37658, g50778
OG0004330	CARHR025440	g6695
OG0004331	CARHR099560, CARHR097240	g6676
OG0004332	CARHR140920	g52270
OG0004333	CARHR138920	g37518, g37520
OG0004334	CARHR138210	g52108, g37487
OG0004335	CARHR138160, CARHR169410	g37485, g38204
OG0004336	CARHR137940	g52088, g37468
OG0004337	CARHR174180	g40689, g10895
OG0004338	CARHR174260	g10897, g40687
OG0004339	CARHR174340	g10902, g40679
OG0004340	CARHR080250	g7687, g12527
OG0004341	CARHR080480	g7675
OG0004341	CARHR164130	g12512
OG0004342	CARHR081270	g12479
OG0004343	CARHR081380	g12943
OG0004344	CARHR149210	g7560
OG0004345	CARHR084550	g7448
OG0004346	CARHR085790	g7390, g12329
OG0004347	CARHR086390, CARHR086400	g12307
OG0004348	CARHR086590	g7337
OG0004349	CARHR087110	g7301, g12275
OG0004350	CARHR087710	g12250, g13154
OG0004351	CARHR045180, CARHR088110	g36716
OG0004352	CARHR088580	g7208
OG0004353	CARHR088940	g13209
OG0004354	CARHR089080	g7182
OG0004355	CARHR089790	g7140
OG0004356	CARHR090390	g7089, g13234
OG0004357	CARHR090430	g7084
OG0004358	CARHR090470	g13236
OG0004359	CARHR091120	g7046
OG0004360	CARHR111380, CARHR111360	g13828
OG0004361	CARHR092370	g6973
OG0004362	CARHR094070	g11994, g13316
OG0004363	CARHR094420	g13327
OG0004364	CARHR095030	g11956, g6789
OG0004365	CARHR095810, CARHR095800, CARHR095820	g13362, g13361, g6752
OG0004366	CARHR096200	g6720
OG0004367	CARHR096780	g11886
OG0004368	CARHR096940	g13378
OG0004369	CARHR097150	g13382
OG0004370	CARHR215080	g46779
OG0004371	CARHR215950, CARHR057570	g46833
OG0004372	CARHR184280, CARHR258390	g10295
OG0004373	CARHR099760	g6505, g13475
OG0004374	CARHR099200	g13460, g6541
OG0004375	CARHR098270	g13422, g4678, g6590
OG0004376	CARHR097820	g11855
OG0004377	CARHR097660	g13396, g6629
OG0004378	CARHR097640	g11858, g6630
OG0004379	CARHR097410	g6669
OG0004380	CARHR216460	g25098
OG0004381	CARHR194350	g41459
OG0004382	CARHR161270, CARHR159560, CARHR054620, CARHR159570	g2463
OG0004383	CARHR161140, CARHR161130, CARHR161120	g19305, g2467
OG0004384	CARHR001830, CARHR001610	g26886
OG0004385	CARHR002850	g30827
OG0004388	CARHR007700	g27016, g31087, g49599
OG0004390	CARHR222090, CARHR009450, CARHR009460	g27081
OG0004391	CARHR009720	g49700
OG0004392	CARHR012210	g49787, g31344
OG0004393	CARHR012830	g49824, g31390
OG0004394	CARHR012880	g31396
OG0004395	CARHR013050	g49847, g31402
OG0004396	CARHR017040	g31656
OG0004397	CARHR021840	g50193
OG0004399	CARHR023010	g27524
OG0004400	CARHR291080	g44642, g45934
OG0004401	CARHR063380	g45843
OG0004403	CARHR048260	g40848
OG0004404	CARHR289790, CARHR289800	g41123
OG0004406	CARHR178710	g40489
OG0004408	CARHR113520, CARHR246800	g22749
OG0004409	CARHR245260	g18260
OG0004410	CARHR243500	g23021
OG0004411	CARHR241240	g47839
OG0004412	CARHR248310	g25349
OG0004413	CARHR241750	g18165, g23162
OG0004414	CARHR241970	g47859, g23150, g18183
OG0004415	CARHR242110	g23141, g47860
OG0004416	CARHR239930	g47802, g23291
OG0004417	CARHR239490	g23314, g47786
OG0004418	CARHR239260	g23331
OG0004419	CARHR099600	g13472
OG0004420	CARHR286270	g27904, g3186, g27886
OG0004421	CARHR249410	g25404
OG0004422	CARHR249370	g45262
OG0004423	CARHR236030	g24087, g23559
OG0004427	CARHR038650, CARHR038660	g54096
OG0004428	CARHR040150	g36429
OG0004429	CARHR220860, CARHR043050	g47056
OG0004431	CARHR076480	g12004
OG0004432	CARHR125680	g37920, g37919
OG0004433	CARHR127570, CARHR127120	g1203
OG0004434	CARHR256930, CARHR256920	g1622, g18681
OG0004436	CARHR185940	g4683, g10152
OG0004438	CARHR101040, CARHR219910	g47028
OG0004438	CARHR284610	g4443
OG0004440	CARHR072570	g46493
OG0004451	CARHR230120	g47451, g23918
OG0004452	CARHR155770	g2804
OG0004453	CARHR133690	g37304
OG0004454	CARHR174070	g6500
OG0004455	CARHR144840	g10726
OG0004457	CARHR004000	g30883
OG0004458	CARHR196330	g5017
OG0004459	CARHR291550	g18693, g18694
OG0004460	CARHR197040	g45724, g5057
OG0004461	CARHR197490	g29216
OG0004462	CARHR198200	g45684, g5135
OG0004463	CARHR198530	g5159, g41470, g27881
OG0004464	CARHR106940	g14086
OG0004465	CARHR199690	g5248, g28125, g29338
OG0004466	CARHR199980	g5270, g29354
OG0004468	CARHR200340	g29379
OG0004469	CARHR200500	g45603, g29386
OG0004470	CARHR200700	g5310
OG0004471	CARHR201080	g29410
OG0004472	CARHR201350	g5348
OG0004473	CARHR149000, CARHR202190	g10055, g29458
OG0004475	CARHR202530	g29480
OG0004476	CARHR202780	g29494, g5408, g45543
OG0004478	CARHR204220	g45508, g29569
OG0004479	CARHR205100	g29601, g5518
OG0004480	CARHR251560	g25502
OG0004481	CARHR251690	g25513
OG0004481	CARHR152490	g39638
OG0004482	CARHR232480	g23797
OG0004483	CARHR232160	g47522, g23820
OG0004484	CARHR120020	g40109, g40110
OG0004485	CARHR120720	g53438, g40075
OG0004486	CARHR121010, CARHR121040, CARHR121030	g40064
OG0004487	CARHR122930	g37877
OG0004488	CARHR123050	g37881
OG0004489	CARHR123220	g39958, g51182
OG0004490	CARHR123620	g51195, g39926
OG0004491	CARHR123870	g51208
OG0004492	CARHR123910	g39913
OG0004493	CARHR125150	g37906, g51254, g39838
OG0004494	CARHR126500	g51307
OG0004495	CARHR126660	g37937
OG0004496	CARHR126980	g51325, g37953
OG0004497	CARHR127380	g51350
OG0004498	CARHR127450	g51359
OG0004499	CARHR180160, CARHR180140	g38309, g39725
OG0004500	CARHR003590	g49446
OG0004502	CARHR233180	g17155, g45193
OG0004503	CARHR036280, CARHR036330	g53976
OG0004504	CARHR027380	g27643, g50447, g50444
OG0004505	CARHR027600	g32318
OG0004507	CARHR027750	g50457
OG0004508	CARHR027980	g50484, g32354
OG0004509	CARHR028290	g32377
OG0004510	CARHR028720	g50507
OG0004511	CARHR028960	g32405
OG0004512	CARHR029140	g32413
OG0004513	CARHR029600	g24483, g32417
OG0004514	CARHR140120	g16841
OG0004515	CARHR029300	g50526, g32445
OG0004516	CARHR030170	g32482
OG0004517	CARHR030740	g32520
OG0004518	CARHR145150	g10702, g1523
OG0004519	CARHR145460	g1528, g10676
OG0004520	CARHR146010	g10657
OG0004521	CARHR280770	g9659
OG0004522	CARHR279460	g149, g9711
OG0004523	CARHR278590, CARHR287460	g9754
OG0004524	CARHR278010	g9787
OG0004525	CARHR277950	g9789
OG0004526	CARHR098770, CARHR277640	g36057, g36059
OG0004527	CARHR276980	g9824
OG0004528	CARHR276220, CARHR156110	g2774
OG0004529	CARHR275970	g373
OG0004530	CARHR275180	g18593, g422
OG0004531	CARHR190280	g479
OG0004532	CARHR145710	g10666
OG0004533	CARHR188030	g18557
OG0004534	CARHR187720, CARHR187730	g10064, g610
OG0004535	CARHR187700, CARHR187710	g611
OG0004536	CARHR187160	g10098, g18531
OG0004537	CARHR216480	g46845
OG0004538	CARHR192630	g28947, g41405
OG0004539	CARHR192170	g28925
OG0004540	CARHR191970	g28913
OG0004541	CARHR191960	g741, g41384
OG0004542	CARHR191870	g41380
OG0004543	CARHR191740	g758, g28902
OG0004544	CARHR191550	g28890
OG0004545	CARHR191240	g43751, g789
OG0004546	CARHR190850	g28865, g808
OG0004547	CARHR273760	g28798
OG0004548	CARHR273390	g1287
OG0004549	CARHR285710	g1265
OG0004550	CARHR285590	g1259
OG0004551	CARHR099100, CARHR272520	g1209
OG0004552	CARHR272140	g1160
OG0004553	CARHR009740	g27096, g31214
OG0004554	CARHR271870	g39284
OG0004555	CARHR271780	g39285, g1142
OG0004556	CARHR226520	g24114, g17402
OG0004557	CARHR270600	g1086, g28573, g39334
OG0004558	CARHR270340, CARHR270350	g39341
OG0004560	CARHR269600	g1056
OG0004562	CARHR268040	g41733, g39402
OG0004563	CARHR158360	g19400
OG0004564	CARHR181380, CARHR218460, CARHR158090	g2632, g11381
OG0004565	CARHR205890	g5561
OG0004566	CARHR208530, CARHR208520	g29773
OG0004568	CARHR209270	g45379
OG0004569	CARHR209840	g5727
OG0004570	CARHR210620	g45339, g5780
OG0004572	CARHR074240	g44279
OG0004573	CARHR074130	g44284
OG0004574	CARHR073790	g46558
OG0004575	CARHR073310	g46532, g44315
OG0004576	CARHR072090	g46464
OG0004578	CARHR071700	g46432
OG0004579	CARHR071320	g46390
OG0004580	CARHR071270	g46387
OG0004581	CARHR070330	g46315
OG0004582	CARHR069910	g13626
OG0004583	CARHR068920	g46212
OG0004584	CARHR068910	g44452, g46211
OG0004585	CARHR025820	g50369, g27598
OG0004586	CARHR044500	g54347, g36686
OG0004588	CARHR043490	g36616
OG0004589	CARHR130270	g51562, g37146
OG0004590	CARHR140030	g52195
OG0004592	CARHR049490	g17888
OG0004593	CARHR265860	g28395
OG0004594	CARHR237500	g17003
OG0004595	CARHR219060	g17880
OG0004597	CARHR220620	g24530, g1828, g42722, g41859
OG0004598	CARHR221660, CARHR221640, CARHR221670, CARHR221650, CARHR221630	g24491
OG0004599	CARHR065750	g46020, g44592
OG0004600	CARHR229270	g23959, g47423
OG0004601	CARHR067770	g44517
OG0004602	CARHR062170	g44766, g45787
OG0004603	CARHR240400, CARHR236080	g47173, g16408
OG0004604	CARHR236750	g23511
OG0004605	CARHR262190	g4457
OG0004606	CARHR257400	g41158, g1365, g28297
OG0004607	CARHR146900	g10600, g1580
OG0004608	CARHR062960	g45821, g18016
OG0004609	CARHR175760	g40601
OG0004610	CARHR176720	g10987
OG0004611	CARHR096430	g6714
OG0004612	CARHR041370	g36492
OG0004613	CARHR041670	g54186, g36508
OG0004614	CARHR100150	g13478
OG0004617	CARHR103140, CARHR043170	g54279, g36594
OG0004618	CARHR224670, CARHR149100, CARHR043180	g36596, g54280
OG0004619	CARHR129920	g51538
OG0004620	CARHR225570	g17462, g47279
OG0004621	CARHR225260	g47271, g17478
OG0004622	CARHR219140	g46998
OG0004623	CARHR225110	g17480
OG0004624	CARHR230930	g47463
OG0004625	CARHR230670	g17269, g17266
OG0004627	CARHR293390	g14047, g13721
OG0004628	CARHR231460	g23851
OG0004629	CARHR231440	g17232
OG0004630	CARHR231260	g47478, g23864
OG0004631	CARHR231160	g23874
OG0004632	CARHR094750	g13334
OG0004633	CARHR229240	g17296, g47421, g23961
OG0004635	CARHR227250	g24057, g17379
OG0004636	CARHR048130, CARHR075080	g40845
OG0004637	CARHR173290	g18752
OG0004638	CARHR173220	g18745
OG0004641	CARHR171930	g24221
OG0004642	CARHR170680	g18827, g1922
OG0004643	CARHR099320, CARHR170020	g18881
OG0004644	CARHR232250	g23816, g17192
OG0004645	CARHR168380	g2043
OG0004646	CARHR168180	g18974, g2131
OG0004647	CARHR167640	g2104
OG0004648	CARHR167600	g18987
OG0004649	CARHR167330	g2083, g18998
OG0004650	CARHR167270	g2076
OG0004651	CARHR166960	g2057
OG0004652	CARHR166850	g19015
OG0004653	CARHR166530	g2147, g19027
OG0004654	CARHR166330	g11266, g11270
OG0004655	CARHR165680	g4871, g2188
OG0004656	CARHR165620	g19078, g2190
OG0004657	CARHR163960	g11304
OG0004658	CARHR163890	g2320
OG0004659	CARHR267630	g28477
OG0004660	CARHR267000	g936, g36082
OG0004661	CARHR060370	g41602, g41623
OG0004662	CARHR061270	g44839
OG0004664	CARHR109640	g13923
OG0004665	CARHR109860	g33351, g33353
OG0004666	CARHR135640	g51914
OG0004667	CARHR231470, CARHR113480	g38505
OG0004668	CARHR135260	g51871, g37350
OG0004669	CARHR135020	g37345
OG0004670	CARHR134860	g51836
OG0004671	CARHR134560	g51801
OG0004672	CARHR134320	g51776
OG0004673	CARHR134310	g51775
OG0004674	CARHR133840	g15050
OG0004675	CARHR133320	g38100
OG0004676	CARHR132520	g51686
OG0004677	CARHR252770, CARHR107510	g40452
OG0004678	CARHR253930, CARHR253910	g40404
OG0004679	CARHR036070	g53920
OG0004680	CARHR260620, CARHR260610	g40267
OG0004681	CARHR255420	g40351
OG0004682	CARHR254670	g25687
OG0004683	CARHR186890	g4851
OG0004684	CARHR185680	g10157
OG0004685	CARHR110880	g5911, g13858
OG0004686	CARHR245330	g22884
OG0004687	CARHR140880	g37619, g52266
OG0004689	CARHR139830	g52182
OG0004690	CARHR138520	g52117, g37502
OG0004691	CARHR174420	g10903
OG0004692	CARHR075750	g7924
OG0004693	CARHR076760	g12758, g12675
OG0004695	CARHR077980	g7806, g12803
OG0004696	CARHR080330	g4842, g12904
OG0004697	CARHR080440	g12514
OG0004698	CARHR080530	g7665
OG0004699	CARHR080630	g7661
OG0004700	CARHR080850	g7653, g12494
OG0004701	CARHR081080	g12483
OG0004702	CARHR081630	g12948, g7612, g12459
OG0004703	CARHR082250	g7582, g12975, g12437
OG0004704	CARHR082390	g12435, g7573
OG0004705	CARHR083010	g12986, g7539, g12413
OG0004706	CARHR083740	g7495, g13041
OG0004707	CARHR086380	g12308, g7349
OG0004708	CARHR086830	g7319, g12288
OG0004710	CARHR087220	g7289
OG0004711	CARHR087440	g7271
OG0004712	CARHR088140	g13182, g7234
OG0004713	CARHR088770	g12211, g7199
OG0004714	CARHR044560, CARHR044540	g36688
OG0004715	CARHR184460	g10303
OG0004716	CARHR090420	g13235, g7085
OG0004718	CARHR091540	g7017
OG0004719	CARHR091730	g7003
OG0004721	CARHR093850	g6870, g13308
OG0004722	CARHR093980, CARHR093970	g11998
OG0004723	CARHR096800	g11884, g6694
OG0004724	CARHR096910	g6691
OG0004725	CARHR097000	g6688
OG0004726	CARHR097120	g6683
OG0004727	CARHR097130	g13381
OG0004728	CARHR214230	g46912
OG0004729	CARHR099130	g6546
OG0004730	CARHR098520, CARHR098510	g6573
OG0004731	CARHR098460, CARHR079230, CARHR098470	g11810, g11813, g41802
OG0004732	CARHR238120	g47737, g23424
OG0004733	CARHR194420	g29062
OG0004734	CARHR194460	g29051, g29055
OG0004735	CARHR194600	g4038, g4919, g29043
OG0004736	CARHR161580	g19282
OG0004737	CARHR161540	g2442
OG0004738	CARHR264810	g28354, g1311
OG0004740	CARHR249190	g25395, g39471
OG0004741	CARHR002280	g30801
OG0004742	CARHR173830	g10862
OG0004743	CARHR005280	g49513
OG0004744	CARHR005560	g49530, g30971, g30966
OG0004745	CARHR006400	g19212, g49551
OG0004746	CARHR006800	g31045
OG0004747	CARHR007780	g31097
OG0004749	CARHR007860	g27019
OG0004750	CARHR008410	g49674, g31123
OG0004751	CARHR008910	g27060
OG0004752	CARHR008960	g31158
OG0004753	CARHR009990	g49714
OG0004754	CARHR009340	g31180
OG0004755	CARHR009670	g31210, g49697
OG0004757	CARHR117350	g31708
OG0004758	CARHR010170	g31235
OG0004759	CARHR010180	g49721
OG0004760	CARHR010340	g49724
OG0004761	CARHR010790	g31266
OG0004762	CARHR024470, CARHR024440, CARHR043030, CARHR043020	g50318, g50320, g50319
OG0004763	CARHR012490	g31358
OG0004764	CARHR012840	g49825, g31391
OG0004766	CARHR013160	g31410, g49848
OG0004767	CARHR013760	g27222, g31454
OG0004768	CARHR014130	g49893
OG0004769	CARHR015880	g49936
OG0004770	CARHR015990	g49941, g27304, g31601
OG0004772	CARHR017170	g31659, g49979
OG0004773	CARHR018150	g31716
OG0004774	CARHR018330	g50015, g31723, g27383
OG0004776	CARHR019140	g27409, g31786
OG0004777	CARHR019270	g27414
OG0004778	CARHR020390	g50108
OG0004779	CARHR071220	g27509, g13612
OG0004780	CARHR064730	g45980
OG0004781	CARHR291150	g45929
OG0004782	CARHR064040	g45880, g44680
OG0004783	CARHR064000	g45876
OG0004785	CARHR054570	g41084, g41091, g41088
OG0004785	CARHR054590, CARHR054650	g44006
OG0004786	CARHR038220	g28100, g36339
OG0004787	CARHR038230	g36340
OG0004788	CARHR246690	g22765
OG0004789	CARHR245020	g22912
OG0004790	CARHR244790	g18253
OG0004791	CARHR244160	g18234, g22972
OG0004792	CARHR243890	g22991
OG0004793	CARHR242390	g23100, g47878
OG0004794	CARHR240870	g23236
OG0004795	CARHR241010	g23212
OG0004796	CARHR241180	g23202
OG0004797	CARHR241780	g47848
OG0004798	CARHR239710	g23307, g16943
OG0004799	CARHR100040	g6485, g11733
OG0004800	CARHR100130	g13479, g6472
OG0004801	CARHR065360	g45996
OG0004802	CARHR065260	g45993
OG0004803	CARHR065070	g45957
OG0004804	CARHR064840	g45969
OG0004805	CARHR023970	g50298, g32097
OG0004806	CARHR212640	g50359
OG0004807	CARHR025360	g50362, g32153
OG0004808	CARHR231600	g47490, g23847
OG0004809	CARHR235670	g47650, g23584
OG0004810	CARHR235980	g17050
OG0004815	CARHR173200	g18742
OG0004815	CARHR021600	g31969
OG0004818	CARHR082440	g7570
OG0004819	CARHR144690	g1516, g10735
OG0004820	CARHR151930	g10394
OG0004823	CARHR185170, CARHR185180	g10169
OG0004826	CARHR233590	g47575, g17147
OG0004827	CARHR231920, CARHR231910	g17206
OG0004828	CARHR223030	g47168
OG0004829	CARHR222250	g17649, g24452
OG0004830	CARHR265810	g41241
OG0004831	CARHR180900, CARHR180460	g20668, g8101, g48724
OG0004831	CARHR282770	g19684
OG0004847	CARHR155580	g2812, g19526
OG0004848	CARHR155920	g11407, g2797
OG0004849	CARHR267760, CARHR267750	g963
OG0004850	CARHR144090	g10792
OG0004851	CARHR144890	g10723
OG0004852	CARHR195370	g29013
OG0004853	CARHR195400	g29008, g29010, g41496
OG0004854	CARHR195670	g4989, g28987
OG0004855	CARHR195910	g29142, g4994
OG0004856	CARHR195980	g29145
OG0004857	CARHR196690	g45736
OG0004857	CARHR196670	g5041
OG0004858	CARHR091850, CARHR091840	g13265
OG0004859	CARHR197010	g5053
OG0004860	CARHR199660	g5245, g29337
OG0004861	CARHR197750	g45699
OG0004862	CARHR198160	g45686
OG0004863	CARHR198230	g45680
OG0004865	CARHR108840, CARHR183410, CARHR019760, CARHR183420	g5149
OG0004867	CARHR198890	g5188
OG0004868	CARHR199210	g29320, g5210, g5212
OG0004869	CARHR199400	g5226, g45634
OG0004870	CARHR199520	g29329
OG0004871	CARHR182680	g10218
OG0004872	CARHR200010	g45621, g29356
OG0004873	CARHR200110	g5276
OG0004874	CARHR200230	g29368, g5285
OG0004875	CARHR200290	g5287, g29382
OG0004876	CARHR087600	g7265
OG0004877	CARHR200580	g29391
OG0004878	CARHR200980	g29405
OG0004879	CARHR201270	g29423
OG0004880	CARHR201420	g5357
OG0004882	CARHR187190, CARHR201520	g5362, g29429
OG0004883	CARHR202520	g29476, g5400
OG0004884	CARHR203200	g29520, g5429
OG0004885	CARHR203410	g29537, g5437
OG0004886	CARHR203970	g5455
OG0004887	CARHR204130	g5469
OG0004888	CARHR204180	g5472
OG0004889	CARHR204470	g45502, g29578, g5494
OG0004890	CARHR204550	g29584
OG0004891	CARHR205480	g45486, g29613
OG0004892	CARHR147560	g10563
OG0004893	CARHR251780	g39646, g45189
OG0004894	CARHR232430	g17184, g23804
OG0004895	CARHR232400	g17185, g23805
OG0004896	CARHR152760, CARHR232370, CARHR152770, CARHR152750	g23808
OG0004898	CARHR119660	g40126
OG0004899	CARHR121530	g40026, g37842
OG0004900	CARHR117410, CARHR154080, CARHR121550	g51087, g40025
OG0004901	CARHR122720	g51160
OG0004902	CARHR123500	g39935
OG0004903	CARHR123570	g39927
OG0004904	CARHR124010, CARHR123990	g51217, g39908
OG0004905	CARHR124060	g39902
OG0004906	CARHR124860	g39853
OG0004907	CARHR125590, CARHR125570, CARHR125580	g51272
OG0004908	CARHR125970	g51294
OG0004909	CARHR127470	g39740
OG0004910	CARHR179270	g39690
OG0004911	CARHR178900	g39671, g3038, g3045, g11057
OG0004912	CARHR232820	g23764
OG0004913	CARHR054190, CARHR034590, CARHR037270, CARHR259240	g36260, g54010
OG0004914	CARHR027630	g50450
OG0004915	CARHR027680	g32321
OG0004916	CARHR027940	g32351, g50474
OG0004918	CARHR234110	g23691
OG0004919	CARHR028910	g50511
OG0004920	CARHR029670	g50530
OG0004923	CARHR030790	g27748
OG0004924	CARHR031990	g50653
OG0004926	CARHR280210	g9674, g93
OG0004927	CARHR280000	g9684, g110
OG0004928	CARHR279790	g127, g9696
OG0004929	CARHR279390	g9716
OG0004930	CARHR279140	g164
OG0004931	CARHR264600	g28349
OG0004932	CARHR171950	g258
OG0004933	CARHR277690	g274
OG0004934	CARHR276160	g362
OG0004935	CARHR274590	g446, g9942
OG0004936	CARHR274530	g9944
OG0004937	CARHR190260	g480
OG0004938	CARHR189930	g18585
OG0004939	CARHR115570	g38321
OG0004940	CARHR193370	g642
OG0004941	CARHR193500, CARHR193490	g29115
OG0004942	CARHR192990	g673
OG0004943	CARHR192590	g28944, g709
OG0004944	CARHR192490	g716
OG0004945	CARHR192280	g41400
OG0004946	CARHR192180	g725
OG0004947	CARHR192140	g729
OG0004948	CARHR192090	g735
OG0004949	CARHR192040	g28916
OG0004950	CARHR191430, CARHR072400	g775
OG0004951	CARHR191170	g28872
OG0004952	CARHR191150	g41360
OG0004954	CARHR285880, CARHR155200	g39231
OG0004955	CARHR272860	g1231, g28709
OG0004956	CARHR272610	g1213
OG0004957	CARHR272580	g1210
