Orthogroup	Cardamine_hirsuta	Cardamine_glauca
OG0001971	CARHR108010	Cg004G1413100
OG0001972	CARHR108170	Cg004G1413800
OG0001972	CARHR244320	Cg001G0040900
OG0001973	CARHR088810	Cg004G1200800
OG0001973	CARHR044530	Cg006G1792400, Cg006G1792500, Cg006G1792600
OG0001974	CARHR089900	Cg004G1211300
OG0001974	CARHR043520	Cg006G1802400
OG0001975	CARHR162880	Cg002G0497500
OG0001975	CARHR130870	Cg005G1567800
OG0001977	CARHR219300	Cg001G0280700
OG0001977	CARHR100100	Cg004G1310000
OG0001978	CARHR076370	Cg004G1096500, Cg004G1085200
OG0001979	CARHR220770	Cg001G0265200
OG0001979	CARHR098960	Cg004G1297600
OG0001980	CARHR221060	Cg001G0263300
OG0001980	CARHR098830	Cg004G1295800
OG0001981	CARHR091900	Cg004G1231500
OG0001981	CARHR290440	Cg001G0246900
OG0001982	CARHR166170	Cg002G0463800
OG0001982	CARHR135380	Cg005G1528200
OG0001983	CARHR154830	Cg002G0565600
OG0001983	CARHR154820, CARHR154790	Cg002G0565800
OG0001984	CARHR147710	Cg002G0660400
OG0001984	CARHR013210	Cg006G2134600
OG0001985	CARHR176460	Cg008G2962400
OG0001985	CARHR225940	Cg001G0210100
OG0001986	CARHR039740	Cg006G1835100
OG0001986	CARHR094680	Cg004G1258300
OG0001987	CARHR040990	Cg006G1825100
OG0001987	CARHR096350	Cg004G1272800
OG0001988	CARHR041750	Cg006G1819000
OG0001988	CARHR097040	Cg004G1278900
OG0001989	CARHR091280	Cg004G1225500
OG0001989	CARHR042380	Cg006G1812500
OG0001991	CARHR261490, CARHR261500	Cg004G1369800
OG0001992	CARHR224600	Cg001G0223700
OG0001992	CARHR174740	Cg008G2977000
OG0001993	CARHR250170	Cg014G3038600, Cg003G0717000
OG0001993	CARHR001490	Cg006G2244200
OG0001994	CARHR229960	Cg001G0175000
OG0001995	CARHR229200	Cg001G0181100
OG0001995	CARHR229210	Cg001G0181000
OG0001996	CARHR228700	Cg001G0184800
OG0001997	CARHR252370	Cg003G0736800, Cg003G0861400
OG0001997	CARHR227860	Cg001G0191700
OG0001998	CARHR173280	Cg002G0400900
OG0001998	CARHR143340	Cg005G1449800
OG0001999	CARHR140630	Cg005G1475100
OG0001999	CARHR171280	Cg002G0420100
OG0002000	CARHR140330	Cg005G1478800
OG0002000	CARHR170950	Cg002G0422800
OG0002001	CARHR170940	Cg002G0422900
OG0002001	CARHR140320	Cg005G1478900
OG0002002	CARHR170380	Cg002G0427400
OG0002002	CARHR139460	Cg005G1487100
OG0002003	CARHR010630	Cg006G2158900
OG0002003	CARHR168240	Cg002G0445200
OG0002004	CARHR136690	Cg005G1514500
OG0002004	CARHR167520, CARHR051780	Cg002G0451000
OG0002005	CARHR235420	Cg001G0125700
OG0002005	CARHR266670	Cg003G0919100
OG0002007	CARHR133600	Cg005G1543100
OG0002008	CARHR133220	Cg005G1546800
OG0002009	CARHR161490	Cg002G0510200
OG0002009	CARHR132770	Cg005G1550800
OG0002010	CARHR183270, CARHR174690, CARHR173760	Cg008G2985300
OG0002010	CARHR173730, CARHR173740	Cg008G2985400
OG0002011	CARHR112090	Cg005G1776700
OG0002011	CARHR247880	Cg001G0007000
OG0002012	CARHR260890	Cg003G0779100
OG0002012	CARHR033370	Cg006G1927600
OG0002013	CARHR080090	Cg004G1118400
OG0002013	CARHR186500	Cg008G2824700
OG0002014	CARHR143050	Cg005G1452700
OG0002015	CARHR142970	Cg005G1453600
OG0002015	CARHR172960	Cg002G0403800
OG0002016	CARHR088540, CARHR088530	Cg004G1202000, Cg004G1201900, Cg004G1202500, Cg004G1202200, Cg004G1202600, Cg004G1202400, Cg004G1202300
OG0002016	CARHR092390	Cg004G1236200
OG0002017	CARHR137160	Cg005G1509600
OG0002017	CARHR168340	Cg002G0444400
OG0002018	CARHR079600	Cg004G1114500
OG0002018	CARHR056040	Cg007G2346600
OG0002019	CARHR080840	Cg004G1126500, Cg008G2752100
OG0002020	CARHR092420, CARHR092410	Cg004G1236400
OG0002020	CARHR092400	Cg004G1236300
OG0002021	CARHR092510	Cg004G1237700
OG0002021	CARHR037670	Cg006G1852200
OG0002022	CARHR092750	Cg004G1239700
OG0002022	CARHR037860	Cg006G1850600
OG0002023	CARHR154050	Cg002G0623200
OG0002023	CARHR263060	Cg001G0361800
OG0002024	CARHR058010	Cg007G2421500
OG0002024	CARHR215550	Cg001G0333200
OG0002025	CARHR098170	Cg004G1289900
OG0002025	CARHR221680	Cg001G0259400
OG0002026	CARHR194390	Cg008G2750400
OG0002026	CARHR194370	Cg008G2750500
OG0002027	CARHR248990	Cg014G3049400, Cg003G0706100
OG0002028	CARHR249310	Cg014G3046700, Cg003G0709100
OG0002028	CARHR001080	Cg006G2247900
OG0002029	CARHR249320	Cg014G3046600, Cg003G0709200
OG0002029	CARHR001090	Cg006G2247800
OG0002030	CARHR001970	Cg006G2239700
OG0002030	CARHR250350	Cg003G0719100, Cg014G3036800
OG0002031	CARHR005030	Cg006G2210400
OG0002032	CARHR054910	Cg007G2330800
OG0002032	CARHR009320	Cg006G2170700
OG0002033	CARHR010730	Cg006G2157700
OG0002033	CARHR052740	Cg007G2304900
OG0002034	CARHR011480	Cg006G2150700
OG0002034	CARHR051320	Cg007G2291700
OG0002035	CARHR011980	Cg006G2146400
OG0002035	CARHR050420	Cg007G2285800
OG0002036	CARHR048570	Cg007G2273200
OG0002036	CARHR012930	Cg006G2137500
OG0002037	CARHR147350	Cg002G0663600
OG0002037	CARHR013390	Cg006G2133000
OG0002038	CARHR015190	Cg006G2116700
OG0002038	CARHR144540	Cg002G0688200
OG0002041	CARHR023670	Cg006G2033800
OG0002041	CARHR063970	Cg007G2477300
OG0002042	CARHR272940	Cg001G0390500
OG0002042	CARHR046660	Cg007G2262100
OG0002043	CARHR154330	Cg002G0569600
OG0002044	CARHR243280	Cg001G0051200
OG0002045	CARHR241060	Cg001G0071100
OG0002045	CARHR114990	Cg005G1713500
OG0002047	CARHR159990	Cg002G0523600
OG0002048	CARHR260920	Cg003G0778600
OG0002048	CARHR260900	Cg003G0778800
OG0002056	CARHR272730	Cg003G0978200
OG0002056	CARHR155850	Cg002G0555300
OG0002057	CARHR156800	Cg002G0546800
OG0002057	CARHR276720	Cg003G1020000
OG0002058	CARHR194890	Cg008G2745800
OG0002058	CARHR078030	Cg004G1100500
OG0002059	CARHR194910	Cg008G2745600
OG0002060	CARHR194980	Cg008G2745000
OG0002060	CARHR195070	Cg008G2744100
OG0002062	CARHR196360	Cg008G2732000
OG0002063	CARHR076780	Cg004G1089200
OG0002063	CARHR196810	Cg008G2728600
OG0002064	CARHR197070	Cg008G2726800
OG0002064	CARHR076630	Cg004G1087700
OG0002065	CARHR076510	Cg004G1086300
OG0002065	CARHR197270	Cg008G2724800
OG0002066	CARHR076430	Cg004G1085800
OG0002066	CARHR197380	Cg008G2723800
OG0002067	CARHR198930	Cg008G2707900
OG0002067	CARHR075230	Cg004G1074400
OG0002068	CARHR087010	Cg004G1184100
OG0002069	CARHR200360	Cg008G2694800
OG0002069	CARHR026800	Cg006G2002900
OG0002070	CARHR187550	Cg008G2814900
OG0002070	CARHR201550	Cg008G2683700
OG0002072	CARHR203440	Cg008G2665900
OG0002073	CARHR203860	Cg008G2662400
OG0002074	CARHR275000	Cg003G1003200
OG0002074	CARHR205350	Cg008G2650000
OG0002075	CARHR251390	Cg003G0728400, Cg003G0869400
OG0002075	CARHR002740	Cg006G2232800
OG0002076	CARHR120670	Cg008G2864000, Cg008G2864400, Cg008G2849200
OG0002076	CARHR120680	Cg005G1657700
OG0002077	CARHR121230	Cg005G1653400
OG0002077	CARHR007820	Cg006G2184100
OG0002078	CARHR004990	Cg006G2210800
OG0002078	CARHR125760	Cg005G1612400
OG0002079	CARHR126070	Cg005G1610000
OG0002080	CARHR003200	Cg006G2228600
OG0002080	CARHR179140	Cg008G2941000
OG0002081	CARHR181760	Cg008G2893100
OG0002081	CARHR036800	Cg006G1861400
OG0002082	CARHR014800	Cg006G2120200
OG0002082	CARHR145250	Cg002G0682700
OG0002083	CARHR280940	Cg003G1061700
OG0002083	CARHR109040	Cg004G1420800
OG0002084	CARHR159030	Cg002G0528500
OG0002084	CARHR280180	Cg003G1054400
OG0002085	CARHR278930	Cg003G1041100
OG0002085	CARHR278900	Cg003G1041000
OG0002086	CARHR275550	Cg003G1008500
OG0002086	CARHR205810	Cg008G2645400
OG0002087	CARHR158570	Cg002G0532300
OG0002087	CARHR188810	Cg008G2802800
OG0002088	CARHR188710	Cg008G2803700
OG0002088	CARHR188750	Cg008G2803400
OG0002089	CARHR192300	Cg008G2769700
OG0002090	CARHR190600	Cg008G2786500
OG0002090	CARHR151020	Cg002G0580400
OG0002091	CARHR154760	Cg002G0566300
OG0002091	CARHR273270	Cg003G0987400
OG0002092	CARHR233480	Cg001G0143400
OG0002092	CARHR270980	Cg003G0961900
OG0002093	CARHR233630	Cg001G0142000
OG0002093	CARHR270690	Cg003G0958800
OG0002094	CARHR233990	Cg001G0138700
OG0002094	CARHR269680	Cg003G0951300
OG0002095	CARHR268660	Cg003G0941500
OG0002096	CARHR268210	Cg003G0937400
OG0002096	CARHR234680	Cg001G0132600
OG0002097	CARHR250990	Cg003G0725200
OG0002097	CARHR002420	Cg006G2235300
OG0002098	CARHR242370	Cg001G0057100
OG0002099	CARHR085830	Cg004G1172800
OG0002099	CARHR207480	Cg008G2629700
OG0002100	CARHR211560	Cg008G2590900
OG0002100	CARHR083380	Cg004G1150100
OG0002101	CARHR077200	Cg004G1093500
OG0002101	CARHR258990	Cg003G0839000
OG0002102	CARHR148390	Cg002G0655000
OG0002102	CARHR213630	Cg001G0381300
OG0002103	CARHR053210	Cg007G2309000
OG0002103	CARHR015730	Cg006G2111600
OG0002104	CARHR016240	Cg006G2106700
OG0002104	CARHR074010	Cg007G2571500
OG0002105	CARHR016670	Cg006G2102400
OG0002105	CARHR073380	Cg007G2567800
OG0002106	CARHR016910	Cg006G2100000
OG0002106	CARHR072920	Cg007G2564000
OG0002108	CARHR072810	Cg007G2563200
OG0002108	CARHR016970	Cg006G2099400
OG0002109	CARHR022500	Cg006G2044900
OG0002110	CARHR070540	Cg007G2541400
OG0002110	CARHR021800	Cg006G2052600
OG0002111	CARHR021520	Cg006G2055900
OG0002111	CARHR070230	Cg007G2538000
OG0002112	CARHR045310	Cg006G1786300
OG0002112	CARHR087990	Cg004G1193900
OG0002113	CARHR045220	Cg006G1787100
OG0002113	CARHR088030, CARHR152870	Cg004G1194300
OG0002114	CARHR088240	Cg004G1196000
OG0002114	CARHR088250	Cg006G1788700
OG0002115	CARHR060250	Cg007G2443300
OG0002115	CARHR026730	Cg006G2003800
OG0002116	CARHR219760	Cg001G0275200
OG0002116	CARHR099830	Cg004G1307800
OG0002117	CARHR220590	Cg001G0268100
OG0002118	CARHR220720	Cg001G0265700
OG0002118	CARHR098990	Cg004G1298000
OG0002119	CARHR221900	Cg001G0257600
OG0002119	CARHR097990, CARHR097970	Cg004G1287700
OG0002120	CARHR234640, CARHR229800	Cg001G0140000
OG0002121	CARHR222130	Cg001G0253300
OG0002122	CARHR289970	Cg001G0251300
OG0002123	CARHR247410	Cg001G0011600
OG0002124	CARHR018130	Cg006G2089300
OG0002124	CARHR065670	Cg007G2497800
OG0002125	CARHR110290	Cg004G1436100
OG0002125	CARHR236860	Cg001G0110600
OG0002126	CARHR151640, CARHR151620, CARHR040070	Cg002G0638400
OG0002127	CARHR148500	Cg002G0654200
OG0002127	CARHR213700	Cg001G0380600
OG0002128	CARHR176400	Cg008G2963000
OG0002128	CARHR225910	Cg001G0210500
OG0002129	CARHR041660	Cg006G1819900
OG0002129	CARHR096920	Cg004G1278000
OG0002130	CARHR090780	Cg004G1221600
OG0002130	CARHR042790, CARHR054610	Cg006G1809100
OG0002131	CARHR059410, CARHR128820	Cg005G1586000
OG0002132	CARHR152080	Cg002G0643500
OG0002133	CARHR231040, CARHR231050	Cg001G0167200
OG0002134	CARHR242330	Cg001G0056700
OG0002134	CARHR106080	Cg004G1393200
OG0002135	CARHR106810	Cg004G1401000
OG0002135	CARHR243160	Cg001G0052500
OG0002136	CARHR255640	Cg003G0765900
OG0002137	CARHR231250	Cg001G0165300
OG0002138	CARHR240420	Cg001G0077800
OG0002138	CARHR115720	Cg005G1726200
OG0002139	CARHR215910	Cg001G0329300
OG0002140	CARHR226720	Cg001G0201900
OG0002141	CARHR226740	Cg001G0201700
OG0002141	CARHR178050	Cg008G2951100
OG0002142	CARHR227180	Cg001G0198200
OG0002143	CARHR227670	Cg001G0193600
OG0002143	CARHR252120	Cg003G0734900, Cg003G0863500
OG0002144	CARHR260440	Cg003G0786000
OG0002144	CARHR034460	Cg006G1910800
OG0002145	CARHR173060	Cg002G0403000
OG0002145	CARHR143080	Cg005G1452400
OG0002146	CARHR141700	Cg005G1465000
OG0002146	CARHR172010	Cg002G0413300
OG0002147	CARHR171880	Cg002G0414700
OG0002147	CARHR141450	Cg005G1467900
OG0002148	CARHR171290	Cg002G0419900
OG0002148	CARHR140660	Cg005G1474800
OG0002149	CARHR170590	Cg002G0425400
OG0002150	CARHR168370	Cg002G0444100
OG0002150	CARHR137060	Cg005G1510500
OG0002151	CARHR136170	Cg005G1519600
OG0002151	CARHR167010	Cg002G0456000
OG0002152	CARHR136240	Cg005G1518900
OG0002153	CARHR166560	Cg002G0460300
OG0002153	CARHR135900	Cg005G1522100
OG0002154	CARHR133300	Cg005G1545900
OG0002155	CARHR163250	Cg002G0493100
OG0002156	CARHR266680	Cg003G0919200
OG0002156	CARHR235410	Cg001G0125800
OG0002157	CARHR092130	Cg004G1233600
OG0002157	CARHR290750	Cg001G0244500
OG0002158	CARHR218890	Cg001G0284100
OG0002158	CARHR100550	Cg004G1315100
OG0002159	CARHR155800, CARHR155840, CARHR155780, CARHR155810, CARHR155830	Cg002G0555400
OG0002160	CARHR060180	Cg007G2443000
OG0002160	CARHR026750	Cg006G2003600
OG0002161	CARHR060720	Cg007G2447800
OG0002161	CARHR026370	Cg006G2006800
OG0002162	CARHR109320	Cg004G1423600
OG0002162	CARHR238240	Cg001G0099200
OG0002163	CARHR136360	Cg005G1517700
OG0002163	CARHR136350	Cg005G1517800
OG0002164	CARHR134980	Cg005G1531600
OG0002165	CARHR132140	Cg005G1559100
OG0002166	CARHR174200	Cg008G2981200
OG0002167	CARHR112110	Cg005G1776500
OG0002167	CARHR247850	Cg001G0007400
OG0002168	CARHR112320	Cg005G1774700
OG0002169	CARHR247640	Cg001G0009300
OG0002169	CARHR112400	Cg005G1774100
OG0002170	CARHR113310	Cg005G1767300
OG0002170	CARHR112840	Cg005G1771000
OG0002171	CARHR256360	Cg003G0774100
OG0002172	CARHR184980	Cg008G2833000
OG0002172	CARHR079210	Cg004G1110100
OG0002174	CARHR140990	Cg005G1471900
OG0002175	CARHR185540, CARHR285620	Cg008G2837500
OG0002176	CARHR080150	Cg004G1119200
OG0002176	CARHR186550	Cg008G2824200
OG0002177	CARHR081540	Cg004G1133800
OG0002177	CARHR286220	Cg008G2863600, Cg008G2848700
OG0002178	CARHR183220	Cg008G2869200, Cg008G2853400
OG0002178	CARHR081810	Cg004G1135800
OG0002179	CARHR082940	Cg004G1146200
OG0002179	CARHR082930	Cg004G1146100
OG0002180	CARHR086690	Cg004G1181000
OG0002180	CARHR206410	Cg008G2639800
OG0002181	CARHR037870	Cg006G1850500
OG0002181	CARHR092760	Cg004G1239800
OG0002182	CARHR093480	Cg004G1247000
OG0002182	CARHR038280	Cg006G1846300
OG0002183	CARHR093770	Cg004G1250000
OG0002184	CARHR039800	Cg006G1834600
OG0002185	CARHR151960	Cg002G0642500
OG0002185	CARHR262460	Cg001G0367400
OG0002186	CARHR098420	Cg004G1292200
OG0002186	CARHR221410	Cg001G0260900
OG0002187	CARHR216660	Cg001G0319900
OG0002187	CARHR056580	Cg007G2392000
OG0002188	CARHR008870	Cg006G2174300
OG0002188	CARHR056010	Cg007G2347800
OG0002189	CARHR130120	Cg005G1574700
OG0002190	CARHR161440	Cg002G0510700
OG0002191	CARHR005080	Cg006G2210000
OG0002191	CARHR125620	Cg005G1613500
OG0002193	CARHR053550	Cg007G2311700
OG0002193	CARHR010530	Cg006G2159800
OG0002194	CARHR053100	Cg007G2308600
OG0002194	CARHR010610	Cg006G2159100
OG0002195	CARHR051950	Cg007G2298700
OG0002195	CARHR011150	Cg006G2153700
OG0002196	CARHR229630	Cg001G0177500
OG0002197	CARHR015570	Cg006G2113000
OG0002197	CARHR143790	Cg002G0695300
OG0002198	CARHR023370	Cg006G2036300
OG0002198	CARHR064340	Cg007G2481100
OG0002199	CARHR023410	Cg006G2036000
OG0002200	CARHR063030, CARHR064440, CARHR064430	Cg007G2482000
OG0002201	CARHR057740	Cg007G2418600, Cg007G2418500
OG0002202	CARHR212540	Cg001G0393600
OG0002202	CARHR046400	Cg007G2259200
OG0002203	CARHR237340	Cg001G0107200
OG0002205	CARHR057750	Cg007G2418700
OG0002206	CARHR068280	Cg007G2520200
OG0002207	CARHR112810	Cg005G1771100
OG0002208	CARHR245850	Cg001G0027000
OG0002208	CARHR114380	Cg005G1757900
OG0002209	CARHR242030	Cg001G0062300
OG0002210	CARHR242520	Cg001G0058500
OG0002210	CARHR105430	Cg004G1375900
OG0002211	CARHR219690	Cg001G0276000
OG0002211	CARHR099870	Cg004G1308200
OG0002212	CARHR026950	Cg006G2001600
OG0002212	CARHR026940	Cg006G2001700
OG0002213	CARHR234470	Cg001G0134100
OG0002213	CARHR268460	Cg003G0939600
OG0002214	CARHR124310	Cg007G2436500
OG0002214	CARHR059340	Cg007G2433600
OG0002214	CARHR059190	Cg007G2435200
OG0002216	CARHR240290	Cg001G0079200
OG0002221	CARHR032020	Cg006G1946300
OG0002221	CARHR129390	Cg005G1580800
OG0002222	CARHR028140	Cg006G1988300
OG0002223	CARHR195740	Cg008G2738400
OG0002224	CARHR232020	Cg001G0157500
OG0002225	CARHR198700	Cg008G2710200
OG0002225	CARHR075380	Cg004G1075900
OG0002226	CARHR107240, CARHR107230	Cg004G1404200
OG0002226	CARHR260670	Cg003G0781600, Cg003G0781200, Cg003G0781000, Cg003G0780600, Cg003G0780800, Cg003G0781700, Cg003G0781300, Cg003G0781400, Cg003G0781100, Cg003G0780700, Cg003G0780900
OG0002227	CARHR119710	Cg005G1675600
OG0002227	CARHR008300	Cg006G2179600
OG0002228	CARHR121860	Cg005G1647700
OG0002228	CARHR007610	Cg006G2186000
OG0002229	CARHR125700	Cg005G1612900
OG0002229	CARHR005040	Cg006G2210300
OG0002230	CARHR003660	Cg006G2223700
OG0002230	CARHR180130	Cg008G2931000
OG0002231	CARHR003550	Cg006G2224800
OG0002231	CARHR179720	Cg008G2934700
OG0002232	CARHR178920	Cg008G2942600
OG0002232	CARHR003100	Cg006G2229600
OG0002234	CARHR256770	Cg003G0894800
OG0002234	CARHR232540	Cg001G0152400
OG0002235	CARHR232620	Cg001G0151600
OG0002235	CARHR030010	Cg006G1968900
OG0002236	CARHR265120	Cg003G0904900
OG0002236	CARHR232950	Cg001G0148300
OG0002237	CARHR028470	Cg006G1985800
OG0002237	CARHR128230	Cg005G1591600
OG0002238	CARHR108590	Cg004G1417200
OG0002238	CARHR029200	Cg006G1972300
OG0002239	CARHR129030	Cg005G1584300
OG0002239	CARHR030280	Cg006G1965300
OG0002240	CARHR030910	Cg006G1958700
OG0002241	CARHR031800	Cg006G1949000
OG0002241	CARHR129550	Cg005G1579300
OG0002242	CARHR280570	Cg003G1058300
OG0002242	CARHR159780	Cg002G0525400
OG0002243	CARHR205830	Cg008G2645100
OG0002243	CARHR275570	Cg003G1008700
OG0002244	CARHR274520	Cg003G0998700
OG0002245	CARHR139640	Cg005G1485400
OG0002246	CARHR192230	Cg008G2770100
OG0002247	CARHR192060	Cg008G2772300
OG0002248	CARHR218520	Cg001G0289500
OG0002249	CARHR273320	Cg003G0987900
OG0002249	CARHR154570	Cg002G0567800
OG0002250	CARHR272590	Cg003G0976900
OG0002250	CARHR075570	Cg004G1077900
OG0002251	CARHR271350	Cg003G0965900
OG0002251	CARHR233250	Cg001G0145300
OG0002252	CARHR233810	Cg001G0140200
OG0002252	CARHR117700	Cg005G1745900
OG0002252	CARHR270330	Cg003G0955500
OG0002253	CARHR268150	Cg003G0936700
OG0002253	CARHR234720	Cg001G0132200
OG0002254	CARHR002410	Cg006G2235400
OG0002254	CARHR250960	Cg003G0724900, Cg014G3029800
OG0002255	CARHR106880	Cg004G1401300
OG0002255	CARHR228680	Cg001G0184900
OG0002256	CARHR085860	Cg004G1173100
OG0002257	CARHR085560	Cg004G1170200
OG0002257	CARHR207900	Cg008G2625700
OG0002258	CARHR133140	Cg005G1547800
OG0002258	CARHR209750	Cg008G2607100
OG0002259	CARHR210420	Cg008G2600700
OG0002259	CARHR210380	Cg008G2600800
OG0002260	CARHR211790	Cg008G2588600
OG0002260	CARHR132820	Cg005G1550400
OG0002261	CARHR213660	Cg001G0381100
OG0002261	CARHR148420	Cg002G0654500
OG0002262	CARHR074320	Cg007G2577900
OG0002262	CARHR015910	Cg006G2109600
OG0002263	CARHR016050, CARHR016060	Cg006G2108400
OG0002264	CARHR073770	Cg007G2571000
OG0002264	CARHR016390	Cg006G2104900
OG0002265	CARHR022520	Cg006G2044700
OG0002265	CARHR071500	Cg007G2551000
OG0002266	CARHR071250	Cg007G2548300
OG0002266	CARHR022340	Cg006G2046900
OG0002267	CARHR070440	Cg007G2540400
OG0002269	CARHR068870	Cg007G2525800
OG0002269	CARHR020270	Cg006G2068400
OG0002270	CARHR020180	Cg006G2069200
OG0002270	CARHR068740	Cg007G2524800
OG0002271	CARHR170360	Cg002G0427500
OG0002271	CARHR045330	Cg006G1786100
OG0002272	CARHR088040	Cg001G0163800, Cg004G1194400
OG0002272	CARHR045210	Cg006G1787200
OG0002273	CARHR088180	Cg004G1195300
OG0002273	CARHR045020	Cg006G1788100
OG0002274	CARHR099280	Cg004G1301700
OG0002274	CARHR220560	Cg001G0268500
OG0002275	CARHR220650	Cg001G0266400
OG0002275	CARHR220640	Cg001G0266500
OG0002276	CARHR066440	Cg007G2504000
OG0002276	CARHR018560	Cg006G2085700
OG0002277	CARHR062020	Cg007G2460700
OG0002277	CARHR025610	Cg006G2014300
OG0002278	CARHR236170	Cg001G0117700
OG0002278	CARHR111280	Cg004G1443400
OG0002279	CARHR236540	Cg001G0114000
OG0002279	CARHR110760	Cg004G1439700
OG0002280	CARHR261560	Cg001G0376400
OG0002280	CARHR149050	Cg002G0649200
OG0002281	CARHR148650	Cg002G0652400
OG0002281	CARHR213790	Cg001G0379700
OG0002282	CARHR013810	Cg006G2129200
OG0002282	CARHR147010	Cg002G0667600
OG0002283	CARHR095020	Cg004G1261600
OG0002283	CARHR039950	Cg006G1833400
OG0002284	CARHR042390	Cg006G1812400
OG0002285	CARHR128410, CARHR128420	Cg005G1589700
OG0002285	CARHR128430	Cg005G1589600
OG0002287	CARHR223100	Cg001G0238600
OG0002287	CARHR129950	Cg005G1576200
OG0002288	CARHR174820	Cg008G2976000
OG0002288	CARHR224650	Cg001G0223000
OG0002289	CARHR223960	Cg001G0229600
OG0002290	CARHR085150, CARHR085130	Cg004G1165500
OG0002291	CARHR160090	Cg002G0522600
OG0002292	CARHR159200	Cg002G0527000
OG0002292	CARHR159190	Cg002G0527100
OG0002293	CARHR230690	Cg001G0170400
OG0002293	CARHR264070	Cg003G0895200
OG0002294	CARHR178220	Cg008G2948900
OG0002294	CARHR227000	Cg001G0199700
OG0002295	CARHR260110	Cg003G0790700
OG0002295	CARHR015180	Cg006G2116800
OG0002296	CARHR129930	Cg005G1576400
OG0002296	CARHR223330	Cg001G0236500
OG0002298	CARHR141080	Cg005G1471000
OG0002298	CARHR171540	Cg002G0417700
OG0002299	CARHR136570	Cg005G1515700
OG0002300	CARHR135890	Cg005G1522200
OG0002301	CARHR135150	Cg005G1530000
OG0002301	CARHR166060	Cg002G0465000
OG0002302	CARHR134350	Cg005G1537300
OG0002302	CARHR165300	Cg002G0473200
OG0002303	CARHR165040	Cg002G0476100
OG0002303	CARHR134030	Cg005G1539400
OG0002304	CARHR015110	Cg006G2117500
OG0002305	CARHR060640	Cg007G2447200
OG0002306	CARHR004420	Cg006G2216200
OG0002306	CARHR253440	Cg003G0746400
OG0002307	CARHR112540	Cg005G1772800
OG0002307	CARHR247510	Cg001G0010500
OG0002308	CARHR246720	Cg001G0018000
OG0002308	CARHR113570	Cg005G1766500
OG0002309	CARHR034880, CARHR034860	Cg006G1905200
OG0002310	CARHR256140	Cg003G0771900
OG0002310	CARHR256130	Cg003G0771800
OG0002312	CARHR224260	Cg001G0227000
OG0002313	CARHR081350	Cg004G1131600
OG0002313	CARHR182300	Cg008G2844800, Cg008G2844700, Cg008G2844600
OG0002315	CARHR092980	Cg004G1241600
OG0002315	CARHR037980	Cg006G1849300
OG0002316	CARHR038050	Cg006G1848700
OG0002316	CARHR093110	Cg004G1242900
OG0002317	CARHR038120	Cg006G1848100
OG0002317	CARHR093200	Cg004G1243900
OG0002318	CARHR093670	Cg004G1249000
OG0002318	CARHR038750	Cg006G1845000
OG0002319	CARHR154730, CARHR154750, CARHR154700, CARHR154740	Cg002G0567000
OG0002320	CARHR000530	Cg006G2252400
OG0002320	CARHR248780	Cg014G3051200, Cg003G0704400
OG0002321	CARHR000580	Cg006G2252000
OG0002321	CARHR248880	Cg014G3050800, Cg003G0704800
OG0002322	CARHR248560	Cg014G3053300, Cg003G0702700
OG0002322	CARHR000650	Cg006G2251400
OG0002323	CARHR001850	Cg006G2240800
OG0002324	CARHR007250	Cg006G2189900
OG0002324	CARHR007220	Cg006G2189500
OG0002325	CARHR055830	Cg007G2349800
OG0002325	CARHR008790	Cg006G2175000
OG0002326	CARHR010480	Cg006G2160300
OG0002326	CARHR053430	Cg007G2311000
OG0002327	CARHR144870	Cg002G0685700
OG0002327	CARHR015020	Cg006G2118300
OG0002328	CARHR016690	Cg006G2102200
OG0002328	CARHR073360	Cg007G2567600
OG0002329	CARHR016780	Cg006G2101400
OG0002329	CARHR073180	Cg007G2566400
OG0002330	CARHR018070	Cg006G2089900
OG0002330	CARHR065580	Cg007G2496900
OG0002331	CARHR019060	Cg006G2081200
OG0002332	CARHR067840	Cg007G2516300
OG0002332	CARHR019450	Cg006G2077100
OG0002333	CARHR065020	Cg007G2491400
OG0002333	CARHR022880	Cg006G2041400
OG0002334	CARHR024270	Cg006G2027700
OG0002335	CARHR024650	Cg006G2024300
OG0002335	CARHR063090	Cg007G2470300
OG0002336	CARHR049840	Cg007G2281700
OG0002337	CARHR053080	Cg007G2308400
OG0002337	CARHR053090	Cg007G2308500
OG0002338	CARHR173800	Cg008G2984900
OG0002339	CARHR293500	Cg004G1406900
OG0002340	CARHR106720	Cg004G1399900
OG0002340	CARHR243010	Cg001G0053900
OG0002341	CARHR241690	Cg001G0066000
OG0002342	CARHR105820	Cg004G1390400, Cg004G1382800
OG0002342	CARHR242180	Cg001G0061100
OG0002343	CARHR239470	Cg001G0087600
OG0002343	CARHR117300	Cg005G1740900
OG0002344	CARHR239460	Cg001G0087700
OG0002344	CARHR117320	Cg005G1741100
OG0002345	CARHR117810	Cg005G1744700
OG0002345	CARHR238920	Cg001G0092700
OG0002346	CARHR234250	Cg001G0136400
OG0002352	CARHR238320	Cg001G0098400
OG0002353	CARHR195820	Cg008G2737600
OG0002353	CARHR077320	Cg004G1094600
OG0002354	CARHR196120	Cg008G2734300
OG0002354	CARHR077140	Cg004G1092900
OG0002355	CARHR196140	Cg008G2734000, Cg008G2734100
OG0002355	CARHR196130	Cg008G2734200
OG0002356	CARHR196540	Cg008G2730500
OG0002356	CARHR076930	Cg004G1090900
