Orthogroup	Cardamine_hirsuta	Brassica_rapa
OG0002736	CARHR085290	XP_009122673.1, XP_009135128.1
OG0002738	CARHR235990	XP_009144326.1, XP_009137777.1
OG0002739	CARHR211370	XP_009132200.3, XP_033142360.1, XP_009125434.2
OG0002740	CARHR083270	XP_009146970.1
OG0002740	CARHR211890	XP_009125404.1
OG0002741	CARHR017290	XP_009117744.1
OG0002742	CARHR243730	XP_009102235.1
OG0002742	CARHR107540	XP_009121125.1
OG0002743	CARHR234900	XP_009137648.1, XP_009143243.1
OG0002743	CARHR267790	XP_009127083.1, XP_009132438.1
OG0002744	CARHR044640	XP_009106913.1, XP_009107079.2
OG0002745	CARHR043670	XP_009147604.1
OG0002745	CARHR089770	XP_009146322.1
OG0002746	CARHR090210	XP_009146277.1
OG0002746	CARHR043390	XP_009144791.1
OG0002747	CARHR104530	XP_009123310.1
OG0002747	CARHR240610	XP_009125713.1
OG0002748	CARHR231990	XP_009138265.1, XP_009109243.1, XP_009137462.1
OG0002749	CARHR219660	XP_033132442.1, XP_009139597.1
OG0002750	CARHR057920	NP_001288830.1, XP_009105177.1
OG0002751	CARHR221990	XP_009136685.1, XP_009147461.1
OG0002753	CARHR058700	XP_009148656.1
OG0002753	CARHR058710	XP_009105216.1
OG0002754	CARHR290410	XP_018513588.2
OG0002754	CARHR091880	XP_009114660.1, XP_009146068.1
OG0002755	CARHR018780	XP_009110359.1
OG0002755	CARHR066700	XP_009106023.1
OG0002757	CARHR236560	XP_009129299.1
OG0002759	CARHR047070	XP_009138687.1
OG0002760	CARHR213550	XP_009139992.2
OG0002761	CARHR062930	XP_009105655.2
OG0002761	CARHR025000, CARHR024880	XP_009103119.1
OG0002762	CARHR245570	XP_009138478.1
OG0002762	CARHR293030	XP_009117282.1
OG0002763	CARHR096950	XP_009135728.1
OG0002764	CARHR041840, CARHR103680	XP_009144890.1
OG0002764	CARHR097140	XP_009145502.1
OG0002766	CARHR218570	XP_009102442.1
OG0002767	CARHR129910	XP_009133032.1
OG0002767	CARHR223470	XP_009145334.1
OG0002768	CARHR224970	XP_009131523.1, XP_009123729.1, XP_033133277.1, XP_009108355.2
OG0002769	CARHR173960	XP_009128964.1
OG0002769	CARHR224020	XP_009144520.1, XP_009144529.1
OG0002770	CARHR173920	XP_009101423.2
OG0002770	CARHR223950	XP_009144590.1
OG0002771	CARHR280640	XP_009103462.1
OG0002772	CARHR132510	XP_009141702.1, XP_018514348.1
OG0002773	CARHR229510, CARHR229520	XP_009136044.2
OG0002773	CARHR229530	XP_009108575.1
OG0002774	CARHR178060	XP_009113889.2
OG0002774	CARHR226730	XP_009133320.1
OG0002775	CARHR198620	XP_033137828.1
OG0002775	CARHR075420	XP_009147440.1
OG0002776	CARHR142830	XP_009142535.1
OG0002776	CARHR172820	XP_009116918.2
OG0002777	CARHR170640	XP_009116713.1, XP_009138843.1
OG0002778	CARHR169920	XP_033135970.1
OG0002778	CARHR138490	XP_009142931.1
OG0002779	CARHR135780	XP_009133448.1
OG0002780	CARHR165000	XP_009103947.1
OG0002780	CARHR165010	XP_009116198.1
OG0002781	CARHR089170, CARHR089180	XP_009146388.1
OG0002782	CARHR163280	XP_009116031.3, XP_033145904.1
OG0002784	CARHR103060	XP_009136167.1
OG0002784	CARHR216800	XP_009124254.1
OG0002785	CARHR100380	XP_033144200.1
OG0002786	CARHR109270	XP_009102227.1, XP_033146356.1, XP_009150722.1, XP_009112557.1
OG0002788	CARHR144450	XP_009101297.1
OG0002788	CARHR015230	XP_033133796.1
OG0002789	CARHR237490	XP_009137853.1, XP_009137854.1
OG0002790	CARHR134260	XP_009141804.2
OG0002790	CARHR134270	XP_009141805.1, XP_009133363.1
OG0002791	CARHR247660	XP_009150026.2, XP_009109502.1
OG0002791	CARHR112340	XP_009140277.1
OG0002793	CARHR290920	XP_009105842.2, XP_009104891.1
OG0002795	CARHR186760	XP_009151162.1, XP_009111720.1
OG0002796	CARHR079640	XP_018512998.1
OG0002798	CARHR138640	XP_009142953.2
OG0002798	CARHR138630	XP_033142841.1, XP_033142840.1, XP_009133612.1, XP_009133607.1
OG0002799	CARHR174270	XP_009114296.1, XP_009128942.1
OG0002801	CARHR079300	XP_009147296.1
OG0002802	CARHR185810	XP_009111932.1
OG0002802	CARHR079330	XP_009134806.1
OG0002803	CARHR193930	XP_009120923.1
OG0002804	CARHR080700	XP_009124936.1
OG0002805	CARHR249630	XP_009134452.1, XP_009111324.1
OG0002805	CARHR103990	XP_009112390.1
OG0002806	CARHR090340, CARHR090350, CARHR215320	XP_009115615.1
OG0002807	CARHR092220	XP_009135507.1
OG0002807	CARHR222520	XP_009146394.1
OG0002808	CARHR093960	XP_009112621.1, XP_009145879.1, XP_009135585.1
OG0002809	CARHR040940, CARHR096330, CARHR040950, CARHR096310	XP_009144936.1, XP_009147796.1, XP_009145616.1
OG0002810	CARHR220660	XP_033146653.1
OG0002811	CARHR013520	XP_009110599.1
OG0002812	CARHR010870	XP_009148412.1
OG0002812	CARHR051790	XP_009113184.1
OG0002813	CARHR255430, CARHR011740	XP_009148482.1, XP_009110723.1
OG0002814	CARHR011900	XP_033136604.1
OG0002814	CARHR050530	XP_009105258.1
OG0002815	CARHR049100, CARHR012580	XP_009112702.1, XP_009113054.1
OG0002818	CARHR065620	XP_018512273.2, XP_009105932.1
OG0002818	CARHR018100	XP_033134650.1
OG0002819	CARHR023430	XP_033134604.1
OG0002820	CARHR236760	XP_018509447.1, XP_018513022.1
OG0002821	CARHR046740	XP_009112811.1, XP_009112894.1
OG0002822	CARHR039300	XP_009107309.1, XP_009102051.1, XP_009147907.1
OG0002823	CARHR245450	XP_009139351.1, XP_009138466.1, XP_009139287.1
OG0002824	CARHR144950, CARHR177060	XP_009101263.2
OG0002825	CARHR244040	XP_009151156.2
OG0002826	CARHR240330	XP_009126053.1, XP_009138081.2
OG0002827	CARHR241790	XP_009120274.1
OG0002827	CARHR105250	XP_009136242.1
OG0002828	CARHR239620	XP_009126691.1
OG0002829	CARHR250120, CARHR250150, CARHR250130	XP_033141057.1, XP_009111357.1
OG0002833	CARHR101110, CARHR101100, CARHR101090, CARHR164790	XP_009112644.1, XP_018509452.1
OG0002835	CARHR151830	XP_009151841.1
OG0002835	CARHR151780	XP_009151844.2, XP_033140732.1
OG0002836	CARHR244020, CARHR244030	XP_033144047.1
OG0002837	CARHR266230	XP_009119857.1, XP_009132498.1, XP_033141806.1
OG0002838	CARHR221560	XP_033137956.1, XP_033137729.1
OG0002839	CARHR179970, CARHR150620	XP_033128457.1, XP_033143695.1, XP_033134850.1
OG0002845	CARHR195680	XP_033138426.1
OG0002846	CARHR074940	XP_009127042.1
OG0002846	CARHR199300	XP_033143146.1
OG0002847	CARHR199500	XP_009131369.2, XP_009121714.2, XP_009125955.2, XP_033135300.1, XP_009129739.1
OG0002848	CARHR219150	XP_009107906.1
OG0002850	CARHR201970	XP_009121968.1
OG0002850	CARHR188120	XP_033134491.1
OG0002851	CARHR288960	XP_018508572.2, XP_009125793.1
OG0002852	CARHR186700	XP_009111770.1, XP_009151164.1
OG0002853	CARHR204740	XP_009131056.2
OG0002854	CARHR119470	XP_009103578.2, XP_009140760.1
OG0002855	CARHR038390, CARHR008090, CARHR008080	XP_009118384.1
OG0002855	CARHR120520	XP_009140827.1
OG0002856	CARHR006560	XP_009119017.2, XP_009110971.1, XP_009118472.1
OG0002857	CARHR005630	XP_009118554.1
OG0002857	CARHR124980	XP_009132779.1, XP_009144217.2
OG0002858	CARHR126430	XP_009144004.1
OG0002858	CARHR004540	XP_009119208.1
OG0002859	CARHR004600	XP_009119200.1
OG0002860	CARHR126680	XP_009143930.1
OG0002860	CARHR004250	XP_009118620.1, XP_009111075.1
OG0002861	CARHR127240	XP_009143881.1
OG0002861	CARHR003960	XP_009118628.1, XP_033138316.1
OG0002863	CARHR233150	XP_009139407.1, XP_009139426.2
OG0002864	CARHR027510	XP_009113712.2
OG0002865	CARHR031060	XP_009145233.1, XP_009114968.1
OG0002867	CARHR129730	XP_009143658.1
OG0002868	CARHR279930	XP_009112205.1
OG0002868	CARHR158880	XP_009101448.1
OG0002869	CARHR279690	XP_009150662.1
OG0002869	CARHR158740	XP_009136515.1
OG0002870	CARHR278210	XP_009130268.1
OG0002870	CARHR204400	XP_009131085.1
OG0002871	CARHR277200	XP_033141651.1
OG0002871	CARHR157260	XP_018508152.1
OG0002872	CARHR275490	XP_009136512.1
OG0002873	CARHR118920	XP_033138587.1
OG0002873	CARHR191720	XP_009126507.2, XP_033138519.1, XP_033138515.1
OG0002874	CARHR234340	XP_009137611.1, XP_009142725.1
OG0002875	CARHR268650	XP_009127011.1
OG0002875	CARHR234320, CARHR204420	XP_033133172.1
OG0002876	CARHR285970, CARHR288020, CARHR159860, CARHR159870, CARHR036770	XP_009115709.2, XP_009128663.1, XP_009102397.1
OG0002877	CARHR048300	XP_009106822.1
OG0002878	CARHR208650	XP_009122928.1
OG0002879	CARHR084730	XP_009123043.1, XP_018514864.1
OG0002880	CARHR212980	XP_009140085.1
OG0002880	CARHR047400	XP_009125181.1
OG0002881	CARHR118380, CARHR177910, CARHR177890	XP_033140156.1, XP_033141196.1, XP_033141198.1, XP_009104450.1, XP_033132060.1
OG0002882	CARHR058570	XP_033141456.1, XP_033141455.1, NP_001288940.1
OG0002883	CARHR017570	XP_009149141.1, XP_033129692.1
OG0002884	CARHR279830	XP_009112204.1
OG0002884	CARHR158830	XP_009101260.1
OG0002885	CARHR156370	XP_033145114.1, XP_033147288.1, XP_033129422.1
OG0002886	CARHR130970	XP_009143564.1
OG0002886	CARHR162970	XP_009139432.1
OG0002887	CARHR231800	XP_009138011.1
OG0002888	CARHR218090	XP_009108483.1
OG0002889	CARHR101010	XP_009102476.1
OG0002890	CARHR218930	XP_009139632.1
OG0002890	CARHR100460	XP_009135891.1
OG0002891	CARHR021350	XP_009149571.1
OG0002891	CARHR084020	XP_009146915.2
OG0002892	CARHR067700	XP_009128044.2, XP_009104762.1, XP_009106106.2, XP_009106105.2
OG0002893	CARHR176470	XP_009114403.1
OG0002893	CARHR034140	XP_018512234.2, XP_009120803.1
OG0002895	CARHR090700	XP_009144818.1
OG0002895	CARHR042870	XP_009147669.1
OG0002896	CARHR233080, CARHR233070	XP_009109196.2
OG0002898	CARHR174230	XP_009128944.1, XP_009128945.1, XP_009101444.1
OG0002899	CARHR243040	XP_009109269.1
OG0002899	CARHR106760	XP_009121212.1
OG0002900	CARHR230050	XP_009136588.1
OG0002900	CARHR254500	XP_009102714.1
OG0002902	CARHR252810	XP_009134317.1
OG0002902	CARHR228690	XP_033148183.1
OG0002903	CARHR281440	XP_033131234.1
OG0002904	CARHR160840	XP_009115803.1, XP_009136605.1
OG0002905	CARHR281740	NP_001288967.1
OG0002905	CARHR161040	XP_009149006.1, XP_033136984.1
OG0002906	CARHR142650	XP_009133805.1
OG0002906	CARHR172650	XP_009116902.1
OG0002907	CARHR172490	XP_009104372.1
OG0002907	CARHR142370	XP_009142574.1, XP_009142463.1
OG0002908	CARHR054060	XP_009142649.2, XP_009133779.1, XP_009142417.1
OG0002909	CARHR141610	XP_009142659.1, XP_009133771.1
OG0002910	CARHR171140	XP_009138817.1, XP_009116754.2
OG0002911	CARHR138980	XP_009142960.1
OG0002912	CARHR165650, CARHR058330	XP_033135571.1
OG0002914	CARHR266550	XP_009119888.1
OG0002914	CARHR235610	XP_018508983.1
OG0002915	CARHR217560	XP_009108020.2, XP_009108022.1
OG0002915	CARHR103840	XP_009102341.1
OG0002916	CARHR108690	XP_033136737.1, XP_009102261.1
OG0002917	CARHR271160	XP_009102208.1
OG0002919	CARHR193720, CARHR193710, CARHR193730	XP_009126312.1, XP_009126313.2
OG0002920	CARHR140700	XP_009143150.1, XP_009133729.1, XP_009133730.2
OG0002921	CARHR077270	XP_033148194.1
OG0002922	CARHR185920	XP_009147275.1
OG0002923	CARHR080160	XP_009147210.1, XP_009124863.1
OG0002924	CARHR082720	XP_009135012.1
OG0002924	CARHR088200	XP_009135310.1
OG0002925	CARHR083280	XP_009146969.1
OG0002926	CARHR084480	XP_009146881.1
OG0002927	CARHR087910	XP_033148259.1, XP_009146536.1
OG0002928	CARHR089960	XP_009146297.2, XP_033142451.1, XP_009116545.1
OG0002929	CARHR090170	XP_033148707.1
OG0002930	CARHR090920, CARHR090910	XP_009146195.2, XP_009135457.1, XP_009115229.1
OG0002931	CARHR093390	XP_009113531.1
OG0002931	CARHR093400	XP_009113523.1
OG0002932	CARHR093500	XP_009113475.2, XP_018514325.1, XP_018514326.2
OG0002933	CARHR094790	XP_009111878.1, XP_009145796.1
OG0002935	CARHR097710	XP_033142801.1
OG0002936	CARHR097630	XP_009135765.1, XP_009145464.1, XP_009109403.2
OG0002937	CARHR056950	XP_009124229.1, XP_009105145.1
OG0002938	CARHR000750	XP_009118821.2, XP_009119710.1
OG0002939	CARHR001680	XP_009119641.3
OG0002939	CARHR249970	XP_009111344.1
OG0002940	CARHR124750	XP_009132771.1
OG0002940	CARHR005720	XP_009119083.1
OG0002941	CARHR143640	XP_009107099.1
OG0002941	CARHR015640	XP_009117845.1
OG0002942	CARHR020280	XP_009110260.1, XP_009149461.1
OG0002943	CARHR047830, CARHR047840	XP_009112937.1
OG0002944	CARHR051600	XP_018511595.2
OG0002946	CARHR114260	XP_033145462.1
OG0002946	CARHR114300	XP_009117290.1
OG0002947	CARHR228460	XP_009146404.1
OG0002947	CARHR252620	XP_009114533.1, XP_009134324.1
OG0002948	CARHR247770	XP_009144504.2, XP_009101910.1
OG0002949	CARHR247450	XP_009101888.1
OG0002950	CARHR246270	XP_009109400.1, XP_009132311.1
OG0002951	CARHR244000, CARHR107890	XP_009121096.1, XP_009112442.1, XP_009150777.1
OG0002952	CARHR240320	XP_009126062.1
OG0002952	CARHR115880	XP_009117054.1
OG0002953	CARHR241270	XP_009138175.1
OG0002954	CARHR116210	XP_009147957.1
OG0002954	CARHR240040	XP_009126351.2
OG0002955	CARHR239900	XP_009126471.1
OG0002955	CARHR116390	XP_009140631.1
OG0002956	CARHR100070	XP_009135874.1, XP_009126439.2, XP_009106181.1
OG0002958	CARHR111320	XP_033136500.1
OG0002958	CARHR236020	XP_009144375.1
OG0002962	CARHR246440, CARHR056820	XP_009131413.1, XP_033132989.1, XP_033132988.1, XP_033132987.1
OG0002963	CARHR092330	XP_033134779.1, XP_009114314.1, XP_033132816.1
OG0002971	CARHR207810	XP_009122152.1, XP_009125601.1
OG0002972	CARHR184880	XP_009140504.1
OG0002972	CARHR238360	XP_009137924.1
OG0002973	CARHR082310	XP_009147050.2
OG0002975	CARHR294550	XP_009140598.1, XP_009117099.1
OG0002976	CARHR196280, CARHR077040	XP_009131569.1, XP_009121426.1
OG0002977	CARHR197300	XP_009122869.1
OG0002978	CARHR199220	XP_009121693.1, XP_009131387.1
OG0002979	CARHR023600	XP_009110116.1
OG0002979	CARHR200120	XP_009121771.1, XP_009125902.1, XP_009131331.1
OG0002980	CARHR147800	XP_018513090.2
OG0002981	CARHR202950	XP_009130503.2
OG0002982	CARHR203570	XP_009122117.1
OG0002982	CARHR278670	XP_009112150.1
OG0002983	CARHR050230, CARHR230940	XP_009137168.1, XP_009137360.1
OG0002984	CARHR204660	XP_033140845.1, XP_009131063.2, XP_033129178.1, XP_009129453.1
OG0002985	CARHR006890	XP_009118984.1, XP_018509205.1
OG0002985	CARHR123240	XP_009144339.1, XP_009141028.1
OG0002986	CARHR168010	XP_033142147.1, XP_033142153.1
OG0002987	CARHR179190	XP_009113951.1
OG0002988	CARHR181430	XP_009114033.1
OG0002988	CARHR134160	XP_009102962.1
OG0002989	CARHR128910	XP_033146280.1, XP_009133000.1, XP_033148771.1
OG0002990	CARHR030190	XP_009115054.1
OG0002990	CARHR030180	XP_009102689.1
OG0002992	CARHR280250	XP_009103426.1, XP_033140772.1, XP_009141044.1, XP_033140770.1, XP_009112373.2, XP_009112378.2, XP_009112374.2
OG0002993	CARHR280200	XP_009130545.1, XP_009112219.1
OG0002994	CARHR280090	XP_009150694.1, XP_009112213.1
OG0002995	CARHR113110	XP_009136411.3
OG0002995	CARHR274580	XP_033135017.1
OG0002996	CARHR190820	XP_009120644.2
OG0002996	CARHR151250	XP_009149701.1
OG0002997	CARHR273950, CARHR273940, CARHR273930	XP_009126618.2, XP_033138136.1, XP_009120547.2, XP_009120549.2, XP_009131930.1
OG0002998	CARHR272710	XP_009126737.1
OG0002999	CARHR271860, CARHR271980	XP_018512220.1, XP_009120321.1, XP_009132086.2, XP_009126795.2
OG0003000	CARHR269570	XP_009132330.1, XP_009120133.1
OG0003000	CARHR269550, CARHR269540	XP_009120131.1
OG0003001	CARHR005980	XP_009110994.2
OG0003002	CARHR268310	XP_009132416.1
OG0003002	CARHR234560	XP_009109159.1
OG0003003	CARHR234600	XP_009142954.1, XP_033144050.1
OG0003004	CARHR040170, CARHR189180	XP_009118303.1
OG0003005	CARHR206470	XP_009122284.1
OG0003005	CARHR206480	XP_009122283.1
OG0003006	CARHR251140	XP_009111256.1
OG0003007	CARHR078230, CARHR121590	XP_009125010.1, XP_009112221.1
OG0003008	CARHR167560	XP_009139037.1, XP_009116440.1
OG0003009	CARHR210650	XP_009122760.1
OG0003009	CARHR084000	XP_009135048.1
OG0003010	CARHR110430, CARHR213240, CARHR213250	XP_009125176.1, XP_033145809.1, XP_009107662.1
OG0003011	CARHR022400	XP_009145379.1
OG0003011	CARHR071360	XP_009106432.2
OG0003012	CARHR014590, CARHR056620	XP_009132617.1
OG0003013	CARHR071070	XP_009104617.1
OG0003014	CARHR243980	XP_009109285.2
OG0003015	CARHR107840	XP_009150778.1
OG0003016	CARHR253350, CARHR254210	XP_018515018.2
OG0003017	CARHR101320	XP_009136097.1, XP_009102441.1
OG0003018	CARHR101140	XP_018510169.1
OG0003018	CARHR218660	XP_009139686.1
OG0003020	CARHR179980, CARHR219820	XP_009139576.2, XP_009107497.2
OG0003021	CARHR019030	XP_009149284.1
OG0003021	CARHR067010	XP_009106045.1
OG0003022	CARHR025810	XP_009115343.1
OG0003022	CARHR061570	XP_009105021.1
OG0003023	CARHR236910	XP_018512740.1
OG0003023	CARHR237270	XP_009128708.1
OG0003024	CARHR021630, CARHR070360	XP_033141094.1, XP_009104657.1
OG0003025	CARHR149790	XP_009129381.1, XP_009151894.1
OG0003026	CARHR149810	XP_009129380.1, XP_009111591.1
OG0003028	CARHR095040	XP_009111676.1
OG0003029	CARHR040840	XP_009147805.1
OG0003029	CARHR096270	XP_009145620.1, XP_009135690.1
OG0003030	CARHR039330	XP_033128466.1, XP_009144984.2
OG0003031	CARHR097100	XP_033137015.1, XP_009135737.1
OG0003032	CARHR091340	XP_009114896.1
OG0003033	CARHR132800, CARHR132790, CARHR132810	XP_009133238.1
OG0003034	CARHR281190	XP_009146667.1
OG0003034	CARHR160400	XP_009115763.2
OG0003037	CARHR252360	XP_009114495.1
OG0003039	CARHR171190	XP_009116762.1, XP_009138811.1
OG0003040	CARHR170740	XP_009138836.1, XP_009104260.1, XP_009138835.1
OG0003041	CARHR170440	XP_009116691.1, XP_009138869.1, XP_009104245.1, XP_009116689.1
OG0003043	CARHR168450	XP_009104106.1
OG0003044	CARHR163450	XP_009116048.1, XP_009103867.1, XP_009139395.2
OG0003045	CARHR077280	XP_033142257.1, XP_033141346.1, XP_009130351.1
OG0003047	CARHR059980	XP_009105284.1
OG0003048	CARHR060100	XP_009127558.1
OG0003049	CARHR060520	XP_009105339.1, XP_009127585.1, XP_009105086.1
OG0003050	CARHR056830	XP_009127390.1
OG0003050	CARHR216500	XP_009144656.1
OG0003051	CARHR026650	XP_009103033.1
OG0003051	CARHR232210	XP_009138572.1
OG0003052	CARHR112050	XP_009117431.1
OG0003052	CARHR247940	XP_009109529.1
OG0003053	CARHR117560, CARHR120210	XP_009114749.1
OG0003054	CARHR255490	XP_033140708.1
OG0003054	CARHR227160	XP_018515003.1
OG0003055	CARHR193840	XP_009120917.1, XP_009126298.1, XP_009126299.1
OG0003056	CARHR080510, CARHR193660	XP_009124943.1
OG0003057	CARHR186960	XP_009111709.1
OG0003058	CARHR079090	XP_009134789.2, XP_009124200.1
OG0003059	CARHR142910	XP_033148022.1
OG0003061	CARHR139070	XP_009142975.1, XP_033148359.1
OG0003061	CARHR139060	XP_009142232.1
OG0003062	CARHR199330, CARHR139040, CARHR199340, CARHR058880	XP_009133643.1, XP_033145459.1, XP_009142299.2, XP_033145457.1
OG0003063	CARHR025870	XP_009142771.2, XP_009142772.1
OG0003064	CARHR079530	XP_009124069.1
OG0003064	CARHR186010	XP_009151208.1
OG0003065	CARHR079920	XP_009147227.1, XP_009134829.1, XP_009124018.1
OG0003066	CARHR080190	XP_033147705.1
OG0003066	CARHR080200	XP_009124859.1, XP_009147214.1
OG0003067	CARHR081180, CARHR182040	XP_009111879.1, XP_009129785.1
OG0003068	CARHR083060, CARHR083070, CARHR083080, CARHR083090	XP_009135090.1, XP_009146980.1
OG0003069	CARHR085460	XP_009135138.2, XP_009122559.1
OG0003070	CARHR045240	XP_009135304.1, XP_009146498.1, XP_009124744.1
OG0003071	CARHR179300	XP_018510802.1
OG0003071	CARHR091190	XP_009135845.1
OG0003072	CARHR093340	XP_009113573.2, XP_009135565.1
OG0003072	CARHR038210	XP_009145944.1
OG0003073	CARHR093630	XP_018514773.1
OG0003073	CARHR038730	XP_009144999.2
OG0003074	CARHR058510	XP_009105207.1, XP_009148657.1
OG0003075	CARHR194130, CARHR194140	XP_009120935.1
OG0003076	CARHR248810	XP_009111466.1
OG0003076	CARHR000570	XP_009119731.1, XP_009118831.2
OG0003077	CARHR000710	XP_009119713.1
OG0003077	CARHR248530	XP_009111487.2
OG0003078	CARHR035210, CARHR002080	XP_009118746.1, XP_009109724.1, XP_009109723.2, XP_009111183.1, XP_009119612.1
OG0003079	CARHR002730	XP_009119549.1
OG0003080	CARHR124500	XP_009141120.1
OG0003081	CARHR052310	XP_009103874.1
OG0003081	CARHR011070	XP_009148418.1
OG0003082	CARHR144160	XP_009129220.2, XP_018510015.1
OG0003083	CARHR015510	XP_009110512.1, XP_009148884.1, XP_009117859.1
OG0003084	CARHR016010	XP_009148940.1
OG0003085	CARHR019120	XP_009149293.1
OG0003085	CARHR067180	XP_009117611.1
OG0003086	CARHR069770	XP_009106276.1
OG0003086	CARHR020990	XP_009110223.1
OG0003087	CARHR021130	XP_009103331.1, XP_009149548.1, XP_009110216.1
OG0003088	CARHR021150	XP_009149550.1
OG0003090	CARHR065030	XP_009105876.1
OG0003090	CARHR022860	XP_009103234.1
OG0003092	CARHR178350, CARHR178360	XP_009110594.1
OG0003093	CARHR244820	XP_009144195.1, XP_009144127.1, XP_009138429.1, XP_009109314.1
OG0003094	CARHR243190	XP_009108695.1
OG0003094	CARHR243200	XP_033134063.1
OG0003095	CARHR250380	XP_033136780.1
OG0003095	CARHR243170	XP_009108028.2
OG0003096	CARHR239990	XP_009138067.1, XP_009130110.2, XP_009126385.2
OG0003097	CARHR025050	XP_009115415.1, XP_009110042.1
OG0003098	CARHR250220	XP_009134484.1, XP_009128513.1, XP_009151456.1, XP_009134481.1, XP_009134482.1
OG0003101	CARHR108650, CARHR219930, CARHR105920, CARHR108720, CARHR108710	XP_009150747.1
OG0003102	CARHR238560	XP_009127643.2, XP_018509273.2
OG0003102	CARHR118300	XP_009137959.1
OG0003103	CARHR122150, CARHR122160	XP_009140956.1
OG0003106	CARHR163060	XP_033131413.1, XP_033137118.1
OG0003110	CARHR119450, CARHR216320	XP_033134286.1, XP_009115868.1
OG0003117	CARHR195220	XP_009121042.1, XP_033143049.1
OG0003118	CARHR197330	XP_009121530.1
OG0003118	CARHR076470	XP_009134674.1
OG0003119	CARHR198400, CARHR198410	XP_009131430.1, XP_009121622.1
OG0003120	CARHR279220	XP_009112174.1
OG0003121	CARHR126810	XP_009143928.1, XP_009132904.2
OG0003122	CARHR232610	XP_009137503.1, XP_009138982.1
OG0003123	CARHR238960	XP_009108954.1, XP_009127279.1
OG0003124	CARHR028240	XP_009132972.2
OG0003125	CARHR030680	XP_009115010.1
OG0003125	CARHR010260	XP_009148337.1
OG0003126	CARHR286920	XP_009108111.1
OG0003127	CARHR280930	XP_009103487.1
OG0003128	CARHR191050	XP_009131882.1, XP_009120652.1
OG0003128	CARHR215770	XP_033132268.1
OG0003129	CARHR277440	XP_009112088.2, XP_009150411.1
OG0003130	CARHR276830	XP_009112052.1
OG0003131	CARHR205700	XP_009122338.1
OG0003132	CARHR157980	XP_009149761.1
OG0003133	CARHR051140	XP_009113133.2
OG0003133	CARHR051210, CARHR051160	XP_033133490.1, XP_009113135.1
OG0003134	CARHR098220	XP_009145389.1, XP_009135802.1
OG0003136	CARHR191010	XP_033140100.1
OG0003138	CARHR119580	XP_009127244.1
OG0003138	CARHR259130, CARHR265280	XP_009127250.1, XP_009132533.1
OG0003139	CARHR271090, CARHR233360	XP_009120252.1
OG0003140	CARHR038350, CARHR022320	XP_009145385.1, XP_009103273.2
OG0003141	CARHR092260	XP_009146048.1, XP_009135509.1, XP_033143957.1
OG0003142	CARHR250700, CARHR002180	XP_033139976.1, XP_033134572.1
OG0003143	CARHR250810	XP_009111279.2
OG0003143	CARHR250780	XP_009144557.2
OG0003145	CARHR208610	XP_009130833.2
OG0003146	CARHR085020	XP_033144427.1, XP_033147839.1
OG0003146	CARHR208810	XP_009122594.1
OG0003147	CARHR148540	XP_009125162.2, XP_009111561.1
OG0003148	CARHR047870	XP_009112941.1, XP_009112750.1
OG0003150	CARHR074210	XP_033141834.1
OG0003151	CARHR073160	XP_009128363.1, XP_009104526.1
OG0003152	CARHR016830	XP_009117767.1
OG0003153	CARHR072440, CARHR072430	XP_009106600.1, XP_009104565.1
OG0003154	CARHR070380	XP_009104656.1
OG0003154	CARHR021650	XP_009149597.1, XP_009110193.1
OG0003156	CARHR146930, CARHR020540	XP_009103362.1, XP_009149497.1
OG0003157	CARHR068560	XP_009104713.1, XP_009149434.1
OG0003158	CARHR043480	XP_009144782.1
OG0003159	CARHR130330	XP_033147443.1, XP_009133064.1, XP_009141561.1
OG0003160	CARHR130680	XP_009133078.1, XP_009141587.1
OG0003161	CARHR150230	XP_009150068.1
OG0003162	CARHR099910	XP_009102560.1
OG0003163	CARHR221200	XP_009148357.1
OG0003165	CARHR066520	XP_009104808.1, XP_009127995.1
OG0003166	CARHR018810	XP_009149269.1
OG0003167	CARHR149390	XP_009151914.1, XP_033140676.1
OG0003167	CARHR261760	XP_009139991.1
OG0003168	CARHR262920	XP_018513970.1
OG0003168	CARHR152340	XP_009151808.1
OG0003169	CARHR261440	XP_009140020.1
OG0003169	CARHR148940	XP_018515514.1
OG0003172	CARHR057460	XP_009140719.1
OG0003175	CARHR181060, CARHR036260	XP_009101819.1, XP_009123703.1
OG0003176	CARHR213500	XP_009136851.1
OG0003177	CARHR256760	XP_033138769.1, XP_033137903.1, XP_009119427.2, XP_009127317.1
OG0003178	CARHR259140	XP_009134025.1
OG0003178	CARHR014940	XP_033128037.1
OG0003179	CARHR222880	XP_009136775.1, XP_009145854.1
OG0003179	CARHR129990	XP_009141515.1
OG0003180	CARHR223660, CARHR129330	XP_009108293.1, XP_009145206.1
OG0003181	CARHR160540, CARHR034760	XP_009136578.1, XP_009115775.1
OG0003182	CARHR170880	XP_009116731.1
OG0003182	CARHR154600	XP_009104266.1
OG0003183	CARHR170150	XP_009138892.1, XP_009116647.1, XP_009104225.1
OG0003184	CARHR168830	XP_009104141.1
OG0003186	CARHR150380	XP_033134380.1
OG0003187	CARHR166130	XP_009116302.2
OG0003189	CARHR164980	XP_009116195.2
OG0003190	CARHR132090	XP_009141670.1
OG0003191	CARHR026290	XP_009109867.1
OG0003192	CARHR108470	XP_009150755.2
