Orthogroup	Conringia_planisiliqua	Alyssum_gmelinii
OG0002591	CP9_g29253_DN3_SP0_c.t1	Ag048G4677900
OG0002592	CP9_g29248_DN3_SP0_c.t1, CP9_g29242_DN3_SP8_c.t1	Ag048G4681800
OG0002593	CP2_g48575_DN2_SP0_c.t1	Ag038G4166000, Ag048G4706200, Ag048G4706600, Ag048G4705800, Ag048G4706700
OG0002594	CP16_g55148_DN1_SP0_c.t1	Ag021G2628700, Ag039G4328900, Ag002G0170700, Ag016G2383400, Ag039G4285500, Ag045G4506800, Ag040G4343300, Ag016G2296000, Ag011G1223000, Ag040G4343000, Ag037G4134500, Ag023G2834100, Ag033G3504500, Ag007G0870700, Ag031G3189000
OG0002595	CP7_g46463_DN2_SP0_c.t1	Ag032G3420900, Ag032G3421000
OG0002596	CP7_g46331_DN3_SP8_c.t1	Ag032G3447500
OG0002596	CP10_g43371_DN3_SP8_c.t1	Ag014G1980300
OG0002597	CP7_g46329_DN3_SP0_c.t1	Ag032G3448200
OG0002597	CP10_g43374_DN3_SP0_c.t1	Ag014G1980700
OG0002598	CP7_g46316_DN3_SP0_c.t1, CP7_g46315_DN3_SP2_c.t1, CP7_g46313_DN3_SP2_c.t1	Ag032G3449600, Ag032G3449500
OG0002600	CP3_g14085_DN1_SP0_c.t1	Ag031G3411500
OG0002600	CP4_g25115_DN2_SP0_c.t1	Ag054G4883700
OG0002601	CP12_g30750_DN3_SP8_c.t1	Ag027G3006100, Ag064G5100900
OG0002601	CP6_g7563_DN3_SP8_c.t1	Ag007G0891300
OG0002602	CP6_g7452_DN3_SP8_c.t1	Ag007G0905800
OG0002602	CP12_g30641_DN3_SP1_c.t1	Ag027G3029600
OG0002603	CP6_g7337_DN3_SP0_c.t1	Ag007G0921700
OG0002604	CP9_g29075_DN3_SP0_c.t1	Ag078G5379900
OG0002605	CP7_g45233_DN3_SP3_c.t1	Ag056G4933300
OG0002606	CP9_g28454_DN3_SP2_c.t1, CP7_g45243_DN3_SP0_c.t1	Ag056G4936400
OG0002607	CP4_g25324_DN3_SP0_c.t1	Ag006G0838100
OG0002607	CP14_g23423_DN3_SP8_c.t1	Ag021G2584100, Ag026G2998900
OG0002608	CP13_g20088_DN2_SP0_c.t1	Ag006G0845700
OG0002608	CP6_g6833_DN3_SP0_c.t1	Ag033G3558800
OG0002609	CP12_g30256_DN3_SP8_c.t1	Ag014G2114400
OG0002609	CP1_g38144_DN3_SP8_c.t1	Ag001G0005900, Ag083G5408600
OG0002610	CP1_g38096_DN3_SP6_c.t1	Ag001G0022500, Ag001G0022600
OG0002611	CP12_g30410_DN3_SP2_c.t1	Ag014G2158000
OG0002611	CP1_g38034_DN3_SP4_c.t1	Ag001G0046100, Ag001G0046200
OG0002612	CP12_g29885_DN3_SP8_c.t1	Ag014G2013800
OG0002612	CP7_g46206_DN3_SP6_c.t1	Ag001G0088000
OG0002613	CP7_g46208_DN3_SP6_c.t1	Ag001G0088200
OG0002613	CP12_g29883_DN3_SP5_c.t1	Ag014G2011600
OG0002614	CP12_g29882_DN3_SP7_c.t1	Ag014G2011500
OG0002614	CP7_g46209_DN3_SP5_c.t1	Ag001G0088300
OG0002616	CP3_g14275_DN2_SP0_c.t1	Ag008G0940100, Ag008G0961900
OG0002617	CP15_g34708_DN3_SP8_c.t1, CP15_g34737_DN3_SP0_c.t1	Ag044G4481300, Ag044G4480100
OG0002618	CP10_g43988_DN3_SP0_c.t1	Ag044G4491400
OG0002618	CP5_g556_DN3_SP0_c.t1	Ag011G1151600
OG0002619	CP12_g30011_DN2_SP0_c.t1	Ag014G2037800
OG0002620	CP10_g43888_DN3_SP5_c.t1	Ag044G4496900
OG0002621	CP10_g43882_DN3_SP6_c.t1	Ag044G4497200
OG0002621	CP5_g502_DN3_SP8_c.t1	Ag011G1140200
OG0002622	CP11_g31780_DN3_SP0_c.t1	Ag066G5130000
OG0002623	CP20_g4331_DN3_SP1_c.t1	Ag021G2616600, Ag033G3571600
OG0002624	CP3_g13093_DN3_SP7_c.t1	Ag031G3173900
OG0002625	CP3_g13254_DN3_SP8_c.t1	Ag031G3207900
OG0002626	CP3_g13407_DN3_SP8_c.t1	Ag031G3234400
OG0002626	CP4_g24342_DN3_SP7_c.t1	Ag003G0351800
OG0002627	CP3_g13554_DN3_SP0_c.t1	Ag031G3286400
OG0002627	CP4_g24506_DN3_SP0_c.t1	Ag003G0394800
OG0002628	CP4_g24494_DN1_SP0_c.t1	Ag003G0393500
OG0002629	CP3_g13613_DN3_SP3_c.t1	Ag031G3298600
OG0002629	CP4_g24559_DN3_SP8_c.t1	Ag003G0406600
OG0002630	CP3_g13736_DN3_SP8_c.t1	Ag031G3327500
OG0002630	CP4_g24681_DN3_SP8_c.t1	Ag039G4206200
OG0002631	CP3_g13832_DN3_SP2_c.t1	Ag031G3354000
OG0002632	CP12_g30722_DN3_SP5_c.t1, CP1_g38471_DN3_SP1_c.t1	Ag031G3372300, Ag027G3010900, Ag064G5093500
OG0002633	CP4_g24942_DN3_SP3_c.t1	Ag039G4296200
OG0002633	CP3_g13968_DN3_SP3_c.t1	Ag031G3383100
OG0002634	CP5_g1229_DN3_SP8_c.t1	Ag010G1015000
OG0002634	CP8_g53317_DN3_SP7_c.t1	Ag020G2569300
OG0002635	CP12_g31130_DN2_SP0_c.t1, CP5_g2117_DN3_SP0_c.t1	Ag029G3114900
OG0002636	CP5_g1618_DN3_SP3_c.t1	Ag061G5030300
OG0002636	CP9_g28267_DN3_SP3_c.t1	Ag067G5182400
OG0002637	CP5_g1057_DN3_SP7_c.t1	Ag065G5120200
OG0002637	CP10_g43560_DN3_SP6_c.t1	Ag042G4428400
OG0002638	CP4_g24770_DN3_SP2_c.t1	Ag039G4240500
OG0002639	CP7_g45202_DN3_SP8_c.t1	Ag039G4271900
OG0002640	CP1_g36500_DN2_SP0_c.t1, CP8_g54554_DN3_SP0_c.t1	Ag039G4321700, Ag019G2513400
OG0002641	CP16_g54751_DN3_SP0_c.t1, CP5_g74_DN3_SP0_c.t1	Ag011G1035600
OG0002642	CP5_g100_DN3_SP4_c.t1	Ag011G1042700
OG0002642	CP16_g54783_DN3_SP7_c.t1	Ag015G2183300
OG0002644	CP12_g29802_DN3_SP8_c.t1	Ag088G5445000
OG0002644	CP5_g1190_DN3_SP0_c.t1	Ag010G1022600
OG0002646	CP4_g24373_DN3_SP0_c.t1	Ag003G0360500
OG0002646	CP4_g24369_DN2_SP2_c.t1	Ag003G0360300
OG0002647	CP10_g42390_DN3_SP3_c.t1	Ag014G1811400
OG0002648	CP10_g42689_DN3_SP1_c.t1	Ag014G1861800, Ag014G1862000
OG0002649	CP10_g42895_DN3_SP8_c.t1	Ag014G1893300
OG0002650	CP10_g42905_DN3_SP3_c.t1	Ag014G1897000
OG0002651	CP10_g43124_DN3_SP8_c.t1	Ag014G1938200
OG0002652	CP10_g43267_DN3_SP3_c.t1	Ag014G1960500
OG0002652	CP10_g43268_DN3_SP6_c.t1	Ag014G1960600
OG0002653	CP12_g30132_DN3_SP8_c.t1	Ag014G2070300
OG0002654	CP5_g236_DN3_SP7_c.t1	Ag014G2150700
OG0002655	CP5_g1528_DN3_SP7_c.t1	Ag061G5022900
OG0002656	CP12_g30663_DN3_SP6_c.t1	Ag027G3021800
OG0002657	CP6_g7479_DN3_SP0_c.t1, CP12_g30657_DN3_SP5_c.t1	Ag027G3024500
OG0002658	CP12_g30602_DN3_SP8_c.t1, CP12_g30600_DN3_SP5_c.t1	Ag027G3040400
OG0002660	CP9_g28171_DN3_SP2_c.t1	Ag036G4090700
OG0002661	CP2_g48666_DN3_SP7_c.t1	Ag043G4454100
OG0002661	CP2_g48667_DN3_SP6_c.t1	Ag043G4450600
OG0002662	CP11_g32157_DN3_SP6_c.t1	Ag019G2505600
OG0002662	CP1_g36533_DN3_SP6_c.t1	Ag034G3667600
OG0002663	CP1_g36745_DN3_SP0_c.t1	Ag034G3681300
OG0002663	CP16_g55223_DN3_SP0_c.t1	Ag034G3680900, Ag034G3681200, Ag034G3681000
OG0002665	CP2_g49668_DN3_SP0_c.t1	Ag002G0263400, Ag034G3775300
OG0002666	CP1_g37295_DN3_SP0_c.t1	Ag034G3781700
OG0002666	CP2_g49404_DN3_SP8_c.t1	Ag002G0252000
OG0002667	CP2_g49224_DN3_SP8_c.t1	Ag002G0225400
OG0002667	CP1_g37366_DN3_SP8_c.t1	Ag034G3792400
OG0002669	CP1_g37478_DN3_SP0_c.t1	Ag034G3814000, Ag034G3813800
OG0002670	CP1_g37688_DN3_SP2_c.t1	Ag034G3850900
OG0002671	CP1_g37712_DN3_SP0_c.t1, CP1_g37710_DN2_SP0_c.t1	Ag034G3854800
OG0002672	CP13_g19657_DN3_SP0_c.t1, CP1_g37801_DN2_SP0_c.t1	Ag034G3874600
OG0002673	CP1_g37822_DN3_SP2_c.t1	Ag034G3880500, Ag034G3880200, Ag034G3880400
OG0002674	CP7_g46042_DN3_SP8_c.t1	Ag034G3912300
OG0002675	CP9_g28878_DN3_SP8_c.t1	Ag018G2441100
OG0002675	CP7_g46010_DN3_SP8_c.t1	Ag034G3920600
OG0002677	CP5_g9_DN3_SP4_c.t1	Ag011G1027100
OG0002679	CP5_g177_DN3_SP8_c.t1	Ag011G1059700
OG0002680	CP5_g244_DN3_SP8_c.t1	Ag011G1075700
OG0002681	CP5_g550_DN3_SP6_c.t1	Ag011G1150700
OG0002682	CP5_g561_DN3_SP8_c.t1	Ag011G1152800
OG0002683	CP5_g588_DN3_SP0_c.t1, CP17_g4848_DN2_SP0_c.t1	Ag011G1160700
OG0002684	CP16_g55517_DN3_SP5_c.t1	Ag011G1175600
OG0002685	CP5_g715_DN3_SP6_c.t1	Ag011G1186600
OG0002686	CP5_g639_DN3_SP0_c.t1	Ag011G1212500
OG0002688	CP5_g814_DN3_SP3_c.t1	Ag011G1236600
OG0002690	CP7_g45137_DN3_SP0_c.t1, CP7_g45162_DN3_SP0_c.t1	Ag010G0984000
OG0002706	CP11_g32198_DN3_SP0_c.t1	Ag013G1349200, Ag013G1349700
OG0002707	CP10_g43951_DN3_SP3_c.t1	Ag044G4493300, Ag013G1425100, Ag044G4493500
OG0002708	CP11_g32472_DN3_SP1_c.t1	Ag013G1425900
OG0002708	CP16_g55004_DN3_SP0_c.t1	Ag014G1771400
OG0002711	CP11_g32957_DN3_SP7_c.t1	Ag013G1539700
OG0002711	CP2_g47839_DN3_SP8_c.t1	Ag004G0450300
OG0002713	CP11_g33020_DN3_SP8_c.t1	Ag013G1550900
OG0002714	CP2_g48158_DN3_SP5_c.t1	Ag004G0497800
OG0002715	CP4_g26027_DN3_SP6_c.t1	Ag013G1596300
OG0002715	CP1_g37107_DN3_SP6_c.t1	Ag034G3754000
OG0002716	CP4_g25999_DN3_SP0_c.t1	Ag013G1597100
OG0002717	CP4_g25585_DN3_SP8_c.t1	Ag013G1650500
OG0002717	CP1_g36874_DN3_SP8_c.t1	Ag034G3720300
OG0002718	CP1_g36625_DN3_SP7_c.t1	Ag034G3699400
OG0002718	CP4_g25416_DN3_SP4_c.t1	Ag013G1674500
OG0002719	CP13_g20245_DN3_SP3_c.t1	Ag013G1682100
OG0002720	CP19_g18094_DN3_SP5_c.t1, CP19_g18095_DN3_SP0_c.t1	Ag013G1698100, Ag014G1865200, Ag013G1698200
OG0002721	CP1_g38434_DN3_SP2_c.t1	Ag013G1704500
OG0002722	CP1_g38501_DN2_SP0_c.t1, CP1_g38499_DN3_SP0_c.t1	Ag013G1711000
OG0002723	CP7_g44886_DN3_SP7_c.t1	Ag023G2821000
OG0002724	CP4_g25234_DN3_SP8_c.t1	Ag023G2831700
OG0002725	CP3_g13176_DN3_SP8_c.t1	Ag039G4241600, Ag004G0555200, Ag031G3191000
OG0002726	CP5_g773_DN3_SP1_c.t1	Ag011G1171700
OG0002727	CP3_g15930_DN3_SP6_c.t1, CP8_g54245_DN3_SP8_c.t1	Ag031G3215600, Ag004G0576000
OG0002728	CP3_g14901_DN2_SP0_c.t1	Ag004G0612900
OG0002729	CP17_g5682_DN2_SP0_c.t1	Ag002G0145300
OG0002729	CP8_g54047_DN1_SP0_c.t1	Ag004G0622200
OG0002731	CP8_g53585_DN3_SP6_c.t1, CP19_g17985_DN3_SP3_c.t1	Ag004G0729900
OG0002732	CP3_g14456_DN3_SP1_c.t1	Ag004G0764900, Ag048G4669200, Ag004G0765000
OG0002733	CP11_g33181_DN3_SP8_c.t1	Ag022G2665400
OG0002735	CP4_g24691_DN3_SP8_c.t1	Ag039G4209700
OG0002737	CP11_g33527_DN3_SP3_c.t1	Ag022G2750100, Ag022G2749900
OG0002738	CP5_g1174_DN3_SP1_c.t1	Ag010G1024100, Ag022G2756900
OG0002738	CP12_g29827_DN2_SP1_c.t1	Ag088G5443400
OG0002739	CP5_g2261_DN3_SP0_c.t1	Ag022G2782400, Ag022G2782300
OG0002740	CP11_g33724_DN3_SP5_c.t1	Ag022G2789500
OG0002741	CP7_g46067_DN3_SP7_c.t1	Ag034G3906600
OG0002742	CP5_g470_DN3_SP3_c.t1	Ag011G1125400
OG0002742	CP10_g43811_DN3_SP8_c.t1	Ag040G4336800
OG0002744	CP10_g43356_DN3_SP8_c.t1	Ag014G1976700
OG0002744	CP7_g46350_DN3_SP8_c.t1	Ag032G3445100
OG0002745	CP7_g46264_DN3_SP3_c.t1	Ag032G3468000
OG0002745	CP10_g43450_DN3_SP1_c.t1	Ag014G2000100
OG0002746	CP10_g43489_DN3_SP5_c.t1	Ag014G2006700
OG0002746	CP7_g46236_DN3_SP7_c.t1	Ag032G3472700
OG0002747	CP5_g743_DN3_SP8_c.t1	Ag011G1179200
OG0002749	CP6_g7656_DN3_SP8_c.t1	Ag007G0887900
OG0002751	CP6_g7376_DN3_SP0_c.t1, CP6_g7375_DN3_SP0_c.t1	Ag007G0917800
OG0002752	CP12_g30526_DN3_SP8_c.t1	Ag007G0919000, Ag027G3057100
OG0002753	CP9_g28200_DN3_SP0_c.t1, CP9_g28507_DN3_SP0_c.t1	Ag067G5171500, Ag007G0919400
OG0002754	CP6_g7286_DN3_SP7_c.t1	Ag007G0933600, Ag025G2899700
OG0002754	CP12_g30012_DN3_SP8_c.t1	Ag014G2038200
OG0002755	CP7_g45936_DN3_SP6_c.t1	Ag034G3939900
OG0002755	CP9_g28998_DN3_SP7_c.t1	Ag078G5352600
OG0002757	CP5_g1116_DN3_SP5_c.t1	Ag045G4514800
OG0002757	CP10_g43513_DN3_SP2_c.t1	Ag088G5433400
OG0002758	CP5_g1094_DN3_SP8_c.t1	Ag045G4519100
OG0002759	CP3_g13095_DN3_SP0_c.t1, CP3_g13096_DN3_SP0_c.t1	Ag050G4781100
OG0002761	CP9_g28593_DN3_SP7_c.t1	Ag057G4953600
OG0002762	CP5_g293_DN3_SP8_c.t1	Ag011G1082300, Ag001G0015800
OG0002763	CP1_g37973_DN3_SP6_c.t1	Ag001G0060700
OG0002764	CP1_g37959_DN3_SP8_c.t1	Ag001G0062400
OG0002764	CP12_g30477_DN3_SP4_c.t1	Ag014G2176400, Ag027G3064500
OG0002765	CP9_g28304_DN1_SP0_c.t1	Ag001G0068200, Ag031G3407500, Ag001G0068500
OG0002766	CP6_g8573_DN3_SP0_c.t1	Ag001G0079500
OG0002767	CP4_g25174_DN3_SP0_c.t1	Ag023G2843800
OG0002767	CP6_g7149_DN1_SP0_c.t1	Ag031G3145000
OG0002769	CP6_g7093_DN3_SP8_c.t1	Ag050G4797400
OG0002770	CP13_g19749_DN3_SP8_c.t1	Ag016G2330800
OG0002770	CP6_g7100_DN3_SP6_c.t1	Ag050G4798100
OG0002771	CP2_g47631_DN3_SP0_c.t1, CP3_g14346_DN3_SP0_c.t1	Ag008G0955100
OG0002772	CP4_g24930_DN3_SP0_c.t1	Ag044G4486300, Ag039G4293900
OG0002773	CP19_g18420_DN2_SP0_c.t1	Ag033G3517000
OG0002773	CP19_g18418_DN2_SP0_c.t1	Ag033G3516800
OG0002774	CP13_g20089_DN3_SP1_c.t1	Ag016G2335800
OG0002774	CP6_g6830_DN3_SP0_c.t1	Ag033G3559800, Ag033G3559000
OG0002775	CP10_g42143_DN2_SP0_c.t1	Ag031G3154800
OG0002776	CP4_g23977_DN3_SP5_c.t1	Ag003G0286100
OG0002776	CP3_g13144_DN3_SP1_c.t1	Ag031G3180900
OG0002777	CP3_g13358_DN3_SP6_c.t1	Ag031G3224000
OG0002778	CP3_g13434_DN3_SP0_c.t1	Ag031G3241000
OG0002778	CP4_g24387_DN3_SP1_c.t1	Ag003G0363700
OG0002779	CP4_g24651_DN3_SP8_c.t1	Ag039G4196000
OG0002779	CP3_g13708_DN3_SP7_c.t1	Ag031G3321700
OG0002780	CP3_g13849_DN3_SP6_c.t1	Ag031G3358500
OG0002780	CP3_g13848_DN3_SP5_c.t1	Ag031G3358200
OG0002781	CP10_g43400_DN3_SP0_c.t1	Ag014G1989700
OG0002782	CP4_g25025_DN3_SP7_c.t1	Ag039G4319800
OG0002782	CP3_g14021_DN3_SP8_c.t1	Ag031G3392100
OG0002783	CP3_g14050_DN3_SP0_c.t1	Ag031G3400500
OG0002783	CP3_g14051_DN2_SP0_c.t1	Ag031G3400600
OG0002784	CP12_g31486_DN3_SP0_c.t1	Ag029G3117500
OG0002786	CP10_g43645_DN3_SP0_c.t1	Ag042G4396800
OG0002787	CP1_g36684_DN3_SP8_c.t1	Ag034G3692200
OG0002788	CP13_g19622_DN3_SP3_c.t1	Ag042G4423200
OG0002788	CP1_g37780_DN3_SP1_c.t1	Ag034G3868700
OG0002789	CP5_g1043_DN3_SP0_c.t1	Ag065G5119700
OG0002789	CP10_g43570_DN3_SP0_c.t1	Ag042G4426200
OG0002791	CP5_g91_DN3_SP8_c.t1	Ag011G1040700
OG0002791	CP16_g54772_DN3_SP1_c.t1	Ag015G2181600
OG0002792	CP7_g44371_DN3_SP0_c.t1	Ag015G2260500
OG0002793	CP7_g44477_DN3_SP7_c.t1	Ag015G2266500, Ag052G4868200
OG0002793	CP9_g28798_DN3_SP8_c.t1	Ag034G4040200
OG0002795	CP2_g48555_DN3_SP1_c.t1	Ag038G4159800
OG0002796	CP10_g42519_DN3_SP2_c.t1	Ag014G1832000
OG0002797	CP4_g24348_DN3_SP8_c.t1, CP3_g13411_DN3_SP0_c.t1	Ag003G0353400
OG0002800	CP10_g42415_DN1_SP0_c.t1	Ag014G1815200, Ag014G1815100
OG0002802	CP10_g42489_DN3_SP8_c.t1	Ag014G1827900
OG0002803	CP10_g42618_DN3_SP0_c.t1, CP8_g54432_DN2_SP0_c.t1	Ag014G1850800
OG0002804	CP10_g42622_DN2_SP0_c.t1	Ag014G1851000
OG0002804	CP8_g54436_DN1_SP0_c.t1	Ag060G4995600
OG0002805	CP10_g43929_DN3_SP0_c.t1	Ag014G1957300
OG0002806	CP10_g43504_DN3_SP0_c.t1	Ag014G2009800
OG0002807	CP12_g30038_DN3_SP8_c.t1	Ag014G2046700
OG0002807	CP6_g7234_DN3_SP8_c.t1	Ag025G2908200
OG0002808	CP12_g30196_DN3_SP1_c.t1	Ag014G2091700
OG0002809	CP12_g30411_DN3_SP6_c.t1	Ag014G2158100
OG0002810	CP12_g30674_DN2_SP0_c.t1, CP6_g7500_DN2_SP0_c.t1	Ag027G3018900
OG0002811	CP1_g37618_DN3_SP0_c.t1	Ag034G3837700
OG0002811	CP1_g37617_DN3_SP0_c.t1	Ag034G3837200
OG0002812	CP1_g37368_DN3_SP0_c.t1, CP2_g49227_DN3_SP0_c.t1	Ag034G3792900
OG0002814	CP1_g37457_DN3_SP7_c.t1	Ag034G3809700
OG0002814	CP2_g49092_DN3_SP8_c.t1	Ag002G0196100
OG0002815	CP2_g49006_DN3_SP8_c.t1	Ag002G0173800
OG0002817	CP9_g28864_DN3_SP0_c.t1, CP9_g28868_DN3_SP0_c.t1	Ag018G2442800
OG0002819	CP9_g28724_DN2_SP0_c.t1	Ag034G4053600
OG0002821	CP13_g19103_DN3_SP8_c.t1	Ag024G2863900
OG0002822	CP1_g38177_DN3_SP3_c.t1	Ag025G2967600
OG0002823	CP5_g307_DN3_SP1_c.t1	Ag011G1087500
OG0002823	CP5_g306_DN3_SP0_c.t1	Ag011G1086000, Ag011G1086800, Ag011G1086500, Ag011G1087100
OG0002825	CP5_g440_DN3_SP0_c.t1	Ag011G1119300, Ag011G1119000, Ag011G1119100
OG0002826	CP5_g766_DN3_SP8_c.t1	Ag011G1173400
OG0002827	CP5_g641_DN3_SP8_c.t1, CP15_g34852_DN3_SP8_c.t1	Ag011G1207800
OG0002828	CP5_g828_DN3_SP1_c.t1	Ag011G1240900
OG0002829	CP8_g54526_DN3_SP0_c.t1, CP1_g39646_DN3_SP0_c.t1	Ag019G2508000, Ag019G2507900
OG0002844	CP5_g1846_DN3_SP0_c.t1	Ag034G3748500, Ag005G0790300
OG0002845	CP10_g42339_DN3_SP0_c.t1	Ag014G1802400
OG0002845	CP11_g32220_DN3_SP7_c.t1	Ag013G1361700
OG0002846	CP10_g42099_DN3_SP7_c.t1	Ag031G3149400
OG0002846	CP11_g32562_DN3_SP8_c.t1	Ag013G1453000
OG0002847	CP11_g32576_DN2_SP7_c.t1, CP2_g48767_DN2_SP1_c.t1, CP2_g48765_DN2_SP0_c.t1, CP10_g42093_DN2_SP0_c.t1	Ag013G1455200
OG0002848	CP6_g7881_DN3_SP0_c.t1	Ag007G0883600
OG0002848	CP13_g20275_DN3_SP0_c.t1, CP12_g30817_DN2_SP0_c.t1	Ag013G1472700
OG0002849	CP11_g32755_DN3_SP0_c.t1	Ag013G1497500
OG0002849	CP17_g5898_DN3_SP0_c.t1, CP6_g9702_DN3_SP0_c.t1	Ag039G4248700
OG0002850	CP11_g32802_DN3_SP1_c.t1	Ag013G1506100
OG0002851	CP9_g29220_DN3_SP0_c.t1	Ag013G1508700, Ag013G1508400
OG0002852	CP2_g48558_DN3_SP5_c.t1	Ag038G4161100
OG0002853	CP2_g48264_DN3_SP0_c.t1	Ag004G0513100
OG0002853	CP11_g33057_DN2_SP0_c.t1	Ag013G1557000
OG0002854	CP4_g26252_DN3_SP5_c.t1, CP4_g26249_DN3_SP4_c.t1	Ag013G1589300, Ag013G1589100
OG0002855	CP4_g25984_DN3_SP0_c.t1	Ag013G1598300
OG0002856	CP1_g36975_DN3_SP8_c.t1	Ag034G3732200
OG0002857	CP4_g25614_DN3_SP8_c.t1	Ag013G1646200
OG0002858	CP4_g25530_DN3_SP4_c.t1	Ag013G1660700
OG0002858	CP1_g36566_DN3_SP2_c.t1	Ag034G3707700
OG0002859	CP1_g36560_DN3_SP0_c.t1	Ag034G3708900
OG0002859	CP4_g25520_DN3_SP0_c.t1	Ag013G1661900
OG0002860	CP4_g25480_DN3_SP0_c.t1	Ag013G1668100
OG0002860	CP1_g36591_DN3_SP1_c.t1	Ag034G3704200
OG0002861	CP1_g36615_DN3_SP8_c.t1	Ag034G3700400
OG0002862	CP1_g37074_DN3_SP5_c.t1	Ag034G3748000, Ag013G1692800
OG0002863	CP19_g18073_DN3_SP0_c.t1	Ag013G1700100
OG0002864	CP7_g45087_DN3_SP2_c.t1	Ag013G1716300
OG0002864	CP3_g13766_DN1_SP0_c.t1	Ag001G0039200
OG0002865	CP7_g44736_DN3_SP2_c.t1	Ag013G1761000
OG0002866	CP10_g43803_DN2_SP0_c.t1, CP7_g44716_DN3_SP2_c.t1	Ag013G1762900
OG0002868	CP2_g47705_DN3_SP0_c.t1, CP2_g47699_DN3_SP0_c.t1	Ag004G0429600
OG0002870	CP2_g47940_DN3_SP8_c.t1	Ag004G0464600
OG0002871	CP2_g47973_DN3_SP1_c.t1	Ag004G0470200, Ag004G0470300
OG0002872	CP2_g48133_DN3_SP5_c.t1	Ag004G0495000
OG0002872	CP2_g48131_DN3_SP1_c.t1	Ag004G0493900
OG0002873	CP8_g54212_DN3_SP2_c.t1	Ag004G0582900
OG0002874	CP19_g17962_DN3_SP8_c.t1	Ag004G0743900
OG0002875	CP8_g53503_DN3_SP7_c.t1	Ag004G0744200, Ag002G0212100
OG0002876	CP8_g52970_DN3_SP0_c.t1, CP8_g52971_DN3_SP0_c.t1, CP11_g31816_DN1_SP0_c.t1, CP3_g14342_DN3_SP0_c.t1	Ag002G0233100, Ag002G0223300, Ag002G0234700, Ag022G2689500
OG0002879	CP11_g33484_DN3_SP0_c.t1	Ag022G2739900
OG0002879	CP10_g42986_DN3_SP4_c.t1	Ag014G1909100
OG0002880	CP19_g17890_DN3_SP8_c.t1	Ag075G5297200
OG0002881	CP9_g29695_DN1_SP0_c.t1	Ag048G4562400
OG0002882	CP2_g50678_DN3_SP0_c.t1, CP9_g29652_DN3_SP0_c.t1	Ag048G4570700, Ag048G4570100, Ag048G4570000
OG0002883	CP9_g29491_DN3_SP0_c.t1	Ag048G4607100
OG0002883	CP7_g46043_DN3_SP2_c.t1	Ag034G3912200
OG0002884	CP3_g14400_DN3_SP0_c.t1	Ag049G4729900
OG0002886	CP4_g25075_DN3_SP3_c.t1	Ag054G4894300
OG0002887	CP19_g18212_DN3_SP4_c.t1	Ag007G0853600
OG0002888	CP6_g9596_DN3_SP1_c.t1, CP6_g9566_DN3_SP2_c.t1	Ag007G0866400, Ag007G0866300
OG0002889	CP12_g30858_DN3_SP7_c.t1	Ag029G3097400
OG0002889	CP6_g8652_DN3_SP6_c.t1	Ag007G0878600, Ag007G0872200
OG0002890	CP6_g8034_DN3_SP8_c.t1	Ag007G0881600
OG0002890	CP12_g30827_DN3_SP3_c.t1	Ag095G5471200
OG0002891	CP7_g45676_DN3_SP0_c.t1	Ag034G3991500
OG0002892	CP9_g29082_DN3_SP1_c.t1	Ag078G5381000, Ag078G5382000
OG0002893	CP13_g19964_DN3_SP8_c.t1	Ag006G0827000
OG0002894	CP13_g20003_DN3_SP0_c.t1, CP13_g20008_DN3_SP0_c.t1	Ag006G0835400
OG0002894	CP13_g20011_DN3_SP0_c.t1	Ag016G2287200
OG0002895	CP1_g37855_DN3_SP8_c.t1	Ag001G0084400
OG0002896	CP8_g53203_DN3_SP0_c.t1, CP19_g18078_DN3_SP0_c.t1, CP19_g18080_DN3_SP0_c.t1	Ag073G5263000, Ag051G4803100
OG0002897	CP10_g44088_DN3_SP3_c.t1	Ag044G4484400
OG0002898	CP13_g19778_DN2_SP0_c.t1, CP13_g19777_DN3_SP0_c.t1	Ag037G4133400, Ag016G2319600, Ag016G2320200, Ag044G4488600
OG0002899	CP5_g534_DN3_SP0_c.t1	Ag011G1147300
OG0002899	CP10_g43921_DN3_SP0_c.t1	Ag044G4494300
OG0002900	CP19_g18371_DN3_SP8_c.t1	Ag033G3504900
OG0002900	CP20_g4386_DN3_SP8_c.t1	Ag030G3131400
OG0002901	CP6_g6795_DN3_SP6_c.t1	Ag016G2354300
OG0002902	CP11_g31868_DN3_SP0_c.t1	Ag066G5151100
OG0002902	CP19_g18491_DN3_SP0_c.t1	Ag033G3626100
OG0002903	CP3_g14247_DN3_SP0_c.t1	Ag017G2434800
OG0002903	CP2_g47562_DN3_SP0_c.t1	Ag031G3163600
OG0002904	CP2_g47533_DN3_SP5_c.t1	Ag031G3165500
OG0002904	CP3_g14240_DN3_SP7_c.t1	Ag017G2434000
OG0002905	CP2_g47521_DN3_SP6_c.t1	Ag031G3167000
OG0002905	CP3_g14222_DN3_SP8_c.t1	Ag017G2430300
OG0002906	CP3_g13157_DN3_SP8_c.t1	Ag031G3186000
OG0002909	CP4_g24088_DN1_SP8_c.t1	Ag003G0307600
OG0002909	CP3_g13233_DN3_SP4_c.t1	Ag031G3203500
OG0002910	CP4_g24203_DN3_SP7_c.t1, CP3_g13318_DN3_SP8_c.t1	Ag031G3216600, Ag031G3216700
OG0002911	CP3_g13410_DN3_SP8_c.t1	Ag031G3234700
