Orthogroup	Conringia_planisiliqua	Cardamine_hirsuta
OG0003274	CP5_g359_DN3_SP0_c.t1	CARHR244900
OG0003274	CP10_g43679_DN3_SP0_c.t1	CARHR108930
OG0003275	CP10_g43266_DN3_SP8_c.t1	CARHR087670
OG0003276	CP8_g53846_DN3_SP8_c.t1	CARHR272290
OG0003277	CP19_g17984_DN3_SP6_c.t1	CARHR234130
OG0003278	CP3_g14409_DN3_SP4_c.t1	CARHR158750
OG0003279	CP3_g14410_DN2_SP4_c.t1	CARHR158730, CARHR279680
OG0003282	CP12_g30655_DN3_SP6_c.t1	CARHR023720
OG0003283	CP1_g41367_DN3_SP4_c.t1	CARHR115540
OG0003286	CP6_g6845_DN3_SP2_c.t1	CARHR226510
OG0003287	CP9_g29460_DN3_SP2_c.t1	CARHR022660, CARHR022600, CARHR022630
OG0003289	CP12_g30614_DN3_SP5_c.t1	CARHR098370
OG0003289	CP6_g7432_DN3_SP8_c.t1	CARHR221460
OG0003291	CP2_g48922_DN2_SP0_c.t1	CARHR047760
OG0003292	CP7_g45325_DN3_SP1_c.t1	CARHR025090
OG0003294	CP12_g29891_DN1_SP0_c.t1	CARHR090600
OG0003295	CP6_g6976_DN2_SP0_c.t1	CARHR225150
OG0003297	CP2_g47984_DN2_SP0_c.t1	CARHR277080
OG0003298	CP6_g6853_DN3_SP1_c.t1	CARHR226400
OG0003299	CP6_g7531_DN3_SP0_c.t1	CARHR009940
OG0003299	CP8_g53030_DN3_SP0_c.t1	CARHR264060
OG0003300	CP9_g28334_DN3_SP6_c.t1	CARHR040310
OG0003301	CP3_g14229_DN3_SP8_c.t1	CARHR160970
OG0003302	CP4_g24104_DN3_SP3_c.t1	CARHR141460
OG0003303	CP3_g13941_DN3_SP8_c.t1	CARHR164080
OG0003305	CP6_g9346_DN3_SP5_c.t1, CP12_g30927_DN3_SP2_c.t1	CARHR218290
OG0003306	CP12_g31003_DN3_SP5_c.t1	CARHR102050
OG0003306	CP2_g48799_DN3_SP6_c.t1	CARHR183990
OG0003307	CP9_g28351_DN3_SP8_c.t1	CARHR060430
OG0003310	CP14_g23483_DN3_SP0_c.t1, CP1_g39029_DN3_SP0_c.t1	CARHR036040
OG0003311	CP4_g23996_DN3_SP8_c.t1	CARHR142630
OG0003312	CP4_g24301_DN3_SP8_c.t1	CARHR139450, CARHR069720, CARHR139440
OG0003313	CP5_g544_DN3_SP0_c.t1	CARHR242940
OG0003314	CP10_g42496_DN3_SP6_c.t1	CARHR079420
OG0003314	CP2_g48634_DN3_SP3_c.t1	CARHR185710
OG0003315	CP2_g48526_DN3_SP1_c.t1	CARHR187050
OG0003315	CP10_g42597_DN3_SP8_c.t1	CARHR080450
OG0003316	CP8_g54441_DN3_SP8_c.t1	CARHR194020
OG0003317	CP10_g42726_DN3_SP6_c.t1	CARHR081830
OG0003317	CP2_g48759_DN2_SP3_c.t1	CARHR183250
OG0003318	CP10_g43502_DN3_SP0_c.t1	CARHR090330
OG0003319	CP12_g30027_DN3_SP8_c.t1	CARHR092090
OG0003319	CP6_g7263_DN3_SP6_c.t1	CARHR290700
OG0003320	CP1_g38170_DN3_SP7_c.t1	CARHR039400
OG0003321	CP5_g1165_DN2_SP0_c.t1	CARHR240410
OG0003322	CP5_g1605_DN1_SP0_c.t1	CARHR264020
OG0003324	CP5_g986_DN3_SP7_c.t1	CARHR146550
OG0003325	CP24_g47450_DN3_SP0_c.t1, CP17_g5841_DN3_SP0_c.t1, CP17_g5838_DN2_SP0_c.t1, CP2_g48690_DN3_SP8_c.t1	CARHR182030
OG0003326	CP3_g14193_DN3_SP8_c.t1	CARHR161400
OG0003327	CP8_g54600_DN3_SP0_c.t1	CARHR249030
OG0003328	CP8_g54571_DN3_SP8_c.t1	CARHR249330
OG0003328	CP1_g36484_DN3_SP2_c.t1	CARHR001110
OG0003329	CP5_g933_DN3_SP0_c.t1	CARHR238520
OG0003330	CP1_g37015_DN3_SP0_c.t1	CARHR007020
OG0003331	CP1_g37156_DN3_SP8_c.t1	CARHR214520
OG0003333	CP7_g46147_DN3_SP8_c.t1	CARHR016380
OG0003334	CP7_g45824_DN3_SP1_c.t1, CP7_g45823_DN2_SP0_c.t1	CARHR019910
OG0003335	CP7_g45723_DN3_SP0_c.t1	CARHR020900
OG0003336	CP7_g45497_DN3_SP7_c.t1	CARHR023230
OG0003336	CP9_g28764_DN3_SP6_c.t1	CARHR064650
OG0003337	CP9_g28694_DN3_SP7_c.t1	CARHR063990
OG0003337	CP7_g45464_DN3_SP8_c.t1	CARHR023640
OG0003338	CP9_g28613_DN3_SP3_c.t1	CARHR063160
OG0003339	CP13_g19962_DN3_SP0_c.t1	CARHR281090, CARHR281080
OG0003339	CP2_g47588_DN3_SP0_c.t1	CARHR281100
OG0003340	CP13_g19748_DN2_SP7_c.t1	CARHR173910
OG0003342	CP9_g28087_DN3_SP5_c.t1	CARHR057680
OG0003342	CP5_g1832_DN3_SP5_c.t1	CARHR215890
OG0003343	CP5_g1052_DN3_SP0_c.t1	CARHR237300
OG0003344	CP16_g54891_DN2_SP0_c.t1	CARHR113770, CARHR113800, CARHR113790, CARHR113780
OG0003345	CP19_g17888_DN3_SP8_c.t1	CARHR183180
OG0003347	CP5_g450_DN3_SP0_c.t1	CARHR243940
OG0003349	CP5_g593_DN3_SP7_c.t1	CARHR242630
OG0003352	CP1_g36462_DN3_SP2_c.t1	CARHR000800
OG0003355	CP7_g45377_DN2_SP0_c.t1	CARHR287000, CARHR289570, CARHR261540, CARHR261550
OG0003356	CP7_g44607_DN3_SP0_c.t1, CP7_g44592_DN2_SP0_c.t1, CP7_g44606_DN2_SP0_c.t1, CP7_g44597_DN3_SP0_c.t1	CARHR152810
OG0003362	CP3_g14790_DN3_SP0_c.t1	CARHR154810
OG0003364	CP13_g19307_DN1_SP0_c.t1	CARHR148240, CARHR213400
OG0003369	CP12_g30881_DN3_SP0_c.t1, CP12_g30880_DN3_SP0_c.t1	CARHR101350
OG0003372	CP3_g14588_DN3_SP8_c.t1	CARHR156710
OG0003372	CP2_g48024_DN3_SP3_c.t1	CARHR276610
OG0003373	CP7_g45095_DN3_SP8_c.t1	CARHR027370
OG0003373	CP7_g45089_DN3_SP4_c.t1	CARHR027460
OG0003374	CP7_g44616_DN3_SP7_c.t1	CARHR032160
OG0003375	CP12_g30330_DN3_SP5_c.t1	CARHR257230, CARHR257250
OG0003376	CP17_g6020_DN3_SP8_c.t1	CARHR103470
OG0003377	CP11_g32337_DN3_SP0_c.t1	CARHR196900, CARHR196920, CARHR062790, CARHR196930, CARHR196950, CARHR289010
OG0003378	CP11_g32349_DN3_SP8_c.t1	CARHR197080
OG0003379	CP19_g17897_DN3_SP0_c.t1	CARHR213040
OG0003381	CP11_g32712_DN2_SP8_c.t1	CARHR200910
OG0003384	CP5_g250_DN3_SP0_c.t1	CARHR245990
OG0003385	CP9_g29036_DN3_SP1_c.t1	CARHR067100
OG0003385	CP11_g33073_DN3_SP8_c.t1	CARHR205000
OG0003386	CP11_g33119_DN3_SP0_c.t1	CARHR205400
OG0003386	CP11_g33121_DN3_SP4_c.t1	CARHR205410
OG0003387	CP8_g52917_DN3_SP6_c.t1	CARHR257690
OG0003387	CP19_g18155_DN3_SP3_c.t1	CARHR232340
OG0003388	CP19_g18160_DN3_SP2_c.t1	CARHR232290
OG0003389	CP1_g37493_DN3_SP2_c.t1	CARHR126420
OG0003390	CP4_g25735_DN3_SP8_c.t1	CARHR123520
OG0003391	CP13_g20313_DN3_SP0_c.t1	CARHR180290
OG0003392	CP13_g20196_DN3_SP1_c.t1	CARHR179150
OG0003393	CP7_g44834_DN3_SP8_c.t1	CARHR030100
OG0003394	CP7_g44833_DN3_SP8_c.t1, CP4_g25258_DN3_SP5_c.t1	CARHR030110
OG0003395	CP3_g14398_DN3_SP0_c.t1	CARHR158850
OG0003396	CP2_g47835_DN3_SP5_c.t1, CP11_g32954_DN3_SP2_c.t1	CARHR278620
OG0003397	CP2_g47866_DN3_SP3_c.t1	CARHR241680
OG0003398	CP2_g47991_DN3_SP4_c.t1	CARHR277020
OG0003399	CP2_g48013_DN3_SP1_c.t1	CARHR276760
OG0003400	CP2_g48020_DN3_SP8_c.t1	CARHR276670
OG0003404	CP8_g53866_DN3_SP7_c.t1	CARHR272500
OG0003405	CP8_g53661_DN3_SP2_c.t1	CARHR270370, CARHR000660
OG0003408	CP11_g33400_DN3_SP0_c.t1, CP11_g33399_DN3_SP0_c.t1	CARHR208320
OG0003410	CP10_g42897_DN3_SP2_c.t1	CARHR083690
OG0003410	CP11_g33662_DN3_SP5_c.t1	CARHR211240
OG0003412	CP10_g42845_DN3_SP8_c.t1	CARHR083160
OG0003413	CP5_g1808_DN3_SP0_c.t1	CARHR086870
OG0003414	CP9_g29529_DN3_SP8_c.t1	CARHR072520, CARHR017240
OG0003415	CP5_g98_DN3_SP0_c.t1	CARHR112440, CARHR106820, CARHR247590, CARHR106830
OG0003416	CP9_g29296_DN3_SP3_c.t1	CARHR070070, CARHR070080
OG0003417	CP10_g43296_DN3_SP0_c.t1	CARHR087970
OG0003418	CP10_g43417_DN3_SP8_c.t1	CARHR089370, CARHR043950
OG0003421	CP12_g30745_DN3_SP4_c.t1	CARHR099650
OG0003422	CP16_g54978_DN3_SP5_c.t1	CARHR292870
OG0003422	CP5_g283_DN3_SP8_c.t1	CARHR245650
OG0003424	CP13_g19190_DN3_SP3_c.t1	CARHR292470
OG0003425	CP7_g45309_DN3_SP2_c.t1	CARHR025220
OG0003426	CP13_g19897_DN3_SP3_c.t1	CARHR175600, CARHR225160
OG0003427	CP1_g37951_DN3_SP5_c.t1	CARHR041920
OG0003429	CP12_g29820_DN3_SP2_c.t1	CARHR111440
OG0003430	CP5_g1504_DN3_SP2_c.t1	CARHR262560
OG0003431	CP6_g6940_DN3_SP0_c.t1	CARHR225550, CARHR225540
OG0003432	CP3_g14095_DN3_SP0_c.t1	CARHR162450
OG0003434	CP8_g53040_DN3_SP0_c.t1	CARHR264100
OG0003435	CP8_g53019_DN3_SP8_c.t1	CARHR256790
OG0003438	CP6_g6785_DN3_SP0_c.t1	CARHR227270
OG0003440	CP19_g18493_DN2_SP0_c.t1	CARHR228660
OG0003441	CP6_g7127_DN3_SP0_c.t1, CP7_g44448_DN3_SP0_c.t1	CARHR033890
OG0003442	CP4_g24274_DN3_SP8_c.t1	CARHR139740
OG0003443	CP3_g13490_DN3_SP0_c.t1	CARHR169060
OG0003445	CP3_g13645_DN3_SP2_c.t1	CARHR167160, CARHR163700
OG0003447	CP12_g31465_DN3_SP1_c.t1	CARHR103030
OG0003448	CP12_g30826_DN3_SP2_c.t1	CARHR100450
OG0003449	CP10_g43660_DN3_SP4_c.t1	CARHR245030
OG0003450	CP5_g188_DN3_SP1_c.t1	CARHR113600
OG0003452	CP7_g44491_DN3_SP3_c.t1	CARHR033540
OG0003453	CP4_g23978_DN3_SP0_c.t1, CP6_g7566_DN3_SP0_c.t1	CARHR142820
OG0003454	CP20_g4185_DN3_SP1_c.t1, CP4_g23984_DN3_SP3_c.t1	CARHR142750
OG0003455	CP4_g24145_DN2_SP0_c.t1	CARHR141040
OG0003456	CP4_g24247_DN3_SP0_c.t1	CARHR140000
OG0003457	CP4_g24332_DN3_SP8_c.t1	CARHR139120
OG0003458	CP4_g24335_DN3_SP2_c.t1, CP4_g24334_DN3_SP2_c.t1	CARHR139100
OG0003459	CP8_g54440_DN2_SP0_c.t1	CARHR194010
OG0003459	CP10_g42620_DN3_SP0_c.t1	CARHR080720
OG0003460	CP10_g42629_DN3_SP0_c.t1	CARHR080820, CARHR080810
OG0003461	CP10_g42672_DN3_SP0_c.t1, CP8_g52985_DN2_SP0_c.t1	CARHR213130, CARHR176030, CARHR176040, CARHR213100, CARHR213110, CARHR213090, CARHR213140, CARHR081210
OG0003462	CP10_g42872_DN3_SP0_c.t1	CARHR083390, CARHR083530
OG0003463	CP10_g43106_DN2_SP0_c.t1	CARHR145210, CARHR086010
OG0003464	CP10_g43154_DN3_SP2_c.t1	CARHR086460, CARHR086470
OG0003466	CP10_g43332_DN1_SP0_c.t1	CARHR105710, CARHR088450
OG0003467	CP12_g29933_DN3_SP0_c.t1, CP12_g29930_DN3_SP0_c.t1	CARHR090980
OG0003468	CP19_g18215_DN3_SP6_c.t1	CARHR231770
OG0003469	CP11_g31794_DN3_SP2_c.t1	CARHR238770
OG0003470	CP1_g37173_DN3_SP7_c.t1	CARHR008840
OG0003471	CP1_g37084_DN3_SP0_c.t1, CP1_g37083_DN3_SP0_c.t1	CARHR007850, CARHR007840
OG0003472	CP1_g37231_DN3_SP0_c.t1	CARHR009490
OG0003473	CP1_g37282_DN3_SP0_c.t1	CARHR010070
OG0003474	CP1_g37307_DN3_SP5_c.t1	CARHR010310
OG0003474	CP2_g49388_DN3_SP8_c.t1	CARHR283810
OG0003475	CP2_g48983_DN3_SP4_c.t1	CARHR048710
OG0003475	CP1_g37547_DN3_SP1_c.t1	CARHR012750
OG0003477	CP1_g37772_DN3_SP7_c.t1	CARHR015140
OG0003480	CP13_g19202_DN3_SP3_c.t1	CARHR264880
OG0003481	CP6_g7119_DN3_SP5_c.t1	CARHR223760
OG0003482	CP12_g30046_DN3_SP8_c.t1, CP6_g7225_DN3_SP5_c.t1	CARHR092300
OG0003484	CP5_g26_DN3_SP4_c.t1	CARHR294150
OG0003485	CP5_g254_DN3_SP5_c.t1	CARHR245950
OG0003485	CP5_g253_DN3_SP8_c.t1	CARHR245960
OG0003486	CP5_g431_DN3_SP3_c.t1	CARHR244150
OG0003487	CP5_g547_DN3_SP2_c.t1	CARHR242800
OG0003488	CP16_g55088_DN3_SP0_c.t1	CARHR117900
OG0003491	CP7_g45323_DN3_SP4_c.t1	CARHR025070
OG0003494	CP7_g46409_DN3_SP0_c.t1	CARHR045300
OG0003505	CP23_g21793_DN2_SP0_c.t1, CP49_g12844_DN3_SP0_c.t1, CP52_g54700_DN3_SP0_c.t1, CP23_g21482_DN2_SP0_c.t1, CP23_g21590_DN3_SP0_c.t1, CP23_g21794_DN3_SP0_c.t1, CP7_g44953_DN3_SP0_c.t1, CP49_g12857_DN3_SP0_c.t1, CP7_g44952_DN3_SP0_c.t1	CARHR223000
OG0003514	CP11_g32273_DN3_SP4_c.t1	CARHR196270
OG0003515	CP11_g32384_DN3_SP2_c.t1	CARHR197440
OG0003515	CP7_g45926_DN1_SP0_c.t1	CARHR018880
OG0003516	CP11_g32787_DN3_SP0_c.t1	CARHR201750
OG0003516	CP2_g48470_DN3_SP0_c.t1	CARHR201760
OG0003517	CP11_g32995_DN3_SP1_c.t1	CARHR204070
OG0003517	CP12_g30321_DN3_SP1_c.t1	CARHR095280
OG0003518	CP11_g33033_DN3_SP1_c.t1	CARHR204450
OG0003519	CP2_g48163_DN3_SP8_c.t1	CARHR275170
OG0003521	CP4_g26124_DN3_SP2_c.t1	CARHR119810, CARHR119800
OG0003523	CP4_g25917_DN3_SP0_c.t1	CARHR121270
OG0003525	CP4_g25715_DN3_SP6_c.t1	CARHR123850
OG0003526	CP4_g25620_DN3_SP0_c.t1	CARHR068770
OG0003527	CP4_g25608_DN3_SP2_c.t1	CARHR125030
OG0003528	CP4_g25590_DN3_SP6_c.t1	CARHR125230, CARHR008820
OG0003529	CP4_g25503_DN3_SP7_c.t1	CARHR126050
OG0003530	CP13_g20247_DN3_SP7_c.t1	CARHR179900, CARHR003560
OG0003532	CP7_g44815_DN3_SP0_c.t1, CP3_g14446_DN3_SP0_c.t1	CARHR030270
OG0003533	CP1_g37661_DN3_SP1_c.t1	CARHR066690
OG0003535	CP2_g47751_DN3_SP7_c.t1	CARHR279420
OG0003536	CP11_g33179_DN3_SP1_c.t1	CARHR205950
OG0003537	CP2_g48120_DN3_SP2_c.t1	CARHR275580
OG0003538	CP2_g48476_DN3_SP6_c.t1, CP2_g48475_DN3_SP5_c.t1	CARHR289290
OG0003539	CP3_g13977_DN3_SP0_c.t1	CARHR097530
OG0003539	CP8_g54169_DN3_SP0_c.t1	CARHR191260
OG0003540	CP8_g54105_DN3_SP2_c.t1	CARHR190550
OG0003541	CP8_g54072_DN1_SP0_c.t1	CARHR274170
OG0003542	CP20_g4042_DN3_SP0_c.t1	CARHR260420
OG0003543	CP8_g53960_DN3_SP3_c.t1	CARHR285860
OG0003544	CP8_g53949_DN3_SP1_c.t1	CARHR285750
OG0003545	CP8_g53830_DN3_SP8_c.t1	CARHR272100
OG0003546	CP8_g53775_DN3_SP8_c.t1	CARHR271540
OG0003547	CP8_g53622_DN3_SP0_c.t1	CARHR269770
OG0003547	CP1_g37086_DN3_SP0_c.t1	CARHR007870
OG0003548	CP8_g53548_DN3_SP2_c.t1, CP2_g49419_DN3_SP2_c.t1	CARHR268940, CARHR268950
OG0003549	CP11_g33176_DN3_SP0_c.t1	CARHR205930
OG0003550	CP11_g33306_DN3_SP3_c.t1	CARHR207240
OG0003551	CP11_g33377_DN3_SP8_c.t1	CARHR208090
OG0003552	CP10_g43580_DN3_SP8_c.t1	CARHR109910
OG0003554	CP13_g19257_DN3_SP8_c.t1	CARHR148830
OG0003554	CP5_g1359_DN3_SP0_c.t1	CARHR261430
OG0003555	CP9_g29539_DN3_SP7_c.t1	CARHR072650
OG0003557	CP10_g43822_DN3_SP0_c.t1	CARHR293610
OG0003558	CP1_g38126_DN3_SP0_c.t1	CARHR039830, CARHR039820, CARHR039840
OG0003559	CP6_g7507_DN3_SP0_c.t1	CARHR220600
OG0003559	CP12_g30685_DN2_SP0_c.t1	CARHR099230
OG0003560	CP6_g7487_DN3_SP2_c.t1	CARHR220780
OG0003562	CP6_g7296_DN3_SP5_c.t1	CARHR290310
OG0003563	CP9_g28960_DN3_SP0_c.t1	CARHR066270, CARHR066280
OG0003564	CP9_g29116_DN3_SP0_c.t1	CARHR068100
OG0003564	CP7_g45860_DN3_SP8_c.t1	CARHR019580
OG0003565	CP13_g19436_DN3_SP0_c.t1	CARHR146670
OG0003566	CP9_g28553_DN3_SP0_c.t1	CARHR062460
OG0003567	CP13_g19952_DN3_SP4_c.t1	CARHR176340
OG0003568	CP13_g20457_DN3_SP0_c.t1	CARHR181160
OG0003569	CP7_g45434_DN3_SP0_c.t1	CARHR023920, CARHR023930
OG0003571	CP6_g6771_DN1_SP0_c.t1	CARHR227430, CARHR227410
OG0003573	CP6_g7191_DN3_SP0_c.t1	CARHR222920
OG0003579	CP12_g30931_DN2_SP0_c.t1	CARHR186390, CARHR186410
OG0003579	CP3_g13319_DN3_SP3_c.t1	CARHR171130
OG0003580	CP3_g13733_DN3_SP6_c.t1	CARHR166300
OG0003582	CP3_g13582_DN3_SP0_c.t1	CARHR167870
OG0003582	CP4_g24528_DN3_SP0_c.t1	CARHR137000
OG0003583	CP3_g13836_DN3_SP4_c.t1	CARHR165140, CARHR165150
OG0003584	CP3_g14032_DN3_SP1_c.t1, CP5_g1426_DN3_SP0_c.t1	CARHR163170
OG0003585	CP8_g53334_DN3_SP0_c.t1, CP8_g53333_DN3_SP0_c.t1	CARHR266800
OG0003586	CP9_g28213_DN3_SP8_c.t1	CARHR214630
OG0003587	CP3_g13747_DN2_SP0_c.t1	CARHR166100
OG0003588	CP4_g24438_DN2_SP0_c.t1	CARHR030930, CARHR146300, CARHR158020
OG0003589	CP3_g14206_DN3_SP0_c.t1, CP3_g14203_DN3_SP0_c.t1, CP3_g14205_DN3_SP0_c.t1	CARHR161250
OG0003590	CP4_g24951_DN3_SP7_c.t1	CARHR131760
OG0003591	CP11_g33544_DN3_SP0_c.t1	CARHR209850
OG0003592	CP18_g12165_DN3_SP0_c.t1	CARHR115110
OG0003594	CP20_g4337_DN2_SP0_c.t1	CARHR255210
OG0003595	CP2_g48537_DN3_SP4_c.t1	CARHR186940
OG0003596	CP2_g48624_DN3_SP0_c.t1	CARHR185830
OG0003597	CP12_g29863_DN3_SP4_c.t1	CARHR003460
OG0003597	CP1_g36666_DN3_SP8_c.t1	CARHR003470
OG0003598	CP5_g1952_DN3_SP0_c.t1, CP5_g1954_DN3_SP0_c.t1	CARHR112950, CARHR041480, CARHR040260
OG0003599	CP8_g54509_DN3_SP8_c.t1, CP10_g42403_DN2_SP0_c.t1	CARHR194810
OG0003601	CP10_g43220_DN3_SP0_c.t1	CARHR087140
OG0003602	CP12_g29886_DN3_SP0_c.t1	CARHR090530
OG0003603	CP12_g29962_DN3_SP0_c.t1	CARHR091270
OG0003604	CP16_g55095_DN3_SP8_c.t1	CARHR117820
OG0003605	CP12_g30420_DN3_SP0_c.t1, CP12_g30417_DN3_SP0_c.t1	CARHR096380
OG0003606	CP1_g38015_DN3_SP0_c.t1	CARHR041070
OG0003606	CP12_g30423_DN3_SP8_c.t1	CARHR096460
OG0003607	CP12_g30710_DN3_SP0_c.t1	CARHR099410
OG0003609	CP13_g19608_DN3_SP8_c.t1	CARHR144620
OG0003610	CP35_g52004_DN3_SP6_c.t1	CARHR055610
OG0003612	CP3_g14127_DN3_SP0_c.t1	CARHR162200
OG0003613	CP1_g36457_DN3_SP0_c.t1	CARHR023400
OG0003613	CP1_g36458_DN3_SP0_c.t1	CARHR000760
OG0003614	CP1_g36775_DN3_SP1_c.t1	CARHR002270
OG0003616	CP1_g36899_DN3_SP2_c.t1	CARHR005610
OG0003617	CP1_g36919_DN3_SP8_c.t1	CARHR005870
OG0003619	CP13_g20161_DN3_SP0_c.t1	CARHR010210
OG0003620	CP1_g37333_DN3_SP7_c.t1	CARHR010570
OG0003620	CP2_g49349_DN3_SP8_c.t1	CARHR053270
OG0003621	CP1_g37353_DN3_SP1_c.t1	CARHR010750
OG0003623	CP1_g37523_DN3_SP8_c.t1	CARHR012510
OG0003627	CP7_g45695_DN3_SP4_c.t1	CARHR021170
OG0003628	CP13_g20115_DN3_SP7_c.t1	CARHR178180
OG0003629	CP5_g594_DN3_SP8_c.t1	CARHR242660, CARHR242670
OG0003630	CP18_g12515_DN3_SP7_c.t1	CARHR114810
OG0003631	CP3_g15176_DN3_SP0_c.t1	CARHR241880
OG0003632	CP16_g55300_DN3_SP0_c.t1	CARHR059710
OG0003633	CP7_g45371_DN3_SP7_c.t1	CARHR024560
OG0003634	CP8_g54623_DN3_SP7_c.t1	CARHR248770, CARHR248240
OG0003635	CP1_g36912_DN3_SP0_c.t1	CARHR005760
OG0003635	CP4_g25650_DN2_SP0_c.t1	CARHR124630
OG0003637	CP20_g4368_DN3_SP0_c.t1	CARHR024020, CARHR024030
OG0003639	CP8_g52884_DN3_SP0_c.t1	CARHR257820
OG0003641	CP13_g20072_DN1_SP0_c.t1	CARHR251910
OG0003641	CP13_g20064_DN3_SP0_c.t1	CARHR177810, CARHR152180
OG0003644	CP2_g50190_DN3_SP0_c.t1, CP2_g50162_DN3_SP0_c.t1, CP2_g50182_DN3_SP0_c.t1, CP2_g50201_DN2_SP0_c.t1, CP6_g8991_DN3_SP0_c.t1, CP2_g50151_DN2_SP0_c.t1, CP2_g50157_DN3_SP0_c.t1, CP233_g23895_DN3_SP0_c.t1, CP2_g50135_DN3_SP0_c.t1, CP233_g23897_DN3_SP0_c.t1, CP2_g50146_DN3_SP0_c.t1, CP2_g50153_DN3_SP0_c.t1, CP2_g50147_DN3_SP0_c.t1, CP6_g8992_DN3_SP0_c.t1, CP6_g8993_DN3_SP0_c.t1, CP92_g51804_DN3_SP0_c.t1, CP18_g11774_DN3_SP0_c.t1, CP2_g50234_DN1_SP0_c.t1, CP2_g50232_DN1_SP0_c.t1, CP2_g50163_DN2_SP0_c.t1	CARHR031330, CARHR255740, CARHR031340
OG0003646	CP8_g53151_DN3_SP0_c.t1, CP8_g53152_DN3_SP0_c.t1, CP8_g53158_DN3_SP0_c.t1, CP8_g53157_DN2_SP0_c.t1, CP8_g53159_DN3_SP0_c.t1	CARHR264990
OG0003647	CP156_g16814_DN3_SP0_c.t1	CARHR282080
OG0003648	CP5_g698_DN2_SP0_c.t1, CP6_g8559_DN3_SP0_c.t1, CP5_g1087_DN3_SP0_c.t1	CARHR241170
OG0003656	CP3_g14542_DN3_SP2_c.t1	CARHR157180
OG0003656	CP3_g14541_DN3_SP3_c.t1	CARHR157190
OG0003659	CP10_g42202_DN3_SP8_c.t1	CARHR076050
OG0003660	CP19_g18440_DN3_SP8_c.t1	CARHR229260
OG0003661	CP11_g32738_DN3_SP0_c.t1	CARHR216280
OG0003661	CP72_g12661_DN3_SP0_c.t1, CP43_g41587_DN3_SP0_c.t1	CARHR201230, CARHR201240
OG0003662	CP11_g32771_DN3_SP8_c.t1	CARHR201590
OG0003663	CP7_g46143_DN3_SP1_c.t1	CARHR038490
OG0003663	CP1_g38089_DN1_SP0_c.t1	CARHR016420, CARHR216550
OG0003665	CP10_g43046_DN3_SP0_c.t1	CARHR085350
OG0003667	CP16_g55469_DN1_SP0_c.t1	CARHR230550, CARHR230600, CARHR230610
OG0003667	CP6_g6735_DN2_SP0_c.t1	CARHR228040, CARHR254860
OG0003667	CP6_g8185_DN3_SP0_c.t1, CP6_g8252_DN3_SP0_c.t1, CP6_g8208_DN2_SP0_c.t1	CARHR230260
OG0003670	CP2_g48287_DN3_SP8_c.t1	CARHR189970
OG0003671	CP2_g48386_DN3_SP0_c.t1	CARHR188800
OG0003672	CP2_g48479_DN3_SP2_c.t1	CARHR187640
OG0003673	CP8_g54225_DN3_SP4_c.t1	CARHR191840
OG0003674	CP3_g15407_DN3_SP8_c.t1	CARHR152680
OG0003675	CP8_g54062_DN2_SP3_c.t1	CARHR274070
OG0003679	CP8_g53538_DN3_SP7_c.t1	CARHR268870
OG0003680	CP3_g14418_DN3_SP0_c.t1	CARHR158590
OG0003680	CP3_g14419_DN2_SP0_c.t1	CARHR158580
OG0003681	CP3_g14508_DN3_SP0_c.t1	CARHR157450
OG0003683	CP2_g48918_DN3_SP0_c.t1	CARHR211640
OG0003684	CP13_g19252_DN3_SP0_c.t1	CARHR148890
OG0003686	CP19_g17829_DN3_SP8_c.t1	CARHR212570
OG0003688	CP1_g37365_DN2_SP0_c.t1	CARHR074110
OG0003689	CP13_g20111_DN3_SP0_c.t1, CP9_g29664_DN1_SP8_c.t1	CARHR074020
OG0003690	CP9_g29424_DN3_SP0_c.t1	CARHR185820
OG0003691	CP9_g29139_DN3_SP0_c.t1	CARHR288980, CARHR068370, CARHR288990
OG0003693	CP7_g46232_DN1_SP0_c.t1	CARHR043350
OG0003694	CP8_g52609_DN2_SP0_c.t1	CARHR258420
OG0003695	CP6_g7331_DN2_SP0_c.t1	CARHR290030
OG0003696	CP5_g1146_DN3_SP6_c.t1	CARHR236290
OG0003696	CP12_g29844_DN3_SP5_c.t1	CARHR111080
OG0003697	CP5_g1106_DN3_SP8_c.t1	CARHR236660
OG0003697	CP5_g1107_DN3_SP7_c.t1	CARHR236650
OG0003698	CP13_g19209_DN2_SP0_c.t1	CARHR149780
OG0003698	CP5_g1408_DN2_SP0_c.t1	CARHR261950
OG0003699	CP8_g54590_DN3_SP7_c.t1	CARHR249130
OG0003700	CP13_g19893_DN3_SP8_c.t1, CP6_g6981_DN3_SP4_c.t1	CARHR175580
OG0003701	CP12_g30105_DN3_SP8_c.t1, CP3_g14423_DN3_SP0_c.t1	CARHR093050
OG0003703	CP13_g20061_DN3_SP0_c.t1	CARHR177730
OG0003703	CP13_g20059_DN3_SP8_c.t1	CARHR177710
OG0003704	CP1_g38065_DN3_SP8_c.t1	CARHR041020, CARHR040530
OG0003706	CP1_g37794_DN3_SP8_c.t1	CARHR227050
OG0003707	CP1_g37956_DN3_SP7_c.t1	CARHR041870
OG0003708	CP1_g37931_DN3_SP0_c.t1	CARHR042020
OG0003708	CP12_g29805_DN3_SP0_c.t1	CARHR284810
OG0003709	CP4_g25380_DN3_SP8_c.t1	CARHR127670, CARHR035200
