Orthogroup	Conringia_planisiliqua	Noccaea_praecox
OG0003300	CP9_g28334_DN3_SP6_c.t1	Np004G1956500
OG0003301	CP3_g14229_DN3_SP8_c.t1	Np001G0531400
OG0003302	CP4_g24104_DN3_SP3_c.t1	Np006G3231600
OG0003303	CP3_g13941_DN3_SP8_c.t1	Np001G0572600
OG0003305	CP6_g9346_DN3_SP5_c.t1	Np005G3078100
OG0003305	CP12_g30927_DN3_SP2_c.t1	Np007G3880200
OG0003306	CP12_g31003_DN3_SP5_c.t1	Np007G3884100
OG0003306	CP2_g48799_DN3_SP6_c.t1	Np001G0178600
OG0003307	CP9_g28351_DN3_SP8_c.t1	Np002G0908900
OG0003310	CP14_g23483_DN3_SP0_c.t1	Np003G1754300
OG0003310	CP1_g39029_DN3_SP0_c.t1	Np004G2025100
OG0003311	CP4_g23995_DN3_SP3_c.t1	Np006G3216200
OG0003311	CP4_g23996_DN3_SP8_c.t1	Np006G3216300, Np006G3213000
OG0003312	CP4_g24301_DN3_SP8_c.t1	Np002G0768600
OG0003313	CP5_g544_DN3_SP0_c.t1	Np005G2651900
OG0003314	CP10_g42496_DN3_SP6_c.t1	Np007G4193500, Np002G0775800
OG0003314	CP2_g48634_DN3_SP3_c.t1	Np001G0154500
OG0003315	CP10_g42597_DN3_SP8_c.t1	Np007G4178100
OG0003316	CP8_g54441_DN3_SP8_c.t1	Np003G1468300
OG0003317	CP10_g42726_DN3_SP6_c.t1	Np007G4158700
OG0003317	CP2_g48759_DN2_SP3_c.t1	Np001G0172700
OG0003318	CP10_g43502_DN3_SP0_c.t1	Np007G4042300
OG0003319	CP12_g30027_DN3_SP8_c.t1	Np007G3915600
OG0003319	CP6_g7263_DN3_SP6_c.t1	Np005G3013200
OG0003320	CP1_g38170_DN3_SP7_c.t1	Np004G1982900, Np004G1982700
OG0003321	CP5_g1165_DN2_SP0_c.t1	Np005G2765500
OG0003322	CP5_g1605_DN1_SP0_c.t1	Np005G3142000
OG0003322	CP2_g48846_DN2_SP0_c.t1	Np001G0184500
OG0003325	CP24_g47450_DN3_SP0_c.t1, CP17_g5841_DN3_SP0_c.t1, CP17_g5838_DN2_SP0_c.t1, CP2_g48690_DN3_SP8_c.t1	Np001G0163600
OG0003326	CP4_g24896_DN3_SP2_c.t1	Np006G3356900
OG0003326	CP3_g14193_DN3_SP8_c.t1	Np001G0536200
OG0003327	CP8_g54600_DN3_SP0_c.t1	Np003G1888500
OG0003328	CP1_g36484_DN3_SP2_c.t1	Np004G2587700
OG0003329	CP5_g933_DN3_SP0_c.t1	Np005G2729900, Np005G2729400
OG0003330	CP1_g37015_DN3_SP0_c.t1	Np004G2522600
OG0003331	CP1_g37156_DN3_SP8_c.t1	Np004G2505300
OG0003333	CP7_g46147_DN3_SP8_c.t1	Np004G2404300
OG0003335	CP7_g45723_DN3_SP0_c.t1	Np004G2350700
OG0003336	CP9_g28764_DN3_SP6_c.t1	Np002G0837500
OG0003337	CP9_g28694_DN3_SP7_c.t1	Np002G0846700
OG0003337	CP7_g45464_DN3_SP8_c.t1	Np004G2306800
OG0003338	CP9_g28613_DN3_SP3_c.t1	Np002G0858700
OG0003339	CP2_g47588_DN3_SP0_c.t1	Np001G0009200
OG0003340	CP13_g19748_DN2_SP7_c.t1	Np005G2955700
OG0003342	CP9_g28087_DN3_SP5_c.t1	Np002G0972000
OG0003342	CP5_g1832_DN3_SP5_c.t1	Np005G3112800
OG0003343	CP5_g1052_DN3_SP0_c.t1	Np005G2750600, Np005G2750800
OG0003344	CP16_g54891_DN2_SP0_c.t1	Np006G3686600, Np006G3686700, Np006G3686800
OG0003345	CP19_g17888_DN3_SP8_c.t1	Np005G3193300
OG0003347	CP5_g450_DN3_SP0_c.t1	Np005G2670100
OG0003349	CP5_g593_DN3_SP7_c.t1	Np005G2644400
OG0003353	CP8_g53349_DN3_SP0_c.t1	Np003G1616600, Np001G0033400, Np003G1342700
OG0003355	CP7_g45377_DN2_SP0_c.t1	Np008G4268400, Np005G2952700
OG0003356	CP7_g44607_DN3_SP0_c.t1, CP7_g44592_DN2_SP0_c.t1, CP7_g44606_DN2_SP0_c.t1, CP7_g44597_DN3_SP0_c.t1	Np004G2106600
OG0003357	CP18_g11585_DN1_SP0_c.t1, CP8_g53098_DN1_SP0_c.t1, CP4_g26181_DN1_SP0_c.t1	Np007G4008400, Np006G3506100
OG0003364	CP13_g19307_DN1_SP0_c.t1	Np001G0216200
OG0003369	CP12_g30881_DN3_SP0_c.t1, CP12_g30880_DN3_SP0_c.t1	Np007G3877300, Np007G3877200, Np007G3876600
OG0003372	CP3_g14588_DN3_SP8_c.t1	Np001G0479400
OG0003372	CP2_g48024_DN3_SP3_c.t1	Np001G0068900
OG0003373	CP7_g45095_DN3_SP8_c.t1, CP7_g45089_DN3_SP4_c.t1	Np004G2108100, Np004G2107200
OG0003374	CP7_g44616_DN3_SP7_c.t1	Np004G2057100
OG0003375	CP12_g30330_DN3_SP5_c.t1	Np007G3976200
OG0003376	CP17_g6020_DN3_SP8_c.t1	Np007G3895100
OG0003377	CP11_g32337_DN3_SP0_c.t1	Np003G1434200
OG0003378	CP11_g32349_DN3_SP8_c.t1	Np003G1432700
OG0003379	CP19_g17897_DN3_SP0_c.t1	Np005G3192000
OG0003381	CP10_g43172_DN3_SP4_c.t1	Np007G4093800
OG0003384	CP5_g250_DN3_SP0_c.t1	Np005G2695600
OG0003385	CP11_g33073_DN3_SP8_c.t1	Np003G1343600
OG0003386	CP11_g33119_DN3_SP0_c.t1	Np003G1337800
OG0003386	CP11_g33121_DN3_SP4_c.t1	Np003G1337700
OG0003387	CP8_g52917_DN3_SP6_c.t1	Np003G1724800
OG0003387	CP19_g18155_DN3_SP3_c.t1	Np005G2814600
OG0003388	CP8_g52853_DN3_SP7_c.t1	Np003G1728100
OG0003388	CP19_g18160_DN3_SP2_c.t1	Np005G2815200
OG0003389	CP1_g37493_DN3_SP2_c.t1	Np004G2461500
OG0003390	CP4_g25735_DN3_SP8_c.t1	Np006G3525100
OG0003392	CP13_g20196_DN3_SP1_c.t1	Np001G0403100, Np001G0402400
OG0003393	CP7_g44834_DN3_SP8_c.t1	Np004G2141300
OG0003394	CP7_g44833_DN3_SP8_c.t1, CP4_g25258_DN3_SP5_c.t1	Np004G2141400
OG0003395	CP3_g14398_DN3_SP0_c.t1	Np001G0508700
OG0003396	CP2_g47835_DN3_SP5_c.t1, CP11_g32954_DN3_SP2_c.t1	Np003G1360000
OG0003397	CP2_g47866_DN3_SP3_c.t1	Np001G0045800
OG0003398	CP2_g47991_DN3_SP4_c.t1	Np001G0064300
OG0003399	CP2_g48013_DN3_SP1_c.t1	Np001G0067300, Np006G3635500, Np006G3635800, Np006G3656800
OG0003400	CP2_g48020_DN3_SP8_c.t1	Np001G0068400
OG0003401	CP2_g48318_DN3_SP8_c.t1, CP3_g14466_DN3_SP2_c.t1	Np001G0111300
OG0003404	CP8_g53866_DN3_SP7_c.t1	Np003G1542000, Np001G0470000
OG0003405	CP8_g53661_DN3_SP2_c.t1	Np003G1573000
OG0003406	CP2_g48831_DN2_SP0_c.t1	Np001G0182200
OG0003407	CP2_g50080_DN1_SP0_c.t1, CP6_g8778_DN2_SP0_c.t1, CP9_g27608_DN1_SP0_c.t1, CP15_g35781_DN1_SP0_c.t1, CP15_g34896_DN1_SP0_c.t1	Np005G2606700, Np001G0426500
OG0003408	CP11_g33400_DN3_SP0_c.t1	Np003G1296900
OG0003408	CP11_g33399_DN3_SP0_c.t1	Np003G1297000
OG0003410	CP10_g42897_DN3_SP2_c.t1, CP11_g33662_DN3_SP5_c.t1	Np003G1262400
OG0003412	CP10_g42845_DN3_SP8_c.t1	Np007G4141500
OG0003413	CP5_g1808_DN3_SP0_c.t1	Np007G4090700, Np002G1037600
OG0003414	CP9_g29529_DN3_SP8_c.t1	Np002G0728300
OG0003415	CP5_g98_DN3_SP0_c.t1	Np006G3705000
OG0003417	CP10_g43296_DN3_SP0_c.t1	Np007G4077100
OG0003418	CP10_g43417_DN3_SP8_c.t1	Np007G4055800, Np004G1926100
OG0003421	CP12_g30745_DN3_SP4_c.t1	Np007G3852100
OG0003421	CP6_g7555_DN3_SP2_c.t1	Np005G3061100
OG0003422	CP5_g283_DN3_SP8_c.t1	Np005G2691100
OG0003424	CP13_g19190_DN3_SP3_c.t1	Np001G0198300
OG0003425	CP7_g45309_DN3_SP2_c.t1	Np004G2266100
OG0003426	CP13_g19897_DN3_SP3_c.t1	Np001G0359100
OG0003427	CP1_g37951_DN3_SP5_c.t1	Np004G1952200
OG0003429	CP12_g29820_DN3_SP2_c.t1	Np007G3716700
OG0003430	CP13_g19144_DN3_SP6_c.t1	Np001G0192400
OG0003430	CP5_g1504_DN3_SP2_c.t1	Np005G3158700
OG0003431	CP6_g6940_DN3_SP0_c.t1	Np005G2911400
OG0003432	CP6_g6951_DN3_SP3_c.t1	Np005G2913900
OG0003432	CP3_g14095_DN3_SP0_c.t1	Np001G0548000
OG0003434	CP8_g53040_DN3_SP0_c.t1	Np003G1845300
OG0003435	CP8_g53019_DN3_SP8_c.t1	Np003G1844600
OG0003438	CP6_g6785_DN3_SP0_c.t1	Np005G2882600
OG0003440	CP19_g18493_DN2_SP0_c.t1	Np005G2863600
OG0003441	CP7_g44448_DN3_SP0_c.t1	Np002G1056500
OG0003442	CP4_g24274_DN3_SP8_c.t1, CP3_g13376_DN3_SP7_c.t1	Np001G0656000
OG0003443	CP3_g13490_DN3_SP0_c.t1	Np001G0636000
OG0003447	CP12_g31465_DN3_SP1_c.t1	Np007G3890700
OG0003448	CP12_g30826_DN3_SP2_c.t1	Np007G3868900, Np001G0313500
OG0003449	CP10_g43660_DN3_SP4_c.t1	Np007G3744000, Np005G3141800
OG0003450	CP16_g54871_DN3_SP8_c.t1	Np006G3689700
OG0003451	CP12_g29812_DN1_SP0_c.t1	Np007G3716000, Np006G3232600
OG0003452	CP20_g4120_DN3_SP8_c.t1	Np003G1774200
OG0003453	CP4_g23978_DN3_SP0_c.t1	Np006G3213200
OG0003453	CP6_g7566_DN3_SP0_c.t1	Np005G3062200
OG0003454	CP20_g4185_DN3_SP1_c.t1	Np001G0129400, Np003G1780700
OG0003454	CP4_g23984_DN3_SP3_c.t1	Np006G3214300
OG0003455	CP4_g24145_DN2_SP0_c.t1	Np006G3236800
OG0003456	CP4_g24247_DN3_SP0_c.t1	Np006G3252700
OG0003457	CP4_g24332_DN3_SP8_c.t1	Np006G3262400
OG0003458	CP4_g24335_DN3_SP2_c.t1, CP4_g24334_DN3_SP2_c.t1	Np006G3262900
OG0003459	CP8_g54440_DN2_SP0_c.t1	Np007G4173900
OG0003459	CP10_g42620_DN3_SP0_c.t1	Np003G1468500
OG0003460	CP10_g42629_DN3_SP0_c.t1	Np007G4173000
OG0003461	CP10_g42672_DN3_SP0_c.t1, CP8_g52985_DN2_SP0_c.t1	Np007G4166900
OG0003462	CP10_g42872_DN3_SP0_c.t1	Np007G4123700, Np007G4138200
OG0003463	CP10_g43506_DN2_SP0_c.t1	Np007G4041600
OG0003464	CP10_g43154_DN3_SP2_c.t1	Np007G4096600
OG0003466	CP10_g43332_DN1_SP0_c.t1	Np007G4068200
OG0003467	CP12_g29933_DN3_SP0_c.t1, CP12_g29930_DN3_SP0_c.t1	Np007G3900900
OG0003468	CP19_g18215_DN3_SP6_c.t1	Np005G2824500
OG0003469	CP11_g31794_DN3_SP2_c.t1	Np005G2726800
OG0003470	CP2_g50469_DN3_SP3_c.t1	Np002G1058400
OG0003470	CP1_g37173_DN3_SP7_c.t1	Np004G2503100
OG0003471	CP1_g37084_DN3_SP0_c.t1, CP1_g37083_DN3_SP0_c.t1	Np004G2513700
OG0003472	CP1_g37231_DN3_SP0_c.t1	Np004G2496700
OG0003473	CP1_g37282_DN3_SP0_c.t1	Np004G2490100
OG0003474	CP1_g37307_DN3_SP5_c.t1	Np004G2486700
OG0003474	CP2_g49388_DN3_SP8_c.t1	Np002G1142500
OG0003475	CP2_g48983_DN3_SP4_c.t1	Np002G1212200
OG0003475	CP1_g37547_DN3_SP1_c.t1	Np004G2454000
OG0003476	CP1_g37593_DN1_SP0_c.t1	Np004G2445800
OG0003476	CP13_g19348_DN2_SP0_c.t1	Np001G0222900
OG0003477	CP1_g37772_DN3_SP7_c.t1	Np004G2418900
OG0003478	CP2_g49290_DN3_SP8_c.t1	Np002G1157400, Np003G1714800
OG0003481	CP6_g7119_DN3_SP5_c.t1, CP13_g19716_DN3_SP8_c.t1	Np001G0326700
OG0003482	CP12_g30046_DN3_SP8_c.t1	Np007G3918900
OG0003482	CP6_g7225_DN3_SP5_c.t1	Np005G3008200
OG0003484	CP5_g26_DN3_SP4_c.t1	Np005G2602300
OG0003485	CP5_g254_DN3_SP5_c.t1	Np005G2695100
OG0003486	CP5_g431_DN3_SP3_c.t1	Np005G2673200
OG0003488	CP16_g55088_DN3_SP0_c.t1	Np006G3660800
OG0003490	CP10_g42462_DN3_SP0_c.t1	Np007G4201600
OG0003491	CP7_g45323_DN3_SP4_c.t1	Np002G0866700
OG0003494	CP7_g46409_DN3_SP0_c.t1	Np004G1908600
OG0003504	CP12_g30716_DN3_SP1_c.t1	Np007G3847500
OG0003505	CP23_g21590_DN3_SP0_c.t1, CP23_g21794_DN3_SP0_c.t1, CP7_g44953_DN3_SP0_c.t1	Np004G2126800
OG0003505	CP7_g44952_DN3_SP0_c.t1	Np004G2127300
OG0003506	CP5_g3246_DN1_SP0_c.t1, CP44_g20917_DN1_SP0_c.t1, CP4_g26420_DN2_SP0_c.t1, CP6_g9286_DN2_SP0_c.t1, CP14_g22605_DN2_SP0_c.t1, CP6_g7745_DN2_SP0_c.t1, CP6_g7728_DN2_SP0_c.t1, CP17_g5462_DN2_SP0_c.t1, CP14_g22576_DN1_SP0_c.t1, CP25_g55993_DN2_SP0_c.t1, CP6_g7750_DN1_SP0_c.t1, CP6_g7722_DN1_SP0_c.t1, CP5_g1824_DN3_SP0_c.t1, CP5_g2513_DN3_SP0_c.t1, CP5_g1955_DN2_SP0_c.t1, CP6_g7751_DN3_SP0_c.t1	Np005G3119600, Np005G3119700
OG0003512	CP18_g11542_DN3_SP8_c.t1	Np006G3623600, Np006G3617000
OG0003514	CP11_g32273_DN3_SP4_c.t1	Np003G1441000
OG0003514	CP10_g42298_DN3_SP3_c.t1	Np007G4226900
OG0003515	CP11_g32384_DN3_SP2_c.t1	Np003G1428100
OG0003516	CP11_g32787_DN3_SP0_c.t1	Np003G1381000
OG0003516	CP2_g48470_DN3_SP0_c.t1	Np001G0132300
OG0003517	CP11_g32995_DN3_SP1_c.t1	Np003G1354400
OG0003517	CP12_g30321_DN3_SP1_c.t1	Np007G3975100
OG0003519	CP11_g33125_DN3_SP4_c.t1	Np003G1337300
OG0003519	CP2_g48163_DN3_SP8_c.t1	Np001G0092600
OG0003520	CP11_g33130_DN3_SP5_c.t1	Np003G1336500
OG0003521	CP4_g26124_DN3_SP2_c.t1	Np006G3610500
OG0003523	CP4_g25917_DN3_SP0_c.t1	Np006G3591400
OG0003525	CP4_g25715_DN3_SP6_c.t1	Np006G3476700, Np006G3531300
OG0003527	CP4_g25608_DN3_SP2_c.t1	Np006G3551500
OG0003527	CP4_g25609_DN3_SP0_c.t1	Np006G3551400
OG0003528	CP4_g25590_DN3_SP6_c.t1	Np006G3553400, Np007G3779100
OG0003529	CP4_g25503_DN3_SP7_c.t1	Np006G3564900
OG0003530	CP13_g20247_DN3_SP7_c.t1	Np001G0409500
OG0003532	CP7_g44815_DN3_SP0_c.t1, CP3_g14446_DN3_SP0_c.t1	Np004G2145500, Np001G0561800
OG0003533	CP1_g37661_DN3_SP1_c.t1	Np001G0451000
OG0003533	CP2_g47637_DN3_SP5_c.t1	Np001G0017000
OG0003535	CP2_g47751_DN3_SP7_c.t1	Np001G0030500
OG0003536	CP11_g33179_DN3_SP1_c.t1	Np003G1329900
OG0003536	CP2_g48084_DN3_SP2_c.t1	Np001G0076900
OG0003537	CP2_g48120_DN3_SP2_c.t1	Np001G0086600
OG0003538	CP2_g48476_DN3_SP6_c.t1, CP2_g48475_DN3_SP5_c.t1	Np001G0133300, Np001G0133400
OG0003539	CP3_g13977_DN3_SP0_c.t1	Np004G2271500
OG0003539	CP9_g28474_DN3_SP0_c.t1	Np002G0882200
OG0003539	CP8_g54169_DN3_SP0_c.t1	Np003G1503300
OG0003540	CP8_g54105_DN3_SP2_c.t1	Np003G1512800
OG0003541	CP8_g54072_DN1_SP0_c.t1	Np003G1517600
OG0003542	CP9_g29015_DN3_SP0_c.t1	Np006G3429600, Np002G0802600
OG0003542	CP20_g4042_DN3_SP0_c.t1	Np003G1770200
OG0003543	CP8_g53960_DN3_SP3_c.t1	Np003G1530100
OG0003545	CP8_g53830_DN3_SP8_c.t1	Np003G1547200
OG0003546	CP8_g53775_DN3_SP8_c.t1	Np003G1552800
OG0003547	CP8_g53622_DN3_SP0_c.t1	Np003G1579900
OG0003547	CP1_g37086_DN3_SP0_c.t1	Np004G2513500
OG0003548	CP2_g49419_DN3_SP2_c.t1	Np002G1137800, Np002G1146300
OG0003549	CP11_g33176_DN3_SP0_c.t1	Np002G0959800, Np003G1330100
OG0003550	CP11_g33306_DN3_SP3_c.t1	Np003G1312200
OG0003551	CP11_g33377_DN3_SP8_c.t1	Np003G1299800
OG0003552	CP10_g43580_DN3_SP8_c.t1	Np007G3733400
OG0003553	CP4_g25955_DN3_SP0_c.t1	Np003G1271100
OG0003554	CP13_g19257_DN3_SP8_c.t1	Np001G0207800
OG0003554	CP5_g1359_DN3_SP0_c.t1	Np005G3179000
OG0003555	CP9_g29539_DN3_SP7_c.t1	Np002G0727600
OG0003556	CP7_g45547_DN3_SP8_c.t1	Np004G2323300
OG0003557	CP10_g43822_DN3_SP0_c.t1	Np007G3760800, Np005G2661700
OG0003558	CP1_g38126_DN3_SP0_c.t1	Np004G1977200
OG0003559	CP6_g7507_DN3_SP0_c.t1	Np005G3054100
OG0003559	CP12_g30685_DN2_SP0_c.t1	Np007G3833400, Np007G3844500
OG0003560	CP6_g7487_DN3_SP2_c.t1	Np005G3049700
OG0003562	CP6_g7296_DN3_SP5_c.t1	Np005G3020300
OG0003563	CP9_g28960_DN3_SP0_c.t1	Np002G0813000, Np002G0813100
OG0003564	CP7_g45860_DN3_SP8_c.t1	Np004G2367200
OG0003565	CP13_g19436_DN3_SP0_c.t1	Np001G0234900
OG0003566	CP9_g28553_DN3_SP0_c.t1	Np002G0869000
OG0003567	CP13_g19953_DN3_SP1_c.t1	Np001G0369700
OG0003568	CP13_g20457_DN3_SP0_c.t1	Np001G0420400
OG0003569	CP7_g45434_DN3_SP0_c.t1	Np004G2301600
OG0003571	CP6_g6771_DN1_SP0_c.t1	Np005G2870900
OG0003573	CP6_g7191_DN3_SP0_c.t1	Np005G2995300, Np005G2995400
OG0003574	CP3_g13054_DN3_SP0_c.t1	Np001G0699200
OG0003575	CP17_g6273_DN3_SP0_c.t1	Np006G3207800
OG0003578	CP3_g13232_DN3_SP7_c.t1	Np001G0675500
OG0003579	CP12_g30931_DN2_SP0_c.t1, CP3_g13319_DN3_SP3_c.t1	Np001G0665600
OG0003580	CP3_g13733_DN3_SP6_c.t1	Np001G0601800
OG0003582	CP3_g13582_DN3_SP0_c.t1	Np001G0624800
OG0003582	CP4_g24528_DN3_SP0_c.t1	Np006G3293200
OG0003583	CP3_g13836_DN3_SP4_c.t1	Np001G0587100
OG0003584	CP3_g14032_DN3_SP1_c.t1, CP5_g1426_DN3_SP0_c.t1	Np004G1975300, Np004G1975000, Np001G0560500
OG0003585	CP8_g53334_DN3_SP0_c.t1, CP8_g53333_DN3_SP0_c.t1	Np003G1612700
OG0003586	CP9_g28213_DN3_SP8_c.t1	Np002G0942900, Np005G3128800
OG0003587	CP3_g13747_DN2_SP0_c.t1	Np001G0600200
OG0003588	CP4_g24438_DN2_SP0_c.t1	Np002G1221400
OG0003589	CP3_g14206_DN3_SP0_c.t1, CP3_g14203_DN3_SP0_c.t1, CP3_g14205_DN3_SP0_c.t1	Np001G0534600, Np001G0534700
OG0003590	CP4_g24951_DN3_SP7_c.t1	Np006G3367400
OG0003591	CP11_g33544_DN3_SP0_c.t1	Np003G1277900
OG0003592	CP18_g12165_DN3_SP0_c.t1	Np001G0436900
OG0003594	CP20_g4337_DN2_SP0_c.t1	Np003G1804200
OG0003595	CP2_g48537_DN3_SP4_c.t1	Np006G3591200, Np001G0140800
OG0003596	CP2_g48624_DN3_SP0_c.t1	Np001G0153100
OG0003597	CP12_g29863_DN3_SP4_c.t1	Np007G3721700
OG0003597	CP1_g36666_DN3_SP8_c.t1	Np004G2562100
OG0003599	CP8_g54509_DN3_SP8_c.t1, CP10_g42403_DN2_SP0_c.t1	Np003G1458000
OG0003601	CP10_g43220_DN3_SP0_c.t1	Np007G4087600
OG0003602	CP12_g29886_DN3_SP0_c.t1	Np007G4036400
OG0003603	CP1_g37897_DN3_SP3_c.t1	Np004G1946600
OG0003604	CP16_g55095_DN3_SP8_c.t1	Np006G3660000
OG0003605	CP12_g30420_DN3_SP0_c.t1	Np007G3802900, Np007G3802800
OG0003605	CP12_g30417_DN3_SP0_c.t1	Np005G2688800
OG0003606	CP1_g38015_DN3_SP0_c.t1	Np004G1960700
OG0003606	CP12_g30423_DN3_SP8_c.t1	Np007G3803300
OG0003607	CP12_g30710_DN3_SP0_c.t1	Np007G3847100
OG0003607	CP6_g7526_DN3_SP0_c.t1	Np005G3057500, Np005G3057400
OG0003609	CP13_g19608_DN3_SP8_c.t1	Np001G0262400
OG0003611	CP2_g50308_DN3_SP0_c.t1	Np002G1062900
OG0003612	CP3_g14127_DN3_SP0_c.t1	Np001G0545300
OG0003613	CP1_g36458_DN3_SP0_c.t1	Np004G2591400
OG0003614	CP1_g36775_DN3_SP1_c.t1	Np004G2574900
OG0003615	CP1_g36857_DN3_SP3_c.t1, CP1_g36858_DN3_SP1_c.t1	Np004G2542600
OG0003616	CP1_g36899_DN3_SP2_c.t1	Np004G2536700
OG0003617	CP1_g36919_DN3_SP8_c.t1	Np004G2534600
OG0003617	CP1_g36920_DN3_SP0_c.t1	Np004G2534100
OG0003618	CP1_g37112_DN3_SP2_c.t1	Np004G2510500
OG0003619	CP13_g20161_DN3_SP0_c.t1	Np001G0398100
OG0003620	CP1_g37333_DN3_SP7_c.t1	Np004G2483500
OG0003620	CP2_g49349_DN3_SP8_c.t1	Np002G1149400
OG0003621	CP1_g37353_DN3_SP1_c.t1	Np004G2481600
OG0003622	CP2_g49161_DN3_SP0_c.t1	Np002G1176400
OG0003623	CP1_g37523_DN3_SP8_c.t1, CP2_g49024_DN3_SP4_c.t1	Np004G2457200
OG0003625	CP7_g46084_DN3_SP4_c.t1	Np011G4357700
OG0003627	CP7_g45695_DN3_SP4_c.t1	Np004G2347600
OG0003628	CP13_g20110_DN3_SP1_c.t1, CP13_g20109_DN3_SP1_c.t1	Np001G0391300
OG0003628	CP13_g20115_DN3_SP7_c.t1	Np001G0391500
OG0003629	CP5_g594_DN3_SP8_c.t1	Np005G2644300
OG0003630	CP5_g710_DN3_SP8_c.t1	Np005G2631400
OG0003630	CP18_g12515_DN3_SP7_c.t1	Np006G3630500
OG0003632	CP16_g55300_DN3_SP0_c.t1	Np006G3640300
OG0003633	CP9_g28615_DN3_SP6_c.t1	Np002G0858400
OG0003633	CP7_g45371_DN3_SP7_c.t1	Np004G2286400
OG0003634	CP8_g54623_DN3_SP7_c.t1	Np003G1891600
OG0003635	CP4_g25650_DN2_SP0_c.t1	Np006G3545700
OG0003637	CP20_g4368_DN3_SP0_c.t1	Np003G1809200, Np003G1842100
OG0003639	CP8_g52884_DN3_SP0_c.t1	Np003G1726600
OG0003641	CP13_g20072_DN1_SP0_c.t1	Np001G0387600
OG0003643	CP2_g49801_DN3_SP0_c.t1	Np002G1030000, Np007G3954500, Np005G2888800, Np005G3047400, Np001G0301900, Np003G1673800, Np003G1667000, Np004G2167200, Np002G1193100, Np007G3954400, Np005G2888700, Np001G0302000, Np004G2167100, Np002G0882600, Np005G3047500, Np003G1673700, Np003G1667100, Np002G1030600, Np002G1193200, Np005G3047200, Np001G0301800, Np004G2167300, Np002G1193000, Np007G3954700, Np002G0882700, Np005G2889000, Np003G1666600, Np003G1720900, Np003G1697300, Np003G1790100, Np004G2173900
OG0003646	CP8_g53151_DN3_SP0_c.t1, CP8_g53152_DN3_SP0_c.t1, CP8_g53158_DN3_SP0_c.t1, CP8_g53157_DN2_SP0_c.t1, CP8_g53159_DN3_SP0_c.t1	Np003G1669800
OG0003647	CP547_g22390_DN1_SP0_p.t1	Np040G4407600
OG0003647	CP156_g16814_DN3_SP0_c.t1	Np023G4395700, Np019G4389100
OG0003647	CP510_g51846_DN2_SP0_p.t1	Np034G4403600, Np038G4406700
OG0003648	CP6_g8559_DN3_SP0_c.t1, CP5_g1087_DN3_SP0_c.t1	Np005G2755000
OG0003656	CP3_g14542_DN3_SP2_c.t1	Np001G0485000
OG0003656	CP3_g14541_DN3_SP3_c.t1	Np001G0485100
OG0003659	CP10_g42202_DN3_SP8_c.t1	Np007G4239300
OG0003660	CP19_g18440_DN3_SP8_c.t1	Np005G2854900
OG0003662	CP11_g32771_DN3_SP8_c.t1	Np003G1383100
OG0003663	CP7_g46143_DN3_SP1_c.t1	Np004G2403600
OG0003664	CP11_g32965_DN3_SP1_c.t1	Np003G1358900
OG0003665	CP10_g43046_DN3_SP0_c.t1	Np007G4112600, Np007G4112700
OG0003667	CP6_g6735_DN2_SP0_c.t1, CP6_g8185_DN3_SP0_c.t1, CP6_g8252_DN3_SP0_c.t1, CP6_g8208_DN2_SP0_c.t1	Np005G2838600, Np005G2840400
OG0003669	CP7_g45007_DN3_SP8_c.t1	Np007G3725000
OG0003670	CP2_g48287_DN3_SP8_c.t1	Np001G0107400
OG0003671	CP2_g48386_DN3_SP0_c.t1	Np001G0119800
OG0003672	CP2_g48479_DN3_SP2_c.t1	Np001G0133600
OG0003673	CP8_g54225_DN3_SP4_c.t1	Np003G1493900
OG0003674	CP3_g15407_DN3_SP8_c.t1	Np001G0438700
OG0003675	CP8_g54062_DN2_SP3_c.t1	Np003G1518800
OG0003676	CP8_g54026_DN3_SP0_c.t1	Np003G1522500
OG0003678	CP8_g53624_DN3_SP8_c.t1	Np003G1579700
OG0003679	CP8_g53538_DN3_SP7_c.t1	Np003G1595200
OG0003680	CP3_g14419_DN2_SP0_c.t1	Np001G0505600
OG0003681	CP3_g14508_DN3_SP0_c.t1	Np001G0492800
OG0003682	CP11_g32070_DN3_SP0_c.t1	Np003G1867400
OG0003683	CP2_g48918_DN3_SP0_c.t1	Np003G1256900
OG0003684	CP13_g19252_DN3_SP0_c.t1	Np001G0206800
OG0003686	CP19_g17829_DN3_SP8_c.t1	Np005G3202100
OG0003688	CP1_g37365_DN2_SP0_c.t1	Np002G0709300
OG0003688	CP9_g29667_DN3_SP8_c.t1	Np005G3166000
OG0003689	CP13_g20111_DN3_SP0_c.t1, CP9_g29664_DN1_SP8_c.t1	Np002G0709600, Np001G0391400
OG0003690	CP9_g29424_DN3_SP0_c.t1	Np002G0743700, Np002G0743900, Np001G0153200
OG0003691	CP9_g29139_DN3_SP0_c.t1	Np002G0785600
OG0003692	CP7_g46456_DN3_SP8_c.t1	Np007G4084100, Np004G1902900
OG0003693	CP7_g46232_DN1_SP0_c.t1	Np004G1934900
OG0003694	CP8_g52609_DN2_SP0_c.t1	Np003G1736800
OG0003695	CP6_g7331_DN2_SP0_c.t1	Np005G3024800
OG0003696	CP5_g1146_DN3_SP6_c.t1	Np005G2763400
OG0003697	CP5_g1106_DN3_SP8_c.t1	Np005G2758400
OG0003698	CP13_g19209_DN2_SP0_c.t1	Np001G0200900
