Orthogroup	Conringia_planisiliqua	Cochlearia_excelsa
OG0004046	CP3_g13432_DN3_SP0_c.t1	g2027, g18883
OG0004047	CP3_g13609_DN3_SP2_c.t1	g11242, g18988, g2091
OG0004048	CP13_g19684_DN3_SP0_c.t1	g10808
OG0004051	CP3_g13939_DN1_SP0_c.t1	g19163, g2305
OG0004052	CP3_g13996_DN3_SP8_c.t1	g2340
OG0004053	CP3_g14007_DN3_SP8_c.t1	g19192
OG0004054	CP12_g30869_DN3_SP0_c.t1	g11695, g13520
OG0004055	CP7_g46420_DN3_SP3_c.t1, CP9_g28516_DN3_SP2_c.t1	g44769
OG0004056	CP9_g28825_DN3_SP1_c.t1	g19479, g45968
OG0004058	CP4_g24669_DN3_SP0_c.t1	g51907
OG0004060	CP16_g55120_DN3_SP0_c.t1	g50992
OG0004060	CP16_g55138_DN2_SP0_c.t1	g38381
OG0004061	CP19_g18191_DN3_SP2_c.t1	g23828, g17205
OG0004062	CP1_g38188_DN3_SP0_c.t1	g54119
OG0004063	CP7_g44503_DN3_SP1_c.t1	g27805, g32722
OG0004064	CP20_g4160_DN3_SP0_c.t1, CP20_g4164_DN3_SP0_c.t1	g40289
OG0004065	CP20_g4302_DN3_SP8_c.t1	g23863
OG0004066	CP8_g54403_DN3_SP8_c.t1	g41428
OG0004068	CP2_g48628_DN3_SP4_c.t1	g18504
OG0004069	CP4_g23981_DN3_SP0_c.t1	g37727
OG0004070	CP4_g24073_DN3_SP0_c.t1	g50780, g37669
OG0004071	CP10_g44097_DN3_SP8_c.t1	g13689
OG0004072	CP4_g24270_DN3_SP0_c.t1	g37558, g52172
OG0004073	CP4_g24362_DN3_SP8_c.t1	g52124
OG0004074	CP7_g46040_DN1_SP0_c.t1	g49989
OG0004075	CP10_g42283_DN3_SP0_c.t1	g49227, g20816, g20819, g49230, g20813, g30205
OG0004076	CP10_g42304_DN3_SP8_c.t1	g12660
OG0004077	CP1_g38173_DN2_SP0_c.t1	g17878, g12639, g36390
OG0004078	CP10_g42394_DN3_SP8_c.t1	g12615, g7800
OG0004079	CP2_g48668_DN3_SP5_c.t1	g10180
OG0004082	CP10_g42490_DN3_SP1_c.t1	g7721, g12837
OG0004083	CP10_g42511_DN3_SP0_c.t1	g12563, g7713, g12853
OG0004084	CP10_g42592_DN3_SP1_c.t1	g12516
OG0004085	CP10_g42609_DN3_SP4_c.t1	g12508
OG0004086	CP10_g42735_DN3_SP0_c.t1	g12446
OG0004086	CP10_g42736_DN3_SP0_c.t1	g7602
OG0004087	CP10_g43246_DN3_SP5_c.t1	g7273
OG0004088	CP10_g43310_DN3_SP2_c.t1	g13177, g7235
OG0004090	CP10_g43499_DN3_SP0_c.t1	g13233, g12143
OG0004091	CP12_g29950_DN3_SP0_c.t1, CP12_g29949_DN2_SP0_c.t1	g7045
OG0004092	CP12_g30054_DN3_SP0_c.t1	g6968, g12051
OG0004093	CP1_g38271_DN3_SP2_c.t1	g6912
OG0004093	CP12_g30131_DN3_SP6_c.t1	g12026
OG0004094	CP12_g30320_DN3_SP8_c.t1	g13345, g11953
OG0004095	CP2_g48731_DN3_SP5_c.t1	g10234
OG0004096	CP13_g19112_DN3_SP0_c.t1	g10353
OG0004099	CP12_g30702_DN3_SP1_c.t1	g6535, g11759
OG0004100	CP12_g30644_DN3_SP0_c.t1, CP12_g30645_DN3_SP8_c.t1	g11787
OG0004102	CP12_g30515_DN3_SP0_c.t1	g11866
OG0004103	CP5_g1007_DN3_SP3_c.t1	g47723
OG0004104	CP2_g48685_DN3_SP1_c.t1	g1354, g46810, g4672
OG0004105	CP2_g48669_DN3_SP3_c.t1	g10181
OG0004106	CP8_g54654_DN3_SP0_c.t1, CP1_g36460_DN3_SP0_c.t1	g25350
OG0004107	CP1_g36479_DN3_SP3_c.t1	g3709, g30745, g44113, g36008, g35172, g49327
OG0004108	CP13_g20216_DN3_SP0_c.t1	g26924, g30850, g49444
OG0004109	CP1_g36921_DN3_SP0_c.t1	g49542
OG0004111	CP1_g37179_DN3_SP4_c.t1	g31153
OG0004113	CP1_g37404_DN3_SP8_c.t1	g49762
OG0004114	CP2_g48982_DN3_SP6_c.t1	g44241
OG0004115	CP1_g37785_DN3_SP1_c.t1	g27283
OG0004116	CP7_g45963_DN3_SP0_c.t1	g31736, g27397
OG0004119	CP27_g41673_DN3_SP4_c.t1	g26658
OG0004120	CP9_g28770_DN2_SP0_c.t1	g45927
OG0004122	CP2_g48962_DN3_SP8_c.t1	g40854
OG0004123	CP13_g19692_DN3_SP0_c.t1	g10813
OG0004124	CP19_g18029_DN3_SP0_c.t1	g17145
OG0004125	CP11_g31925_DN3_SP0_c.t1	g36283
OG0004127	CP3_g15352_DN2_SP0_c.t1	g11468, g3238, g51211
OG0004128	CP11_g31897_DN3_SP7_c.t1	g25549
OG0004129	CP1_g38315_DN3_SP2_c.t1	g54052
OG0004131	CP5_g385_DN3_SP5_c.t1	g22939
OG0004132	CP5_g421_DN3_SP1_c.t1	g47942
OG0004134	CP12_g30764_DN2_SP0_c.t1, CP12_g30765_DN3_SP0_c.t1	g13477
OG0004135	CP12_g30790_DN3_SP8_c.t1	g6484
OG0004136	CP5_g224_DN3_SP5_c.t1, CP8_g54625_DN3_SP3_c.t1	g38232
OG0004137	CP8_g53232_DN3_SP8_c.t1	g28393
OG0004141	CP2_g50735_DN3_SP0_c.t1	g43881
OG0004143	CP12_g30840_DN1_SP0_c.t1	g11715, g5979, g42982, g13508
OG0004144	CP12_g30998_DN3_SP0_c.t1	g6370
OG0004144	CP12_g30999_DN3_SP0_c.t1	g6369
OG0004146	CP4_g25852_DN3_SP0_c.t1	g51115
OG0004146	CP1_g37040_DN2_SP0_c.t1	g49572
OG0004148	CP13_g19685_DN2_SP0_c.t1	g10809
OG0004149	CP13_g19223_DN3_SP7_c.t1	g10452
OG0004152	CP34_g51490_DN2_SP0_c.t1, CP42_g27288_DN3_SP0_c.t1	g25932, g40227
OG0004153	CP5_g1282_DN3_SP0_c.t1	g50103, g31546, g25051, g24456, g23643
OG0004155	CP2_g47982_DN1_SP0_c.t1	g18635
OG0004156	CP20_g4342_DN2_SP0_c.t1	g12506
OG0004157	CP4_g25264_DN3_SP3_c.t1	g51470
OG0004158	CP56_g20990_DN3_SP0_c.t1	g18610, g43854, g16312, g52918, g6696, g18425, g43859, g25868, g28986, g16310
OG0004165	CP5_g948_DN3_SP5_c.t1	g23392
OG0004166	CP5_g945_DN3_SP3_c.t1	g16984
OG0004167	CP5_g940_DN3_SP0_c.t1	g23386, g16982
OG0004168	CP2_g47989_DN3_SP5_c.t1, CP3_g14547_DN3_SP0_c.t1	g9821
OG0004169	CP11_g32237_DN3_SP0_c.t1	g45752, g29140
OG0004170	CP11_g32280_DN3_SP5_c.t1	g5016, g29159
OG0004172	CP2_g47949_DN3_SP0_c.t1	g285
OG0004173	CP11_g32371_DN3_SP0_c.t1	g29205
OG0004174	CP11_g32453_DN2_SP8_c.t1	g29272, g5132
OG0004175	CP11_g32459_DN3_SP7_c.t1	g45683, g29274
OG0004176	CP11_g32468_DN2_SP0_c.t1	g5145
OG0004177	CP7_g45424_DN3_SP0_c.t1, CP7_g45421_DN3_SP0_c.t1	g32095
OG0004178	CP11_g32565_DN3_SP6_c.t1	g5221, g29327
OG0004179	CP1_g37317_DN3_SP0_c.t1	g44145
OG0004180	CP11_g32822_DN3_SP0_c.t1	g5391, g29462
OG0004181	CP13_g19136_DN3_SP0_c.t1	g10372
OG0004182	CP2_g48415_DN3_SP8_c.t1	g579
OG0004183	CP11_g32990_DN3_SP0_c.t1	g5465
OG0004185	CP11_g33052_DN3_SP8_c.t1	g5503
OG0004186	CP19_g18163_DN3_SP0_c.t1	g17191
OG0004187	CP4_g26640_DN3_SP1_c.t1	g40174
OG0004188	CP4_g26444_DN3_SP8_c.t1	g40144
OG0004189	CP4_g26126_DN2_SP0_c.t1	g36766
OG0004190	CP3_g14801_DN3_SP6_c.t1, CP4_g26069_DN2_SP0_c.t1	g40105
OG0004191	CP4_g25898_DN3_SP7_c.t1	g40031
OG0004192	CP4_g25720_DN3_SP0_c.t1	g39924, g51204
OG0004193	CP4_g25716_DN2_SP0_c.t1	g39915
OG0004194	CP4_g25707_DN3_SP0_c.t1	g39911
OG0004195	CP4_g25626_DN2_SP0_c.t1	g51237, g39856
OG0004196	CP20_g4099_DN2_SP0_c.t1	g54094
OG0004197	CP4_g25568_DN3_SP1_c.t1	g51270
OG0004199	CP22_g17093_DN3_SP5_c.t1, CP1_g38392_DN3_SP6_c.t1	g36266
OG0004201	CP1_g38491_DN3_SP3_c.t1, CP1_g38494_DN3_SP3_c.t1	g53941, g28124
OG0004202	CP7_g45068_DN3_SP8_c.t1	g27652
OG0004203	CP7_g45000_DN3_SP8_c.t1	g50498
OG0004204	CP7_g44948_DN3_SP3_c.t1	g32407, g27687
OG0004206	CP7_g44874_DN3_SP8_c.t1	g50528
OG0004207	CP7_g44857_DN3_SP7_c.t1	g32469
OG0004208	CP7_g44840_DN3_SP8_c.t1	g32475, g50546
OG0004210	CP7_g44696_DN3_SP8_c.t1	g27766, g32553
OG0004211	CP13_g19542_DN3_SP0_c.t1	g10685
OG0004214	CP2_g47634_DN2_SP0_c.t1	g63
OG0004215	CP2_g47696_DN3_SP8_c.t1	g9686
OG0004217	CP2_g47955_DN3_SP6_c.t1	g18642
OG0004218	CP2_g48022_DN3_SP6_c.t1	g332
OG0004220	CP2_g48171_DN3_SP3_c.t1	g9907
OG0004221	CP2_g48222_DN3_SP1_c.t1	g447
OG0004222	CP6_g7176_DN3_SP1_c.t1	g24328
OG0004223	CP13_g20294_DN3_SP0_c.t1	g39730
OG0004226	CP8_g54346_DN3_SP8_c.t1	g41418
OG0004227	CP268_g6519_DN3_SP2_c.t1, CP8_g54258_DN3_SP2_c.t1	g730, g28923
OG0004228	CP8_g54172_DN3_SP0_c.t1	g786, g28879
OG0004229	CP8_g53934_DN3_SP3_c.t1	g1255
OG0004230	CP8_g53910_DN3_SP5_c.t1	g1237
OG0004232	CP8_g53668_DN3_SP0_c.t1	g120, g28565
OG0004233	CP19_g18373_DN3_SP0_c.t1	g23923
OG0004234	CP8_g53564_DN3_SP2_c.t1	g39362
OG0004236	CP8_g53443_DN3_SP8_c.t1	g39400, g973
OG0004237	CP11_g32072_DN3_SP5_c.t1	g39583
OG0004238	CP11_g32029_DN3_SP0_c.t1	g39604
OG0004239	CP11_g33228_DN3_SP1_c.t1	g5598
OG0004241	CP11_g33482_DN3_SP0_c.t1	g29803, g45387, g24741, g17943, g16343, g16338, g16335
OG0004242	CP11_g33592_DN3_SP0_c.t1	g5765, g45343
OG0004243	CP11_g33733_DN3_SP0_c.t1, CP11_g33732_DN3_SP0_c.t1, CP5_g1815_DN3_SP0_c.t1	g45285
OG0004244	CP5_g1336_DN3_SP7_c.t1	g16828
OG0004246	CP9_g29635_DN2_SP0_c.t1	g46556
OG0004247	CP9_g29578_DN3_SP0_c.t1	g46516
OG0004248	CP9_g29519_DN3_SP0_c.t1	g46478
OG0004249	CP9_g29412_DN3_SP4_c.t1	g13613
OG0004250	CP10_g42830_DN3_SP6_c.t1	g7542, g12415
OG0004252	CP7_g45222_DN3_SP6_c.t1	g50387
OG0004254	CP6_g7985_DN3_SP0_c.t1, CP15_g35573_DN3_SP8_c.t1	g24676, g24622, g24617, g24670
OG0004255	CP4_g24265_DN3_SP4_c.t1	g52183, g37562
OG0004256	CP9_g28924_DN3_SP8_c.t1	g44588
OG0004257	CP7_g45384_DN3_SP2_c.t1	g50313
OG0004258	CP1_g37615_DN3_SP0_c.t1, CP13_g19981_DN3_SP0_c.t1	g49866
OG0004259	CP13_g19193_DN3_SP0_c.t1	g10414
OG0004260	CP8_g52956_DN3_SP0_c.t1	g22599, g28295, g1366
OG0004261	CP13_g19236_DN3_SP0_c.t1	g10461
OG0004262	CP13_g19402_DN3_SP6_c.t1	g1584
OG0004263	CP7_g45322_DN3_SP7_c.t1	g32138
OG0004264	CP9_g28535_DN3_SP8_c.t1	g45796
OG0004265	CP13_g19890_DN3_SP0_c.t1	g40608
OG0004267	CP13_g19978_DN2_SP0_c.t1, CP13_g19973_DN3_SP0_c.t1	g16723
OG0004268	CP13_g20007_DN3_SP0_c.t1	g40543
OG0004269	CP18_g11604_DN3_SP1_c.t1	g38266
OG0004270	CP9_g28766_DN3_SP8_c.t1	g44653, g42087
OG0004271	CP1_g37989_DN2_SP0_c.t1	g36493
OG0004273	CP1_g37890_DN3_SP0_c.t1	g54258
OG0004274	CP6_g6953_DN3_SP6_c.t1	g24177
OG0004275	CP6_g6958_DN3_SP3_c.t1	g47275
OG0004276	CP6_g6989_DN3_SP0_c.t1	g17484
OG0004277	CP6_g7090_DN3_SP0_c.t1	g24265
OG0004278	CP3_g14252_DN3_SP1_c.t1	g19330
OG0004279	CP19_g18286_DN3_SP0_c.t1	g47469, g23879
OG0004280	CP19_g18317_DN3_SP0_c.t1	g23890, g47457
OG0004281	CP8_g53089_DN3_SP1_c.t1	g41171
OG0004285	CP4_g26098_DN2_SP0_c.t1, CP6_g6822_DN3_SP0_c.t1	g24076
OG0004286	CP6_g6769_DN2_SP0_c.t1	g17372, g24044, g24043
OG0004287	CP6_g6747_DN3_SP8_c.t1	g47363, g17394
OG0004288	CP6_g7147_DN2_SP0_c.t1	g47189
OG0004289	CP11_g32539_DN2_SP0_c.t1, CP10_g42123_DN3_SP0_c.t1	g18346
OG0004290	CP3_g13075_DN3_SP6_c.t1, CP2_g48508_DN3_SP4_c.t1	g18775
OG0004291	CP3_g13101_DN3_SP5_c.t1	g18753
OG0004292	CP3_g13244_DN3_SP8_c.t1	g1843
OG0004293	CP3_g13290_DN3_SP8_c.t1	g11175, g1877
OG0004294	CP3_g13426_DN3_SP3_c.t1	g2028
OG0004295	CP3_g13496_DN3_SP8_c.t1	g1987, g18944
OG0004296	CP3_g13520_DN3_SP0_c.t1	g18959, g11214
OG0004297	CP3_g13523_DN3_SP8_c.t1	g2034
OG0004299	CP3_g13661_DN3_SP0_c.t1	g19005
OG0004300	CP3_g13688_DN3_SP3_c.t1	g2137
OG0004302	CP3_g13847_DN3_SP8_c.t1	g11284
OG0004303	CP8_g53304_DN3_SP2_c.t1	g28420, g918
OG0004304	CP12_g30820_DN3_SP5_c.t1	g6459
OG0004306	CP10_g43700_DN3_SP0_c.t1	g13979, g6025
OG0004307	CP10_g43655_DN3_SP0_c.t1	g5999
OG0004308	CP10_g43579_DN3_SP8_c.t1	g5956
OG0004310	CP4_g24601_DN3_SP8_c.t1	g37381
OG0004312	CP4_g24645_DN3_SP0_c.t1	g37365
OG0004313	CP4_g24709_DN3_SP8_c.t1	g38139, g51861
OG0004314	CP4_g24803_DN3_SP8_c.t1	g51758
OG0004317	CP20_g4410_DN3_SP0_c.t1	g25671
OG0004318	CP16_g55022_DN3_SP2_c.t1, CP16_g55023_DN2_SP0_c.t1	g38423
OG0004319	CP7_g45206_DN3_SP5_c.t1	g27615, g32221
OG0004320	CP1_g36633_DN3_SP0_c.t1	g49453, g26936
OG0004321	CP3_g14799_DN3_SP0_c.t1	g11436
OG0004322	CP2_g48538_DN3_SP0_c.t1	g10108
OG0004323	CP1_g37052_DN3_SP0_c.t1, CP2_g48581_DN1_SP0_c.t1	g10128, g51931, g51929, g51936, g4791
OG0004324	CP2_g48584_DN3_SP5_c.t1	g10132
OG0004325	CP2_g48591_DN3_SP7_c.t1	g10135
OG0004326	CP4_g24016_DN3_SP0_c.t1	g50812, g37709, g38255
OG0004328	CP4_g24067_DN3_SP0_c.t1	g50784
OG0004329	CP4_g24085_DN3_SP6_c.t1	g37658, g50778
OG0004330	CP4_g24099_DN3_SP5_c.t1	g6695
OG0004331	CP12_g30488_DN3_SP0_c.t1	g6676
OG0004332	CP4_g24155_DN3_SP8_c.t1	g52270
OG0004334	CP4_g24413_DN3_SP4_c.t1	g52108, g37487
OG0004335	CP4_g24418_DN3_SP0_c.t1	g37485, g38204
OG0004336	CP4_g24441_DN3_SP0_c.t1	g52088, g37468
OG0004337	CP13_g19773_DN3_SP8_c.t1	g40689, g10895
OG0004338	CP13_g19779_DN3_SP1_c.t1	g10897, g40687
OG0004339	CP13_g19787_DN3_SP6_c.t1	g10902, g40679
OG0004341	CP10_g42600_DN1_SP0_c.t1	g7675
OG0004342	CP10_g42676_DN3_SP8_c.t1	g12479
OG0004343	CP10_g42683_DN2_SP6_c.t1	g12475, g12943
OG0004344	CP10_g42801_DN3_SP8_c.t1	g12427, g7560
OG0004345	CP10_g42969_DN3_SP2_c.t1	g7448
OG0004346	CP10_g43088_DN3_SP8_c.t1	g7390, g12329
OG0004347	CP10_g43147_DN2_SP1_c.t1	g12307
OG0004348	CP10_g43168_DN3_SP0_c.t1	g7337
OG0004349	CP10_g43217_DN3_SP7_c.t1	g7301, g12275
OG0004350	CP10_g43269_DN3_SP8_c.t1	g12250, g13154
OG0004351	CP7_g46398_DN3_SP7_c.t1, CP10_g43309_DN3_SP6_c.t1	g36716
OG0004352	CP10_g43346_DN3_SP6_c.t1	g7208
OG0004353	CP10_g43376_DN3_SP8_c.t1	g13209
OG0004354	CP10_g43390_DN3_SP3_c.t1	g7182
OG0004355	CP10_g43452_DN3_SP4_c.t1	g7140
OG0004356	CP12_g29872_DN3_SP1_c.t1	g7089, g13234
OG0004357	CP12_g29876_DN3_SP0_c.t1	g7084
OG0004358	CP11_g32324_DN3_SP0_c.t1	g13236
OG0004359	CP12_g29948_DN3_SP8_c.t1	g7046
OG0004360	CP12_g29825_DN3_SP0_c.t1	g13828
OG0004361	CP12_g30053_DN3_SP3_c.t1	g6973
OG0004362	CP12_g30206_DN3_SP0_c.t1	g11994, g13316
OG0004363	CP12_g30239_DN3_SP5_c.t1	g13327
OG0004364	CP12_g30301_DN3_SP0_c.t1	g11956, g6789
OG0004365	CP12_g30371_DN3_SP0_c.t1	g6752
OG0004366	CP12_g30400_DN3_SP3_c.t1	g6720
OG0004367	CP12_g30446_DN3_SP0_c.t1	g11886
OG0004369	CP12_g30478_DN3_SP6_c.t1	g13382
OG0004370	CP5_g1730_DN3_SP0_c.t1, CP5_g1729_DN3_SP0_c.t1, CP5_g1728_DN3_SP2_c.t1	g46779
OG0004371	CP5_g1840_DN3_SP5_c.t1, CP9_g28072_DN3_SP5_c.t1	g46833
OG0004372	CP2_g48819_DN3_SP3_c.t1	g10295
OG0004373	CP12_g30754_DN3_SP4_c.t1	g6505, g13475
OG0004374	CP12_g30683_DN3_SP1_c.t1	g6541
OG0004375	CP12_g30605_DN3_SP3_c.t1	g13422, g4678, g6590
OG0004376	CP12_g30547_DN3_SP8_c.t1	g11855
OG0004377	CP12_g30534_DN3_SP1_c.t1	g13396
OG0004378	CP12_g30533_DN3_SP8_c.t1	g11858, g6630
OG0004379	CP12_g30508_DN3_SP0_c.t1	g6669
OG0004380	CP5_g1997_DN3_SP2_c.t1	g25098
OG0004382	CP3_g14201_DN3_SP8_c.t1	g2463
OG0004384	CP1_g36531_DN3_SP8_c.t1	g26886
OG0004385	CP1_g36724_DN3_SP8_c.t1	g30827
OG0004387	CP1_g36888_DN3_SP5_c.t1	g49525
OG0004388	CP1_g37071_DN3_SP8_c.t1	g49599
OG0004390	CP1_g37229_DN3_SP0_c.t1	g27081
OG0004391	CP1_g37257_DN3_SP8_c.t1	g49700
OG0004392	CP1_g37489_DN3_SP8_c.t1	g49787, g31344
OG0004393	CP1_g37554_DN3_SP0_c.t1	g49824, g31390
OG0004394	CP1_g37562_DN3_SP0_c.t1	g27192, g31396
OG0004395	CP1_g37574_DN3_SP8_c.t1	g49847, g31402
OG0004396	CP7_g46088_DN3_SP7_c.t1	g31656
OG0004397	CP7_g45634_DN3_SP8_c.t1	g50193
OG0004399	CP7_g45521_DN3_SP6_c.t1	g27524
OG0004400	CP9_g28784_DN3_SP7_c.t1	g44642
OG0004401	CP9_g28637_DN3_SP6_c.t1	g45843
OG0004403	CP2_g48952_DN3_SP3_c.t1, CP10_g43863_DN3_SP2_c.t1	g40848
OG0004404	CP2_g49987_DN3_SP0_c.t1, CP2_g49983_DN3_SP0_c.t1	g41123
OG0004405	CP13_g19070_DN3_SP0_c.t1	g40761
OG0004406	CP13_g20160_DN3_SP0_c.t1	g40489
OG0004407	CP18_g11848_DN2_SP1_c.t1	g38277
OG0004408	CP5_g176_DN3_SP6_c.t1	g22749
OG0004409	CP5_g326_DN3_SP0_c.t1	g18260
OG0004410	CP5_g493_DN3_SP1_c.t1	g23021
OG0004411	CP5_g692_DN3_SP8_c.t1	g47839
OG0004412	CP8_g54658_DN3_SP0_c.t1	g25349
OG0004413	CP5_g646_DN3_SP8_c.t1	g23162
OG0004414	CP5_g630_DN3_SP4_c.t1	g23150, g18183
OG0004415	CP5_g618_DN3_SP0_c.t1	g23141
OG0004417	CP5_g839_DN3_SP0_c.t1	g23314
OG0004418	CP5_g860_DN3_SP0_c.t1	g23331
OG0004419	CP12_g30736_DN3_SP8_c.t1	g13472
OG0004420	CP7_g44326_DN2_SP1_c.t1	g27904, g3186, g27886
OG0004421	CP8_g54560_DN3_SP5_c.t1	g25404
OG0004422	CP8_g54569_DN3_SP0_c.t1	g25402, g45262
OG0004423	CP5_g1171_DN2_SP0_c.t1	g24087, g23559
OG0004424	CP7_g45391_DN3_SP1_c.t1	g27563, g50309
OG0004427	CP1_g38248_DN3_SP0_c.t1	g54096
OG0004428	CP1_g38097_DN3_SP1_c.t1	g36429
OG0004429	CP6_g7480_DN3_SP7_c.t1	g47056
OG0004433	CP64_g21086_DN3_SP0_c.t1, CP12_g29831_DN1_SP0_c.t1	g1203
OG0004434	CP13_g19253_DN3_SP0_c.t1	g1622, g18681
OG0004436	CP2_g48615_DN3_SP2_c.t1	g4683, g10152
OG0004437	CP1_g38307_DN3_SP0_c.t1, CP1_g38310_DN3_SP0_c.t1	g42167, g42131
OG0004437	CP1_g38311_DN1_SP0_c.t1	g36300, g17963, g36299, g36295, g36231, g36234, g36286, g36287, g36288, g36297, g42159, g42145, g42180, g36293, g36289, g36296, g36298
OG0004440	CP9_g29536_DN3_SP8_c.t1	g46493
OG0004441	CP26_g51270_DN1_SP0_c.t1, CP1_g40468_DN1_SP0_c.t1, CP1_g40097_DN1_SP0_c.t1, CP24_g47178_DN2_SP0_c.t1	g42606, g3451, g3026, g32867, g3019, g24790, g34739, g35154, g42607, g3027, g3671, g4188, g33059, g42078, g36755, g34434, g35862, g32884, g41901, g26045, g34740, g35153, g3452, g42605
OG0004443	CP9_g27522_DN2_SP0_c.t1, CP17_g5571_DN1_SP0_c.t1	g28460, g17598
OG0004443	CP42_g27257_DN3_SP0_c.t1	g6840, g35211, g35402, g4740
OG0004445	CP12_g31233_DN3_SP0_c.t1	g4589
OG0004446	CP23_g21607_DN2_SP0_c.t1, CP23_g21665_DN2_SP0_c.t1	g18672, g53041
OG0004446	CP15_g36058_DN1_SP0_c.t1, CP28_g33938_DN1_SP0_c.t1	g41893, g3284
OG0004446	CP3_g15849_DN2_SP0_c.t1	g24789
OG0004446	CP22_g17288_DN1_SP0_c.t1	g25562, g37681
OG0004451	CP19_g18366_DN3_SP1_c.t1	g23918
OG0004452	CP3_g14681_DN3_SP0_c.t1	g2804
OG0004453	CP20_g4037_DN3_SP0_c.t1, CP4_g24826_DN3_SP0_c.t1	g37304
OG0004454	CP12_g30761_DN3_SP4_c.t1, CP5_g1963_DN3_SP3_c.t1	g6500
OG0004455	CP13_g19589_DN3_SP8_c.t1	g10726
OG0004457	CP1_g36611_DN3_SP0_c.t1	g30883
OG0004458	CP11_g32282_DN3_SP6_c.t1	g5017
OG0004459	CP3_g13059_DN2_SP8_c.t1	g18693, g18694
OG0004460	CP11_g32344_DN3_SP0_c.t1	g45724, g5057
OG0004461	CP11_g32388_DN3_SP0_c.t1	g29216
OG0004462	CP11_g32458_DN3_SP0_c.t1, CP11_g32457_DN3_SP0_c.t1	g45684, g5135
OG0004464	CP10_g43904_DN3_SP8_c.t1	g14086
OG0004465	CP11_g32595_DN3_SP8_c.t1	g5248, g28125, g29338
OG0004466	CP11_g32624_DN3_SP4_c.t1	g5270, g29354
OG0004468	CP11_g32653_DN3_SP0_c.t1	g29379
OG0004469	CP11_g32670_DN3_SP3_c.t1	g45603, g29386
OG0004470	CP11_g32693_DN3_SP0_c.t1	g5310
OG0004471	CP11_g32726_DN3_SP0_c.t1	g29410
OG0004472	CP11_g32750_DN3_SP0_c.t1	g5348
OG0004474	CP2_g50746_DN2_SP0_c.t1	g50175
OG0004475	CP11_g32849_DN3_SP1_c.t1	g29480
OG0004476	CP11_g32875_DN3_SP8_c.t1	g29494, g5408, g45543
OG0004478	CP11_g33006_DN3_SP8_c.t1	g45508, g29569
OG0004479	CP11_g33084_DN3_SP8_c.t1	g29601, g5518
OG0004480	CP11_g31982_DN3_SP5_c.t1	g39635, g25502
OG0004482	CP19_g18139_DN3_SP1_c.t1	g23797
OG0004483	CP19_g18173_DN3_SP7_c.t1, CP8_g52692_DN3_SP0_c.t1	g47522, g23820
OG0004484	CP4_g26079_DN2_SP0_c.t1	g40109
OG0004484	CP4_g26080_DN3_SP0_c.t1	g40110
OG0004485	CP4_g25961_DN3_SP8_c.t1	g53438, g40075
OG0004486	CP4_g25940_DN3_SP8_c.t1	g40064
OG0004487	CP4_g25789_DN3_SP4_c.t1	g37877
OG0004489	CP4_g25766_DN3_SP8_c.t1	g39958, g51182
OG0004490	CP4_g25726_DN3_SP3_c.t1	g51195, g39926
OG0004492	CP4_g25711_DN3_SP0_c.t1	g39913
OG0004493	CP4_g25598_DN3_SP8_c.t1	g37906, g51254, g39838
OG0004494	CP4_g25494_DN2_SP0_c.t1	g51307
OG0004495	CP4_g25482_DN3_SP1_c.t1	g37937
OG0004496	CP4_g25447_DN3_SP8_c.t1	g37953
OG0004497	CP4_g25411_DN3_SP2_c.t1	g51350
OG0004498	CP4_g25404_DN3_SP0_c.t1	g51359
OG0004500	CP1_g36653_DN3_SP0_c.t1	g49446
OG0004502	CP19_g18069_DN3_SP3_c.t1	g17155
OG0004503	CP1_g38593_DN3_SP2_c.t1	g53976
OG0004504	CP7_g45094_DN3_SP2_c.t1	g27643, g50447, g50444
OG0004507	CP7_g45066_DN3_SP0_c.t1	g50457
OG0004508	CP7_g45038_DN3_SP8_c.t1	g50484, g32354
OG0004509	CP7_g45006_DN3_SP3_c.t1	g32377
OG0004510	CP7_g44973_DN3_SP1_c.t1	g50507
OG0004511	CP7_g44949_DN3_SP0_c.t1	g32405
OG0004512	CP7_g44918_DN1_SP0_c.t1	g32413
OG0004514	CP9_g28610_DN3_SP2_c.t1	g16841
OG0004515	CP7_g44887_DN3_SP8_c.t1	g50526, g32445
OG0004516	CP7_g44826_DN2_SP1_c.t1	g32482
OG0004517	CP7_g44776_DN3_SP3_c.t1	g32520
OG0004518	CP13_g19557_DN3_SP1_c.t1	g10702, g1523
OG0004519	CP13_g19530_DN3_SP8_c.t1	g1528, g10676
OG0004520	CP13_g19486_DN3_SP8_c.t1	g10657
OG0004521	CP2_g47622_DN3_SP8_c.t1	g53, g9659
OG0004522	CP2_g47747_DN3_SP4_c.t1	g149, g9711
OG0004523	CP2_g47838_DN3_SP0_c.t1, CP12_g30901_DN3_SP0_c.t1	g9754
OG0004524	CP2_g47893_DN3_SP1_c.t1	g9787, g253
OG0004525	CP2_g47901_DN3_SP7_c.t1	g9789
OG0004526	CP2_g47935_DN3_SP0_c.t1	g36057, g36059
OG0004527	CP2_g47995_DN3_SP0_c.t1, CP2_g47994_DN3_SP0_c.t1	g9824
OG0004528	CP3_g14657_DN3_SP8_c.t1	g19514
OG0004529	CP2_g48086_DN3_SP0_c.t1	g373
OG0004530	CP2_g48162_DN3_SP0_c.t1	g18593, g422
