Orthogroup	Conringia_planisiliqua	Euclidium_syriacum
OG0003420	CP4_g25087_DN3_SP0_c.t1	ESY16_g61737_DN3_SP0_c0.t1, ESY5_g5155_DN3_SP0_c0.t1
OG0003421	CP12_g30745_DN3_SP4_c.t1, CP6_g7555_DN3_SP2_c.t1	ESY3_g28292_DN3_SP0_c0.t1, ESY49_g12651_DN3_SP1_c0.t1
OG0003422	CP16_g54978_DN3_SP5_c.t1	ESY8_g59596_DN3_SP1_c0.t1
OG0003422	CP5_g283_DN3_SP8_c.t1	ESY4_g26480_DN3_SP8_c0.t1
OG0003424	CP13_g19190_DN3_SP3_c.t1	ESY21_g55406_DN3_SP0_c0.t1
OG0003425	CP7_g45309_DN3_SP2_c.t1	ESY2_g35413_DN2_SP2_c0.t1
OG0003426	CP13_g19897_DN3_SP3_c.t1	ESY10_g15133_DN3_SP0_c0.t1
OG0003427	CP1_g37949_DN3_SP0_c.t1	ESY2_g37208_DN3_SP0_c0.t1
OG0003427	CP1_g37951_DN3_SP5_c.t1	ESY2_g37215_DN3_SP4_c3.t1
OG0003429	CP12_g29820_DN3_SP2_c.t1	ESY11_g54974_DN3_SP1_c0.t1
OG0003430	CP13_g19144_DN3_SP6_c.t1, CP5_g1504_DN3_SP2_c.t1	ESY2_g34545_DN3_SP2_c0.t1
OG0003431	CP6_g6940_DN3_SP0_c.t1	ESY9_g42725_DN3_SP0_c0.t1, ESY9_g42724_DN3_SP0_c0.t1
OG0003432	CP6_g6951_DN3_SP3_c.t1	ESY9_g42705_DN3_SP1_c0.t1
OG0003432	CP3_g14095_DN3_SP0_c.t1	ESY1_g10438_DN3_SP0_c0.t1
OG0003434	CP8_g53040_DN3_SP0_c.t1	ESY6_g46189_DN3_SP0_c0.t1
OG0003435	CP8_g53019_DN3_SP8_c.t1	ESY6_g46041_DN3_SP5_c0.t1
OG0003438	CP6_g6785_DN3_SP0_c.t1	ESY9_g43311_DN2_SP0_c0.t1
OG0003440	CP19_g18493_DN2_SP0_c.t1	ESY9_g43542_DN3_SP0_c0.t1
OG0003441	CP6_g7127_DN3_SP0_c.t1, CP7_g44448_DN3_SP0_c.t1	ESY9_g45523_DN3_SP0_c0.t1
OG0003442	CP4_g24274_DN3_SP8_c.t1, CP3_g13376_DN3_SP7_c.t1	ESY1_g11988_DN3_SP7_c0.t1
OG0003443	CP3_g13490_DN3_SP0_c.t1	ESY1_g11398_DN3_SP0_c0.t1
OG0003445	CP3_g13645_DN3_SP2_c.t1	ESY1_g11762_DN3_SP0_c0.t1, ESY1_g11763_DN3_SP0_c0.t1
OG0003447	CP12_g31465_DN3_SP1_c.t1	ESY1_g10511_DN3_SP2_c0.t1
OG0003448	CP12_g30826_DN3_SP2_c.t1	ESY3_g28015_DN3_SP4_c0.t1
OG0003449	CP5_g347_DN3_SP6_c.t1, CP10_g43660_DN3_SP4_c.t1	ESY4_g26298_DN3_SP6_c0.t1
OG0003450	CP5_g188_DN3_SP1_c.t1, CP16_g54871_DN3_SP8_c.t1	ESY8_g59698_DN3_SP3_c0.t1
OG0003451	CP12_g29812_DN1_SP0_c.t1	ESY11_g54994_DN2_SP0_c0.t1
OG0003452	CP20_g4120_DN3_SP8_c.t1, CP7_g44491_DN3_SP3_c.t1	ESY14_g19992_DN3_SP1_c0.t1
OG0003453	CP4_g23978_DN3_SP0_c.t1, CP6_g7566_DN3_SP0_c.t1	ESY12_g52220_DN3_SP0_c8.t1, ESY12_g51180_DN3_SP0_c11.t1
OG0003454	CP20_g4185_DN3_SP1_c.t1, CP4_g23984_DN3_SP3_c.t1	ESY12_g52212_DN3_SP0_c0.t1
OG0003455	CP4_g24145_DN2_SP0_c.t1	ESY12_g51814_DN3_SP0_c0.t1, ESY12_g51816_DN1_SP0_c0.t1, ESY12_g51817_DN2_SP0_c0.t1, ESY12_g51818_DN3_SP0_c0.t1
OG0003456	CP4_g24247_DN3_SP0_c.t1, CP4_g24249_DN3_SP0_c.t1	ESY12_g52022_DN3_SP0_c0.t1
OG0003457	CP4_g24332_DN3_SP8_c.t1	ESY12_g52146_DN3_SP8_c0.t1
OG0003458	CP4_g24335_DN3_SP2_c.t1, CP4_g24334_DN3_SP2_c.t1	ESY12_g52151_DN3_SP0_c0.t1
OG0003459	CP8_g54440_DN2_SP0_c.t1, CP10_g42620_DN3_SP0_c.t1	ESY3_g31575_DN3_SP0_c0.t1
OG0003460	CP10_g42629_DN3_SP0_c.t1	ESY3_g31552_DN3_SP0_c0.t1
OG0003461	CP10_g42672_DN3_SP0_c.t1, CP8_g52985_DN2_SP0_c.t1	ESY3_g31493_DN3_SP0_c0.t1
OG0003462	CP10_g42872_DN3_SP0_c.t1	ESY3_g30874_DN3_SP0_c0.t1, ESY3_g30837_DN2_SP0_c0.t1
OG0003463	CP10_g43506_DN2_SP0_c.t1	ESY3_g30573_DN3_SP0_c0.t1
OG0003463	CP10_g43106_DN2_SP0_c.t1	ESY3_g31257_DN3_SP0_c0.t1
OG0003464	CP10_g43154_DN3_SP2_c.t1	ESY3_g31297_DN3_SP0_c0.t1
OG0003466	CP10_g43332_DN1_SP0_c.t1	ESY3_g30259_DN3_SP0_c0.t1
OG0003467	CP12_g29933_DN3_SP0_c.t1, CP12_g29930_DN3_SP0_c.t1, CP12_g29932_DN3_SP2_c.t1	ESY3_g30642_DN3_SP0_c0.t1
OG0003468	CP19_g18215_DN3_SP6_c.t1	ESY7_g17146_DN3_SP1_c0.t1
OG0003469	CP11_g31794_DN3_SP2_c.t1	ESY4_g24778_DN3_SP0_c0.t1
OG0003470	CP2_g50469_DN3_SP3_c.t1	ESY2_g34259_DN3_SP0_c0.t1
OG0003470	CP1_g37173_DN3_SP7_c.t1	ESY5_g3216_DN3_SP4_c0.t1
OG0003471	CP1_g37084_DN3_SP0_c.t1, CP1_g37083_DN3_SP0_c.t1, CP21_g11007_DN2_SP0_c.t1	ESY5_g4432_DN3_SP0_c0.t1
OG0003472	CP1_g37231_DN3_SP0_c.t1	ESY5_g3312_DN3_SP0_c0.t1
OG0003473	CP1_g37282_DN3_SP0_c.t1	ESY5_g3393_DN3_SP0_c0.t1
OG0003473	CP2_g49437_DN3_SP0_c.t1	ESY2_g34098_DN2_SP0_c0.t1
OG0003474	CP1_g37307_DN3_SP5_c.t1, CP2_g49388_DN3_SP8_c.t1	ESY2_g34070_DN3_SP8_c0.t1
OG0003475	CP2_g48983_DN3_SP4_c.t1	ESY2_g33578_DN2_SP0_c0.t1
OG0003475	CP1_g37547_DN3_SP1_c.t1	ESY5_g3807_DN3_SP2_c0.t1
OG0003476	CP1_g37593_DN1_SP0_c.t1	ESY5_g3878_DN2_SP0_c0.t1
OG0003476	CP13_g19348_DN2_SP0_c.t1	ESY10_g13836_DN3_SP0_c0.t1
OG0003477	CP1_g37772_DN3_SP7_c.t1	ESY5_g2830_DN3_SP0_c0.t1
OG0003480	CP13_g19202_DN3_SP3_c.t1	ESY8_g60410_DN3_SP6_c0.t1
OG0003481	CP6_g7119_DN3_SP5_c.t1, CP13_g19716_DN3_SP8_c.t1	ESY10_g14745_DN3_SP8_c0.t1
OG0003482	CP12_g30046_DN3_SP8_c.t1	ESY3_g29857_DN3_SP8_c0.t1
OG0003482	CP6_g7225_DN3_SP5_c.t1	ESY2_g38367_DN3_SP1_c0.t1
OG0003484	CP5_g26_DN3_SP4_c.t1, CP8_g52676_DN3_SP0_c.t1	ESY4_g26933_DN3_SP0_c0.t1
OG0003485	CP5_g254_DN3_SP5_c.t1, CP5_g253_DN3_SP8_c.t1	ESY4_g26539_DN3_SP1_c0.t1
OG0003486	CP5_g431_DN3_SP3_c.t1	ESY4_g26019_DN3_SP0_c0.t1
OG0003487	CP5_g547_DN3_SP2_c.t1	ESY4_g25574_DN3_SP1_c0.t1
OG0003488	CP16_g55088_DN3_SP0_c.t1	ESY8_g59472_DN3_SP0_c0.t1
OG0003490	CP10_g42462_DN3_SP0_c.t1	ESY3_g31948_DN1_SP0_c0.t1, ESY8_g60976_DN1_SP0_c0.t1, ESY4_g25079_DN1_SP0_c0.t1
OG0003491	CP7_g45323_DN3_SP4_c.t1, CP9_g28566_DN3_SP8_c.t1	ESY2_g35439_DN3_SP8_c0.t1
OG0003493	CP3_g16336_DN2_SP0_c.t1	ESY7_g16498_DN2_SP0_c0.t1, ESY16_g61766_DN2_SP0_c0.t1
OG0003494	CP7_g46409_DN3_SP0_c.t1	ESY2_g36325_DN3_SP0_c0.t1
OG0003502	CP8_g53219_DN3_SP0_c.t1, CP8_g53218_DN3_SP0_c.t1	ESY7_g16428_DN3_SP0_c0.t1
OG0003504	CP12_g30712_DN3_SP1_c.t1	ESY2_g34136_DN3_SP0_c0.t1
OG0003504	CP12_g30714_DN3_SP0_c.t1	ESY2_g34134_DN3_SP0_c0.t1
OG0003505	CP23_g21793_DN2_SP0_c.t1, CP49_g12844_DN3_SP0_c.t1, CP52_g54700_DN3_SP0_c.t1, CP23_g21482_DN2_SP0_c.t1, CP23_g21590_DN3_SP0_c.t1, CP23_g21794_DN3_SP0_c.t1, CP7_g44953_DN3_SP0_c.t1, CP49_g12857_DN3_SP0_c.t1, CP7_g44952_DN3_SP0_c.t1	ESY6_g48880_DN3_SP0_c0.t1, ESY6_g48877_DN3_SP0_c0.t1
OG0003506	CP5_g3246_DN1_SP0_c.t1, CP44_g20917_DN1_SP0_c.t1, CP4_g26420_DN2_SP0_c.t1, CP6_g9286_DN2_SP0_c.t1, CP14_g22605_DN2_SP0_c.t1, CP6_g7745_DN2_SP0_c.t1, CP6_g7728_DN2_SP0_c.t1, CP17_g5462_DN2_SP0_c.t1, CP14_g22576_DN1_SP0_c.t1, CP25_g55993_DN2_SP0_c.t1, CP6_g7750_DN1_SP0_c.t1, CP6_g7722_DN1_SP0_c.t1, CP5_g1824_DN3_SP0_c.t1, CP5_g2513_DN3_SP0_c.t1, CP5_g1955_DN2_SP0_c.t1, CP6_g7751_DN3_SP0_c.t1	ESY1_g11189_DN1_SP0_c0.t1
OG0003512	CP18_g11542_DN3_SP8_c.t1	ESY8_g59201_DN3_SP7_c0.t1, ESY8_g58508_DN3_SP0_c0.t1
OG0003514	CP11_g32273_DN3_SP4_c.t1	ESY7_g17240_DN3_SP7_c0.t1
OG0003514	CP10_g42298_DN3_SP3_c.t1	ESY3_g32386_DN3_SP3_c0.t1
OG0003515	CP11_g32384_DN3_SP2_c.t1	ESY7_g17390_DN3_SP2_c0.t1
OG0003515	CP7_g45926_DN1_SP0_c.t1	ESY1_g11851_DN2_SP0_c0.t1
OG0003516	CP11_g32787_DN3_SP0_c.t1	ESY7_g18189_DN3_SP0_c0.t1
OG0003516	CP2_g48470_DN3_SP0_c.t1	ESY6_g49944_DN3_SP0_c0.t1
OG0003517	CP11_g32995_DN3_SP1_c.t1, CP12_g30321_DN3_SP1_c.t1	ESY7_g17820_DN3_SP0_c0.t1
OG0003518	CP11_g33033_DN3_SP1_c.t1	ESY7_g18712_DN3_SP1_c0.t1
OG0003519	CP11_g33125_DN3_SP4_c.t1	ESY7_g18586_DN3_SP4_c9.t1
OG0003519	CP2_g48163_DN3_SP8_c.t1	ESY6_g49512_DN3_SP8_c8.t1
OG0003520	CP11_g33130_DN3_SP5_c.t1	ESY7_g18573_DN3_SP0_c0.t1
OG0003521	CP4_g26124_DN3_SP2_c.t1	ESY8_g59057_DN3_SP1_c0.t1
OG0003523	CP4_g25917_DN3_SP0_c.t1	ESY8_g58942_DN3_SP0_c0.t1
OG0003525	CP4_g25715_DN3_SP6_c.t1	ESY8_g58656_DN3_SP8_c0.t1
OG0003526	CP4_g25620_DN3_SP0_c.t1	ESY8_g58492_DN3_SP0_c0.t1
OG0003527	CP4_g25608_DN3_SP2_c.t1	ESY5_g4731_DN3_SP1_c16.t1
OG0003527	CP4_g25609_DN3_SP0_c.t1	ESY8_g58478_DN2_SP0_c0.t1
OG0003528	CP4_g25590_DN3_SP6_c.t1	ESY8_g58439_DN3_SP5_c0.t1
OG0003529	CP4_g25503_DN3_SP7_c.t1	ESY20_g13333_DN3_SP4_c0.t1
OG0003529	CP1_g36822_DN3_SP4_c.t1	ESY5_g4840_DN3_SP8_c0.t1
OG0003530	CP13_g20247_DN3_SP7_c.t1	ESY20_g12913_DN3_SP4_c0.t1
OG0003531	CP7_g44921_DN3_SP0_c.t1	ESY6_g49646_DN3_SP0_c18.t1
OG0003532	CP7_g44815_DN3_SP0_c.t1, CP3_g14446_DN3_SP0_c.t1	ESY16_g62071_DN3_SP0_c0.t1
OG0003533	CP1_g37661_DN3_SP1_c.t1, CP2_g47637_DN3_SP5_c.t1	ESY6_g50347_DN3_SP0_c0.t1
OG0003535	CP11_g32883_DN3_SP0_c.t1	ESY7_g18038_DN3_SP0_c0.t1
OG0003535	CP2_g47751_DN3_SP7_c.t1	ESY6_g50499_DN3_SP5_c0.t1
OG0003536	CP11_g33179_DN3_SP1_c.t1, CP2_g48084_DN3_SP2_c.t1	ESY6_g49387_DN3_SP0_c0.t1
OG0003537	CP2_g48120_DN3_SP2_c.t1	ESY6_g49438_DN3_SP0_c0.t1, ESY6_g49443_DN3_SP0_c0.t1
OG0003538	CP2_g48476_DN3_SP6_c.t1, CP2_g48475_DN3_SP5_c.t1	ESY6_g49934_DN3_SP7_c0.t1, ESY6_g49936_DN3_SP3_c0.t1
OG0003539	CP3_g13977_DN3_SP0_c.t1	ESY1_g11636_DN1_SP0_c0.t1
OG0003539	CP9_g28474_DN3_SP0_c.t1	ESY2_g34400_DN3_SP0_c0.t1, ESY2_g34402_DN2_SP0_c0.t1
OG0003539	CP8_g54169_DN3_SP0_c.t1	ESY1_g11635_DN1_SP0_c0.t1, ESY23_g234_DN1_SP0_c0.t1, ESY6_g49039_DN2_SP0_c0.t1
OG0003540	CP8_g54105_DN3_SP2_c.t1	ESY6_g48966_DN3_SP0_c0.t1
OG0003541	CP8_g54072_DN1_SP0_c.t1	ESY6_g48930_DN3_SP0_c0.t1
OG0003542	CP9_g29015_DN3_SP0_c.t1, CP20_g4042_DN3_SP0_c.t1	ESY2_g34881_DN2_SP0_c0.t1
OG0003543	CP8_g53960_DN3_SP3_c.t1	ESY6_g48734_DN3_SP0_c0.t1
OG0003544	CP8_g53949_DN3_SP1_c.t1	ESY6_g48723_DN3_SP0_c0.t1, ESY6_g48720_DN3_SP0_c0.t1
OG0003545	CP8_g53830_DN3_SP8_c.t1	ESY6_g48571_DN3_SP8_c0.t1
OG0003546	CP8_g53775_DN3_SP8_c.t1	ESY6_g48512_DN3_SP2_c0.t1
OG0003547	CP8_g53622_DN3_SP0_c.t1, CP1_g37086_DN3_SP0_c.t1	ESY5_g4429_DN3_SP0_c0.t1
OG0003548	CP8_g53548_DN3_SP2_c.t1, CP2_g49419_DN3_SP2_c.t1	ESY6_g48070_DN3_SP0_c0.t1, ESY6_g48071_DN3_SP0_c0.t1
OG0003549	CP11_g33176_DN3_SP0_c.t1	ESY7_g18507_DN3_SP0_c0.t1
OG0003550	CP11_g33306_DN3_SP3_c.t1	ESY7_g18834_DN3_SP0_c0.t1
OG0003551	CP11_g33377_DN3_SP8_c.t1	ESY7_g18956_DN3_SP8_c0.t1
OG0003552	CP10_g43580_DN3_SP8_c.t1	ESY11_g54622_DN3_SP8_c0.t1
OG0003554	CP13_g19257_DN3_SP8_c.t1	ESY21_g55869_DN3_SP8_c0.t1
OG0003554	CP5_g1359_DN3_SP0_c.t1	ESY8_g60278_DN3_SP0_c0.t1
OG0003555	CP9_g29539_DN3_SP7_c.t1	ESY2_g37183_DN3_SP0_c0.t1, ESY2_g36803_DN3_SP0_c0.t1
OG0003556	CP7_g45547_DN3_SP8_c.t1	ESY5_g2312_DN3_SP8_c0.t1
OG0003557	CP10_g43822_DN3_SP0_c.t1	ESY11_g53995_DN3_SP0_c0.t1
OG0003558	CP1_g38126_DN3_SP0_c.t1	ESY2_g37599_DN3_SP0_c0.t1
OG0003559	CP6_g7507_DN3_SP0_c.t1	ESY22_g40530_DN3_SP0_c0.t1
OG0003559	CP12_g30685_DN2_SP0_c.t1	ESY3_g28510_DN2_SP0_c0.t1
OG0003560	CP6_g7487_DN3_SP2_c.t1	ESY4_g24012_DN2_SP0_c0.t1, ESY4_g24011_DN3_SP0_c9.t1, ESY22_g40699_DN3_SP0_c18.t1
OG0003562	CP6_g7296_DN3_SP5_c.t1	ESY2_g38588_DN2_SP6_c0.t1
OG0003563	CP9_g28960_DN3_SP0_c.t1	ESY2_g35918_DN3_SP0_c0.t1, ESY2_g35917_DN3_SP0_c0.t1, ESY2_g35910_DN3_SP0_c0.t1, ESY2_g35911_DN3_SP0_c0.t1
OG0003564	CP9_g29116_DN3_SP0_c.t1	ESY2_g35016_DN3_SP0_c0.t1
OG0003564	CP7_g45860_DN3_SP8_c.t1	ESY5_g4137_DN3_SP6_c0.t1
OG0003565	CP13_g19436_DN3_SP0_c.t1	ESY10_g14029_DN1_SP0_c0.t1
OG0003566	CP9_g28553_DN3_SP0_c.t1, CP9_g28552_DN3_SP1_c.t1	ESY2_g35420_DN3_SP0_c0.t1
OG0003567	CP13_g19952_DN3_SP4_c.t1	ESY7_g16817_DN3_SP0_c0.t1
OG0003567	CP13_g19953_DN3_SP1_c.t1	ESY7_g16816_DN3_SP0_c0.t1
OG0003568	CP13_g20457_DN3_SP0_c.t1	ESY7_g18804_DN2_SP0_c0.t1, ESY7_g18805_DN3_SP0_c0.t1
OG0003569	CP9_g28995_DN3_SP0_c.t1, CP7_g45434_DN3_SP0_c.t1	ESY2_g34859_DN3_SP1_c0.t1
OG0003571	CP6_g6771_DN1_SP0_c.t1	ESY9_g43244_DN2_SP0_c0.t1, ESY9_g43246_DN3_SP0_c0.t1, ESY9_g43351_DN2_SP0_c0.t1
OG0003573	CP6_g7191_DN3_SP0_c.t1	ESY16_g61484_DN3_SP0_c0.t1
OG0003574	CP3_g13054_DN3_SP0_c.t1	ESY1_g12584_DN3_SP0_c0.t1
OG0003578	CP3_g13232_DN3_SP7_c.t1	ESY1_g12337_DN3_SP7_c0.t1
OG0003579	CP12_g30931_DN2_SP0_c.t1, CP3_g13319_DN3_SP3_c.t1	ESY1_g12155_DN3_SP0_c0.t1
OG0003580	CP3_g13733_DN3_SP6_c.t1, CP3_g13508_DN3_SP3_c.t1	ESY1_g11428_DN3_SP6_c0.t1
OG0003582	CP3_g13582_DN3_SP0_c.t1	ESY1_g11616_DN2_SP0_c0.t1
OG0003582	CP4_g24528_DN3_SP0_c.t1	ESY12_g51255_DN2_SP0_c0.t1
OG0003583	CP3_g13836_DN3_SP4_c.t1	ESY1_g10791_DN3_SP1_c0.t1
OG0003584	CP3_g14032_DN3_SP1_c.t1, CP5_g1426_DN3_SP0_c.t1	ESY1_g11131_DN3_SP0_c0.t1
OG0003585	CP8_g53334_DN3_SP0_c.t1, CP8_g53333_DN3_SP0_c.t1	ESY6_g47484_DN3_SP0_c0.t1, ESY6_g47488_DN3_SP0_c0.t1
OG0003586	CP9_g28213_DN3_SP8_c.t1	ESY2_g35221_DN3_SP8_c0.t1
OG0003587	CP3_g13747_DN2_SP0_c.t1	ESY1_g10613_DN3_SP0_c0.t1
OG0003588	CP4_g24438_DN2_SP0_c.t1	ESY12_g51560_DN3_SP0_c13.t1
OG0003589	CP3_g14206_DN3_SP0_c.t1, CP3_g14203_DN3_SP0_c.t1, CP3_g14205_DN3_SP0_c.t1	ESY1_g10197_DN3_SP0_c0.t1
OG0003590	CP4_g24951_DN3_SP7_c.t1	ESY9_g45083_DN3_SP6_c0.t1
OG0003591	CP4_g25346_DN2_SP0_c.t1, CP11_g33544_DN3_SP0_c.t1	ESY7_g19303_DN3_SP0_c0.t1
OG0003592	CP18_g12165_DN3_SP0_c.t1	ESY8_g59238_DN3_SP0_c0.t1
OG0003594	CP20_g4337_DN2_SP0_c.t1	ESY7_g18920_DN3_SP0_c0.t1
OG0003595	CP2_g48537_DN3_SP4_c.t1	ESY5_g5102_DN3_SP0_c0.t1, ESY10_g15297_DN3_SP1_c0.t1
OG0003596	CP2_g48624_DN3_SP0_c.t1	ESY10_g15652_DN1_SP0_c0.t1, ESY6_g49830_DN3_SP0_c0.t1
OG0003597	CP12_g29863_DN3_SP4_c.t1	ESY11_g54881_DN3_SP4_c0.t1
OG0003597	CP1_g36666_DN3_SP8_c.t1	ESY5_g5066_DN3_SP8_c0.t1
OG0003599	CP8_g54509_DN3_SP8_c.t1, CP10_g42403_DN2_SP0_c.t1	ESY7_g17064_DN3_SP6_c0.t1
OG0003601	CP10_g43220_DN3_SP0_c.t1	ESY3_g30095_DN3_SP0_c0.t1
OG0003602	CP12_g29886_DN3_SP0_c.t1	ESY3_g30585_DN3_SP0_c0.t1
OG0003603	CP12_g29962_DN3_SP0_c.t1	ESY3_g30006_DN3_SP0_c0.t1
OG0003603	CP1_g37897_DN3_SP3_c.t1	ESY2_g37093_DN3_SP0_c0.t1
OG0003604	CP16_g55095_DN3_SP8_c.t1	ESY8_g59462_DN3_SP2_c0.t1
OG0003605	CP12_g30420_DN3_SP0_c.t1, CP12_g30417_DN3_SP0_c.t1	ESY3_g29205_DN3_SP0_c0.t1, ESY3_g29202_DN2_SP0_c0.t1, ESY3_g29199_DN2_SP0_c0.t1
OG0003606	CP1_g38015_DN3_SP0_c.t1	ESY2_g37345_DN3_SP1_c0.t1
OG0003606	CP12_g30423_DN3_SP8_c.t1	ESY3_g29183_DN3_SP8_c0.t1
OG0003607	CP12_g30710_DN3_SP0_c.t1, CP6_g7526_DN3_SP0_c.t1	ESY3_g28395_DN3_SP0_c0.t1
OG0003609	CP13_g19608_DN3_SP8_c.t1	ESY7_g17081_DN3_SP7_c0.t1, ESY19_g42206_DN3_SP1_c0.t1, ESY10_g14472_DN3_SP0_c0.t1
OG0003611	CP2_g50308_DN3_SP0_c.t1	ESY2_g34246_DN3_SP1_c0.t1
OG0003612	CP3_g14127_DN3_SP0_c.t1	ESY1_g10386_DN1_SP0_c0.t1, ESY1_g10388_DN3_SP0_c0.t1
OG0003613	CP1_g36457_DN3_SP0_c.t1	ESY5_g5503_DN3_SP0_c0.t1, ESY5_g2150_DN3_SP0_c0.t1
OG0003613	CP1_g36458_DN3_SP0_c.t1	ESY5_g5502_DN2_SP0_c0.t1
OG0003614	CP1_g36775_DN3_SP1_c.t1	ESY5_g5281_DN3_SP0_c0.t1, ESY5_g5282_DN3_SP0_c0.t1
OG0003615	CP1_g36857_DN3_SP3_c.t1, CP1_g36858_DN3_SP1_c.t1	ESY5_g4780_DN3_SP0_c0.t1
OG0003616	CP1_g36899_DN3_SP2_c.t1	ESY5_g4717_DN3_SP0_c0.t1
OG0003617	CP1_g36919_DN3_SP8_c.t1	ESY5_g4692_DN3_SP8_c0.t1
OG0003617	CP1_g36920_DN3_SP0_c.t1	ESY5_g4691_DN3_SP0_c0.t1
OG0003618	CP1_g37112_DN3_SP2_c.t1	ESY5_g3123_DN3_SP3_c0.t1
OG0003618	CP1_g37111_DN3_SP0_c.t1	ESY5_g3115_DN3_SP0_c0.t1
OG0003619	CP13_g20161_DN3_SP0_c.t1	ESY5_g3417_DN3_SP0_c0.t1
OG0003620	CP1_g37333_DN3_SP7_c.t1, CP2_g49349_DN3_SP8_c.t1	ESY2_g34047_DN3_SP8_c0.t1
OG0003621	CP1_g37353_DN3_SP1_c.t1, CP1_g37354_DN2_SP0_c.t1	ESY5_g3509_DN3_SP0_c0.t1, ESY5_g3508_DN2_SP0_c0.t1
OG0003622	CP2_g49161_DN3_SP0_c.t1	ESY2_g33886_DN2_SP0_c0.t1
OG0003622	CP1_g37407_DN2_SP0_c.t1	ESY5_g3599_DN2_SP0_c0.t1
OG0003623	CP1_g37523_DN3_SP8_c.t1	ESY5_g3775_DN3_SP7_c0.t1
OG0003623	CP2_g49024_DN3_SP4_c.t1	ESY2_g33654_DN3_SP0_c0.t1
OG0003624	CP1_g37791_DN3_SP1_c.t1	ESY5_g2852_DN3_SP2_c0.t1
OG0003627	CP7_g45695_DN3_SP4_c.t1	ESY5_g3921_DN3_SP0_c0.t1, ESY5_g3918_DN3_SP0_c0.t1
OG0003628	CP13_g20110_DN3_SP1_c.t1, CP13_g20109_DN3_SP1_c.t1	ESY7_g16662_DN3_SP0_c0.t1
OG0003628	CP13_g20115_DN3_SP7_c.t1	ESY7_g16661_DN3_SP6_c0.t1
OG0003629	CP5_g594_DN3_SP8_c.t1	ESY4_g25730_DN3_SP8_c0.t1
OG0003630	CP5_g710_DN3_SP8_c.t1	ESY4_g26002_DN3_SP7_c0.t1
OG0003631	CP3_g15176_DN3_SP0_c.t1	ESY3_g31199_DN3_SP0_c0.t1, ESY4_g25801_DN3_SP0_c0.t1
OG0003632	CP16_g55300_DN3_SP0_c.t1	ESY4_g25082_DN3_SP0_c0.t1
OG0003633	CP9_g28615_DN3_SP6_c.t1	ESY2_g35499_DN3_SP6_c0.t1
OG0003633	CP7_g45371_DN3_SP7_c.t1	ESY5_g1802_DN3_SP7_c0.t1
OG0003634	CP8_g54623_DN3_SP7_c.t1	ESY20_g12968_DN3_SP2_c0.t1
OG0003635	CP1_g36912_DN3_SP0_c.t1	ESY5_g4700_DN2_SP0_c0.t1
OG0003635	CP4_g25650_DN2_SP0_c.t1	ESY8_g58518_DN2_SP0_c0.t1
OG0003637	CP20_g4368_DN3_SP0_c.t1	ESY11_g54934_DN3_SP0_c0.t1
OG0003641	CP13_g20072_DN1_SP0_c.t1	ESY2_g35100_DN2_SP0_c2.t1
OG0003641	CP13_g20064_DN3_SP0_c.t1	ESY9_g43163_DN3_SP0_c0.t1
OG0003644	CP2_g50190_DN3_SP0_c.t1, CP2_g50162_DN3_SP0_c.t1, CP2_g50182_DN3_SP0_c.t1, CP2_g50201_DN2_SP0_c.t1, CP6_g8991_DN3_SP0_c.t1, CP2_g50151_DN2_SP0_c.t1, CP2_g50157_DN3_SP0_c.t1, CP233_g23895_DN3_SP0_c.t1, CP2_g50135_DN3_SP0_c.t1, CP233_g23897_DN3_SP0_c.t1, CP2_g50146_DN3_SP0_c.t1, CP2_g50153_DN3_SP0_c.t1, CP2_g50147_DN3_SP0_c.t1, CP6_g8992_DN3_SP0_c.t1, CP6_g8993_DN3_SP0_c.t1, CP92_g51804_DN3_SP0_c.t1, CP18_g11774_DN3_SP0_c.t1, CP2_g50234_DN1_SP0_c.t1, CP2_g50232_DN1_SP0_c.t1, CP2_g50163_DN2_SP0_c.t1	ESY7_g19427_DN3_SP0_c0.t1
OG0003646	CP8_g53151_DN3_SP0_c.t1, CP8_g53152_DN3_SP0_c.t1, CP8_g53158_DN3_SP0_c.t1, CP8_g53157_DN2_SP0_c.t1, CP8_g53159_DN3_SP0_c.t1	ESY11_g54362_DN3_SP0_c0.t1, ESY11_g54435_DN3_SP0_c0.t1
OG0003647	CP547_g22390_DN1_SP0_p.t1, CP67_g36392_DN2_SP0_c.t1, CP492_g13041_DN1_SP0_c.t1, CP156_g16814_DN3_SP0_c.t1, CP510_g51846_DN2_SP0_p.t1	ESY11_g54311_DN1_SP0_c0.t1
OG0003648	CP5_g698_DN2_SP0_c.t1	ESY4_g25979_DN2_SP0_c93.t1, ESY4_g25976_DN3_SP0_c93.t1
OG0003656	CP3_g14542_DN3_SP2_c.t1, CP3_g14541_DN3_SP3_c.t1	ESY1_g9178_DN3_SP2_c0.t1, ESY1_g9188_DN3_SP0_c0.t1
OG0003659	CP10_g42202_DN3_SP8_c.t1	ESY3_g32545_DN3_SP8_c0.t1
OG0003660	CP19_g18440_DN3_SP8_c.t1	ESY9_g43761_DN3_SP8_c0.t1
OG0003661	CP11_g32738_DN3_SP0_c.t1	ESY16_g61640_DN3_SP0_c0.t1
OG0003661	CP72_g12661_DN3_SP0_c.t1	ESY7_g18267_DN3_SP0_c0.t1
