Orthogroup	Conringia_planisiliqua	Eutrema_salsugineum
OG0001219	CP11_g33011_DN3_SP0_c.t1	XP_006399384.1
OG0001220	CP5_g876_DN3_SP2_c.t1	XP_006412618.2, XP_006401257.1, XP_024016582.1
OG0001221	CP13_g19745_DN3_SP0_c.t1	XP_024010987.1, XP_006404527.1
OG0001222	CP10_g43734_DN3_SP0_c.t1	XP_006409224.1
OG0001222	CP5_g405_DN3_SP0_c.t1	XP_024004591.1
OG0001223	CP7_g45303_DN3_SP0_c.t1	XP_024009099.1
OG0001224	CP2_g50044_DN3_SP2_c.t1	XP_006392281.1, XP_006392286.1, XP_006392463.1
OG0001231	CP10_g42305_DN3_SP5_c.t1	XP_006408341.1
OG0001231	CP11_g32264_DN3_SP8_c.t1	XP_006400241.1
OG0001233	CP5_g1307_DN3_SP0_c.t1	XP_006413115.1
OG0001233	CP5_g1305_DN3_SP0_c.t1	XP_006413113.1
OG0001234	CP2_g48418_DN3_SP7_c.t1	XP_006394756.1
OG0001234	CP11_g32844_DN3_SP8_c.t1	XP_006399581.1
OG0001235	CP11_g33026_DN3_SP8_c.t1	XP_006399365.1
OG0001235	CP2_g47939_DN3_SP8_c.t1	XP_006394248.1
OG0001236	CP10_g42773_DN3_SP5_c.t1	XP_006407819.2
OG0001236	CP2_g48800_DN3_SP8_c.t1	XP_006395201.1
OG0001240	CP1_g36595_DN1_SP0_c.t1	XP_024008194.1
OG0001240	CP4_g25490_DN1_SP0_c.t1	XP_024003938.1
OG0001241	CP4_g25486_DN3_SP8_c.t1	XP_006410401.1
OG0001242	CP7_g45013_DN3_SP1_c.t1	XP_006415620.1
OG0001243	CP2_g48639_DN3_SP7_c.t1	XP_006395003.1
OG0001244	CP2_g47689_DN3_SP8_c.t1	XP_006393963.1
OG0001244	CP3_g14389_DN3_SP6_c.t1	XP_006404094.1
OG0001246	CP9_g28292_DN3_SP8_c.t1	XP_006391280.1
OG0001247	CP2_g48124_DN3_SP6_c.t1	XP_006394473.1
OG0001247	CP11_g33162_DN3_SP6_c.t1	XP_006399219.1
OG0001248	CP8_g54187_DN3_SP6_c.t1	XP_006400711.1
OG0001249	CP8_g53840_DN3_SP0_c.t1	XP_006401088.1
OG0001249	CP11_g33193_DN3_SP0_c.t1	XP_006399186.1, XP_006399191.1
OG0001249	CP11_g33194_DN2_SP0_c.t1	XP_006399185.1
OG0001250	CP2_g49650_DN3_SP0_c.t1	XP_006392385.2
OG0001250	CP2_g49880_DN3_SP0_c.t1, CP2_g49524_DN3_SP0_c.t1	XP_024010405.1
OG0001251	CP5_g1251_DN3_SP0_c.t1	XP_006413062.1, XP_024012430.1
OG0001252	CP11_g32059_DN3_SP8_c.t1	XP_006396457.1
OG0001252	CP1_g36778_DN3_SP2_c.t1	XP_006418291.1
OG0001253	CP11_g32024_DN3_SP0_c.t1	XP_006396496.1
OG0001254	CP10_g42932_DN3_SP7_c.t1	XP_006407647.1
OG0001254	CP11_g33586_DN3_SP8_c.t1	XP_006398754.1
OG0001255	CP11_g33596_DN3_SP6_c.t1	XP_006398741.2
OG0001255	CP10_g42921_DN3_SP7_c.t1	XP_006407660.1
OG0001256	CP9_g29523_DN3_SP8_c.t1	XP_006389948.1
OG0001256	CP7_g46062_DN3_SP8_c.t1	XP_006416769.1
OG0001257	CP9_g29328_DN3_SP0_c.t1	XP_006390153.1
OG0001258	CP9_g29167_DN3_SP5_c.t1	XP_006390323.1
OG0001259	CP9_g29160_DN3_SP8_c.t1	XP_024012053.1
OG0001259	CP7_g45811_DN3_SP8_c.t1	XP_006416503.1
OG0001260	CP10_g43806_DN3_SP6_c.t1	XP_024016425.1
OG0001260	CP5_g466_DN3_SP8_c.t1	XP_006412102.1
OG0001261	CP5_g433_DN3_SP8_c.t1	XP_006412062.1
OG0001261	CP10_g43769_DN3_SP8_c.t1	XP_006409260.2
OG0001262	CP7_g46406_DN3_SP8_c.t1	XP_006392621.1
OG0001262	CP10_g43301_DN3_SP8_c.t1	XP_006407228.1
OG0001263	CP4_g25111_DN3_SP0_c.t1	XP_006410805.1
OG0001264	CP6_g8774_DN3_SP0_c.t1	XP_006414985.1
OG0001264	CP10_g42756_DN3_SP0_c.t1	XP_006407833.1
OG0001265	CP6_g7442_DN3_SP5_c.t1	XP_006414639.1
OG0001266	CP7_g45871_DN3_SP0_c.t1	XP_006416562.1
OG0001266	CP9_g29103_DN3_SP0_c.t1	XP_006390403.1
OG0001267	CP5_g1038_DN3_SP0_c.t1	XP_006412817.1
OG0001267	CP5_g1039_DN3_SP0_c.t1	XP_006412818.1
OG0001268	CP9_g28481_DN2_SP1_c.t1	XP_006397230.1, XP_024007645.1, XP_024009790.1, XP_024012496.1, XP_024006295.1, XP_024012041.1
OG0001268	CP9_g28480_DN1_SP0_c.t1	XP_006391077.1, XP_006404608.1, XP_006397233.1
OG0001269	CP13_g20019_DN3_SP0_c.t1	XP_024011112.1
OG0001270	CP1_g38077_DN3_SP5_c.t1	XP_024006176.1
OG0001271	CP8_g53680_DN3_SP0_c.t1	XP_006393156.1
OG0001271	CP12_g30344_DN3_SP6_c.t1	XP_006406429.1
OG0001272	CP1_g38074_DN3_SP1_c.t1	XP_006393155.1
OG0001272	CP12_g30345_DN3_SP0_c.t1	XP_006406428.2
OG0001273	CP20_g4323_DN3_SP6_c.t1	XP_006396933.1
OG0001273	CP19_g18294_DN3_SP8_c.t1	XP_006413535.1
OG0001274	CP1_g36661_DN3_SP8_c.t1	XP_006418158.1, XP_006404607.1
OG0001275	CP19_g17892_DN2_SP0_c.t1, CP19_g17852_DN3_SP0_c.t1	XP_006405316.2, XP_024009955.1, XP_024014727.1
OG0001276	CP11_g31867_DN3_SP8_c.t1	XP_006396672.1
OG0001277	CP11_g31881_DN3_SP8_c.t1	XP_024009884.1
OG0001277	CP19_g18512_DN3_SP8_c.t1	XP_006413738.1
OG0001278	CP4_g24132_DN3_SP0_c.t1	XP_024010690.1
OG0001278	CP3_g13263_DN3_SP0_c.t1	XP_006402487.1
OG0001279	CP3_g13399_DN3_SP8_c.t1	XP_006402639.1
OG0001279	CP18_g12508_DN3_SP0_c.t1, CP4_g24318_DN3_SP8_c.t1	XP_006397585.1
OG0001280	CP4_g24474_DN3_SP8_c.t1	XP_006411510.1
OG0001280	CP3_g13505_DN3_SP7_c.t1	XP_006402779.1
OG0001282	CP4_g24501_DN3_SP5_c.t1	XP_006411483.1
OG0001283	CP10_g42818_DN3_SP8_c.t1	XP_006407765.1
OG0001283	CP3_g13757_DN3_SP5_c.t1, CP71_g11195_DN3_SP0_c.t1	XP_006403400.2
OG0001284	CP3_g13786_DN3_SP8_c.t1	XP_006403442.1
OG0001284	CP4_g24745_DN3_SP8_c.t1	XP_006411212.1
OG0001285	CP8_g53271_DN3_SP5_c.t1	XP_006401746.1
OG0001285	CP5_g1225_DN3_SP7_c.t1	XP_006413030.1
OG0001286	CP4_g25036_DN3_SP8_c.t1	XP_006410883.1
OG0001287	CP10_g43709_DN3_SP0_c.t1	XP_006409200.1
OG0001287	CP5_g391_DN3_SP8_c.t1	XP_006412019.1
OG0001288	CP16_g55127_DN2_SP0_c.t1	XP_006404986.1
OG0001288	CP5_g854_DN2_SP0_c.t1	XP_006412590.1
OG0001289	CP4_g24272_DN3_SP0_c.t1	XP_006413937.2, XP_006397635.1
OG0001290	CP2_g48784_DN3_SP1_c.t1	XP_006395180.1
OG0001290	CP10_g42754_DN3_SP0_c.t1	XP_006407835.1
OG0001291	CP20_g4381_DN2_SP0_c.t1	XP_006396860.1
OG0001292	CP12_g30015_DN2_SP0_c.t1	XP_006406816.1
OG0001295	CP7_g45994_DN3_SP0_c.t1	XP_024008305.1
OG0001295	CP9_g28913_DN3_SP2_c.t1	XP_024008795.1
OG0001296	CP5_g1674_DN2_SP0_c.t1	XP_006405797.2
OG0001297	CP13_g19150_DN3_SP5_c.t1	XP_006395321.1
OG0001298	CP7_g45192_DN3_SP0_c.t1	XP_024008942.1
OG0001298	CP9_g28363_DN2_SP0_c.t1	XP_006391204.1
OG0001299	CP4_g25293_DN3_SP0_c.t1	XP_006410595.1
OG0001299	CP4_g25292_DN3_SP0_c.t1	XP_006410596.1
OG0001301	CP13_g19812_DN3_SP0_c.t1, CP13_g19814_DN3_SP0_c.t1, CP13_g19815_DN3_SP0_c.t1	XP_006398385.1, XP_006398386.1
OG0001303	CP7_g44667_DN2_SP0_c.t1, CP7_g44661_DN3_SP0_c.t1, CP3_g14850_DN3_SP0_c.t1	XP_006409716.2
OG0001305	CP1_g37800_DN3_SP0_c.t1	XP_006416959.2
OG0001305	CP13_g19654_DN3_SP8_c.t1	XP_006395874.1
OG0001306	CP10_g42197_DN3_SP8_c.t1	XP_006408454.1
OG0001306	CP11_g32424_DN3_SP8_c.t1	XP_006400067.1
OG0001307	CP10_g42168_DN3_SP8_c.t1	XP_006408483.1
OG0001307	CP11_g32463_DN3_SP8_c.t1	XP_024012291.1
OG0001309	CP11_g33071_DN3_SP4_c.t1	XP_006399307.1
OG0001309	CP2_g48245_DN3_SP0_c.t1	XP_006394581.1
OG0001310	CP1_g37072_DN3_SP3_c.t1	XP_006417754.1
OG0001310	CP4_g25895_DN2_SP8_c.t1	XP_006409877.1
OG0001311	CP1_g36881_DN3_SP6_c.t1	XP_024008319.1
OG0001311	CP4_g25593_DN3_SP3_c.t1	XP_006410289.1
OG0001314	CP1_g37743_DN3_SP0_c.t1	XP_024008579.1
OG0001314	CP13_g19551_DN3_SP0_c.t1	XP_024006797.1
OG0001315	CP13_g19499_DN3_SP0_c.t1	XP_006395698.1
OG0001316	CP2_g48118_DN3_SP8_c.t1	XP_006394463.1
OG0001316	CP7_g45135_DN3_SP6_c.t1	XP_006415761.1
OG0001317	CP2_g48294_DN3_SP0_c.t1	XP_006394631.1
OG0001317	CP3_g14497_DN3_SP0_c.t1	XP_006404216.1
OG0001319	CP8_g54001_DN3_SP8_c.t1	XP_006400918.1
OG0001319	CP3_g14819_DN2_SP0_c.t1	XP_024009717.1
OG0001321	CP8_g53551_DN3_SP0_c.t1	XP_024011439.1
OG0001321	CP19_g17974_DN3_SP0_c.t1	XP_006413159.1
OG0001322	CP1_g36434_DN3_SP4_c.t1	XP_006418460.1
OG0001322	CP3_g13279_DN3_SP0_c.t1	XP_006402505.1
OG0001323	CP11_g33240_DN3_SP0_c.t1	XP_006399121.1
OG0001323	CP10_g43142_DN3_SP0_c.t1	XP_006407411.1
OG0001324	CP11_g33212_DN3_SP4_c.t1	XP_024011509.1
OG0001324	CP10_g43118_DN3_SP3_c.t1	XP_006407433.2
OG0001325	CP161_g50911_DN3_SP0_c.t1, CP161_g50917_DN3_SP0_c.t1, CP11_g33209_DN3_SP7_c.t1, CP572_g4811_DN3_SP0_c.t1	XP_024012106.1
OG0001325	CP10_g43116_DN2_SP6_c.t1	XP_006407435.1
OG0001326	CP11_g33409_DN3_SP8_c.t1	XP_006398940.1
OG0001327	CP19_g17856_DN3_SP0_c.t1	XP_006405320.1
OG0001327	CP13_g19099_DN3_SP0_c.t1	XP_006391654.1
OG0001328	CP10_g43695_DN3_SP0_c.t1	XP_024010827.1
OG0001329	CP9_g29387_DN3_SP8_c.t1	XP_006390090.1
OG0001329	CP7_g45606_DN3_SP8_c.t1	XP_006416271.1
OG0001330	CP7_g45625_DN3_SP8_c.t1	XP_006416291.1, XP_024008890.1
OG0001330	CP9_g29366_DN3_SP0_c.t1	XP_006390110.1
OG0001331	CP7_g46416_DN3_SP8_c.t1	XP_006392612.1
OG0001331	CP10_g43295_DN3_SP8_c.t1	XP_006407233.1
OG0001332	CP7_g46340_DN3_SP0_c.t1	XP_006392704.1
OG0001332	CP10_g43365_DN3_SP0_c.t1	XP_006407142.1
OG0001334	CP6_g7538_DN3_SP8_c.t1	XP_006414761.1
OG0001334	CP6_g7544_DN3_SP5_c.t1	XP_006414763.1
OG0001335	CP12_g30652_DN3_SP8_c.t1	XP_006406114.1
OG0001335	CP6_g7474_DN3_SP8_c.t1	XP_006414669.1
OG0001336	CP6_g7466_DN3_SP0_c.t1	XP_006414666.1
OG0001336	CP12_g30650_DN3_SP0_c.t1	XP_024015072.1
OG0001337	CP6_g7440_DN2_SP1_c.t1	XP_024005914.1
OG0001337	CP12_g30624_DN3_SP3_c.t1	XP_006406145.1
OG0001338	CP7_g45970_DN3_SP1_c.t1	XP_024009142.1
OG0001339	CP1_g37627_DN2_SP0_c.t1	XP_006417140.1
OG0001340	CP13_g19931_DN3_SP0_c.t1	XP_006398268.2
OG0001340	CP6_g6942_DN3_SP0_c.t1	XP_006414072.1
OG0001342	CP13_g19993_DN3_SP8_c.t1	XP_006398206.1
OG0001342	CP6_g6881_DN3_SP8_c.t1	XP_024005917.1
OG0001343	CP6_g6854_DN3_SP1_c.t1	XP_006413953.1
OG0001343	CP13_g20040_DN3_SP8_c.t1	XP_006398172.1
OG0001344	CP1_g37982_DN3_SP1_c.t1	XP_006393055.1
OG0001344	CP4_g25155_DN3_SP6_c.t1	XP_024003863.1
OG0001345	CP1_g37868_DN3_SP8_c.t1	XP_006392903.1
OG0001345	CP12_g29921_DN3_SP8_c.t1	XP_006406923.1
OG0001346	CP1_g37838_DN3_SP3_c.t1	XP_006392856.2
OG0001346	CP12_g29888_DN3_SP8_c.t1	XP_006406961.1
OG0001348	CP3_g14283_DN3_SP0_c.t1, CP3_g14281_DN3_SP0_c.t1	XP_006403983.1
OG0001348	CP2_g47565_DN3_SP2_c.t1	XP_006393837.1
OG0001349	CP13_g19096_DN3_SP0_c.t1	XP_006391650.2
OG0001350	CP19_g18397_DN3_SP2_c.t1	XP_006413622.1
OG0001350	CP20_g4413_DN3_SP3_c.t1	XP_006396798.1
OG0001351	CP6_g6773_DN2_SP0_c.t1	XP_006413851.1
OG0001351	CP6_g6774_DN3_SP2_c.t1	XP_006413852.1
OG0001353	CP3_g13136_DN3_SP0_c.t1	XP_006402360.1
OG0001353	CP4_g23973_DN3_SP0_c.t1	XP_006397943.1
OG0001355	CP3_g13365_DN3_SP8_c.t1	XP_006402603.1
OG0001356	CP3_g13380_DN3_SP8_c.t1	XP_006402622.2
OG0001356	CP4_g24285_DN3_SP4_c.t1	XP_024010762.1
OG0001356	CP4_g24279_DN3_SP3_c.t1	XP_024010850.1
OG0001357	CP4_g24459_DN3_SP8_c.t1	XP_006411538.1
OG0001358	CP3_g13649_DN3_SP8_c.t1	XP_024012992.1
OG0001358	CP4_g24599_DN3_SP8_c.t1	XP_006411387.1
OG0001360	CP5_g1598_DN3_SP7_c.t1	XP_006405696.1
OG0001361	CP20_g4010_DN2_SP0_c.t1, CP181_g11319_DN1_SP0_c.t1	XP_006400897.1
OG0001361	CP6_g8558_DN2_SP0_c.t1, CP6_g8566_DN2_SP0_c.t1, CP12_g31279_DN1_SP0_c.t1	XP_006403378.1
OG0001362	CP2_g48761_DN3_SP1_c.t1	XP_006395150.1
OG0001362	CP10_g42728_DN3_SP0_c.t1	XP_006407858.1
OG0001364	CP7_g44427_DN3_SP6_c.t1	XP_006397422.1
OG0001364	CP7_g45557_DN3_SP8_c.t1	XP_006416211.1
OG0001365	CP7_g44611_DN3_SP0_c.t1	XP_006415146.1
OG0001365	CP20_g4232_DN3_SP1_c.t1	XP_006397041.1
OG0001366	CP10_g42534_DN3_SP8_c.t1	XP_006408080.1
OG0001366	CP2_g48594_DN3_SP2_c.t1	XP_006394953.1
OG0001368	CP4_g24039_DN2_SP0_c.t1	XP_006397871.1
OG0001371	CP10_g42407_DN3_SP8_c.t1	XP_006408225.1
OG0001371	CP8_g54506_DN3_SP6_c.t1	XP_006400376.1
OG0001373	CP10_g43039_DN3_SP8_c.t1	XP_006407511.1
OG0001376	CP10_g43488_DN2_SP0_c.t1	XP_006407000.1
OG0001377	CP1_g38286_DN3_SP3_c.t1	XP_006393407.1
OG0001377	CP12_g30113_DN3_SP7_c.t1	XP_006406692.1
OG0001378	CP11_g32668_DN3_SP3_c.t1	XP_006399783.1
OG0001378	CP12_g30435_DN3_SP8_c.t1	XP_006406348.1
OG0001379	CP1_g37988_DN2_SP0_c.t1	XP_006393061.1
OG0001379	CP12_g30749_DN2_SP0_c.t1	XP_006418845.1, XP_006395416.2
OG0001380	CP8_g54503_DN3_SP0_c.t1	XP_006400381.2
OG0001381	CP2_g49204_DN3_SP6_c.t1	XP_006392094.1
OG0001381	CP1_g37392_DN3_SP6_c.t1	XP_006417402.1
OG0001382	CP1_g37756_DN3_SP0_c.t1	XP_024008067.1
OG0001384	CP9_g28678_DN3_SP8_c.t1	XP_024012663.1
OG0001384	CP7_g45451_DN3_SP8_c.t1	XP_006416100.1
OG0001385	CP5_g313_DN3_SP0_c.t1	XP_006411942.1
OG0001386	CP7_g44562_DN3_SP0_c.t1	XP_006415105.1
OG0001387	CP5_g627_DN3_SP8_c.t1	XP_006412301.1
OG0001387	CP17_g5099_DN3_SP4_c.t1	XP_006409625.1, XP_006409624.1
OG0001389	CP10_g43812_DN3_SP0_c.t1, CP12_g29992_DN3_SP0_c.t1, CP12_g29997_DN3_SP0_c.t1	XP_006406838.1
OG0001390	CP22_g17376_DN1_SP0_c.t1	XP_006406083.1
OG0001392	CP8_g54426_DN3_SP0_c.t1	XP_006400466.1
OG0001392	CP8_g54424_DN3_SP0_c.t1	XP_006400468.1
OG0001396	CP5_g1286_DN3_SP6_c.t1	XP_006413096.2
OG0001396	CP8_g53419_DN3_SP8_c.t1	XP_006401566.1
OG0001397	CP5_g1281_DN3_SP0_c.t1	XP_006413090.1
OG0001397	CP8_g53415_DN2_SP0_c.t1	XP_006401570.1
OG0001398	CP11_g32123_DN3_SP3_c.t1	XP_006396395.1
OG0001398	CP5_g1378_DN3_SP6_c.t1	XP_006405499.1
OG0001399	CP10_g42371_DN3_SP8_c.t1	XP_024015641.1
OG0001399	CP11_g32181_DN3_SP8_c.t1	XP_006400336.1
OG0001400	CP5_g1480_DN3_SP8_c.t1	XP_006405589.1
OG0001401	CP11_g32698_DN3_SP8_c.t1	XP_006399751.1
OG0001401	CP8_g54392_DN3_SP8_c.t1	XP_006400502.1
OG0001402	CP11_g32823_DN3_SP8_c.t1	XP_006399606.1
OG0001402	CP2_g48430_DN3_SP8_c.t1	XP_006394770.1
OG0001403	CP11_g32945_DN3_SP8_c.t1	XP_006399471.1
OG0001403	CP2_g47824_DN3_SP8_c.t1	XP_006394118.2
OG0001404	CP11_g33063_DN3_SP8_c.t1	XP_006399319.1
OG0001404	CP2_g48256_DN3_SP8_c.t1	XP_024006868.1
OG0001405	CP4_g25874_DN3_SP8_c.t1	XP_006409901.1
OG0001405	CP1_g37054_DN3_SP4_c.t1	XP_006417776.1
OG0001407	CP4_g25759_DN3_SP0_c.t1	XP_024003929.1
OG0001407	CP10_g42165_DN3_SP0_c.t1	XP_006408491.1
OG0001409	CP4_g25664_DN3_SP8_c.t1	XP_006410196.1
OG0001409	CP1_g36928_DN3_SP8_c.t1	XP_024008264.1
OG0001410	CP1_g36553_DN3_SP2_c.t1	XP_006418051.1
OG0001410	CP4_g25514_DN3_SP0_c.t1	XP_006410370.1
OG0001411	CP1_g38498_DN3_SP2_c.t1	XP_006393620.1
OG0001411	CP13_g20417_DN3_SP4_c.t1	XP_006403303.1
OG0001412	CP4_g25313_DN3_SP0_c.t1	XP_006410574.1
OG0001412	CP7_g44957_DN3_SP0_c.t1	XP_006415565.1
OG0001413	CP6_g7681_DN3_SP1_c.t1	XP_024005694.1
OG0001414	CP3_g14390_DN3_SP0_c.t1	XP_024013637.1
OG0001414	CP2_g47691_DN3_SP3_c.t1	XP_006393965.1
OG0001415	CP2_g47712_DN3_SP8_c.t1	XP_006393983.1
OG0001415	CP3_g14404_DN3_SP8_c.t1	XP_006404109.1
OG0001416	CP2_g47959_DN3_SP8_c.t1	XP_006394269.1
OG0001416	CP3_g14511_DN3_SP8_c.t1	XP_006404227.1
OG0001417	CP16_g55457_DN3_SP0_c.t1	XP_006401010.1, XP_006401007.1
OG0001419	CP8_g53582_DN3_SP7_c.t1	XP_006401393.1
OG0001419	CP19_g17981_DN3_SP8_c.t1	XP_006413165.1
OG0001420	CP11_g32053_DN3_SP0_c.t1	XP_006396463.1
OG0001422	CP11_g33730_DN3_SP6_c.t1	XP_006398601.1
OG0001422	CP10_g42852_DN2_SP8_c.t1	XP_006407736.1
OG0001423	CP5_g1356_DN3_SP4_c.t1	XP_024014571.1
OG0001424	CP6_g7804_DN3_SP0_c.t1, CP3_g16780_DN1_SP0_c.t1, CP5_g3152_DN1_SP0_c.t1	XP_024006146.1
OG0001425	CP5_g477_DN3_SP8_c.t1	XP_024004417.1
OG0001425	CP10_g43819_DN3_SP8_c.t1	XP_024016164.1
OG0001426	CP7_g46418_DN3_SP7_c.t1	XP_024006221.1
OG0001427	CP7_g46405_DN3_SP8_c.t1	XP_006392622.1
OG0001427	CP10_g43302_DN3_SP8_c.t1	XP_006407227.1
OG0001429	CP5_g1217_DN3_SP0_c.t1	XP_006413023.1
OG0001429	CP8_g53247_DN3_SP0_c.t1	XP_006401758.1
OG0001430	CP19_g18225_DN3_SP1_c.t1	XP_024005275.1
OG0001430	CP27_g41700_DN3_SP8_c.t1	XP_006402246.1
OG0001431	CP16_g55305_DN3_SP0_c.t1	XP_006405210.1
OG0001432	CP7_g45329_DN3_SP0_c.t1	XP_006415979.1
OG0001432	CP9_g28583_DN3_SP0_c.t1	XP_006390975.1
OG0001433	CP6_g6930_DN3_SP8_c.t1	XP_006414055.1
OG0001433	CP13_g19943_DN3_SP8_c.t1	XP_006398258.1
OG0001434	CP6_g6852_DN3_SP8_c.t1	XP_006413950.1
OG0001434	CP13_g20044_DN3_SP8_c.t1	XP_006398162.1
OG0001435	CP12_g30350_DN3_SP6_c.t1	XP_006406423.1
OG0001435	CP1_g38067_DN3_SP8_c.t1	XP_024006357.1
OG0001436	CP1_g37873_DN3_SP2_c.t1	XP_006392910.1
OG0001436	CP12_g29935_DN3_SP2_c.t1	XP_006406905.1
OG0001437	CP13_g19798_DN3_SP0_c.t1	XP_006398394.1
OG0001438	CP6_g7084_DN3_SP7_c.t1	XP_024004766.1
OG0001438	CP13_g19765_DN3_SP8_c.t1	XP_006398424.1
OG0001439	CP20_g4320_DN3_SP0_c.t1	XP_006396936.1, XP_006396935.1
OG0001440	CP5_g482_DN3_SP3_c.t1	XP_006412126.1
OG0001440	CP10_g43837_DN3_SP2_c.t1	XP_006409346.1
OG0001441	CP16_g55502_DN3_SP0_c.t1	XP_006396722.1
OG0001441	CP19_g18454_DN3_SP6_c.t1	XP_006413678.1
OG0001442	CP11_g31857_DN3_SP8_c.t1	XP_006396681.1
OG0001442	CP19_g18473_DN3_SP8_c.t1	XP_006413699.1
OG0001443	CP6_g6760_DN3_SP0_c.t1	XP_006413835.1, XP_006391784.1
OG0001444	CP19_g18284_DN3_SP7_c.t1	XP_006413525.1
OG0001444	CP10_g42160_DN3_SP8_c.t1	XP_006408498.2
OG0001445	CP3_g13134_DN3_SP1_c.t1	XP_006402354.2
OG0001445	CP2_g50089_DN3_SP0_c.t1	XP_006405152.1, XP_006405149.1
OG0001447	CP3_g13429_DN3_SP0_c.t1	XP_006402676.1
OG0001447	CP4_g24379_DN3_SP0_c.t1	XP_006397520.1
OG0001448	CP16_g54894_DN3_SP6_c.t1	XP_006404724.2
OG0001448	CP20_g4113_DN3_SP0_c.t1	XP_006411832.1
OG0001450	CP4_g24535_DN3_SP5_c.t1	XP_006411456.1
OG0001450	CP3_g13594_DN3_SP8_c.t1	XP_006402868.1
OG0001451	CP4_g24571_DN3_SP8_c.t1	XP_006411415.1
OG0001451	CP3_g13625_DN3_SP8_c.t1	XP_006396061.1, XP_006402897.1
OG0001452	CP3_g13782_DN3_SP1_c.t1	XP_006403432.1
OG0001452	CP4_g24740_DN2_SP2_c.t1	XP_006411225.2
OG0001454	CP4_g24932_DN3_SP8_c.t1	XP_006410993.1
OG0001454	CP3_g13958_DN3_SP8_c.t1	XP_006403627.1
OG0001455	CP3_g13986_DN3_SP8_c.t1	XP_006403662.1
OG0001456	CP12_g30032_DN3_SP4_c.t1	XP_006406796.1
OG0001456	CP6_g7257_DN3_SP4_c.t1	XP_006414388.1
OG0001458	CP5_g1008_DN3_SP3_c.t1	XP_024005499.1
OG0001458	CP10_g43608_DN3_SP0_c.t1	XP_006409078.1
OG0001459	CP10_g43589_DN3_SP8_c.t1	XP_006409063.1
OG0001459	CP5_g1023_DN1_SP8_c.t1	XP_006412800.1
OG0001460	CP10_g43575_DN3_SP8_c.t1	XP_006409039.1
OG0001461	CP4_g24791_DN3_SP0_c.t1	XP_006411159.1
OG0001462	CP4_g24881_DN3_SP0_c.t1	XP_024004162.1
OG0001465	CP16_g54759_DN3_SP6_c.t1	XP_006404572.1
OG0001465	CP5_g80_DN3_SP8_c.t1	XP_006411692.1
OG0001466	CP16_g54860_DN3_SP7_c.t1	XP_006404690.1
OG0001467	CP16_g55013_DN3_SP0_c.t1	XP_006404849.2
OG0001468	CP5_g331_DN3_SP0_c.t1	XP_006411958.2
OG0001468	CP16_g55029_DN3_SP4_c.t1	XP_006404862.1
OG0001469	CP16_g55099_DN3_SP5_c.t1	XP_006404955.1
OG0001469	CP5_g892_DN3_SP8_c.t1	XP_006412638.1
OG0001470	CP7_g44481_DN3_SP0_c.t1	XP_006396080.1
OG0001470	CP7_g44482_DN3_SP0_c.t1	XP_006415017.1
OG0001471	CP2_g48560_DN3_SP8_c.t1	XP_006394916.2
OG0001471	CP10_g42575_DN3_SP0_c.t1	XP_024015292.1
OG0001472	CP2_g48576_DN2_SP0_c.t1	XP_006394934.1
OG0001473	CP2_g48579_DN3_SP7_c.t1	XP_006394936.1
OG0001473	CP10_g42548_DN3_SP8_c.t1	XP_006408054.1
OG0001474	CP12_g29865_DN3_SP8_c.t1	XP_006404072.2, XP_006408952.1
OG0001475	CP3_g13401_DN1_SP0_c.t1	XP_006402641.1
OG0001475	CP4_g24320_DN1_SP0_c.t1	XP_006397584.1
OG0001477	CP2_g48675_DN3_SP0_c.t1	XP_024007346.1
OG0001477	CP10_g42654_DN3_SP7_c.t1	XP_006407939.1
OG0001478	CP12_g30494_DN3_SP0_c.t1	XP_006406278.1
OG0001479	CP1_g37313_DN3_SP8_c.t1	XP_006417482.1
OG0001479	CP2_g49385_DN3_SP8_c.t1	XP_006392273.1
OG0001480	CP2_g48991_DN3_SP6_c.t1	XP_006391810.1
OG0001480	CP1_g37541_DN3_SP8_c.t1	XP_006417240.2
OG0001481	CP7_g46125_DN3_SP0_c.t1	XP_024007867.1
OG0001482	CP8_g52222_DN3_SP1_c.t1	XP_006402205.1
OG0001482	CP19_g18216_DN3_SP6_c.t1	XP_024004391.1
OG0001483	CP7_g45703_DN3_SP8_c.t1	XP_006416378.1
OG0001483	CP5_g503_DN3_SP8_c.t1	XP_006412154.1
OG0001484	CP7_g45485_DN1_SP0_c.t1	XP_006416134.1
OG0001484	CP9_g28740_DN3_SP0_c.t1	XP_006390800.1
OG0001488	CP11_g33672_DN3_SP0_c.t1	XP_006398665.1
OG0001488	CP6_g7568_DN3_SP0_c.t1	XP_006397207.1
OG0001489	CP2_g49262_DN3_SP0_c.t1	XP_006392158.2
OG0001490	CP10_g42571_DN3_SP0_c.t1, CP8_g52647_DN1_SP0_c.t1	XP_006408030.2
OG0001499	CP9_g28220_DN3_SP2_c.t1, CP9_g28221_DN3_SP1_c.t1	XP_006391434.1
OG0001499	CP9_g28217_DN3_SP0_c.t1	XP_006391431.2
OG0001500	CP7_g44909_DN3_SP8_c.t1	XP_006415539.1
OG0001501	CP10_g42355_DN3_SP7_c.t1	XP_006408285.1
OG0001501	CP11_g32201_DN3_SP5_c.t1	XP_006400312.1
