Orthogroup	Conringia_planisiliqua	Cardamine_glauca
OG0001807	CP10_g42987_DN3_SP8_c.t1	Cg004G1161600
OG0001808	CP11_g33572_DN3_SP0_c.t1	Cg008G2603200
OG0001809	CP13_g19278_DN3_SP8_c.t1	Cg002G0652800
OG0001809	CP5_g1335_DN3_SP8_c.t1	Cg001G0380000
OG0001811	CP1_g39180_DN3_SP0_c.t1	Cg006G2093200
OG0001811	CP9_g29481_DN3_SP0_c.t1	Cg007G2555600
OG0001813	CP7_g45654_DN3_SP7_c.t1	Cg006G2054900
OG0001814	CP9_g29318_DN3_SP4_c.t1	Cg007G2538200
OG0001814	CP7_g45662_DN3_SP8_c.t1	Cg006G2055800
OG0001815	CP9_g29252_DN3_SP0_c.t1	Cg007G2532000
OG0001815	CP7_g45731_DN3_SP0_c.t1	Cg006G2062800
OG0001817	CP5_g1683_DN3_SP0_c.t1	Cg001G0347000, Cg001G0347600
OG0001818	CP7_g45819_DN3_SP3_c.t1	Cg006G2071700
OG0001819	CP10_g43790_DN2_SP0_c.t1	Cg004G1411500
OG0001819	CP5_g460_DN3_SP0_c.t1	Cg001G0045900
OG0001820	CP5_g408_DN2_SP5_c.t1	Cg001G0039800
OG0001820	CP10_g43736_DN3_SP0_c.t1	Cg004G1414500
OG0001821	CP4_g25098_DN3_SP8_c.t1	Cg005G1569100
OG0001821	CP3_g14070_DN3_SP8_c.t1	Cg002G0498300
OG0001822	CP13_g19360_DN3_SP8_c.t1	Cg002G0662100
OG0001822	CP4_g25061_DN3_SP8_c.t1	Cg005G1566000
OG0001824	CP9_g28934_DN3_SP8_c.t1	Cg007G2500300
OG0001825	CP8_g53429_DN1_SP0_c.t1	Cg003G0934400
OG0001826	CP9_g29077_DN3_SP0_c.t1	Cg007G2514100
OG0001826	CP7_g45885_DN1_SP0_c.t1	Cg006G2078500
OG0001827	CP5_g1083_DN3_SP8_c.t1	Cg001G0110300
OG0001827	CP10_g43541_DN3_SP1_c.t1	Cg004G1435900
OG0001828	CP7_g45313_DN3_SP8_c.t1	Cg006G2018700
OG0001828	CP9_g28555_DN3_SP8_c.t1	Cg007G2465400
OG0001829	CP6_g6975_DN3_SP3_c.t1	Cg001G0218100
OG0001829	CP13_g19899_DN3_SP0_c.t1	Cg008G2969600
OG0001830	CP13_g19979_DN3_SP5_c.t1	Cg008G2961200
OG0001830	CP6_g6899_DN3_SP8_c.t1	Cg001G0209100
OG0001831	CP7_g44409_DN3_SP0_c.t1, CP7_g44261_DN3_SP0_c.t1	Cg008G2842100, Cg006G2190800
OG0001832	CP12_g30480_DN3_SP4_c.t1	Cg004G1280200
OG0001832	CP1_g37958_DN3_SP8_c.t1	Cg006G1818100
OG0001833	CP12_g29966_DN3_SP8_c.t1	Cg004G1225700
OG0001834	CP4_g25307_DN3_SP3_c.t1	Cg005G1589400
OG0001834	CP8_g53199_DN3_SP7_c.t1	Cg003G0907500
OG0001836	CP4_g25790_DN3_SP5_c.t1	Cg005G1637900
OG0001836	CP1_g37020_DN3_SP7_c.t1	Cg006G2191100
OG0001837	CP10_g44086_DN3_SP6_c.t1	Cg004G1382700, Cg004G1390300
OG0001837	CP5_g605_DN3_SP8_c.t1	Cg001G0060500
OG0001838	CP10_g43839_DN3_SP8_c.t1	Cg004G1406300
OG0001838	CP5_g483_DN3_SP8_c.t1	Cg001G0048400
OG0001839	CP19_g18276_DN3_SP7_c.t1	Cg001G0165900
OG0001839	CP20_g4309_DN3_SP3_c.t1	Cg003G0763200
OG0001840	CP19_g18386_DN3_SP7_c.t1	Cg001G0175300
OG0001840	CP20_g4401_DN3_SP8_c.t1	Cg003G0753600
OG0001842	CP28_g33819_DN3_SP0_c.t1, CP6_g6885_DN3_SP0_c.t1	Cg001G0196500
OG0001843	CP11_g31923_DN3_SP8_c.t1	Cg003G0735200, Cg003G0863200
OG0001843	CP6_g6749_DN3_SP3_c.t1	Cg001G0193500
OG0001844	CP11_g31895_DN3_SP0_c.t1	Cg003G0738300, Cg003G0859700
OG0001844	CP6_g6696_DN3_SP0_c.t1	Cg001G0188800
OG0001845	CP1_g37093_DN3_SP8_c.t1	Cg006G2182800
OG0001846	CP3_g13636_DN3_SP3_c.t1	Cg002G0453000
OG0001846	CP16_g55633_DN3_SP7_c.t1	Cg005G1516700
OG0001847	CP4_g23957_DN3_SP2_c.t1	Cg005G1452800, Cg002G0402400
OG0001848	CP3_g13178_DN3_SP8_c.t1	Cg002G0408700
OG0001849	CP3_g13327_DN3_SP0_c.t1	Cg002G0422100
OG0001849	CP4_g24214_DN3_SP0_c.t1	Cg005G1477900
OG0001850	CP4_g24246_DN3_SP5_c.t1	Cg005G1481700
OG0001851	CP3_g13372_DN3_SP8_c.t1	Cg002G0426300
OG0001851	CP4_g24268_DN3_SP4_c.t1	Cg005G1483700
OG0001852	CP3_g13382_DN3_SP8_c.t1	Cg002G0427100
OG0001852	CP4_g24295_DN3_SP8_c.t1	Cg005G1486600
OG0001853	CP4_g24310_DN3_SP7_c.t1	Cg005G1488100
OG0001853	CP3_g13389_DN3_SP8_c.t1	Cg002G0428000
OG0001854	CP3_g13418_DN3_SP0_c.t1	Cg002G0430400
OG0001855	CP4_g24625_DN3_SP1_c.t1	Cg005G1520600
OG0001855	CP3_g13684_DN3_SP0_c.t1	Cg002G0457700
OG0001856	CP3_g13787_DN3_SP1_c.t1	Cg002G0469800
OG0001857	CP3_g13879_DN3_SP0_c.t1, CP3_g13876_DN2_SP0_c.t1, CP3_g13877_DN2_SP0_c.t1, CP3_g13875_DN3_SP0_c.t1, CP3_g13878_DN3_SP0_c.t1	Cg004G1398700, Cg002G0479400
OG0001858	CP3_g14028_DN3_SP0_c.t1	Cg002G0493300
OG0001858	CP4_g25033_DN3_SP0_c.t1	Cg005G1563000
OG0001859	CP5_g360_DN3_SP6_c.t1	Cg001G0035600
OG0001859	CP10_g43681_DN3_SP8_c.t1	Cg004G1419800
OG0001860	CP5_g336_DN3_SP8_c.t1	Cg001G0033300
OG0001860	CP10_g43652_DN3_SP1_c.t1	Cg004G1422300
OG0001861	CP9_g28075_DN3_SP0_c.t1	Cg007G2417400
OG0001864	CP16_g54912_DN3_SP0_c.t1	Cg005G1760700
OG0001864	CP5_g230_DN2_SP0_c.t1	Cg001G0023500
OG0001865	CP1_g41211_DN3_SP1_c.t1	Cg006G1902500
OG0001865	CP14_g23242_DN3_SP0_c.t1	Cg003G0801800
OG0001866	CP1_g37259_DN3_SP8_c.t1	Cg006G2166000
OG0001866	CP10_g42822_DN3_SP8_c.t1	Cg004G1145700
OG0001869	CP7_g45672_DN3_SP8_c.t1	Cg006G2056800
OG0001871	CP10_g42253_DN3_SP7_c.t1	Cg004G1087300
OG0001872	CP10_g42613_DN3_SP3_c.t1	Cg004G1124200
OG0001872	CP12_g30731_DN3_SP3_c.t1	Cg004G1305300
OG0001873	CP1_g37703_DN3_SP5_c.t1	Cg006G2123900
OG0001873	CP13_g19517_DN3_SP0_c.t1	Cg002G0679600
OG0001874	CP5_g746_DN3_SP1_c.t1	Cg001G0075900
OG0001875	CP5_g1522_DN3_SP2_c.t1	Cg001G0365200
OG0001875	CP13_g19140_DN3_SP1_c.t1	Cg002G0644200
OG0001876	CP5_g1526_DN3_SP7_c.t1	Cg001G0364500
OG0001876	CP5_g1527_DN3_SP1_c.t1	Cg001G0364400
OG0001877	CP5_g1645_DN3_SP0_c.t1	Cg001G0350200
OG0001877	CP39_g21140_DN3_SP0_c.t1	Cg007G2436700
OG0001878	CP8_g54642_DN3_SP7_c.t1	Cg014G3053900
OG0001878	CP1_g36455_DN3_SP8_c.t1	Cg006G2250400
OG0001879	CP1_g37367_DN3_SP6_c.t1	Cg006G2156400
OG0001879	CP19_g18046_DN3_SP8_c.t1	Cg001G0143500
OG0001880	CP1_g37372_DN3_SP8_c.t1	Cg006G2155800
OG0001880	CP2_g49229_DN3_SP8_c.t1	Cg007G2296300
OG0001881	CP1_g37509_DN3_SP8_c.t1	Cg006G2142700
OG0001881	CP2_g49041_DN3_SP8_c.t1	Cg007G2280000
OG0001882	CP1_g37512_DN3_SP0_c.t1	Cg006G2142300
OG0001882	CP2_g49035_DN2_SP0_c.t1	Cg007G2279100
OG0001883	CP2_g48964_DN3_SP3_c.t1	Cg007G2272700
OG0001883	CP1_g37571_DN3_SP3_c.t1	Cg006G2136800
OG0001884	CP13_g19447_DN3_SP8_c.t1	Cg002G0671800
OG0001884	CP1_g37624_DN3_SP8_c.t1	Cg006G2131300
OG0001885	CP1_g37758_DN3_SP8_c.t1	Cg006G2118700
OG0001886	CP7_g46200_DN3_SP1_c.t1	Cg006G2110400
OG0001886	CP1_g38223_DN3_SP8_c.t1	Cg006G1843600
OG0001887	CP7_g46156_DN3_SP0_c.t1	Cg006G2106000
OG0001888	CP9_g28869_DN3_SP7_c.t1	Cg007G2493200
OG0001888	CP7_g46016_DN3_SP8_c.t1	Cg006G2091600
OG0001889	CP7_g46001_DN1_SP0_c.t1	Cg006G2090100
OG0001890	CP13_g19575_DN3_SP7_c.t1	Cg002G0685000, Cg002G0684900
OG0001891	CP9_g28616_DN1_SP0_c.t1	Cg007G2471200
OG0001891	CP7_g45372_DN3_SP0_c.t1	Cg006G2024800
OG0001892	CP5_g213_DN3_SP5_c.t1	Cg001G0021100
OG0001892	CP5_g214_DN3_SP5_c.t1	Cg001G0021200
OG0001893	CP16_g55452_DN3_SP0_c.t1	Cg005G1726800
OG0001893	CP5_g763_DN3_SP1_c.t1	Cg001G0078400
OG0001894	CP17_g5100_DN2_SP0_c.t1	Cg004G1375100
OG0001894	CP5_g628_DN3_SP0_c.t1	Cg001G0062900
OG0001895	CP16_g55119_DN3_SP0_c.t1	Cg005G1746700
OG0001896	CP16_g55117_DN3_SP1_c.t1	Cg005G1746500
OG0001896	CP5_g865_DN3_SP3_c.t1	Cg001G0089900
OG0001897	CP5_g906_DN3_SP8_c.t1	Cg001G0093700
OG0001897	CP16_g55077_DN3_SP8_c.t1, CP16_g54963_DN3_SP0_c.t1	Cg005G1743400
OG0001899	CP29_g22112_DN2_SP0_c.t1, CP3_g15020_DN1_SP0_c.t1, CP17_g5060_DN2_SP0_c.t1, CP5_g2152_DN3_SP0_c.t1, CP1_g41161_DN1_SP0_c.t1, CP15_g35249_DN1_SP0_c.t1, CP9_g27701_DN1_SP0_c.t1	Cg004G1261900
OG0001900	CP5_g1479_DN2_SP8_c.t1	Cg001G0368200
OG0001900	CP13_g19160_DN2_SP8_c.t1	Cg002G0640700
OG0001902	CP8_g54645_DN2_SP0_c.t1	Cg014G3054200, Cg003G0701700
OG0001910	CP5_g942_DN3_SP8_c.t1	Cg001G0096800
OG0001910	CP16_g55045_DN3_SP8_c.t1	Cg005G1750300
OG0001911	CP16_g55058_DN3_SP8_c.t1, CP16_g55059_DN3_SP0_c.t1	Cg005G1748800
OG0001911	CP5_g927_DN3_SP7_c.t1	Cg001G0095700
OG0001912	CP11_g32332_DN3_SP0_c.t1	Cg008G2728200
OG0001912	CP10_g42264_DN3_SP8_c.t1	Cg004G1088700
OG0001913	CP6_g9451_DN2_SP0_c.t1	Cg004G1104600
OG0001913	CP10_g42751_DN2_SP0_c.t1	Cg004G1138500
OG0001914	CP10_g42231_DN3_SP0_c.t1	Cg004G1084800
OG0001914	CP11_g32389_DN3_SP0_c.t1	Cg008G2722700
OG0001915	CP11_g32620_DN3_SP8_c.t1	Cg008G2698700
OG0001915	CP10_g42821_DN3_SP7_c.t1	Cg004G1145600
OG0001916	CP8_g54391_DN3_SP1_c.t1	Cg008G2759500
OG0001917	CP11_g32722_DN3_SP3_c.t1	Cg008G2688000
OG0001917	CP8_g54382_DN3_SP6_c.t1	Cg008G2760500
OG0001918	CP2_g48411_DN3_SP7_c.t1	Cg008G2805600
OG0001918	CP11_g32853_DN3_SP6_c.t1	Cg008G2674600
OG0001919	CP2_g48403_DN3_SP0_c.t1	Cg008G2804800
OG0001919	CP11_g32864_DN3_SP0_c.t1	Cg008G2673700
OG0001920	CP11_g32925_DN3_SP0_c.t1	Cg008G2667400, Cg008G2667300
OG0001922	CP16_g54907_DN3_SP8_c.t1	Cg005G1760900
OG0001922	CP11_g32963_DN3_SP8_c.t1	Cg008G2663500
OG0001923	CP11_g32983_DN2_SP0_c.t1	Cg008G2661500
OG0001923	CP2_g47877_DN3_SP0_c.t1	Cg003G1033700
OG0001924	CP11_g33105_DN3_SP0_c.t1	Cg008G2650500
OG0001924	CP2_g48182_DN3_SP6_c.t1	Cg003G1002800
OG0001925	CP1_g36962_DN3_SP0_c.t1	Cg006G2197700
OG0001926	CP4_g25694_DN3_SP8_c.t1	Cg005G1626300
OG0001926	CP1_g36960_DN3_SP7_c.t1	Cg006G2197900
OG0001927	CP4_g25638_DN3_SP7_c.t1	Cg005G1621000
OG0001928	CP17_g5028_DN3_SP0_c.t1, CP15_g36145_DN3_SP0_c.t1	Cg004G1386000
OG0001929	CP1_g36603_DN3_SP6_c.t1	Cg006G2219300
OG0001929	CP4_g25439_DN3_SP8_c.t1	Cg005G1602000
OG0001930	CP1_g36691_DN3_SP8_c.t1	Cg006G2228700
OG0001931	CP19_g18096_DN3_SP5_c.t1	Cg001G0148700
OG0001931	CP8_g53150_DN3_SP8_c.t1	Cg003G0903200
OG0001933	CP7_g45086_DN3_SP0_c.t1	Cg006G1995600
OG0001934	CP7_g44793_DN3_SP8_c.t1	Cg006G1962700
OG0001934	CP4_g25240_DN3_SP8_c.t1	Cg005G1583100
OG0001935	CP4_g25207_DN3_SP7_c.t1	Cg005G1579500
OG0001935	CP7_g44644_DN3_SP8_c.t1	Cg006G1947500
OG0001936	CP4_g25212_DN3_SP4_c.t1	Cg005G1580000
OG0001936	CP7_g44638_DN3_SP0_c.t1	Cg006G1947000
OG0001937	CP3_g14369_DN2_SP0_c.t1, CP6_g7530_DN2_SP0_c.t1	Cg002G0527500
OG0001937	CP2_g47654_DN2_SP0_c.t1	Cg003G1056400
OG0001938	CP10_g43472_DN3_SP8_c.t1	Cg004G1212300
OG0001938	CP2_g48225_DN3_SP5_c.t1	Cg003G0998900
OG0001939	CP2_g48296_DN3_SP0_c.t1	Cg008G2793500
OG0001939	CP3_g14491_DN3_SP8_c.t1	Cg002G0539200
OG0001940	CP5_g760_DN3_SP8_c.t1	Cg001G0078100
OG0001940	CP2_g48453_DN3_SP4_c.t1	Cg008G2811400
OG0001941	CP8_g54293_DN3_SP6_c.t1	Cg003G0980900
OG0001942	CP3_g14959_DN3_SP1_c.t1	Cg002G0581100
OG0001942	CP8_g54112_DN3_SP1_c.t1	Cg008G2786200
OG0001943	CP8_g54076_DN3_SP7_c.t1	Cg003G0996000
OG0001943	CP3_g14893_DN3_SP2_c.t1	Cg002G0576700
OG0001944	CP3_g14780_DN3_SP7_c.t1, CP8_g53981_DN2_SP1_c.t1	Cg003G0986500
OG0001945	CP2_g49242_DN3_SP1_c.t1	Cg007G2301600, Cg007G2301700
OG0001945	CP2_g49222_DN3_SP1_c.t1	Cg007G2297200
OG0001946	CP8_g53844_DN3_SP6_c.t1	Cg003G0974200
OG0001946	CP11_g33188_DN3_SP3_c.t1, CP1_g39560_DN3_SP0_c.t1	Cg008G2643200
OG0001947	CP19_g18061_DN3_SP6_c.t1	Cg001G0145200
OG0001948	CP8_g53743_DN3_SP0_c.t1	Cg003G0964900
OG0001948	CP19_g18058_DN3_SP0_c.t1	Cg001G0144900
OG0001949	CP10_g43862_DN3_SP1_c.t1	Cg004G1404700
OG0001949	CP10_g43861_DN3_SP8_c.t1	Cg004G1404800
OG0001950	CP5_g1588_DN3_SP8_c.t1	Cg001G0357200
OG0001950	CP2_g48857_DN3_SP8_c.t1	Cg002G0604700
OG0001951	CP19_g17992_DN3_SP8_c.t1	Cg001G0138100
OG0001951	CP8_g53598_DN3_SP8_c.t1	Cg003G0949700
OG0001952	CP5_g1311_DN3_SP8_c.t1	Cg001G0132800
OG0001953	CP8_g53435_DN3_SP8_c.t1	Cg003G0934900
OG0001953	CP5_g1291_DN3_SP8_c.t1	Cg001G0131200
OG0001955	CP11_g33247_DN3_SP1_c.t1	Cg008G2637700
OG0001955	CP10_g43148_DN3_SP0_c.t1	Cg004G1178400
OG0001956	CP10_g43029_DN3_SP8_c.t1	Cg004G1166000
OG0001956	CP11_g33411_DN3_SP8_c.t1	Cg008G2620500
OG0001957	CP10_g42956_DN3_SP8_c.t1	Cg004G1158300
OG0001957	CP11_g33540_DN3_SP5_c.t1	Cg008G2606400
OG0001958	CP10_g42944_DN3_SP8_c.t1	Cg004G1157400
OG0001959	CP11_g33705_DN3_SP8_c.t1	Cg008G2589500
OG0001959	CP10_g42864_DN3_SP2_c.t1	Cg001G0070900
OG0001960	CP13_g19267_DN3_SP8_c.t1	Cg002G0651900
OG0001960	CP5_g1348_DN3_SP8_c.t1	Cg001G0378900
OG0001961	CP7_g46159_DN3_SP0_c.t1	Cg006G2106600
OG0001961	CP9_g29662_DN3_SP0_c.t1	Cg005G1611000
OG0001962	CP9_g29626_DN3_SP8_c.t1	Cg007G2569900
OG0001962	CP7_g46138_DN3_SP8_c.t1	Cg006G2104100
OG0001963	CP7_g46134_DN3_SP6_c.t1	Cg006G2103700
OG0001963	CP9_g29617_DN3_SP7_c.t1	Cg007G2569200
OG0001964	CP7_g46112_DN3_SP6_c.t1	Cg006G2101500
OG0001965	CP7_g45673_DN3_SP8_c.t1	Cg006G2056900
OG0001965	CP9_g29298_DN3_SP8_c.t1	Cg007G2536900
OG0001966	CP5_g449_DN2_SP0_c.t1, CP5_g441_DN3_SP0_c.t1	Cg001G0045000
OG0001967	CP7_g45707_DN3_SP8_c.t1	Cg006G2060800
OG0001967	CP9_g29273_DN3_SP5_c.t1	Cg007G2534400
OG0001969	CP10_g43824_DN3_SP5_c.t1	Cg004G1407800
OG0001969	CP5_g479_DN3_SP6_c.t1	Cg001G0048100
OG0001970	CP10_g43791_DN3_SP8_c.t1	Cg004G1411200
OG0001970	CP5_g461_DN3_SP6_c.t1	Cg001G0046000
OG0001971	CP10_g43765_DN3_SP8_c.t1	Cg004G1413100
OG0001971	CP5_g428_DN3_SP0_c.t1	Cg001G0042900
OG0001972	CP10_g43744_DN3_SP3_c.t1	Cg004G1413800
OG0001972	CP5_g418_DN3_SP8_c.t1	Cg001G0040900
OG0001973	CP10_g43367_DN3_SP6_c.t1	Cg004G1200800
OG0001973	CP7_g46337_DN3_SP1_c.t1	Cg006G1792400, Cg006G1792500, Cg006G1792600
OG0001974	CP10_g43463_DN3_SP8_c.t1	Cg004G1211300
OG0001974	CP7_g46250_DN3_SP8_c.t1	Cg006G1802400
OG0001975	CP3_g14062_DN3_SP8_c.t1	Cg002G0497500
OG0001975	CP4_g25083_DN3_SP7_c.t1	Cg005G1567800
OG0001977	CP71_g11196_DN2_SP6_c.t1	Cg001G0280700
OG0001977	CP12_g30785_DN2_SP4_c.t1	Cg004G1310000
OG0001978	CP10_g42235_DN3_SP0_c.t1	Cg004G1096500, Cg004G1085200
OG0001979	CP6_g7488_DN3_SP3_c.t1	Cg001G0265200
OG0001979	CP12_g30662_DN3_SP8_c.t1	Cg004G1297600
OG0001980	CP6_g7464_DN3_SP8_c.t1	Cg001G0263400, Cg001G0263300
OG0001980	CP12_g30649_DN3_SP8_c.t1	Cg004G1295800
OG0001981	CP1_g39203_DN3_SP0_c.t1	Cg004G1231500
OG0001981	CP6_g7281_DN3_SP8_c.t1	Cg001G0246900
OG0001982	CP3_g13741_DN3_SP8_c.t1	Cg002G0463800
OG0001982	CP4_g24690_DN3_SP6_c.t1	Cg005G1528200
OG0001983	CP3_g14786_DN3_SP0_c.t1	Cg002G0565600
OG0001984	CP13_g19344_DN3_SP5_c.t1	Cg002G0660400
OG0001984	CP1_g37590_DN3_SP7_c.t1	Cg006G2134600
OG0001985	CP13_g19963_DN3_SP8_c.t1	Cg008G2962400
OG0001985	CP6_g6902_DN3_SP8_c.t1	Cg001G0210100
OG0001986	CP1_g38134_DN3_SP7_c.t1	Cg006G1835100
OG0001986	CP12_g30268_DN3_SP1_c.t1	Cg004G1258300
OG0001987	CP1_g38026_DN3_SP1_c.t1	Cg006G1825100
OG0001987	CP12_g30414_DN3_SP8_c.t1	Cg004G1272800
OG0001988	CP1_g37968_DN3_SP5_c.t1	Cg006G1819000
OG0001988	CP12_g30466_DN3_SP4_c.t1	Cg004G1278900
OG0001989	CP12_g29964_DN3_SP7_c.t1	Cg004G1225500
OG0001992	CP6_g7038_DN3_SP0_c.t1	Cg001G0223700
OG0001992	CP13_g19827_DN3_SP0_c.t1	Cg008G2977000
OG0001993	CP8_g54529_DN3_SP2_c.t1	Cg014G3038600, Cg003G0717000
OG0001994	CP19_g18383_DN3_SP6_c.t1	Cg001G0175000
OG0001995	CP19_g18448_DN3_SP5_c.t1	Cg001G0181100
OG0001996	CP19_g18489_DN3_SP3_c.t1	Cg001G0184800
OG0001997	CP11_g31910_DN3_SP8_c.t1	Cg003G0736800, Cg003G0861400
OG0001997	CP6_g6730_DN3_SP3_c.t1	Cg001G0191700
OG0001998	CP3_g13103_DN2_SP0_c.t1	Cg002G0400900
OG0001998	CP4_g23928_DN3_SP0_c.t1	Cg005G1449800
OG0001999	CP4_g24186_DN3_SP8_c.t1	Cg005G1475100
OG0001999	CP3_g13305_DN3_SP8_c.t1	Cg002G0420100
OG0002000	CP4_g24222_DN3_SP8_c.t1	Cg005G1478800
OG0002000	CP3_g13334_DN3_SP8_c.t1	Cg002G0422800
OG0002001	CP3_g13335_DN3_SP0_c.t1	Cg002G0422900
OG0002001	CP4_g24223_DN3_SP0_c.t1	Cg005G1478900
OG0002002	CP3_g13385_DN3_SP8_c.t1	Cg002G0427400
OG0002002	CP4_g24300_DN3_SP8_c.t1	Cg005G1487100
OG0002003	CP1_g37339_DN3_SP8_c.t1	Cg006G2158900
OG0002003	CP3_g13555_DN3_SP8_c.t1	Cg002G0445200
OG0002005	CP5_g1232_DN3_SP8_c.t1	Cg001G0125700
OG0002005	CP8_g53319_DN3_SP8_c.t1	Cg003G0919100
OG0002007	CP4_g24836_DN2_SP0_c.t1	Cg005G1543100
OG0002009	CP3_g14184_DN3_SP8_c.t1	Cg002G0510200
OG0002009	CP4_g24907_DN3_SP7_c.t1	Cg005G1550800
OG0002011	CP16_g54748_DN3_SP0_c.t1	Cg005G1776700
OG0002011	CP5_g65_DN3_SP0_c.t1	Cg001G0007000
OG0002012	CP20_g4077_DN3_SP0_c.t1, CP20_g4134_DN3_SP4_c.t1	Cg003G0779100
OG0002013	CP10_g42556_DN3_SP4_c.t1	Cg004G1118400
OG0002013	CP2_g48571_DN3_SP6_c.t1	Cg008G2824700
OG0002014	CP4_g23956_DN3_SP8_c.t1	Cg005G1452700
OG0002015	CP4_g23964_DN3_SP0_c.t1	Cg005G1453600
OG0002015	CP3_g13133_DN3_SP0_c.t1	Cg002G0403800
OG0002016	CP12_g30055_DN2_SP0_c.t1	Cg004G1202000, Cg004G1201900, Cg004G1202500, Cg004G1202200, Cg004G1202600, Cg004G1202400, Cg004G1202300, Cg004G1236200
OG0002017	CP4_g24514_DN3_SP0_c.t1	Cg005G1509600
OG0002017	CP3_g13547_DN3_SP0_c.t1	Cg002G0444400
OG0002018	CP10_g42515_DN3_SP5_c.t1	Cg004G1114500
OG0002018	CP2_g50300_DN3_SP6_c.t1	Cg007G2346600
OG0002019	CP8_g54464_DN2_SP0_c.t1	Cg004G1126500, Cg008G2752100
OG0002020	CP12_g30056_DN3_SP0_c.t1	Cg004G1236400
OG0002021	CP12_g30067_DN3_SP8_c.t1	Cg004G1237700
OG0002021	CP1_g38338_DN3_SP8_c.t1	Cg006G1852200
OG0002022	CP12_g30082_DN3_SP8_c.t1	Cg004G1239700
OG0002022	CP1_g38313_DN3_SP8_c.t1	Cg006G1850600
OG0002023	CP13_g19115_DN3_SP4_c.t1	Cg002G0623200
OG0002023	CP5_g1542_DN3_SP6_c.t1	Cg001G0361800
OG0002024	CP5_g1802_DN3_SP3_c.t1	Cg001G0333200
OG0002025	CP12_g30596_DN3_SP8_c.t1	Cg004G1289900
OG0002025	CP6_g7412_DN3_SP7_c.t1	Cg001G0259400
OG0002026	CP8_g54475_DN3_SP3_c.t1	Cg008G2750400, Cg008G2750500
OG0002027	CP8_g54604_DN3_SP7_c.t1	Cg014G3049400, Cg003G0706100
OG0002027	CP1_g36464_DN3_SP8_c.t1	Cg006G2249600
OG0002028	CP8_g54573_DN3_SP6_c.t1	Cg014G3046700, Cg003G0709100
OG0002028	CP1_g36482_DN3_SP6_c.t1	Cg006G2247900
OG0002029	CP8_g54572_DN3_SP0_c.t1	Cg014G3046600, Cg003G0709200
OG0002030	CP1_g36803_DN3_SP0_c.t1	Cg006G2239700
OG0002030	CP11_g32096_DN3_SP0_c.t1	Cg003G0719100, Cg014G3036800
OG0002032	CP2_g49840_DN3_SP2_c.t1	Cg007G2330800
OG0002032	CP1_g37214_DN3_SP8_c.t1	Cg006G2170700
OG0002033	CP1_g37348_DN3_SP0_c.t1	Cg006G2157700
OG0002034	CP2_g49150_DN3_SP6_c.t1	Cg002G0628700, Cg007G2291700
OG0002035	CP1_g37464_DN3_SP3_c.t1	Cg006G2146400
OG0002035	CP2_g49086_DN3_SP8_c.t1	Cg007G2285800
OG0002036	CP2_g48970_DN3_SP8_c.t1	Cg007G2273200
OG0002036	CP1_g37565_DN3_SP8_c.t1	Cg006G2137500
OG0002037	CP13_g19374_DN3_SP5_c.t1	Cg002G0663600
OG0002037	CP1_g37606_DN3_SP5_c.t1	Cg006G2133000
OG0002038	CP1_g37776_DN1_SP0_c.t1	Cg006G2116700
OG0002038	CP13_g19614_DN3_SP0_c.t1	Cg002G0688200
OG0002041	CP7_g45461_DN3_SP6_c.t1	Cg006G2033800
OG0002041	CP9_g28692_DN3_SP8_c.t1	Cg007G2477300
OG0002042	CP19_g17851_DN3_SP8_c.t1	Cg001G0390500
OG0002042	CP13_g19091_DN3_SP6_c.t1	Cg007G2262100
OG0002043	CP5_g23_DN2_SP0_c.t1	Cg002G0569600
OG0002045	CP5_g706_DN3_SP7_c.t1	Cg001G0071100
OG0002045	CP18_g12298_DN3_SP8_c.t1	Cg005G1713500
OG0002056	CP8_g53883_DN3_SP5_c.t1	Cg003G0978200
OG0002056	CP3_g14680_DN3_SP8_c.t1	Cg002G0555300
OG0002057	CP3_g14577_DN3_SP5_c.t1	Cg002G0546800
OG0002057	CP2_g48017_DN3_SP3_c.t1	Cg003G1020000
OG0002058	CP8_g54517_DN3_SP8_c.t1	Cg008G2745800
OG0002058	CP10_g42389_DN3_SP8_c.t1	Cg004G1100500
OG0002059	CP8_g54518_DN3_SP5_c.t1	Cg008G2745600
OG0002060	CP11_g32162_DN3_SP0_c.t1	Cg008G2745000
OG0002060	CP11_g32174_DN3_SP0_c.t1	Cg008G2744100
OG0002062	CP11_g32286_DN3_SP8_c.t1	Cg008G2732000
OG0002063	CP10_g42268_DN3_SP6_c.t1	Cg004G1089200
OG0002063	CP11_g32328_DN3_SP8_c.t1	Cg008G2728600
OG0002064	CP11_g32348_DN3_SP6_c.t1	Cg008G2726800
OG0002064	CP10_g42256_DN3_SP8_c.t1	Cg004G1087700
OG0002065	CP10_g42245_DN3_SP8_c.t1	Cg004G1086300
OG0002065	CP11_g32368_DN3_SP8_c.t1	Cg008G2724800
OG0002066	CP10_g42241_DN3_SP8_c.t1	Cg004G1085800
OG0002066	CP11_g32378_DN3_SP7_c.t1	Cg008G2723800
OG0002067	CP11_g32528_DN3_SP8_c.t1	Cg008G2707900
OG0002067	CP10_g42127_DN3_SP5_c.t1	Cg004G1074400
OG0002068	CP11_g32615_DN3_SP8_c.t1	Cg008G2699200
OG0002068	CP10_g43208_DN3_SP6_c.t1	Cg004G1184100
