Orthogroup	Conringia_planisiliqua	Arabidopsis_lyrata_Rawat
OG0001996	CP19_g18489_DN3_SP3_c.t1	AL7G31930, AL7G31940
OG0001997	CP11_g31910_DN3_SP8_c.t1	AL6G48780
OG0001997	CP6_g6730_DN3_SP3_c.t1	AL7G32830
OG0001998	CP3_g13103_DN2_SP0_c.t1	AL5G45770
OG0001998	CP4_g23928_DN3_SP0_c.t1	AL4G47540
OG0001999	CP4_g24186_DN3_SP8_c.t1	AL4G44610
OG0001999	CP3_g13305_DN3_SP8_c.t1	AL5G43200
OG0002000	CP4_g24222_DN3_SP8_c.t1	AL4G44170
OG0002000	CP3_g13334_DN3_SP8_c.t1	AL5G42870
OG0002001	CP3_g13335_DN3_SP0_c.t1	AL5G42840
OG0002001	CP4_g24223_DN3_SP0_c.t1	AL4G44160
OG0002002	CP3_g13385_DN3_SP8_c.t1	AL5G42260
OG0002002	CP4_g24300_DN3_SP8_c.t1	AL4G43240
OG0002003	CP1_g37339_DN3_SP8_c.t1	AL1G21290, AL3G43770
OG0002003	CP3_g13555_DN3_SP8_c.t1	AL5G39590
OG0002005	CP5_g1232_DN3_SP8_c.t1	AL7G24970
OG0002005	CP8_g53319_DN3_SP8_c.t1	AL8G28260
OG0002007	CP4_g24836_DN2_SP0_c.t1	AL4G36170
OG0002009	CP3_g14184_DN3_SP8_c.t1	AL5G32320
OG0002009	CP4_g24907_DN3_SP7_c.t1	AL4G35190
OG0002011	CP16_g54748_DN3_SP0_c.t1	AL4G10340
OG0002011	CP5_g65_DN3_SP0_c.t1	AL7G10740
OG0002012	CP20_g4077_DN3_SP0_c.t1, CP20_g4134_DN3_SP4_c.t1	AL6G43620
OG0002013	CP10_g42556_DN3_SP4_c.t1	AL3G16290
OG0002013	CP2_g48571_DN3_SP6_c.t1	AL6G38980
OG0002014	CP3_g13119_DN3_SP8_c.t1	AL5G45610
OG0002014	CP4_g23956_DN3_SP8_c.t1	AL4G47230
OG0002015	CP4_g23964_DN3_SP0_c.t1	AL4G47140
OG0002015	CP3_g13133_DN3_SP0_c.t1	AL5G45440
OG0002016	CP12_g30055_DN2_SP0_c.t1	AL3G30120
OG0002017	CP4_g24514_DN3_SP0_c.t1	AL4G40440
OG0002017	CP3_g13547_DN3_SP0_c.t1	AL5G39680
OG0002018	CP10_g42515_DN3_SP5_c.t1	AL3G15700
OG0002018	CP2_g50300_DN3_SP6_c.t1	AL1G65330
OG0002019	CP8_g54464_DN2_SP0_c.t1	AL6G30140, AL3G17250
OG0002020	CP12_g30056_DN3_SP0_c.t1	AL3G30140
OG0002021	CP12_g30067_DN3_SP8_c.t1	AL3G30280
OG0002021	CP1_g38338_DN3_SP8_c.t1	AL1G54550
OG0002022	CP12_g30082_DN3_SP8_c.t1	AL3G30510
OG0002022	CP1_g38313_DN3_SP8_c.t1	AL1G54820
OG0002023	CP13_g19115_DN3_SP4_c.t1	AL5G19430
OG0002023	CP5_g1542_DN3_SP6_c.t1	AL7G51130
OG0002024	CP5_g1802_DN3_SP3_c.t1	AL7G46180
OG0002025	CP12_g30596_DN3_SP8_c.t1	AL3G36530
OG0002025	CP6_g7412_DN3_SP7_c.t1	AL7G40840
OG0002026	CP8_g54475_DN3_SP3_c.t1	AL6G29910
OG0002026	CP8_g54476_DN3_SP1_c.t1	AL6G29900
OG0002027	CP1_g36464_DN3_SP8_c.t1	AL1G10860
OG0002028	CP8_g54573_DN3_SP6_c.t1	nbis-gene-1674
OG0002029	CP8_g54572_DN3_SP0_c.t1	nbis-gene-1675
OG0002030	CP1_g36803_DN3_SP0_c.t1	AL1G12020
OG0002030	CP11_g32096_DN3_SP0_c.t1	AL6G50980
OG0002031	CP2_g48348_DN2_SP0_c.t1	AL1G15380
OG0002032	CP2_g49840_DN3_SP2_c.t1	AL1G66490
OG0002032	CP1_g37214_DN3_SP8_c.t1	AL1G19860
OG0002033	CP1_g37348_DN3_SP0_c.t1	AL1G21390
OG0002034	CP1_g37420_DN3_SP8_c.t1, CP2_g49150_DN3_SP6_c.t1	AL2G15020
OG0002035	CP1_g37464_DN3_SP3_c.t1	AL1G22810
OG0002035	CP2_g49086_DN3_SP8_c.t1	AL2G14160
OG0002036	CP2_g48970_DN3_SP8_c.t1	AL2G12540
OG0002036	CP1_g37565_DN3_SP8_c.t1	AL1G23990, AL1G24100
OG0002037	CP13_g19374_DN3_SP5_c.t1	AL5G15110
OG0002037	CP1_g37606_DN3_SP5_c.t1	AL1G24710
OG0002038	CP1_g37776_DN1_SP0_c.t1	AL1G26660
OG0002038	CP13_g19614_DN3_SP0_c.t1	AL5G11070
OG0002039	CP4_g25555_DN3_SP0_c.t1, CP3_g14961_DN3_SP0_c.t1	AL1G27740, AL1G27730, AL1G27720
OG0002041	CP7_g45461_DN3_SP6_c.t1	AL1G36950
OG0002041	CP9_g28692_DN3_SP8_c.t1	AL2G30140
OG0002042	CP19_g17851_DN3_SP8_c.t1	AL7G47610
OG0002042	CP13_g19091_DN3_SP6_c.t1	AL2G10640
OG0002043	CP5_g23_DN2_SP0_c.t1	AL7G10270
OG0002044	CP10_g43896_DN3_SP7_c.t1	AL3G49430
OG0002045	CP5_g706_DN3_SP7_c.t1	AL7G18530
OG0002045	CP18_g12298_DN3_SP8_c.t1	AL4G18660
OG0002046	CP4_g25535_DN3_SP0_c.t1, CP4_g25495_DN3_SP0_c.t1	AL4G22500, AL4G22510
OG0002047	CP3_g14332_DN3_SP0_c.t1	AL5G30620
OG0002047	CP3_g14330_DN3_SP0_c.t1, CP3_g14331_DN2_SP0_c.t1, CP3_g14329_DN3_SP0_c.t1, CP3_g14328_DN3_SP0_c.t1	AL5G30610, AL5G30600
OG0002048	CP20_g4137_DN3_SP1_c.t1, CP20_g4143_DN3_SP1_c.t1	AL6G43640
OG0002056	CP8_g53883_DN3_SP5_c.t1	AL8G35080
OG0002056	CP3_g14680_DN3_SP8_c.t1	AL5G26420
OG0002057	CP3_g14577_DN3_SP5_c.t1	AL5G27400
OG0002057	CP2_g48017_DN3_SP3_c.t1	AL8G39930
OG0002058	CP8_g54517_DN3_SP8_c.t1	AL6G29370
OG0002058	CP10_g42389_DN3_SP8_c.t1	AL3G13800
OG0002059	CP8_g54518_DN3_SP5_c.t1	AL6G29350
OG0002059	CP11_g32506_DN2_SP0_c.t1	AL6G25370
OG0002060	CP11_g32162_DN3_SP0_c.t1	AL6G29290
OG0002060	CP11_g32174_DN3_SP0_c.t1	AL6G29100
OG0002061	CP10_g42336_DN3_SP0_c.t1	AL3G13100
OG0002061	CP11_g32223_DN3_SP0_c.t1	AL6G28560
OG0002062	CP11_g32286_DN3_SP8_c.t1	AL6G27820
OG0002062	CP10_g42293_DN3_SP1_c.t1	AL3G12440
OG0002063	CP10_g42268_DN3_SP6_c.t1	AL3G12180
OG0002063	CP11_g32328_DN3_SP8_c.t1	AL6G27380
OG0002064	CP11_g32348_DN3_SP6_c.t1	AL6G27130
OG0002064	CP10_g42256_DN3_SP8_c.t1	AL3G12000
OG0002065	CP10_g42245_DN3_SP8_c.t1	AL3G11870
OG0002065	CP11_g32368_DN3_SP8_c.t1	AL6G26920
OG0002066	CP10_g42241_DN3_SP8_c.t1	AL3G11770
OG0002066	CP11_g32378_DN3_SP7_c.t1	AL6G26810
OG0002067	CP11_g32528_DN3_SP8_c.t1	AL6G25100
OG0002067	CP10_g42127_DN3_SP5_c.t1	AL3G10460
OG0002068	CP11_g32615_DN3_SP8_c.t1	AL6G24160
OG0002068	CP10_g43208_DN3_SP6_c.t1	AL3G24150
OG0002069	CP11_g32656_DN3_SP8_c.t1	AL6G23710
OG0002069	CP7_g45160_DN3_SP6_c.t1	AL1G40640
OG0002070	CP11_g32767_DN3_SP8_c.t1	AL6G22390
OG0002072	CP11_g32942_DN3_SP7_c.t1	AL8G42220
OG0002073	CP20_g4340_DN2_SP0_c.t1	AL6G19920
OG0002073	CP11_g32974_DN3_SP0_c.t1	AL6G19930
OG0002074	CP2_g48178_DN3_SP2_c.t1	AL8G37910, AL665U10010
OG0002074	CP11_g33112_DN3_SP5_c.t1	AL6G18170
OG0002075	CP11_g31994_DN3_SP1_c.t1	AL6G49930
OG0002075	CP1_g36733_DN3_SP0_c.t1	AL1G12890
OG0002076	CP4_g25968_DN3_SP8_c.t1	AL4G22230
OG0002077	CP4_g25923_DN3_SP6_c.t1	AL4G21790
OG0002077	CP1_g37082_DN3_SP7_c.t1	AL1G18380
OG0002078	CP1_g36841_DN3_SP8_c.t1	AL1G15350
OG0002078	CP4_g25550_DN3_SP4_c.t1	AL4G27350
OG0002079	CP1_g36821_DN3_SP5_c.t1	AL1G15100
OG0002080	CP1_g36690_DN2_SP0_c.t1	AL1G13450
OG0002080	CP13_g20195_DN3_SP0_c.t1	AL8G15890
OG0002081	CP13_g20581_DN3_SP3_c.t1	AL8G18280
OG0002081	CP1_g38483_DN3_SP8_c.t1	AL1G53390
OG0002082	CP1_g37741_DN3_SP8_c.t1	AL1G26250
OG0002082	CP13_g19549_DN3_SP8_c.t1	AL5G12020
OG0002083	CP2_g47603_DN3_SP8_c.t1	AL8G44700
OG0002083	CP10_g43670_DN3_SP8_c.t1	AL3G51730
OG0002084	CP3_g14381_DN2_SP0_c.t1	AL5G29980
OG0002084	CP2_g47674_DN3_SP0_c.t1	AL8G43900
OG0002086	CP2_g48123_DN3_SP7_c.t1	AL8G38550
OG0002086	CP11_g33164_DN3_SP7_c.t1	AL6G17610
OG0002087	CP3_g14420_DN3_SP8_c.t1	AL5G29400
OG0002087	CP2_g48385_DN3_SP8_c.t1, CP1_g36968_DN3_SP0_c.t1	AL6G36250
OG0002088	CP2_g48394_DN3_SP0_c.t1	AL6G36370
OG0002088	CP2_g48393_DN3_SP0_c.t1	AL6G36360, AL6G36400
OG0002089	CP3_g16539_DN3_SP4_c.t1	AL5G20980
OG0002089	CP8_g54273_DN3_SP5_c.t1	AL6G32040
OG0002090	CP8_g54108_DN3_SP4_c.t1	AL6G34070
OG0002090	CP3_g14953_DN1_SP2_c.t1	AL5G23410
OG0002092	CP19_g18045_DN3_SP8_c.t1	AL7G27030
OG0002092	CP8_g53715_DN3_SP8_c.t1	AL8G33120
OG0002093	CP19_g18028_DN3_SP0_c.t1	AL7G26870
OG0002093	CP8_g53684_DN3_SP8_c.t1	AL8G32810
OG0002094	CP19_g17999_DN3_SP2_c.t1	AL7G26520
OG0002094	CP8_g53613_DN3_SP8_c.t1	AL8G31910
OG0002095	CP19_g17961_DN1_SP7_c.t1	AL7G26120
OG0002096	CP8_g53457_DN3_SP8_c.t1	AL8G30330
OG0002096	CP5_g1308_DN3_SP8_c.t1	AL7G25810
OG0002097	CP11_g32033_DN3_SP5_c.t1	AL6G50340
OG0002097	CP1_g36760_DN3_SP8_c.t1	AL1G12530
OG0002098	CP11_g32026_DN3_SP0_c.t1	AL7G16870
OG0002099	CP11_g33327_DN3_SP8_c.t1	nbis-gene-1471
OG0002100	CP11_g33692_DN3_SP0_c.t1	AL6G10960
OG0002100	CP10_g42871_DN2_SP0_c.t1	AL3G20070
OG0002101	CP10_g42312_DN3_SP8_c.t1	AL3G12790
OG0002101	CP11_g33716_DN3_SP7_c.t1	AL6G10660
OG0002102	CP13_g19291_DN3_SP8_c.t1	AL5G16310
OG0002102	CP19_g17946_DN3_SP8_c.t1	AL7G48700
OG0002104	CP7_g46160_DN3_SP8_c.t1	AL1G27860
OG0002104	CP9_g29665_DN3_SP8_c.t1	AL2G40980
OG0002105	CP7_g46120_DN3_SP4_c.t1	AL1G28320
OG0002105	CP9_g29603_DN3_SP7_c.t1	AL2G40340
OG0002106	CP7_g46100_DN3_SP6_c.t1	nbis-gene-93
OG0002106	CP9_g29565_DN3_SP7_c.t1	AL2G39850
OG0002108	CP9_g29555_DN3_SP1_c.t1	AL2G39640
OG0002108	CP7_g46096_DN3_SP0_c.t1	AL1G28660
OG0002109	CP7_g45571_DN3_SP8_c.t1	AL1G35590
OG0002110	CP7_g45638_DN3_SP8_c.t1	AL1G34520
OG0002111	CP7_g45663_DN3_SP8_c.t1	AL1G34120
OG0002111	CP9_g29316_DN3_SP8_c.t1	AL2G36810
OG0002112	CP7_g46410_DN3_SP0_c.t1	AL1G63680
OG0002112	CP10_g43300_DN3_SP0_c.t1	AL3G25230
OG0002113	CP7_g46401_DN3_SP7_c.t1	AL1G63560
OG0002114	CP10_g43321_DN3_SP5_c.t1	AL3G25480
OG0002114	CP7_g46379_DN2_SP2_c.t1	AL1G63350
OG0002115	CP9_g28325_DN3_SP5_c.t1	AL2G26310
OG0002115	CP7_g45169_DN3_SP8_c.t1	AL1G40540
OG0002116	CP6_g7616_DN3_SP0_c.t1	AL7G42640
OG0002116	CP12_g30763_DN3_SP3_c.t1	AL3G38820
OG0002117	CP6_g7508_DN3_SP5_c.t1	AL7G41850
OG0002117	CP12_g30686_DN3_SP8_c.t1	AL3G37920
OG0002118	CP6_g7493_DN3_SP8_c.t1	AL7G41630
OG0002118	CP12_g30667_DN3_SP7_c.t1	AL3G37520
OG0002119	CP6_g7389_DN2_SP0_c.t1	AL7G40520
OG0002119	CP12_g30571_DN3_SP0_c.t1	AL3G36310
OG0002120	CP5_g1745_DN2_SP0_c.t1	AL1G52050, AL1G51930
OG0002120	CP5_g1310_DN2_SP0_c.t1	AL7G25820
OG0002122	CP6_g7336_DN3_SP8_c.t1	AL7G39950
OG0002122	CP12_g30513_DN3_SP5_c.t1	AL3G35610
OG0002123	CP16_g54801_DN3_SP5_c.t1	AL4G10950
OG0002124	CP7_g45993_DN3_SP0_c.t1	AL1G29830
OG0002124	CP9_g28914_DN2_SP0_c.t1	AL2G32430
OG0002126	CP13_g19177_DN3_SP8_c.t1	AL5G18390
OG0002127	CP5_g1330_DN3_SP8_c.t1	AL7G48910
OG0002128	CP13_g19955_DN3_SP8_c.t1	AL8G13060
OG0002128	CP6_g6905_DN3_SP8_c.t1	AL7G35140
OG0002129	CP1_g37976_DN3_SP8_c.t1	AL1G59390
OG0002129	CP12_g30458_DN3_SP8_c.t1, CP28_g33918_DN3_SP0_c.t1	AL3G35030
OG0002130	CP12_g29910_DN3_SP3_c.t1	AL3G28350
OG0002130	CP1_g37860_DN3_SP1_c.t1	AL1G60940
OG0002131	CP13_g20690_DN3_SP0_c.t1	AL8G11850
OG0002132	CP7_g44862_DN3_SP0_c.t1, CP13_g19123_DN3_SP0_c.t1	AL5G18540, AL5G18840
OG0002133	CP19_g18290_DN3_SP3_c.t1, CP19_g18289_DN2_SP0_c.t1	AL7G29690
OG0002134	CP5_g564_DN3_SP8_c.t1	AL7G16810
OG0002134	CP10_g44039_DN3_SP8_c.t1	AL3G47480
OG0002135	CP10_g43916_DN3_SP0_c.t1	AL3G49230
OG0002135	CP5_g523_DN3_SP0_c.t1	AL7G16340
OG0002136	CP20_g4289_DN3_SP7_c.t1	AL6G45060
OG0002137	CP19_g18269_DN3_SP0_c.t1	AL7G29490
OG0002138	CP5_g759_DN3_SP8_c.t1	AL7G19310
OG0002138	CP16_g55480_DN3_SP6_c.t1	AL4G17060
OG0002139	CP19_g18410_DN3_SP0_c.t1	AL1G48290, AL1G48270, AL7G30890
OG0002141	CP6_g6829_DN2_SP4_c.t1	AL7G33940
OG0002142	CP13_g20134_DN3_SP0_c.t1	AL8G15060
OG0002142	CP6_g6797_DN3_SP0_c.t1	AL7G33530
OG0002143	CP6_g6750_DN3_SP8_c.t1	AL7G33040
OG0002144	CP20_g4047_DN3_SP7_c.t1	AL6G43150
OG0002144	CP7_g44158_DN3_SP8_c.t1	AL1G50560
OG0002145	CP4_g23953_DN3_SP2_c.t1	AL4G47260
OG0002146	CP4_g24080_DN3_SP7_c.t1	AL4G45720
OG0002146	CP3_g13223_DN3_SP7_c.t1	AL5G44210
OG0002147	CP3_g13241_DN3_SP8_c.t1	AL5G43930
OG0002147	CP4_g24105_DN3_SP8_c.t1	AL4G45420
OG0002148	CP3_g13303_DN2_SP0_c.t1	AL5G43220
OG0002148	CP4_g24183_DN3_SP0_c.t1	AL4G44640
OG0002149	CP3_g13362_DN3_SP0_c.t1	AL5G42500
OG0002150	CP3_g13544_DN3_SP1_c.t1	AL5G39720
OG0002150	CP4_g24522_DN3_SP0_c.t1	AL4G40320
OG0002151	CP4_g24615_DN2_SP0_c.t1, CP4_g24612_DN2_SP0_c.t1	AL4G39030
OG0002152	CP3_g13678_DN3_SP8_c.t1	AL5G38110
OG0002152	CP4_g24605_DN3_SP2_c.t1	AL4G39120
OG0002153	CP3_g13704_DN3_SP5_c.t1	AL5G37760
OG0002153	CP4_g24639_DN3_SP7_c.t1	AL4G38690
OG0002154	CP3_g13940_DN3_SP8_c.t1	AL4G35900, AL5G35230
OG0002155	CP4_g25028_DN3_SP5_c.t1	AL4G33470
OG0002155	CP3_g14023_DN3_SP0_c.t1	AL5G34280
OG0002156	CP8_g53323_DN3_SP3_c.t1	AL8G28270
OG0002156	CP5_g1233_DN3_SP8_c.t1	AL7G24980
OG0002157	CP12_g30031_DN3_SP1_c.t1	AL3G29830
OG0002157	CP6_g7260_DN3_SP3_c.t1	AL7G39050
OG0002158	CP6_g8036_DN3_SP6_c.t1	AL9U10320
OG0002158	CP12_g30834_DN3_SP7_c.t1	AL3G39890
OG0002160	CP9_g28320_DN3_SP6_c.t1	AL2G26270
OG0002160	CP7_g45167_DN3_SP8_c.t1	AL1G40570
OG0002161	CP7_g45200_DN3_SP8_c.t1	AL1G40210
OG0002162	CP10_g43642_DN3_SP8_c.t1	AL3G52120
OG0002162	CP5_g969_DN3_SP7_c.t1	AL7G21810
OG0002164	CP4_g24721_DN3_SP0_c.t1	AL1G53000, AL4G37660
OG0002165	CP4_g24988_DN3_SP1_c.t1	nbis-gene-1095
OG0002165	CP4_g24989_DN3_SP8_c.t1	AL4G33890
OG0002166	CP13_g19775_DN1_SP0_c.t1, CP13_g19776_DN3_SP0_c.t1	AL8G10930
OG0002167	CP16_g54752_DN1_SP0_c.t1	AL4G10380
OG0002167	CP5_g75_DN3_SP3_c.t1	AL7G10800
OG0002168	CP16_g54770_DN3_SP8_c.t1	AL4G10600
OG0002168	CP5_g90_DN3_SP8_c.t1	AL7G11010
OG0002170	CP16_g54843_DN3_SP2_c.t1	AL4G11490
OG0002170	CP16_g54810_DN3_SP0_c.t1	AL4G11110
OG0002171	CP20_g4206_DN2_SP0_c.t1, CP20_g4208_DN3_SP0_c.t1	AL6G44160
OG0002172	CP2_g48640_DN3_SP0_c.t1	AL6G40350
OG0002172	CP10_g42478_DN3_SP0_c.t1	AL3G15240
OG0002174	CP4_g24150_DN3_SP8_c.t1	AL825U10020, AL4G44930
OG0002175	CP19_g18017_DN3_SP3_c.t1, CP19_g17864_DN3_SP1_c.t1	AL7G26710, AL6G35060
OG0002176	CP10_g42562_DN3_SP2_c.t1	AL88U10030, AL3G16390
OG0002176	CP2_g48567_DN3_SP4_c.t1	AL6G38920
OG0002177	CP10_g42699_DN3_SP8_c.t1	AL3G18100
OG0002177	CP2_g48729_DN3_SP8_c.t1	AL8G22390
OG0002178	CP2_g48757_DN3_SP0_c.t1	AL8G21740
OG0002178	CP10_g42724_DN3_SP5_c.t1	AL3G18420
OG0002179	CP10_g42827_DN3_SP0_c.t1	AL3G19640
OG0002179	CP10_g42826_DN3_SP0_c.t1	AL3G19620
OG0002180	CP10_g43178_DN3_SP8_c.t1	AL3G23760
OG0002180	CP11_g33268_DN3_SP0_c.t1, CP11_g33267_DN3_SP0_c.t1	AL6G16880
OG0002181	CP1_g38312_DN3_SP5_c.t1	AL1G54830
OG0002181	CP12_g30083_DN3_SP8_c.t1	AL3G30520
OG0002182	CP12_g30150_DN3_SP2_c.t1	AL3G31330
OG0002182	CP1_g38257_DN3_SP1_c.t1	AL1G55300
OG0002184	CP12_g30272_DN3_SP0_c.t1	AL3G32720
OG0002184	CP1_g38130_DN3_SP0_c.t1	AL1G57200
OG0002185	CP13_g19153_DN3_SP0_c.t1	AL5G18710
OG0002185	CP5_g1497_DN1_SP0_c.t1	AL7G50540
OG0002186	CP12_g30618_DN3_SP0_c.t1	AL3G36840, AL3G32630
OG0002186	CP6_g7437_DN3_SP0_c.t1	AL7G41020, AL1G56850
OG0002187	CP5_g2063_DN3_SP0_c.t1	nbis-gene-1894
OG0002187	CP9_g27571_DN3_SP0_c.t1	AL2G19730
OG0002188	CP2_g50317_DN3_SP0_c.t1	AL1G65290
OG0002189	CP4_g25153_DN3_SP8_c.t1	AL4G31970
OG0002190	CP4_g24702_DN3_SP2_c.t1	AL4G37890
OG0002190	CP3_g14189_DN3_SP3_c.t1	nbis-gene-1351
OG0002191	CP1_g36850_DN3_SP6_c.t1	AL1G15470
OG0002191	CP4_g25563_DN3_SP0_c.t1	AL4G27210
OG0002192	CP3_g16254_DN2_SP0_c.t1	AL4G15180
OG0002193	CP2_g49374_DN3_SP0_c.t1	AL2G17280
OG0002193	CP1_g37328_DN3_SP5_c.t1	AL1G21160
OG0002194	CP2_g49335_DN3_SP6_c.t1	AL2G16810
OG0002194	CP1_g37337_DN3_SP7_c.t1	AL1G21260
OG0002195	CP2_g49206_DN3_SP0_c.t1	AL2G15560
OG0002195	CP1_g37391_DN3_SP2_c.t1	AL1G21910
OG0002196	CP2_g48997_DN3_SP0_c.t1, CP1_g37535_DN1_SP0_c.t1	AL1G23640
OG0002197	CP1_g37810_DN3_SP0_c.t1	AL1G27100
OG0002197	CP13_g19689_DN3_SP0_c.t1	AL5G10210, AL5G10330
OG0002198	CP9_g28732_DN3_SP5_c.t1	AL2G30620
OG0002199	CP9_g28729_DN3_SP2_c.t1	AL2G30590
OG0002199	CP7_g45481_DN3_SP8_c.t1	AL1G36600
OG0002200	CP9_g28741_DN3_SP3_c.t1	AL2G30720, nbis-gene-593, nbis-gene-594
OG0002201	CP2_g49025_DN3_SP0_c.t1	AL2G13310, AL2G13320
OG0002203	CP5_g1049_DN3_SP8_c.t1	AL7G22890
OG0002203	CP10_g43564_DN3_SP8_c.t1	AL3G48570
OG0002205	CP9_g28096_DN3_SP0_c.t1	AL2G23720
OG0002206	CP7_g45830_DN3_SP5_c.t1	AL1G31840
OG0002207	CP16_g54808_DN3_SP6_c.t1	AL4G11070
OG0002207	CP5_g118_DN3_SP7_c.t1	AL7G11360
OG0002208	CP16_g54951_DN3_SP0_c.t1	AL4G12970
OG0002210	CP5_g581_DN2_SP2_c.t1	AL7G17010
OG0002211	CP6_g7651_DN3_SP8_c.t1	AL7G42720
OG0002211	CP12_g30768_DN3_SP7_c.t1	AL3G38840
OG0002212	CP7_g45147_DN3_SP0_c.t1	AL1G40760
OG0002213	CP19_g17949_DN3_SP8_c.t1	AL7G25990
OG0002213	CP8_g53487_DN3_SP7_c.t1	AL8G30620
OG0002214	CP5_g1656_DN3_SP0_c.t1	AL7G52650
OG0002216	CP5_g769_DN3_SP0_c.t1	AL7G19460
OG0002216	CP5_g770_DN3_SP0_c.t1	AL7G19470
OG0002221	CP4_g25219_DN3_SP5_c.t1, CP17_g5088_DN3_SP4_c.t1	AL941U10010, AL4G31280
OG0002222	CP8_g54688_DN2_SP3_c.t1	AL1G42330, AL1G42320
OG0002223	CP11_g32224_DN3_SP0_c.t1	AL6G28540
OG0002223	CP10_g42331_DN2_SP0_c.t1	AL3G12980, AL288U10020
OG0002224	CP8_g52378_DN3_SP5_c.t1	AL8G24020
OG0002224	CP19_g18187_DN3_SP3_c.t1	AL7G28570
OG0002225	CP11_g32505_DN3_SP4_c.t1	AL6G25380
OG0002226	CP11_g32588_DN3_SP0_c.t1	AL6G24450
OG0002227	CP4_g26339_DN3_SP7_c.t1	AL4G21120
OG0002227	CP1_g37123_DN3_SP8_c.t1	AL1G18830
OG0002228	CP4_g25868_DN3_SP0_c.t1	nbis-gene-1031
OG0002228	CP1_g37051_DN2_SP0_c.t1	AL1G18080
OG0002229	CP4_g25556_DN3_SP7_c.t1	AL4G27310
OG0002229	CP1_g36847_DN3_SP8_c.t1	AL1G15440
OG0002230	CP1_g36645_DN3_SP6_c.t1	AL1G13940
OG0002231	CP1_g36656_DN3_SP8_c.t1	AL1G13820
OG0002232	CP13_g20176_DN3_SP1_c.t1	AL8G15720
OG0002232	CP1_g36700_DN3_SP0_c.t1	AL1G13320
OG0002234	CP19_g18133_DN3_SP2_c.t1	AL7G28000
OG0002234	CP8_g53023_DN3_SP4_c.t1	AL8G25520
OG0002235	CP19_g18125_DN3_SP8_c.t1	AL7G27930
OG0002235	CP7_g44842_DN3_SP0_c.t1	AL1G44600
OG0002236	CP8_g53172_DN3_SP4_c.t1	AL8G26580
OG0002237	CP7_g44998_DN3_SP0_c.t1	AL1G42870, AL4G30030
OG0002239	CP4_g25254_DN3_SP0_c.t1	nbis-gene-1081
OG0002239	CP7_g44814_DN3_SP5_c.t1	AL1G44980
OG0002240	CP7_g44761_DN3_SP7_c.t1	AL1G49630
OG0002240	CP4_g25180_DN3_SP8_c.t1	AL4G31690
OG0002241	CP7_g44652_DN3_SP8_c.t1	AL1G46580
OG0002241	CP4_g25204_DN3_SP8_c.t1	AL4G31440
OG0002242	CP2_g47636_DN2_SP0_c.t1	AL8G44290
OG0002242	CP3_g14348_DN2_SP0_c.t1	AL5G30440
OG0002243	CP11_g33166_DN3_SP8_c.t1	AL6G17570
OG0002243	CP2_g48121_DN3_SP3_c.t1	AL8G38570
OG0002244	CP2_g48227_DN3_SP0_c.t1	AL269U10020, AL3G41370, AL3G41380, AL3G41390, AL215U10060, AL269U10010, AL3G41400, AL8G37440, AL269U10050, AL269U10030, AL269U10040
OG0002247	CP3_g15990_DN2_SP0_c.t1	AL5G21230
OG0002248	CP6_g8554_DN3_SP0_c.t1	AL9U11100, AL9U11080
OG0002248	CP6_g8546_DN3_SP0_c.t1	AL9U11190
OG0002249	CP8_g53996_DN3_SP8_c.t1	AL8G36260
OG0002250	CP8_g53871_DN3_SP0_c.t1	nbis-gene-2169
OG0002250	CP10_g42159_DN2_SP0_c.t1	AL3G10800
OG0002251	CP8_g53754_DN3_SP5_c.t1	AL8G33610
OG0002251	CP19_g18062_DN3_SP0_c.t1	AL7G27240
OG0002253	CP8_g53447_DN3_SP8_c.t1	AL8G30240
OG0002253	CP5_g1302_DN3_SP6_c.t1	AL7G25730
OG0002254	CP1_g36761_DN3_SP8_c.t1	AL1G12520
OG0002254	CP11_g32037_DN3_SP1_c.t1	AL6G50380
OG0002255	CP10_g43913_DN3_SP1_c.t1	AL3G49330
OG0002255	CP19_g18492_DN3_SP2_c.t1	AL7G31960
OG0002257	CP10_g43065_DN3_SP0_c.t1	AL3G22520
OG0002257	CP11_g33360_DN3_SP0_c.t1	AL6G15220
OG0002258	CP1_g39232_DN3_SP1_c.t1, CP4_g24877_DN3_SP1_c.t1	AL4G35730
OG0002258	CP11_g33534_DN3_SP7_c.t1	AL6G13070
OG0002259	CP11_g33591_DN3_SP1_c.t1	AL6G12190
OG0002259	CP13_g19301_DN3_SP0_c.t1, CP2_g49571_DN1_SP0_c.t1	AL6G12220, nbis-gene-1441, nbis-gene-1440
OG0002260	CP4_g24904_DN3_SP0_c.t1	AL4G35230
OG0002262	CP9_g29703_DN3_SP7_c.t1	AL2G41360
OG0002262	CP7_g46192_DN3_SP8_c.t1	AL1G27480
OG0002263	CP9_g29686_DN3_SP8_c.t1	AL2G41200
OG0002263	CP7_g46177_DN3_SP6_c.t1	AL1G27620
OG0002264	CP7_g46146_DN3_SP0_c.t1	AL1G28030
OG0002265	CP7_g45569_DN3_SP8_c.t1	AL1G35620
OG0002266	CP9_g29416_DN3_SP8_c.t1	AL2G37970
OG0002266	CP7_g45585_DN3_SP8_c.t1	AL1G35380, AL1G35190
OG0002267	CP9_g29337_DN3_SP4_c.t1	AL2G37070
OG0002267	CP7_g45648_DN3_SP3_c.t1	AL1G34410
