HOG	OG	Gene Tree Parent Clade	Aethionema_saxatile	Alyssum_gmelinii	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana	Arabis_alpina	Brassica_napus	Brassica_oleracea	Brassica_rapa	Camelina_sativa	Capsella_rubella	Cardamine_amara	Cardamine_glauca	Cardamine_hirsuta	Cochlearia_excelsa	Conringia_planisiliqua	Erysimum_linariifolium	Euclidium_syriacum	Eutrema_salsugineum	Noccaea_praecox	Odontarrhena_muralis	Raphanus_sativus
N6.HOG0002601	OG0000396	n53														Cg002G069060									
N6.HOG0002602	OG0000396	n98														Cg002G069050	CARHR292570								
N6.HOG0002603	OG0000396	n100															CARHR292580								
N6.HOG0002604	OG0000397	n14													evm.model.RL_2.735, evm.model.RL_6.651, evm.model.RL_6.634										
N6.HOG0002605	OG0000397	n111													evm.model.RL_3.767										
N6.HOG0002606	OG0000398	n2													evm.model.RL_1.1275	Cg008G310730									
N6.HOG0002607	OG0000398	n20													evm.model.RL_1.1276	Cg004G129520	CARHR088350, CARHR088360								
N6.HOG0002608	OG0000398	n42													evm.model.RL_1.1274	Cg004G129510	CARHR088340								
N6.HOG0002609	OG0000398	n55													evm.model.RL_4.886	Cg008G309090	CARHR182690								
N6.HOG0002610	OG0000398	n65													evm.model.RL_5.3907, evm.model.RL_5.3908	Cg006G195010	CARHR044860, CARHR044870								
N6.HOG0002611	OG0000399	n107															CARHR284260								
N6.HOG0002612	OG0000399	n111															CARHR101940, CARHR101950								
N6.HOG0002613	OG0000399	n113														Cg004G143320, Cg004G143360									
N6.HOG0002614	OG0000400	n3														Cg008G320060	CARHR158010								
N6.HOG0002615	OG0000400	n25															CARHR100730								
N6.HOG0002616	OG0000400	n57															CARHR149600, CARHR292690								
N6.HOG0002617	OG0000400	n72															CARHR286050								
N6.HOG0002618	OG0000400	n82														Cg004G145190									
N6.HOG0002619	OG0000401	n3													evm.model.RL_8.1238, evm.model.RL_8.1309										
N6.HOG0002620	OG0000401	n25													evm.model.RL_8.2356	Cg003G110670	CARHR276640								
N6.HOG0002621	OG0000401	n42														Cg003G110400									
N6.HOG0002622	OG0000401	n49															CARHR258400								
N6.HOG0002623	OG0000401	n61															CARHR166000								
N6.HOG0002624	OG0000401	n74													evm.model.RL_8.1276	Cg003G098280	CARHR264620, CARHR264630								
N6.HOG0002625	OG0000401	n90															CARHR166780								
N6.HOG0002626	OG0000401	n99													evm.model.RL_7.700										
N6.HOG0002627	OG0000403	n1													evm.model.RL_3.475, evm.model.RL_3.476	Cg007G250680	CARHR052710, CARHR052720								
N6.HOG0002628	OG0000403	n48													evm.model.RL_3.472, evm.model.RL_3.471	Cg007G250650	CARHR052690								
N6.HOG0002629	OG0000403	n54														Cg007G250640	CARHR052680								
N6.HOG0002630	OG0000404	n82															CARHR130390, CARHR206830, CARHR086060								
N6.HOG0002631	OG0000404	n85													evm.model.RL_7.1127.1.687c84b8	Cg002G054180									
N6.HOG0002632	OG0000404	n86													evm.model.RL_6.1709, evm.model.RL_4.2932, evm.model.RL_1.1057	Cg008G286930, Cg004G127240, Cg005G170410									
N6.HOG0002633	OG0000405	n3													evm.model.RL_7.1865										
N6.HOG0002634	OG0000405	n20														Cg007G259010									
N6.HOG0002635	OG0000405	n27													evm.model.RL_6.867	Cg006G212540									
N6.HOG0002636	OG0000405	n64													evm.model.RL_6.1772										
N6.HOG0002637	OG0000405	n77													evm.model.RL_2.871										
N6.HOG0002638	OG0000406	n22													evm.model.RL_4.1943	Cg008G297220	CARHR196180								
N6.HOG0002639	OG0000406	n53													evm.model.RL_7.379	Cg002G046730	CARHR170190								
N6.HOG0002640	OG0000406	n87													evm.model.RL_1.230	Cg004G118250									
N6.HOG0002641	OG0000407	n4														Cg007G246870									
N6.HOG0002642	OG0000407	n44														Cg008G295960	CARHR197660								
N6.HOG0002643	OG0000407	n98														Cg008G295160	CARHR198380								
N6.HOG0002644	OG0000408	n12													evm.model.RL_6.363		CARHR117270								
N6.HOG0002645	OG0000408	n47															CARHR178010, CARHR117170								
N6.HOG0002646	OG0000408	n53															CARHR117190								
N6.HOG0002647	OG0000408	n95															CARHR117180								
N6.HOG0002648	OG0000409	n52															CARHR170770								
N6.HOG0002649	OG0000409	n99													evm.model.RL_1.3251										
N6.HOG0002650	OG0000410	n3														Cg007G249030	CARHR050860								
N6.HOG0002651	OG0000410	n12														Cg007G249100	CARHR050970, CARHR050980								
N6.HOG0002652	OG0000410	n28															CARHR050950, CARHR050960								
N6.HOG0002653	OG0000410	n34															CARHR050930								
N6.HOG0002654	OG0000410	n49														Cg007G249090									
N6.HOG0002655	OG0000410	n58													evm.model.RL_5.1950	Cg007G249110	CARHR051060, CARHR050990, CARHR051100, CARHR051090, CARHR051110, CARHR051120								
N6.HOG0002656	OG0000411	n3														Cg007G248450	CARHR050150								
N6.HOG0002657	OG0000411	n23													evm.model.RL_3.280.1.687c84ba										
N6.HOG0002658	OG0000411	n28													evm.model.RL_1.2526	Cg004G145680	CARHR103290								
N6.HOG0002659	OG0000411	n47													evm.model.RL_8.468	Cg003G093460, Cg003G080490	CARHR252910								
N6.HOG0002660	OG0000411	n84													evm.model.RL_2.1704		CARHR228790								
N6.HOG0002661	OG0000411	n109														Cg001G019000									
N6.HOG0002662	OG0000412	n1													evm.model.RL_8.1550	Cg003G101880	CARHR267950								
N6.HOG0002663	OG0000412	n37														Cg001G013500									
N6.HOG0002664	OG0000412	n41													evm.model.RL_2.2237		CARHR234870								
N6.HOG0002665	OG0000412	n52													evm.model.RL_5.1961	Cg006G198710	CARHR041080								
N6.HOG0002666	OG0000412	n73													evm.model.RL_1.1990	Cg004G137580	CARHR096480								
N6.HOG0002667	OG0000413	n1													evm.model.RL_1.1261	Cg004G129370	CARHR088190								
N6.HOG0002668	OG0000413	n36														Cg001G014360	CARHR233890								
N6.HOG0002669	OG0000413	n59													evm.model.RL_8.1728	Cg003G104010	CARHR270190								
N6.HOG0002670	OG0000413	n102													evm.model.RL_5.3918		CARHR044990								
N6.HOG0002671	OG0000414	n5															CARHR025550								
N6.HOG0002672	OG0000414	n39															CARHR025540								
N6.HOG0002673	OG0000414	n60													evm.model.RL_5.3277	Cg006G220700	CARHR025530								
N6.HOG0002674	OG0000414	n94															CARHR227340								
N6.HOG0002675	OG0000415	n2													evm.model.RL_4.2375, evm.model.RL_4.2377	Cg008G292540	CARHR196770, CARHR201040								
N6.HOG0002676	OG0000415	n76													evm.model.RL_4.1043	Cg008G306950	CARHR186080								
N6.HOG0002677	OG0000415	n92													evm.model.RL_6.2381		CARHR137680								
N6.HOG0002678	OG0000416	n63														Cg005G174990	CARHR125400								
N6.HOG0002679	OG0000416	n64													evm.model.RL_6.1277	Cg005G174850	CARHR125380								
N6.HOG0002680	OG0000416	n81													evm.model.RL_5.417	Cg006G240670	CARHR005050								
N6.HOG0002681	OG0000417	n6														Cg004G141850	CARHR288610, CARHR033580, CARHR100270, CARHR033610, CARHR100280								
N6.HOG0002682	OG0000417	n12															CARHR288600, CARHR033590, CARHR288590, CARHR100310, CARHR288580								
N6.HOG0002683	OG0000417	n76														Cg003G109700									
N6.HOG0002684	OG0000419	n8														Cg008G309140, Cg008G310840	CARHR286080, CARHR286070, CARHR286060, CARHR286140								
N6.HOG0002685	OG0000419	n13														Cg008G309150	CARHR286040, CARHR085380								
N6.HOG0002686	OG0000419	n68														Cg008G310850, Cg008G309170									
N6.HOG0002687	OG0000420	n14													evm.model.RL_1.3253, evm.model.RL_1.3252		CARHR111270								
N6.HOG0002688	OG0000420	n29															CARHR135320								
N6.HOG0002689	OG0000420	n38															CARHR135310								
N6.HOG0002690	OG0000420	n92															CARHR111260								
N6.HOG0002691	OG0000421	n18														Cg001G039140, Cg001G039040	CARHR103170, CARHR263230, CARHR263240, CARHR263250								
N6.HOG0002692	OG0000421	n67													evm.model.RL_2.302										
N6.HOG0002693	OG0000421	n88															CARHR263220								
N6.HOG0002694	OG0000422	n4													evm.model.RL_5.809	Cg001G020210, Cg006G236580	CARHR009470								
N6.HOG0002695	OG0000422	n58													evm.model.RL_5.810	Cg006G236570, Cg006G236560	CARHR009480								
N6.HOG0002696	OG0000422	n73													evm.model.RL_5.808.1.687c88af	Cg006G236590	CARHR009460, CARHR009450, CARHR222090								
N6.HOG0002697	OG0000423	n10													evm.model.RL_3.1665	Cg007G273210	CARHR065650								
N6.HOG0002698	OG0000423	n42													evm.model.RL_5.3889	Cg006G195220	CARHR044630								
N6.HOG0002699	OG0000423	n63														Cg004G129870	CARHR088730								
N6.HOG0002700	OG0000424	n3															CARHR251880								
N6.HOG0002701	OG0000424	n13													evm.model.RL_8.373										
N6.HOG0002702	OG0000424	n41													evm.model.RL_8.374	Cg005G185110									
N6.HOG0002703	OG0000424	n52															CARHR251850								
N6.HOG0002704	OG0000425	n7													evm.model.RL_5.3756	Cg006G196760	CARHR043170								
N6.HOG0002705	OG0000425	n9														Cg004G145250, Cg004G145230, Cg004G145240	CARHR103140								
N6.HOG0002706	OG0000425	n28														Cg004G127770	CARHR086550, CARHR179580								
N6.HOG0002707	OG0000426	n3														Cg006G207870, Cg001G036330	CARHR284410								
N6.HOG0002708	OG0000426	n19													evm.model.RL_1.2512		CARHR119980								
N6.HOG0002709	OG0000426	n94														Cg006G210120									
N6.HOG0002710	OG0000427	n5													evm.model.RL_3.2260		CARHR072160								
N6.HOG0002711	OG0000427	n15														Cg004G121350	CARHR079970								
N6.HOG0002712	OG0000427	n30													evm.model.RL_2.1164, evm.model.RL_3.2261	Cg004G145850, Cg007G279320	CARHR072170								
N6.HOG0002713	OG0000427	n63													evm.model.RL_6.1459	Cg005G172930									
N6.HOG0002714	OG0000427	n106													evm.model.RL_3.2259										
N6.HOG0002715	OG0000429	n2													evm.model.RL_4.1204	Cg008G305090	CARHR188110								
N6.HOG0002716	OG0000429	n29													evm.model.RL_4.2465	Cg008G291690	CARHR202110								
N6.HOG0002717	OG0000429	n62													evm.model.RL_2.2744	Cg001G008100	CARHR240310								
N6.HOG0002718	OG0000429	n85													evm.model.RL_6.461	Cg005G188170	CARHR115900								
N6.HOG0002719	OG0000430	n1													evm.model.RL_1.2834	Cg004G152450	CARHR106810								
N6.HOG0002720	OG0000430	n31														Cg001G005380	CARHR243160								
N6.HOG0002721	OG0000430	n74													evm.model.RL_6.22	Cg005G193810	CARHR111960								
N6.HOG0002722	OG0000430	n87													evm.model.RL_2.3452	Cg001G000600	CARHR294440								
N6.HOG0002723	OG0000431	n1													evm.model.RL_3.561	Cg007G251970	CARHR284150								
N6.HOG0002724	OG0000431	n40													evm.model.RL_5.862_evm.model.RL_5.863	Cg006G235970	CARHR010120								
N6.HOG0002725	OG0000431	n67														Cg006G235980	CARHR010110								
N6.HOG0002726	OG0000432	n9													evm.model.RL_8.1360, evm.model.RL_8.1364	Cg003G099400	CARHR265630								
N6.HOG0002727	OG0000432	n33													evm.model.RL_2.2173	Cg001G014130									
N6.HOG0002728	OG0000432	n106													evm.model.RL_8.1680	Cg003G103300									
N6.HOG0002729	OG0000433	n26														Cg008G318280	CARHR292650, CARHR181100, CARHR181080								
N6.HOG0002730	OG0000433	n33													evm.model.RL_4.595										
N6.HOG0002731	OG0000433	n45														Cg008G318270									
N6.HOG0002732	OG0000435	n3													evm.model.RL_5.1716, evm.model.RL_5.1713, evm.model.RL_5.1714	Cg006G227220, Cg006G227250	CARHR019430, CARHR019400, CARHR189080, CARHR019410								
N6.HOG0002733	OG0000435	n37														Cg006G224010	CARHR104640								
N6.HOG0002734	OG0000436	n5													evm.model.RL_2.2141	Cg001G014470	CARHR233780								
N6.HOG0002735	OG0000436	n14													evm.model.RL_8.1743		CARHR270460								
N6.HOG0002736	OG0000436	n59														Cg003G104180									
N6.HOG0002737	OG0000436	n69													evm.model.RL_2.2461	Cg001G011130	CARHR237210								
N6.HOG0002738	OG0000436	n77													evm.model.RL_1.3151	Cg004G156050	CARHR110190								
N6.HOG0002739	OG0000436	n107														Cg004G156060									
N6.HOG0002740	OG0000437	n5														Cg006G211920, Cg006G211880	CARHR033100								
N6.HOG0002741	OG0000437	n46														Cg006G211900									
N6.HOG0002742	OG0000437	n49													evm.model.RL_5.2606		CARHR033080								
N6.HOG0002743	OG0000437	n67													evm.model.RL_5.2608	Cg006G211940	CARHR033050								
N6.HOG0002744	OG0000438	n53													evm.model.RL_8.525	Cg003G081140	CARHR253620								
N6.HOG0002745	OG0000438	n75															CARHR229400								
N6.HOG0002746	OG0000438	n85													evm.model.RL_2.1752		CARHR229370								
N6.HOG0002747	OG0000438	n95													evm.model.RL_2.1751										
N6.HOG0002748	OG0000439	n8													evm.model.RL_5.461_evm.model.RL_5.462.2.687c9b4b	Cg006G240180	CARHR005540								
N6.HOG0002749	OG0000439	n23														Cg006G240170	CARHR005550								
N6.HOG0002750	OG0000439	n40													evm.model.RL_7.411	Cg002G047030	CARHR169860								
N6.HOG0002751	OG0000439	n76													evm.model.RL_6.1235	Cg005G175260	CARHR125020								
N6.HOG0002752	OG0000440	n14													evm.model.RL_4.1896	Cg008G297760	CARHR195730								
N6.HOG0002753	OG0000440	n54													evm.model.RL_1.259	Cg004G118560	CARHR077420								
N6.HOG0002754	OG0000440	n71														Cg004G118580									
N6.HOG0002755	OG0000440	n76													evm.model.RL_1.260	Cg004G118570	CARHR077430								
N6.HOG0002756	OG0000441	n1													evm.model.RL_1.1577	Cg004G132880	CARHR091670								
N6.HOG0002757	OG0000441	n44														Cg004G132850	CARHR091630								
N6.HOG0002758	OG0000441	n62													evm.model.RL_2.1399, evm.model.RL_1.1575		CARHR091640								
N6.HOG0002759	OG0000441	n93													evm.model.RL_1.1576	Cg004G132870	CARHR091660								
N6.HOG0002760	OG0000441	n95														Cg004G132860	CARHR091650								
N6.HOG0002761	OG0000442	n20															CARHR147790, CARHR156510								
N6.HOG0002762	OG0000442	n24														Cg001G027430	CARHR220790								
N6.HOG0002763	OG0000442	n25														Cg002G071920	CARHR147780								
N6.HOG0002764	OG0000442	n26														Cg007G265110, Cg007G265120	CARHR147800								
N6.HOG0002765	OG0000442	n58															CARHR078290, CARHR078280								
N6.HOG0002766	OG0000442	n61														Cg005G192980	CARHR186290								
N6.HOG0002767	OG0000442	n72														Cg007G247910	CARHR049440								
N6.HOG0002768	OG0000442	n89															CARHR112960								
N6.HOG0002769	OG0000442	n99															CARHR112980								
N6.HOG0002770	OG0000442	n108															CARHR053110								
N6.HOG0002771	OG0000443	n39														Cg007G272740, Cg007G272730	CARHR065170, CARHR065180								
N6.HOG0002772	OG0000443	n102															CARHR065160								
N6.HOG0002773	OG0000445	n1													evm.model.RL_7.2550										
N6.HOG0002774	OG0000445	n52													evm.model.RL_3.951, evm.model.RL_2.846										
N6.HOG0002775	OG0000446	n1													evm.model.RL_8.2324	Cg003G110320	CARHR276320								
N6.HOG0002776	OG0000446	n32													evm.model.RL_7.2573	Cg002G074360	CARHR145200								
N6.HOG0002777	OG0000446	n62													evm.model.RL_5.1283	Cg006G231520	CARHR014840								
N6.HOG0002778	OG0000447	n1													evm.model.RL_1.1423	Cg004G131200	CARHR090020								
N6.HOG0002779	OG0000447	n35													evm.model.RL_8.2153	Cg003G108540	CARHR274540								
N6.HOG0002780	OG0000447	n53													evm.model.RL_6.1484	Cg005G172640	CARHR128030								
N6.HOG0002781	OG0000447	n74														Cg006G218040	CARHR028030								
N6.HOG0002782	OG0000448	n3													evm.model.RL_4.100	Cg008G324500	CARHR174490								
N6.HOG0002783	OG0000448	n67													evm.model.RL_4.101	Cg008G324490	CARHR174500								
N6.HOG0002784	OG0000448	n92													evm.model.RL_4.102		CARHR174510								
N6.HOG0002785	OG0000448	n101														Cg008G324510	CARHR174480								
N6.HOG0002786	OG0000449	n2													evm.model.RL_7.1766	Cg002G061250	CARHR154370								
N6.HOG0002787	OG0000449	n18													evm.model.RL_8.2067	Cg003G107590	CARHR273500								
N6.HOG0002788	OG0000449	n51													evm.model.RL_7.1767	Cg002G061240	CARHR154360								
N6.HOG0002789	OG0000449	n72													evm.model.RL_8.2066	Cg003G107580	CARHR273490								
N6.HOG0002790	OG0000450	n69													evm.model.RL_2.603, evm.model.RL_4.971										
N6.HOG0002791	OG0000452	n54														Cg001G010190	CARHR238200								
N6.HOG0002792	OG0000452	n64														Cg001G010200	CARHR238190								
N6.HOG0002793	OG0000453	n13														Cg005G177990									
N6.HOG0002794	OG0000453	n25													evm.model.RL_6.1004	Cg006G197950									
N6.HOG0002795	OG0000453	n50															CARHR122180								
N6.HOG0002796	OG0000453	n52															CARHR122220								
N6.HOG0002797	OG0000453	n60															CARHR122200								
N6.HOG0002798	OG0000453	n75													evm.model.RL_8.2046, evm.model.RL_8.2045										
N6.HOG0002799	OG0000453	n94															CARHR219840								
N6.HOG0002800	OG0000454	n4														Cg003G099450	CARHR265700, CARHR265680, CARHR265690								
N6.HOG0002801	OG0000454	n106														Cg003G099460	CARHR265710								
N6.HOG0002802	OG0000455	n6															CARHR031850								
N6.HOG0002803	OG0000455	n34															CARHR022300, CARHR022290								
N6.HOG0002804	OG0000455	n47															CARHR022210, CARHR176330								
N6.HOG0002805	OG0000455	n75															CARHR022280, CARHR213610, CARHR022850								
N6.HOG0002806	OG0000455	n84															CARHR022330								
N6.HOG0002807	OG0000456	n3														Cg008G287450									
N6.HOG0002808	OG0000456	n42														Cg002G056050, Cg002G056060	CARHR031380								
N6.HOG0002809	OG0000456	n44														Cg005G187000	CARHR160320, CARHR160300								
N6.HOG0002810	OG0000456	n86															CARHR180690, CARHR206570								
N6.HOG0002811	OG0000457	n2													evm.model.RL_4.2343	Cg008G292890	CARHR200680								
N6.HOG0002812	OG0000457	n75															CARHR266510								
N6.HOG0002813	OG0000457	n91														Cg001G040480									
N6.HOG0002814	OG0000458	n32													evm.model.RL_6.819, evm.model.RL_6.820, evm.model.RL_8.1388, evm.model.RL_8.1390	Cg003G099750, Cg003G099730	CARHR119910, CARHR265940, CARHR265960, CARHR266380								
N6.HOG0002815	OG0000459	n3															CARHR254770, CARHR227580, CARHR221090, CARHR227590, CARHR227570, CARHR227620								
N6.HOG0002816	OG0000459	n95															CARHR227560, CARHR254740								
N6.HOG0002817	OG0000460	n2													evm.model.RL_3.473	Cg007G250660, Cg007G250670	CARHR052700								
N6.HOG0002818	OG0000460	n27														Cg001G018880	CARHR228900								
N6.HOG0002819	OG0000460	n64													evm.model.RL_6.2924	Cg005G157890									
N6.HOG0002820	OG0000460	n87															CARHR101390								
N6.HOG0002821	OG0000461	n1													evm.model.RL_6.1809	Cg005G168760	CARHR131820								
N6.HOG0002822	OG0000461	n17													evm.model.RL_8.2928, evm.model.RL_5.1023, evm.model.RL_5.2911	Cg006G245460	CARHR000130								
N6.HOG0002823	OG0000461	n59													evm.model.RL_8.2929										
N6.HOG0002824	OG0000461	n62													evm.model.RL_5.2910	Cg006G245470	CARHR000120								
N6.HOG0002825	OG0000461	n71															CARHR131830								
N6.HOG0002826	OG0000462	n5															CARHR061160								
N6.HOG0002827	OG0000462	n39															CARHR291870								
N6.HOG0002828	OG0000462	n57															CARHR209710, CARHR209720								
N6.HOG0002829	OG0000462	n92															CARHR243790, CARHR243780								
N6.HOG0002830	OG0000463	n10														Cg002G060360	CARHR154970								
N6.HOG0002831	OG0000463	n16															CARHR155030								
N6.HOG0002832	OG0000463	n38														Cg002G060380	CARHR155020								
N6.HOG0002833	OG0000463	n45														Cg002G060460, Cg002G060450	CARHR155090								
N6.HOG0002834	OG0000463	n61													evm.model.RL_7.360	Cg002G060570									
N6.HOG0002835	OG0000463	n82															CARHR155150								
N6.HOG0002836	OG0000463	n83														Cg002G060480	CARHR155070, CARHR155100								
N6.HOG0002837	OG0000465	n0															CARHR104910								
N6.HOG0002838	OG0000466	n22															CARHR140210, CARHR283630								
N6.HOG0002839	OG0000466	n33														Cg005G169700									
N6.HOG0002840	OG0000466	n34														Cg005G160230	CARHR140220								
N6.HOG0002841	OG0000466	n73													evm.model.RL_4.3195	Cg008G284120									
N6.HOG0002842	OG0000466	n76													evm.model.RL_4.3197										
N6.HOG0002843	OG0000466	n105															CARHR140230								
N6.HOG0002844	OG0000467	n40													evm.model.RL_2.1432, evm.model.RL_7.492										
N6.HOG0002845	OG0000467	n68														Cg008G322950, Cg002G047650	CARHR169080								
N6.HOG0002846	OG0000467	n75															CARHR225580								
N6.HOG0002847	OG0000467	n78														Cg001G022010	CARHR176200								
N6.HOG0002848	OG0000467	n96													evm.model.RL_4.251.1.687c86cd										
N6.HOG0002849	OG0000468	n1													evm.model.RL_7.908	Cg002G051880	CARHR164620								
N6.HOG0002850	OG0000468	n33													evm.model.RL_6.1370	Cg005G173840	CARHR126780								
N6.HOG0002851	OG0000468	n52													evm.model.RL_6.2006	Cg005G167330	CARHR133660								
N6.HOG0002852	OG0000471	n1													evm.model.RL_5.3017	Cg006G217710	CARHR028400								
N6.HOG0002853	OG0000471	n53													evm.model.RL_5.3021, evm.model.RL_4.228, evm.model.RL_5.3020	Cg006G217740	CARHR286910								
N6.HOG0002854	OG0000471	n57													evm.model.RL_5.3018	Cg006G217720	CARHR028390								
N6.HOG0002855	OG0000471	n59													evm.model.RL_5.3019	Cg006G217730	CARHR028370								
N6.HOG0002856	OG0000471	n74													evm.model.RL_5.3015	Cg006G217690	CARHR028420								
N6.HOG0002857	OG0000472	n1													evm.model.RL_2.9	Cg001G040820	CARHR261860, CARHR261870								
N6.HOG0002858	OG0000472	n72														Cg001G040810	CARHR261880								
N6.HOG0002859	OG0000472	n73													evm.model.RL_2.8	Cg001G040800	CARHR261890								
N6.HOG0002860	OG0000473	n2													evm.model.RL_6.2891		CARHR142770								
N6.HOG0002861	OG0000473	n27														Cg005G158290									
N6.HOG0002862	OG0000473	n46													evm.model.RL_8.2204										
N6.HOG0002863	OG0000473	n53														Cg003G109030	CARHR275070								
N6.HOG0002864	OG0000473	n65													evm.model.RL_7.124	Cg002G044230	CARHR172740								
N6.HOG0002865	OG0000473	n86															CARHR054380, CARHR261710								
N6.HOG0002866	OG0000474	n1													evm.model.RL_4.1353	Cg008G303420	CARHR189790								
N6.HOG0002867	OG0000474	n69													evm.model.RL_7.1494	Cg002G057990	CARHR157730								
N6.HOG0002868	OG0000474	n101													evm.model.RL_2.2587	Cg005G190550	CARHR118230								
N6.HOG0002869	OG0000474	n103													evm.model.RL_6.296	Cg001G009730	CARHR238640								
N6.HOG0002870	OG0000475	n23														Cg006G233150, Cg006G233130									
N6.HOG0002871	OG0000475	n55													evm.model.RL_3.171		CARHR048290, CARHR048270								
N6.HOG0002872	OG0000476	n5															CARHR274050								
N6.HOG0002873	OG0000476	n32														Cg008G304790, Cg008G304800	CARHR130790								
N6.HOG0002874	OG0000476	n34														Cg008G304950, Cg008G305020	CARHR187530								
N6.HOG0002875	OG0000476	n39														Cg008G305130									
N6.HOG0002876	OG0000476	n49														Cg008G305110, Cg008G305030	CARHR188130								
N6.HOG0002877	OG0000476	n71															CARHR187940								
N6.HOG0002878	OG0000476	n78															CARHR187930								
N6.HOG0002879	OG0000477	n84													evm.model.RL_4.2841	Cg008G287900	CARHR206050								
N6.HOG0002880	OG0000477	n91													evm.model.RL_8.1916.1.687c855e	Cg003G105990, Cg004G153320	CARHR132920, CARHR272250								
N6.HOG0002881	OG0000477	n95													evm.model.RL_6.1936, evm.model.RL_1.2914	Cg005G168060	CARHR107490								
N6.HOG0002882	OG0000478	n45															CARHR032310, CARHR032340								
N6.HOG0002883	OG0000478	n47															CARHR136030								
N6.HOG0002884	OG0000480	n7													evm.model.RL_8.1001, evm.model.RL_3.892, evm.model.RL_2.705										
N6.HOG0002885	OG0000481	n1															CARHR050610								
N6.HOG0002886	OG0000481	n39													evm.model.RL_2.858	Cg001G029300, Cg003G087600	CARHR219220								
N6.HOG0002887	OG0000482	n68													evm.model.RL_3.1086	Cg007G266950	CARHR059540								
N6.HOG0002888	OG0000482	n71													evm.model.RL_2.377	Cg001G038090	CARHR214170								
N6.HOG0002889	OG0000483	n1													evm.model.RL_8.1626	Cg003G102670	CARHR268750								
N6.HOG0002890	OG0000483	n47													evm.model.RL_8.1628, evm.model.RL_8.1627	Cg003G102690, Cg003G102680	CARHR268770, CARHR268760								
N6.HOG0002891	OG0000484	n3													evm.model.RL_2.3144										
N6.HOG0002892	OG0000484	n46														Cg008G322230	CARHR177100								
N6.HOG0002893	OG0000484	n64													evm.model.RL_4.347										
N6.HOG0002894	OG0000484	n66													evm.model.RL_4.319, evm.model.RL_4.762		CARHR177030, CARHR177640, CARHR177140, CARHR177000								
N6.HOG0002895	OG0000484	n84													evm.model.RL_4.1853		CARHR195230								
N6.HOG0002896	OG0000484	n93													evm.model.RL_4.1855		CARHR195280, CARHR195270								
N6.HOG0002897	OG0000486	n32													evm.model.RL_6.86, evm.model.RL_7.1009										
N6.HOG0002898	OG0000486	n39													evm.model.RL_5.341										
N6.HOG0002899	OG0000486	n55															CARHR166240, CARHR166160								
N6.HOG0002900	OG0000486	n69													evm.model.RL_7.1029, evm.model.RL_7.1008, evm.model.RL_6.88										
N6.HOG0002901	OG0000486	n80													evm.model.RL_5.342										
N6.HOG0002902	OG0000487	n54													evm.model.RL_6.1422, evm.model.RL_1.357	Cg004G120040, Cg005G173270, Cg006G241950	CARHR003820, CARHR127370								
N6.HOG0002903	OG0000487	n75													evm.model.RL_5.300										
N6.HOG0002904	OG0000487	n80															CARHR078580								
N6.HOG0002905	OG0000488	n5														Cg002G054290									
N6.HOG0002906	OG0000488	n7														Cg002G054230									
N6.HOG0002907	OG0000488	n37														Cg002G054460	CARHR162100								
N6.HOG0002908	OG0000488	n69															CARHR162140								
N6.HOG0002909	OG0000488	n94														Cg002G054220									
N6.HOG0002910	OG0000489	n18													evm.model.RL_8.391, evm.model.RL_8.384										
N6.HOG0002911	OG0000489	n22													evm.model.RL_1.499	Cg004G121500, Cg004G121510	CARHR284350								
N6.HOG0002912	OG0000489	n97													evm.model.RL_8.381, evm.model.RL_8.390, evm.model.RL_8.383	Cg003G094350, Cg003G079680									
N6.HOG0002913	OG0000490	n1													evm.model.RL_5.76										
N6.HOG0002914	OG0000490	n69														Cg006G244130	CARHR001520, CARHR000930								
N6.HOG0002915	OG0000490	n81														Cg006G244120	CARHR001530								
N6.HOG0002916	OG0000491	n5													evm.model.RL_4.413										
N6.HOG0002917	OG0000491	n9													evm.model.RL_7.2269										
N6.HOG0002918	OG0000491	n39															CARHR107640, CARHR189230								
N6.HOG0002919	OG0000491	n46															CARHR190880								
N6.HOG0002920	OG0000491	n66														Cg008G302450	CARHR190870, CARHR190860								
N6.HOG0002921	OG0000492	n35													evm.model.RL_8.1742		CARHR270430, CARHR152840, CARHR152780, CARHR270410, CARHR270420								
N6.HOG0002922	OG0000492	n55														Cg003G103830	CARHR270450								
N6.HOG0002923	OG0000492	n75															CARHR274280, CARHR179630, CARHR179650, CARHR274270								
N6.HOG0002924	OG0000492	n92															CARHR032570								
N6.HOG0002925	OG0000492	n93															CARHR105980								
N6.HOG0002926	OG0000492	n96															CARHR105990								
N6.HOG0002927	OG0000493	n42													evm.model.RL_4.773, evm.model.RL_8.1075, evm.model.RL_2.642	Cg008G310080									
N6.HOG0002928	OG0000493	n48													evm.model.RL_4.2806		CARHR287390								
N6.HOG0002929	OG0000495	n11													evm.model.RL_8.1497		CARHR267230								
N6.HOG0002930	OG0000495	n15													evm.model.RL_8.1494	Cg003G101210									
N6.HOG0002931	OG0000495	n47													evm.model.RL_2.2495										
N6.HOG0002932	OG0000495	n68													evm.model.RL_6.241	Cg005G191210									
N6.HOG0002933	OG0000496	n5															CARHR058790, CARHR151080								
N6.HOG0002934	OG0000496	n8														Cg007G248520									
N6.HOG0002935	OG0000496	n28														Cg004G148140									
