HOG	OG	Gene Tree Parent Clade	Aethionema_saxatile	Alyssum_gmelinii	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana	Arabis_alpina	Brassica_napus	Brassica_oleracea	Brassica_rapa	Camelina_sativa	Capsella_rubella	Cardamine_amara	Cardamine_glauca	Cardamine_hirsuta	Cochlearia_excelsa	Conringia_planisiliqua	Erysimum_linariifolium	Euclidium_syriacum	Eutrema_salsugineum	Noccaea_praecox	Odontarrhena_muralis	Raphanus_sativus
N12.HOG0006126	OG0002380	n1		Ag008G731890																				Om006G232520	
N12.HOG0006127	OG0002380	n29		Ag007G603530																				Om004G166210	
N12.HOG0006128	OG0002381	n1		Ag007G601720																				Om004G167280	
N12.HOG0006129	OG0002381	n28		Ag008G729780																				Om006G233970	
N12.HOG0006130	OG0002382	n1		Ag007G600300																				Om004G168290	
N12.HOG0006131	OG0002382	n25		Ag008G725630																				Om006G236890	
N12.HOG0006132	OG0002383	n1		Ag002G110980, Ag002G107420																				Om008G359100	
N12.HOG0006133	OG0002383	n24		Ag006G574680																				Om001G002370	
N12.HOG0006134	OG0002384	n2		Ag006G561240																				Om001G005940	
N12.HOG0006135	OG0002384	n4		Ag002G126750																				Om008G356250	
N12.HOG0006136	OG0002385	n2		Ag002G130200																				Om008G355540	
N12.HOG0006137	OG0002385	n24		Ag006G563650																				Om001G006760	
N12.HOG0006138	OG0002386	n3		Ag002G141820																				Om008G353450	
N12.HOG0006139	OG0002386	n32		Ag005G445370, Ag005G445410, Ag006G552640																				Om001G009080	
N12.HOG0006140	OG0002387	n52		Ag003G290750																				Om001G037680	
N12.HOG0006141	OG0002388	n4		Ag003G291240																				Om001G038210	
N12.HOG0006142	OG0002389	n2		Ag003G297070																				Om001G041870	
N12.HOG0006143	OG0002389	n33																						Om008G338820	
N12.HOG0006144	OG0002390	n2		Ag002G163110																				Om008G338930	
N12.HOG0006145	OG0002390	n30		Ag007G578040																				Om007G276750	
N12.HOG0006146	OG0002391	n2		Ag002G148010																				Om008G347570	
N12.HOG0006147	OG0002392	n13		Ag006G563660																				Om001G006770	
N12.HOG0006148	OG0002392	n29		Ag002G130140																				Om008G355490	
N12.HOG0006149	OG0002393	n2		Ag001G045940, Ag001G043610																				Om003G104420	
N12.HOG0006150	OG0002393	n20		Ag005G427760																				Om002G074760	
N12.HOG0006151	OG0002394	n24		Ag005G430500, Ag005G430470																				Om002G074030	
N12.HOG0006152	OG0002395	n1		Ag001G038770																				Om003G104010	
N12.HOG0006153	OG0002395	n18		Ag005G430000, Ag005G430860																				Om002G073690	
N12.HOG0006154	OG0002396	n23		Ag001G036880																				Om003G103140	
N12.HOG0006155	OG0002397	n2		Ag007G653670, Ag003G246580																				Om007G317220	
N12.HOG0006156	OG0002397	n28		Ag008G669670																				Om006G271180	
N12.HOG0006157	OG0002398	n24		Ag001G098450																				Om003G128860	
N12.HOG0006158	OG0002399	n1		Ag001G098090																				Om003G128500	
N12.HOG0006159	OG0002399	n27		Ag002G206200																				Om008G319120	
N12.HOG0006160	OG0002400	n1		Ag002G203430																				Om006G262180	
N12.HOG0006161	OG0002400	n26		Ag001G095260																				Om003G127010	
N12.HOG0006162	OG0002401	n1		Ag002G202590																					
N12.HOG0006163	OG0002401	n26		Ag001G094240																				Om003G126210	
N12.HOG0006164	OG0002402	n1		Ag002G201810																				Om008G322070	
N12.HOG0006165	OG0002402	n24		Ag001G093760																				Om003G125990	
N12.HOG0006166	OG0002403	n2		Ag003G234840																				Om004G140740	
N12.HOG0006167	OG0002403	n28		Ag004G329240																				Om005G199570	
N12.HOG0006168	OG0002404	n1		Ag002G197160																				Om008G325140	
N12.HOG0006169	OG0002404	n25																						Om006G238670	
N12.HOG0006170	OG0002405	n16		Ag002G191820																				Om008G327610	
N12.HOG0006171	OG0002405	n19		Ag002G191870																				Om008G327600	
N12.HOG0006172	OG0002405	n21		Ag002G191900																				Om008G327580	
N12.HOG0006173	OG0002406	n2		Ag008G717780																				Om006G242220	
N12.HOG0006174	OG0002406	n30		Ag008G673980																				Om006G268310	
N12.HOG0006175	OG0002407	n51		Ag008G717250																				Om006G242550	
N12.HOG0006176	OG0002407	n52		Ag008G717270																				Om006G242540	
N12.HOG0006177	OG0002408	n3		Ag008G712320																				Om006G244830	
N12.HOG0006178	OG0002409	n23		Ag008G731960, Ag008G731980, Ag008G731950, Ag008G731990																				Om006G232440, Om006G232450	
N12.HOG0006179	OG0002410	n23		Ag008G733900																				Om006G231030	
N12.HOG0006180	OG0002411	n1		Ag004G327640																				Om005G198890	
N12.HOG0006181	OG0002411	n15		Ag003G238420																				Om004G142100	
N12.HOG0006182	OG0002412	n2		Ag004G297790																				Om005G178120	
N12.HOG0006183	OG0002412	n26		Ag006G516920																				Om004G157830	
N12.HOG0006184	OG0002413	n17		Ag006G517610																				Om004G157540	
N12.HOG0006185	OG0002413	n29		Ag004G298100																				Om005G178250	
N12.HOG0006186	OG0002414	n1		Ag004G300720																				Om005G180280	
N12.HOG0006187	OG0002414	n25		Ag007G599400																				Om004G160600	
N12.HOG0006188	OG0002415	n5		Ag007G587180																				Om007G277580	
N12.HOG0006189	OG0002415	n6		Ag004G302150																				Om005G181220	
N12.HOG0006190	OG0002416	n2		Ag007G587810																				Om007G277950	
N12.HOG0006191	OG0002416	n47		Ag004G302320																				Om005G181380	
N12.HOG0006192	OG0002417	n1		Ag002G190840, Ag001G071920, Ag007G588810																				Om007G278870	
N12.HOG0006193	OG0002417	n27		Ag004G303170																				Om005G182110	
N12.HOG0006194	OG0002418	n1		Ag007G590210																				Om007G279890	
N12.HOG0006195	OG0002418	n28		Ag004G304310																				Om005G182920	
N12.HOG0006196	OG0002419	n1		Ag004G305880																				Om005G184250	
N12.HOG0006197	OG0002419	n22		Ag007G592240																				Om007G281360	
N12.HOG0006198	OG0002420	n8																						Om007G284190	
N12.HOG0006199	OG0002420	n29		Ag007G596360																				Om007G284180	
N12.HOG0006200	OG0002421	n1		Ag007G596780																				Om007G284530	
N12.HOG0006201	OG0002421	n30		Ag004G308280																				Om005G186210	
N12.HOG0006202	OG0002422	n1		Ag008G693800, Ag006G543100, Ag006G543090, Ag006G544490																				Om003G116490	
N12.HOG0006203	OG0002423	n3		Ag005G489930																				Om002G043450	
N12.HOG0006204	OG0002423	n27		Ag007G619150																				Om007G299650	
N12.HOG0006205	OG0002424	n1		Ag007G620030																				Om007G299190	
N12.HOG0006206	OG0002424	n25		Ag005G488910, Ag005G489490																				Om002G043710	
N12.HOG0006207	OG0002425	n1		Ag005G489330, Ag001G091130																				Om002G043760	
N12.HOG0006208	OG0002425	n28		Ag007G620230																					
N12.HOG0006209	OG0002426	n8		Ag005G489190																					
N12.HOG0006210	OG0002426	n27		Ag007G621000																				Om007G298940	
N12.HOG0006211	OG0002427	n1		Ag005G488080																				Om002G044570	
N12.HOG0006212	OG0002427	n29		Ag007G624320																				Om007G297420	
N12.HOG0006213	OG0002428	n1		Ag005G486380																				Om002G045550	
N12.HOG0006214	OG0002428	n28		Ag007G628670																				Om007G296080	
N12.HOG0006215	OG0002429	n10		Ag004G306340, Ag004G306350																				Om005G184650	
N12.HOG0006216	OG0002429	n12		Ag004G306410																				Om005G184680	
N12.HOG0006217	OG0002429	n48		Ag004G306420																				Om005G184690	
N12.HOG0006218	OG0002430	n1		Ag005G478720																				Om002G051040	
N12.HOG0006219	OG0002430	n28		Ag005G478740																				Om002G051020	
N12.HOG0006220	OG0002431	n1		Ag001G078250																				Om006G252060	
N12.HOG0006221	OG0002431	n24		Ag002G181760																				Om008G331860	
N12.HOG0006222	OG0002432	n4		Ag002G181140																				Om008G332010	
N12.HOG0006223	OG0002432	n25		Ag002G181310																				Om008G332000	
N12.HOG0006224	OG0002433	n1		Ag003G209630																				Om004G130880	
N12.HOG0006225	OG0002433	n26		Ag004G324060																				Om005G196700	
N12.HOG0006226	OG0002434	n31																						Om005G197650	
N12.HOG0006227	OG0002434	n44		Ag003G212200																				Om004G132260	
N12.HOG0006228	OG0002435	n1		Ag003G235170																				Om004G140870	
N12.HOG0006229	OG0002435	n26		Ag004G329540																				Om005G199790	
N12.HOG0006230	OG0002436	n1		Ag004G337820																				Om005G204160	
N12.HOG0006231	OG0002436	n27		Ag003G218020																				Om004G134750	
N12.HOG0006232	OG0002437	n2		Ag004G338660																				Om005G204660	
N12.HOG0006233	OG0002437	n25		Ag003G215160																				Om004G133980	
N12.HOG0006234	OG0002438	n2		Ag004G339010																				Om005G204760	
N12.HOG0006235	OG0002438	n30																						Om004G133620	
N12.HOG0006236	OG0002439	n1		Ag003G240440																				Om004G142960	
N12.HOG0006237	OG0002439	n29		Ag004G339710																				Om005G205030	
N12.HOG0006238	OG0002440	n0		Ag007G589250, Ag001G099080																				Om003G129420	
N12.HOG0006239	OG0002441	n20		Ag004G341220																				Om005G205650	
N12.HOG0006240	OG0002441	n31		Ag004G343640																				Om005G206820	
N12.HOG0006241	OG0002442	n1		Ag004G345220																				Om005G207770	
N12.HOG0006242	OG0002442	n24		Ag003G242300																				Om004G143940	
N12.HOG0006243	OG0002443	n1		Ag003G244890																				Om004G145670	
N12.HOG0006244	OG0002443	n24		Ag004G364920, Ag001G075730, Ag004G348970																				Om005G209380	
N12.HOG0006245	OG0002444	n1		Ag004G351440																				Om005G210480	
N12.HOG0006246	OG0002444	n29		Ag003G247960																				Om004G146750	
N12.HOG0006247	OG0002445	n28		Ag007G585710																				Om007G286500	
N12.HOG0006248	OG0002446	n1		Ag003G252510																				Om001G021220	
N12.HOG0006249	OG0002446	n31		Ag008G686830																					
N12.HOG0006250	OG0002447	n2		Ag003G278680, Ag006G506870, Ag005G449290																				Om001G029560	
N12.HOG0006251	OG0002448	n3		Ag001G061560																				Om006G258430	
N12.HOG0006252	OG0002449	n2		Ag004G317030																				Om005G192490	
N12.HOG0006253	OG0002449	n29		Ag008G667050																				Om006G272210	
N12.HOG0006254	OG0002450	n3		Ag001G073630, Ag001G073640																					
N12.HOG0006255	OG0002450	n24		Ag004G308040																				Om005G186060	
N12.HOG0006256	OG0002451	n1		Ag004G307850																					
N12.HOG0006257	OG0002451	n25		Ag007G595910																				Om007G283780	
N12.HOG0006258	OG0002452	n1		Ag004G306830																				Om005G185090	
N12.HOG0006259	OG0002452	n26		Ag002G110410																					
N12.HOG0006260	OG0002453	n2		Ag006G509810																				Om004G160200	
N12.HOG0006261	OG0002453	n28		Ag004G300240																				Om005G179940	
N12.HOG0006262	OG0002454	n3		Ag004G300210																				Om005G179920	
N12.HOG0006263	OG0002454	n31		Ag006G509940																				Om004G160150	
N12.HOG0006264	OG0002455	n20		Ag007G624220, Ag007G600320																				Om007G297470	
N12.HOG0006265	OG0002455	n22		Ag007G624300																				Om007G297430	
N12.HOG0006266	OG0002455	n36																						Om007G297480	
N12.HOG0006267	OG0002456	n1		Ag007G628360																				Om007G296270	
N12.HOG0006268	OG0002456	n27		Ag007G628520																				Om007G296180	
N12.HOG0006269	OG0002457	n15																						Om007G294720	
N12.HOG0006270	OG0002458	n30		Ag001G076070																				Om006G252900	
N12.HOG0006271	OG0002458	n31		Ag001G076090																				Om006G252890	
N12.HOG0006272	OG0002459	n3		Ag008G728580																				Om006G234910	
N12.HOG0006273	OG0002460	n2		Ag006G506300																				Om004G169360	
N12.HOG0006274	OG0002460	n31		Ag008G705900																				Om006G247760	
N12.HOG0006275	OG0002461	n1																						Om006G257400	
N12.HOG0006276	OG0002461	n38		Ag001G067360																				Om006G257410	
N12.HOG0006277	OG0002462	n1		Ag003G220110																				Om004G135990	
N12.HOG0006278	OG0002463	n1		Ag003G221680																				Om004G136380	
N12.HOG0006279	OG0002463	n25		Ag004G334560																				Om005G202660	
N12.HOG0006280	OG0002464	n1		Ag003G231550																				Om004G139620	
N12.HOG0006281	OG0002464	n30																						Om004G139820	
N12.HOG0006282	OG0002464	n34																						Om004G139830	
N12.HOG0006283	OG0002465	n24																						Om005G196090	
N12.HOG0006284	OG0002465	n31		Ag003G208170																				Om004G130090	
N12.HOG0006285	OG0002466	n2		Ag005G467810																				Om002G058600	
N12.HOG0006286	OG0002466	n31		Ag001G003600																				Om003G091330	
N12.HOG0006287	OG0002467	n2																						Om002G059120	
N12.HOG0006288	OG0002467	n42		Ag005G466090																					
N12.HOG0006289	OG0002468	n1		Ag001G006760																				Om003G093430	
N12.HOG0006290	OG0002468	n29		Ag005G464290																				Om002G060440	
N12.HOG0006291	OG0002469	n1		Ag001G029810, Ag001G031040																				Om003G100420	
N12.HOG0006292	OG0002469	n27		Ag005G459800																				Om002G063280	
N12.HOG0006293	OG0002470	n1		Ag005G457920																				Om002G064040	
N12.HOG0006294	OG0002470	n24		Ag001G026600																				Om003G099740	
N12.HOG0006295	OG0002471	n3		Ag005G457370																				Om002G064290	
N12.HOG0006296	OG0002471	n43		Ag001G025600																				Om003G099610	
N12.HOG0006297	OG0002472	n1		Ag005G457110																				Om002G064500	
N12.HOG0006298	OG0002472	n30		Ag001G025440																				Om003G099560	
N12.HOG0006299	OG0002473	n2		Ag005G456440																				Om002G064740	
N12.HOG0006300	OG0002473	n32		Ag001G024790																				Om003G099360	
N12.HOG0006301	OG0002474	n1																						Om003G102290	
N12.HOG0006302	OG0002474	n23		Ag005G438080																				Om002G070890	
N12.HOG0006303	OG0002475	n2		Ag001G036570																				Om003G102650	
N12.HOG0006304	OG0002475	n29		Ag005G436170																				Om002G071660	
N12.HOG0006305	OG0002476	n1		Ag001G040270																				Om007G307380	
N12.HOG0006306	OG0002476	n31																						Om008G348690	
N12.HOG0006307	OG0002477	n3		Ag005G403450																				Om001G022930, Om002G088190	
N12.HOG0006308	OG0002478	n1		Ag005G464570																				Om002G060170	
N12.HOG0006309	OG0002478	n15		Ag001G006560																				Om003G093240	
N12.HOG0006310	OG0002479	n2		Ag002G161220																				Om008G339820	
N12.HOG0006311	OG0002479	n45		Ag002G117290																				Om008G360310, Om008G360830, Om008G360700	
N12.HOG0006312	OG0002479	n52		Ag002G117330																					
N12.HOG0006313	OG0002480	n15		Ag001G081560																				Om003G119280	
N12.HOG0006314	OG0002480	n37		Ag002G188170																				Om008G329150	
N12.HOG0006315	OG0002482	n22		Ag002G113820, Ag002G113650, Ag002G121600, Ag002G121650																				Om008G362070	
N12.HOG0006316	OG0002482	n26		Ag005G418640																				Om002G082070, Om002G082080	
N12.HOG0006317	OG0002483	n32		Ag002G172310																				Om003G090170, Om001G009430	
N12.HOG0006318	OG0002484	n6		Ag008G699700																				Om006G250440	
N12.HOG0006319	OG0002484	n16		Ag002G190890, Ag002G190850																					
N12.HOG0006320	OG0002485	n1		Ag007G634440																				Om007G294530	
N12.HOG0006321	OG0002485	n44		Ag008G705810																					
N12.HOG0006322	OG0002485	n49		Ag003G279330																					
N12.HOG0006323	OG0002486	n14		Ag004G334760																				Om005G202770	
N12.HOG0006324	OG0002487	n22		Ag004G384320, Ag004G384350, Ag004G384270																				Om005G225860, Om005G225840, Om005G225890	
N12.HOG0006325	OG0002489	n25		Ag007G652120																					
N12.HOG0006326	OG0002493	n0																						Om004G141400	
N12.HOG0006327	OG0002494	n24		Ag003G253690																				Om001G022180	
N12.HOG0006328	OG0002496	n3		Ag006G521690																				Om004G155830	
N12.HOG0006329	OG0002496	n40		Ag005G402860, Ag005G451800, Ag001G031970, Ag005G420330																					
N12.HOG0006330	OG0002497	n1		Ag008G701470																				Om006G249730	
N12.HOG0006331	OG0002497	n16		Ag003G269460																				Om001G027880	
N12.HOG0006332	OG0002498	n2		Ag003G269850																				Om001G028020	
N12.HOG0006333	OG0002499	n1		Ag008G715550																				Om006G243670	
N12.HOG0006334	OG0002500	n2		Ag003G280910																				Om001G032310	
N12.HOG0006335	OG0002501	n43		Ag007G578700																					
N12.HOG0006336	OG0002502	n3		Ag008G660650, Ag007G628590																				Om007G276650	
N12.HOG0006337	OG0002502	n7																						Om008G339020	
N12.HOG0006338	OG0002503	n41																						Om005G186910	
N12.HOG0006339	OG0002504	n21		Ag004G310760																				Om005G188200	
N12.HOG0006340	OG0002505	n1		Ag004G311760																				Om005G188870	
N12.HOG0006341	OG0002505	n26		Ag004G369490																				Om005G219760	
N12.HOG0006342	OG0002506	n1		Ag004G371470																				Om005G220560	
N12.HOG0006343	OG0002506	n28		Ag004G312160																				Om005G189200	
N12.HOG0006344	OG0002507	n1																						Om005G194620	
N12.HOG0006345	OG0002507	n12		Ag004G320770, Ag006G517830																					
N12.HOG0006346	OG0002508	n1		Ag005G477690																				Om006G274070	
N12.HOG0006347	OG0002508	n22		Ag004G319440																				Om005G194000	
N12.HOG0006348	OG0002509	n27		Ag008G662590																				Om006G273800	
N12.HOG0006349	OG0002510	n1		Ag004G317010																				Om005G192470	
N12.HOG0006350	OG0002511	n0		Ag001G070200, Ag001G061040																				Om006G258800	
N12.HOG0006351	OG0002512	n1		Ag001G092040																				Om003G124540	
N12.HOG0006352	OG0002512	n26		Ag001G001300																				Om003G090130	
N12.HOG0006353	OG0002513	n1		Ag005G474690																				Om002G053810	
N12.HOG0006354	OG0002513	n28		Ag006G499350																				Om004G172240	
N12.HOG0006355	OG0002514	n3		Ag005G473900																				Om002G054400	
N12.HOG0006356	OG0002515	n17		Ag005G472490																				Om002G055180	
N12.HOG0006357	OG0002516	n24		Ag007G585490																				Om007G286760	
N12.HOG0006358	OG0002516	n49		Ag007G585510																				Om007G286740	
N12.HOG0006359	OG0002517	n2		Ag003G252570																				Om001G021280	
N12.HOG0006360	OG0002517	n26		Ag008G686770																				Om003G115090	
N12.HOG0006361	OG0002518	n21		Ag003G250500																				Om001G018700	
N12.HOG0006362	OG0002519	n35																						Om003G117590	
N12.HOG0006363	OG0002520	n1		Ag008G696960																				Om003G118140	
N12.HOG0006364	OG0002521	n39		Ag007G608920, Ag007G608890, Ag007G608910																				Om004G162830, Om004G162810	
N12.HOG0006365	OG0002522	n1		Ag007G602560																				Om004G166680	
N12.HOG0006366	OG0002522	n21		Ag008G731150																				Om006G233080	
N12.HOG0006367	OG0002523	n6		Ag006G577660																				Om001G000210	
N12.HOG0006368	OG0002523	n33		Ag002G114790, Ag002G123000																				Om008G362500	
N12.HOG0006369	OG0002524	n1		Ag002G143870, Ag002G144360																				Om008G352230	
N12.HOG0006370	OG0002524	n24		Ag006G551170																				Om001G009650	
N12.HOG0006371	OG0002525	n19		Ag006G535150																				Om001G013860	
N12.HOG0006372	OG0002526	n1		Ag007G580450																				Om007G291200	
N12.HOG0006373	OG0002526	n27		Ag007G586250																				Om007G286110	
N12.HOG0006374	OG0002527	n1		Ag002G162040																				Om008G339380	
N12.HOG0006375	OG0002527	n27		Ag007G579770																				Om007G291660	
N12.HOG0006376	OG0002528	n1		Ag005G415160																				Om002G084630	
N12.HOG0006377	OG0002528	n29		Ag003G287860																				Om001G035710	
N12.HOG0006378	OG0002529	n1		Ag003G290690, Ag001G017030																				Om001G037570	
N12.HOG0006379	OG0002529	n29		Ag006G523970																				Om004G152030	
N12.HOG0006380	OG0002530	n22		Ag003G291600																				Om001G038400	
N12.HOG0006381	OG0002531	n32		Ag003G293270																				Om004G153740, Om001G039580	
N12.HOG0006382	OG0002532	n28		Ag003G295040																				Om001G040450	
N12.HOG0006383	OG0002533	n0		Ag003G296930																				Om001G041720	
N12.HOG0006384	OG0002535	n3		Ag002G143230																				Om008G352840	
N12.HOG0006385	OG0002536	n1		Ag006G552760																				Om001G009040	
N12.HOG0006386	OG0002536	n27		Ag002G141570																				Om008G353500	
N12.HOG0006387	OG0002537	n1		Ag002G140850																				Om008G353650	
N12.HOG0006388	OG0002537	n44		Ag004G303260																					
N12.HOG0006389	OG0002538	n3		Ag005G405260																					
N12.HOG0006390	OG0002538	n25		Ag001G037830																				Om003G103530	
N12.HOG0006391	OG0002539	n1		Ag001G036710																				Om003G102700	
N12.HOG0006392	OG0002539	n26		Ag001G036720																				Om003G102710	
N12.HOG0006393	OG0002540	n3		Ag001G033510																				Om003G101390	
N12.HOG0006394	OG0002541	n1		Ag001G098440																					
N12.HOG0006395	OG0002541	n32																						Om008G318620	
N12.HOG0006396	OG0002542	n2		Ag002G203040																				Om008G321170	
N12.HOG0006397	OG0002542	n27		Ag001G094990																				Om003G126750	
N12.HOG0006398	OG0002543	n1		Ag002G202530																				Om008G321630	
N12.HOG0006399	OG0002543	n26		Ag001G094110																				Om003G126150	
N12.HOG0006400	OG0002544	n1		Ag002G198350																				Om008G324390	
N12.HOG0006401	OG0002544	n22		Ag001G091540																				Om003G124160	
N12.HOG0006402	OG0002545	n1		Ag002G191470																				Om008G327780	
N12.HOG0006403	OG0002545	n28		Ag001G084600																				Om003G120490	
N12.HOG0006404	OG0002546	n6		Ag002G192370																				Om001G032320	
N12.HOG0006405	OG0002546	n7		Ag002G192350																				Om008G327360	
N12.HOG0006406	OG0002546	n11																						Om005G223600, Om005G223580, Om005G223690	
N12.HOG0006407	OG0002547	n1		Ag001G083950																				Om003G120350	
N12.HOG0006408	OG0002547	n28		Ag002G190820																				Om008G327970	
N12.HOG0006409	OG0002548	n3		Ag002G176690																				Om007G278310, Om008G333730	
N12.HOG0006410	OG0002548	n29		Ag006G495930																				Om004G174130	
N12.HOG0006411	OG0002549	n2		Ag002G184730																				Om008G330770	
N12.HOG0006412	OG0002549	n43		Ag002G186820																				Om008G329750	
N12.HOG0006413	OG0002550	n8		Ag008G717730																				Om006G242290, Om002G082760	
N12.HOG0006414	OG0002550	n17		Ag002G190770, Ag001G021780, Ag008G717690																					
N12.HOG0006415	OG0002551	n2		Ag001G052070																					
N12.HOG0006416	OG0002551	n24																						Om006G245990	
N12.HOG0006417	OG0002552	n1																						Om005G189940, Om006G261690	
N12.HOG0006418	OG0002552	n31		Ag008G729550																				Om006G234150	
N12.HOG0006419	OG0002553	n1		Ag008G734640																				Om006G230380	
N12.HOG0006420	OG0002553	n26																						Om006G258940	
N12.HOG0006421	OG0002554	n1		Ag001G100050																				Om008G349110, Om006G229790, Om006G229770	
N12.HOG0006422	OG0002555	n1																						Om004G158540	
N12.HOG0006423	OG0002555	n20		Ag004G298730																				Om005G178760	
N12.HOG0006424	OG0002556	n2		Ag006G514230, Ag006G545690																				Om004G158740	
N12.HOG0006425	OG0002556	n27		Ag004G298880																				Om005G178920	
N12.HOG0006426	OG0002557	n2		Ag004G304940																				Om005G183350	
N12.HOG0006427	OG0002557	n26		Ag007G591080																				Om007G280420	
N12.HOG0006428	OG0002558	n2		Ag001G034270																				Om002G081980, Om004G142620	
N12.HOG0006429	OG0002558	n32		Ag003G251050																				Om001G019410	
N12.HOG0006430	OG0002559	n1		Ag001G100410																				Om002G042630	
N12.HOG0006431	OG0002559	n25		Ag007G615170																				Om007G301000	
N12.HOG0006432	OG0002560	n1		Ag007G618100																				Om007G300020	
N12.HOG0006433	OG0002560	n27		Ag005G490270																				Om002G043100	
N12.HOG0006434	OG0002561	n4		Ag007G623080																				Om007G297980	
N12.HOG0006435	OG0002562	n1		Ag007G637760																				Om007G293330	
N12.HOG0006436	OG0002562	n26		Ag005G484720																				Om002G046800	
N12.HOG0006437	OG0002563	n13		Ag005G484550																				Om002G046910	
N12.HOG0006438	OG0002563	n14		Ag005G484570																				Om002G046950, Om002G046940	
N12.HOG0006439	OG0002563	n20																						Om008G358000	
N12.HOG0006440	OG0002564	n28		Ag005G481780																				Om002G048840, Om002G048850	
N12.HOG0006441	OG0002565	n2		Ag001G069170																					
N12.HOG0006442	OG0002565	n17																						Om006G255810	
N12.HOG0006443	OG0002566	n2		Ag002G172370																				Om008G335590	
N12.HOG0006444	OG0002567	n2		Ag004G324860																				Om005G197230	
N12.HOG0006445	OG0002568	n1		Ag003G226430																				Om004G137960	
N12.HOG0006446	OG0002568	n26		Ag004G332460																				Om005G201600	
N12.HOG0006447	OG0002569	n1		Ag003G222490																				Om004G136990	
N12.HOG0006448	OG0002569	n22		Ag004G334090																				Om005G202460	
N12.HOG0006449	OG0002570	n16																						Om005G202540	
N12.HOG0006450	OG0002571	n1		Ag003G220060																				Om004G135920	
N12.HOG0006451	OG0002571	n26		Ag004G335580																				Om005G203100	
N12.HOG0006452	OG0002572	n2		Ag003G218270																				Om004G134930	
N12.HOG0006453	OG0002572	n33		Ag004G337450																				Om005G203930	
N12.HOG0006454	OG0002573	n1		Ag004G346180																				Om005G208210	
N12.HOG0006455	OG0002573	n27		Ag003G243110																				Om004G144750	
N12.HOG0006456	OG0002574	n2																						Om004G146730	
N12.HOG0006457	OG0002574	n25		Ag004G351450																				Om005G210500	
N12.HOG0006458	OG0002575	n2		Ag004G321090																				Om005G194880, Om005G194980, Om005G194910, Om005G195000, Om001G025040	
N12.HOG0006459	OG0002576	n12																						Om005G192740	
N12.HOG0006460	OG0002577	n18		Ag004G306990																				Om005G185180	
N12.HOG0006461	OG0002578	n3		Ag008G697910, Ag004G305470																				Om005G183810	
N12.HOG0006462	OG0002578	n23		Ag002G128560																				Om005G183820, Om005G183830	
N12.HOG0006463	OG0002578	n43		Ag004G305450																				Om005G183800	
N12.HOG0006464	OG0002579	n1		Ag004G305160																				Om005G183520, Om005G183530, Om005G183540, Om005G183510	
N12.HOG0006465	OG0002580	n2		Ag007G590160																				Om007G279840	
N12.HOG0006466	OG0002580	n31		Ag004G304170, Ag004G304160																				Om005G182880	
N12.HOG0006467	OG0002581	n36		Ag004G298810																				Om005G178870	
N12.HOG0006468	OG0002581	n37		Ag004G298800																				Om007G305570	
N12.HOG0006469	OG0002582	n6		Ag006G500600, Ag006G504690, Ag006G504760																				Om004G171520	
N12.HOG0006470	OG0002582	n9		Ag002G186080																				Om008G330130	
N12.HOG0006471	OG0002583	n1		Ag008G693110																				Om006G260240	
N12.HOG0006472	OG0002583	n26		Ag008G722000																				Om006G239330	
N12.HOG0006473	OG0002584	n1		Ag001G053020																					
N12.HOG0006474	OG0002584	n26		Ag008G706760																				Om006G247270	
N12.HOG0006475	OG0002585	n29		Ag001G051620																				Om006G267170	
N12.HOG0006476	OG0002585	n30		Ag008G709510																				Om006G245810	
N12.HOG0006477	OG0002586	n18																						Om006G267290	
N12.HOG0006478	OG0002586	n33		Ag004G352030																				Om005G210690	
N12.HOG0006479	OG0002587	n28		Ag004G332590																				Om005G201720	
N12.HOG0006480	OG0002587	n29		Ag003G226110																				Om004G138100	
N12.HOG0006481	OG0002588	n3		Ag003G231660																				Om004G139700	
N12.HOG0006482	OG0002588	n31		Ag004G330360, Ag004G330380, Ag004G330370																				Om005G200420, Om005G200430	
N12.HOG0006483	OG0002589	n1		Ag004G327580																					
N12.HOG0006484	OG0002589	n22		Ag003G238700																				Om004G142230	
N12.HOG0006485	OG0002590	n1		Ag005G467450																				Om002G058800	
N12.HOG0006486	OG0002590	n23																						Om003G091560	
N12.HOG0006487	OG0002591	n1		Ag005G469040																				Om002G057760	
N12.HOG0006488	OG0002591	n25		Ag001G016720, Ag001G002320																				Om003G090550	
N12.HOG0006489	OG0002592	n1		Ag001G003650																				Om003G091390	
N12.HOG0006490	OG0002592	n27		Ag005G467560																				Om005G219360, Om002G058660	
N12.HOG0006491	OG0002593	n1		Ag001G007300																				Om003G093810	
N12.HOG0006492	OG0002593	n28		Ag005G463500																				Om002G060860	
N12.HOG0006493	OG0002594	n15		Ag001G007750																				Om003G094080	
N12.HOG0006494	OG0002594	n33		Ag005G463010, Ag006G549780, Ag002G112380																				Om002G061220	
N12.HOG0006495	OG0002595	n1		Ag005G461850																				Om002G061900	
N12.HOG0006496	OG0002595	n31		Ag001G009010																				Om003G094740	
N12.HOG0006497	OG0002596	n4																						Om002G062960	
N12.HOG0006498	OG0002596	n12		Ag005G460250, Ag005G454600																					
N12.HOG0006499	OG0002596	n27		Ag001G031690, Ag001G030540																				Om003G100750	
