HOG	OG	Gene Tree Parent Clade	Aethionema_saxatile	Alyssum_gmelinii	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana	Arabis_alpina	Brassica_napus	Brassica_oleracea	Brassica_rapa	Camelina_sativa	Capsella_rubella	Cardamine_amara	Cardamine_glauca	Cardamine_hirsuta	Cochlearia_excelsa	Conringia_planisiliqua	Erysimum_linariifolium	Euclidium_syriacum	Eutrema_salsugineum	Noccaea_praecox	Odontarrhena_muralis	Raphanus_sativus
N15.HOG0001834	OG0000072	n275								XP_048627555.1, XP_048591403.1, XP_048613739.1	XP_013623052.1, XP_013638689.1	XP_033129946.1, XP_033140615.1													XP_018454381.1
N15.HOG0001835	OG0000072	n284																							XP_018479717.1
N15.HOG0001836	OG0000073	n7								XP_048619030.1, XP_048618998.1															
N15.HOG0001837	OG0000073	n25																				XP_024005671.1			XP_018449081.1, XP_018449076.1
N15.HOG0001838	OG0000073	n31																				XP_024004579.1			XP_018460032.1
N15.HOG0001839	OG0000073	n58								XP_048618855.1	XP_013599363.1	XP_018513381.1													
N15.HOG0001840	OG0000073	n63								XP_048609421.1, XP_013699603.2, XP_048602979.1, XP_013672745.1	XP_013616640.1, XP_013620201.1	XP_033140521.1													XP_018439625.1
N15.HOG0001841	OG0000073	n77																				XP_024009767.1			
N15.HOG0001842	OG0000073	n99								XP_013715512.2, XP_013728487.2	XP_013610918.1	XP_009122186.1													XP_018446476.1
N15.HOG0001843	OG0000073	n111								XP_048629188.1															
N15.HOG0001844	OG0000073	n115								XP_048607107.1, XP_048607408.1	XP_013624330.1														XP_018448890.1
N15.HOG0001845	OG0000073	n119								XP_048611866.1															
N15.HOG0001846	OG0000073	n122								XP_013681424.3, XP_013706684.3	XP_013628000.1, XP_013620412.1														
N15.HOG0001847	OG0000073	n132								XP_048616743.1, XP_048591931.1		XP_009105239.1													
N15.HOG0001848	OG0000073	n137								XP_048616162.1, XP_048629185.1, XP_048632242.1	XP_013628727.1	XP_018512047.1, XP_009134864.2										XP_024013343.1			XP_018440462.1, XP_018440461.1
N15.HOG0001849	OG0000073	n185								XP_022570605.2, XP_013724112.2	XP_013608422.1	XP_009123255.2													XP_018444272.1
N15.HOG0001850	OG0000073	n204																							XP_018448646.1
N15.HOG0001851	OG0000073	n209								XP_022548483.2		XP_018510070.1													XP_018454138.1, XP_018465769.1
N15.HOG0001852	OG0000073	n222								XP_022548484.2	XP_013606145.1	XP_009114345.1													
N15.HOG0001853	OG0000073	n231								XP_048616181.1		XP_009128863.1													XP_018441634.1
N15.HOG0001854	OG0000073	n238									XP_013619061.1, XP_013611210.1											XP_006398345.1			
N15.HOG0001855	OG0000073	n242								XP_048603851.1, XP_048629187.1									CP13_g20691_DN1_SP0_c.t1						
N15.HOG0001856	OG0000073	n246								XP_013705861.2		XP_009128859.1													
N15.HOG0001857	OG0000073	n250										XP_033139620.1							CP21_g10991_DN3_SP0_c.t1						
N15.HOG0001858	OG0000073	n259								XP_048637358.1												XP_006398339.2			
N15.HOG0001859	OG0000073	n273										XP_033128241.1										XP_024011128.1			
N15.HOG0001860	OG0000073	n289										XP_033136809.1													XP_018474392.1, XP_018457475.1
N15.HOG0001861	OG0000074	n25								XP_013650643.2, XP_013658370.2	XP_013596256.1	XP_033130333.1							CP7_g45419_DN3_SP0_c.t1						XP_018434385.1
N15.HOG0001862	OG0000074	n37																				XP_024008246.1			
N15.HOG0001863	OG0000074	n53									XP_013600045.1								CP7_g45418_DN3_SP0_c.t1, CP7_g45417_DN3_SP0_c.t1, CP7_g45428_DN3_SP0_c.t1			XP_024008857.1			
N15.HOG0001864	OG0000074	n70																				XP_024008030.1			
N15.HOG0001865	OG0000074	n71								XP_022546508.2, XP_013708002.2, XP_022546507.1, XP_048622493.1, XP_022545999.1, XP_022545996.1, XP_013709335.2, XP_013746925.1, XP_013732623.2, XP_022567450.1, XP_022547402.1	XP_013600539.1, XP_013600042.1, XP_013600043.1, XP_013600044.1, XP_013600879.1, XP_013610363.1	XP_033132540.1, XP_009110093.1, XP_033132544.1, XP_033132543.1, XP_009112003.1										XP_006416071.1			XP_018449734.1, XP_018449777.1, XP_018461551.1, XP_018448292.1, XP_018448289.1, XP_018449778.1, XP_018461550.1, XP_018449606.1, XP_018461549.1, XP_018449776.1, XP_018449605.1, XP_018461548.1, XP_018456410.1, XP_018455073.1, XP_018454087.1
N15.HOG0001866	OG0000074	n115																				XP_006416064.2			
N15.HOG0001867	OG0000074	n153																	CP7_g45420_DN3_SP0_c.t1			XP_024008031.1			
N15.HOG0001868	OG0000074	n174								XP_048618642.1, XP_013650642.2, XP_048592695.1, XP_013659564.1, XP_048618639.1, XP_048592696.1	XP_013596253.1, XP_013596633.1	XP_009103161.1, XP_009103162.1, XP_033130331.1										XP_006416070.2			XP_018433983.1, XP_018437579.1, XP_018433981.1
N15.HOG0001869	OG0000074	n197																	CP20_g4368_DN3_SP0_c.t1			XP_024010232.1			
N15.HOG0001870	OG0000074	n220								XP_013693122.1, XP_013662871.2	XP_013586913.1	XP_009115511.1													XP_018484078.1
N15.HOG0001871	OG0000074	n242								XP_048597301.1, XP_022564630.1, XP_013705955.1, XP_013658420.2, XP_013695922.2	XP_013603462.1, XP_013584900.1, XP_013586910.1	XP_033135734.1, XP_009115048.1, XP_009115516.1							CP7_g45432_DN3_SP0_c.t1			XP_024008618.1			XP_018475190.1, XP_018463580.1, XP_018442248.1, XP_018474776.1, XP_018483556.1, XP_018449779.1, XP_018449780.1
N15.HOG0001872	OG0000074	n273																	CP7_g45433_DN3_SP0_c.t1, CP7_g45431_DN3_SP0_c.t1			XP_024008035.1			
N15.HOG0001873	OG0000075	n23																				XP_024009374.1, XP_024015726.1			
N15.HOG0001874	OG0000075	n49								XP_022547516.1, XP_048596886.1	XP_013584290.1	XP_018509924.1, XP_033135419.1													XP_018487834.1
N15.HOG0001875	OG0000075	n61																				XP_024007179.1			
N15.HOG0001876	OG0000075	n64																							XP_018453478.1
N15.HOG0001877	OG0000075	n80								XP_048621333.1	XP_013601852.1	XP_033135917.1													XP_018487842.1
N15.HOG0001878	OG0000075	n105								XP_013711414.1, XP_013711416.2, XP_013716460.2		XP_018510505.2, XP_033134684.1, XP_018509673.2													
N15.HOG0001879	OG0000075	n114								XP_048624103.1, XP_048599144.1, XP_013675654.2, XP_048626145.1, XP_013742958.2, XP_022570234.2, XP_013730487.2	XP_013611358.1, XP_013615461.1	XP_009121040.1, XP_009131723.1													XP_018461296.1, XP_018457458.1
N15.HOG0001880	OG0000075	n137								XP_013642044.2, XP_013684680.1, XP_013642132.2, XP_048600513.1	XP_013608862.1	XP_009112833.1, XP_009113469.1													XP_018443384.1
N15.HOG0001881	OG0000075	n150																							XP_018487843.1
N15.HOG0001882	OG0000075	n155								XP_048602300.1, XP_048604150.1, XP_048600005.1, XP_048599914.1, XP_048591420.1	XP_013615023.1	XP_009129136.1, XP_033142692.1													XP_018441017.1, XP_018466839.1, XP_018467714.1, XP_018484899.1, XP_018480018.1
N15.HOG0001883	OG0000075	n203								XP_048620324.1	XP_013594256.1											XP_024006207.1			XP_018448172.1, XP_018442633.1, XP_018479680.1
N15.HOG0001884	OG0000075	n231																	CP8_g52637_DN1_SP0_c.t1						
N15.HOG0001885	OG0000075	n276								XP_048617869.1, XP_022543434.2, XP_013703735.2	XP_013597375.1	XP_009151202.1, XP_009151204.1										XP_006417013.1, XP_006417028.2			XP_018478964.1, XP_018464005.1
N15.HOG0001886	OG0000075	n294																	CP1_g37296_DN2_SP0_c.t1, CP1_g37302_DN2_SP0_c.t1						
N15.HOG0001887	OG0000076	n2										XP_033138197.1													
N15.HOG0001888	OG0000076	n22								XP_022574473.2, XP_013691589.1	XP_013635389.1	XP_033145323.1										XP_006404186.1, XP_024013434.1			XP_018481710.1, XP_018463912.1
N15.HOG0001889	OG0000076	n34																				XP_006404060.2, XP_006404061.2, XP_006404062.1			
N15.HOG0001890	OG0000076	n83								XP_048637555.1		XP_033129401.1										XP_006404188.1, XP_024010967.1			
N15.HOG0001891	OG0000076	n95								XP_048633737.1, XP_013742466.1	XP_013636207.1, XP_013636206.1	XP_009140762.1													XP_018461351.1, XP_018461348.1, XP_018461349.1, XP_018477431.1, XP_018478506.1, XP_018461352.1
N15.HOG0001892	OG0000076	n108								XP_048625706.1	XP_013607524.1														XP_018454062.1
N15.HOG0001893	OG0000076	n133								XP_013662287.2		XP_009114878.1										XP_024008507.1			XP_018433197.1, XP_018454366.1, XP_018454367.1
N15.HOG0001894	OG0000076	n150																	CP7_g44259_DN3_SP0_c.t1						
N15.HOG0001895	OG0000076	n162								XP_013659850.2, XP_022549905.1, XP_048633975.1, XP_048633972.1, XP_048633971.1, XP_013645263.2	XP_013630964.1, XP_013615703.1	XP_009115966.1, XP_033146756.1, XP_033146757.1, XP_033146252.1, XP_033145801.1							CP3_g14092_DN3_SP0_c.t1						XP_018436949.1, XP_018440340.1, XP_018440341.1
N15.HOG0001896	OG0000076	n206								XP_048595244.1, XP_048625573.1	XP_013610604.1	XP_033139477.1, XP_033135650.1										XP_024007553.1			XP_018454118.1
N15.HOG0001897	OG0000076	n263								XP_013644701.2, XP_022561919.2, XP_013672574.2	XP_013599445.1, XP_013594267.1, XP_013594927.1	XP_009152006.1													XP_018479392.1, XP_018481202.1, XP_018479394.1, XP_018479395.1
N15.HOG0001898	OG0000077	n104										XP_033144015.1													
N15.HOG0001899	OG0000077	n149																				XP_024014654.1			
N15.HOG0001900	OG0000077	n154																				XP_006396813.1, XP_006396818.1			XP_018482469.1
N15.HOG0001901	OG0000077	n192								XP_013735884.1	XP_013602439.1														XP_018468037.1
N15.HOG0001902	OG0000077	n199								XP_013735871.1, XP_013735860.1, XP_013707233.1	XP_013602527.1, XP_013622394.1, XP_013618964.1, XP_013596173.1	XP_033141207.1, XP_009124954.2, XP_009101861.1										XP_024009721.1, XP_024009720.1			XP_018471019.1, XP_018467919.1, XP_018459482.1
N15.HOG0001903	OG0000077	n253																				XP_006416449.2			
N15.HOG0001904	OG0000077	n256																				XP_024011069.1			
N15.HOG0001905	OG0000077	n264								XP_022543769.2, XP_013707234.1	XP_013596175.1	XP_009101862.1													XP_018459483.1, XP_018481197.1
N15.HOG0001906	OG0000078	n6								XP_013665481.1															
N15.HOG0001907	OG0000078	n40																	CP5_g2099_DN3_SP0_c.t1			XP_024013973.1, XP_024006349.1			
N15.HOG0001908	OG0000078	n43																				XP_024011414.1, XP_024009421.1, XP_024004909.1			
N15.HOG0001909	OG0000078	n47								XP_048637572.1															
N15.HOG0001910	OG0000078	n55								XP_013645291.2, XP_013689088.1, XP_013740451.1, XP_048634941.1, XP_048618677.1, XP_048612932.1, XP_048615133.1, XP_048605099.1, XP_048615920.1, XP_048620043.1, XP_048612844.1, XP_048624132.1, XP_048613407.1, XP_048596445.1, XP_048623619.1, XP_048623669.1, XP_022570215.2, XP_048624771.1, XP_048603862.1, XP_048604503.1, XP_048594939.1	XP_013624429.1, XP_013639536.1, XP_013594148.1, XP_013600964.1, XP_013589681.1, XP_013639169.1, XP_013617798.1, XP_013609595.1, XP_013639703.1	XP_033134264.1, XP_033148525.1, XP_018512883.1, XP_018511583.2, XP_033145191.1, XP_033147962.1, XP_033134317.1													XP_018464346.1, XP_018453398.1, XP_018487640.1, XP_018460458.1, XP_018458754.1, XP_018458166.1
N15.HOG0001911	OG0000078	n99								XP_048619152.1, XP_048619079.1, XP_048610792.1, XP_048613318.1, XP_048622904.1, XP_048595356.1		XP_033147814.1										XP_024010281.1, XP_024006501.1, XP_024004952.1, XP_024007906.1, XP_024010478.1, XP_024010375.1, XP_024006421.1			
N15.HOG0001912	OG0000078	n152								XP_013652407.2, XP_048628476.1, XP_048628477.1, XP_048628474.1, XP_048604282.1		XP_033129379.1, XP_033142705.1, XP_009135134.2, XP_009151027.2										XP_024009271.1, XP_024006585.1, XP_024009516.1, XP_024015963.1, XP_024010353.1, XP_024013220.1			XP_018481465.1
N15.HOG0001913	OG0000078	n171								XP_048628233.1															
N15.HOG0001914	OG0000078	n195								XP_013700526.1															XP_018462224.1
N15.HOG0001915	OG0000078	n199								XP_013650905.1, XP_013745380.1, XP_048637495.1	XP_013621386.1, XP_013617746.1														XP_018463013.1, XP_018464185.1
N15.HOG0001916	OG0000078	n206										XP_033148565.1													
N15.HOG0001917	OG0000078	n207								XP_013700179.1, XP_048605892.1, XP_048623590.1, XP_048611607.1	XP_013632635.1, XP_013632608.1, XP_013594937.1	XP_033138831.1													
N15.HOG0001918	OG0000078	n214								XP_013665097.1, XP_048622699.1, XP_022549656.1, XP_048609005.1, XP_048599720.1, XP_013739428.1, XP_048596368.1, XP_048623987.1, XP_048613524.1, XP_048620033.1, XP_022546375.1, XP_048628043.1, XP_048615664.1, XP_022576097.1, XP_048628042.1, XP_048603585.1, XP_048630261.1, XP_048634207.1, XP_048609229.1, XP_048591498.1, XP_048591499.1, XP_013654184.1, XP_048623523.1, XP_013681787.1, XP_048634099.1, XP_048611376.1, XP_022551141.2, XP_048617967.1, XP_048634792.1, XP_048592898.1, XP_013728224.3	XP_013624880.1, XP_013591282.1, XP_013615431.1, XP_013632718.1, XP_013617720.1, XP_013629722.1, XP_013624329.1	XP_033140785.1, XP_033144149.1, XP_033135355.1, XP_033142711.1, XP_018512940.2, XP_033147279.1, XP_033143194.1, XP_033143619.1, XP_033148618.1, XP_033148616.1, XP_009119775.3													XP_018438837.1, XP_018462373.1, XP_018459132.1, XP_018482546.1, XP_018459131.1, XP_018482527.1, XP_018438608.1, XP_018462371.1, XP_018459049.1, XP_018461378.1, XP_018461038.1, XP_018450716.1, XP_018466255.1, XP_018459043.1, XP_018461034.1, XP_018437386.1, XP_018446222.1, XP_018443582.1, XP_018450345.1, XP_018490507.1, XP_018487390.1, XP_018448613.1, XP_018435333.1, XP_018443586.1, XP_018479536.1, XP_018479534.1, XP_018461540.1
N15.HOG0001919	OG0000079	n5								XP_013729190.1, XP_048595764.1	XP_013632057.1	XP_018510392.1							CP10_g42299_DN3_SP0_c.t1						XP_018436791.1
N15.HOG0001920	OG0000079	n42																				XP_024012746.1			
N15.HOG0001921	OG0000079	n43								XP_048612278.1, XP_013734091.1, XP_013683381.1, XP_048596518.1, XP_048597432.1, XP_048620983.1, XP_048612276.1	XP_013622466.1, XP_013604174.1, XP_013634926.1	XP_009132838.1, XP_009117247.1							CP16_g55065_DN3_SP0_c.t1			XP_006396702.1			XP_018440487.1, XP_018434498.1, XP_018440703.1, XP_018490673.1
N15.HOG0001922	OG0000079	n73																				XP_024015302.1			
N15.HOG0001923	OG0000079	n106								XP_013663684.1, XP_013686218.2	XP_013604627.1	XP_009116567.1													
N15.HOG0001924	OG0000079	n129																				XP_024012843.1			
N15.HOG0001925	OG0000079	n141																				XP_024012921.1			
N15.HOG0001926	OG0000079	n159								XP_013686220.2	XP_013604629.1	XP_009116566.1													XP_018485958.1
N15.HOG0001927	OG0000079	n232								XP_022563621.2	XP_013603731.1	XP_018509949.2													
N15.HOG0001928	OG0000079	n235								XP_013648987.2									CP17_g4852_DN2_SP0_c.t1						
N15.HOG0001929	OG0000079	n240								XP_048593056.1, XP_048615760.1, XP_022573359.2, XP_013724447.1, XP_048593057.1, XP_013724445.1	XP_013614702.1, XP_013614700.1	XP_033130624.1, XP_009104177.1										XP_006402736.1			XP_018462102.1, XP_018439443.1, XP_018443618.1, XP_018442766.1, XP_018442962.1, XP_018443617.1, XP_018460416.1, XP_018442910.1, XP_018458706.1
N15.HOG0001930	OG0000080	n5																				XP_006405882.1			
N15.HOG0001931	OG0000080	n21									XP_013589998.1											XP_006414784.1			
N15.HOG0001932	OG0000080	n26								XP_022568741.2	XP_013615973.1	XP_009133988.1													XP_018471384.1, XP_018469367.1, XP_018467960.1, XP_018457588.1
N15.HOG0001933	OG0000080	n33								XP_013691910.1, XP_013732807.2	XP_013615706.1	XP_009142554.1							CP9_g28787_DN2_SP0_c.t1						XP_018474093.1, XP_018441440.1
N15.HOG0001934	OG0000080	n46								XP_013715458.2, XP_048624999.1, XP_048625002.1, XP_048625005.1, XP_048599127.1		XP_009120970.2										XP_006400395.1			XP_018463136.1
N15.HOG0001935	OG0000080	n56																							XP_018463514.1
N15.HOG0001936	OG0000080	n85								XP_022551240.1, XP_048622629.1, XP_013725564.2	XP_013600421.1	XP_009107397.1													XP_018460639.1
N15.HOG0001937	OG0000080	n121								XP_013718586.2, XP_022559171.2, XP_013708652.1	XP_013615642.1	XP_033141091.1, XP_009128582.1													XP_018469004.1
N15.HOG0001938	OG0000080	n131																				XP_024006267.1			
N15.HOG0001939	OG0000080	n154								XP_048622513.1															
N15.HOG0001940	OG0000080	n155								XP_048601564.1, XP_048596444.1															
N15.HOG0001941	OG0000080	n161								XP_022552667.1, XP_048622020.1, XP_048622024.1															
N15.HOG0001942	OG0000080	n165									XP_013614367.1														
N15.HOG0001943	OG0000080	n169																				XP_024015522.1			
N15.HOG0001944	OG0000080	n187																				XP_006413201.2, XP_006413190.1			
N15.HOG0001945	OG0000080	n204								XP_013703955.1, XP_013730393.2, XP_022556713.1	XP_013622240.1, XP_013635264.1	XP_009141021.1, XP_009133838.1, XP_009144344.2										XP_006410039.1			XP_018478319.1, XP_018462174.1, XP_018440849.1
N15.HOG0001946	OG0000080	n217								XP_013743983.2, XP_013720433.1	XP_013637545.1	XP_009140814.1, XP_033145824.1													XP_018482142.1
N15.HOG0001947	OG0000080	n264									XP_013633314.1	XP_033145280.1													
N15.HOG0001948	OG0000081	n5																	CP7_g44768_DN1_SP0_c.t1, CP16_g55147_DN3_SP0_c.t1						
N15.HOG0001949	OG0000081	n20																				XP_024006818.1			XP_018463804.1, XP_018474145.1, XP_018463803.1
N15.HOG0001950	OG0000081	n23																				XP_006412742.1			XP_018475963.1
N15.HOG0001951	OG0000081	n24								XP_022543076.2		XP_033129328.1													
N15.HOG0001952	OG0000081	n31								XP_048593239.1, XP_013745894.1, XP_013669982.1, XP_048619892.1, XP_048635376.1, XP_048635068.1, XP_022575298.1, XP_048635359.1, XP_048635374.1	XP_013596978.1, XP_013596422.1, XP_013594383.1, XP_013639002.1	XP_009124318.1, XP_009113058.1, XP_009145753.1, XP_033136081.1													XP_018435825.1, XP_018466105.1, XP_018438172.1, XP_018438702.1, XP_018438679.1, XP_018490337.1, XP_018476586.1
N15.HOG0001953	OG0000081	n73								XP_048637598.1, XP_048607165.1	XP_013624368.1											XP_024006281.1			
N15.HOG0001954	OG0000081	n77								XP_013740482.1, XP_048608414.1	XP_013627689.1	XP_009132885.2, XP_033144403.1										XP_024006465.1, XP_024006468.1			XP_018474116.1, XP_018450098.1
N15.HOG0001955	OG0000081	n89								XP_048599292.1												XP_006393424.2			
N15.HOG0001956	OG0000081	n97																	CP1_g38394_DN3_SP0_c.t1						
N15.HOG0001957	OG0000081	n98																	CP7_g44975_DN1_SP0_c.t1						XP_018480113.1, XP_018488106.1
N15.HOG0001958	OG0000081	n108								XP_048614723.1												XP_006393101.1, XP_024006236.1			
N15.HOG0001959	OG0000081	n135																	CP1_g38017_DN2_SP0_c.t1			XP_006393087.2			
N15.HOG0001960	OG0000081	n140								XP_048637775.1, XP_048616366.1, XP_013718483.2	XP_013591109.1	XP_033129846.1							CP1_g38033_DN1_SP0_c.t1						XP_018477961.1, XP_018477938.1
N15.HOG0001961	OG0000081	n149																				XP_024006147.1			
N15.HOG0001962	OG0000081	n163																	CP8_g53130_DN2_SP0_c.t1			XP_024004911.1			
N15.HOG0001963	OG0000081	n179								XP_013679962.2, XP_048593909.1, XP_022545884.1, XP_022553576.2, XP_048624358.1, XP_048607762.1, XP_013714080.1, XP_048596074.1, XP_022553568.1, XP_022545889.2	XP_013624720.1	XP_033133852.1, XP_033135481.1							CP7_g45047_DN1_SP0_c.t1			XP_006415657.1, XP_024008000.1, XP_006415686.2			XP_018448313.1, XP_018460564.1, XP_018460562.1, XP_018474222.1, XP_018474217.1, XP_018474230.1, XP_018448315.1, XP_018448325.1, XP_018448316.1, XP_018448324.1, XP_018448317.1, XP_018450320.1, XP_018448320.1
N15.HOG0001964	OG0000081	n241																				XP_006400346.2			
N15.HOG0001965	OG0000081	n249								XP_022553283.1	XP_013627255.1, XP_013615338.1	XP_018512837.1							CP20_g4332_DN1_SP0_c.t1			XP_024010362.1			XP_018475273.1, XP_018475265.1
N15.HOG0001966	OG0000081	n268																				XP_006400362.1			
N15.HOG0001967	OG0000082	n9																	CP17_g6148_DN2_SP0_c.t1						
N15.HOG0001968	OG0000082	n21									XP_013598864.1								CP2_g49995_DN3_SP0_c.t1, CP3_g15632_DN1_SP0_c.t1						
N15.HOG0001969	OG0000082	n37																	CP23_g21380_DN2_SP0_c.t1						
N15.HOG0001970	OG0000082	n41								XP_048616377.1									CP96_g34213_DN2_SP0_c.t1						
N15.HOG0001971	OG0000082	n48									XP_013608417.1								CP18_g12600_DN2_SP0_c.t1						
N15.HOG0001972	OG0000082	n56																							XP_018479358.1
N15.HOG0001973	OG0000082	n68																	CP4_g26212_DN3_SP0_c.t1						
N15.HOG0001974	OG0000082	n81									XP_013639258.1														
N15.HOG0001975	OG0000082	n93								XP_048604698.1															
N15.HOG0001976	OG0000082	n100								XP_048615513.1	XP_013618832.1								CP9_g27553_DN1_SP0_c.t1						
N15.HOG0001977	OG0000082	n113																	CP9_g27552_DN2_SP0_c.t1						
N15.HOG0001978	OG0000082	n115								XP_048615966.1	XP_013633229.1											XP_024013185.1			
N15.HOG0001979	OG0000082	n156																							XP_018464493.1, XP_018462716.1
N15.HOG0001980	OG0000082	n158																	CP16_g55573_DN1_SP0_c.t1						
N15.HOG0001981	OG0000082	n162									XP_013613884.1								CP29_g22172_DN2_SP0_c.t1, CP29_g22188_DN2_SP0_c.t1, CP20_g3823_DN2_SP0_c.t1, CP29_g22187_DN1_SP0_c.t1			XP_024009693.1			
N15.HOG0001982	OG0000082	n175								XP_013651107.1															
N15.HOG0001983	OG0000082	n178								XP_022547626.1, XP_013654527.1, XP_022564315.1	XP_013639683.1, XP_013601479.1	XP_009110495.1, XP_033131405.1, XP_033146528.1							CP14_g22602_DN1_SP0_c.t1						XP_018471786.1
N15.HOG0001984	OG0000082	n195									XP_013617421.1, XP_013594652.1, XP_013617490.1, XP_013607528.1, XP_013622886.1	XP_033144158.1													XP_018458065.1
N15.HOG0001985	OG0000082	n208								XP_048615908.1	XP_013624715.1, XP_013621650.1														XP_018460856.1
N15.HOG0001986	OG0000082	n211								XP_048638582.1, XP_022569085.2	XP_013628088.1, XP_013617793.1														XP_018459743.1
N15.HOG0001987	OG0000082	n215																	CP24_g47338_DN2_SP0_c.t1						XP_018486502.1
N15.HOG0001988	OG0000082	n219									XP_013594607.1	XP_018510014.1													
N15.HOG0001989	OG0000082	n223								XP_022568271.1															
N15.HOG0001990	OG0000082	n227								XP_013738907.1															XP_018479409.1, XP_018462908.1, XP_018458822.1
N15.HOG0001991	OG0000082	n232																							XP_018473810.1, XP_018476184.1
N15.HOG0001992	OG0000082	n243																							XP_018453617.1
N15.HOG0001993	OG0000082	n253								XP_048605800.1	XP_013614590.1, XP_013624795.1														
N15.HOG0001994	OG0000082	n270																	CP20_g3822_DN2_SP0_c.t1						
N15.HOG0001995	OG0000082	n272																	CP5_g1772_DN1_SP0_c.t1, CP8_g52192_DN2_SP0_c.t1						XP_018442695.1
N15.HOG0001996	OG0000082	n275									XP_013594797.1														
N15.HOG0001997	OG0000082	n278																	CP23_g21381_DN3_SP0_c.t1						
N15.HOG0001998	OG0000083	n4								XP_048607240.1, XP_048594694.1, XP_048594704.1, XP_013693846.2, XP_048607238.1, XP_022561232.2	XP_013627621.1	XP_033133290.1, XP_033133266.1, XP_009108377.1										XP_006414117.2, XP_024005332.1, XP_006414114.1, XP_024005467.1			XP_018483205.1, XP_018448995.1, XP_018450446.1, XP_018450443.1
N15.HOG0001999	OG0000083	n33								XP_013694863.1	XP_013639459.1														
N15.HOG0002000	OG0000083	n40																							XP_018462245.1
N15.HOG0002001	OG0000083	n45																							XP_018460689.1
N15.HOG0002002	OG0000083	n53								XP_013678470.2, XP_013674778.2, XP_022544744.2	XP_013588052.1, XP_013588051.1, XP_013626917.1	XP_009105094.1, XP_009104915.1													XP_018444588.1, XP_018443484.1, XP_018492295.1
N15.HOG0002003	OG0000083	n72								XP_048591797.1, XP_013750052.1, XP_022551365.2	XP_013619769.1	XP_009104914.1, XP_009127868.1										XP_024011615.1			XP_018470628.1, XP_018464981.1
N15.HOG0002004	OG0000083	n83								XP_013700969.1, XP_048617308.1	XP_013590800.1, XP_013590659.1														XP_018460185.1
N15.HOG0002005	OG0000083	n102								XP_013649474.1		XP_009106478.1, XP_009105808.2													XP_018456089.1, XP_018456090.1
N15.HOG0002006	OG0000083	n106																				XP_024014641.1			XP_018460719.1, XP_018462965.1
N15.HOG0002007	OG0000083	n120									XP_013589651.1														
N15.HOG0002008	OG0000083	n155																	CP22_g17376_DN1_SP0_c.t1						
N15.HOG0002009	OG0000083	n173								XP_048595388.1	XP_013612566.1														XP_018485392.1
N15.HOG0002010	OG0000083	n181								XP_048614188.1, XP_048637466.1, XP_048638382.1, XP_048638383.1, XP_048613145.1, XP_022542962.2		XP_018515224.2													XP_018445068.1, XP_018473059.1, XP_018475077.1, XP_018473072.1, XP_018444444.1, XP_018444905.1, XP_018432899.1, XP_018443181.1, XP_018479692.1
N15.HOG0002011	OG0000083	n197																				XP_024009012.1			XP_018461554.1
N15.HOG0002012	OG0000083	n212								XP_013735845.1, XP_048606473.1, XP_048612392.1	XP_013626417.1	XP_009107240.1													
N15.HOG0002013	OG0000083	n226								XP_013732405.3, XP_013732131.3	XP_013593181.1	XP_009124082.1													XP_018435298.1
N15.HOG0002014	OG0000083	n246																				XP_006405511.2			XP_018440112.1
N15.HOG0002015	OG0000084	n25																	CP16_g55159_DN2_SP0_c.t1						
N15.HOG0002016	OG0000084	n37																	CP16_g55164_DN2_SP0_c.t1						
N15.HOG0002017	OG0000084	n42																	CP16_g55161_DN2_SP0_c.t1						
N15.HOG0002018	OG0000084	n47								XP_048633676.1		XP_009140588.1										XP_006405020.2			XP_018481961.1, XP_018482033.1
N15.HOG0002019	OG0000084	n51																							XP_018480839.1
N15.HOG0002020	OG0000084	n57																				XP_024013951.1, XP_006405002.1, XP_024014179.1, XP_006391426.1			
N15.HOG0002021	OG0000084	n97								XP_048612342.1		XP_033145265.1							CP16_g55163_DN2_SP0_c.t1						XP_018458817.1
N15.HOG0002022	OG0000084	n107																							XP_018436175.1
N15.HOG0002023	OG0000084	n129								XP_022558586.1, XP_048633679.1, XP_022574379.2		XP_033145730.1, XP_033145267.1													
N15.HOG0002024	OG0000084	n150								XP_048633646.1, XP_048633644.1, XP_013747023.2, XP_048633645.1, XP_013747021.2	XP_013635569.1, XP_013637583.1	XP_033146352.1, XP_033146353.1							CP16_g55090_DN3_SP0_c.t1, CP16_g55089_DN3_SP0_c.t1						XP_018458821.1, XP_018482330.1
N15.HOG0002025	OG0000084	n200								XP_013716110.2, XP_048627361.1, XP_013729540.1	XP_013631674.1	XP_009134223.1, XP_009140586.1										XP_006405024.2, XP_006405025.1, XP_006405019.2			XP_018478874.1, XP_018478409.1
N15.HOG0002026	OG0000084	n253								XP_048611942.1, XP_048634134.1, XP_013688312.2, XP_022574378.2, XP_048633678.1	XP_013633255.1, XP_013632293.1, XP_013633256.1, XP_013635632.1	XP_033145760.1, XP_033145266.1													XP_018479773.1, XP_018464217.1, XP_018479774.1
N15.HOG0002027	OG0000085	n12																							XP_018467795.1, XP_018467793.1
N15.HOG0002028	OG0000085	n19									XP_013639330.1											XP_024011196.1			
N15.HOG0002029	OG0000085	n27								XP_013651157.1	XP_013601192.1														
