HOG	OG	Gene Tree Parent Clade	Aethionema_saxatile	Alyssum_gmelinii	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana	Arabis_alpina	Brassica_napus	Brassica_oleracea	Brassica_rapa	Camelina_sativa	Capsella_rubella	Cardamine_amara	Cardamine_glauca	Cardamine_hirsuta	Cochlearia_excelsa	Conringia_planisiliqua	Erysimum_linariifolium	Euclidium_syriacum	Eutrema_salsugineum	Noccaea_praecox	Odontarrhena_muralis	Raphanus_sativus
N10.HOG0005914	OG0001920	n27													evm.model.RL_1.192		CARHR076740								
N10.HOG0005915	OG0001921	n1													evm.model.RL_4.1996		CARHR196820								
N10.HOG0005916	OG0001921	n26													evm.model.RL_1.198		CARHR076790								
N10.HOG0005917	OG0001922	n1													evm.model.RL_1.491		CARHR080090								
N10.HOG0005918	OG0001922	n26													evm.model.RL_4.1073		CARHR186500								
N10.HOG0005919	OG0001923	n1													evm.model.RL_6.2043		CARHR134050								
N10.HOG0005920	OG0001923	n33															CARHR165080								
N10.HOG0005921	OG0001924	n2													evm.model.RL_7.1040		CARHR163380								
N10.HOG0005922	OG0001924	n27													evm.model.RL_6.1854		CARHR132310								
N10.HOG0005923	OG0001925	n34															CARHR150630, CARHR132530								
N10.HOG0005924	OG0001925	n40															CARHR163970								
N10.HOG0005925	OG0001926	n1													evm.model.RL_6.1923		CARHR132770								
N10.HOG0005926	OG0001926	n33													evm.model.RL_7.1203		CARHR161490								
N10.HOG0005927	OG0001927	n1													evm.model.RL_3.2431		CARHR073960								
N10.HOG0005928	OG0001927	n20													evm.model.RL_5.1419		CARHR016180								
N10.HOG0005929	OG0001928	n1													evm.model.RL_3.2242		CARHR071950								
N10.HOG0005930	OG0001928	n27													evm.model.RL_5.1558		CARHR017680								
N10.HOG0005931	OG0001929	n1													evm.model.RL_5.1606		CARHR018340								
N10.HOG0005932	OG0001929	n49													evm.model.RL_3.1705		CARHR066000								
N10.HOG0005933	OG0001930	n1													evm.model.RL_5.1705										
N10.HOG0005934	OG0001930	n25													evm.model.RL_3.1852		CARHR067640								
N10.HOG0005935	OG0001931	n1													evm.model.RL_3.1887.2.687c84bd		CARHR068040								
N10.HOG0005936	OG0001931	n26													evm.model.RL_5.1726		CARHR019540								
N10.HOG0005937	OG0001932	n1													evm.model.RL_5.1771		CARHR019950								
N10.HOG0005938	OG0001932	n31													evm.model.RL_3.1923		CARHR068430								
N10.HOG0005939	OG0001933	n5													evm.model.RL_5.3626		CARHR021640								
N10.HOG0005940	OG0001933	n25													evm.model.RL_3.2092		CARHR070370								
N10.HOG0005941	OG0001934	n3													evm.model.RL_5.3548		CARHR022500								
N10.HOG0005942	OG0001934	n29													evm.model.RL_3.2197		CARHR071460								
N10.HOG0005943	OG0001935	n1													evm.model.RL_5.3449		CARHR023590								
N10.HOG0005944	OG0001935	n25													evm.model.RL_3.1480, evm.model.RL_3.1470		CARHR064040								
N10.HOG0005945	OG0001936	n8													evm.model.RL_3.1405		CARHR063210								
N10.HOG0005946	OG0001936	n18													evm.model.RL_2.2423		CARHR236790								
N10.HOG0005947	OG0001936	n40													evm.model.RL_3.1404										
N10.HOG0005948	OG0001936	n44													evm.model.RL_3.1403		CARHR063200								
N10.HOG0005949	OG0001937	n2													evm.model.RL_5.3313		CARHR025170								
N10.HOG0005950	OG0001937	n25													evm.model.RL_3.1342		CARHR062490								
N10.HOG0005951	OG0001938	n3													evm.model.RL_5.3165		CARHR026830								
N10.HOG0005952	OG0001938	n29													evm.model.RL_5.3164		CARHR026840								
N10.HOG0005953	OG0001939	n2													evm.model.RL_6.47, evm.model.RL_3.2		CARHR112320								
N10.HOG0005954	OG0001939	n32													evm.model.RL_2.3424		CARHR247670								
N10.HOG0005955	OG0001940	n11													evm.model.RL_5.61		CARHR272170								
N10.HOG0005956	OG0001940	n14													evm.model.RL_5.60		CARHR001320								
N10.HOG0005957	OG0001940	n25													evm.model.RL_4.3151_evm.model.RL_4.3152		CARHR209510, CARHR209520								
N10.HOG0005958	OG0001941	n3													evm.model.RL_4.1743		CARHR193880								
N10.HOG0005959	OG0001941	n32															CARHR193870								
N10.HOG0005960	OG0001942	n19													evm.model.RL_2.820										
N10.HOG0005961	OG0001942	n32													evm.model.RL_1.1314		CARHR088760								
N10.HOG0005962	OG0001942	n42													evm.model.RL_8.726, evm.model.RL_8.725		CARHR256100								
N10.HOG0005963	OG0001943	n1													evm.model.RL_1.1082		CARHR086260								
N10.HOG0005964	OG0001943	n35													evm.model.RL_8.714										
N10.HOG0005965	OG0001944	n2													evm.model.RL_1.1063		CARHR086120								
N10.HOG0005966	OG0001944	n32													evm.model.RL_4.2922		CARHR206930								
N10.HOG0005967	OG0001945	n5															CARHR188840								
N10.HOG0005968	OG0001945	n20													evm.model.RL_7.1442		CARHR158560								
N10.HOG0005969	OG0001946	n1													evm.model.RL_7.1506		CARHR157610								
N10.HOG0005970	OG0001946	n32													evm.model.RL_4.1360		CARHR189880								
N10.HOG0005971	OG0001947	n17													evm.model.RL_7.1856										
N10.HOG0005972	OG0001947	n21													evm.model.RL_7.1853										
N10.HOG0005973	OG0001947	n22													evm.model.RL_7.1854										
N10.HOG0005974	OG0001947	n23															CARHR151100, CARHR151060								
N10.HOG0005975	OG0001948	n6													evm.model.RL_4.1496		CARHR191310								
N10.HOG0005976	OG0001948	n8													evm.model.RL_7.1927		CARHR104630								
N10.HOG0005977	OG0001949	n1													evm.model.RL_4.1604		CARHR192380, CARHR034960, CARHR216540								
N10.HOG0005978	OG0001949	n28															CARHR153720								
N10.HOG0005979	OG0001949	n36													evm.model.RL_7.1933		CARHR153700								
N10.HOG0005980	OG0001949	n37													evm.model.RL_7.1938		CARHR153730								
N10.HOG0005981	OG0001949	n41															CARHR153740								
N10.HOG0005982	OG0001950	n1													evm.model.RL_1.1312		CARHR088740								
N10.HOG0005983	OG0001950	n32													evm.model.RL_5.3885		CARHR044610								
N10.HOG0005984	OG0001951	n2													evm.model.RL_1.1415		CARHR089900								
N10.HOG0005985	OG0001951	n34													evm.model.RL_5.3790.1.687c88c5		CARHR043520								
N10.HOG0005986	OG0001952	n27													evm.model.RL_1.1599		CARHR091970								
N10.HOG0005987	OG0001953	n1													evm.model.RL_1.1837		CARHR094720								
N10.HOG0005988	OG0001953	n27													evm.model.RL_5.2056		CARHR039800								
N10.HOG0005989	OG0001954	n1													evm.model.RL_4.2325.3.687c86d8		CARHR200480								
N10.HOG0005990	OG0001954	n25													evm.model.RL_1.2002		CARHR096640								
N10.HOG0005991	OG0001955	n2													evm.model.RL_5.1904.2.687c88b7		CARHR041850								
N10.HOG0005992	OG0001955	n38													evm.model.RL_1.2047		CARHR097170								
N10.HOG0005993	OG0001956	n2													evm.model.RL_1.2761		CARHR105810								
N10.HOG0005994	OG0001956	n40													evm.model.RL_2.2925		CARHR242230								
N10.HOG0005995	OG0001957	n2															CARHR128870								
N10.HOG0005996	OG0001957	n30															CARHR128830, CARHR029900								
N10.HOG0005997	OG0001957	n33													evm.model.RL_5.2885		CARHR029860								
N10.HOG0005998	OG0001958	n0													evm.model.RL_1.2688, evm.model.RL_1.2689		CARHR105210								
N10.HOG0005999	OG0001959	n1															CARHR170070								
N10.HOG0006000	OG0001959	n54															CARHR170090								
N10.HOG0006001	OG0001960	n38													evm.model.RL_5.3761		CARHR043240								
N10.HOG0006002	OG0001961	n1													evm.model.RL_1.1915		CARHR095490								
N10.HOG0006003	OG0001961	n28													evm.model.RL_5.2010		CARHR040370								
N10.HOG0006004	OG0001962	n3													evm.model.RL_5.590		CARHR007110, CARHR007100								
N10.HOG0006005	OG0001962	n34															CARHR182190, CARHR185730								
N10.HOG0006006	OG0001962	n40															CARHR006900								
N10.HOG0006007	OG0001963	n13													evm.model.RL_8.302		CARHR251080								
N10.HOG0006008	OG0001965	n1													evm.model.RL_1.279										
N10.HOG0006009	OG0001965	n24													evm.model.RL_1.278										
N10.HOG0006010	OG0001965	n41															CARHR098250, CARHR098240								
N10.HOG0006011	OG0001966	n4													evm.model.RL_1.157										
N10.HOG0006012	OG0001966	n25													evm.model.RL_3.860, evm.model.RL_1.2514										
N10.HOG0006013	OG0001967	n2													evm.model.RL_2.2421		CARHR236770								
N10.HOG0006014	OG0001967	n28															CARHR209190, CARHR180630								
N10.HOG0006015	OG0001967	n42															CARHR061070, CARHR209220, CARHR180620								
N10.HOG0006016	OG0001968	n8															CARHR267050								
N10.HOG0006017	OG0001968	n46															CARHR267040								
N10.HOG0006018	OG0001968	n50													evm.model.RL_8.1512, evm.model.RL_8.1496		CARHR154350								
N10.HOG0006019	OG0001971	n1													evm.model.RL_2.2434		CARHR236890								
N10.HOG0006020	OG0001971	n32													evm.model.RL_1.3157		CARHR110280								
N10.HOG0006021	OG0001972	n1													evm.model.RL_2.2548		CARHR238240								
N10.HOG0006022	OG0001972	n26													evm.model.RL_1.3055		CARHR109320								
N10.HOG0006023	OG0001973	n1													evm.model.RL_2.2607										
N10.HOG0006024	OG0001973	n26													evm.model.RL_6.314		CARHR117840								
N10.HOG0006025	OG0001974	n1													evm.model.RL_6.336		CARHR117620								
N10.HOG0006026	OG0001974	n29													evm.model.RL_2.2649		CARHR239240								
N10.HOG0006027	OG0001975	n3													evm.model.RL_1.2679		CARHR105190								
N10.HOG0006028	OG0001975	n21													evm.model.RL_2.2880		CARHR241750								
N10.HOG0006029	OG0001976	n1															CARHR243060								
N10.HOG0006030	OG0001976	n32													evm.model.RL_1.2831		CARHR106780								
N10.HOG0006031	OG0001977	n1													evm.model.RL_6.1662		CARHR129950								
N10.HOG0006032	OG0001977	n31													evm.model.RL_2.1216		CARHR223100								
N10.HOG0006033	OG0001978	n1													evm.model.RL_3.348		CARHR051320								
N10.HOG0006034	OG0001978	n18													evm.model.RL_3.522										
N10.HOG0006035	OG0001978	n19													evm.model.RL_5.988		CARHR011480								
N10.HOG0006036	OG0001979	n8													evm.model.RL_7.2587		CARHR145010								
N10.HOG0006037	OG0001979	n31													evm.model.RL_5.1297		CARHR014960								
N10.HOG0006038	OG0001980	n1													evm.model.RL_7.2568		CARHR145250								
N10.HOG0006039	OG0001980	n26													evm.model.RL_5.1279		CARHR014800								
N10.HOG0006040	OG0001981	n4													evm.model.RL_5.1162		CARHR013390								
N10.HOG0006041	OG0001981	n39													evm.model.RL_7.2387.1.687c84bc		CARHR147350								
N10.HOG0006042	OG0001982	n1													evm.model.RL_7.2359		CARHR147710								
N10.HOG0006043	OG0001982	n28													evm.model.RL_5.1145.1.687c88b2		CARHR013210								
N10.HOG0006044	OG0001983	n1													evm.model.RL_7.2309		CARHR148390								
N10.HOG0006045	OG0001983	n29													evm.model.RL_2.78		CARHR213630								
N10.HOG0006046	OG0001984	n1													evm.model.RL_7.2284.2.687c84bc		CARHR148580								
N10.HOG0006047	OG0001984	n30													evm.model.RL_2.66		CARHR213760								
N10.HOG0006048	OG0001985	n9													evm.model.RL_5.1096										
N10.HOG0006049	OG0001985	n11													evm.model.RL_2.1772		CARHR012610, CARHR229630								
N10.HOG0006050	OG0001986	n1													evm.model.RL_7.691										
N10.HOG0006051	OG0001986	n32													evm.model.RL_6.2238		CARHR136240								
N10.HOG0006052	OG0001987	n1													evm.model.RL_4.3117		CARHR209140								
N10.HOG0006053	OG0001987	n30													evm.model.RL_1.933.1.687c87eb		CARHR084750								
N10.HOG0006054	OG0001988	n1													evm.model.RL_1.1033		CARHR085830								
N10.HOG0006055	OG0001988	n26													evm.model.RL_4.2966										
N10.HOG0006056	OG0001988	n31															CARHR207480								
N10.HOG0006057	OG0001989	n3													evm.model.RL_1.1051		CARHR086000								
N10.HOG0006058	OG0001989	n35													evm.model.RL_4.2934		CARHR206810								
N10.HOG0006059	OG0001990	n1													evm.model.RL_8.1519		CARHR267500								
N10.HOG0006060	OG0001990	n41													evm.model.RL_2.2247		CARHR235000								
N10.HOG0006061	OG0001991	n2													evm.model.RL_8.1602		CARHR268450								
N10.HOG0006062	OG0001991	n33													evm.model.RL_2.2205		CARHR234490								
N10.HOG0006063	OG0001992	n1													evm.model.RL_2.2177		CARHR234180								
N10.HOG0006064	OG0001992	n24													evm.model.RL_8.1673		CARHR269290								
N10.HOG0006065	OG0001993	n1													evm.model.RL_8.1690		CARHR269510								
N10.HOG0006066	OG0001993	n30													evm.model.RL_2.2165		CARHR234060								
N10.HOG0006067	OG0001994	n5													evm.model.RL_8.1831		CARHR271330								
N10.HOG0006068	OG0001994	n38													evm.model.RL_2.2096		CARHR233260								
N10.HOG0006069	OG0001995	n3															CARHR200890								
N10.HOG0006070	OG0001995	n24													evm.model.RL_4.2363.1.687c86d9										
N10.HOG0006071	OG0001995	n32													evm.model.RL_4.1704		CARHR193440								
N10.HOG0006072	OG0001996	n2													evm.model.RL_4.2415		CARHR201490								
N10.HOG0006073	OG0001996	n32													evm.model.RL_4.1154		CARHR187230								
N10.HOG0006074	OG0001997	n1															CARHR203730								
N10.HOG0006075	OG0001997	n31													evm.model.RL_6.184		CARHR114060								
N10.HOG0006076	OG0001998	n1													evm.model.RL_4.2643		CARHR203960								
N10.HOG0006077	OG0001998	n25													evm.model.RL_8.2505		CARHR278170								
N10.HOG0006078	OG0001999	n1													evm.model.RL_4.2785		CARHR205540								
N10.HOG0006079	OG0001999	n26													evm.model.RL_8.2233.1.687c8560		CARHR275340								
N10.HOG0006080	OG0002000	n2													evm.model.RL_8.2252		CARHR275550								
N10.HOG0006081	OG0002000	n38													evm.model.RL_4.2815		CARHR205810								
N10.HOG0006082	OG0002001	n1													evm.model.RL_4.135		CARHR174740								
N10.HOG0006083	OG0002001	n30													evm.model.RL_2.1339		CARHR224600								
N10.HOG0006084	OG0002002	n3													evm.model.RL_2.1545		CARHR226740								
N10.HOG0006085	OG0002002	n37													evm.model.RL_4.371		CARHR178050								
N10.HOG0006086	OG0002003	n1													evm.model.RL_2.1720										
N10.HOG0006087	OG0002003	n31													evm.model.RL_8.484		CARHR253100								
N10.HOG0006088	OG0002004	n2													evm.model.RL_8.570		CARHR254200								
N10.HOG0006089	OG0002004	n31													evm.model.RL_2.1791		CARHR229870								
N10.HOG0006090	OG0002005	n1													evm.model.RL_8.668		CARHR255440								
N10.HOG0006091	OG0002005	n26													evm.model.RL_2.1888		CARHR231150								
N10.HOG0006092	OG0002006	n1													evm.model.RL_2.1897		CARHR231230								
N10.HOG0006093	OG0002006	n27													evm.model.RL_3.841, evm.model.RL_8.681		CARHR255580								
N10.HOG0006094	OG0002007	n1													evm.model.RL_3.845, evm.model.RL_8.682		CARHR255590								
N10.HOG0006095	OG0002007	n22													evm.model.RL_2.1899		CARHR231250								
N10.HOG0006096	OG0002008	n1													evm.model.RL_8.721		CARHR256010								
N10.HOG0006097	OG0002008	n31													evm.model.RL_5.2680		CARHR032190								
N10.HOG0006098	OG0002009	n25															CARHR036980								
N10.HOG0006099	OG0002009	n28													evm.model.RL_5.2260		CARHR036960								
N10.HOG0006100	OG0002010	n12													evm.model.RL_5.3029		CARHR028220								
N10.HOG0006101	OG0002010	n14															CARHR028210								
N10.HOG0006102	OG0002010	n17													evm.model.RL_6.1492		CARHR128110								
N10.HOG0006103	OG0002011	n3													evm.model.RL_5.2991		CARHR028670								
N10.HOG0006104	OG0002011	n37													evm.model.RL_6.1515		CARHR128350								
N10.HOG0006105	OG0002012	n1													evm.model.RL_1.2937		CARHR107700								
N10.HOG0006106	OG0002012	n25													evm.model.RL_2.3072		CARHR243830								
N10.HOG0006107	OG0002013	n1													evm.model.RL_1.2943		CARHR107810								
N10.HOG0006108	OG0002013	n31													evm.model.RL_2.3083		CARHR243960								
N10.HOG0006109	OG0002014	n2													evm.model.RL_2.3119		CARHR244320								
N10.HOG0006110	OG0002014	n33													evm.model.RL_1.2961		CARHR108170								
N10.HOG0006111	OG0002015	n2													evm.model.RL_1.3041		CARHR109200								
N10.HOG0006112	OG0002015	n23													evm.model.RL_2.3195		CARHR245160								
N10.HOG0006113	OG0002016	n1													evm.model.RL_6.198		CARHR114210								
N10.HOG0006114	OG0002016	n25													evm.model.RL_2.3281_evm.model.RL_2.3282.1.687c9a00		CARHR246080								
N10.HOG0006115	OG0002017	n1													evm.model.RL_1.1371		CARHR089330								
N10.HOG0006116	OG0002017	n13													evm.model.RL_2.3330		CARHR246620								
N10.HOG0006117	OG0002017	n36													evm.model.RL_6.142		CARHR113610								
N10.HOG0006118	OG0002018	n1													evm.model.RL_6.53		CARHR112400								
N10.HOG0006119	OG0002018	n22													evm.model.RL_2.3421		CARHR247640								
N10.HOG0006120	OG0002019	n8													evm.model.RL_5.2807										
N10.HOG0006121	OG0002019	n21															CARHR030810								
N10.HOG0006122	OG0002019	n34													evm.model.RL_6.1651		CARHR129860								
N10.HOG0006123	OG0002020	n35													evm.model.RL_5.900										
N10.HOG0006124	OG0002021	n2													evm.model.RL_2.1907		CARHR231340								
N10.HOG0006125	OG0002021	n33													evm.model.RL_3.849, evm.model.RL_8.689		CARHR255640								
N10.HOG0006126	OG0002022	n2													evm.model.RL_5.1594		CARHR018170								
N10.HOG0006127	OG0002022	n27													evm.model.RL_4.209		CARHR175640								
N10.HOG0006128	OG0002023	n3													evm.model.RL_1.2184		CARHR098830								
N10.HOG0006129	OG0002023	n32													evm.model.RL_2.992		CARHR221060								
N10.HOG0006130	OG0002024	n2													evm.model.RL_2.1031		CARHR221680								
N10.HOG0006131	OG0002024	n24													evm.model.RL_1.2137		CARHR098170								
N10.HOG0006132	OG0002025	n34													evm.model.RL_6.2788, evm.model.RL_7.2590		CARHR107710, CARHR141740								
N10.HOG0006133	OG0002025	n48															CARHR141750								
N10.HOG0006134	OG0002026	n1															CARHR140010								
N10.HOG0006135	OG0002026	n26													evm.model.RL_7.335		CARHR170610								
N10.HOG0006136	OG0002027	n1													evm.model.RL_7.635		CARHR051780, CARHR167520								
N10.HOG0006137	OG0002027	n32													evm.model.RL_6.2288		CARHR136690								
N10.HOG0006138	OG0002028	n3													evm.model.RL_7.1815		CARHR150570								
N10.HOG0006139	OG0002028	n26													evm.model.RL_8.2111		CARHR274090								
N10.HOG0006140	OG0002029	n3													evm.model.RL_5.39		CARHR001080								
N10.HOG0006141	OG0002029	n28													evm.model.RL_8.130		CARHR249310								
N10.HOG0006142	OG0002030	n1													evm.model.RL_8.281		CARHR250880								
N10.HOG0006143	OG0002030	n31													evm.model.RL_5.162		CARHR002380								
N10.HOG0006144	OG0002031	n18													evm.model.RL_5.315		CARHR003980								
N10.HOG0006145	OG0002031	n23													evm.model.RL_6.1406		CARHR127230								
N10.HOG0006146	OG0002032	n1													evm.model.RL_6.1318		CARHR126070								
N10.HOG0006147	OG0002032	n32													evm.model.RL_5.392		CARHR004790								
N10.HOG0006148	OG0002033	n1													evm.model.RL_5.528		CARHR006430								
N10.HOG0006149	OG0002033	n25													evm.model.RL_6.1156		CARHR124110								
N10.HOG0006150	OG0002034	n2													evm.model.RL_5.604		CARHR007280								
N10.HOG0006151	OG0002034	n25													evm.model.RL_6.1014		CARHR122360								
N10.HOG0006152	OG0002035	n20													evm.model.RL_2.2190		CARHR234330								
N10.HOG0006153	OG0002035	n28													evm.model.RL_8.1621		CARHR268660								
N10.HOG0006154	OG0002036	n1													evm.model.RL_4.2057		CARHR197510								
N10.HOG0006155	OG0002036	n32													evm.model.RL_1.143		CARHR076300								
N10.HOG0006156	OG0002037	n1													evm.model.RL_4.2056		CARHR197500								
N10.HOG0006157	OG0002037	n30													evm.model.RL_1.145		CARHR076320								
N10.HOG0006158	OG0002038	n1													evm.model.RL_1.1591		CARHR091890								
N10.HOG0006159	OG0002038	n38															CARHR079930								
N10.HOG0006160	OG0002039	n1													evm.model.RL_7.800		CARHR165660								
N10.HOG0006161	OG0002039	n30													evm.model.RL_6.2090		CARHR134670								
N10.HOG0006162	OG0002040	n2													evm.model.RL_6.1752		CARHR130870								
N10.HOG0006163	OG0002040	n21													evm.model.RL_7.1089		CARHR162880								
N10.HOG0006164	OG0002041	n1													evm.model.RL_6.1871		CARHR131630								
N10.HOG0006165	OG0002041	n20													evm.model.RL_7.1052		CARHR163250								
N10.HOG0006166	OG0002042	n7													evm.model.RL_6.1945		CARHR133010								
N10.HOG0006167	OG0002042	n19													evm.model.RL_6.1944		CARHR133000								
N10.HOG0006168	OG0002042	n21													evm.model.RL_6.1986		CARHR133470								
N10.HOG0006169	OG0002043	n1													evm.model.RL_5.1383		CARHR015840								
N10.HOG0006170	OG0002043	n22													evm.model.RL_5.2127		CARHR038890								
N10.HOG0006171	OG0002044	n14													evm.model.RL_5.1407		CARHR016060								
N10.HOG0006172	OG0002044	n15													evm.model.RL_5.1406		CARHR016050								
N10.HOG0006173	OG0002045	n1													evm.model.RL_5.1425		CARHR016260								
N10.HOG0006174	OG0002045	n26													evm.model.RL_3.2424		CARHR074040								
N10.HOG0006175	OG0002046	n1													evm.model.RL_5.1454		CARHR016500								
N10.HOG0006176	OG0002046	n25													evm.model.RL_3.2382		CARHR073570								
N10.HOG0006177	OG0002047	n1													evm.model.RL_5.1496		CARHR016970								
N10.HOG0006178	OG0002047	n29													evm.model.RL_3.2320		CARHR072810								
N10.HOG0006179	OG0002048	n1													evm.model.RL_5.1583		CARHR018050								
N10.HOG0006180	OG0002048	n38													evm.model.RL_3.1654.1.687c84bc		CARHR065550								
N10.HOG0006181	OG0002049	n1													evm.model.RL_3.1715		CARHR066100								
N10.HOG0006182	OG0002049	n28													evm.model.RL_5.1610		CARHR018390								
N10.HOG0006183	OG0002050	n1													evm.model.RL_5.3657		CARHR021310								
N10.HOG0006184	OG0002050	n32													evm.model.RL_3.2057		CARHR070020								
N10.HOG0006185	OG0002051	n2													evm.model.RL_5.3648		CARHR021420								
N10.HOG0006186	OG0002051	n40															CARHR137320								
N10.HOG0006187	OG0002052	n1													evm.model.RL_5.3634		CARHR021530								
N10.HOG0006188	OG0002052	n31													evm.model.RL_3.2079		CARHR070240								
N10.HOG0006189	OG0002053	n1													evm.model.RL_5.3623, evm.model.RL_5.3610		CARHR021800								
N10.HOG0006190	OG0002053	n27													evm.model.RL_3.2109		CARHR070540								
N10.HOG0006191	OG0002054	n2													evm.model.RL_5.3466		CARHR023360								
N10.HOG0006192	OG0002054	n27													evm.model.RL_3.1520		CARHR064420								
N10.HOG0006193	OG0002055	n1													evm.model.RL_5.3443		CARHR023670								
N10.HOG0006194	OG0002055	n26													evm.model.RL_3.1464		CARHR063970								
N10.HOG0006195	OG0002056	n2													evm.model.RL_6.471		CARHR115750, CARHR115740								
N10.HOG0006196	OG0002056	n32													evm.model.RL_2.2752		CARHR240360								
N10.HOG0006197	OG0002057	n3													evm.model.RL_2.2714		CARHR239930								
N10.HOG0006198	OG0002057	n39													evm.model.RL_6.424		CARHR116290								
N10.HOG0006199	OG0002058	n21													evm.model.RL_6.278										
N10.HOG0006200	OG0002058	n24													evm.model.RL_1.1056		CARHR086050, CARHR184600								
N10.HOG0006201	OG0002059	n1													evm.model.RL_5.375		CARHR004640								
N10.HOG0006202	OG0002059	n31													evm.model.RL_6.1331		CARHR126230								
N10.HOG0006203	OG0002060	n1													evm.model.RL_3.1424		CARHR063440								
N10.HOG0006204	OG0002060	n40													evm.model.RL_4.2145.1.687c86d7		CARHR198470								
N10.HOG0006205	OG0002061	n8															CARHR214990								
N10.HOG0006206	OG0002061	n25															CARHR189590								
N10.HOG0006207	OG0002062	n4													evm.model.RL_8.2177		CARHR274760								
N10.HOG0006208	OG0002062	n6													evm.model.RL_8.2178		CARHR274770								
N10.HOG0006209	OG0002063	n2													evm.model.RL_4.2843		CARHR206080								
N10.HOG0006210	OG0002063	n30													evm.model.RL_8.1913		CARHR272220								
N10.HOG0006211	OG0002064	n17													evm.model.RL_7.1240		CARHR161020								
N10.HOG0006212	OG0002064	n27													evm.model.RL_7.1239		CARHR161030								
N10.HOG0006213	OG0002065	n42															CARHR064950								
N10.HOG0006214	OG0002066	n1													evm.model.RL_3.2090		CARHR070350								
N10.HOG0006215	OG0002066	n44															CARHR021620								
N10.HOG0006216	OG0002066	n49															CARHR021610								
N10.HOG0006217	OG0002067	n1													evm.model.RL_3.1999		CARHR069430								
N10.HOG0006218	OG0002067	n36													evm.model.RL_3.2000		CARHR069440								
N10.HOG0006219	OG0002067	n53													evm.model.RL_4.1085										
N10.HOG0006220	OG0002068	n2													evm.model.RL_3.2328, evm.model.RL_3.2327		CARHR072870								
N10.HOG0006221	OG0002068	n30													evm.model.RL_3.2358		CARHR037800								
N10.HOG0006222	OG0002068	n31															CARHR073240								
N10.HOG0006223	OG0002068	n39													evm.model.RL_3.2359										
N10.HOG0006224	OG0002069	n2													evm.model.RL_3.2336		CARHR073000								
N10.HOG0006225	OG0002069	n27															CARHR072980								
N10.HOG0006226	OG0002070	n8													evm.model.RL_5.1476		CARHR016770								
N10.HOG0006227	OG0002070	n28													evm.model.RL_3.2354		CARHR073200								
N10.HOG0006228	OG0002071	n1													evm.model.RL_1.1250		CARHR088030, CARHR152870								
N10.HOG0006229	OG0002071	n25													evm.model.RL_5.3934.2.687c88c6		CARHR045220								
N10.HOG0006230	OG0002072	n1													evm.model.RL_5.3915		CARHR088250								
N10.HOG0006231	OG0002072	n31													evm.model.RL_1.1266		CARHR088240								
N10.HOG0006232	OG0002073	n6													evm.model.RL_5.3796.4.687c88c5		CARHR043590								
N10.HOG0006233	OG0002073	n32													evm.model.RL_1.1406.2.687c87ed		CARHR089810								
N10.HOG0006234	OG0002074	n1													evm.model.RL_2.1172		CARHR222610								
N10.HOG0006235	OG0002075	n1													evm.model.RL_1.3172										
N10.HOG0006236	OG0002075	n26													evm.model.RL_1.3161, evm.model.RL_1.3171		CARHR110400								
N10.HOG0006237	OG0002076	n1													evm.model.RL_5.4011		CARHR045990								
N10.HOG0006238	OG0002076	n25													evm.model.RL_1.1172		CARHR087260								
N10.HOG0006239	OG0002077	n2													evm.model.RL_5.1914		CARHR041750								
N10.HOG0006240	OG0002077	n26													evm.model.RL_1.2037		CARHR097040								
N10.HOG0006241	OG0002078	n2													evm.model.RL_7.787		CARHR165810								
N10.HOG0006242	OG0002078	n25													evm.model.RL_7.788		CARHR165800								
N10.HOG0006243	OG0002079	n4													evm.model.RL_4.952, evm.model.RL_3.1619		CARHR285620								
N10.HOG0006244	OG0002079	n6													evm.model.RL_4.964		CARHR185540								
N10.HOG0006245	OG0002080	n8													evm.model.RL_2.1101										
N10.HOG0006246	OG0002080	n22													evm.model.RL_2.1102										
N10.HOG0006247	OG0002080	n36													evm.model.RL_2.1103										
N10.HOG0006248	OG0002081	n1															CARHR150220, CARHR116080, CARHR112330								
N10.HOG0006249	OG0002081	n39													evm.model.RL_6.443		CARHR116090								
N10.HOG0006250	OG0002082	n1													evm.model.RL_7.923		CARHR164470								
N10.HOG0006251	OG0002082	n36													evm.model.RL_6.1995		CARHR133520								
N10.HOG0006252	OG0002083	n16													evm.model.RL_6.2256		CARHR136360								
N10.HOG0006253	OG0002083	n41													evm.model.RL_6.2255		CARHR136350								
N10.HOG0006254	OG0002084	n0															CARHR118380								
N10.HOG0006255	OG0002085	n3													evm.model.RL_2.2109, evm.model.RL_2.2108		CARHR233410								
N10.HOG0006256	OG0002085	n13															CARHR233400								
N10.HOG0006257	OG0002085	n37															CARHR178850								
N10.HOG0006258	OG0002085	n38													evm.model.RL_4.431, evm.model.RL_4.432		CARHR178820								
N10.HOG0006259	OG0002085	n47													evm.model.RL_2.2110		CARHR233420								
N10.HOG0006260	OG0002086	n11															CARHR210940								
N10.HOG0006261	OG0002086	n13															CARHR226260, CARHR226700								
N10.HOG0006262	OG0002088	n0															CARHR033470								
N10.HOG0006263	OG0002089	n20													evm.model.RL_2.1845										
N10.HOG0006264	OG0002092	n16													evm.model.RL_8.683										
