HOG	OG	Gene Tree Parent Clade	Aethionema_saxatile	Alyssum_gmelinii	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana	Arabis_alpina	Brassica_napus	Brassica_oleracea	Brassica_rapa	Camelina_sativa	Capsella_rubella	Cardamine_amara	Cardamine_glauca	Cardamine_hirsuta	Cochlearia_excelsa	Conringia_planisiliqua	Erysimum_linariifolium	Euclidium_syriacum	Eutrema_salsugineum	Noccaea_praecox	Odontarrhena_muralis	Raphanus_sativus
N8.HOG0003002	OG0000507	n66		Ag008G730350, Ag008G730420																				Om006G233660	
N8.HOG0003003	OG0000507	n74		Ag004G399780					Aa_G186220.h1.t1																
N8.HOG0003004	OG0000507	n89		Ag001G093180, Ag002G123780																					
N8.HOG0003005	OG0000508	n2		Ag002G195920, Ag002G195980, Ag002G195890, Ag002G195140					Aa_G454760.h1.t1															Om008G325940, Om008G340090, Om008G325910, Om008G325930	
N8.HOG0003006	OG0000508	n46		Ag002G172000, Ag002G137860																					
N8.HOG0003007	OG0000508	n99		Ag002G179840, Ag003G229180																					
N8.HOG0003008	OG0000509	n4		Ag001G038070, Ag001G038080																				Om003G103700	
N8.HOG0003009	OG0000509	n39							Aa_G724850.h1.t1, Aa_G724500.h1.t1																
N8.HOG0003010	OG0000509	n83							Aa_G96340.h1.t1																
N8.HOG0003011	OG0000509	n89		Ag001G101890					Aa_G49310.h1.t1															Om007G275840	
N8.HOG0003012	OG0000510	n11		Ag004G371880, Ag004G372380					Aa_G193000.h1.t1															Om005G220900	
N8.HOG0003013	OG0000510	n45		Ag004G371950, Ag004G371940					Aa_G600660.h1.t1															Om005G220910, Om005G222650, Om005G222240, Om005G222350, Om005G222330, Om005G222290, Om005G222310, Om005G222270, Om005G222590, Om005G222560	
N8.HOG0003014	OG0000510	n60							Aa_G192990.h1.t1																
N8.HOG0003015	OG0000510	n72							Aa_G192980.h1.t1																
N8.HOG0003016	OG0000511	n3							Aa_G384910.h1.t1																
N8.HOG0003017	OG0000511	n33		Ag001G034330					Aa_G482170.h1.t1															Om003G101890	
N8.HOG0003018	OG0000511	n69		Ag004G379930					Aa_G162430.h1.t1															Om002G070380, Om005G224850	
N8.HOG0003019	OG0000512	n5							Aa_G494770.h1.t1															Om001G010440	
N8.HOG0003020	OG0000513	n16		Ag002G172390																				Om008G335560	
N8.HOG0003021	OG0000513	n22							Aa_G402350.h1.t1																
N8.HOG0003022	OG0000513	n29							Aa_G249360.h1.t1																
N8.HOG0003023	OG0000513	n38		Ag001G051420					Aa_G318800.h1.t1															Om006G267240	
N8.HOG0003024	OG0000513	n72		Ag008G710120					Aa_G33790.h1.t1															Om006G245660	
N8.HOG0003025	OG0000514	n3																						Om003G096660	
N8.HOG0003026	OG0000514	n24							Aa_G242880.h1.t1																
N8.HOG0003027	OG0000514	n32							Aa_G71140.h1.t1																
N8.HOG0003028	OG0000514	n35		Ag005G446140, Ag005G446150																				Om002G068090, Om002G068080	
N8.HOG0003029	OG0000514	n63							Aa_G242910.h1.t1, Aa_G242920.h1.t1																
N8.HOG0003030	OG0000514	n68							Aa_G242940.h1.t1																
N8.HOG0003031	OG0000514	n74		Ag005G446210					Aa_G242890.h1.t1															Om002G068070	
N8.HOG0003032	OG0000515	n5							Aa_G408570.h1.t1, Aa_G205590.h1.t1																
N8.HOG0003033	OG0000515	n31		Ag005G435400, Ag001G000250, Ag004G371560																				Om003G089500	
N8.HOG0003034	OG0000515	n55		Ag004G345520					Aa_G189630.h1.t1															Om005G207990	
N8.HOG0003035	OG0000515	n74		Ag001G000240, Ag001G000230					Aa_G205580.h1.t1															Om003G089490	
N8.HOG0003036	OG0000516	n2		Ag003G221560																					
N8.HOG0003037	OG0000516	n26		Ag003G221670																				Om001G024310, Om001G024300	
N8.HOG0003038	OG0000516	n52		Ag007G621910																					
N8.HOG0003039	OG0000516	n61																						Om002G081900	
N8.HOG0003040	OG0000516	n86		Ag006G560970																					
N8.HOG0003041	OG0000516	n89		Ag006G511140, Ag006G511180, Ag005G480940, Ag002G129230, Ag005G480950, Ag005G480930, Ag005G481010																					
N8.HOG0003042	OG0000517	n0							Aa_G1098340.h61.t1, Aa_G1098340.h96.t1, Aa_G1098340.h85.t1, Aa_G1098340.h19.t1, Aa_G1098340.h102.t1, Aa_G1098340.h59.t1, Aa_G1098340.h13.t1, Aa_G1098340.h49.t1, Aa_G1098340.h40.t1, Aa_G1098340.h38.t1, Aa_G1098340.h103.t1, Aa_G1098340.h27.t1, Aa_G1098340.h34.t1, Aa_G1098340.h42.t1, Aa_G1098340.h35.t1, Aa_G1098340.h93.t1, Aa_G1098340.h72.t1, Aa_G1098340.h25.t1, Aa_G1098340.h94.t1, Aa_G1098340.h51.t1, Aa_G1098340.h71.t1, Aa_G1098340.h50.t1, Aa_G1098340.h2.t1, Aa_G1098340.h53.t1, Aa_G1098340.h15.t1, Aa_G1098340.h6.t1, Aa_G1098340.h78.t1, Aa_G1098340.h62.t1, Aa_G1098340.h20.t1, Aa_G1098340.h17.t1, Aa_G1098340.h87.t1, Aa_G1098340.h3.t1, Aa_G1098340.h33.t1, Aa_G1098340.h12.t1, Aa_G1098340.h26.t1, Aa_G1098340.h5.t1, Aa_G1098340.h43.t1, Aa_G1098340.h41.t1, Aa_G1098340.h60.t1, Aa_G1098340.h63.t1, Aa_G1098340.h91.t1, Aa_G1098340.h92.t1, Aa_G1098340.h36.t1, Aa_G1098340.h86.t1, Aa_G1098340.h80.t1, Aa_G1098340.h22.t1, Aa_G1098340.h69.t1, Aa_G1098340.h101.t1, Aa_G1098340.h10.t1, Aa_G1098340.h99.t1, Aa_G1098340.h45.t1, Aa_G1098340.h56.t1, Aa_G1098340.h44.t1, Aa_G1098340.h83.t1, Aa_G1098340.h70.t1, Aa_G1098340.h28.t1, Aa_G1098340.h39.t1, Aa_G1098340.h23.t1, Aa_G1098340.h98.t1, Aa_G1098340.h54.t1, Aa_G1098340.h4.t1, Aa_G1098340.h82.t1, Aa_G1098340.h24.t1, Aa_G1098340.h57.t1, Aa_G1098340.h8.t1, Aa_G1098340.h84.t1, Aa_G1098340.h18.t1, Aa_G1098340.h14.t1, Aa_G1098340.h1.t1, Aa_G1098340.h68.t1, Aa_G1098340.h29.t1, Aa_G1098340.h73.t1, Aa_G1098340.h52.t1, Aa_G1098340.h58.t1, Aa_G1098340.h21.t1, Aa_G1098340.h90.t1, Aa_G1098340.h65.t1, Aa_G1098340.h77.t1, Aa_G1098340.h100.t1, Aa_G1098340.h88.t1, Aa_G1098340.h31.t1, Aa_G1098340.h76.t1, Aa_G1098340.h95.t1, Aa_G1098340.h7.t1, Aa_G1098340.h11.t1, Aa_G1098340.h9.t1, Aa_G1098340.h81.t1, Aa_G1098340.h37.t1, Aa_G1098340.h89.t1, Aa_G1098340.h64.t1, Aa_G1098340.h66.t1, Aa_G1098340.h67.t1, Aa_G1098340.h97.t1, Aa_G1098340.h55.t1, Aa_G1098340.h32.t1, Aa_G1098340.h16.t1, Aa_G1098340.h46.t1, Aa_G1098340.h30.t1, Aa_G1098340.h48.t1, Aa_G1098340.h47.t1																
N8.HOG0003043	OG0000520	n4							Aa_G15910.h1.t1																
N8.HOG0003044	OG0000520	n25		Ag001G025480																					
N8.HOG0003045	OG0000520	n26		Ag001G093880																					
N8.HOG0003046	OG0000520	n44		Ag002G202200																				Om008G321740	
N8.HOG0003047	OG0000520	n58		Ag002G202190					Aa_G57970.h1.t1															Om001G027250, Om008G321750	
N8.HOG0003048	OG0000521	n2							Aa_G368910.h1.t1																
N8.HOG0003049	OG0000521	n26		Ag002G154960, Ag002G149740																				Om008G344260	
N8.HOG0003050	OG0000521	n57		Ag004G339390																				Om005G204880	
N8.HOG0003051	OG0000521	n75		Ag003G214590					Aa_G508910.h1.t1															Om004G133420	
N8.HOG0003052	OG0000522	n3		Ag006G540550					Aa_G380440.h1.t1, Aa_G517720.h1.t1															Om001G011800	
N8.HOG0003053	OG0000522	n25		Ag006G540900																				Om001G011810	
N8.HOG0003054	OG0000522	n46							Aa_G129040.h1.t1																
N8.HOG0003055	OG0000522	n71																						Om008G348020	
N8.HOG0003056	OG0000522	n80		Ag002G147670					Aa_G129060.h1.t1, Aa_G129050.h1.t1															Om008G348070	
N8.HOG0003057	OG0000523	n3		Ag002G203570																				Om008G320780, Om008G320790	
N8.HOG0003058	OG0000523	n19		Ag007G583780																				Om007G288290	
N8.HOG0003059	OG0000523	n34		Ag002G203590																				Om008G320770	
N8.HOG0003060	OG0000523	n65																						Om001G027610	
N8.HOG0003061	OG0000523	n66																						Om003G127080	
N8.HOG0003062	OG0000523	n74		Ag001G095450																				Om003G127050	
N8.HOG0003063	OG0000524	n1		Ag005G479160, Ag005G479170					Aa_G734800.h1.t1															Om002G050640	
N8.HOG0003064	OG0000524	n44		Ag005G479180																				Om002G050630	
N8.HOG0003065	OG0000524	n49							Aa_G734810.h1.t1																
N8.HOG0003066	OG0000524	n77							Aa_G102310.h1.t1																
N8.HOG0003067	OG0000525	n3		Ag003G213550																				Om004G133010	
N8.HOG0003068	OG0000525	n25		Ag004G326110																				Om005G198050	
N8.HOG0003069	OG0000525	n38		Ag005G465120					Aa_G140300.h1.t1															Om002G059840	
N8.HOG0003070	OG0000525	n67		Ag001G006140					Aa_G74240.h1.t1															Om003G092800	
N8.HOG0003071	OG0000526	n1		Ag001G054010, Ag001G054190					Aa_G563850.h1.t1															Om006G263940	
N8.HOG0003072	OG0000526	n36		Ag001G054200																				Om006G263950	
N8.HOG0003073	OG0000526	n57							Aa_G254360.h1.t1, Aa_G788610.h1.t1																
N8.HOG0003074	OG0000527	n2		Ag002G187990					Aa_G206570.h1.t1																
N8.HOG0003075	OG0000527	n68							Aa_G846850.h1.t1, Aa_G828190.h1.t1, Aa_G612110.h1.t1, Aa_G653780.h1.t1, Aa_G206650.h1.t1																
N8.HOG0003076	OG0000527	n73							Aa_G654020.h1.t1, Aa_G754920.h1.t1, Aa_G653760.h1.t1																
N8.HOG0003077	OG0000529	n2		Ag008G714630					Aa_G173930.h1.t1															Om006G243980	
N8.HOG0003078	OG0000529	n27		Ag002G183190																					
N8.HOG0003079	OG0000529	n31																						Om008G331390, Om008G331400	
N8.HOG0003080	OG0000529	n38							Aa_G147870.h1.t1																
N8.HOG0003081	OG0000529	n64		Ag008G714510																					
N8.HOG0003082	OG0000529	n79		Ag008G714610																				Om006G244040, Om006G244010	
N8.HOG0003083	OG0000530	n7		Ag007G624550																					
N8.HOG0003084	OG0000530	n24		Ag007G624360					Aa_G781210.h1.t1																
N8.HOG0003085	OG0000531	n3		Ag004G395690																					
N8.HOG0003086	OG0000531	n6		Ag004G356480																					
N8.HOG0003087	OG0000531	n34		Ag002G123110																					
N8.HOG0003088	OG0000532	n4		Ag005G479210																					
N8.HOG0003089	OG0000532	n10		Ag005G478940																					
N8.HOG0003090	OG0000532	n23																						Om002G052610	
N8.HOG0003091	OG0000532	n30		Ag005G478950																					
N8.HOG0003092	OG0000532	n34		Ag003G284840																					
N8.HOG0003093	OG0000532	n37																						Om001G040120	
N8.HOG0003094	OG0000532	n55		Ag003G284610																				Om001G034110	
N8.HOG0003095	OG0000532	n57																						Om003G115390	
N8.HOG0003096	OG0000532	n63																						Om001G037010	
N8.HOG0003097	OG0000532	n82		Ag003G295990																					
N8.HOG0003098	OG0000532	n92		Ag003G284550																				Om001G040190	
N8.HOG0003099	OG0000533	n5		Ag003G295150																					
N8.HOG0003100	OG0000533	n10							Aa_G546420.h2.t1, Aa_G546420.h1.t1																
N8.HOG0003101	OG0000533	n61		Ag006G521550					Aa_G351980.h1.t1, Aa_G351980.h2.t1															Om004G155930	
N8.HOG0003102	OG0000533	n70																						Om001G032890	
N8.HOG0003103	OG0000533	n94																						Om002G082400	
N8.HOG0003104	OG0000534	n0		Ag004G378460, Ag004G378630, Ag004G378650, Ag004G378670, Ag004G378480, Ag004G378590					Aa_G222560.h1.t1, Aa_G222580.h1.t1, Aa_G222570.h1.t1, Aa_G222590.h1.t1															Om005G224370	
N8.HOG0003105	OG0000535	n27							Aa_G323320.h1.t1																
N8.HOG0003106	OG0000535	n28		Ag004G374200					Aa_G8600.h1.t1															Om005G222110	
N8.HOG0003107	OG0000535	n42		Ag002G176510					Aa_G323370.h1.t1															Om006G274720	
N8.HOG0003108	OG0000535	n74							Aa_G323360.h1.t1, Aa_G323350.h1.t1															Om008G333800	
N8.HOG0003109	OG0000536	n7		Ag001G058170																					
N8.HOG0003110	OG0000536	n48		Ag001G034340, Ag006G560080																				Om011G365270	
N8.HOG0003111	OG0000537	n1		Ag007G598950					Aa_G187790.h1.t1															Om007G302270	
N8.HOG0003112	OG0000537	n37																						Om003G104980	
N8.HOG0003113	OG0000537	n54		Ag001G043330					Aa_G391480.h1.t1																
N8.HOG0003114	OG0000537	n74		Ag005G479600																				Om002G050220	
N8.HOG0003115	OG0000538	n4		Ag002G197520, Ag002G197560, Ag002G197570					Aa_G162770.h1.t1, Aa_G284400.h1.t1															Om008G324950	
N8.HOG0003116	OG0000538	n17																						Om008G324960	
N8.HOG0003117	OG0000538	n64		Ag002G197400																					
N8.HOG0003118	OG0000538	n67							Aa_G11150.h1.t1																
N8.HOG0003119	OG0000538	n77							Aa_G284390.h1.t1															Om008G324980	
N8.HOG0003120	OG0000539	n1		Ag001G099110					Aa_G113660.h1.t1															Om006G228950	
N8.HOG0003121	OG0000539	n28		Ag007G594430, Ag004G392630, Ag004G387320, Ag007G594300, Ag007G594330																				Om007G282730, Om007G282670	
N8.HOG0003122	OG0000539	n58							Aa_G374250.h1.t1																
N8.HOG0003123	OG0000540	n5		Ag007G593940					Aa_G199700.h1.t1															Om007G282450	
N8.HOG0003124	OG0000540	n27		Ag007G593980					Aa_G199690.h1.t1															Om007G282470, Om007G282460	
N8.HOG0003125	OG0000540	n45							Aa_G199680.h1.t1																
N8.HOG0003126	OG0000540	n64		Ag007G593990					Aa_G199670.h1.t1															Om007G282480, Om007G282490	
N8.HOG0003127	OG0000541	n2		Ag007G594150, Ag007G594120																				Om007G282590	
N8.HOG0003128	OG0000541	n7		Ag007G594140																					
N8.HOG0003129	OG0000541	n14							Aa_G189550.h1.t1, Aa_G500820.h2.t1, Aa_G500820.h1.t1																
N8.HOG0003130	OG0000541	n51		Ag002G115560																					
N8.HOG0003131	OG0000541	n86																						Om007G282620	
N8.HOG0003132	OG0000542	n2		Ag007G621160					Aa_G59260.h1.t1															Om007G298840	
N8.HOG0003133	OG0000542	n40		Ag001G024160, Ag003G260040																				Om003G099070	
N8.HOG0003134	OG0000542	n44							Aa_G161230.h1.t1																
N8.HOG0003135	OG0000542	n59		Ag005G489130, Ag005G448090, Ag002G119610					Aa_G42370.h1.t1															Om002G043870	
N8.HOG0003136	OG0000543	n63		Ag002G139310, Ag002G139430, Ag002G139170, Ag002G139210																				Om001G016240, Om001G004280, Om001G013170	
N8.HOG0003137	OG0000544	n36		Ag004G303770, Ag004G303690					Aa_G235440.h1.t1															Om005G182550, Om005G182520	
N8.HOG0003138	OG0000544	n41		Ag004G303700, Ag004G303710																				Om005G182530	
N8.HOG0003139	OG0000544	n51							Aa_G235480.h1.t1																
N8.HOG0003140	OG0000544	n73		Ag004G303720, Ag004G303730, Ag004G303740					Aa_G235470.h1.t1, Aa_G235450.h1.t1, Aa_G235460.h1.t1, Aa_G235490.h1.t1															Om005G182540	
N8.HOG0003141	OG0000545	n1		Ag003G227690, Ag003G227810					Aa_G259480.h1.t1															Om004G138860, Om004G138840, Om004G138850	
N8.HOG0003142	OG0000545	n37							Aa_G263360.h1.t1																
N8.HOG0003143	OG0000545	n49		Ag003G227850					Aa_G259490.h1.t1															Om004G138820, Om004G138830	
N8.HOG0003144	OG0000545	n79							Aa_G259500.h1.t1																
N8.HOG0003145	OG0000546	n4							Aa_G436220.h1.t1																
N8.HOG0003146	OG0000546	n90							Aa_G466380.h1.t1																
N8.HOG0003147	OG0000547	n54		Ag003G289460, Ag003G291750, Ag003G287310, Ag003G287740, Ag002G186040, Ag002G186070, Ag003G291840																				Om001G038500, Om001G038550, Om008G330150, Om008G330140, Om001G038480, Om001G038530	
N8.HOG0003148	OG0000547	n84																						Om001G038540	
N8.HOG0003149	OG0000547	n86		Ag003G289830, Ag003G289840, Ag003G291730, Ag003G291480, Ag003G291510																				Om007G313700, Om001G038490	
N8.HOG0003150	OG0000550	n5		Ag001G069200																				Om008G337580	
N8.HOG0003151	OG0000550	n11		Ag002G166090																					
N8.HOG0003152	OG0000550	n50							Aa_G313400.h2.t1, Aa_G153500.h2.t1, Aa_G216100.h1.t1, Aa_G313400.h1.t1, Aa_G153500.h1.t1																
N8.HOG0003153	OG0000550	n75							Aa_G138540.h1.t1, Aa_G456300.h1.t1																
N8.HOG0003154	OG0000550	n89							Aa_G584450.h1.t1																
N8.HOG0003155	OG0000551	n1		Ag008G731770					Aa_G20930.h1.t1															Om006G232640	
N8.HOG0003156	OG0000551	n42		Ag003G295060					Aa_G553710.h1.t1															Om001G040480	
N8.HOG0003157	OG0000551	n70		Ag007G603420					Aa_G152760.h1.t1															Om004G166290	
N8.HOG0003158	OG0000552	n27							Aa_G62390.h1.t1																
N8.HOG0003159	OG0000552	n48		Ag002G204680																				Om008G319960	
N8.HOG0003160	OG0000552	n49		Ag001G096850					Aa_G2600.h2.t1, Aa_G2600.h1.t1, Aa_G453100.h2.t1, Aa_G453100.h1.t1															Om003G127880	
N8.HOG0003161	OG0000553	n14							Aa_G688740.h1.t1															Om001G012580	
N8.HOG0003162	OG0000553	n21							Aa_G232510.h1.t1															Om001G012510	
N8.HOG0003163	OG0000553	n94							Aa_G232520.h1.t1															Om001G012520	
N8.HOG0003164	OG0000554	n42		Ag002G169930, Ag004G376310																					
N8.HOG0003165	OG0000554	n56							Aa_G66960.h1.t1																
N8.HOG0003166	OG0000554	n78							Aa_G546250.h1.t1																
N8.HOG0003167	OG0000554	n80																						Om001G002110, Om005G222990	
N8.HOG0003168	OG0000554	n82							Aa_G169580.h1.t1															Om001G016570	
N8.HOG0003169	OG0000554	n83							Aa_G66950.h1.t1																
N8.HOG0003170	OG0000554	n86		Ag002G156760, Ag002G154330					Aa_G39540.h1.t1															Om008G342670, Om008G342700	
N8.HOG0003171	OG0000555	n2																						Om008G352870, Om008G352880, Om001G004330	
N8.HOG0003172	OG0000555	n52		Ag002G143160, Ag002G143220, Ag002G143120																				Om002G081550	
N8.HOG0003173	OG0000555	n84		Ag004G311640																				Om003G102250	
N8.HOG0003174	OG0000556	n1							Aa_G380100.h1.t1																
N8.HOG0003175	OG0000556	n5		Ag005G480420					Aa_G78820.h1.t1															Om002G049820	
N8.HOG0003176	OG0000556	n22							Aa_G311120.h1.t1																
N8.HOG0003177	OG0000556	n61		Ag005G427890, Ag005G448010																				Om002G074570	
N8.HOG0003178	OG0000557	n6							Aa_G102470.h1.t1																
N8.HOG0003179	OG0000557	n21		Ag001G092650																				Om003G124890, Om003G124880	
N8.HOG0003180	OG0000557	n55		Ag002G200310																					
N8.HOG0003181	OG0000557	n78							Aa_G252310.h1.t1															Om008G322970	
N8.HOG0003182	OG0000558	n7		Ag002G166500, Ag002G166380, Ag002G166570, Ag002G164810																				Om005G225770	
N8.HOG0003183	OG0000558	n66																						Om008G337590	
N8.HOG0003184	OG0000558	n69																						Om008G327270	
N8.HOG0003185	OG0000558	n94		Ag002G193520, Ag004G379460																					
N8.HOG0003186	OG0000559	n2		Ag006G494200					Aa_G478910.h1.t1															Om004G174990	
N8.HOG0003187	OG0000559	n27																						Om004G174960	
N8.HOG0003188	OG0000559	n85		Ag006G494130, Ag006G494150																					
N8.HOG0003189	OG0000560	n2		Ag008G709130					Aa_G28190.h1.t1															Om006G246000	
N8.HOG0003190	OG0000560	n52							Aa_G28160.h1.t1, Aa_G28180.h1.t1																
N8.HOG0003191	OG0000560	n75		Ag004G302340, Ag004G302350					Aa_G341280.h1.t1															Om005G181410, Om005G181420, Om005G181400	
N8.HOG0003192	OG0000560	n91							Aa_G341290.h1.t1																
N8.HOG0003193	OG0000561	n6							Aa_G585310.h1.t1, Aa_G720620.h1.t1																
N8.HOG0003194	OG0000561	n9		Ag008G732290, Ag008G732280, Ag005G451780, Ag005G451720																					
N8.HOG0003195	OG0000561	n22							Aa_G585330.h1.t1																
N8.HOG0003196	OG0000561	n26							Aa_G476870.h1.t1																
N8.HOG0003197	OG0000561	n27																						Om006G232260, Om006G232240	
N8.HOG0003198	OG0000561	n55							Aa_G585300fhit_1.1																
N8.HOG0003199	OG0000561	n57		Ag008G732390, Ag005G451700, Ag005G451760, Ag008G732340					Aa_G585320.h1.t1																
N8.HOG0003200	OG0000562	n1		Ag005G482800					Aa_G269320.h1.t1															Om002G048170	
N8.HOG0003201	OG0000562	n45							Aa_G473480.h1.t1																
N8.HOG0003202	OG0000562	n63		Ag007G614680																				Om007G301050	
N8.HOG0003203	OG0000562	n64		Ag007G634950					Aa_G189800.h1.t1															Om007G294310	
N8.HOG0003204	OG0000563	n1		Ag004G324220, Ag004G324240, Ag004G324140					Aa_G102660.h1.t1															Om002G081700, Om002G081710, Om002G081690, Om005G196730	
N8.HOG0003205	OG0000563	n37							Aa_G37870.h1.t1																
N8.HOG0003206	OG0000564	n18		Ag003G270540					Aa_G145130.h1.t1, Aa_G145160.h1.t1																
N8.HOG0003207	OG0000564	n47		Ag001G007070					Aa_G515150.h1.t1																
N8.HOG0003208	OG0000564	n63		Ag001G007050					Aa_G515160.h1.t1																
N8.HOG0003209	OG0000564	n72							Aa_G592720.h1.t1																
N8.HOG0003210	OG0000564	n76																						Om003G093660, Om003G093650, Om003G093640	
N8.HOG0003211	OG0000565	n2		Ag007G593910					Aa_G297570.h1.t1, Aa_G901960.h1.t1, Aa_G901960.h2.t1, Aa_G129330.h1.t1, Aa_G499770.h1.t1, Aa_G499780.h1.t1															Om005G208860, Om005G208700, Om005G208690, Om005G208710, Om005G208350	
N8.HOG0003212	OG0000565	n28		Ag004G346500, Ag004G346490																				Om005G208340	
N8.HOG0003213	OG0000565	n79							Aa_G404440.h1.t1, Aa_G297590.h1.t1, Aa_G129340.h1.t1																
N8.HOG0003214	OG0000566	n1		Ag008G718040, Ag008G718030, Ag005G449860																				Om007G297320, Om006G242250, Om006G242050, Om006G242270, Om002G082780	
N8.HOG0003215	OG0000566	n58		Ag008G717740					Aa_G15490.h1.t1																
N8.HOG0003216	OG0000566	n75		Ag008G717750					Aa_G225520.h1.t1, Aa_G15500.h1.t1															Om006G242260	
N8.HOG0003217	OG0000567	n11																						Om002G063470	
N8.HOG0003218	OG0000567	n78																						Om002G063590	
N8.HOG0003219	OG0000568	n64		Ag001G035390																					
N8.HOG0003220	OG0000569	n1							Aa_G652120.h1.t1															Om007G276590	
N8.HOG0003221	OG0000569	n39		Ag002G175960																					
N8.HOG0003222	OG0000569	n72		Ag002G175880, Ag002G175890																				Om008G334040	
N8.HOG0003223	OG0000570	n2		Ag005G490020					Aa_G71740.h1.t1															Om002G043360	
N8.HOG0003224	OG0000570	n33		Ag007G618950					Aa_G431460.h1.t1															Om007G299740	
N8.HOG0003225	OG0000570	n53		Ag008G725350					Aa_G94990.h1.t1															Om006G237000	
N8.HOG0003226	OG0000571	n1		Ag008G712960					Aa_G127290.h1.t1															Om006G244500	
N8.HOG0003227	OG0000571	n30							Aa_G286010.h1.t1																
N8.HOG0003228	OG0000571	n79		Ag004G308000, Ag004G308010					Aa_G369460.h1.t1, Aa_G267100.h1.t1															Om005G186030, Om005G186020	
N8.HOG0003229	OG0000572	n17							Aa_G887410.h1.t1																
N8.HOG0003230	OG0000572	n50							Aa_G203210.h1.t1, Aa_G203220.h1.t1																
N8.HOG0003231	OG0000572	n83		Ag003G233810, Ag003G235190, Ag003G214040					Aa_G541230.h1.t1, Aa_G541240.h1.t1															Om004G140900	
N8.HOG0003232	OG0000573	n22		Ag001G009350					Aa_G219770.h1.t1																
N8.HOG0003233	OG0000573	n74		Ag004G375100																				Om005G222710	
N8.HOG0003234	OG0000574	n1		Ag001G040610, Ag001G040600, Ag007G645630, Ag006G534810, Ag001G073170					Aa_G44290.h1.t1															Om007G304240, Om004G154680, Om008G343660, Om010G364840, Om010G364850, Om010G364860, Om004G146380, Om008G323470, Om007G309360, Om007G309350, Om007G309340, Om004G146370	
N8.HOG0003235	OG0000574	n45							Aa_G104100.h1.t1, Aa_G195780.h1.t1																
N8.HOG0003236	OG0000574	n50																						Om007G306650	
N8.HOG0003237	OG0000575	n18							Aa_G17950.h4.t1, Aa_G434200.h2.t1, Aa_G434200.h4.t1, Aa_G434200.h6.t1, Aa_G434200.h7.t1, Aa_G17950.h5.t1, Aa_G17950.h2.t1, Aa_G17950.h6.t1, Aa_G17950.h3.t1, Aa_G17950.h7.t1, Aa_G434200.h1.t1, Aa_G434200.h3.t1, Aa_G409200.h1.t1																
N8.HOG0003238	OG0000575	n32		Ag006G553500																				Om001G031670	
N8.HOG0003239	OG0000575	n34		Ag003G274140																				Om001G031700	
N8.HOG0003240	OG0000575	n40							Aa_G434200.h5.t1, Aa_G17950.h1.t1																
