HOG	OG	Gene Tree Parent Clade	Aethionema_saxatile	Alyssum_gmelinii	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana	Arabis_alpina	Brassica_napus	Brassica_oleracea	Brassica_rapa	Camelina_sativa	Capsella_rubella	Cardamine_amara	Cardamine_glauca	Cardamine_hirsuta	Cochlearia_excelsa	Conringia_planisiliqua	Erysimum_linariifolium	Euclidium_syriacum	Eutrema_salsugineum	Noccaea_praecox	Odontarrhena_muralis	Raphanus_sativus
N3.HOG0002163	OG0000090	n239													evm.model.RL_7.2013, evm.model.RL_7.2546	Cg002G074060	CARHR145500, CARHR145480								
N3.HOG0002164	OG0000090	n252			jg29403	XP_020867590.1	AL1G20940	AT1G10230.1					XP_010458359.1, XP_010475885.1, XP_010490823.1	XP_006305612.2	evm.model.RL_5.885	Cg006G235770	CARHR010350			El002G093200					
N3.HOG0002165	OG0000091	n61													evm.model.RL_4.825					El005G262380, El005G262370, El005G262320					
N3.HOG0002166	OG0000091	n65															CARHR149850, CARHR055460, CARHR118410, CARHR263280, CARHR179050								
N3.HOG0002167	OG0000091	n72			jg20823, jg20821, jg1412, jg2211, jg14179	XP_020887529.1, XP_002870603.1, XP_020880876.1	AL8G16330, nbis-gene-1790, nbis-gene-1053, AL7G47240, nbis-gene-2125	AT3G32960.1					XP_019097560.1, XP_019085583.1, XP_010513295.1, XP_019092234.1, XP_010426132.1	XP_023643686.1, XP_023633323.1			CARHR055470			El004G215550					
N3.HOG0002168	OG0000091	n97			jg11947, jg19288, jg20822		AL2G13330, AL3G42630, AL8G16340								evm.model.RL_6.574		CARHR221560								
N3.HOG0002169	OG0000093	n7			jg15862	XP_020880586.1	AL5G40110	AT3G58360.1					XP_010431453.2, XP_019099736.1, XP_019102066.1	XP_006292664.2	evm.model.RL_7.523	Cg002G047960	CARHR168740								
N3.HOG0002170	OG0000093	n37																		El002G128830					
N3.HOG0002171	OG0000093	n56			jg15865	XP_020880589.1	AL5G40140	AT3G58400.1								Cg002G047920	CARHR168770								
N3.HOG0002172	OG0000093	n70					AL3G42890	AT2G05400.3																	
N3.HOG0002173	OG0000093	n79											XP_019101935.1				CARHR168730								
N3.HOG0002174	OG0000093	n90															CARHR168630, CARHR103160, CARHR103150, CARHR219320			El005G270280					
N3.HOG0002175	OG0000093	n96													evm.model.RL_7.525		CARHR168710			El001G029880					
N3.HOG0002176	OG0000093	n110			jg15861	XP_020880584.1	AL5G40100	AT3G58350.1					XP_010516477.1, XP_010504788.1, XP_010427742.1	XP_023638587.1		Cg002G047970	CARHR168690								
N3.HOG0002177	OG0000093	n123			jg15848, jg15846	XP_002878201.2	AL5G39960	AT3G58250.1					XP_019085608.1, XP_010507510.1							El004G202240, El004G202270					
N3.HOG0002178	OG0000093	n140			jg27054, jg27053, jg27051, jg27052	XP_020888995.1, XP_002883691.1, XP_002883689.2, XP_002883690.2	AL3G42900, AL3G42870, AL3G42880	AT2G05420.1, AT2G05410.2					XP_019098882.1, XP_010490171.1, XP_010467068.1	XP_006300210.2, XP_006299293.1, XP_006299888.1, XP_023642620.1, XP_006300054.1		Cg004G145440, Cg004G145260				El005G270290, El005G270300, El005G270240, El004G214760, El005G270230					
N3.HOG0002179	OG0000093	n185			jg15863	XP_020880616.1	AL5G40120	AT3G58370.1					XP_019085090.1, XP_019102065.1, XP_019099737.1	XP_006293093.1		Cg002G047940									
N3.HOG0002180	OG0000093	n215			jg15851	XP_002878203.1, XP_020880570.1	AL5G39980, AL5G40000	AT3G58270.1					XP_010427735.1, XP_010516473.1	XP_006292197.1		Cg002G048030	CARHR168640			El001G029840					
N3.HOG0002181	OG0000093	n240													evm.model.RL_7.532	Cg002G048080									
N3.HOG0002182	OG0000093	n242															CARHR168600								
N3.HOG0002183	OG0000093	n248			jg15841	XP_020880581.1	AL5G39910	AT3G58210.1					XP_010427730.1				CARHR168590, CARHR259860, CARHR168580			El001G029800, El007G352040					
N3.HOG0002184	OG0000093	n262			jg15850									XP_006290426.1		Cg002G048040									
N3.HOG0002185	OG0000094	n1											XP_010456767.1												
N3.HOG0002186	OG0000094	n171											XP_010496968.1												
N3.HOG0002187	OG0000094	n211											XP_010490399.1												
N3.HOG0002188	OG0000095	n0											XP_019085689.1												
N3.HOG0002189	OG0000096	n2															CARHR145620								
N3.HOG0002190	OG0000096	n6			jg1261	XP_020890791.1	AL2G18750																		
N3.HOG0002191	OG0000096	n15						AT1G47370.1																	
N3.HOG0002192	OG0000096	n18			jg1247			AT1G57850.1					XP_019101057.1	XP_023643297.1	evm.model.RL_3.612	Cg007G252880				El004G205300					
N3.HOG0002193	OG0000096	n34												XP_006292432.2	evm.model.RL_7.2530	Cg002G073910	CARHR145650			El001G038300					
N3.HOG0002194	OG0000096	n46			jg13128	XP_020881188.1, XP_020881582.1	AL5G12940, AL5G12970	AT2G03030.1, AT2G03300.1					XP_019099908.1, XP_010514095.1	XP_006293218.1, XP_006292790.1	evm.model.RL_7.2533	Cg002G073940				El001G038380					
N3.HOG0002195	OG0000096	n59				XP_020880678.1	AL5G12960						XP_010489646.1, XP_010512993.2, XP_010430698.1	XP_006292755.1		Cg002G073930	CARHR145640			El001G038370					
N3.HOG0002196	OG0000096	n75															CARHR145630								
N3.HOG0002197	OG0000096	n90											XP_010418955.1	XP_023638028.1, XP_006290453.2	evm.model.RL_4.275		CARHR176420								
N3.HOG0002198	OG0000096	n98			jg13131								XP_010425130.1, XP_010425134.1, XP_010518589.1, XP_010430699.1, XP_019099582.1	XP_006290374.2, XP_023638325.1, XP_006292566.2, XP_006300965.2, XP_006292626.2		Cg002G073840	CARHR288740			El001G038400					
N3.HOG0002199	OG0000096	n114			jg1310	XP_002894680.1	AL1G67300	AT1G57670.1							evm.model.RL_3.627		CARHR054510			El004G205890, El004G205920, El004G205830, El004G205860, El004G205880, El004G205870, El004G205260, El004G205840, El007G356380					
N3.HOG0002200	OG0000096	n132			jg1311												CARHR177190, CARHR158180, CARHR054500								
N3.HOG0002201	OG0000096	n138															CARHR112200								
N3.HOG0002202	OG0000096	n143													evm.model.RL_4.362		CARHR177990								
N3.HOG0002203	OG0000096	n152			jg20644	XP_020884560.1		AT5G44900.1					XP_010445847.1, XP_010494541.1	XP_006281971.1						El007G361830					
N3.HOG0002204	OG0000096	n166											XP_010494467.1	XP_006281861.1						El007G362690					
N3.HOG0002205	OG0000096	n184													evm.model.RL_8.633	Cg003G082280	CARHR254980, CARHR254940								
N3.HOG0002206	OG0000096	n190													evm.model.RL_4.313, evm.model.RL_4.314										
N3.HOG0002207	OG0000096	n192					AL8G13920								evm.model.RL_4.324		CARHR112190, CARHR177280								
N3.HOG0002208	OG0000096	n195				XP_020869035.1	AL8G13900	AT5G45220.1							evm.model.RL_4.323					El007G362860					
N3.HOG0002209	OG0000096	n199											XP_010494608.1, XP_010481625.1				CARHR176910			El007G362760					
N3.HOG0002210	OG0000096	n215			jg2240	XP_020891534.1	AL2G25710																		
N3.HOG0002211	OG0000096	n218			jg20589								XP_010431250.1, XP_019097502.1			Cg008G322180	CARHR177040			El003G166410, El007G362830					
N3.HOG0002212	OG0000096	n233											XP_019094380.1, XP_010462608.1	XP_006303212.2											
N3.HOG0002213	OG0000096	n243			jg29337		AL1G20220								evm.model.RL_5.825	Cg006G236390									
N3.HOG0002214	OG0000096	n249			jg902, jg1249	XP_002863849.1, XP_020890121.1	AL8G20320, nbis-gene-2073, AL2G15700	AT1G60320.1, AT1G57830.1																	
N3.HOG0002215	OG0000096	n266				XP_020868196.1		AT1G09665.1									CARHR009640								
N3.HOG0002216	OG0000097	n2			jg7810	XP_002874842.1	AL6G49050	AT4G05460.1					XP_010431383.1, XP_010422434.1	XP_006288252.1	evm.model.RL_8.394	Cg003G079780, Cg003G094240				El001G004470					
N3.HOG0002217	OG0000097	n73			jg7819	XP_002874852.1	AL6G49140						XP_010456938.1, XP_010424623.1, XP_010467526.1			Cg003G079770, Cg003G094250	CARHR252090, CARHR252110								
N3.HOG0002218	OG0000097	n112				XP_020876795.1	AL9U10550																		
N3.HOG0002219	OG0000097	n115																		El001G004450					
N3.HOG0002220	OG0000097	n126											XP_019090267.1, XP_019090199.1, XP_019084229.1												
N3.HOG0002221	OG0000097	n131															CARHR252130								
N3.HOG0002222	OG0000097	n135				XP_002865915.2		AT5G52480.1						XP_023634256.1											
N3.HOG0002223	OG0000097	n138			jg7818								XP_010422442.1, XP_010431256.1	XP_006289089.1	evm.model.RL_8.392	Cg003G079750, Cg003G094280	CARHR252060			El001G004390					
N3.HOG0002224	OG0000097	n146			jg11552		AL9U10540						XP_010430852.2	XP_006288348.1	evm.model.RL_2.828	Cg001G029830, Cg001G029870									
N3.HOG0002225	OG0000097	n159			jg7820	XP_020876465.1	AL6G49150	AT4G03635.1					XP_010467516.1, XP_010424624.1	XP_006288400.1	evm.model.RL_8.388	Cg003G079730, Cg003G094300	CARHR252050			El001G004380					
N3.HOG0002226	OG0000097	n180											XP_010451732.1	XP_006285555.2											
N3.HOG0002227	OG0000097	n184			jg7813, jg7812, jg7815, jg7814	XP_002874844.1, XP_020877173.1, XP_020876443.1, XP_002874669.1, XP_002862572.1	AL320U10020, AL6G49090, AL6G49080, AL6G45160, AL320U10010	AT4G05470.1, AT4G05475.1					XP_010424620.1, XP_010455876.2, XP_010467545.2, XP_010513578.1, XP_010418996.1, XP_010474129.1, XP_010431403.1, XP_010431272.1	XP_006301748.2, XP_023644271.1, XP_006301379.1, XP_006289544.2, XP_006289669.1, XP_006289764.1	evm.model.RL_8.395	Cg003G094290, Cg003G079740	CARHR252100			El001G004460, El001G004420, El001G004430, El007G349700, El001G004410, El001G048890					
N3.HOG0002228	OG0000097	n236														Cg003G079760	CARHR252070								
N3.HOG0002229	OG0000097	n237			jg21543, jg7817	XP_002863972.2, XP_002874850.1	AL6G49120	AT4G05497.1					XP_010422439.1, XP_010431264.1	XP_006288542.1						El001G004400					
N3.HOG0002230	OG0000098	n18			jg651, jg658, jg654, jg653	XP_020891049.1	AL2G13240	AT1G63350.2, AT1G62630.1, AT1G63360.1					XP_010473480.1, XP_010430322.1, XP_010418251.1, XP_010473486.1, XP_010430326.1, XP_010430323.1, XP_010418252.1	XP_023644089.1, XP_006286837.2, XP_006301151.1, XP_006301217.1, XP_006300715.1			CARHR049580, CARHR049700, CARHR049380, CARHR049340, CARHR049330, CARHR049720, CARHR049640, CARHR049620, CARHR049710, CARHR049690, CARHR049260, CARHR048830								
N3.HOG0002231	OG0000098	n55			jg650	XP_020888466.1							XP_019091459.1				CARHR048210								
N3.HOG0002232	OG0000098	n62				XP_020891221.1											CARHR049300								
N3.HOG0002233	OG0000098	n68			jg649										evm.model.RL_3.199		CARHR156260, CARHR048950, CARHR048730, CARHR049190, CARHR049220, CARHR048980, CARHR048930, CARHR049010								
N3.HOG0002234	OG0000098	n84			jg23265			AT5G63020.1							evm.model.RL_8.2377										
N3.HOG0002235	OG0000098	n99											XP_019082747.1				CARHR052120								
N3.HOG0002236	OG0000098	n101											XP_019093411.1				CARHR052080								
N3.HOG0002237	OG0000098	n102			jg849, jg850	XP_020890037.1	AL2G15160	AT1G61300.1, AT1G61190.1, AT1G61180.2, AT1G61310.1					XP_019085205.1, XP_019085216.1, XP_010418101.1, XP_010418098.1, XP_019085298.1, XP_010418103.1, XP_010418074.1, XP_019085204.1	XP_006300767.2, XP_006300774.1, XP_023643841.1, XP_023644337.1		Cg007G253040, Cg007G249450	CARHR052090, CARHR052140, CARHR051470, CARHR052110								
N3.HOG0002238	OG0000098	n152															CARHR049360								
N3.HOG0002239	OG0000098	n153															CARHR220960								
N3.HOG0002240	OG0000098	n161												XP_006301979.2											
N3.HOG0002241	OG0000098	n164			jg29677	XP_020884692.1	nbis-gene-1028						XP_010476200.2				CARHR220990, CARHR220970								
N3.HOG0002242	OG0000098	n186			jg29672	XP_020869968.1	AL1G23600	AT1G12290.1					XP_019094334.1, XP_010458659.1	XP_023644396.1			CARHR012600			El002G095770					
N3.HOG0002243	OG0000098	n201			jg32280																				
N3.HOG0002244	OG0000098	n203						AT4G10780.1					XP_010476182.1				CARHR255820								
N3.HOG0002245	OG0000098	n217			jg29671	XP_020867361.1	AL1G23590	AT1G12280.1					XP_010476194.1, XP_010462666.1	XP_006306386.2			CARHR012590								
N3.HOG0002246	OG0000098	n235			jg11302	XP_020874215.1	AL7G41510										CARHR220850								
N3.HOG0002247	OG0000098	n238			jg29664	XP_020867542.1	AL1G23500	AT1G12220.1									CARHR012520								
N3.HOG0002248	OG0000098	n243				XP_002889921.2	AL1G23480	AT1G12210.1																	
N3.HOG0002249	OG0000098	n249			jg32282																				
N3.HOG0002250	OG0000098	n251			jg12025																				
N3.HOG0002251	OG0000098	n254											XP_010476199.2												
N3.HOG0002252	OG0000098	n262															CARHR013070								
N3.HOG0002253	OG0000099	n4													evm.model.RL_3.84	Cg007G246280, Cg007G246260									
N3.HOG0002254	OG0000099	n6													evm.model.RL_3.230, evm.model.RL_3.232	Cg007G246270									
N3.HOG0002255	OG0000099	n9						AT2G14540.1						XP_006299358.1											
N3.HOG0002256	OG0000099	n11			jg7296, jg454	XP_002874589.2	AL6G43420						XP_010419499.2, XP_010430517.1	XP_006301980.1											
N3.HOG0002257	OG0000099	n22			jg459, jg7310	XP_002886370.2	nbis-gene-368	AT1G64020.1									CARHR046920								
N3.HOG0002258	OG0000099	n32															CARHR046960, CARHR051260								
N3.HOG0002259	OG0000099	n35				XP_020891031.1											CARHR051500								
N3.HOG0002260	OG0000099	n39			jg27477	XP_020887787.1	AL3G46110										CARHR051070								
N3.HOG0002261	OG0000099	n42			jg719, jg720		AL2G13760	AT1G62170.2					XP_010473429.1, XP_010430254.1	XP_023637514.1, XP_006301668.1			CARHR046940								
N3.HOG0002262	OG0000099	n50			jg455, jg458, jg453, jg457		AL2G11060						XP_010431731.1	XP_023637360.1, XP_023637436.1, XP_006301961.2						El004G194870, El001G011990, El004G194960, El004G194830, El004G194970, El004G204720, El004G194880, El004G194860, El006G303000, El004G214950, El004G214930					
N3.HOG0002263	OG0000099	n87					AL2G11040																		
N3.HOG0002264	OG0000099	n135											XP_010418440.1, XP_010430514.1, XP_010473647.1	XP_006300517.1											
N3.HOG0002265	OG0000099	n152			jg456	XP_002872472.2, XP_002886369.2	AL6G43560, nbis-gene-367	AT1G64030.1					XP_010418441.1, XP_010430515.1, XP_010418444.1	XP_023643964.1						El004G194890, El004G195030, El004G194980					
N3.HOG0002266	OG0000099	n198			jg543	XP_020890360.1, XP_020890361.1, XP_020890692.1	AL2G11960						XP_019083691.1												
N3.HOG0002267	OG0000099	n229						AT1G62160.1							evm.model.RL_3.85		CARHR046950								
N3.HOG0002268	OG0000099	n239																		El004G194840					
N3.HOG0002269	OG0000099	n248			jg27475	XP_020886281.1, XP_020891030.1	AL3G46090										CARHR051080								
N3.HOG0002270	OG0000099	n253			jg7311												CARHR046970								
N3.HOG0002271	OG0000099	n256			jg460	XP_002886371.1	nbis-gene-369	AT1G64010.2									CARHR051510								
N3.HOG0002272	OG0000099	n261															CARHR046930								
N3.HOG0002273	OG0000099	n262			jg451	XP_020891397.1	AL2G11030						XP_019083687.1, XP_010430518.1												
N3.HOG0002274	OG0000100	n3						AT2G01050.1						XP_006295777.2		Cg006G202960, Cg007G265000									
N3.HOG0002275	OG0000100	n31											XP_010474089.1			Cg008G316000	CARHR102670, CARHR054110, CARHR100990			El003G172340, El006G312970					
N3.HOG0002276	OG0000100	n51																		El004G206690, El006G309850, El007G331570, El004G203680, El006G309780, El001G004640, El001G030520, El001G030510					
N3.HOG0002277	OG0000100	n63															CARHR181920								
N3.HOG0002278	OG0000100	n64															CARHR054690, CARHR054680								
N3.HOG0002279	OG0000100	n67											XP_010490183.1							El005G270250					
N3.HOG0002280	OG0000100	n68																		El002G138600, El003G164230					
N3.HOG0002281	OG0000100	n69												XP_006279197.2						El002G130910					
N3.HOG0002282	OG0000100	n107					AL8G34500						XP_010424626.1, XP_010463475.1	XP_006295894.2, XP_006286623.2, XP_023634298.1, XP_006305928.1			CARHR114800								
N3.HOG0002283	OG0000100	n115												XP_023638089.1		Cg004G147730, Cg002G069740									
N3.HOG0002284	OG0000100	n117											XP_019082557.1, XP_010474076.1	XP_023640327.1, XP_023634261.1			CARHR101000								
N3.HOG0002285	OG0000100	n128											XP_010425860.1, XP_010424323.1	XP_023636075.1, XP_006286839.2, XP_006285607.2											
N3.HOG0002286	OG0000100	n179											XP_010513494.2, XP_010467351.1, XP_010423120.1												
N3.HOG0002287	OG0000100	n188											XP_010481113.1, XP_010480590.1												
N3.HOG0002288	OG0000100	n225												XP_006282338.2											
N3.HOG0002289	OG0000100	n244					AL2G20140, AL8G14910, AL5G22850, nbis-gene-262							XP_023633443.1						El001G030500					
N3.HOG0002290	OG0000100	n255												XP_023636052.1											
N3.HOG0002291	OG0000100	n259												XP_006287598.2, XP_006301940.2											
N3.HOG0002292	OG0000101	n3												XP_023641940.1											
N3.HOG0002293	OG0000101	n7			jg1373																				
N3.HOG0002294	OG0000101	n10			jg1405											Cg007G253920									
N3.HOG0002295	OG0000101	n23													evm.model.RL_3.344		CARHR051270, CARHR051250, CARHR051280								
N3.HOG0002296	OG0000101	n27															CARHR149280, CARHR047170, CARHR047230								
N3.HOG0002297	OG0000101	n42			jg475			AT1G63880.1					XP_010473633.2												
N3.HOG0002298	OG0000101	n46			jg476			AT1G63870.1																	
N3.HOG0002299	OG0000101	n48															CARHR047300, CARHR047090, CARHR047120, CARHR047210, CARHR047270			El007G349760					
N3.HOG0002300	OG0000101	n59												XP_023643498.1			CARHR047080			El004G213140, El004G201520					
N3.HOG0002301	OG0000101	n62											XP_010418181.1	XP_023643246.1			CARHR047140								
N3.HOG0002302	OG0000101	n68													evm.model.RL_3.339		CARHR050870			El004G211480					
N3.HOG0002303	OG0000101	n70																		El007G346770					
N3.HOG0002304	OG0000101	n73											XP_010418223.1												
N3.HOG0002305	OG0000101	n81					AL2G11200						XP_010430284.1	XP_023642309.1			CARHR047100								
N3.HOG0002306	OG0000101	n91											XP_019082758.1, XP_010418389.1, XP_010430467.1		evm.model.RL_3.653	Cg007G246670	CARHR047710			El004G195800					
N3.HOG0002307	OG0000101	n98															CARHR047510, CARHR047730								
N3.HOG0002308	OG0000101	n100			jg2046	XP_020891501.1	AL2G23700	AT1G66090.1					XP_010474607.1	XP_023639256.1											
N3.HOG0002309	OG0000101	n106				XP_002886379.1	AL2G11260	AT1G63860.1					XP_019093426.1, XP_019083712.1, XP_010430500.1							El001G010940					
N3.HOG0002310	OG0000101	n116				XP_020890843.1	AL2G11240						XP_010418428.1, XP_019085239.1	XP_006301994.2						El007G356350					
N3.HOG0002311	OG0000101	n135						AT1G63750.3					XP_019083686.1	XP_023642986.1											
N3.HOG0002312	OG0000101	n137						AT5G58120.1					XP_010482143.1												
N3.HOG0002313	OG0000101	n144			jg492	XP_020891283.1	AL2G11380	AT1G63740.2					XP_010430481.1												
N3.HOG0002314	OG0000101	n159													evm.model.RL_3.113		CARHR047580, CARHR047440, CARHR261260, CARHR047450, CARHR047470, CARHR047430								
N3.HOG0002315	OG0000101	n168				XP_002887938.1	AL2G11390	AT1G63730.1						XP_023643545.1											
N3.HOG0002316	OG0000101	n176				XP_020891541.1	AL2G11220						XP_019085241.1												
N3.HOG0002317	OG0000101	n180			jg11338	XP_020875192.1		AT4G14370.2					XP_010440468.1, XP_010435135.1	XP_023635628.1											
N3.HOG0002318	OG0000101	n186					AL7G51590	AT5G38850.1					XP_010496571.1		evm.model.RL_2.338, evm.model.RL_3.742										
N3.HOG0002319	OG0000101	n194												XP_006301998.2											
N3.HOG0002320	OG0000101	n198													evm.model.RL_3.662										
N3.HOG0002321	OG0000101	n199			jg1396, jg1381, jg1380	XP_020867631.1, XP_020867629.1	AL1G66260, AL1G66350	AT1G56510.1, AT1G56520.2, AT1G56540.1					XP_010511292.1, XP_010480259.1	XP_006301550.2, XP_006301098.2, XP_023643319.1, XP_023643317.1, XP_023643315.1, XP_023644343.1	evm.model.RL_3.664										
N3.HOG0002322	OG0000101	n218			jg1001	XP_002886645.1	AL2G16740													El004G201590					
N3.HOG0002323	OG0000101	n227			jg777, jg27782	XP_020890033.1, XP_020866259.1, XP_002886080.1, XP_020868270.1	AL2G14410, AL1G66330, AL3G49580, AL1G65640	AT1G64070.1, AT2G16870.1					XP_019083692.1, XP_010473654.1, XP_010414947.1	XP_023643962.1, XP_023643838.1			CARHR047060								
N3.HOG0002324	OG0000101	n245															CARHR047180								
N3.HOG0002325	OG0000101	n250			jg472			AT5G35510.2									CARHR047460								
N3.HOG0002326	OG0000101	n258															CARHR047540								
N3.HOG0002327	OG0000101	n260															CARHR149290			El004G209060					
N3.HOG0002328	OG0000102	n6					AL7G22190						XP_019094567.1, XP_019095608.1		evm.model.RL_2.452										
N3.HOG0002329	OG0000102	n22											XP_019095558.1, XP_010490177.1												
N3.HOG0002330	OG0000102	n29					AL5G31380																		
N3.HOG0002331	OG0000102	n31					AL6G34160																		
N3.HOG0002332	OG0000102	n39											XP_019089097.1												
N3.HOG0002333	OG0000102	n56											XP_019085751.1, XP_019098383.1, XP_019087675.1												
N3.HOG0002334	OG0000102	n61											XP_019085614.1												
N3.HOG0002335	OG0000102	n67											XP_019100777.1, XP_019095028.1												
N3.HOG0002336	OG0000102	n71											XP_019082506.1, XP_019098255.1												
N3.HOG0002337	OG0000102	n86											XP_019100825.1												
N3.HOG0002338	OG0000102	n89											XP_019089224.1												
N3.HOG0002339	OG0000102	n91											XP_019097369.1, XP_019101826.1, XP_019098391.1, XP_019098377.1, XP_019087595.1, XP_019097514.1, XP_019086584.1												
N3.HOG0002340	OG0000102	n101														Cg001G033570									
N3.HOG0002341	OG0000102	n107					AL1G44840																		
N3.HOG0002342	OG0000102	n115											XP_019084244.1												
N3.HOG0002343	OG0000102	n119											XP_019082636.1, XP_019101863.1, XP_019085306.1												
N3.HOG0002344	OG0000102	n133											XP_019088989.1												
N3.HOG0002345	OG0000102	n134											XP_019091190.1, XP_019101846.1, XP_019096222.1, XP_019088608.1, XP_019086020.1												
N3.HOG0002346	OG0000102	n138											XP_019082667.1, XP_019095570.1, XP_019084254.1, XP_019096502.1, XP_019085503.1, XP_019089052.1, XP_019096554.1, XP_019086237.1, XP_019087327.1, XP_019087326.1, XP_019095484.1, XP_019095597.1, XP_019085320.1, XP_019086378.1, XP_019093329.1, XP_019096445.1, XP_019090996.1, XP_019090121.1, XP_019101850.1, XP_019086200.1												
N3.HOG0002347	OG0000102	n163			jg32522		AL7G44340																		
N3.HOG0002348	OG0000102	n180											XP_019096651.1, XP_019086271.1												
N3.HOG0002349	OG0000102	n183											XP_019085633.1, XP_019096396.1												
N3.HOG0002350	OG0000102	n185											XP_019091125.1, XP_019095609.1												
N3.HOG0002351	OG0000102	n189																		El007G357340					
N3.HOG0002352	OG0000102	n202					AL6G44310						XP_010507647.1												
N3.HOG0002353	OG0000102	n210					AL236U10030																		
N3.HOG0002354	OG0000102	n212					AL3G53440																		
N3.HOG0002355	OG0000102	n228											XP_010507459.1												
N3.HOG0002356	OG0000102	n231											XP_010501984.1, XP_010474225.1												
N3.HOG0002357	OG0000102	n237											XP_010445567.1												
N3.HOG0002358	OG0000102	n252											XP_019087286.1												
N3.HOG0002359	OG0000102	n255					AL60U10040																		
N3.HOG0002360	OG0000102	n256					AL6G43960																		
N3.HOG0002361	OG0000102	n259											XP_010445945.1												
N3.HOG0002362	OG0000104	n2			jg29111	XP_020870885.1	AL1G17740	AT1G07560.1					XP_010487696.1, XP_010475520.1	XP_023645280.1		Cg006G238510	CARHR007350, CARHR165420			El002G090170					
N3.HOG0002363	OG0000104	n36			jg17890, jg17887, jg17891																				
N3.HOG0002364	OG0000104	n40			jg17877, jg17884, jg17896	XP_020883008.1	AL4G23510	AT2G28960.2					XP_019083429.1, XP_010470016.1, XP_010510556.1, XP_019101460.1, XP_010470014.1, XP_019082807.1	XP_023639964.1	evm.model.RL_6.1001	Cg005G178080	CARHR122140								
N3.HOG0002365	OG0000104	n60				XP_020885247.1										Cg005G178040	CARHR122190								
N3.HOG0002366	OG0000104	n64												XP_006296547.2											
N3.HOG0002367	OG0000104	n67											XP_010513261.2			Cg005G177940, Cg005G177960									
N3.HOG0002368	OG0000104	n69						AT2G29000.1							evm.model.RL_6.1005	Cg005G177980, Cg005G177930	CARHR122230								
N3.HOG0002369	OG0000104	n75			jg17897		AL4G23570						XP_010414453.2, XP_010473989.1, XP_010510549.1	XP_006296171.1	evm.model.RL_6.1006	Cg005G177920	CARHR122240			El006G304210					
N3.HOG0002370	OG0000104	n92			jg33004	XP_020866497.1	AL1G55940	AT1G49100.1					XP_010500450.1, XP_010481036.2	XP_023645616.1	evm.model.RL_5.2109	Cg006G200560	CARHR039100								
N3.HOG0002371	OG0000104	n115			jg26323	XP_020886058.1		AT3G21340.1					XP_010466372.1, XP_019096759.1, XP_010420548.1	XP_006299926.1	evm.model.RL_1.2055	Cg004G138340	CARHR097260								
N3.HOG0002372	OG0000104	n134				XP_020886046.1	AL3G41990	AT2G04300.2						XP_023643521.1			CARHR102140								
N3.HOG0002373	OG0000104	n147			jg33349			AT1G51810.1									CARHR258870								
N3.HOG0002374	OG0000104	n150			jg33354										evm.model.RL_8.1054										
N3.HOG0002375	OG0000104	n153				XP_020870268.1							XP_010500770.1				CARHR041960								
N3.HOG0002376	OG0000104	n160														Cg006G197920	CARHR041970								
N3.HOG0002377	OG0000104	n164													evm.model.RL_5.1892_evm.model.RL_5.1893	Cg006G197960, Cg006G197910	CARHR041980								
N3.HOG0002378	OG0000104	n170			jg33355, jg33352	XP_020870269.1, XP_020870260.1, XP_020870264.1	AL1G59870	AT1G51830.2, AT1G51850.2, AT1G51820.1					XP_010500773.1, XP_010479688.1, XP_010500775.1, XP_010462025.1, XP_010500772.2, XP_010462024.1, XP_010479689.1	XP_006306741.1, XP_023645225.1		Cg006G197970				El002G136420					
N3.HOG0002379	OG0000104	n189			jg33347	XP_020870262.1	AL1G59850	AT1G51805.1							evm.model.RL_1.2425					El002G136360					
N3.HOG0002380	OG0000104	n223			jg17893										evm.model.RL_6.1000										
N3.HOG0002381	OG0000104	n226			jg17886, jg17879	XP_020882903.1							XP_019093575.1, XP_019093246.1, XP_010470012.1												
N3.HOG0002382	OG0000104	n240														Cg005G178050	CARHR122150, CARHR122160								
N3.HOG0002383	OG0000104	n246					nbis-gene-14																		
N3.HOG0002384	OG0000104	n247			jg17885, jg17878		AL4G23520						XP_010510552.1, XP_010414455.1	XP_023640019.1, XP_006293405.1		Cg005G178070									
N3.HOG0002385	OG0000104	n256											XP_010510551.2			Cg005G177950, Cg005G177970									
N3.HOG0002386	OG0000105	n6			jg2302, jg18124																				
N3.HOG0002387	OG0000105	n11			jg11589																				
N3.HOG0002388	OG0000105	n16			jg7189, jg11867, jg6721, jg13803, jg26770																				
N3.HOG0002389	OG0000105	n22			jg7236, jg13734																				
N3.HOG0002390	OG0000105	n34			jg13878, jg7238, jg21182, jg27677, jg21181, jg1858, jg11932																				
N3.HOG0002391	OG0000105	n42			jg7619																				
N3.HOG0002392	OG0000105	n59			jg27619, jg7054, jg7052																				
N3.HOG0002393	OG0000105	n113			jg11451, jg27712, jg11787																				
N3.HOG0002394	OG0000105	n117			jg17571															El027G373450					
N3.HOG0002395	OG0000105	n146				XP_020866184.1	AL1G53250, AL1G56270								evm.model.RL_6.453	Cg003G084510									
N3.HOG0002396	OG0000105	n160					AL3G45200																		
N3.HOG0002397	OG0000106	n7						AT3G49980.2					XP_010507362.2, XP_010412683.1, XP_010431195.1	XP_023638935.1											
