Orthogroup	Brassica_rapa	Noccaea_praecox
OG0003902	XP_009104389.1	Np002G1174700
OG0003903	XP_009113337.1	Np002G1128900
OG0003905	XP_033136857.1, XP_009128986.1, XP_009101398.1	Np001G0321300
OG0003906	XP_009117458.1	Np006G3713300
OG0003907	XP_009150240.1, XP_009149934.1	Np001G0468700
OG0003907	XP_009120394.1	Np003G1539000
OG0003908	XP_033143702.1, XP_009143836.1, XP_009109312.1	Np005G2682100
OG0003909	XP_009107945.1	Np005G2655100
OG0003910	XP_033132475.1, XP_009138288.2	Np005G2646300
OG0003911	XP_009108946.1, XP_009127223.1	Np005G2723300
OG0003912	XP_018509116.2	Np004G2305700
OG0003913	XP_009109123.1	Np005G2771500
OG0003917	XP_009134138.2	Np003G1764100
OG0003917	XP_033135797.1	Np004G2043200
OG0003920	XP_033146396.1	Np006G3687800
OG0003921	XP_033138898.1	Np002G1025600
OG0003922	XP_009111795.1, XP_018511869.1, XP_009151770.1	Np001G0187100
OG0003923	XP_009136723.1	Np005G3018600
OG0003924	XP_033145455.1, XP_033135538.1, XP_009106516.2, XP_033135514.1, XP_033136515.1, XP_033141189.1	Np006G3273100, Np005G3113100, Np006G3473700, Np003G1726200, Np006G3273500
OG0003927	XP_033137416.1, XP_009121460.2, XP_033133010.1, XP_033139990.1, XP_033141881.1, XP_033141885.1	Np003G1438500
OG0003928	XP_033143040.1	Np003G1453700
OG0003929	XP_009113501.1	Np003G1759200
OG0003941	XP_009131455.1, XP_009121597.1	Np003G1421200
OG0003942	XP_009121681.2, XP_009125967.1, XP_009131395.2	Np003G1411400
OG0003943	XP_009125940.1, XP_009131357.1	Np003G1405800
OG0003944	XP_009125872.1, XP_033137459.1, XP_009121823.1	Np003G1396100
OG0003945	XP_033134881.1, XP_033140491.1, XP_033129744.1	Np001G0136600
OG0003946	XP_009105522.1, XP_009104988.1	Np002G0865300, Np002G0865200
OG0003948	XP_033141611.1, XP_009121971.1	Np001G0130000, Np003G1378500
OG0003949	XP_009129865.1	Np001G0149700
OG0003950	XP_009131050.1, XP_009122437.1	Np003G1344500
OG0003951	XP_009136387.1	Np001G0101800
OG0003952	XP_018511115.1, XP_009131040.1, XP_009125719.1	Np003G1343400
OG0003953	XP_009125695.1	Np003G1336400
OG0003953	XP_018512957.1	Np001G0091000
OG0003954	XP_009137478.2, XP_009138596.2	Np005G2815700
OG0003955	XP_009109238.1, XP_009137468.1, XP_009138422.1	Np005G2818700
OG0003956	XP_009133892.1	Np006G3579200
OG0003957	XP_009103610.1, XP_033145831.1, XP_033138864.1, XP_009140811.2, XP_033143930.1	Np006G3579900
OG0003958	XP_009144330.1, XP_009141040.2, XP_009133152.2	Np006G3443300, Np006G3446500
OG0003959	XP_009132928.1, XP_033147665.1, XP_009141312.1	Np009G4317700, Np006G3455700
OG0003960	XP_009119323.2, XP_009111119.1, XP_009118658.1	Np004G2560400
OG0003961	XP_009138898.1, XP_009137499.1, XP_009109224.1	Np005G2811700
OG0003962	XP_009115230.1	Np004G2126700
OG0003964	XP_033146503.1	Np001G0592500
OG0003965	XP_033142115.1, XP_033134578.1, XP_033139731.1	Np002G1067900
OG0003966	XP_009150646.1	Np001G0056100, Np001G0029000
OG0003967	XP_009150482.1, XP_009130440.1	Np001G0049200
OG0003968	XP_009150422.2, XP_009130269.1	Np001G0054800, Np001G0055200, Np001G0054900
OG0003970	XP_009137072.2, XP_033135278.1, XP_009130169.2	Np001G0089800
OG0003972	XP_033142368.1, XP_033138973.1, XP_033138971.1, XP_033142370.1, XP_018510408.1	Np001G0095000
OG0003973	XP_009136426.1, XP_009130143.1	Np003G1261000
OG0003974	XP_009141573.1, XP_033129555.1	Np001G0106700
OG0003975	XP_009149787.1	Np001G0109000
OG0003975	XP_009151585.1	Np001G0495500
OG0003976	XP_009129949.1	Np001G0133200
OG0003977	XP_009151112.2, XP_009151111.2	Np001G0135300
OG0003978	XP_009117655.1, XP_009148497.2, XP_009110706.1	Np004G2465700
OG0003979	XP_009126617.1, XP_009120564.1	Np003G1519500, Np001G0450400
OG0003980	XP_009120545.2, XP_033138138.1, XP_009131931.1	Np003G1520100
OG0003982	XP_009120403.1, XP_009132020.2, XP_009126724.1	Np003G1537600
OG0003983	XP_009126735.2, XP_009120391.1	Np003G1540200
OG0003984	XP_018512814.1, XP_009132038.2, XP_009120370.1	Np003G1543500
OG0003985	XP_009120268.1, XP_009126834.2	Np003G1558600
OG0003986	XP_009126956.1, XP_009132326.1, XP_009120140.1	Np003G1581900
OG0003987	XP_033132515.1, XP_009150165.2	Np003G1750600, Np001G0498400
OG0003988	XP_009132442.1, XP_009127097.2, XP_009119965.1	Np003G1625500
OG0003989	XP_009122389.1, XP_009125671.2, XP_009130975.2	Np003G1327200
OG0003990	XP_009132660.1, XP_009127182.1	Np003G1642800
OG0003991	XP_009125594.1, XP_009122135.1	Np003G1301400
OG0003992	XP_009130857.1, XP_033137509.1, XP_009125585.1	Np003G1297600
OG0003993	XP_009122581.2	Np003G1292200
OG0003993	XP_009122764.2, XP_009135116.1	Np007G4116700
OG0003994	XP_009130754.1, XP_009125500.1	Np003G1276100
OG0003995	XP_009122787.2, XP_009130693.1, XP_009125443.1	Np003G1265200
OG0003996	XP_009125442.2	Np003G1265000
OG0003997	XP_009140067.1, XP_009125174.1	Np005G3188200
OG0003998	XP_009106745.1, XP_009122946.1, XP_009146847.2	Np007G4119400
OG0004000	XP_009106307.2, XP_009106305.1, XP_009128178.2	Np002G0764400
OG0004001	XP_009103335.2	Np004G2349000
OG0004001	XP_033131972.1	Np002G0765600
OG0004002	XP_009138902.2, XP_009128143.2	Np002G0771700
OG0004003	XP_009113912.1, XP_009101710.1	Np001G0397400
OG0004004	XP_009106807.1	Np004G1902700
OG0004005	XP_033147009.1	Np004G1903500
OG0004006	XP_009144733.1, XP_009144734.2, XP_018509449.1	Np004G1906100
OG0004007	XP_033147030.1, XP_009106878.1	Np004G1911300
OG0004008	XP_009106893.1	Np004G1913600
OG0004009	XP_009123048.1, XP_009107481.1, XP_009145052.1	Np004G2029100
OG0004011	XP_033147339.1, XP_033147328.1, XP_033147324.1, XP_033147332.1, XP_033147334.1, XP_033147330.1, XP_033147336.1	Np006G3392300
OG0004012	XP_009119843.2	Np003G1646300, Np006G3434500
OG0004013	XP_009107770.1, XP_009124104.1	Np005G3053800
OG0004014	XP_009107797.2, XP_009148376.1	Np005G3044500
OG0004015	XP_033144775.1, XP_009107853.1	Np005G3022700
OG0004016	XP_009106008.1, XP_009104810.2	Np002G0811000
OG0004017	XP_009106089.1	Np002G0794200, Np002G0794500
OG0004020	XP_009111558.1	Np001G0211500
OG0004021	XP_009137207.2, XP_009135083.2	Np005G2867200
OG0004022	XP_033128232.1, XP_009128807.1	Np001G0371300
OG0004023	XP_009145740.1, XP_009111528.2	Np007G3975500
OG0004024	XP_009145739.1	Np007G3975600
OG0004025	XP_009143719.1	Np006G3410600
OG0004026	XP_009143702.1	Np006G3409200
OG0004027	XP_033128264.1	Np001G0353300
OG0004028	XP_033132699.1, XP_009117789.2, XP_009149034.1	Np004G2403300
OG0004029	XP_009137261.1	Np005G2850900
OG0004030	XP_033147374.1, XP_009147871.1	Np004G1976300
OG0004031	XP_033136289.1	Np003G1795400
OG0004032	XP_033133959.1, XP_009133415.1, XP_009137033.2	Np005G2887300
OG0004033	XP_009108465.1, XP_009133614.1	Np005G2884800
OG0004034	XP_009108488.1, XP_009135024.1	Np001G0471800, Np005G2867900
OG0004035	XP_009137214.1, XP_009137215.1, XP_009135219.1	Np005G2865000, Np005G2864700, Np005G2865600, Np005G2865800, Np005G2865900
OG0004036	XP_009145933.2	Np007G3937500
OG0004037	XP_009136766.1, XP_009145991.2, XP_009124526.1	Np005G3000500
OG0004038	XP_009123030.1, XP_009145604.1	Np005G2988800
OG0004040	XP_009112309.1	Np001G0007900
OG0004041	XP_009138717.1, XP_009116938.2, XP_009104394.2	Np001G0691600
OG0004042	XP_009142624.1	Np006G3226200
OG0004043	XP_009117031.1	Np006G3630800
OG0004044	XP_009116808.1, XP_009138771.1	Np001G0672800
OG0004046	XP_009116623.1	Np001G0648100
OG0004047	XP_018513743.1, XP_009116442.1, XP_009104054.1	Np001G0620000
OG0004048	XP_009107132.2, XP_033128762.1	Np001G0279000
OG0004049	XP_009141981.1	Np006G3304100
OG0004049	XP_009116413.1	Np001G0615800
OG0004050	XP_009116365.1, XP_018508337.2, XP_009104013.2	Np001G0608400
OG0004051	XP_009116107.2, XP_033130944.1	Np001G0572800
OG0004052	XP_009143500.1	Np006G3373400
OG0004054	XP_009102459.1, XP_009136091.1	Np007G3875400
OG0004055	XP_009127714.1	Np004G1907300
OG0004056	XP_009104878.1	Np002G0830600
OG0004057	XP_009114670.2	Np002G0853300, Np002G0849100
OG0004058	XP_009142694.1, XP_033144145.1, XP_009141908.1	Np006G3315600
OG0004060	XP_033136708.1, XP_009140554.1	Np006G3657100
OG0004061	XP_033143794.1, XP_009109245.1, XP_009138238.2	Np005G2820400
OG0004062	XP_033148233.1, XP_009107316.2	Np004G1985000
OG0004063	XP_009145164.1, XP_009107940.2, XP_009114778.1	Np004G2083200
OG0004064	XP_009128725.1, XP_009113595.1	Np003G1779200
OG0004065	XP_009108206.1, NP_001288978.1, XP_009137500.1	Np003G1798100
OG0004066	XP_009131729.1, XP_033138635.1	Np003G1472900, Np007G4177300
OG0004068	XP_009151223.2	Np001G0153800
OG0004069	XP_018513632.1, XP_009142539.1, XP_009118779.2	Np006G3214000
OG0004070	XP_009142638.1, XP_009133783.1	Np006G3228300
OG0004071	XP_009119413.1, XP_009123235.1	Np007G3782600
OG0004072	XP_009143048.1	Np006G3255100
OG0004073	XP_009142214.1, XP_009142955.1, XP_009133623.1, XP_009142216.1	Np006G3266400
OG0004074	XP_009117727.1	Np004G2391100, Np006G3287500
OG0004076	XP_009134719.1, XP_009119042.1, XP_009130331.1	Np007G4226100
OG0004077	XP_033128467.1	Np007G4221600
OG0004078	XP_009130405.1, XP_009102094.1, XP_033144329.1	Np007G4212900
OG0004079	XP_009111904.1	Np001G0158800
OG0004080	XP_009134784.1	Np007G4202000
OG0004081	XP_009111940.1	Np001G0152400
OG0004082	XP_009124065.1, XP_009134807.1, NP_001288921.1	Np007G4194300
OG0004083	XP_009134815.1, XP_009124071.2	Np007G4192000
OG0004084	XP_009124952.1, XP_009129616.2, XP_009134859.1	Np007G4178800
OG0004085	XP_009129637.1	Np007G4176300
OG0004086	XP_033147232.1, XP_033142940.1, XP_033146913.1	Np007G4157700, Np007G4157800
OG0004087	XP_009135260.1, XP_009146572.1, XP_009124685.2	Np007G4084300
OG0004088	XP_009124755.1, XP_009135306.1, XP_009146490.1	Np007G4075200
OG0004090	XP_033142710.1, XP_033148682.1	Np007G4042600
OG0004091	XP_009146180.1, XP_009135467.1, XP_033143303.1	Np007G3902600
OG0004092	XP_009135522.1, XP_009114389.1, XP_009146034.1	Np007G3920500
OG0004093	XP_009145949.1, XP_009135562.1	Np007G3935300
OG0004094	XP_009111544.1, XP_009135650.2, XP_009145756.1	Np007G3975000
OG0004095	XP_009151703.1	Np001G0168400
OG0004096	XP_009129293.1, XP_033128843.1, XP_018510361.1, XP_009151772.2	Np001G0187800
OG0004097	XP_009131120.1	Np003G1359300
OG0004097	XP_033145993.1	Np005G3158300
OG0004098	XP_009106630.1	Np007G3849500
OG0004099	XP_009110472.1, XP_033130950.1	Np007G3846300
OG0004100	XP_009108603.1, XP_009145255.1	Np007G3837600
OG0004101	XP_009145258.1, XP_009108614.1, XP_009135830.1	Np007G3837200
OG0004102	XP_033147477.1, XP_033132809.1	Np007G3816500
OG0004103	XP_033134457.1	Np005G2744400
OG0004104	XP_009151293.1	Np001G0162500
OG0004105	XP_009111907.1, XP_009151272.1	Np001G0158900
OG0004106	XP_018512212.1	Np003G1895600
OG0004107	XP_033134097.1	Np004G2587900
OG0004108	XP_009119334.1	Np004G2562600
OG0004109	XP_033134258.1, XP_018509183.1	Np004G2534000
OG0004110	XP_009147075.2, XP_009118418.2, XP_033135881.1	Np004G2518100, Np004G2515800
OG0004111	XP_009148156.1	Np004G2502400
OG0004112	XP_009134328.1	Np003G1841900, Np003G1843100
OG0004112	XP_009101379.1, XP_033146847.1	Np001G0328200
OG0004113	XP_009123830.1, XP_009148441.1	Np004G2475500
OG0004114	XP_009113033.2	Np002G1212300
OG0004115	XP_033133749.1, XP_033136913.1, XP_033130091.1	Np004G2417200
OG0004116	XP_033133194.1, XP_009149240.1	Np004G2381200, Np004G2381000
OG0004117	XP_018509553.1, XP_009149258.2, XP_009117628.1	Np004G2378500
OG0004118	XP_009104873.1	Np002G0828700
OG0004119	XP_009118912.1	Np003G1748500
OG0004120	XP_009104913.1, XP_033141764.1, XP_009105814.1	Np002G0836600
OG0004121	XP_009127783.2, XP_033130556.1, XP_018509115.2	Np002G0855700
OG0004122	XP_009113020.1	Np002G1215300
OG0004123	XP_009101360.1	Np001G0281500
OG0004124	XP_009109186.1, XP_009139896.1	Np005G2797400
OG0004125	XP_009121646.1	Np003G1849300
OG0004128	XP_009114515.1	Np003G1841400
OG0004129	XP_033128649.1, XP_009101781.1	Np005G2614900, Np004G1997800
OG0004130	XP_009138495.1, XP_009142941.1	Np005G2694200
OG0004131	XP_009109317.2, XP_009138415.1, XP_009145598.1	Np005G2679400
OG0004132	XP_009148977.1, XP_009138389.1, XP_009109261.1	Np005G2674700
OG0004133	XP_009119433.1	Np005G2639900
OG0004134	XP_009102573.1	Np007G3856100
OG0004135	XP_009135875.1, XP_009106193.1, XP_009102547.1	Np007G3859900
OG0004136	XP_009111473.2, XP_009134542.1, XP_009138535.1	Np003G1891800, Np005G2627700
OG0004137	XP_009127211.2, XP_009119817.1, XP_009132514.1	Np005G2769700, Np003G1650700
OG0004142	XP_018515108.2, XP_009118772.1, XP_009118773.1, XP_018515029.1	Np007G4122800
OG0004146	XP_033145177.1	Np006G3600300
OG0004146	XP_009110935.1	Np004G2519200
OG0004147	XP_033148748.1	Np003G1800400
OG0004148	XP_018515046.1, XP_009107131.1	Np001G0279200
OG0004149	XP_009114838.1, XP_009151912.1	Np001G0203000, Np001G0182100
OG0004150	XP_009138815.2, XP_009138812.1, XP_009116756.2, XP_033135728.1, XP_033131886.1, XP_033135727.1	Np001G0666200, Np001G0666100
OG0004152	XP_009139257.2, XP_009123768.1, XP_009134104.2	Np003G1758500
OG0004153	XP_009143299.1, XP_009109144.1, XP_009137651.1	Np005G2781800
OG0004154	XP_033142430.1, XP_033141994.1, XP_033141995.1	Np003G1512900, Np003G1512200
OG0004155	XP_009115714.1	Np001G0061600
OG0004156	XP_033134851.1, XP_018513003.2	Np006G3381900
OG0004156	XP_033146905.1	Np007G4176000, Np007G4175600
OG0004157	XP_009133002.1, XP_018514312.2, XP_009141398.1	Np006G3415600
OG0004165	XP_009127778.1, XP_009137927.1	Np005G2732200
OG0004166	XP_009137930.1, XP_009108982.1, XP_009127746.1	Np005G2731700
OG0004167	XP_009137942.1, XP_009108980.1	Np005G2731200
OG0004168	XP_009150380.1	Np001G0063700
OG0004169	XP_009107504.1, XP_009131593.1, XP_009131592.1, XP_033141730.1	Np003G1446700
OG0004170	XP_009126144.2, XP_009131565.1, XP_009121434.1	Np003G1440300
OG0004171	XP_009132248.1	Np003G1438300
OG0004171	XP_009122865.1	Np003G1438400
OG0004173	XP_009126083.1	Np003G1430200
OG0004174	XP_009126035.1, XP_009121603.1, XP_009131445.1	Np003G1420500
OG0004175	XP_009121613.1, XP_009131435.1	Np003G1419800
OG0004177	XP_018508362.1, XP_009109809.2, XP_033132538.1	Np004G2300800, Np004G2301100
OG0004178	XP_009131380.1, XP_009125961.1, XP_009121706.1	Np007G4254300, Np003G1409100
OG0004180	XP_009131191.1, XP_009121999.1, XP_033140351.1	Np003G1375900
OG0004181	XP_009151796.1, XP_033140766.1, XP_033137189.1	Np001G0191400
OG0004182	XP_033134699.1	Np001G0123200
OG0004183	XP_009125757.1	Np003G1354800
OG0004184	XP_009125733.1, XP_009122446.2	Np003G1348000
OG0004184	XP_009125603.1	Np003G1347900
OG0004185	XP_009131062.1, XP_009125728.1	Np003G1346700
OG0004187	XP_009140747.1	Np006G3620100
OG0004188	XP_009140754.1, XP_009103569.2	Np006G3615600
OG0004189	XP_033143928.1, XP_009140785.1, XP_033130941.1	Np006G3610700
OG0004190	XP_009133896.1	Np006G3579800
OG0004190	XP_009103608.1	Np006G3607000
OG0004191	XP_009103840.2, XP_009133876.1	Np006G3593700
OG0004192	XP_009144308.2	Np006G3530400, Np006G3477900
OG0004193	XP_033147568.1, XP_009141063.2, XP_033144263.1	Np006G3531000
OG0004194	XP_018513661.1, XP_033143856.1, XP_033143857.1	Np006G3533900, Np006G3473500
OG0004195	XP_033145506.1, XP_033144446.1, XP_009132775.1, XP_009144241.1	Np006G3548200, Np006G3481000
OG0004197	XP_009141196.1	Np006G3556800
OG0004198	XP_009141212.1	Np006G3561800
OG0004199	XP_009118943.1	Np004G2003000
OG0004200	XP_009107439.1	Np004G2013200
OG0004201	XP_009145034.1, XP_009124592.1, XP_009123450.1	Np004G2010200
OG0004202	XP_009102925.2, XP_009113689.1, XP_009109744.2	Np004G2110900
OG0004203	XP_009115274.2, XP_009109686.1, XP_009102877.1	Np004G2119400
OG0004204	XP_009102834.1	Np004G2128200
OG0004205	XP_009132989.1, XP_009141381.1	Np006G3421200
OG0004206	XP_033133356.1	Np004G2135600
OG0004207	XP_033137247.1, XP_009109582.1, XP_009102694.2	Np004G2138700
OG0004208	XP_009107765.1, XP_009144765.2, XP_009115125.1	Np004G2140600
OG0004209	XP_009115035.1, XP_009115032.1	Np004G2147000
OG0004210	XP_018509534.2	Np004G2179100
OG0004211	XP_009129107.1, XP_033136424.1, XP_009152228.1	Np001G0250400
OG0004212	XP_033136097.1, XP_009103815.1	Np001G0015600
OG0004214	XP_009115828.1, XP_033131880.1, XP_033131767.1	Np001G0016300
OG0004215	XP_009150681.1	Np001G0024300
OG0004217	XP_009112085.2, XP_009150406.1	Np001G0058100
OG0004218	XP_009112036.1	Np001G0068700
OG0004219	XP_033132403.1	Np004G1943600
OG0004220	XP_009136461.1, XP_009111985.1	Np001G0093400
OG0004221	XP_009111962.2, XP_009130292.2, XP_009130137.1, XP_009136410.1	Np001G0098800
OG0004222	XP_033133301.1, XP_033144780.1	Np005G2992300
OG0004223	XP_009101786.2	Np001G0413400
OG0004225	XP_009151018.1	Np001G0122300
OG0004226	XP_033143031.1, XP_009120856.2, XP_018512316.2	Np003G1479000
OG0004227	XP_009126465.1, XP_009120783.2, XP_009131809.2	Np003G1489800
OG0004228	XP_009131868.1, XP_009126530.1	Np003G1502900
OG0004229	XP_009132008.1, XP_009126710.1, XP_009120433.1	Np003G1533100
OG0004230	XP_009132017.1, XP_009126721.1	Np003G1537200
OG0004231	XP_033138151.1	Np003G1556900
OG0004232	XP_009120188.1	Np003G1571500
OG0004233	XP_033143960.1, XP_009136528.2	Np005G2845700
OG0004234	XP_009132353.1, XP_009120099.1	Np003G1587600
OG0004235	XP_009149717.1, XP_009103920.2, XP_033128089.1	Np001G0506700, Np004G2033500
OG0004236	XP_009132425.2, XP_009120006.1, XP_009127069.2	Np003G1634400
OG0004237	XP_009134437.1, XP_009144576.1, XP_009111293.1	Np003G1867600
OG0004238	XP_009141234.1, XP_009111261.2	Np003G1862000
OG0004239	XP_009122242.1	Np003G1317600
OG0004240	XP_009146849.1	Np007G4119700
OG0004240	XP_033145944.1	Np003G1287400
OG0004241	XP_033145036.1, XP_033137418.1	Np003G1286000
OG0004242	XP_009130735.1, XP_009122745.1, XP_009125467.2, XP_033139792.1	Np003G1270900, Np003G1271000
OG0004244	XP_009125157.2, XP_009140037.1	Np005G3182300
OG0004245	XP_009125180.1	Np005G3190400, Np005G2975200
OG0004246	XP_033141000.1, XP_009106720.1, XP_033131641.1	Np002G0712600
OG0004248	XP_009106595.1, XP_033140053.1	Np002G0729700
OG0004249	XP_009104608.2, XP_033140044.1, XP_033130896.1	Np002G0745600
OG0004250	XP_009135096.1	Np007G4156800
OG0004251	XP_009147460.1, XP_033147032.1, XP_009106813.1	Np004G1904800
OG0004252	XP_033136917.1	Np004G2093000
OG0004253	XP_009147618.1, XP_009106991.1, XP_009144785.1	Np004G1933300
OG0004254	XP_009139623.1, XP_009107732.1	Np005G3091100
OG0004255	XP_009133678.2, XP_009143051.1	Np006G3254500
OG0004256	XP_009127958.2, XP_033131153.1, XP_033130930.1	Np002G0817300
OG0004257	XP_009115477.1	Np004G2291200
OG0004260	XP_009127336.1, XP_009132691.2, XP_009140889.1	Np003G1718400
OG0004261	XP_009111583.1, XP_009129396.1	Np001G0204700
OG0004262	XP_009152088.1	Np001G0230300
OG0004263	XP_009115416.1, XP_009110046.1	Np004G2270100
OG0004264	XP_009105487.1, XP_009127731.1	Np002G0870600
OG0004265	XP_009128852.1	Np001G0358200
OG0004265	XP_009114368.2	Np001G0357900
OG0004266	XP_009101553.1	Np001G0364400
OG0004267	XP_009128802.1	Np001G0371700
OG0004268	XP_009128775.1	Np001G0379600
OG0004269	XP_009117003.1	Np006G3623900, Np006G3623800
OG0004270	XP_009127867.2, XP_009105810.1	Np002G0837000
OG0004271	XP_009144906.1, XP_033128705.1, XP_009107203.1	Np004G1957200
OG0004272	XP_009144875.1	Np004G1951800
OG0004273	XP_033146889.1, XP_033129269.1	Np004G1945300
OG0004274	XP_009108370.2, XP_009131983.1, XP_009136941.2	Np005G2914100
OG0004275	XP_009131909.1, XP_033133278.1, XP_033144286.1	Np005G2914900
OG0004277	XP_009136841.1, XP_033131193.1	Np005G2949100
OG0004278	XP_009115788.2, XP_009136586.2	Np001G0528400, Np007G4098200
OG0004279	XP_009109298.1, XP_009137314.1, XP_009137381.1	Np005G2833500
OG0004280	XP_009137005.1, XP_009137337.1	Np005G2835200
OG0004281	XP_009107323.2, XP_009132593.1, XP_009127284.1	Np003G1680900
OG0004282	XP_009137669.1	Np005G2828500
OG0004282	XP_009137681.1	Np005G2828700
OG0004283	XP_009133008.1, XP_009143720.1	Np006G3411200, Np006G3410900
OG0004284	XP_033143945.1, XP_009136071.2, XP_009108580.3	Np005G2849100
OG0004285	XP_009133404.1, XP_009137031.1	Np006G3347700, Np005G2887500
OG0004286	XP_009134073.1, XP_009108482.1, XP_009137155.2	Np005G2871100
OG0004287	XP_009134394.1, XP_009108510.1, XP_009137165.1	Np005G2874800
OG0004288	XP_009145315.1	Np005G2977800
OG0004289	XP_009134589.1	Np007G4251000
OG0004290	XP_009151122.1	Np001G0136900
OG0004291	XP_009116970.2, XP_009104407.1, XP_009138680.2	Np001G0694200
OG0004292	XP_009116818.1, XP_009104312.1	Np001G0674000
OG0004293	XP_009116776.1, XP_009104291.1	Np001G0669000
OG0004294	XP_009116628.1	Np004G1916600
OG0004295	XP_009116537.2, XP_009138947.2, XP_009104153.1	Np001G0635100
OG0004296	XP_009138968.1, XP_009104128.1	Np001G0631200, Np001G0630900
OG0004297	XP_009116508.1	Np001G0630200
OG0004298	XP_009139023.2, XP_009104072.1, XP_009116471.2, XP_033147100.1	Np001G0624500
OG0004299	XP_009104024.1, XP_009116391.1, XP_018513915.1	Np001G0613800
OG0004300	XP_009104012.1, XP_009116364.1, XP_009139089.1	Np001G0597300, Np001G0608300
OG0004302	XP_009116199.1, XP_009103948.1	Np001G0585200
OG0004303	XP_009119884.2, XP_009132480.1, XP_009127171.1	Np003G1639100
OG0004304	XP_009102521.1, XP_009106000.1, XP_009135886.1	Np007G3867500
OG0004305	XP_033131402.1, XP_009112462.1, XP_009150756.2	Np005G3180400, Np007G3751700
OG0004306	XP_009150749.1, XP_009102266.2, XP_009112471.1	Np007G3749000
OG0004307	XP_009150725.1, XP_009114698.1	Np007G3743200
OG0004308	XP_009112606.1, XP_009117537.1, XP_009124309.1	Np007G3733300
OG0004310	XP_009141972.1, XP_009133472.1, XP_009142730.1	Np006G3305700
OG0004311	XP_009133464.2, XP_009141948.2, XP_009142712.1	Np006G3309200
OG0004312	XP_009141931.1, XP_009142707.1, XP_009133453.1	Np006G3311300
OG0004313	XP_018513978.2, XP_018514047.1, XP_009143251.2, XP_009133410.1	Np006G3323600
OG0004314	XP_009141792.1, XP_009133342.1, XP_009133345.2, XP_009133347.2	Np006G3341500
OG0004315	XP_009133276.2, XP_009133277.1, XP_009143370.2, XP_009141749.1	Np006G3351300
OG0004316	XP_009141675.2, XP_009143473.1	Np006G3369800
OG0004317	XP_009114641.1, XP_033138159.1, XP_009128643.2	Np003G1817600, Np002G0917400
OG0004318	XP_009140487.1	Np006G3667800
OG0004319	XP_009103052.1, XP_009109865.1	Np004G2094500
OG0004320	XP_033135701.1	Np002G1159300, Np004G2558600
OG0004321	XP_033128515.1	Np004G2007000
OG0004322	XP_009111710.1, XP_009129933.2, XP_033129729.1	Np001G0140900
OG0004323	XP_009129881.1, XP_009151183.1	Np001G0146900
OG0004324	XP_009151187.1, XP_009111743.1	Np001G0147600
OG0004325	XP_009111748.1, XP_009151192.2	Np001G0148300
OG0004326	XP_009133795.2, XP_009142570.1, XP_009142469.1	Np006G3219400
OG0004327	XP_009142571.2, XP_009133794.1	Np006G3219500
OG0004328	XP_009142635.1	Np006G3227600, Np006G3255700
OG0004329	XP_009133775.1, XP_033146347.1, XP_009142654.2	Np006G3230000
OG0004330	XP_009142676.1, XP_009142413.1	Np006G3231100
OG0004331	XP_033130653.1, XP_018512659.1, XP_009145486.1	Np007G3813000
OG0004332	XP_009133745.1	Np006G3239100
OG0004333	XP_033145321.1	Np006G3265400
OG0004334	XP_009142170.1, XP_009142915.1, XP_009133575.1	Np006G3274500
OG0004336	XP_009133551.1, XP_009142092.1, XP_009142861.1	Np006G3278800
OG0004337	XP_009114290.2, XP_009101443.2, XP_033140112.1	Np001G0329900
OG0004338	XP_033140111.1, XP_009114293.1, XP_009101446.1	Np001G0331500
OG0004339	XP_009101451.1, XP_009114307.1, XP_009128930.2	Np001G0333000
OG0004340	XP_009147204.1, XP_009124964.1, XP_033142908.1	Np007G4180600
OG0004341	XP_009124946.1, XP_033147461.1	Np007G4177600
OG0004343	XP_009134925.1, XP_009124665.1, XP_009147131.1	Np007G4165200
OG0004344	XP_009147018.1	Np007G4148000
OG0004345	XP_009123138.1, XP_009135029.1, XP_018514757.2	Np007G4125400
OG0004346	XP_009135158.1, XP_009122309.1, XP_009146743.1	Np007G4106200
OG0004347	XP_009135188.1, XP_009121126.1, XP_009146677.1	Np007G4097900
OG0004348	XP_009120992.1	Np007G4094200
OG0004349	XP_009120504.1, XP_009146607.1, XP_009135239.1	Np007G4088200
OG0004350	XP_033137414.1, XP_009146549.1, NP_001288855.1	Np007G4080500
OG0004351	XP_009106875.2	Np004G1910600
OG0004352	XP_009117435.1, XP_009135328.2, XP_033147816.1	Np007G4065900
OG0004353	XP_009135355.1	Np004G2330600
OG0004354	XP_009146399.1, XP_009117104.1, XP_009135369.1	Np007G4059300
OG0004355	XP_009146318.2, XP_009146313.2, XP_009135400.1, XP_009116583.1	Np007G4049900
OG0004357	XP_009146250.1, XP_009115547.1	Np007G4039400
OG0004358	XP_009126115.1	Np007G4038900, Np002G0865500
OG0004359	XP_009137368.2, XP_009135468.2, XP_009115084.1, XP_033148137.1	Np007G3902500
OG0004360	XP_009101999.1	Np007G3717400
OG0004361	XP_009114381.1, XP_009146035.1, XP_009135521.1	Np007G3920400
OG0004362	XP_009135590.1, XP_009112548.1, XP_033148807.1	Np007G3947600
OG0004363	XP_009135607.2, XP_009135608.2	Np007G3954200
OG0004364	XP_033146939.1, XP_009135641.1, XP_009111687.1	Np007G3968800
OG0004366	XP_033148743.1	Np011G4358900
OG0004367	XP_009109996.1	Np007G3806500
