Orthogroup	Brassica_rapa	Raphanus_sativus
OG0001144	XP_009103723.2	XP_018439320.1
OG0001144	XP_009146491.1	XP_018486503.1
OG0001145	XP_009127985.1	XP_018452258.1, XP_018452268.1
OG0001145	XP_009105973.1	XP_018465048.1
OG0001145	XP_009117639.1, XP_009149241.1	XP_018488466.1, XP_018432733.1
OG0001146	XP_033136939.1	XP_018440483.1
OG0001146	XP_009129591.1	XP_018444977.1
OG0001146	XP_033133070.1	XP_018447047.1
OG0001146	XP_009137789.1	XP_018477448.1
OG0001147	XP_009112903.1	XP_018454278.1
OG0001147	XP_033129523.1	XP_018491773.1
OG0001148	XP_009129680.1	XP_018441936.1, XP_018433113.1
OG0001148	XP_009151751.1	XP_018483668.1
OG0001148	XP_009111808.1	XP_018457768.1
OG0001148	XP_009139807.1	XP_018484726.1
OG0001149	XP_009108351.1	XP_018478159.1, XP_018455442.1
OG0001149	XP_009136905.1	XP_018447749.1
OG0001149	XP_009114357.2	XP_018457483.1
OG0001149	XP_009101512.2	XP_018478359.1
OG0001150	XP_009104332.1	XP_018446193.1
OG0001150	XP_009116830.1	XP_018490477.1, XP_018491007.1
OG0001150	XP_009142662.1	XP_018438034.1, XP_018438223.1, XP_018475250.1, XP_018475258.1, XP_018465208.1
OG0001151	XP_009133702.2	XP_018482059.1, XP_018465594.1, XP_018467285.1, XP_018474803.1
OG0001151	XP_009104273.2	XP_018485142.1, XP_018443593.1
OG0001151	XP_009139311.1, XP_009116736.1	XP_018489522.1
OG0001152	XP_009133601.1	XP_018475530.1
OG0001152	XP_009142194.1	XP_018441098.1
OG0001152	XP_009116617.1, XP_033130966.1	XP_018459600.1
OG0001153	XP_033146521.1	XP_018459226.1
OG0001153	XP_009116333.1	XP_018462535.1, XP_018432719.1
OG0001153	XP_009141911.1	XP_018462550.1, XP_018461161.1
OG0001153	XP_009142696.1	XP_018433749.1, XP_018463991.1
OG0001154	XP_009140296.1, XP_009117385.1	XP_018438973.1
OG0001154	XP_009109482.1	XP_018450459.1, XP_018451466.1
OG0001156	XP_009151240.1	XP_018456643.1
OG0001156	XP_009111923.1	XP_018483401.1
OG0001156	XP_009124208.2	XP_018437455.1
OG0001157	XP_009142608.1	XP_018435060.1
OG0001157	XP_009142609.1	XP_018434439.1
OG0001157	XP_009142611.1	XP_018438022.1
OG0001159	XP_009101462.3	XP_018482314.1, XP_018464232.1
OG0001159	XP_009101461.2	XP_018481836.1, XP_018444822.1
OG0001160	XP_009121003.2	XP_018444469.1
OG0001160	XP_033142654.1	XP_018476775.1
OG0001160	XP_033138875.1	XP_018461628.1, XP_018471678.1
OG0001160	XP_009102089.2	XP_018441868.1
OG0001160	XP_009130401.1	XP_018485749.1
OG0001161	XP_033128937.1	XP_018439265.1
OG0001161	XP_009124017.2	XP_018441244.1, XP_018432846.1
OG0001162	XP_009118103.1	XP_018486357.1
OG0001162	XP_009148607.2	XP_018438328.1
OG0001162	XP_009113064.1	XP_018454447.1
OG0001162	XP_009112697.1	XP_018461976.1
OG0001163	XP_009148706.1	XP_018471622.1
OG0001163	XP_009148708.1	XP_018471892.1
OG0001164	XP_009128241.1	XP_018456104.1
OG0001164	XP_009110163.2	XP_018447984.1, XP_018447904.1, XP_018447946.1
OG0001164	XP_009103275.1	XP_018434826.1
OG0001164	XP_009145387.1	XP_018449083.1
OG0001165	XP_033129589.1	XP_018460666.1, XP_018479326.1, XP_018487643.1, XP_018460113.1, XP_018474079.1, XP_018474097.1, XP_018453582.1, XP_018436200.1, XP_018480061.1
OG0001166	XP_033138076.1, XP_009113462.2	XP_018436815.1
OG0001166	XP_009145909.1	XP_018490133.1
OG0001166	XP_009107339.1, XP_009145000.1	XP_018490929.1
OG0001167	XP_009139655.2	XP_018454587.1
OG0001167	XP_009107667.1	XP_018449401.1
OG0001168	XP_009110680.1	XP_018471129.1
OG0001168	XP_033132207.1	XP_018447832.1
OG0001168	XP_009138312.1	XP_018478270.1
OG0001168	XP_033142398.1	XP_018471127.1
OG0001169	XP_009122672.2	XP_018470811.1
OG0001169	XP_009108801.1	XP_018459256.1
OG0001169	XP_009136222.1	XP_018490588.1
OG0001169	XP_009122945.1	XP_018464566.1
OG0001170	XP_009122734.1	XP_018442479.1, XP_018444333.1
OG0001170	XP_009128688.1	XP_018458956.1, XP_018464695.1
OG0001171	XP_009137885.1	XP_018479065.1
OG0001171	XP_009138511.3	XP_018463694.1, XP_018482286.1
OG0001171	XP_009137886.1	XP_018479064.1, XP_018469668.1
OG0001174	XP_009134249.1	XP_018474794.1
OG0001174	XP_009114652.1	XP_018452168.1
OG0001174	XP_009137298.1	XP_018478670.1, XP_018478611.1
OG0001174	XP_009136311.1	XP_018471581.1
OG0001175	XP_009131500.1	XP_018474864.1, XP_018475126.1
OG0001175	XP_009121545.1	XP_018442177.1
OG0001175	XP_009117898.1	XP_018437242.1, XP_018460307.1, XP_018460304.1
OG0001175	XP_009147359.1	XP_018490821.1
OG0001176	XP_009147366.1	XP_018489743.1
OG0001176	XP_033139813.1	XP_018441361.1
OG0001176	XP_009134657.1	XP_018493378.1
OG0001176	XP_009121550.2	XP_018446813.1
OG0001176	XP_009131492.1	XP_018476865.1
OG0001177	XP_009121874.2	XP_018445830.1
OG0001177	XP_009125853.1	XP_018470895.1
OG0001177	XP_009131258.2	XP_018474742.1
OG0001177	XP_009120894.1	XP_018442459.1
OG0001177	XP_009126355.1	XP_018447814.1
OG0001178	XP_009122107.1	XP_018446855.1
OG0001178	XP_009125337.1	XP_018468596.1
OG0001178	XP_009130479.1	XP_018439358.1, XP_018458200.1
OG0001178	XP_009112162.1, XP_033128212.1	XP_018491643.1, XP_018491637.1
OG0001179	XP_009150538.1	XP_018486330.1, XP_018486336.1
OG0001179	XP_009112140.1	XP_018452445.1
OG0001179	XP_009130460.1	XP_018437533.1
OG0001179	XP_009125351.1	XP_018468451.1
OG0001180	XP_009132817.1	XP_018476738.1
OG0001180	XP_009144049.1	XP_018483213.1
OG0001181	XP_033137030.1	XP_018436673.1
OG0001182	XP_009145046.1	XP_018486206.1
OG0001182	XP_009106199.1	XP_018446199.1
OG0001183	XP_009141365.1	XP_018474095.1, XP_018474094.1, XP_018483690.1
OG0001183	XP_009109668.1	XP_018451330.1, XP_018451299.1
OG0001183	XP_018510300.2	XP_018436174.1
OG0001184	XP_009141499.1	XP_018482911.1
OG0001184	XP_033147602.1	XP_018439777.1
OG0001184	XP_009108006.1, XP_009145222.1	XP_018488855.1
OG0001184	XP_009114942.1	XP_018479159.1
OG0001185	XP_009130528.1	XP_018489764.1, XP_018491200.1, XP_018489766.1
OG0001185	XP_009150670.2	XP_018437909.1
OG0001185	XP_009112200.2	XP_018457011.1, XP_018455239.1
OG0001185	XP_009149709.1	XP_018439133.1
OG0001185	XP_009136516.1	XP_018481662.1, XP_018463653.1
OG0001186	XP_009150896.1	XP_018482064.1, XP_018462961.1, XP_018478164.1
OG0001186	XP_009141677.1	XP_018454761.1, XP_018454750.1
OG0001186	XP_009149800.1, XP_009150178.1	XP_018493448.1
OG0001188	XP_033148434.1	XP_018479323.1
OG0001189	XP_033138599.1	XP_018465831.1
OG0001189	XP_009127543.1	XP_018461640.1
OG0001189	XP_009105271.2	XP_018445339.1
OG0001189	XP_009126377.2	XP_018455599.1
OG0001190	XP_009143575.2	XP_018444052.1
OG0001190	XP_009127115.1	XP_018468112.1
OG0001190	XP_033137680.1	XP_018465018.1, XP_018448092.1
OG0001190	XP_009132453.2	XP_018473294.1
OG0001191	XP_033130949.1	XP_018470306.1
OG0001191	XP_009119948.1	XP_018478032.1
OG0001191	XP_009132451.1, XP_009119951.1	XP_018476575.1
OG0001192	XP_033140577.1	XP_018470683.1
OG0001192	XP_009106271.1	XP_018445322.1
OG0001192	XP_009149524.1	XP_018463717.1
OG0001193	XP_009124126.1, XP_009106803.2	XP_018451855.1, XP_018440054.1
OG0001193	XP_009135254.1	XP_018487273.1, XP_018486296.1, XP_018487338.1
OG0001194	XP_009128061.2	XP_018458497.1
OG0001194	XP_009104748.1	XP_018445814.1, XP_018443067.1
OG0001194	XP_009110312.2, XP_009149372.1	XP_018447868.1, XP_018447660.1
OG0001195	XP_033139096.1	XP_018452068.1
OG0001195	XP_009136161.1	XP_018491374.1
OG0001195	XP_009111582.1	XP_018433776.1
OG0001196	XP_009129451.1	XP_018436954.1
OG0001196	XP_009140244.1	XP_018478365.1, XP_018480847.1
OG0001197	XP_033136292.1	XP_018438278.1, XP_018491542.1
OG0001197	XP_009124697.1	XP_018463084.1, XP_018438827.1
OG0001197	XP_009135274.1	XP_018485877.1, XP_018489865.1
OG0001198	XP_009127897.1	XP_018471894.1
OG0001198	XP_033141848.1	XP_018460181.1
OG0001198	XP_009133034.1	XP_018475361.1
OG0001199	XP_033133181.1	XP_018447495.1
OG0001199	XP_009131115.1	XP_018468897.1
OG0001199	XP_009136879.1	XP_018483857.1
OG0001199	XP_009101488.1	XP_018478656.1
OG0001199	XP_009114327.1	XP_018452254.1
OG0001200	XP_033139596.1, XP_033139577.1	XP_018468370.1
OG0001200	XP_033139584.1, XP_033139588.1	XP_018459246.1, XP_018468291.1
OG0001201	XP_009135725.1	XP_018450871.1
OG0001201	XP_009108554.1	XP_018463146.1, XP_018450766.1
OG0001202	XP_009108268.1	XP_018449094.1
OG0001202	XP_033142628.1	XP_018470827.1, XP_018468403.1
OG0001203	XP_009149246.1	XP_018450578.1
OG0001203	XP_009115794.2, XP_009136601.1	XP_018480373.1, XP_018440173.1, XP_018485038.1
OG0001203	XP_009130564.1	XP_018441256.1
OG0001203	XP_009103537.1	XP_018437504.1
OG0001204	XP_033134591.1	XP_018491599.1, XP_018491670.1
OG0001204	XP_009142370.1	XP_018439974.1, XP_018479156.1, XP_018479124.1
OG0001205	XP_009142248.1	XP_018482865.1
OG0001205	XP_033148314.1	XP_018461829.1
OG0001205	XP_009116676.2	XP_018491108.1, XP_018491107.1
OG0001205	XP_009104238.1	XP_018445552.1
OG0001206	XP_009104196.1	XP_018459989.1, XP_018442569.1, XP_018459988.1
OG0001207	XP_009116504.1	XP_018485834.1
OG0001207	XP_009104108.1	XP_018477358.1, XP_018445261.1, XP_018445167.1
OG0001207	XP_009133535.2	XP_018474718.1, XP_018475040.1
OG0001207	XP_009142832.1	XP_018435209.1
OG0001208	XP_009142031.1, XP_018513518.1	XP_018472926.1
OG0001208	XP_033145588.1	XP_018477873.1, XP_018444961.1
OG0001208	XP_018510603.2	XP_018486062.1
OG0001209	XP_009104084.1	XP_018445717.1
OG0001209	XP_009139001.1	XP_018477049.1
OG0001209	XP_009142043.1	XP_018478660.1, XP_018482622.1
OG0001209	XP_009142805.1	XP_018433733.1
OG0001210	XP_009143522.2	XP_018439646.1, XP_018437500.1
OG0001210	XP_009133130.1	XP_018474976.1
OG0001210	XP_009116037.2	XP_018486069.1
OG0001210	XP_009103862.1	XP_018464954.1
OG0001211	XP_009109042.1	XP_018480592.1
OG0001211	XP_009137848.1	XP_018448083.1
OG0001211	XP_009128755.2	XP_018470108.1, XP_018468571.1
OG0001211	XP_009117526.1	XP_018433632.1, XP_018433617.1
OG0001211	XP_009102142.1, XP_033136547.1	XP_018466787.1
OG0001212	XP_009141871.1	XP_018464705.1
OG0001212	XP_009144094.2	XP_018436401.1, XP_018436400.1
OG0001213	XP_009147239.1	XP_018487418.1, XP_018492643.1
OG0001214	XP_009147133.1	XP_018492484.1
OG0001214	XP_009134924.2	XP_018493554.1
OG0001214	XP_009129773.2	XP_018462135.1, XP_018434287.1
OG0001214	XP_033129739.1	XP_018463316.1, XP_018478356.1
OG0001214	XP_009111872.2	XP_018453171.1
OG0001215	XP_009135057.2, XP_009135058.1	XP_018493365.1
OG0001216	XP_018514731.1	XP_018434145.1, XP_018491136.1
OG0001216	XP_009135600.1	XP_018492912.1
OG0001216	XP_009112339.1	XP_018447239.1, XP_018459861.1
OG0001217	XP_009139829.2	XP_018469187.1
OG0001217	XP_009137569.1	XP_018482023.1
OG0001217	XP_033143030.1	XP_018481475.1, XP_018479090.1
OG0001218	XP_033147450.1	XP_018489696.1, XP_018489618.1, XP_018464669.1
OG0001218	XP_009149883.1	XP_018439618.1
OG0001219	XP_018515122.2, XP_009150044.2	XP_018436145.1, XP_018436142.1
OG0001219	XP_009122492.1	XP_018446276.1
OG0001219	XP_033140952.1	XP_018468567.1, XP_018468581.1
OG0001220	XP_009137996.1	XP_018477486.1
OG0001220	XP_009127185.1	XP_018470702.1
OG0001221	XP_009101418.1	XP_018483546.1
OG0001221	XP_009114277.2, XP_009114279.2	XP_018457008.1, XP_018455946.1
OG0001222	XP_033134404.1, XP_033129554.1	XP_018490047.1
OG0001222	XP_009112461.1	XP_018453378.1
OG0001222	XP_009109258.1	XP_018448120.1
OG0001222	XP_009147799.1	XP_018459445.1, XP_018454959.1
OG0001222	XP_009138405.2	XP_018480787.1
OG0001223	XP_033131860.1	XP_018442036.1
OG0001223	XP_033134370.1	XP_018473922.1, XP_018473945.1
OG0001223	XP_009115639.2	XP_018493142.1
OG0001223	XP_033135146.1	XP_018462801.1
OG0001224	XP_009109873.1	XP_018449922.1
OG0001224	XP_009113399.2	XP_018488606.1, XP_018455693.1, XP_018455916.1, XP_018454169.1
OG0001225	XP_009135955.1	XP_018456316.1
OG0001226	XP_033143705.1	XP_018460114.1
OG0001226	XP_018513130.2	XP_018466239.1
OG0001231	XP_009119071.2	XP_018441770.1
OG0001231	XP_009126159.1	XP_018471108.1, XP_018471084.1
OG0001231	XP_009121421.2	XP_018446328.1
OG0001231	XP_009131574.2	XP_018458863.1
OG0001232	XP_009111590.1	XP_018456849.1
OG0001232	XP_009128130.1, XP_009112561.1, XP_009130251.1	XP_018469596.1, XP_018469564.1
OG0001232	XP_009104698.1	XP_018444378.1
OG0001233	XP_009137631.1	XP_018483181.1, XP_018481626.1
OG0001233	XP_009109956.1	XP_018449515.1, XP_018450911.1
OG0001233	XP_009143027.1	XP_018455290.1
OG0001234	XP_018512985.2	XP_018474464.1, XP_018474465.1
OG0001234	XP_009131183.2	XP_018492900.1, XP_018440165.1, XP_018472603.1, XP_018474463.1
OG0001234	XP_009125272.1	XP_018470766.1
OG0001235	XP_009122472.1	XP_018446409.1
OG0001235	XP_009131090.1	XP_018476389.1, XP_018462547.1
OG0001235	XP_009112104.1	XP_018457299.1
OG0001235	XP_009150421.1	XP_018492974.1, XP_018492975.1
OG0001236	XP_009147051.2	XP_018487093.1
OG0001236	XP_009134985.1, XP_009124276.2	XP_018487091.1
OG0001236	XP_009134396.1	XP_018475699.1
OG0001237	XP_009140979.1	XP_018478828.1
OG0001237	XP_009122209.1	XP_018463565.1
OG0001237	XP_009125632.1	XP_018471103.1
OG0001238	XP_009128469.1	XP_018472397.1
OG0001238	XP_009108016.1	XP_018462710.1, XP_018437944.1
OG0001240	XP_009119251.1	XP_018436042.1, XP_018465449.1
OG0001240	XP_009132861.1	XP_018475860.1
OG0001240	XP_009141266.1	XP_018482277.1
OG0001241	XP_009132871.1	XP_018475852.1, XP_018462020.1
OG0001241	XP_009141271.2	XP_018483706.1
OG0001241	XP_009143936.2	XP_018439703.1
OG0001242	XP_033134710.1	XP_018470515.1
OG0001242	XP_033146295.1	XP_018479883.1, XP_018479882.1, XP_018484357.1
OG0001243	XP_033136596.1	XP_018456641.1
OG0001243	XP_009129844.2	XP_018437970.1
OG0001243	XP_009111926.2	XP_018452245.1
OG0001244	XP_009150693.1	XP_018488958.1
OG0001244	XP_009136520.1	XP_018481072.1, XP_018481057.1
OG0001245	XP_009150426.1	XP_018486960.1
OG0001245	XP_009130270.1	XP_018435216.1
OG0001245	XP_009150427.1	XP_018489801.1
OG0001246	XP_009105285.2	XP_018446783.1, XP_018442884.1
OG0001246	XP_009127555.1	XP_018461681.1
OG0001246	XP_009109807.1	XP_018450554.1
OG0001247	XP_033140357.1	XP_018439421.1
OG0001247	XP_009150123.2	XP_018492573.1
OG0001247	XP_009125686.1	XP_018470706.1
OG0001247	XP_009130988.1	XP_018476180.1
OG0001248	XP_009126521.2	XP_018471573.1
OG0001248	XP_009120689.2, XP_009120690.1	XP_018446563.1
OG0001248	XP_009131855.1	XP_018476224.1
OG0001249	XP_009120348.1	XP_018456743.1
OG0001249	XP_009122380.1	XP_018446818.1
OG0001249	XP_009125674.1	XP_018471687.1
OG0001250	XP_033135597.1	XP_018455913.1, XP_018454173.1
OG0001251	XP_009137670.1	XP_018483712.1
OG0001251	XP_009144982.2	XP_018444062.1
OG0001251	XP_009127118.1	XP_018469271.1
OG0001251	XP_009132653.1	XP_018473295.1
OG0001251	XP_009119939.1	XP_018448093.1
OG0001252	XP_009134429.1	XP_018461885.1, XP_018476355.1
OG0001252	XP_009144559.1, XP_009111283.1	XP_018456767.1
OG0001252	XP_033134955.1, XP_033138281.1	XP_018437202.1
OG0001253	XP_033143200.1	XP_018473282.1
OG0001253	XP_009134405.1	XP_018466094.1, XP_018473280.1
OG0001253	XP_009111258.1	XP_018456961.1
OG0001253	XP_009114768.1	XP_018484096.1, XP_018484104.1
OG0001254	XP_009135043.1	XP_018488308.1
OG0001254	XP_009123236.2	XP_018435331.1
OG0001254	XP_033137659.1	XP_018472949.1
OG0001254	XP_009125473.2	XP_018470609.1
OG0001255	XP_009122748.1	XP_018445525.1
OG0001255	XP_009123299.1	XP_018434911.1
OG0001255	XP_009146914.1	XP_018487453.1, XP_018487083.1
OG0001256	XP_009128315.1	XP_018462967.1, XP_018448577.1
OG0001256	XP_009106602.1	XP_018456181.1
OG0001256	XP_009149121.1	XP_018435911.1
OG0001256	XP_009110439.1	XP_018465499.1, XP_018464069.1
OG0001257	XP_009128198.2	XP_018482960.1
OG0001257	XP_033132889.1	XP_018451697.1
OG0001258	XP_018508803.2	XP_018442333.1
OG0001259	XP_009106179.1	XP_018442373.1
OG0001259	XP_009128085.2	XP_018448305.1
OG0001259	XP_009104714.1	XP_018442873.1
OG0001259	XP_009117538.2	XP_018440214.1
OG0001259	XP_009149433.1	XP_018432666.1
OG0001260	XP_009121121.1	XP_018441930.1
OG0001260	XP_009101799.1	XP_018444337.1
OG0001260	XP_009109291.1, XP_009138358.2	XP_018451821.1, XP_018448115.1
OG0001261	XP_009109275.3	XP_018450393.1, XP_018450394.1
OG0001261	XP_033131361.1	XP_018441113.1, XP_018466323.1
OG0001261	XP_009112445.1	XP_018457101.1, XP_018452146.1
OG0001261	XP_009150775.1	XP_018485426.1
OG0001262	XP_033132305.1	XP_018449829.1
OG0001262	XP_009147500.2	XP_018448976.1
OG0001262	XP_009135302.1	XP_018488493.1
OG0001262	XP_033147390.1	XP_018492552.1
OG0001262	XP_009124743.1	XP_018437678.1
OG0001263	XP_009125231.2, XP_009148742.1	XP_018484175.1
OG0001263	XP_009145588.2	XP_018432681.1
OG0001263	XP_033143080.1	XP_018467309.1, XP_018473140.1
OG0001263	XP_009143596.1	XP_018433993.1
OG0001264	XP_033145869.1, XP_009107665.1	XP_018450067.1, XP_018450066.1
OG0001264	XP_009147069.1	XP_018462989.1, XP_018490833.1
OG0001265	XP_009145308.1	XP_018486237.1, XP_018459666.1
OG0001265	XP_009144350.1, XP_009144702.1, XP_009148136.1	XP_018449306.1
OG0001265	XP_009107804.1	XP_018463472.1
OG0001266	XP_033135628.1	XP_018449968.1, XP_018449997.1
OG0001266	XP_033128159.1	XP_018483910.1
OG0001266	XP_033133173.1	XP_018438286.1
OG0001266	XP_033130652.1	XP_018443000.1
OG0001267	XP_009109027.1	XP_018447810.1, XP_018449870.1
OG0001267	XP_009128542.1	XP_018467867.1
OG0001267	XP_009128553.1	XP_018468810.1
OG0001268	XP_009127683.1	XP_018469695.1
OG0001268	XP_018511650.1	XP_018461225.1
OG0001270	XP_033148811.1	XP_018486314.1, XP_018486207.1
OG0001270	XP_009135659.1	XP_018488806.1, XP_018461643.1, XP_018488807.1
OG0001270	XP_009111332.1	XP_018434742.1, XP_018434752.1
OG0001270	XP_033134059.1	XP_018477279.1
OG0001271	XP_009111306.1	XP_018437038.1, XP_018437034.1
OG0001271	XP_009135660.2	XP_018461644.1, XP_018488236.1, XP_018488970.1
OG0001272	XP_009147841.2, XP_033128436.1	XP_018477811.1, XP_018486040.1
OG0001272	XP_009135662.1	XP_018488242.1
OG0001272	XP_009145694.1	XP_018493435.1
OG0001273	XP_009134231.1	XP_018473155.1, XP_018476814.1
OG0001273	XP_009137373.1	XP_018478296.1
OG0001273	XP_009109295.1	XP_018447140.1
OG0001273	XP_009137263.1	XP_018444788.1
OG0001274	XP_009111122.1	XP_018447438.1, XP_018447450.1
OG0001274	XP_009118663.1	XP_018432673.1
OG0001275	XP_033145642.1	XP_018462806.1, XP_018479706.1
OG0001275	XP_009113004.1	XP_018454004.1
OG0001276	XP_009135461.1	XP_018463047.1
OG0001276	XP_009144515.1	XP_018471842.1
OG0001277	XP_009114536.1	XP_018452346.1
OG0001277	XP_033148024.1, XP_009108529.2, XP_009137213.2	XP_018480642.1, XP_018477464.1
OG0001278	XP_033146093.1	XP_018480207.1, XP_018479129.1
OG0001278	XP_018514870.1	XP_018436605.1
OG0001278	XP_009116801.1	XP_018492410.1, XP_018492399.1
OG0001278	XP_033146701.1	XP_018477180.1
OG0001279	XP_009138891.1, XP_009104231.1	XP_018447000.1
OG0001279	NP_001288917.1	XP_018461823.1, XP_018441960.1
OG0001280	XP_009142072.1	XP_018482776.1, XP_018483636.1
OG0001280	XP_009104148.1	XP_018465393.1
OG0001280	XP_009116530.2	XP_018491523.1
OG0001282	XP_009104081.2	XP_018445713.1, XP_018446182.1
OG0001282	XP_009139004.2	XP_018485191.1
OG0001282	XP_009142814.1	XP_018440754.1
OG0001283	XP_009123935.1	XP_018440503.1
OG0001283	XP_009147001.1	XP_018493113.1
OG0001283	XP_009116286.1	XP_018490672.1
OG0001283	XP_009139611.1	XP_018477637.1
OG0001284	XP_009139148.2	XP_018484534.1, XP_018484531.1
OG0001284	XP_009116262.1	XP_018493159.1
OG0001284	XP_009143283.2, XP_009141837.2, XP_009133384.1	XP_018472629.1
OG0001285	XP_009127196.3	XP_018462465.1
OG0001285	XP_009143962.1	XP_018471282.1
OG0001286	XP_009143533.1	XP_018440140.1
OG0001286	XP_009141625.1	XP_018484284.1, XP_018459001.1
OG0001286	XP_033145799.1	XP_018484019.1
OG0001286	XP_009103852.1, XP_009116020.2	XP_018492187.1
OG0001287	XP_033134324.1	XP_018455556.1
OG0001287	XP_009138413.1	XP_018477994.1
OG0001287	XP_009146141.1	XP_018470474.1
OG0001288	XP_009117123.1	XP_018434299.1, XP_018467426.1
OG0001288	XP_033145767.1	XP_018478792.1
OG0001288	XP_009126964.1	XP_018458653.1
OG0001288	XP_033133901.1	XP_018485316.1, XP_018482367.1, XP_018451543.1
OG0001289	XP_009133676.1	XP_018473421.1
OG0001289	XP_009143042.2, XP_009143044.2	XP_018455347.1, XP_018438288.1
OG0001289	XP_009143046.2	XP_018438329.1
OG0001290	XP_009129729.1	XP_018457168.1, XP_018433376.1
OG0001290	XP_009124340.1	XP_018437759.1, XP_018438910.1
OG0001290	XP_009134969.1	XP_018462745.1, XP_018491121.1
OG0001290	XP_009147071.1	XP_018486036.1, XP_018491153.1
OG0001291	XP_009129306.1	XP_018461839.1, XP_018468722.1, XP_018461840.1
OG0001291	XP_033141124.1, XP_033141522.1	XP_018465667.1, XP_018462597.1
OG0001292	XP_009114631.2	XP_018439152.1
OG0001292	XP_009114342.1, XP_009114352.1	XP_018439652.1
OG0001292	XP_009135520.1	XP_018489426.1, XP_018493399.1
OG0001293	XP_009119373.1	XP_018470976.1, XP_018449902.1, XP_018449903.1, XP_018448189.1
OG0001293	XP_009119374.1	XP_018449490.1, XP_018449483.1, XP_018491149.1
OG0001294	XP_033135601.1	XP_018474554.1, XP_018436033.1, XP_018488655.1
OG0001295	XP_009110403.1	XP_018450895.1
OG0001295	XP_009149205.1	XP_018444933.1
OG0001295	XP_009117657.1	XP_018439463.1, XP_018436764.1
OG0001295	XP_009105940.1	XP_018456867.1, XP_018453047.1
OG0001296	XP_009139763.1	XP_018482339.1
OG0001297	XP_009151827.1	XP_018482952.1, XP_018482953.1
OG0001297	XP_009129350.1	XP_018435188.1
OG0001297	XP_009151826.1	XP_018482950.1, XP_018482951.1
OG0001297	XP_009129349.1	XP_018435189.1
OG0001297	XP_009151825.1	XP_018482954.1
OG0001298	XP_033136295.1	XP_018442967.1
OG0001298	XP_033131247.1	XP_018469207.1
OG0001298	XP_009105340.1	XP_018446061.1, XP_018445993.1
OG0001298	XP_009127586.1	XP_018468898.1
OG0001298	XP_033131676.1	XP_018446377.1
OG0001299	XP_033146293.1	XP_018481794.1
OG0001299	XP_009143770.1	XP_018435008.1
OG0001300	XP_033137592.1	XP_018474736.1, XP_018444258.1
OG0001300	XP_009130707.1	XP_018444179.1
OG0001300	XP_009120515.2	XP_018489122.1, XP_018465314.1
OG0001301	XP_033136889.1, XP_009114315.1	XP_018465218.1, XP_018455256.1, XP_018455426.1, XP_018456267.1
OG0001303	XP_009140203.1, XP_033128514.1	XP_018438133.1
OG0001305	XP_033129907.1	XP_018491011.1
OG0001305	XP_018512428.2	XP_018441504.1
OG0001305	XP_009101331.1	XP_018483872.1
OG0001305	XP_033135785.1	XP_018457921.1
OG0001306	XP_009147388.1	XP_018492657.1
OG0001306	XP_009134640.1	XP_018493426.1
OG0001306	XP_009131467.2	XP_018476624.1
OG0001306	XP_009126048.1, XP_009121571.1	XP_018446583.1
OG0001307	XP_009125032.2	XP_018446507.1
OG0001307	XP_033142230.1	XP_018486890.1, XP_018486867.1
OG0001307	XP_018512962.2	XP_018476925.1, XP_018473399.1
OG0001307	XP_033137799.1	XP_018444846.1
OG0001308	XP_033138529.1	XP_018445405.1, XP_018445378.1
OG0001308	XP_009125790.2	XP_018470132.1, XP_018470134.1
OG0001308	XP_009131197.2	XP_018475921.1
OG0001308	XP_033138526.1	XP_018445379.1, XP_018445406.1
OG0001308	XP_009125794.2	XP_018470130.1, XP_018470131.1
OG0001309	XP_009131049.1	XP_018472651.1
OG0001309	XP_033140836.1	XP_018456073.1
OG0001309	XP_009122431.1	XP_018445259.1
OG0001309	XP_009136386.1	XP_018483776.1
OG0001310	XP_009148039.2	XP_018480879.1
OG0001310	XP_009118406.1	XP_018489520.1
OG0001310	XP_009103694.1	XP_018434197.1
OG0001310	XP_009140905.1	XP_018478657.1
OG0001311	XP_009118570.1	XP_018489085.1
OG0001311	XP_009119110.1	XP_018489693.1
OG0001311	XP_009132802.1	XP_018475760.1
OG0001311	XP_009141154.1	XP_018482878.1
OG0001312	XP_033147729.1	XP_018436829.1
OG0001312	XP_009102872.1	XP_018489118.1
OG0001312	XP_009115263.2	XP_018483735.1, XP_018481028.1
OG0001312	XP_009109679.1	XP_018450381.1, XP_018450380.1
OG0001314	XP_009148729.2	XP_018433795.1
OG0001314	XP_009129125.1	XP_018441119.1
OG0001314	XP_009101236.1, XP_009114188.2	XP_018452329.1, XP_018463001.1
OG0001315	XP_009110575.1	XP_018460557.1, XP_018449917.1, XP_018460552.1
OG0001315	XP_009117962.1	XP_018442003.1
OG0001315	XP_018514957.1	XP_018483111.1
OG0001315	XP_009152169.1	XP_018480905.1
OG0001316	XP_009150118.1	XP_018493050.1
OG0001316	XP_009102971.2	XP_018493452.1
OG0001316	XP_009109804.1	XP_018450549.1, XP_018449173.1
OG0001317	XP_009149793.1	XP_018437072.1
OG0001317	XP_018510153.1	XP_018471386.1
OG0001318	XP_009131928.2	XP_018472909.1
OG0001318	XP_033138135.1, XP_018511229.2	XP_018456061.1, XP_018456053.1
OG0001318	XP_009120563.1	XP_018443250.1, XP_018464901.1
OG0001318	XP_018512121.1	XP_018468705.1, XP_018468702.1
