Orthogroup	Brassica_rapa	Cardamine_glauca
OG0001987	XP_009147793.1, XP_009144932.1	Cg006G1825100
OG0001987	XP_009135698.1, XP_009145612.1	Cg004G1272800
OG0001988	XP_009107175.1	Cg006G1819000
OG0001988	XP_009145512.1, XP_018509736.2	Cg004G1278900
OG0001989	XP_009146168.1	Cg004G1225500
OG0001989	XP_009107143.1, XP_033129271.1	Cg006G1812500
OG0001992	XP_009131125.3	Cg001G0223700
OG0001992	XP_009114329.1, XP_009101493.1	Cg008G2977000
OG0001993	XP_018510102.1	Cg014G3038600, Cg003G0717000
OG0001993	XP_009119660.1	Cg006G2244200
OG0001994	XP_009136321.1	Cg001G0175000
OG0001995	XP_018513469.1	Cg001G0181000
OG0001996	XP_033142745.1, XP_009135444.1, XP_009108539.1	Cg001G0184800
OG0001997	XP_009114497.1	Cg003G0736800, Cg003G0861400
OG0001997	NP_001288977.1	Cg001G0191700
OG0001998	XP_009116968.1	Cg002G0400900
OG0001998	XP_033146188.1, XP_033144136.1	Cg005G1449800
OG0001999	XP_009142338.1, XP_009143142.1	Cg005G1475100
OG0001999	XP_009138806.1	Cg002G0420100
OG0002000	XP_009133697.1, XP_009143100.1	Cg005G1478800
OG0002000	XP_009116735.1	Cg002G0422800
OG0002001	XP_009133694.1	Cg005G1478900
OG0002002	XP_009138879.1	Cg002G0427400
OG0002002	XP_009142254.1, XP_009143012.1	Cg005G1487100
OG0002003	XP_009144437.1	Cg006G2158900
OG0002003	XP_009116490.1	Cg002G0445200
OG0002004	XP_009141999.1	Cg005G1514500
OG0002004	XP_009116436.2, XP_009104052.1	Cg002G0451000
OG0002005	XP_033140116.1	Cg001G0125700
OG0002005	XP_009127156.1, XP_009119901.1	Cg003G0919100
OG0002007	XP_033146018.1, XP_033146016.1, XP_033146017.1	Cg005G1543100
OG0002008	XP_033146791.1, XP_009141745.1, XP_009141746.1, XP_009143379.1	Cg005G1546800
OG0002009	XP_033144772.1	Cg002G0510200
OG0002009	XP_009141725.1, XP_009143416.1	Cg005G1550800
OG0002010	XP_009101403.1	Cg008G2985300, Cg008G2985400
OG0002011	XP_033136493.1	Cg005G1776700
OG0002011	XP_009101924.1, XP_009134559.1	Cg001G0007000
OG0002012	XP_009113578.1	Cg003G0779100
OG0002013	XP_009124867.1	Cg004G1118400
OG0002013	XP_009129890.1, XP_009111736.1	Cg008G2824700
OG0002014	XP_009133822.1	Cg005G1452700
OG0002015	XP_018510515.1, XP_009142520.1	Cg005G1453600
OG0002015	XP_009104393.2, XP_033134518.1	Cg002G0403800
OG0002016	XP_009114400.1	Cg004G1202000, Cg004G1201900, Cg004G1202500, Cg004G1202200, Cg004G1202600, Cg004G1202400, Cg004G1202300, Cg004G1236200
OG0002017	XP_009142801.1, XP_009142034.1	Cg005G1509600
OG0002017	XP_009116499.1	Cg002G0444400
OG0002018	XP_009147260.1	Cg004G1114500
OG0002018	XP_009119565.1	Cg007G2346600
OG0002019	XP_033141918.1, XP_033137730.1, XP_009131698.1	Cg004G1126500, Cg008G2752100
OG0002020	XP_033132301.1, XP_009131474.1	Cg004G1236400
OG0002021	XP_009146028.1	Cg004G1237700
OG0002021	XP_009148003.1	Cg006G1852200
OG0002022	XP_033145039.1	Cg004G1239700
OG0002022	XP_009107368.2, XP_009147986.1	Cg006G1850600
OG0002023	XP_009151777.1, XP_009111788.1	Cg002G0623200
OG0002023	XP_009139832.1	Cg001G0361800
OG0002024	XP_009140151.1	Cg001G0333200
OG0002025	XP_018514767.1, XP_009108983.1	Cg004G1289900
OG0002025	XP_033143223.1	Cg001G0259400
OG0002026	XP_033141909.1, XP_009120953.2	Cg008G2750400, Cg008G2750500
OG0002027	XP_009111449.1	Cg014G3049400, Cg003G0706100
OG0002027	XP_009118815.1, XP_009119704.2	Cg006G2249600
OG0002028	XP_009134503.1	Cg014G3046700, Cg003G0709100
OG0002028	XP_009119689.1	Cg006G2247900
OG0002029	XP_033140673.1	Cg014G3046600, Cg003G0709200
OG0002029	XP_009119687.1	Cg006G2247800
OG0002030	XP_009118751.1, XP_009119618.2	Cg006G2239700
OG0002030	XP_009134442.2	Cg003G0719100, Cg014G3036800
OG0002032	XP_009113368.1	Cg007G2330800
OG0002032	XP_009118321.1	Cg006G2170700
OG0002033	XP_009148385.1	Cg006G2157700
OG0002033	XP_033141287.1, XP_009113217.1	Cg007G2304900
OG0002034	XP_009148453.1, XP_009110738.2, XP_009118197.2	Cg006G2150700
OG0002035	XP_009118179.1, XP_009110708.1	Cg006G2146400
OG0002035	XP_009113112.1, XP_009105791.1	Cg007G2285800
OG0002036	XP_009113025.1	Cg007G2273200
OG0002036	XP_009148576.1	Cg006G2137500
OG0002037	XP_009110603.1, XP_009148547.2, XP_009118034.2	Cg006G2133000
OG0002038	XP_009110521.2, XP_009148851.1, XP_033134715.1	Cg006G2116700
OG0002040	XP_033132886.1, XP_009149602.1, XP_009149601.1	Cg006G2054400
OG0002041	XP_009115552.1	Cg006G2033800
OG0002041	XP_009104944.2, XP_009105740.1	Cg007G2477300
OG0002042	XP_033145632.1	Cg001G0390500
OG0002042	XP_009112819.2, XP_009112888.2	Cg007G2262100
OG0002043	XP_009124092.1, XP_009101947.1	Cg002G0569600
OG0002045	XP_009108816.1	Cg001G0071100
OG0002045	XP_009140729.1	Cg005G1713500
OG0002048	XP_009113586.1	Cg003G0778600
OG0002056	XP_009132028.1	Cg003G0978200
OG0002056	XP_009149926.1	Cg002G0555300
OG0002057	XP_009149847.1	Cg002G0546800
OG0002057	XP_009151415.1	Cg003G1020000
OG0002058	XP_009121005.1	Cg008G2745800
OG0002058	XP_009102088.1	Cg004G1100500
OG0002059	XP_033143060.1, XP_033143061.1, XP_009121007.1, XP_009126241.1	Cg008G2745600
OG0002060	XP_009121019.1	Cg008G2745000
OG0002060	XP_009126227.1	Cg008G2744100
OG0002062	XP_009131561.1, XP_009121446.1	Cg008G2732000
OG0002063	XP_009134698.1, XP_009118572.1	Cg004G1089200
OG0002063	XP_009131541.2	Cg008G2728600
OG0002064	XP_009121502.1	Cg008G2726800
OG0002064	XP_018513314.1, XP_009118393.2	Cg004G1087700
OG0002065	XP_033139350.1, XP_009118297.1	Cg004G1086300
OG0002065	XP_009121524.1	Cg008G2724800
OG0002066	XP_009134670.1	Cg004G1085800
OG0002066	XP_033140089.1	Cg008G2723800
OG0002067	XP_009121669.1	Cg008G2707900
OG0002068	XP_009121755.1, XP_009131348.2	Cg008G2699200
OG0002068	XP_009135233.2	Cg004G1184100
OG0002069	XP_009121798.2, XP_033142458.1	Cg008G2694800
OG0002069	XP_009109830.1, XP_009102999.1	Cg006G2002900
OG0002070	XP_009151107.1	Cg008G2814900
OG0002070	XP_009131215.2	Cg008G2683700
OG0002073	XP_009125365.1, XP_033137485.1, XP_009131114.1	Cg008G2662400
OG0002074	XP_009136456.1	Cg003G1003200
OG0002074	XP_033138442.1	Cg008G2650000
OG0002075	XP_009111241.1	Cg003G0728400, Cg003G0869400
OG0002075	XP_009119548.1	Cg006G2232800
OG0002076	XP_009108744.1	Cg005G1657800, Cg008G2864000, Cg008G2864400, Cg008G2849200
OG0002076	XP_009140836.1	Cg005G1657700
OG0002077	XP_009103671.1, XP_009140892.1	Cg005G1653400
OG0002077	XP_009148057.1	Cg006G2184100
OG0002078	XP_009141204.1	Cg005G1612400
OG0002079	XP_009141213.1, XP_009143963.1	Cg005G1610000
OG0002080	XP_009119354.1	Cg006G2228600
OG0002080	XP_009113940.1	Cg008G2941000
OG0002081	XP_009114036.1, XP_009123698.1	Cg008G2893100
OG0002081	XP_009107431.1	Cg006G1861400
OG0002082	XP_009148724.1	Cg006G2120200
OG0002082	XP_009129118.1	Cg002G0682700
OG0002083	XP_009112332.2, XP_018508778.1	Cg003G1061700
OG0002083	XP_009150830.1	Cg004G1420800
OG0002084	XP_033137031.1	Cg002G0528500
OG0002085	XP_009150567.1	Cg003G1041100
OG0002087	XP_009149730.1	Cg002G0532300
OG0002087	XP_009150989.1	Cg008G2802800
OG0002088	XP_009130001.1	Cg008G2803700, Cg008G2803900, Cg008G2803800, Cg008G2803400
OG0002089	XP_009120801.2, XP_009126446.1	Cg008G2769700
OG0002090	XP_009131898.1, XP_009120621.1	Cg008G2786500
OG0002090	XP_009149780.1	Cg002G0580400
OG0002091	XP_009120484.1	Cg003G0987400
OG0002092	XP_009139758.1	Cg001G0143400
OG0002092	XP_009121298.1	Cg003G0961900
OG0002093	XP_033133062.1, XP_009139905.1	Cg001G0142000
OG0002093	XP_009120208.1	Cg003G0958800
OG0002094	XP_009137595.1, XP_009142263.2	Cg001G0138700
OG0002094	XP_009120144.1	Cg003G0951300
OG0002095	XP_009132396.1	Cg003G0941500
OG0002096	XP_009120015.1, XP_009127046.1	Cg003G0937400
OG0002096	XP_009143005.2	Cg001G0132600
OG0002097	XP_033139729.1	Cg003G0725200
OG0002097	XP_009119572.1	Cg006G2235300
OG0002098	XP_033139725.1	Cg001G0057100
OG0002099	XP_009130901.1, XP_009125615.2, XP_009122175.1	Cg008G2629700
OG0002100	XP_009122841.1	Cg008G2590900
OG0002100	XP_009123490.2, XP_009146956.1	Cg004G1150100
OG0002101	XP_009119125.1	Cg004G1093500
OG0002101	XP_009130652.1	Cg003G0839000
OG0002102	XP_009151986.1	Cg002G0655000
OG0002102	XP_009140049.1	Cg001G0381300
OG0002103	XP_009104417.2	Cg007G2309000
OG0002103	XP_009110502.2, XP_009148904.1, XP_009148905.2	Cg006G2111600
OG0002104	XP_009117812.2, XP_009148962.1	Cg006G2106700
OG0002104	XP_009104466.3	Cg007G2571500
OG0002105	XP_009117771.1, XP_009149056.1	Cg006G2102400
OG0002105	XP_009104513.1	Cg007G2567800
OG0002106	XP_009149077.1	Cg006G2100000
OG0002106	XP_033141638.1	Cg007G2564000
OG0002107	XP_009104544.1, XP_009106644.1	Cg006G2099700
OG0002108	XP_009106636.1	Cg007G2563200
OG0002108	XP_009117762.1, XP_033128779.1	Cg006G2099400
OG0002109	XP_009145372.1	Cg006G2044900
OG0002109	XP_009106444.1	Cg007G2550600
OG0002110	XP_009106367.1, XP_018508755.1	Cg007G2541400
OG0002110	XP_009110186.1	Cg006G2052600
OG0002111	XP_009149586.2	Cg006G2055900
OG0002111	XP_009106334.1	Cg007G2538000
OG0002112	XP_009106844.2	Cg006G1786300
OG0002112	XP_009146526.1	Cg004G1193900
OG0002113	XP_009106869.1	Cg006G1787100
OG0002113	XP_009146496.1	Cg004G1194300
OG0002114	XP_009124747.1	Cg004G1196000
OG0002114	XP_009103733.1, XP_009147513.1	Cg006G1788700
OG0002115	XP_009127569.1	Cg007G2443300
OG0002115	XP_009113791.1, XP_018508336.1	Cg006G2003800
OG0002116	XP_009144682.1, XP_018508933.2	Cg001G0275200
OG0002117	XP_033146584.1	Cg001G0268100
OG0002117	XP_033147997.1, XP_033130322.1	Cg004G1301200
OG0002118	XP_009107776.2	Cg001G0265700
OG0002118	XP_009145238.1, XP_009108264.1	Cg004G1298000
OG0002119	XP_009144716.1	Cg001G0257600
OG0002119	XP_009145430.2, XP_009109216.2	Cg004G1287700
OG0002121	XP_033136812.1	Cg008G2974100
OG0002122	XP_009146913.1, NP_001288863.1	Cg001G0251300
OG0002123	XP_009140300.1, XP_009117371.1	Cg005G1771700
OG0002124	XP_009149207.1	Cg006G2089300
OG0002124	XP_009127950.1, XP_009105942.1	Cg007G2497800
OG0002126	XP_009129362.1, XP_009151855.1, XP_009111605.1	Cg002G0638400
OG0002127	XP_009151981.2, XP_009111559.1, XP_009129436.1	Cg002G0654200, Cg001G0380600
OG0002128	XP_009101582.1	Cg008G2963000
OG0002128	XP_009108403.1	Cg001G0210500
OG0002129	XP_009144898.1	Cg006G1819900
OG0002129	XP_009145524.1	Cg004G1278000
OG0002130	XP_009115305.1, XP_009146209.1	Cg004G1221600
OG0002131	XP_009132997.1	Cg005G1586000
OG0002131	XP_009128867.1	Cg008G2974000
OG0002132	XP_009115148.1, XP_009109589.2	Cg002G0640100, Cg002G0639800, Cg002G0639900, Cg002G0643500
OG0002133	XP_009123076.1, XP_009137305.1	Cg001G0167200
OG0002134	XP_009112704.1	Cg001G0056700
OG0002134	XP_009136279.1, XP_009119399.1	Cg004G1393200
OG0002135	XP_009112393.1	Cg004G1401000
OG0002135	XP_009108112.1	Cg001G0052500
OG0002136	XP_009137528.1	Cg001G0164600
OG0002136	XP_009108208.1	Cg003G0765900
OG0002137	XP_033133158.1, XP_009137456.1, XP_009137395.1	Cg001G0165300
OG0002138	XP_009125933.1	Cg001G0077800
OG0002138	XP_009117222.1	Cg005G1726200
OG0002140	XP_033129016.1	Cg001G0201900
OG0002141	XP_009101634.1	Cg001G0201700
OG0002141	XP_009101632.1	Cg008G2951100
OG0002142	XP_033134037.1, XP_009133731.2, XP_009137148.1	Cg001G0198200
OG0002143	XP_009134344.1, XP_009108515.1	Cg001G0193600
OG0002144	XP_009134149.2	Cg003G0786000
OG0002144	XP_009145120.1	Cg006G1910800
OG0002145	XP_009116939.1	Cg002G0403000
OG0002146	XP_009142644.1	Cg005G1465000
OG0002146	XP_018510353.1	Cg002G0413300
OG0002147	XP_009104316.1	Cg002G0414700
OG0002147	XP_009142682.1	Cg005G1467900
OG0002148	XP_009116767.2, XP_009104281.2	Cg002G0419900
OG0002148	XP_009143146.1	Cg005G1474800
OG0002150	XP_009133523.1, XP_009142795.1, XP_009142794.2	Cg005G1510500
OG0002151	XP_009141969.1	Cg005G1519600
OG0002151	XP_009116386.1	Cg002G0456000
OG0002152	XP_009104020.1, XP_009116374.1	Cg002G0457000
OG0002152	XP_009142726.1	Cg005G1518900
OG0002153	XP_009116346.1	Cg002G0460300
OG0002153	XP_009142708.1	Cg005G1522100
OG0002154	XP_009139258.2	Cg005G1545900
OG0002154	XP_009116106.1	Cg002G0485000
OG0002155	XP_009103859.1, XP_009139421.1, XP_009116029.1	Cg002G0493100
OG0002156	XP_009119902.1	Cg003G0919200
OG0002156	XP_009137686.1, XP_009143884.1	Cg001G0125800
OG0002157	XP_009114205.1	Cg004G1233600
OG0002157	XP_009146493.2	Cg001G0244500
OG0002158	XP_009107690.1	Cg001G0284100
OG0002158	XP_009102507.1, XP_009135895.1	Cg004G1315100
OG0002160	XP_009105303.1	Cg007G2443000
OG0002160	XP_009109836.1	Cg006G2003600
OG0002161	XP_009109860.1, XP_033131565.1, XP_009113829.2	Cg006G2006800
OG0002162	XP_009112559.2, XP_009102225.1	Cg004G1423600
OG0002162	XP_009127899.1	Cg001G0099200
OG0002163	XP_009141978.1	Cg005G1517700
OG0002163	XP_009144076.2, XP_009142735.1	Cg005G1517800
OG0002164	XP_033143899.1, XP_009143259.1	Cg005G1531600
OG0002165	XP_009141663.2, XP_009143490.1	Cg005G1559100
OG0002167	XP_009140266.1	Cg005G1776500
OG0002167	XP_018508066.1, XP_009101921.2, XP_009109516.1	Cg001G0007400
OG0002168	XP_009117405.2, XP_009140276.2	Cg005G1774700
OG0002169	XP_009109497.1, XP_033128052.1, XP_009150927.2	Cg001G0009300
OG0002169	XP_009140281.2	Cg005G1774100
OG0002170	XP_009112728.1	Cg005G1767300
OG0002170	XP_033145365.1	Cg005G1771000
OG0002171	XP_033134277.1, XP_009134189.2, XP_009113604.1	Cg003G0774100
OG0002172	XP_009151238.1	Cg008G2833000
OG0002172	XP_009124212.1	Cg004G1110100
OG0002174	XP_009143164.1, XP_009142360.1	Cg005G1471900
OG0002175	XP_009117119.1, XP_009118639.2, XP_009109184.1	Cg008G2837500
OG0002176	XP_009129895.2, XP_009151169.2	Cg008G2824200
OG0002177	XP_009147121.1	Cg004G1133800
OG0002177	XP_009129755.1, XP_009151707.2	Cg008G2863600, Cg008G2848700
OG0002178	XP_033129713.1	Cg008G2869200, Cg008G2853400
OG0002178	XP_009134954.1, XP_009147099.1	Cg004G1135800
OG0002179	XP_009123906.1	Cg004G1146200
OG0002179	XP_018514291.1	Cg004G1146100
OG0002180	XP_009146641.1	Cg004G1181000
OG0002180	XP_009120938.1, XP_009135207.1	Cg008G2639800
OG0002181	XP_009146011.1, XP_009114009.1	Cg006G1850500
OG0002181	XP_009135530.1	Cg004G1239800
OG0002182	XP_009135568.1, XP_009113491.1	Cg004G1247000
OG0002182	XP_009147951.1	Cg006G1846300
OG0002183	XP_009112734.1	Cg004G1250000
OG0002184	XP_009107284.1, XP_009145107.1	Cg006G1834600
OG0002185	XP_009111615.1, XP_009151829.2	Cg002G0642500
OG0002185	XP_009139922.1	Cg001G0367400
OG0002186	XP_009108819.1, XP_009145320.1	Cg004G1292200
OG0002187	XP_009124241.1	Cg001G0319900
OG0002187	XP_009127384.1	Cg007G2392000
OG0002187	XP_033148478.1	Cg007G2391900
OG0002188	XP_009118332.1	Cg006G2174300
OG0002189	XP_009141525.1, XP_009133050.2	Cg005G1574700
OG0002191	XP_009119138.1	Cg006G2210000
OG0002191	XP_009141442.3, XP_009141200.1	Cg005G1613500
OG0002193	XP_033135058.1	Cg007G2311700
OG0002193	XP_009148365.1	Cg006G2159800
OG0002194	XP_009113268.1	Cg007G2308600
OG0002194	XP_009123061.1, XP_009148373.1, XP_009144440.1	Cg006G2159100
OG0002195	XP_033135825.1	Cg007G2298700
OG0002195	XP_033133574.1, XP_009118221.2	Cg006G2153700
OG0002196	XP_009148603.2	Cg001G0177500
OG0002197	XP_009148891.1, XP_033135640.1	Cg006G2113000
OG0002197	XP_009107126.1	Cg002G0695300
OG0002198	XP_009115570.1	Cg006G2036300
OG0002198	XP_009105774.1	Cg007G2481100
OG0002199	XP_009115567.2	Cg006G2036000
OG0002200	XP_009127850.1, XP_009104925.2, XP_009105783.1	Cg007G2482000
OG0002201	XP_009113068.1	Cg007G2418600, Cg007G2418500
OG0002202	XP_009132761.2, XP_033143613.1	Cg001G0393600
OG0002203	XP_009128628.1, XP_009137851.2	Cg001G0107200
OG0002205	XP_009127457.1	Cg007G2418700
OG0002207	XP_009109475.1, XP_009101568.2	Cg001G0012400
OG0002208	XP_009117299.2	Cg005G1757900
OG0002209	XP_009108757.1, XP_018509129.2	Cg001G0062300
OG0002210	XP_009114552.1	Cg001G0058500
OG0002210	XP_009102326.1	Cg004G1385000
OG0002210	XP_009136262.1	Cg004G1375900
OG0002211	XP_009139591.1	Cg001G0276000
OG0002211	XP_009102567.1, XP_009135869.1	Cg004G1308200
OG0002212	XP_009102986.1, XP_009113771.1	Cg006G2001700
OG0002213	XP_009109165.1	Cg001G0134100
OG0002213	XP_009127029.1	Cg003G0939600
OG0002214	XP_033131750.1	Cg007G2436500, Cg007G2433600, Cg007G2435200
OG0002216	XP_033133966.1	Cg001G0079200
OG0002221	XP_009141475.1, XP_009143687.1, XP_009102325.2	Cg005G1580800
OG0002222	XP_009120050.1	Cg006G1988300
OG0002223	XP_009107521.1	Cg008G2738400
OG0002224	XP_009109242.1, XP_009138303.1	Cg001G0157500
OG0002225	XP_018512495.1	Cg008G2710200
OG0002225	XP_009124816.1, XP_009134609.1	Cg004G1075900
OG0002226	XP_009125948.1	Cg004G1404200, Cg003G0781600, Cg003G0781200, Cg003G0781000, Cg003G0780600, Cg003G0780800, Cg003G0781700, Cg003G0781300, Cg003G0781400, Cg003G0781100, Cg003G0780700, Cg003G0780900
OG0002227	XP_009140775.1	Cg005G1675600
OG0002227	XP_009110896.2, XP_009118376.2	Cg006G2179600
OG0002228	XP_033145183.1	Cg005G1647700
OG0002228	XP_033135886.1	Cg006G2186000
OG0002229	XP_009144023.2	Cg005G1612900
OG0002229	XP_033138568.1	Cg006G2210300
OG0002230	XP_009111112.1	Cg006G2223700
OG0002230	XP_009113985.1	Cg008G2931000
OG0002231	XP_009119325.1	Cg006G2224800
OG0002231	XP_009101767.2, XP_009123908.2	Cg008G2934700
OG0002232	XP_009101725.1, XP_018509639.2	Cg008G2942600, Cg006G2229600
OG0002234	XP_009138920.1	Cg001G0152400
OG0002235	XP_033144027.1	Cg001G0151600
OG0002235	XP_033133506.1	Cg006G1968900
OG0002236	XP_009106864.1	Cg003G0904900
OG0002236	XP_033143313.1	Cg001G0148300
OG0002237	XP_033146330.1	Cg005G1591600
OG0002238	XP_009115179.1, XP_009109605.1	Cg006G1972300
OG0002239	XP_009141408.2, XP_009141530.2	Cg005G1584300
OG0002239	XP_009107759.2, XP_009115044.1	Cg006G1965300
OG0002241	XP_009114890.1	Cg006G1949000
OG0002241	XP_033147156.1	Cg005G1579300
OG0002242	XP_009103457.2	Cg003G1058300
OG0002242	XP_009101744.1, XP_009115702.1	Cg002G0525400
OG0002243	XP_009122351.1, XP_009125685.1	Cg008G2645100
OG0002243	XP_009150121.1	Cg003G1008700
OG0002244	XP_033142400.1	Cg003G0998700
OG0002245	XP_009142265.1, XP_009143039.1	Cg005G1485400
OG0002248	XP_009135205.1, XP_009135204.1	Cg001G0289500
OG0002249	XP_033143203.1, XP_009120490.1, XP_009126670.1	Cg003G0987900
OG0002250	XP_033138849.1	Cg003G0976900
OG0002250	XP_033143134.1	Cg004G1077900
OG0002251	XP_009120276.1	Cg003G0965900
OG0002251	XP_009139545.1	Cg001G0145300
OG0002252	XP_009124813.1	Cg001G0140200
OG0002252	XP_009126928.1	Cg003G0955500
OG0002253	XP_009120009.1	Cg003G0936700
OG0002253	XP_009137633.1	Cg001G0132200
OG0002254	XP_009118717.2, XP_033138277.1	Cg006G2235400
OG0002254	XP_033142014.1	Cg003G0724900, Cg014G3029800
OG0002255	XP_033131096.1	Cg004G1401300
OG0002255	XP_009135421.1	Cg001G0184900
OG0002256	XP_009146737.2, XP_009135159.1	Cg004G1173100
OG0002256	XP_009130902.1	Cg008G2630100
OG0002257	XP_009146786.1	Cg004G1170200
OG0002257	XP_033138828.1	Cg008G2625700
OG0002258	XP_009143384.1	Cg005G1547800
OG0002258	XP_033145041.1	Cg008G2607100
OG0002259	XP_009122744.1	Cg008G2600700
OG0002259	XP_033134638.1, XP_009113470.2	Cg008G2600800
OG0002260	XP_009125418.1, XP_009130656.1	Cg008G2588600
OG0002261	XP_033145236.1	Cg001G0381100
OG0002261	XP_009129439.1, XP_009151982.1	Cg002G0654500
OG0002262	XP_009128447.1	Cg007G2577900
OG0002262	XP_009110487.1, XP_009148927.1	Cg006G2109600
OG0002263	XP_009110479.1, XP_009148947.1	Cg006G2108400
OG0002264	XP_009106722.1	Cg007G2574100
OG0002264	XP_009149022.1	Cg006G2104900
OG0002265	XP_033130847.1	Cg006G2044700
OG0002266	XP_009128247.2	Cg007G2548300
OG0002266	XP_009110161.1	Cg006G2046900
OG0002267	XP_009106356.1	Cg007G2540400
OG0002268	XP_009104686.2	Cg007G2533200
OG0002269	XP_009128104.1	Cg007G2525800
OG0002269	XP_009149460.1	Cg006G2068400
OG0002270	XP_009149449.1	Cg006G2069200
OG0002270	XP_009128096.1	Cg007G2524800
OG0002271	XP_009138882.1	Cg002G0427500
OG0002271	XP_009147494.1	Cg006G1786100
OG0002272	XP_009146494.1	Cg001G0163800, Cg004G1194400
OG0002272	XP_009144743.1	Cg006G1787200
OG0002273	XP_009146483.1	Cg004G1195300
OG0002273	XP_009106881.1	Cg006G1788100
OG0002274	XP_009102631.1	Cg004G1301700
OG0002274	XP_009109579.1, XP_009147066.1	Cg001G0268500
OG0002275	XP_009139510.1	Cg001G0266400
OG0002275	XP_009107772.1	Cg001G0266500
OG0002276	XP_033131773.1	Cg007G2504000
OG0002276	XP_009149249.1	Cg006G2085700
OG0002277	XP_009127703.1, XP_009105010.1, XP_009105460.1	Cg007G2460700
OG0002277	XP_009109914.1	Cg006G2014300
OG0002278	XP_009117475.1	Cg004G1443400
OG0002279	XP_009129307.1, XP_009109070.1	Cg001G0114000
OG0002280	XP_033145720.1	Cg001G0376400
OG0002280	XP_009151939.1, XP_009111578.1	Cg002G0649200
OG0002281	XP_009151972.1, XP_009129424.1	Cg002G0652400
OG0002281	XP_033131894.1	Cg001G0379700
OG0002282	XP_009148646.1	Cg006G2129200
OG0002282	XP_009129571.1, XP_009152092.1	Cg002G0667600
OG0002283	XP_009111697.2	Cg004G1261600
OG0002283	XP_009107253.1, XP_009147869.1	Cg006G1833400
OG0002284	XP_009144857.1	Cg006G1812400
OG0002284	XP_009107142.1, XP_009147699.1	Cg004G1225300
OG0002285	XP_009143783.1, XP_009141376.2	Cg005G1589700
OG0002285	XP_009141377.1	Cg005G1589600
OG0002287	XP_009145691.1	Cg001G0238600
OG0002287	XP_033146294.1, XP_009143631.1	Cg005G1576200
OG0002288	XP_009128889.1	Cg008G2976000
OG0002288	XP_033144963.1	Cg001G0223000
OG0002289	XP_009136837.1, XP_009144570.1	Cg001G0229600
OG0002290	XP_009146821.1, XP_009122731.1	Cg004G1165500
OG0002291	XP_033129911.1, XP_018513128.1	Cg002G0522600
OG0002292	XP_009136539.1	Cg002G0527100
OG0002293	XP_009137350.1	Cg001G0170400
OG0002293	XP_009127316.1	Cg003G0895200
OG0002294	XP_009101686.1	Cg008G2948900
OG0002294	XP_009108462.2, XP_009133544.2	Cg001G0199700
OG0002295	XP_009134133.1	Cg003G0790700
OG0002295	XP_018508135.1	Cg006G2116800
OG0002296	XP_009133037.1	Cg005G1576400
OG0002296	XP_009145495.2	Cg001G0236500
OG0002298	XP_009142369.1	Cg005G1471000
OG0002298	XP_033134584.1, XP_009104295.1	Cg002G0417700
OG0002299	XP_009116427.1	Cg002G0452100
OG0002299	XP_018514172.1	Cg005G1515700
OG0002300	XP_009116345.1	Cg002G0460400, Cg005G1522200
OG0002301	XP_009133413.2, XP_009143241.1	Cg005G1530000
OG0002301	XP_009116292.1	Cg002G0465000
OG0002302	XP_009133368.2, XP_009143311.2	Cg005G1537300
OG0002302	XP_009139181.2	Cg002G0473200
OG0002303	XP_033134471.1	Cg002G0476100
OG0002304	XP_009110533.1	Cg006G2023900
OG0002305	XP_009127592.1, XP_009105070.2, XP_009105351.1	Cg007G2447200
OG0002306	XP_018511215.1	Cg006G2216200
OG0002306	XP_009114589.1	Cg003G0746400
OG0002307	XP_009140291.1	Cg005G1772800
OG0002307	XP_009101891.1	Cg001G0010500
OG0002308	XP_009129251.1	Cg001G0018000
OG0002308	XP_009140346.1	Cg005G1766500
OG0002309	XP_009148001.1	Cg006G1905200
OG0002310	XP_009113617.1, XP_009134194.1	Cg003G0771900
OG0002310	XP_009134195.2	Cg003G0771800
OG0002311	XP_009133269.1	Cg001G0195300, Cg001G0299900
OG0002312	XP_009108335.1	Cg001G0227000
OG0002313	XP_009151727.1, XP_009129774.1	Cg008G2844800, Cg008G2844700, Cg008G2844600
OG0002315	XP_009135543.2, XP_009113863.1	Cg004G1241600
OG0002316	XP_009107357.1	Cg006G1848700
OG0002316	XP_009145978.2	Cg004G1242900
OG0002317	XP_009107349.1	Cg006G1848100
OG0002317	XP_009113699.2, XP_009145967.1	Cg004G1243900
OG0002318	XP_009145904.1	Cg004G1249000
OG0002318	XP_009147944.1	Cg006G1845000
OG0002319	XP_033128550.1	Cg002G0567000
OG0002320	XP_033138006.1, XP_018510298.2, XP_033138154.1	Cg006G2252400
OG0002321	XP_018511154.1	Cg006G2252000
OG0002321	XP_009111467.1, XP_009134536.2	Cg014G3050800, Cg003G0704800
OG0002322	XP_009134549.1, XP_009111482.1	Cg014G3053300, Cg003G0702700
OG0002323	XP_009119625.2	Cg006G2240800
OG0002324	XP_009110942.1, XP_009118436.1	Cg006G2189900, Cg006G2189500
OG0002325	XP_009148143.1, XP_009110869.1	Cg006G2175000
OG0002326	XP_018514490.1	Cg006G2160300
OG0002326	XP_009113284.2	Cg007G2311000
OG0002327	XP_009114200.1, XP_009129164.1	Cg002G0685700
OG0002327	XP_009148833.1	Cg006G2118300
OG0002328	XP_009149058.1	Cg006G2102200
OG0002328	XP_009106686.1, XP_009128377.1	Cg007G2567600
