Orthogroup	Brassica_rapa	Alyssum_gmelinii
OG0001677	XP_009146083.1	Ag014G2032400
OG0001677	XP_009107159.1, XP_009147720.2, XP_009144867.2	Ag001G0068600
OG0001679	XP_009147667.1, XP_009144817.1	Ag001G0084500
OG0001679	XP_009115398.1	Ag014G2018200
OG0001681	XP_009130811.1, XP_009136855.1	Ag050G4794400
OG0001681	XP_009128938.1	Ag037G4135500, Ag016G2318600
OG0001682	XP_009123181.1, XP_009114297.1, XP_009101449.1	Ag016G2318700, Ag037G4135400
OG0001682	XP_009136854.2	Ag050G4794800
OG0001683	XP_009136319.1, XP_009112395.2, XP_033134126.1	Ag044G4494800
OG0001683	XP_009108692.1, XP_009107674.1	Ag011G1144600
OG0001684	XP_009136326.1, XP_009121204.1	Ag044G4495500
OG0001684	XP_009138336.1, XP_009107264.1	Ag011G1142900
OG0001685	XP_009135638.1, XP_009108552.1, XP_009137242.2	Ag033G3533600
OG0001686	XP_009108550.1, XP_009135587.1	Ag033G3533800
OG0001686	XP_009134294.2	Ag066G5141300
OG0001687	XP_009135267.2, XP_009108530.1	Ag033G3622400
OG0001687	XP_009114542.1	Ag087G5426200, Ag066G5155800
OG0001688	XP_009136111.2, XP_009136112.2	Ag033G3643900
OG0001689	XP_009145124.1, XP_009107914.2	Ag015G2258300
OG0001689	XP_009134146.3	Ag028G3078700
OG0001690	XP_009138685.1, XP_009116971.3	Ag031G3174900
OG0001691	XP_009138711.1, XP_009116949.2	Ag031G3176500
OG0001691	XP_009133821.1	Ag003G0283700
OG0001692	XP_009116930.1	Ag031G3178500
OG0001692	XP_033147574.1, XP_009147975.1	Ag003G0281700
OG0001693	XP_009142577.1, XP_033142600.1	Ag003G0297200
OG0001693	XP_033135036.1, XP_009104360.1	Ag031G3191400
OG0001694	XP_009140206.1	Ag031G3218800
OG0001695	XP_009116710.1, XP_033131435.1	Ag031G3224500
OG0001695	XP_009142280.1	Ag003G0334500
OG0001696	XP_009116709.1, XP_009104254.1	Ag031G3224600
OG0001696	XP_018514843.1, XP_009133681.1	Ag003G0338200
OG0001697	XP_018513467.1, XP_009142177.1	Ag003G0367100
OG0001697	XP_009138913.1, XP_009116598.1	Ag031G3244200
OG0001698	XP_018514272.1	Ag003G0375500
OG0001698	XP_009138935.1, XP_009104172.1, XP_009116562.1	Ag031G3258900
OG0001699	XP_009142817.1	Ag003G0393600
OG0001699	XP_009116480.1, XP_009139008.2, XP_009104076.3	Ag031G3287700
OG0001700	XP_009139054.1	Ag031G3307900
OG0001700	XP_009139056.2, XP_009102593.2	Ag031G3307700
OG0001701	XP_009133299.1	Ag039G4267700
OG0001702	XP_009127145.1	Ag020G2565700
OG0001703	XP_009124264.1	Ag029G3112200
OG0001704	XP_009136205.1, XP_009112251.2, XP_009123167.1	Ag067G5200400
OG0001705	XP_009143265.1, XP_033143903.1, XP_009141852.1	Ag039G4220500
OG0001706	XP_009140298.1, XP_009134000.1, XP_009117377.1	Ag015G2184700
OG0001707	XP_009134111.1	Ag026G2985700, Ag021G2595400
OG0001708	XP_009134179.1	Ag021G2597800
OG0001708	XP_009103216.1, XP_009115594.1	Ag034G4029500
OG0001709	XP_009128713.1	Ag021G2603600
OG0001709	XP_009123746.1, XP_009107947.1	Ag052G4856400
OG0001710	XP_009124951.1, XP_009129615.1	Ag014G1845300
OG0001710	XP_033140498.1, XP_009151148.1	Ag038G4157800
OG0001711	XP_009151216.1	Ag038G4173400
OG0001712	XP_033147777.1	Ag014G1828100
OG0001712	XP_009129852.1, XP_009111931.1	Ag038G4175200
OG0001714	XP_009147410.1, XP_009125040.1	Ag014G1772800
OG0001714	XP_033147385.1	Ag014G1772900
OG0001715	XP_033148195.1, XP_033148196.1	Ag014G1797700
OG0001715	XP_009119173.1, XP_009119167.2	Ag014G1797500
OG0001716	XP_009118360.1, XP_009148115.1, XP_009110878.1	Ag034G3758500
OG0001716	XP_009123981.1	Ag014G1819400
OG0001717	XP_009114653.1, XP_009135495.1, XP_009146067.1	Ag014G2038300
OG0001717	XP_009124881.1	Ag014G1837800
OG0001718	XP_033128706.1	Ag014G1843000
OG0001719	XP_009134885.2, XP_009129657.1	Ag014G1852600
OG0001719	XP_009126289.1	Ag060G5000800
OG0001720	XP_009129666.2, XP_009124922.2	Ag014G1855200
OG0001720	XP_009120957.1	Ag060G5006100
OG0001722	XP_009124698.1, XP_009147137.1	Ag014G1859600
OG0001723	XP_009147117.2	Ag014G1864000
OG0001723	XP_009111860.1, XP_009129753.1	Ag043G4459000
OG0001724	NP_001288886.1, XP_009123179.1	Ag014G1902700
OG0001725	XP_009140507.1	Ag014G1935600
OG0001726	XP_009145948.1	Ag014G2070400
OG0001726	XP_009147956.1	Ag025G2940800
OG0001727	XP_009112799.2, XP_009145905.1	Ag014G2079800
OG0001727	XP_009147945.1, XP_009107337.1	Ag025G2944000
OG0001728	XP_009137753.1, XP_033140043.1	Ag010G1019000
OG0001728	XP_009132511.1, XP_009119821.1	Ag073G5258700
OG0001729	XP_018508806.1, XP_009115831.1, XP_009149019.1	Ag017G2430700, Ag017G2431100
OG0001730	XP_009119692.1	Ag034G3660000
OG0001730	XP_009111418.1, XP_009134509.1	Ag019G2519300
OG0001731	XP_009111414.1, XP_009128504.1, XP_009134506.1	Ag019G2518200
OG0001731	XP_009118810.1	Ag034G3660400
OG0001732	XP_009111329.1	Ag019G2497400
OG0001732	XP_009119637.1, XP_009118775.1	Ag034G3668300
OG0001733	XP_033138312.1	Ag034G3672300
OG0001733	XP_009134443.1, XP_009128526.1	Ag019G2492800
OG0001734	XP_009102599.1	Ag002G0260700
OG0001734	XP_009148281.1	Ag034G3777000
OG0001735	XP_009104187.2, XP_033143547.1, XP_033134514.1	Ag002G0221200
OG0001735	XP_033135912.1, XP_009144405.1, XP_009148436.2	Ag034G3798000
OG0001736	XP_009113142.1	Ag002G0212500
OG0001736	XP_009148449.1	Ag034G3801500
OG0001737	XP_009136724.1	Ag034G3816500
OG0001737	XP_009148627.2	Ag034G3816800, Ag034G3816700
OG0001738	XP_033143583.1, XP_033134785.1	Ag002G0179400
OG0001739	XP_009118030.1	Ag034G3836400
OG0001740	XP_009104930.1, XP_009105760.2	Ag034G4053900
OG0001740	XP_009103201.1, XP_009110124.1	Ag034G4035300
OG0001741	XP_009132042.2, XP_009109405.2	Ag011G1067600
OG0001741	XP_009105803.1, XP_009104919.1	Ag034G4046900
OG0001742	XP_018511738.1, XP_009105723.1	Ag034G4061500
OG0001742	XP_009110106.1, XP_009115538.1	Ag018G2456600
OG0001743	XP_009103153.1	Ag018G2461600
OG0001744	XP_009104772.1, XP_033138168.1, XP_033134709.1, XP_009113126.2, XP_009113125.1	Ag002G0204200, Ag002G0204300
OG0001745	XP_018515282.2, XP_009127222.1, XP_009109444.1	Ag011G1057000
OG0001746	XP_009109426.2, XP_009130625.1	Ag011G1063600
OG0001747	XP_009134450.1, XP_009138498.1, XP_033133042.1	Ag011G1074800
OG0001748	XP_009147843.1	Ag011G1098500
OG0001749	XP_009109058.1	Ag011G1147000
OG0001750	XP_009138028.1, XP_009126756.1	Ag011G1246600
OG0001751	XP_009137984.2	Ag011G1266700
OG0001763	XP_009134729.1	Ag014G1803100
OG0001763	XP_009107527.1	Ag013G1359200
OG0001764	XP_009147304.1	Ag014G1793300
OG0001765	XP_009131539.1	Ag013G1387900
OG0001765	XP_009134709.1, XP_009118581.1, XP_009147323.1	Ag014G1791100
OG0001766	XP_009121491.1, XP_009126107.1	Ag013G1390800
OG0001766	XP_033139553.1, XP_033139552.1, XP_033143169.1	Ag013G1390600
OG0001767	XP_009148463.1	Ag034G3804500
OG0001767	XP_033128948.1	Ag034G3806100, Ag013G1401600, Ag034G3805700, Ag034G3805400, Ag034G3805500, Ag034G3806400, Ag034G3806200, Ag034G3805300
OG0001768	XP_009105698.2, XP_009127786.1	Ag034G4065300
OG0001768	XP_009126013.1	Ag013G1432200
OG0001769	XP_009124046.1, XP_009134595.1	Ag013G1446900
OG0001770	XP_009128410.1, XP_009106734.1	Ag048G4569300
OG0001770	XP_009125966.1	Ag013G1450500
OG0001771	XP_009102910.1, XP_033130398.1	Ag013G1469400
OG0001771	XP_009102661.3, XP_009114970.1	Ag013G1759700
OG0001772	XP_009125292.1, XP_009131169.1	Ag013G1522900
OG0001772	XP_009150651.1	Ag004G0433600
OG0001773	XP_009125301.1	Ag013G1524400
OG0001774	XP_009131026.1	Ag013G1562200
OG0001774	XP_009111971.1, XP_009136427.1	Ag004G0505100
OG0001775	XP_009122323.1	Ag013G1568100
OG0001775	XP_009136493.1	Ag004G0496300
OG0001776	XP_009119568.1	Ag034G3681400
OG0001776	XP_009144538.1	Ag013G1571300
OG0001777	XP_033135888.1	Ag034G3743100
OG0001777	XP_009125053.2	Ag013G1614100
OG0001778	XP_033145174.1	Ag013G1618900
OG0001778	XP_009110946.1, XP_009118962.1	Ag034G3741700
OG0001779	XP_009144362.1	Ag013G1621500, Ag034G3740500
OG0001780	XP_009119003.1	Ag034G3733800
OG0001780	XP_009141046.1, XP_009144322.1	Ag013G1631400
OG0001781	XP_009119085.1	Ag034G3724800
OG0001781	XP_009141141.1, XP_009144238.1	Ag013G1644200
OG0001782	XP_009132917.2, XP_009143882.1	Ag013G1672800
OG0001783	XP_009113941.1	Ag013G1687300
OG0001783	XP_009111135.1	Ag034G3692100
OG0001784	XP_009139031.1	Ag013G1693900
OG0001785	XP_009132571.1, XP_033137677.1	Ag051G4809800
OG0001785	XP_009139264.1	Ag013G1696800
OG0001786	XP_033144398.1, XP_033143021.1	Ag013G1697600, Ag013G1697400, Ag013G1697100, Ag013G1697000, Ag013G1697500
OG0001787	NP_001288844.1	Ag023G2802000
OG0001787	XP_009107463.1, XP_009129553.1	Ag013G1708400, Ag013G1708500
OG0001788	XP_033130163.1, XP_033130162.1, XP_033135959.1	Ag013G1712200
OG0001789	XP_009109591.2, XP_018510350.2	Ag013G1744200
OG0001789	XP_009143751.1	Ag023G2822900
OG0001790	XP_033134689.1, XP_009130252.1, XP_033128340.1	Ag004G0468100
OG0001791	XP_009121192.1, XP_009146686.1, XP_009146687.1	Ag014G1940000
OG0001792	XP_033136608.1, XP_009112037.2	Ag004G0476900, Ag004G0476800
OG0001793	XP_018509656.1, XP_009109828.1	Ag004G0503600
OG0001793	XP_009113784.1	Ag034G3948500
OG0001794	XP_009124529.1, XP_009124597.1	Ag033G3570700
OG0001794	XP_009150920.2, XP_009151487.2	Ag004G0521500, Ag004G0521700, Ag004G0522300
OG0001795	XP_009151120.1	Ag004G0550500
OG0001795	XP_033142136.1	Ag027G3071800
OG0001796	XP_009123296.1, XP_009131861.1, XP_009126528.1	Ag004G0587300, Ag004G0587100
OG0001797	XP_009120675.1, XP_009131865.2	Ag004G0590400
OG0001798	XP_009150080.1, XP_009126605.1, XP_009120574.1	Ag004G0619200
OG0001799	XP_009120510.1	Ag004G0633100, Ag004G0631700
OG0001800	XP_009149962.1, XP_009132014.2, XP_009120427.1, XP_009126716.1	Ag004G0651200
OG0001801	XP_033142006.1, XP_033144536.1	Ag004G0712300
OG0001802	XP_009126977.1, XP_009121283.2	Ag004G0732400
OG0001803	XP_009146683.2, XP_009121170.1	Ag014G1940300
OG0001803	XP_009130944.1	Ag022G2683400
OG0001804	XP_009130892.1, XP_009122164.1	Ag022G2709000
OG0001804	XP_009102222.1	Ag042G4400600
OG0001805	XP_009122791.2, XP_009146828.1	Ag014G1914400
OG0001805	XP_009122588.1	Ag022G2732300
OG0001806	XP_009123014.1	Ag014G1909500
OG0001806	XP_009122631.1, XP_033145073.1	Ag022G2738900
OG0001807	XP_033145109.1, XP_009125545.1	Ag022G2739400, Ag033G3573000
OG0001807	XP_009146852.1	Ag014G1909300
OG0001808	XP_009125485.1, XP_009122728.1	Ag022G2759800
OG0001809	XP_009151975.1, XP_009111567.1	Ag012G1308300
OG0001809	XP_009125158.1	Ag075G5286600
OG0001810	XP_009145338.1	Ag011G1101200
OG0001811	XP_009117723.1, XP_018508065.1	Ag034G3914400
OG0001811	XP_009104569.1	Ag048G4612100
OG0001812	XP_009104647.2, XP_033130156.1	Ag048G4650300, Ag048G4650400
OG0001812	XP_009106066.1, XP_033130982.1, XP_009149607.2	Ag034G4000100
OG0001813	XP_009149596.1	Ag034G3998200
OG0001814	XP_009106341.1	Ag048G4654000
OG0001814	XP_009110197.1, XP_009149588.1	Ag034G3996000
OG0001815	XP_009106260.1	Ag048G4679600
OG0001815	XP_033128788.1, XP_018511350.2	Ag034G3978700
OG0001816	XP_009104871.1, XP_009104876.1	Ag018G2447600
OG0001816	XP_009104872.1	Ag048G4705500
OG0001817	XP_009125060.1	Ag025G2932600
OG0001818	XP_009110277.1, XP_009149419.1	Ag034G3962500
OG0001819	XP_009150786.1, XP_009121103.1	Ag040G4340000
OG0001819	XP_009101231.1, XP_009138366.1	Ag011G1123100
OG0001820	XP_009109259.1, XP_009148123.2	Ag011G1107900
OG0001820	XP_009121069.1	Ag040G4349900
OG0001821	XP_009141590.1, XP_009133082.1	Ag054G4887400
OG0001821	XP_009115990.1, XP_009125240.1	Ag031G3406000
OG0001822	XP_009152050.2, XP_009129499.1	Ag012G1323200
OG0001822	XP_009141610.1	Ag054G4896900
OG0001824	XP_009105959.1, XP_033139311.1, XP_009104833.2	Ag078G5333300
OG0001826	XP_009106103.2, XP_009104763.2	Ag078G5380200
OG0001826	XP_033128122.1	Ag034G3949500
OG0001827	XP_009137831.1, XP_009128967.1	Ag045G4523800
OG0001827	XP_009112635.1	Ag042G4431400
OG0001828	XP_009115410.1	Ag057G4962700, Ag018G2475000
OG0001829	XP_009131656.1	Ag050G4773900
OG0001829	XP_033140789.1, XP_009101540.1	Ag006G0799100, Ag058G4986500
OG0001830	XP_018510416.1, XP_009101598.1	Ag006G0830900
OG0001830	XP_009136988.1, XP_033133291.1	Ag050G4749700
OG0001831	XP_009118443.1	Ag034G3740700
OG0001832	XP_018514902.1, XP_033132398.1, XP_009147743.1	Ag001G0062600
OG0001833	XP_009114947.1, XP_009146167.1	Ag014G2026900
OG0001833	XP_009107145.1	Ag001G0075100
OG0001834	XP_009132984.1, XP_033147652.1	Ag023G2818000
OG0001834	XP_018511212.1, XP_009127238.1	Ag051G4803500, Ag073G5264000
OG0001835	XP_018511900.2, XP_009125981.2	Ag050G4784700, Ag050G4784400, Ag050G4785000, Ag050G4743500, Ag050G4785200, Ag050G4784300, Ag050G4784200, Ag050G4784100, Ag050G4783800, Ag025G2921400, Ag002G0244000, Ag019G2534800, Ag031G3375800
OG0001836	XP_009122567.1	Ag058G4972100
OG0001836	XP_009110952.1	Ag034G3740400
OG0001837	XP_009117148.1, XP_009108756.1	Ag011G1221200
OG0001837	XP_033130559.1	Ag044G4484600
OG0001838	XP_009121160.1	Ag044G4503100
OG0001838	XP_009108618.1, XP_009103898.1	Ag011G1126400
OG0001839	XP_009108200.1	Ag021G2612500
OG0001840	XP_009137291.1, XP_009136287.1	Ag033G3508600
OG0001840	XP_009134250.1	Ag030G3129000
OG0001841	XP_033144900.1, XP_009137020.2, XP_009137026.1	Ag033G3583000, Ag033G3530700, Ag033G3557000, Ag033G3583100, Ag033G3557500, Ag033G3556900, Ag033G3556700, Ag033G3557300, Ag033G3557700, Ag033G3558700
OG0001842	XP_009119564.1	Ag034G3681800
OG0001842	XP_033129253.1	Ag033G3587400
OG0001843	XP_009114481.1	Ag016G2376400
OG0001843	XP_009108514.1	Ag033G3598300
OG0001844	XP_009114518.1	Ag016G2391700
OG0001844	XP_009134899.1, XP_009108494.1	Ag033G3613000
OG0001845	XP_009118391.1, XP_009148073.1	Ag034G3752000
OG0001846	XP_009116419.1	Ag029G3097500, Ag031G3304800, Ag031G3144500
OG0001846	XP_009140695.1	Ag003G0412000
OG0001847	XP_009138712.1	Ag031G3176600
OG0001848	XP_009116888.1, XP_009104363.1	Ag031G3191300
OG0001849	XP_009138823.1	Ag031G3218400
OG0001849	XP_009104096.2, XP_009133708.2	Ag003G0326200
OG0001850	XP_009138848.1	Ag031G3224300
OG0001850	XP_009142283.1, XP_009143068.3	Ag003G0334100
OG0001851	XP_009116696.1, XP_009138865.1	Ag031G3226600
OG0001851	XP_009142272.1	Ag003G0339400
OG0001852	XP_009138874.1	Ag031G3229200
OG0001852	XP_033144394.1, XP_009142257.1	Ag003G0344900
OG0001853	XP_009133662.1	Ag003G0347600
OG0001853	XP_009116678.2, XP_009138888.1, XP_009104239.1	Ag031G3231700
OG0001854	XP_009127573.2	Ag039G4263600, Ag031G3236100
OG0001854	XP_009138901.1	Ag031G3236700
OG0001855	XP_009141952.1	Ag039G4189600
OG0001855	XP_009139087.1	Ag031G3316500
OG0001856	XP_009143285.1	Ag039G4227100
OG0001856	XP_009139150.1	Ag031G3340300
OG0001857	XP_009139214.2, XP_009139211.2	Ag031G3363200, Ag031G3363400
OG0001858	XP_009116026.1	Ag031G3392700
OG0001858	XP_009141627.1	Ag039G4322700
OG0001859	XP_009143525.1	Ag011G1097600
OG0001859	XP_009112486.1	Ag042G4388200
OG0001860	XP_009109342.1, XP_033146460.1, XP_033144470.1	Ag011G1093400
OG0001860	XP_009112549.2	Ag042G4393200
OG0001861	XP_009105164.2	Ag036G4099000
OG0001861	XP_033139428.1	Ag039G4324400, Ag039G4324500
OG0001862	XP_009134274.1, XP_009134275.1	Ag066G5128800
OG0001863	XP_009144511.1	Ag066G5144400
OG0001864	XP_033145363.1, XP_009117324.1	Ag015G2196500
OG0001864	XP_009109394.1	Ag011G1070400
OG0001866	XP_009110801.1	Ag034G3776600
OG0001866	XP_009146999.1	Ag015G2254800, Ag014G1881600
OG0001867	XP_009133542.1, XP_009133541.1	Ag003G0382700, Ag003G0382600
OG0001869	XP_009103314.2, XP_009127091.2, XP_033132908.1	Ag034G3992700
OG0001870	XP_033146066.1	Ag034G3804900
OG0001871	XP_009147340.2, XP_018510486.2, XP_009134686.1, XP_009118383.1, XP_009134687.1	Ag014G1785500
OG0001872	XP_009129642.1	Ag034G4056800, Ag014G1849900
OG0001872	XP_009106619.1, XP_009102598.1	Ag064G5094900, Ag027G3009600
OG0001873	XP_009110567.2, XP_009117947.1	Ag034G3852900
OG0001873	XP_009129097.2	Ag014G1893600
OG0001874	XP_009125785.1, XP_009117043.1	Ag011G1177900
OG0001874	XP_009108865.2	Ag014G2127800
OG0001875	XP_009125108.1, XP_009139909.1	Ag061G5022000
OG0001876	XP_009139902.1	Ag061G5022800
OG0001877	XP_033146671.1, XP_009127514.1, XP_009105249.1	Ag061G5033800
OG0001878	XP_033134756.1, XP_009119711.1	Ag034G3657200
OG0001879	XP_033128851.1	Ag034G3792500
OG0001879	XP_009139729.2, XP_009137566.2	Ag010G0991400
OG0001880	XP_009148415.2, XP_018510513.2	Ag034G3793600
OG0001880	XP_009103973.1	Ag002G0227200
OG0001881	XP_009118157.1, XP_009148622.1	Ag034G3818000
OG0001881	XP_009123393.1, XP_009113083.1	Ag002G0181800
OG0001882	XP_009110677.2, XP_009118117.2	Ag034G3818700
OG0001882	XP_009113077.2	Ag002G0180800
OG0001883	XP_009113024.1, XP_009112979.1	Ag002G0158800
OG0001883	XP_009148572.1	Ag034G3829200
OG0001884	XP_009152127.1, XP_009129042.1	Ag085G5419700
OG0001884	XP_009118015.1, XP_033129156.1	Ag034G3840000
OG0001885	XP_033133805.1, XP_009117896.1	Ag034G3864900
OG0001886	XP_009147933.1, XP_009107330.1	Ag034G3882000
OG0001887	XP_033129228.1, XP_009148998.1	Ag034G3890300, Ag034G3890500
OG0001888	XP_009149177.2, XP_009110415.1, XP_009117710.2	Ag034G3918300
OG0001889	XP_009117659.1, XP_033128465.1	Ag034G3924100
OG0001890	XP_009101261.1	Ag034G3998100
OG0001890	XP_009129150.1	Ag034G3998000
OG0001891	XP_009105687.2	Ag034G4071200
OG0001891	XP_009103133.1, XP_033134496.1	Ag018G2465500
OG0001892	XP_009109413.1	Ag011G1067100
OG0001892	XP_009131731.1, XP_033133063.1, XP_033133065.1	Ag011G1067200
OG0001893	XP_033146661.1, XP_033146668.1	Ag011G1173900
OG0001894	XP_009138219.1	Ag011G1217000
OG0001895	XP_009127051.2	Ag011G1256900
OG0001896	XP_009127076.1	Ag011G1257600
OG0001897	XP_009127424.1, XP_018509992.2, XP_009140523.1	Ag011G1268900
OG0001910	XP_033144457.1	Ag047G4545000, Ag046G4531400
OG0001911	XP_009137960.1	Ag047G4549400, Ag046G4536500
OG0001912	XP_009126111.1	Ag013G1389000
OG0001912	XP_009118514.1, XP_009147326.1	Ag014G1790500
OG0001913	XP_009145744.1	Ag013G1400200, Ag007G0868300
OG0001913	XP_033147423.1	Ag014G1872800
OG0001914	XP_009117930.1	Ag014G1781200
OG0001914	XP_009126069.2, XP_009122871.1	Ag013G1404700
OG0001915	XP_018512209.2, XP_009121762.2, XP_009131345.2	Ag013G1465800
OG0001916	XP_009131737.1	Ag004G0553500
OG0001916	XP_009121860.1, XP_009131278.1	Ag013G1487100
OG0001917	XP_009121880.1	Ag013G1489900
OG0001917	XP_009131738.1, XP_009126366.2, XP_009120880.2	Ag004G0552500
OG0001918	XP_033140419.1, XP_009151021.1	Ag013G1518800
OG0001919	XP_009111644.1, XP_033128868.1	Ag004G0535200
OG0001919	XP_033137631.1	Ag013G1520500
OG0001920	XP_009130498.1, XP_009150600.1, XP_009112172.1	Ag004G0440700
OG0001922	XP_009140390.1	Ag015G2196900
OG0001922	XP_009122532.1, XP_009125355.1	Ag013G1541100
OG0001923	XP_009122517.1	Ag013G1545700
OG0001923	XP_009150498.1, XP_009130446.1	Ag004G0455200
OG0001924	XP_009122403.1, XP_009131020.2	Ag013G1563500
OG0001924	XP_009136443.1	Ag004G0501900
OG0001925	XP_009141081.1, XP_009144288.2	Ag013G1636900
OG0001926	XP_009144285.1, XP_033145612.1	Ag013G1637300
OG0001926	XP_009118483.1	Ag034G3730700
OG0001927	XP_009111004.1, XP_009119082.1	Ag034G3725200
OG0001927	XP_009132772.1	Ag013G1643300
OG0001928	XP_009136267.1	Ag024G2883200
OG0001929	XP_009111084.1	Ag034G3702700
OG0001929	XP_009143894.1, XP_009141289.1, XP_009132912.1	Ag013G1671900
OG0001930	XP_009119355.2, XP_009118686.2, XP_009111138.1	Ag034G3691000
OG0001931	XP_009139275.1, XP_009109205.1	Ag013G1698000
OG0001932	XP_009142419.1	Ag003G0305100
OG0001932	XP_033146350.1	Ag003G0305200
OG0001933	XP_009102938.1, XP_009109759.1	Ag013G1716400
OG0001934	XP_009108141.1, XP_009115017.1	Ag013G1754000
OG0001934	XP_009143714.1	Ag023G2831000
OG0001935	XP_009151432.1, XP_009107967.1, XP_009114880.1	Ag013G1768600
OG0001936	XP_009143682.1	Ag023G2836600
OG0001936	XP_033148550.1, XP_009114874.1	Ag013G1769100
OG0001937	XP_009103439.2, XP_009112366.1	Ag004G0423600
OG0001938	XP_009116501.1, XP_009135424.1	Ag004G0508100
OG0001939	XP_009150900.1	Ag052G4838700
OG0001939	XP_009149792.1	Ag004G0772500
OG0001940	XP_009129963.1	Ag011G1174600, Ag004G0544200
OG0001941	XP_009120819.1, XP_009131790.1	Ag012G1306700
OG0001941	XP_009126438.1	Ag004G0566700
OG0001942	XP_009126575.1	Ag004G0605900
OG0001943	XP_009120587.1	Ag004G0615100
OG0001944	XP_009131984.1, XP_009120475.1, XP_009126685.1	Ag004G0639400
OG0001945	XP_009103857.1	Ag004G0653800
OG0001945	XP_009113181.1	Ag002G0225000
OG0001946	XP_009120351.2	Ag004G0666100
OG0001946	XP_009122369.1, XP_009130978.1	Ag022G2668800
OG0001948	XP_009120266.1, XP_009137558.2, XP_033148011.1, XP_009132125.2	Ag004G0690100
OG0001949	XP_009136348.1	Ag044G4500300
OG0001949	XP_018512561.2, XP_018511053.1	Ag004G0699400
OG0001950	XP_009140176.1	Ag061G5027500
OG0001950	XP_009111802.2, XP_009151760.1, XP_009129671.1	Ag004G0716200
OG0001951	XP_009120126.1, XP_009132341.1	Ag004G0725400
OG0001952	XP_009120017.1	Ag004G0751800
OG0001953	XP_009119997.1, XP_009127074.1	Ag004G0756800
OG0001953	XP_009143182.1	Ag010G1008700
OG0001954	XP_009146627.1	Ag014G1947400
OG0001954	XP_009122312.1	Ag022G2672900
OG0001955	XP_009122266.1	Ag022G2681400
OG0001955	XP_009146676.1	Ag014G1941100
OG0001956	XP_009135120.1	Ag014G1919400
OG0001956	XP_009122561.1, XP_009130841.1	Ag022G2725500
OG0001957	XP_033147904.1	Ag014G1904500
OG0001957	XP_009130762.1	Ag022G2752700
OG0001958	XP_009130719.1, XP_009122716.1	Ag022G2757100
OG0001958	XP_009123173.1	Ag014G1903100
OG0001960	XP_009111569.1, XP_009129421.1, XP_009151968.1	Ag012G1307000
OG0001960	XP_009125153.1	Ag075G5284700
OG0001961	XP_009148966.1	Ag034G3889600
OG0001961	XP_009104468.2, XP_009106738.2	Ag048G4568800
OG0001962	XP_033140937.1, XP_009104491.1	Ag048G4578500, Ag048G4579500
OG0001962	XP_033129244.1, XP_033130300.1	Ag034G3895800
OG0001963	XP_009149042.1	Ag034G3897000
OG0001963	XP_009106708.2, XP_033140663.1	Ag048G4580300
OG0001964	XP_009149063.1	Ag034G3900600
OG0001964	XP_009104524.1	Ag048G4585500
OG0001965	XP_009149574.1	Ag034G3992600
OG0001965	XP_009106323.1	Ag048G4659300
OG0001966	XP_033144792.1	Ag011G1121200
OG0001966	XP_009151053.1	Ag048G4662500, Ag011G1119200
OG0001967	XP_009149535.1	Ag034G3984100
OG0001967	XP_009106286.1	Ag078G5365700, Ag048G4671900
OG0001968	XP_018508790.2, XP_033132107.1	Ag048G4687300
OG0001968	XP_009106246.1	Ag048G4673700
OG0001969	XP_009121142.1	Ag040G4334600
OG0001969	XP_033132910.1, XP_033133280.1	Ag011G1127000
OG0001970	XP_009121107.1	Ag040G4339700
OG0001970	XP_033132554.1, XP_009139882.1, XP_009138365.3	Ag011G1123200
OG0001971	XP_009150770.1, XP_009121088.1	Ag040G4346900
OG0001972	XP_033135030.1	Ag040G4348800
OG0001972	XP_009148721.2	Ag011G1113300
OG0001973	XP_009117268.1, XP_009146422.1	Ag014G1978600
OG0001973	XP_009147534.1	Ag032G3447000
OG0001974	XP_009135415.1, XP_009146301.1	Ag014G2002400
OG0001974	XP_009144780.1	Ag032G3470500
OG0001975	XP_009115997.1, XP_009125246.1, XP_009148757.1	Ag031G3404900, Ag054G4891800
OG0001976	XP_009139513.1	Ag064G5097900, Ag007G0877500, Ag003G0374500
OG0001977	XP_018513670.1	Ag007G0884800
OG0001977	XP_033137785.1	Ag064G5108600
OG0001978	XP_009134668.1, XP_009117990.1, XP_009147355.1	Ag014G1781900
OG0001979	XP_009107784.1	Ag007G0900200
OG0001979	XP_033144236.1, XP_009108345.1, XP_033147298.1	Ag027G3022700
OG0001980	XP_009148417.1	Ag007G0903700
OG0001980	XP_009135833.2, XP_033147281.1	Ag027G3027400
OG0001981	XP_009114642.1	Ag014G2086100, Ag011G1192200, Ag011G1192000, Ag014G2038400
OG0001982	XP_009103978.1, XP_009116307.1	Ag078G5380900, Ag031G3328400
OG0001984	XP_009152031.1	Ag012G1321400
OG0001984	XP_018515006.1, XP_009148558.1	Ag034G3833500
OG0001985	XP_009114402.1	Ag006G0826900
OG0001985	XP_018513203.1, XP_009132490.1	Ag050G4761000
OG0001986	XP_009107281.1, XP_009147885.2	Ag001G0008100
OG0001986	XP_009145809.1	Ag014G2115400
OG0001987	XP_009147793.1, XP_009144932.1	Ag001G0049400
OG0001987	XP_009135698.1, XP_009145612.1	Ag014G2162600
OG0001988	XP_009107175.1	Ag001G0061600
OG0001988	XP_009145512.1, XP_018509736.2	Ag027G3065900, Ag014G2174900
OG0001989	XP_009146168.1	Ag014G2026700
