Orthogroup	Brassica_oleracea	Cardamine_glauca
OG0000618	XP_013597202.1	Cg001G013140
OG0000619	XP_013629663.1	Cg005G169350
OG0000619	XP_013591857.1, XP_013605172.1	Cg002G053130
OG0000620	XP_013599959.1, XP_013583607.1, XP_013602047.1	Cg006G227500
OG0000620	XP_013588558.1, XP_013590307.1, XP_013616205.1	Cg007G274540
OG0000621	XP_013610827.1	Cg003G080980
OG0000621	XP_013637606.1	Cg001G035510, Cg007G255970
OG0000622	XP_013603722.1	Cg005G192750
OG0000625	XP_013585005.1	Cg004G117350
OG0000626	XP_013607675.1	Cg007G246720
OG0000627	XP_013587825.1	Cg007G266770
OG0000627	XP_013622594.1, XP_013612028.1	Cg003G102720
OG0000628	XP_013587874.1, XP_013590582.1	Cg007G278590
OG0000628	XP_013584093.1, XP_013608583.1, XP_013625630.1	Cg004G135400, Cg006G208420
OG0000630	XP_013635091.1	Cg001G037850, Cg001G037890, Cg007G264980, Cg001G037920, Cg001G037910, Cg001G037900
OG0000631	XP_013634590.1	Cg005G187330
OG0000632	XP_013633968.1, XP_013633833.1	Cg003G076000, Cg002G045850
OG0000633	XP_013592467.1, XP_013636569.1	Cg002G066750
OG0000633	XP_013636101.1	Cg007G281520
OG0000634	XP_013623213.1, XP_013618401.1, XP_013618637.1, XP_013607161.1	Cg003G106960, Cg003G106970
OG0000635	XP_013635665.1	Cg005G176520
OG0000635	XP_013633504.1, XP_013635566.1	Cg007G251250, Cg005G175120
OG0000636	XP_013612465.1	Cg008G286670
OG0000636	XP_013627276.1, XP_013610243.1	Cg005G180860, Cg008G286680, Cg008G286690
OG0000640	XP_013603384.1	Cg006G225230
OG0000641	XP_013583827.1	Cg004G138830
OG0000641	XP_013620892.1	Cg004G138840
OG0000642	XP_013635269.1	Cg001G039230, Cg001G039250, Cg001G039260
OG0000642	XP_013635124.1	Cg001G039280, Cg001G039290
OG0000645	XP_013631400.1	Cg001G028030
OG0000646	XP_013593053.1, XP_013616465.1, XP_013617826.1	Cg002G068200
OG0000646	XP_013635998.1, XP_013586001.1	Cg004G117060
OG0000646	XP_013635265.1	Cg001G039450
OG0000647	XP_013630172.1, XP_013618202.1, XP_013625636.1, XP_013611300.1	Cg008G283720
OG0000648	XP_013604116.1, XP_013635953.1, XP_013586599.1, XP_013604115.1	Cg007G250430, Cg002G043950
OG0000649	XP_013605619.1	Cg006G207250
OG0000649	XP_013584413.1	Cg006G225590
OG0000649	XP_013591777.1, XP_013618183.1	Cg007G276770
OG0000650	XP_013618425.1	Cg008G323240
OG0000650	XP_013607084.1, XP_013632345.1	Cg008G323250
OG0000651	XP_013628002.1, XP_013584319.1, XP_013584619.1, XP_013587159.1, XP_013619469.1, XP_013623836.1	Cg003G085500, Cg003G085520
OG0000652	XP_013609633.1, XP_013596268.1, XP_013595918.1, XP_013619255.1, XP_013618044.1, XP_013618053.1	Cg008G303080, Cg008G303060, Cg008G303090
OG0000654	XP_013616944.1, XP_013616936.1, XP_013616942.1, XP_013616940.1, XP_013608285.1, XP_013608281.1, XP_013608283.1	Cg003G106900, Cg003G106910, Cg003G107260
OG0000655	XP_013608366.1, XP_013617324.1, XP_013626315.1	Cg008G312870
OG0000658	XP_013636260.1, XP_013590352.1, XP_013600258.1	Cg008G306770, Cg002G052670, Cg002G070930
OG0000659	XP_013596201.1	Cg001G011140, Cg003G104130
OG0000660	XP_013599983.1	Cg006G238730
OG0000660	XP_013630663.1	Cg002G060220
OG0000660	XP_013616474.1, XP_013606755.1	Cg003G106780
OG0000661	XP_013628155.1, XP_013628156.1, XP_013633509.1, XP_013633510.1, XP_013631591.1, XP_013633560.1	Cg005G175080
OG0000662	XP_013610154.1	Cg008G296140
OG0000662	XP_013635043.1, XP_013625856.1	Cg004G117510
OG0000662	XP_013616700.1, XP_013607053.1	Cg008G296150
OG0000663	XP_013593857.1, XP_013625643.1	Cg006G219810
OG0000663	XP_013590931.1, XP_013613079.1	Cg007G267960
OG0000665	XP_013594926.1, XP_013597286.1	Cg002G071770
OG0000665	XP_013623880.1	Cg002G071600, Cg002G071720, Cg002G071730, Cg002G071740, Cg002G071750, Cg002G071760
OG0000669	XP_013631739.1, XP_013633597.1	Cg005G161680
OG0000669	XP_013616063.1, XP_013593543.1, XP_013612896.1	Cg002G075620
OG0000670	XP_013606861.1	Cg001G017300
OG0000671	XP_013637551.1, XP_013631572.1, XP_013631306.1	Cg001G038980, Cg001G038990
OG0000672	XP_013637288.1, XP_013630545.1, XP_013636940.1	Cg005G172330
OG0000673	XP_013598105.1, XP_013598106.1, XP_013597824.1	Cg002G072930
OG0000674	XP_013600959.1, XP_013583538.1	Cg006G243600
OG0000674	XP_013631620.1, XP_013634018.1	Cg005G158060
OG0000674	XP_013612021.1	Cg014G331360, Cg003G078290
OG0000675	XP_013585751.1, XP_013602190.1, XP_013603177.1, XP_013625470.1, XP_013634237.1, XP_013634402.1	Cg006G229960
OG0000676	XP_013600439.1, XP_013637445.1	Cg002G050620
OG0000676	XP_013590065.1, XP_013590112.1, XP_013620748.1	Cg007G274730, Cg006G239140
OG0000677	XP_013594676.1	Cg006G221400, Cg006G221380, Cg006G221390, Cg006G221370
OG0000677	XP_013598210.1	Cg006G221350
OG0000677	XP_013584326.1	Cg006G221340
OG0000682	XP_013614132.1, XP_013616960.1, XP_013617303.1, XP_013594646.1, XP_013624135.1, XP_013633128.1, XP_013589234.1, XP_013617072.1	Cg006G202670
OG0000685	XP_013598345.1, XP_013620281.1, XP_013630726.1	Cg001G011050
OG0000685	XP_013602280.1, XP_013594259.1	Cg001G014490
OG0000686	XP_013595172.1, XP_013627487.1, XP_013624903.1	Cg008G311460
OG0000686	XP_013627070.1	Cg001G006490
OG0000687	XP_013598642.1, XP_013636654.1	Cg001G024670
OG0000687	XP_013588712.1, XP_013629428.1	Cg005G160620
OG0000688	XP_013619703.1, XP_013596247.1, XP_013618583.1, XP_013621295.1	Cg002G074580
OG0000689	XP_013630239.1, XP_013592464.1, XP_013606957.1, XP_013586073.1	Cg006G223150, Cg006G210940, Cg003G084980
OG0000690	XP_013585907.1, XP_013617031.1, XP_013617574.1, XP_013633142.1, XP_013624757.1	Cg003G092220
OG0000691	XP_013609657.1	Cg004G132800
OG0000691	XP_013592839.1, XP_013622053.1, XP_013636413.1, XP_013632321.1, XP_013636412.1	Cg005G166970
OG0000692	XP_013634145.1, XP_013604794.1	Cg002G047610, Cg002G047600
OG0000692	XP_013604793.1, XP_013592766.1	Cg002G047590
OG0000692	XP_013636874.1	Cg005G163150
OG0000693	XP_013603613.1, XP_013631455.1	Cg002G050630
OG0000693	XP_013636491.1, XP_013631684.1	Cg005G166320
OG0000694	XP_013615644.1, XP_013632077.1	Cg005G189730
OG0000695	XP_013590020.1, XP_013588475.1	Cg007G274590
OG0000695	XP_013610416.1, XP_013607714.1	Cg006G202130, Cg006G202150, Cg007G249860
OG0000697	XP_013590343.1	Cg006G198930
OG0000699	XP_013625211.1	Cg005G167280
OG0000702	XP_013618941.1, XP_013606897.1, XP_013623327.1	Cg008G294680
OG0000702	XP_013593194.1	Cg002G070800
OG0000702	XP_013584881.1	Cg004G116410
OG0000703	XP_013609951.1	Cg008G284440
OG0000703	XP_013631124.1, XP_013634397.1	Cg005G170070
OG0000703	XP_013592119.1	Cg002G053740
OG0000704	XP_013597656.1	Cg001G020990
OG0000705	XP_013635735.1	Cg005G162030
OG0000706	XP_013620018.1	Cg008G304870, Cg008G304860
OG0000707	XP_013602867.1	Cg002G055970
OG0000707	XP_013591123.1	Cg007G246220
OG0000707	XP_013618257.1	Cg007G268410
OG0000708	XP_013599747.1	Cg006G234380
OG0000709	XP_013622012.1	Cg008G298180
OG0000709	XP_013610930.1	Cg008G322220
OG0000710	XP_013585020.1, XP_013638977.1, XP_013638976.1, XP_013601829.1, XP_013605604.1, XP_013600364.1, XP_013605605.1, XP_013602397.1	Cg006G232190
OG0000711	XP_013632076.1	Cg006G243760
OG0000711	XP_013627279.1, XP_013627320.1	Cg005G191170
OG0000712	XP_013637827.1, XP_013638827.1	Cg004G122720
OG0000712	XP_013593080.1	Cg001G007710
OG0000714	XP_013636837.1	Cg001G037960
OG0000714	XP_013620163.1	Cg007G266550
OG0000717	XP_013587658.1, XP_013615004.1, XP_013602501.1	Cg006G224880, Cg006G224870
OG0000718	XP_013620482.1	Cg008G282120
OG0000719	XP_013616421.1, XP_013608779.1, XP_013609658.1, XP_013623049.1	Cg003G107520
OG0000719	XP_013603883.1, XP_013585193.1	Cg001G029040
OG0000720	XP_013587865.1, XP_013605658.1	Cg002G044040
OG0000720	XP_013621785.1, XP_013620529.1	Cg014G331600, Cg003G078090
OG0000720	XP_013603730.1	Cg006G243670
OG0000721	XP_013583315.1	Cg004G133230
OG0000722	XP_013592142.1	Cg007G270140
OG0000722	XP_013602563.1, XP_013602104.1, XP_013583625.1	Cg006G231610
OG0000723	XP_013609957.1, XP_013610780.1	Cg008G305990
OG0000723	XP_013593251.1, XP_013594194.1, XP_013615540.1	Cg008G306000
OG0000724	XP_013636152.1	Cg007G268070
OG0000728	XP_013623824.1	Cg008G299090
OG0000728	XP_013627110.1, XP_013627645.1	Cg008G299100
OG0000730	XP_013609762.1, XP_013606332.1, XP_013621174.1, XP_013597726.1	Cg002G074010
OG0000730	XP_013587495.1, XP_013599676.1	Cg006G231930
OG0000731	XP_013594255.1, XP_013621668.1	Cg002G072510
OG0000732	XP_013595557.1, XP_013605290.1	Cg001G014590
OG0000732	XP_013636564.1	Cg002G053890
OG0000735	XP_013591241.1	Cg003G103350
OG0000735	XP_013610500.1	Cg003G103360
OG0000735	XP_013614459.1	Cg003G103340
OG0000736	XP_013612603.1, XP_013626076.1	Cg008G290670
OG0000736	XP_013604018.1	Cg005G192530
OG0000736	XP_013595845.1	Cg001G001710
OG0000737	XP_013603018.1	Cg005G191560
OG0000738	XP_013631101.1, XP_013627508.1	Cg005G173620
OG0000741	XP_013628698.1	Cg004G129320
OG0000741	XP_013630543.1, XP_013612105.1	Cg003G103970
OG0000741	XP_013591741.1, XP_013629407.1	Cg006G194800
OG0000744	XP_013629472.1	Cg008G299140
OG0000750	XP_013607659.1	Cg001G025700
OG0000751	XP_013626071.1, XP_013611038.1, XP_013621109.1	Cg004G125700, Cg008G284620
OG0000752	XP_013619186.1, XP_013595509.1	Cg008G304630
OG0000752	XP_013622243.1	Cg008G291200
OG0000753	XP_013588276.1	Cg006G205270
OG0000754	XP_013602877.1	Cg006G206090
OG0000754	XP_013630687.1, XP_013619372.1, XP_013625626.1	Cg004G147380
OG0000755	XP_013607083.1	Cg003G093960, Cg003G080030
OG0000756	XP_013596818.1	Cg001G004510
OG0000757	XP_013590653.1	Cg002G052790
OG0000758	XP_013588377.1, XP_013615500.1	Cg007G280560
OG0000758	XP_013631289.1	Cg005G174590
OG0000758	XP_013585750.1	Cg006G229970
OG0000759	XP_013622081.1	Cg005G176850
OG0000759	XP_013603985.1, XP_013604492.1	Cg006G239020
OG0000760	XP_013634401.1, XP_013626163.1	Cg005G165570
OG0000760	XP_013634308.1	Cg002G049960
OG0000762	XP_013605042.1	Cg004G156220
OG0000763	XP_013590746.1, XP_013623343.1, XP_013626578.1, XP_013590475.1	Cg006G195580
OG0000763	XP_013592673.1, XP_013591085.1	Cg006G195570
OG0000764	XP_013624963.1, XP_013585333.1, XP_013592316.1	Cg006G198640
OG0000764	XP_013591163.1, XP_013591225.1	Cg006G199090
OG0000766	XP_013611618.1	Cg006G196140
OG0000767	XP_013616796.1	Cg006G226950
OG0000768	XP_013619980.1	Cg003G082190
OG0000772	XP_013593107.1, XP_013619036.1, XP_013606622.1	Cg002G069280
OG0000773	XP_013602792.1	Cg002G069900
OG0000774	XP_013597955.1, XP_013600296.1	Cg001G014380
OG0000774	XP_013597075.1	Cg004G142810
OG0000775	XP_013590798.1, XP_013591746.1, XP_013586773.1, XP_013622519.1	Cg004G126110, Cg004G126100
OG0000776	XP_013621879.1	Cg005G166180
OG0000776	XP_013615221.1, XP_013621859.1, XP_013587701.1	Cg004G124820, Cg004G126990
OG0000777	XP_013588380.1, XP_013625497.1	Cg006G195190
OG0000778	XP_013620205.1	Cg008G293530
OG0000779	XP_013632393.1, XP_013593376.1	Cg001G018640
OG0000779	XP_013610247.1	Cg003G081040
OG0000780	XP_013606521.1	Cg001G001620
OG0000780	XP_013636933.1, XP_013604011.1	Cg005G192490
OG0000780	XP_013616116.1	Cg008G290580
OG0000781	XP_013623541.1, XP_013630369.1, XP_013632185.1	Cg005G161950
OG0000781	XP_013632296.1	Cg005G161940
OG0000782	XP_013639760.1	Cg004G138160
OG0000782	XP_013592351.1, XP_013590879.1	Cg002G056490
OG0000783	XP_013612977.1, XP_013613044.1, XP_013621229.1	Cg008G301820
OG0000784	XP_013583952.1	Cg002G062890
OG0000784	XP_013625593.1	Cg008G302400
OG0000785	XP_013629202.1, XP_013598284.1	Cg001G007050
OG0000785	XP_013611470.1	Cg008G285560
OG0000787	XP_013585861.1	Cg004G128170
OG0000788	XP_013626598.1, XP_013603304.1	Cg002G062390
OG0000790	XP_013597346.1	Cg006G195640, Cg006G195620
OG0000791	XP_013607494.1	Cg002G049800, Cg002G049760, Cg002G049780, Cg002G049740, Cg002G049730, Cg002G049790, Cg002G049810, Cg002G049770, Cg002G049750
OG0000794	XP_013633241.1, XP_013633296.1, XP_013633291.1	Cg005G179140, Cg005G179150
OG0000796	XP_013603651.1	Cg007G269400, Cg006G226730, Cg006G226720
OG0000798	XP_013593888.1, XP_013593696.1, XP_013604145.1, XP_013601377.1	Cg001G023620, Cg001G024420
OG0000800	XP_013593693.1	Cg002G073650
OG0000801	XP_013610720.1	Cg008G285490
OG0000801	XP_013625933.1	Cg008G285510
OG0000801	XP_013638721.1	Cg004G126190
OG0000802	XP_013593304.1	Cg008G323490
OG0000802	XP_013586013.1	Cg006G216250
OG0000802	XP_013607618.1	Cg001G022470
OG0000803	XP_013597661.1, XP_013618516.1	Cg001G020920
OG0000805	XP_013619063.1, XP_013602346.1, XP_013636035.1, XP_013623274.1, XP_013583710.1	Cg004G139450
OG0000806	XP_013635236.1	Cg005G179050
OG0000806	XP_013626961.1	Cg005G161460
OG0000807	XP_013627663.1, XP_013633722.1	Cg005G161560
OG0000807	XP_013610535.1, XP_013594948.1	Cg004G116150
OG0000807	XP_013629398.1, XP_013584625.1	Cg004G116160
OG0000808	XP_013633577.1	Cg005G178330
OG0000808	XP_013603007.1	Cg002G060860
OG0000808	XP_013629824.1	Cg003G106930
OG0000809	XP_013597861.1, XP_013625216.1, XP_013637687.1	Cg006G220900
OG0000810	XP_013614709.1, XP_013614710.1	Cg006G198980
OG0000812	XP_013627766.1, XP_013638476.1, XP_013595212.1	Cg002G057560
OG0000813	XP_013583297.1	Cg004G133790
OG0000813	XP_013584895.1	Cg004G133780
OG0000814	XP_013616922.1, XP_013619664.1	Cg003G107820, Cg003G085970
OG0000818	XP_013622778.1	Cg002G057590
OG0000818	XP_013601027.1, XP_013601020.1	Cg001G012930
OG0000819	XP_013637894.1	Cg004G126210
OG0000819	XP_013590141.1, XP_013633622.1, XP_013602371.1	Cg002G050070
OG0000820	XP_013622833.1, XP_013638433.1, XP_013635094.1, XP_013627555.1	Cg005G167370
OG0000821	XP_013608109.1, XP_013615654.1, XP_013626614.1, XP_013618935.1	Cg003G098580
OG0000823	XP_013593146.1, XP_013620973.1, XP_013612330.1	Cg008G324800
OG0000823	XP_013604959.1, XP_013597709.1, XP_013601619.1	Cg001G023440
OG0000824	XP_013587936.1	Cg006G212730
OG0000824	XP_013606961.1, XP_013616109.1	Cg003G083770
OG0000825	XP_013591912.1	Cg002G045150
OG0000825	XP_013630510.1, XP_013637367.1	Cg005G159470
OG0000826	XP_013626777.1	Cg008G321150
OG0000826	XP_013635999.1, XP_013631280.1, XP_013631179.1, XP_013636000.1, XP_013609671.1	Cg005G161390
OG0000827	XP_013612367.1	Cg003G102230
OG0000827	XP_013618619.1, XP_013606887.1	Cg008G282540
OG0000829	XP_013621820.1	Cg008G297830
OG0000830	XP_013592771.1	Cg007G276620
OG0000831	XP_013584245.1, XP_013599105.1	Cg006G225520, Cg006G225530
OG0000833	XP_013587280.1, XP_013584121.1, XP_013610261.1, XP_013629853.1, XP_013623508.1	Cg004G130960
OG0000834	XP_013638659.1, XP_013583244.1, XP_013584992.1	Cg004G135270
OG0000835	XP_013608484.1, XP_013630534.1, XP_013587228.1	Cg004G135790
OG0000835	XP_013600845.1, XP_013592364.1, XP_013587696.1	Cg006G200030
OG0000836	XP_013602493.1, XP_013602496.1, XP_013600836.1, XP_013602465.1, XP_013603389.1, XP_013603391.1, XP_013603387.1	Cg002G049020
OG0000838	XP_013633009.1	Cg008G308160
OG0000842	XP_013621097.1	Cg002G072470
OG0000842	XP_013609524.1, XP_013617784.1	Cg002G072400, Cg002G072420
OG0000844	XP_013586897.1, XP_013612104.1	Cg004G125230
OG0000844	XP_013611602.1, XP_013630313.1	Cg008G283640
OG0000845	XP_013596320.1	Cg003G090670, Cg001G015930
OG0000845	XP_013602930.1	Cg002G058370
OG0000846	XP_013617025.1, XP_013594128.1	Cg001G007070
OG0000847	XP_013590345.1, XP_013610028.1, XP_013612593.1	Cg008G290080
OG0000847	XP_013613324.1, XP_013621372.1, XP_013629133.1	Cg003G112490
OG0000848	XP_013602603.1, XP_013585625.1, XP_013625863.1, XP_013608931.1	Cg001G033730, Cg006G244290
OG0000849	XP_013634629.1, XP_013634305.1	Cg005G159010
OG0000849	XP_013608891.1	Cg014G332380, Cg003G077230
OG0000849	XP_013601737.1	Cg002G044730
OG0000850	XP_013603654.1, XP_013602668.1	Cg002G045450
OG0000850	XP_013635492.1	Cg002G045440
OG0000851	XP_013614879.1	Cg005G164180
OG0000851	XP_013630887.1, XP_013605417.1	Cg002G048830
OG0000852	XP_013610268.1	Cg008G300650
OG0000853	XP_013626710.1, XP_013626612.1, XP_013610213.1, XP_013609514.1	Cg003G094800
OG0000853	XP_013609810.1, XP_013615668.1	Cg003G094810, Cg003G079140
OG0000854	XP_013636763.1, XP_013630850.1	Cg005G178980
OG0000854	XP_013604894.1, XP_013604892.1, XP_013586198.1	Cg006G238090
OG0000855	XP_013629352.1, XP_013603457.1, XP_013621918.1	Cg002G059040
OG0000855	XP_013620384.1, XP_013612985.1, XP_013629060.1	Cg003G110450
OG0000856	XP_013622540.1, XP_013624796.1, XP_013608134.1, XP_013633125.1, XP_013613890.1, XP_013631055.1, XP_013615021.1, XP_013639470.1, XP_013623937.1, XP_013617624.1, XP_013607923.1	Cg007G267690
OG0000857	XP_013606002.1	Cg008G317780, Cg002G066130
OG0000857	XP_013603674.1, XP_013608373.1	Cg002G057800
OG0000861	XP_013589229.1, XP_013589227.1	Cg008G295830
OG0000863	XP_013615614.1, XP_013627377.1, XP_013584133.1	Cg001G026700, Cg001G026690
OG0000867	XP_013613998.1, XP_013591392.1, XP_013590812.1	Cg007G253610, Cg007G265590
OG0000868	XP_013611649.1, XP_013629183.1, XP_013620700.1	Cg008G287420
OG0000868	XP_013611723.1, XP_013629344.1, XP_013586795.1	Cg004G127670
OG0000869	XP_013597716.1, XP_013620974.1, XP_013593770.1, XP_013612331.1	Cg008G324790
OG0000869	XP_013604961.1, XP_013601636.1	Cg001G023430
OG0000870	XP_013592040.1, XP_013637240.1	Cg005G172880, Cg005G172890
OG0000871	XP_013614755.1, XP_013630335.1	Cg004G117640
OG0000871	XP_013637375.1, XP_013614383.1	Cg001G038170
OG0000875	XP_013586398.1, XP_013586034.1	Cg006G239610
OG0000876	XP_013593685.1, XP_013618041.1	Cg008G302740
OG0000884	XP_013619047.1, XP_013590449.1, XP_013591184.1	Cg007G268460
OG0000884	XP_013625765.1, XP_013583837.1, XP_013595297.1	Cg006G220070
OG0000885	XP_013638969.1, XP_013602928.1, XP_013593813.1	Cg006G223510
OG0000885	XP_013593300.1, XP_013601160.1	Cg001G012610
OG0000886	XP_013631023.1, XP_013614864.1	Cg008G318350
OG0000887	XP_013602313.1	Cg005G185200, Cg005G185190
OG0000888	XP_013631189.1, XP_013591938.1, XP_013599511.1	Cg002G047840
OG0000888	XP_013630985.1, XP_013636604.1, XP_013629085.1	Cg005G163520
OG0000889	XP_013602272.1, XP_013590260.1, XP_013633621.1	Cg002G051090
OG0000889	XP_013607160.1	Cg002G060830
OG0000890	XP_013588508.1, XP_013600413.1	Cg002G052850
OG0000890	XP_013622346.1, XP_013637246.1, XP_013636869.1, XP_013588888.1	Cg005G169010
OG0000891	XP_013638775.1	Cg006G223530
OG0000891	XP_013595882.1, XP_013602091.1	Cg006G223520
OG0000892	XP_013597929.1, XP_013621349.1, XP_013635562.1, XP_013583600.1, XP_013627909.1	Cg008G305220
OG0000895	XP_013626605.1, XP_013603233.1, XP_013593559.1	Cg004G143380
OG0000897	XP_013625607.1	Cg005G168540
OG0000900	XP_013600552.1, XP_013603713.1	Cg006G232460
OG0000901	XP_013591334.1, XP_013600587.1	Cg001G024700
OG0000902	XP_013586710.1, XP_013585731.1	Cg004G126600
OG0000903	XP_013607590.1, XP_013597121.1, XP_013608478.1	Cg008G291670
OG0000903	XP_013589239.1	Cg002G062240, Cg002G062220
OG0000904	XP_013615362.1, XP_013622336.1, XP_013612476.1, XP_013622021.1, XP_013616337.1	Cg001G008880
OG0000905	XP_013612601.1	Cg008G290680
OG0000906	XP_013606125.1, XP_013625796.1	Cg008G290420
OG0000907	XP_013597031.1	Cg001G022170
OG0000907	XP_013596846.1, XP_013620305.1, XP_013610185.1	Cg008G323080
OG0000908	XP_013598085.1	Cg001G001080
OG0000908	XP_013584601.1	Cg004G121360
OG0000909	XP_013593431.1	Cg006G221900
OG0000909	XP_013631773.1	Cg001G029520
OG0000909	XP_013611213.1, XP_013622009.1	Cg008G296480
OG0000910	XP_013612535.1	Cg003G107900
OG0000910	XP_013614519.1	Cg003G107890, Cg001G040240, Cg003G107880
OG0000911	XP_013606086.1, XP_013598888.1	Cg003G115090
OG0000912	XP_013614540.1, XP_013612334.1	Cg014G330920, Cg003G078630
OG0000913	XP_013618219.1, XP_013592388.1	Cg007G271050
OG0000915	XP_013600896.1, XP_013590378.1, XP_013634855.1	Cg002G053780
OG0000915	XP_013636924.1, XP_013636224.1, XP_013626025.1	Cg005G170130
OG0000917	XP_013599483.1, XP_013632169.1, XP_013632255.1, XP_013609726.1, XP_013601055.1	Cg006G232840
OG0000917	XP_013603114.1, XP_013600724.1	Cg006G232860, Cg006G232850
OG0000919	XP_013586830.1, XP_013624223.1	Cg004G133710, Cg004G133740, Cg004G133750
OG0000921	XP_013591100.1	Cg006G199990
OG0000921	XP_013639603.1, XP_013588704.1	Cg006G199970
OG0000923	XP_013635137.1, XP_013623484.1, XP_013627474.1	Cg003G096160, Cg003G096130, Cg003G090580
OG0000924	XP_013598410.1, XP_013625066.1	Cg001G003800, Cg006G206780, Cg003G091340
OG0000924	XP_013596314.1, XP_013612815.1	Cg004G154270
OG0000930	XP_013596766.1, XP_013610150.1, XP_013603388.1	Cg004G156100
OG0000930	XP_013627199.1, XP_013598048.1, XP_013596686.1	Cg001G011180
OG0000931	XP_013638812.1, XP_013628159.1	Cg004G124190
OG0000931	XP_013585559.1, XP_013625408.1, XP_013628267.1	Cg004G126890
OG0000932	XP_013633770.1	Cg005G169230
OG0000932	XP_013587224.1, XP_013611692.1, XP_013630811.1	Cg004G127700
OG0000933	XP_013589215.1, XP_013603105.1, XP_013596677.1	Cg001G015200
OG0000933	XP_013619373.1	Cg003G099100
OG0000935	XP_013628832.1, XP_013611104.1	Cg003G079860, Cg003G094160
OG0000935	XP_013593349.1, XP_013629880.1, XP_013598366.1	Cg001G019870
OG0000936	XP_013624849.1, XP_013624850.1, XP_013627034.1	Cg001G019410
OG0000936	XP_013638898.1	Cg001G019420
OG0000936	XP_013590788.1	Cg001G019400
OG0000937	XP_013595231.1	Cg003G086600
OG0000937	XP_013639438.1	Cg001G016930
OG0000938	XP_013627804.1	Cg008G305500, Cg001G001460
OG0000938	XP_013608538.1, XP_013613042.1, XP_013608551.1	Cg001G001440
OG0000939	XP_013605782.1	Cg005G193500, Cg005G193490
OG0000940	XP_013628812.1, XP_013597907.1	Cg004G145690
OG0000940	XP_013601275.1, XP_013629179.1	Cg001G033460
OG0000941	XP_013629485.1, XP_013636640.1	Cg001G028160
OG0000941	XP_013599510.1	Cg006G240800
OG0000942	XP_013599206.1, XP_013626597.1, XP_013626217.1, XP_013633941.1, XP_013637281.1	Cg005G162110
OG0000943	XP_013625529.1	Cg008G306640
OG0000945	XP_013614849.1, XP_013627925.1, XP_013623817.1	Cg008G297310
OG0000946	XP_013622738.1	Cg008G282340
OG0000946	XP_013623736.1	Cg008G282310
OG0000946	XP_013606939.1, XP_013620353.1	Cg008G282330
OG0000947	XP_013628175.1, XP_013615084.1	Cg008G295950
OG0000947	XP_013638607.1, XP_013636524.1, XP_013621934.1	Cg004G117390
OG0000948	XP_013602344.1, XP_013631919.1	Cg002G051220, Cg005G166790
OG0000950	XP_013621282.1, XP_013593190.1	Cg008G306410
OG0000950	XP_013618582.1	Cg004G121620
OG0000953	XP_013593988.1, XP_013600342.1	Cg002G056770
OG0000954	XP_013587589.1, XP_013584479.1, XP_013610393.1	Cg004G136070
OG0000955	XP_013639789.1, XP_013614428.1	Cg006G209670
OG0000962	XP_013607481.1	Cg002G069350
OG0000963	XP_013622119.1, XP_013638748.1	Cg004G125020
OG0000965	XP_013627974.1, XP_013584391.1	Cg004G129490
OG0000965	XP_013598714.1, XP_013605877.1	Cg001G021420
OG0000967	XP_013600410.1	Cg006G208540
OG0000967	XP_013595455.1, XP_013638410.1	Cg006G223750
OG0000968	XP_013589246.1, XP_013633190.1	Cg001G036860
OG0000968	XP_013635350.1, XP_013635065.1	Cg001G036850
OG0000970	XP_013597541.1	Cg003G114490
OG0000970	XP_013614138.1	Cg002G056790
OG0000971	XP_013627622.1, XP_013590932.1, XP_013584922.1	Cg002G050560
OG0000972	XP_013610792.1, XP_013597067.1	Cg008G306250
OG0000973	XP_013624201.1, XP_013614321.1, XP_013630505.1	Cg004G122110
OG0000975	XP_013604265.1, XP_013638526.1	Cg006G226270
OG0000975	XP_013638381.1	Cg006G226260
OG0000976	XP_013605369.1	Cg006G230970
OG0000977	XP_013583286.1	Cg002G059970
OG0000977	XP_013626179.1	Cg002G060000
OG0000977	XP_013630109.1	Cg002G060010
OG0000979	XP_013627938.1, XP_013596239.1	Cg001G025600
OG0000980	XP_013589534.1	Cg001G011210
OG0000981	XP_013603509.1	Cg006G226750, Cg007G269390
OG0000983	XP_013626972.1, XP_013608343.1	Cg008G301920
OG0000986	XP_013637458.1	Cg005G193270
OG0000987	XP_013585792.1	Cg006G214510
OG0000988	XP_013606950.1	Cg008G286600
OG0000988	XP_013619727.1	Cg004G127030
OG0000989	XP_013626792.1, XP_013623374.1	Cg001G034280, Cg003G098720
OG0000989	XP_013609027.1	Cg008G315380, Cg001G036560
OG0000990	XP_013602171.1, XP_013595827.1, XP_013613039.1, XP_013636736.1, XP_013595592.1	Cg008G323820, Cg008G323510
OG0000991	XP_013599489.1	Cg006G212740, Cg006G212750
OG0000992	XP_013603851.1, XP_013635601.1	Cg005G193070
OG0000992	XP_013594784.1, XP_013599164.1	Cg001G001180
OG0000993	XP_013629389.1, XP_013629388.1, XP_013593069.1	Cg004G143300, Cg001G040010
OG0000994	XP_013588648.1, XP_013623509.1, XP_013636717.1	Cg005G176710
OG0000995	XP_013625124.1, XP_013633497.1	Cg005G175140
OG0000995	XP_013599942.1, XP_013585679.1	Cg006G240330
OG0000996	XP_013621697.1, XP_013637489.1, XP_013631019.1	Cg005G175960
OG0000996	XP_013583529.1, XP_013604954.1	Cg006G239550
