HOG	OG	Gene Tree Parent Clade	Alyssum_gmelinii	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana	Arabis_alpina	Brassica_oleracea	Brassica_rapa	Camelina_sativa	Capsella_rubella	Cardamine_glauca	Cardamine_hirsuta	Cochlearia_excelsa	Conringia_planisiliqua	Euclidium_syriacum	Eutrema_salsugineum	Noccaea_praecox	Raphanus_sativus	Rorippa_islandica
N9.HOG0006805	OG0002561	n2												CARHR278640							
N9.HOG0006806	OG0002561	n18											Cg008G2664500	CARHR203600							
N9.HOG0006807	OG0002562	n2												CARHR277350							
N9.HOG0006808	OG0002562	n21												CARHR157410							
N9.HOG0006809	OG0002563	n1											Cg003G1014800	CARHR276190							
N9.HOG0006810	OG0002563	n22											Cg002G0553700	CARHR156100							
N9.HOG0006811	OG0002564	n2											Cg003G1011800	CARHR275890							
N9.HOG0006812	OG0002564	n21											Cg008G2644300	CARHR205920							
N9.HOG0006813	OG0002565	n1											Cg008G2646800	CARHR205670							
N9.HOG0006814	OG0002565	n23											Cg003G1007200	CARHR275440							
N9.HOG0006815	OG0002566	n1											Cg008G2799500	CARHR189190							
N9.HOG0006816	OG0002566	n22											Cg002G0535000								
N9.HOG0006817	OG0002567	n1											Cg002G0576000	CARHR150540							
N9.HOG0006818	OG0002567	n17											Cg003G0994500	CARHR274030							
N9.HOG0006819	OG0002568	n1											Cg003G0993500	CARHR273900							
N9.HOG0006820	OG0002568	n20											Cg002G0574100	CARHR150040							
N9.HOG0006821	OG0002569	n1											Cg003G0990600	CARHR273640							
N9.HOG0006822	OG0002569	n20											Cg002G0570800	CARHR154130							
N9.HOG0006823	OG0002570	n2											Cg002G0556500	CARHR155660							
N9.HOG0006824	OG0002570	n21											Cg003G0978800	CARHR272800							
N9.HOG0006825	OG0002571	n1												CARHR272170							
N9.HOG0006826	OG0002571	n3											Cg006G2107000	CARHR016220							
N9.HOG0006827	OG0002572	n1											Cg007G2579000	CARHR074430							
N9.HOG0006828	OG0002572	n24											Cg001G0253500	CARHR151090, CARHR222110							
N9.HOG0006829	OG0002573	n0											Cg004G1301800	CARHR099290							
N9.HOG0006830	OG0002574	n1											Cg003G0964600	CARHR271230							
N9.HOG0006831	OG0002574	n20											Cg001G0144800	CARHR233300							
N9.HOG0006832	OG0002575	n1												CARHR256740							
N9.HOG0006833	OG0002575	n23											Cg003G0959700	CARHR270770							
N9.HOG0006834	OG0002575	n36												CARHR233610							
N9.HOG0006835	OG0002576	n4												CARHR270040							
N9.HOG0006836	OG0002576	n9												CARHR270060							
N9.HOG0006837	OG0002577	n5											Cg003G0942900								
N9.HOG0006838	OG0002577	n28											Cg003G0942600	CARHR268750							
N9.HOG0006839	OG0002578	n35											Cg007G2336000, Cg007G2336600	CARHR055380, CARHR055390							
N9.HOG0006840	OG0002578	n38											Cg007G2336200, Cg007G2336300	CARHR055370							
N9.HOG0006841	OG0002579	n2											Cg003G0720500, Cg014G3035100								
N9.HOG0006842	OG0002579	n22											Cg014G3035000, Cg003G0720600	CARHR250510							
N9.HOG0006843	OG0002580	n1											Cg008G2641200	CARHR206240							
N9.HOG0006844	OG0002580	n18											Cg004G1181600	CARHR086750							
N9.HOG0006845	OG0002581	n1											Cg008G2629400	CARHR207530							
N9.HOG0006846	OG0002581	n18											Cg002G0450900	CARHR167530							
N9.HOG0006847	OG0002582	n1											Cg004G1165700	CARHR085160							
N9.HOG0006848	OG0002582	n20											Cg008G2619800	CARHR208510							
N9.HOG0006849	OG0002583	n2											Cg008G2613000								
N9.HOG0006850	OG0002583	n28											Cg004G1161700	CARHR084760							
N9.HOG0006851	OG0002584	n1											Cg004G1148900	CARHR083260							
N9.HOG0006852	OG0002584	n25											Cg008G2588200	CARHR211830							
N9.HOG0006853	OG0002585	n1											Cg002G0656700	CARHR148210							
N9.HOG0006854	OG0002585	n20											Cg001G0382500	CARHR213380							
N9.HOG0006855	OG0002586	n1											Cg006G2108600								
N9.HOG0006856	OG0002586	n19											Cg007G2576800	CARHR074220							
N9.HOG0006857	OG0002587	n4												CARHR072390							
N9.HOG0006858	OG0002587	n18											Cg007G2559400	CARHR072410							
N9.HOG0006859	OG0002588	n1											Cg007G2536800	CARHR070090							
N9.HOG0006860	OG0002588	n21											Cg006G2057100	CARHR021400							
N9.HOG0006861	OG0002589	n4											Cg006G2058600								
N9.HOG0006862	OG0002589	n5											Cg006G2058500	CARHR021240							
N9.HOG0006863	OG0002589	n20											Cg007G2535500	CARHR069960							
N9.HOG0006864	OG0002590	n1											Cg007G2534000	CARHR069820							
N9.HOG0006865	OG0002590	n21											Cg006G2061200								
N9.HOG0006866	OG0002591	n1											Cg006G2062700	CARHR020810							
N9.HOG0006867	OG0002591	n24											Cg007G2532100	CARHR069640							
N9.HOG0006868	OG0002592	n1											Cg006G2063700	CARHR020700							
N9.HOG0006869	OG0002592	n18											Cg007G2531000	CARHR069530							
N9.HOG0006870	OG0002593	n9												CARHR182980							
N9.HOG0006871	OG0002593	n25											Cg008G2867600, Cg008G2851900	CARHR182990, CARHR289360, CARHR292330, CARHR292220, CARHR266170, CARHR183000, CARHR182960							
N9.HOG0006872	OG0002593	n35											Cg002G0646900, Cg002G0646800, Cg008G2825300	CARHR186360							
N9.HOG0006873	OG0002594	n27											Cg005G1743500	CARHR117950							
N9.HOG0006874	OG0002594	n35											Cg002G0407300								
N9.HOG0006875	OG0002595	n0											Cg006G1781700, Cg006G1781600	CARHR044320, CARHR045850, CARHR043880, CARHR045840, CARHR045830							
N9.HOG0006876	OG0002596	n1											Cg006G1793100	CARHR044480							
N9.HOG0006877	OG0002596	n21											Cg004G1201200	CARHR088880							
N9.HOG0006878	OG0002597	n1											Cg006G1793300	CARHR044460							
N9.HOG0006879	OG0002597	n21											Cg004G1201800	CARHR088920							
N9.HOG0006880	OG0002598	n24												CARHR044340							
N9.HOG0006881	OG0002599	n5											Cg006G1796500	CARHR044180							
N9.HOG0006882	OG0002599	n12											Cg004G1205100	CARHR089220							
N9.HOG0006883	OG0002600	n1											Cg002G0500700	CARHR162640							
N9.HOG0006884	OG0002600	n18											Cg005G1570700	CARHR130570							
N9.HOG0006885	OG0002601	n1											Cg004G1306600	CARHR099720							
N9.HOG0006886	OG0002601	n22											Cg001G0272200	CARHR220150							
N9.HOG0006887	OG0002602	n1											Cg001G0262200	CARHR221220							
N9.HOG0006888	OG0002602	n22											Cg004G1294700	CARHR098670							
N9.HOG0006889	OG0002603	n8											Cg001G0251400								
N9.HOG0006890	OG0002603	n24												CARHR222360, CARHR289110							
N9.HOG0006891	OG0002604	n1											Cg007G2513900	CARHR067620							
N9.HOG0006892	OG0002604	n24												CARHR067440							
N9.HOG0006893	OG0002604	n26												CARHR289450							
N9.HOG0006894	OG0002605	n2											Cg006G2010200	CARHR026010							
N9.HOG0006895	OG0002605	n20											Cg007G2454300	CARHR061310							
N9.HOG0006896	OG0002606	n5											Cg007G2455800	CARHR061480							
N9.HOG0006897	OG0002606	n14											Cg006G2011300	CARHR025900							
N9.HOG0006898	OG0002607	n6											Cg005G1590600	CARHR128310							
N9.HOG0006899	OG0002607	n19												CARHR260290							
N9.HOG0006900	OG0002607	n21											Cg003G0805600	CARHR259450							
N9.HOG0006901	OG0002608	n3											Cg008G2951800	CARHR177950							
N9.HOG0006902	OG0002608	n24											Cg001G0202000	CARHR226710							
N9.HOG0006903	OG0002609	n1											Cg004G1257100	CARHR094570							
N9.HOG0006904	OG0002609	n23												CARHR039670							
N9.HOG0006905	OG0002610	n14											Cg006G1831700	CARHR040160							
N9.HOG0006906	OG0002610	n24											Cg006G1832000								
N9.HOG0006907	OG0002611	n1											Cg004G1272400	CARHR096300							
N9.HOG0006908	OG0002611	n19											Cg006G1825900	CARHR040890							
N9.HOG0006909	OG0002612	n1											Cg004G1218600								
N9.HOG0006910	OG0002612	n19											Cg006G1806200	CARHR043140							
N9.HOG0006911	OG0002613	n1											Cg006G1806000	CARHR043150							
N9.HOG0006912	OG0002613	n16											Cg004G1218400	CARHR090510							
N9.HOG0006913	OG0002614	n1											Cg004G1218300	CARHR090500							
N9.HOG0006914	OG0002614	n23											Cg006G1805900	CARHR043160							
N9.HOG0006915	OG0002616	n1											Cg002G0518700, Cg002G0518800								
N9.HOG0006916	OG0002616	n37											Cg008G2879700	CARHR184140							
N9.HOG0006917	OG0002616	n39												CARHR153680							
N9.HOG0006918	OG0002617	n3											Cg004G1371600	CARHR289400							
N9.HOG0006919	OG0002617	n7											Cg004G1371400								
N9.HOG0006920	OG0002618	n1											Cg004G1397300	CARHR106510							
N9.HOG0006921	OG0002618	n22											Cg001G0055800	CARHR242910							
N9.HOG0006922	OG0002619	n2												CARHR091040							
N9.HOG0006923	OG0002619	n6											Cg004G1401200	CARHR106860							
N9.HOG0006924	OG0002619	n18											Cg004G1231200	CARHR091860							
N9.HOG0006925	OG0002620	n1											Cg004G1403000	CARHR107030							
N9.HOG0006926	OG0002620	n23											Cg001G0050600	CARHR243330							
N9.HOG0006927	OG0002621	n2											Cg004G1403400								
N9.HOG0006928	OG0002621	n16											Cg001G0050100	CARHR243380							
N9.HOG0006929	OG0002622	n17												CARHR253640							
N9.HOG0006930	OG0002622	n34											Cg001G0179500	CARHR229350							
N9.HOG0006931	OG0002623	n0											Cg003G0760200, Cg003G0760300	CARHR255270, CARHR255260							
N9.HOG0006932	OG0002624	n2											Cg002G0400200	CARHR173380							
N9.HOG0006933	OG0002624	n23											Cg005G1448000	CARHR143540							
N9.HOG0006934	OG0002625	n1											Cg002G0416100	CARHR171760							
N9.HOG0006935	OG0002625	n20											Cg005G1469800	CARHR141220							
N9.HOG0006936	OG0002626	n1											Cg002G0429400	CARHR170170							
N9.HOG0006937	OG0002626	n23											Cg005G1491000	CARHR139030							
N9.HOG0006938	OG0002627	n4											Cg002G0445100	CARHR168260							
N9.HOG0006939	OG0002628	n1											Cg002G0446500								
N9.HOG0006940	OG0002628	n17											Cg005G1507700	CARHR137350							
N9.HOG0006941	OG0002629	n1											Cg002G0450800	CARHR167540, CARHR254100							
N9.HOG0006942	OG0002629	n20											Cg005G1514300	CARHR136710							
N9.HOG0006943	OG0002630	n1											Cg002G0463300	CARHR166290							
N9.HOG0006944	OG0002630	n20											Cg005G1526900	CARHR135480							
N9.HOG0006945	OG0002631	n1											Cg002G0474400	CARHR165200							
N9.HOG0006946	OG0002631	n21											Cg005G1538300	CARHR134250							
N9.HOG0006947	OG0002632	n20											Cg004G1304400	CARHR099470, CARHR099450, CARHR099460							
N9.HOG0006948	OG0002632	n31											Cg004G1304600	CARHR099480							
N9.HOG0006949	OG0002633	n1											Cg005G1554700								
N9.HOG0006950	OG0002633	n20											Cg002G0487600	CARHR163820							
N9.HOG0006951	OG0002634	n1											Cg001G0125400	CARHR235450							
N9.HOG0006952	OG0002634	n21											Cg007G2449300, Cg003G0918700	CARHR266650							
N9.HOG0006953	OG0002635	n3											Cg004G1334800	CARHR102770							
N9.HOG0006954	OG0002635	n17											Cg001G0315800	CARHR216910							
N9.HOG0006955	OG0002636	n2											Cg001G0353300	CARHR214090							
N9.HOG0006956	OG0002636	n14											Cg007G2439100	CARHR059720							
N9.HOG0006957	OG0002637	n1											Cg001G0107800	CARHR237250							
N9.HOG0006958	OG0002637	n20											Cg004G1434400	CARHR110170							
N9.HOG0006959	OG0002638	n17											Cg005G1536700	CARHR134410							
N9.HOG0006960	OG0002639	n9											Cg006G2007000	CARHR026340							
N9.HOG0006961	OG0002639	n35												CARHR028690							
N9.HOG0006962	OG0002640	n1											Cg006G2245900	CARHR001300							
N9.HOG0006963	OG0002640	n19											Cg003G0710800, Cg014G3045000	CARHR249470							
N9.HOG0006964	OG0002641	n2											Cg001G0007300								
N9.HOG0006965	OG0002641	n30											Cg005G1776600	CARHR112100							
N9.HOG0006966	OG0002642	n6											Cg001G0010000								
N9.HOG0006967	OG0002642	n22												CARHR112480							
N9.HOG0006968	OG0002643	n12											Cg003G0772700								
N9.HOG0006969	OG0002643	n18												CARHR032370							
N9.HOG0006970	OG0002643	n27												CARHR256160							
N9.HOG0006971	OG0002643	n31											Cg006G1942600	CARHR032360							
N9.HOG0006972	OG0002644	n1											Cg004G1446800	CARHR111630							
N9.HOG0006973	OG0002644	n22												CARHR235840							
N9.HOG0006974	OG0002645	n1											Cg002G0424700	CARHR170670							
N9.HOG0006975	OG0002645	n22											Cg005G1480600	CARHR140140							
N9.HOG0006976	OG0002646	n8												CARHR138700							
N9.HOG0006977	OG0002646	n23											Cg005G1493800	CARHR138730							
N9.HOG0006978	OG0002647	n4											Cg008G2745900	CARHR194880							
N9.HOG0006979	OG0002647	n24												CARHR078040							
N9.HOG0006980	OG0002648	n3											Cg004G1132300	CARHR081440							
N9.HOG0006981	OG0002648	n24											Cg008G2860700, Cg008G2845900	CARHR182480							
N9.HOG0006982	OG0002649	n2											Cg004G1152700	CARHR083660							
N9.HOG0006983	OG0002649	n27											Cg008G2593400	CARHR180840, CARHR211260							
N9.HOG0006984	OG0002650	n2											Cg004G1153900	CARHR083830							
N9.HOG0006985	OG0002651	n1											Cg004G1176200	CARHR086180							
N9.HOG0006986	OG0002651	n25											Cg008G2635300	CARHR207030, CARHR207020							
N9.HOG0006987	OG0002652	n2											Cg004G1190600	CARHR087680							
N9.HOG0006988	OG0002652	n22											Cg004G1190800	CARHR087690							
N9.HOG0006989	OG0002653	n1											Cg006G1847200	CARHR038190							
N9.HOG0006990	OG0002653	n17											Cg004G1245200	CARHR093300							
N9.HOG0006991	OG0002654	n5											Cg005G1760400	CARHR114130							
N9.HOG0006992	OG0002654	n23											Cg001G0024100	CARHR246150							
N9.HOG0006993	OG0002655	n1												CARHR152300							
N9.HOG0006994	OG0002655	n17											Cg001G0364300	CARHR262820							
N9.HOG0006995	OG0002656	n2											Cg001G0265300	CARHR220760							
N9.HOG0006996	OG0002656	n31											Cg004G1297700	CARHR098970							
N9.HOG0006997	OG0002657	n4											Cg004G1296800	CARHR098910							
N9.HOG0006998	OG0002657	n18											Cg001G0264300	CARHR220870							
N9.HOG0006999	OG0002658	n2											Cg004G1290500	CARHR098230							
N9.HOG0007000	OG0002658	n21											Cg004G1290300	CARHR098210							
N9.HOG0007001	OG0002660	n5											Cg001G0339200	CARHR215120							
N9.HOG0007002	OG0002660	n22											Cg007G2425400	CARHR058200							
N9.HOG0007003	OG0002661	n1											Cg008G2836200	CARHR185360							
N9.HOG0007004	OG0002661	n14											Cg008G2836400	CARHR185380							
N9.HOG0007005	OG0002662	n5											Cg003G0716100, Cg014G3039500	CARHR250030							
N9.HOG0007006	OG0002662	n28												CARHR249780, CARHR001630							
N9.HOG0007007	OG0002663	n0											Cg006G2236200	CARHR002340							
N9.HOG0007008	OG0002664	n3											Cg006G2188800	CARHR007320, CARHR007330							
N9.HOG0007009	OG0002664	n24											Cg006G2188600	CARHR007340							
N9.HOG0007010	OG0002664	n36												CARHR196840							
N9.HOG0007011	OG0002665	n2											Cg006G2167700	CARHR009620							
N9.HOG0007012	OG0002665	n29											Cg007G2324200	CARHR054450							
N9.HOG0007013	OG0002666	n1											Cg006G2162400	CARHR010190							
N9.HOG0007014	OG0002666	n20											Cg007G2314200	CARHR283920							
N9.HOG0007015	OG0002667	n1											Cg007G2296800	CARHR051820							
N9.HOG0007016	OG0002667	n21											Cg006G2156500								
N9.HOG0007017	OG0002667	n33												CARHR010850, CARHR113010							
N9.HOG0007018	OG0002668	n0											Cg006G2149900	CARHR011580							
N9.HOG0007019	OG0002669	n1												CARHR000370							
N9.HOG0007020	OG0002669	n16												CARHR012110							
N9.HOG0007021	OG0002670	n1											Cg006G2125700	CARHR014230							
N9.HOG0007022	OG0002670	n19											Cg002G0677000	CARHR145830							
N9.HOG0007023	OG0002671	n4											Cg006G2123200	CARHR014490							
N9.HOG0007024	OG0002671	n17												CARHR066560							
N9.HOG0007025	OG0002671	n18												CARHR066550							
N9.HOG0007026	OG0002671	n19												CARHR036430, CARHR014480							
N9.HOG0007027	OG0002672	n11											Cg002G0692300	CARHR144120							
N9.HOG0007028	OG0002672	n23											Cg006G2114100	CARHR059470, CARHR015460							
N9.HOG0007029	OG0002673	n17											Cg006G2111900								
N9.HOG0007030	OG0002674	n1											Cg006G2094200	CARHR017580							
N9.HOG0007031	OG0002674	n22											Cg007G2556000	CARHR072000							
N9.HOG0007032	OG0002675	n1											Cg007G2494100	CARHR065320							
N9.HOG0007033	OG0002675	n20											Cg006G2091100	CARHR017950							
N9.HOG0007034	OG0002676	n1												CARHR252230							
N9.HOG0007035	OG0002677	n1											Cg005G1578800	CARHR129590							
N9.HOG0007036	OG0002677	n15											Cg001G0001200	CARHR294000							
N9.HOG0007037	OG0002678	n8											Cg005G1777700	CARHR111960							
N9.HOG0007038	OG0002678	n20											Cg001G0006100	CARHR294440							
N9.HOG0007039	OG0002679	n1											Cg001G0017300								
N9.HOG0007040	OG0002680	n3											Cg005G1759700	CARHR114220							
N9.HOG0007041	OG0002680	n18											Cg001G0025100	CARHR246040							
N9.HOG0007042	OG0002681	n2											Cg001G0055100	CARHR242830							
N9.HOG0007043	OG0002681	n21											Cg004G1398300, Cg004G1398400	CARHR106610							
N9.HOG0007044	OG0002682	n1											Cg001G0056400	CARHR242290							
N9.HOG0007045	OG0002682	n25											Cg004G1396800	CARHR106450							
N9.HOG0007046	OG0002683	n2											Cg001G0059000	CARHR242570							
N9.HOG0007047	OG0002683	n21											Cg004G1379800, Cg004G1387800	CARHR105670							
N9.HOG0007048	OG0002684	n11											Cg001G0077500	CARHR240460							
N9.HOG0007049	OG0002685	n1											Cg005G1716300	CARHR286470							
N9.HOG0007050	OG0002685	n20											Cg001G0072100	CARHR240950							
N9.HOG0007051	OG0002686	n27												CARHR241820							
N9.HOG0007052	OG0002686	n29												CARHR156580							
N9.HOG0007053	OG0002687	n7											Cg004G1371300	CARHR286410, CARHR106600							
N9.HOG0007054	OG0002687	n27												CARHR241900							
N9.HOG0007055	OG0002687	n33												CARHR146060							
N9.HOG0007056	OG0002688	n1											Cg005G1734700	CARHR116630							
N9.HOG0007057	OG0002688	n20											Cg001G0084400								
N9.HOG0007058	OG0002689	n2												CARHR180790, CARHR184030							
N9.HOG0007059	OG0002689	n19											Cg007G2562100	CARHR103730							
N9.HOG0007060	OG0002689	n32												CARHR258700, CARHR029530							
N9.HOG0007061	OG0002689	n35												CARHR057550, CARHR100710							
N9.HOG0007062	OG0002690	n36											Cg006G2003100	CARHR026790							
N9.HOG0007063	OG0002690	n38											Cg006G2000900	CARHR027020							
N9.HOG0007064	OG0002693	n25												CARHR221750							
N9.HOG0007065	OG0002693	n29												CARHR221770							
N9.HOG0007066	OG0002694	n11											Cg007G2309900								
N9.HOG0007067	OG0002694	n13												CARHR053340							
N9.HOG0007068	OG0002694	n38												CARHR053280							
N9.HOG0007069	OG0002695	n0											Cg004G1142900	CARHR258940, CARHR082590, CARHR082560, CARHR082550, CARHR219870							
N9.HOG0007070	OG0002696	n13											Cg005G1709600, Cg005G1749100, Cg005G1749200, Cg005G1749300, Cg005G1749700, Cg005G1757300, Cg001G0223200	CARHR114330							
N9.HOG0007071	OG0002696	n35											Cg001G0366600								
N9.HOG0007072	OG0002697	n5												CARHR158200							
N9.HOG0007073	OG0002697	n6												CARHR293060, CARHR158230, CARHR158220							
N9.HOG0007074	OG0002697	n18												CARHR158210							
N9.HOG0007075	OG0002698	n10												CARHR134010							
N9.HOG0007076	OG0002698	n24												CARHR103640							
N9.HOG0007077	OG0002699	n18											Cg003G0900700	CARHR264770							
N9.HOG0007078	OG0002700	n2											Cg003G0904300	CARHR265060							
N9.HOG0007079	OG0002700	n32												CARHR265070							
N9.HOG0007080	OG0002705	n2												CARHR234940							
N9.HOG0007081	OG0002705	n19											Cg003G0932900	CARHR267770							
N9.HOG0007082	OG0002706	n2											Cg008G2741300	CARHR195430							
N9.HOG0007083	OG0002706	n26											Cg008G2741400	CARHR195420							
N9.HOG0007084	OG0002707	n1											Cg004G1399400	CARHR106670							
N9.HOG0007085	OG0002708	n1											Cg008G2713700								
N9.HOG0007086	OG0002708	n20											Cg004G1078500	CARHR075650							
N9.HOG0007087	OG0002710	n23											Cg008G2687300	CARHR201100, CARHR201110							
N9.HOG0007088	OG0002711	n1											Cg008G2664000	CARHR203660							
N9.HOG0007089	OG0002711	n19											Cg003G1037500	CARHR278580							
N9.HOG0007090	OG0002712	n1											Cg001G0348300, Cg001G0348900	CARHR214610							
N9.HOG0007091	OG0002712	n20												CARHR214620							
N9.HOG0007092	OG0002712	n28											Cg002G0525600, Cg002G0525500	CARHR159770							
N9.HOG0007093	OG0002713	n19											Cg008G2658600	CARHR204340							
N9.HOG0007094	OG0002714	n2											Cg003G1005400	CARHR275220							
N9.HOG0007095	OG0002714	n20											Cg008G2648600	CARHR205510							
N9.HOG0007096	OG0002715	n1											Cg005G1663000	CARHR120220							
N9.HOG0007097	OG0002715	n24											Cg006G2181200	CARHR008120							
N9.HOG0007098	OG0002716	n14											Cg005G1660100	CARHR120390							
N9.HOG0007099	OG0002717	n1											Cg005G1616000	CARHR125310							
N9.HOG0007100	OG0002717	n19											Cg006G2207700	CARHR005340							
N9.HOG0007101	OG0002718	n1											Cg006G2221600	CARHR003860							
N9.HOG0007102	OG0002718	n21											Cg005G1599600	CARHR127330							
N9.HOG0007103	OG0002719	n14											Cg008G2601000	CARHR210350							
N9.HOG0007104	OG0002719	n24											Cg008G2934400	CARHR179740							
N9.HOG0007105	OG0002720	n25											Cg001G0148600, Cg001G0148500	CARHR232930							
N9.HOG0007106	OG0002720	n28												CARHR232920							
N9.HOG0007107	OG0002721	n2											Cg006G1858700	CARHR037070							
N9.HOG0007108	OG0002721	n29											Cg008G2897800	CARHR181610							
N9.HOG0007109	OG0002722	n15												CARHR036650							
N9.HOG0007110	OG0002722	n17												CARHR036660							
N9.HOG0007111	OG0002722	n28												CARHR036630							
N9.HOG0007112	OG0002723	n3											Cg005G1587200	CARHR128690							
N9.HOG0007113	OG0002723	n19											Cg006G1973000	CARHR029290							
N9.HOG0007114	OG0002724	n4											Cg006G1962600	CARHR030600							
N9.HOG0007115	OG0002724	n19											Cg005G1582600	CARHR129230							
N9.HOG0007116	OG0002725	n13											Cg002G0408500	CARHR172460							
N9.HOG0007117	OG0002726	n1											Cg001G0079500	CARHR240250							
N9.HOG0007118	OG0002726	n16											Cg008G2810000	CARHR188080							
N9.HOG0007119	OG0002727	n1												CARHR152600, CARHR152610							
N9.HOG0007120	OG0002727	n5											Cg002G0600000								
N9.HOG0007121	OG0002727	n27											Cg008G2772600	CARHR192020							
N9.HOG0007122	OG0002728	n3											Cg002G0577000	CARHR150750							
N9.HOG0007123	OG0002728	n20											Cg003G0997200	CARHR274360							
N9.HOG0007124	OG0002729	n3											Cg002G0574200	CARHR150050							
N9.HOG0007125	OG0002729	n17											Cg003G0993600								
N9.HOG0007126	OG0002730	n0											Cg001G0263000								
N9.HOG0007127	OG0002731	n4											Cg003G0948700	CARHR269410							
N9.HOG0007128	OG0002731	n14											Cg001G0137600	CARHR234120							
N9.HOG0007129	OG0002732	n16											Cg002G0535700	CARHR158070							
N9.HOG0007130	OG0002733	n1											Cg008G2643800	CARHR205970							
N9.HOG0007131	OG0002733	n20											Cg003G1013000	CARHR276010							
N9.HOG0007132	OG0002734	n1											Cg008G2635700	CARHR207070							
N9.HOG0007133	OG0002734	n15											Cg004G1176500	CARHR086210							
N9.HOG0007134	OG0002735	n2											Cg005G1528300, Cg004G1350500	CARHR135360, CARHR103760							
N9.HOG0007135	OG0002736	n1											Cg008G2622000	CARHR208300							
N9.HOG0007136	OG0002736	n18											Cg004G1166700	CARHR085290							
N9.HOG0007137	OG0002737	n13											Cg008G2607400	CARHR209690							
N9.HOG0007138	OG0002738	n2											Cg001G0119200	CARHR235990							
N9.HOG0007139	OG0002738	n25											Cg004G1444000	CARHR111340							
N9.HOG0007140	OG0002739	n4												CARHR211370							
N9.HOG0007141	OG0002740	n4											Cg004G1149000	CARHR083270							
N9.HOG0007142	OG0002740	n23											Cg008G2587600	CARHR211890							
N9.HOG0007143	OG0002741	n10											Cg006G2096400	CARHR017290							
N9.HOG0007144	OG0002741	n29											Cg007G2559900	CARHR072480							
N9.HOG0007145	OG0002742	n1											Cg001G0047000	CARHR243730							
N9.HOG0007146	OG0002742	n20											Cg004G1409300	CARHR107540							
N9.HOG0007147	OG0002743	n3											Cg001G0130600	CARHR234900							
N9.HOG0007148	OG0002743	n20											Cg003G0933300	CARHR267790							
N9.HOG0007149	OG0002744	n1											Cg004G1199700	CARHR088710							
N9.HOG0007150	OG0002744	n18											Cg006G1791400	CARHR044640							
N9.HOG0007151	OG0002745	n4											Cg006G1801100	CARHR043670							
N9.HOG0007152	OG0002745	n22											Cg004G1210000	CARHR089770							
N9.HOG0007153	OG0002746	n1											Cg004G1215400	CARHR090210							
N9.HOG0007154	OG0002746	n19											Cg006G1803600	CARHR043390							
N9.HOG0007155	OG0002747	n2											Cg002G0590400	CARHR104530							
N9.HOG0007156	OG0002747	n23											Cg001G0075600	CARHR240610							
N9.HOG0007157	OG0002748	n1											Cg003G0841500	CARHR259070							
N9.HOG0007158	OG0002748	n13											Cg001G0157800	CARHR231990							
N9.HOG0007159	OG0002749	n3											Cg001G0276100	CARHR219670							
N9.HOG0007160	OG0002749	n12												CARHR054020							
N9.HOG0007161	OG0002749	n16											Cg001G0276200	CARHR219660							
N9.HOG0007162	OG0002750	n11											Cg007G2420900	CARHR057920							
N9.HOG0007163	OG0002751	n21											Cg001G0255700, Cg001G0255600	CARHR221990							
N9.HOG0007164	OG0002752	n3											Cg004G1284300								
N9.HOG0007165	OG0002752	n21											Cg001G0253100	CARHR222150							
N9.HOG0007166	OG0002753	n5											Cg007G2430100	CARHR058700							
N9.HOG0007167	OG0002753	n13											Cg007G2430200, Cg007G2428000, Cg007G2430300	CARHR058710							
N9.HOG0007168	OG0002754	n1											Cg001G0247100	CARHR290410							
N9.HOG0007169	OG0002754	n18											Cg004G1231300	CARHR091880							
N9.HOG0007170	OG0002755	n3												CARHR018780							
N9.HOG0007171	OG0002755	n23											Cg007G2506100	CARHR066700							
N9.HOG0007172	OG0002756	n1											Cg006G2132200	CARHR013480							
N9.HOG0007173	OG0002756	n21											Cg004G1421200								
N9.HOG0007174	OG0002757	n1											Cg001G0113800	CARHR236560							
N9.HOG0007175	OG0002757	n21											Cg004G1439400	CARHR110720							
N9.HOG0007176	OG0002758	n17											Cg004G1438600	CARHR110650							
N9.HOG0007177	OG0002758	n30											Cg001G0111500	CARHR236780							
N9.HOG0007178	OG0002759	n6											Cg002G0400300								
N9.HOG0007179	OG0002759	n22											Cg007G2265500								
N9.HOG0007180	OG0002760	n2												CARHR140940							
N9.HOG0007181	OG0002760	n11											Cg001G0381400	CARHR213550							
N9.HOG0007182	OG0002761	n1											Cg007G2468700	CARHR062930							
N9.HOG0007183	OG0002761	n21											Cg006G2022000	CARHR025000, CARHR024880							
N9.HOG0007184	OG0002762	n1											Cg001G0029500	CARHR245570							
N9.HOG0007185	OG0002762	n21											Cg005G1755000	CARHR293030							
N9.HOG0007186	OG0002763	n6											Cg006G1819600								
N9.HOG0007187	OG0002763	n20											Cg004G1278300	CARHR096950							
N9.HOG0007188	OG0002764	n2											Cg006G1818300	CARHR041840, CARHR103680							
N9.HOG0007189	OG0002764	n22											Cg004G1279900	CARHR097140							
N9.HOG0007190	OG0002765	n5											Cg011G3014200								
N9.HOG0007191	OG0002765	n22											Cg006G1815300	CARHR042140							
N9.HOG0007192	OG0002766	n2											Cg001G0289300	CARHR218570							
N9.HOG0007193	OG0002766	n22											Cg004G1320200	CARHR101310							
N9.HOG0007194	OG0002767	n1											Cg005G1576600	CARHR129910							
