HOG	OG	Gene Tree Parent Clade	Alyssum_gmelinii	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana	Arabis_alpina	Brassica_oleracea	Brassica_rapa	Camelina_sativa	Capsella_rubella	Cardamine_glauca	Cardamine_hirsuta	Cochlearia_excelsa	Conringia_planisiliqua	Euclidium_syriacum	Eutrema_salsugineum	Noccaea_praecox	Raphanus_sativus	Rorippa_islandica
N15.HOG0006445	OG0001702	n40			XP_002864266.1, XP_002862625.1	AL281U10010															
N15.HOG0006446	OG0001703	n15			XP_002885759.1	AL3G42150															
N15.HOG0006447	OG0001704	n7			XP_002863806.1	AL8G19440															
N15.HOG0006448	OG0001704	n9			XP_020891272.1	AL8G19460, AL482U10010															
N15.HOG0006449	OG0001704	n12			XP_020886184.1	AL3G45000															
N15.HOG0006450	OG0001704	n33			XP_020891287.1	AL8G19380															
N15.HOG0006451	OG0001705	n1			XP_020877722.1	AL6G47820															
N15.HOG0006452	OG0001705	n19			XP_002881686.1	AL4G37540															
N15.HOG0006453	OG0001706	n2			XP_002868895.1	AL7G11230															
N15.HOG0006454	OG0001706	n19			XP_002878564.2	AL4G10850															
N15.HOG0006455	OG0001707	n1			XP_002874556.1	AL6G42660															
N15.HOG0006456	OG0001707	n39			XP_020869400.1	AL1G50590															
N15.HOG0006457	OG0001707	n40			XP_020870579.1	AL1G50610															
N15.HOG0006458	OG0001707	n41			XP_020870581.1, XP_002891202.2																
N15.HOG0006459	OG0001708	n1			XP_020879136.1	AL6G43790															
N15.HOG0006460	OG0001708	n24			XP_002890537.1	AL1G36380															
N15.HOG0006461	OG0001709	n3			XP_002874626.1	AL6G44380															
N15.HOG0006462	OG0001709	n22			XP_020869727.1	AL1G47600															
N15.HOG0006463	OG0001710	n1			XP_020888768.1	AL3G16680															
N15.HOG0006464	OG0001710	n22			XP_002872226.1	AL6G38500															
N15.HOG0006465	OG0001711	n1			XP_020876899.1	AL6G39740															
N15.HOG0006466	OG0001711	n26			XP_020886535.1	AL3G15330															
N15.HOG0006467	OG0001711	n29			XP_020886886.1	AL3G15510															
N15.HOG0006468	OG0001712	n1			XP_020886362.1	AL3G15400															
N15.HOG0006469	OG0001712	n22			XP_002874403.1	AL6G40010															
N15.HOG0006470	OG0001713	n1			XP_002880052.1	AL4G42320															
N15.HOG0006471	OG0001713	n33			XP_002888546.1	AL2G24960															
N15.HOG0006472	OG0001713	n35			XP_002880050.1	AL4G42300															
N15.HOG0006473	OG0001714	n7			XP_002882192.1	AL3G11010															
N15.HOG0006474	OG0001714	n16			XP_020888154.1	AL3G11000															
N15.HOG0006475	OG0001715	n1			XP_020885940.1	AL3G12850															
N15.HOG0006476	OG0001715	n23			XP_020885939.1																
N15.HOG0006477	OG0001716	n1			XP_020866316.1	AL1G19060															
N15.HOG0006478	OG0001716	n25			XP_002884450.1	AL3G14530															
N15.HOG0006479	OG0001717	n1			XP_020889231.1	AL3G29560															
N15.HOG0006480	OG0001717	n29			XP_020889016.1	AL3G16150															
N15.HOG0006481	OG0001718	n1			XP_002862243.2	AL845U10020															
N15.HOG0006482	OG0001718	n34			XP_020886551.1																
N15.HOG0006483	OG0001719	n1			XP_002882460.1	AL3G17190															
N15.HOG0006484	OG0001719	n24			XP_020878602.1	AL6G30250															
N15.HOG0006485	OG0001720	n1			XP_020886389.1	AL3G17350															
N15.HOG0006486	OG0001720	n26			XP_020878545.1	AL6G29890															
N15.HOG0006487	OG0001721	n2			XP_020887528.1	AL3G17480															
N15.HOG0006488	OG0001721	n29			XP_020887527.1	AL3G17490															
N15.HOG0006489	OG0001722	n16			XP_002880967.1																
N15.HOG0006490	OG0001722	n32			XP_002884606.1	nbis-gene-670															
N15.HOG0006491	OG0001722	n33			XP_002875831.1	AL5G26500															
N15.HOG0006492	OG0001723	n1			XP_002884619.1	AL3G18220															
N15.HOG0006493	OG0001723	n22			XP_020869482.1	AL8G22090															
N15.HOG0006494	OG0001724	n1			XP_002872400.1	AL6G42330															
N15.HOG0006495	OG0001724	n22			XP_020888377.1	AL3G21030															
N15.HOG0006496	OG0001725	n3			XP_002878709.1	AL4G13960															
N15.HOG0006497	OG0001725	n29				AL3G23040															
N15.HOG0006498	OG0001726	n1			XP_020888127.1	AL3G31150															
N15.HOG0006499	OG0001726	n22			XP_020868449.1	AL1G55250															
N15.HOG0006500	OG0001727	n1			XP_020888674.1	AL3G31540															
N15.HOG0006501	OG0001727	n24			XP_002891452.1	AL1G55490															
N15.HOG0006502	OG0001728	n1			XP_020872083.1	AL7G24640															
N15.HOG0006503	OG0001728	n24			XP_020890355.1	AL8G27350															
N15.HOG0006504	OG0001729	n23			XP_002876086.1	AL5G31880															
N15.HOG0006505	OG0001729	n28			XP_020880080.1	AL5G31870															
N15.HOG0006506	OG0001729	n37			XP_020880078.1	AL5G31890															
N15.HOG0006507	OG0001730	n1			XP_002889367.1	AL1G11010															
N15.HOG0006508	OG0001730	n22			XP_020876230.1	AL6G52270															
N15.HOG0006509	OG0001731	n2			XP_002874998.1	AL6G52310															
N15.HOG0006510	OG0001731	n25			XP_002892067.1	AL1G11070															
N15.HOG0006511	OG0001732	n1			XP_020879084.1	AL6G51330															
N15.HOG0006512	OG0001732	n23			XP_002889398.1	AL1G11730															
N15.HOG0006513	OG0001733	n6			XP_020869119.1	AL1G12060															
N15.HOG0006514	OG0001733	n24			XP_020878372.1	AL6G51020															
N15.HOG0006515	OG0001734	n7			XP_002888227.1	AL2G17980															
N15.HOG0006516	OG0001734	n12			XP_002888230.1	AL2G17990, AL2G18010															
N15.HOG0006517	OG0001734	n24			XP_020868186.1	AL1G20370															
N15.HOG0006518	OG0001735	n19			XP_002889842.1	AL1G21930															
N15.HOG0006519	OG0001736	n1			XP_002888095.1	AL2G15080															
N15.HOG0006520	OG0001736	n26			XP_002889854.1	AL1G22200															
N15.HOG0006521	OG0001737	n1			XP_002893613.1	AL1G44280															
N15.HOG0006522	OG0001737	n22			XP_002892663.1	AL1G23120															
N15.HOG0006523	OG0001738	n25			XP_020868224.1	AL1G23360															
N15.HOG0006524	OG0001739	n2			XP_002889987.1	AL1G24770															
N15.HOG0006525	OG0001739	n40			XP_020869012.1	AL1G24750															
N15.HOG0006526	OG0001739	n43			XP_002875346.1	AL5G15780															
N15.HOG0006527	OG0001740	n14			XP_020868616.1	AL1G36650															
N15.HOG0006528	OG0001740	n34			XP_002887338.1	AL2G30460															
N15.HOG0006529	OG0001741	n1			XP_020873027.1	AL7G12710															
N15.HOG0006530	OG0001741	n24			XP_020878899.1	AL6G38650															
N15.HOG0006531	OG0001742	n1			XP_002887308.1	AL2G29940															
N15.HOG0006532	OG0001742	n21			XP_002893280.1	AL1G37140															
N15.HOG0006533	OG0001743	n3			XP_002890597.1	AL1G37570															
N15.HOG0006534	OG0001743	n32			XP_020865608.1	AL2G29610															
N15.HOG0006535	OG0001744	n1			XP_002886530.1	AL2G14690															
N15.HOG0006536	OG0001744	n38			XP_002886531.1	AL2G14700															
N15.HOG0006537	OG0001744	n41			XP_020871093.1	AL8G22740															
N15.HOG0006538	OG0001744	n43			XP_002886533.1	AL2G14720															
N15.HOG0006539	OG0001745	n2			XP_020875633.1	AL7G11980															
N15.HOG0006540	OG0001745	n28			XP_020885509.1	AL4G11670															
N15.HOG0006541	OG0001746	n1			XP_020884255.1	AL4G11940															
N15.HOG0006542	OG0001746	n23			XP_020874628.1	AL7G12380															
N15.HOG0006543	OG0001747	n1			XP_020875663.1	AL7G13180															
N15.HOG0006544	OG0001747	n27			XP_002880477.1	AL4G12840															
N15.HOG0006545	OG0001748	n1			XP_020887363.1	AL3G33610															
N15.HOG0006546	OG0001748	n19			XP_020868633.1	AL1G58000															
N15.HOG0006547	OG0001749	n1			XP_020888019.1	AL3G49170															
N15.HOG0006548	OG0001749	n21			XP_020874314.1	AL7G16440															
N15.HOG0006549	OG0001750	n1			XP_020872303.1																
N15.HOG0006550	OG0001750	n16			XP_020872458.1	nbis-gene-1737															
N15.HOG0006551	OG0001750	n38			XP_020872304.1	nbis-gene-1738															
N15.HOG0006552	OG0001751	n1			XP_020872516.1	AL7G21090															
N15.HOG0006553	OG0001751	n42			XP_020866954.1	AL1G41060															
N15.HOG0006554	OG0001751	n43			XP_020868571.1	AL1G39310															
N15.HOG0006555	OG0001751	n44			XP_020867575.1	AL1G38530															
N15.HOG0006556	OG0001752	n4			XP_002893309.1	AL1G37590															
N15.HOG0006557	OG0001752	n18			XP_002893310.1	AL1G37600															
N15.HOG0006558	OG0001752	n32			XP_002893308.1	AL1G37580															
N15.HOG0006559	OG0001753	n40			XP_002882361.2																
N15.HOG0006560	OG0001753	n43			XP_002893739.1																
N15.HOG0006561	OG0001753	n44			XP_002882360.1	AL3G14560															
N15.HOG0006562	OG0001754	n13			XP_002884156.1	AL3G52230															
N15.HOG0006563	OG0001754	n28			XP_002886203.1	AL3G52220															
N15.HOG0006564	OG0001755	n11			XP_002877374.1	AL5G23390															
N15.HOG0006565	OG0001755	n29			XP_020881696.1	AL5G23370															
N15.HOG0006566	OG0001756	n15			XP_020875008.1	nbis-gene-1854															
N15.HOG0006567	OG0001756	n18			XP_002870255.2																
N15.HOG0006568	OG0001756	n23			XP_002870253.1	AL7G40420															
N15.HOG0006569	OG0001758	n8			XP_020867873.1	AL3G43400, AL5G21170, AL247U10020, AL3G41640, AL8G28570, AL1007U10010															
N15.HOG0006570	OG0001758	n25				AL638U10020															
N15.HOG0006571	OG0001759	n0				AL7G28880															
N15.HOG0006572	OG0001763	n2			XP_020888669.1	AL3G13170															
N15.HOG0006573	OG0001763	n26			XP_002873836.1	AL6G28640															
N15.HOG0006574	OG0001764	n2			XP_020877770.1	AL6G27740															
N15.HOG0006575	OG0001764	n26			XP_020887869.1	AL3G12390															
N15.HOG0006576	OG0001765	n1			XP_002871718.1	AL6G27370															
N15.HOG0006577	OG0001765	n21			XP_002884339.1	AL3G12190															
N15.HOG0006578	OG0001766	n1			XP_002873770.1	AL6G27280															
N15.HOG0006579	OG0001767	n5			XP_020866048.1	AL1G22420															
N15.HOG0006580	OG0001767	n20			XP_002889866.1	AL1G22500															
N15.HOG0006581	OG0001768	n1			XP_002888765.1	AL2G29600															
N15.HOG0006582	OG0001768	n27			XP_002871634.1	AL6G25650															
N15.HOG0006583	OG0001769	n5			XP_020885952.1	AL3G10450															
N15.HOG0006584	OG0001769	n24			XP_020878299.1	AL6G25090															
N15.HOG0006585	OG0001770	n1			XP_020890383.1	AL2G40900															
N15.HOG0006586	OG0001770	n39			XP_002893911.1	AL1G50860															
N15.HOG0006587	OG0001770	n42			XP_020876336.1	AL6G24870															
N15.HOG0006588	OG0001771	n23			XP_020877215.1	AL6G50590															
N15.HOG0006589	OG0001772	n1			XP_020876720.1	AL6G21070															
N15.HOG0006590	OG0001772	n22			XP_002864966.2, XP_020873382.1	AL112U10040, AL8G43210															
N15.HOG0006591	OG0001773	n1			XP_002866669.1	AL8G42960															
N15.HOG0006592	OG0001773	n29			XP_020876763.1	AL6G20930															
N15.HOG0006593	OG0001774	n1			XP_002871302.1	AL6G18370															
N15.HOG0006594	OG0001774	n21			XP_020882839.1	AL8G37660															
N15.HOG0006595	OG0001775	n1			XP_002873320.1	AL6G17930															
N15.HOG0006596	OG0001775	n21			XP_020882393.1	AL8G38290															
N15.HOG0006597	OG0001776	n1			XP_002889445.1	AL1G12690															
N15.HOG0006598	OG0001776	n22			XP_020878325.1	nbis-gene-1659															
N15.HOG0006599	OG0001777	n1			XP_002889652.1	AL1G17690															
N15.HOG0006600	OG0001777	n20			XP_020883277.1	AL4G23650															
N15.HOG0006601	OG0001778	n1			XP_020883967.1	AL4G23950															
N15.HOG0006602	OG0001778	n23			XP_002889647.1	AL1G17570															
N15.HOG0006603	OG0001779	n1			XP_020883553.1	AL4G24290															
N15.HOG0006604	OG0001779	n23			XP_002889643.1	AL1G17520															
N15.HOG0006605	OG0001780	n1			XP_020867294.1	AL1G17140															
N15.HOG0006606	OG0001780	n22			XP_002879257.1	AL4G24990															
N15.HOG0006607	OG0001781	n1			XP_002892324.1	AL1G16130															
N15.HOG0006608	OG0001781	n20			XP_020885824.1	AL4G26440															
N15.HOG0006609	OG0001782	n7			XP_002881268.1	AL4G28830															
N15.HOG0006610	OG0001782	n28			XP_002885624.1	AL3G39390															
N15.HOG0006611	OG0001783	n1			XP_020886793.1	AL8G15930															
N15.HOG0006612	OG0001783	n25			XP_020870732.1																
N15.HOG0006613	OG0001783	n42				AL1G13490, AL1G41750															
N15.HOG0006614	OG0001784	n1			XP_020873398.1	AL7G27900															
N15.HOG0006615	OG0001784	n22			XP_002864114.1	AL8G25780															
N15.HOG0006616	OG0001785	n1			XP_020882984.1	AL8G26310															
N15.HOG0006617	OG0001785	n25				AL3G46230															
N15.HOG0006618	OG0001785	n27			XP_020873500.1	AL7G27650															
N15.HOG0006619	OG0001786	n35			XP_020873750.1	AL7G27600															
N15.HOG0006620	OG0001786	n38			XP_020873740.1	AL7G27630															
N15.HOG0006621	OG0001786	n41			XP_020873735.1																
N15.HOG0006622	OG0001787	n1			XP_002865467.1	AL8G17790															
N15.HOG0006623	OG0001787	n22			XP_002894007.1	AL1G52740															
N15.HOG0006624	OG0001788	n6			XP_002865454.1	AL8G17560															
N15.HOG0006625	OG0001788	n15			XP_002872405.2	AL6G42380															
N15.HOG0006626	OG0001789	n1			XP_020866422.1	AL1G44330															
N15.HOG0006627	OG0001789	n25			XP_020885605.1	AL4G30650															
N15.HOG0006628	OG0001790	n1			XP_002866555.2	AL8G40510															
N15.HOG0006629	OG0001790	n28			XP_002877615.1	AL5G27970															
N15.HOG0006630	OG0001791	n3			XP_002864829.1	AL8G40010															
N15.HOG0006631	OG0001791	n31			XP_002885463.1	AL3G35860															
N15.HOG0006632	OG0001791	n37			XP_020888323.1	AL3G23320															
N15.HOG0006633	OG0001792	n5			XP_002866520.1	AL8G39890															
N15.HOG0006634	OG0001792	n27			XP_020880346.1	AL5G27390															
N15.HOG0006635	OG0001793	n3			XP_020868723.1	AL1G40660															
N15.HOG0006636	OG0001793	n26			XP_002893459.1	AL1G40670															
N15.HOG0006637	OG0001794	n1			XP_020881951.1	AL5G28620															
N15.HOG0006638	OG0001795	n13			XP_002872196.1	AL6G38070															
N15.HOG0006639	OG0001795	n17			XP_002872195.1	AL6G38060															
N15.HOG0006640	OG0001795	n29			XP_020886172.1	AL3G34790															
N15.HOG0006641	OG0001796	n3			XP_020881775.1	AL5G22260															
N15.HOG0006642	OG0001796	n22			XP_002874051.1	AL6G33120															
N15.HOG0006643	OG0001797	n2			XP_002877329.1	AL5G22380															
N15.HOG0006644	OG0001797	n24			XP_020876642.1	AL6G33240															
N15.HOG0006645	OG0001798	n4			XP_002877399.1	AL5G23910															
N15.HOG0006646	OG0001798	n20			XP_020883798.1	AL8G37030															
N15.HOG0006647	OG0001799	n35			XP_002866356.1	AL8G36440															
N15.HOG0006648	OG0001799	n37			XP_002866355.1	AL8G36430															
N15.HOG0006649	OG0001800	n3			XP_002877515.1	AL5G25830															
N15.HOG0006650	OG0001800	n29			XP_002866317.1	AL48U10070, AL8G35530															
N15.HOG0006651	OG0001801	n17			XP_020871195.1	AL8G32380															
N15.HOG0006652	OG0001801	n21			XP_020871960.1	AL8G32390															
N15.HOG0006653	OG0001802	n2			XP_002866118.1	AL8G31480															
N15.HOG0006654	OG0001802	n27			XP_020873343.1	AL7G26290															
N15.HOG0006655	OG0001803	n1			XP_002884864.1	AL3G23340															
N15.HOG0006656	OG0001803	n24			XP_020876282.1	AL6G16540															
N15.HOG0006657	OG0001804	n2			XP_002883521.2, XP_020876024.1	AL6G15560															
N15.HOG0006658	OG0001804	n27			XP_020886506.1	AL3G53170															
N15.HOG0006659	OG0001805	n1			XP_002882680.1	AL3G21960															
N15.HOG0006660	OG0001805	n25			XP_020877899.1	AL6G14150															
N15.HOG0006661	OG0001806	n1			XP_002882659.1	AL3G21630															
N15.HOG0006662	OG0001806	n23			XP_002871078.1	AL6G13790															
N15.HOG0006663	OG0001807	n1			XP_002873136.1	AL6G13750															
N15.HOG0006664	OG0001807	n25			XP_020886426.1	AL3G21600															
N15.HOG0006665	OG0001808	n5			XP_020888371.1	AL3G21000															
N15.HOG0006666	OG0001808	n16			XP_020877380.1	AL6G12480															
N15.HOG0006667	OG0001809	n1			XP_020880968.1	AL5G16530															
N15.HOG0006668	OG0001809	n23			XP_002870678.1	AL7G48960, nbis-gene-1287															
N15.HOG0006669	OG0001810	n23			XP_020872900.1	AL7G14750															
N15.HOG0006670	OG0001810	n26			XP_020872899.1	AL7G14760															
N15.HOG0006671	OG0001810	n29			XP_002867022.1	AL7G14740															
N15.HOG0006672	OG0001811	n1			XP_020866551.1	AL1G29350															
N15.HOG0006673	OG0001811	n24			XP_002887737.1	AL2G38800															
N15.HOG0006674	OG0001812	n1			XP_020865584.1	AL2G37060															
N15.HOG0006675	OG0001813	n16			XP_002889106.1	AL2G36980															
N15.HOG0006676	OG0001813	n26			XP_002893156.1	AL1G34240															
N15.HOG0006677	OG0001814	n1			XP_020889644.1	AL2G36850															
N15.HOG0006678	OG0001814	n21			XP_020869250.1	AL1G34130															
N15.HOG0006679	OG0001815	n1			XP_002889057.1	AL2G36130															
N15.HOG0006680	OG0001815	n21			XP_020868655.1	AL1G33160															
N15.HOG0006681	OG0001816	n6			XP_002887414.1	AL2G31760															
N15.HOG0006682	OG0001816	n18			XP_020890862.1																
N15.HOG0006683	OG0001816	n24			XP_002887416.1	AL2G31790															
N15.HOG0006684	OG0001817	n1			XP_002868806.1	AL7G52810															
N15.HOG0006685	OG0001818	n1			XP_002893043.1	AL1G31950															
N15.HOG0006686	OG0001818	n36			XP_002889008.1	AL2G35000															
N15.HOG0006687	OG0001818	n40				AL2G35010															
N15.HOG0006688	OG0001819	n2			XP_020887283.1	AL3G50510															
N15.HOG0006689	OG0001819	n24			XP_020875187.1	AL7G15660															
N15.HOG0006690	OG0001820	n1			XP_002867042.1	AL7G15040															
N15.HOG0006691	OG0001820	n28			XP_002886132.1																
N15.HOG0006692	OG0001821	n1			XP_020885224.1	AL4G32590															
N15.HOG0006693	OG0001821	n24			XP_002876174.2	AL5G33710															
N15.HOG0006694	OG0001822	n2			XP_020880096.1	AL5G15290															
N15.HOG0006695	OG0001822	n25			XP_020883460.1	AL4G33020															
N15.HOG0006696	OG0001823	n19			XP_020875320.1	AL7G39700															
N15.HOG0006697	OG0001823	n23			XP_002870216.1	AL7G39710															
N15.HOG0006698	OG0001823	n39				AL7G39690															
N15.HOG0006699	OG0001824	n26			XP_020889762.1																
N15.HOG0006700	OG0001824	n29			XP_002890245.1	AL1G30080															
N15.HOG0006701	OG0001825	n10			XP_020885244.1	AL8G30070															
N15.HOG0006702	OG0001825	n23			XP_020871252.1																
N15.HOG0006703	OG0001826	n1			XP_020890838.1	AL2G34230															
N15.HOG0006704	OG0001826	n26			XP_020867618.1	AL1G31140															
N15.HOG0006705	OG0001827	n1			XP_020874616.1	AL7G23280															
N15.HOG0006706	OG0001827	n25			XP_002883967.2	AL3G48370															
N15.HOG0006707	OG0001828	n2			XP_020870103.1	AL1G38930															
N15.HOG0006708	OG0001828	n25			XP_020891242.1	AL2G28670															
N15.HOG0006709	OG0001829	n1			XP_002870048.1	AL7G35980															
N15.HOG0006710	OG0001829	n22			XP_020877652.1	AL8G12300															
N15.HOG0006711	OG0001830	n22			XP_020874546.1	AL7G34980															
N15.HOG0006712	OG0001831	n13			XP_020870673.1	AL1G17310															
N15.HOG0006713	OG0001831	n14			XP_020886491.1	AL3G12670															
N15.HOG0006714	OG0001831	n27			XP_002889644.2	AL1G17540															
N15.HOG0006715	OG0001831	n32			XP_020869758.1	AL1G17550															
N15.HOG0006716	OG0001832	n1			XP_002883294.1	AL3G35300															
N15.HOG0006717	OG0001832	n18			XP_020867788.1	AL1G59630															
N15.HOG0006718	OG0001833	n1			XP_020887886.1	AL3G28820															
N15.HOG0006719	OG0001833	n23			XP_002891683.1	AL1G60400															
N15.HOG0006720	OG0001834	n1			XP_002879493.2	AL4G30330															
N15.HOG0006721	OG0001834	n22			XP_002865913.1	AL8G26880															
N15.HOG0006722	OG0001835	n36			XP_002868022.1	AL7G36490															
N15.HOG0006723	OG0001835	n37			XP_002868021.1, XP_020875598.1	AL7G36510, AL7G36480															
N15.HOG0006724	OG0001836	n2			XP_002879219.1	AL4G24300															
N15.HOG0006725	OG0001836	n15			XP_020878706.1	AL6G17220															
N15.HOG0006726	OG0001836	n28			XP_020866942.1	AL1G17510															
N15.HOG0006727	OG0001837	n2			XP_002883899.1	AL3G47250															
N15.HOG0006728	OG0001837	n28			XP_020875289.1	AL7G17280															
N15.HOG0006729	OG0001838	n1			XP_020887412.1	AL3G49980															
N15.HOG0006730	OG0001838	n21			XP_002867081.1	AL1G57900, AL7G15910															
N15.HOG0006731	OG0001839	n5			XP_020873465.1	AL7G29550															
N15.HOG0006732	OG0001839	n23			XP_020878448.1	AL6G45220															
N15.HOG0006733	OG0001840	n1			XP_020873620.1	AL7G30630															
N15.HOG0006734	OG0001840	n25			XP_020877707.1	AL6G46730															
N15.HOG0006735	OG0001841	n14			XP_002869958.2	AL7G33990															
N15.HOG0006736	OG0001842	n1			XP_002889449.1	AL1G12780															
N15.HOG0006737	OG0001842	n38			XP_020874252.1	AL7G33550															
N15.HOG0006738	OG0001843	n1			XP_002872755.1	AL6G49010															
N15.HOG0006739	OG0001843	n25			XP_020872172.1	AL7G33030															
N15.HOG0006740	OG0001844	n1			XP_020876470.1	AL6G48580															
N15.HOG0006741	OG0001844	n23			XP_020873746.1	AL7G32460															
N15.HOG0006742	OG0001845	n1			XP_002892438.1	AL1G18510															
N15.HOG0006743	OG0001845	n42			XP_020870859.1	AL1G56130															
N15.HOG0006744	OG0001846	n1			XP_002876397.1	AL5G38580															
N15.HOG0006745	OG0001846	n25			XP_002879926.1	AL4G39400															
N15.HOG0006746	OG0001847	n11				AL4G47220															
N15.HOG0006747	OG0001847	n28			XP_020883169.1																
N15.HOG0006748	OG0001847	n32			XP_002878480.1																
N15.HOG0006749	OG0001848	n3			XP_020881581.1	AL5G44860															
N15.HOG0006750	OG0001848	n27				AL5G29570															
N15.HOG0006751	OG0001848	n28			XP_002880275.2	AL4G46470															
N15.HOG0006752	OG0001849	n1			XP_020881462.1	AL5G42940															
N15.HOG0006753	OG0001849	n22			XP_020884494.1	AL4G44270															
N15.HOG0006754	OG0001850	n1			XP_002876545.1	AL5G42510															
N15.HOG0006755	OG0001850	n25			XP_002880137.1																
N15.HOG0006756	OG0001851	n1			XP_020880775.1	AL5G42400															
N15.HOG0006757	OG0001851	n25			XP_020884934.1	AL4G43630															
N15.HOG0006758	OG0001852	n1			XP_020882376.1	AL5G42300															
N15.HOG0006759	OG0001852	n23			XP_020884112.1	AL4G43330															
N15.HOG0006760	OG0001853	n11			XP_020884772.1																
N15.HOG0006761	OG0001853	n13			XP_020885315.1	AL4G43130															
N15.HOG0006762	OG0001853	n19			XP_020879827.1	AL5G42170															
N15.HOG0006763	OG0001854	n9				AL5G41790															
N15.HOG0006764	OG0001854	n23			XP_002876521.2	AL5G41770															
N15.HOG0006765	OG0001855	n1			XP_002881751.1	AL4G38920															
N15.HOG0006766	OG0001855	n24			XP_002878099.1	AL5G38030															
N15.HOG0006767	OG0001856	n16			XP_002862287.1	AL772U10020															
N15.HOG0006768	OG0001856	n17			XP_002879822.1	AL4G37330															
N15.HOG0006769	OG0001856	n23			XP_020880281.1	AL5G36810															
N15.HOG0006770	OG0001857	n24			XP_020882499.1	AL5G35840															
N15.HOG0006771	OG0001857	n25			XP_020882502.1	AL5G35830															
N15.HOG0006772	OG0001858	n1			XP_020882364.1	AL5G34230															
N15.HOG0006773	OG0001858	n22			XP_002879650.2	AL4G33420															
N15.HOG0006774	OG0001858	n43				AL1G59070, AL1G31250															
N15.HOG0006775	OG0001859	n1			XP_020875558.1	AL7G14490															
N15.HOG0006776	OG0001859	n21			XP_020887398.1	AL3G51600															
N15.HOG0006777	OG0001860	n1			XP_002866990.1	AL7G14200															
N15.HOG0006778	OG0001860	n26			XP_002886185.1	AL3G51960															
N15.HOG0006779	OG0001861	n22			XP_002888457.1	AL2G23100															
N15.HOG0006780	OG0001862	n17			XP_002874779.1	AL6G47460															
N15.HOG0006781	OG0001862	n19			XP_002874778.1	AL6G47450															
N15.HOG0006782	OG0001863	n3			XP_020878875.1																
N15.HOG0006783	OG0001863	n31			XP_020879380.1	AL6G48040															
N15.HOG0006784	OG0001863	n34			XP_002874800.1																
N15.HOG0006785	OG0001863	n35			XP_002874801.1	AL6G48030															
N15.HOG0006786	OG0001864	n1			XP_020882967.1	AL4G12330															
N15.HOG0006787	OG0001864	n24			XP_020874282.1	AL7G12850															
N15.HOG0006788	OG0001865	n1			XP_002893922.1	AL1G51130															
N15.HOG0006789	OG0001865	n20			XP_020877462.1	AL6G42320															
N15.HOG0006790	OG0001866	n1			XP_002892522.1	AL1G20330															
N15.HOG0006791	OG0001866	n23			XP_020887330.1	AL3G19560															
N15.HOG0006792	OG0001867	n26			XP_020884460.1	AL4G41070															
N15.HOG0006793	OG0001867	n33			XP_002881859.1	AL4G41090															
N15.HOG0006794	OG0001868	n15			XP_020871446.1, XP_020874771.1	AL625U10020															
N15.HOG0006795	OG0001868	n24				AL2G17420															
N15.HOG0006796	OG0001868	n37			XP_020866245.1	AL1G65650															
N15.HOG0006797	OG0001868	n40				AL2G17070															
N15.HOG0006798	OG0001869	n1			XP_020868620.1	AL1G33990															
N15.HOG0006799	OG0001869	n31			XP_020885219.1	AL4G40630															
N15.HOG0006800	OG0001870	n2			XP_020883290.1	AL4G39760															
N15.HOG0006801	OG0001870	n15			XP_020884763.1	AL4G39780															
N15.HOG0006802	OG0001870	n17			XP_002879939.1	AL4G39850															
N15.HOG0006803	OG0001870	n20			XP_020883740.1	AL4G39690															
N15.HOG0006804	OG0001870	n26			XP_020884574.1	AL4G31390, AL4G21770															
N15.HOG0006805	OG0001870	n37				AL4G39830, AL4G39770															
N15.HOG0006806	OG0001871	n3			XP_020886876.1	AL3G11950															
N15.HOG0006807	OG0001871	n26			XP_020886877.1	AL3G11960															
N15.HOG0006808	OG0001872	n1			XP_020889393.1	AL3G16960															
N15.HOG0006809	OG0001872	n21			XP_020887533.1	nbis-gene-766															
N15.HOG0006810	OG0001873	n4			XP_002892782.1	AL1G25850															
N15.HOG0006811	OG0001873	n27			XP_002875197.1	nbis-gene-1194															
N15.HOG0006812	OG0001874	n8			XP_002880697.1	AL4G17270															
N15.HOG0006813	OG0001874	n25			XP_020875746.1	AL7G19150															
N15.HOG0006814	OG0001875	n1			XP_020872969.1	AL7G50700															
N15.HOG0006815	OG0001875	n23			XP_020882368.1	nbis-gene-1252															
N15.HOG0006816	OG0001876	n1			XP_002868712.1	AL7G50770															
N15.HOG0006817	OG0001876	n22			XP_002868713.1	AL7G50790															
N15.HOG0006818	OG0001877	n2			XP_002870852.1	AL7G52500															
N15.HOG0006819	OG0001877	n22			XP_020891753.1	AL2G25370															
N15.HOG0006820	OG0001878	n2			XP_020878502.1	AL6G53050															
N15.HOG0006821	OG0001878	n22			XP_002889361.1	AL1G10770															
N15.HOG0006822	OG0001879	n1			XP_002892589.1	AL1G21540															
N15.HOG0006823	OG0001879	n23			XP_020873235.1	AL7G27040															
N15.HOG0006824	OG0001880	n1			XP_002889832.1	AL1G21650															
N15.HOG0006825	OG0001880	n24			XP_020890080.1	AL2G15800															
N15.HOG0006826	OG0001881	n1			XP_002889907.1	AL1G23220															
N15.HOG0006827	OG0001881	n23			XP_020891481.1	AL2G13510															
N15.HOG0006828	OG0001882	n1			XP_020869241.1	AL1G23280															
