HOG	OG	Gene Tree Parent Clade	Alyssum_gmelinii	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana	Arabis_alpina	Brassica_oleracea	Brassica_rapa	Camelina_sativa	Capsella_rubella	Cardamine_glauca	Cardamine_hirsuta	Cochlearia_excelsa	Conringia_planisiliqua	Euclidium_syriacum	Eutrema_salsugineum	Noccaea_praecox	Raphanus_sativus	Rorippa_islandica
N6.HOG0006650	OG0001930	n15											Cg006G2228700	CARHR003190							Roisl.0210s0320.1.p
N6.HOG0006651	OG0001931	n22												CARHR232910, CARHR232900							
N6.HOG0006652	OG0001931	n24																			Roisl.0022s0197.1.p
N6.HOG0006653	OG0001931	n25											Cg003G0903200	CARHR264980							Roisl.0189s0162.1.p, Roisl.0189s0161.1.p
N6.HOG0006654	OG0001932	n5												CARHR141810							Roisl.0035s0092.1.p
N6.HOG0006655	OG0001932	n25											Cg005G1464300	CARHR141800							Roisl.0035s0093.1.p
N6.HOG0006656	OG0001932	n36											Cg006G1995900	CARHR027490							
N6.HOG0006657	OG0001933	n5											Cg005G1597600	CARHR127520							Roisl.0028s0749.1.p
N6.HOG0006658	OG0001933	n15											Cg006G1995600	CARHR027520							Roisl.0028s0750.1.p, Roisl.0213s0065.1.p
N6.HOG0006659	OG0001934	n2											Cg006G1962700	CARHR030580							Roisl.0213s0381.1.p
N6.HOG0006660	OG0001934	n25											Cg005G1583100	CARHR129180							Roisl.0028s0917.1.p
N6.HOG0006661	OG0001934	n43												CARHR125140							
N6.HOG0006662	OG0001935	n9											Cg005G1579500	CARHR129530							Roisl.0028s0955.1.p
N6.HOG0006663	OG0001935	n25											Cg006G1947500	CARHR031920							Roisl.0209s0175.1.p
N6.HOG0006664	OG0001936	n1											Cg005G1580000	CARHR129480, CARHR230030							Roisl.0028s0951.1.p
N6.HOG0006665	OG0001936	n24											Cg006G1947000	CARHR031980							Roisl.0209s0169.1.p
N6.HOG0006666	OG0001937	n2											Cg002G0527500	CARHR159150							Roisl.0046s0949.1.p
N6.HOG0006667	OG0001937	n21											Cg003G1056400	CARHR280380							Roisl.0024s0541.1.p
N6.HOG0006668	OG0001938	n1											Cg004G1212300	CARHR090020							Roisl.0074s0460.1.p
N6.HOG0006669	OG0001938	n19											Cg003G0998900	CARHR184770, CARHR274540							Roisl.0080s0183.1.p
N6.HOG0006670	OG0001939	n10											Cg008G2793500	CARHR189850							Roisl.0210s2035.1.p
N6.HOG0006671	OG0001939	n24											Cg002G0539200	CARHR157670							Roisl.0046s0809.1.p
N6.HOG0006672	OG0001940	n4											Cg001G0078100	CARHR240390							
N6.HOG0006673	OG0001940	n25																			Roisl.0023s0107.1.p
N6.HOG0006674	OG0001940	n27											Cg005G1726700	CARHR115730							Roisl.0003s0265.1.p
N6.HOG0006675	OG0001940	n29											Cg008G2811400	CARHR187770							Roisl.0046s0227.1.p
N6.HOG0006676	OG0001941	n1												CARHR192540							
N6.HOG0006677	OG0001941	n15											Cg008G2768000								Roisl.0210s1757.1.p
N6.HOG0006678	OG0001941	n28											Cg003G0980900	CARHR285300							Roisl.0080s0380.1.p
N6.HOG0006679	OG0001942	n1											Cg002G0581100	CARHR151110							Roisl.0027s0090.1.p
N6.HOG0006680	OG0001942	n24											Cg008G2786200	CARHR190630							Roisl.0210s1952.1.p
N6.HOG0006681	OG0001943	n6											Cg003G0996000	CARHR274210							Roisl.0080s0218.1.p
N6.HOG0006682	OG0001943	n24											Cg002G0576700	CARHR150700							Roisl.0019s0078.1.p
N6.HOG0006683	OG0001944	n2																			Roisl.0080s0314.1.p
N6.HOG0006684	OG0001944	n21											Cg003G0986500	CARHR273120							
N6.HOG0006685	OG0001944	n42												CARHR154850							
N6.HOG0006686	OG0001945	n1											Cg007G2301600, Cg007G2301700	CARHR052350							Roisl.0214s0580.1.p
N6.HOG0006687	OG0001945	n23											Cg007G2297200	CARHR051870							Roisl.0214s0550.1.p
N6.HOG0006688	OG0001946	n1											Cg003G0974200								Roisl.0080s0451.1.p
N6.HOG0006689	OG0001946	n19											Cg008G2643200	CARHR206020							Roisl.0210s0447.1.p
N6.HOG0006690	OG0001947	n6											Cg003G0965600	CARHR271330							Roisl.0080s0545.1.p
N6.HOG0006691	OG0001947	n11											Cg001G0145200	CARHR233260							Roisl.0022s0233.1.p
N6.HOG0006692	OG0001948	n4											Cg003G0964900	CARHR271260							Roisl.0080s0553.1.p
N6.HOG0006693	OG0001948	n13											Cg001G0144900	CARHR233290							Roisl.0022s0236.1.p
N6.HOG0006694	OG0001949	n1											Cg004G1404700	CARHR107320							
N6.HOG0006695	OG0001949	n20											Cg004G1404800	CARHR107330							Roisl.0066s0250.1.p
N6.HOG0006696	OG0001950	n1											Cg001G0357200	CARHR263500							Roisl.0213s0840.1.p
N6.HOG0006697	OG0001950	n20											Cg002G0604700	CARHR153250							
N6.HOG0006698	OG0001951	n1											Cg001G0138100	CARHR234060							Roisl.0022s0307.1.p
N6.HOG0006699	OG0001951	n22											Cg003G0949700	CARHR269510							Roisl.0080s0714.1.p
N6.HOG0006700	OG0001952	n1												CARHR268240							Roisl.0080s0847.1.p
N6.HOG0006701	OG0001952	n19											Cg001G0132800	CARHR234620							Roisl.0022s0367.1.p
N6.HOG0006702	OG0001953	n1											Cg003G0934900	CARHR267980							Roisl.0080s0873.1.p
N6.HOG0006703	OG0001953	n26											Cg001G0131200	CARHR234820							Roisl.0022s0383.1.p
N6.HOG0006704	OG0001954	n1											Cg004G1182100	CARHR086800							Roisl.0074s0779.1.p
N6.HOG0006705	OG0001954	n25											Cg008G2641600	CARHR206200							Roisl.0210s0431.1.p
N6.HOG0006706	OG0001955	n1											Cg008G2637700	CARHR206640							Roisl.0042s0006.1.p
N6.HOG0006707	OG0001955	n23											Cg004G1178400	CARHR086410							Roisl.0074s0818.1.p
N6.HOG0006708	OG0001956	n1											Cg004G1166000	CARHR085220							
N6.HOG0006709	OG0001956	n21											Cg008G2620500	CARHR208430							Roisl.0030s0209.1.p
N6.HOG0006710	OG0001957	n1											Cg004G1158300	CARHR084410							Roisl.0074s1035.1.p
N6.HOG0006711	OG0001957	n21											Cg008G2606400								Roisl.0030s0073.1.p
N6.HOG0006712	OG0001958	n1												CARHR210040							Roisl.0030s0048.1.p
N6.HOG0006713	OG0001958	n25											Cg004G1157400	CARHR084270							Roisl.0079s0342.1.p
N6.HOG0006714	OG0001959	n2											Cg008G2589500	CARHR211690							Roisl.0034s0071.1.p
N6.HOG0006715	OG0001959	n14											Cg001G0070900	CARHR241090							Roisl.0003s0343.1.p
N6.HOG0006716	OG0001960	n1											Cg002G0651900	CARHR148700							Roisl.0028s0378.1.p, Roisl.0011s0533.1.p
N6.HOG0006717	OG0001960	n27											Cg001G0378900	CARHR261300							Roisl.0009s0166.1.p
N6.HOG0006718	OG0001961	n1											Cg006G2106600	CARHR016260							Roisl.0007s0559.1.p
N6.HOG0006719	OG0001961	n21											Cg005G1611000	CARHR074040							Roisl.0115s0091.1.p
N6.HOG0006720	OG0001962	n1											Cg007G2569900	CARHR073640							Roisl.0115s0132.1.p
N6.HOG0006721	OG0001962	n26											Cg006G2104100								Roisl.0007s0536.1.p
N6.HOG0006722	OG0001962	n39																			Roisl.0013s0233.1.p
N6.HOG0006723	OG0001963	n1											Cg006G2103700	CARHR016500							Roisl.0007s0531.1.p
N6.HOG0006724	OG0001963	n21											Cg007G2569200	CARHR073570							Roisl.0115s0141.1.p
N6.HOG0006725	OG0001963	n41																			Roisl.0007s0227.1.p
N6.HOG0006726	OG0001964	n1											Cg006G2101500	CARHR016770							Roisl.0007s0504.1.p
N6.HOG0006727	OG0001964	n19											Cg007G2566600	CARHR073200							Roisl.0115s0176.1.p
N6.HOG0006728	OG0001965	n1											Cg006G2056900	CARHR021410							Roisl.0007s0037.1.p
N6.HOG0006729	OG0001965	n23											Cg007G2536900	CARHR070100							Roisl.0004s0235.1.p
N6.HOG0006730	OG0001966	n43											Cg001G0045000								Roisl.0001s0179.1.p
N6.HOG0006731	OG0001967	n1											Cg006G2060800	CARHR021050							Roisl.0007s0077.1.p
N6.HOG0006732	OG0001967	n24											Cg007G2534400	CARHR069850							Roisl.0004s0262.1.p
N6.HOG0006733	OG0001968	n1												CARHR069430							Roisl.0004s0304.1.p
N6.HOG0006734	OG0001968	n24																			Roisl.0046s0346.1.p, Roisl.0046s0347.1.p
N6.HOG0006735	OG0001968	n30												CARHR069440							Roisl.0004s0303.1.p
N6.HOG0006736	OG0001969	n1											Cg004G1407800	CARHR293600							Roisl.0066s0216.1.p
N6.HOG0006737	OG0001969	n21											Cg001G0048100	CARHR243610							Roisl.0001s0142.1.p
N6.HOG0006738	OG0001970	n1											Cg004G1411200	CARHR107700							Roisl.0066s0189.1.p
N6.HOG0006739	OG0001970	n20											Cg001G0046000	CARHR243830							Roisl.0001s0168.1.p
N6.HOG0006740	OG0001971	n2											Cg004G1413100	CARHR108010							Roisl.0066s0162.1.p
N6.HOG0006741	OG0001971	n23											Cg001G0042900								Roisl.0001s0204.1.p
N6.HOG0006742	OG0001972	n1											Cg004G1413800	CARHR108170							Roisl.0066s0146.1.p
N6.HOG0006743	OG0001972	n20											Cg001G0040900	CARHR244320							Roisl.0001s0217.1.p
N6.HOG0006744	OG0001973	n1											Cg004G1200800	CARHR088810							Roisl.0074s0576.1.p
N6.HOG0006745	OG0001973	n24											Cg006G1792400, Cg006G1792500, Cg006G1792600	CARHR044530							Roisl.0006s0496.1.p
N6.HOG0006746	OG0001974	n1											Cg004G1211300	CARHR089900							Roisl.0074s0471.1.p
N6.HOG0006747	OG0001974	n26											Cg006G1802400	CARHR043520							Roisl.0006s0401.1.p
N6.HOG0006748	OG0001975	n11											Cg002G0497500	CARHR162880							Roisl.0046s1275.1.p
N6.HOG0006749	OG0001975	n26											Cg005G1567800	CARHR130870							Roisl.0054s0033.1.p
N6.HOG0006750	OG0001977	n1											Cg001G0280700	CARHR219300							Roisl.0075s0070.1.p
N6.HOG0006751	OG0001977	n31											Cg004G1310000	CARHR100100							Roisl.0053s0272.1.p
N6.HOG0006752	OG0001978	n2																			Roisl.0075s0200.1.p
N6.HOG0006753	OG0001978	n18											Cg004G1096500, Cg004G1085200	CARHR076370							Roisl.0016s0166.1.p
N6.HOG0006754	OG0001979	n2											Cg001G0265200	CARHR220770							Roisl.0075s0207.1.p
N6.HOG0006755	OG0001979	n20											Cg004G1297600	CARHR098960							Roisl.0053s0399.1.p
N6.HOG0006756	OG0001980	n3											Cg001G0263400, Cg001G0263300	CARHR221060							Roisl.0002s0268.1.p
N6.HOG0006757	OG0001980	n22											Cg004G1295800	CARHR098830							Roisl.0115s0642.1.p
N6.HOG0006758	OG0001981	n3											Cg004G1231500								Roisl.0074s0282.1.p
N6.HOG0006759	OG0001981	n10												CARHR091900							
N6.HOG0006760	OG0001981	n30											Cg001G0246900	CARHR290440							Roisl.0002s0090.1.p
N6.HOG0006761	OG0001982	n1											Cg002G0463800	CARHR166170							Roisl.0046s1611.1.p
N6.HOG0006762	OG0001982	n25											Cg005G1528200	CARHR135380							Roisl.0028s0607.1.p
N6.HOG0006763	OG0001983	n4											Cg002G0565600	CARHR154830							Roisl.0209s0339.1.p
N6.HOG0006764	OG0001983	n29												CARHR154840							
N6.HOG0006765	OG0001983	n31											Cg002G0565800	CARHR154800, CARHR154820, CARHR154790							
N6.HOG0006766	OG0001984	n2											Cg002G0660400	CARHR147710							Roisl.0011s0444.1.p
N6.HOG0006767	OG0001984	n24											Cg006G2134600	CARHR013210							Roisl.0021s0381.1.p
N6.HOG0006768	OG0001985	n1											Cg008G2962400	CARHR176460							Roisl.0005s0292.1.p
N6.HOG0006769	OG0001985	n21											Cg001G0210100	CARHR225940							Roisl.0091s0404.1.p
N6.HOG0006770	OG0001986	n1											Cg006G1835100	CARHR039740							Roisl.0006s0035.1.p
N6.HOG0006771	OG0001986	n26											Cg004G1258300	CARHR094680							Roisl.0074s0006.1.p
N6.HOG0006772	OG0001987	n1											Cg006G1825100	CARHR040990							Roisl.0006s0154.1.p
N6.HOG0006773	OG0001987	n22											Cg004G1272800	CARHR096350							Roisl.0115s0385.1.p
N6.HOG0006774	OG0001988	n1											Cg006G1819000	CARHR041750							Roisl.0006s0215.1.p
N6.HOG0006775	OG0001988	n21											Cg004G1278900	CARHR097040							Roisl.0115s0455.1.p
N6.HOG0006776	OG0001989	n1											Cg004G1225500	CARHR091280							Roisl.0074s0334.1.p
N6.HOG0006777	OG0001989	n19											Cg006G1812500	CARHR042380							Roisl.0006s0288.1.p
N6.HOG0006778	OG0001991	n1												CARHR149020							Roisl.0011s0557.1.p, Roisl.0011s0558.1.p
N6.HOG0006779	OG0001991	n7												CARHR148980, CARHR148970							Roisl.0214s0178.1.p
N6.HOG0006780	OG0001991	n16												CARHR261490, CARHR261500							Roisl.0009s0188.1.p
N6.HOG0006781	OG0001991	n19											Cg004G1369800								
N6.HOG0006782	OG0001992	n1											Cg001G0223700	CARHR224600							Roisl.0091s0541.1.p
N6.HOG0006783	OG0001992	n21											Cg008G2977000	CARHR174740							Roisl.0005s0115.1.p
N6.HOG0006784	OG0001993	n2											Cg014G3038600, Cg003G0717000	CARHR250170							Roisl.0191s0638.1.p
N6.HOG0006785	OG0001993	n25											Cg006G2244200	CARHR001490							Roisl.0210s0139.1.p
N6.HOG0006786	OG0001994	n2												CARHR254360							Roisl.0213s0529.1.p
N6.HOG0006787	OG0001994	n16											Cg001G0175000	CARHR229960							Roisl.0091s0028.1.p
N6.HOG0006788	OG0001995	n1											Cg001G0181100	CARHR229200							
N6.HOG0006789	OG0001995	n23																			Roisl.0091s0091.1.p
N6.HOG0006790	OG0001995	n27											Cg001G0181000	CARHR229210							Roisl.0091s0090.1.p
N6.HOG0006791	OG0001996	n28											Cg001G0184800	CARHR228700							Roisl.0091s0131.1.p
N6.HOG0006792	OG0001997	n1											Cg003G0736800, Cg003G0861400	CARHR252370							Roisl.0082s0276.1.p
N6.HOG0006793	OG0001997	n22											Cg001G0191700	CARHR227860							Roisl.0091s0203.1.p
N6.HOG0006794	OG0001998	n1											Cg002G0400900	CARHR173280							Roisl.0018s0437.1.p
N6.HOG0006795	OG0001998	n19											Cg005G1449800	CARHR143340							Roisl.0067s0022.1.p
N6.HOG0006796	OG0001999	n1											Cg005G1475100	CARHR140630							Roisl.0028s0036.1.p
N6.HOG0006797	OG0001999	n24											Cg002G0420100	CARHR171280							Roisl.0018s0211.1.p
N6.HOG0006798	OG0002000	n2											Cg005G1478800	CARHR140330							Roisl.0028s0077.1.p
N6.HOG0006799	OG0002000	n23											Cg002G0422800	CARHR170950							Roisl.0018s0175.1.p
N6.HOG0006800	OG0002001	n1											Cg002G0422900	CARHR170940							Roisl.0018s0172.1.p
N6.HOG0006801	OG0002001	n25											Cg005G1478900	CARHR140320							Roisl.0028s0078.1.p
N6.HOG0006802	OG0002002	n1											Cg002G0427400	CARHR170380							Roisl.0018s0117.1.p
N6.HOG0006803	OG0002002	n23											Cg005G1487100	CARHR139460							Roisl.0028s0161.1.p
N6.HOG0006804	OG0002003	n1											Cg006G2158900	CARHR010630							Roisl.0021s0113.1.p
N6.HOG0006805	OG0002003	n23											Cg002G0445200	CARHR168240							Roisl.0026s0095.1.p
N6.HOG0006806	OG0002004	n1											Cg005G1514500	CARHR136690							Roisl.0028s0462.1.p
N6.HOG0006807	OG0002004	n20											Cg002G0451000	CARHR167520, CARHR051780							Roisl.0026s0163.1.p
N6.HOG0006808	OG0002005	n1											Cg001G0125700	CARHR235420							Roisl.0022s0440.1.p
N6.HOG0006809	OG0002005	n22											Cg003G0919100	CARHR266670							Roisl.0031s0129.1.p
N6.HOG0006810	OG0002006	n0																			Roisl.0058s0066.1.p
N6.HOG0006811	OG0002007	n23											Cg005G1543100								
N6.HOG0006812	OG0002007	n25												CARHR133600							Roisl.0017s0257.1.p
N6.HOG0006813	OG0002007	n29												CARHR133590							Roisl.0017s0256.1.p
N6.HOG0006814	OG0002008	n3											Cg005G1546800	CARHR133220							Roisl.0017s0220.1.p
N6.HOG0006815	OG0002008	n9												CARHR105530							
N6.HOG0006816	OG0002009	n1											Cg002G0510200	CARHR161490							Roisl.0046s1148.1.p
N6.HOG0006817	OG0002009	n20											Cg005G1550800	CARHR132770							Roisl.0017s0181.1.p
N6.HOG0006818	OG0002010	n1																			Roisl.0051s0003.1.p
N6.HOG0006819	OG0002010	n13											Cg008G2985300, Cg008G2985400	CARHR183270, CARHR174690, CARHR173760, CARHR173730, CARHR173740							Roisl.0005s0022.1.p
N6.HOG0006820	OG0002011	n1											Cg005G1776700	CARHR112090							Roisl.0063s0043.1.p
N6.HOG0006821	OG0002011	n21											Cg001G0007000	CARHR247880							Roisl.0115s0714.1.p
N6.HOG0006822	OG0002012	n15											Cg003G0779100	CARHR260890							Roisl.0020s0047.1.p
N6.HOG0006823	OG0002012	n33											Cg006G1927600	CARHR033370							Roisl.0193s0010.1.p
N6.HOG0006824	OG0002013	n1											Cg004G1118400	CARHR080090							Roisl.0039s0095.1.p
N6.HOG0006825	OG0002013	n21											Cg008G2824700	CARHR186500							Roisl.0046s0365.1.p
N6.HOG0006826	OG0002014	n1												CARHR173100							Roisl.0018s0419.1.p
N6.HOG0006827	OG0002014	n25											Cg005G1452700	CARHR143050							Roisl.0067s0052.1.p
N6.HOG0006828	OG0002015	n1											Cg005G1453600	CARHR142970							Roisl.0067s0060.1.p
N6.HOG0006829	OG0002015	n23											Cg002G0403800	CARHR172960							Roisl.0018s0402.1.p
N6.HOG0006830	OG0002016	n16											Cg004G1202000, Cg004G1201900, Cg004G1202500, Cg004G1202200, Cg004G1202600, Cg004G1202400, Cg004G1202300	CARHR088540, CARHR088530							Roisl.0074s0604.1.p
N6.HOG0006831	OG0002016	n26												CARHR268400							Roisl.0080s0832.1.p
N6.HOG0006832	OG0002016	n29											Cg004G1236200	CARHR092390							Roisl.0074s0227.1.p
N6.HOG0006833	OG0002017	n1											Cg005G1509600	CARHR137160							Roisl.0028s0410.1.p
N6.HOG0006834	OG0002017	n24											Cg002G0444400	CARHR168340							Roisl.0026s0086.1.p
N6.HOG0006835	OG0002018	n1											Cg004G1114500	CARHR079600							Roisl.0039s0049.1.p
N6.HOG0006836	OG0002018	n26											Cg007G2346600	CARHR056040							Roisl.0071s0008.1.p
N6.HOG0006837	OG0002019	n1												CARHR194220							
N6.HOG0006838	OG0002019	n2											Cg004G1126500, Cg008G2752100	CARHR080840							Roisl.0210s1591.1.p
N6.HOG0006839	OG0002020	n1											Cg004G1236400	CARHR092420, CARHR092410							Roisl.0074s0225.1.p
N6.HOG0006840	OG0002020	n34											Cg004G1236300	CARHR092400							Roisl.0074s0226.1.p
N6.HOG0006841	OG0002021	n1											Cg004G1237700	CARHR092510							Roisl.0074s0216.1.p
N6.HOG0006842	OG0002021	n25											Cg006G1852200	CARHR037670							Roisl.0013s0145.1.p
N6.HOG0006843	OG0002022	n1											Cg004G1239700	CARHR092750							Roisl.0074s0199.1.p
N6.HOG0006844	OG0002022	n21											Cg006G1850600	CARHR037860							Roisl.0013s0127.1.p
N6.HOG0006845	OG0002023	n1											Cg002G0623200	CARHR154050							Roisl.0184s0206.1.p
N6.HOG0006846	OG0002023	n24											Cg001G0361800	CARHR263060							Roisl.0022s0084.1.p
N6.HOG0006847	OG0002024	n7											Cg007G2421500	CARHR058010							
N6.HOG0006848	OG0002024	n16											Cg001G0333200	CARHR215550							Roisl.0210s2210.1.p
N6.HOG0006849	OG0002025	n2											Cg004G1289900	CARHR098170							Roisl.0115s0578.1.p
N6.HOG0006850	OG0002025	n25											Cg001G0259400	CARHR221680							Roisl.0002s0219.1.p
N6.HOG0006851	OG0002026	n16											Cg008G2750400	CARHR194390							Roisl.0210s1572.1.p
N6.HOG0006852	OG0002026	n18											Cg008G2750500	CARHR194370							Roisl.0210s1574.1.p
N6.HOG0006853	OG0002027	n1											Cg014G3049400, Cg003G0706100	CARHR248990							Roisl.0191s0521.1.p
N6.HOG0006854	OG0002027	n22											Cg006G2249600								Roisl.0210s0084.1.p
N6.HOG0006855	OG0002028	n2											Cg014G3046700, Cg003G0709100	CARHR249310							Roisl.0191s0561.1.p
N6.HOG0006856	OG0002028	n24											Cg006G2247900	CARHR001080							Roisl.0210s0102.1.p
N6.HOG0006857	OG0002029	n3											Cg014G3046600, Cg003G0709200	CARHR249320							Roisl.0191s0562.1.p
N6.HOG0006858	OG0002029	n21											Cg006G2247800	CARHR001100, CARHR001090							Roisl.0210s0103.1.p
N6.HOG0006859	OG0002030	n2											Cg006G2239700	CARHR001970							Roisl.0210s0195.1.p
N6.HOG0006860	OG0002030	n24											Cg003G0719100, Cg014G3036800	CARHR250350							Roisl.0191s0660.1.p
N6.HOG0006861	OG0002031	n1											Cg006G2210400	CARHR005030							Roisl.0091s0812.1.p
N6.HOG0006862	OG0002031	n16												CARHR005010							Roisl.0091s0808.1.p
N6.HOG0006863	OG0002032	n1											Cg007G2330800	CARHR054910							Roisl.0008s0060.1.p
N6.HOG0006864	OG0002032	n23											Cg006G2170700	CARHR009320							Roisl.0091s1218.1.p
N6.HOG0006865	OG0002033	n1											Cg006G2157700	CARHR010730							Roisl.0021s0123.1.p
N6.HOG0006866	OG0002033	n21											Cg007G2304900	CARHR052740							Roisl.0214s0618.1.p
N6.HOG0006867	OG0002034	n1											Cg006G2150700	CARHR011480							Roisl.0021s0201.1.p
N6.HOG0006868	OG0002034	n36											Cg002G0628700								
N6.HOG0006869	OG0002034	n38											Cg007G2291700	CARHR051320							Roisl.0209s0724.1.p
N6.HOG0006870	OG0002035	n1											Cg006G2146400	CARHR011980							Roisl.0021s0249.1.p
N6.HOG0006871	OG0002035	n20											Cg007G2285800	CARHR050420							Roisl.0209s0638.1.p
N6.HOG0006872	OG0002036	n3											Cg007G2273200	CARHR048570							Roisl.0010s0100.1.p
N6.HOG0006873	OG0002036	n23											Cg006G2137500	CARHR012930							Roisl.0021s0352.1.p
N6.HOG0006874	OG0002037	n1											Cg002G0663600	CARHR147350							
N6.HOG0006875	OG0002037	n15											Cg006G2133000	CARHR013390							Roisl.0021s0401.1.p
N6.HOG0006876	OG0002038	n1											Cg006G2116700	CARHR015190							Roisl.0007s0673.1.p
N6.HOG0006877	OG0002038	n31											Cg002G0688200	CARHR144540							Roisl.0011s0101.1.p
N6.HOG0006878	OG0002039	n16												CARHR016150							Roisl.0007s0570.1.p
N6.HOG0006879	OG0002039	n27												CARHR016140							Roisl.0007s0571.1.p
N6.HOG0006880	OG0002039	n36																			Roisl.0007s0569.1.p
N6.HOG0006881	OG0002040	n1											Cg006G2054400								
N6.HOG0006882	OG0002040	n21											Cg006G2053700								
N6.HOG0006883	OG0002040	n28											Cg006G2053900								
N6.HOG0006884	OG0002040	n31											Cg006G2054200								
N6.HOG0006885	OG0002041	n1											Cg006G2033800	CARHR023670							Roisl.0191s0161.1.p
N6.HOG0006886	OG0002041	n21											Cg007G2477300	CARHR063970							Roisl.0019s0458.1.p
N6.HOG0006887	OG0002042	n1											Cg001G0390500	CARHR272940							Roisl.0009s0054.1.p
N6.HOG0006888	OG0002042	n20											Cg007G2262100	CARHR046660							Roisl.0050s0068.1.p
N6.HOG0006889	OG0002043	n0											Cg002G0569600	CARHR154330							Roisl.0209s0298.1.p
N6.HOG0006890	OG0002044	n14											Cg001G0051200	CARHR243280							Roisl.0001s0109.1.p
N6.HOG0006891	OG0002044	n21												CARHR106960							Roisl.0066s0307.1.p
N6.HOG0006892	OG0002044	n29																			Roisl.0066s0286.1.p
N6.HOG0006893	OG0002045	n1											Cg001G0071100	CARHR241060							Roisl.0003s0341.1.p
N6.HOG0006894	OG0002045	n25											Cg005G1713500	CARHR114990							Roisl.0082s0468.1.p
N6.HOG0006895	OG0002046	n1												CARHR126530, CARHR123860							Roisl.0033s0126.1.p, Roisl.0028s0649.1.p
N6.HOG0006896	OG0002047	n32												CARHR159980							Roisl.0046s0987.1.p
N6.HOG0006897	OG0002047	n38																			Roisl.0046s0986.1.p
N6.HOG0006898	OG0002047	n42											Cg002G0523600	CARHR159990							Roisl.0046s0988.1.p
N6.HOG0006899	OG0002048	n13																			Roisl.0020s0051.1.p
N6.HOG0006900	OG0002048	n15											Cg003G0778600	CARHR260920							Roisl.0020s0054.1.p
N6.HOG0006901	OG0002048	n27											Cg003G0778800	CARHR260900							Roisl.0020s0048.1.p
N6.HOG0006902	OG0002048	n38																			Roisl.0020s0049.1.p
N6.HOG0006903	OG0002051	n0																			Roisl.0191s0301.1.p
N6.HOG0006904	OG0002052	n22																			Roisl.0011s0234.1.p
N6.HOG0006905	OG0002052	n24																			Roisl.0012s0278.1.p
N6.HOG0006906	OG0002056	n1											Cg003G0978200	CARHR272730							Roisl.0080s0408.1.p
N6.HOG0006907	OG0002056	n21											Cg002G0555300	CARHR155850							Roisl.0209s0431.1.p
N6.HOG0006908	OG0002057	n1											Cg002G0546800	CARHR156800							Roisl.0046s0719.1.p
N6.HOG0006909	OG0002057	n19											Cg003G1020000	CARHR276720							Roisl.0024s0162.1.p
N6.HOG0006910	OG0002058	n1											Cg008G2745800	CARHR194890							Roisl.0210s1525.1.p
N6.HOG0006911	OG0002058	n22											Cg004G1100500	CARHR078030							Roisl.0016s0331.1.p
N6.HOG0006912	OG0002059	n2											Cg008G2745600	CARHR194910							Roisl.0210s1522.1.p
N6.HOG0006913	OG0002059	n26												CARHR198710							Roisl.0210s1161.1.p
N6.HOG0006914	OG0002060	n1											Cg008G2745000	CARHR194980							Roisl.0210s1514.1.p
N6.HOG0006915	OG0002060	n23											Cg008G2744100	CARHR195070							Roisl.0210s1502.1.p
N6.HOG0006916	OG0002061	n1												CARHR077450							Roisl.0016s0279.1.p
N6.HOG0006917	OG0002061	n21												CARHR195720							Roisl.0210s1446.1.p
N6.HOG0006918	OG0002062	n1											Cg008G2732000	CARHR196360							Roisl.0210s1384.1.p
N6.HOG0006919	OG0002062	n25																			Roisl.0016s0232.1.p
N6.HOG0006920	OG0002063	n1											Cg004G1089200	CARHR076780							Roisl.0016s0208.1.p
N6.HOG0006921	OG0002063	n24											Cg008G2728600	CARHR196810							Roisl.0210s1342.1.p
N6.HOG0006922	OG0002064	n13											Cg008G2726800	CARHR197070							Roisl.0210s1322.1.p
N6.HOG0006923	OG0002064	n22											Cg004G1087700	CARHR076630							Roisl.0016s0194.1.p
N6.HOG0006924	OG0002065	n1											Cg004G1086300	CARHR076510							Roisl.0016s0183.1.p
N6.HOG0006925	OG0002065	n22											Cg008G2724800	CARHR197270							Roisl.0210s1302.1.p
N6.HOG0006926	OG0002066	n1											Cg004G1085800	CARHR076430							Roisl.0016s0175.1.p
N6.HOG0006927	OG0002066	n23											Cg008G2723800	CARHR197380							Roisl.0210s1291.1.p
N6.HOG0006928	OG0002067	n2											Cg008G2707900	CARHR198930							Roisl.0209s0202.1.p, Roisl.0210s1140.1.p
N6.HOG0006929	OG0002067	n25											Cg004G1074400	CARHR075230							Roisl.0016s0043.1.p
N6.HOG0006930	OG0002068	n1											Cg008G2699200								Roisl.0210s1050.1.p
N6.HOG0006931	OG0002068	n23											Cg004G1184100	CARHR087010							Roisl.0074s0757.1.p
N6.HOG0006932	OG0002069	n4											Cg008G2694800	CARHR200360							Roisl.0210s0999.1.p
N6.HOG0006933	OG0002069	n23											Cg006G2002900	CARHR026800							Roisl.0015s0088.1.p
N6.HOG0006934	OG0002070	n1											Cg008G2814900	CARHR187550							Roisl.0046s0268.1.p
N6.HOG0006935	OG0002070	n19											Cg008G2683700	CARHR201550							Roisl.0210s0887.1.p
N6.HOG0006936	OG0002071	n1																			Roisl.0012s0217.1.p
N6.HOG0006937	OG0002072	n3											Cg008G2665900	CARHR203440							Roisl.0210s0701.1.p
