HOG	OG	Gene Tree Parent Clade	Alyssum_gmelinii	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana	Arabis_alpina	Brassica_oleracea	Brassica_rapa	Camelina_sativa	Capsella_rubella	Cardamine_glauca	Cardamine_hirsuta	Cochlearia_excelsa	Conringia_planisiliqua	Euclidium_syriacum	Eutrema_salsugineum	Noccaea_praecox	Raphanus_sativus	Rorippa_islandica
N17.HOG0000995	OG0000039	n3							XP_013617482.1, XP_013617341.1												
N17.HOG0000996	OG0000039	n44							XP_013594349.1, XP_013628062.1, XP_013624733.1												
N17.HOG0000997	OG0000039	n48							XP_013616886.1												
N17.HOG0000998	OG0000039	n86							XP_013609584.1												
N17.HOG0000999	OG0000039	n174							XP_013589456.1												
N17.HOG0001000	OG0000039	n257							XP_013617923.1												
N17.HOG0001001	OG0000039	n258							XP_013617127.1												
N17.HOG0001002	OG0000039	n277							XP_013617642.1, XP_013632918.1, XP_013594872.1, XP_013632749.1	XP_033138878.1											
N17.HOG0001003	OG0000039	n282							XP_013615553.1, XP_013624923.1, XP_013607974.1, XP_013614900.1, XP_013615296.1, XP_013614545.1, XP_013613737.1, XP_013601526.1	XP_033143373.1											
N17.HOG0001004	OG0000039	n294							XP_013615380.1												
N17.HOG0001005	OG0000039	n298							XP_013634328.1												
N17.HOG0001006	OG0000039	n300							XP_013608243.1, XP_013617407.1, XP_013632979.1, XP_013633001.1												
N17.HOG0001007	OG0000039	n304							XP_013632553.1												
N17.HOG0001008	OG0000040	n8							XP_013585161.1												
N17.HOG0001009	OG0000040	n17								XP_033148631.1											
N17.HOG0001010	OG0000040	n30							XP_013601552.1, XP_013616916.1, XP_013601670.1												
N17.HOG0001011	OG0000040	n50								XP_018512880.1											
N17.HOG0001012	OG0000040	n90							XP_013624186.1	XP_009112224.1											
N17.HOG0001013	OG0000040	n91							XP_013608414.1	XP_033142288.1, XP_033128760.1											
N17.HOG0001014	OG0000040	n98							XP_013632514.1	XP_009128563.1											
N17.HOG0001015	OG0000040	n100							XP_013601198.1, XP_013617894.1, XP_013600988.1, XP_013632963.1, XP_013594938.1, XP_013601900.1, XP_013617173.1	XP_009150818.1											
N17.HOG0001016	OG0000040	n113							XP_013617799.1												
N17.HOG0001017	OG0000040	n160							XP_013639460.1												
N17.HOG0001018	OG0000040	n163							XP_013601815.1												
N17.HOG0001019	OG0000040	n167								XP_009126331.2											
N17.HOG0001020	OG0000040	n180							XP_013594979.1	XP_009113229.1											
N17.HOG0001021	OG0000040	n189							XP_013624167.1, XP_013607608.1												
N17.HOG0001022	OG0000040	n191							XP_013617694.1	XP_009118147.1											
N17.HOG0001023	OG0000040	n193							XP_013639357.1												
N17.HOG0001024	OG0000040	n194							XP_013633484.1, XP_013632444.1, XP_013632629.1												
N17.HOG0001025	OG0000040	n198								XP_033139875.1											
N17.HOG0001026	OG0000040	n203							XP_013601326.1	XP_009145177.1											
N17.HOG0001027	OG0000040	n205							XP_013639640.1	XP_009102190.1											
N17.HOG0001028	OG0000040	n206							XP_013601738.1	XP_033135130.1											
N17.HOG0001029	OG0000040	n213							XP_013614391.1												
N17.HOG0001030	OG0000040	n219							XP_013639305.1												
N17.HOG0001031	OG0000040	n220							XP_013607564.1												
N17.HOG0001032	OG0000040	n221							XP_013624085.1	XP_009109986.2, XP_009124648.1											
N17.HOG0001033	OG0000040	n224							XP_013601671.1, XP_013617167.1	XP_033146213.1											
N17.HOG0001034	OG0000040	n230							XP_013594411.1, XP_013617203.1, XP_013601463.1, XP_013601401.1, XP_013628053.1, XP_013623499.1												
N17.HOG0001035	OG0000040	n237							XP_013624133.1, XP_013639650.1	XP_009149322.1											
N17.HOG0001036	OG0000040	n244							XP_013589643.1	XP_033131826.1, XP_009107588.1, XP_033134026.1, XP_009148789.1											
N17.HOG0001037	OG0000040	n249							XP_013607732.1, XP_013608326.1												
N17.HOG0001038	OG0000040	n273								XP_018513078.1											
N17.HOG0001039	OG0000041	n14							XP_013617666.1												
N17.HOG0001040	OG0000041	n34							XP_013626063.1												
N17.HOG0001041	OG0000041	n52							XP_013591364.1												
N17.HOG0001042	OG0000041	n54							XP_013639502.1												
N17.HOG0001043	OG0000041	n59							XP_013624302.1												
N17.HOG0001044	OG0000041	n62							XP_013632342.1												
N17.HOG0001045	OG0000041	n137								XP_033138682.1, XP_009120440.2											
N17.HOG0001046	OG0000041	n201							XP_013615307.1												
N17.HOG0001047	OG0000041	n209								XP_033136843.1											
N17.HOG0001048	OG0000041	n225							XP_013623756.1, XP_013639341.1												
N17.HOG0001049	OG0000041	n234								XP_018511312.1											
N17.HOG0001050	OG0000041	n237							XP_013616889.1												
N17.HOG0001051	OG0000041	n238							XP_013632541.1, XP_013614613.1, XP_013639828.1												
N17.HOG0001052	OG0000041	n245							XP_013624430.1												
N17.HOG0001053	OG0000041	n250							XP_013613797.1												
N17.HOG0001054	OG0000041	n251							XP_013608404.1												
N17.HOG0001055	OG0000041	n267							XP_013601088.1	XP_033142750.1											
N17.HOG0001056	OG0000041	n269							XP_013624202.1, XP_013589459.1	XP_018509814.1, XP_033143560.1											
N17.HOG0001057	OG0000041	n273								XP_033147559.1											
N17.HOG0001058	OG0000041	n292								XP_018511953.2											
N17.HOG0001059	OG0000042	n28							XP_013624485.1	XP_033136099.1											
N17.HOG0001060	OG0000042	n34							XP_013584641.1, XP_013629200.1, XP_013594415.1												
N17.HOG0001061	OG0000042	n37							XP_013589285.1	XP_009120611.1											
N17.HOG0001062	OG0000042	n44							XP_013632940.1, XP_013639621.1												
N17.HOG0001063	OG0000042	n52							XP_013630837.1												
N17.HOG0001064	OG0000042	n134							XP_013589127.1, XP_013624490.1												
N17.HOG0001065	OG0000042	n135							XP_013594894.1												
N17.HOG0001066	OG0000042	n155							XP_013594980.1, XP_013624692.1	XP_009138234.2, XP_033131226.1											
N17.HOG0001067	OG0000042	n171							XP_013624117.1	XP_009151481.2, XP_033141105.1											
N17.HOG0001068	OG0000042	n186							XP_013601612.1, XP_013639620.1	XP_033129573.1											
N17.HOG0001069	OG0000042	n197							XP_013617264.1, XP_013639811.1, XP_013624086.1	XP_033131887.1											
N17.HOG0001070	OG0000042	n224							XP_013639334.1	XP_033134225.1											
N17.HOG0001071	OG0000042	n227							XP_013627371.1, XP_013613752.1, XP_013594900.1, XP_013589576.1, XP_013633166.1, XP_013595191.1												
N17.HOG0001072	OG0000042	n249							XP_013632400.1	XP_033145843.1											
N17.HOG0001073	OG0000042	n254							XP_013584806.1	XP_033143238.1, XP_033148584.1											
N17.HOG0001074	OG0000042	n257								XP_018515301.2, XP_033136651.1, XP_033130759.1, XP_033132456.1											
N17.HOG0001075	OG0000042	n268							XP_013598956.1												
N17.HOG0001076	OG0000042	n277							XP_013607631.1	XP_033130756.1											
N17.HOG0001077	OG0000042	n282							XP_013594825.1	XP_033144303.1											
N17.HOG0001078	OG0000042	n287								XP_009121228.1, XP_033148072.1											
N17.HOG0001079	OG0000042	n288							XP_013633216.1	XP_033135352.1											
N17.HOG0001080	OG0000043	n109							XP_013593469.1												
N17.HOG0001081	OG0000043	n116							XP_013639450.1												
N17.HOG0001082	OG0000043	n258								XP_033134364.1											
N17.HOG0001083	OG0000044	n55								XP_033128241.1											
N17.HOG0001084	OG0000044	n65								XP_018510070.1											
N17.HOG0001085	OG0000044	n92								XP_033136809.1											
N17.HOG0001086	OG0000044	n112								XP_033139620.1											
N17.HOG0001087	OG0000044	n116							XP_013606145.1	XP_009114345.1											
N17.HOG0001088	OG0000044	n120								XP_009105239.1											
N17.HOG0001089	OG0000044	n123							XP_013628727.1	XP_018512047.1, XP_009134864.2											
N17.HOG0001090	OG0000044	n156							XP_013624330.1, XP_013628000.1, XP_013620412.1												
N17.HOG0001091	OG0000044	n176							XP_013611210.1	XP_009128863.1											
N17.HOG0001092	OG0000044	n182							XP_013619061.1	XP_009128859.1											
N17.HOG0001093	OG0000044	n188							XP_013608422.1	XP_009123255.2											
N17.HOG0001094	OG0000044	n221							XP_013599363.1	XP_018513381.1											
N17.HOG0001095	OG0000044	n245								XP_009136811.1											
N17.HOG0001096	OG0000044	n287							XP_013610918.1	XP_009122186.1											
N17.HOG0001097	OG0000045	n71							XP_013594661.1	XP_033142708.1, XP_009103472.2											
N17.HOG0001098	OG0000045	n282								XP_033139399.1, XP_033130736.1											
N17.HOG0001099	OG0000046	n73							XP_013623958.1	XP_033141811.1											
N17.HOG0001100	OG0000046	n74							XP_013639308.1, XP_013632674.1, XP_013589222.1	XP_033147696.1											
N17.HOG0001101	OG0000046	n106							XP_013594734.1	XP_033146209.1											
N17.HOG0001102	OG0000046	n108							XP_013591267.1	XP_033136827.1, XP_033146848.1, XP_033141133.1, XP_033131463.1											
N17.HOG0001103	OG0000046	n114							XP_013617808.1, XP_013617807.1												
N17.HOG0001104	OG0000046	n120							XP_013633382.1	XP_009129598.2, XP_033148784.1											
N17.HOG0001105	OG0000046	n123								XP_033131827.1											
N17.HOG0001106	OG0000046	n125							XP_013589049.1	XP_009114167.2											
N17.HOG0001107	OG0000046	n128							XP_013617512.1	XP_018512849.2, XP_033148557.1, XP_033129976.1											
N17.HOG0001108	OG0000046	n132							XP_013633177.1												
N17.HOG0001109	OG0000047	n57							XP_013617583.1, XP_013594417.1	XP_009120239.1											
N17.HOG0001110	OG0000047	n69							XP_013624590.1												
N17.HOG0001111	OG0000047	n73							XP_013594346.1, XP_013628856.1												
N17.HOG0001112	OG0000047	n77							XP_013614062.1	XP_033131812.1, XP_009124182.2, XP_009114455.1											
N17.HOG0001113	OG0000047	n81							XP_013639583.1, XP_013617593.1, XP_013601233.1, XP_013639614.1												
N17.HOG0001114	OG0000047	n87							XP_013601190.1, XP_013632786.1	XP_009123814.2											
N17.HOG0001115	OG0000047	n89							XP_013614080.1, XP_013594473.1	XP_009123579.2											
N17.HOG0001116	OG0000047	n102							XP_013614636.1	XP_033129374.1											
N17.HOG0001117	OG0000047	n103							XP_013617455.1	XP_033134308.1											
N17.HOG0001118	OG0000047	n106							XP_013608048.1, XP_013608046.1	XP_009123766.1											
N17.HOG0001119	OG0000047	n108							XP_013639728.1	XP_033148540.1											
N17.HOG0001120	OG0000047	n109							XP_013594618.1, XP_013608033.1, XP_013608211.1, XP_013607947.1, XP_013627916.1												
N17.HOG0001121	OG0000047	n113							XP_013624649.1, XP_013617457.1, XP_013594508.1												
N17.HOG0001122	OG0000047	n115							XP_013628886.1	XP_033134303.1											
N17.HOG0001123	OG0000047	n119							XP_013614878.1	XP_009123343.2											
N17.HOG0001124	OG0000047	n120							XP_013613732.1	XP_009124453.2											
N17.HOG0001125	OG0000047	n128							XP_013628330.1, XP_013632748.1	XP_009144635.1											
N17.HOG0001126	OG0000047	n130							XP_013613700.1	XP_018511422.1											
N17.HOG0001127	OG0000047	n131							XP_013594348.1, XP_013594344.1, XP_013601121.1, XP_013639714.1, XP_013624583.1												
N17.HOG0001128	OG0000047	n135							XP_013624431.1, XP_013633404.1	XP_033143388.1											
N17.HOG0001129	OG0000047	n137							XP_013588883.1, XP_013594571.1												
N17.HOG0001130	OG0000047	n161							XP_013624586.1, XP_013613730.1, XP_013624575.1, XP_013613469.1, XP_013639543.1, XP_013608051.1, XP_013601262.1, XP_013594511.1, XP_013613572.1	XP_033134290.1											
N17.HOG0001131	OG0000047	n214							XP_013628021.1, XP_013617532.1, XP_013594664.1, XP_013617638.1, XP_013608316.1, XP_013594347.1, XP_013624567.1, XP_013594342.1	XP_033129373.1, XP_033134312.1											
N17.HOG0001132	OG0000047	n242							XP_013608032.1, XP_013594569.1, XP_013614063.1	XP_033134310.1											
N17.HOG0001133	OG0000047	n263							XP_013601163.1, XP_013624577.1, XP_013639711.1	XP_033145294.1											
N17.HOG0001134	OG0000047	n272							XP_013632837.1, XP_013594494.1, XP_013607922.1, XP_013594345.1, XP_013594469.1, XP_013624607.1, XP_013601293.1, XP_013624644.1	XP_009123666.1											
N17.HOG0001135	OG0000047	n284							XP_013617456.1, XP_013624589.1												
N17.HOG0001136	OG0000048	n24								XP_009141214.1											
N17.HOG0001137	OG0000048	n25								XP_033145357.1											
N17.HOG0001138	OG0000048	n38							XP_013634025.1	XP_009125775.1											
N17.HOG0001139	OG0000048	n79							XP_013589584.1												
N17.HOG0001140	OG0000048	n81								XP_009127532.1											
N17.HOG0001141	OG0000048	n82							XP_013619895.1	XP_033139568.1											
N17.HOG0001142	OG0000048	n87								XP_009123149.2											
N17.HOG0001143	OG0000048	n137								XP_033137775.1											
N17.HOG0001144	OG0000048	n138								XP_033137778.1											
N17.HOG0001145	OG0000048	n140								XP_033146467.1											
N17.HOG0001146	OG0000048	n142							XP_013633506.1, XP_013633508.1	XP_033145502.1											
N17.HOG0001147	OG0000048	n147							XP_013632602.1	XP_033148635.1											
N17.HOG0001148	OG0000048	n150							XP_013634597.1	XP_033147829.1											
N17.HOG0001149	OG0000048	n153							XP_013634026.1	XP_033146958.1											
N17.HOG0001150	OG0000048	n194							XP_013635430.1	XP_009141452.3											
N17.HOG0001151	OG0000048	n197								XP_009141229.2											
N17.HOG0001152	OG0000048	n199								XP_033145293.1, XP_033145288.1											
N17.HOG0001153	OG0000048	n203							XP_013635414.1	XP_009141227.2											
N17.HOG0001154	OG0000048	n206							XP_013585248.1	XP_009146516.2											
N17.HOG0001155	OG0000048	n207							XP_013632139.1	XP_018513390.1											
N17.HOG0001156	OG0000048	n210								XP_033145756.1											
N17.HOG0001157	OG0000048	n212							XP_013634956.1	XP_033145751.1											
N17.HOG0001158	OG0000048	n216							XP_013633670.1	XP_033145292.1, XP_018514111.1											
N17.HOG0001159	OG0000048	n219							XP_013635604.1	XP_033145356.1											
N17.HOG0001160	OG0000048	n220								XP_009141011.2											
N17.HOG0001161	OG0000048	n223							XP_013635413.1	XP_033145355.1											
N17.HOG0001162	OG0000048	n225							XP_013635393.1												
N17.HOG0001163	OG0000048	n228								XP_009142302.1											
N17.HOG0001164	OG0000048	n229								XP_018513876.1											
N17.HOG0001165	OG0000048	n230								XP_033147664.1											
N17.HOG0001166	OG0000049	n3							XP_013589183.1												
N17.HOG0001167	OG0000049	n13							XP_013639365.1												
N17.HOG0001168	OG0000049	n23							XP_013589595.1	XP_009123417.1											
N17.HOG0001169	OG0000049	n35							XP_013595002.1, XP_013617113.1												
N17.HOG0001170	OG0000049	n40							XP_013594567.1, XP_013614092.1, XP_013608021.1												
N17.HOG0001171	OG0000049	n81							XP_013588948.1												
N17.HOG0001172	OG0000049	n102							XP_013601361.1, XP_013607679.1	XP_018514448.1											
N17.HOG0001173	OG0000049	n105							XP_013614043.1, XP_013617249.1, XP_013589594.1												
N17.HOG0001174	OG0000049	n111							XP_013608040.1												
N17.HOG0001175	OG0000049	n112							XP_013617491.1												
N17.HOG0001176	OG0000049	n116								XP_033134981.1											
N17.HOG0001177	OG0000049	n122							XP_013617009.1												
N17.HOG0001178	OG0000049	n132							XP_013632791.1												
N17.HOG0001179	OG0000049	n146							XP_013622875.1, XP_013595184.1												
N17.HOG0001180	OG0000049	n150							XP_013583327.1												
N17.HOG0001181	OG0000049	n151							XP_013583403.1, XP_013589080.1												
N17.HOG0001182	OG0000049	n153							XP_013623999.1												
N17.HOG0001183	OG0000049	n158							XP_013601341.1												
N17.HOG0001184	OG0000049	n162							XP_013632843.1												
N17.HOG0001185	OG0000049	n179								XP_033131392.1											
N17.HOG0001186	OG0000049	n190							XP_013608010.1												
N17.HOG0001187	OG0000049	n227							XP_013633223.1, XP_013639258.1, XP_013588964.1, XP_013601587.1, XP_013632693.1	XP_033139739.1											
N17.HOG0001188	OG0000049	n262							XP_013628097.1												
N17.HOG0001189	OG0000049	n267							XP_013589081.1, XP_013594357.1												
N17.HOG0001190	OG0000049	n269							XP_013633424.1												
N17.HOG0001191	OG0000049	n270							XP_013617620.1												
N17.HOG0001192	OG0000050	n14							XP_013607678.1												
N17.HOG0001193	OG0000050	n25							XP_013613937.1												
N17.HOG0001194	OG0000050	n26							XP_013617131.1	XP_009142124.1											
N17.HOG0001195	OG0000050	n38								XP_033128725.1											
N17.HOG0001196	OG0000050	n65							XP_013624311.1	XP_009138627.1											
N17.HOG0001197	OG0000050	n66							XP_013601409.1												
N17.HOG0001198	OG0000050	n112							XP_013594629.1												
N17.HOG0001199	OG0000050	n120							XP_013601399.1	XP_033146215.1											
N17.HOG0001200	OG0000050	n121							XP_013617744.1	XP_033146249.1											
N17.HOG0001201	OG0000050	n122							XP_013594969.1, XP_013624450.1, XP_013617867.1, XP_013583376.1, XP_013589145.1												
N17.HOG0001202	OG0000050	n126							XP_013583387.1, XP_013615022.1	XP_033133626.1, XP_033144846.1											
N17.HOG0001203	OG0000050	n130							XP_013617828.1	XP_033134003.1											
N17.HOG0001204	OG0000050	n137							XP_013633342.1												
N17.HOG0001205	OG0000050	n140							XP_013632973.1, XP_013639275.1												
N17.HOG0001206	OG0000050	n150							XP_013624860.1, XP_013588991.1	XP_018509860.1											
N17.HOG0001207	OG0000050	n156							XP_013615054.1, XP_013639112.1	XP_033148671.1											
N17.HOG0001208	OG0000050	n158							XP_013608470.1	XP_009125369.1											
N17.HOG0001209	OG0000050	n159							XP_013633275.1, XP_013607553.1, XP_013624461.1, XP_013633665.1, XP_013627137.1, XP_013617208.1, XP_013594936.1	XP_033136840.1											
N17.HOG0001210	OG0000050	n166							XP_013601380.1												
N17.HOG0001211	OG0000050	n167							XP_013589499.1, XP_013615086.1	XP_009133671.1											
N17.HOG0001212	OG0000050	n176								XP_009105612.1											
N17.HOG0001213	OG0000050	n201							XP_013624813.1												
N17.HOG0001214	OG0000050	n243							XP_013595062.1, XP_013614222.1	XP_009138599.2											
N17.HOG0001215	OG0000050	n246							XP_013594879.1												
N17.HOG0001216	OG0000050	n250							XP_013624123.1												
N17.HOG0001217	OG0000050	n251							XP_013632813.1												
N17.HOG0001218	OG0000050	n253							XP_013624858.1, XP_013616885.1, XP_013601570.1	XP_033145680.1											
N17.HOG0001219	OG0000050	n258							XP_013624811.1												
N17.HOG0001220	OG0000051	n34							XP_013609148.1	XP_009119376.1, XP_009121616.2											
N17.HOG0001221	OG0000051	n36							XP_013623987.1, XP_013601904.1	XP_009118690.1											
N17.HOG0001222	OG0000051	n45							XP_013635946.1	XP_009142066.1											
N17.HOG0001223	OG0000051	n48							XP_013623985.1	XP_018513039.2											
N17.HOG0001224	OG0000051	n75							XP_013589464.1	XP_018514205.1											
N17.HOG0001225	OG0000051	n78							XP_013610001.1	XP_009113199.1											
N17.HOG0001226	OG0000051	n129							XP_013590443.1	XP_009103279.2											
N17.HOG0001227	OG0000051	n131							XP_013597211.1	XP_033131912.1											
N17.HOG0001228	OG0000051	n166							XP_013623984.1												
N17.HOG0001229	OG0000051	n186							XP_013632327.1	XP_033148413.1											
N17.HOG0001230	OG0000051	n188							XP_013632325.1												
N17.HOG0001231	OG0000051	n190							XP_013632324.1	XP_033147570.1, XP_033148423.1											
N17.HOG0001232	OG0000051	n200							XP_013635332.1												
N17.HOG0001233	OG0000051	n202							XP_013615889.1, XP_013635943.1, XP_013615847.1, XP_013635331.1												
N17.HOG0001234	OG0000051	n229								XP_009142840.1											
N17.HOG0001235	OG0000051	n231							XP_013610546.1	XP_033138797.1, XP_033138543.1											
N17.HOG0001236	OG0000051	n235								XP_033148410.1											
N17.HOG0001237	OG0000052	n28							XP_013594927.1												
N17.HOG0001238	OG0000052	n30							XP_013594267.1												
N17.HOG0001239	OG0000052	n31								XP_033138197.1											
N17.HOG0001240	OG0000052	n46							XP_013610604.1	XP_033139477.1, XP_033135650.1											
N17.HOG0001241	OG0000052	n96							XP_013615703.1, XP_013630964.1	XP_009115966.1, XP_033146756.1, XP_033146252.1, XP_033146757.1, XP_033145801.1											
N17.HOG0001242	OG0000052	n133							XP_013607524.1												
N17.HOG0001243	OG0000052	n160								XP_009114878.1											
N17.HOG0001244	OG0000052	n213								XP_033129401.1											
N17.HOG0001245	OG0000052	n244							XP_013636207.1	XP_009140762.1											
N17.HOG0001246	OG0000052	n246							XP_013636206.1												
N17.HOG0001247	OG0000054	n14							XP_013594475.1												
N17.HOG0001248	OG0000054	n33							XP_013632520.1												
N17.HOG0001249	OG0000054	n37							XP_013624716.1												
N17.HOG0001250	OG0000054	n50							XP_013633849.1, XP_013632930.1	XP_033142356.1											
N17.HOG0001251	OG0000054	n52							XP_013594935.1, XP_013639402.1												
N17.HOG0001252	OG0000054	n56								XP_033138762.1, XP_033148514.1, XP_033138743.1											
N17.HOG0001253	OG0000054	n62							XP_013634444.1, XP_013614489.1	XP_033129392.1, XP_033138981.1, XP_033139074.1, XP_033129466.1, XP_033133928.1											
N17.HOG0001254	OG0000054	n74							XP_013607965.1												
N17.HOG0001255	OG0000054	n88								XP_033138761.1											
N17.HOG0001256	OG0000054	n94							XP_013624682.1												
N17.HOG0001257	OG0000054	n98							XP_013615172.1												
N17.HOG0001258	OG0000054	n124							XP_013632708.1												
N17.HOG0001259	OG0000054	n149							XP_013617215.1												
N17.HOG0001260	OG0000054	n152							XP_013589020.1												
N17.HOG0001261	OG0000054	n156							XP_013615283.1, XP_013614144.1												
N17.HOG0001262	OG0000054	n187							XP_013624645.1, XP_013615328.1												
N17.HOG0001263	OG0000054	n190							XP_013594426.1												
N17.HOG0001264	OG0000054	n207								XP_033134275.1											
N17.HOG0001265	OG0000054	n217							XP_013615632.1, XP_013628408.1, XP_013639507.1, XP_013594559.1, XP_013632543.1	XP_033141137.1, XP_033148483.1, XP_033133347.1											
N17.HOG0001266	OG0000054	n242								XP_033145298.1											
N17.HOG0001267	OG0000054	n243							XP_013617788.1	XP_033132419.1											
N17.HOG0001268	OG0000054	n260							XP_013614408.1												
N17.HOG0001269	OG0000054	n266							XP_013607944.1												
N17.HOG0001270	OG0000054	n267							XP_013594826.1												
N17.HOG0001271	OG0000055	n33							XP_013623695.1	XP_009131379.2											
N17.HOG0001272	OG0000055	n36							XP_013623796.1, XP_013628424.1	XP_033144999.1											
N17.HOG0001273	OG0000055	n42							XP_013606594.1	XP_009121596.1											
N17.HOG0001274	OG0000055	n43							XP_013593729.1	XP_033131219.1											
N17.HOG0001275	OG0000055	n46							XP_013626596.1												
N17.HOG0001276	OG0000055	n69							XP_013589549.1												
N17.HOG0001277	OG0000055	n142								XP_033139674.1											
N17.HOG0001278	OG0000055	n178							XP_013627468.1	XP_009134817.1											
N17.HOG0001279	OG0000055	n194							XP_013583310.1, XP_013583313.1												
N17.HOG0001280	OG0000055	n199							XP_013609840.1	XP_033128815.1											
N17.HOG0001281	OG0000055	n232							XP_013615287.1												
N17.HOG0001282	OG0000055	n235							XP_013614020.1												
N17.HOG0001283	OG0000056	n2							XP_013607370.1	XP_009113105.1											
N17.HOG0001284	OG0000056	n84								XP_033135545.1											
N17.HOG0001285	OG0000056	n111							XP_013631517.1	XP_009113405.2											
N17.HOG0001286	OG0000056	n137								XP_033135114.1											
N17.HOG0001287	OG0000056	n140								XP_009113108.1											
N17.HOG0001288	OG0000056	n182							XP_013616526.1	XP_009105844.1											
N17.HOG0001289	OG0000056	n209								XP_009105823.1											
N17.HOG0001290	OG0000056	n217							XP_013625145.1	XP_033144208.1											
N17.HOG0001291	OG0000056	n222							XP_013601283.1	XP_018510029.1											
N17.HOG0001292	OG0000056	n224							XP_013631987.1												
N17.HOG0001293	OG0000056	n255							XP_013615259.1, XP_013588767.1	XP_009112692.1											
N17.HOG0001294	OG0000056	n257							XP_013611134.1	XP_009113075.1											
N17.HOG0001295	OG0000056	n260							XP_013628196.1	XP_009149950.1											
N17.HOG0001296	OG0000057	n0							XP_013624652.1												
N17.HOG0001297	OG0000058	n14							XP_013611257.1	XP_033147285.1											
N17.HOG0001298	OG0000058	n16							XP_013589048.1	XP_009114424.1											
N17.HOG0001299	OG0000058	n81							XP_013617663.1	XP_033143352.1, XP_033141140.1											
N17.HOG0001300	OG0000058	n89							XP_013617679.1	XP_009145099.2											
N17.HOG0001301	OG0000058	n90							XP_013627147.1	XP_033139240.1											
N17.HOG0001302	OG0000058	n103								XP_033131993.1											
N17.HOG0001303	OG0000058	n105								XP_033134311.1											
N17.HOG0001304	OG0000058	n106								XP_033138233.1, XP_033143404.1, XP_033148539.1											
N17.HOG0001305	OG0000058	n114							XP_013639532.1, XP_013632562.1	XP_033134272.1, XP_033129427.1, XP_033139241.1, XP_033129412.1, XP_033131764.1											
N17.HOG0001306	OG0000058	n121							XP_013624216.1												
N17.HOG0001307	OG0000058	n124							XP_013632506.1	XP_033148531.1											
N17.HOG0001308	OG0000058	n125							XP_013633937.1	XP_033131195.1, XP_033139143.1, XP_033131918.1, XP_033131462.1, XP_033134234.1, XP_033134349.1, XP_033130753.1, XP_033145221.1, XP_033141098.1, XP_033139492.1, XP_033137200.1, XP_033134400.1, XP_033139188.1, XP_033148815.1											
N17.HOG0001309	OG0000058	n163							XP_013617146.1	XP_033131068.1											
N17.HOG0001310	OG0000058	n164							XP_013639508.1	XP_033132741.1, XP_033141134.1											
N17.HOG0001311	OG0000058	n166							XP_013589295.1	XP_033146849.1											
N17.HOG0001312	OG0000058	n224								XP_033131067.1, XP_033136880.1											
N17.HOG0001313	OG0000058	n227								XP_033148558.1, XP_009150325.2, XP_033133377.1											
N17.HOG0001314	OG0000058	n250							XP_013623959.1												
N17.HOG0001315	OG0000059	n3								XP_033134217.1											
N17.HOG0001316	OG0000059	n40								XP_033143368.1, XP_033129455.1, XP_033134209.1, XP_033128794.1, XP_033131162.1, XP_033139340.1											
N17.HOG0001317	OG0000059	n51							XP_013617450.1, XP_013594582.1, XP_013632782.1	XP_009139344.2											
N17.HOG0001318	OG0000059	n56							XP_013601567.1, XP_013639634.1, XP_013624930.1												
N17.HOG0001319	OG0000059	n86							XP_013610732.1, XP_013627758.1, XP_013597073.1	XP_009150163.1, XP_033139086.1, XP_033134279.1, XP_033132002.1, XP_033139374.1											
N17.HOG0001320	OG0000059	n219							XP_013585552.1, XP_013585426.1, XP_013597521.1, XP_013605214.1, XP_013604150.1	XP_009124471.1											
N17.HOG0001321	OG0000059	n226								XP_033143409.1											
N17.HOG0001322	OG0000059	n227							XP_013628178.1	XP_033134211.1, XP_033133426.1											
N17.HOG0001323	OG0000059	n230							XP_013615848.1, XP_013585461.1	XP_009101327.1											
N17.HOG0001324	OG0000059	n241								XP_033129556.1, XP_009126874.2, XP_033128849.1, XP_033130899.1											
N17.HOG0001325	OG0000059	n249							XP_013583425.1	XP_009145037.2, XP_009111372.1											
N17.HOG0001326	OG0000059	n258							XP_013619334.1	XP_009117179.1											
N17.HOG0001327	OG0000059	n259							XP_013615788.1, XP_013608198.1, XP_013601480.1	XP_009103786.3											
N17.HOG0001328	OG0000060	n75							XP_013632073.1												
N17.HOG0001329	OG0000060	n78							XP_013631522.1												
N17.HOG0001330	OG0000060	n83							XP_013637962.1												
N17.HOG0001331	OG0000060	n95							XP_013625358.1												
N17.HOG0001332	OG0000060	n99							XP_013602591.1												
N17.HOG0001333	OG0000060	n102							XP_013600442.1	XP_009140937.1											
N17.HOG0001334	OG0000060	n109								XP_009150050.2											
N17.HOG0001335	OG0000060	n113								XP_009148029.2											
N17.HOG0001336	OG0000060	n118								XP_009118417.1, XP_009141673.1											
N17.HOG0001337	OG0000060	n138								XP_009131981.1											
N17.HOG0001338	OG0000060	n147								XP_009110918.2											
N17.HOG0001339	OG0000060	n152							XP_013605168.1	XP_033128652.1											
N17.HOG0001340	OG0000060	n158							XP_013588638.1												
N17.HOG0001341	OG0000060	n169							XP_013630704.1, XP_013583915.1												
N17.HOG0001342	OG0000060	n176							XP_013615993.1, XP_013623511.1	XP_009143480.1											
N17.HOG0001343	OG0000060	n187								XP_009133863.1, XP_009116068.1, XP_009126676.2											
