HOG	OG	Gene Tree Parent Clade	Alyssum_gmelinii	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana	Arabis_alpina	Brassica_oleracea	Brassica_rapa	Camelina_sativa	Capsella_rubella	Cardamine_glauca	Cardamine_hirsuta	Cochlearia_excelsa	Conringia_planisiliqua	Euclidium_syriacum	Eutrema_salsugineum	Noccaea_praecox	Raphanus_sativus	Rorippa_islandica
N10.HOG0005174	OG0001013	n10									XP_010454160.1										
N10.HOG0005175	OG0001013	n12									XP_010496738.1, XP_010420684.1	XP_023636796.1									
N10.HOG0005176	OG0001013	n26									XP_019092861.1, XP_019097033.1, XP_019100237.1	XP_006297810.1									
N10.HOG0005177	OG0001014	n19									XP_019089394.1	XP_023634241.1									
N10.HOG0005178	OG0001014	n20									XP_019087428.1, XP_019089408.1	XP_023635002.1									
N10.HOG0005179	OG0001014	n22									XP_010449951.1										
N10.HOG0005180	OG0001014	n42									XP_010511939.1, XP_010466591.1	XP_023638698.1									
N10.HOG0005181	OG0001015	n1									XP_010467916.1	XP_023641475.1									
N10.HOG0005182	OG0001015	n27									XP_010467913.1, XP_010489122.1, XP_010416585.1	XP_006296906.1									
N10.HOG0005183	OG0001016	n1										XP_023633143.1, XP_023633142.1									
N10.HOG0005184	OG0001016	n27									XP_019101544.1, XP_010480241.1, XP_010414978.1, XP_010511274.1, XP_010511272.1, XP_010418940.1	XP_023643750.1									
N10.HOG0005185	OG0001017	n2									XP_010477606.1, XP_010498822.1, XP_010460098.1	XP_006306980.2									
N10.HOG0005186	OG0001017	n27									XP_010471078.1, XP_010427867.1, XP_010415766.1	XP_006302022.1									
N10.HOG0005187	OG0001017	n45										XP_023640625.1									
N10.HOG0005188	OG0001017	n49									XP_019095499.1										
N10.HOG0005189	OG0001017	n51									XP_019083649.1, XP_010430242.1, XP_019093416.1, XP_019093415.1										
N10.HOG0005190	OG0001018	n8									XP_010437507.1, XP_010432314.1, XP_010446964.1, XP_010446976.1	XP_006285687.1, XP_006285097.1									
N10.HOG0005191	OG0001018	n39										XP_006286010.1									
N10.HOG0005192	OG0001019	n6									XP_010431710.1										
N10.HOG0005193	OG0001019	n10									XP_010507763.1, XP_010413078.1										
N10.HOG0005194	OG0001019	n19									XP_010474539.1, XP_010419416.1, XP_010489970.1, XP_010497145.1										
N10.HOG0005195	OG0001019	n29									XP_019101983.1, XP_010413074.1, XP_010507754.1	XP_006295437.1									
N10.HOG0005196	OG0001019	n33									XP_010473812.1	XP_006279111.1, XP_006291233.1									
N10.HOG0005197	OG0001020	n1									XP_019096713.1										
N10.HOG0005198	OG0001020	n16									XP_010418887.1, XP_010474058.1, XP_010418886.1, XP_010513504.1, XP_019085501.1, XP_010412565.1	XP_023643244.1									
N10.HOG0005199	OG0001020	n22									XP_010418885.1	XP_006301688.1									
N10.HOG0005200	OG0001020	n23									XP_019086727.1										
N10.HOG0005201	OG0001020	n32									XP_019082583.1	XP_006301357.1									
N10.HOG0005202	OG0001020	n35										XP_023643293.1									
N10.HOG0005203	OG0001020	n39									XP_010414686.1										
N10.HOG0005204	OG0001020	n42									XP_010431664.1, XP_010451399.1	XP_006301959.1, XP_006301414.1									
N10.HOG0005205	OG0001020	n47										XP_006301068.1									
N10.HOG0005206	OG0001021	n2									XP_010444706.1, XP_010484562.1	XP_006281738.1									
N10.HOG0005207	OG0001021	n34									XP_010489052.1, XP_010489053.1, XP_010425823.1	XP_006299230.1									
N10.HOG0005208	OG0001021	n44										XP_006281152.2									
N10.HOG0005209	OG0001022	n5									XP_010456858.1, XP_010424232.1										
N10.HOG0005210	OG0001022	n48									XP_019092343.1, XP_019092342.1										
N10.HOG0005211	OG0001023	n27									XP_019084621.1										
N10.HOG0005212	OG0001029	n2										XP_023638449.1									
N10.HOG0005213	OG0001029	n40									XP_010426253.1	XP_023638034.1, XP_023638010.1									
N10.HOG0005214	OG0001030	n8									XP_019099594.1, XP_019087489.1, XP_019096263.1, XP_019094518.1										
N10.HOG0005215	OG0001030	n20									XP_010475193.1	XP_023636147.1									
N10.HOG0005216	OG0001030	n35									XP_019099802.1										
N10.HOG0005217	OG0001030	n41									XP_010480567.1										
N10.HOG0005218	OG0001031	n1									XP_010420108.1, XP_010453588.1, XP_010492275.1	XP_006287272.1									
N10.HOG0005219	OG0001031	n24									XP_010453672.1, XP_010492370.1, XP_010420192.1, XP_010505856.1	XP_006287274.1									
N10.HOG0005220	OG0001032	n3									XP_010456484.1, XP_010491804.1, XP_010419664.1	XP_006288623.1									
N10.HOG0005221	OG0001032	n34									XP_010493781.1, XP_010454851.1, XP_010421380.1	XP_023636918.1									
N10.HOG0005222	OG0001033	n1									XP_010510398.1, XP_010414297.1, XP_010469887.1, XP_010414299.1, XP_010510401.1	XP_006294181.1									
N10.HOG0005223	OG0001033	n27									XP_010414300.1, XP_010469889.1, XP_010510403.1	XP_006294185.1									
N10.HOG0005224	OG0001034	n1									XP_010414008.1, XP_010469606.1, XP_010510035.1	XP_023640447.1									
N10.HOG0005225	OG0001034	n28									XP_010484858.1, XP_010457609.1, XP_010475210.1	XP_006304851.1									
N10.HOG0005226	OG0001035	n7									XP_010429048.1, XP_010429041.1, XP_010416888.1	XP_006293578.1									
N10.HOG0005227	OG0001035	n44									XP_010430239.1, XP_010473418.1	XP_006300379.1									
N10.HOG0005228	OG0001036	n18									XP_019095986.1, XP_010513574.1, XP_010513573.1, XP_019091102.1, XP_010480918.1, XP_010480919.1, XP_010480901.1, XP_010501794.1, XP_010463147.1, XP_010474126.1, XP_010418992.1										
N10.HOG0005229	OG0001036	n32									XP_010499514.1, XP_010478370.1, XP_010460774.1	XP_006289227.1, XP_006289244.1, XP_006306337.1, XP_006303496.1, XP_006305700.1, XP_006305697.1, XP_006300973.2, XP_006300349.1, XP_006303116.2, XP_006301671.1, XP_006301316.1, XP_006301053.1, XP_006305962.1									
N10.HOG0005230	OG0001037	n1									XP_010472267.1, XP_010417031.1, XP_010429206.1	XP_006293363.1									
N10.HOG0005231	OG0001037	n33									XP_010412879.1, XP_010505017.1, XP_010516686.1, XP_010509646.1	XP_006293777.1									
N10.HOG0005232	OG0001038	n1									XP_010514596.1, XP_010502879.1, XP_010425659.1	XP_023638846.1									
N10.HOG0005233	OG0001038	n30									XP_010425663.1, XP_019099622.1, XP_019100119.1, XP_010514600.1	XP_006292798.1									
N10.HOG0005234	OG0001039	n34									XP_010454707.1, XP_010421228.1	XP_006290055.2									
N10.HOG0005235	OG0001039	n38									XP_010454708.1, XP_010493554.1, XP_010421231.1										
N10.HOG0005236	OG0001039	n44									XP_010421226.1, XP_010454706.1, XP_010493555.1	XP_006287518.1									
N10.HOG0005237	OG0001040	n11									XP_010472183.1, XP_019083465.1, XP_010429104.1	XP_023642840.1, XP_006293698.1									
N10.HOG0005238	OG0001040	n28									XP_010429101.1, XP_010416937.1	XP_006293731.1									
N10.HOG0005239	OG0001041	n2									XP_010451000.1										
N10.HOG0005240	OG0001041	n10									XP_010467637.1, XP_010456935.1, XP_019084696.1	XP_006281964.1, XP_006281466.2, XP_023637065.1									
N10.HOG0005241	OG0001041	n29										XP_006282290.1									
N10.HOG0005242	OG0001041	n36									XP_010451090.1										
N10.HOG0005243	OG0001041	n40									XP_019092340.1, XP_010451010.1	XP_006282198.2									
N10.HOG0005244	OG0001042	n16									XP_010515218.1, XP_010503529.1, XP_010426385.1	XP_006290259.2									
N10.HOG0005245	OG0001042	n35									XP_019088042.1, XP_010442575.1, XP_010482409.1	XP_006279971.1									
N10.HOG0005246	OG0001043	n36									XP_010423529.1, XP_010491014.1	XP_006289385.1									
N10.HOG0005247	OG0001043	n39										XP_006286694.2									
N10.HOG0005248	OG0001043	n40										XP_006289954.2									
N10.HOG0005249	OG0001044	n1									XP_010484714.1, XP_010486658.1, XP_010468099.1, XP_010468098.2	XP_006299831.1									
N10.HOG0005250	OG0001044	n23									XP_010423586.1, XP_010452334.1, XP_010490947.1	XP_006289848.1									
N10.HOG0005251	OG0001045	n6									XP_010416695.1, XP_010428829.1, XP_010471945.1	XP_006302119.2									
N10.HOG0005252	OG0001045	n30									XP_010477422.1, XP_010498632.1, XP_010459897.1	XP_006307302.1									
N10.HOG0005253	OG0001046	n5									XP_010459795.1, XP_010498556.2, XP_010477361.1	XP_023645685.1									
N10.HOG0005254	OG0001046	n30									XP_010416580.1, XP_010428724.1, XP_010471815.1	XP_023643472.1									
N10.HOG0005255	OG0001047	n1									XP_010477222.1, XP_010459677.1, XP_010498425.1	XP_006304096.1									
N10.HOG0005256	OG0001047	n29									XP_010428612.1, XP_010416471.1, XP_010471704.1	XP_006302678.1									
N10.HOG0005257	OG0001048	n0									XP_010508534.1, XP_010517814.1, XP_010508535.1, XP_010506111.1	XP_006295443.1									
N10.HOG0005258	OG0001049	n1									XP_010462290.1, XP_010501046.1, XP_010479962.1	XP_006307084.1									
N10.HOG0005259	OG0001049	n26									XP_010487229.1, XP_010501837.1, XP_010465322.1	XP_006297279.1									
N10.HOG0005260	OG0001050	n3									XP_019097944.1, XP_019083809.1	XP_023637720.1									
N10.HOG0005261	OG0001050	n12									XP_010429565.1, XP_019083499.1, XP_010472575.1	XP_006295898.1									
N10.HOG0005262	OG0001051	n13									XP_010441508.1, XP_010482310.1, XP_010441498.2, XP_010482307.1	XP_006281937.1, XP_006281655.1, XP_006281870.2, XP_006279860.2									
N10.HOG0005263	OG0001051	n21									XP_010441452.1, XP_010482308.1	XP_006281341.2, XP_023634803.1									
N10.HOG0005264	OG0001051	n28									XP_010485005.1	XP_006281954.1									
N10.HOG0005265	OG0001052	n10									XP_010441660.1, XP_010481521.1, XP_010494740.1	XP_006281481.1									
N10.HOG0005266	OG0001052	n27									XP_010496255.1, XP_010439832.1	XP_006284941.1									
N10.HOG0005267	OG0001053	n4									XP_010465537.1, XP_010503256.1, XP_010487394.1, XP_010421709.1	XP_006298673.1									
N10.HOG0005268	OG0001053	n41									XP_019099513.1										
N10.HOG0005269	OG0001053	n45									XP_010479786.1, XP_010462119.1	XP_006305705.1									
N10.HOG0005270	OG0001054	n1									XP_010516149.1, XP_010489260.1, XP_010467405.1	XP_006298365.1									
N10.HOG0005271	OG0001054	n31									XP_010447005.1, XP_010432347.1, XP_010437532.1	XP_006284366.1									
N10.HOG0005272	OG0001055	n11									XP_019094238.1	XP_006306234.1									
N10.HOG0005273	OG0001055	n17									XP_019094885.1, XP_019097970.1, XP_010463045.1, XP_019091514.1										
N10.HOG0005274	OG0001055	n34									XP_010501709.2										
N10.HOG0005275	OG0001055	n39									XP_010478889.1										
N10.HOG0005276	OG0001055	n42									XP_010424500.1, XP_019094353.1										
N10.HOG0005277	OG0001055	n49										XP_006299485.1									
N10.HOG0005278	OG0001056	n1									XP_010504408.1, XP_010516124.1, XP_010427324.1	XP_006291698.1									
N10.HOG0005279	OG0001056	n27									XP_010505648.1, XP_010517323.1, XP_010508990.1	XP_006294843.1									
N10.HOG0005280	OG0001057	n2									XP_010441086.1, XP_010450776.1, XP_010435855.1, XP_010466965.1, XP_010488654.1, XP_010514215.1	XP_006284122.1, XP_006282684.1, XP_006296719.1									
N10.HOG0005281	OG0001058	n21									XP_010442088.1, XP_010438658.1, XP_010433406.1, XP_010448177.1, XP_019097262.1, XP_010481915.1	XP_006284740.1									
N10.HOG0005282	OG0001058	n32										XP_006281303.1									
N10.HOG0005283	OG0001058	n38									XP_010489035.1, XP_010467817.1	XP_023642062.1									
N10.HOG0005284	OG0001059	n1									XP_010509358.1	XP_006294898.2									
N10.HOG0005285	OG0001059	n26									XP_010498291.1	XP_006298557.1									
N10.HOG0005286	OG0001059	n51									XP_010516988.1, XP_010505306.1, XP_010497294.1										
N10.HOG0005287	OG0001060	n1									XP_010485861.1, XP_010463964.1	XP_006298231.1									
N10.HOG0005288	OG0001060	n19									XP_010471264.1, XP_010415982.1, XP_010428118.2	XP_006302619.1									
N10.HOG0005289	OG0001061	n3									XP_010414491.2, XP_010513274.1	XP_006296568.2, XP_006296573.2, XP_006295398.1									
N10.HOG0005290	OG0001061	n36									XP_010518578.1, XP_019093733.1, XP_019093670.1, XP_019092504.1, XP_010486064.1	XP_023642507.1									
N10.HOG0005291	OG0001062	n14									XP_010489888.1										
N10.HOG0005292	OG0001062	n20									XP_010465763.1, XP_010487602.1										
N10.HOG0005293	OG0001062	n34									XP_019096900.1, XP_010465756.1, XP_019092707.1, XP_010487601.1	XP_023641321.1									
N10.HOG0005294	OG0001062	n41									XP_010489887.1, XP_010468232.1	XP_023641322.1									
N10.HOG0005295	OG0001063	n20									XP_010488201.1, XP_010488203.1, XP_010510623.1	XP_006297593.1									
N10.HOG0005296	OG0001063	n25									XP_010510614.1, XP_019096423.1	XP_023642025.1									
N10.HOG0005297	OG0001063	n27									XP_010488200.1, XP_010510612.1, XP_010466437.1	XP_006297568.1, XP_023638377.1									
N10.HOG0005298	OG0001063	n31									XP_019089958.1, XP_010430963.1, XP_010466442.1, XP_010510647.1, XP_010420749.2, XP_010488204.1	XP_006298967.2									
N10.HOG0005299	OG0001063	n41									XP_010490086.1										
N10.HOG0005300	OG0001064	n23									XP_019093527.1, XP_010415181.1, XP_010511463.1	XP_023643848.1									
N10.HOG0005301	OG0001064	n32									XP_019094621.1, XP_010415012.1, XP_010511306.1	XP_006302744.1									
N10.HOG0005302	OG0001064	n50										XP_006302766.1									
N10.HOG0005303	OG0001065	n1									XP_010426564.1, XP_010419541.1, XP_010456322.1	XP_006287814.1									
N10.HOG0005304	OG0001065	n25									XP_010508183.1, XP_010506472.1	XP_006295696.1									
N10.HOG0005305	OG0001066	n1									XP_019094205.1, XP_010495771.1, XP_010458894.1	XP_006304041.1									
N10.HOG0005306	OG0001066	n29									XP_010495763.1, XP_010458888.1, XP_010476442.1	XP_023645921.1									
N10.HOG0005307	OG0001067	n8									XP_010415746.1, XP_010427840.1, XP_010471058.1	XP_006300563.1									
N10.HOG0005308	OG0001067	n27									XP_010477625.1										
N10.HOG0005309	OG0001067	n42									XP_010460117.1, XP_010498837.1	XP_006305958.1									
N10.HOG0005310	OG0001068	n7									XP_010422526.1										
N10.HOG0005311	OG0001069	n1									XP_010430204.1, XP_010473402.1, XP_010418157.1	XP_006300409.1									
N10.HOG0005312	OG0001069	n25									XP_010418158.1, XP_010430203.1	XP_006301036.1									
N10.HOG0005313	OG0001069	n43									XP_019083643.1, XP_019093851.1	XP_006302139.1									
N10.HOG0005314	OG0001070	n5										XP_023633533.1									
N10.HOG0005315	OG0001070	n9									XP_019097244.1, XP_010481693.1	XP_006281373.1									
N10.HOG0005316	OG0001070	n20									XP_010441862.1	XP_006281355.2									
N10.HOG0005317	OG0001070	n35									XP_010441859.1, XP_010481676.1	XP_006279507.2									
N10.HOG0005318	OG0001070	n47									XP_019097491.1										
N10.HOG0005319	OG0001070	n51									XP_010494491.1	XP_006281374.2									
N10.HOG0005320	OG0001071	n11									XP_010479358.1, XP_010461761.1, XP_010500465.1	XP_006306107.1									
N10.HOG0005321	OG0001071	n18									XP_010500467.1, XP_010461762.1, XP_010479359.1	XP_006306489.1									
N10.HOG0005322	OG0001071	n26									XP_010479360.1, XP_010461763.1, XP_010500468.1	XP_006303349.1									
N10.HOG0005323	OG0001072	n2									XP_010501712.1, XP_019091419.1, XP_019091665.1, XP_010496912.1, XP_010460983.1, XP_010478907.1, XP_010478906.1, XP_010478905.1, XP_010501713.1	XP_006306141.2									
N10.HOG0005324	OG0001072	n24									XP_010424358.1, XP_010493922.1, XP_010495523.2, XP_010497128.1, XP_010424357.1, XP_010456717.1	XP_006286512.1, XP_006289608.1, XP_006287931.1									
N10.HOG0005325	OG0001073	n9									XP_019086209.1, XP_019088169.1, XP_019089493.1	XP_006285884.2									
N10.HOG0005326	OG0001073	n12									XP_019096797.1, XP_019092437.1, XP_019098991.1	XP_023644091.1, XP_023642565.1									
N10.HOG0005327	OG0001073	n16									XP_019089484.1, XP_019086577.1										
N10.HOG0005328	OG0001073	n30									XP_010437265.1, XP_019085669.1, XP_010418171.1	XP_006282517.1									
N10.HOG0005329	OG0001073	n33									XP_010481211.1, XP_010481209.1, XP_010414931.1	XP_006289441.1									
N10.HOG0005330	OG0001073	n36										XP_006289627.1									
N10.HOG0005331	OG0001076	n8										XP_006301470.2									
N10.HOG0005332	OG0001076	n18									XP_010470626.1, XP_010468187.1	XP_023636904.1									
N10.HOG0005333	OG0001076	n39									XP_019090399.1, XP_010495270.1, XP_010424159.1										
N10.HOG0005334	OG0001077	n2									XP_019086248.1										
N10.HOG0005335	OG0001077	n6									XP_010439880.1, XP_010412987.2, XP_010439882.2	XP_006286158.2									
N10.HOG0005336	OG0001077	n23										XP_023635662.1									
N10.HOG0005337	OG0001077	n28									XP_010420225.1										
N10.HOG0005338	OG0001077	n42									XP_010450945.1, XP_010440924.1, XP_010435726.1	XP_023638598.1									
N10.HOG0005339	OG0001077	n48										XP_023638604.1, XP_006290694.2									
N10.HOG0005340	OG0001078	n1										XP_023636649.1									
N10.HOG0005341	OG0001078	n18									XP_010455020.1, XP_019090609.1, XP_019089078.1	XP_006289716.1									
N10.HOG0005342	OG0001079	n3									XP_010515990.1, XP_010427161.1, XP_010504266.1	XP_006290657.1									
N10.HOG0005343	OG0001079	n41										XP_006286531.1									
N10.HOG0005344	OG0001080	n9									XP_010434409.1, XP_010434972.1, XP_010440299.1, XP_010440301.1, XP_010434973.1, XP_019089660.1	XP_006286013.1, XP_006283666.1, XP_006285888.1									
N10.HOG0005345	OG0001080	n35									XP_010434978.1	XP_006283659.1									
N10.HOG0005346	OG0001081	n1									XP_010416449.1, XP_010428584.1, XP_010471672.1	XP_006302946.1									
N10.HOG0005347	OG0001081	n30									XP_010498406.1, XP_010477209.1, XP_019091345.1	XP_006303383.1									
N10.HOG0005348	OG0001082	n7										XP_023642032.1									
N10.HOG0005349	OG0001082	n21									XP_010460760.1, XP_010478357.1	XP_006303179.2									
N10.HOG0005350	OG0001082	n27										XP_023638534.1									
N10.HOG0005351	OG0001082	n32									XP_010515066.1, XP_010426205.1, XP_010503363.1	XP_006291527.1									
N10.HOG0005352	OG0001083	n10									XP_019101018.1, XP_010418690.1										
N10.HOG0005353	OG0001083	n19									XP_019096515.1										
N10.HOG0005354	OG0001085	n1									XP_019086804.1, XP_019088562.1, XP_010449482.1	XP_006285388.1									
N10.HOG0005355	OG0001085	n21									XP_010488556.2, XP_019085305.1, XP_019092801.1	XP_006300268.2									
N10.HOG0005356	OG0001085	n37									XP_010435287.1, XP_010440602.1, XP_010450229.1	XP_006282938.2									
N10.HOG0005357	OG0001086	n1									XP_010435212.1, XP_010450146.1, XP_010450125.1	XP_006283635.1									
N10.HOG0005358	OG0001086	n25									XP_010512939.1, XP_010466740.1, XP_010488460.1	XP_006297468.2									
N10.HOG0005359	OG0001087	n1									XP_010436553.1, XP_010436555.1, XP_010436556.1, XP_010436554.1, XP_010449869.2	XP_006285658.2									
N10.HOG0005360	OG0001087	n21									XP_010487538.1, XP_010504613.1, XP_010465696.1	XP_006302739.1, XP_006298197.1									
N10.HOG0005361	OG0001088	n3									XP_019085108.1	XP_006296304.2									
N10.HOG0005362	OG0001088	n30									XP_019085107.1, XP_019093033.1, XP_010417075.2, XP_019085103.1, XP_019093864.1	XP_006295970.1									
N10.HOG0005363	OG0001089	n1									XP_010450752.1, XP_010441108.1, XP_010435966.1	XP_006285394.1									
N10.HOG0005364	OG0001089	n22									XP_010502856.1, XP_010425638.1, XP_010514564.1, XP_010430850.2	XP_006292778.2									
N10.HOG0005365	OG0001090	n32									XP_010425410.1, XP_019101816.1, XP_010502627.1, XP_010425409.1, XP_010514350.1, XP_010502630.1	XP_006290672.1									
N10.HOG0005366	OG0001090	n44									XP_010425411.1, XP_010514353.2	XP_023637777.1									
N10.HOG0005367	OG0001090	n46									XP_010425405.1, XP_010502632.1, XP_010514347.1	XP_006290677.1									
N10.HOG0005368	OG0001091	n2									XP_010477765.1	XP_006305575.1									
N10.HOG0005369	OG0001091	n33									XP_010470995.1										
N10.HOG0005370	OG0001092	n18									XP_010481630.1										
N10.HOG0005371	OG0001092	n21									XP_010481629.1										
N10.HOG0005372	OG0001092	n26										XP_023643846.1									
N10.HOG0005373	OG0001092	n28									XP_010494626.1, XP_010495706.1										
N10.HOG0005374	OG0001094	n1									XP_010487409.1, XP_010465552.1, XP_010503362.1, XP_010465551.1, XP_010487408.1	XP_006298659.1									
N10.HOG0005375	OG0001094	n24									XP_010500869.1, XP_010462105.1, XP_010479774.1	XP_006305690.1									
N10.HOG0005376	OG0001095	n9									XP_010439890.1, XP_019082301.1										
N10.HOG0005377	OG0001095	n30									XP_010412989.1, XP_019088219.1	XP_006284920.1									
N10.HOG0005378	OG0001096	n1									XP_010458260.1, XP_010475804.1, XP_010490215.1	XP_006307657.1									
N10.HOG0005379	OG0001096	n37									XP_010511351.1, XP_010470318.1	XP_006302321.1									
N10.HOG0005380	OG0001097	n15										XP_023639267.1									
N10.HOG0005381	OG0001097	n17									XP_010469342.1, XP_019101694.1, XP_010413712.1, XP_010469343.1, XP_010512183.1, XP_019093802.1	XP_023639263.1									
N10.HOG0005382	OG0001097	n31									XP_010413719.1, XP_010512180.1, XP_010473839.1										
N10.HOG0005383	OG0001098	n1									XP_010509364.1, XP_010516981.1, XP_010505299.1	XP_006294745.1									
N10.HOG0005384	OG0001098	n29									XP_010515836.1, XP_010504108.1, XP_010426996.1	XP_006291486.1									
N10.HOG0005385	OG0001099	n13									XP_010490110.2, XP_010466843.1, XP_010513421.1	XP_006299531.1									
N10.HOG0005386	OG0001099	n32									XP_010513600.1, XP_010466870.1, XP_010488565.1	XP_006297170.1									
N10.HOG0005387	OG0001100	n12									XP_010425755.1, XP_010479352.1, XP_010500656.1, XP_010436015.1, XP_019084658.1, XP_010436158.1, XP_019095536.1										
N10.HOG0005388	OG0001100	n22									XP_010425898.1										
N10.HOG0005389	OG0001101	n1									XP_010506004.1, XP_019100998.1, XP_019100579.1	XP_023640925.1									
N10.HOG0005390	OG0001101	n29									XP_019102054.1, XP_010505848.1	XP_023640811.1									
N10.HOG0005391	OG0001102	n5									XP_010432328.1, XP_010455777.1, XP_019089378.1, XP_010422297.1	XP_023635922.1									
N10.HOG0005392	OG0001102	n31									XP_010422298.1, XP_010455776.1, XP_010432317.1	XP_006287657.1, XP_023637512.1									
N10.HOG0005393	OG0001103	n1									XP_010421531.1, XP_010455024.1, XP_010493927.1	XP_006289925.1									
N10.HOG0005394	OG0001103	n25									XP_010486058.1, XP_010464137.1, XP_010432712.1	XP_006299606.1									
N10.HOG0005395	OG0001104	n1									XP_010464020.1, XP_019096696.1, XP_010464019.1, XP_010423468.1, XP_010485912.1	XP_006300056.2									
N10.HOG0005396	OG0001104	n30									XP_010485885.1, XP_010420622.1	XP_023642694.1									
N10.HOG0005397	OG0001105	n1									XP_010464239.1, XP_010486178.1, XP_010442460.1	XP_006297037.1									
N10.HOG0005398	OG0001105	n41									XP_010464244.1, XP_010486179.1	XP_023642157.1									
N10.HOG0005399	OG0001105	n47									XP_019100327.1, XP_010464240.1	XP_006300006.2									
N10.HOG0005400	OG0001106	n39									XP_010464721.1, XP_010484887.1, XP_010486661.1	XP_023641095.1									
N10.HOG0005401	OG0001106	n46									XP_010464724.1, XP_010486659.1, XP_010484822.1	XP_023641098.1									
N10.HOG0005402	OG0001107	n1									XP_010500433.1, XP_010461727.1, XP_010479318.1	XP_006306519.1									
N10.HOG0005403	OG0001107	n30									XP_010489916.1, XP_010507028.1, XP_010465970.1	XP_006297119.1									
N10.HOG0005404	OG0001108	n7									XP_010473026.1, XP_010473038.1										
N10.HOG0005405	OG0001108	n9										XP_006305822.1									
N10.HOG0005406	OG0001108	n16										XP_023632798.1									
N10.HOG0005407	OG0001108	n17									XP_010494163.1	XP_006304848.1, XP_006306282.1									
N10.HOG0005408	OG0001108	n45									XP_019094901.1										
N10.HOG0005409	OG0001109	n19									XP_010476562.1, XP_010476563.1, XP_010496606.1, XP_019091395.1, XP_010496599.1, XP_010459003.1	XP_006291991.1, XP_006304281.1									
N10.HOG0005410	OG0001110	n6									XP_010495741.1, XP_010477269.1										
N10.HOG0005411	OG0001110	n9									XP_010498620.1, XP_010477406.2, XP_010459882.1										
N10.HOG0005412	OG0001110	n39									XP_010498458.1	XP_023645412.1									
N10.HOG0005413	OG0001110	n41									XP_010459707.2										
N10.HOG0005414	OG0001110	n43									XP_019095417.1	XP_023632860.1, XP_006293055.2, XP_006296510.2									
N10.HOG0005415	OG0001110	n49									XP_019091151.1, XP_019094851.1, XP_019098344.1										
N10.HOG0005416	OG0001111	n1									XP_010461648.1, XP_010500356.1, XP_010479252.1	XP_006303709.1									
N10.HOG0005417	OG0001111	n27									XP_010505557.1, XP_010465805.1, XP_010487644.1	XP_006298905.1									
N10.HOG0005418	OG0001112	n1									XP_010434708.1, XP_010440047.1	XP_006284528.1									
N10.HOG0005419	OG0001112	n28										XP_006299694.1									
N10.HOG0005420	OG0001112	n31									XP_010446870.1, XP_019086864.1	XP_006284526.1									
N10.HOG0005421	OG0001113	n15										XP_006285945.1									
N10.HOG0005422	OG0001113	n43									XP_019096431.1, XP_010468374.1, XP_019083237.1	XP_006299119.2									
N10.HOG0005423	OG0001114	n6									XP_019085475.1, XP_019097813.1, XP_019099559.1	XP_023644227.1, XP_023633340.1, XP_023644217.1, XP_023639608.1									
N10.HOG0005424	OG0001114	n51										XP_023641926.1									
N10.HOG0005425	OG0001115	n24									XP_010426537.1, XP_010426532.1, XP_010426536.1, XP_010426534.1, XP_010426535.1, XP_010426533.1	XP_006292962.1									
N10.HOG0005426	OG0001115	n43									XP_019095848.1, XP_019097716.1, XP_019095564.1, XP_010441761.1	XP_006282035.1									
N10.HOG0005427	OG0001116	n10									XP_010482777.1, XP_010482798.1, XP_010442946.1, XP_010442964.1, XP_010482827.1, XP_010446635.1, XP_010446357.1, XP_010446646.1, XP_010446004.1	XP_006282184.1									
N10.HOG0005428	OG0001116	n19									XP_019091570.1	XP_006281765.1									
N10.HOG0005429	OG0001116	n27									XP_010442994.1										
N10.HOG0005430	OG0001116	n40									XP_010482799.1, XP_010442965.1	XP_023645204.1									
N10.HOG0005431	OG0001116	n45										XP_006281873.1									
N10.HOG0005432	OG0001117	n0									XP_019098368.1										
N10.HOG0005433	OG0001120	n3									XP_019093224.1										
N10.HOG0005434	OG0001120	n5									XP_019093223.1, XP_010414021.1, XP_019101358.1	XP_006293566.1									
N10.HOG0005435	OG0001120	n28									XP_010510075.1, XP_019093820.1, XP_010414022.1	XP_006294673.1									
N10.HOG0005436	OG0001121	n11									XP_010492095.1, XP_010419921.1, XP_010453416.1	XP_006288427.1									
N10.HOG0005437	OG0001121	n18									XP_010492093.1, XP_010419920.1, XP_010453415.1	XP_006288428.1									
N10.HOG0005438	OG0001122	n6									XP_019087950.1, XP_010463405.1										
N10.HOG0005439	OG0001122	n10										XP_006281940.2									
N10.HOG0005440	OG0001122	n21									XP_010474348.1										
N10.HOG0005441	OG0001122	n30									XP_010491726.1, XP_019089840.1	XP_006289807.1									
N10.HOG0005442	OG0001123	n1									XP_010453069.1, XP_010491713.1, XP_010422840.1	XP_006288536.1									
N10.HOG0005443	OG0001123	n26									XP_010484367.1, XP_010444527.1, XP_010497733.2, XP_010463089.1	XP_006280992.1									
N10.HOG0005444	OG0001124	n22									XP_010414418.1, XP_010469982.1	XP_023639500.1, XP_006293626.1									
N10.HOG0005445	OG0001124	n26									XP_010469980.1, XP_019082569.1	XP_006295787.1, XP_023636994.1									
N10.HOG0005446	OG0001124	n35									XP_010414430.1, XP_010473984.2, XP_010510528.1										
N10.HOG0005447	OG0001125	n9									XP_010469519.1, XP_010469520.1, XP_019101338.1, XP_010413919.1	XP_023639452.1									
