HOG	OG	Gene Tree Parent Clade	Alyssum_gmelinii	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana	Arabis_alpina	Brassica_oleracea	Brassica_rapa	Camelina_sativa	Capsella_rubella	Cardamine_glauca	Cardamine_hirsuta	Cochlearia_excelsa	Conringia_planisiliqua	Euclidium_syriacum	Eutrema_salsugineum	Noccaea_praecox	Raphanus_sativus	Rorippa_islandica
N4.HOG0008234	OG0003704	n0	Ag001G0033800					Aa_G178320.h1.t1, Aa_G178330.h1.t1													
N4.HOG0008235	OG0003705	n4	Ag001G0044400																		
N4.HOG0008236	OG0003705	n18	Ag011G1127300																		
N4.HOG0008237	OG0003705	n23	Ag014G2041800																		
N4.HOG0008238	OG0003705	n30						Aa_G20420.h1.t1													
N4.HOG0008239	OG0003706	n3						Aa_G284050.h1.t1													
N4.HOG0008240	OG0003706	n30	Ag001G0046300, Ag034G3872000																		
N4.HOG0008241	OG0003707	n3						Aa_G227470.h1.t1, Aa_G227480.h1.t1													
N4.HOG0008242	OG0003708	n1	Ag001G0066900, Ag001G0076300																		
N4.HOG0008243	OG0003708	n13	Ag011G1131800					Aa_G601360.h1.t1													
N4.HOG0008244	OG0003708	n30						Aa_G389470.h1.t1													
N4.HOG0008245	OG0003709	n0	Ag023G2807700					Aa_G113410.h1.t1													
N4.HOG0008246	OG0003710	n0	Ag023G2847300					Aa_G24530.h1.t1													
N4.HOG0008247	OG0003711	n24	Ag033G3505700																		
N4.HOG0008248	OG0003711	n25	Ag031G3360300					Aa_G482010.h1.t1													
N4.HOG0008249	OG0003712	n1						Aa_G231870.h1.t1													
N4.HOG0008250	OG0003712	n3	Ag031G3158000					Aa_G43600.h1.t1													
N4.HOG0008251	OG0003713	n0	Ag031G3186100					Aa_G167650.h1.t1, Aa_G570130.h1.t1													
N4.HOG0008252	OG0003714	n1	Ag031G3197200																		
N4.HOG0008253	OG0003714	n10	Ag003G0303400					Aa_G332660.h1.t1													
N4.HOG0008254	OG0003715	n0	Ag031G3209000					Aa_G81110.h1.t1													
N4.HOG0008255	OG0003716	n4	Ag031G3213100					Aa_G57920.h1.t1													
N4.HOG0008256	OG0003716	n24	Ag003G0315500					Aa_G15840.h1.t1													
N4.HOG0008257	OG0003717	n0	Ag031G3250000, Ag031G3349700, Ag002G0205800, Ag002G0205700, Ag031G3250100, Ag031G3249800, Ag011G1106800					Aa_G544170.h1.t1, Aa_G741430.h1.t1, Aa_G430880.h1.t1, Aa_G544160.h1.t1, Aa_G533500.h1.t1, Aa_G430870.h1.t1, Aa_G350840.h1.t1, Aa_G773700.h1.t1													
N4.HOG0008258	OG0003718	n14	Ag031G3335700																		
N4.HOG0008259	OG0003719	n14	Ag039G4227500					Aa_G586040.h1.t1													
N4.HOG0008260	OG0003719	n27	Ag031G3340500																		
N4.HOG0008261	OG0003720	n0	Ag031G3410000, Ag031G3410100, Ag030G3134700					Aa_G56670.h1.t1													
N4.HOG0008262	OG0003721	n1	Ag067G5192600					Aa_G156850.h1.t1													
N4.HOG0008263	OG0003721	n6						Aa_G61680.h1.t1													
N4.HOG0008264	OG0003722	n7	Ag042G4392100					Aa_G688030.h1.t1													
N4.HOG0008265	OG0003723	n2	Ag042G4399700					Aa_G426550.h1.t1													
N4.HOG0008266	OG0003724	n0	Ag042G4408000					Aa_G695510.h1.t1, Aa_G607510.h1.t1, Aa_G695500.h1.t1, Aa_G461530.h1.t1													
N4.HOG0008267	OG0003725	n0	Ag042G4409400					Aa_G386780.h1.t1													
N4.HOG0008268	OG0003726	n1	Ag065G5127100					Aa_G301270.h1.t1													
N4.HOG0008269	OG0003726	n23	Ag042G4417000					Aa_G244930.h1.t1													
N4.HOG0008270	OG0003727	n0	Ag060G4999700, Ag039G4255900					Aa_G581140.h1.t1													
N4.HOG0008271	OG0003728	n12	Ag015G2196700																		
N4.HOG0008272	OG0003729	n14						Aa_G128680.h1.t1													
N4.HOG0008273	OG0003729	n29	Ag011G1173000					Aa_G238070.h1.t1													
N4.HOG0008274	OG0003730	n1	Ag014G1838000					Aa_G133720.h1.t1													
N4.HOG0008275	OG0003730	n13	Ag038G4167800																		
N4.HOG0008276	OG0003731	n12	Ag003G0327100																		
N4.HOG0008277	OG0003732	n4	Ag003G0327600, Ag003G0327400, Ag003G0327500																		
N4.HOG0008278	OG0003732	n23	Ag003G0327300																		
N4.HOG0008279	OG0003733	n0	Ag003G0349200, Ag003G0349100					Aa_G595250.h1.t1													
N4.HOG0008280	OG0003734	n8	Ag003G0350400					Aa_G360600.h1.t1, Aa_G360620.h1.t1, Aa_G360610.h1.t1													
N4.HOG0008281	OG0003735	n0	Ag003G0353900					Aa_G445420.h1.t1													
N4.HOG0008282	OG0003737	n6						Aa_G454250.h1.t1													
N4.HOG0008283	OG0003737	n21	Ag014G1874400					Aa_G174420.h1.t1													
N4.HOG0008284	OG0003738	n0	Ag014G1880700					Aa_G302020.h1.t1													
N4.HOG0008285	OG0003739	n0	Ag014G1981500					Aa_G458840.h1.t1, Aa_G713570.h1.t1													
N4.HOG0008286	OG0003740	n0	Ag014G1995600																		
N4.HOG0008287	OG0003741	n1	Ag034G3881500					Aa_G121220.h1.t1													
N4.HOG0008288	OG0003741	n19	Ag014G2025900					Aa_G241930.h1.t1													
N4.HOG0008289	OG0003742	n0	Ag014G2072300					Aa_G62950.h1.t1													
N4.HOG0008290	OG0003743	n0	Ag014G2091500					Aa_G104710.h1.t1													
N4.HOG0008291	OG0003744	n0	Ag027G3053700					Aa_G399600.h1.t1													
N4.HOG0008292	OG0003745	n0	Ag017G2424000					Aa_G236080.h1.t1													
N4.HOG0008293	OG0003746	n2	Ag034G3679600, Ag016G2308100																		
N4.HOG0008294	OG0003746	n31						Aa_G358060.h1.t1													
N4.HOG0008295	OG0003747	n0	Ag034G3718000					Aa_G219920.h1.t1													
N4.HOG0008296	OG0003748	n8	Ag034G3741900					Aa_G310620.h1.t1, Aa_G310610.h1.t1													
N4.HOG0008297	OG0003749	n11						Aa_G293570.h1.t1													
N4.HOG0008298	OG0003749	n13	Ag034G3896900																		
N4.HOG0008299	OG0003750	n7	Ag034G3910000					Aa_G647850.h1.t1													
N4.HOG0008300	OG0003751	n0	Ag034G3920100, Ag034G3920000					Aa_G495520.h1.t1													
N4.HOG0008301	OG0003752	n0	Ag034G4048200, Ag034G4047500, Ag034G4047900, Ag034G4047800					Aa_G150430.h1.t1, Aa_G170780.h1.t1, Aa_G170770.h1.t1													
N4.HOG0008302	OG0003753	n0	Ag034G4058200					Aa_G438010.h1.t1, Aa_G438000.h1.t1, Aa_G68560.h1.t1													
N4.HOG0008303	OG0003754	n0	Ag002G0228200					Aa_G194430.h1.t1													
N4.HOG0008304	OG0003755	n1	Ag024G2892100																		
N4.HOG0008305	OG0003755	n22						Aa_G488500.h1.t1													
N4.HOG0008306	OG0003756	n13	Ag016G2361500					Aa_G103170.h1.t1, Aa_G665650.h1.t1													
N4.HOG0008307	OG0003757	n0	Ag025G2926100					Aa_G57600.h1.t1													
N4.HOG0008308	OG0003758	n0	Ag025G2941300					Aa_G255190.h1.t1													
N4.HOG0008309	OG0003759	n0	Ag025G2967700					Aa_G95970.h1.t1													
N4.HOG0008310	OG0003760	n17	Ag011G1030300																		
N4.HOG0008311	OG0003760	n18	Ag011G1030100, Ag011G1030200																		
N4.HOG0008312	OG0003761	n0	Ag011G1052600					Aa_G450590.h1.t1													
N4.HOG0008313	OG0003762	n15						Aa_G423700.h1.t1													
N4.HOG0008314	OG0003762	n21						Aa_G450630.h1.t1													
N4.HOG0008315	OG0003762	n23	Ag011G1053000																		
N4.HOG0008316	OG0003763	n0	Ag011G1064200					Aa_G294350.h1.t1													
N4.HOG0008317	OG0003764	n19	Ag011G1095900, Ag011G1096200, Ag011G1096000					Aa_G681550.h1.t1													
N4.HOG0008318	OG0003765	n0	Ag018G2482300					Aa_G153920.h1.t1, Aa_G565400.h1.t1													
N4.HOG0008319	OG0003766	n0	Ag019G2497900, Ag019G2502700					Aa_G46750.h1.t1													
N4.HOG0008320	OG0003767	n1	Ag019G2527200					Aa_G78430.h1.t1													
N4.HOG0008321	OG0003767	n25	Ag019G2538600																		
N4.HOG0008322	OG0003768	n2	Ag010G1023800																		
N4.HOG0008323	OG0003768	n18						Aa_G4790.h1.t1, Aa_G4810.h1.t1, Aa_G512420.h1.t1													
N4.HOG0008324	OG0003772	n2						Aa_G30840.h1.t1													
N4.HOG0008325	OG0003776	n0						Aa_G49370.h1.t1													
N4.HOG0008326	OG0003778	n0						Aa_G400150.h1.t1													
N4.HOG0008327	OG0003790	n0	Ag013G1367000, Ag013G1366900, Ag013G1366700					Aa_G56680.h1.t1													
N4.HOG0008328	OG0003791	n0	Ag013G1368600					Aa_G523370.h1.t1													
N4.HOG0008329	OG0003792	n0	Ag013G1396600					Aa_G59290.h1.t1													
N4.HOG0008330	OG0003793	n0	Ag013G1463200																		
N4.HOG0008331	OG0003794	n0	Ag013G1495400					Aa_G279000.h1.t1													
N4.HOG0008332	OG0003795	n0	Ag013G1519000					Aa_G168590.h1.t1													
N4.HOG0008333	OG0003796	n0	Ag013G1539000					Aa_G309230.h1.t1													
N4.HOG0008334	OG0003797	n5	Ag013G1556700					Aa_G210600.h1.t1													
N4.HOG0008335	OG0003797	n18						Aa_G104770.h1.t1, Aa_G104780.h1.t1													
N4.HOG0008336	OG0003798	n11	Ag013G1580900					Aa_G130120.h1.t1													
N4.HOG0008337	OG0003799	n0	Ag013G1603200, Ag013G1603300																		
N4.HOG0008338	OG0003800	n0	Ag013G1640000, Ag013G1645600					Aa_G86070.h1.t1													
N4.HOG0008339	OG0003801	n11	Ag013G1651100					Aa_G460440.h1.t1													
N4.HOG0008340	OG0003802	n0	Ag013G1656300					Aa_G154630.h1.t1													
N4.HOG0008341	OG0003803	n2	Ag013G1675800					Aa_G208580.h1.t1													
N4.HOG0008342	OG0003804	n0	Ag013G1693800					Aa_G90850.h1.t1													
N4.HOG0008343	OG0003805	n20	Ag013G1744600					Aa_G61120.h1.t1													
N4.HOG0008344	OG0003807	n1	Ag013G1763600, Ag033G3597000, Ag011G1245400					Aa_G302540.h1.t1, Aa_G302520.h1.t1, Aa_G302530.h1.t1													
N4.HOG0008345	OG0003808	n14						Aa_G165900.h1.t1, Aa_G165890.h1.t1													
N4.HOG0008346	OG0003809	n0	Ag004G0463000					Aa_G76000.h1.t1													
N4.HOG0008347	OG0003810	n1						Aa_G390190.h1.t1													
N4.HOG0008348	OG0003810	n12	Ag004G0472300					Aa_G320860.h1.t1													
N4.HOG0008349	OG0003811	n18	Ag004G0481000																		
N4.HOG0008350	OG0003812	n0	Ag004G0483200					Aa_G13560.h1.t1													
N4.HOG0008351	OG0003813	n1	Ag004G0513000					Aa_G37300.h1.t1													
N4.HOG0008352	OG0003814	n2	Ag004G0514900					Aa_G637260.h1.t1													
N4.HOG0008353	OG0003815	n0	Ag004G0547500					Aa_G116870.h1.t1, Aa_G539360.h1.t1													
N4.HOG0008354	OG0003816	n0	Ag004G0586300					Aa_G8790.h1.t1													
N4.HOG0008355	OG0003817	n2	Ag004G0612500					Aa_G127210.h1.t1													
N4.HOG0008356	OG0003818	n3						Aa_G274210.h1.t1													
N4.HOG0008357	OG0003818	n6						Aa_G31660.h1.t1													
N4.HOG0008358	OG0003819	n1	Ag004G0729800					Aa_G537140.h1.t1													
N4.HOG0008359	OG0003819	n12						Aa_G69720.h1.t1													
N4.HOG0008360	OG0003820	n14	Ag039G4309800, Ag004G0740500, Ag016G2370700					Aa_G48370.h1.t1													
N4.HOG0008361	OG0003821	n0	Ag004G0748600					Aa_G483100.h1.t1													
N4.HOG0008362	OG0003822	n0	Ag004G0783100, Ag020G2555200					Aa_G54520.h1.t1													
N4.HOG0008363	OG0003823	n0	Ag022G2666400, Ag022G2667000, Ag022G2665800, Ag022G2668100					Aa_G363980.h1.t1, Aa_G244280.h1.t1, Aa_G244290.h1.t1													
N4.HOG0008364	OG0003824	n1						Aa_G570060.h1.t1													
N4.HOG0008365	OG0003824	n28	Ag031G3361500																		
N4.HOG0008366	OG0003824	n30	Ag022G2695200																		
N4.HOG0008367	OG0003825	n0	Ag023G2823600, Ag022G2707300					Aa_G337540.h1.t1													
N4.HOG0008368	OG0003826	n4	Ag049G4736800, Ag022G2715300																		
N4.HOG0008369	OG0003827	n3	Ag022G2734400																		
N4.HOG0008370	OG0003827	n14	Ag022G2734100, Ag022G2734300																		
N4.HOG0008371	OG0003828	n1						Aa_G453290.h1.t1													
N4.HOG0008372	OG0003828	n19	Ag011G1103300, Ag011G1105200, Ag075G5291400																		
N4.HOG0008373	OG0003828	n22	Ag011G1104800					Aa_G453230.h1.t1, Aa_G453260.h1.t1, Aa_G270420.h1.t1, Aa_G332220.h1.t1, Aa_G270460.h1.t1, Aa_G466370.h1.t1													
N4.HOG0008374	OG0003829	n21	Ag075G5295500																		
N4.HOG0008375	OG0003830	n0	Ag048G4595900					Aa_G370260.h1.t1													
N4.HOG0008376	OG0003831	n2	Ag048G4613400, Ag048G4613500					Aa_G730820.h1.t1, Aa_G730830.h1.t1													
N4.HOG0008377	OG0003831	n13						Aa_G730840.h1.t1													
N4.HOG0008378	OG0003831	n19	Ag048G4613700, Ag048G4614800																		
N4.HOG0008379	OG0003832	n15	Ag048G4624800, Ag048G4618700					Aa_G309770.h1.t1													
N4.HOG0008380	OG0003832	n20	Ag048G4618800																		
N4.HOG0008381	OG0003833	n1	Ag032G3427000																		
N4.HOG0008382	OG0003833	n6	Ag032G3427100					Aa_G420940.h1.t1													
N4.HOG0008383	OG0003834	n0	Ag032G3442500					Aa_G346400.h1.t1, Aa_G184660.h1.t1													
N4.HOG0008384	OG0003835	n0	Ag041G4353400, Ag009G0982100					Aa_G597800.h1.t1													
N4.HOG0008385	OG0003836	n4	Ag019G2526400, Ag041G4353700, Ag009G0981800					Aa_G207670.h1.t1													
N4.HOG0008386	OG0003836	n24						Aa_G207690.h1.t1													
N4.HOG0008387	OG0003837	n6	Ag007G0866500					Aa_G391410.h1.t1													
N4.HOG0008388	OG0003838	n0	Ag007G0919100					Aa_G295150.h1.t1													
N4.HOG0008389	OG0003839	n20	Ag007G0926200																		
N4.HOG0008390	OG0003840	n17	Ag078G5368000																		
N4.HOG0008391	OG0003841	n0	Ag056G4948800					Aa_G278680.h1.t1													
N4.HOG0008392	OG0003842	n3	Ag057G4958000, Ag018G2435300																		
N4.HOG0008393	OG0003842	n5						Aa_G372890.h1.t1													
N4.HOG0008394	OG0003843	n3	Ag001G0034300, Ag001G0034000					Aa_G178350.h1.t1, Aa_G178360.h1.t1, Aa_G178380.h1.t1, Aa_G178370.h1.t1													
N4.HOG0008395	OG0003844	n12	Ag001G0041600					Aa_G36920.h1.t1													
N4.HOG0008396	OG0003844	n27	Ag014G2155800					Aa_G242980.h1.t1													
N4.HOG0008397	OG0003845	n0	Ag001G0065000																		
N4.HOG0008398	OG0003846	n5	Ag061G5020600, Ag023G2820400					Aa_G169290.h1.t1													
N4.HOG0008399	OG0003846	n14						Aa_G486870.h1.t1													
N4.HOG0008400	OG0003847	n1	Ag002G0205900					Aa_G548720.h1.t1													
N4.HOG0008401	OG0003847	n13						Aa_G572090.h1.t1, Aa_G222630.h1.t1													
N4.HOG0008402	OG0003847	n19						Aa_G887300.h1.t1													
N4.HOG0008403	OG0003847	n21						Aa_G337190.h1.t1													
N4.HOG0008404	OG0003847	n24	Ag011G1149500, Ag009G0981400, Ag011G1180600, Ag011G1181200																		
N4.HOG0008405	OG0003848	n2	Ag008G0949100					Aa_G491050.h1.t1													
N4.HOG0008406	OG0003848	n16						Aa_G147080.h1.t1													
N4.HOG0008407	OG0003849	n0	Ag077G5315600, Ag033G3486900					Aa_G417370.h1.t1													
N4.HOG0008408	OG0003850	n6	Ag033G3490000, Ag077G5319200					Aa_G537960.h1.t1, Aa_G1011330.h2.t1, Aa_G1011330.h1.t1, Aa_G537970.h1.t1													
N4.HOG0008409	OG0003850	n15	Ag077G5323400, Ag033G3493700					Aa_G537980.h1.t1, Aa_G537950.h1.t1, Aa_G537990.h1.t1													
N4.HOG0008410	OG0003851	n0	Ag031G3148900					Aa_G52340.h1.t1													
N4.HOG0008411	OG0003852	n0	Ag034G3949600, Ag031G3153800					Aa_G451710.h1.t1													
N4.HOG0008412	OG0003853	n1	Ag031G3200600, Ag031G3200900																		
N4.HOG0008413	OG0003855	n0	Ag031G3245000					Aa_G271320.h1.t1													
N4.HOG0008414	OG0003856	n2	Ag031G3282100					Aa_G98550.h1.t1													
N4.HOG0008415	OG0003857	n1	Ag031G3284900					Aa_G221020.h1.t1													
N4.HOG0008416	OG0003858	n17	Ag031G3285400, Ag003G0394900					Aa_G220970.h1.t1, Aa_G230730.h1.t1													
N4.HOG0008417	OG0003859	n4	Ag031G3380000					Aa_G265950.h1.t1													
N4.HOG0008418	OG0003860	n0	Ag031G3395800					Aa_G278080.h1.t1													
N4.HOG0008419	OG0003861	n3						Aa_G514330.h1.t1													
N4.HOG0008420	OG0003861	n14						Aa_G110.h1.t1													
N4.HOG0008421	OG0003862	n0	Ag014G1991400, Ag064G5114000, Ag095G5470400					Aa_G26900.h1.t1													
N4.HOG0008422	OG0003863	n17	Ag067G5205300																		
N4.HOG0008423	OG0003863	n21						Aa_G283910.h1.t1, Aa_G141440.h1.t1													
N4.HOG0008424	OG0003864	n1	Ag017G2420300, Ag039G4290700																		
N4.HOG0008425	OG0003865	n0	Ag039G4315800					Aa_G30050.h1.t1													
N4.HOG0008426	OG0003866	n15						Aa_G231850.h1.t1													
N4.HOG0008427	OG0003867	n2	Ag015G2192800					Aa_G161390.h1.t1													
N4.HOG0008428	OG0003867	n21	Ag011G1064400					Aa_G294370.h1.t1													
N4.HOG0008429	OG0003868	n0	Ag015G2242600					Aa_G272420.h1.t1, Aa_G382640.h1.t1													
N4.HOG0008430	OG0003869	n0	Ag015G2271400, Ag052G4863300					Aa_G645960.h1.t1													
N4.HOG0008431	OG0003870	n2						Aa_G260300.h1.t1													
N4.HOG0008432	OG0003870	n21						Aa_G294800.h1.t1													
N4.HOG0008433	OG0003871	n2	Ag021G2608000					Aa_G107450.h1.t1													
N4.HOG0008434	OG0003871	n27						Aa_G316620.h1.t1													
N4.HOG0008435	OG0003872	n1						Aa_G92770.h1.t1													
N4.HOG0008436	OG0003872	n3	Ag021G2618600					Aa_G39310.h1.t1													
N4.HOG0008437	OG0003873	n0	Ag088G5438400					Aa_G194780.h1.t1													
N4.HOG0008438	OG0003874	n0	Ag003G0298900					Aa_G177870.h1.t1													
N4.HOG0008439	OG0003875	n10	Ag003G0357500																		
N4.HOG0008440	OG0003876	n0	Ag003G0383100					Aa_G574100.h1.t1													
N4.HOG0008441	OG0003877	n4	Ag003G0398200																		
N4.HOG0008442	OG0003878	n0	Ag003G0408600					Aa_G188420.h1.t1													
N4.HOG0008443	OG0003879	n9						Aa_G162360.h1.t1													
N4.HOG0008444	OG0003880	n0	Ag014G1867500					Aa_G174780.h1.t1													
N4.HOG0008445	OG0003881	n0	Ag014G1877600					Aa_G174110.h1.t1, Aa_G570100.h1.t1, Aa_G570100.h2.t1													
N4.HOG0008446	OG0003882	n3	Ag014G1933800																		
N4.HOG0008447	OG0003883	n0	Ag014G1968600					Aa_G529360.h1.t1, Aa_G323540.h1.t1													
N4.HOG0008448	OG0003884	n0	Ag014G2020500					Aa_G32150.h1.t1													
N4.HOG0008449	OG0003885	n4	Ag034G3665000, Ag034G3664900, Ag026G2999300					Aa_G211760.h1.t1													
N4.HOG0008450	OG0003886	n2						Aa_G457160.h1.t1													
N4.HOG0008451	OG0003886	n6	Ag034G3755200, Ag061G5016800					Aa_G375230.h1.t1													
N4.HOG0008452	OG0003887	n2	Ag017G2412700					Aa_G114540.h1.t1													
N4.HOG0008453	OG0003887	n19						Aa_G24540.h1.t1													
N4.HOG0008454	OG0003888	n16	Ag034G3697400					Aa_G28160.h1.t1													
N4.HOG0008455	OG0003888	n19						Aa_G341320.h1.t1, Aa_G341290.h1.t1													
N4.HOG0008456	OG0003888	n23	Ag034G3697200, Ag034G3697300					Aa_G341280.h1.t1													
N4.HOG0008457	OG0003889	n12	Ag034G3711200					Aa_G235520.h1.t1													
N4.HOG0008458	OG0003890	n3	Ag034G3730100, Ag034G3942500, Ag034G4047600																		
N4.HOG0008459	OG0003890	n15						Aa_G63590.h1.t1													
N4.HOG0008460	OG0003892	n0	Ag034G3763600					Aa_G19260.h1.t1													
N4.HOG0008461	OG0003893	n2	Ag034G3769800, Ag034G3769700					Aa_G583610.h1.t1													
N4.HOG0008462	OG0003893	n15						Aa_G193900.h1.t1													
N4.HOG0008463	OG0003894	n1	Ag034G3774200					Aa_G516470.h1.t1													
N4.HOG0008464	OG0003895	n16						Aa_G10860.h1.t1													
N4.HOG0008465	OG0003895	n17						Aa_G487460.h1.t1													
N4.HOG0008466	OG0003896	n0	Ag034G3941800					Aa_G55200.h1.t1													
N4.HOG0008467	OG0003897	n0	Ag034G3949800					Aa_G214280.h1.t1, Aa_G676960.h1.t1													
N4.HOG0008468	OG0003898	n0	Ag034G3957600																		
N4.HOG0008469	OG0003899	n0	Ag034G3961300					Aa_G407830.h1.t1													
N4.HOG0008470	OG0003900	n0	Ag019G2507100, Ag034G4009300					Aa_G563070.h1.t1, Aa_G347340.h1.t1, Aa_G563080.h1.t1, Aa_G347360.h1.t1													
N4.HOG0008471	OG0003901	n2	Ag002G0176500					Aa_G473810.h1.t1													
N4.HOG0008472	OG0003901	n27	Ag002G0176200																		
N4.HOG0008473	OG0003902	n1	Ag002G0215800					Aa_G342040.h1.t1													
N4.HOG0008474	OG0003902	n18						Aa_G482470.h1.t1													
N4.HOG0008475	OG0003903	n1						Aa_G167240.h1.t1													
N4.HOG0008476	OG0003903	n11	Ag002G0261200					Aa_G167250.h1.t1													
N4.HOG0008477	OG0003904	n11						Aa_G410410.h1.t1, Aa_G406350.h1.t1													
N4.HOG0008478	OG0003904	n15	Ag016G2324400																		
N4.HOG0008479	OG0003904	n17						Aa_G391050.h1.t1													
N4.HOG0008480	OG0003904	n26						Aa_G193670.h1.t1													
N4.HOG0008481	OG0003904	n28						Aa_G764060.h1.t1													
N4.HOG0008482	OG0003904	n30						Aa_G124670.h1.t1													
N4.HOG0008483	OG0003905	n0	Ag016G2333500					Aa_G63390.h1.t1													
N4.HOG0008484	OG0003906	n4	Ag019G2550200					Aa_G36460.h1.t1													
N4.HOG0008485	OG0003906	n23	Ag011G1030400					Aa_G676570.h1.t1													
N4.HOG0008486	OG0003907	n2	Ag011G1059200					Aa_G88980.h1.t1													
N4.HOG0008487	OG0003907	n23						Aa_G246280.h1.t1													
N4.HOG0008488	OG0003908	n17						Aa_G270490.h1.t1													
N4.HOG0008489	OG0003908	n19						Aa_G467480.h1.t1													
N4.HOG0008490	OG0003909	n5						Aa_G84830.h1.t1													
N4.HOG0008491	OG0003909	n11	Ag011G1145500																		
N4.HOG0008492	OG0003909	n21						Aa_G84810.h1.t1													
N4.HOG0008493	OG0003909	n25						Aa_G385170.h1.t1													
N4.HOG0008494	OG0003909	n26	Ag011G1145700, Ag011G1145900																		
N4.HOG0008495	OG0003910	n0	Ag011G1156600					Aa_G258860.h1.t1													
N4.HOG0008496	OG0003911	n6	Ag011G1262900					Aa_G556820.h1.t1													
N4.HOG0008497	OG0003912	n1	Ag018G2454000																		
N4.HOG0008498	OG0003912	n22						Aa_G68630.h1.t1													
N4.HOG0008499	OG0003913	n1						Aa_G159960.h1.t1, Aa_G134130.h1.t1													
N4.HOG0008500	OG0003913	n13	Ag010G1017000																		
N4.HOG0008501	OG0003917	n2						Aa_G322450.h1.t1													
N4.HOG0008502	OG0003918	n22						Aa_G633310.h1.t1													
N4.HOG0008503	OG0003922	n0						Aa_G514470.h1.t1													
N4.HOG0008504	OG0003924	n18						Aa_G375720.h1.t1													
N4.HOG0008505	OG0003924	n19						Aa_G270650.h1.t1													
N4.HOG0008506	OG0003926	n0						Aa_G278980.h1.t1													
N4.HOG0008507	OG0003927	n0						Aa_G79140.h1.t1													
N4.HOG0008508	OG0003928	n1						Aa_G70340.h1.t1													
N4.HOG0008509	OG0003928	n18						Aa_G70320.h1.t1													
N4.HOG0008510	OG0003929	n0						Aa_G97510.h1.t1													
N4.HOG0008511	OG0003930	n12						Aa_G617060.h1.t1, Aa_G617060.h2.t1, Aa_G583890.h1.t1													
N4.HOG0008512	OG0003931	n20						Aa_G675260.h1.t1													
N4.HOG0008513	OG0003932	n0						Aa_G598980.h1.t1, Aa_G27760.h1.t1, Aa_G279390.h1.t1, Aa_G340.h1.t1, Aa_G156340.h1.t1, Aa_G218550.h1.t1, Aa_G450010.h1.t1, Aa_G228750.h1.t1, Aa_G27780.h1.t1, Aa_G308530.h1.t1, Aa_G129030.h1.t1, Aa_G93330.h1.t1, Aa_G310370.h1.t1, Aa_G229150.h1.t1, Aa_G56970.h1.t1, Aa_G467790.h1.t1, Aa_G489690.h1.t1, Aa_G837460.h1.t1, Aa_G714710.h1.t1, Aa_G570.h1.t1, Aa_G32900.h1.t1, Aa_G304580.h1.t1, Aa_G117480.h1.t1, Aa_G202070.h1.t1, Aa_G77680.h1.t1, Aa_G391930.h1.t1, Aa_G308570.h1.t1, Aa_G421290.h1.t1, Aa_G795800.h1.t1, Aa_G835910.h1.t1, Aa_G797360.h1.t1, Aa_G291590.h1.t1													
N4.HOG0008514	OG0003940	n0	Ag431G5501600, Ag463G5511900, Ag108G5479200, Ag074G5264800					Aa_G1058850.h13.t1, Aa_G288920.h7.t1, Aa_G288920.h3.t1, Aa_G288920.h9.t1, Aa_G288920.h8.t1, Aa_G288920.h5.t1, Aa_G288920.h6.t1, Aa_G1058850.h6.t1, Aa_G288920.h13.t1, Aa_G1058850.h12.t1, Aa_G1058850.h9.t1, Aa_G1058850.h3.t1, Aa_G1058850.h4.t1, Aa_G288920.h1.t1, Aa_G288920.h12.t1, Aa_G1058850.h5.t1, Aa_G1058850.h10.t1, Aa_G288920.h11.t1, Aa_G1058850.h7.t1, Aa_G288920.h10.t1, Aa_G288920.h2.t1, Aa_G288920.h4.t1, Aa_G1058850.h2.t1, Aa_G1058850.h8.t1, Aa_G1058850.h1.t1, Aa_G1058850.h11.t1													
N4.HOG0008515	OG0003941	n0	Ag048G4554800, Ag013G1419500					Aa_G321000.h1.t1													
N4.HOG0008516	OG0003942	n0	Ag013G1449700					Aa_G72750.h1.t1													
N4.HOG0008517	OG0003943	n7	Ag013G1461100																		
N4.HOG0008518	OG0003943	n13						Aa_G209520.h1.t1													
N4.HOG0008519	OG0003943	n21	Ag013G1461000, Ag013G1460800					Aa_G556030.h1.t1													
N4.HOG0008520	OG0003944	n28	Ag013G1480100, Ag013G1480200																		
N4.HOG0008521	OG0003945	n24	Ag013G1496200					Aa_G756410.h1.t1													
N4.HOG0008522	OG0003946	n0	Ag013G1504200, Ag078G5342600, Ag057G4959300					Aa_G133830.h1.t1													
N4.HOG0008523	OG0003947	n3	Ag011G1231900					Aa_G322410.h1.t1													
N4.HOG0008524	OG0003947	n21	Ag013G1506200																		
N4.HOG0008525	OG0003947	n27	Ag016G2400700, Ag066G5165800, Ag066G5169300					Aa_G158520.h1.t1													
N4.HOG0008526	OG0003948	n8	Ag004G0543500					Aa_G517870.h1.t1													
N4.HOG0008527	OG0003948	n13	Ag013G1506500					Aa_G158550.h1.t1													
N4.HOG0008528	OG0003949	n2	Ag038G4171800, Ag013G1536700					Aa_G146290.h1.t1													
N4.HOG0008529	OG0003949	n22						Aa_G457960.h1.t1													
N4.HOG0008530	OG0003950	n14						Aa_G319230.h1.t1													
N4.HOG0008531	OG0003950	n25						Aa_G319240.h1.t1													
